energy_renew_reference_year,energy_renew_country_iso2,energy_renew_sector_code,energy_renew_share_pct,energy_renew_target_2030_pct,energy_renew_fit55_alignment_flag,energy_renew_installed_capacity_mw,energy_renew_new_installations_mw,energy_renew_permitting_time_months_median,energy_renew_grid_connection_queue_count,energy_renew_curtailment_rate_pct,energy_renew_storage_capacity_mwh,energy_renew_hydrogen_production_tonnes,energy_renew_rfnsbo_compliance_flag,energy_renew_renewable_guarantees_of_origin_count,energy_renew_support_scheme_code,energy_renew_support_amount_eur,energy_renew_repower_eu_flag,energy_renew_data_source,energy_renew_data_extract_date
2019,GR,HEATING_COOLING,45.91,46.2,1,110855.53,3176.83,12.94,5329,6.74,212187.59,77345.47,0,5974258,FEED_IN_TARIFF,7976806609.1,0,GO_REGISTRY,2026-01-08
2020,LT,ELECTRICITY,47.34,32.99,0,299543.49,18069.04,31.58,3693,2.58,608007.22,210724.38,0,10990237,TAX_CREDIT,371226042.08,0,NATIONAL_ENERGY_STAT,2025-12-24
2021,PT,INDUSTRY,34.75,50.02,1,101842.09,8589.32,32.0,7982,11.44,32884.96,203531.96,0,12392106,FEED_IN_PREMIUM,5214830902.34,0,ENTSOE_RENEWABLES,2026-01-18
2022,SE,TRANSPORT,73.89,42.49,0,248505.07,18955.54,38.96,6561,2.28,177478.51,119683.2,0,1187626,NET_METERING,7275000506.5,1,COMMISSION_PROGRESS_REPORT,2024-04-01
2023,CY,HEATING_COOLING,82.92,50.8,0,262970.18,14746.94,7.42,6319,12.43,212993.74,249968.12,0,10628178,AUCTION_CFD,8014815635.03,1,GO_REGISTRY,2024-09-25
2024,FR,ELECTRICITY,6.25,45.99,0,175439.74,14461.27,41.93,8457,9.4,322164.1,67790.86,0,23437996,CONTRACTS_FOR_DIFFERENCE,3046522740.74,1,NATIONAL_ENERGY_STAT,2025-12-28
2025,IT,INDUSTRY,26.56,59.83,0,188251.53,13061.89,29.29,4602,10.26,460143.42,156412.31,1,7783201,CAPEX_GRANT,1564765890.86,1,ENTSOE_RENEWABLES,2025-12-23
2004,NL,TRANSPORT,83.81,38.47,1,121087.9,8067.32,48.82,6283,0.39,158161.88,85575.12,0,5374478,FEED_IN_TARIFF,425839306.54,0,COMMISSION_PROGRESS_REPORT,2024-12-23
2005,SI,HEATING_COOLING,53.46,39.17,1,275671.65,18062.51,27.91,4651,11.87,105461.28,76147.75,0,829652,TAX_CREDIT,6014288680.13,0,GO_REGISTRY,2024-01-08
2006,BG,ELECTRICITY,12.48,39.77,0,23698.2,2088.66,3.65,8335,9.63,29981.67,8591.46,0,16819652,FEED_IN_PREMIUM,3520935111.37,0,NATIONAL_ENERGY_STAT,2024-05-17
2007,EE,INDUSTRY,20.88,58.79,1,116483.29,6400.76,34.81,11007,11.09,191680.94,41586.09,0,10533958,NET_METERING,299452052.93,0,ENTSOE_RENEWABLES,2025-10-31
2008,HU,TRANSPORT,38.56,44.01,1,199118.02,14607.71,19.43,8570,11.22,10000.43,35195.15,0,4993941,AUCTION_CFD,8481804348.76,0,COMMISSION_PROGRESS_REPORT,2024-10-22
2009,LU,HEATING_COOLING,60.71,55.91,1,216549.16,6130.76,17.8,4931,2.95,316266.03,62159.53,0,10876623,CONTRACTS_FOR_DIFFERENCE,5138519115.69,0,GO_REGISTRY,2025-08-20
2010,RO,ELECTRICITY,25.71,41.09,0,218233.47,14556.58,18.55,11445,10.9,739471.79,33251.77,0,21402731,CAPEX_GRANT,210774903.88,0,NATIONAL_ENERGY_STAT,2024-09-19
2011,AT,INDUSTRY,12.73,51.9,0,118750.31,1700.91,24.05,1458,0.83,227426.18,9180.4,0,9439225,FEED_IN_TARIFF,2786513609.26,0,ENTSOE_RENEWABLES,2025-12-04
2012,CZ,TRANSPORT,62.44,52.82,0,17375.6,822.64,55.9,9904,6.0,375472.95,95390.33,0,8680154,TAX_CREDIT,8142727188.83,0,COMMISSION_PROGRESS_REPORT,2025-10-24
2013,DE,HEATING_COOLING,68.09,34.51,1,206622.42,14021.62,40.41,751,11.43,433679.9,38954.97,0,8138834,FEED_IN_PREMIUM,4950157142.92,0,GO_REGISTRY,2024-06-21
2014,LV,ELECTRICITY,23.11,46.74,0,127238.76,379.9,51.94,386,9.21,914215.87,79296.26,0,9330685,NET_METERING,3223214284.62,0,NATIONAL_ENERGY_STAT,2024-10-16
2015,PL,INDUSTRY,31.79,32.45,0,258900.05,19921.99,35.83,10387,0.52,334651.65,44553.86,0,5017310,AUCTION_CFD,5903732609.94,0,ENTSOE_RENEWABLES,2024-10-01
2016,ES,TRANSPORT,42.29,46.56,0,373817.82,25932.5,15.37,1591,1.28,34393.57,69851.06,0,8374501,CONTRACTS_FOR_DIFFERENCE,5530660534.76,0,COMMISSION_PROGRESS_REPORT,2025-11-14
2017,HR,HEATING_COOLING,80.26,51.45,0,49880.54,2924.76,30.37,5865,7.78,431271.44,23973.85,0,6404216,CAPEX_GRANT,5901708733.7,0,GO_REGISTRY,2024-07-27
2018,FI,ELECTRICITY,81.07,41.31,1,144732.63,9614.86,38.71,9484,3.54,374932.36,42502.48,0,3860944,FEED_IN_TARIFF,364959967.85,0,NATIONAL_ENERGY_STAT,2024-03-31
2019,IE,INDUSTRY,52.99,53.08,1,28308.75,1722.23,36.98,1224,4.71,308646.03,36002.61,0,9070146,TAX_CREDIT,2785186104.4,0,ENTSOE_RENEWABLES,2025-11-14
2020,MT,TRANSPORT,52.26,38.5,1,198500.17,10748.66,31.58,143,11.82,56934.55,311580.11,0,13254256,FEED_IN_PREMIUM,225777311.58,0,COMMISSION_PROGRESS_REPORT,2024-06-12
2021,SK,HEATING_COOLING,63.76,49.67,1,61435.95,4486.56,12.25,5643,11.54,375277.89,24898.93,0,476715,NET_METERING,2891776963.26,0,GO_REGISTRY,2024-01-06
2022,BE,ELECTRICITY,74.53,56.69,1,235049.56,14010.2,15.78,1576,9.91,846383.03,276292.61,0,21971859,AUCTION_CFD,3864433749.89,1,NATIONAL_ENERGY_STAT,2024-01-04
2023,DK,INDUSTRY,63.69,37.81,1,75848.86,5585.37,12.78,10798,5.16,407177.84,281565.03,0,10197266,CONTRACTS_FOR_DIFFERENCE,3072880608.85,0,ENTSOE_RENEWABLES,2024-06-21
2024,GR,TRANSPORT,35.1,49.3,0,55527.29,2053.52,19.97,10817,11.03,63121.95,266502.21,0,4082702,CAPEX_GRANT,1631540918.86,0,COMMISSION_PROGRESS_REPORT,2024-03-31
2025,LT,HEATING_COOLING,55.75,41.9,1,97846.72,4962.32,13.2,10590,5.82,62809.52,111591.19,0,5604471,FEED_IN_TARIFF,8502888358.09,0,GO_REGISTRY,2025-12-18
2004,PT,ELECTRICITY,72.92,55.16,1,23055.7,533.0,31.46,13970,4.68,482674.9,85693.05,0,28878475,TAX_CREDIT,3953886864.84,0,NATIONAL_ENERGY_STAT,2024-10-25
2005,SE,INDUSTRY,27.66,53.05,0,24494.36,1793.93,27.91,3660,7.77,394937.71,77438.99,0,221994,FEED_IN_PREMIUM,2346594382.36,0,ENTSOE_RENEWABLES,2025-12-14
2006,CY,TRANSPORT,39.23,49.25,1,17040.89,123.95,7.34,1223,12.25,375582.37,78365.68,0,3203307,NET_METERING,6137498117.13,0,COMMISSION_PROGRESS_REPORT,2026-02-11
2007,FR,HEATING_COOLING,75.06,38.51,1,104735.13,6622.38,47.89,7993,4.56,27769.36,53152.51,0,2523611,AUCTION_CFD,7359626419.81,0,GO_REGISTRY,2025-04-26
2008,IT,ELECTRICITY,35.83,54.55,0,7044.72,460.77,37.49,12448,7.91,793020.19,69088.15,0,11017864,CONTRACTS_FOR_DIFFERENCE,4036606036.03,0,NATIONAL_ENERGY_STAT,2025-10-01
2009,NL,INDUSTRY,53.07,32.85,1,106680.56,1105.67,26.67,5789,2.65,132845.25,23543.4,0,1804996,CAPEX_GRANT,1143409588.92,0,ENTSOE_RENEWABLES,2024-06-30
2010,SI,TRANSPORT,38.93,37.3,1,76487.36,3062.43,18.58,7721,0.81,192346.06,25696.88,0,1630530,FEED_IN_TARIFF,6134449360.62,1,COMMISSION_PROGRESS_REPORT,2025-11-12
2011,BG,HEATING_COOLING,56.7,56.05,1,136454.74,6863.84,16.29,6498,5.11,462402.0,19607.04,0,13406499,TAX_CREDIT,2881421442.7,0,GO_REGISTRY,2025-04-29
2012,EE,ELECTRICITY,50.09,45.1,1,13013.77,903.47,34.25,6305,0.05,466055.42,24423.29,0,2267180,FEED_IN_PREMIUM,1807614616.3,0,NATIONAL_ENERGY_STAT,2024-06-16
2013,HU,INDUSTRY,78.16,55.21,1,136746.91,9441.74,48.98,9153,4.86,521692.33,79749.84,0,6999784,NET_METERING,1270353506.57,0,ENTSOE_RENEWABLES,2024-09-10
2014,LU,TRANSPORT,65.22,39.09,1,115540.06,7111.52,17.33,1378,2.04,4357.98,23830.58,0,6638875,AUCTION_CFD,931031496.63,0,COMMISSION_PROGRESS_REPORT,2025-02-06
2015,RO,HEATING_COOLING,15.29,34.65,0,210356.21,9940.89,46.12,7261,1.78,262527.4,41703.34,0,11580446,CONTRACTS_FOR_DIFFERENCE,7139490324.06,0,GO_REGISTRY,2024-02-03
2016,AT,ELECTRICITY,46.63,40.58,1,152507.45,2165.07,20.71,13280,5.42,114680.57,3951.17,0,29866177,CAPEX_GRANT,4122503700.25,0,NATIONAL_ENERGY_STAT,2024-04-06
2017,CZ,INDUSTRY,33.0,57.81,0,80049.85,2401.91,42.84,9166,10.35,275874.93,13112.76,0,13413355,FEED_IN_TARIFF,4419312108.7,0,ENTSOE_RENEWABLES,2024-07-05
2018,DE,TRANSPORT,52.69,49.9,1,186119.22,2127.96,30.32,1835,6.44,494959.11,46959.99,0,5133733,TAX_CREDIT,3779453649.68,0,COMMISSION_PROGRESS_REPORT,2025-08-18
2019,LV,HEATING_COOLING,32.21,51.96,0,144327.7,635.13,27.55,8728,0.04,400131.42,15160.07,0,6375260,FEED_IN_PREMIUM,764234755.15,0,GO_REGISTRY,2024-03-13
2020,PL,ELECTRICITY,43.61,56.01,1,47690.34,1838.3,26.25,8303,2.08,652256.82,61399.08,0,22870703,NET_METERING,7380536747.3,0,NATIONAL_ENERGY_STAT,2025-04-08
2021,ES,INDUSTRY,54.27,59.98,1,71158.8,3092.9,39.38,2150,12.18,503953.3,177521.69,0,12764865,AUCTION_CFD,3861736044.09,0,ENTSOE_RENEWABLES,2025-04-17
2022,HR,TRANSPORT,12.41,44.47,1,380429.78,8039.6,41.42,6664,9.21,314177.46,140484.09,0,4491216,CONTRACTS_FOR_DIFFERENCE,4799635740.18,0,COMMISSION_PROGRESS_REPORT,2025-09-16
2023,FI,HEATING_COOLING,60.71,51.05,1,30819.27,1161.0,38.83,10691,5.58,180277.12,238156.56,0,3685753,CAPEX_GRANT,433536184.71,1,GO_REGISTRY,2024-05-20
2024,IE,ELECTRICITY,65.37,42.69,0,117433.88,7962.43,6.29,10174,2.06,253979.92,10749.52,1,16460602,FEED_IN_TARIFF,1733937630.19,1,NATIONAL_ENERGY_STAT,2025-12-21
2025,MT,INDUSTRY,40.7,43.09,1,294244.39,13719.27,4.56,4904,1.23,178959.5,269762.31,1,6967114,TAX_CREDIT,3771384233.69,1,ENTSOE_RENEWABLES,2024-05-04
2004,SK,TRANSPORT,43.3,40.35,1,114625.01,7529.04,35.4,1258,0.15,124466.46,3042.62,0,7452175,FEED_IN_PREMIUM,3668350025.74,1,COMMISSION_PROGRESS_REPORT,2024-09-16
2005,BE,HEATING_COOLING,42.08,56.12,1,63389.92,3244.02,47.44,1051,9.59,116478.35,3962.53,0,3386677,NET_METERING,819856819.26,0,GO_REGISTRY,2024-02-05
2006,DK,ELECTRICITY,20.56,59.75,0,40513.85,1285.4,47.91,2591,7.99,712042.47,14177.57,0,742669,AUCTION_CFD,6132473925.01,0,NATIONAL_ENERGY_STAT,2024-06-03
2007,GR,INDUSTRY,81.06,34.08,1,231268.95,9781.49,24.08,9633,5.23,506639.68,59728.81,0,4121573,CONTRACTS_FOR_DIFFERENCE,2596389382.81,0,ENTSOE_RENEWABLES,2025-03-09
2008,LT,TRANSPORT,45.24,36.93,1,229166.41,11613.97,42.13,11001,9.59,102526.62,43613.82,0,13451680,CAPEX_GRANT,458286558.95,0,COMMISSION_PROGRESS_REPORT,2025-02-02
2009,PT,HEATING_COOLING,61.57,46.88,1,270397.35,1040.37,36.54,5513,12.01,294357.03,40334.43,0,9177788,FEED_IN_TARIFF,4550844040.48,0,GO_REGISTRY,2024-09-06
2010,SE,ELECTRICITY,13.76,46.12,0,269506.64,22504.21,27.97,11173,9.14,508080.94,45546.32,0,6179669,TAX_CREDIT,4141866147.53,0,NATIONAL_ENERGY_STAT,2024-01-22
2011,CY,INDUSTRY,57.16,41.91,1,276401.13,2179.99,48.75,11540,4.22,208253.04,15971.01,0,2609900,FEED_IN_PREMIUM,131078208.21,0,ENTSOE_RENEWABLES,2025-01-06
2012,FR,TRANSPORT,79.12,58.64,1,13042.91,1129.85,6.34,9356,7.5,406641.4,22416.65,0,12519598,NET_METERING,4912589766.87,0,COMMISSION_PROGRESS_REPORT,2024-04-24
2013,IT,HEATING_COOLING,54.37,51.91,1,73783.19,6215.49,4.21,508,8.98,347069.31,110843.47,0,7423014,AUCTION_CFD,3280382900.2,1,GO_REGISTRY,2025-03-29
2014,NL,ELECTRICITY,49.61,51.21,1,129853.85,9644.6,8.11,3853,2.22,535395.41,56287.84,0,17351483,CONTRACTS_FOR_DIFFERENCE,682592323.22,0,NATIONAL_ENERGY_STAT,2026-01-23
2015,SI,INDUSTRY,20.6,49.4,0,129961.19,6522.28,4.38,9206,12.45,389052.99,12434.18,0,5302599,CAPEX_GRANT,1965821304.21,0,ENTSOE_RENEWABLES,2026-01-25
2016,BG,TRANSPORT,33.97,39.12,1,48707.58,445.87,32.87,1789,4.24,510873.45,4555.8,0,7585259,FEED_IN_TARIFF,5423322317.06,0,COMMISSION_PROGRESS_REPORT,2025-08-01
2017,EE,HEATING_COOLING,5.6,39.29,0,222907.58,10070.25,21.64,9609,11.74,90780.83,55236.96,0,6941977,TAX_CREDIT,11430470073.13,0,GO_REGISTRY,2024-09-22
2018,HU,ELECTRICITY,16.31,32.64,0,65036.04,522.15,53.46,3508,11.0,485907.61,78065.3,0,7126312,FEED_IN_PREMIUM,3302076597.37,1,NATIONAL_ENERGY_STAT,2025-10-23
2019,LU,INDUSTRY,81.12,45.45,0,44127.57,2340.83,17.71,10542,1.1,242607.3,72166.88,0,939889,NET_METERING,7711811277.27,0,ENTSOE_RENEWABLES,2025-09-09
2020,RO,TRANSPORT,20.2,48.87,0,196234.51,9323.36,19.52,10272,0.06,222256.27,156476.92,0,5442870,AUCTION_CFD,6004825735.31,0,COMMISSION_PROGRESS_REPORT,2025-04-19
2021,AT,HEATING_COOLING,65.82,36.56,1,330452.93,14366.73,43.18,10137,2.04,331205.3,254000.98,0,11323290,CONTRACTS_FOR_DIFFERENCE,707827103.69,0,GO_REGISTRY,2024-02-04
2022,CZ,ELECTRICITY,51.66,39.27,0,173717.61,2750.6,11.76,6673,10.51,951408.04,152211.66,0,16422522,CAPEX_GRANT,10968746798.22,0,NATIONAL_ENERGY_STAT,2025-03-11
2023,DE,INDUSTRY,30.64,41.92,0,41104.58,2269.87,32.8,11629,0.2,236118.41,318042.43,1,6482626,FEED_IN_TARIFF,5343311608.13,1,ENTSOE_RENEWABLES,2024-08-21
2024,LV,TRANSPORT,25.34,47.63,1,36537.68,1940.96,29.71,11010,6.94,121441.43,362988.88,1,12866986,TAX_CREDIT,669719518.29,1,COMMISSION_PROGRESS_REPORT,2024-07-01
2025,PL,HEATING_COOLING,55.29,58.29,1,228151.83,646.65,38.27,4420,2.76,66504.93,15947.66,0,3003004,FEED_IN_PREMIUM,786073378.42,1,GO_REGISTRY,2025-03-15
2004,ES,ELECTRICITY,8.9,40.63,0,73735.84,4653.18,27.0,8626,6.3,501715.53,77518.87,0,7149821,NET_METERING,5150910532.83,0,NATIONAL_ENERGY_STAT,2024-06-14
2005,HR,INDUSTRY,70.1,56.78,1,61287.55,4652.61,27.38,5622,11.46,314277.07,41975.56,0,8015687,AUCTION_CFD,6608516424.49,0,ENTSOE_RENEWABLES,2025-10-13
2006,FI,TRANSPORT,46.02,59.76,1,250907.4,11106.44,15.48,5120,5.25,245196.0,94762.37,0,4262154,CONTRACTS_FOR_DIFFERENCE,5721953486.56,0,COMMISSION_PROGRESS_REPORT,2024-12-22
2007,IE,HEATING_COOLING,60.84,55.43,1,315647.37,2383.72,32.21,3520,5.75,373825.99,22456.96,0,4760342,CAPEX_GRANT,9421704692.73,0,GO_REGISTRY,2024-05-18
2008,MT,ELECTRICITY,32.39,43.73,0,87883.39,7280.53,43.28,4561,4.15,713025.47,90033.07,0,25084550,FEED_IN_TARIFF,6753803672.29,0,NATIONAL_ENERGY_STAT,2025-06-25
2009,SK,INDUSTRY,19.04,35.19,0,103799.42,1138.88,38.85,1843,12.13,109831.28,36220.66,0,670091,TAX_CREDIT,6975395408.19,0,ENTSOE_RENEWABLES,2025-04-15
2010,BE,TRANSPORT,51.86,41.97,1,91872.98,5884.65,18.28,1994,4.85,350226.15,73247.58,0,2773224,FEED_IN_PREMIUM,1207920593.71,0,COMMISSION_PROGRESS_REPORT,2025-05-08
2011,DK,HEATING_COOLING,16.77,39.04,0,153889.99,1833.13,22.56,4322,2.63,127662.77,46298.05,0,1943915,NET_METERING,2065353437.76,0,GO_REGISTRY,2025-01-30
2012,GR,ELECTRICITY,75.95,50.75,1,307303.44,19448.8,29.94,10250,5.02,957224.89,5119.06,0,16177926,AUCTION_CFD,7175904805.06,0,NATIONAL_ENERGY_STAT,2025-04-09
2013,LT,INDUSTRY,34.03,38.62,1,95383.13,7927.51,19.62,11322,11.31,420216.58,91934.55,0,6381510,CONTRACTS_FOR_DIFFERENCE,1704683176.3,0,ENTSOE_RENEWABLES,2025-10-08
2014,PT,TRANSPORT,42.06,57.13,0,236354.6,11170.52,51.47,3667,4.14,420763.33,106551.03,0,9870571,CAPEX_GRANT,5873887596.94,0,COMMISSION_PROGRESS_REPORT,2025-11-08
2015,SE,HEATING_COOLING,23.7,57.31,0,208480.13,6743.65,52.62,2219,4.53,421321.92,40157.19,0,405705,FEED_IN_TARIFF,3954295289.74,0,GO_REGISTRY,2025-02-19
2016,CY,ELECTRICITY,14.24,39.86,0,91336.33,4548.2,43.48,1006,5.91,216407.94,1483.73,0,25198636,TAX_CREDIT,9238939967.66,1,NATIONAL_ENERGY_STAT,2024-07-08
2017,FR,INDUSTRY,9.11,52.43,0,178046.91,15903.28,8.14,801,8.21,43344.98,19161.8,0,10969762,FEED_IN_PREMIUM,1905155976.84,0,ENTSOE_RENEWABLES,2024-02-15
2018,IT,TRANSPORT,58.08,41.87,1,27261.62,1545.25,48.29,140,7.15,435128.56,83104.88,0,6149392,NET_METERING,5643517159.16,0,COMMISSION_PROGRESS_REPORT,2025-02-21
2019,NL,HEATING_COOLING,47.12,36.4,1,298749.46,20919.74,24.84,8616,9.16,94553.12,22526.92,0,869496,AUCTION_CFD,9125906982.77,0,GO_REGISTRY,2024-01-11
2020,SI,ELECTRICITY,69.14,59.15,1,196192.94,15582.81,19.59,4584,11.32,919320.34,270171.31,0,17654515,CONTRACTS_FOR_DIFFERENCE,3669797423.34,0,NATIONAL_ENERGY_STAT,2024-04-04
2021,BG,INDUSTRY,4.27,32.12,0,235469.16,17359.44,5.2,9402,0.27,67966.81,160918.64,0,4320198,CAPEX_GRANT,2928237814.69,0,ENTSOE_RENEWABLES,2025-03-01
2022,EE,TRANSPORT,34.71,56.58,0,333401.08,19780.2,42.82,8423,4.71,52495.6,83979.67,0,4905401,FEED_IN_TARIFF,1912705516.14,1,COMMISSION_PROGRESS_REPORT,2024-08-14
2023,HU,HEATING_COOLING,13.9,46.72,0,195198.81,791.71,37.55,321,9.32,189936.23,346749.83,1,5967447,TAX_CREDIT,1860729787.53,1,GO_REGISTRY,2025-11-07
2024,LU,ELECTRICITY,46.49,43.75,1,326456.28,3889.72,4.6,4527,5.2,559898.72,8819.72,1,1066927,FEED_IN_PREMIUM,2818269241.24,1,NATIONAL_ENERGY_STAT,2024-03-11
2025,RO,INDUSTRY,82.28,44.44,1,179345.68,15850.01,22.83,8826,5.16,231449.62,273354.96,0,14263,NET_METERING,1891716701.29,1,ENTSOE_RENEWABLES,2025-11-06
2004,AT,TRANSPORT,65.02,45.05,1,146025.8,3303.96,32.23,9086,3.26,448010.29,56553.93,0,3985434,AUCTION_CFD,5033484850.95,0,COMMISSION_PROGRESS_REPORT,2025-08-01
2005,CZ,HEATING_COOLING,80.99,40.58,1,54571.28,3600.02,23.8,11098,8.74,396936.53,43685.33,0,11045926,CONTRACTS_FOR_DIFFERENCE,1329611440.32,0,GO_REGISTRY,2026-01-17
2006,DE,ELECTRICITY,25.54,44.11,0,322508.12,23364.9,7.23,8127,8.16,174225.37,37665.36,0,26939645,CAPEX_GRANT,7939565937.44,0,NATIONAL_ENERGY_STAT,2025-03-06
2007,LV,INDUSTRY,58.95,51.92,1,37882.55,2230.76,24.55,985,4.35,133727.9,37435.58,0,2163705,FEED_IN_TARIFF,4435944853.33,0,ENTSOE_RENEWABLES,2024-08-22
2008,PL,TRANSPORT,66.07,54.3,1,137454.93,9366.8,27.11,10183,8.95,188637.9,96610.63,0,11606690,TAX_CREDIT,681040258.52,0,COMMISSION_PROGRESS_REPORT,2024-09-29
2009,ES,HEATING_COOLING,56.61,53.02,1,192300.94,13293.26,13.27,915,2.44,258782.91,56389.89,0,817834,FEED_IN_PREMIUM,3575184920.36,0,GO_REGISTRY,2025-12-11
2010,HR,ELECTRICITY,10.42,58.5,0,257457.86,22879.4,40.39,2719,5.88,554389.53,89573.29,0,14805636,NET_METERING,8921253252.74,0,NATIONAL_ENERGY_STAT,2024-07-20
2011,FI,INDUSTRY,67.98,49.5,0,193017.27,4600.07,45.42,1964,6.83,348697.76,84058.04,0,12314262,AUCTION_CFD,7329123785.72,0,ENTSOE_RENEWABLES,2026-01-05
2012,IE,TRANSPORT,68.68,50.42,1,119597.36,3789.59,26.11,430,3.33,359472.27,106510.43,0,2193282,CONTRACTS_FOR_DIFFERENCE,1849894175.88,0,COMMISSION_PROGRESS_REPORT,2025-01-30
2013,MT,HEATING_COOLING,23.78,59.97,0,105525.07,9458.09,6.03,6399,11.78,141577.9,24771.26,0,1423087,CAPEX_GRANT,785314447.45,0,GO_REGISTRY,2024-07-02
2014,SK,ELECTRICITY,68.43,37.86,1,143864.91,6113.2,15.94,3994,5.79,357664.24,17720.31,0,25768438,FEED_IN_TARIFF,7018041450.1,0,NATIONAL_ENERGY_STAT,2024-03-01
2015,BE,INDUSTRY,34.53,47.44,1,168243.16,10199.28,27.24,6963,2.81,175561.55,85434.91,0,1546244,TAX_CREDIT,1307805827.99,0,ENTSOE_RENEWABLES,2024-01-19
2016,DK,TRANSPORT,31.13,57.98,0,107118.57,6500.4,42.67,4524,9.77,212596.09,95982.97,0,4366956,FEED_IN_PREMIUM,4816978666.39,0,COMMISSION_PROGRESS_REPORT,2024-03-30
2017,GR,HEATING_COOLING,56.76,36.14,1,250290.32,20494.68,19.31,933,0.4,32498.42,89699.9,0,3884012,NET_METERING,1654404635.43,0,GO_REGISTRY,2025-10-18
2018,LT,ELECTRICITY,47.75,57.28,0,35935.54,2788.7,47.96,8258,0.45,868565.25,52458.46,0,17862392,AUCTION_CFD,2241088726.24,0,NATIONAL_ENERGY_STAT,2025-09-25
2019,PT,INDUSTRY,80.94,45.36,1,190790.92,4422.56,33.64,3171,6.72,4055.88,52953.93,0,4954044,CONTRACTS_FOR_DIFFERENCE,6154562537.39,0,ENTSOE_RENEWABLES,2025-05-20
2020,SE,TRANSPORT,66.16,55.72,1,26447.02,255.77,22.79,4978,7.21,419213.82,122115.47,0,757224,CAPEX_GRANT,720829714.95,0,COMMISSION_PROGRESS_REPORT,2024-12-31
2021,CY,HEATING_COOLING,50.81,53.82,1,22281.1,334.65,39.32,7163,6.41,452404.32,351511.97,0,3260167,FEED_IN_TARIFF,5663178556.74,0,GO_REGISTRY,2025-01-01
2022,FR,ELECTRICITY,25.22,34.09,1,248211.55,13251.57,28.33,6208,5.45,348104.49,94266.85,0,14866986,TAX_CREDIT,1042334933.67,1,NATIONAL_ENERGY_STAT,2024-08-30
2023,IT,INDUSTRY,9.57,47.15,0,289793.74,3343.76,40.89,6691,1.42,126294.26,60092.59,0,6983060,FEED_IN_PREMIUM,2407159777.7,0,ENTSOE_RENEWABLES,2025-09-17
2024,NL,TRANSPORT,30.09,40.53,1,291776.47,6057.68,18.98,11147,6.09,145021.76,42541.49,0,1312092,NET_METERING,1219294106.2,0,COMMISSION_PROGRESS_REPORT,2025-09-01
2025,SI,HEATING_COOLING,20.15,35.38,0,225787.2,4222.05,9.63,2715,5.14,318281.97,197226.18,1,4599289,AUCTION_CFD,2608394570.46,1,GO_REGISTRY,2025-06-01
2004,BG,ELECTRICITY,76.42,36.02,1,194997.49,7349.95,55.47,11069,2.09,833491.46,67552.32,0,11795521,CONTRACTS_FOR_DIFFERENCE,6241907800.94,0,NATIONAL_ENERGY_STAT,2025-01-30
2005,EE,INDUSTRY,15.98,38.4,0,117941.42,9484.41,39.99,5687,8.24,253126.12,20523.72,0,7931645,CAPEX_GRANT,7736945205.1,0,ENTSOE_RENEWABLES,2025-06-17
2006,HU,TRANSPORT,41.58,42.84,0,180317.94,943.93,46.34,1928,11.92,319446.85,24702.92,0,6107401,FEED_IN_TARIFF,10149866314.27,0,COMMISSION_PROGRESS_REPORT,2024-02-13
2007,LU,HEATING_COOLING,54.29,43.99,1,219978.77,1262.04,45.38,7016,7.1,180670.91,25987.47,0,7160542,TAX_CREDIT,3985599798.49,0,GO_REGISTRY,2025-04-24
2008,RO,ELECTRICITY,35.85,47.33,0,176217.09,12157.54,28.87,10709,7.49,341711.89,109526.92,0,5330641,FEED_IN_PREMIUM,9778339282.72,0,NATIONAL_ENERGY_STAT,2025-03-08
2009,AT,INDUSTRY,65.1,32.68,1,248350.59,19841.46,48.96,9781,11.61,90502.8,70979.69,0,3654475,NET_METERING,6768724487.33,0,ENTSOE_RENEWABLES,2024-08-29
2010,CZ,TRANSPORT,29.55,36.99,0,293890.09,26181.47,54.66,7669,3.91,70567.3,45681.03,0,9656911,AUCTION_CFD,4710862275.43,0,COMMISSION_PROGRESS_REPORT,2024-04-16
2011,DE,HEATING_COOLING,25.86,46.72,0,48869.87,2935.92,54.62,7198,0.55,468857.09,65486.6,0,12698463,CONTRACTS_FOR_DIFFERENCE,1926005961.08,0,GO_REGISTRY,2024-09-08
2012,LV,ELECTRICITY,51.81,52.55,1,199026.97,1369.67,37.61,3549,2.68,387846.43,52805.62,0,27848434,CAPEX_GRANT,9121789133.55,0,NATIONAL_ENERGY_STAT,2025-11-03
2013,PL,INDUSTRY,44.36,53.0,1,165140.24,7828.84,9.92,7874,0.54,267967.05,98286.13,0,1945395,FEED_IN_TARIFF,605145493.8,1,ENTSOE_RENEWABLES,2025-10-22
2014,ES,TRANSPORT,82.72,56.83,1,165062.63,8997.75,42.75,1264,0.73,394041.02,51812.23,0,5347667,TAX_CREDIT,6249215721.52,0,COMMISSION_PROGRESS_REPORT,2024-04-23
2015,HR,HEATING_COOLING,68.38,57.72,1,100692.09,5661.25,44.76,6130,11.05,342303.0,68676.91,0,11498317,FEED_IN_PREMIUM,5567863346.7,0,GO_REGISTRY,2025-10-31
2016,FI,ELECTRICITY,21.19,43.49,0,66496.46,3929.37,8.39,5002,6.43,854343.83,68844.34,0,13931234,NET_METERING,4202728794.27,0,NATIONAL_ENERGY_STAT,2024-01-14
