care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2136-12,50,PROC001524,ENDO,161950,2407,118,13.03,56.87,364.24,217.97,0.53,65.36,287.01,959.93,22.21,18.68,693.22,249.66,443.56
2137-01,42,PROC001525,CARDIO,314163,2396,106,9.2,154.04,191.75,132.96,6.3,89.01,208.6,341.59,2.02,19.55,246.08,68.04,178.04
2137-02,50,PROC001526,NEURO,266132,2378,108,3.84,207.77,717.28,75.23,4.42,92.75,337.01,835.63,15.44,5.25,918.66,356.41,562.25
2137-03,41,PROC001527,NEURO,166551,2421,117,17.03,274.62,138.05,114.99,4.09,85.14,111.59,497.38,25.23,15.6,1150.83,622.32,528.51
2137-04,41,PROC001528,OBGYN,185344,2500,100,8.49,454.41,393.88,167.26,2.65,56.24,299.38,854.17,22.27,2.57,220.14,97.92,122.22
2137-05,34,PROC001529,INFECT,315348,2296,107,5.09,411.2,436.84,90.17,0.85,78.36,264.33,1112.87,16.18,10.97,1106.27,594.36,511.91
2137-06,42,PROC001530,DERM,311870,2353,111,7.37,253.78,545.99,205.03,2.36,67.56,295.8,825.69,10.94,2.87,346.38,66.69,279.69
2137-07,22,PROC001531,CARDIO,123462,2357,128,14.16,421.56,402.31,219.45,4.17,83.25,34.42,516.29,20.72,4.82,528.0,156.0,372.0
2137-08,57,PROC001532,MSK,44209,2448,132,17.6,235.69,652.33,4.74,3.4,76.49,309.4,554.19,19.95,5.65,472.54,170.58,301.96
2137-09,34,PROC001533,INFECT,201927,2369,95,16.81,121.11,298.96,62.47,3.86,68.08,345.53,707.38,24.67,0.73,158.32,62.28,96.04
2137-10,50,PROC001534,RESP,147207,2471,117,18.71,517.87,242.24,31.47,2.93,73.67,318.5,1031.86,7.96,9.19,389.37,182.4,206.97
2137-11,61,PROC001535,ONC,268851,2365,114,16.16,414.7,715.78,150.66,5.72,83.62,29.75,207.53,24.08,1.34,440.78,81.85,358.93
2137-12,19,PROC001536,DERM,276106,2459,133,3.71,296.52,193.03,187.59,5.3,63.27,172.18,1219.35,9.8,20.94,1183.47,506.23,677.24
2138-01,49,PROC001537,GI,51875,2293,148,16.91,165.32,485.09,173.66,4.85,83.03,321.31,813.94,16.72,7.21,531.91,134.98,396.93
2138-02,34,PROC001538,GI,40078,2420,115,21.39,514.51,531.64,152.26,4.65,80.63,125.08,665.41,15.69,4.87,881.08,364.2,516.88
2138-03,23,PROC001539,ONC,78097,2450,143,4.09,299.08,536.25,61.18,2.52,90.32,230.11,328.88,18.47,3.63,636.07,120.2,515.87
2138-04,41,PROC001540,GI,14681,2431,111,18.44,355.13,340.38,108.15,3.04,92.68,73.64,903.16,12.62,8.78,498.78,104.64,394.14
2138-05,32,PROC001541,MSK,81880,2404,120,11.59,370.48,103.58,122.41,4.22,86.3,212.9,838.52,22.76,18.95,640.94,176.4,464.54
2138-06,42,PROC001542,ENDO,376755,2380,118,5.22,511.59,403.03,201.23,3.51,58.98,129.28,881.75,20.83,20.27,815.73,416.77,398.96
2138-07,19,PROC001543,ONC,285860,2435,134,19.7,170.91,422.92,39.07,4.77,62.01,153.46,456.26,14.84,18.82,491.56,128.45,363.11
2138-08,81,PROC001544,ONC,290144,2311,128,10.19,145.53,469.16,85.48,0.31,57.94,81.35,610.61,0.34,3.06,401.87,76.33,325.54
2138-09,22,PROC001545,GI,35035,2433,135,20.66,257.26,650.01,32.83,1.09,79.06,59.44,1092.16,13.12,12.34,549.1,131.54,417.56
2138-10,81,PROC001546,INFECT,350494,2379,113,5.76,371.45,690.86,62.29,0.76,78.28,100.52,1259.82,4.28,17.81,196.29,107.43,88.86
2138-11,31,PROC001547,DERM,151817,2396,110,13.09,394.45,111.5,168.09,3.36,65.14,145.67,1067.81,15.07,12.52,1079.32,429.28,650.04
2138-12,32,PROC001548,RESP,127915,2344,117,13.6,364.49,547.63,186.94,4.8,77.38,80.14,978.76,12.64,2.55,534.95,187.41,347.54
2139-01,42,PROC001549,DERM,162147,2386,111,11.19,103.37,429.66,149.26,1.17,65.06,356.23,1379.08,20.49,7.76,306.66,162.16,144.5
2139-02,19,PROC001550,RENAL,410158,2362,128,10.4,319.59,488.3,135.09,5.96,84.27,198.15,1027.09,24.88,19.58,472.08,138.5,333.58
2139-03,71,PROC001551,DERM,56516,2325,101,12.41,315.08,278.57,100.51,2.88,67.03,318.8,1105.25,9.93,16.49,325.09,120.87,204.22
2139-04,61,PROC001552,GI,400003,2365,111,8.38,177.03,633.32,45.49,1.42,72.97,371.63,210.64,10.51,20.13,721.99,234.04,487.95
2139-05,41,PROC001553,DERM,205470,2431,120,7.22,180.58,573.57,205.41,1.91,94.3,48.84,822.18,4.56,9.34,688.72,197.02,491.7
2139-06,11,PROC001554,MSK,105100,2332,126,20.39,173.12,289.22,173.19,0.87,75.22,114.88,282.38,19.18,8.37,1069.12,363.87,705.25
2139-07,11,PROC001555,RENAL,120136,2424,121,10.01,408.35,295.06,87.32,3.13,72.13,329.55,789.77,1.83,4.52,586.8,195.63,391.17
2139-08,49,PROC001556,NEURO,370134,2389,132,10.15,233.42,222.53,18.88,4.21,63.2,67.05,467.23,23.07,7.7,677.17,195.48,481.69
2139-09,33,PROC001557,GI,262415,2373,125,13.81,128.44,151.97,29.11,2.57,60.76,45.66,512.98,7.5,21.32,367.8,160.56,207.24
2139-10,23,PROC001558,GI,273162,2325,92,17.13,57.3,349.94,17.11,2.66,90.24,253.58,382.35,11.19,14.06,1129.23,316.75,812.48
2139-11,61,PROC001559,RENAL,98854,2473,118,20.87,195.13,701.13,64.37,5.29,87.7,237.08,506.97,27.07,4.97,170.7,79.01,91.69
2139-12,22,PROC001560,CARDIO,277013,2424,129,12.24,188.77,623.48,151.19,5.79,62.68,353.18,895.98,18.56,9.12,905.39,422.77,482.62
2140-01,31,PROC001561,ONC,25476,2476,104,4.99,321.73,501.29,94.84,3.22,65.9,61.87,231.94,6.04,4.41,817.7,433.58,384.12
2140-02,41,PROC001562,ENDO,94941,2411,115,9.74,242.86,279.64,224.5,0.28,63.79,304.27,1304.14,2.17,14.33,247.62,118.66,128.96
2140-03,32,PROC001563,RESP,340385,2448,128,5.36,143.24,511.7,221.94,5.35,90.0,102.17,1168.56,3.7,1.69,660.56,205.86,454.7
2140-04,42,PROC001564,RESP,33485,2428,126,3.15,128.56,486.72,216.66,4.04,65.44,48.78,193.2,6.84,19.9,392.13,137.78,254.35
2140-05,34,PROC001565,ONC,275434,2346,94,9.99,159.4,626.8,176.41,0.88,64.88,170.59,698.1,19.49,10.14,448.78,190.64,258.14
2140-06,22,PROC001566,CARDIO,70590,2400,117,21.39,250.38,257.0,130.67,3.67,73.31,127.84,1128.62,18.88,14.07,1179.93,308.83,871.1
2140-07,42,PROC001567,OBGYN,80834,2352,124,11.26,406.77,270.07,117.57,4.1,73.85,164.07,166.2,3.38,12.44,1020.29,500.14,520.15
2140-08,42,PROC001568,CARDIO,39136,2379,121,7.32,104.72,270.97,231.23,5.8,62.22,229.2,783.41,11.71,4.92,346.63,112.77,233.86
2140-09,32,PROC001569,RENAL,224027,2436,118,15.21,427.71,477.29,176.98,1.13,87.62,34.03,1099.45,13.88,3.97,211.6,78.62,132.98
2140-10,32,PROC001570,DERM,112140,2320,111,13.43,251.21,633.93,75.21,1.62,77.37,92.49,849.36,5.5,4.73,453.13,200.03,253.1
2140-11,57,PROC001571,OBGYN,41920,2380,120,7.99,220.36,601.93,27.41,1.69,86.76,86.03,1342.99,0.51,9.45,425.21,178.43,246.78
2140-12,49,PROC001572,ENDO,347731,2382,142,16.12,61.63,531.08,57.14,5.31,70.64,363.66,708.54,15.89,21.53,899.19,426.49,472.7
2141-01,71,PROC001573,RESP,23402,2370,110,4.42,144.71,171.6,221.84,5.14,65.58,338.2,565.65,27.58,19.91,167.15,68.72,98.43
2141-02,24,PROC001574,MSK,5192,2430,115,17.35,448.47,645.92,176.2,2.21,56.74,172.1,931.64,3.57,2.59,772.99,260.59,512.4
2141-03,57,PROC001575,INFECT,208696,2355,105,14.35,93.14,275.86,161.7,5.53,87.66,330.88,1191.97,27.64,4.63,313.02,139.04,173.98
2141-04,24,PROC001576,INFECT,292998,2447,101,6.83,326.44,242.87,52.79,5.04,92.79,39.98,1166.52,1.76,6.68,311.41,163.31,148.1
2141-05,33,PROC001577,NEURO,375302,2410,117,13.17,344.17,488.62,28.2,3.94,64.39,317.89,960.02,11.56,7.47,1145.95,518.39,627.56
2141-06,34,PROC001578,DERM,253352,2369,114,4.84,378.78,551.9,165.2,3.72,93.15,259.32,297.91,18.81,9.54,1211.77,659.35,552.42
2141-07,31,PROC001579,ONC,356770,2351,136,18.18,155.61,361.68,149.46,5.69,88.23,359.62,358.23,4.23,5.44,579.78,200.43,379.35
2141-08,32,PROC001580,INFECT,136149,2499,128,21.54,433.15,569.29,140.6,2.31,92.62,146.58,1027.98,27.26,19.33,582.03,227.3,354.73
2141-09,33,PROC001581,GI,257930,2489,123,13.59,145.64,632.31,27.12,0.57,66.26,180.09,1335.12,25.83,14.37,968.19,384.41,583.78
2141-10,21,PROC001582,RESP,257488,2374,118,21.27,105.73,643.07,168.34,3.98,83.78,207.16,310.88,22.31,2.14,757.24,317.24,440.0
2141-11,24,PROC001583,CARDIO,351410,2503,118,15.42,302.9,623.57,4.71,3.75,61.94,359.86,1257.9,9.36,16.98,257.45,64.46,192.99
2141-12,24,PROC001584,CARDIO,96496,2456,128,20.5,305.98,299.68,33.31,0.61,79.95,104.56,553.3,1.83,9.4,918.54,352.01,566.53
2142-01,31,PROC001585,MSK,348403,2475,114,14.35,295.07,111.48,182.28,3.22,56.05,261.22,466.89,14.21,14.94,981.66,487.85,493.81
2142-02,31,PROC001586,CARDIO,303883,2423,129,4.27,233.71,462.38,229.72,5.06,70.22,208.57,545.88,8.46,1.17,502.25,244.69,257.56
2142-03,71,PROC001587,NEURO,444061,2440,101,18.47,401.64,149.02,67.7,3.67,84.6,98.35,1207.91,15.02,15.74,280.81,82.98,197.83
2142-04,19,PROC001588,OBGYN,122903,2382,122,12.82,282.71,426.53,124.67,3.43,91.25,27.73,1292.54,19.71,7.8,1218.96,663.3,555.66
2142-05,22,PROC001589,RENAL,76403,2389,131,5.21,273.97,242.6,41.44,4.22,94.71,152.25,1372.56,8.18,14.94,222.13,85.44,136.69
2142-06,57,PROC001590,INFECT,221355,2399,126,7.53,260.15,204.2,71.56,6.07,81.92,64.45,376.76,25.98,3.9,124.66,49.6,75.06
2142-07,57,PROC001591,RENAL,440770,2431,116,17.1,95.09,113.95,119.45,5.76,94.46,136.29,1370.43,14.72,8.61,233.05,58.85,174.2
2142-08,23,PROC001592,DERM,22776,2374,111,14.19,92.91,407.51,185.02,2.53,62.73,66.51,290.35,18.81,14.41,1130.31,510.63,619.68
2142-09,57,PROC001593,RENAL,293274,2393,110,5.48,125.94,223.02,88.83,4.28,78.09,300.69,422.86,13.27,9.95,886.52,218.91,667.61
2142-10,21,PROC001594,OBGYN,376052,2436,114,13.97,115.88,552.02,25.29,5.44,93.0,134.46,495.77,25.69,10.51,398.0,81.52,316.48
2142-11,23,PROC001595,NEURO,134071,2338,108,15.11,511.63,550.66,231.76,4.65,69.93,146.76,989.75,11.09,4.28,263.12,119.93,143.19
2142-12,71,PROC001596,GI,125921,2382,113,10.46,396.64,362.6,124.9,2.33,95.98,231.96,554.98,1.31,12.8,656.04,168.44,487.6
2143-01,71,PROC001597,OBGYN,216235,2341,117,16.33,106.08,149.03,106.09,5.46,85.76,237.26,998.81,18.72,19.59,703.51,290.19,413.32
2143-02,11,PROC001598,ENDO,15802,2488,132,13.41,141.86,631.9,21.48,4.66,88.6,137.1,811.35,25.02,12.44,958.66,404.95,553.71
2143-03,34,PROC001599,MSK,70934,2402,96,11.41,241.84,538.18,65.91,3.55,69.16,338.03,1301.98,2.75,3.4,1210.29,472.11,738.18
2143-04,19,PROC001600,INFECT,55553,2446,129,9.63,314.29,222.37,235.07,1.12,74.93,275.63,793.54,0.82,16.03,449.54,82.25,367.29
2143-05,42,PROC001601,RENAL,238914,2486,124,18.04,193.22,122.23,166.35,1.78,55.81,299.32,634.91,27.99,10.0,1168.05,302.07,865.98
2143-06,11,PROC001602,NEURO,198484,2416,138,18.31,115.56,701.89,79.94,1.93,75.95,160.72,993.94,17.63,8.22,733.73,307.98,425.75
2143-07,11,PROC001603,DERM,133767,2437,112,15.27,388.25,651.37,79.06,5.74,65.38,71.13,261.8,3.63,20.17,646.94,140.71,506.23
2143-08,24,PROC001604,NEURO,319586,2371,140,4.35,304.86,109.72,124.68,6.4,86.08,64.95,742.66,12.55,5.7,851.72,209.73,641.99
2143-09,22,PROC001605,ONC,193598,2467,103,6.23,91.34,293.96,134.39,3.69,95.1,98.85,365.74,9.7,14.75,755.55,275.83,479.72
2143-10,49,PROC001606,DERM,8337,2483,125,8.92,140.16,264.27,91.84,6.09,94.87,43.57,1371.92,23.26,20.14,1145.97,331.63,814.34
2143-11,32,PROC001607,NEURO,109112,2409,102,19.12,174.97,287.0,227.83,2.28,74.34,376.36,141.37,16.2,17.81,760.84,202.56,558.28
2143-12,42,PROC001608,NEURO,13128,2357,108,8.02,340.19,361.92,220.51,2.57,83.68,171.53,840.97,16.42,12.87,454.84,168.46,286.38
2144-01,21,PROC001609,RESP,204678,2388,106,15.15,246.73,601.63,131.47,4.69,78.74,85.96,917.03,25.01,21.96,619.4,138.26,481.14
2144-02,41,PROC001610,OBGYN,77190,2439,135,13.44,472.35,247.28,163.52,0.26,82.53,287.84,445.58,21.15,0.84,1246.56,256.49,990.07
2144-03,11,PROC001611,DERM,243367,2434,118,11.47,48.76,679.74,227.01,5.37,71.22,351.29,310.76,14.18,10.01,1082.67,304.45,778.22
2144-04,61,PROC001612,MSK,227740,2436,123,7.65,415.38,707.77,224.03,6.47,93.81,75.83,481.58,3.67,0.57,632.1,214.62,417.48
2144-05,61,PROC001613,NEURO,82065,2415,113,11.28,339.8,706.6,170.0,0.86,72.96,138.88,834.34,7.49,4.51,508.69,132.96,375.73
2144-06,81,PROC001614,DERM,62136,2396,123,17.2,328.45,547.28,143.01,1.24,67.75,321.38,953.6,16.92,1.35,877.2,452.04,425.16
2144-07,23,PROC001615,RESP,359667,2400,132,20.08,453.43,514.88,67.33,1.22,69.18,370.12,987.89,5.57,3.87,1229.52,549.05,680.47
2144-08,49,PROC001616,RESP,166665,2401,128,21.63,51.52,244.81,36.92,1.1,72.91,252.96,264.35,23.31,2.88,1020.21,486.65,533.56
2144-09,49,PROC001617,DERM,319974,2425,134,17.32,311.91,552.59,132.73,1.48,58.55,113.87,750.96,9.49,17.42,1177.47,630.95,546.52
2144-10,34,PROC001618,NEURO,309664,2397,129,11.78,488.83,417.91,12.3,2.35,81.25,61.53,899.68,15.67,17.61,370.72,149.78,220.94
2144-11,33,PROC001619,OBGYN,187124,2440,125,6.79,263.25,162.21,6.81,4.48,69.72,248.25,165.33,24.64,19.09,724.89,325.78,399.11
2144-12,61,PROC001620,ONC,204875,2473,119,3.96,291.22,525.1,119.14,6.4,75.64,24.98,1063.68,10.36,7.3,558.21,204.72,353.49
2145-01,50,PROC001621,RENAL,6123,2371,105,20.91,81.15,174.32,80.71,1.92,55.72,211.1,190.5,6.6,10.84,560.61,153.86,406.75
2145-02,61,PROC001622,GI,425250,2379,138,19.01,445.07,401.1,94.87,2.34,60.9,113.79,1336.34,7.79,4.34,541.49,219.45,322.04
2145-03,24,PROC001623,MSK,394314,2363,119,5.0,51.98,418.75,184.43,5.36,79.55,370.26,1029.6,22.88,5.26,1196.11,236.04,960.07
2145-04,23,PROC001624,CARDIO,165199,2307,127,3.65,40.05,266.52,164.84,2.06,81.96,33.35,164.1,16.48,15.85,962.77,221.53,741.24
2145-05,42,PROC001625,GI,20325,2329,104,21.09,446.05,604.51,93.92,1.48,88.34,253.61,1050.06,4.99,9.48,386.08,117.29,268.79
2145-06,57,PROC001626,INFECT,1414,2404,108,3.66,331.17,170.74,80.77,2.25,68.83,353.51,1091.65,21.03,19.37,318.6,98.52,220.08
2145-07,22,PROC001627,OBGYN,146592,2351,136,13.83,348.28,331.51,199.72,0.36,78.83,162.02,394.14,13.1,1.52,672.3,195.92,476.38
2145-08,21,PROC001628,MSK,136789,2326,120,9.54,296.2,508.79,87.36,5.12,60.46,157.33,487.53,25.61,9.16,484.53,192.86,291.67
2145-09,34,PROC001629,CARDIO,227010,2437,110,13.44,127.79,581.89,183.2,4.73,59.11,102.1,1335.28,1.13,11.15,1189.01,525.75,663.26
2145-10,50,PROC001630,CARDIO,354530,2474,145,6.86,107.78,323.27,128.65,0.79,80.0,369.89,694.56,16.67,6.41,785.71,406.37,379.34
2145-11,19,PROC001631,GI,240430,2440,125,10.76,227.24,105.78,86.01,3.83,69.34,251.16,1002.52,24.63,13.4,848.21,444.25,403.96
2145-12,81,PROC001632,RENAL,208268,2362,126,4.52,315.55,176.04,220.77,3.51,88.06,318.88,156.84,24.42,6.37,256.65,132.33,124.32
2146-01,19,PROC001633,GI,33002,2447,117,19.6,235.25,623.1,169.38,5.53,72.14,186.57,540.13,16.19,15.26,646.86,310.37,336.49
2146-02,33,PROC001634,INFECT,200464,2411,93,15.42,463.18,293.97,21.78,0.69,63.7,304.99,134.97,27.71,14.7,304.4,163.22,141.18
2146-03,22,PROC001635,ENDO,61349,2366,127,12.06,211.28,193.21,7.77,0.57,61.65,80.68,376.64,19.0,5.15,1156.02,326.56,829.46
2146-04,41,PROC001636,ONC,391181,2469,123,10.7,393.04,380.05,69.29,6.24,90.41,269.33,820.33,25.03,20.68,428.42,102.21,326.21
2146-05,33,PROC001637,OBGYN,47952,2512,132,19.72,389.18,702.72,134.15,5.87,62.53,38.28,503.57,8.52,0.76,580.74,124.76,455.98
2146-06,49,PROC001638,GI,329672,2428,137,7.66,148.33,330.16,20.49,1.67,61.44,63.18,827.85,0.67,11.73,1027.1,563.62,463.48
2146-07,22,PROC001639,GI,379971,2434,121,11.14,154.58,513.96,179.39,6.36,90.64,310.74,222.3,12.88,16.32,434.01,203.85,230.16
2146-08,11,PROC001640,GI,168120,2381,123,4.5,155.8,689.48,84.86,2.23,70.28,279.01,1334.69,20.63,0.2,1198.21,310.0,888.21
2146-09,50,PROC001641,OBGYN,30397,2343,118,10.1,238.09,413.56,89.78,2.52,75.77,249.84,818.49,20.63,9.06,643.64,192.21,451.43
2146-10,11,PROC001642,RESP,393492,2362,135,3.1,311.11,372.62,32.03,0.8,87.36,258.34,164.78,8.12,9.4,801.72,163.03,638.69
2146-11,42,PROC001643,GI,20047,2429,118,16.95,405.95,537.77,214.41,6.04,81.03,241.06,224.34,17.8,8.38,1154.78,417.7,737.08
2146-12,23,PROC001644,OBGYN,342555,2438,93,10.8,206.87,475.31,63.09,0.42,93.99,358.48,1130.71,11.26,7.34,459.06,109.81,349.25
2147-01,19,PROC001645,INFECT,150227,2369,128,4.97,373.62,579.31,84.84,1.68,65.23,312.7,1138.98,1.98,2.21,428.66,162.03,266.63
2147-02,81,PROC001646,GI,273689,2399,123,9.85,108.12,204.02,0.28,1.56,57.49,214.07,996.74,27.7,2.24,1244.98,679.24,565.74
2147-03,19,PROC001647,MSK,147726,2446,123,6.1,307.56,252.94,168.71,4.59,57.32,61.18,630.58,19.75,20.26,856.83,372.81,484.02
2147-04,24,PROC001648,RENAL,315398,2483,101,6.51,428.59,269.58,14.26,4.46,68.78,331.1,229.45,26.44,11.81,1197.8,558.6,639.2
2147-05,19,PROC001649,MSK,397572,2243,119,12.71,410.26,380.82,221.29,4.2,82.63,291.56,1326.7,5.23,8.12,691.83,368.76,323.07
2147-06,21,PROC001650,OBGYN,291195,2238,115,20.44,292.27,683.41,191.54,4.54,68.51,231.35,441.76,4.0,12.72,690.61,165.69,524.92
2147-07,32,PROC001651,RENAL,187058,2451,147,7.7,381.84,567.69,112.47,5.99,76.42,91.99,1109.85,16.83,4.97,241.72,129.07,112.65
2147-08,57,PROC001652,ONC,226516,2304,126,6.87,101.8,356.53,236.45,6.45,76.91,283.48,1230.27,12.38,4.24,1071.09,549.89,521.2
2147-09,21,PROC001653,NEURO,422450,2353,127,14.5,367.28,414.77,66.23,3.21,85.51,367.76,224.87,15.32,10.37,1027.45,486.91,540.54
2147-10,57,PROC001654,DERM,333681,2480,116,17.48,349.59,548.31,185.23,4.64,73.43,318.65,908.77,19.73,12.87,804.8,253.3,551.5
2147-11,49,PROC001655,DERM,75542,2406,106,20.5,321.93,241.13,204.32,1.8,70.18,46.7,1063.0,3.9,3.18,344.44,131.43,213.01
2147-12,42,PROC001656,RESP,223573,2361,112,8.42,469.22,415.36,128.44,6.43,65.22,331.49,1030.53,20.8,0.22,1145.97,522.68,623.29
2148-01,24,PROC001657,ENDO,279367,2393,120,4.95,264.18,556.42,85.3,3.16,87.82,20.22,433.35,14.62,16.29,1121.34,251.56,869.78
2148-02,21,PROC001658,RENAL,67999,2367,131,5.46,162.5,89.94,25.31,3.74,70.26,347.14,615.9,26.86,2.93,234.83,112.59,122.24
2148-03,31,PROC001659,RENAL,408235,2419,126,16.07,394.74,435.61,230.64,0.89,83.38,116.53,368.1,15.31,19.34,1129.74,366.7,763.04
2148-04,42,PROC001660,CARDIO,163994,2380,123,9.44,282.18,597.54,37.66,0.39,76.35,376.08,554.06,19.74,13.87,380.02,126.34,253.68
2148-05,23,PROC001661,MSK,436381,2425,108,14.67,383.68,220.75,11.6,0.84,60.28,135.31,1230.43,0.73,8.12,918.79,173.31,745.48
2148-06,23,PROC001662,CARDIO,196082,2327,104,3.86,191.84,430.82,171.36,1.07,91.84,126.57,517.15,25.15,2.18,834.03,164.14,669.89
2148-07,34,PROC001663,CARDIO,57464,2331,116,20.35,449.87,184.95,107.39,1.37,65.69,63.07,1385.94,10.28,11.75,848.22,213.21,635.01
2148-08,19,PROC001664,DERM,169282,2328,110,10.33,311.57,127.41,216.4,1.67,64.9,269.88,797.82,27.17,6.7,442.45,112.77,329.68
2148-09,81,PROC001665,RENAL,249380,2466,122,20.76,448.33,293.98,81.66,2.33,91.16,249.89,650.4,17.04,18.51,930.73,422.5,508.23
2148-10,23,PROC001666,ONC,432398,2425,112,14.8,448.25,145.45,122.37,5.11,95.98,380.0,1098.13,1.43,2.71,1070.24,391.1,679.14
2148-11,22,PROC001667,RESP,267315,2354,135,13.89,349.42,570.15,202.44,5.69,89.5,268.64,140.45,8.61,18.13,1015.62,418.29,597.33
2148-12,19,PROC001668,RENAL,23155,2460,118,14.18,84.74,602.21,40.32,2.26,76.6,313.31,783.65,12.24,20.81,695.35,378.1,317.25
2149-01,31,PROC001669,INFECT,111448,2494,118,4.67,178.37,555.03,60.41,4.62,76.0,107.77,1314.23,2.3,16.69,1120.59,433.01,687.58
2149-02,24,PROC001670,ONC,438379,2308,116,12.74,466.65,149.83,203.47,1.7,67.26,48.6,587.83,10.22,19.24,638.22,236.11,402.11
2149-03,42,PROC001671,CARDIO,97385,2399,123,3.02,119.65,509.52,141.61,4.6,55.74,297.78,179.19,14.33,5.58,279.63,91.9,187.73
2149-04,81,PROC001672,NEURO,291659,2339,107,17.43,491.5,373.26,148.47,4.78,91.16,351.1,1017.66,9.3,13.97,710.4,229.63,480.77
2149-05,49,PROC001673,ONC,137566,2409,141,18.44,358.75,258.24,196.1,4.04,60.3,307.99,1190.59,14.29,2.53,751.7,217.32,534.38
2149-06,71,PROC001674,INFECT,342475,2424,129,20.02,501.79,182.03,51.43,6.32,78.39,326.58,1318.36,8.56,6.94,742.33,294.04,448.29
2149-07,24,PROC001675,OBGYN,309665,2343,123,11.99,353.61,398.07,48.43,2.09,70.4,22.65,284.42,2.65,6.79,925.16,504.99,420.17
2149-08,41,PROC001676,DERM,363630,2416,119,9.68,135.01,318.32,222.73,5.52,60.87,352.98,703.6,9.49,12.58,786.65,236.5,550.15
2149-09,34,PROC001677,ENDO,218157,2317,109,13.08,447.71,440.75,207.33,1.67,94.43,106.23,1365.52,9.41,7.72,583.95,138.79,445.16
2149-10,41,PROC001678,INFECT,148995,2372,133,12.26,431.12,219.89,144.76,3.99,64.94,133.66,506.53,6.85,18.6,153.49,51.81,101.68
2149-11,50,PROC001679,ENDO,280379,2386,102,13.03,172.66,414.75,223.44,1.45,79.68,102.41,996.74,11.45,13.69,121.8,42.15,79.65
2149-12,24,PROC001680,ONC,174089,2391,103,5.06,254.33,305.3,75.7,1.54,61.43,139.45,411.01,21.68,16.24,706.16,155.77,550.39
2150-01,34,PROC001681,GI,218263,2399,128,19.39,170.72,594.41,23.26,4.81,58.61,174.11,182.78,6.75,12.33,1152.71,544.43,608.28
2150-02,32,PROC001682,OBGYN,97097,2398,117,14.81,396.94,190.47,133.0,2.27,90.74,192.92,1001.81,15.46,13.78,678.15,283.5,394.65
2150-03,61,PROC001683,DERM,354070,2354,123,9.36,177.14,639.86,178.69,0.84,63.87,293.87,870.73,20.51,6.07,357.67,129.99,227.68
2150-04,24,PROC001684,OBGYN,352635,2417,106,13.65,388.65,474.99,31.08,6.37,67.92,365.85,897.22,3.51,17.05,936.1,469.98,466.12
2150-05,71,PROC001685,NEURO,330051,2396,130,21.1,216.06,90.59,104.34,2.94,91.4,181.28,1135.45,24.05,17.5,268.7,129.04,139.66
2150-06,22,PROC001686,ENDO,24192,2459,125,9.93,353.84,277.34,147.94,1.18,68.34,351.86,235.17,27.05,6.7,290.61,146.39,144.22
2150-07,31,PROC001687,MSK,268943,2297,115,20.02,332.33,220.33,65.42,3.2,84.7,51.31,1197.32,13.62,17.43,559.35,144.99,414.36
2150-08,19,PROC001688,NEURO,63826,2309,126,4.99,474.56,376.08,170.71,4.43,68.74,267.52,997.31,10.29,19.85,1187.94,451.43,736.51
2150-09,21,PROC001689,RESP,298538,2446,122,8.34,503.55,491.53,88.52,5.03,92.49,245.46,1360.29,5.44,0.66,850.38,452.2,398.18
2150-10,41,PROC001690,CARDIO,185264,2385,107,9.26,276.91,421.31,86.66,0.58,68.17,330.36,332.95,5.44,8.19,948.52,210.92,737.6
2150-11,57,PROC001691,INFECT,180158,2413,152,5.52,213.03,84.98,43.63,2.93,68.02,77.88,991.79,21.13,7.89,832.88,327.39,505.49
2150-12,24,PROC001692,RENAL,237825,2370,114,20.84,162.62,389.85,11.72,5.45,59.54,256.14,877.41,21.9,3.22,1231.03,325.88,905.15
2151-01,50,PROC001693,ENDO,396497,2431,117,6.71,345.47,311.24,217.8,1.34,67.73,256.89,1162.75,15.19,2.79,129.51,63.07,66.44
2151-02,61,PROC001694,ONC,369597,2399,103,19.96,455.56,358.84,68.08,3.15,55.78,301.74,840.47,4.79,17.76,1159.72,359.49,800.23
2151-03,49,PROC001695,CARDIO,109503,2424,94,19.8,63.14,117.97,237.41,0.71,73.25,300.03,1216.82,17.61,9.47,773.39,218.96,554.43
2151-04,21,PROC001696,GI,91712,2367,114,19.12,358.9,382.88,36.89,2.79,62.89,232.79,479.4,10.19,15.45,181.34,71.26,110.08
2151-05,24,PROC001697,CARDIO,5609,2438,124,9.83,235.77,640.11,200.46,2.4,55.07,373.87,1098.6,20.83,3.35,594.65,191.63,403.02
2151-06,81,PROC001698,INFECT,356793,2501,112,21.72,319.92,698.17,173.63,1.53,78.49,87.4,138.12,15.12,15.97,612.42,292.67,319.75
