trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2021-01-07,USCHS,IMO000001468,CONTAINER,ENERGY,11925,268186.05,BR,US,BERTH0001468,15.46,133.66,0,1,157.8,38655.62,0.4394,0,0,LEVEL_1
2021-01-08,USTAC,IMO000001469,BULK,OTHER,472,347560.07,VN,US,BERTH0001469,38.51,6.27,0,0,5.98,11044.72,0.5647,0,0,LEVEL_1
2021-01-09,USHOU,IMO000001470,GENERAL_CARGO,AUTOMOTIVE,27,286871.02,CA,US,BERTH0001470,54.37,157.9,0,0,150.01,9609.13,0.768,0,0,LEVEL_3
2021-01-10,USOAK,IMO000001471,CONTAINER,OTHER,21690,355928.05,MX,MX,BERTH0001471,21.06,143.88,0,0,58.35,13321.36,0.8704,0,0,LEVEL_1
2021-01-11,USLGB,IMO000001472,RORO,AGRI_FOOD,3935,51973.15,BR,CA,BERTH0001472,38.19,205.77,0,0,136.13,43991.8,0.7146,0,0,LEVEL_3
2021-01-12,USHOU,IMO000001473,CONTAINER,CONSUMER_GOODS,9634,164557.48,CN,US,BERTH0001473,45.85,13.68,0,0,97.21,29838.17,0.8968,0,0,LEVEL_1
2021-01-13,USSAV,IMO000001474,BULK,AGRI_FOOD,7592,74185.11,MX,MX,BERTH0001474,63.21,133.2,1,0,91.84,53364.4,0.4945,0,0,LEVEL_1
2021-01-14,USMIA,IMO000001475,TANKER,AUTOMOTIVE,10310,210103.09,CA,MX,BERTH0001475,34.12,141.92,0,0,90.54,87464.92,0.8051,0,0,LEVEL_2
2021-01-15,USSEA,IMO000001476,TANKER,ENERGY,12615,47706.12,NL,CA,BERTH0001476,36.15,218.51,0,1,17.05,78504.93,0.0538,0,0,LEVEL_2
2021-01-16,USLAX,IMO000001477,TANKER,INDUSTRIAL,9477,27654.62,MX,US,BERTH0001477,35.6,44.84,0,0,138.44,51841.56,0.8488,0,1,LEVEL_1
2021-01-17,USOAK,IMO000001478,GENERAL_CARGO,CONSUMER_GOODS,19460,55032.04,VN,MX,BERTH0001478,28.25,53.55,0,0,137.43,31363.75,0.7059,0,0,LEVEL_1
2021-01-18,USCHS,IMO000001479,CONTAINER,OTHER,11312,349492.35,KR,US,BERTH0001479,7.14,25.87,0,1,121.51,62147.71,0.2737,0,0,LEVEL_2
2021-01-19,USLGB,IMO000001480,BULK,CHEMICALS,14799,69963.95,JP,US,BERTH0001480,81.89,75.23,0,0,144.65,14268.22,0.9381,0,0,LEVEL_3
2021-01-20,USHOU,IMO000001481,TANKER,OTHER,12515,198602.49,KR,US,BERTH0001481,72.99,10.38,0,1,134.22,4373.84,0.3363,1,1,LEVEL_1
2021-01-21,USNYC,IMO000001482,CONTAINER,ENERGY,10617,372546.91,MX,US,BERTH0001482,33.81,153.28,0,1,121.17,13874.48,0.1909,1,0,LEVEL_2
2021-01-22,USNYC,IMO000001483,CONTAINER,AUTOMOTIVE,11832,95784.16,JP,US,BERTH0001483,63.12,181.65,0,1,132.45,75671.76,0.9624,1,0,LEVEL_1
2021-01-23,USSAV,IMO000001484,REEFER,CONSUMER_GOODS,18717,164628.27,IN,US,BERTH0001484,68.4,177.08,0,1,71.97,83489.49,0.3791,0,0,LEVEL_1
2021-01-24,USLGB,IMO000001485,CONTAINER,AGRI_FOOD,8400,207380.41,DE,US,BERTH0001485,87.81,102.85,0,1,48.13,9027.12,0.159,1,0,LEVEL_1
2021-01-25,USNYC,IMO000001486,CONTAINER,CHEMICALS,9871,372240.46,BR,CA,BERTH0001486,82.68,85.51,1,1,68.86,25997.85,0.7088,0,0,LEVEL_1
2021-01-26,USHOU,IMO000001487,GENERAL_CARGO,CHEMICALS,9330,276685.43,GB,US,BERTH0001487,48.02,104.51,0,0,113.8,78816.74,0.5998,0,0,LEVEL_1
2021-01-27,USHOU,IMO000001488,BULK,CONSUMER_GOODS,1379,223737.32,SG,US,BERTH0001488,72.61,34.04,0,0,145.54,56511.2,0.1974,0,0,LEVEL_1
2021-01-28,USSAV,IMO000001489,BULK,INDUSTRIAL,5169,31335.28,CN,US,BERTH0001489,60.11,106.42,0,1,35.97,12264.54,0.3597,1,0,LEVEL_1
2021-01-29,USCHS,IMO000001490,CONTAINER,INDUSTRIAL,3957,273522.01,MX,MX,BERTH0001490,92.52,21.47,1,1,168.39,89117.47,0.263,0,0,LEVEL_1
2021-01-30,USSEA,IMO000001491,CONTAINER,CONSUMER_GOODS,14940,267309.0,CA,US,BERTH0001491,51.18,22.78,0,1,79.23,40711.18,0.1978,0,0,LEVEL_3
2021-01-31,USNYC,IMO000001492,GENERAL_CARGO,INDUSTRIAL,15924,281856.33,IN,US,BERTH0001492,24.5,198.49,0,0,138.65,88049.05,0.1241,1,0,LEVEL_1
2021-02-01,USMIA,IMO000001493,CONTAINER,AUTOMOTIVE,8963,40617.27,CN,US,BERTH0001493,77.11,180.5,1,0,127.58,55702.32,0.3129,0,0,LEVEL_1
2021-02-02,USCHS,IMO000001494,CONTAINER,CHEMICALS,2864,40538.35,IN,US,BERTH0001494,36.36,78.47,0,1,125.54,82465.62,0.268,0,0,LEVEL_1
2021-02-03,USMIA,IMO000001495,RORO,AGRI_FOOD,6066,358813.08,NL,CA,BERTH0001495,75.73,193.34,0,0,97.36,61737.98,0.409,0,0,LEVEL_2
2021-02-04,USHOU,IMO000001496,CONTAINER,CONSUMER_GOODS,4543,129315.45,GB,US,BERTH0001496,51.78,90.15,0,0,107.82,27220.58,0.8856,0,0,LEVEL_2
2021-02-05,USSAV,IMO000001497,CONTAINER,INDUSTRIAL,16451,116337.53,IN,US,BERTH0001497,19.62,65.64,0,0,33.2,47615.07,0.1148,0,0,LEVEL_1
2021-02-06,USTAC,IMO000001498,CONTAINER,AUTOMOTIVE,19505,211791.92,CN,US,BERTH0001498,51.11,29.55,0,1,159.76,80155.9,0.2697,1,1,LEVEL_1
2021-02-07,USCHS,IMO000001499,CONTAINER,CHEMICALS,15195,338028.91,DE,US,BERTH0001499,50.72,101.21,0,1,134.18,360.1,0.6519,0,0,LEVEL_1
2021-02-08,USMIA,IMO000001500,GENERAL_CARGO,CHEMICALS,18401,112217.03,IN,US,BERTH0001500,81.95,131.32,0,1,176.21,42844.38,0.8128,0,0,LEVEL_1
2021-02-09,USLGB,IMO000001501,CONTAINER,AGRI_FOOD,20649,190221.25,JP,US,BERTH0001501,72.66,26.71,0,1,66.86,30950.84,0.0288,1,0,LEVEL_2
2021-02-10,USOAK,IMO000001502,TANKER,AGRI_FOOD,12665,129821.01,DE,MX,BERTH0001502,90.36,135.76,0,1,78.15,92565.91,0.7078,1,0,LEVEL_1
2021-02-11,USLAX,IMO000001503,TANKER,AUTOMOTIVE,12125,223079.03,BR,CA,BERTH0001503,60.69,50.19,0,1,73.2,76965.93,0.1184,0,0,LEVEL_2
2021-02-12,USHOU,IMO000001504,CONTAINER,CHEMICALS,14283,333107.07,VN,US,BERTH0001504,48.19,102.58,0,0,173.83,49174.82,0.6634,0,0,LEVEL_2
2021-02-13,USLGB,IMO000001505,BULK,AGRI_FOOD,8909,80857.71,IN,US,BERTH0001505,19.19,159.71,0,0,124.61,31024.64,0.3538,0,0,LEVEL_1
2021-02-14,USMIA,IMO000001506,CONTAINER,AGRI_FOOD,14581,75209.45,KR,US,BERTH0001506,44.71,71.78,0,0,110.85,67250.78,0.6501,0,0,LEVEL_1
2021-02-15,USLGB,IMO000001507,BULK,AUTOMOTIVE,1679,179003.85,GB,US,BERTH0001507,40.06,80.63,0,0,97.43,90383.31,0.2841,0,0,LEVEL_1
2021-02-16,USLGB,IMO000001508,CONTAINER,AGRI_FOOD,7625,357889.94,MX,US,BERTH0001508,4.07,199.46,0,1,24.27,89093.04,0.9946,0,0,LEVEL_2
2021-02-17,USMIA,IMO000001509,RORO,CONSUMER_GOODS,3851,29655.37,CA,US,BERTH0001509,91.31,94.01,0,0,129.09,35692.45,0.8095,1,0,LEVEL_1
2021-02-18,USSAV,IMO000001510,TANKER,AGRI_FOOD,12572,42412.27,CA,US,BERTH0001510,72.81,207.03,0,0,28.51,86451.31,0.343,0,0,LEVEL_3
2021-02-19,USCHS,IMO000001511,REEFER,ENERGY,9297,101990.92,SG,US,BERTH0001511,36.8,179.12,0,1,53.96,40817.0,0.0657,0,0,LEVEL_2
2021-02-20,USTAC,IMO000001512,BULK,AUTOMOTIVE,3165,352942.85,CN,CA,BERTH0001512,29.66,164.35,0,0,179.48,90549.98,0.7544,1,0,LEVEL_3
2021-02-21,USHOU,IMO000001513,CONTAINER,CONSUMER_GOODS,1388,135544.96,CN,US,BERTH0001513,24.23,133.69,0,1,64.41,5754.0,0.6198,0,0,LEVEL_2
2021-02-22,USNYC,IMO000001514,CONTAINER,AUTOMOTIVE,16690,13477.06,DE,CA,BERTH0001514,26.98,75.11,0,0,25.35,91402.46,0.8341,0,0,LEVEL_1
2021-02-23,USNYC,IMO000001515,GENERAL_CARGO,INDUSTRIAL,11225,241552.68,CA,US,BERTH0001515,43.07,43.09,0,0,5.88,27233.95,0.4644,0,0,LEVEL_1
2021-02-24,USTAC,IMO000001516,CONTAINER,CHEMICALS,18508,161701.62,BR,US,BERTH0001516,37.37,4.46,0,1,86.45,58237.5,0.7373,0,0,LEVEL_1
2021-02-25,USLGB,IMO000001517,CONTAINER,CONSUMER_GOODS,7464,106801.14,SG,US,BERTH0001517,44.57,25.27,0,0,118.41,62950.35,0.4014,0,0,LEVEL_1
2021-02-26,USSEA,IMO000001518,CONTAINER,AGRI_FOOD,4211,216543.56,BR,MX,BERTH0001518,11.09,214.84,0,1,117.63,307.9,0.869,0,0,LEVEL_1
2021-02-27,USHOU,IMO000001519,CONTAINER,OTHER,21465,271641.88,KR,US,BERTH0001519,41.15,126.45,0,0,142.61,74074.18,0.4223,0,0,LEVEL_1
2021-02-28,USSEA,IMO000001520,TANKER,ENERGY,8966,282144.87,JP,US,BERTH0001520,72.53,48.81,0,1,24.13,51442.02,0.3837,1,0,LEVEL_2
2021-03-01,USOAK,IMO000001521,CONTAINER,ENERGY,2270,309523.83,BR,US,BERTH0001521,7.98,57.32,0,1,84.99,8122.86,0.2191,0,0,LEVEL_1
2021-03-02,USOAK,IMO000001522,BULK,CHEMICALS,19074,278978.21,NL,US,BERTH0001522,52.55,3.18,0,0,148.58,11082.66,0.4601,0,0,LEVEL_1
2021-03-03,USMIA,IMO000001523,TANKER,ENERGY,12792,249991.98,MX,US,BERTH0001523,76.99,27.97,0,0,125.21,73314.99,0.9389,1,0,LEVEL_1
2021-03-04,USHOU,IMO000001524,CONTAINER,OTHER,17921,276280.25,KR,US,BERTH0001524,45.22,216.78,0,0,174.61,20915.85,0.6813,0,0,LEVEL_3
2021-03-05,USOAK,IMO000001525,BULK,AGRI_FOOD,16650,329441.34,SG,US,BERTH0001525,72.85,28.87,0,0,170.78,51968.75,0.8134,0,0,LEVEL_2
2021-03-06,USLAX,IMO000001526,CONTAINER,CONSUMER_GOODS,2275,60802.54,NL,US,BERTH0001526,53.14,86.89,0,0,23.12,1098.5,0.022,0,0,LEVEL_2
2021-03-07,USNYC,IMO000001527,CONTAINER,CHEMICALS,8948,328835.12,CA,US,BERTH0001527,54.73,173.62,0,1,51.19,72495.37,0.9833,0,0,LEVEL_1
2021-03-08,USOAK,IMO000001528,CONTAINER,AGRI_FOOD,13551,329389.86,CA,US,BERTH0001528,77.19,79.14,0,0,66.79,38465.94,0.6485,0,0,LEVEL_1
2021-03-09,USCHS,IMO000001529,CONTAINER,OTHER,928,16954.44,KR,US,BERTH0001529,65.31,160.71,0,0,171.95,62203.21,0.3065,0,0,LEVEL_3
2021-03-10,USSEA,IMO000001530,CONTAINER,ENERGY,5235,253813.93,CA,US,BERTH0001530,36.26,26.88,0,1,47.66,76987.24,0.0394,1,0,LEVEL_1
2021-03-11,USLGB,IMO000001531,BULK,INDUSTRIAL,12725,316722.41,NL,US,BERTH0001531,52.24,41.43,0,0,43.6,47679.64,0.5617,0,0,LEVEL_1
2021-03-12,USLAX,IMO000001532,CONTAINER,CONSUMER_GOODS,8222,22813.73,NL,US,BERTH0001532,64.28,63.28,0,1,18.09,88598.27,0.4647,0,0,LEVEL_1
2021-03-13,USNYC,IMO000001533,CONTAINER,OTHER,9272,347366.73,KR,US,BERTH0001533,41.66,23.14,0,0,136.97,59673.49,0.0951,0,1,LEVEL_2
2021-03-14,USSAV,IMO000001534,BULK,INDUSTRIAL,8695,105744.23,CN,CA,BERTH0001534,21.13,75.05,0,0,93.13,74847.46,0.3874,1,1,LEVEL_1
2021-03-15,USOAK,IMO000001535,CONTAINER,ENERGY,16088,254696.14,IN,CA,BERTH0001535,91.14,42.93,0,1,159.55,92429.06,0.1133,0,0,LEVEL_1
2021-03-16,USNYC,IMO000001536,REEFER,CHEMICALS,5594,268059.45,JP,US,BERTH0001536,83.63,207.32,0,1,174.28,8642.16,0.4438,1,0,LEVEL_1
2021-03-17,USHOU,IMO000001537,TANKER,ENERGY,19082,270722.3,MX,US,BERTH0001537,31.29,9.47,0,1,63.39,63015.3,0.2486,0,0,LEVEL_1
2021-03-18,USHOU,IMO000001538,TANKER,AGRI_FOOD,14563,336409.07,GB,US,BERTH0001538,15.76,52.72,0,0,155.82,61334.06,0.7862,0,0,LEVEL_1
2021-03-19,USSAV,IMO000001539,REEFER,INDUSTRIAL,21830,133506.75,CN,US,BERTH0001539,44.52,78.32,0,1,75.46,47945.14,0.6326,0,0,LEVEL_1
2021-03-20,USLAX,IMO000001540,BULK,CONSUMER_GOODS,1980,181683.5,CA,US,BERTH0001540,18.78,39.18,0,0,49.03,90714.08,0.0521,0,0,LEVEL_2
2021-03-21,USHOU,IMO000001541,CONTAINER,ENERGY,13518,245339.7,CN,US,BERTH0001541,6.99,115.93,0,1,132.8,68150.15,0.4986,0,0,LEVEL_1
2021-03-22,USHOU,IMO000001542,CONTAINER,AUTOMOTIVE,10168,155682.09,IN,US,BERTH0001542,64.54,46.2,0,1,46.56,57544.47,0.3363,0,0,LEVEL_2
2021-03-23,USNYC,IMO000001543,TANKER,ENERGY,5181,279756.53,IN,US,BERTH0001543,5.77,110.25,0,0,108.49,13128.08,0.2286,0,0,LEVEL_1
2021-03-24,USHOU,IMO000001544,RORO,OTHER,20862,160519.25,VN,CA,BERTH0001544,10.57,136.0,0,1,104.76,16867.69,0.1739,1,0,LEVEL_1
2021-03-25,USHOU,IMO000001545,BULK,AGRI_FOOD,2420,97169.96,MX,US,BERTH0001545,58.01,202.8,0,1,171.9,21312.88,0.978,0,0,LEVEL_1
2021-03-26,USTAC,IMO000001546,CONTAINER,AUTOMOTIVE,9435,258301.72,JP,US,BERTH0001546,68.83,95.81,0,1,152.19,31248.33,0.5534,0,0,LEVEL_1
2021-03-27,USHOU,IMO000001547,BULK,CHEMICALS,16600,90415.71,DE,US,BERTH0001547,8.31,93.74,0,1,37.32,85611.81,0.0579,0,0,LEVEL_1
2021-03-28,USLGB,IMO000001548,CONTAINER,AGRI_FOOD,19261,372079.83,NL,US,BERTH0001548,28.27,87.3,0,1,109.03,13517.79,0.2642,0,0,LEVEL_1
2021-03-29,USTAC,IMO000001549,CONTAINER,AUTOMOTIVE,21430,365801.44,VN,US,BERTH0001549,26.72,47.43,0,0,69.13,91692.31,0.0534,0,0,LEVEL_2
2021-03-30,USOAK,IMO000001550,CONTAINER,OTHER,8686,92669.96,BR,US,BERTH0001550,41.93,109.57,0,1,69.66,31716.49,0.9156,1,1,LEVEL_1
2021-03-31,USOAK,IMO000001551,REEFER,CHEMICALS,2032,289557.44,KR,US,BERTH0001551,69.9,79.75,0,1,9.78,51099.83,0.497,0,0,LEVEL_3
2021-04-01,USNYC,IMO000001552,BULK,AGRI_FOOD,19548,86671.63,DE,CA,BERTH0001552,42.03,37.44,0,0,57.51,13717.18,0.2298,1,0,LEVEL_1
2021-04-02,USSEA,IMO000001553,TANKER,AGRI_FOOD,16441,209834.3,CN,US,BERTH0001553,88.17,111.91,0,0,131.85,52121.8,0.1852,1,0,LEVEL_1
2021-04-03,USNYC,IMO000001554,GENERAL_CARGO,INDUSTRIAL,21094,84237.21,MX,US,BERTH0001554,60.47,197.61,0,0,99.68,57161.5,0.2654,0,0,LEVEL_1
2021-04-04,USMIA,IMO000001555,RORO,AGRI_FOOD,14949,79515.96,DE,US,BERTH0001555,66.1,97.15,0,0,161.91,25694.5,0.0539,0,0,LEVEL_1
2021-04-05,USCHS,IMO000001556,CONTAINER,AUTOMOTIVE,3766,18301.93,KR,US,BERTH0001556,89.09,43.75,0,0,134.64,27365.07,0.9609,0,0,LEVEL_2
2021-04-06,USOAK,IMO000001557,BULK,CONSUMER_GOODS,76,144539.81,JP,US,BERTH0001557,50.82,181.01,0,1,42.61,84992.53,0.3164,1,0,LEVEL_1
2021-04-07,USLAX,IMO000001558,CONTAINER,CONSUMER_GOODS,16531,351601.6,VN,US,BERTH0001558,40.13,182.17,0,1,150.38,4428.26,0.8857,0,0,LEVEL_3
2021-04-08,USLAX,IMO000001559,REEFER,OTHER,2324,252888.41,GB,US,BERTH0001559,79.69,199.85,0,0,171.15,8076.75,0.7542,0,0,LEVEL_2
2021-04-09,USOAK,IMO000001560,CONTAINER,CHEMICALS,15524,162568.12,JP,US,BERTH0001560,56.12,178.98,0,0,95.78,80204.89,0.0859,1,0,LEVEL_2
2021-04-10,USTAC,IMO000001561,CONTAINER,OTHER,4131,245003.29,NL,US,BERTH0001561,33.76,106.81,0,1,45.57,17240.95,0.551,0,0,LEVEL_1
2021-04-11,USSEA,IMO000001562,GENERAL_CARGO,INDUSTRIAL,9436,154434.0,BR,US,BERTH0001562,9.75,184.14,0,0,87.2,65984.97,0.9117,0,0,LEVEL_2
2021-04-12,USMIA,IMO000001563,CONTAINER,AGRI_FOOD,5715,118775.78,JP,US,BERTH0001563,59.34,55.92,0,1,138.87,88302.41,0.0916,0,0,LEVEL_1
2021-04-13,USHOU,IMO000001564,CONTAINER,ENERGY,7148,269527.95,JP,US,BERTH0001564,15.56,165.6,0,0,74.82,43549.02,0.2006,0,0,LEVEL_1
2021-04-14,USLAX,IMO000001565,BULK,AUTOMOTIVE,2478,349434.62,JP,US,BERTH0001565,85.6,38.18,0,1,19.99,63023.28,0.0402,1,0,LEVEL_1
2021-04-15,USCHS,IMO000001566,TANKER,ENERGY,17844,152311.21,SG,US,BERTH0001566,86.52,111.35,0,0,64.29,68819.83,0.284,0,0,LEVEL_1
2021-04-16,USLAX,IMO000001567,REEFER,AGRI_FOOD,836,133777.1,BR,US,BERTH0001567,47.77,131.29,1,1,21.96,71197.88,0.8131,0,0,LEVEL_2
2021-04-17,USSEA,IMO000001568,RORO,OTHER,3459,268148.45,CA,US,BERTH0001568,59.72,163.66,0,1,142.84,40977.83,0.6851,1,0,LEVEL_1
2021-04-18,USOAK,IMO000001569,BULK,AGRI_FOOD,1193,10765.72,NL,US,BERTH0001569,15.13,194.91,0,1,87.53,40129.49,0.1446,0,0,LEVEL_2
2021-04-19,USMIA,IMO000001570,CONTAINER,CHEMICALS,7723,284255.65,VN,US,BERTH0001570,15.86,155.74,0,1,124.62,82708.48,0.496,0,0,LEVEL_2
2021-04-20,USMIA,IMO000001571,CONTAINER,ENERGY,11244,64073.63,IN,US,BERTH0001571,43.34,191.79,0,1,146.99,70052.07,0.8357,0,0,LEVEL_2
2021-04-21,USHOU,IMO000001572,CONTAINER,OTHER,19449,234208.4,JP,US,BERTH0001572,19.33,9.17,0,0,12.96,67515.02,0.7651,0,0,LEVEL_1
2021-04-22,USSAV,IMO000001573,CONTAINER,AUTOMOTIVE,16588,218318.56,GB,US,BERTH0001573,80.59,125.77,0,1,120.68,2805.45,0.871,1,0,LEVEL_1
2021-04-23,USMIA,IMO000001574,TANKER,CONSUMER_GOODS,8509,88081.55,KR,US,BERTH0001574,25.32,110.82,0,0,85.0,60493.79,0.5997,1,0,LEVEL_2
2021-04-24,USHOU,IMO000001575,CONTAINER,CHEMICALS,6376,266238.23,CA,US,BERTH0001575,10.35,101.27,0,1,66.12,49115.03,0.7064,0,0,LEVEL_2
2021-04-25,USHOU,IMO000001576,BULK,CHEMICALS,15709,322801.74,DE,US,BERTH0001576,56.98,28.06,0,0,84.01,76396.85,0.3404,0,0,LEVEL_1
2021-04-26,USNYC,IMO000001577,CONTAINER,CONSUMER_GOODS,1747,93922.83,SG,US,BERTH0001577,14.81,29.15,0,0,113.5,29315.12,0.6446,0,0,LEVEL_1
2021-04-27,USCHS,IMO000001578,CONTAINER,INDUSTRIAL,10954,118467.75,BR,CA,BERTH0001578,19.84,46.9,0,1,140.54,87394.19,0.2512,0,0,LEVEL_1
2021-04-28,USHOU,IMO000001579,CONTAINER,INDUSTRIAL,9064,120225.68,NL,US,BERTH0001579,31.39,82.81,0,1,137.62,23482.04,0.4941,0,0,LEVEL_1
2021-04-29,USTAC,IMO000001580,TANKER,OTHER,8315,123741.45,KR,US,BERTH0001580,38.55,192.74,0,1,174.95,77936.7,0.617,0,0,LEVEL_1
2021-04-30,USSAV,IMO000001581,CONTAINER,INDUSTRIAL,6814,2318.26,SG,US,BERTH0001581,38.4,8.89,0,1,51.09,46305.61,0.6645,0,1,LEVEL_1
2021-05-01,USLGB,IMO000001582,TANKER,CONSUMER_GOODS,364,217253.26,SG,US,BERTH0001582,74.97,12.7,0,0,178.42,61174.43,0.0141,1,0,LEVEL_2
2021-05-02,USLAX,IMO000001583,BULK,CHEMICALS,7747,148057.08,NL,US,BERTH0001583,86.06,151.17,0,0,160.2,54807.45,0.6228,1,0,LEVEL_1
2021-05-03,USSAV,IMO000001584,RORO,CONSUMER_GOODS,16954,157630.99,NL,US,BERTH0001584,13.2,190.26,0,0,169.97,16659.92,0.5508,0,0,LEVEL_1
2021-05-04,USSEA,IMO000001585,TANKER,CHEMICALS,6156,214312.8,KR,MX,BERTH0001585,73.84,7.98,0,0,79.72,24348.22,0.6797,1,1,LEVEL_1
2021-05-05,USCHS,IMO000001586,RORO,ENERGY,2526,119797.17,VN,US,BERTH0001586,37.21,204.36,0,0,176.23,33289.89,0.4625,0,0,LEVEL_2
2021-05-06,USCHS,IMO000001587,CONTAINER,AUTOMOTIVE,17750,97323.14,MX,US,BERTH0001587,70.8,161.99,0,1,134.03,21777.78,0.8002,0,0,LEVEL_2
2021-05-07,USCHS,IMO000001588,CONTAINER,CONSUMER_GOODS,15422,68124.77,CA,US,BERTH0001588,86.93,45.82,0,1,124.03,21903.28,0.5266,0,0,LEVEL_1
2021-05-08,USMIA,IMO000001589,CONTAINER,AUTOMOTIVE,2556,355229.62,VN,MX,BERTH0001589,10.8,89.69,0,0,91.1,39396.84,0.5654,1,0,LEVEL_1
2021-05-09,USLGB,IMO000001590,CONTAINER,CONSUMER_GOODS,5314,198041.34,BR,US,BERTH0001590,41.32,116.84,0,1,134.45,29942.2,0.4481,0,0,LEVEL_1
2021-05-10,USMIA,IMO000001591,CONTAINER,CHEMICALS,14802,174912.17,MX,US,BERTH0001591,57.02,40.65,0,1,17.8,31458.84,0.4118,0,0,LEVEL_1
2021-05-11,USSAV,IMO000001592,CONTAINER,CHEMICALS,21448,63630.31,CN,US,BERTH0001592,5.55,168.79,0,0,119.09,39170.9,0.7147,1,0,LEVEL_2
2021-05-12,USSEA,IMO000001593,CONTAINER,CONSUMER_GOODS,17247,178093.0,KR,CA,BERTH0001593,68.37,5.97,0,1,54.88,1775.71,0.1183,0,0,LEVEL_2
2021-05-13,USCHS,IMO000001594,RORO,CHEMICALS,1258,352561.59,SG,US,BERTH0001594,6.32,92.35,0,0,94.78,67069.08,0.7285,1,0,LEVEL_2
2021-05-14,USMIA,IMO000001595,BULK,AUTOMOTIVE,11778,251683.38,VN,US,BERTH0001595,61.61,131.55,0,0,49.81,45649.36,0.0357,0,0,LEVEL_2
2021-05-15,USHOU,IMO000001596,CONTAINER,CONSUMER_GOODS,12622,103312.54,JP,CA,BERTH0001596,7.78,59.08,0,1,166.67,65385.22,0.0628,1,0,LEVEL_1
2021-05-16,USHOU,IMO000001597,CONTAINER,OTHER,17072,321887.13,VN,US,BERTH0001597,86.4,2.25,0,0,72.71,31939.08,0.6043,1,0,LEVEL_1
2021-05-17,USCHS,IMO000001598,CONTAINER,ENERGY,9515,99517.61,CN,US,BERTH0001598,67.81,166.81,0,1,8.47,76304.87,0.8811,0,0,LEVEL_1
2021-05-18,USSEA,IMO000001599,RORO,CHEMICALS,238,198056.92,GB,US,BERTH0001599,65.68,113.21,0,0,78.58,260.27,0.4075,1,0,LEVEL_1
2021-05-19,USTAC,IMO000001600,CONTAINER,CONSUMER_GOODS,18340,157008.2,DE,US,BERTH0001600,18.84,128.22,0,0,65.84,31030.65,0.4205,1,0,LEVEL_1
2021-05-20,USOAK,IMO000001601,BULK,INDUSTRIAL,10290,317753.93,GB,CA,BERTH0001601,77.5,119.32,0,1,51.3,43221.68,0.8125,0,0,LEVEL_2
2021-05-21,USMIA,IMO000001602,RORO,INDUSTRIAL,5546,161126.87,MX,CA,BERTH0001602,19.53,49.49,0,1,47.81,38858.19,0.3168,0,0,LEVEL_1
2021-05-22,USCHS,IMO000001603,CONTAINER,ENERGY,16929,259045.95,GB,US,BERTH0001603,12.13,49.54,0,1,152.28,18271.13,0.6103,0,0,LEVEL_2
2021-05-23,USNYC,IMO000001604,CONTAINER,OTHER,8771,123319.44,JP,CA,BERTH0001604,57.64,18.34,0,0,146.75,55307.79,0.8907,0,0,LEVEL_1
2021-05-24,USOAK,IMO000001605,CONTAINER,CONSUMER_GOODS,17033,137238.09,BR,US,BERTH0001605,37.1,93.66,0,0,86.85,76074.76,0.8007,0,0,LEVEL_2
2021-05-25,USSAV,IMO000001606,TANKER,OTHER,11623,222017.29,DE,US,BERTH0001606,53.55,122.73,0,1,112.58,1700.83,0.0303,1,1,LEVEL_1
2021-05-26,USTAC,IMO000001607,CONTAINER,ENERGY,20338,349122.75,KR,US,BERTH0001607,48.89,72.38,0,0,80.87,33077.69,0.96,1,0,LEVEL_1
2021-05-27,USNYC,IMO000001608,CONTAINER,INDUSTRIAL,3063,343568.67,KR,US,BERTH0001608,24.69,90.59,0,0,85.03,9520.17,0.2596,0,0,LEVEL_1
2021-05-28,USLAX,IMO000001609,CONTAINER,CHEMICALS,9883,33015.07,JP,US,BERTH0001609,95.27,203.76,0,1,174.75,8617.85,0.973,0,0,LEVEL_1
2021-05-29,USTAC,IMO000001610,GENERAL_CARGO,CONSUMER_GOODS,14054,203555.57,VN,US,BERTH0001610,11.01,202.74,0,1,162.9,3611.48,0.2438,0,0,LEVEL_2
2021-05-30,USCHS,IMO000001611,BULK,OTHER,3216,263558.33,MX,US,BERTH0001611,31.09,205.47,1,0,72.96,83847.43,0.7154,0,0,LEVEL_1
2021-05-31,USTAC,IMO000001612,BULK,AGRI_FOOD,1886,188335.31,DE,US,BERTH0001612,15.76,30.19,0,1,94.96,85954.35,0.4772,0,0,LEVEL_2
2021-06-01,USNYC,IMO000001613,CONTAINER,CONSUMER_GOODS,4687,360586.87,GB,US,BERTH0001613,45.19,96.65,0,1,38.85,74211.71,0.0659,0,1,LEVEL_2
2021-06-02,USOAK,IMO000001614,CONTAINER,OTHER,16317,32199.78,NL,US,BERTH0001614,2.06,53.31,0,1,107.36,32036.79,0.965,0,0,LEVEL_1
