edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2021Q1,TP101540,LICENSE,LEVEL_4,1835,7016,1010,78.15,27.13,15087,311,112540,0,0,0,84.97,21,0,1,0.6565
2014Q3,TP101541,CERTIFICATE,LEVEL_3,1468,14087,1593,57.19,57.19,122371,311,122541,1,0,0,87.07,35,1,0,0.6693
2024Q1,TP101542,APPRENTICESHIP,LEVEL_5,1359,30735,2173,56.91,26.13,122327,921,132542,0,0,0,90.18,47,1,1,0.3693
2023Q1,TP101543,ASSOCIATE,LEVEL_5,794,20516,2293,41.75,85.73,133387,111,142543,0,0,0,74.47,6,0,0,0.4063
2018Q2,TP101544,APPRENTICESHIP,LEVEL_7,1295,9207,1718,70.1,26.93,27442,621,152544,0,0,0,94.44,10,1,0,0.9237
2022Q2,TP101545,APPRENTICESHIP,LEVEL_2,1705,24653,895,81.22,37.79,86060,484,162545,0,0,1,86.8,112,1,1,0.1639
2019Q3,TP101546,CERTIFICATE,LEVEL_4,2170,20499,821,65.84,28.63,85445,423,172546,0,0,0,57.58,63,1,0,0.8498
2022Q3,TP101547,BOOTCAMP_BADGE,LEVEL_1,1189,19132,1659,59.07,81.31,91659,621,182547,0,0,0,76.43,29,1,0,0.8779
2023Q1,TP101548,APPRENTICESHIP,LEVEL_5,2178,13524,100,86.43,67.25,48481,517,192548,0,0,0,50.64,65,0,0,0.1812
2023Q1,TP101549,CERTIFICATE,LEVEL_2,2045,19953,763,57.97,47.51,136025,236,202549,1,1,0,72.46,116,0,0,0.7591
2025Q4,TP101550,APPRENTICESHIP,LEVEL_1,57,20917,1955,71.56,65.59,26984,561,212550,1,0,0,86.42,1,0,1,0.822
2019Q2,TP101551,CERTIFICATE,LEVEL_6,325,8103,1715,65.66,36.43,139982,611,222551,0,0,0,67.67,22,1,1,0.2202
2023Q2,TP101552,CERTIFICATE,LEVEL_4,663,24760,1266,47.35,95.76,112639,621,232552,0,0,0,89.74,30,0,1,0.2406
2018Q1,TP101553,APPRENTICESHIP,LEVEL_6,1659,12566,187,43.18,84.19,125669,112,242553,1,0,0,78.31,9,1,1,0.7379
2021Q3,TP101554,CERTIFICATE,LEVEL_6,1159,16263,1167,83.93,56.46,139641,561,252554,0,0,0,66.61,88,0,1,0.7473
2022Q4,TP101555,CERTIFICATE,LEVEL_5,1610,10841,185,85.13,29.35,96847,623,262555,0,0,0,68.09,1,0,0,0.3976
2025Q2,TP101556,APPRENTICESHIP,LEVEL_1,945,10847,941,61.97,61.77,128616,484,272556,1,1,0,76.19,97,1,0,0.6189
2015Q3,TP101557,MICROCREDENTIAL,LEVEL_6,1382,26731,171,68.43,27.49,86280,112,282557,1,0,0,76.64,104,0,0,0.6459
2025Q1,TP101558,CERTIFICATE,LEVEL_2,1688,12960,533,71.66,36.61,131709,621,292558,0,0,1,96.05,56,1,0,0.1575
2015Q4,TP101559,LICENSE,LEVEL_5,259,2455,330,86.29,45.69,118073,611,302559,0,0,0,84.19,120,1,1,0.8114
2018Q4,TP101560,MICROCREDENTIAL,LEVEL_4,2094,2309,1381,65.33,30.83,134090,484,312560,1,0,0,97.65,22,0,0,0.9005
2016Q2,TP101561,APPRENTICESHIP,LEVEL_6,1704,9925,1500,59.22,79.87,31107,236,322561,0,0,0,67.45,82,1,1,0.4821
2021Q2,TP101562,CERTIFICATE,LEVEL_7,17,20027,1868,71.93,93.11,64237,423,332562,0,0,0,78.51,116,0,0,0.8046
2024Q2,TP101563,MICROCREDENTIAL,LEVEL_5,758,10735,62,47.59,28.21,49589,517,342563,0,0,0,78.46,58,0,1,0.6089
2024Q4,TP101564,BOOTCAMP_BADGE,LEVEL_5,649,3008,317,54.33,75.29,116653,445,352564,1,0,1,63.52,20,1,0,0.8121
2023Q4,TP101565,APPRENTICESHIP,LEVEL_2,623,6875,833,60.98,70.24,108693,541,362565,0,0,1,89.88,39,1,0,0.5316
2018Q2,TP101566,ASSOCIATE,LEVEL_5,120,20641,748,57.51,73.1,114225,541,372566,1,0,1,46.51,48,0,0,0.9714
2018Q1,TP101567,LICENSE,LEVEL_7,1963,6876,378,68.12,79.32,96605,112,382567,0,0,0,63.74,24,0,1,0.0206
2024Q4,TP101568,BOOTCAMP_BADGE,LEVEL_5,1773,17758,2093,65.09,29.7,31571,423,392568,1,0,0,69.8,14,1,1,0.6671
2015Q1,TP101569,ASSOCIATE,LEVEL_5,287,746,118,49.79,67.43,43641,517,402569,0,0,0,80.99,69,0,0,0.8647
2024Q2,TP101570,BOOTCAMP_BADGE,LEVEL_3,166,2683,2039,63.88,26.15,69389,445,412570,0,1,1,89.36,91,1,0,0.8642
2023Q4,TP101571,MICROCREDENTIAL,LEVEL_5,685,6679,194,52.19,28.25,78958,511,422571,0,0,1,73.8,12,0,1,0.6094
2019Q4,TP101572,LICENSE,LEVEL_7,1645,13419,628,88.2,56.11,137116,112,432572,0,0,1,52.61,26,0,0,0.9942
2020Q4,TP101573,LICENSE,LEVEL_1,1882,10439,407,38.49,32.49,51096,445,442573,0,0,0,49.0,39,1,0,0.1906
2016Q3,TP101574,CERTIFICATE,LEVEL_6,1264,27360,1897,66.88,52.48,110937,517,452574,0,0,0,61.97,35,0,0,0.3702
2021Q4,TP101575,CEU,LEVEL_3,378,20360,1217,75.91,81.43,15922,517,462575,0,0,1,85.35,63,0,1,0.5288
2020Q3,TP101576,ASSOCIATE,LEVEL_4,1099,23105,1515,36.69,87.4,26226,522,472576,0,1,1,95.26,117,0,0,0.7255
2015Q3,TP101577,LICENSE,LEVEL_1,27,28484,2117,92.68,85.59,108739,517,482577,1,0,0,55.46,104,1,0,0.0685
2014Q3,TP101578,CEU,LEVEL_1,2004,22497,1925,43.4,80.18,50439,423,492578,1,0,0,49.19,18,1,1,0.7961
2014Q4,TP101579,ASSOCIATE,LEVEL_2,1808,25474,1210,57.29,79.59,78980,811,502579,0,0,0,93.92,39,0,1,0.2888
2016Q1,TP101580,BOOTCAMP_BADGE,LEVEL_2,315,19210,2321,56.62,87.55,47548,311,512580,0,0,0,55.71,97,0,1,0.7939
2022Q3,TP101581,APPRENTICESHIP,LEVEL_4,401,3078,2127,61.5,55.31,62077,423,522581,0,1,1,93.75,73,1,0,0.1348
2018Q2,TP101582,MICROCREDENTIAL,LEVEL_3,1016,8194,1125,49.09,78.29,94748,611,532582,0,0,0,65.56,69,0,1,0.4179
2017Q1,TP101583,APPRENTICESHIP,LEVEL_5,478,2577,2147,59.85,87.63,110366,541,542583,1,0,0,65.63,119,1,0,0.9216
2022Q1,TP101584,ASSOCIATE,LEVEL_3,888,23457,1234,48.21,37.68,112121,561,112584,1,0,1,42.42,4,1,1,0.3121
2014Q2,TP101585,LICENSE,LEVEL_7,1116,2521,2206,56.32,91.37,51911,921,122585,1,0,0,79.9,52,0,0,0.0932
2014Q1,TP101586,MICROCREDENTIAL,LEVEL_1,169,26933,2378,81.45,89.67,56630,811,132586,0,0,1,77.15,60,0,1,0.1587
2020Q3,TP101587,CERTIFICATE,LEVEL_4,1913,4256,1270,74.21,89.49,87377,722,142587,0,0,0,88.91,39,1,1,0.2485
2021Q3,TP101588,CEU,LEVEL_6,1364,19237,505,44.88,68.23,122523,221,152588,0,1,0,72.6,65,0,1,0.9237
2016Q3,TP101589,APPRENTICESHIP,LEVEL_2,1481,16106,1372,92.76,70.2,95563,722,162589,0,0,1,83.48,34,1,1,0.9028
2025Q1,TP101590,LICENSE,LEVEL_1,1818,14569,1535,58.24,52.36,100962,423,172590,0,0,1,65.54,30,1,0,0.9507
2022Q4,TP101591,MICROCREDENTIAL,LEVEL_7,88,5813,1195,78.8,65.65,50768,423,182591,0,0,1,61.22,43,1,0,0.8234
2023Q2,TP101592,ASSOCIATE,LEVEL_2,1657,1718,1210,54.98,74.05,131795,236,192592,1,0,1,91.78,77,0,0,0.6169
2022Q3,TP101593,BOOTCAMP_BADGE,LEVEL_7,1028,14099,1948,76.23,53.91,59495,621,202593,0,0,0,94.67,93,0,0,0.7445
2021Q4,TP101594,LICENSE,LEVEL_6,1006,24665,127,39.27,65.05,74596,484,212594,0,0,1,50.65,49,1,0,0.0029
2019Q1,TP101595,CERTIFICATE,LEVEL_4,1960,1158,374,38.65,52.39,48750,541,222595,1,0,0,62.51,77,0,0,0.6735
2021Q1,TP101596,CEU,LEVEL_2,759,15531,772,35.74,82.1,33931,221,232596,0,0,0,78.92,5,0,0,0.9913
2015Q1,TP101597,ASSOCIATE,LEVEL_7,2168,4591,81,84.29,66.63,48603,623,242597,1,0,0,63.38,105,0,0,0.3953
2014Q1,TP101598,APPRENTICESHIP,LEVEL_7,613,14699,1723,79.94,73.37,114062,236,252598,1,0,0,81.97,37,0,1,0.6258
2019Q2,TP101599,APPRENTICESHIP,LEVEL_4,873,11015,864,75.08,29.37,86366,484,262599,0,0,0,54.17,30,0,1,0.2903
2023Q1,TP101600,LICENSE,LEVEL_3,1286,21727,1362,35.42,66.96,42211,541,272600,0,0,0,96.25,43,1,1,0.0407
2022Q2,TP101601,MICROCREDENTIAL,LEVEL_5,1179,25227,1326,66.07,78.36,97246,236,282601,1,0,0,53.1,54,1,0,0.8464
2022Q1,TP101602,CEU,LEVEL_4,1360,19951,567,80.85,32.49,38187,622,292602,0,0,0,85.38,107,1,1,0.5737
2022Q3,TP101603,CERTIFICATE,LEVEL_6,1584,29090,1645,90.23,63.33,16873,236,302603,0,1,0,98.17,10,1,0,0.7217
2020Q1,TP101604,LICENSE,LEVEL_1,984,12665,416,72.27,68.63,38688,561,312604,1,0,0,50.89,75,0,1,0.8654
2025Q4,TP101605,CEU,LEVEL_5,1322,22885,2284,50.59,53.13,84984,236,322605,0,0,0,79.95,81,0,0,0.5906
2015Q2,TP101606,CERTIFICATE,LEVEL_5,1811,887,1845,73.95,75.23,89501,611,332606,0,0,0,98.16,58,1,1,0.7336
2025Q1,TP101607,MICROCREDENTIAL,LEVEL_7,1880,14530,893,47.52,29.17,119930,621,342607,1,0,0,96.36,26,0,1,0.8217
2019Q3,TP101608,CERTIFICATE,LEVEL_6,1119,26229,311,46.73,86.98,32456,722,352608,0,0,1,69.7,92,0,1,0.9619
2023Q4,TP101609,APPRENTICESHIP,LEVEL_7,1064,5512,596,81.62,64.58,31228,541,362609,1,0,0,96.78,99,0,1,0.2534
2016Q4,TP101610,APPRENTICESHIP,LEVEL_1,1268,17719,1826,87.11,65.18,67362,811,372610,1,0,1,98.71,50,0,1,0.0785
2016Q3,TP101611,MICROCREDENTIAL,LEVEL_6,922,15101,625,53.79,82.11,33628,484,382611,0,0,0,67.27,52,1,1,0.7531
2015Q4,TP101612,ASSOCIATE,LEVEL_5,679,18576,1358,71.59,74.08,28763,423,392612,0,0,1,67.46,106,1,0,0.7928
2021Q2,TP101613,ASSOCIATE,LEVEL_6,189,6005,2375,46.39,71.6,52660,561,402613,0,0,0,60.19,53,0,1,0.1711
2015Q2,TP101614,BOOTCAMP_BADGE,LEVEL_7,764,24569,159,57.27,50.14,15751,611,412614,0,0,1,94.5,40,0,0,0.9149
2015Q4,TP101615,APPRENTICESHIP,LEVEL_1,1938,15365,127,50.4,70.37,95379,611,422615,0,0,0,92.39,115,0,0,0.2942
2019Q2,TP101616,BOOTCAMP_BADGE,LEVEL_5,1513,24620,1937,51.13,63.45,63160,221,432616,0,0,0,44.9,72,1,1,0.5717
2021Q2,TP101617,CERTIFICATE,LEVEL_6,492,11599,2332,76.37,65.47,108359,111,442617,0,0,0,62.88,4,0,1,0.9789
2025Q1,TP101618,MICROCREDENTIAL,LEVEL_3,1478,22748,394,61.8,50.17,83631,445,452618,1,0,0,58.66,114,1,0,0.4962
2022Q1,TP101619,CEU,LEVEL_4,765,28899,173,42.65,69.86,25533,484,462619,0,0,0,87.06,104,1,0,0.1851
2015Q2,TP101620,CEU,LEVEL_4,1779,19634,2378,50.14,35.27,130902,445,472620,1,0,0,50.81,94,0,1,0.3013
2024Q1,TP101621,LICENSE,LEVEL_3,979,31563,1196,60.43,72.91,64978,423,482621,1,0,0,82.4,40,1,1,0.612
2018Q1,TP101622,BOOTCAMP_BADGE,LEVEL_6,1176,5370,62,93.49,40.27,79887,811,492622,1,1,0,64.94,71,0,0,0.9284
2021Q1,TP101623,CERTIFICATE,LEVEL_4,341,27021,1327,86.01,36.7,37848,622,502623,1,0,0,59.94,100,1,0,0.5713
2023Q2,TP101624,CERTIFICATE,LEVEL_1,95,1413,364,36.37,81.96,38525,211,512624,0,0,0,43.0,107,1,0,0.4204
2018Q1,TP101625,ASSOCIATE,LEVEL_3,1426,22966,84,52.4,39.52,70605,522,522625,1,1,0,87.49,27,0,1,0.9972
2019Q1,TP101626,APPRENTICESHIP,LEVEL_1,341,5325,829,79.86,66.7,97297,531,532626,1,0,0,75.02,108,1,1,0.5682
2020Q4,TP101627,MICROCREDENTIAL,LEVEL_4,585,11024,431,70.89,60.3,110070,423,542627,0,0,0,85.06,30,1,0,0.2465
2019Q2,TP101628,BOOTCAMP_BADGE,LEVEL_7,81,3752,738,74.73,31.83,115758,445,112628,0,0,0,40.53,89,0,1,0.5201
2017Q4,TP101629,CERTIFICATE,LEVEL_4,97,28237,2075,91.67,50.16,100757,112,122629,1,0,0,94.46,50,0,0,0.3043
2018Q3,TP101630,LICENSE,LEVEL_4,769,19327,883,49.6,48.8,77074,236,132630,0,1,1,94.86,10,0,0,0.087
2015Q1,TP101631,CEU,LEVEL_4,1191,23471,623,90.69,88.11,64446,811,142631,0,0,1,58.25,2,0,0,0.8214
2020Q2,TP101632,CERTIFICATE,LEVEL_4,804,13033,2335,52.26,29.31,81170,622,152632,0,0,1,56.13,53,0,1,0.0869
2015Q2,TP101633,MICROCREDENTIAL,LEVEL_4,1304,24396,442,83.44,63.91,139452,311,162633,0,0,0,61.68,7,0,1,0.354
2016Q1,TP101634,CEU,LEVEL_3,243,18030,20,76.83,82.15,82109,112,172634,0,0,0,81.45,113,0,1,0.4923
2020Q1,TP101635,ASSOCIATE,LEVEL_1,813,5548,377,79.15,87.61,54895,541,182635,0,0,1,40.32,112,1,0,0.8468
2015Q3,TP101636,CEU,LEVEL_3,2101,7563,1021,44.48,58.8,73372,423,192636,0,0,0,42.31,19,1,1,0.0803
2017Q4,TP101637,BOOTCAMP_BADGE,LEVEL_4,65,8259,984,89.51,55.21,36991,517,202637,0,0,1,98.95,34,0,1,0.8468
2015Q2,TP101638,APPRENTICESHIP,LEVEL_5,2063,9722,2270,85.24,63.81,75800,517,212638,0,1,0,86.86,91,0,0,0.6084
2015Q4,TP101639,APPRENTICESHIP,LEVEL_5,2166,20372,1502,72.52,57.88,95209,423,222639,0,1,0,64.73,119,1,1,0.7149
2015Q1,TP101640,BOOTCAMP_BADGE,LEVEL_2,1418,10492,700,36.68,37.03,61078,517,232640,0,0,0,70.26,51,0,0,0.7421
2017Q3,TP101641,LICENSE,LEVEL_3,1103,28768,2238,68.8,30.74,128368,623,242641,1,0,1,61.8,72,1,0,0.9622
2016Q4,TP101642,APPRENTICESHIP,LEVEL_2,1758,31785,236,94.19,53.15,37649,423,252642,0,0,0,94.89,114,0,0,0.259
2015Q3,TP101643,CEU,LEVEL_4,1708,28807,998,85.71,25.01,56467,211,262643,1,0,0,95.19,48,0,1,0.7282
2016Q3,TP101644,ASSOCIATE,LEVEL_1,83,3893,958,62.03,57.09,117312,423,272644,1,0,0,94.4,108,1,0,0.8474
2024Q1,TP101645,BOOTCAMP_BADGE,LEVEL_5,390,18864,102,67.12,94.8,105607,522,282645,0,0,0,44.39,15,1,1,0.5144
2024Q3,TP101646,CEU,LEVEL_6,371,4513,552,88.74,77.93,60491,112,292646,1,0,0,92.6,50,0,1,0.1996
2017Q1,TP101647,CERTIFICATE,LEVEL_4,113,14341,622,91.69,52.37,92903,423,302647,0,0,1,85.73,86,0,1,0.56
2019Q4,TP101648,APPRENTICESHIP,LEVEL_3,1703,6158,2045,75.92,94.3,88993,722,312648,0,0,1,63.33,91,1,0,0.1606
2014Q4,TP101649,APPRENTICESHIP,LEVEL_4,1268,24945,902,49.51,65.95,49148,311,322649,0,1,0,64.67,97,0,0,0.3472
2018Q4,TP101650,BOOTCAMP_BADGE,LEVEL_3,1674,29442,728,77.62,42.54,62393,921,332650,1,0,0,74.21,58,0,0,0.938
2017Q4,TP101651,CEU,LEVEL_6,1062,18702,803,74.67,83.79,120894,522,342651,1,0,0,64.89,118,0,1,0.0954
2016Q1,TP101652,CEU,LEVEL_4,544,8601,2141,37.47,30.67,111084,921,352652,1,0,1,97.39,41,0,0,0.8854
2023Q1,TP101653,CERTIFICATE,LEVEL_6,118,6250,829,95.61,25.29,113472,311,362653,1,0,1,65.98,106,0,1,0.6518
2016Q3,TP101654,LICENSE,LEVEL_7,1940,23175,569,75.81,79.85,60744,511,372654,0,0,0,78.25,107,0,1,0.4959
2021Q1,TP101655,CERTIFICATE,LEVEL_1,940,6253,1973,81.65,84.84,71820,611,382655,0,0,0,50.08,43,1,1,0.4181
2016Q4,TP101656,ASSOCIATE,LEVEL_5,46,31799,2394,64.26,47.13,50049,561,392656,1,0,0,77.36,64,0,1,0.6895
2014Q4,TP101657,LICENSE,LEVEL_1,1448,27848,226,51.43,75.04,105924,611,402657,1,0,0,40.52,107,0,0,0.0953
2021Q3,TP101658,ASSOCIATE,LEVEL_6,1531,26507,294,49.86,33.82,36310,623,412658,1,0,0,41.03,58,0,0,0.5976
2016Q3,TP101659,APPRENTICESHIP,LEVEL_5,1744,1705,1193,77.68,91.28,48933,236,422659,0,0,0,71.59,8,1,0,0.0353
2019Q2,TP101660,LICENSE,LEVEL_3,1221,46,1386,56.51,48.24,53220,445,432660,0,0,0,60.24,105,0,1,0.1398
2016Q1,TP101661,ASSOCIATE,LEVEL_3,238,13607,1347,65.69,81.89,93818,622,442661,0,0,1,94.61,69,1,1,0.7565
2019Q2,TP101662,CERTIFICATE,LEVEL_6,1175,16377,1868,38.56,31.1,72968,611,452662,0,0,1,48.15,82,1,1,0.3725
2025Q3,TP101663,LICENSE,LEVEL_7,1868,27769,822,46.18,84.26,51762,921,462663,0,0,1,47.59,120,0,0,0.2977
2023Q4,TP101664,MICROCREDENTIAL,LEVEL_6,210,19744,330,92.6,59.19,25121,811,472664,1,0,0,81.65,109,0,0,0.149
2018Q3,TP101665,CERTIFICATE,LEVEL_4,1054,31687,1094,51.1,84.75,18937,211,482665,1,0,0,83.48,68,0,0,0.4599
2020Q2,TP101666,LICENSE,LEVEL_1,685,29204,1970,41.27,31.93,43925,811,492666,0,0,0,45.17,92,1,1,0.3094
2023Q2,TP101667,ASSOCIATE,LEVEL_1,234,3536,2174,82.72,49.44,123710,531,502667,0,0,0,68.63,46,0,1,0.3408
2024Q2,TP101668,ASSOCIATE,LEVEL_7,155,8618,1853,51.32,85.5,124088,722,512668,1,1,0,87.05,80,1,0,0.6211
2024Q1,TP101669,ASSOCIATE,LEVEL_3,53,31977,872,69.15,35.65,35563,561,522669,1,0,1,95.94,90,1,0,0.6375
2022Q4,TP101670,APPRENTICESHIP,LEVEL_5,244,20669,1022,43.03,80.85,130797,445,532670,0,0,0,71.02,39,1,0,0.1255
2015Q3,TP101671,CERTIFICATE,LEVEL_4,2177,3528,1993,75.2,81.62,94913,522,542671,0,1,0,79.29,45,0,0,0.4098
2015Q4,TP101672,LICENSE,LEVEL_3,944,21711,812,93.52,58.5,122233,811,112672,0,0,0,78.67,4,0,1,0.6032
2020Q4,TP101673,CERTIFICATE,LEVEL_7,720,8749,1336,65.26,66.21,53052,112,122673,0,0,1,93.09,30,1,1,0.8869
2015Q3,TP101674,LICENSE,LEVEL_6,1979,7790,1808,49.14,76.86,92981,112,132674,0,1,0,59.63,16,0,0,0.6345
2022Q1,TP101675,CEU,LEVEL_6,1924,8858,1730,71.61,36.7,33590,921,142675,0,0,1,89.34,33,1,0,0.726
2015Q1,TP101676,MICROCREDENTIAL,LEVEL_7,1651,1439,2047,45.6,54.73,73226,811,152676,0,0,0,86.76,66,1,1,0.2147
2017Q2,TP101677,LICENSE,LEVEL_1,1363,5798,2261,59.52,56.92,24276,522,162677,0,1,0,88.97,98,1,0,0.3051
2019Q4,TP101678,LICENSE,LEVEL_7,2062,2647,1707,56.31,27.47,102971,236,172678,1,0,0,58.13,107,0,0,0.6487
2023Q4,TP101679,LICENSE,LEVEL_1,1010,30123,30,35.61,84.27,24948,611,182679,1,0,0,42.01,86,0,1,0.11
2016Q2,TP101680,CEU,LEVEL_2,135,10077,847,42.14,85.79,129092,111,192680,0,0,1,64.3,38,1,0,0.4907
2020Q3,TP101681,APPRENTICESHIP,LEVEL_3,1062,25730,1145,93.23,56.71,27665,623,202681,0,1,0,51.68,51,1,0,0.2582
2015Q3,TP101682,APPRENTICESHIP,LEVEL_5,2055,16190,2319,47.55,27.18,31308,423,212682,0,0,0,80.71,1,1,0,0.1611
2023Q3,TP101683,CERTIFICATE,LEVEL_4,928,26605,1129,90.97,81.09,79246,517,222683,1,0,0,60.98,68,1,0,0.893
2022Q3,TP101684,ASSOCIATE,LEVEL_1,1390,29015,744,44.91,84.32,61849,111,232684,1,0,0,61.06,87,1,1,0.639
2022Q2,TP101685,MICROCREDENTIAL,LEVEL_7,627,8780,1033,42.04,58.07,54735,445,242685,0,0,0,95.72,111,0,1,0.4071
2022Q4,TP101686,CERTIFICATE,LEVEL_3,605,24825,1711,90.23,95.89,27209,611,252686,1,0,1,86.05,106,0,0,0.0012
2022Q3,TP101687,MICROCREDENTIAL,LEVEL_1,859,18925,2250,77.78,74.76,98819,622,262687,0,0,0,82.99,101,0,1,0.0062
2022Q1,TP101688,LICENSE,LEVEL_6,242,25924,1585,87.14,39.68,94595,111,272688,1,0,0,42.3,2,1,0,0.364
2019Q3,TP101689,CERTIFICATE,LEVEL_4,1195,6636,1695,76.12,52.39,63249,445,282689,1,1,0,53.53,98,0,1,0.6411
2025Q1,TP101690,ASSOCIATE,LEVEL_7,1295,24823,307,58.34,83.23,119063,623,292690,1,0,1,69.9,98,0,1,0.2903
2025Q4,TP101691,CEU,LEVEL_5,417,28524,2018,85.53,69.1,101969,484,302691,0,0,1,77.04,57,0,1,0.1293
2017Q3,TP101692,ASSOCIATE,LEVEL_5,454,15707,639,53.08,52.66,135689,561,312692,1,0,0,53.16,12,1,1,0.7976
2025Q4,TP101693,LICENSE,LEVEL_2,637,23814,1055,54.7,33.59,65434,445,322693,0,0,1,79.76,74,1,0,0.713
2016Q1,TP101694,LICENSE,LEVEL_1,1472,14728,1604,80.71,91.72,111370,541,332694,1,0,0,61.67,22,1,0,0.1397
2021Q2,TP101695,APPRENTICESHIP,LEVEL_1,18,848,2297,91.52,55.22,22926,112,342695,0,1,1,98.7,112,1,1,0.6015
2025Q4,TP101696,CERTIFICATE,LEVEL_2,56,31817,202,64.38,72.98,66102,622,352696,0,1,0,68.22,15,0,0,0.8797
2020Q2,TP101697,CERTIFICATE,LEVEL_6,1631,28249,1721,87.71,83.04,46222,623,362697,0,0,1,58.78,62,0,0,0.8856
2022Q2,TP101698,BOOTCAMP_BADGE,LEVEL_7,1711,4137,2364,84.57,80.14,83155,811,372698,0,0,1,79.47,55,1,1,0.5489
2024Q1,TP101699,CEU,LEVEL_1,1850,11461,2345,59.0,91.7,70696,445,382699,1,0,0,57.21,101,0,0,0.3647
2022Q2,TP101700,BOOTCAMP_BADGE,LEVEL_2,951,12044,1533,93.66,33.56,104997,722,392700,0,0,0,74.3,53,1,1,0.5204
2016Q3,TP101701,ASSOCIATE,LEVEL_2,1071,26833,1361,59.46,82.84,21756,236,402701,0,1,0,41.83,50,0,0,0.4391
2016Q1,TP101702,MICROCREDENTIAL,LEVEL_3,2152,27775,1078,35.8,36.7,72939,112,412702,0,0,0,45.81,30,0,0,0.5919
2014Q2,TP101703,CEU,LEVEL_1,126,8134,1543,68.28,92.61,37097,484,422703,1,0,1,40.43,45,1,0,0.5113
2018Q1,TP101704,APPRENTICESHIP,LEVEL_7,582,18793,249,91.48,80.57,81952,211,432704,0,0,1,88.42,13,0,1,0.1607
2019Q1,TP101705,ASSOCIATE,LEVEL_2,2174,24127,343,65.24,26.65,66125,623,442705,0,0,0,96.99,87,0,1,0.5521
2016Q3,TP101706,ASSOCIATE,LEVEL_2,876,23759,868,47.63,48.35,120853,561,452706,1,0,1,71.87,33,0,0,0.0062
2019Q4,TP101707,ASSOCIATE,LEVEL_1,512,2099,191,96.27,58.33,128226,517,462707,0,0,0,68.27,94,0,0,0.8756
2024Q2,TP101708,APPRENTICESHIP,LEVEL_3,1628,3377,1571,82.46,25.35,64610,811,472708,1,0,1,64.04,22,0,1,0.2794
2022Q3,TP101709,CERTIFICATE,LEVEL_6,1262,3934,193,68.2,25.62,85579,211,482709,0,0,1,98.5,74,1,0,0.5169
2016Q4,TP101710,APPRENTICESHIP,LEVEL_1,948,24408,2400,97.41,51.06,34379,622,492710,0,0,1,76.4,2,0,1,0.4088
2017Q3,TP101711,BOOTCAMP_BADGE,LEVEL_6,99,24007,704,92.94,52.33,29133,221,502711,0,0,0,60.9,20,1,0,0.9088
2014Q3,TP101712,CEU,LEVEL_1,1858,29787,2236,63.36,25.76,45862,445,512712,1,0,0,48.73,119,0,0,0.3313
2023Q2,TP101713,CEU,LEVEL_1,421,18146,516,42.48,47.98,48223,211,522713,0,0,0,53.43,45,1,0,0.76
2023Q2,TP101714,BOOTCAMP_BADGE,LEVEL_1,1391,28185,1814,93.96,52.06,44280,112,532714,0,0,0,64.66,6,1,1,0.2143
2024Q2,TP101715,BOOTCAMP_BADGE,LEVEL_2,1695,22598,750,37.14,38.62,139427,311,542715,1,1,0,75.1,100,0,1,0.8791
2025Q2,TP101716,CERTIFICATE,LEVEL_4,370,12651,1439,66.51,93.44,28695,511,112716,1,0,0,65.71,103,0,0,0.9273
2023Q1,TP101717,MICROCREDENTIAL,LEVEL_2,1076,31295,1898,37.55,66.92,60806,311,122717,1,0,0,63.15,82,1,0,0.7845
2017Q3,TP101718,CERTIFICATE,LEVEL_4,531,16033,2082,73.22,51.96,42241,112,132718,1,0,0,73.49,103,0,1,0.4446
2020Q2,TP101719,APPRENTICESHIP,LEVEL_6,1604,18845,1439,84.39,78.92,36144,236,142719,1,0,0,56.06,26,1,1,0.7829
2016Q2,TP101720,MICROCREDENTIAL,LEVEL_4,788,3466,1199,51.52,31.8,97775,611,152720,0,0,0,80.85,46,1,1,0.6877
2025Q3,TP101721,APPRENTICESHIP,LEVEL_1,72,29271,1549,97.48,52.76,30552,722,162721,1,0,1,60.44,29,0,0,0.0611
2024Q1,TP101722,ASSOCIATE,LEVEL_1,262,25160,1921,45.26,27.46,112459,445,172722,1,0,1,65.82,21,0,1,0.2776
2015Q2,TP101723,ASSOCIATE,LEVEL_5,1307,16135,779,53.14,61.16,118085,311,182723,1,1,0,55.44,89,0,0,0.4076
2016Q1,TP101724,CEU,LEVEL_6,193,6448,1094,58.41,46.37,93613,311,192724,1,0,1,75.87,39,1,0,0.8402
2023Q4,TP101725,APPRENTICESHIP,LEVEL_3,124,11486,357,56.36,60.69,53140,423,202725,1,0,1,72.7,67,0,1,0.496
2023Q4,TP101726,CEU,LEVEL_5,1584,4195,1460,68.06,25.26,92822,531,212726,0,0,0,71.63,62,1,0,0.051
