house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_inr,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_inr,house_sales_taxable_value_inr,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2021-11,PARC-637b6191b2bb,FarmHouse,36345819,16687.7,73,0.926,8.04,61.9,33.35,Investor,Company,Y,N,Y,33574088,22214870,14.0,42.1,ReleaseDeed
2020-07,PARC-3f8028ca3d64,Apartment,29844748,36529.68,30,0.92,11.36,70.11,50.25,FirstTime,Developer,Y,Y,Y,23170297,23166464,14.07,66.5,PartitionDeed
2019-12,PARC-354569e9c98b,Villa,35357671,8978.59,159,1.087,10.0,55.69,21.25,NRI,Developer,N,Y,N,30636238,26765395,62.76,5.4,ConveyanceDeed
2023-05,PARC-5b4d1ff1c50b,FarmHouse,24142249,33116.94,90,0.923,11.09,71.14,34.25,Investor,BankAuction,N,Y,N,21108318,14844242,56.03,33.3,LeaseDeed
2022-11,PARC-35cd421e15a4,RowHouse,57992487,54813.31,188,1.054,10.78,55.41,57.28,Institutional,BankAuction,N,Y,N,52732512,52767385,14.51,83.7,LeaseDeed
2023-03,PARC-f0203f347f2c,Studio,47512945,41972.57,109,1.135,8.38,65.18,19.62,Investor,Trust,Y,N,N,43264977,35553268,21.95,50.6,GiftDeed
2025-09,PARC-86ddccc03676,Apartment,52257247,11641.18,146,0.867,9.31,82.97,35.02,Investor,BankAuction,Y,N,Y,50145763,33448881,79.83,1.3,PartitionDeed
2023-09,PARC-de6f66646319,IndependentHouse,22925453,10682.88,173,0.964,8.41,80.89,42.61,Upgrader,BankAuction,Y,Y,Y,18968978,18022818,98.15,26.9,ReleaseDeed
2019-10,PARC-ecc3a76b3b44,Studio,30616955,6959.98,233,0.813,10.48,75.57,17.63,FirstTime,Trust,Y,Y,N,22468745,20802205,99.06,63.0,ConveyanceDeed
2024-08,PARC-623fbc66a087,Villa,9583075,3715.81,119,1.165,7.1,85.85,21.69,Upgrader,Individual,N,N,N,7802245,7031331,15.49,87.8,ReleaseDeed
2020-01,PARC-32d0bb19a8fa,BuilderFloor,6723960,1936.07,186,0.86,10.46,74.14,11.59,Investor,BankAuction,N,Y,N,6646005,4441106,64.99,22.2,PartitionDeed
2023-11,PARC-7d683162dab7,Studio,10909482,2435.7,12,0.942,11.01,41.61,23.7,Investor,Company,Y,Y,N,8510304,6036043,16.79,77.1,ConveyanceDeed
2025-01,PARC-da40518848e3,Apartment,51707396,13120.37,130,1.14,10.64,78.92,58.08,NRI,Individual,Y,Y,N,40453697,47454438,78.92,41.3,GiftDeed
2024-12,PARC-cbebca33d483,RowHouse,48057816,21273.93,151,1.116,10.43,77.8,46.92,Upgrader,Company,N,N,N,45361510,33412284,81.05,44.6,ConveyanceDeed
2020-03,PARC-1698dec881d1,RowHouse,34707328,8550.71,227,0.796,11.01,40.55,21.48,Upgrader,Trust,Y,N,Y,25984642,31413619,4.5,50.3,PartitionDeed
2024-07,PARC-89dcdbd27b51,Studio,24008362,14081.15,96,0.94,7.23,71.68,51.75,Institutional,BankAuction,Y,Y,N,22473829,14844280,0.35,2.3,SaleDeed
2022-02,PARC-7f657c2f0f6b,BuilderFloor,11800449,4006.94,128,0.981,7.92,62.28,15.13,NRI,BankAuction,N,N,N,11047690,11182779,76.84,64.6,GiftDeed
2023-11,PARC-0bda60bac80a,IndependentHouse,36596748,88184.93,167,1.052,9.17,71.67,12.63,FirstTime,Developer,Y,N,Y,25750659,20698858,17.26,93.5,GiftDeed
2021-03,PARC-95e69842fc35,BuilderFloor,1074753,341.73,88,0.977,6.72,59.94,12.5,NRI,BankAuction,N,N,N,1039333,1003265,80.66,98.9,PartitionDeed
2024-12,PARC-cfe71b4c12da,FarmHouse,56670886,115184.73,107,0.999,8.09,84.8,22.46,FirstTime,BankAuction,N,Y,Y,43948885,41541610,10.94,53.3,SaleDeed
2021-10,PARC-64b9b1418502,Villa,5191842,1450.24,6,0.812,9.74,71.24,59.17,Senior,Individual,Y,N,Y,5160136,4540054,42.12,91.0,SaleDeed
2024-09,PARC-28abc00ed31b,Apartment,19928104,18520.54,42,0.866,10.44,53.49,34.62,Senior,Developer,Y,N,N,18213045,11054070,87.84,25.2,LeaseDeed
2019-11,PARC-16ba8d3be22e,FarmHouse,1630500,1384.13,160,0.926,7.98,76.48,21.87,FirstTime,Trust,N,Y,N,1340936,1200935,22.18,79.6,ConveyanceDeed
2021-09,PARC-e7fadb9e19fc,Villa,33317425,73386.4,231,1.096,9.73,47.16,53.53,FirstTime,Individual,Y,N,Y,34258715,30117877,20.25,84.6,PartitionDeed
2021-08,PARC-af5a7e8a0035,Plot,17175675,4730.29,184,0.82,9.09,75.76,46.9,Senior,Individual,N,N,Y,13220338,11953605,81.77,69.0,PartitionDeed
2022-02,PARC-526d29d952c1,FarmHouse,30352753,63103.44,135,0.857,7.06,74.39,52.5,Senior,Developer,N,Y,Y,23729723,27235613,48.03,87.1,ConveyanceDeed
2022-08,PARC-c4d94ebd5afe,IndependentHouse,41839805,11320.29,94,0.991,9.52,61.76,36.1,Investor,Trust,Y,N,N,43479752,37073195,97.89,79.4,GiftDeed
2019-09,PARC-5d2e8679d957,Villa,62054700,77860.35,12,0.986,8.4,77.8,21.76,Investor,Developer,Y,Y,N,49792535,44595142,72.07,50.6,ReleaseDeed
2022-01,PARC-efdf6e82159c,BuilderFloor,48522071,15955.96,125,0.804,6.37,87.54,25.87,Upgrader,Company,Y,N,Y,45918100,40030343,20.58,12.6,ReleaseDeed
2024-06,PARC-8abec428572a,Villa,27978566,9173.3,239,1.025,8.21,56.91,51.0,Upgrader,Company,Y,N,Y,20652774,22373147,6.17,59.9,SaleDeed
2023-06,PARC-ab9e0cfa3e6c,IndependentHouse,50774113,13002.33,15,1.151,8.39,80.79,33.79,Senior,Developer,N,Y,Y,51059132,46669731,48.22,88.5,ReleaseDeed
2020-05,PARC-aa5171769a53,Plot,26549365,6145.69,217,1.136,7.29,48.23,46.82,Senior,BankAuction,Y,Y,Y,21426897,22297486,48.6,50.1,ReleaseDeed
2023-05,PARC-9676f036cbdc,FarmHouse,15079721,5219.7,184,0.931,6.69,71.54,10.78,NRI,Trust,Y,N,N,11426502,9463229,64.41,41.1,PartitionDeed
2019-09,PARC-51fe7fd7f14c,BuilderFloor,62167201,38685.25,156,1.125,9.77,44.21,34.15,Institutional,Developer,Y,N,Y,48704911,42550087,25.14,93.2,LeaseDeed
2019-05,PARC-35e7ab03cbde,Plot,33951964,9812.71,101,0.803,11.02,62.12,55.07,Institutional,Individual,N,Y,Y,27383305,20871372,7.81,97.2,LeaseDeed
2025-04,PARC-f12a54ce9f8d,IndependentHouse,40905279,97859.52,22,1.003,6.28,53.26,34.51,Senior,Developer,N,Y,N,41790379,25661716,36.66,96.9,SaleDeed
2019-07,PARC-0a6839d9882a,Studio,40893422,34451.07,142,1.175,9.79,47.8,38.36,Senior,Developer,Y,N,Y,38297467,35149336,38.53,0.6,PartitionDeed
2020-12,PARC-56f01c76e2b7,Studio,12641097,3304.86,218,0.823,11.05,72.74,58.94,Upgrader,BankAuction,Y,Y,Y,12380179,9112872,72.47,78.8,LeaseDeed
2020-11,PARC-7080656e07ab,BuilderFloor,10105715,3120.97,72,1.053,7.67,71.66,49.18,FirstTime,BankAuction,N,Y,N,8878904,7731520,83.85,15.4,LeaseDeed
2019-12,PARC-359f2ab109f1,BuilderFloor,3877174,5752.48,90,1.014,7.62,48.91,59.12,FirstTime,Developer,N,Y,Y,2865905,2196344,62.24,85.8,ReleaseDeed
2021-11,PARC-b7c9bb77ed12,IndependentHouse,50544409,12188.19,144,0.815,9.42,48.37,56.17,Institutional,Company,N,Y,N,48556845,42610480,89.71,52.8,LeaseDeed
2024-02,PARC-f095b57f715a,Villa,47640523,14864.44,175,0.857,10.69,65.24,36.4,FirstTime,Company,Y,N,Y,36073981,29183949,50.99,88.4,GiftDeed
2019-01,PARC-ecef5e38536c,Plot,48646600,34452.27,140,0.783,10.66,59.43,35.71,Institutional,Trust,Y,N,N,45118804,27870841,39.82,60.0,PartitionDeed
2020-05,PARC-5a45f70b51e9,FarmHouse,38959620,11335.36,145,0.863,7.37,85.62,39.68,Senior,Individual,Y,Y,Y,36878284,31188019,48.54,69.3,ConveyanceDeed
2024-03,PARC-5bdd7b6ad014,Apartment,56900164,20706.03,112,0.901,10.64,71.95,20.1,NRI,Trust,N,N,N,43275628,33551897,83.11,76.4,GiftDeed
2025-11,PARC-11204a13750f,Plot,34122285,36849.12,210,1.112,10.09,86.18,35.49,Investor,Company,Y,Y,Y,29236172,28223079,27.05,72.6,SaleDeed
2021-12,PARC-6c3b997038bd,Apartment,30276487,7000.34,37,0.978,7.88,69.29,22.04,Institutional,Individual,Y,N,N,26471802,21888076,27.78,89.6,PartitionDeed
2024-06,PARC-3fe4397d55b8,Apartment,16554245,4019.0,54,0.901,6.49,47.59,49.15,Institutional,Developer,N,N,N,13165879,10921034,30.53,96.0,ConveyanceDeed
2019-11,PARC-7fffbc932c41,IndependentHouse,45576139,49755.61,157,1.014,9.7,67.31,19.12,Institutional,BankAuction,N,N,N,40033309,30550491,65.42,39.7,PartitionDeed
2022-05,PARC-973cd60c4c07,Plot,33350420,10807.01,50,0.844,8.17,75.12,44.08,Institutional,Company,N,Y,N,24233686,25877584,96.73,52.7,PartitionDeed
2024-02,PARC-3c0150b9ce78,IndependentHouse,43233419,16583.59,172,0.917,10.98,88.69,25.36,Institutional,Individual,Y,N,N,43082576,34545321,85.27,15.9,PartitionDeed
2020-06,PARC-e54cb860ee27,RowHouse,17747502,35926.12,185,0.969,10.03,56.58,56.64,Senior,Individual,N,N,N,15189931,12996722,91.86,16.1,ReleaseDeed
2023-05,PARC-a725fe4c67d0,Studio,58158225,35162.17,131,0.831,6.45,63.37,12.66,FirstTime,Individual,Y,Y,N,52652276,52198588,67.28,20.5,SaleDeed
2020-02,PARC-c2490ff66b20,RowHouse,38731723,9156.44,124,1.009,9.91,56.87,48.53,FirstTime,BankAuction,N,Y,Y,35339620,23819608,74.7,94.8,GiftDeed
2019-10,PARC-a8b1388d396a,Villa,24698488,6179.26,12,1.066,8.06,44.57,21.1,NRI,Individual,Y,Y,Y,18609236,20861913,74.14,53.1,PartitionDeed
2020-11,PARC-97ee635e0969,Apartment,64381929,15691.43,88,1.022,10.35,45.92,16.13,Investor,Individual,N,Y,Y,67009870,55576481,80.48,23.2,PartitionDeed
2022-03,PARC-22bb248f82a9,Plot,13224657,8822.32,165,1.147,9.45,43.95,38.51,NRI,Trust,Y,Y,N,11429140,7781924,4.42,77.4,LeaseDeed
2025-02,PARC-5c8180f3e17a,IndependentHouse,17353065,16574.08,10,1.111,10.67,70.41,29.36,Investor,Trust,N,Y,Y,14399701,15869782,58.36,60.6,PartitionDeed
2022-06,PARC-7e202d11d4ba,Studio,13551735,6942.49,187,1.063,11.46,80.37,36.61,Institutional,Developer,N,N,Y,11388822,12677439,12.24,30.7,GiftDeed
2021-07,PARC-cc4624240753,Plot,53863730,12047.36,226,0.934,11.27,66.34,19.41,Senior,Trust,N,N,Y,44604118,33609715,3.51,13.4,GiftDeed
2025-09,PARC-4bd2af84fee3,IndependentHouse,15236643,7255.54,149,0.903,11.26,52.62,25.2,Investor,Trust,Y,N,N,14707905,9091022,53.02,69.4,ReleaseDeed
2023-08,PARC-3b9f401e9f5f,Apartment,37915469,9702.01,207,0.932,6.34,68.05,59.36,Upgrader,Individual,N,N,Y,26727263,35607766,85.65,98.2,LeaseDeed
2023-01,PARC-805f6f4dc135,Apartment,1019245,368.89,216,0.896,6.77,73.43,16.24,NRI,Individual,Y,Y,Y,774048,674976,56.63,85.9,GiftDeed
2024-09,PARC-b5867a5ab7c5,Plot,54247974,30323.07,91,0.965,10.61,82.75,10.74,Investor,Developer,Y,Y,N,44229648,50067470,62.07,71.2,SaleDeed
2023-08,PARC-39d7930e36ca,BuilderFloor,13881303,8869.84,132,0.814,7.43,71.52,40.87,Upgrader,Individual,Y,N,Y,10068616,10432541,50.93,14.0,ReleaseDeed
2025-10,PARC-1078e7910143,Studio,28637602,16572.69,92,1.037,10.58,72.28,12.96,Investor,Company,Y,Y,N,24462004,19737488,24.01,29.9,PartitionDeed
2024-10,PARC-899808b3691b,Plot,62059084,17398.12,3,0.821,6.89,65.01,45.22,Institutional,Trust,N,Y,N,50802904,35550913,0.13,52.6,GiftDeed
2022-10,PARC-191f57940a09,Villa,22006952,8898.89,211,0.972,10.8,52.01,45.18,Upgrader,Trust,Y,N,Y,19437138,19886935,37.18,59.8,LeaseDeed
2025-01,PARC-36c565242229,Apartment,16599140,20697.18,194,0.811,7.44,74.58,49.23,Senior,Company,N,Y,N,16417881,11027388,14.66,92.9,SaleDeed
2025-11,PARC-0bb9bd7000af,IndependentHouse,64898303,20524.45,7,1.126,9.11,72.51,18.09,Upgrader,Company,N,Y,N,58459827,39123824,27.73,68.1,ReleaseDeed
2025-08,PARC-39059dd7ef1a,FarmHouse,24664416,11579.54,164,0.98,11.22,84.73,56.27,Upgrader,Trust,N,Y,Y,21464295,17600699,21.2,38.4,GiftDeed
2021-03,PARC-7c23420ce7e3,Apartment,20615898,10359.75,108,0.798,7.55,85.8,45.36,Institutional,Trust,N,N,Y,15161780,15652019,33.33,48.6,PartitionDeed
2025-07,PARC-82498a465fe8,Studio,61787360,46986.59,177,1.157,6.46,53.16,22.69,FirstTime,Developer,Y,N,Y,50354119,35955981,12.73,29.0,PartitionDeed
2019-01,PARC-f927bdcd4303,BuilderFloor,26997133,29864.09,121,1.02,11.26,53.42,33.05,FirstTime,BankAuction,Y,N,N,26597962,21079537,0.97,46.5,SaleDeed
2019-11,PARC-1cafd0c3ebb8,Studio,57199495,12967.47,217,1.166,7.58,69.79,37.0,Investor,Developer,N,Y,N,50449665,52917758,86.27,57.5,LeaseDeed
2021-03,PARC-851794079901,Villa,63466479,24849.84,97,0.997,7.14,52.54,43.86,Senior,Company,Y,N,N,47138325,54798978,91.1,8.6,PartitionDeed
2020-06,PARC-b68b5bdea69a,RowHouse,62668150,54305.16,115,1.179,7.14,79.35,29.33,Institutional,Trust,Y,Y,N,48276686,41269772,66.59,57.7,LeaseDeed
2019-08,PARC-5718887a9461,RowHouse,51307251,74574.49,116,1.024,10.29,42.75,43.39,Senior,Trust,N,N,N,47532659,38495330,97.58,70.4,LeaseDeed
2019-10,PARC-d02371b9a78d,BuilderFloor,53291414,12887.89,37,1.015,6.76,40.51,34.04,NRI,BankAuction,Y,N,Y,40783107,45905119,12.16,73.2,ConveyanceDeed
2020-05,PARC-e5c9e3c1532f,IndependentHouse,57429515,27716.95,80,1.035,7.4,89.67,24.17,NRI,Developer,Y,Y,N,58363176,48244606,1.36,34.6,ReleaseDeed
2023-03,PARC-88d9142dd97b,IndependentHouse,24816000,6860.93,236,0.954,6.94,61.34,37.61,Investor,Individual,Y,N,Y,18860893,18033238,13.3,24.1,GiftDeed
2024-02,PARC-3d15667165f0,Plot,12668872,4101.29,201,0.854,11.0,41.53,55.35,FirstTime,Trust,Y,Y,Y,9347633,7210183,28.7,98.4,GiftDeed
2022-05,PARC-bb0924e7c23f,Plot,8088874,10226.14,23,0.864,8.11,55.83,45.3,FirstTime,BankAuction,N,N,Y,8212411,5354347,74.72,94.0,ConveyanceDeed
2024-07,PARC-47d83a8f9dbd,BuilderFloor,9390199,4756.94,147,0.868,10.66,50.56,43.44,Senior,Developer,Y,Y,Y,8868151,5532985,38.58,55.5,LeaseDeed
2021-04,PARC-4afb0b24f201,IndependentHouse,45103658,14507.45,8,1.171,7.19,62.83,53.21,Institutional,Trust,N,N,N,41397299,33520230,15.77,33.3,ReleaseDeed
2023-04,PARC-7524d34b0ddb,FarmHouse,3925644,997.37,87,0.916,10.6,84.47,18.37,Investor,Developer,Y,N,N,3475713,2798795,61.81,1.1,SaleDeed
2025-04,PARC-e3215df084d5,IndependentHouse,58643768,16199.94,177,0.897,8.5,89.83,23.42,Investor,Company,N,Y,Y,52880515,43647728,20.08,59.5,PartitionDeed
2025-09,PARC-bcb76790d15f,Apartment,23344301,7050.53,63,0.833,11.49,77.34,51.94,Upgrader,Company,Y,N,Y,18557505,20788301,28.52,40.8,ReleaseDeed
2023-06,PARC-4f9c3a3c5a8e,RowHouse,40455575,24195.92,236,0.811,10.52,56.63,14.46,Institutional,Company,N,Y,N,33044002,26407225,70.8,39.2,PartitionDeed
2024-10,PARC-d762bd284c8e,Plot,37948714,8964.97,13,1.081,9.61,68.4,21.57,Institutional,Developer,N,N,Y,30316664,34632798,7.66,87.1,ConveyanceDeed
2024-04,PARC-178a7284635c,RowHouse,42633193,13166.52,220,1.126,10.43,63.62,42.01,Senior,Trust,Y,N,Y,44098418,30941648,53.04,8.7,SaleDeed
2025-08,PARC-00a63a3b89f2,BuilderFloor,59468941,140588.51,210,0.991,9.36,43.96,49.64,Senior,Trust,N,N,N,46599495,53680234,69.28,98.9,SaleDeed
2019-05,PARC-c76a220245b2,RowHouse,14440907,6773.41,158,1.172,11.39,78.5,16.22,Senior,Company,Y,N,N,13938149,11196197,39.81,8.0,ConveyanceDeed
2025-05,PARC-596f2608e332,FarmHouse,44634906,33111.95,59,0.927,7.15,88.29,32.08,Upgrader,Individual,Y,N,N,35240216,41559920,72.2,98.6,PartitionDeed
2024-03,PARC-afda45888d9f,Plot,30596957,9382.69,158,0.822,9.44,58.02,43.61,Senior,Trust,Y,Y,Y,25850916,22771780,59.22,5.4,SaleDeed
2022-04,PARC-d59d70320c09,FarmHouse,44287803,10309.08,202,0.851,10.24,78.92,59.79,Investor,Company,Y,Y,N,38085679,25738522,26.84,12.0,PartitionDeed
2020-10,PARC-78a1e029430d,BuilderFloor,20859003,19604.33,185,0.882,6.86,71.01,37.87,Institutional,Developer,N,Y,Y,20132547,13149483,84.12,44.5,GiftDeed
2021-08,PARC-795ff41f0bcd,Plot,38102166,25919.84,212,0.848,11.4,74.73,39.18,Institutional,Individual,N,Y,N,39499977,30999556,79.58,32.4,LeaseDeed
2019-12,PARC-a77144d954b0,Studio,26897902,29623.24,148,1.058,9.38,47.38,40.8,Senior,Individual,N,Y,Y,27143509,16020626,62.66,30.0,PartitionDeed
2021-12,PARC-9a05eeb90a10,RowHouse,56710803,15439.91,44,0.864,9.65,57.69,19.12,Senior,BankAuction,Y,Y,N,54975064,43667319,40.35,53.7,PartitionDeed
2024-04,PARC-3465d49cdd01,IndependentHouse,27106616,17659.03,132,1.093,10.18,70.94,37.97,FirstTime,Company,N,Y,N,20874890,19289694,27.95,41.6,ReleaseDeed
2021-03,PARC-023507689b12,Villa,27345113,82364.8,200,1.086,9.48,85.92,47.06,NRI,Developer,Y,N,N,23301402,16886508,50.42,83.0,SaleDeed
2024-08,PARC-cd10a1919bed,IndependentHouse,43428599,160846.66,225,0.85,10.37,61.05,50.33,NRI,Trust,Y,N,Y,41272534,29563777,99.86,73.1,SaleDeed
2019-05,PARC-7484ebbe18bd,IndependentHouse,15024844,10543.75,11,1.179,8.24,41.55,11.13,NRI,Trust,Y,Y,Y,12809185,11999757,80.16,84.9,GiftDeed
2021-03,PARC-edf2dac002a3,Plot,34758540,24792.11,197,0.875,8.39,45.83,48.27,Upgrader,Developer,N,N,Y,34188362,30128616,6.22,22.8,ReleaseDeed
2025-11,PARC-349bed1ac884,Studio,62232551,90192.1,96,0.788,9.27,70.96,34.58,Upgrader,Developer,Y,Y,Y,63164236,35710960,61.87,46.6,SaleDeed
2022-05,PARC-2bc04eabf83e,BuilderFloor,62340086,34480.14,194,1.029,7.64,54.7,30.19,Senior,BankAuction,Y,N,N,58521336,45467578,1.81,34.9,LeaseDeed
2025-04,PARC-14e3c8b6e492,Studio,29206062,7832.14,220,0.869,7.33,48.6,18.65,Institutional,Developer,N,Y,N,29551262,17591540,32.2,94.0,GiftDeed
2024-01,PARC-a7670989159c,BuilderFloor,25137875,6870.15,65,0.948,8.45,71.1,44.18,Institutional,Developer,Y,Y,Y,18973926,21270842,39.21,22.0,LeaseDeed
2023-02,PARC-08606c4e9f9f,BuilderFloor,11216010,3557.25,130,1.069,10.35,41.39,51.68,Senior,Individual,Y,N,N,11445608,9203624,62.44,28.8,SaleDeed
2024-07,PARC-9f4f43aee542,FarmHouse,45607884,14520.18,172,1.083,9.94,44.51,23.23,Investor,Individual,N,N,N,33514471,27480582,44.49,58.1,SaleDeed
2020-01,PARC-f8f4ad8b9131,Villa,38856882,19379.99,27,0.847,9.55,76.16,57.45,Upgrader,Individual,Y,Y,Y,33098030,35109566,90.55,17.6,SaleDeed
2022-05,PARC-8a91411e8819,RowHouse,15069664,8509.13,124,0.922,7.72,66.57,39.8,Institutional,Company,N,N,N,13990405,12266571,61.03,31.0,SaleDeed
2022-05,PARC-057cb1924460,Studio,10282895,4381.29,133,0.942,9.95,54.77,51.24,FirstTime,Developer,Y,Y,N,10497455,9619375,35.88,79.9,LeaseDeed
2020-02,PARC-293403f5c834,Studio,7262964,5328.66,223,1.16,11.29,64.23,58.3,Investor,Individual,Y,Y,N,6724941,5709930,9.74,27.4,ConveyanceDeed
2023-06,PARC-c9406ca03f8f,Studio,17391867,22884.04,33,0.817,6.44,82.31,36.35,FirstTime,BankAuction,N,N,Y,12234115,11787588,51.49,95.4,GiftDeed
2019-11,PARC-17db7a084d13,Studio,33382862,11035.66,106,1.085,9.12,87.81,50.23,Upgrader,Trust,Y,N,Y,32841274,20343291,7.14,38.6,PartitionDeed
2019-04,PARC-07d76bc89932,Studio,63682930,146061.77,153,0.89,11.36,88.61,11.2,NRI,Company,Y,N,N,48696803,39624018,44.72,6.9,SaleDeed
2021-07,PARC-86e38f2ba490,FarmHouse,36293529,8094.01,196,1.1,9.24,75.82,17.08,Upgrader,BankAuction,N,Y,Y,36014366,28893037,27.35,66.2,ReleaseDeed
2022-08,PARC-e89307084e9d,BuilderFloor,7480012,2433.32,227,1.105,7.73,85.43,41.06,Senior,Company,Y,Y,Y,6886888,7104058,76.15,1.9,ReleaseDeed
2021-07,PARC-42878b967e7e,Apartment,3757599,2200.0,184,0.9,9.53,43.67,50.45,Senior,BankAuction,N,N,N,3234213,2751981,83.68,91.6,ConveyanceDeed
2023-08,PARC-3632c3f68b01,IndependentHouse,62542808,15604.49,125,1.067,6.65,62.41,59.27,Upgrader,Individual,N,Y,N,47980368,52636608,82.05,43.4,SaleDeed
2020-03,PARC-bc1f6fdd8966,Studio,27533496,26628.14,112,0.883,10.28,57.18,49.43,Investor,BankAuction,Y,N,Y,21605400,20946653,78.59,83.2,SaleDeed
2021-05,PARC-443ddd7f5992,Plot,4464732,4004.24,169,1.003,9.62,75.54,58.84,NRI,BankAuction,Y,N,N,3794888,3691224,37.63,64.1,GiftDeed
2023-05,PARC-b6556b09b4b0,Apartment,30577991,7222.01,150,0.858,9.74,51.6,41.07,Senior,Developer,N,N,Y,29050357,26086246,88.61,28.2,SaleDeed
2021-01,PARC-1ebd4091a3d1,Villa,33427987,36937.0,140,1.042,9.82,52.33,21.75,Institutional,Developer,N,Y,Y,25837511,21322428,82.3,61.4,PartitionDeed
2020-05,PARC-8bdd0e49c1b3,IndependentHouse,63018165,64369.93,12,1.024,7.61,54.16,35.92,Institutional,Developer,N,Y,N,45212057,39462835,44.4,17.7,GiftDeed
2024-04,PARC-218eec2f2c5e,Studio,15409317,5410.57,170,0.942,7.57,76.87,51.59,NRI,Individual,Y,Y,Y,15557599,13879754,34.35,84.7,SaleDeed
2022-04,PARC-ac9aefa62fc4,FarmHouse,39605169,13999.71,62,0.842,8.93,72.81,48.68,Institutional,Individual,N,N,N,29957628,32638901,45.46,80.2,GiftDeed
2023-10,PARC-77a3285d999c,RowHouse,15165579,4463.09,64,1.114,9.93,70.91,12.95,Institutional,Individual,Y,N,Y,11883545,12172682,49.02,9.9,LeaseDeed
2022-11,PARC-d90aee201d1b,FarmHouse,33054090,59880.6,54,0.837,10.3,54.43,50.97,Institutional,BankAuction,N,Y,Y,23666355,24918048,16.81,59.6,GiftDeed
2020-10,PARC-e9f94de181ed,BuilderFloor,1661432,672.1,29,1.115,8.06,51.58,58.16,Institutional,Developer,Y,Y,N,1207169,1408137,65.55,16.9,ConveyanceDeed
2024-12,PARC-775c50e6b368,Plot,6240602,1707.88,28,0.898,7.13,44.87,25.52,FirstTime,Individual,Y,Y,Y,5171282,5156332,8.87,23.7,SaleDeed
2021-02,PARC-130233082f3d,IndependentHouse,9024262,2809.55,15,0.84,11.34,62.68,24.46,FirstTime,Company,Y,Y,N,8832819,8416750,76.61,93.7,ConveyanceDeed
2022-08,PARC-bf5e964dcc41,IndependentHouse,64630066,18012.84,103,1.133,9.29,87.4,14.06,Institutional,Trust,N,Y,N,59540618,42043488,49.32,21.4,ReleaseDeed
2025-10,PARC-9c3fd61649de,Villa,10898431,3460.92,237,0.885,8.54,77.59,13.23,Senior,Individual,Y,Y,Y,8135584,6357582,49.58,44.1,ReleaseDeed
2019-05,PARC-e8efd76fb512,Studio,18104922,6507.88,129,1.145,8.2,62.45,23.65,Upgrader,Company,N,N,N,14816789,11168444,77.09,0.7,PartitionDeed
2024-07,PARC-eb8c9afca868,Plot,40004243,9919.23,187,0.835,7.45,46.06,21.4,Upgrader,Individual,Y,N,Y,33450364,22139497,47.51,82.6,PartitionDeed
2024-09,PARC-5a670b32ced7,Plot,63383274,32875.14,206,0.934,10.87,64.61,56.24,NRI,BankAuction,N,N,Y,54533331,36773991,25.63,7.3,SaleDeed
2021-01,PARC-07cd61e25442,FarmHouse,27495421,10620.09,132,0.914,10.06,52.06,42.11,Upgrader,Individual,N,Y,Y,26872837,17401236,65.51,85.3,LeaseDeed
2019-05,PARC-1c5c70fc3a55,Plot,32554131,8662.62,74,1.176,8.91,51.95,49.24,Institutional,Company,N,Y,N,33797461,25634788,29.88,56.9,LeaseDeed
2021-03,PARC-d6c5ca05ad16,BuilderFloor,46673026,13874.26,219,0.875,8.02,78.45,59.44,NRI,Individual,N,Y,Y,47035695,33095635,25.88,15.1,ConveyanceDeed
2023-09,PARC-fdbae0b626ee,Apartment,1154178,286.54,20,0.993,11.04,77.94,45.72,FirstTime,Trust,N,N,N,1174440,699820,20.71,91.0,SaleDeed
2023-08,PARC-2d41e27a8533,Plot,36557722,62067.44,83,1.001,7.46,88.21,11.59,FirstTime,Company,N,N,Y,26593100,30244773,10.16,34.4,GiftDeed
2022-02,PARC-917f3c2bcceb,Studio,49042220,11828.8,22,0.953,11.09,41.05,58.01,NRI,Company,N,Y,N,42383185,40485149,4.84,93.2,ConveyanceDeed
2022-12,PARC-c92555d0c2b4,RowHouse,46955937,12256.84,177,1.028,10.55,40.55,48.21,NRI,Company,Y,Y,N,34901766,28916461,62.33,4.3,PartitionDeed
2020-01,PARC-54b01146c609,RowHouse,49387218,20543.77,121,1.155,7.28,79.19,13.83,Institutional,Developer,Y,N,Y,38821126,34017726,22.48,82.3,PartitionDeed
2025-11,PARC-8ba53be45198,Studio,32588592,22630.97,16,0.791,6.76,75.56,36.52,NRI,BankAuction,N,Y,Y,32884243,29438750,65.9,19.6,GiftDeed
2022-09,PARC-05caf2d9e20a,FarmHouse,46209766,11716.47,230,1.153,6.3,87.67,18.12,Investor,Developer,Y,Y,N,35871271,32738815,90.83,90.9,SaleDeed
2023-11,PARC-ed1568e71361,Apartment,16179344,22533.91,156,0.956,8.1,76.44,15.71,FirstTime,Individual,Y,N,N,12106002,10111997,1.87,64.9,ReleaseDeed
