econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_usd,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2016-01-11,7891,PHONE_ORDER,1442230.58,686,218,1457.56,30.83,69.17,0.83,1.78,5.46,94.54,LT35K,25_34,UNKNOWN,EVENING,0,0.6458,METRO
2016-01-18,8479,INSTORE_CARD_PRESENT,179680.55,615,104,306.2,52.81,47.19,4.26,1.65,23.15,76.85,60_100K,65_PLUS,DESKTOP,MORNING,0,0.4674,ZIP5
2016-01-25,7789,RECURRING,393329.87,647,171,590.74,74.29,25.71,4.03,1.76,31.53,68.47,LT35K,65_PLUS,MOBILE,AFTERNOON,0,0.4256,ZIP5
2016-02-01,9620,INSTORE_CARD_PRESENT,547753.29,650,279,571.31,14.26,85.74,3.15,0.07,6.73,93.27,60_100K,45_54,MOBILE,EVENING,0,0.8682,ZIP5
2016-02-08,3470,INSTORE_CARD_PRESENT,689941.04,658,250,1215.84,30.94,69.06,3.08,1.15,38.99,61.01,60_100K,45_54,TABLET,AFTERNOON,0,0.6095,ZIP5
2016-02-15,1555,PHONE_ORDER,895542.19,636,307,1318.62,73.34,26.66,3.56,0.03,39.86,60.14,LT35K,45_54,DESKTOP,LATE_NIGHT,0,0.3374,METRO
2016-02-22,7006,MOBILE_WALLET,1172432.67,617,295,2250.32,44.82,55.18,1.97,1.33,9.59,90.41,LT35K,55_64,POS_TERMINAL,MIDDAY,0,0.1317,NATIONAL
2016-02-29,8624,ONLINE_ECOM,604661.22,664,239,1226.49,56.09,43.91,0.83,1.33,23.3,76.7,60_100K,65_PLUS,MOBILE,MORNING,0,0.0504,ZIP3
2016-03-07,6771,INSTORE_CARD_PRESENT,228757.8,640,377,441.7,26.6,73.4,0.22,0.55,29.86,70.14,35_60K,55_64,POS_TERMINAL,MORNING,0,0.7536,METRO
2016-03-14,6671,IN_APP,1049142.13,637,193,2075.31,49.03,50.97,3.86,1.24,43.5,56.5,150K_PLUS,65_PLUS,MOBILE,MIDDAY,0,0.3579,STORE_CLUSTER
2016-03-21,2138,PHONE_ORDER,524931.44,674,284,776.61,13.2,86.8,5.96,1.58,18.65,81.35,LT35K,45_54,DESKTOP,LATE_NIGHT,0,0.211,STATE
2016-03-28,4024,IN_APP,1908810.43,641,256,4134.37,23.95,76.05,6.43,1.02,39.56,60.44,35_60K,18_24,POS_TERMINAL,MORNING,0,0.908,STATE
2016-04-04,3271,RECURRING,1009998.68,676,344,1689.75,58.92,41.08,5.98,0.88,43.31,56.69,100_150K,35_44,TABLET,AFTERNOON,0,0.563,NATIONAL
2016-04-11,5456,RECURRING,204917.13,687,302,386.18,17.65,82.35,0.97,1.38,6.52,93.48,60_100K,25_34,DESKTOP,MIDDAY,1,0.5822,STATE
2016-04-18,4700,IN_APP,217904.91,652,191,414.17,82.38,17.62,1.79,0.52,18.76,81.24,100_150K,55_64,POS_TERMINAL,LATE_NIGHT,0,0.1043,NATIONAL
2016-04-25,8318,PHONE_ORDER,609422.3,673,307,1073.89,7.18,92.82,3.31,1.25,25.34,74.66,LT35K,65_PLUS,POS_TERMINAL,EVENING,0,0.0605,STATE
2016-05-02,5618,MOBILE_WALLET,1239654.35,674,255,2541.94,21.29,78.71,6.14,0.07,11.49,88.51,60_100K,25_34,UNKNOWN,MIDDAY,0,0.5327,NATIONAL
2016-05-09,3200,INSTORE_CARD_PRESENT,2048362.1,641,300,3821.08,56.92,43.08,1.96,0.12,7.67,92.33,60_100K,35_44,POS_TERMINAL,AFTERNOON,0,0.6726,STORE_CLUSTER
2016-05-16,1792,PHONE_ORDER,2135507.45,635,305,4027.8,16.64,83.36,0.21,0.03,42.86,57.14,150K_PLUS,65_PLUS,POS_TERMINAL,AFTERNOON,0,0.2074,ZIP5
2016-05-23,4768,PHONE_ORDER,3776503.26,636,168,5550.1,33.78,66.22,1.71,1.47,15.09,84.91,100_150K,65_PLUS,POS_TERMINAL,MORNING,0,0.0363,STATE
2016-05-30,5141,ONLINE_ECOM,749612.91,641,123,966.01,48.24,51.76,7.66,0.01,11.6,88.4,LT35K,65_PLUS,TABLET,MIDDAY,1,0.8428,STATE
2016-06-06,2806,ONLINE_ECOM,877712.49,616,252,983.49,29.78,70.22,4.69,0.94,24.23,75.77,35_60K,45_54,POS_TERMINAL,EVENING,0,0.1549,ZIP3
2016-06-13,2978,MOBILE_WALLET,1429205.38,626,365,1414.79,6.21,93.79,7.28,1.34,20.07,79.93,35_60K,65_PLUS,POS_TERMINAL,LATE_NIGHT,1,0.2891,METRO
2016-06-20,7548,PHONE_ORDER,490156.63,679,180,532.24,73.98,26.02,1.15,1.53,40.89,59.11,35_60K,25_34,DESKTOP,AFTERNOON,0,0.5447,STORE_CLUSTER
2016-06-27,8372,IN_APP,2439115.57,664,344,4297.76,37.79,62.21,4.6,1.11,17.72,82.28,35_60K,55_64,POS_TERMINAL,LATE_NIGHT,0,0.5499,ZIP5
2016-07-04,1459,INSTORE_CARD_PRESENT,299411.98,654,336,458.72,62.51,37.49,5.37,0.81,33.87,66.13,LT35K,25_34,MOBILE,AFTERNOON,0,0.8418,STORE_CLUSTER
2016-07-11,9919,RECURRING,188125.01,640,330,381.79,43.33,56.67,7.95,0.05,9.55,90.45,100_150K,25_34,UNKNOWN,EVENING,0,0.2444,ZIP3
2016-07-18,9439,PHONE_ORDER,322196.62,651,153,430.46,35.26,64.74,5.69,0.24,35.47,64.53,LT35K,45_54,DESKTOP,AFTERNOON,0,0.7116,STORE_CLUSTER
2016-07-25,7168,MOBILE_WALLET,3918004.59,624,189,4625.67,21.8,78.2,4.34,0.82,22.42,77.58,35_60K,25_34,UNKNOWN,MIDDAY,0,0.9044,STORE_CLUSTER
2016-08-01,6039,ONLINE_ECOM,688475.01,641,210,689.33,9.04,90.96,2.47,0.47,31.8,68.2,150K_PLUS,18_24,POS_TERMINAL,MORNING,0,0.3992,ZIP3
2016-08-08,7577,MOBILE_WALLET,4392820.07,641,284,5825.56,40.5,59.5,0.91,0.99,25.43,74.57,100_150K,55_64,MOBILE,EVENING,0,0.3213,METRO
2016-08-15,3061,MOBILE_WALLET,1329839.54,641,300,2220.99,20.05,79.95,2.14,0.72,9.02,90.98,100_150K,55_64,DESKTOP,LATE_NIGHT,1,0.9031,STATE
2016-08-22,1646,RECURRING,1268297.38,684,318,1247.14,83.99,16.01,2.75,1.16,35.63,64.37,LT35K,25_34,UNKNOWN,MORNING,0,0.0728,ZIP5
2016-08-29,7236,IN_APP,1031817.47,676,244,1811.26,17.67,82.33,6.54,1.61,23.73,76.27,150K_PLUS,25_34,UNKNOWN,AFTERNOON,1,0.4751,ZIP5
2016-09-05,7804,MOBILE_WALLET,417498.9,665,313,623.81,21.93,78.07,0.86,0.84,41.44,58.56,35_60K,35_44,TABLET,MIDDAY,0,0.414,NATIONAL
2016-09-12,4238,INSTORE_CARD_PRESENT,203550.63,700,323,393.57,51.41,48.59,6.96,1.71,34.59,65.41,150K_PLUS,45_54,UNKNOWN,LATE_NIGHT,0,0.5724,STORE_CLUSTER
2016-09-19,9633,INSTORE_CARD_PRESENT,982953.74,662,194,1575.72,67.96,32.04,7.95,1.25,16.21,83.79,60_100K,35_44,DESKTOP,AFTERNOON,0,0.2649,STORE_CLUSTER
2016-09-26,6980,IN_APP,1300702.46,667,379,1590.57,18.34,81.66,5.82,1.48,8.41,91.59,LT35K,55_64,POS_TERMINAL,MIDDAY,1,0.7554,NATIONAL
2016-10-03,6328,PHONE_ORDER,2434455.03,634,229,2377.6,72.75,27.25,7.51,0.2,19.15,80.85,100_150K,25_34,UNKNOWN,MORNING,0,0.4504,ZIP5
2016-10-10,6607,RECURRING,1701131.93,693,318,1739.76,78.26,21.74,0.61,1.68,31.14,68.86,150K_PLUS,55_64,UNKNOWN,MORNING,0,0.0574,METRO
2016-10-17,6597,MOBILE_WALLET,920531.22,673,215,1607.86,8.46,91.54,2.91,1.44,12.19,87.81,60_100K,18_24,POS_TERMINAL,LATE_NIGHT,0,0.0275,STORE_CLUSTER
2016-10-24,9032,IN_APP,1221346.65,671,426,1456.64,75.69,24.31,1.28,0.69,20.89,79.11,35_60K,45_54,DESKTOP,MORNING,1,0.3254,NATIONAL
2016-10-31,7250,INSTORE_CARD_PRESENT,727026.81,651,318,1004.16,37.37,62.63,8.0,0.87,13.38,86.62,35_60K,18_24,UNKNOWN,LATE_NIGHT,0,0.8808,STATE
2016-11-07,6957,PHONE_ORDER,390412.37,655,323,563.43,43.12,56.88,2.57,0.07,40.11,59.89,150K_PLUS,25_34,MOBILE,MORNING,0,0.0579,STATE
2016-11-14,6453,IN_APP,1249991.55,661,348,2602.4,16.41,83.59,6.55,0.75,27.29,72.71,35_60K,65_PLUS,UNKNOWN,EVENING,1,0.8272,ZIP3
2016-11-21,4774,RECURRING,720180.39,622,421,1582.73,71.03,28.97,4.66,1.55,17.13,82.87,100_150K,35_44,POS_TERMINAL,EVENING,0,0.4178,STORE_CLUSTER
2016-11-28,8248,ONLINE_ECOM,709656.75,624,417,1224.2,78.89,21.11,4.91,0.85,18.93,81.07,LT35K,55_64,TABLET,EVENING,0,0.767,METRO
2016-12-05,7170,ONLINE_ECOM,532663.26,708,155,761.23,82.14,17.86,1.37,0.96,35.36,64.64,35_60K,65_PLUS,MOBILE,AFTERNOON,0,0.0669,ZIP3
2016-12-12,3625,RECURRING,953864.69,671,350,1831.37,16.1,83.9,0.62,1.67,27.37,72.63,60_100K,45_54,DESKTOP,MORNING,0,0.0817,NATIONAL
2016-12-19,7460,RECURRING,544478.59,666,246,539.15,55.54,44.46,7.9,1.06,8.31,91.69,LT35K,55_64,TABLET,AFTERNOON,0,0.9462,ZIP5
2016-12-26,9082,PHONE_ORDER,1012704.5,628,368,1769.98,84.22,15.78,4.74,1.8,36.29,63.71,35_60K,45_54,UNKNOWN,MORNING,0,0.7833,METRO
2017-01-02,6856,PHONE_ORDER,1099920.69,627,131,1103.25,23.33,76.67,4.19,0.2,42.88,57.12,150K_PLUS,65_PLUS,POS_TERMINAL,MIDDAY,1,0.5672,STATE
2017-01-09,3211,IN_APP,562952.01,661,396,908.51,43.41,56.59,1.09,1.53,27.51,72.49,35_60K,45_54,POS_TERMINAL,MIDDAY,0,0.5093,STORE_CLUSTER
2017-01-16,9011,INSTORE_CARD_PRESENT,1101793.6,691,297,1771.02,7.55,92.45,0.44,1.32,38.21,61.79,60_100K,35_44,MOBILE,LATE_NIGHT,1,0.3733,NATIONAL
2017-01-23,1266,RECURRING,1383325.5,658,438,2334.96,76.83,23.17,6.15,1.68,17.91,82.09,150K_PLUS,55_64,UNKNOWN,MORNING,0,0.9366,STATE
2017-01-30,1207,MOBILE_WALLET,985223.97,714,445,1587.51,23.86,76.14,6.72,0.82,20.11,79.89,100_150K,35_44,UNKNOWN,MIDDAY,0,0.7281,ZIP3
2017-02-06,9835,IN_APP,2331581.98,650,427,2702.35,33.12,66.88,4.7,0.23,19.32,80.68,35_60K,25_34,TABLET,AFTERNOON,0,0.2949,ZIP5
2017-02-13,8870,PHONE_ORDER,743518.55,667,265,1089.27,55.25,44.75,5.33,0.99,13.85,86.15,100_150K,65_PLUS,MOBILE,EVENING,0,0.503,ZIP5
2017-02-20,9750,ONLINE_ECOM,641852.04,650,262,1309.76,36.72,63.28,0.38,0.65,34.17,65.83,35_60K,65_PLUS,POS_TERMINAL,LATE_NIGHT,0,0.0887,STORE_CLUSTER
2017-02-27,9185,PHONE_ORDER,994089.44,628,388,1446.89,55.8,44.2,4.17,0.04,12.7,87.3,35_60K,18_24,UNKNOWN,EVENING,0,0.5681,METRO
2017-03-06,9241,RECURRING,306733.87,656,199,459.98,22.86,77.14,1.64,1.02,33.78,66.22,35_60K,45_54,MOBILE,MORNING,0,0.575,NATIONAL
2017-03-13,4587,MOBILE_WALLET,438525.05,646,313,411.23,25.36,74.64,6.74,0.08,44.4,55.6,150K_PLUS,65_PLUS,MOBILE,EVENING,0,1.0,ZIP3
2017-03-20,7129,MOBILE_WALLET,1527736.16,630,127,1893.1,14.16,85.84,2.93,0.03,11.91,88.09,35_60K,45_54,MOBILE,EVENING,0,0.7361,METRO
2017-03-27,7953,ONLINE_ECOM,339747.69,627,95,530.43,78.08,21.92,6.74,1.12,21.97,78.03,LT35K,55_64,TABLET,LATE_NIGHT,0,0.1461,METRO
2017-04-03,3311,IN_APP,1935185.42,680,362,2177.76,11.21,88.79,7.36,0.29,34.07,65.93,35_60K,18_24,UNKNOWN,MORNING,1,0.5447,NATIONAL
2017-04-10,6940,INSTORE_CARD_PRESENT,2230952.07,655,114,4126.08,14.41,85.59,3.13,1.23,12.37,87.63,LT35K,25_34,TABLET,LATE_NIGHT,0,0.5356,STATE
2017-04-17,2785,INSTORE_CARD_PRESENT,1789559.54,670,281,3331.31,32.98,67.02,3.28,0.07,29.33,70.67,35_60K,65_PLUS,UNKNOWN,MORNING,0,0.0575,STATE
2017-04-24,5366,INSTORE_CARD_PRESENT,863276.36,628,134,1837.29,72.09,27.91,7.7,0.28,23.99,76.01,150K_PLUS,45_54,DESKTOP,MORNING,0,0.6164,ZIP3
2017-05-01,7298,IN_APP,283114.97,665,241,323.64,64.41,35.59,0.38,0.86,8.63,91.37,LT35K,45_54,DESKTOP,MIDDAY,1,0.1135,STATE
2017-05-08,4909,PHONE_ORDER,701236.22,655,161,1157.01,46.55,53.45,0.74,0.94,26.59,73.41,35_60K,25_34,POS_TERMINAL,EVENING,1,0.9224,STORE_CLUSTER
2017-05-15,3059,MOBILE_WALLET,675842.5,671,336,1051.23,23.37,76.63,4.05,1.22,14.22,85.78,60_100K,45_54,POS_TERMINAL,MIDDAY,0,0.8514,ZIP3
2017-05-22,5445,RECURRING,1926785.51,644,437,2135.41,30.92,69.08,1.6,1.61,41.81,58.19,60_100K,45_54,POS_TERMINAL,MIDDAY,0,0.475,STORE_CLUSTER
2017-05-29,7825,IN_APP,845015.0,645,230,928.29,40.65,59.35,7.03,1.44,28.91,71.09,60_100K,45_54,UNKNOWN,AFTERNOON,0,0.653,NATIONAL
2017-06-05,2050,ONLINE_ECOM,559960.61,652,286,935.17,74.53,25.47,6.86,0.43,20.82,79.18,60_100K,65_PLUS,UNKNOWN,MORNING,0,0.9271,NATIONAL
2017-06-12,9743,MOBILE_WALLET,3691765.54,653,316,6528.04,64.99,35.01,5.18,1.0,43.72,56.28,100_150K,35_44,POS_TERMINAL,MORNING,0,0.1459,STORE_CLUSTER
2017-06-19,3512,ONLINE_ECOM,375489.72,645,441,645.29,37.96,62.04,0.23,1.11,20.29,79.71,150K_PLUS,18_24,TABLET,AFTERNOON,0,0.1146,NATIONAL
2017-06-26,2386,PHONE_ORDER,428146.83,633,383,556.52,74.11,25.89,4.94,1.62,30.7,69.3,60_100K,25_34,UNKNOWN,MIDDAY,0,0.9772,NATIONAL
2017-07-03,1229,INSTORE_CARD_PRESENT,469011.08,677,451,692.04,63.99,36.01,1.56,0.17,34.21,65.79,LT35K,35_44,MOBILE,MORNING,0,0.2279,METRO
2017-07-10,7255,IN_APP,397344.19,621,188,446.75,36.89,63.11,0.69,1.25,23.39,76.61,60_100K,18_24,UNKNOWN,AFTERNOON,0,0.5159,STATE
2017-07-17,2767,INSTORE_CARD_PRESENT,443672.52,699,458,841.5,49.32,50.68,6.38,1.69,5.87,94.13,150K_PLUS,35_44,POS_TERMINAL,LATE_NIGHT,0,0.246,STORE_CLUSTER
2017-07-24,2130,MOBILE_WALLET,508321.54,637,172,734.58,72.74,27.26,7.5,0.4,19.16,80.84,60_100K,55_64,MOBILE,MORNING,1,0.9732,STORE_CLUSTER
2017-07-31,2463,RECURRING,1207088.05,645,329,1126.44,38.83,61.17,2.44,0.97,14.21,85.79,150K_PLUS,18_24,DESKTOP,MORNING,0,0.7326,ZIP5
2017-08-07,8735,PHONE_ORDER,1552818.46,676,203,1803.76,47.6,52.4,5.76,1.66,39.89,60.11,LT35K,55_64,TABLET,MIDDAY,1,0.4834,STORE_CLUSTER
2017-08-14,8983,ONLINE_ECOM,818638.21,688,331,1222.3,21.23,78.77,6.04,1.41,13.17,86.83,35_60K,18_24,DESKTOP,MIDDAY,0,0.4869,ZIP5
2017-08-21,3956,IN_APP,196583.49,692,469,332.66,63.59,36.41,5.34,0.02,40.03,59.97,60_100K,45_54,POS_TERMINAL,EVENING,0,0.973,NATIONAL
2017-08-28,6051,IN_APP,968311.8,677,348,1486.48,18.26,81.74,7.16,1.03,17.57,82.43,35_60K,55_64,POS_TERMINAL,AFTERNOON,0,0.4764,ZIP3
2017-09-04,2157,ONLINE_ECOM,466048.88,676,115,812.87,82.2,17.8,1.63,1.46,16.47,83.53,LT35K,35_44,MOBILE,LATE_NIGHT,0,0.4162,ZIP3
2017-09-11,6190,INSTORE_CARD_PRESENT,938948.23,658,402,1825.79,19.47,80.53,7.09,0.49,18.89,81.11,35_60K,25_34,TABLET,MORNING,0,0.1129,ZIP3
2017-09-18,4555,INSTORE_CARD_PRESENT,1417296.75,647,177,1670.95,30.79,69.21,5.98,0.59,17.09,82.91,LT35K,65_PLUS,UNKNOWN,MIDDAY,1,0.8277,STORE_CLUSTER
2017-09-25,3167,PHONE_ORDER,855959.77,602,112,1581.63,38.74,61.26,7.95,0.68,27.81,72.19,LT35K,18_24,POS_TERMINAL,EVENING,0,0.0406,ZIP3
2017-10-02,1950,ONLINE_ECOM,994188.52,674,463,1250.65,10.29,89.71,2.8,0.76,26.0,74.0,35_60K,65_PLUS,POS_TERMINAL,EVENING,0,0.5615,NATIONAL
2017-10-09,2249,PHONE_ORDER,2208632.03,620,322,4550.29,8.76,91.24,3.1,0.57,13.06,86.94,150K_PLUS,65_PLUS,POS_TERMINAL,LATE_NIGHT,0,0.1867,STATE
2017-10-16,8156,ONLINE_ECOM,473994.47,676,339,922.04,6.95,93.05,1.06,0.41,39.91,60.09,60_100K,35_44,UNKNOWN,MORNING,0,0.8584,NATIONAL
2017-10-23,2625,IN_APP,2619609.88,660,404,4671.37,51.45,48.55,2.11,0.19,23.17,76.83,100_150K,35_44,DESKTOP,MORNING,0,0.9084,STATE
2017-10-30,2278,PHONE_ORDER,596049.47,682,150,1016.68,33.95,66.05,2.24,1.79,19.29,80.71,60_100K,65_PLUS,DESKTOP,LATE_NIGHT,1,0.691,STORE_CLUSTER
2017-11-06,3988,MOBILE_WALLET,231403.39,683,140,455.85,62.22,37.78,6.88,0.8,31.26,68.74,100_150K,25_34,UNKNOWN,AFTERNOON,1,0.9803,NATIONAL
2017-11-13,5978,INSTORE_CARD_PRESENT,410464.58,639,147,746.86,47.56,52.44,4.24,1.34,9.6,90.4,100_150K,25_34,DESKTOP,MIDDAY,1,0.3241,METRO
2017-11-20,4153,PHONE_ORDER,403219.41,673,230,656.62,33.9,66.1,3.45,0.74,44.73,55.27,35_60K,65_PLUS,UNKNOWN,MORNING,0,0.1861,NATIONAL
2017-11-27,6259,IN_APP,284021.7,644,121,599.24,42.39,57.61,4.72,0.87,24.76,75.24,LT35K,35_44,POS_TERMINAL,AFTERNOON,0,0.4806,NATIONAL
2017-12-04,8198,MOBILE_WALLET,1333667.29,636,264,2062.45,14.97,85.03,3.4,0.25,11.52,88.48,60_100K,18_24,UNKNOWN,MORNING,0,0.2222,METRO
2017-12-11,5527,IN_APP,772622.37,632,409,1563.73,17.28,82.72,1.3,0.33,33.19,66.81,60_100K,25_34,TABLET,MIDDAY,0,0.226,STORE_CLUSTER
2017-12-18,2282,INSTORE_CARD_PRESENT,1477076.31,647,145,2078.45,33.17,66.83,7.19,0.24,12.57,87.43,35_60K,25_34,MOBILE,MORNING,0,0.3083,STORE_CLUSTER
2017-12-25,2198,ONLINE_ECOM,457400.69,605,166,968.61,64.91,35.09,1.2,0.68,11.07,88.93,150K_PLUS,18_24,UNKNOWN,EVENING,0,0.7851,ZIP5
2018-01-01,2907,MOBILE_WALLET,908285.06,665,276,1225.68,13.78,86.22,5.33,1.38,12.81,87.19,150K_PLUS,18_24,POS_TERMINAL,MIDDAY,0,0.9941,METRO
2018-01-08,1110,ONLINE_ECOM,290016.4,666,449,549.23,55.93,44.07,0.25,1.11,6.08,93.92,60_100K,45_54,UNKNOWN,EVENING,0,0.2493,ZIP3
2018-01-15,4223,IN_APP,556698.05,670,251,544.57,27.9,72.1,7.07,0.62,33.88,66.12,35_60K,25_34,DESKTOP,AFTERNOON,1,0.0771,STORE_CLUSTER
2018-01-22,6579,ONLINE_ECOM,585885.87,679,299,580.01,23.05,76.95,5.52,0.34,6.41,93.59,100_150K,45_54,DESKTOP,EVENING,0,0.4916,ZIP3
2018-01-29,9331,RECURRING,2396253.61,633,110,3986.32,16.81,83.19,1.41,1.72,14.05,85.95,35_60K,18_24,MOBILE,MIDDAY,0,0.8588,STATE
2018-02-05,2760,INSTORE_CARD_PRESENT,550713.23,637,336,593.98,23.7,76.3,3.82,1.2,25.32,74.68,150K_PLUS,45_54,MOBILE,MORNING,0,0.6003,ZIP3
2018-02-12,2288,MOBILE_WALLET,406855.77,630,178,625.41,37.5,62.5,5.6,1.06,30.83,69.17,35_60K,45_54,POS_TERMINAL,AFTERNOON,0,0.1097,METRO
2018-02-19,3477,PHONE_ORDER,639179.66,629,325,1071.92,54.28,45.72,7.37,1.21,16.77,83.23,LT35K,35_44,POS_TERMINAL,MORNING,1,0.7873,STATE
2018-02-26,7512,INSTORE_CARD_PRESENT,1177279.07,618,190,2441.18,65.9,34.1,7.58,0.0,21.43,78.57,100_150K,45_54,MOBILE,MORNING,0,0.8772,ZIP3
2018-03-05,8495,IN_APP,1530588.4,632,123,3233.23,69.5,30.5,6.65,1.7,17.2,82.8,35_60K,35_44,DESKTOP,EVENING,0,0.6885,ZIP3
2018-03-12,8663,INSTORE_CARD_PRESENT,288650.72,636,277,579.37,50.4,49.6,6.94,0.92,18.6,81.4,150K_PLUS,25_34,TABLET,AFTERNOON,0,0.8465,ZIP3
2018-03-19,4141,IN_APP,876966.66,653,288,1385.04,75.22,24.78,2.55,0.98,13.08,86.92,150K_PLUS,25_34,MOBILE,AFTERNOON,1,0.7094,STATE
2018-03-26,2022,PHONE_ORDER,365074.79,671,187,370.57,43.56,56.44,2.46,1.61,25.4,74.6,100_150K,65_PLUS,DESKTOP,MIDDAY,0,0.761,STORE_CLUSTER
2018-04-02,7881,IN_APP,648508.53,632,437,1209.58,41.76,58.24,0.45,0.03,6.73,93.27,150K_PLUS,25_34,MOBILE,EVENING,0,0.235,ZIP3
2018-04-09,4458,IN_APP,737709.29,654,314,1397.35,58.43,41.57,4.77,1.2,38.03,61.97,35_60K,65_PLUS,DESKTOP,MIDDAY,0,0.1302,STATE
2018-04-16,5984,IN_APP,251869.16,653,154,255.58,46.38,53.62,7.14,1.03,7.68,92.32,60_100K,65_PLUS,UNKNOWN,AFTERNOON,0,0.0384,STORE_CLUSTER
2018-04-23,2915,ONLINE_ECOM,262991.94,660,289,286.08,15.17,84.83,7.73,0.69,27.1,72.9,150K_PLUS,55_64,MOBILE,MORNING,0,0.6932,STORE_CLUSTER
2018-04-30,7791,INSTORE_CARD_PRESENT,475379.8,694,462,689.03,40.87,59.13,3.63,0.82,28.62,71.38,LT35K,55_64,TABLET,LATE_NIGHT,0,0.1637,ZIP5
2018-05-07,9116,INSTORE_CARD_PRESENT,551524.77,614,177,853.68,13.85,86.15,5.33,1.72,26.57,73.43,60_100K,45_54,TABLET,AFTERNOON,0,0.979,ZIP3
2018-05-14,1742,INSTORE_CARD_PRESENT,646276.02,627,96,1085.22,10.53,89.47,7.85,0.88,44.26,55.74,LT35K,45_54,UNKNOWN,MIDDAY,0,0.4611,NATIONAL
2018-05-21,8260,ONLINE_ECOM,1045138.61,637,337,1560.91,63.73,36.27,4.57,1.71,7.04,92.96,60_100K,25_34,TABLET,MIDDAY,1,0.8614,ZIP5
2018-05-28,6711,PHONE_ORDER,332848.01,608,128,495.69,54.95,45.05,1.71,1.15,9.82,90.18,100_150K,25_34,UNKNOWN,AFTERNOON,0,0.6156,ZIP5
2018-06-04,2993,MOBILE_WALLET,860856.37,649,103,1375.01,16.11,83.89,0.23,0.31,8.37,91.63,35_60K,55_64,MOBILE,MIDDAY,0,0.5235,NATIONAL
2018-06-11,4803,INSTORE_CARD_PRESENT,744884.92,657,235,1268.75,71.61,28.39,6.87,1.29,28.42,71.58,LT35K,35_44,POS_TERMINAL,AFTERNOON,0,0.5942,ZIP5
2018-06-18,4239,ONLINE_ECOM,554858.9,655,214,1027.48,57.75,42.25,4.44,0.0,9.83,90.17,60_100K,25_34,POS_TERMINAL,MORNING,0,0.8804,NATIONAL
2018-06-25,8794,RECURRING,651703.07,653,280,1160.34,54.37,45.63,0.4,0.43,31.71,68.29,LT35K,55_64,DESKTOP,MORNING,0,0.0511,NATIONAL
2018-07-02,3959,MOBILE_WALLET,1452961.96,625,258,3239.04,11.61,88.39,4.89,0.74,42.48,57.52,60_100K,25_34,DESKTOP,MIDDAY,0,0.9188,NATIONAL
2018-07-09,8213,RECURRING,92611.62,689,246,142.26,81.88,18.12,0.36,1.02,22.86,77.14,150K_PLUS,55_64,UNKNOWN,MORNING,0,0.3561,METRO
2018-07-16,5089,IN_APP,1021867.81,629,312,1327.93,52.38,47.62,7.82,1.45,30.06,69.94,150K_PLUS,35_44,DESKTOP,EVENING,0,0.2698,STATE
2018-07-23,4166,ONLINE_ECOM,270613.95,653,296,344.57,33.63,66.37,2.12,0.69,32.11,67.89,100_150K,45_54,MOBILE,AFTERNOON,0,0.9984,ZIP3
2018-07-30,9328,MOBILE_WALLET,499507.35,644,228,682.05,31.19,68.81,4.01,1.11,12.08,87.92,60_100K,65_PLUS,POS_TERMINAL,MORNING,0,0.7334,ZIP5
2018-08-06,1389,IN_APP,290804.01,663,338,503.73,24.84,75.16,3.5,0.08,26.04,73.96,100_150K,25_34,DESKTOP,LATE_NIGHT,0,0.5893,METRO
2018-08-13,9710,RECURRING,1127943.48,634,210,1211.2,9.25,90.75,6.91,0.56,16.98,83.02,150K_PLUS,25_34,MOBILE,LATE_NIGHT,0,0.6735,ZIP5
2018-08-20,8998,RECURRING,866890.29,698,351,1542.64,71.78,28.22,7.3,0.39,8.42,91.58,150K_PLUS,18_24,TABLET,LATE_NIGHT,0,0.3887,STORE_CLUSTER
2018-08-27,4417,INSTORE_CARD_PRESENT,532362.28,666,336,937.18,8.3,91.7,6.05,1.65,15.42,84.58,35_60K,35_44,UNKNOWN,MIDDAY,0,0.4438,NATIONAL
2018-09-03,1682,RECURRING,821500.45,666,265,896.53,79.46,20.54,4.88,0.95,38.18,61.82,LT35K,18_24,UNKNOWN,MIDDAY,0,0.6567,NATIONAL
2018-09-10,6058,MOBILE_WALLET,713286.01,624,391,1020.01,46.12,53.88,4.32,0.9,40.63,59.37,60_100K,65_PLUS,TABLET,LATE_NIGHT,0,0.5329,METRO
2018-09-17,1557,ONLINE_ECOM,202686.0,668,277,331.86,10.36,89.64,2.59,0.77,42.35,57.65,35_60K,45_54,DESKTOP,MORNING,0,0.1333,STATE
2018-09-24,9681,ONLINE_ECOM,822143.46,675,119,1541.37,30.57,69.43,4.45,0.01,7.95,92.05,35_60K,18_24,MOBILE,MORNING,0,0.9537,ZIP3
