lab_lfs_reference_quarter,lab_lfs_country_iso2,lab_lfs_region_nuts_code,lab_lfs_age_group,lab_lfs_sex,lab_lfs_employment_status_code,lab_lfs_employed_count,lab_lfs_unemployed_count,lab_lfs_inactive_count,lab_lfs_unemployment_rate_pct,lab_lfs_long_term_unemployment_rate_pct,lab_lfs_youth_unemployment_rate_pct,lab_lfs_participation_rate_pct,lab_lfs_hours_worked_mean,lab_lfs_part_time_share_pct,lab_lfs_temporary_contract_share_pct,lab_lfs_self_employment_share_pct,lab_lfs_telework_share_pct,lab_lfs_eurostat_table_code,lab_lfs_data_extract_date
2024-Q2,CY,FR794,65_74,M,INA,8940,447,38534,4.77,1.02,3.27,19.59,27.22,25.43,23.92,13.35,2.7,lfsa_egan_q,2025-05-30
2024-Q3,GR,SE66,55_64,X,UNE,1074200,155002,449806,12.61,5.43,10.99,73.21,37.6,21.36,8.84,7.68,11.48,lfsi_part_q,2025-09-30
2024-Q4,MT,DK642,45_54,F,EMP,1892174,174646,592153,8.45,2.19,6.65,77.73,24.46,15.48,8.44,8.49,15.55,lfsi_unemp_q,2025-06-30
2025-Q1,ES,RO534,35_44,M,INA,1737067,64682,693402,3.59,1.18,3.05,72.21,25.33,26.49,7.14,10.25,17.31,lfsi_emp_q,2025-07-22
2025-Q2,CZ,BG32,25_34,X,UNE,1452473,209205,326688,12.59,4.92,9.76,83.57,30.06,19.57,24.19,19.28,13.54,lfsa_egan_q,2025-12-13
2025-Q3,HU,CY31,15_24,F,EMP,343693,51401,302582,13.01,3.97,20.17,56.63,28.4,43.72,10.47,17.5,20.64,lfsi_part_q,2026-01-19
2025-Q4,NL,GR778,65_74,M,INA,181988,9800,525177,5.11,0.63,4.94,26.75,40.0,28.34,18.86,7.49,21.55,lfsi_unemp_q,2024-10-18
2026-Q1,SE,LU468,55_64,X,UNE,153512,11874,124155,7.18,2.37,5.66,57.12,39.49,11.59,17.34,16.88,17.37,lfsi_emp_q,2025-05-11
2026-Q2,DK,DK727,45_54,F,EMP,1099924,74079,243019,6.31,3.93,4.29,82.85,36.87,11.26,25.01,8.4,12.04,lfsa_egan_q,2025-12-21
2026-Q3,IE,CZ453,35_44,M,INA,397680,13188,42078,3.21,1.46,2.72,90.71,42.18,25.91,7.51,9.85,4.33,lfsi_part_q,2024-11-11
2026-Q4,PL,PT76,25_34,X,UNE,1844874,203392,963004,9.93,1.96,9.81,68.02,20.31,35.43,21.87,16.26,3.82,lfsi_unemp_q,2025-07-17
2013-Q1,AT,DK936,15_24,F,EMP,584190,136054,833011,18.89,2.55,29.28,46.37,29.01,15.23,25.04,10.65,14.42,lfsi_emp_q,2024-01-21
2013-Q2,EE,CY653,65_74,M,INA,331155,10947,1055373,3.2,0.67,2.64,24.48,42.16,29.41,20.49,8.01,19.16,lfsa_egan_q,2024-10-05
2013-Q3,IT,BG93,55_64,X,UNE,1306505,151322,793295,10.38,3.94,7.71,64.76,23.04,32.03,16.71,9.14,3.33,lfsi_part_q,2024-09-03
2013-Q4,PT,PT22,45_54,F,EMP,2088874,63273,676276,2.94,0.84,2.9,76.09,23.62,21.66,14.56,17.8,17.19,lfsi_unemp_q,2024-03-09
2014-Q1,BE,ES916,35_44,M,INA,786490,49490,204313,5.92,2.25,3.9,80.36,42.34,26.65,25.13,15.44,9.64,lfsi_emp_q,2024-09-16
2014-Q2,FI,DE330,25_34,X,UNE,1657393,159326,304377,8.77,2.73,7.6,85.65,39.17,8.33,5.75,19.98,19.09,lfsa_egan_q,2024-12-13
2014-Q3,LV,LU762,15_24,F,EMP,10979,4035,25620,26.88,5.21,41.66,36.95,15.82,44.11,18.77,6.07,20.78,lfsi_part_q,2025-02-10
2014-Q4,RO,BE281,65_74,M,INA,85473,4650,649197,5.16,2.46,5.36,12.19,35.37,30.18,11.7,8.35,11.39,lfsi_unemp_q,2025-04-03
2015-Q1,BG,FI898,55_64,X,UNE,789156,30576,513382,3.73,1.07,2.28,61.49,18.48,16.12,20.36,8.81,10.27,lfsi_emp_q,2025-03-12
2015-Q2,FR,LV377,45_54,F,EMP,1796820,98160,372827,5.18,1.82,4.38,83.56,29.95,17.09,17.3,19.54,19.74,lfsa_egan_q,2024-05-30
2015-Q3,LT,NL849,35_44,M,INA,1121110,98813,153400,8.1,2.3,7.33,88.83,38.47,23.41,17.78,12.96,8.68,lfsi_part_q,2024-10-03
2015-Q4,SK,AT47,25_34,X,UNE,872549,102801,218176,10.54,1.34,7.94,81.72,31.1,7.53,8.61,7.57,5.88,lfsi_unemp_q,2024-04-03
2016-Q1,HR,CY19,15_24,F,EMP,146945,19715,266336,11.83,1.8,18.34,38.49,25.71,21.19,19.58,19.4,12.03,lfsi_emp_q,2025-05-04
2016-Q2,DE,AT3,65_74,M,INA,495174,9333,1691868,1.85,0.74,1.11,22.97,19.36,37.87,8.83,13.14,3.37,lfsa_egan_q,2024-05-27
2016-Q3,LU,AT5,55_64,X,UNE,1078837,35318,972278,3.17,1.48,3.11,53.4,25.74,12.4,5.49,17.13,8.67,lfsi_part_q,2025-01-04
2016-Q4,SI,ES121,45_54,F,EMP,2213877,86732,862174,3.77,0.78,3.32,72.74,28.68,38.96,16.28,11.73,19.86,lfsi_unemp_q,2026-02-07
2017-Q1,CY,GR5,35_44,M,INA,1080921,42814,221733,3.81,1.09,3.47,83.52,36.81,23.43,10.95,20.05,13.14,lfsi_emp_q,2024-04-25
2017-Q2,GR,BE505,25_34,X,UNE,1212536,87352,612274,6.72,2.47,6.4,67.98,25.88,16.28,15.54,20.91,10.33,lfsa_egan_q,2025-10-22
2017-Q3,MT,CY531,15_24,F,EMP,204031,52386,367317,20.43,3.33,31.67,41.11,13.98,22.07,11.83,8.85,24.46,lfsi_part_q,2024-12-12
2017-Q4,ES,IT454,65_74,M,INA,208240,3063,961955,1.45,0.6,1.46,18.01,20.99,19.38,25.49,20.41,17.81,lfsi_unemp_q,2025-04-26
2018-Q1,CZ,FR8,55_64,X,UNE,1005190,113179,656820,10.12,6.04,6.3,63.0,30.59,19.74,8.57,18.17,14.82,lfsi_emp_q,2025-03-28
2018-Q2,HU,NL6,45_54,F,EMP,768472,27130,325122,3.41,1.17,2.63,70.99,32.56,41.67,8.75,8.85,19.65,lfsa_egan_q,2024-10-22
2018-Q3,NL,RO893,35_44,M,INA,1963180,177692,500549,8.3,3.57,6.53,81.05,19.43,15.31,17.57,15.15,5.32,lfsi_part_q,2024-06-05
2018-Q4,SE,AT149,25_34,X,UNE,1953825,90566,345312,4.43,1.39,2.69,85.55,27.22,17.82,20.39,14.43,26.59,lfsi_unemp_q,2024-07-15
2019-Q1,DK,PL4,15_24,F,EMP,514164,168475,959505,24.68,7.37,38.25,41.57,23.79,41.47,22.3,17.32,7.02,lfsi_emp_q,2025-01-10
2019-Q2,IE,RO40,65_74,M,INA,522495,5117,1440356,0.97,0.37,0.95,26.81,24.96,18.28,19.41,22.63,11.87,lfsa_egan_q,2024-04-24
2019-Q3,PL,SI163,55_64,X,UNE,867248,34350,559426,3.81,2.38,2.44,61.71,25.74,24.25,22.92,12.87,14.41,lfsi_part_q,2025-07-18
2019-Q4,AT,AT463,45_54,F,EMP,831779,22554,439719,2.64,1.49,2.13,66.02,25.59,36.83,20.09,10.29,4.37,lfsi_unemp_q,2024-09-13
2020-Q1,EE,DK531,35_44,M,INA,1882625,77013,473788,3.93,0.89,4.03,80.53,31.73,15.81,15.39,6.3,21.35,lfsi_emp_q,2024-11-22
2020-Q2,IT,LU955,25_34,X,UNE,143460,28060,41389,16.36,7.5,11.51,80.56,39.65,27.96,18.75,23.12,34.72,lfsa_egan_q,2024-01-21
2020-Q3,PT,HU2,15_24,F,EMP,181881,67955,430360,27.2,5.07,42.16,36.73,24.58,43.44,23.3,16.33,36.34,lfsi_part_q,2025-03-31
2020-Q4,BE,RO30,65_74,M,INA,134640,2803,419460,2.04,0.69,1.43,24.68,32.76,24.39,22.52,7.56,12.59,lfsi_unemp_q,2024-12-12
2021-Q1,FI,RO2,55_64,X,UNE,1030030,45719,606686,4.25,2.07,3.41,63.94,17.98,8.17,18.95,7.12,17.29,lfsi_emp_q,2025-04-02
2021-Q2,LV,NL33,45_54,F,EMP,1550932,72060,441620,4.44,0.96,3.91,78.61,18.68,17.04,15.19,13.52,29.21,lfsa_egan_q,2024-08-08
2021-Q3,RO,LU1,35_44,M,INA,988549,146018,364596,12.87,1.83,7.91,75.68,26.61,28.42,17.66,6.7,24.09,lfsi_part_q,2025-10-02
2021-Q4,BG,HR32,25_34,X,UNE,1996867,172933,918883,7.97,3.61,7.96,70.25,18.62,22.75,19.95,17.04,11.54,lfsi_unemp_q,2026-02-09
2022-Q1,FR,IT76,15_24,F,EMP,825321,256783,950398,23.73,4.44,36.78,53.24,24.03,44.46,16.28,13.17,10.38,lfsi_emp_q,2024-06-23
2022-Q2,LT,PT671,65_74,M,INA,97299,4478,665198,4.4,0.99,3.32,13.27,36.71,30.02,13.19,18.74,9.08,lfsa_egan_q,2024-07-21
2022-Q3,SK,AT58,55_64,X,UNE,1048529,71574,1013833,6.39,2.36,5.68,52.49,19.7,36.3,5.37,18.84,6.43,lfsi_part_q,2025-06-23
2022-Q4,HR,GR254,45_54,F,EMP,201192,9944,50819,4.71,0.97,4.33,80.6,38.2,22.88,21.61,13.32,14.91,lfsi_unemp_q,2024-06-30
2023-Q1,DE,DE819,35_44,M,INA,1204144,144281,162584,10.7,2.78,8.0,89.24,33.15,23.65,14.56,20.13,13.67,lfsi_emp_q,2025-06-07
2023-Q2,LU,DK51,25_34,X,UNE,1330970,87218,722150,6.15,2.21,6.32,66.26,29.75,9.98,5.77,8.38,18.57,lfsa_egan_q,2025-03-08
2023-Q3,SI,LU59,15_24,F,EMP,175754,54410,299314,23.64,10.97,36.64,43.47,29.62,36.74,17.89,8.45,9.13,lfsi_part_q,2026-02-23
2023-Q4,CY,MT232,65_74,M,INA,318887,5481,1699141,1.69,0.23,1.68,16.03,21.32,11.46,18.32,13.64,7.74,lfsi_unemp_q,2025-10-20
2024-Q1,GR,ES2,55_64,X,UNE,763912,47896,493979,5.9,2.87,5.6,62.17,31.06,31.22,4.8,16.43,7.59,lfsi_emp_q,2024-08-01
2024-Q2,MT,LV66,45_54,F,EMP,1958962,108325,418927,5.24,1.8,4.69,83.15,38.81,27.08,20.41,12.34,23.01,lfsa_egan_q,2026-01-26
2024-Q3,ES,PT17,35_44,M,INA,1046968,69440,170517,6.22,1.57,5.06,86.75,22.37,29.74,7.3,14.02,6.18,lfsi_part_q,2025-08-05
2024-Q4,CZ,EE601,25_34,X,UNE,1651377,188597,265259,10.25,2.42,10.75,87.4,20.65,29.82,4.87,13.46,14.04,lfsi_unemp_q,2024-09-02
2025-Q1,HU,AT83,15_24,F,EMP,198732,34057,320943,14.63,5.81,22.68,42.04,15.41,37.61,24.27,18.77,17.39,lfsi_emp_q,2025-08-06
2025-Q2,NL,SE3,65_74,M,INA,537253,5755,1730896,1.06,0.23,0.74,23.88,35.24,16.58,6.26,7.19,27.24,lfsa_egan_q,2024-02-04
2025-Q3,SE,FI207,55_64,X,UNE,943212,67625,386118,6.69,1.39,5.08,72.36,37.18,23.32,7.75,18.89,28.38,lfsi_part_q,2024-12-19
2025-Q4,DK,LT5,45_54,F,EMP,493619,43448,163699,8.09,4.71,5.8,76.64,24.13,15.3,8.16,6.89,30.25,lfsi_unemp_q,2025-10-15
2026-Q1,IE,CZ4,35_44,M,INA,2004936,222275,544675,9.98,1.17,9.21,80.35,32.31,25.07,20.08,7.21,28.52,lfsi_emp_q,2024-10-19
2026-Q2,PL,MT109,25_34,X,UNE,1166421,45822,424817,3.78,0.76,2.71,74.05,34.4,25.28,7.93,13.36,22.73,lfsa_egan_q,2025-09-10
2026-Q3,AT,SK9,15_24,F,EMP,659725,199739,1150978,23.24,5.24,36.02,42.75,19.18,35.37,9.87,16.73,14.84,lfsi_part_q,2025-05-02
2026-Q4,EE,SE90,65_74,M,INA,110487,1899,693249,1.69,0.5,1.14,13.95,39.6,16.56,6.2,19.19,14.79,lfsi_unemp_q,2025-01-22
2013-Q1,IT,SI88,55_64,X,UNE,953466,132733,903176,12.22,4.13,12.14,54.6,37.45,13.79,23.69,9.53,2.92,lfsi_emp_q,2024-01-13
2013-Q2,PT,GR828,45_54,F,EMP,324470,30180,91731,8.51,3.86,7.91,79.45,38.27,39.22,14.47,7.33,12.91,lfsa_egan_q,2025-11-08
2013-Q3,BE,CY5,35_44,M,INA,1782056,52467,296908,2.86,0.56,1.79,86.07,28.02,25.07,15.69,11.49,9.48,lfsi_part_q,2025-05-27
2013-Q4,FI,SK4,25_34,X,UNE,1280697,106689,525458,7.69,2.02,6.49,72.53,17.76,26.46,24.39,8.23,22.3,lfsi_unemp_q,2025-05-09
2014-Q1,LV,IE89,15_24,F,EMP,301763,49491,564902,14.09,1.56,21.84,38.34,19.4,33.03,12.27,15.12,4.9,lfsi_emp_q,2024-08-17
2014-Q2,RO,NL970,65_74,M,INA,249498,3902,1167004,1.54,0.35,1.07,17.84,20.52,9.26,16.02,18.17,13.69,lfsa_egan_q,2025-08-29
2014-Q3,BG,SK45,55_64,X,UNE,836972,95275,554116,10.22,2.52,10.52,62.72,20.68,11.08,22.67,11.08,3.03,lfsi_part_q,2025-10-12
2014-Q4,FR,NL8,45_54,F,EMP,667558,51096,287019,7.11,2.61,4.31,71.46,31.35,38.09,24.37,18.82,5.63,lfsi_unemp_q,2025-01-09
2015-Q1,LT,FR22,35_44,M,INA,2285949,129721,617948,5.37,1.27,4.16,79.63,42.52,11.08,15.44,15.17,10.74,lfsi_emp_q,2024-06-13
2015-Q2,SK,BG3,25_34,X,UNE,1698188,94284,796683,5.26,2.44,4.23,69.23,38.28,29.64,17.09,8.87,1.96,lfsa_egan_q,2024-07-30
2015-Q3,HR,BG96,15_24,F,EMP,435611,114263,721217,20.78,9.32,32.21,43.26,23.48,19.95,6.86,8.85,1.93,lfsi_part_q,2024-01-12
2015-Q4,DE,HU465,65_74,M,INA,350261,10460,1863211,2.9,0.33,1.79,16.22,37.61,36.73,15.93,19.64,5.37,lfsi_unemp_q,2025-08-08
2016-Q1,LU,HR29,55_64,X,UNE,730239,98165,567861,11.85,1.73,7.85,59.33,22.38,27.64,23.69,6.11,13.1,lfsi_emp_q,2024-02-15
2016-Q2,SI,BE7,45_54,F,EMP,2047993,57046,564297,2.71,1.15,1.93,78.86,19.85,11.01,7.53,17.75,21.46,lfsa_egan_q,2025-01-11
2016-Q3,CY,BE87,35_44,M,INA,1057108,50159,339384,4.53,1.16,3.37,76.54,39.88,23.56,24.08,14.36,14.76,lfsi_part_q,2026-02-02
2016-Q4,GR,HR81,25_34,X,UNE,154568,21177,76798,12.05,1.49,9.93,69.59,29.66,15.3,4.68,15.09,2.4,lfsi_unemp_q,2025-02-11
2017-Q1,MT,AT816,15_24,F,EMP,729571,118274,635698,13.95,6.43,21.62,57.15,26.71,37.58,11.33,11.62,7.11,lfsi_emp_q,2024-05-16
2017-Q2,ES,MT937,65_74,M,INA,50951,1098,136603,2.11,0.53,1.52,27.59,41.2,21.03,22.81,15.16,24.47,lfsa_egan_q,2024-08-01
2017-Q3,CZ,AT431,55_64,X,UNE,740350,19840,414393,2.61,0.84,1.99,64.72,26.66,9.0,16.41,7.84,15.15,lfsi_part_q,2025-10-28
2017-Q4,HU,GR848,45_54,F,EMP,364267,17964,82318,4.7,0.76,4.37,82.28,28.9,9.21,13.48,9.84,17.82,lfsi_unemp_q,2025-05-05
2018-Q1,NL,SK69,35_44,M,INA,1837912,161992,760488,8.1,1.84,8.06,72.45,28.56,39.05,19.76,17.44,28.06,lfsi_emp_q,2024-03-02
2018-Q2,SE,HU326,25_34,X,UNE,1320528,178028,436812,11.88,2.16,9.96,77.43,35.08,7.58,22.63,8.48,20.83,lfsa_egan_q,2024-01-30
2018-Q3,DK,SE619,15_24,F,EMP,28565,10125,42337,26.17,6.52,40.56,47.75,29.3,12.26,26.82,11.9,6.86,lfsi_part_q,2024-08-26
2018-Q4,IE,HR8,65_74,M,INA,140720,7922,381089,5.33,2.44,3.79,28.06,33.13,28.76,14.24,23.18,13.6,lfsi_unemp_q,2025-11-18
2019-Q1,PL,PL42,55_64,X,UNE,1190518,110594,454301,8.5,3.09,5.12,74.12,29.98,33.0,14.36,7.95,15.82,lfsi_emp_q,2024-02-02
2019-Q2,AT,BG365,45_54,F,EMP,2251748,164031,629064,6.79,2.38,4.65,79.34,26.94,45.68,4.85,9.67,21.21,lfsa_egan_q,2024-11-18
2019-Q3,EE,CZ5,35_44,M,INA,1691757,110284,200894,6.12,1.06,5.59,89.97,40.34,15.64,11.63,11.42,7.17,lfsi_part_q,2024-04-04
2019-Q4,IT,LV533,25_34,X,UNE,1307333,116932,307364,8.21,2.59,6.78,82.25,29.97,24.96,20.88,19.5,21.23,lfsi_unemp_q,2025-01-18
2020-Q1,PT,IT885,15_24,F,EMP,518722,202827,828503,28.11,13.36,43.57,46.55,17.04,35.49,37.43,21.53,14.69,lfsi_emp_q,2024-03-16
2020-Q2,BE,PT359,65_74,M,INA,130589,8173,871154,5.89,1.44,3.59,13.74,25.44,35.14,12.88,14.01,26.55,lfsa_egan_q,2024-04-15
2020-Q3,FI,HR19,55_64,X,UNE,452325,28820,364750,5.99,3.6,5.74,56.88,34.23,28.71,21.92,16.32,47.57,lfsi_part_q,2025-09-27
2020-Q4,LV,CZ1,45_54,F,EMP,984426,59947,346270,5.74,1.25,4.56,75.1,27.59,21.21,10.64,12.92,34.14,lfsi_unemp_q,2025-03-17
2021-Q1,RO,FR28,35_44,M,INA,1981519,112224,477475,5.36,0.64,5.49,81.43,22.25,15.36,20.71,19.48,3.09,lfsi_emp_q,2024-04-30
2021-Q2,BG,LU3,25_34,X,UNE,1155846,58022,573597,4.78,1.09,3.53,67.91,19.52,22.27,10.32,15.27,4.35,lfsa_egan_q,2024-11-28
2021-Q3,FR,CY864,15_24,F,EMP,54999,9177,72923,14.3,2.61,22.17,46.81,21.63,28.01,8.2,11.12,32.93,lfsi_part_q,2024-08-06
2021-Q4,LT,AT662,65_74,M,INA,309000,16777,884841,5.15,0.87,4.77,26.91,40.37,34.76,19.99,17.15,4.96,lfsi_unemp_q,2024-02-18
2022-Q1,SK,EE73,55_64,X,UNE,527926,27259,251770,4.91,1.76,4.32,68.8,27.15,14.05,20.6,11.92,19.72,lfsi_emp_q,2025-03-11
2022-Q2,HR,PL73,45_54,F,EMP,271031,16382,87017,5.7,2.22,3.43,76.76,29.17,43.41,9.18,20.17,14.79,lfsa_egan_q,2025-10-30
2022-Q3,DE,LV61,35_44,M,INA,904796,45320,289111,4.77,1.47,4.94,76.67,33.03,15.95,14.32,19.74,12.22,lfsi_part_q,2025-01-12
2022-Q4,LU,LV729,25_34,X,UNE,2329033,135291,584073,5.49,2.21,5.04,80.84,36.49,27.15,16.05,10.51,24.87,lfsi_unemp_q,2025-02-11
2023-Q1,SI,SK36,15_24,F,EMP,269512,94103,515956,25.88,10.52,40.11,41.34,19.93,43.22,11.14,16.04,9.46,lfsi_emp_q,2024-10-16
2023-Q2,CY,MT37,65_74,M,INA,467427,18009,1515537,3.71,1.58,2.55,24.26,37.82,20.39,22.95,9.23,22.55,lfsa_egan_q,2024-03-13
2023-Q3,GR,ES67,55_64,X,UNE,843442,74739,348275,8.14,3.0,5.23,72.5,22.7,27.82,17.19,16.76,21.48,lfsi_part_q,2024-07-13
2023-Q4,MT,FR4,45_54,F,EMP,1141574,31557,314104,2.69,0.85,2.33,78.88,26.49,33.9,10.04,13.58,3.95,lfsi_unemp_q,2025-09-03
2024-Q1,ES,MT773,35_44,M,INA,1660057,201828,436738,10.84,2.68,10.84,81.0,25.29,19.71,23.32,19.61,14.62,lfsi_emp_q,2025-09-28
2024-Q2,CZ,BG1,25_34,X,UNE,2137188,108937,665626,4.85,1.68,3.11,77.14,24.61,18.76,24.52,9.48,17.23,lfsa_egan_q,2024-11-03
2024-Q3,HU,DE7,15_24,F,EMP,727710,221683,698000,23.35,7.55,36.19,57.63,25.92,16.19,24.18,5.91,10.51,lfsi_part_q,2025-09-23
2024-Q4,NL,IE8,65_74,M,INA,34245,663,189005,1.9,0.74,1.5,15.59,33.84,35.36,22.2,15.09,8.01,lfsi_unemp_q,2025-01-14
2025-Q1,SE,SE59,55_64,X,UNE,358404,23893,175394,6.25,1.99,3.93,68.55,18.66,16.37,10.37,12.74,20.09,lfsi_emp_q,2025-08-06
2025-Q2,DK,HR51,45_54,F,EMP,583600,34816,274216,5.63,1.61,3.83,69.28,33.56,20.61,8.73,10.23,5.38,lfsa_egan_q,2025-12-14
2025-Q3,IE,PT53,35_44,M,INA,818609,68868,229548,7.76,2.68,4.95,79.45,33.69,16.8,12.53,20.82,14.93,lfsi_part_q,2024-10-19
2025-Q4,PL,PT125,25_34,X,UNE,2003538,313226,542732,13.52,4.36,12.43,81.02,21.6,30.06,24.13,8.82,5.62,lfsi_unemp_q,2025-12-24
2026-Q1,AT,IE80,15_24,F,EMP,731430,118872,1366913,13.98,3.5,21.67,38.35,26.86,19.69,24.64,17.82,24.49,lfsi_emp_q,2024-06-11
2026-Q2,EE,BG9,65_74,M,INA,330233,10353,1717337,3.04,0.73,2.33,16.55,34.08,30.77,24.75,15.8,23.93,lfsa_egan_q,2024-06-24
2026-Q3,IT,HR844,55_64,X,UNE,388695,34719,310914,8.2,1.24,5.45,57.66,34.1,35.93,7.76,17.41,24.4,lfsi_part_q,2025-11-06
2026-Q4,PT,DK95,45_54,F,EMP,1247474,138608,524437,10.0,5.14,6.99,72.55,22.1,27.38,25.99,16.74,14.14,lfsi_unemp_q,2024-11-15
2013-Q1,BE,EE6,35_44,M,INA,347830,38776,134005,10.03,2.56,9.0,74.26,36.2,16.33,17.72,11.75,10.73,lfsi_emp_q,2024-06-07
2013-Q2,FI,BE6,25_34,X,UNE,2126862,168230,488524,7.33,1.96,6.37,82.45,33.62,24.96,5.25,6.48,7.63,lfsa_egan_q,2024-05-30
2013-Q3,LV,NL89,15_24,F,EMP,460502,156297,791097,25.34,4.73,39.28,43.81,21.52,45.77,11.31,12.39,12.03,lfsi_part_q,2024-07-15
2013-Q4,RO,BE542,65_74,M,INA,191080,6541,1339095,3.31,0.87,2.8,12.86,38.95,36.47,15.48,8.71,10.82,lfsi_unemp_q,2025-06-10
2014-Q1,BG,BG76,55_64,X,UNE,687751,99329,520579,12.62,2.24,12.54,60.19,18.96,24.43,17.87,9.9,16.77,lfsi_emp_q,2025-06-24
2014-Q2,FR,FI7,45_54,F,EMP,2345362,146258,631885,5.87,1.82,3.66,79.77,38.39,45.7,6.68,13.73,10.19,lfsa_egan_q,2025-04-28
2014-Q3,LT,PL21,35_44,M,INA,2218136,91941,563510,3.98,0.6,3.59,80.39,35.22,18.09,17.02,17.94,22.65,lfsi_part_q,2024-02-11
2014-Q4,SK,BE423,25_34,X,UNE,1777992,66398,438553,3.6,0.67,3.09,80.79,35.26,25.63,18.11,19.57,22.53,lfsi_unemp_q,2025-08-01
2015-Q1,HR,PT607,15_24,F,EMP,409177,82326,379956,16.75,7.24,25.96,56.4,23.76,42.28,9.71,15.55,7.73,lfsi_emp_q,2024-04-23
2015-Q2,DE,DK32,65_74,M,INA,222811,6583,1566963,2.87,1.22,2.38,12.77,30.68,25.82,12.39,13.58,12.57,lfsa_egan_q,2024-06-20
2015-Q3,LU,IT23,55_64,X,UNE,1446487,153432,667539,9.59,2.85,9.7,70.56,30.82,21.72,15.03,14.41,22.94,lfsi_part_q,2025-08-08
2015-Q4,SI,DK195,45_54,F,EMP,399444,25903,107268,6.09,2.62,4.24,79.86,27.06,45.38,18.73,14.26,18.61,lfsi_unemp_q,2025-06-21
2016-Q1,CY,RO478,35_44,M,INA,859855,60464,176735,6.57,0.77,5.41,83.89,32.39,24.7,12.17,13.77,16.63,lfsi_emp_q,2025-05-08
2016-Q2,GR,RO375,25_34,X,UNE,1744548,171274,1078117,8.94,2.88,7.41,63.99,29.05,17.42,5.61,14.14,22.7,lfsa_egan_q,2024-05-13
2016-Q3,MT,AT677,15_24,F,EMP,136913,28321,192881,17.14,5.17,26.57,46.14,26.8,14.06,20.96,15.56,12.7,lfsi_part_q,2025-08-17
2016-Q4,ES,LV58,65_74,M,INA,71926,733,234959,1.01,0.38,0.77,23.62,35.2,20.99,28.82,19.97,17.33,lfsi_unemp_q,2025-11-21
2017-Q1,CZ,FR90,55_64,X,UNE,236014,25439,178333,9.73,5.11,5.99,59.45,38.42,19.62,23.7,20.76,21.05,lfsi_emp_q,2025-02-18
2017-Q2,HU,SI409,45_54,F,EMP,770597,54276,211660,6.58,1.18,5.84,79.58,35.77,24.65,6.05,10.97,22.64,lfsa_egan_q,2024-05-24
2017-Q3,NL,ES706,35_44,M,INA,2299269,199121,597508,7.97,0.88,5.21,80.7,33.97,26.11,6.68,20.37,28.82,lfsi_part_q,2025-01-10
2017-Q4,SE,RO189,25_34,X,UNE,478318,42328,232276,8.13,2.44,7.34,69.15,35.59,14.03,12.94,18.61,20.15,lfsi_unemp_q,2025-08-31
2018-Q1,DK,NL1,15_24,F,EMP,853991,184927,864908,17.8,6.29,27.59,54.57,22.78,27.41,19.65,11.25,12.99,lfsi_emp_q,2025-11-28
2018-Q2,IE,FI71,65_74,M,INA,145621,1828,659607,1.24,0.29,1.25,18.27,33.0,7.29,17.51,6.83,24.83,lfsa_egan_q,2025-04-01
2018-Q3,PL,IT917,55_64,X,UNE,426243,24903,308998,5.52,2.2,4.86,59.35,25.03,21.69,25.8,19.11,23.22,lfsi_part_q,2025-05-13
2018-Q4,AT,LU33,45_54,F,EMP,68272,6033,15111,8.12,4.25,7.56,83.1,37.12,14.57,23.79,8.84,24.44,lfsi_unemp_q,2026-02-03
2019-Q1,EE,DK71,35_44,M,INA,1743688,64366,353655,3.56,0.73,2.93,83.64,23.98,14.35,24.76,11.07,8.11,lfsi_emp_q,2024-06-15
2019-Q2,IT,SK85,25_34,X,UNE,1237330,201425,538915,14.0,1.74,10.24,72.75,32.44,29.81,11.82,18.82,4.68,lfsa_egan_q,2025-02-05
2019-Q3,PT,HU78,15_24,F,EMP,336318,180220,985027,34.89,13.16,54.08,34.4,18.07,13.93,23.92,6.89,24.27,lfsi_part_q,2026-01-25
2019-Q4,BE,FI81,65_74,M,INA,357617,10529,1543311,2.86,1.05,2.18,19.26,43.0,13.77,19.37,14.49,2.12,lfsi_unemp_q,2025-02-03
2020-Q1,FI,BG950,55_64,X,UNE,561002,39513,443677,6.58,1.93,4.19,57.51,38.83,17.8,22.2,14.05,37.92,lfsi_emp_q,2024-11-17
2020-Q2,LV,MT485,45_54,F,EMP,1980193,165194,606167,7.7,3.72,6.4,77.97,36.39,36.91,15.06,6.49,4.27,lfsa_egan_q,2024-06-21
2020-Q3,RO,PT697,35_44,M,INA,351294,42136,58372,10.71,4.63,8.19,87.08,41.85,30.32,24.85,18.14,37.31,lfsi_part_q,2024-01-03
2020-Q4,BG,IT5,25_34,X,UNE,515001,100586,282293,16.34,6.05,10.12,68.56,22.64,26.02,23.72,16.71,27.99,lfsi_unemp_q,2025-03-04
2021-Q1,FR,DE77,15_24,F,EMP,242815,142727,462922,37.02,12.89,57.38,45.44,14.5,30.05,9.36,10.08,26.03,lfsi_emp_q,2024-08-06
2021-Q2,LT,LU709,65_74,M,INA,416253,30083,1670006,6.74,2.96,4.72,21.09,40.25,31.51,18.25,16.07,6.88,lfsa_egan_q,2024-10-05
2021-Q3,SK,LV9,55_64,X,UNE,1005461,62020,796463,5.81,3.3,5.01,57.27,34.5,10.57,19.54,20.76,13.45,lfsi_part_q,2024-06-20
