labor_wage_wage_survey_year,labor_wage_occupation_soc_6,labor_wage_industry_naics_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2019,302595,316,MONTHLY,9.26,11.46,16.36,30.85,49.96,67858,8.94,17.7,14.16,42.18,-5.5,5.61,53.68,27.93,87.03,3.66
2015,312596,331,HOURLY,14.3,18.58,23.24,36.97,56.56,35397,4.26,4.17,11.08,22.73,-5.65,25.14,18.61,23.24,107.09,6.11
2024,322597,323,BIWEEKLY,28.3,37.04,38.56,41.37,66.2,197436,5.01,0.53,19.39,32.55,6.9,-2.98,52.48,13.94,94.57,1.85
2016,332598,621,BIWEEKLY,22.3,25.08,30.85,44.54,65.25,132373,5.9,12.16,23.1,15.84,25.5,-1.03,32.09,38.44,130.77,4.41
2022,342599,722,HOURLY,17.97,23.47,36.15,51.55,64.64,137585,0.12,15.25,25.8,18.84,-6.65,5.05,29.82,2.34,104.65,3.26
2019,352600,921,HOURLY,33.68,41.9,50.66,55.72,69.05,67916,9.35,10.36,13.84,0.32,-6.98,15.01,43.7,21.76,131.05,3.77
2025,362601,611,HOURLY,9.15,10.82,21.01,25.51,41.39,141633,2.79,2.6,34.6,1.03,13.84,15.36,40.94,11.2,135.57,3.61
2024,372602,236,WEEKLY,30.1,32.19,33.54,35.61,40.2,204548,8.26,6.06,33.47,43.37,-2.6,-0.36,37.18,33.5,123.98,3.28
2021,382603,211,WEEKLY,30.56,37.58,42.82,51.68,63.93,93553,5.71,4.87,20.32,8.64,20.8,-4.05,1.24,8.36,111.21,1.02
2017,392604,522,HOURLY,33.27,40.67,48.35,63.21,76.82,157526,8.04,0.16,24.15,35.96,-6.28,11.1,48.41,3.44,128.83,5.8
2022,402605,326,WEEKLY,9.54,11.02,18.02,34.03,44.41,94598,4.24,17.68,21.0,28.2,14.68,10.97,51.17,10.27,91.35,0.91
2019,412606,517,ANNUAL,15.87,19.47,24.19,43.83,63.34,170413,5.4,9.7,20.02,21.19,-0.78,0.1,54.93,6.04,108.71,5.43
2019,422607,452,WEEKLY,22.81,27.95,33.09,42.33,50.07,79093,3.81,7.67,20.32,19.03,-8.76,22.31,15.62,17.69,101.54,1.93
2018,432608,524,ANNUAL,27.11,33.44,35.63,40.52,60.51,91700,6.83,7.19,8.75,10.53,6.76,-2.62,8.56,8.03,77.84,0.91
2023,442609,481,MONTHLY,10.24,17.71,28.96,43.42,65.01,96562,3.97,4.8,11.67,7.19,5.36,14.13,27.68,35.5,119.87,5.88
2020,452610,336,ANNUAL,24.18,32.25,43.33,60.2,76.71,41136,0.1,7.16,26.7,37.68,24.88,-3.13,17.52,0.06,98.47,3.58
2023,462611,313,MONTHLY,27.86,30.17,32.88,42.16,55.85,35876,10.81,3.01,12.15,42.03,0.11,10.78,53.49,12.82,109.05,2.63
2018,472612,335,WEEKLY,14.71,18.65,22.26,35.18,59.69,162155,6.02,13.61,9.78,15.8,26.17,-0.6,41.91,9.39,108.41,1.29
2022,482613,561,HOURLY,12.49,15.78,29.53,39.04,52.95,107203,6.39,12.58,9.11,32.46,6.56,4.35,24.41,36.34,115.0,3.33
2021,492614,711,ANNUAL,31.13,40.54,41.96,49.11,73.76,42271,4.85,15.84,28.38,18.83,17.23,22.25,5.65,0.51,87.27,3.17
2020,502615,441,BIWEEKLY,24.88,33.39,46.69,61.62,78.46,191709,0.42,1.43,32.23,20.77,25.58,16.44,12.09,26.92,112.87,5.9
2019,512616,484,HOURLY,12.35,16.22,26.28,32.31,51.51,63747,9.83,0.66,15.86,29.37,0.18,-0.27,12.55,35.78,109.35,2.2
2021,522617,488,WEEKLY,12.89,15.46,18.73,38.06,47.1,104299,8.17,9.12,14.48,42.12,24.42,30.27,49.33,3.29,134.07,5.84
2025,532618,335,WEEKLY,22.27,30.54,42.83,54.46,72.73,191257,3.6,7.54,10.63,28.47,8.52,12.82,32.07,3.49,97.45,3.95
2019,542619,333,ANNUAL,23.67,30.99,36.15,43.25,60.98,131753,1.21,5.85,19.46,38.43,-2.39,-3.73,4.72,36.42,83.52,5.6
2017,102620,441,ANNUAL,29.77,34.95,38.53,48.47,55.65,43237,3.29,1.1,34.32,42.96,3.59,27.03,31.08,0.94,103.46,4.32
2025,112621,313,HOURLY,17.5,20.64,30.15,35.0,47.68,153953,6.16,15.02,31.71,10.97,26.62,-10.51,19.43,11.65,113.99,4.17
2018,122622,322,BIWEEKLY,17.84,25.09,35.66,52.31,69.25,77949,4.99,15.6,16.39,41.18,25.17,0.33,11.38,37.86,85.29,3.81
2025,132623,484,ANNUAL,15.9,17.72,27.57,43.06,66.88,123325,4.44,6.93,13.91,7.8,18.69,12.33,0.81,33.3,71.09,6.18
2022,142624,335,WEEKLY,29.73,31.11,45.11,58.15,74.28,169454,4.16,1.63,17.55,13.01,-2.56,-1.72,11.63,25.75,93.49,1.79
2016,152625,312,MONTHLY,20.64,24.31,28.05,37.82,42.52,133583,11.66,3.29,22.93,38.36,13.51,-8.69,34.84,12.35,114.63,2.96
2021,162626,331,ANNUAL,28.06,32.78,39.29,56.49,63.65,120564,7.09,10.96,23.62,39.26,16.15,16.98,7.3,9.33,86.67,1.49
2015,172627,213,WEEKLY,16.6,24.76,29.63,34.22,42.86,51797,0.24,15.4,14.17,8.24,0.07,7.83,7.9,11.25,107.89,3.24
2019,182628,611,WEEKLY,28.05,30.87,45.04,48.93,57.68,206172,7.9,1.5,19.77,0.82,-3.31,23.42,28.76,23.88,119.41,2.38
2023,192629,711,HOURLY,31.4,35.09,46.11,65.75,88.63,110485,5.87,16.77,20.28,42.46,9.03,28.65,15.62,18.94,118.42,0.94
2022,202630,424,MONTHLY,11.94,21.12,22.65,34.97,38.19,107764,3.06,2.21,20.44,10.33,10.06,26.21,9.29,2.21,133.54,6.25
2015,212631,237,ANNUAL,13.29,20.65,23.3,35.57,57.25,97984,9.26,7.56,8.49,27.59,23.03,25.47,0.79,27.07,107.98,2.6
2017,222632,316,MONTHLY,10.86,14.67,25.54,32.39,36.22,42775,6.61,0.13,13.09,14.09,-7.56,30.85,51.45,11.6,84.81,1.57
2021,232633,445,MONTHLY,23.1,24.97,35.04,43.68,64.07,160563,11.77,3.12,20.45,12.94,17.77,-8.47,7.57,17.61,84.62,4.57
2024,242634,322,WEEKLY,10.03,16.08,28.16,46.94,57.49,155524,0.18,2.54,14.82,27.54,11.52,13.88,47.21,27.12,98.18,5.73
2024,252635,112,BIWEEKLY,10.21,12.8,16.52,34.52,43.35,74859,9.04,11.44,34.43,13.06,-8.94,-6.01,12.49,14.94,110.52,6.07
2015,262636,312,HOURLY,34.23,42.53,48.87,60.32,82.14,200666,5.61,6.24,8.26,24.78,8.5,8.32,39.34,17.7,137.58,6.27
2024,272637,511,HOURLY,18.28,26.97,29.64,42.03,53.84,117437,7.77,17.37,31.49,38.53,13.49,19.22,35.72,32.19,129.86,1.18
2021,282638,313,BIWEEKLY,31.0,33.05,35.07,51.6,66.42,45992,3.32,3.35,16.71,26.6,21.53,13.46,0.96,27.14,111.33,2.54
2016,292639,237,BIWEEKLY,23.78,32.92,41.94,47.99,71.78,95306,8.07,4.95,12.94,28.13,-2.84,26.87,29.54,10.82,87.01,5.06
2017,302640,517,BIWEEKLY,9.95,19.29,26.76,33.49,40.73,128822,8.78,6.77,29.76,6.25,7.89,8.52,40.43,39.02,73.17,2.19
2019,312641,511,MONTHLY,10.85,16.47,19.54,36.6,50.11,199225,10.55,2.64,31.63,44.13,-0.08,15.83,7.92,2.66,89.06,4.67
2023,322642,238,HOURLY,30.58,36.86,43.33,61.06,68.31,203660,8.32,1.89,26.13,2.17,4.53,29.67,33.74,33.1,118.12,4.74
2022,332643,522,HOURLY,16.75,17.76,24.23,27.56,34.55,59776,11.08,12.66,17.73,32.62,-3.99,-11.65,27.83,3.64,118.26,2.64
2018,342644,531,ANNUAL,18.94,25.41,39.31,56.83,63.41,94940,0.48,17.31,18.02,39.21,-2.69,30.56,52.59,12.93,72.15,1.58
2024,352645,334,HOURLY,25.56,31.2,34.32,45.48,50.94,151286,5.36,2.85,27.93,31.01,-8.07,5.87,11.75,37.45,138.73,6.39
2022,362646,621,BIWEEKLY,34.08,40.08,43.88,49.3,68.0,154700,3.89,3.15,26.05,40.16,-8.34,14.35,8.96,27.01,98.02,1.2
2022,372647,221,ANNUAL,10.15,14.69,22.07,35.36,46.31,100764,6.41,10.33,24.63,4.72,-5.16,-11.89,3.43,17.76,129.46,2.75
2022,382648,524,BIWEEKLY,18.1,21.93,26.98,43.28,58.36,97763,7.43,9.76,33.71,17.65,12.43,4.71,51.92,21.57,93.09,6.13
2019,392649,334,HOURLY,12.71,14.44,23.82,39.78,57.42,175860,1.5,7.66,30.68,36.02,-6.01,4.65,32.65,23.32,89.43,1.31
2020,402650,524,ANNUAL,18.63,25.16,37.6,46.43,71.15,86544,4.92,9.02,34.18,8.68,15.62,25.19,6.98,3.15,95.34,5.84
2019,412651,722,HOURLY,26.09,33.48,42.92,53.93,59.28,52563,4.21,0.01,27.55,14.4,12.44,0.77,34.09,27.17,112.3,0.82
2015,422652,441,MONTHLY,32.24,40.15,43.72,57.81,60.2,47424,8.12,12.4,23.91,4.33,16.63,8.9,4.16,32.34,102.63,3.31
2017,432653,711,HOURLY,32.55,42.34,48.74,55.68,62.65,133466,11.89,4.14,24.38,12.1,10.24,-7.84,44.37,17.25,134.96,3.4
2020,442654,492,HOURLY,28.66,32.37,47.12,54.54,67.92,96546,5.99,11.83,11.34,13.08,20.58,6.17,41.97,1.72,138.4,5.44
2018,452655,519,WEEKLY,31.68,33.67,37.53,44.22,59.97,162224,11.5,7.75,19.59,31.96,-5.08,21.86,38.57,15.15,116.66,4.27
2021,462656,339,BIWEEKLY,23.68,30.14,42.5,54.97,67.01,125302,11.51,4.36,13.04,4.48,18.3,0.34,42.74,32.47,86.87,2.29
2016,472657,524,MONTHLY,27.2,30.97,44.69,49.83,66.65,132754,1.72,11.9,18.75,42.58,5.09,24.06,32.15,26.94,123.65,5.09
2019,482658,327,HOURLY,32.92,40.74,46.64,56.31,61.18,139656,0.25,9.4,30.23,1.24,2.49,16.39,29.3,39.63,109.09,0.91
2023,492659,325,HOURLY,21.51,30.43,36.28,41.76,60.1,120250,0.9,2.98,30.36,12.93,20.14,13.87,15.37,18.31,131.4,4.1
2022,502660,524,ANNUAL,13.99,16.37,23.68,39.63,50.45,81403,0.8,1.68,30.11,1.38,8.24,7.89,27.05,29.85,127.9,6.19
2018,512661,481,BIWEEKLY,34.74,43.74,47.32,65.73,72.32,187176,2.78,12.57,24.41,26.35,-4.04,26.01,14.41,22.82,70.34,1.78
2023,522662,238,ANNUAL,10.59,17.51,18.72,32.09,35.69,39094,10.64,12.61,25.0,16.88,-5.67,30.39,4.73,5.67,108.55,6.15
2016,532663,111,MONTHLY,17.98,21.76,35.51,48.52,65.77,132570,1.33,17.51,18.81,37.64,1.45,23.38,10.83,18.06,73.9,3.52
2020,542664,237,MONTHLY,27.54,31.32,33.63,42.87,67.75,178239,2.28,14.03,12.24,16.07,0.17,13.63,47.12,10.66,110.2,5.18
2017,102665,445,BIWEEKLY,31.69,34.99,43.86,49.61,62.28,87482,11.75,9.77,8.83,31.63,25.36,15.76,13.36,31.76,120.5,5.47
2019,112666,511,HOURLY,13.91,16.6,30.63,39.15,58.07,51520,2.67,14.69,34.76,5.18,-4.2,22.58,19.23,38.8,120.87,3.44
2018,122667,722,MONTHLY,11.18,18.92,32.77,46.93,55.91,196714,2.99,1.69,24.65,11.87,7.86,10.45,27.4,25.81,124.53,4.54
2023,132668,316,WEEKLY,24.52,29.81,38.45,57.46,65.23,33730,2.02,2.4,24.51,37.99,22.72,-7.38,13.09,27.82,105.3,4.95
2018,142669,424,HOURLY,19.56,28.77,36.49,42.95,60.89,87826,4.82,6.14,21.24,15.85,-4.86,31.15,47.9,11.01,76.14,1.49
2021,152670,492,ANNUAL,18.19,21.82,24.03,41.83,65.23,55608,1.37,5.65,13.52,3.43,14.01,19.23,50.9,7.13,82.5,6.23
2025,162671,221,BIWEEKLY,13.58,16.09,25.11,31.77,46.66,136827,2.41,8.22,25.43,32.66,1.02,-2.29,0.59,14.87,113.38,4.61
2018,172672,518,BIWEEKLY,13.38,17.1,20.7,32.21,41.04,38492,3.11,6.14,12.5,32.72,-6.14,29.6,13.03,18.99,130.72,1.21
2016,182673,335,MONTHLY,33.34,42.27,55.53,71.05,79.4,206041,3.69,17.74,9.85,16.82,15.57,-8.54,14.9,6.16,95.72,5.34
2017,192674,334,WEEKLY,15.48,22.21,30.41,35.64,37.71,158032,1.97,17.08,25.56,17.15,4.79,30.9,41.11,4.85,100.7,3.22
2024,202675,333,MONTHLY,12.2,16.75,23.7,29.29,46.39,36076,11.68,2.06,14.45,9.13,4.92,26.79,47.98,5.01,99.88,2.23
2017,212676,322,ANNUAL,15.33,17.83,30.12,45.74,53.92,189158,4.68,12.18,25.98,8.45,-0.61,2.22,14.2,8.62,73.51,6.36
2023,222677,238,HOURLY,13.74,19.76,23.44,28.07,37.04,159782,8.11,16.55,28.32,27.34,2.85,29.7,30.26,4.69,83.67,6.4
2019,232678,611,BIWEEKLY,31.82,38.23,46.06,50.88,60.38,166320,10.5,9.6,30.11,44.38,23.56,-2.46,29.35,3.47,115.15,0.69
2024,242679,441,BIWEEKLY,14.92,20.78,27.88,30.21,34.52,95258,2.93,14.7,31.6,11.6,14.68,20.29,36.82,32.13,75.07,4.2
2016,252680,492,BIWEEKLY,23.07,29.14,42.38,45.22,59.37,163786,8.57,15.85,30.33,19.48,-1.15,4.11,53.59,23.63,108.85,2.1
2018,262681,441,HOURLY,30.4,33.44,48.02,52.97,72.87,147695,0.36,13.19,12.32,2.36,-4.08,-10.7,54.77,4.17,89.74,1.85
2019,272682,332,WEEKLY,15.29,24.42,28.92,39.62,42.27,207196,10.06,9.18,21.15,43.91,17.92,-4.34,4.21,28.7,71.43,2.15
2024,282683,425,ANNUAL,15.73,22.4,23.6,32.14,38.4,57495,9.9,15.15,27.07,8.52,-9.89,-2.63,40.88,2.76,92.37,3.71
2024,292684,314,ANNUAL,24.94,27.22,39.78,47.74,63.03,81878,9.55,6.11,21.29,15.27,14.93,-2.51,32.04,13.07,114.0,6.47
2015,302685,339,MONTHLY,23.21,28.34,41.54,54.56,64.52,67487,8.23,12.49,9.7,15.7,17.69,15.12,4.23,24.98,85.55,1.06
2015,312686,327,WEEKLY,20.92,30.4,31.41,34.47,36.57,84279,11.57,4.05,9.96,32.91,0.97,-10.24,18.03,37.04,128.94,2.68
2020,322687,335,WEEKLY,15.32,18.6,20.05,37.78,62.73,147114,4.88,3.3,24.15,43.52,23.42,18.4,25.25,30.37,100.81,2.46
2018,332688,326,ANNUAL,14.38,22.66,28.27,34.99,40.58,78502,10.06,5.88,30.32,34.29,0.51,-6.76,13.64,6.0,96.35,1.99
2020,342689,314,MONTHLY,30.75,34.78,37.78,42.21,44.44,105317,6.46,8.9,20.82,14.0,13.6,14.86,45.75,23.23,70.68,1.56
2023,352690,325,MONTHLY,32.13,35.01,36.6,56.37,65.27,37734,6.89,14.0,8.53,28.17,9.08,21.94,6.89,34.64,119.07,4.71
2023,362691,517,ANNUAL,12.89,14.35,20.98,30.19,35.74,161817,9.99,17.81,29.32,36.35,-9.83,-11.74,8.88,28.71,84.02,5.22
2024,372692,488,ANNUAL,31.4,34.52,39.1,52.49,67.13,173451,0.33,3.05,17.55,34.42,12.04,-6.17,49.1,36.12,122.48,1.66
2022,382693,313,ANNUAL,15.89,18.77,29.27,46.62,52.67,30621,5.16,3.42,20.88,16.8,9.62,12.37,44.9,17.02,94.26,3.95
2019,392694,921,HOURLY,18.84,28.72,42.28,55.98,62.29,64509,6.39,9.35,31.14,44.91,27.09,31.69,24.74,4.97,74.08,2.23
2021,402695,452,ANNUAL,27.29,35.49,40.82,54.5,75.93,111382,0.15,5.01,16.25,44.08,1.67,19.54,42.81,17.07,123.7,5.96
2023,412696,339,WEEKLY,18.78,26.88,33.7,42.49,64.31,159077,0.86,11.95,23.81,28.1,18.58,3.69,41.89,4.76,84.73,3.4
2022,422697,339,WEEKLY,15.98,23.56,34.72,52.84,67.02,150552,2.92,6.0,8.85,29.32,-2.53,14.07,29.17,23.38,107.34,6.23
2016,432698,238,BIWEEKLY,17.54,22.26,26.5,31.62,37.08,92379,4.0,0.35,24.95,27.42,12.05,5.65,17.54,3.85,74.35,2.31
2015,442699,331,MONTHLY,32.02,40.37,46.72,66.55,76.01,192668,0.09,10.76,13.67,18.75,2.09,-2.87,44.36,28.28,126.87,2.21
2018,452700,326,MONTHLY,21.85,24.86,38.93,55.2,73.16,70730,2.05,0.25,17.57,16.03,-0.87,23.18,7.61,17.9,105.35,1.36
2020,462701,334,BIWEEKLY,14.42,18.28,23.63,40.9,62.93,182968,7.36,5.46,10.04,16.92,-2.49,29.88,34.08,32.5,129.17,2.1
2020,472702,623,HOURLY,13.48,15.11,26.85,39.52,42.79,86299,4.81,0.08,33.5,35.51,3.9,20.82,34.78,25.84,138.51,6.34
2015,482703,112,ANNUAL,16.94,25.06,32.71,34.98,48.95,68754,10.79,17.88,30.16,4.24,16.62,26.43,28.55,20.03,108.27,1.03
2016,492704,238,ANNUAL,29.57,34.46,40.72,49.22,53.97,189119,0.92,17.51,16.65,1.69,24.07,-9.79,24.47,8.06,70.28,3.1
2024,502705,561,BIWEEKLY,14.78,23.67,31.16,47.26,58.22,81224,0.18,9.73,29.75,23.51,14.0,6.49,23.72,29.53,91.21,1.98
2022,512706,519,MONTHLY,17.42,24.98,30.87,48.45,63.69,121479,11.52,15.48,25.46,31.84,23.45,14.0,32.2,9.83,102.06,3.38
2023,522707,623,ANNUAL,30.9,33.72,40.84,48.27,54.84,66866,5.6,12.93,20.86,30.68,14.37,3.07,51.07,16.2,89.06,1.72
2018,532708,622,ANNUAL,25.89,30.39,34.68,49.58,67.58,119422,8.87,12.98,18.87,14.0,13.42,-5.88,33.74,23.76,83.44,5.57
2018,542709,335,ANNUAL,31.12,36.31,39.6,43.63,51.42,174992,11.12,2.69,25.03,34.37,-5.49,20.46,45.94,35.44,73.03,3.94
2022,102710,423,WEEKLY,10.47,13.98,18.92,21.12,38.65,154148,10.21,16.01,22.42,20.86,14.26,-10.47,7.11,10.86,108.8,1.17
2024,112711,424,HOURLY,30.39,38.6,48.1,52.1,69.44,163333,10.96,9.92,22.67,20.26,16.78,-1.37,38.32,18.46,101.58,0.62
2020,122712,236,BIWEEKLY,17.19,21.72,27.31,33.97,48.36,30045,8.38,6.6,24.05,5.2,-3.75,12.29,47.92,33.8,113.4,2.6
2024,132713,337,MONTHLY,30.13,32.67,35.29,54.27,73.61,186964,2.22,11.36,13.5,13.97,-6.47,18.41,19.27,31.86,110.89,6.09
2021,142714,524,ANNUAL,13.26,20.62,35.2,40.35,64.19,183460,9.91,11.98,23.62,33.33,5.55,22.22,16.52,29.35,114.48,0.87
2022,152715,481,HOURLY,12.03,16.36,22.24,41.97,55.27,154429,1.57,0.09,26.25,10.09,17.37,0.71,26.28,21.19,135.82,0.91
2020,162716,327,HOURLY,19.65,25.16,29.94,47.82,71.47,77720,4.41,10.88,19.22,29.7,1.0,11.21,53.38,25.11,78.64,1.39
2022,172717,424,WEEKLY,23.16,28.63,33.31,40.06,55.4,195664,9.4,9.49,28.27,24.01,7.3,31.37,26.07,3.08,83.22,3.24
2024,182718,236,MONTHLY,23.06,25.08,30.76,49.42,55.08,53683,8.36,14.22,28.19,31.48,20.33,-11.13,46.37,10.97,101.12,0.89
2015,192719,112,BIWEEKLY,9.74,15.37,29.55,35.6,51.73,116482,8.96,1.24,20.08,1.24,-7.22,30.5,0.47,17.9,132.58,4.74
2018,202720,311,HOURLY,11.71,15.82,19.76,37.46,57.35,178922,9.37,10.42,8.11,33.16,16.56,1.81,9.78,36.24,84.41,4.63
2018,212721,424,WEEKLY,31.21,35.77,43.48,55.02,75.31,36291,7.06,4.06,14.46,10.11,20.11,0.96,9.83,0.63,131.76,5.4
2016,222722,518,BIWEEKLY,31.36,39.65,49.13,64.72,78.24,37124,8.54,2.39,19.35,33.08,-8.26,25.78,18.82,15.57,113.99,3.35
2022,232723,238,MONTHLY,13.83,22.14,26.22,42.16,48.97,113780,7.12,17.97,22.92,6.96,23.24,-4.4,35.43,31.18,79.82,1.06
2015,242724,312,BIWEEKLY,20.08,25.8,34.58,42.83,64.79,196261,5.22,17.19,20.0,39.53,9.04,7.44,53.92,25.97,104.04,1.01
2022,252725,517,WEEKLY,22.08,28.26,34.25,40.7,57.76,103031,7.35,11.81,24.18,2.76,-2.84,13.44,12.53,14.05,83.43,1.96
2018,262726,313,HOURLY,20.88,25.27,34.1,38.84,61.96,84044,5.48,16.01,13.24,19.81,20.68,16.19,21.27,0.33,109.5,5.4
2022,272727,522,WEEKLY,20.26,23.39,26.34,34.46,46.27,99427,3.49,5.02,23.89,36.11,26.48,30.05,43.69,25.3,110.68,5.42
2023,282728,441,MONTHLY,34.06,35.58,38.63,58.56,73.94,160904,7.23,16.97,14.42,28.46,12.53,-3.6,43.51,24.46,110.35,3.22
2019,292729,337,MONTHLY,18.35,27.18,41.0,54.53,56.6,202981,3.55,14.93,25.18,21.64,0.96,5.5,38.51,34.99,106.98,1.56
2015,302730,425,ANNUAL,34.71,39.33,47.2,62.06,68.26,105383,3.98,4.92,18.51,36.81,27.24,3.72,5.7,8.47,81.44,5.12
2016,312731,236,BIWEEKLY,12.87,14.02,20.5,32.15,55.53,198665,4.93,8.66,22.64,6.24,20.16,9.4,33.8,29.14,70.48,1.88
2022,322732,517,MONTHLY,12.13,15.96,23.01,33.13,45.09,204486,8.71,11.12,28.72,7.92,24.55,24.62,4.19,8.46,98.67,0.92
2021,332733,711,ANNUAL,20.41,28.08,29.96,44.27,49.45,166867,3.02,11.11,14.75,1.73,3.1,-11.77,23.72,24.85,103.61,3.11
2015,342734,312,WEEKLY,13.03,17.46,32.33,40.31,65.15,43446,11.87,6.5,17.82,11.95,10.3,20.13,39.13,29.57,131.2,0.82
2017,352735,324,MONTHLY,33.51,34.8,47.31,59.77,69.61,144973,11.44,14.33,25.98,25.52,-0.45,14.99,13.65,4.38,119.47,3.07
2020,362736,523,BIWEEKLY,27.81,29.57,32.58,40.05,44.38,174534,2.54,1.61,24.61,25.62,-0.37,6.61,12.43,29.61,106.29,2.44
2016,372737,484,BIWEEKLY,34.9,39.99,50.49,59.66,82.14,209524,1.51,11.29,8.55,31.76,-8.29,21.03,5.99,6.86,97.36,0.93
2024,382738,488,MONTHLY,19.95,26.49,37.34,47.42,56.26,139854,4.83,3.31,19.01,7.31,7.73,30.03,43.18,25.42,102.48,1.53
2024,392739,322,WEEKLY,16.53,20.12,28.04,45.78,68.93,204663,8.08,7.31,28.19,9.26,18.3,17.34,48.37,18.69,113.93,4.95
2025,402740,335,MONTHLY,11.53,17.27,19.91,29.97,46.47,195594,3.38,2.0,31.36,38.88,18.96,6.75,22.24,13.42,76.75,6.24
2015,412741,339,WEEKLY,30.06,34.16,45.19,60.26,67.82,197534,4.53,13.88,34.46,44.47,2.87,9.27,26.55,13.84,130.94,5.54
2017,422742,518,ANNUAL,15.55,23.82,29.93,45.77,51.42,59838,8.75,4.35,26.8,32.59,25.79,-5.08,27.97,21.33,90.27,6.19
2023,432743,322,WEEKLY,27.68,30.5,33.71,43.03,63.79,191535,7.4,8.32,25.07,40.03,-2.61,19.9,5.56,11.58,75.62,4.57
2019,442744,517,WEEKLY,26.64,35.33,47.97,55.16,77.22,142593,11.01,8.32,28.01,13.33,21.23,7.49,36.28,12.48,91.85,5.75
2016,452745,333,ANNUAL,26.26,31.46,44.12,47.23,55.97,84308,5.89,0.11,17.59,24.1,22.54,-2.0,50.61,36.01,112.18,5.79
2015,462746,315,BIWEEKLY,18.87,23.89,32.85,37.16,39.68,87483,3.66,4.5,33.23,28.54,2.77,19.75,23.05,21.97,105.47,4.36
2016,472747,112,BIWEEKLY,28.49,30.42,41.58,50.99,74.21,121280,8.04,9.27,34.89,32.54,-1.84,20.45,14.45,9.56,115.74,6.0
2025,482748,112,WEEKLY,15.25,18.56,21.39,27.37,31.13,52084,9.26,1.76,29.16,15.71,12.42,18.16,36.47,8.67,112.73,4.82
2020,492749,541,MONTHLY,18.88,21.79,36.06,53.99,70.65,131648,11.78,2.87,9.49,2.79,-9.56,-8.73,47.76,39.72,100.61,1.65
2020,502750,611,MONTHLY,26.01,27.7,40.86,55.18,75.78,206766,4.65,6.94,12.92,11.51,-7.81,1.68,11.33,9.55,104.75,3.74
2015,512751,332,HOURLY,9.64,11.36,15.08,33.43,51.27,53559,11.28,9.55,33.09,44.82,-9.7,30.55,20.2,26.22,77.97,5.74
2025,522752,332,ANNUAL,24.42,25.43,27.43,39.97,51.41,67388,10.54,1.52,8.88,20.98,23.14,4.58,12.0,22.58,137.33,5.65
2015,532753,312,ANNUAL,33.78,40.06,48.98,59.8,79.88,204077,9.95,10.64,15.24,41.72,18.39,16.1,42.11,12.69,117.51,5.58
2021,542754,522,WEEKLY,31.33,34.94,36.63,41.31,65.09,205799,8.22,15.61,11.94,12.2,13.8,26.25,33.53,11.48,73.26,2.25
2016,102755,722,WEEKLY,11.29,16.96,27.23,43.53,57.02,109624,3.84,7.68,14.32,22.08,13.17,25.5,40.76,30.2,105.75,3.28
2024,112756,452,MONTHLY,10.53,17.13,22.14,33.06,46.88,170203,11.43,8.1,24.21,24.81,-4.14,30.08,5.77,36.95,74.1,0.31
2021,122757,921,ANNUAL,14.84,24.4,38.33,48.77,51.66,43090,3.78,15.31,10.95,29.07,9.7,27.1,13.46,0.59,139.89,3.97
2021,132758,541,ANNUAL,19.66,29.01,43.53,55.39,73.42,33885,9.57,2.24,25.36,31.31,-5.34,-6.59,35.82,8.37,119.58,2.47
2016,142759,623,BIWEEKLY,28.61,29.91,41.21,45.18,52.26,100335,4.01,10.29,34.23,31.99,12.55,13.38,1.47,18.6,98.36,2.99
2018,152760,423,HOURLY,25.16,29.39,36.6,45.04,58.18,196382,2.86,13.04,27.24,38.9,26.5,-2.99,27.47,4.67,126.1,2.9
2016,162761,322,ANNUAL,16.88,25.2,35.73,55.58,66.74,181389,4.03,17.27,34.38,29.71,23.38,-0.57,54.47,9.14,89.92,1.7
2021,172762,324,MONTHLY,31.73,39.33,51.87,68.79,78.84,105769,9.06,12.33,33.66,36.75,12.04,-11.08,23.31,36.86,70.17,5.17
2021,182763,722,HOURLY,26.22,34.86,49.19,56.02,61.07,70584,5.01,1.53,28.82,37.39,2.0,20.64,31.03,7.59,127.52,1.94
2024,192764,452,ANNUAL,10.45,17.02,29.54,48.53,52.43,185379,9.81,13.81,20.77,39.71,5.55,24.07,48.8,23.93,113.8,1.93
2020,202765,221,HOURLY,33.67,37.82,41.54,57.22,79.08,141188,3.73,15.35,18.35,16.5,27.19,15.52,13.38,30.88,79.78,5.25
2019,212766,531,MONTHLY,12.91,15.77,22.46,38.55,59.14,104014,9.3,10.24,28.24,4.75,24.73,15.77,42.65,31.16,124.39,3.74
2020,222767,237,WEEKLY,22.13,23.69,32.09,37.53,60.65,40230,6.41,10.71,27.78,37.8,2.74,27.86,53.99,31.63,135.8,2.68
2020,232768,334,HOURLY,16.7,20.96,22.0,25.6,33.22,167185,3.91,17.37,15.21,9.53,19.34,4.97,16.65,14.87,118.39,2.79
