gov_rrf_reference_year,gov_rrf_member_state_iso2,gov_rrf_plan_component_code,gov_rrf_measure_id,gov_rrf_milestone_id,gov_rrf_target_id,gov_rrf_milestone_due_date,gov_rrf_milestone_status_code,gov_rrf_payment_request_date,gov_rrf_payment_disbursed_eur,gov_rrf_total_allocation_eur,gov_rrf_green_share_pct,gov_rrf_digital_share_pct,gov_rrf_reforms_flag,gov_rrf_investments_flag,gov_rrf_procurement_linked_flag,gov_rrf_state_aid_compliance_flag,gov_rrf_audit_findings_count,gov_rrf_data_source,gov_rrf_data_extract_date
2023,BG,C14,BG_C14_M130,BG_C14_M130_MS30,BG_C14_M130_T20,2024-11-28,IN_PROGRESS,,79519724.26,5722160444.99,51.55,30.68,1,1,1,1,11,ECA_AUDIT_SUMMARY,2024-05-07
2024,EE,C15,EE_C15_M131,EE_C15_M131_MS31,EE_C15_M131_T21,2024-02-06,COMPLETED,,386873596.95,5488524629.21,20.16,32.52,1,1,1,0,26,COMMISSION_IMPLEMENTING_DECISIONS,2024-06-21
2025,HU,C16,HU_C16_M132,HU_C16_M132_MS32,HU_C16_M132_T22,2025-08-30,DELAYED,,468505235.29,25549563443.71,23.09,27.91,1,0,1,1,45,NATIONAL_RRF_REPORT,2026-02-13
2026,LU,C17,LU_C17_M133,LU_C17_M133_MS33,LU_C17_M133_T23,2026-01-09,CANCELLED,2024-08-21,993196224.82,22263107449.82,53.39,39.33,1,1,0,0,46,RRF_SCOREBOARD,2024-12-24
2020,RO,C18,RO_C18_M134,RO_C18_M134_MS34,RO_C18_M134_T24,2024-08-31,REVISED,,892641922.59,30604790948.71,49.45,37.77,0,1,0,1,3,ECA_AUDIT_SUMMARY,2024-06-16
2021,AT,C01,AT_C01_M135,AT_C01_M135_MS35,AT_C01_M135_T25,2023-10-28,PLANNED,2021-10-26,77432142.87,2280298020.54,47.79,21.05,1,1,1,1,6,COMMISSION_IMPLEMENTING_DECISIONS,2024-05-07
2022,CZ,C02,CZ_C02_M136,CZ_C02_M136_MS36,CZ_C02_M136_T26,2022-03-20,IN_PROGRESS,,971141165.03,22120425382.7,48.03,24.25,0,0,0,0,25,NATIONAL_RRF_REPORT,2024-07-24
2023,DE,C03,DE_C03_M137,DE_C03_M137_MS37,DE_C03_M137_T27,2023-03-11,COMPLETED,,387078289.54,20120146655.68,37.03,34.01,0,1,0,1,39,RRF_SCOREBOARD,2025-08-15
2024,LV,C04,LV_C04_M138,LV_C04_M138_MS38,LV_C04_M138_T28,2025-11-06,DELAYED,2021-01-16,836831423.95,33206974677.22,54.99,34.19,0,1,1,1,33,ECA_AUDIT_SUMMARY,2025-08-07
2025,PL,C05,PL_C05_M139,PL_C05_M139_MS39,PL_C05_M139_T29,2025-10-31,CANCELLED,2024-01-02,368909945.94,9113929166.33,43.59,37.72,0,1,0,1,19,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-04
2026,ES,C06,ES_C06_M140,ES_C06_M140_MS40,ES_C06_M140_T30,2026-01-30,REVISED,,82345281.44,2978950389.75,45.77,35.55,1,1,1,1,29,NATIONAL_RRF_REPORT,2024-09-14
2020,HR,C07,HR_C07_M141,HR_C07_M141_MS01,HR_C07_M141_T01,2020-05-06,PLANNED,,143995658.67,12451658067.13,39.23,23.38,1,1,1,1,12,RRF_SCOREBOARD,2024-08-04
2021,FI,C08,FI_C08_M142,FI_C08_M142_MS02,FI_C08_M142_T02,2023-06-17,IN_PROGRESS,2025-08-17,784404043.12,31158886111.75,38.43,28.06,1,1,1,1,26,ECA_AUDIT_SUMMARY,2024-07-17
2022,IE,C09,IE_C09_M143,IE_C09_M143_MS03,IE_C09_M143_T03,2023-02-14,COMPLETED,2024-03-01,3268690485.04,27815863716.85,40.81,23.71,0,1,1,1,14,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-26
2023,MT,C10,MT_C10_M144,MT_C10_M144_MS04,MT_C10_M144_T04,2026-02-07,DELAYED,,682708589.68,32887343127.13,32.42,39.47,0,1,1,0,34,NATIONAL_RRF_REPORT,2025-11-16
2024,SK,C11,SK_C11_M145,SK_C11_M145_MS05,SK_C11_M145_T05,2024-05-24,CANCELLED,2026-02-16,361656021.6,28365111780.02,46.09,16.54,1,1,1,1,3,RRF_SCOREBOARD,2025-06-09
2025,BE,C12,BE_C12_M146,BE_C12_M146_MS06,BE_C12_M146_T06,2025-01-10,REVISED,2022-01-05,55823901.6,1225872154.45,30.69,15.99,1,0,0,1,6,ECA_AUDIT_SUMMARY,2025-07-31
2026,DK,C13,DK_C13_M147,DK_C13_M147_MS07,DK_C13_M147_T07,2026-02-05,PLANNED,2022-07-17,1316142486.9,36324616105.55,54.36,29.03,0,1,1,1,28,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-01
2020,GR,C14,GR_C14_M148,GR_C14_M148_MS08,GR_C14_M148_T08,2023-02-15,IN_PROGRESS,2022-08-21,32384017.25,12356833050.3,27.49,18.3,1,1,0,1,29,NATIONAL_RRF_REPORT,2024-03-27
2021,LT,C15,LT_C15_M149,LT_C15_M149_MS09,LT_C15_M149_T09,2021-11-17,COMPLETED,2023-01-24,870594675.27,14299074024.67,48.47,35.45,0,1,1,0,21,RRF_SCOREBOARD,2024-09-25
2022,PT,C16,PT_C16_M150,PT_C16_M150_MS10,PT_C16_M150_T10,2023-12-14,DELAYED,2025-06-20,1223547954.47,31577110874.99,28.57,23.28,1,0,0,0,14,ECA_AUDIT_SUMMARY,2025-07-28
2023,SE,C17,SE_C17_M151,SE_C17_M151_MS11,SE_C17_M151_T11,2025-01-31,CANCELLED,,474411910.12,50943098693.3,20.74,35.36,0,1,1,0,16,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-21
2024,CY,C18,CY_C18_M152,CY_C18_M152_MS12,CY_C18_M152_T12,2024-03-18,REVISED,,47926304.53,1871031361.72,50.41,35.38,1,1,1,1,25,NATIONAL_RRF_REPORT,2026-01-16
2025,FR,C01,FR_C01_M153,FR_C01_M153_MS13,FR_C01_M153_T13,2025-09-28,PLANNED,,249033023.6,21925694964.11,32.98,32.61,1,1,1,0,36,RRF_SCOREBOARD,2024-11-07
2026,IT,C02,IT_C02_M154,IT_C02_M154_MS14,IT_C02_M154_T14,2026-01-13,IN_PROGRESS,2021-11-30,246283782.93,9796456135.75,36.95,32.62,0,1,1,1,33,ECA_AUDIT_SUMMARY,2024-12-02
2020,NL,C03,NL_C03_M155,NL_C03_M155_MS15,NL_C03_M155_T15,2024-03-26,COMPLETED,2025-07-18,2675672852.73,28906926658.91,54.76,24.41,1,1,1,0,9,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-23
2021,SI,C04,SI_C04_M156,SI_C04_M156_MS16,SI_C04_M156_T16,2021-05-18,DELAYED,2023-09-28,12364938.31,1665347908.99,41.64,30.96,1,1,1,0,62,NATIONAL_RRF_REPORT,2025-10-28
2022,BG,C05,BG_C05_M157,BG_C05_M157_MS17,BG_C05_M157_T17,2025-12-09,CANCELLED,,605634019.82,30092180053.46,21.8,17.75,1,0,1,1,21,RRF_SCOREBOARD,2026-01-22
2023,EE,C06,EE_C06_M158,EE_C06_M158_MS18,EE_C06_M158_T18,2024-01-07,REVISED,2021-08-18,1216975069.27,24764501524.3,37.38,32.74,1,1,1,1,37,ECA_AUDIT_SUMMARY,2025-03-14
2024,HU,C07,HU_C07_M159,HU_C07_M159_MS19,HU_C07_M159_T19,2025-05-18,PLANNED,2024-01-26,1222531957.97,30104043754.93,34.88,16.43,1,1,1,1,1,COMMISSION_IMPLEMENTING_DECISIONS,2025-05-22
2025,LU,C08,LU_C08_M160,LU_C08_M160_MS20,LU_C08_M160_T20,2025-04-24,IN_PROGRESS,2024-11-14,1446794657.53,31719791236.33,47.44,16.85,1,1,0,1,34,NATIONAL_RRF_REPORT,2024-01-02
2026,RO,C09,RO_C09_M161,RO_C09_M161_MS21,RO_C09_M161_T21,2026-02-01,COMPLETED,2026-02-23,3875471012.59,32859088665.67,52.98,18.98,1,1,1,0,42,RRF_SCOREBOARD,2024-01-06
2020,AT,C10,AT_C10_M162,AT_C10_M162_MS22,AT_C10_M162_T22,2025-09-09,DELAYED,,57638192.77,5104722679.65,28.8,17.0,0,1,1,1,55,ECA_AUDIT_SUMMARY,2024-12-22
2021,CZ,C11,CZ_C11_M163,CZ_C11_M163_MS23,CZ_C11_M163_T23,2023-05-12,CANCELLED,2023-10-08,125527971.7,26984665448.22,47.21,21.64,1,1,1,1,31,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-14
2022,DE,C12,DE_C12_M164,DE_C12_M164_MS24,DE_C12_M164_T24,2022-12-06,REVISED,,867243118.59,26507646183.97,49.95,35.61,1,1,1,1,1,NATIONAL_RRF_REPORT,2025-07-20
2023,LV,C13,LV_C13_M165,LV_C13_M165_MS25,LV_C13_M165_T25,2025-04-04,PLANNED,,648850389.57,30026799006.86,26.29,22.79,1,1,1,1,29,RRF_SCOREBOARD,2026-01-07
2024,PL,C14,PL_C14_M166,PL_C14_M166_MS26,PL_C14_M166_T26,2024-04-25,IN_PROGRESS,2024-10-21,477713731.9,31545756886.46,48.71,36.84,0,1,1,0,17,ECA_AUDIT_SUMMARY,2025-03-02
2025,ES,C15,ES_C15_M167,ES_C15_M167_MS27,ES_C15_M167_T27,2025-01-13,COMPLETED,,643561748.03,24948427859.96,23.13,15.02,0,1,0,0,41,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-26
2026,HR,C16,HR_C16_M168,HR_C16_M168_MS28,HR_C16_M168_T28,2026-01-15,DELAYED,2021-11-05,306791807.56,30987964074.66,51.52,33.63,0,1,1,0,6,NATIONAL_RRF_REPORT,2025-01-15
2020,FI,C17,FI_C17_M169,FI_C17_M169_MS29,FI_C17_M169_T29,2022-10-27,CANCELLED,,47260524.48,8448699762.78,55.0,35.25,0,1,1,0,20,RRF_SCOREBOARD,2025-12-10
2021,IE,C18,IE_C18_M170,IE_C18_M170_MS30,IE_C18_M170_T30,2023-10-28,REVISED,,20570080.4,1412079146.45,22.6,25.13,0,1,1,0,45,ECA_AUDIT_SUMMARY,2024-09-23
2022,MT,C01,MT_C01_M171,MT_C01_M171_MS31,MT_C01_M171_T01,2022-05-11,PLANNED,2022-03-13,311833653.21,6886915201.3,22.31,30.48,1,0,0,1,4,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-05
2023,SK,C02,SK_C02_M172,SK_C02_M172_MS32,SK_C02_M172_T02,2024-01-06,IN_PROGRESS,2020-06-14,696948874.14,18976691679.57,23.87,24.84,0,1,1,0,1,NATIONAL_RRF_REPORT,2025-07-09
2024,BE,C03,BE_C03_M173,BE_C03_M173_MS33,BE_C03_M173_T03,2024-05-05,COMPLETED,2025-09-09,617426091.39,18894757833.38,23.84,20.58,0,0,1,0,2,RRF_SCOREBOARD,2026-01-23
2025,DK,C04,DK_C04_M174,DK_C04_M174_MS34,DK_C04_M174_T04,2025-08-01,DELAYED,,1106947292.04,32642545702.65,38.73,23.3,1,0,0,0,15,ECA_AUDIT_SUMMARY,2025-12-24
2026,GR,C05,GR_C05_M175,GR_C05_M175_MS35,GR_C05_M175_T05,2026-01-14,CANCELLED,,384066254.22,29784863885.29,48.35,30.71,1,1,0,0,50,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-20
2020,LT,C06,LT_C06_M176,LT_C06_M176_MS36,LT_C06_M176_T06,2022-12-23,REVISED,,10469575.98,7644702178.0,25.37,21.61,1,1,1,0,39,NATIONAL_RRF_REPORT,2026-02-14
2021,PT,C07,PT_C07_M177,PT_C07_M177_MS37,PT_C07_M177_T07,2025-05-20,PLANNED,,149271607.89,3986287136.08,44.19,30.84,0,1,1,0,18,RRF_SCOREBOARD,2025-10-26
2022,SE,C08,SE_C08_M178,SE_C08_M178_MS38,SE_C08_M178_T08,2023-12-05,IN_PROGRESS,2022-07-22,141885878.91,9812437059.42,28.46,28.03,1,1,0,1,55,ECA_AUDIT_SUMMARY,2024-12-16
2023,CY,C09,CY_C09_M179,CY_C09_M179_MS39,CY_C09_M179_T09,2023-06-29,COMPLETED,2023-10-08,3573055280.23,52027914025.97,26.65,21.6,1,0,0,0,4,COMMISSION_IMPLEMENTING_DECISIONS,2024-09-23
2024,FR,C10,FR_C10_M180,FR_C10_M180_MS40,FR_C10_M180_T10,2025-04-01,DELAYED,2020-03-22,291701650.22,16134962170.71,50.42,32.49,1,1,1,1,1,NATIONAL_RRF_REPORT,2024-05-18
2025,IT,C11,IT_C11_M181,IT_C11_M181_MS01,IT_C11_M181_T11,2025-05-23,CANCELLED,,299210385.48,31010392529.2,35.11,20.56,0,0,0,1,34,RRF_SCOREBOARD,2025-07-24
2026,NL,C12,NL_C12_M182,NL_C12_M182_MS02,NL_C12_M182_T12,2026-01-21,REVISED,2020-06-30,570480561.82,15420301033.19,52.64,29.01,1,1,0,0,46,ECA_AUDIT_SUMMARY,2025-01-31
2020,SI,C13,SI_C13_M183,SI_C13_M183_MS03,SI_C13_M183_T13,2024-11-04,PLANNED,2021-08-04,88847401.19,2193673178.96,39.06,34.48,0,1,1,1,29,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-22
2021,BG,C14,BG_C14_M184,BG_C14_M184_MS04,BG_C14_M184_T14,2024-04-13,IN_PROGRESS,,1090292410.11,27861446621.22,37.73,21.2,1,1,1,1,52,NATIONAL_RRF_REPORT,2025-07-22
2022,EE,C15,EE_C15_M185,EE_C15_M185_MS05,EE_C15_M185_T15,2022-11-12,COMPLETED,,4293049743.14,40478287926.73,48.82,37.73,1,1,1,1,42,RRF_SCOREBOARD,2024-05-10
2023,HU,C16,HU_C16_M186,HU_C16_M186_MS06,HU_C16_M186_T16,2024-04-02,DELAYED,2024-08-30,452645985.22,23488976105.42,47.79,22.05,1,0,0,1,25,ECA_AUDIT_SUMMARY,2025-09-11
2024,LU,C17,LU_C17_M187,LU_C17_M187_MS07,LU_C17_M187_T17,2025-09-16,CANCELLED,,15093242.23,1672924079.72,51.08,36.07,1,0,0,1,9,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-26
2025,RO,C18,RO_C18_M188,RO_C18_M188_MS08,RO_C18_M188_T18,2025-05-19,REVISED,,432878014.84,8747035500.67,38.51,21.85,0,1,0,0,51,NATIONAL_RRF_REPORT,2024-07-24
2026,AT,C01,AT_C01_M189,AT_C01_M189_MS09,AT_C01_M189_T19,2026-01-18,PLANNED,,537628952.65,31959984067.24,27.01,22.98,1,1,1,0,3,RRF_SCOREBOARD,2025-01-10
2020,CZ,C02,CZ_C02_M190,CZ_C02_M190_MS10,CZ_C02_M190_T20,2025-09-10,IN_PROGRESS,2022-04-16,282980261.96,8770908873.9,54.76,36.86,1,1,1,1,19,ECA_AUDIT_SUMMARY,2025-12-31
2021,DE,C03,DE_C03_M191,DE_C03_M191_MS11,DE_C03_M191_T21,2023-01-23,COMPLETED,2024-11-07,2146912487.78,19214482677.61,48.93,31.58,1,1,0,1,13,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-09
2022,LV,C04,LV_C04_M192,LV_C04_M192_MS12,LV_C04_M192_T22,2025-04-14,DELAYED,,223095228.21,24556862089.43,50.68,38.18,1,1,0,1,3,NATIONAL_RRF_REPORT,2024-12-04
2023,PL,C05,PL_C05_M193,PL_C05_M193_MS13,PL_C05_M193_T23,2024-05-14,CANCELLED,,241180144.52,11128429302.84,47.94,32.16,0,1,1,1,1,RRF_SCOREBOARD,2026-01-26
2024,ES,C06,ES_C06_M194,ES_C06_M194_MS14,ES_C06_M194_T24,2025-07-28,REVISED,2023-11-24,607565635.72,12645799891.64,53.71,21.5,0,1,1,0,11,ECA_AUDIT_SUMMARY,2025-12-30
2025,HR,C07,HR_C07_M195,HR_C07_M195_MS15,HR_C07_M195_T25,2025-05-20,PLANNED,2020-05-03,655039739.61,15582202573.05,25.88,15.31,0,1,1,0,9,COMMISSION_IMPLEMENTING_DECISIONS,2025-11-08
2026,FI,C08,FI_C08_M196,FI_C08_M196_MS16,FI_C08_M196_T26,2026-02-07,IN_PROGRESS,2021-11-19,68499946.02,1916935798.02,28.31,15.12,1,0,0,1,7,NATIONAL_RRF_REPORT,2025-12-06
2020,IE,C09,IE_C09_M197,IE_C09_M197_MS17,IE_C09_M197_T27,2023-03-27,COMPLETED,2025-08-11,1976926254.21,30012882867.32,23.54,34.63,1,0,0,0,0,RRF_SCOREBOARD,2024-03-05
2021,MT,C10,MT_C10_M198,MT_C10_M198_MS18,MT_C10_M198_T28,2025-10-03,DELAYED,2021-12-18,15716304.04,9765845784.42,37.06,15.01,1,1,1,1,51,ECA_AUDIT_SUMMARY,2024-10-28
2022,SK,C11,SK_C11_M199,SK_C11_M199_MS19,SK_C11_M199_T29,2024-04-06,CANCELLED,2024-12-09,57805192.3,1351472406.42,45.31,27.73,1,1,0,1,21,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-17
2023,BE,C12,BE_C12_M200,BE_C12_M200_MS20,BE_C12_M200_T30,2024-07-11,REVISED,2022-02-16,682905462.43,35742380239.79,35.59,22.59,1,1,1,1,3,NATIONAL_RRF_REPORT,2024-09-09
2024,DK,C13,DK_C13_M201,DK_C13_M201_MS21,DK_C13_M201_T01,2024-03-06,PLANNED,2024-01-17,184559831.12,6842121444.38,50.83,28.32,0,1,0,0,5,RRF_SCOREBOARD,2024-06-09
2025,GR,C14,GR_C14_M202,GR_C14_M202_MS22,GR_C14_M202_T02,2025-10-28,IN_PROGRESS,,643154734.02,40822299040.89,36.97,20.47,1,1,1,0,18,ECA_AUDIT_SUMMARY,2024-01-21
2026,LT,C15,LT_C15_M203,LT_C15_M203_MS23,LT_C15_M203_T03,2026-01-28,COMPLETED,2026-02-04,2482557102.99,27934268640.41,51.23,32.57,1,0,0,1,3,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-24
2020,PT,C16,PT_C16_M204,PT_C16_M204_MS24,PT_C16_M204_T04,2025-10-10,DELAYED,,435905438.0,17286057225.38,34.6,27.94,1,1,1,1,44,NATIONAL_RRF_REPORT,2024-10-26
2021,SE,C17,SE_C17_M205,SE_C17_M205_MS25,SE_C17_M205_T05,2021-09-23,CANCELLED,,1009726481.98,21348150190.78,50.58,31.13,1,1,1,0,30,RRF_SCOREBOARD,2025-01-24
2022,CY,C18,CY_C18_M206,CY_C18_M206_MS26,CY_C18_M206_T06,2022-01-18,REVISED,2023-05-27,548731821.11,14317797095.82,44.05,20.5,1,0,0,1,12,ECA_AUDIT_SUMMARY,2025-04-11
2023,FR,C01,FR_C01_M207,FR_C01_M207_MS27,FR_C01_M207_T07,2024-05-26,PLANNED,,323637799.94,28826024836.57,47.88,20.48,0,0,0,0,10,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-26
2024,IT,C02,IT_C02_M208,IT_C02_M208_MS28,IT_C02_M208_T08,2025-10-07,IN_PROGRESS,,680534710.04,29445231241.82,54.93,30.6,0,1,1,1,52,NATIONAL_RRF_REPORT,2024-10-07
2025,NL,C03,NL_C03_M209,NL_C03_M209_MS29,NL_C03_M209_T09,2025-12-27,COMPLETED,,1086982961.02,25411359246.78,20.05,37.84,1,0,0,0,30,RRF_SCOREBOARD,2024-02-19
2026,SI,C04,SI_C04_M210,SI_C04_M210_MS30,SI_C04_M210_T10,2026-01-27,DELAYED,,233143921.0,7845146573.03,22.32,22.74,0,1,1,1,4,ECA_AUDIT_SUMMARY,2024-12-18
2020,BG,C05,BG_C05_M211,BG_C05_M211_MS31,BG_C05_M211_T11,2021-09-01,CANCELLED,,655156760.45,24137981456.49,35.85,34.99,1,1,1,1,33,COMMISSION_IMPLEMENTING_DECISIONS,2025-04-04
2021,EE,C06,EE_C06_M212,EE_C06_M212_MS32,EE_C06_M212_T12,2021-02-11,REVISED,2023-08-14,157862119.79,3581009241.3,38.4,33.51,1,1,0,0,30,NATIONAL_RRF_REPORT,2025-10-30
2022,HU,C07,HU_C07_M213,HU_C07_M213_MS33,HU_C07_M213_T13,2022-05-23,PLANNED,,378045953.8,21253051049.54,44.3,20.7,1,0,1,0,12,RRF_SCOREBOARD,2025-04-23
2023,LU,C08,LU_C08_M214,LU_C08_M214_MS34,LU_C08_M214_T14,2024-08-14,IN_PROGRESS,2023-05-07,1431223205.27,42405139151.08,31.4,34.02,0,1,1,1,35,ECA_AUDIT_SUMMARY,2024-01-03
2024,RO,C09,RO_C09_M215,RO_C09_M215_MS35,RO_C09_M215_T15,2025-02-15,COMPLETED,2025-08-26,49483760.09,1660291127.42,42.13,22.45,1,1,1,0,18,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-18
2025,AT,C10,AT_C10_M216,AT_C10_M216_MS36,AT_C10_M216_T16,2025-02-12,DELAYED,,167458475.08,5168053854.9,53.91,34.54,1,1,1,0,27,NATIONAL_RRF_REPORT,2025-11-01
2026,CZ,C11,CZ_C11_M217,CZ_C11_M217_MS37,CZ_C11_M217_T17,2026-01-30,CANCELLED,,1198581557.09,36444748706.42,48.56,35.09,1,0,0,1,17,RRF_SCOREBOARD,2025-07-23
2020,DE,C12,DE_C12_M218,DE_C12_M218_MS38,DE_C12_M218_T18,2023-06-02,REVISED,,81873042.94,5874100585.03,52.23,17.92,1,0,1,1,38,ECA_AUDIT_SUMMARY,2024-12-07
2021,LV,C13,LV_C13_M219,LV_C13_M219_MS39,LV_C13_M219_T19,2023-09-19,PLANNED,,447875553.92,27891876466.68,37.72,31.21,1,1,1,0,48,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-23
2022,PL,C14,PL_C14_M220,PL_C14_M220_MS40,PL_C14_M220_T20,2025-01-26,IN_PROGRESS,2022-01-03,267354225.27,26401764136.28,35.82,21.58,1,1,1,0,16,NATIONAL_RRF_REPORT,2024-11-04
2023,ES,C15,ES_C15_M001,ES_C15_M001_MS01,ES_C15_M001_T21,2024-03-08,COMPLETED,2024-12-25,968929171.23,15940850599.33,32.5,16.5,0,1,1,0,11,RRF_SCOREBOARD,2024-08-16
2024,HR,C16,HR_C16_M002,HR_C16_M002_MS02,HR_C16_M002_T22,2024-05-02,DELAYED,,198674888.02,23556780803.06,49.91,39.18,1,0,1,0,21,ECA_AUDIT_SUMMARY,2025-01-03
2025,FI,C17,FI_C17_M003,FI_C17_M003_MS03,FI_C17_M003_T23,2025-08-14,CANCELLED,,290217980.99,11481520516.65,36.32,38.44,1,0,0,0,36,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-03
2026,IE,C18,IE_C18_M004,IE_C18_M004_MS04,IE_C18_M004_T24,2026-01-29,REVISED,,502049342.52,26720124665.05,22.12,21.61,1,1,1,1,38,NATIONAL_RRF_REPORT,2025-03-03
2020,MT,C01,MT_C01_M005,MT_C01_M005_MS05,MT_C01_M005_T25,2020-05-06,PLANNED,,1631122028.02,33800061676.32,39.78,33.68,1,1,0,1,38,RRF_SCOREBOARD,2025-12-31
2021,SK,C02,SK_C02_M006,SK_C02_M006_MS06,SK_C02_M006_T26,2021-10-31,IN_PROGRESS,2023-01-27,569727693.87,18376555902.36,52.01,34.16,0,1,0,1,48,ECA_AUDIT_SUMMARY,2025-03-14
2022,BE,C03,BE_C03_M007,BE_C03_M007_MS07,BE_C03_M007_T27,2023-05-31,COMPLETED,2024-03-01,440293747.38,16029446069.84,53.09,38.24,1,1,1,1,5,COMMISSION_IMPLEMENTING_DECISIONS,2025-04-25
2023,DK,C04,DK_C04_M008,DK_C04_M008_MS08,DK_C04_M008_T28,2023-11-29,DELAYED,,649380801.55,25733872605.89,33.02,17.28,1,0,0,1,32,NATIONAL_RRF_REPORT,2024-10-04
2024,GR,C05,GR_C05_M009,GR_C05_M009_MS09,GR_C05_M009_T29,2024-10-14,CANCELLED,,2051390524.62,42365554329.24,33.23,33.16,1,1,1,0,18,RRF_SCOREBOARD,2024-02-21
2025,LT,C06,LT_C06_M010,LT_C06_M010_MS10,LT_C06_M010_T30,2025-04-02,REVISED,,249729919.0,7526415474.23,36.79,25.84,1,1,1,1,13,ECA_AUDIT_SUMMARY,2024-05-16
2026,PT,C07,PT_C07_M011,PT_C07_M011_MS11,PT_C07_M011_T01,2026-01-22,PLANNED,,159120648.97,5430121238.48,20.49,17.79,1,1,0,1,13,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-04
2020,SE,C08,SE_C08_M012,SE_C08_M012_MS12,SE_C08_M012_T02,2023-10-27,IN_PROGRESS,2025-11-28,7385020.65,6792647069.49,29.57,33.79,1,1,1,1,30,NATIONAL_RRF_REPORT,2025-07-10
2021,CY,C09,CY_C09_M013,CY_C09_M013_MS13,CY_C09_M013_T03,2022-09-03,COMPLETED,2024-11-26,101365164.06,1301645200.66,38.89,17.74,0,0,0,1,43,RRF_SCOREBOARD,2026-01-23
2022,FR,C10,FR_C10_M014,FR_C10_M014_MS14,FR_C10_M014_T04,2024-03-22,DELAYED,2020-06-20,19620553.71,6972136781.38,27.68,35.11,1,1,0,0,59,ECA_AUDIT_SUMMARY,2024-12-27
2023,IT,C11,IT_C11_M015,IT_C11_M015_MS15,IT_C11_M015_T05,2024-02-24,CANCELLED,2023-12-13,1571547733.36,35154871398.38,20.24,19.82,1,1,0,1,41,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-05
2024,NL,C12,NL_C12_M016,NL_C12_M016_MS16,NL_C12_M016_T06,2024-01-28,REVISED,,1362812881.07,31444246177.37,49.49,33.12,1,1,1,0,47,NATIONAL_RRF_REPORT,2025-11-29
2025,SI,C13,SI_C13_M017,SI_C13_M017_MS17,SI_C13_M017_T07,2025-10-30,PLANNED,,73156588.23,18180902771.19,50.46,39.99,0,1,1,1,34,RRF_SCOREBOARD,2024-02-15
2026,BG,C14,BG_C14_M018,BG_C14_M018_MS18,BG_C14_M018_T08,2026-01-24,IN_PROGRESS,2022-02-12,242012603.71,22428785266.14,40.92,22.39,1,1,0,0,38,ECA_AUDIT_SUMMARY,2024-02-02
2020,EE,C15,EE_C15_M019,EE_C15_M019_MS19,EE_C15_M019_T09,2021-09-12,COMPLETED,2020-04-03,253026687.65,10315381565.91,30.43,30.1,1,1,1,0,52,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-03
2021,HU,C16,HU_C16_M020,HU_C16_M020_MS20,HU_C16_M020_T10,2021-08-16,DELAYED,2022-12-06,372574839.63,8018439625.88,54.75,16.11,1,1,1,1,8,NATIONAL_RRF_REPORT,2024-09-02
2022,LU,C17,LU_C17_M021,LU_C17_M021_MS21,LU_C17_M021_T11,2024-12-03,CANCELLED,2020-03-20,165651245.51,11358557723.04,21.29,25.17,1,0,1,1,20,RRF_SCOREBOARD,2024-02-23
2023,RO,C18,RO_C18_M022,RO_C18_M022_MS22,RO_C18_M022_T12,2025-09-30,REVISED,2022-08-12,55848913.09,3016469764.66,40.76,19.88,0,1,1,0,39,ECA_AUDIT_SUMMARY,2025-07-26
2024,AT,C01,AT_C01_M023,AT_C01_M023_MS23,AT_C01_M023_T13,2024-06-20,PLANNED,,443120431.4,13577412772.32,33.65,36.4,1,1,1,1,42,COMMISSION_IMPLEMENTING_DECISIONS,2024-05-03
2025,CZ,C02,CZ_C02_M024,CZ_C02_M024_MS24,CZ_C02_M024_T14,2025-12-07,IN_PROGRESS,2023-09-30,273362380.42,51874198069.94,44.14,29.46,1,1,1,1,11,NATIONAL_RRF_REPORT,2025-12-13
2026,DE,C03,DE_C03_M025,DE_C03_M025_MS25,DE_C03_M025_T15,2026-02-05,COMPLETED,2026-02-15,464670396.48,3960868204.97,51.89,19.38,1,1,1,1,54,RRF_SCOREBOARD,2024-04-14
2020,LV,C04,LV_C04_M026,LV_C04_M026_MS26,LV_C04_M026_T16,2024-06-28,DELAYED,,1178159353.65,24973525136.57,47.74,26.28,0,1,1,1,26,ECA_AUDIT_SUMMARY,2025-09-29
