health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2019,MORT_RATE,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,96.505,66.103,30.402,1.46,0.227,9.93,4.65,4.71,-188.03,-44.04,-11.95,-4.74,22.15,-2.84,NoPolicy,14.31
2019,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,93.132,82.57,10.562,1.128,0.211,68.17,22.67,-28.17,-389.31,-14.39,30.3,31.34,4.5,-10.29,Mixed,85.59
2017,VAX_COV,Rural_vs_Urban,Women_vs_Men,80.316,52.802,27.514,1.521,-0.692,33.28,18.77,24.35,-126.58,40.12,1.65,-0.54,22.91,1.15,Mixed,26.78
2019,ACCESS_INDEX,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,56.805,24.479,32.326,2.321,0.368,38.66,89.69,-15.0,348.77,-29.12,7.25,-25.26,-11.35,10.46,Policy_C,33.12
2015,IMR,Women_vs_Men,Rural_vs_Urban,16.784,65.302,-48.518,0.257,-0.932,94.94,74.22,-10.53,454.1,-32.2,18.35,-12.02,-6.4,-25.21,Policy_C,52.97
2018,MORT_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,13.471,46.559,-33.088,0.289,-0.154,90.31,20.75,-27.53,253.2,26.8,-2.91,-15.32,4.91,14.23,Pilot,87.32
2019,IMR,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,92.149,51.308,40.841,1.796,-0.757,27.17,5.94,18.87,497.69,41.48,7.17,2.13,-30.31,4.08,NoPolicy,66.24
2024,MORT_RATE,Rural_vs_Urban,SCST_vs_Others,46.371,60.59,-14.219,0.765,-0.796,46.91,64.86,28.62,-428.05,16.92,-13.26,30.29,33.15,-22.44,Mixed,50.99
2021,IMR,SCST_vs_Others,Disability_vs_NoDisability,37.921,55.868,-17.947,0.679,0.802,68.92,40.09,-18.14,-123.88,18.96,25.14,-4.92,-15.9,-36.97,Policy_B,38.68
2019,MMR,Rural_vs_Urban,MinorityLanguage_vs_Others,90.127,59.619,30.508,1.512,-0.388,39.05,59.44,12.37,52.35,1.36,-38.63,29.67,8.27,-37.76,Policy_B,6.18
2023,MMR,SCST_vs_Others,Rural_vs_Urban,17.75,91.011,-73.261,0.195,0.497,22.65,90.47,21.25,-58.54,2.98,16.33,34.77,4.52,-21.49,Policy_A,42.72
2017,MORT_RATE,Rural_vs_Urban,Women_vs_Men,49.391,85.745,-36.354,0.576,-0.797,69.53,19.55,11.32,293.21,26.0,-29.92,-14.25,-8.51,1.61,Policy_A,81.42
2019,MORT_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,54.566,53.006,1.56,1.029,-0.177,77.32,69.57,-14.05,271.32,-39.73,-31.65,-32.74,10.29,-10.7,Pilot,23.99
2017,SCREEN_RATE,MinorityLanguage_vs_Others,Women_vs_Men,47.824,42.058,5.766,1.137,-0.042,90.71,89.73,-0.93,338.6,21.23,-2.36,31.43,-11.32,-18.6,Mixed,90.36
2018,MORT_RATE,MinorityLanguage_vs_Others,SCST_vs_Others,92.218,16.162,76.056,5.706,0.906,45.69,87.84,26.63,451.69,25.42,-37.94,-33.62,-5.8,0.42,Pilot,55.85
2024,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,56.123,66.837,-10.714,0.84,-0.787,59.24,7.04,20.68,163.47,-37.18,-2.08,1.47,33.42,-1.41,Mixed,40.84
2018,NCD_PREV,SCST_vs_Others,Rural_vs_Urban,82.873,28.284,54.589,2.93,-0.425,90.05,80.61,-16.44,429.29,-18.07,-2.95,-13.21,-3.78,-13.0,NoPolicy,5.46
2017,VAX_COV,MinorityLanguage_vs_Others,Disability_vs_NoDisability,87.879,57.665,30.214,1.524,0.69,13.91,20.29,-29.43,298.86,-39.54,28.7,21.26,31.84,-4.68,Policy_B,56.07
2019,IMR,Disability_vs_NoDisability,Women_vs_Men,77.842,93.505,-15.663,0.832,-0.098,3.79,86.12,-14.83,0.38,-43.56,-6.0,32.21,11.83,-5.0,NoPolicy,56.56
2021,IMR,Disability_vs_NoDisability,Disability_vs_NoDisability,13.344,73.542,-60.198,0.181,-0.985,57.05,71.3,23.48,485.25,14.78,30.81,2.27,7.22,11.9,Policy_A,48.98
2019,SCREEN_RATE,Women_vs_Men,MinorityLanguage_vs_Others,67.271,91.348,-24.077,0.736,0.945,60.16,76.26,23.8,-371.65,-45.87,-19.22,31.08,-0.87,28.49,Policy_B,68.2
2024,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,43.198,6.057,37.141,7.132,0.473,21.74,73.28,13.44,494.74,24.04,-7.33,3.47,6.75,-34.9,Pilot,71.98
2019,HOSP_RATE,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,19.713,24.655,-4.942,0.8,-0.382,53.19,38.04,-0.27,-93.66,2.84,-21.5,34.24,30.37,-1.06,Mixed,11.05
2022,HOSP_RATE,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,34.36,62.846,-28.486,0.547,-0.909,48.33,42.23,-23.07,-225.51,-19.52,-24.83,-8.2,24.85,-24.43,Pilot,74.66
2018,IMR,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,25.434,66.744,-41.31,0.381,-0.789,42.24,98.48,25.7,-444.52,-42.85,27.13,14.55,18.63,-19.96,Policy_A,48.1
2024,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,48.327,97.708,-49.381,0.495,-0.138,83.35,2.26,-15.28,417.48,44.71,6.11,-18.38,-30.83,2.21,Mixed,25.77
2019,NCD_PREV,Disability_vs_NoDisability,Rural_vs_Urban,4.961,31.483,-26.522,0.158,-0.182,65.22,44.64,23.04,481.27,-37.68,18.57,-25.36,9.55,24.82,Policy_C,91.54
2017,VAX_COV,Disability_vs_NoDisability,Rural_vs_Urban,97.793,16.308,81.485,5.997,-0.63,72.73,7.07,-12.52,477.77,-39.85,25.9,19.65,27.27,25.8,NoPolicy,92.33
2022,MMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,3.558,97.687,-94.129,0.036,-0.109,47.88,23.74,4.04,-362.96,-0.06,13.78,0.08,6.97,7.72,Policy_B,1.09
2019,SCREEN_RATE,Disability_vs_NoDisability,Women_vs_Men,59.422,65.003,-5.581,0.914,0.257,50.14,86.65,0.16,-215.15,39.76,7.22,19.75,1.45,-36.56,Policy_B,0.15
2023,MORT_RATE,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,5.9,40.214,-34.314,0.147,-0.026,23.24,75.2,-3.02,-64.59,-29.31,-21.57,-9.76,-33.02,11.29,Policy_B,63.82
2020,MORT_RATE,Disability_vs_NoDisability,MinorityLanguage_vs_Others,43.696,78.979,-35.283,0.553,0.716,33.77,49.58,27.17,417.6,-20.0,32.7,13.3,-33.14,-15.34,Policy_A,74.71
2022,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,36.081,66.721,-30.64,0.541,0.621,81.07,21.76,-22.61,88.13,-14.71,-23.26,-20.58,21.91,14.83,Policy_A,63.66
2015,ACCESS_INDEX,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,38.474,31.698,6.776,1.214,0.748,31.63,45.61,16.2,359.65,-14.84,22.27,28.91,-18.49,21.58,Pilot,57.18
2020,HOSP_RATE,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,93.342,26.403,66.939,3.535,-0.074,55.63,53.4,-26.18,-173.54,-2.33,-12.93,-6.41,-1.46,-4.72,Policy_A,48.52
2015,HOSP_RATE,SCST_vs_Others,MinorityLanguage_vs_Others,76.324,28.702,47.622,2.659,0.071,34.77,81.52,13.84,285.38,-27.71,-12.91,17.3,12.55,38.47,Pilot,1.18
2015,ACCESS_INDEX,MinorityLanguage_vs_Others,SCST_vs_Others,92.889,68.073,24.816,1.365,-0.783,5.53,90.61,-23.47,-17.68,40.32,-6.91,-16.14,-1.31,30.96,Policy_A,85.98
2015,MMR,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,40.862,13.918,26.944,2.936,-0.758,10.38,56.3,-5.61,-439.5,-16.91,35.44,10.96,24.59,26.2,Mixed,22.67
2023,VAX_COV,Rural_vs_Urban,Lowest_Quintile_vs_Highest_Quintile,70.306,62.082,8.224,1.132,0.534,32.39,47.0,-5.59,498.1,-43.34,10.53,7.57,32.85,-22.86,NoPolicy,71.31
2019,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,71.961,58.371,13.59,1.233,0.637,81.71,63.15,-19.79,-18.56,-2.46,-9.8,6.37,-6.74,-39.26,Mixed,12.76
2016,ACCESS_INDEX,Women_vs_Men,MinorityLanguage_vs_Others,71.495,70.857,0.638,1.009,-0.706,11.12,90.34,-9.6,-159.57,43.93,12.38,24.1,32.98,-16.24,NoPolicy,66.07
2019,VAX_COV,Rural_vs_Urban,Rural_vs_Urban,50.169,1.463,48.706,34.292,0.901,44.8,37.77,-23.7,-313.19,25.58,-8.68,18.04,8.16,24.7,NoPolicy,19.14
2023,ACCESS_INDEX,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,10.228,76.688,-66.46,0.133,0.103,23.59,28.4,0.42,497.78,25.66,23.3,1.83,11.38,33.25,Policy_B,89.86
2021,HOSP_RATE,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,99.563,46.412,53.151,2.145,-0.549,85.8,57.6,-29.0,-294.22,-31.23,34.14,-2.05,-5.87,-19.91,Policy_C,37.63
2017,VAX_COV,Rural_vs_Urban,MinorityLanguage_vs_Others,28.801,90.006,-61.205,0.32,0.857,64.18,82.47,17.21,182.85,6.46,27.16,-1.08,5.02,1.32,Mixed,25.8
2024,HOSP_RATE,SCST_vs_Others,Women_vs_Men,55.753,27.866,27.887,2.001,-0.158,64.35,91.15,6.83,226.16,41.02,-0.29,-17.7,-6.98,-13.94,Policy_A,50.61
2022,HOSP_RATE,Rural_vs_Urban,Rural_vs_Urban,64.955,27.803,37.152,2.336,0.518,98.67,34.86,3.55,-136.67,4.61,1.53,-29.29,-5.79,-24.49,Mixed,22.82
2016,ACCESS_INDEX,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,8.227,38.959,-30.732,0.211,0.695,33.84,29.88,-28.8,-8.63,13.61,12.45,-31.78,6.94,-2.05,NoPolicy,20.89
2022,VAX_COV,Women_vs_Men,Rural_vs_Urban,51.451,79.332,-27.881,0.649,-0.005,87.54,59.4,20.79,212.5,16.49,38.76,-5.76,-11.64,11.51,Mixed,41.06
2020,ACCESS_INDEX,Women_vs_Men,Rural_vs_Urban,81.0,47.599,33.401,1.702,-0.701,94.24,3.63,0.21,-288.7,-43.96,8.27,-23.61,-7.96,-25.48,Policy_C,94.28
2019,MMR,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,32.712,14.745,17.967,2.219,0.179,81.84,65.08,1.07,360.03,-44.8,1.53,-5.38,18.98,-31.75,Policy_B,31.93
2023,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,Disability_vs_NoDisability,68.669,22.843,45.826,3.006,-0.024,19.4,89.96,-0.42,-124.7,5.47,-1.56,-27.37,-3.36,-34.81,NoPolicy,54.44
2016,VAX_COV,Disability_vs_NoDisability,Women_vs_Men,42.011,70.116,-28.105,0.599,0.773,88.83,71.15,18.4,-110.95,-32.53,8.11,15.16,-1.77,-21.89,Mixed,23.83
2018,IMR,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,61.191,76.438,-15.247,0.801,0.776,72.74,58.83,-28.88,106.91,27.54,26.37,-0.79,29.33,-19.87,Policy_A,51.48
2018,SCREEN_RATE,MinorityLanguage_vs_Others,Disability_vs_NoDisability,15.708,35.018,-19.31,0.449,0.887,64.05,26.77,-19.68,85.24,-1.15,-15.35,-21.93,0.39,-21.74,Policy_A,83.5
2023,ACCESS_INDEX,SCST_vs_Others,Disability_vs_NoDisability,56.631,48.959,7.672,1.157,-0.331,74.85,51.5,-2.72,399.22,28.0,17.57,-8.2,-20.92,8.32,Policy_C,7.9
2016,ACCESS_INDEX,SCST_vs_Others,MinorityLanguage_vs_Others,96.891,5.214,91.677,18.583,-0.523,13.86,83.85,10.55,289.61,23.91,31.21,27.98,-32.74,-33.08,Policy_C,67.83
2021,VAX_COV,Disability_vs_NoDisability,SCST_vs_Others,37.997,88.855,-50.858,0.428,-0.117,57.36,85.37,29.81,14.52,-2.03,8.35,9.18,-12.51,-21.74,Policy_A,91.33
2019,SCREEN_RATE,Rural_vs_Urban,Rural_vs_Urban,91.244,82.844,8.4,1.101,-0.525,73.3,11.9,16.25,153.73,-19.22,28.84,-33.85,-16.73,0.93,Pilot,81.59
2021,NCD_PREV,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,44.379,64.644,-20.265,0.687,0.658,59.37,91.5,17.66,306.57,-1.02,17.14,-5.89,-6.53,36.4,Policy_B,5.72
2024,MORT_RATE,Disability_vs_NoDisability,SCST_vs_Others,2.751,62.712,-59.961,0.044,-0.249,73.88,53.94,1.02,-380.47,-26.83,-20.12,-4.56,-26.77,-0.22,NoPolicy,10.66
2018,SCREEN_RATE,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,16.774,38.294,-21.52,0.438,0.244,70.47,27.53,-0.24,-161.87,45.23,23.99,-29.78,-21.7,18.25,Mixed,14.36
2016,NCD_PREV,MinorityLanguage_vs_Others,Disability_vs_NoDisability,16.988,73.664,-56.676,0.231,0.708,93.45,88.67,7.93,430.88,-6.91,36.67,-24.18,5.52,-32.66,Policy_A,66.38
2025,NCD_PREV,Disability_vs_NoDisability,Women_vs_Men,49.287,68.285,-18.998,0.722,-0.729,90.52,70.05,-16.23,-346.97,47.05,-12.96,-0.25,13.4,15.56,Policy_B,63.81
2024,ACCESS_INDEX,Women_vs_Men,MinorityLanguage_vs_Others,11.665,24.474,-12.809,0.477,-0.518,16.35,60.49,18.85,57.23,-39.15,-17.97,-32.84,-15.93,11.03,Pilot,19.66
2020,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,24.172,89.427,-65.255,0.27,0.764,64.92,40.0,20.05,-15.79,-41.25,-31.48,22.5,-10.81,17.18,Policy_A,42.17
2022,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,44.144,98.301,-54.157,0.449,0.443,53.55,32.17,4.22,408.7,33.65,18.25,-21.73,30.46,33.17,Policy_C,80.33
2015,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,74.128,53.413,20.715,1.388,-0.283,3.26,23.0,-25.81,145.42,-16.75,-18.73,-1.23,22.45,0.26,Policy_B,44.98
2019,IMR,MinorityLanguage_vs_Others,SCST_vs_Others,62.775,30.087,32.688,2.086,-0.319,49.61,57.43,2.22,92.5,-21.99,-25.5,32.98,26.5,-24.99,Policy_B,5.8
2023,VAX_COV,SCST_vs_Others,Women_vs_Men,2.418,44.825,-42.407,0.054,-0.444,60.45,34.01,-6.33,442.23,3.2,-10.53,22.04,-3.74,29.94,Policy_A,37.62
2023,IMR,MinorityLanguage_vs_Others,SCST_vs_Others,72.144,9.557,62.587,7.549,-0.326,98.18,69.37,-19.47,-352.67,-16.35,-17.83,21.91,-30.11,6.88,NoPolicy,38.53
2017,SCREEN_RATE,Women_vs_Men,MinorityLanguage_vs_Others,98.666,5.06,93.606,19.499,0.582,72.51,22.73,-27.43,-127.7,44.38,6.76,16.93,9.93,-6.69,Policy_A,82.99
2018,MORT_RATE,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,61.826,15.048,46.778,4.109,-0.371,61.44,71.1,29.55,-324.72,-16.1,-17.95,21.81,4.86,18.3,Policy_C,78.99
2016,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,28.767,32.716,-3.949,0.879,0.195,75.83,61.49,16.53,-445.92,19.7,-24.42,-27.33,-17.9,35.86,Policy_A,72.93
2020,HOSP_RATE,Disability_vs_NoDisability,Rural_vs_Urban,14.001,12.102,1.899,1.157,-0.223,62.81,34.65,-1.34,183.24,-23.87,25.93,-1.35,15.22,-0.48,Policy_C,0.14
2019,NCD_PREV,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,90.497,19.026,71.471,4.756,-0.356,27.69,51.9,-16.96,-199.84,-46.13,5.68,18.89,-33.9,-38.95,Pilot,63.79
2021,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,85.791,1.078,84.713,79.583,-0.907,28.7,15.77,25.8,121.02,43.53,8.32,16.45,-11.29,-14.48,Policy_B,7.73
2016,IMR,Disability_vs_NoDisability,MinorityLanguage_vs_Others,95.258,39.085,56.173,2.437,0.171,91.74,72.12,-21.05,-463.96,38.9,2.97,-11.27,-15.35,4.51,Pilot,16.5
2018,VAX_COV,Rural_vs_Urban,Women_vs_Men,34.205,98.216,-64.011,0.348,-0.958,78.51,66.13,18.26,-281.12,-14.67,38.84,9.26,-3.7,11.2,Policy_A,48.49
2016,SCREEN_RATE,Rural_vs_Urban,Women_vs_Men,1.888,2.006,-0.118,0.941,-0.536,51.24,69.57,-15.31,-470.46,23.72,35.65,-21.94,-31.27,-28.14,Mixed,51.49
2019,MMR,SCST_vs_Others,Rural_vs_Urban,69.876,56.069,13.807,1.246,-0.567,35.37,61.36,7.06,274.97,1.39,-24.73,27.37,-16.65,15.69,Policy_B,2.24
2023,MMR,MinorityLanguage_vs_Others,Disability_vs_NoDisability,6.536,6.565,-0.029,0.996,-0.072,26.79,71.62,-25.75,-78.16,-45.71,-7.63,10.33,3.87,10.84,Mixed,37.55
2024,MMR,Rural_vs_Urban,Rural_vs_Urban,0.403,35.848,-35.445,0.011,0.385,41.36,51.9,29.11,484.62,12.16,5.34,-11.14,9.75,7.04,Mixed,36.01
2017,IMR,SCST_vs_Others,Lowest_Quintile_vs_Highest_Quintile,38.292,51.011,-12.719,0.751,-0.964,79.7,86.08,22.23,-198.98,-21.36,18.52,17.84,19.89,7.14,NoPolicy,67.03
2018,NCD_PREV,Rural_vs_Urban,Women_vs_Men,67.601,24.769,42.832,2.729,-0.524,65.13,4.66,4.23,434.89,-10.97,-37.23,6.63,-17.68,-20.43,Pilot,79.87
2025,NCD_PREV,MinorityLanguage_vs_Others,Disability_vs_NoDisability,89.653,5.839,83.814,15.354,-0.855,32.6,16.96,13.86,-372.65,-35.44,14.98,34.98,29.94,33.33,Mixed,1.4
2021,HOSP_RATE,Disability_vs_NoDisability,Lowest_Quintile_vs_Highest_Quintile,58.195,36.284,21.911,1.604,0.305,38.7,57.93,19.34,414.6,7.98,4.56,-10.95,8.69,-14.84,Policy_B,13.53
2024,SCREEN_RATE,SCST_vs_Others,Women_vs_Men,44.619,62.324,-17.705,0.716,-0.106,43.95,23.44,2.49,-10.9,-18.05,18.76,18.81,17.26,0.25,Policy_B,96.18
2017,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,93.648,28.17,65.478,3.324,-0.785,68.37,81.05,19.02,337.47,-9.53,-1.09,24.6,13.22,18.59,NoPolicy,10.97
2017,MMR,MinorityLanguage_vs_Others,Rural_vs_Urban,64.901,77.838,-12.937,0.834,-0.633,34.9,9.28,8.12,-336.22,8.16,-29.04,11.76,-20.95,16.63,NoPolicy,36.85
2018,IMR,SCST_vs_Others,Women_vs_Men,29.225,7.048,22.177,4.147,-0.853,63.56,57.77,18.28,-116.09,20.02,-31.44,10.23,-18.04,18.34,Policy_C,37.45
2022,IMR,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,97.49,53.749,43.741,1.814,0.934,53.3,38.56,-20.29,-160.03,-46.64,-10.21,27.41,29.87,13.97,Policy_A,78.65
2022,HOSP_RATE,Women_vs_Men,SCST_vs_Others,92.663,86.957,5.706,1.066,-0.453,7.26,94.05,6.3,297.4,-40.05,-10.3,-4.04,6.58,-20.9,Mixed,49.68
2018,MORT_RATE,Rural_vs_Urban,MinorityLanguage_vs_Others,41.698,52.519,-10.821,0.794,0.141,59.48,22.05,21.53,287.31,19.88,22.39,4.47,0.51,6.15,Mixed,61.62
2021,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,54.272,9.854,44.418,5.508,-0.746,65.37,43.08,-29.28,21.1,-11.89,31.18,-33.47,-19.98,-1.5,Policy_C,27.61
2015,SCREEN_RATE,Disability_vs_NoDisability,Rural_vs_Urban,97.729,39.618,58.111,2.467,-0.872,2.56,52.82,-21.35,-201.41,1.76,-9.86,-7.6,-8.84,0.83,Policy_C,30.08
2024,SCREEN_RATE,Women_vs_Men,Lowest_Quintile_vs_Highest_Quintile,70.492,58.907,11.585,1.197,0.301,4.35,34.32,-15.73,269.5,42.55,28.36,-9.54,29.79,-6.16,Pilot,64.52
2016,NCD_PREV,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,7.633,67.496,-59.863,0.113,0.058,52.64,48.39,8.96,-440.55,23.79,-35.3,-27.12,-2.91,34.09,Mixed,53.36
2015,MMR,Lowest_Quintile_vs_Highest_Quintile,Lowest_Quintile_vs_Highest_Quintile,72.395,9.82,62.575,7.372,0.374,16.01,66.17,19.54,-118.49,30.43,-19.25,-23.28,0.36,-36.15,NoPolicy,49.98
2022,ACCESS_INDEX,MinorityLanguage_vs_Others,Rural_vs_Urban,95.351,21.675,73.676,4.399,0.274,77.11,53.97,-19.68,-123.27,22.08,-37.52,12.04,-24.17,13.37,Pilot,19.5
2018,VAX_COV,MinorityLanguage_vs_Others,SCST_vs_Others,48.951,40.74,8.211,1.202,-0.585,84.04,29.24,27.41,326.45,6.7,0.24,-21.15,1.43,14.78,Pilot,34.63
2019,ACCESS_INDEX,Rural_vs_Urban,Rural_vs_Urban,59.79,0.317,59.473,188.612,0.261,20.88,27.73,13.75,321.27,-40.59,29.05,-9.52,-7.57,-23.15,Mixed,81.49
2021,VAX_COV,SCST_vs_Others,SCST_vs_Others,26.42,57.66,-31.24,0.458,-0.843,55.87,76.52,-21.9,-87.17,39.08,34.78,-29.29,-25.13,20.95,Policy_A,12.42
2022,ACCESS_INDEX,Disability_vs_NoDisability,Rural_vs_Urban,59.48,87.128,-27.648,0.683,0.92,88.53,99.41,24.74,68.37,-6.63,-1.99,4.82,-21.97,3.39,Pilot,15.07
2015,MMR,Lowest_Quintile_vs_Highest_Quintile,Rural_vs_Urban,64.096,95.826,-31.73,0.669,0.91,62.9,60.15,25.62,81.73,-24.02,36.96,-22.38,3.55,4.95,NoPolicy,21.78
2019,SCREEN_RATE,SCST_vs_Others,Rural_vs_Urban,49.855,67.612,-17.757,0.737,-0.192,37.16,23.87,-25.87,146.37,37.6,2.54,1.29,25.18,18.57,Policy_B,20.11
2022,NCD_PREV,Disability_vs_NoDisability,MinorityLanguage_vs_Others,41.203,9.747,31.456,4.227,0.412,97.06,13.95,-4.31,-383.82,-16.98,-13.66,25.18,24.73,24.9,Pilot,30.44
2024,ACCESS_INDEX,Disability_vs_NoDisability,Disability_vs_NoDisability,72.541,51.282,21.259,1.415,0.899,76.5,49.99,3.32,-1.86,-9.41,27.0,-30.94,-14.91,31.68,Policy_B,85.8
2024,VAX_COV,Rural_vs_Urban,MinorityLanguage_vs_Others,67.311,54.401,12.91,1.237,-0.405,20.6,6.64,29.8,-89.54,-29.97,24.18,7.15,-29.23,39.19,Policy_A,47.03
2015,IMR,MinorityLanguage_vs_Others,Lowest_Quintile_vs_Highest_Quintile,17.465,67.216,-49.751,0.26,0.525,51.89,30.16,-25.61,-498.23,-0.29,-4.84,-12.16,-8.79,-21.11,Pilot,15.07
2016,SCREEN_RATE,Disability_vs_NoDisability,Rural_vs_Urban,33.108,88.005,-54.897,0.376,-0.388,11.21,74.23,-6.52,-454.36,-23.47,-32.28,-8.41,31.57,2.88,NoPolicy,79.11
2019,MORT_RATE,SCST_vs_Others,SCST_vs_Others,95.773,96.167,-0.394,0.996,0.219,83.24,36.28,11.63,325.25,27.73,-15.76,23.12,24.94,-35.47,Pilot,46.72
2022,HOSP_RATE,Women_vs_Men,Disability_vs_NoDisability,37.74,39.167,-1.427,0.964,0.998,83.03,24.71,12.81,-158.21,-29.26,8.05,13.95,22.12,23.07,NoPolicy,59.05
2019,VAX_COV,Lowest_Quintile_vs_Highest_Quintile,Women_vs_Men,50.549,48.316,2.233,1.046,0.71,2.6,46.08,28.56,405.3,-46.94,16.32,-15.74,-0.58,-21.94,NoPolicy,39.9
2025,HOSP_RATE,MinorityLanguage_vs_Others,Rural_vs_Urban,30.926,9.575,21.351,3.23,0.728,89.32,4.53,-13.49,112.57,-16.77,37.76,33.29,8.94,38.44,Policy_A,92.04
2019,NCD_PREV,Women_vs_Men,SCST_vs_Others,69.447,72.798,-3.351,0.954,0.961,94.4,21.45,-29.07,75.37,46.51,-5.51,1.89,-13.7,-11.8,Policy_B,82.82
2020,SCREEN_RATE,Lowest_Quintile_vs_Highest_Quintile,SCST_vs_Others,49.284,18.228,31.056,2.704,0.172,24.94,81.0,22.8,224.5,-28.0,1.57,15.25,31.8,2.96,Pilot,47.06
2025,SCREEN_RATE,Rural_vs_Urban,Rural_vs_Urban,88.038,44.195,43.843,1.992,0.444,93.14,91.3,-4.1,139.71,-28.27,20.91,-26.46,17.18,-19.89,Policy_A,75.67
2015,VAX_COV,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,52.659,6.81,45.849,7.733,-0.175,75.0,18.94,-1.62,201.45,-39.33,33.85,-3.66,8.34,-4.62,NoPolicy,23.82
2018,NCD_PREV,Disability_vs_NoDisability,MinorityLanguage_vs_Others,60.489,48.884,11.605,1.237,-0.016,39.06,68.18,17.29,-171.6,-2.4,-15.49,24.63,30.09,32.85,Mixed,3.61
2019,IMR,MinorityLanguage_vs_Others,MinorityLanguage_vs_Others,10.77,49.165,-38.395,0.219,-0.866,63.56,30.71,-8.07,-130.97,7.76,-36.79,12.05,-5.84,-11.65,Policy_A,45.44
2024,MORT_RATE,Disability_vs_NoDisability,Women_vs_Men,85.503,99.384,-13.881,0.86,0.013,47.15,5.61,26.3,-436.51,-23.42,25.26,-7.28,23.06,17.61,Policy_C,27.48
2022,ACCESS_INDEX,MinorityLanguage_vs_Others,Disability_vs_NoDisability,80.646,32.846,47.8,2.455,-0.566,67.53,51.9,-0.99,303.34,18.58,-1.89,29.25,-28.73,31.91,Mixed,40.74
2021,MMR,Lowest_Quintile_vs_Highest_Quintile,MinorityLanguage_vs_Others,2.355,44.424,-42.069,0.053,-0.731,78.18,82.55,-28.31,8.07,28.39,-15.84,-14.39,33.82,-7.28,Policy_A,69.1
2025,MMR,Disability_vs_NoDisability,SCST_vs_Others,57.534,56.425,1.109,1.02,-0.706,28.33,40.67,11.67,-84.61,-21.16,22.84,-27.93,8.58,-15.08,Mixed,8.96
2015,HOSP_RATE,Disability_vs_NoDisability,Disability_vs_NoDisability,94.081,65.571,28.51,1.435,0.61,99.23,29.38,-4.89,-255.03,25.53,-33.43,-7.61,-3.52,11.67,Mixed,20.16
