demo_nativity_estimate_year,demo_nativity_subdistrict_lgd_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2021,78483380,International_migrant,Nepal,2002,OCI,Intermediate,Hindi,Assamese,Urdu,Marathi,1,111900,24835,0.726,Other,Y,Y,N,0.229
2025,67203213,Interstate_migrant,Bhutan,1993,Citizen,None,Tamil,Malayalam,Tamil,Urdu,10,124050,30906,0.066,Work,N,N,N,0.357
2023,68122332,Interstate_migrant,Pakistan,2009,Other,Intermediate,Punjabi,Hindi,Urdu,Other,7,25004,22847,0.347,Other,Y,Y,N,0.664
2019,26457965,Interstate_migrant,Pakistan,2011,Other,None,Hindi,Gujarati,Bengali,Bengali,0,146593,39245,0.994,Tourist,Y,N,Y,0.761
2023,20013876,International_migrant,Bangladesh,2013,Other,Advanced,Assamese,Telugu,Kannada,Assamese,4,194310,1240,0.312,Refugee,Y,Y,N,0.384
2022,74053622,Interstate_migrant,Bangladesh,2020,Other,None,Tamil,Other,Urdu,Telugu,4,78086,38699,0.559,Work,N,N,Y,0.034
2018,90580092,Interstate_migrant,India,2021,Citizen,Basic,Odia,Urdu,Malayalam,Hindi,0,93628,1518,0.623,Study,Y,N,Y,0.908
2023,41150186,Native,Sri_Lanka,1998,Resident,Advanced,Hindi,Gujarati,Tamil,Punjabi,9,11379,39048,0.677,Work,N,Y,Y,0.333
2021,95689406,International_migrant,Pakistan,1996,Citizen,Basic,Punjabi,Assamese,Hindi,Malayalam,9,75880,25967,0.488,Tourist,Y,Y,Y,0.317
2023,90771733,Interstate_migrant,Nepal,2025,Other,Intermediate,Malayalam,Urdu,Malayalam,Malayalam,5,55042,33391,0.872,Family,Y,Y,Y,0.131
2020,89033927,International_migrant,Myanmar,1991,Resident,Advanced,Urdu,Assamese,Gujarati,Bengali,9,63775,14417,0.269,Work,N,Y,Y,0.604
2025,40326101,International_migrant,Myanmar,2019,Citizen,None,Odia,Punjabi,Gujarati,Tamil,6,46734,28266,0.004,Work,N,N,Y,0.116
2023,32017096,Interstate_migrant,Bangladesh,2015,OCI,Basic,Other,Assamese,Kannada,Bengali,2,85019,15970,0.51,Other,Y,Y,N,0.36
2022,29548631,Interstate_migrant,Pakistan,2016,Resident,None,Gujarati,Malayalam,Gujarati,Bengali,4,181973,34860,0.496,Work,Y,N,Y,0.88
2022,67640952,Interstate_migrant,Myanmar,1993,OCI,Intermediate,Urdu,Bengali,Assamese,Marathi,7,21530,20354,0.438,Work,N,N,Y,0.934
2021,39906107,International_migrant,India,2020,OCI,Advanced,Urdu,Malayalam,Bengali,Telugu,7,12185,39886,0.005,Refugee,N,N,Y,0.569
2020,70885508,Native,Bangladesh,2000,Resident,None,Malayalam,Kannada,Hindi,Malayalam,3,175069,19990,0.595,Refugee,N,Y,N,0.086
2021,23492956,Native,Bangladesh,2024,Other,Basic,Bengali,Other,Odia,Bengali,5,146847,29259,0.897,Study,N,Y,N,0.711
2023,56078576,International_migrant,Bhutan,2000,Other,Intermediate,Telugu,Gujarati,Telugu,Tamil,4,105511,24957,0.297,Study,Y,Y,Y,0.949
2025,39747303,International_migrant,Other,1994,Resident,Basic,Hindi,Assamese,Assamese,Malayalam,3,153322,11343,0.975,Family,Y,Y,Y,0.128
2020,49275860,Interstate_migrant,Myanmar,2011,Other,Basic,Urdu,Marathi,Other,Marathi,2,42275,3168,0.632,Refugee,N,Y,N,0.373
2020,85165429,International_migrant,India,2021,Citizen,Advanced,Hindi,Gujarati,Bengali,Telugu,3,153208,22734,0.858,Family,N,N,Y,0.696
2024,73462646,Native,Myanmar,1999,Citizen,Basic,Odia,Urdu,Punjabi,Urdu,9,30291,4644,0.291,Work,Y,Y,N,0.648
2022,55020837,Interstate_migrant,Other,2006,OCI,Advanced,Gujarati,Punjabi,Bengali,Odia,5,193393,11917,0.282,Family,N,Y,Y,0.903
2018,64786237,International_migrant,Sri_Lanka,2017,Citizen,Advanced,Marathi,Urdu,Telugu,Telugu,7,182141,1311,0.447,Work,N,N,Y,0.551
2022,43222265,Native,Nepal,1994,OCI,Basic,Telugu,Hindi,Telugu,Tamil,2,149422,13264,0.875,Family,N,N,Y,0.015
2021,21356249,Native,Sri_Lanka,2019,Other,Intermediate,Marathi,Bengali,Kannada,Hindi,2,132760,15335,0.658,Work,Y,N,N,0.893
2018,90150772,Native,Bangladesh,2020,Resident,None,Bengali,Assamese,Kannada,Gujarati,5,54865,19116,0.328,Work,Y,Y,N,0.58
2021,99991448,Native,Nepal,2015,Resident,Basic,Other,Urdu,Hindi,Odia,6,44068,37616,0.208,Family,Y,Y,N,0.821
2022,46381630,International_migrant,Bangladesh,2016,Other,None,Marathi,Punjabi,Punjabi,Malayalam,1,82099,27045,0.02,Refugee,Y,Y,Y,0.837
2022,48723318,Native,Nepal,2011,Resident,Advanced,Urdu,Odia,Bengali,Other,5,166038,19124,0.293,Study,N,N,N,0.74
2018,54307445,Interstate_migrant,Bhutan,2017,OCI,Basic,Gujarati,Punjabi,Bengali,Kannada,10,121850,2545,0.397,Tourist,Y,Y,N,0.208
2025,31896367,Native,India,2021,Other,Advanced,Telugu,Urdu,Assamese,Gujarati,8,162966,10277,0.357,Refugee,N,Y,Y,0.634
2023,42658463,Native,Other,2010,Resident,Intermediate,Bengali,Malayalam,Malayalam,Marathi,6,144829,36459,0.388,Tourist,Y,Y,N,0.268
2018,97511379,Native,India,1999,Citizen,None,Bengali,Marathi,Malayalam,Urdu,9,116560,35512,0.475,Family,N,Y,Y,0.879
2025,46883119,Interstate_migrant,Nepal,2002,OCI,Basic,Odia,Tamil,Punjabi,Urdu,6,79141,18713,0.681,Other,Y,Y,N,0.443
2024,64256313,International_migrant,India,1994,Citizen,None,Marathi,Kannada,Tamil,Marathi,8,58695,20488,0.166,Other,N,Y,Y,0.364
2021,26394337,International_migrant,Pakistan,2002,OCI,Advanced,Other,Assamese,Urdu,Bengali,8,62838,3488,0.959,Tourist,N,Y,N,0.13
2021,40452500,Interstate_migrant,Pakistan,2009,Resident,Intermediate,Gujarati,Other,Telugu,Hindi,7,183240,8544,0.838,Other,Y,N,N,0.612
2022,51104032,Interstate_migrant,India,2020,OCI,None,Punjabi,Tamil,Hindi,Kannada,5,1083,37861,0.84,Family,N,Y,Y,0.579
2024,38953440,Native,Other,2005,Citizen,None,Urdu,Assamese,Telugu,Other,6,179806,4631,0.643,Family,N,Y,N,0.92
2024,34177072,International_migrant,Myanmar,2017,Resident,Advanced,Bengali,Telugu,Odia,Telugu,5,55826,35999,0.152,Family,Y,N,N,0.789
2023,41134766,International_migrant,India,1998,Citizen,Advanced,Odia,Other,Hindi,Assamese,3,199481,13451,0.081,Work,N,Y,Y,0.047
2024,35870465,International_migrant,Bhutan,2024,Other,Advanced,Other,Gujarati,Assamese,Kannada,6,38177,26312,0.286,Other,Y,N,Y,0.988
2018,34250797,International_migrant,Bhutan,2025,Resident,Intermediate,Kannada,Hindi,Hindi,Malayalam,6,194959,11762,0.755,Family,Y,Y,N,0.71
2021,60792549,Native,Other,2018,Resident,Advanced,Urdu,Telugu,Punjabi,Gujarati,3,158018,30932,0.078,Study,N,N,Y,0.874
2019,88859400,Interstate_migrant,Bangladesh,1991,Other,None,Punjabi,Urdu,Punjabi,Telugu,4,123413,71,0.638,Tourist,Y,N,N,0.375
2021,95943449,Native,Nepal,2015,Resident,None,Odia,Bengali,Telugu,Kannada,8,38300,2224,0.845,Refugee,N,N,Y,0.867
2022,67887428,International_migrant,Sri_Lanka,2025,Citizen,Advanced,Odia,Other,Odia,Bengali,3,115256,22208,0.965,Study,Y,Y,N,0.753
2019,30150817,International_migrant,India,2014,OCI,Basic,Other,Marathi,Kannada,Telugu,1,178957,36834,0.521,Refugee,N,N,Y,0.353
2022,20028970,Native,Myanmar,1992,Citizen,Basic,Kannada,Other,Tamil,Other,10,137728,6112,0.637,Family,N,N,N,0.768
2019,93108915,Interstate_migrant,Other,2019,OCI,None,Hindi,Gujarati,Kannada,Malayalam,0,176336,11362,0.26,Study,Y,Y,Y,0.936
2022,97873658,Native,Pakistan,1993,Other,None,Marathi,Hindi,Tamil,Bengali,5,156437,4862,0.563,Family,N,Y,N,0.582
2024,86178535,Native,Bhutan,2020,Other,Intermediate,Urdu,Telugu,Punjabi,Assamese,2,184426,23117,0.267,Tourist,Y,N,N,0.503
2020,74978775,Interstate_migrant,Sri_Lanka,2021,OCI,None,Malayalam,Other,Other,Urdu,5,175078,11147,0.503,Study,Y,Y,Y,0.056
2021,36351843,Native,Myanmar,1997,Citizen,None,Telugu,Malayalam,Assamese,Bengali,2,159508,5265,0.934,Tourist,N,N,N,0.696
2022,40314823,Interstate_migrant,Myanmar,1995,OCI,Basic,Kannada,Odia,Tamil,Marathi,0,149619,9123,0.947,Tourist,Y,N,N,0.048
2019,60248114,Native,Myanmar,2007,Citizen,None,Other,Hindi,Telugu,Telugu,5,42115,7786,0.705,Refugee,Y,Y,Y,0.587
2023,86804462,Native,Other,2002,Other,Basic,Tamil,Other,Urdu,Kannada,4,123000,17312,0.754,Refugee,Y,N,Y,0.169
2024,40404120,Native,Bangladesh,2012,OCI,None,Malayalam,Marathi,Urdu,Gujarati,7,7354,39684,0.288,Work,Y,Y,N,0.969
2024,99335940,Native,Pakistan,2013,Resident,None,Gujarati,Kannada,Assamese,Odia,4,2092,3411,0.816,Family,N,Y,N,0.132
2021,32977532,Native,Pakistan,2022,Other,Intermediate,Bengali,Gujarati,Assamese,Assamese,9,32173,4306,0.945,Study,Y,N,Y,0.847
2024,51485996,Interstate_migrant,Other,2012,Resident,Intermediate,Gujarati,Urdu,Tamil,Punjabi,7,146599,4626,0.062,Work,N,Y,Y,0.789
2022,64598983,International_migrant,Sri_Lanka,2008,OCI,Basic,Urdu,Gujarati,Odia,Other,10,330,19973,0.796,Work,Y,N,N,0.499
2020,25784246,Native,Nepal,2012,OCI,Basic,Other,Hindi,Hindi,Other,8,37017,9600,0.557,Family,Y,N,Y,0.964
2018,13014742,International_migrant,Myanmar,1998,Resident,Advanced,Urdu,Tamil,Gujarati,Odia,7,133135,6487,0.958,Tourist,Y,N,Y,0.808
2022,64419164,International_migrant,Other,1992,OCI,Intermediate,Other,Bengali,Marathi,Other,1,72385,4692,0.792,Family,Y,N,Y,0.362
2021,68890929,International_migrant,India,2000,Citizen,Intermediate,Odia,Punjabi,Bengali,Bengali,1,140083,16332,0.721,Tourist,Y,Y,N,0.895
2020,77432446,Interstate_migrant,Other,2012,Resident,Advanced,Marathi,Urdu,Marathi,Tamil,6,36390,19271,0.313,Study,N,Y,Y,0.298
2023,34915789,Native,Bhutan,2006,Citizen,Intermediate,Kannada,Other,Bengali,Telugu,1,5035,8868,0.546,Refugee,Y,Y,Y,0.244
2019,92006537,Native,Bhutan,2017,Citizen,None,Odia,Bengali,Assamese,Kannada,10,69373,16509,0.719,Refugee,N,Y,Y,0.354
2025,98542842,Native,Sri_Lanka,1998,OCI,Intermediate,Tamil,Gujarati,Hindi,Malayalam,10,190398,26401,0.866,Work,N,N,N,0.505
2021,30637830,Native,Myanmar,2013,Citizen,Basic,Odia,Assamese,Kannada,Gujarati,2,31468,482,0.207,Tourist,Y,Y,N,0.088
2019,47460250,Native,Myanmar,2001,Other,Intermediate,Bengali,Kannada,Other,Urdu,8,99933,18095,0.424,Family,Y,N,Y,0.965
2018,48711143,Native,Sri_Lanka,2024,OCI,Basic,Tamil,Odia,Gujarati,Urdu,7,147513,33256,0.114,Tourist,Y,Y,N,0.966
2021,78310169,Interstate_migrant,Pakistan,2015,Other,Intermediate,Assamese,Odia,Malayalam,Telugu,1,166321,21086,0.22,Work,Y,N,N,0.978
2024,30486951,Interstate_migrant,Sri_Lanka,1996,Resident,Intermediate,Marathi,Other,Hindi,Other,3,100487,23320,0.288,Refugee,N,N,Y,0.482
2018,17725804,International_migrant,India,2002,Citizen,Intermediate,Gujarati,Telugu,Malayalam,Punjabi,1,116600,40000,0.826,Other,Y,N,N,0.657
2020,52077201,Interstate_migrant,Other,2001,Other,None,Odia,Telugu,Odia,Punjabi,0,170415,29264,0.314,Tourist,Y,N,N,0.271
2024,33681288,Native,Nepal,2013,Resident,Basic,Assamese,Malayalam,Bengali,Hindi,3,156800,32888,0.967,Work,N,N,N,0.99
2020,77040940,International_migrant,Pakistan,2014,OCI,None,Punjabi,Urdu,Bengali,Telugu,9,62416,34441,0.768,Family,Y,Y,N,0.469
2020,65330634,International_migrant,Sri_Lanka,2007,Resident,Intermediate,Telugu,Kannada,Tamil,Marathi,9,93968,17442,0.878,Work,Y,Y,Y,0.929
2025,71748639,International_migrant,Pakistan,2012,Citizen,None,Hindi,Marathi,Kannada,Bengali,3,99179,8969,0.662,Work,N,N,Y,0.264
2019,75222943,Native,India,2022,Resident,Intermediate,Kannada,Bengali,Telugu,Hindi,8,151683,26362,0.063,Study,Y,N,Y,0.073
2019,95945999,Native,Bhutan,1997,Other,Basic,Marathi,Tamil,Tamil,Urdu,10,65893,25440,0.528,Tourist,N,N,Y,0.839
2023,50408299,International_migrant,Myanmar,2006,Citizen,Advanced,Marathi,Malayalam,Telugu,Odia,2,127806,37775,0.156,Refugee,Y,N,Y,0.262
2021,99981589,International_migrant,Nepal,1995,Resident,Intermediate,Gujarati,Odia,Punjabi,Bengali,6,166421,39943,0.51,Study,N,Y,Y,0.013
2022,67601308,International_migrant,Myanmar,2011,Resident,None,Urdu,Marathi,Tamil,Telugu,0,62690,11141,0.833,Study,N,Y,N,0.012
2023,54233094,Interstate_migrant,Bhutan,1994,Citizen,Basic,Telugu,Urdu,Marathi,Other,2,131938,6370,0.771,Tourist,N,Y,N,0.056
2019,32560609,Native,Sri_Lanka,1992,Resident,Basic,Assamese,Tamil,Hindi,Gujarati,3,76646,12280,0.514,Work,N,Y,Y,0.698
2024,60348520,International_migrant,Sri_Lanka,1997,Resident,Basic,Hindi,Urdu,Marathi,Bengali,4,19707,31667,0.652,Tourist,Y,Y,Y,0.638
2025,37028514,Native,Other,2012,Resident,Advanced,Bengali,Kannada,Other,Gujarati,6,3722,3638,0.916,Tourist,Y,N,Y,0.377
2025,44864871,International_migrant,Nepal,1992,Resident,None,Telugu,Gujarati,Punjabi,Telugu,1,69308,1154,0.656,Work,N,N,N,0.614
2024,38582716,Interstate_migrant,Pakistan,2007,Resident,Intermediate,Bengali,Assamese,Punjabi,Marathi,4,9290,7596,0.624,Study,Y,Y,N,0.59
2018,66206465,International_migrant,Sri_Lanka,1994,Resident,Basic,Odia,Malayalam,Urdu,Assamese,0,197241,28952,0.352,Refugee,N,N,Y,0.713
2019,30856867,International_migrant,India,2007,Citizen,Advanced,Other,Hindi,Odia,Marathi,2,137609,36252,0.653,Other,Y,Y,Y,0.611
2018,92848231,Native,Bhutan,2013,Other,None,Kannada,Marathi,Tamil,Bengali,9,131350,23789,0.64,Refugee,N,Y,Y,0.721
2022,18559614,Native,Sri_Lanka,2022,Resident,None,Telugu,Hindi,Telugu,Other,4,192283,13013,0.686,Refugee,Y,N,Y,0.972
2025,67834849,Native,Pakistan,1996,OCI,Basic,Punjabi,Gujarati,Bengali,Assamese,10,24028,17875,0.752,Family,Y,Y,N,0.336
2024,30292086,International_migrant,Sri_Lanka,1994,Resident,Advanced,Tamil,Odia,Marathi,Tamil,1,104970,17956,0.723,Study,N,Y,N,0.474
2020,99322100,International_migrant,Myanmar,2009,Citizen,Intermediate,Kannada,Malayalam,Malayalam,Hindi,1,164157,3448,0.821,Refugee,Y,N,Y,0.57
2024,73434960,Native,Myanmar,2012,Other,Advanced,Other,Punjabi,Bengali,Bengali,3,127575,1400,0.963,Refugee,Y,N,Y,0.204
2019,52640017,International_migrant,India,2023,Citizen,None,Other,Telugu,Telugu,Other,3,171826,2686,0.088,Refugee,Y,Y,Y,0.569
2025,67384291,Native,Pakistan,2010,OCI,Intermediate,Malayalam,Punjabi,Malayalam,Bengali,3,170676,39341,0.236,Study,Y,Y,N,0.221
2023,20032471,International_migrant,Other,2023,Other,None,Tamil,Odia,Gujarati,Assamese,6,46351,35684,0.461,Tourist,N,N,N,0.256
2018,70198110,Native,Other,1999,Resident,Intermediate,Gujarati,Urdu,Gujarati,Malayalam,8,48493,21138,0.628,Tourist,N,Y,Y,0.22
2018,23839623,International_migrant,Sri_Lanka,2005,Resident,Intermediate,Telugu,Marathi,Telugu,Marathi,10,52746,33320,0.802,Tourist,Y,Y,Y,0.504
2019,82816629,Interstate_migrant,Other,2025,Other,Advanced,Assamese,Urdu,Marathi,Punjabi,1,20332,29764,0.618,Family,N,Y,Y,0.1
2024,62781634,International_migrant,Sri_Lanka,1998,Other,Advanced,Malayalam,Marathi,Gujarati,Assamese,7,24996,21370,0.621,Tourist,Y,N,Y,0.945
2023,59684204,Interstate_migrant,Sri_Lanka,2008,OCI,Intermediate,Assamese,Marathi,Malayalam,Marathi,10,163007,8028,0.14,Other,N,N,N,0.466
2022,88512479,Native,India,1996,Other,Advanced,Other,Telugu,Tamil,Tamil,7,78101,15071,0.642,Other,Y,N,N,0.545
2020,88610796,Interstate_migrant,Other,1999,Citizen,Advanced,Malayalam,Hindi,Malayalam,Bengali,1,82159,20622,0.124,Refugee,Y,Y,Y,0.771
2018,35633278,International_migrant,Nepal,1997,OCI,Advanced,Punjabi,Urdu,Kannada,Kannada,10,41408,27962,0.03,Tourist,Y,Y,Y,0.365
2022,77327196,Native,Other,2017,Other,Basic,Bengali,Odia,Malayalam,Bengali,0,85487,29846,0.627,Work,N,Y,N,0.151
2021,62939133,International_migrant,Myanmar,2021,Citizen,Intermediate,Bengali,Other,Gujarati,Bengali,9,79849,26185,0.821,Other,Y,N,N,0.368
2019,93188309,International_migrant,India,2022,Citizen,Intermediate,Odia,Urdu,Punjabi,Odia,3,144931,34019,0.575,Tourist,N,Y,N,0.236
2025,67269487,Native,India,1994,Citizen,Advanced,Urdu,Kannada,Odia,Hindi,5,151199,8588,0.841,Family,N,N,Y,0.188
2024,75728216,Interstate_migrant,Myanmar,2011,Resident,None,Assamese,Telugu,Urdu,Bengali,6,131595,8992,0.085,Other,Y,N,Y,0.345
2022,21738869,Native,Sri_Lanka,1998,OCI,Intermediate,Bengali,Marathi,Telugu,Tamil,4,56878,35161,0.309,Work,N,Y,Y,0.544
2019,57687913,International_migrant,Bangladesh,2005,OCI,None,Odia,Tamil,Malayalam,Tamil,1,20128,13087,0.723,Work,N,Y,Y,0.563
2024,69545545,Interstate_migrant,Bhutan,2007,Resident,None,Other,Kannada,Urdu,Marathi,3,131115,15227,0.432,Family,N,Y,Y,0.535
2021,91978450,Native,Nepal,2023,Citizen,Advanced,Odia,Assamese,Marathi,Gujarati,8,58892,520,0.273,Refugee,N,N,N,0.88
2019,53170712,International_migrant,Sri_Lanka,1992,Citizen,None,Urdu,Tamil,Assamese,Bengali,7,4519,14103,0.08,Refugee,N,N,N,0.721
2022,13415918,Interstate_migrant,Pakistan,1991,Other,Advanced,Other,Urdu,Marathi,Marathi,2,23351,10382,0.04,Tourist,N,Y,N,0.954
2018,81311733,International_migrant,Myanmar,1994,Resident,None,Other,Gujarati,Bengali,Assamese,6,61753,19837,0.598,Other,N,Y,N,0.141
2023,90487425,Interstate_migrant,Pakistan,1998,OCI,Intermediate,Marathi,Telugu,Hindi,Bengali,6,1684,17533,0.247,Other,Y,Y,Y,0.041
2025,25426600,Native,India,2001,Other,None,Assamese,Gujarati,Hindi,Hindi,1,89249,19328,0.007,Work,Y,Y,N,0.419
2019,72307920,Native,Nepal,2019,Resident,None,Odia,Marathi,Kannada,Gujarati,5,193371,38197,0.631,Work,Y,N,Y,0.017
2021,97978745,International_migrant,Nepal,2015,Other,Basic,Other,Gujarati,Odia,Assamese,6,7159,843,0.953,Work,N,Y,Y,0.225
2021,12725841,Native,India,2020,OCI,None,Odia,Gujarati,Kannada,Bengali,5,11313,5479,0.361,Work,N,N,N,0.271
2020,73883030,International_migrant,Pakistan,2015,Other,Intermediate,Odia,Tamil,Kannada,Bengali,6,28616,12495,0.268,Other,Y,N,N,0.924
2023,84664112,Interstate_migrant,Pakistan,2010,Citizen,Intermediate,Tamil,Kannada,Other,Punjabi,9,172240,14489,0.348,Refugee,Y,Y,Y,0.621
2019,43757206,International_migrant,Nepal,2021,OCI,Intermediate,Other,Punjabi,Odia,Punjabi,2,145732,24918,0.583,Family,N,Y,Y,0.159
2020,56920017,International_migrant,Other,2008,OCI,Basic,Tamil,Malayalam,Urdu,Tamil,7,171682,19497,0.931,Work,N,N,N,0.12
2021,91148111,International_migrant,Bhutan,2000,Other,Advanced,Marathi,Malayalam,Hindi,Kannada,6,186987,39579,0.446,Tourist,Y,Y,N,0.906
2025,47443099,International_migrant,Myanmar,2003,Citizen,Intermediate,Bengali,Assamese,Urdu,Telugu,5,49875,38218,0.582,Other,Y,N,N,0.892
2023,42893304,Native,Myanmar,1991,Citizen,Intermediate,Assamese,Urdu,Other,Hindi,6,18553,17618,0.123,Work,N,N,Y,0.463
2018,82118870,Native,Nepal,2007,OCI,Intermediate,Gujarati,Malayalam,Punjabi,Urdu,6,187059,3391,0.676,Work,Y,N,Y,0.147
2018,94250996,Interstate_migrant,Sri_Lanka,2001,Other,Basic,Marathi,Odia,Punjabi,Malayalam,3,172266,35121,0.555,Work,Y,Y,Y,0.528
2023,47564953,Native,Myanmar,2002,Resident,Advanced,Urdu,Gujarati,Kannada,Other,2,128844,3417,0.99,Refugee,Y,N,Y,0.048
2019,43793910,Native,Myanmar,1999,Resident,Intermediate,Hindi,Punjabi,Gujarati,Assamese,2,45120,19925,0.046,Tourist,N,N,Y,0.389
2021,66572721,Native,Pakistan,2004,OCI,None,Assamese,Tamil,Gujarati,Kannada,3,137075,8387,0.367,Refugee,N,N,Y,0.656
2025,40634773,International_migrant,Myanmar,2008,Other,Basic,Tamil,Kannada,Odia,Tamil,4,162483,23424,0.429,Refugee,Y,N,Y,0.249
2021,23070797,Interstate_migrant,Bangladesh,1991,Resident,Basic,Malayalam,Urdu,Urdu,Hindi,8,180365,39585,0.775,Other,Y,Y,N,0.438
2024,73438150,International_migrant,India,1995,OCI,Intermediate,Kannada,Assamese,Kannada,Urdu,0,179011,12082,0.43,Work,N,Y,Y,0.946
2023,62061434,Interstate_migrant,Nepal,2004,Citizen,Basic,Assamese,Odia,Tamil,Punjabi,1,15946,6181,0.338,Tourist,N,Y,N,0.987
2023,74790236,International_migrant,Myanmar,2010,Citizen,Advanced,Punjabi,Other,Telugu,Bengali,2,69350,29950,0.811,Family,Y,Y,N,0.328
2025,39077890,Interstate_migrant,Nepal,2000,Citizen,Basic,Marathi,Hindi,Marathi,Odia,7,199240,18043,0.602,Refugee,N,N,Y,0.283
2023,36097238,International_migrant,Myanmar,2003,Resident,None,Marathi,Punjabi,Gujarati,Punjabi,7,32865,3623,0.242,Refugee,N,N,N,0.516
2021,60515996,International_migrant,Nepal,2009,OCI,Basic,Gujarati,Kannada,Other,Marathi,7,49842,13715,0.597,Study,Y,N,N,0.834
2020,65950216,Native,Myanmar,1993,Resident,Intermediate,Marathi,Gujarati,Punjabi,Assamese,1,36281,39764,0.986,Work,Y,N,N,0.344
2023,81595389,Interstate_migrant,Myanmar,1993,OCI,None,Odia,Tamil,Assamese,Odia,10,109293,23260,0.458,Refugee,Y,Y,N,0.221
2020,79107454,International_migrant,Sri_Lanka,2013,Other,Basic,Odia,Gujarati,Hindi,Marathi,2,589,1914,0.294,Tourist,N,N,N,0.756
2019,18416926,Interstate_migrant,Nepal,2004,Other,None,Tamil,Bengali,Gujarati,Telugu,5,90242,17612,0.857,Refugee,Y,N,N,0.122
2020,47485489,Native,Myanmar,1993,Citizen,Intermediate,Hindi,Gujarati,Hindi,Other,2,155336,25170,0.197,Other,N,Y,Y,0.71
2021,44464240,International_migrant,Pakistan,2014,OCI,Intermediate,Odia,Tamil,Gujarati,Urdu,8,113579,9841,0.96,Refugee,N,Y,N,0.347
2023,77212166,Interstate_migrant,Pakistan,2005,OCI,Intermediate,Kannada,Marathi,Other,Assamese,0,120996,12852,0.845,Refugee,Y,Y,N,0.05
2022,98584250,Native,Bhutan,2012,Resident,Intermediate,Odia,Bengali,Odia,Tamil,2,100012,33453,0.769,Tourist,Y,N,Y,0.181
2024,92460753,Native,Nepal,1991,Other,None,Marathi,Odia,Marathi,Tamil,1,162041,6658,0.888,Work,N,N,N,0.823
2024,21056477,Native,Sri_Lanka,2023,Citizen,Advanced,Malayalam,Tamil,Telugu,Other,2,115948,23063,0.506,Study,N,Y,N,0.523
2021,61074354,Interstate_migrant,Bangladesh,2013,OCI,Intermediate,Kannada,Telugu,Odia,Marathi,3,102897,8860,0.859,Work,N,Y,N,0.252
2021,28687218,Interstate_migrant,Sri_Lanka,2007,Other,None,Kannada,Malayalam,Bengali,Hindi,0,41237,17738,0.202,Work,Y,Y,Y,0.477
2018,22685925,Native,Nepal,2014,Resident,None,Malayalam,Gujarati,Telugu,Assamese,6,156644,3668,0.123,Refugee,Y,N,Y,0.159
2020,77907358,Native,Bhutan,1996,Resident,Advanced,Telugu,Kannada,Telugu,Punjabi,5,161744,1694,0.816,Family,Y,Y,Y,0.936
2020,25101266,International_migrant,Nepal,1994,OCI,Advanced,Hindi,Other,Kannada,Kannada,9,184132,23158,0.703,Other,N,Y,Y,0.368
2019,79227952,Interstate_migrant,Myanmar,2024,Resident,Basic,Hindi,Odia,Telugu,Urdu,0,193186,7972,0.011,Tourist,N,Y,N,0.053
2025,69644246,International_migrant,India,2003,Resident,Advanced,Gujarati,Marathi,Kannada,Tamil,7,118436,8201,0.859,Work,N,Y,N,0.706
2019,81530509,Interstate_migrant,Myanmar,2014,Citizen,Basic,Malayalam,Tamil,Urdu,Tamil,5,31068,10833,0.594,Refugee,N,N,Y,0.003
2023,72641893,Interstate_migrant,Other,2005,OCI,None,Assamese,Tamil,Assamese,Marathi,3,50390,35433,0.491,Work,N,Y,Y,0.643
2021,29906853,International_migrant,Myanmar,2000,Citizen,Advanced,Assamese,Gujarati,Gujarati,Gujarati,0,190676,26726,0.011,Refugee,N,N,N,0.71
2018,53918715,Interstate_migrant,Nepal,2002,Other,Intermediate,Bengali,Punjabi,Telugu,Marathi,5,100459,7465,0.28,Tourist,N,N,N,0.104
2019,16467512,Interstate_migrant,Myanmar,1994,OCI,Basic,Kannada,Assamese,Urdu,Other,10,119720,6070,0.978,Study,N,Y,N,0.686
2022,78279694,Native,Pakistan,2012,OCI,Intermediate,Kannada,Tamil,Gujarati,Punjabi,0,108233,18246,0.854,Study,N,Y,N,0.565
2022,36691712,International_migrant,Bangladesh,2002,Other,Intermediate,Odia,Telugu,Telugu,Telugu,7,28957,2748,0.9,Refugee,Y,Y,N,0.447
2018,30282782,Interstate_migrant,Bangladesh,2005,OCI,Basic,Gujarati,Punjabi,Bengali,Telugu,7,73616,15524,0.699,Study,Y,Y,Y,0.522
2020,82330081,International_migrant,India,1996,Resident,None,Urdu,Tamil,Assamese,Kannada,3,106216,4552,0.262,Other,Y,N,Y,0.634
2020,78612224,International_migrant,Pakistan,2014,Other,Intermediate,Assamese,Punjabi,Kannada,Bengali,1,194039,37562,0.203,Study,Y,Y,Y,0.31
2023,31518284,Interstate_migrant,India,2015,Other,None,Punjabi,Other,Malayalam,Kannada,5,52505,36011,0.685,Other,Y,Y,N,0.1
