econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2021-W50,4789,Card,38626126.69,130933,55575,1475.18,23.05,76.95,11.6,2.116,5.73,64.16,Middle,25_34,iOS,Midday,N,0.6004,City
2023-W21,4789,CashOnDelivery,23084522.64,102373,82900,543.24,6.84,93.16,4.75,0.727,27.1,25.8,High,45_54,POS,Midday,N,0.0604,State
2019-W30,5411,BNPL,1761283.54,200468,52574,2224.7,86.97,13.03,4.6,0.896,4.6,17.48,High,55_64,Web,Night,N,0.8465,State
2021-W20,4511,Wallet,39965133.99,99487,106934,2724.2,39.17,60.83,7.46,2.052,21.46,20.97,Low,45_54,iOS,Night,Y,0.0305,City
2025-W03,5311,Card,59982639.86,17867,50539,4356.93,68.44,31.56,0.28,0.355,35.67,57.38,Middle,18_24,Web,Midday,N,0.7063,National
2021-W15,4511,Wallet,17700139.12,222757,72588,2711.02,42.89,57.11,0.06,1.189,37.69,20.24,Low,55_64,FeaturePhone,Morning,Y,0.0202,District
2025-W02,5732,CashOnDelivery,26846625.14,207371,27360,1018.09,88.4,11.6,6.4,2.326,27.91,82.54,Middle,35_44,FeaturePhone,Night,Y,0.5791,District
2019-W36,4814,CashOnDelivery,26677193.98,142936,81061,4145.05,93.8,6.2,8.95,0.652,25.9,55.87,High,25_34,Android,Morning,Y,0.732,City
2023-W11,5999,Card,5464018.0,200294,52610,4218.17,12.64,87.36,2.97,1.86,31.56,97.99,Middle,55_64,iOS,Evening,Y,0.5261,National
2022-W51,5999,UPI,24289413.38,169903,60476,665.23,49.17,50.83,5.2,1.051,33.81,11.23,Upper_Middle,35_44,iOS,Evening,Y,0.5649,City
2023-W12,4511,UPI,31540643.23,61399,101719,1837.57,59.51,40.49,7.94,1.542,19.76,85.74,Low,18_24,iOS,Morning,N,0.2059,State
2020-W08,4900,CashOnDelivery,48047453.17,154247,67678,2016.97,72.75,27.25,9.36,2.149,12.26,73.77,Upper_Middle,18_24,iOS,Night,Y,0.5967,State
2025-W32,5999,BNPL,59538422.4,219092,111849,3111.73,72.69,27.31,5.92,2.583,6.41,83.76,Low,35_44,Web,Morning,Y,0.3817,PinCodeCluster
2019-W44,5912,Wallet,59975633.26,117728,43494,1158.19,57.32,42.68,0.18,2.735,29.62,47.11,Upper_Middle,65_plus,Web,Morning,N,0.8156,District
2020-W28,4111,UPI,32033500.04,167019,108474,4317.24,44.81,55.19,8.51,1.158,4.24,10.96,High,18_24,POS,Night,Y,0.8148,City
2022-W46,5912,UPI,49863092.13,121209,94137,3757.55,17.27,82.73,4.5,0.094,19.39,56.33,High,25_34,FeaturePhone,Evening,Y,0.3192,National
2022-W23,4111,UPI,49408946.32,248051,101863,3720.02,61.82,38.18,8.27,0.977,7.08,78.45,Low,18_24,Android,Night,Y,0.2915,State
2021-W46,5541,Card,56468013.41,205694,115333,2747.59,14.99,85.01,9.43,0.475,4.66,74.51,Lower_Middle,45_54,Android,Midday,Y,0.726,National
2023-W11,5732,CashOnDelivery,44659621.43,89508,86524,4026.2,36.89,63.11,10.36,2.782,19.85,95.48,High,55_64,POS,Midday,Y,0.7976,City
2025-W01,5732,BNPL,13917942.13,61593,86031,3623.1,46.56,53.44,9.68,1.492,1.38,94.63,High,65_plus,Web,Midday,N,0.3555,District
2025-W17,5541,Wallet,40547674.07,113628,63441,2353.9,45.36,54.64,8.8,2.621,17.68,14.02,Lower_Middle,65_plus,FeaturePhone,Evening,Y,0.0785,District
2025-W10,4511,BNPL,48107654.45,248311,31339,821.94,51.41,48.59,7.78,0.757,11.27,48.63,Low,35_44,iOS,Midday,Y,0.3851,State
2024-W25,5999,BNPL,33305487.77,219014,59620,2289.41,59.08,40.92,5.16,0.838,24.77,90.75,Low,55_64,POS,Evening,N,0.8326,District
2020-W21,4900,NetBanking,29622602.94,105670,27432,3966.66,77.63,22.37,10.38,0.353,11.39,68.41,Middle,35_44,Web,Night,N,0.2104,PinCodeCluster
2019-W14,4722,CashOnDelivery,54217360.83,14677,57788,3340.89,13.42,86.58,3.97,0.602,31.5,87.96,Upper_Middle,45_54,POS,Morning,N,0.108,District
2019-W51,5311,Wallet,26516241.46,38844,112823,3733.38,49.88,50.12,1.34,0.605,15.62,34.04,High,65_plus,POS,Morning,Y,0.8445,PinCodeCluster
2024-W37,5999,Wallet,9197498.26,30087,33564,3790.2,56.94,43.06,2.27,1.322,19.1,32.02,Lower_Middle,18_24,iOS,Evening,Y,0.2171,PinCodeCluster
2019-W44,4722,NetBanking,10962210.39,218775,20790,3339.87,22.6,77.4,3.83,0.049,21.92,47.5,Middle,35_44,FeaturePhone,Midday,N,0.8824,City
2025-W33,5812,NetBanking,27992755.77,130284,26280,3549.48,75.51,24.49,1.19,1.217,37.49,79.74,Upper_Middle,35_44,iOS,Midday,N,0.5306,National
2024-W43,4722,BNPL,48931207.92,230925,39441,1124.1,32.14,67.86,8.01,2.523,4.82,13.75,Middle,55_64,Android,Midday,N,0.2817,PinCodeCluster
2022-W19,4722,BNPL,48262048.88,212696,91208,1109.93,19.47,80.53,3.63,2.859,35.47,90.97,Low,45_54,POS,Morning,N,0.4692,PinCodeCluster
2024-W36,4722,CashOnDelivery,52153857.21,154248,7321,628.4,37.2,62.8,11.05,0.824,36.35,45.95,Upper_Middle,18_24,POS,Morning,Y,0.9749,District
2021-W34,4722,NetBanking,52599968.36,81074,83818,2730.52,72.26,27.74,0.99,2.464,35.74,73.05,Low,65_plus,POS,Morning,N,0.8375,State
2020-W11,5999,BNPL,55613589.6,54286,12683,2603.33,44.26,55.74,5.67,2.307,27.55,94.52,Upper_Middle,25_34,FeaturePhone,Midday,N,0.4582,National
2023-W26,4511,CashOnDelivery,6238755.91,2766,112559,1893.91,86.36,13.64,7.51,1.861,30.84,32.65,Upper_Middle,35_44,Web,Evening,Y,0.7027,City
2023-W03,4789,CashOnDelivery,26223678.19,34559,41216,1684.01,53.9,46.1,1.66,0.329,15.79,60.82,Low,55_64,Web,Morning,Y,0.8196,National
2021-W11,5541,Wallet,46377502.14,207854,24787,1746.71,77.23,22.77,2.82,0.692,31.76,68.28,Upper_Middle,35_44,iOS,Morning,N,0.5583,District
2019-W41,4722,NetBanking,35695920.63,52785,93254,2747.93,62.99,37.01,4.69,1.15,17.96,28.43,High,18_24,Web,Night,N,0.166,District
2021-W18,5999,UPI,50513336.76,19020,12901,258.65,58.32,41.68,0.67,2.401,34.19,52.53,Upper_Middle,35_44,Web,Evening,Y,0.2386,State
2025-W22,4111,Card,32561778.31,102677,3790,1824.6,79.45,20.55,10.65,1.837,31.52,60.73,Low,65_plus,Android,Evening,Y,0.9843,National
2022-W37,5812,Wallet,23240374.99,90296,23127,2561.76,75.94,24.06,7.21,1.401,13.07,52.42,Lower_Middle,65_plus,Web,Morning,Y,0.2792,PinCodeCluster
2024-W09,4900,UPI,52315813.79,88602,52930,4208.16,6.23,93.77,2.56,0.596,3.49,86.03,Low,45_54,Android,Evening,Y,0.4611,National
2023-W11,4111,Card,8354168.38,49352,16950,2815.15,56.6,43.4,9.15,1.914,27.8,20.94,High,65_plus,POS,Evening,N,0.7574,City
2025-W42,4900,CashOnDelivery,2640618.26,208787,36284,1173.66,71.11,28.89,2.67,1.495,32.13,15.37,High,18_24,POS,Evening,Y,0.2221,City
2022-W52,4722,CashOnDelivery,37853904.19,117395,26804,2245.23,39.96,60.04,5.83,0.086,19.77,58.6,Upper_Middle,55_64,Web,Morning,Y,0.715,National
2024-W21,5912,Card,10661600.69,52266,111903,151.05,96.13,3.87,0.96,1.86,23.53,80.44,High,65_plus,Web,Evening,Y,0.6353,National
2022-W22,5912,CashOnDelivery,21242018.32,234457,34636,2789.3,9.19,90.81,2.44,1.132,34.02,85.96,Middle,45_54,POS,Midday,N,0.9341,District
2024-W20,5311,CashOnDelivery,25100549.65,124029,106334,3183.84,67.01,32.99,4.56,1.053,2.66,10.6,Middle,25_34,Web,Evening,Y,0.6638,City
2020-W46,4900,UPI,50114250.9,97830,54114,4392.45,91.67,8.33,11.6,2.89,21.4,68.42,Middle,25_34,iOS,Evening,Y,0.3755,City
2025-W34,5912,CashOnDelivery,58149833.38,243035,5148,1768.55,42.0,58.0,0.33,0.842,1.17,50.83,High,45_54,POS,Evening,Y,0.2063,State
2019-W39,4511,BNPL,54014453.11,230025,36509,1275.91,9.23,90.77,10.95,1.964,21.41,46.15,Upper_Middle,18_24,POS,Midday,Y,0.9097,State
2023-W02,8062,UPI,21478364.14,164862,35979,3579.39,38.41,61.59,2.71,2.763,12.58,81.78,Lower_Middle,35_44,FeaturePhone,Morning,N,0.7962,District
2021-W27,4814,Card,36598265.12,208122,86739,1001.63,67.84,32.16,3.13,0.567,22.18,92.53,Middle,25_34,POS,Night,Y,0.5346,PinCodeCluster
2024-W10,4789,NetBanking,9139486.23,171906,99230,4042.52,54.83,45.17,2.94,0.326,37.84,66.11,Lower_Middle,65_plus,Web,Night,N,0.5226,State
2020-W02,8062,UPI,4231243.21,194036,39440,1656.3,47.62,52.38,4.84,2.372,39.26,64.52,Middle,45_54,iOS,Night,N,0.2846,PinCodeCluster
2019-W10,5812,BNPL,36364194.31,23338,24859,468.47,43.63,56.37,5.63,1.494,0.59,74.82,Low,18_24,POS,Midday,Y,0.4349,National
2021-W01,4511,NetBanking,51286728.51,3027,17514,3063.58,66.0,34.0,10.21,0.28,25.58,68.67,High,55_64,Android,Morning,Y,0.5216,State
2020-W49,8062,BNPL,46474643.96,24077,83333,1245.48,48.48,51.52,1.77,0.066,24.83,66.17,Upper_Middle,35_44,iOS,Midday,N,0.5873,State
2021-W01,5812,NetBanking,46395499.37,17072,69542,4289.99,40.75,59.25,3.83,2.494,16.6,52.48,Lower_Middle,18_24,Web,Morning,Y,0.9606,National
2023-W35,4111,CashOnDelivery,38806146.47,123000,76696,786.08,89.31,10.69,4.51,1.92,36.81,84.87,Upper_Middle,45_54,FeaturePhone,Night,Y,0.8845,District
2019-W29,5411,Card,58419271.81,152037,97984,2475.4,57.77,42.23,5.93,1.712,24.81,21.05,Upper_Middle,35_44,Web,Midday,N,0.2212,National
2025-W03,5541,CashOnDelivery,19164099.82,173797,68103,3752.52,49.72,50.28,9.89,0.907,27.12,60.81,Upper_Middle,25_34,Web,Night,Y,0.1609,District
2020-W12,5812,Card,33471339.73,214908,12329,4279.19,15.36,84.64,9.21,1.367,12.33,69.16,Upper_Middle,18_24,iOS,Midday,Y,0.1351,State
2020-W05,8062,Wallet,51283860.46,49067,24330,1502.79,69.48,30.52,2.87,1.658,20.31,32.99,Low,45_54,Android,Midday,N,0.6908,City
2025-W10,4111,Card,16207822.75,215495,14487,4437.28,63.3,36.7,7.61,2.489,11.16,48.68,Low,25_34,POS,Midday,N,0.0253,PinCodeCluster
2025-W06,5999,CashOnDelivery,44946054.75,27314,32912,4280.66,17.8,82.2,6.62,1.091,22.09,56.86,Upper_Middle,25_34,iOS,Night,Y,0.8216,PinCodeCluster
2023-W33,5411,CashOnDelivery,59088590.67,166170,86393,3554.71,44.03,55.97,0.91,1.205,26.48,45.72,Low,45_54,Web,Morning,Y,0.0596,PinCodeCluster
2023-W35,4511,CashOnDelivery,48712900.41,35260,22917,1089.84,24.49,75.51,5.36,0.877,4.1,54.35,Upper_Middle,65_plus,FeaturePhone,Morning,Y,0.8514,State
2020-W10,4511,NetBanking,34604003.86,135998,73740,1217.74,10.22,89.78,8.23,2.748,20.84,62.65,Middle,55_64,Web,Morning,Y,0.3346,National
2024-W04,5311,UPI,22321710.12,90429,16189,3940.4,4.66,95.34,9.05,0.41,12.07,31.65,Upper_Middle,55_64,FeaturePhone,Morning,Y,0.3025,PinCodeCluster
2023-W44,5411,Wallet,19954440.4,189499,117510,382.65,42.83,57.17,5.91,1.567,15.06,13.25,Middle,45_54,iOS,Morning,N,0.1782,State
2024-W26,5999,CashOnDelivery,6383067.36,235658,59521,4159.47,29.27,70.73,8.78,2.178,35.33,46.78,Upper_Middle,25_34,Web,Midday,Y,0.565,National
2022-W43,4111,NetBanking,35330136.62,94461,79579,4161.21,76.97,23.03,11.86,1.321,37.42,10.14,Low,55_64,Web,Midday,Y,0.8937,State
2025-W02,5812,CashOnDelivery,18355680.86,218965,92009,1907.9,81.43,18.57,10.87,2.724,11.1,71.46,Middle,25_34,FeaturePhone,Morning,N,0.5685,City
2024-W21,8062,Wallet,42498744.24,5360,70570,123.06,30.36,69.64,5.71,0.149,20.18,63.74,High,35_44,Android,Midday,Y,0.3604,State
2020-W14,4511,UPI,48126987.18,155331,12464,2832.31,16.76,83.24,5.68,1.377,39.09,56.56,Lower_Middle,45_54,Web,Morning,N,0.4019,State
2019-W46,4722,UPI,31779665.19,91555,81341,2131.61,51.69,48.31,1.79,1.981,23.98,71.83,Lower_Middle,35_44,Android,Evening,N,0.0565,State
2023-W37,8062,NetBanking,38525515.23,166923,83514,1661.76,28.4,71.6,3.26,2.0,2.76,22.39,Low,55_64,POS,Morning,Y,0.5549,National
2019-W36,5812,Wallet,59951587.59,6131,9973,1953.12,40.85,59.15,8.98,1.319,5.26,34.46,Low,55_64,Android,Evening,Y,0.3839,National
2021-W16,4111,NetBanking,58302663.02,219257,36669,2314.61,23.28,76.72,9.09,2.132,18.84,87.76,Middle,18_24,POS,Night,Y,0.1117,National
2020-W36,5411,NetBanking,17134877.64,177888,12540,3584.17,38.74,61.26,7.3,0.554,36.94,97.5,High,65_plus,iOS,Evening,Y,0.3733,District
2024-W11,5311,UPI,8954165.16,189811,89432,3727.55,63.32,36.68,0.61,0.071,5.29,71.57,Lower_Middle,35_44,iOS,Midday,N,0.3507,National
2022-W02,5732,Card,31683280.76,10945,102706,3736.02,60.49,39.51,5.31,2.83,35.05,53.46,Low,25_34,iOS,Evening,N,0.8138,City
2019-W12,5541,NetBanking,22319461.99,63971,12723,4041.51,30.02,69.98,11.89,2.072,12.84,11.84,Middle,55_64,Android,Morning,N,0.3768,District
2024-W26,4111,CashOnDelivery,17447584.13,111047,33341,3028.86,75.33,24.67,9.75,2.839,10.66,39.08,Lower_Middle,55_64,iOS,Morning,N,0.8316,National
2021-W44,5311,UPI,52690913.77,11644,54685,1348.04,75.2,24.8,10.66,2.513,1.11,58.05,Middle,65_plus,FeaturePhone,Evening,N,0.7792,PinCodeCluster
2024-W06,5541,Wallet,14881496.55,97175,37202,4395.24,41.43,58.57,8.44,1.72,34.49,80.26,Lower_Middle,35_44,Web,Evening,Y,0.4129,City
2024-W40,5912,UPI,13249116.85,101874,29245,2216.37,45.76,54.24,8.21,0.865,22.86,84.98,Middle,25_34,Android,Morning,N,0.8311,District
2022-W35,5541,NetBanking,23826687.87,170271,27189,4305.46,20.84,79.16,4.09,2.588,16.05,15.78,High,18_24,Web,Midday,N,0.0597,State
2020-W25,5732,Card,43324891.93,90285,1364,2903.41,51.63,48.37,10.67,0.19,38.2,59.2,Middle,35_44,iOS,Night,N,0.4392,City
2023-W37,5541,BNPL,45268698.15,35486,48026,338.22,57.1,42.9,4.28,1.066,27.74,29.06,Upper_Middle,55_64,FeaturePhone,Night,Y,0.0124,City
2020-W45,5411,UPI,16630501.62,48732,71883,2262.09,43.68,56.32,1.09,2.614,22.5,64.85,High,18_24,Web,Morning,N,0.1159,PinCodeCluster
2020-W53,5912,Card,49791830.69,130996,44899,3506.95,65.37,34.63,8.54,1.667,16.36,20.78,High,35_44,POS,Morning,Y,0.7729,PinCodeCluster
2023-W50,4814,Wallet,48369170.65,71971,13119,3737.24,51.23,48.77,3.79,1.119,6.45,78.21,Low,18_24,iOS,Morning,Y,0.4644,PinCodeCluster
2023-W34,5411,Card,55526745.78,189781,35111,1020.35,32.21,67.79,11.56,1.504,19.24,37.71,Lower_Middle,35_44,iOS,Morning,N,0.5727,PinCodeCluster
2025-W08,5999,Wallet,5533969.91,83558,16306,1554.67,87.4,12.6,3.4,2.576,27.31,23.48,Upper_Middle,18_24,FeaturePhone,Evening,Y,0.8023,National
2022-W07,4789,NetBanking,1723219.45,131580,97011,1330.97,57.81,42.19,6.29,1.832,39.06,89.92,Lower_Middle,55_64,iOS,Night,Y,0.1375,City
2022-W17,8062,NetBanking,25819262.1,136958,53681,1956.48,30.54,69.46,3.03,0.802,25.81,78.59,Upper_Middle,35_44,iOS,Morning,N,0.1738,State
2023-W14,4814,NetBanking,37655428.27,208958,58962,2731.8,68.04,31.96,8.06,1.952,18.18,53.01,Middle,35_44,iOS,Night,Y,0.532,District
2023-W32,8062,BNPL,37187003.27,166411,6184,2803.17,82.01,17.99,8.95,0.64,2.72,19.76,Lower_Middle,18_24,Android,Night,N,0.0659,District
2020-W39,5541,Wallet,57653191.1,191764,105965,907.87,59.78,40.22,10.67,1.517,28.34,36.13,Upper_Middle,25_34,FeaturePhone,Midday,N,0.4445,District
2025-W33,4722,BNPL,51010218.64,116216,104511,1080.59,67.03,32.97,5.33,1.226,6.82,21.55,High,55_64,POS,Morning,Y,0.3683,PinCodeCluster
2025-W50,4111,Card,19827643.52,180513,77471,4471.15,20.51,79.49,7.23,1.828,21.18,37.06,Low,35_44,Web,Evening,Y,0.492,City
2022-W36,4722,Card,49785864.39,13252,24321,954.25,74.51,25.49,1.09,1.301,33.98,48.54,Middle,55_64,POS,Midday,Y,0.0903,City
2023-W30,5541,UPI,14894092.76,13318,53106,2431.14,61.77,38.23,4.43,2.1,29.05,44.84,Upper_Middle,65_plus,Web,Night,Y,0.1286,State
2019-W34,5311,Wallet,45782623.04,130419,12294,1497.53,64.87,35.13,10.37,2.687,17.17,35.0,Lower_Middle,55_64,POS,Night,Y,0.5478,State
2019-W17,5311,BNPL,36726474.08,249141,33490,1770.58,69.33,30.67,9.07,2.639,10.68,18.36,High,65_plus,FeaturePhone,Night,N,0.427,City
2023-W36,4814,Wallet,18477525.54,46675,76563,135.75,37.93,62.07,7.89,2.987,38.99,25.86,Middle,35_44,Web,Night,N,0.8073,City
2021-W21,4111,BNPL,37239273.92,132320,32326,3488.45,52.68,47.32,8.12,1.382,39.97,14.44,High,65_plus,Android,Evening,Y,0.3606,PinCodeCluster
2021-W31,4511,Wallet,45078784.19,124356,99171,228.71,70.59,29.41,5.76,2.83,38.75,22.33,Upper_Middle,18_24,iOS,Night,Y,0.8812,PinCodeCluster
2019-W24,4900,CashOnDelivery,33864671.37,95095,13091,4492.98,90.49,9.51,6.26,0.499,28.83,91.17,Lower_Middle,35_44,iOS,Evening,Y,0.6572,National
2025-W36,4789,UPI,4462123.25,94785,109334,4055.6,93.49,6.51,3.93,1.571,28.8,56.01,Lower_Middle,18_24,Web,Evening,Y,0.3906,State
2025-W35,4111,Card,25457738.57,234361,39829,1124.26,41.26,58.74,1.53,2.39,16.83,42.58,High,45_54,FeaturePhone,Night,Y,0.6598,National
2025-W44,4511,BNPL,46822844.92,149415,104889,3191.97,60.11,39.89,1.44,2.487,1.94,45.72,Lower_Middle,55_64,Web,Night,Y,0.1954,City
2021-W37,5311,NetBanking,50921944.93,23771,59224,3606.38,51.5,48.5,6.85,0.808,29.0,54.21,Upper_Middle,65_plus,POS,Evening,N,0.6939,National
2020-W53,5541,Card,3021340.4,95309,5749,2214.85,75.6,24.4,6.46,1.784,29.71,91.04,Lower_Middle,65_plus,FeaturePhone,Night,N,0.8211,State
2021-W13,4111,BNPL,33678960.53,88852,54217,4370.95,39.52,60.48,11.18,2.598,33.21,25.86,Lower_Middle,45_54,FeaturePhone,Midday,N,0.4558,District
2020-W17,8062,NetBanking,38306748.05,132712,799,3098.08,87.95,12.05,10.46,2.167,20.45,12.69,Middle,65_plus,Web,Night,Y,0.7663,City
2024-W43,4511,Card,56391960.11,229635,34390,2824.46,43.34,56.66,1.41,1.121,30.86,14.19,Low,18_24,Android,Morning,N,0.5215,PinCodeCluster
2019-W27,5732,Wallet,48323257.73,126639,16941,593.8,69.4,30.6,8.32,2.614,34.81,74.99,Lower_Middle,65_plus,iOS,Morning,N,0.0311,National
2023-W11,4789,BNPL,54850581.6,16308,26099,1588.45,12.5,87.5,2.44,2.282,1.04,67.48,Low,55_64,iOS,Evening,N,0.5767,National
2019-W50,4814,Wallet,53252568.77,220169,78404,3482.56,70.1,29.9,4.34,1.634,7.07,56.78,Upper_Middle,55_64,Android,Night,N,0.1171,PinCodeCluster
2025-W02,5311,BNPL,46032976.04,36078,18450,3399.59,14.36,85.64,8.52,1.909,10.58,40.22,Middle,65_plus,FeaturePhone,Evening,Y,0.5043,State
2022-W33,4722,BNPL,15600348.76,24148,13596,1041.51,62.97,37.03,2.51,1.388,27.39,66.62,High,45_54,Android,Night,Y,0.9488,PinCodeCluster
2021-W03,5732,CashOnDelivery,56423299.32,115642,108495,580.22,50.74,49.26,7.11,1.39,20.39,39.83,Middle,45_54,iOS,Midday,N,0.6931,District
2024-W06,4900,CashOnDelivery,37453906.73,240136,101202,1928.65,56.94,43.06,2.46,0.72,35.11,32.43,Lower_Middle,65_plus,Web,Evening,Y,0.0257,City
2024-W22,4814,Card,36878732.15,181103,53568,3903.17,29.72,70.28,9.67,1.459,10.34,31.57,Low,35_44,iOS,Evening,Y,0.4558,PinCodeCluster
2025-W34,5541,NetBanking,2148970.12,47910,7709,3402.42,20.01,79.99,1.34,1.76,26.48,43.56,Low,65_plus,iOS,Evening,Y,0.3917,State
2021-W11,5812,NetBanking,6694279.12,106344,16465,407.32,46.89,53.11,10.33,1.011,14.32,47.02,Low,55_64,Web,Midday,Y,0.7159,City
2019-W05,4814,BNPL,1584812.43,86520,107240,4252.94,56.07,43.93,1.29,1.975,30.99,14.64,Lower_Middle,35_44,Android,Night,Y,0.2024,PinCodeCluster
2022-W46,4900,Card,25821161.84,42300,963,2657.31,24.01,75.99,0.71,0.924,16.68,70.61,Low,65_plus,FeaturePhone,Midday,Y,0.699,City
2019-W37,5912,CashOnDelivery,24827522.74,855,26526,902.65,89.39,10.61,0.45,2.597,22.21,97.67,Low,18_24,Android,Evening,N,0.3817,National
2021-W21,5999,UPI,24464966.31,148798,60006,3754.62,51.81,48.19,5.61,2.66,15.58,51.33,Lower_Middle,35_44,Web,Evening,N,0.117,PinCodeCluster
2022-W07,4789,CashOnDelivery,58520539.63,186484,45942,454.13,91.75,8.25,9.57,1.037,36.86,40.78,High,55_64,iOS,Night,Y,0.1721,PinCodeCluster
2024-W47,4111,UPI,5404990.03,202873,97553,4382.09,91.01,8.99,2.26,0.13,34.01,94.13,Lower_Middle,18_24,FeaturePhone,Morning,N,0.3965,District
2023-W51,5912,Wallet,43323120.53,16895,102971,3531.06,54.21,45.79,5.75,1.475,22.74,88.79,High,65_plus,FeaturePhone,Midday,Y,0.1312,District
2023-W21,5311,CashOnDelivery,18991441.5,65148,114787,3337.83,42.11,57.89,7.93,1.159,29.57,93.8,Middle,25_34,FeaturePhone,Morning,N,0.8307,PinCodeCluster
2021-W37,5912,NetBanking,11262223.09,121835,91666,4304.04,51.43,48.57,7.63,1.138,8.89,32.59,Lower_Middle,25_34,iOS,Morning,N,0.1986,State
2019-W27,5732,Wallet,58821378.06,76859,63925,195.2,35.6,64.4,5.53,2.323,15.8,34.81,Upper_Middle,55_64,Web,Midday,Y,0.7371,National
2025-W38,4900,UPI,32596952.38,185278,21288,2371.58,62.79,37.21,9.46,1.785,23.1,51.06,Lower_Middle,65_plus,Android,Night,Y,0.6137,State
2019-W01,4722,NetBanking,28324825.13,201499,49786,4190.86,24.73,75.27,3.44,0.618,2.2,45.79,Middle,35_44,iOS,Morning,N,0.352,District
2021-W19,5311,CashOnDelivery,56968283.68,86098,113109,1851.62,7.6,92.4,2.16,1.033,37.07,93.19,Lower_Middle,25_34,Web,Midday,N,0.3088,PinCodeCluster
2020-W48,4789,CashOnDelivery,12141470.37,246257,6143,3704.3,49.52,50.48,4.87,1.08,9.03,26.55,Upper_Middle,18_24,Android,Night,Y,0.5912,State
2020-W21,4789,NetBanking,53383610.9,80140,11967,2540.96,76.14,23.86,2.2,1.599,11.13,73.65,Lower_Middle,65_plus,Android,Morning,Y,0.1864,National
2025-W32,5999,NetBanking,59489125.58,64527,103761,333.64,52.15,47.85,3.05,1.577,27.65,85.17,Upper_Middle,18_24,FeaturePhone,Midday,Y,0.7219,National
2020-W37,4511,BNPL,40630871.95,193384,33277,2571.41,10.53,89.47,2.15,0.297,33.02,26.59,High,65_plus,POS,Midday,Y,0.768,National
2024-W22,4814,UPI,38750790.48,42822,40672,3473.17,45.47,54.53,3.69,2.939,17.08,25.88,Lower_Middle,65_plus,Android,Night,Y,0.7623,District
2020-W44,5812,NetBanking,52826913.93,129304,95394,2478.08,65.74,34.26,2.23,2.062,24.0,35.41,Lower_Middle,45_54,Web,Morning,N,0.0266,State
2025-W01,4789,Card,9966101.02,11698,38638,3537.13,36.04,63.96,2.41,0.109,29.72,88.39,Low,55_64,Web,Morning,N,0.9136,District
2021-W18,5411,Wallet,10595538.75,85928,37,786.88,60.48,39.52,10.06,2.853,6.05,17.61,Low,18_24,Android,Midday,N,0.5507,PinCodeCluster
2019-W40,8062,Wallet,41778142.94,146759,71494,4033.04,51.42,48.58,11.74,0.059,4.49,13.52,Lower_Middle,45_54,POS,Midday,Y,0.599,District
2022-W20,4511,UPI,48530816.89,107845,80481,2030.2,93.75,6.25,7.23,1.311,9.73,62.59,Middle,35_44,POS,Morning,N,0.3094,State
2019-W33,8062,UPI,1995472.62,127493,11878,2602.97,90.72,9.28,0.68,1.236,24.06,59.91,Low,55_64,Web,Night,Y,0.9382,City
2023-W47,5411,Card,9357016.86,228749,50659,3161.05,40.76,59.24,11.82,0.016,28.55,90.06,High,55_64,FeaturePhone,Midday,N,0.3139,National
2024-W29,8062,Wallet,31198178.47,234427,115938,3668.15,61.31,38.69,4.34,1.675,9.95,21.26,High,65_plus,Android,Night,N,0.7735,National
2019-W47,5912,BNPL,27382971.49,107050,111986,3421.59,93.62,6.38,6.69,2.059,2.96,20.57,Lower_Middle,25_34,Web,Evening,Y,0.8312,City
2019-W28,5541,UPI,50473335.5,128897,19352,1598.35,44.17,55.83,0.41,1.349,33.95,83.15,Low,35_44,Web,Morning,Y,0.5669,State
2025-W04,5812,BNPL,41221646.6,175798,53965,1990.23,48.35,51.65,0.5,1.76,25.04,69.32,Upper_Middle,65_plus,POS,Midday,Y,0.5053,District
2020-W37,5812,CashOnDelivery,58588828.46,195349,117308,2901.13,53.95,46.05,11.66,1.987,15.52,59.23,Lower_Middle,65_plus,Web,Evening,N,0.9679,National
2024-W10,5732,NetBanking,30958583.76,6962,64977,3834.59,71.8,28.2,1.52,2.77,24.09,21.21,Upper_Middle,65_plus,iOS,Midday,N,0.4346,National
2019-W35,4900,NetBanking,9346595.16,245259,85324,580.22,50.38,49.62,4.23,1.749,8.8,44.68,Low,25_34,iOS,Midday,N,0.4904,State
2022-W44,5999,CashOnDelivery,36916734.59,97469,1889,4282.68,30.08,69.92,1.97,0.307,12.79,64.02,Middle,65_plus,Web,Evening,Y,0.6627,National
2020-W45,5541,CashOnDelivery,5046272.78,166200,8939,1907.6,44.92,55.08,1.33,1.739,32.36,44.53,Lower_Middle,18_24,iOS,Night,N,0.0288,District
2023-W14,4722,BNPL,57389990.6,24135,83937,3082.5,58.24,41.76,1.58,2.048,14.02,35.19,Lower_Middle,25_34,Web,Night,N,0.5934,PinCodeCluster
