econ_fiscal_reference_year,econ_fiscal_country_iso2,econ_fiscal_gov_sector_esa2010,econ_fiscal_deficit_surplus_eur,econ_fiscal_deficit_surplus_pct_gdp,econ_fiscal_gross_debt_eur,econ_fiscal_gross_debt_pct_gdp,econ_fiscal_interest_expenditure_eur,econ_fiscal_primary_balance_pct_gdp,econ_fiscal_structural_balance_pct_gdp,econ_fiscal_excessive_deficit_procedure_status,econ_fiscal_sgp_corrective_arm_flag,econ_fiscal_sgp_preventive_arm_flag,econ_fiscal_debt_reduction_benchmark_flag,econ_fiscal_expenditure_benchmark_flag,econ_fiscal_one_off_measures_eur,econ_fiscal_revenue_total_eur,econ_fiscal_expenditure_total_eur,econ_fiscal_eurostat_table_code,econ_fiscal_data_extract_date
2019,AT,S1313,12017753411.56,1.34,1489412197436.27,166.072,32950594065.78,3.553,3.262,OUT_EDP,0,1,1,0,-696160441.14,413373647179.36,401355893767.8,gov_10dd_ma,2025-02-21
2020,CZ,S13,-21043968219.61,-2.337,576984727274.26,64.076,21855688487.78,-1.544,-2.147,IN_EDP,1,0,0,1,-595142371.06,444992642028.66,466036610248.27,gov_10dd_edpt1,2025-03-15
2021,DE,S1312,-78023409208.65,-8.648,1524713469707.93,168.997,59204150871.27,-10.074,-6.789,UNKNOWN,0,0,0,0,504028001.18,407007384399.28,485030793607.93,gov_10q_ggdebt,2024-06-24
2022,LV,S1314,-97407325686.05,-10.761,702869754873.7,77.649,25634953419.32,-8.319,-9.934,ON_WATCHLIST,0,1,0,1,1087733.67,441272869835.71,538680195521.76,gov_10dd_edpt2,2025-08-18
2023,PL,S1311,-24040087357.91,-2.647,1251119892047.73,137.758,42652871152.82,-0.652,-3.668,OUT_EDP,0,1,1,0,-186892479.5,409588181336.86,433628268694.77,gov_10dd_sgpe,2024-08-14
2024,ES,S1313,-108323521167.78,-11.905,1569831202018.9,172.528,20351751205.86,-12.562,-12.155,IN_EDP,1,0,1,1,1332611320.67,395965796540.54,504289317708.32,gov_10dd_ma,2025-02-23
2025,HR,S13,-47370117610.24,-5.189,910238399845.81,99.709,17125634200.52,-5.718,-6.014,UNKNOWN,0,0,1,1,951051359.43,382489364694.14,429859482304.38,gov_10dd_edpt1,2024-09-16
2026,FI,S1312,21959624068.77,2.399,740540036176.51,80.901,31280879207.73,3.482,4.185,ON_WATCHLIST,0,1,1,0,467275399.59,472452483268.44,450492859199.67,gov_10q_ggdebt,2025-10-27
2010,IE,S1314,49724803405.59,5.416,1225418936512.33,133.472,24797112726.91,7.184,4.187,OUT_EDP,0,1,1,0,-1565073783.03,405131167937.83,355406364532.24,gov_10dd_edpt2,2026-01-01
2011,MT,S1311,-80826022014.53,-8.779,1228354827560.87,133.419,17843310688.69,-8.748,-7.839,IN_EDP,1,0,1,0,-83802667.15,410253323900.64,491079345915.17,gov_10dd_sgpe,2025-02-19
2012,SK,S1313,54179108287.73,5.869,1132443985513.89,122.673,35423946334.24,8.215,7.765,UNKNOWN,0,0,0,1,144877327.38,389019456741.56,334840348453.83,gov_10dd_ma,2025-06-03
2013,BE,S13,21526678799.46,2.329,469649464644.94,50.812,14615791224.08,2.953,0.734,ON_WATCHLIST,0,1,0,1,-230436229.01,431482935774.57,409956256975.11,gov_10dd_edpt1,2024-03-04
2014,DK,S1312,-32558759357.98,-3.513,1421982730081.54,153.428,18345271687.36,-1.216,-3.094,OUT_EDP,0,1,1,1,-434219109.32,480370409541.86,512929168899.84,gov_10q_ggdebt,2025-03-08
2015,GR,S1314,-25774312066.62,-2.77,301540841567.8,32.407,11625689554.8,-1.964,-0.996,IN_EDP,1,0,0,1,-210723809.82,368314210895.53,394088522962.15,gov_10dd_edpt2,2024-12-12
2016,LT,S1311,-22935663822.06,-2.459,1717731051834.83,184.163,24269525568.56,-1.638,-1.837,UNKNOWN,0,0,0,0,435079083.98,379964490149.0,402900153971.06,gov_10dd_sgpe,2025-01-26
2017,PT,S1313,-25026116071.75,-2.676,1719610273801.33,183.875,72148285508.56,-3.565,-4.042,ON_WATCHLIST,0,1,1,1,1583172894.9,388634230323.46,413660346395.21,gov_10dd_ma,2025-07-27
2018,SE,S13,11215079025.95,1.197,543111517040.29,57.967,15721036238.07,2.717,0.735,OUT_EDP,0,1,0,1,-1321829585.32,379737448805.1,368522369779.15,gov_10dd_edpt1,2024-07-12
2019,CY,S1312,-9363846783.57,-0.996,987180726721.93,105.003,39608163180.98,0.408,-2.516,IN_EDP,1,0,0,1,-1155525815.11,400971152689.9,410334999473.47,gov_10q_ggdebt,2024-05-20
2020,FR,S1314,-81830872968.9,-8.68,1737463640040.3,184.297,53706758269.34,-6.262,-8.049,UNKNOWN,0,0,0,1,1577791501.64,459325885047.24,541156758016.14,gov_10dd_edpt2,2024-05-17
2021,IT,S1311,-70678881946.23,-7.475,796595912535.94,84.248,33559986976.4,-8.267,-6.77,ON_WATCHLIST,0,1,0,0,181860183.45,490302490398.53,560981372344.76,gov_10dd_sgpe,2024-02-06
2022,NL,S1313,-78434863918.11,-8.28,1597418837226.93,168.632,39584788653.66,-6.975,-6.737,OUT_EDP,0,1,1,1,-1774663146.15,401289979609.7,479724843527.81,gov_10dd_ma,2025-03-26
2023,SI,S13,28830405596.46,3.033,1297757980370.12,136.526,50009891042.18,4.142,2.351,IN_EDP,1,0,0,1,-1285235850.79,421255343630.66,392424938034.2,gov_10dd_edpt1,2025-01-31
2024,BG,S1312,-112828161738.61,-11.846,803264886745.53,84.336,6745962717.84,-9.909,-10.907,UNKNOWN,0,0,0,0,574071040.89,470220013037.4,583048174776.01,gov_10q_ggdebt,2024-06-18
2025,EE,S1314,-39653438490.21,-4.15,1196043255318.95,125.174,35039738030.17,-3.493,-3.007,ON_WATCHLIST,0,1,1,1,-924411046.44,371272529766.18,410925968256.39,gov_10dd_edpt2,2024-11-30
2026,HU,S1311,-69935759185.74,-7.31,796980640657.8,83.304,26673412752.99,-8.299,-7.198,OUT_EDP,0,1,0,0,869934803.61,365488062739.51,435423821925.25,gov_10dd_sgpe,2024-04-13
2010,LU,S1313,-7583792213.03,-0.79,1743926618465.86,181.664,15812031670.76,0.49,-2.446,IN_EDP,1,0,1,1,1038313332.71,381215041877.95,388798834090.98,gov_10dd_ma,2025-06-29
2011,RO,S13,-20524941544.8,-2.131,467874277532.5,48.577,13401817099.74,-1.034,-2.096,UNKNOWN,0,0,0,1,-1059057383.31,435617759306.28,456142700851.08,gov_10dd_edpt1,2024-08-14
2012,AT,S1312,-28023585296.76,-2.905,1433891133251.48,148.641,36973261418.58,-1.862,-4.16,ON_WATCHLIST,0,1,1,0,100527860.91,431624431902.75,459648017199.51,gov_10q_ggdebt,2025-10-03
2013,CZ,S1314,-40280238334.27,-4.165,1790821678951.8,185.172,73388604614.74,-4.86,-3.221,OUT_EDP,0,1,1,0,-298906273.27,489490252134.49,529770490468.76,gov_10dd_edpt2,2024-07-27
2014,DE,S1311,-67410555014.91,-6.954,567929563799.0,58.587,9440369468.58,-5.721,-8.494,IN_EDP,1,0,0,1,788135913.19,419156607317.1,486567162332.01,gov_10dd_sgpe,2025-09-28
2015,LV,S1313,-32676296256.0,-3.358,1265715070461.59,130.072,46443937089.62,-2.215,-2.226,UNKNOWN,0,0,1,0,-322497425.62,483643900371.27,516320196627.27,gov_10dd_ma,2024-01-27
2016,PL,S13,48019671606.89,4.924,1030891849287.7,105.709,30684110781.2,3.685,3.231,ON_WATCHLIST,0,1,0,1,989260815.71,437581477994.58,389561806387.69,gov_10dd_edpt1,2024-09-16
2017,ES,S1312,-16762599256.21,-1.716,411650754811.2,42.141,12311540132.42,-1.734,-2.031,OUT_EDP,0,1,0,0,-1823848171.27,476062935217.83,492825534474.04,gov_10q_ggdebt,2026-01-17
2018,HR,S1314,-17462439089.35,-1.782,1386323636593.35,141.471,52863748838.15,-2.797,-0.677,IN_EDP,1,0,0,1,1765585862.02,396141809171.87,413604248261.22,gov_10dd_edpt2,2026-02-16
2019,FI,S1311,-79880254258.43,-8.125,870040982258.91,88.496,29103722877.45,-7.242,-9.459,UNKNOWN,0,0,0,0,-1245921923.99,386072246171.63,465952500430.06,gov_10dd_sgpe,2024-10-02
2020,IE,S1313,-82791003556.73,-8.408,1104582444931.82,112.178,9046961507.77,-9.621,-7.529,ON_WATCHLIST,0,1,1,1,1773885333.32,476124497384.5,558915500941.23,gov_10dd_ma,2026-01-29
2021,MT,S13,-31559420041.26,-3.195,1089071629624.2,110.255,17756349939.23,-2.024,-4.859,OUT_EDP,0,1,0,1,-1827182333.44,455278616014.4,486838036055.66,gov_10dd_edpt1,2024-07-08
2022,SK,S1312,-51283183465.75,-5.176,381770406743.08,38.532,3570749180.21,-6.325,-6.8,IN_EDP,1,0,0,1,1393076858.85,471040380907.19,522323564372.94,gov_10q_ggdebt,2025-04-30
2023,BE,S1314,28017667739.33,2.822,561078120819.6,56.513,23051563623.86,2.278,3.488,UNKNOWN,0,0,0,1,46700954.39,504708818912.5,476691151173.17,gov_10dd_edpt2,2024-11-19
2024,DK,S1311,-65666597688.79,-6.596,1149653279942.98,115.479,48803335607.45,-4.537,-6.902,ON_WATCHLIST,0,1,1,1,381130538.35,477824899381.86,543491497070.65,gov_10dd_sgpe,2025-03-26
2025,GR,S1313,-42066123186.98,-4.22,1379908396391.84,138.43,14894643948.96,-4.561,-3.063,OUT_EDP,0,1,0,1,-1274457661.34,392380317820.03,434446441007.01,gov_10dd_ma,2024-10-27
2026,LT,S13,-109630364951.0,-10.958,1315634411585.25,131.503,50273095276.55,-8.886,-10.759,IN_EDP,1,0,1,1,1326399556.54,391156155584.55,500786520535.55,gov_10dd_edpt1,2025-05-04
2010,PT,S1312,-1422786672.66,-0.142,1587679632320.31,158.457,28860374458.28,0.021,0.763,UNKNOWN,0,0,1,1,-307082463.36,449487877135.18,450910663807.84,gov_10q_ggdebt,2024-07-24
2011,SE,S1314,-69402533570.11,-6.906,1325471815835.83,131.893,22533348590.0,-6.825,-5.341,ON_WATCHLIST,0,1,1,0,1796644505.22,420716883955.03,490119417525.14,gov_10dd_edpt2,2025-04-28
2012,CY,S1311,-107600461245.76,-10.685,1529708981289.33,151.904,23553380828.23,-10.761,-10.924,OUT_EDP,0,1,0,1,1890715351.54,498571530801.75,606171992047.51,gov_10dd_sgpe,2024-12-14
2013,FR,S1313,10886425737.14,1.078,1016769946653.64,100.683,32316998992.4,0.873,2.874,IN_EDP,1,0,1,1,1373482659.8,395356551418.63,384470125681.49,gov_10dd_ma,2024-05-09
2014,IT,S13,23417388800.7,2.312,810158597751.53,79.987,26448116379.01,3.879,2.839,UNKNOWN,0,0,1,0,-394199846.47,438271717306.49,414854328505.79,gov_10dd_edpt1,2025-08-19
2015,NL,S1312,-71733318401.09,-7.069,1636106190285.12,161.231,30036750851.73,-4.873,-8.426,ON_WATCHLIST,0,1,1,1,1339400109.14,460494122263.43,532227440664.52,gov_10q_ggdebt,2026-01-19
2016,SI,S1314,-10440898618.57,-1.026,311059403580.6,30.567,4159669278.23,0.334,-1.4,OUT_EDP,0,1,0,0,1486648818.37,418845877223.56,429286775842.13,gov_10dd_edpt2,2025-12-14
2017,BG,S1311,-108221729873.3,-10.617,736706913898.76,72.274,23287462568.21,-8.902,-10.626,IN_EDP,1,0,1,0,-1402748821.81,474256482037.65,582478211910.95,gov_10dd_sgpe,2025-09-02
2018,EE,S1313,-6662578167.58,-0.652,798415981545.05,78.133,14072215820.99,1.122,-0.06,UNKNOWN,0,0,1,1,235978555.07,392867186739.12,399529764906.7,gov_10dd_ma,2026-01-05
2019,HU,S13,-8783112087.31,-0.857,1084319768902.6,105.801,27096471580.75,0.604,-1.219,ON_WATCHLIST,0,1,0,0,-1798045421.81,456321103940.62,465104216027.93,gov_10dd_edpt1,2024-04-17
2020,LU,S1312,33073388985.02,3.221,1517340549668.82,147.773,19738899516.98,1.758,3.574,OUT_EDP,0,1,0,1,-52510045.7,421997650634.78,388924261649.76,gov_10q_ggdebt,2025-09-04
2021,RO,S1314,-88169514090.73,-8.557,1773044931189.74,172.077,30829934629.37,-9.338,-10.516,IN_EDP,1,0,0,1,-745131264.37,449477700495.45,537647214586.18,gov_10dd_edpt2,2024-12-10
2022,AT,S1311,-22805963656.5,-2.21,1569215410616.63,152.064,59013676315.17,-1.999,-2.395,UNKNOWN,0,0,1,1,-981710561.0,511270159991.77,534076123648.27,gov_10dd_sgpe,2024-01-20
2023,CZ,S1313,-63818292841.21,-6.17,1565751302060.99,151.378,41190741310.84,-6.986,-4.327,ON_WATCHLIST,0,1,1,0,-554017283.9,461430782385.12,525249075226.33,gov_10dd_ma,2026-02-09
2024,DE,S13,17096473281.58,1.647,1641251054659.57,158.111,14961475853.23,1.002,1.191,OUT_EDP,0,1,0,1,-1459551049.07,401969530618.23,384873057336.65,gov_10dd_edpt1,2025-06-15
2025,LV,S1312,-76328329443.85,-7.342,776122505397.83,74.655,21248495519.51,-7.228,-7.898,IN_EDP,1,0,1,0,-773479972.04,424942950003.47,501271279447.32,gov_10q_ggdebt,2025-08-07
2026,PL,S1314,45826737048.07,4.393,614556051212.39,58.912,18175583228.61,6.317,3.784,UNKNOWN,0,0,0,1,-1117068014.76,507567023477.48,461740286429.41,gov_10dd_edpt2,2026-02-03
2010,ES,S1311,45575839244.82,4.362,364481333382.93,34.884,13786226339.43,3.053,3.887,ON_WATCHLIST,0,1,0,1,-5037393.65,448739185499.03,403163346254.21,gov_10dd_sgpe,2024-09-02
2011,HR,S1313,-146699334.65,-0.014,986573982546.01,94.152,18046192983.54,2.082,-1.649,OUT_EDP,0,1,0,0,-1292817277.79,424365530971.47,424512230306.12,gov_10dd_ma,2025-06-30
2012,FI,S13,-2040861625.35,-4.037,92084465176.69,182.151,2375950461.09,-1.926,-5.845,IN_EDP,1,0,1,0,-1099388736.51,23631563687.37,25672425312.72,gov_10dd_edpt1,2024-10-04
2013,IE,S1312,1210110220.41,2.315,34242721519.99,65.508,661355457.07,2.917,3.44,UNKNOWN,0,0,1,1,467657375.47,23904460672.44,22694350452.03,gov_10q_ggdebt,2024-10-07
2014,MT,S1314,2942295967.56,5.396,64386988962.47,118.082,785627891.39,4.197,6.554,ON_WATCHLIST,0,1,1,1,519632621.41,25184591088.96,22242295121.4,gov_10dd_edpt2,2024-01-31
2015,SK,S1311,-1179474260.42,-2.075,52418678239.91,92.218,621040261.19,-0.875,-2.891,OUT_EDP,0,1,1,1,-852860866.29,28829443714.43,30008917974.85,gov_10dd_sgpe,2025-03-09
2016,BE,S1313,2990533277.48,4.929,24905335870.81,41.049,855378678.58,6.58,4.031,IN_EDP,1,0,0,1,-1831520628.38,27841020709.22,24850487431.74,gov_10dd_ma,2025-03-01
2017,DK,S13,-3784592318.68,-6.075,25135922777.63,40.348,922201903.24,-3.649,-4.809,UNKNOWN,0,0,0,0,1145400540.05,29517208788.92,33301801107.6,gov_10dd_edpt1,2026-01-05
2018,GR,S1312,-2135683833.95,-3.246,60050481677.42,91.27,1775462709.96,-1.814,-3.675,ON_WATCHLIST,0,1,0,0,185040149.32,32942311491.5,35077995325.45,gov_10q_ggdebt,2025-10-16
2019,LT,S1314,-5033948287.42,-7.485,72956269374.83,108.479,3200310533.59,-7.483,-7.941,OUT_EDP,0,1,1,1,-244419866.04,31612706012.53,36646654299.95,gov_10dd_edpt2,2024-07-20
2020,PT,S1311,-1427836332.56,-2.047,45381060965.43,65.06,1246174119.73,-1.441,-1.57,IN_EDP,1,0,0,1,76581323.51,33108148931.71,34535985264.27,gov_10dd_sgpe,2024-01-06
2021,SE,S1313,390412314.82,0.534,47323236541.98,64.728,613572188.72,1.045,0.936,UNKNOWN,0,0,1,0,-23164859.62,32730591710.11,32340179395.29,gov_10dd_ma,2025-02-04
2022,CY,S13,-3572631061.24,-4.796,107294394267.26,144.035,1156029499.11,-2.475,-3.004,ON_WATCHLIST,0,1,1,0,703417284.35,29129588079.02,32702219140.26,gov_10dd_edpt1,2025-02-11
2023,FR,S1312,-4740226523.58,-6.078,144306283993.17,185.032,4588409689.75,-6.979,-4.942,OUT_EDP,0,1,1,1,975855487.14,34793055870.42,39533282394.0,gov_10q_ggdebt,2026-02-24
2024,IT,S1314,-1301511719.2,-1.64,32910787192.33,41.47,1458588824.34,-2.535,0.055,IN_EDP,1,0,0,0,45020587.6,37358401281.35,38659913000.55,gov_10dd_edpt2,2024-06-29
2025,NL,S1311,-1210321509.49,-1.478,135051571951.85,164.92,3840236524.93,-0.323,-1.447,UNKNOWN,0,0,1,0,-1569327296.99,41448101953.84,42658423463.33,gov_10dd_sgpe,2024-04-09
2026,SI,S1313,-8534346303.83,-9.973,78600191317.19,91.85,2437807103.32,-9.199,-9.55,ON_WATCHLIST,0,1,0,0,-1433048029.03,33037530488.68,41571876792.51,gov_10dd_ma,2024-10-10
2010,BG,S13,-6714313357.97,-7.624,29372478897.57,33.352,1167407180.59,-5.533,-9.214,OUT_EDP,0,1,0,0,1185213515.04,37719526639.33,44433839997.3,gov_10dd_edpt1,2025-09-08
2011,EE,S1312,-634261083.31,-0.711,75750934107.84,84.916,1661365144.68,-1.115,-0.337,IN_EDP,1,0,1,1,-1543318404.75,38148796639.7,38783057723.01,gov_10q_ggdebt,2024-05-04
2012,HU,S1314,5008166524.3,5.38,77459952537.84,83.211,2585571332.03,6.425,6.035,UNKNOWN,0,0,0,1,-1012551469.35,40962623134.37,35954456610.07,gov_10dd_edpt2,2025-04-02
2013,LU,S1311,4512320093.66,4.788,155350849807.8,164.842,5385030691.11,5.423,4.741,ON_WATCHLIST,0,1,1,0,-4048983.05,35927323730.19,31415003636.53,gov_10dd_sgpe,2024-08-28
2014,RO,S1313,-3476775229.07,-3.574,97406128619.68,100.13,3869962164.7,-2.534,-2.916,OUT_EDP,0,1,1,1,-564506585.56,49698620311.29,53175395540.36,gov_10dd_ma,2024-10-03
2015,AT,S13,-4905453009.22,-4.881,66953755270.26,66.62,998316189.68,-3.658,-3.498,IN_EDP,1,0,0,1,1174494573.96,41390276714.63,46295729723.85,gov_10dd_edpt1,2025-10-13
2016,CZ,S1312,-11534468771.58,-11.191,22908149666.44,22.226,828636192.75,-12.652,-12.679,UNKNOWN,0,0,0,0,1549254519.97,47858255424.23,59392724195.81,gov_10q_ggdebt,2026-01-07
2017,DE,S1314,-763373171.77,-0.731,38185367166.67,36.566,722545701.08,-2.064,-2.601,ON_WATCHLIST,0,1,0,0,-1988978982.93,42522481461.11,43285854632.88,gov_10dd_edpt2,2024-01-28
2018,LV,S1311,4766963097.41,4.426,28894732484.72,26.828,970495042.76,3.315,3.832,OUT_EDP,0,1,0,0,627817827.76,42415573385.14,37648610287.73,gov_10dd_sgpe,2025-12-06
2019,PL,S1313,-11489318151.05,-10.48,40120523574.04,36.596,838620403.6,-8.367,-10.958,IN_EDP,1,0,0,1,-134867975.72,50310304419.5,61799622570.55,gov_10dd_ma,2025-03-04
2020,ES,S13,-5224817396.3,-4.668,150599653100.25,134.55,4535484350.5,-4.279,-4.164,UNKNOWN,0,0,1,0,-1562400903.29,57731945227.4,62956762623.7,gov_10dd_edpt1,2024-06-14
2021,HR,S1312,821439773.98,0.718,55566167663.82,48.569,1876717607.26,0.543,1.827,ON_WATCHLIST,0,1,0,1,1537770047.17,44858493060.67,44037053286.69,gov_10q_ggdebt,2025-04-02
2022,FI,S1314,-9326737360.82,-7.977,62120958094.21,53.131,925846152.93,-8.291,-8.123,OUT_EDP,0,1,0,1,-941581842.53,58694371886.98,68021109247.8,gov_10dd_edpt2,2024-08-26
2023,IE,S1311,-12895673917.91,-10.777,78619695966.28,65.703,2637278053.21,-8.797,-9.911,IN_EDP,1,0,1,1,1609385024.02,56609653304.38,69505327222.29,gov_10dd_sgpe,2025-04-30
2024,MT,S1313,-12549466721.28,-10.282,98737036505.68,80.897,1026828034.6,-9.685,-9.374,UNKNOWN,0,0,0,1,1212644065.54,57903598276.7,70453064997.98,gov_10dd_ma,2025-05-11
2025,SK,S13,-14481847884.84,-11.557,181715425371.6,145.015,6627173458.77,-9.221,-11.023,ON_WATCHLIST,0,1,0,0,-1985171043.46,57240913387.27,71722761272.11,gov_10dd_edpt1,2024-10-19
2026,BE,S1312,-13253938823.96,-10.421,108261061955.12,85.121,1863684690.08,-9.68,-11.537,OUT_EDP,0,1,0,1,260990294.1,63094659236.9,76348598060.86,gov_10q_ggdebt,2024-01-05
2010,DK,S1314,2235412641.81,1.71,90215240832.89,69.011,2397373392.15,3.796,2.734,IN_EDP,1,0,1,1,-1736836316.99,58043301151.86,55807888510.05,gov_10dd_edpt2,2024-06-21
2011,GR,S1311,-15618137599.74,-11.752,158917739622.11,119.579,3772630421.7,-13.153,-12.713,UNKNOWN,0,0,1,0,-1544029085.64,60181550476.92,75799688076.66,gov_10dd_sgpe,2026-02-12
2012,LT,S1313,-7636470853.59,-5.648,65361592422.89,48.342,2049397673.72,-5.914,-4.146,ON_WATCHLIST,0,1,0,0,-932035674.97,60108411312.78,67744882166.37,gov_10dd_ma,2025-08-17
2013,PT,S13,1369738886.7,0.996,116353542417.71,84.606,3127562409.71,3.408,-0.338,OUT_EDP,0,1,1,1,419417245.3,60711041206.36,59341302319.66,gov_10dd_edpt1,2024-12-02
2014,SE,S1312,-13158059512.87,-9.354,244533969381.99,173.838,9723431784.02,-10.221,-10.598,IN_EDP,1,0,1,0,500051562.6,53971462857.23,67129522370.1,gov_10q_ggdebt,2024-04-22
2015,CY,S1314,-16882675537.61,-11.814,213026954663.3,149.07,5556318887.02,-13.128,-12.395,UNKNOWN,0,0,1,1,1831312882.59,55307498948.19,72190174485.8,gov_10dd_edpt2,2024-11-23
2016,FR,S1311,-13413595672.45,-9.287,190185056936.1,131.676,4367300250.15,-8.871,-10.747,ON_WATCHLIST,0,1,0,1,-1820634027.53,68266239810.88,81679835483.33,gov_10dd_sgpe,2025-10-26
2017,IT,S1313,-3800150244.78,-2.576,107475211930.46,72.854,4370511763.89,-1.659,-3.228,OUT_EDP,0,1,0,0,1806127592.79,62939899592.38,66740049837.16,gov_10dd_ma,2025-08-29
2018,NL,S13,-3968613901.62,-2.646,48898242789.3,32.602,522959567.56,-2.831,-3.392,IN_EDP,1,0,0,1,-533034378.1,57330381699.58,61298995601.2,gov_10dd_edpt1,2025-07-15
2019,SI,S1312,-10674138739.02,-7.033,46458987763.4,30.611,675998880.16,-6.568,-6.774,UNKNOWN,0,0,0,0,1702101322.33,68700080032.21,79374218771.23,gov_10q_ggdebt,2024-06-06
2020,BG,S1314,8165434606.47,5.293,152864710968.21,99.09,1672824783.31,6.145,5.577,ON_WATCHLIST,0,1,1,0,430602482.59,73260419327.63,65094984721.16,gov_10dd_edpt2,2024-11-13
2021,EE,S1311,-15099021727.2,-9.552,249018466058.88,157.535,10443605838.74,-9.668,-9.235,OUT_EDP,0,1,1,1,958131783.83,74221444217.4,89320465944.6,gov_10dd_sgpe,2024-12-16
2022,HU,S1313,6218036174.4,3.9,161991002920.83,101.602,5060993912.38,3.322,2.626,IN_EDP,1,0,1,0,202160331.72,77819738292.45,71601702118.05,gov_10dd_ma,2024-04-09
2023,LU,S13,8315686778.6,5.113,215867942584.97,132.729,1796268088.93,4.358,5.376,UNKNOWN,0,0,1,1,-276708303.43,63097668393.95,54781981615.35,gov_10dd_edpt1,2025-07-14
2024,RO,S1312,-10629353706.08,-6.471,278800835192.89,169.73,6960495928.45,-6.882,-6.735,ON_WATCHLIST,0,1,0,1,-1357422309.35,66994656092.57,77624009798.65,gov_10q_ggdebt,2025-12-27
2025,AT,S1314,-1842523366.41,-1.095,100808744184.4,59.91,4384896375.17,-0.301,0.715,OUT_EDP,0,1,0,1,1566682505.8,67584082999.35,69426606365.76,gov_10dd_edpt2,2024-12-13
2026,CZ,S1311,-127279843.1,-0.075,163848190557.41,96.548,6790730232.39,1.398,1.517,IN_EDP,1,0,0,1,99642167.88,69329140769.65,69456420612.75,gov_10dd_sgpe,2024-05-03
2010,DE,S1313,1437434825.61,0.835,307537029090.08,178.647,3284918528.56,0.07,1.615,UNKNOWN,0,0,0,1,-249636724.86,72170464110.71,70733029285.1,gov_10dd_ma,2024-08-29
2011,LV,S13,-19997577331.38,-11.407,281310708028.36,160.465,6823828324.32,-12.096,-9.45,ON_WATCHLIST,0,1,0,1,-1109718230.43,89574359838.76,109571937170.14,gov_10dd_edpt1,2025-08-12
2012,PL,S1312,8902413163.57,5.03,78696978393.29,44.465,3476841846.59,4.541,3.784,OUT_EDP,0,1,0,1,-480844163.35,90755134331.93,81852721168.36,gov_10q_ggdebt,2026-01-16
2013,ES,S1314,-11755936301.83,-6.528,99543678771.46,55.276,3425136311.88,-5.613,-5.611,IN_EDP,1,0,0,1,-1557753454.4,81558161562.7,93314097864.53,gov_10dd_edpt2,2025-02-26
2014,HR,S1311,-1364638421.56,-0.75,93170233352.84,51.206,1700357140.7,1.215,1.072,UNKNOWN,0,0,0,1,-966361144.46,90170997139.51,91535635561.07,gov_10dd_sgpe,2025-02-25
2015,FI,S1313,-20892667765.64,-11.295,307824187595.14,166.416,9368320482.17,-9.321,-11.788,ON_WATCHLIST,0,1,0,0,-1872524520.01,79532175749.23,100424843514.87,gov_10dd_ma,2024-06-16
2016,IE,S13,-8813221553.57,-4.714,123701061538.4,66.165,1121791234.31,-2.361,-4.842,OUT_EDP,0,1,1,1,-1224221374.12,92709301139.09,101522522692.66,gov_10dd_edpt1,2024-01-08
2017,MT,S1312,-7804083215.84,-4.092,252789741469.53,132.548,9212786736.36,-1.683,-4.901,IN_EDP,1,0,0,0,416845693.43,80352921581.4,88157004797.24,gov_10q_ggdebt,2024-05-22
2018,SK,S1314,-15571686578.17,-8.062,97492046642.68,50.475,2921443845.4,-9.059,-7.041,UNKNOWN,0,0,0,1,706535581.28,93914240659.06,109485927237.23,gov_10dd_edpt2,2025-12-02
2019,BE,S1311,-14202795498.9,-7.286,126400201555.72,64.843,4123593053.24,-5.059,-8.927,ON_WATCHLIST,0,1,0,1,-941342900.73,75974278267.88,90177073766.78,gov_10dd_sgpe,2025-01-10
2020,DK,S1313,-10867040838.39,-5.506,365553753883.33,185.215,11371715973.85,-4.361,-3.718,OUT_EDP,0,1,0,1,-1501092124.58,99158754674.54,110025795512.93,gov_10dd_ma,2025-02-09
2021,GR,S13,6703932339.95,3.363,94349425408.77,47.33,3958157622.78,2.195,2.101,IN_EDP,1,0,0,0,146251182.12,83371086093.41,76667153753.46,gov_10dd_edpt1,2025-10-16
2022,LT,S1312,11086513130.65,5.456,304308123154.98,149.759,5580064260.96,4.328,6.612,UNKNOWN,0,0,1,1,-72807208.7,102274645970.78,91188132840.13,gov_10q_ggdebt,2024-05-23
2023,PT,S1314,-14548771348.7,-7.08,242276086268.75,117.901,2610286165.5,-8.014,-6.906,ON_WATCHLIST,0,1,1,0,-809233963.94,93335558323.5,107884329672.2,gov_10dd_edpt2,2025-01-18
2024,SE,S1311,-19027401398.58,-9.175,145547696169.64,70.183,1680566076.77,-9.988,-9.554,OUT_EDP,0,1,1,1,-600699534.96,95575683614.98,114603085013.56,gov_10dd_sgpe,2025-05-07
2025,CY,S1313,-1740398230.21,-0.83,119527614839.57,57.003,2702762337.14,-0.768,-1.857,IN_EDP,1,0,0,1,-968823563.67,93474672880.81,95215071111.02,gov_10dd_ma,2024-12-07
2026,FR,S13,-15995512851.21,-7.527,260688395440.86,122.672,4715129980.63,-7.907,-6.434,UNKNOWN,0,0,1,1,-1106843499.62,107924590021.7,123920102872.91,gov_10dd_edpt1,2026-02-17
2010,IT,S1312,-8326453650.44,-3.878,269583429857.75,125.557,12058480530.6,-2.603,-4.968,ON_WATCHLIST,0,1,1,0,-51800100.08,99268386904.54,107594840554.98,gov_10q_ggdebt,2025-04-29
