agri_livestock_reference_year,agri_livestock_country_iso2,agri_livestock_region_nuts_code,agri_livestock_species_code,agri_livestock_herd_count,agri_livestock_slaughtered_count,agri_livestock_meat_production_tonnes,agri_livestock_milk_production_tonnes,agri_livestock_egg_production_million,agri_livestock_feed_price_index,agri_livestock_veterinary_medicines_use_index,agri_livestock_antimicrobial_use_mg_pcu,agri_livestock_notifiable_disease_code,agri_livestock_outbreak_count,agri_livestock_animal_welfare_compliance_flag,agri_livestock_carbon_footprint_tco2e,agri_livestock_manure_management_type,agri_livestock_eurostat_table_code,agri_livestock_data_source,agri_livestock_data_extract_date
2021,RO,SI5,SHEEP,4053,2149,46.54,7541.09,0.0,88.873,122.579,48.07,NONE,0,1,2603.56,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-09-17
2022,AT,SI95,GOATS,4043,4791,78.24,2728.09,0.0,88.378,123.792,106.18,BRUCELLOSIS,10,0,1940.15,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-06-24
2023,CZ,IE45,POULTRY,3956,3099,5.84,0.0,42.113,89.565,123.605,7.79,AVIAN_INFLUENZA,11,1,119.85,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-21
2024,DE,LV30,EQUINE,3442,2553,168.81,0.0,0.0,89.247,125.248,106.55,TB,12,1,2713.52,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-10-16
2025,LV,PL28,BOVINE,3497,5685,1245.31,17036.94,0.0,89.841,124.929,107.82,BSE,1,1,38678.45,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-02-14
2026,PL,BE86,PIGS,4030,3414,342.21,0.0,0.0,89.896,126.079,90.56,ASF,2,0,7325.48,OTHER,apro_mk_pobta,EFSA,2025-01-18
2010,ES,LT76,SHEEP,3675,1635,35.63,20480.79,0.0,90.443,124.9,159.02,BLUETONGUE,3,1,12805.35,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-11-07
2011,HR,LU38,GOATS,3565,6276,169.87,13613.25,0.0,91.881,125.397,37.65,FMD,4,1,11825.67,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-01-02
2012,FI,GR341,POULTRY,3757,3941,9.82,0.0,21.006,92.58,125.862,178.97,NONE,0,1,101.64,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-06-29
2013,IE,PT6,EQUINE,3446,2590,286.65,0.0,0.0,92.298,126.74,166.03,BRUCELLOSIS,6,1,4284.95,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-04-20
2014,MT,HU62,BOVINE,3750,3306,651.65,552.19,0.0,92.533,126.471,107.33,AVIAN_INFLUENZA,7,1,5414.0,LAGOON,apro_mk_pobta,EFSA,2025-05-27
2015,SK,LV4,PIGS,3394,2453,228.86,0.0,0.0,92.427,127.556,202.09,TB,8,1,3400.57,OTHER,apro_mk_pobta,FARM_REPORTING,2024-11-21
2016,BE,LV5,SHEEP,3907,6988,168.18,14081.14,0.0,94.183,128.416,206.53,BSE,9,1,3065.99,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-02
2017,DK,GR99,GOATS,3764,4237,79.33,16397.18,0.0,94.441,127.93,142.32,ASF,10,1,13914.25,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-01-29
2018,GR,IT8,POULTRY,3606,3051,6.46,0.0,15.61,93.971,127.532,71.46,BLUETONGUE,11,1,138.94,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-01-08
2019,LT,IT7,EQUINE,4167,2084,151.75,0.0,0.0,93.976,129.093,141.01,FMD,12,1,2154.57,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-05-13
2020,PT,PT539,BOVINE,4205,3490,960.19,6179.33,0.0,95.865,127.957,20.87,NONE,0,1,19104.09,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-01-12
2021,SE,FR596,PIGS,3850,3238,227.5,0.0,0.0,96.128,130.029,12.72,BRUCELLOSIS,2,1,1714.88,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-15
2022,CY,HU16,SHEEP,4077,5469,125.92,5766.1,0.0,96.139,129.74,64.28,AVIAN_INFLUENZA,3,1,3611.0,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-10-12
2023,FR,AT58,GOATS,3748,1581,32.77,287.12,0.0,95.769,129.982,168.87,TB,4,1,242.71,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-08-20
2024,IT,EE97,POULTRY,3494,5807,13.95,0.0,26.277,96.852,129.143,189.91,BSE,5,1,258.99,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-03-01
2025,NL,SI624,EQUINE,3527,4424,407.32,0.0,0.0,96.474,131.226,13.9,ASF,6,0,6369.69,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-06-23
2026,SI,IT4,BOVINE,3414,2905,636.71,17032.38,0.0,97.968,132.068,58.2,BLUETONGUE,7,1,19180.15,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-02
2010,BG,SI59,PIGS,3655,3140,312.78,0.0,0.0,98.943,130.382,206.32,FMD,8,0,6602.63,OTHER,apro_mt_lscatl,EUROSTAT,2025-03-20
2011,EE,ES259,SHEEP,3488,4079,86.73,3892.29,0.0,97.809,132.62,77.43,NONE,0,0,3437.36,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-09-13
2012,HU,MT52,GOATS,3611,1803,45.43,15502.75,0.0,99.137,132.375,119.79,BRUCELLOSIS,10,1,12399.68,COMPOSTING,apro_mk_pobta,EFSA,2024-05-15
2013,LU,AT99,POULTRY,3524,5790,7.48,0.0,2.571,99.921,132.088,117.61,AVIAN_INFLUENZA,11,1,31.18,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-05-04
2014,RO,BE443,EQUINE,3714,3667,433.51,0.0,0.0,99.038,132.778,38.63,TB,12,1,1506.24,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-05-22
2015,AT,IT945,BOVINE,4116,5297,1651.3,21152.35,0.0,100.966,132.417,48.87,BSE,1,1,15095.37,LAGOON,apro_mt_lscatl,EUROSTAT,2024-02-29
2016,CZ,LV396,PIGS,3544,3047,283.22,0.0,0.0,100.148,133.096,19.79,ASF,2,1,6343.56,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-08-03
2017,DE,PT8,SHEEP,3539,2204,57.15,7075.75,0.0,100.205,134.322,187.65,BLUETONGUE,3,1,6178.33,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-06-07
2018,LV,RO123,GOATS,3796,2699,42.97,15474.6,0.0,101.771,133.8,76.42,FMD,4,1,13915.45,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-08-14
2019,PL,SE675,POULTRY,3983,6521,15.33,0.0,29.336,102.311,133.217,122.21,NONE,0,1,146.79,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-12
2020,ES,BE299,EQUINE,3842,6249,727.62,0.0,0.0,102.84,133.718,90.27,BRUCELLOSIS,6,1,8341.03,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2026-02-24
2021,HR,LV858,BOVINE,3991,6439,1684.78,14905.18,0.0,103.036,134.983,190.55,AVIAN_INFLUENZA,7,1,46038.66,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-03-12
2022,FI,LV75,PIGS,4211,6279,694.27,0.0,0.0,103.011,134.829,93.4,TB,8,0,5143.76,OTHER,apro_mk_pobta,EFSA,2024-04-14
2023,IE,GR1,SHEEP,3602,4315,88.52,2965.84,0.0,103.255,136.988,102.8,BSE,9,0,1271.68,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-07-18
2024,MT,BE85,GOATS,4103,2704,66.55,15873.75,0.0,103.002,135.369,217.49,ASF,10,1,3040.17,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-07
2025,SK,LU598,POULTRY,3696,5956,9.45,0.0,6.477,104.876,137.606,76.88,BLUETONGUE,11,0,147.76,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-04-13
2026,BE,PT61,EQUINE,3805,3950,286.71,0.0,0.0,103.899,137.91,46.05,FMD,12,1,5789.05,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-07-06
2010,DK,NL4,BOVINE,4105,6452,1671.92,11282.97,0.0,105.173,137.43,190.3,NONE,0,1,17586.78,LAGOON,apro_mk_pobta,EFSA,2025-08-19
2011,GR,FI9,PIGS,4071,1553,142.01,0.0,0.0,106.106,136.988,134.38,BRUCELLOSIS,2,1,843.84,OTHER,apro_mk_pobta,FARM_REPORTING,2025-08-22
2012,LT,AT32,SHEEP,4259,2984,78.77,20548.11,0.0,106.865,137.117,217.62,AVIAN_INFLUENZA,3,1,15360.8,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-12
2013,PT,SE44,GOATS,3446,2083,54.13,7869.84,0.0,106.283,139.061,70.97,TB,4,0,3855.87,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-01-08
2014,SE,BE110,POULTRY,3695,1568,3.72,0.0,13.997,107.665,138.223,11.82,BSE,5,0,88.35,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-04-06
2015,CY,LT634,EQUINE,4042,1491,91.73,0.0,0.0,107.425,138.714,146.09,ASF,6,1,1948.92,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-06-01
2016,FR,NL22,BOVINE,4165,3010,874.94,10413.49,0.0,108.752,139.312,134.27,BLUETONGUE,7,0,12342.17,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-05-11
2017,IT,IT83,PIGS,3424,3074,289.94,0.0,0.0,107.807,140.066,111.69,FMD,8,0,5381.02,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-10
2018,NL,IE362,SHEEP,3997,1611,44.47,3559.14,0.0,108.47,139.927,158.01,NONE,0,1,2037.42,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-07-04
2019,SI,AT78,GOATS,4172,7345,192.27,8911.52,0.0,109.372,140.847,101.99,BRUCELLOSIS,10,1,7309.77,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-03-26
2020,BG,BG891,POULTRY,4122,2388,3.36,0.0,58.663,109.083,139.568,102.93,AVIAN_INFLUENZA,11,1,80.44,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-08-29
2021,EE,BE39,EQUINE,3512,4468,495.14,0.0,0.0,108.924,141.42,182.44,TB,12,1,2620.93,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-01-13
2022,HU,HU102,BOVINE,4249,2795,591.46,11646.09,0.0,111.229,140.361,133.54,BSE,1,1,18391.33,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-05-05
2023,LU,GR4,PIGS,3613,5946,685.78,0.0,0.0,111.109,140.701,118.11,ASF,2,0,4494.1,OTHER,apro_mt_lscatl,EUROSTAT,2025-08-25
2024,RO,LU317,SHEEP,3840,4282,123.64,10207.06,0.0,110.172,141.459,106.1,BLUETONGUE,3,1,5365.53,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-02-27
2025,AT,AT13,GOATS,4214,5905,144.47,5312.78,0.0,110.963,143.127,80.45,FMD,4,1,4524.5,COMPOSTING,apro_mk_pobta,EFSA,2025-12-05
2026,CZ,CY243,POULTRY,3982,1788,2.62,0.0,17.505,112.33,143.932,192.84,NONE,0,0,32.17,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-02-10
2010,DE,BG397,EQUINE,3789,6344,416.22,0.0,0.0,111.996,144.092,86.62,BRUCELLOSIS,6,1,7423.83,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-11
2011,LV,RO6,BOVINE,4149,5595,1750.15,22481.85,0.0,112.222,143.946,205.34,AVIAN_INFLUENZA,7,0,17613.47,LAGOON,apro_mt_lscatl,EUROSTAT,2025-05-28
2012,PL,SI479,PIGS,3561,2415,284.61,0.0,0.0,112.79,145.024,209.98,TB,8,1,2965.02,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-03-21
2013,ES,IE846,SHEEP,3562,6056,126.96,19155.03,0.0,112.658,143.971,71.58,BSE,9,1,10326.93,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-08-23
2014,HR,EE611,GOATS,3649,2755,49.65,8159.22,0.0,114.744,144.372,152.44,ASF,10,1,4651.03,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2026-01-31
2015,FI,PL2,POULTRY,3640,1962,2.92,0.0,14.133,114.185,144.127,83.4,BLUETONGUE,11,0,69.98,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-18
2016,IE,PL129,EQUINE,3513,1900,197.45,0.0,0.0,114.283,144.962,53.16,FMD,12,0,2019.39,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-12-17
2017,MT,DK847,BOVINE,3745,2483,546.65,4896.12,0.0,116.139,145.061,74.8,NONE,0,1,6640.72,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-12-31
2018,SK,BG45,PIGS,3439,4138,324.34,0.0,0.0,115.483,145.87,40.01,BRUCELLOSIS,2,1,3895.69,OTHER,apro_mk_pobta,EFSA,2024-06-13
2019,BE,GR28,SHEEP,3763,1845,47.06,13282.64,0.0,115.265,145.298,26.55,AVIAN_INFLUENZA,3,0,6691.0,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-07-12
2020,DK,MT53,GOATS,4288,1926,40.45,14593.41,0.0,115.695,146.304,97.41,TB,4,1,9154.85,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-18
2021,GR,LV9,POULTRY,3809,3632,4.87,0.0,37.269,116.762,145.862,147.54,BSE,5,1,110.03,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-11-10
2022,LT,RO5,EQUINE,3550,2278,170.99,0.0,0.0,116.709,146.675,149.51,ASF,6,1,2353.74,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-09-18
2023,PT,NL472,BOVINE,4313,6004,1261.61,12565.85,0.0,117.1,148.476,208.71,BLUETONGUE,7,1,17305.77,LAGOON,apro_mk_pobta,EFSA,2025-06-28
2024,SE,LU6,PIGS,4175,6352,660.06,0.0,0.0,118.883,148.208,119.61,FMD,8,1,3093.63,OTHER,apro_mk_pobta,FARM_REPORTING,2025-06-29
2025,CY,HU4,SHEEP,3504,3214,88.34,2103.64,0.0,118.706,149.453,140.72,NONE,0,0,1666.31,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-08-01
2026,FR,PT28,GOATS,3642,3139,52.32,17739.03,0.0,119.517,148.342,193.65,BRUCELLOSIS,10,1,6445.64,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-05-19
2010,IT,SE9,POULTRY,3531,6254,10.62,0.0,4.477,119.272,149.213,12.89,AVIAN_INFLUENZA,11,1,106.42,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-04-29
2011,NL,PL9,EQUINE,3695,5318,485.28,0.0,0.0,119.157,149.937,19.46,TB,12,1,10163.72,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-10-15
2012,SI,CY8,BOVINE,4141,1601,446.12,1882.58,0.0,121.209,149.452,106.04,BSE,1,1,7971.69,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-01-07
2013,BG,DE907,PIGS,4067,3340,346.28,0.0,0.0,120.786,150.099,187.01,ASF,2,0,8485.72,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-12-23
2014,EE,RO34,SHEEP,3499,1637,32.96,5370.56,0.0,120.559,151.398,202.82,BLUETONGUE,3,1,1861.91,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-09-13
2015,HU,BE91,GOATS,4276,5644,85.63,21016.3,0.0,122.461,150.297,99.76,FMD,4,1,6878.74,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-05-06
2016,LU,HU566,POULTRY,4006,5891,14.29,0.0,4.503,122.012,150.216,113.33,NONE,0,0,32.42,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-04-08
2017,RO,FI11,EQUINE,3831,4152,287.71,0.0,0.0,122.022,151.568,123.48,BRUCELLOSIS,6,1,4294.56,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-05-26
2018,AT,HR66,BOVINE,4270,4661,1457.19,559.54,0.0,122.302,152.331,154.62,AVIAN_INFLUENZA,7,1,16904.23,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-07
2019,CZ,CY36,PIGS,3526,5947,455.12,0.0,0.0,123.964,151.387,54.35,TB,8,0,5941.42,OTHER,apro_mt_lscatl,EUROSTAT,2026-02-10
2020,DE,PT573,SHEEP,3678,6008,139.76,6529.56,0.0,124.593,152.982,198.37,BSE,9,1,4523.58,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-10-01
2021,LV,AT589,GOATS,4259,1533,40.26,23627.9,0.0,123.799,153.633,7.05,ASF,10,1,16704.18,COMPOSTING,apro_mk_pobta,EFSA,2024-06-30
2022,PL,LT2,POULTRY,3728,5140,12.38,0.0,18.942,124.676,153.395,129.53,BLUETONGUE,11,1,132.56,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-03-21
2023,ES,FR38,EQUINE,3511,1671,113.73,0.0,0.0,124.093,154.762,5.82,FMD,12,1,876.71,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-28
2024,HR,AT283,BOVINE,4258,2425,764.42,1628.16,0.0,124.837,69.283,149.13,NONE,0,0,15505.17,LAGOON,apro_mt_lscatl,EUROSTAT,2024-12-20
2025,FI,HR288,PIGS,4054,2760,224.02,0.0,0.0,125.318,69.243,134.51,BRUCELLOSIS,2,1,5597.27,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-09-28
2026,IE,NL36,SHEEP,3870,4553,111.86,6720.82,0.0,126.683,71.091,196.01,AVIAN_INFLUENZA,3,1,4950.42,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-02-20
2010,MT,AT31,GOATS,3929,5379,95.27,15126.82,0.0,127.586,71.581,97.43,TB,4,1,12700.97,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-06-16
2011,SK,SE143,POULTRY,3965,3697,8.64,0.0,12.627,127.67,71.291,193.2,BSE,5,1,192.73,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-04-03
2012,BE,AT71,EQUINE,3776,6280,659.15,0.0,0.0,126.556,71.076,199.57,ASF,6,0,16359.2,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-02-28
2013,DK,NL98,BOVINE,4075,3684,821.5,17308.71,0.0,128.755,71.258,99.09,BLUETONGUE,7,1,32623.7,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-07-19
2014,GR,LV77,PIGS,3881,3547,356.57,0.0,0.0,127.76,72.2,110.85,FMD,8,1,8840.98,OTHER,apro_mk_pobta,EFSA,2024-07-09
2015,LT,HR377,SHEEP,3905,3611,106.12,8124.86,0.0,129.511,72.37,160.53,NONE,0,0,2017.07,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-01-26
2016,PT,BE3,GOATS,3704,4533,90.7,5647.25,0.0,128.858,74.206,204.57,BRUCELLOSIS,10,0,3402.04,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-09-30
2017,SE,GR7,POULTRY,3571,2029,4.99,0.0,6.064,130.32,72.334,91.92,AVIAN_INFLUENZA,11,0,95.94,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-11-28
2018,CY,NL15,EQUINE,3721,1330,144.15,0.0,0.0,131.011,72.839,177.75,TB,12,1,1337.44,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-03-02
2019,FR,BE42,BOVINE,4189,4139,882.72,19130.29,0.0,129.917,73.21,99.47,BSE,1,1,16555.63,LAGOON,apro_mk_pobta,EFSA,2024-06-26
2020,IT,MT215,PIGS,3623,3166,364.73,0.0,0.0,131.06,75.214,89.03,ASF,2,1,2671.1,OTHER,apro_mk_pobta,FARM_REPORTING,2025-03-30
2021,NL,MT7,SHEEP,4195,5119,152.13,8925.91,0.0,130.801,73.751,197.34,BLUETONGUE,3,1,8697.27,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-06-01
2022,SI,SK781,GOATS,3744,2181,46.27,6486.62,0.0,131.304,75.85,27.57,FMD,4,1,4762.16,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-06-13
2023,BG,DE3,POULTRY,3786,3163,7.13,0.0,41.574,132.915,74.559,145.89,NONE,0,1,129.39,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-09-07
2024,EE,HR76,EQUINE,4230,5714,539.4,0.0,0.0,132.949,75.516,110.99,BRUCELLOSIS,6,1,11855.36,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-10-23
2025,HU,FI739,BOVINE,3917,3696,1136.95,9414.6,0.0,132.209,76.033,198.58,AVIAN_INFLUENZA,7,0,7069.91,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-06-01
2026,LU,LV157,PIGS,3948,5816,429.19,0.0,0.0,133.16,76.891,49.26,TB,8,1,6068.67,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-02-17
2010,RO,SI4,SHEEP,3613,5278,120.04,15614.01,0.0,133.782,76.199,9.84,BSE,9,1,11234.43,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-06-26
2011,AT,SK2,GOATS,3915,4775,113.09,913.26,0.0,134.194,76.918,111.22,ASF,10,1,2433.64,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-06-19
2012,CZ,LV449,POULTRY,4299,7669,9.37,0.0,28.217,135.508,78.626,99.68,BLUETONGUE,11,0,219.97,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-02-28
2013,DE,FR9,EQUINE,3752,6571,761.37,0.0,0.0,134.632,77.308,156.15,FMD,12,1,14867.44,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-07-23
2014,LV,CY2,BOVINE,4325,6128,1412.17,14825.97,0.0,135.314,79.211,39.76,NONE,0,1,17299.16,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-02
2015,PL,MT41,PIGS,3917,3269,326.8,0.0,0.0,136.444,77.643,10.53,BRUCELLOSIS,2,1,6484.94,OTHER,apro_mt_lscatl,EUROSTAT,2025-10-21
2016,ES,HU79,SHEEP,4173,3214,68.28,23744.63,0.0,136.95,79.659,140.29,AVIAN_INFLUENZA,3,0,5893.32,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-04-24
2017,HR,FR85,GOATS,3572,5029,98.9,9539.71,0.0,136.092,78.801,118.59,TB,4,1,6727.62,COMPOSTING,apro_mk_pobta,EFSA,2024-02-12
2018,FI,SE365,POULTRY,4202,6990,12.55,0.0,20.023,137.517,79.871,207.24,BSE,5,1,291.41,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-10-04
2019,IE,CY9,EQUINE,4075,1519,152.44,0.0,0.0,137.994,79.0,98.71,ASF,6,0,3619.15,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-27
2020,MT,AT42,BOVINE,4108,1984,625.42,1155.68,0.0,137.094,80.645,111.2,BLUETONGUE,7,0,6455.27,LAGOON,apro_mt_lscatl,EUROSTAT,2024-02-08
2021,SK,IE66,PIGS,3920,2198,157.96,0.0,0.0,139.299,81.464,140.48,FMD,8,1,3420.57,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-05-19
2022,BE,PT302,SHEEP,4172,1542,38.96,24036.25,0.0,139.774,81.9,10.68,NONE,0,1,3317.78,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-05-18
2023,DK,DK4,GOATS,3882,3768,73.16,22523.13,0.0,138.402,81.682,159.36,BRUCELLOSIS,10,1,5849.68,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-11-26
2024,GR,CZ5,POULTRY,3859,6831,16.76,0.0,46.245,139.424,82.304,22.79,AVIAN_INFLUENZA,11,1,173.5,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-11-04
2025,LT,HU269,EQUINE,3761,4804,558.1,0.0,0.0,139.694,83.073,152.91,TB,12,1,11807.44,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-09-01
2026,PT,SI689,BOVINE,3609,2381,671.92,604.15,0.0,140.852,82.88,71.42,BSE,1,1,9113.82,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-08-31
2010,SE,FI67,PIGS,4111,2752,225.05,0.0,0.0,140.246,82.823,165.02,ASF,2,1,3787.8,OTHER,apro_mk_pobta,EFSA,2025-11-16
2011,CY,AT9,SHEEP,4103,2653,73.55,24615.55,0.0,140.898,83.115,103.41,BLUETONGUE,3,1,21761.09,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2026-02-19
2012,FR,SI800,GOATS,4096,3128,65.35,4517.04,0.0,141.802,82.464,125.97,FMD,4,1,1891.31,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-10
2013,IT,SI69,POULTRY,3579,6437,10.69,0.0,49.601,143.003,83.863,33.7,NONE,0,1,82.51,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-07-20
2014,NL,NL165,EQUINE,3857,3409,232.67,0.0,0.0,143.565,83.666,147.44,BRUCELLOSIS,6,0,2429.3,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-03-24
2015,SI,PT3,BOVINE,4065,6401,1631.51,4483.74,0.0,143.071,85.576,33.9,AVIAN_INFLUENZA,7,1,19399.53,LAGOON,apro_mk_pobta,EFSA,2025-02-13
2016,BG,LU816,PIGS,4158,2234,174.11,0.0,0.0,144.255,83.892,29.2,TB,8,1,1465.13,OTHER,apro_mk_pobta,FARM_REPORTING,2025-02-21
2017,EE,SE91,SHEEP,4132,3013,89.86,328.79,0.0,143.235,84.766,50.81,BSE,9,1,1818.7,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-03
2018,HU,AT3,GOATS,4361,6676,162.47,11542.33,0.0,145.074,86.432,130.62,ASF,10,0,7523.75,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-05-19
2019,LU,LV2,POULTRY,4159,1912,2.84,0.0,15.592,145.156,86.592,123.88,BLUETONGUE,11,1,49.25,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-08-06
2020,RO,RO145,EQUINE,4360,4355,331.71,0.0,0.0,146.069,86.933,181.2,FMD,12,1,6986.34,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-11-03
2021,AT,LV6,BOVINE,3998,4577,957.13,7130.43,0.0,144.916,86.399,145.88,NONE,0,1,8114.31,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-05-28
2022,CZ,ES633,PIGS,3822,4423,357.17,0.0,0.0,146.718,87.943,6.33,BRUCELLOSIS,2,1,2583.17,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-05
