tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2022,LGD872781535,90.87,68.12,45.61,70.1,12.23,9.45,23.32,467,3198,0,8066,5.6,62.94,13.81,66.14,5.95,22.9,0.086
2022,LGD708510635,23.66,23.52,71.26,9.6,2.74,18.11,13.59,839,2703,0,7422,30.97,39.98,61.54,62.6,1.4,91.7,0.177
2018,LGD243908855,54.63,49.2,59.04,35.7,46.47,33.18,13.99,1136,3672,0,8921,46.05,54.86,32.62,55.88,1.97,57.3,0.867
2025,LGD907286624,88.83,71.88,37.84,25.5,31.73,8.84,11.95,571,2590,0,6143,30.65,65.46,50.08,88.02,25.08,5.8,0.493
2025,LGD394253768,80.28,46.54,56.63,53.8,1.52,7.28,12.43,1109,3346,0,6245,65.9,6.17,2.3,86.87,21.25,95.5,0.545
2022,LGD707872445,73.54,10.93,84.09,44.5,51.56,9.71,15.38,839,1326,0,3890,44.89,50.17,59.62,89.15,2.58,11.5,0.949
2020,LGD295293822,17.76,8.54,66.88,85.5,10.09,19.65,1.15,1152,3323,0,4401,33.41,2.12,41.91,80.97,23.12,18.2,0.543
2022,LGD347799992,88.11,64.49,76.12,55.3,6.72,6.66,9.03,684,479,0,5450,20.16,30.49,37.03,39.51,22.96,32.1,0.533
2022,LGD756252661,84.7,22.43,77.4,46.9,54.31,30.03,6.52,909,2590,0,627,14.8,16.58,37.06,19.91,9.1,80.2,0.47
2023,LGD733311599,84.22,62.4,9.97,21.0,21.83,6.59,1.03,1111,2425,0,7752,27.62,76.75,17.93,65.92,20.25,17.6,0.382
2023,LGD600591715,65.15,34.8,7.0,16.2,27.01,28.19,15.11,1005,2690,0,212,46.63,17.54,29.13,92.47,17.6,30.6,0.523
2024,LGD156795073,91.74,25.66,62.41,47.1,55.28,16.49,4.59,1090,3267,1,1852,17.16,86.69,60.14,78.28,13.85,97.7,0.749
2022,LGD327562913,66.06,40.45,17.34,90.4,16.49,1.79,10.81,293,3766,0,1487,62.58,38.12,57.84,34.92,34.23,24.9,0.488
2021,LGD250090832,95.25,46.87,50.29,37.5,16.7,17.96,11.67,208,2130,1,1560,2.33,67.07,48.87,38.06,15.16,40.1,0.807
2019,LGD349584641,92.36,58.02,60.07,13.6,0.77,33.89,11.51,516,2186,0,518,43.37,21.62,62.65,56.1,5.39,45.1,0.871
2019,LGD824978115,67.49,38.08,81.42,33.3,54.39,3.24,23.09,152,347,1,1547,3.07,67.91,12.62,59.56,29.71,77.0,0.488
2021,LGD979347272,27.48,6.52,19.27,48.7,3.98,25.46,24.51,796,4748,0,7363,69.5,88.33,60.76,13.04,19.66,77.6,0.034
2024,LGD466899423,70.62,25.47,22.18,73.0,48.92,28.29,0.05,858,3806,0,3136,4.6,81.58,39.85,39.66,8.79,91.9,0.802
2024,LGD602651910,50.68,33.37,60.08,88.5,46.38,27.57,7.05,1156,4907,1,943,49.32,47.83,47.72,86.55,15.02,35.7,0.549
2025,LGD310871545,60.21,30.49,50.65,70.2,59.22,18.89,20.14,552,1019,1,1925,65.12,19.86,40.08,35.23,12.82,82.1,0.353
2019,LGD176215675,95.2,23.99,58.26,50.4,52.34,16.96,5.23,167,985,0,5377,34.09,60.72,51.32,62.06,11.28,15.7,0.664
2019,LGD466872285,23.42,19.22,26.98,83.4,6.72,5.83,20.67,575,2966,1,6411,19.1,16.46,51.62,37.18,14.64,45.3,0.031
2019,LGD083690105,75.88,17.59,84.08,5.2,49.86,6.36,10.67,319,3680,1,2242,55.36,33.91,10.95,38.4,20.5,24.5,0.117
2021,LGD101877950,97.42,44.95,51.37,54.2,40.85,13.36,16.13,208,3465,1,1646,39.6,42.13,10.05,53.64,5.3,69.9,0.694
2019,LGD860963237,68.56,6.97,19.24,5.1,9.48,26.07,6.13,792,2344,0,8142,24.6,74.13,24.41,36.13,0.75,98.1,0.019
2022,LGD055535624,21.68,12.84,44.3,46.0,49.12,7.33,14.1,885,4281,1,7339,5.63,60.03,46.05,42.81,34.08,47.7,0.219
2023,LGD210360014,75.89,67.41,27.13,57.1,34.63,21.47,7.99,310,4203,0,1048,19.68,25.19,33.47,48.06,14.62,6.3,0.155
2019,LGD016531632,31.82,16.14,3.17,65.7,13.14,21.91,19.88,1048,2857,0,704,73.53,79.43,15.84,67.1,31.38,75.3,0.783
2023,LGD933081471,92.98,15.61,67.61,0.1,37.63,1.13,1.15,107,458,0,3485,34.93,22.27,1.47,49.06,2.78,93.3,0.899
2023,LGD687262734,35.44,34.51,83.59,52.9,49.1,5.75,6.9,626,1957,0,3648,1.37,13.63,15.76,13.48,23.31,1.6,0.758
2020,LGD842475012,90.52,77.64,26.18,93.0,29.19,1.07,20.31,1016,2271,1,494,40.95,24.35,17.47,68.09,34.22,8.5,0.844
2021,LGD756640750,86.6,66.94,17.61,26.3,44.87,12.82,22.42,163,557,0,6798,56.4,88.08,52.8,87.59,21.66,17.3,0.049
2019,LGD032381748,28.71,16.53,6.62,3.3,24.11,22.67,8.1,697,3725,1,5851,48.51,58.69,62.21,51.01,27.84,76.3,0.686
2024,LGD920204506,30.5,8.61,58.27,56.3,7.33,5.92,13.28,446,2908,0,1351,41.87,30.71,28.45,42.04,26.64,85.3,0.291
2021,LGD561752501,33.99,27.52,65.53,65.0,20.78,8.87,1.06,221,1185,0,4921,36.19,83.27,14.45,82.41,22.23,85.0,0.778
2023,LGD045312213,92.7,21.8,42.9,19.4,19.04,31.35,1.1,1038,2103,1,90,42.79,67.06,26.63,20.52,8.72,48.9,0.58
2020,LGD041722236,52.01,36.45,74.75,20.4,41.81,7.15,23.06,794,246,0,7257,17.94,10.26,64.55,96.54,18.45,58.9,0.999
2018,LGD125788864,22.42,10.58,55.28,23.2,18.7,4.18,5.76,246,790,0,5203,55.45,54.32,51.16,79.27,16.4,6.6,0.607
2025,LGD767736621,18.18,13.03,76.72,77.2,13.76,6.55,11.43,178,2246,0,1755,2.47,45.76,51.46,23.28,12.32,17.2,0.339
2019,LGD157223272,23.68,14.45,29.95,42.6,23.11,26.93,23.54,983,802,0,2891,23.1,25.77,14.53,21.74,33.04,28.2,0.547
2024,LGD105166185,17.0,6.33,73.5,5.9,47.55,7.92,8.71,547,2057,0,4684,1.17,25.88,24.32,22.32,19.36,62.6,0.282
2022,LGD102887002,89.27,55.85,42.46,15.8,8.28,12.21,17.86,1130,4018,0,1600,49.27,61.88,20.73,94.77,34.3,28.1,0.501
2022,LGD655865862,54.33,49.16,77.99,0.7,29.75,0.46,16.7,928,3941,0,8012,68.74,52.14,54.39,54.15,3.41,57.2,0.115
2025,LGD813245100,16.22,11.78,80.91,30.8,34.84,6.7,21.96,846,4106,0,3931,21.08,48.23,32.16,33.98,4.6,57.3,0.309
2024,LGD722528766,90.72,7.9,25.71,88.5,51.0,21.08,1.25,711,3472,0,6193,17.41,23.17,56.43,64.44,14.29,63.6,0.296
2023,LGD322984040,54.64,7.93,44.36,72.8,13.54,24.01,16.83,782,2731,0,1089,13.46,58.14,30.85,17.24,15.91,45.4,0.79
2025,LGD377867193,20.63,20.48,59.11,21.9,57.97,10.73,5.54,920,462,0,668,20.38,23.56,26.89,77.18,26.48,72.5,0.807
2018,LGD503982511,30.24,10.22,7.01,11.0,46.08,24.26,9.66,907,2099,0,838,15.23,54.61,30.89,90.06,14.3,81.3,0.092
2018,LGD667019970,38.13,32.56,28.71,41.3,4.8,11.84,19.96,902,3251,0,2663,26.47,33.91,44.21,27.03,1.17,73.0,0.432
2024,LGD759921037,46.85,17.84,4.63,34.3,41.96,16.01,6.47,186,2442,0,481,38.7,2.75,47.12,33.84,19.34,92.4,0.987
2025,LGD480295229,88.27,38.98,64.05,5.9,52.81,33.19,15.68,130,645,0,7851,33.24,30.5,33.14,86.01,28.58,71.9,0.535
2021,LGD265854830,22.5,15.66,11.27,8.8,47.38,21.03,5.57,234,274,1,239,1.42,79.33,30.84,59.97,11.01,46.3,0.111
2025,LGD460644136,87.64,85.79,63.29,2.0,29.95,28.56,7.59,82,3180,1,8752,6.95,85.56,6.03,37.99,13.24,12.8,0.266
2022,LGD906505258,35.98,20.69,51.1,77.0,4.09,23.51,8.25,462,3814,0,5449,4.17,49.29,43.44,15.06,11.64,66.7,0.343
2019,LGD201488242,48.52,26.53,74.91,14.8,29.6,9.89,19.34,171,3831,0,3938,72.44,87.2,39.38,15.64,31.49,19.4,0.085
2019,LGD122426329,25.49,22.91,44.16,79.5,58.47,11.25,2.0,458,457,0,3147,14.53,64.96,32.26,85.76,19.24,88.0,0.571
2021,LGD910659302,32.62,26.1,27.42,35.5,3.92,15.71,21.01,23,4299,0,7527,71.8,85.28,60.03,50.6,29.42,49.4,0.464
2022,LGD363600886,95.87,53.88,32.78,57.4,42.44,11.4,16.67,309,1154,0,688,15.65,49.34,29.38,75.75,26.75,50.6,0.847
2018,LGD217930641,15.58,12.74,78.94,5.2,49.55,1.88,8.68,575,3544,0,598,36.49,54.02,56.97,33.05,22.04,31.6,0.814
2024,LGD045928953,44.41,12.15,25.72,77.6,20.33,20.53,7.52,195,4888,0,4360,24.97,42.45,31.72,63.03,32.23,13.7,0.378
2019,LGD058976065,22.33,17.14,78.62,45.1,7.41,12.32,17.92,316,4012,0,1230,67.75,40.5,52.09,61.82,10.15,15.7,0.982
2024,LGD787895182,20.47,15.43,70.17,51.5,46.82,29.74,15.93,513,640,0,4495,21.29,70.74,28.09,37.04,34.45,97.9,0.457
2025,LGD315021734,68.2,36.41,68.81,49.8,23.94,2.76,15.12,1069,748,1,1458,36.22,87.92,38.35,58.19,1.56,67.6,0.511
2018,LGD967671041,21.48,14.22,58.45,9.3,45.95,2.28,3.18,133,2194,0,206,27.29,7.77,46.13,84.48,21.16,17.1,0.69
2020,LGD003367162,55.13,5.53,31.63,99.1,39.38,30.92,12.84,710,3385,0,1237,33.03,83.34,18.64,47.95,30.21,27.4,0.321
2022,LGD911996504,41.47,20.34,35.77,41.2,42.04,16.86,3.87,340,4914,0,7687,68.64,2.57,12.04,81.96,30.91,79.0,0.637
2020,LGD815990192,34.75,25.9,9.55,74.0,56.78,13.48,21.89,779,2287,0,7021,15.74,12.49,13.33,65.23,15.74,12.2,0.115
2022,LGD375086231,67.37,57.91,16.81,40.4,11.58,18.5,4.94,120,2134,0,3617,29.02,40.09,27.82,97.36,30.92,53.8,0.472
2020,LGD443016207,22.3,18.26,35.9,87.9,33.99,24.89,4.17,636,1254,0,8534,59.4,37.62,39.23,80.92,22.54,61.3,0.986
2019,LGD085174921,53.75,8.88,61.61,15.5,38.89,30.05,24.79,682,576,0,1794,35.84,84.35,15.71,46.65,16.06,70.1,0.262
2024,LGD817554605,96.95,68.47,62.31,93.2,46.4,10.22,16.95,70,3161,0,5498,15.46,70.92,14.57,31.37,0.8,57.1,0.944
2024,LGD318482755,17.86,6.28,38.01,65.2,4.04,33.36,19.86,1049,926,0,1973,18.71,46.73,3.3,25.57,30.4,7.1,0.357
2018,LGD621383729,95.55,34.55,58.72,62.0,22.65,27.64,14.94,131,4485,0,2263,23.53,88.8,17.95,12.03,16.06,95.2,0.855
2018,LGD736013857,56.11,46.22,31.51,96.0,33.42,30.5,6.56,497,1875,0,5963,51.59,28.63,60.72,60.55,32.57,51.3,0.279
2023,LGD372268888,84.35,23.13,67.68,31.4,37.2,8.7,16.22,829,537,0,1629,67.47,15.82,9.36,91.19,15.81,51.8,0.884
2020,LGD742484378,78.55,22.0,82.78,52.8,42.03,24.27,10.99,18,494,1,3051,15.28,72.88,18.62,35.17,5.16,34.6,0.979
2023,LGD343877728,33.86,22.26,44.31,78.2,22.74,20.49,22.17,480,3396,0,7237,23.57,82.71,33.15,87.33,34.25,75.1,0.694
2024,LGD508586716,67.6,9.77,47.54,7.9,46.56,17.75,12.46,780,4932,0,5623,27.04,59.14,34.55,89.14,4.71,28.9,0.245
2020,LGD178909694,43.56,20.51,59.8,58.2,35.73,7.65,7.35,355,764,0,5463,59.0,47.72,9.59,32.34,2.5,4.8,0.036
2025,LGD721039265,86.09,9.65,79.4,96.2,49.49,26.37,2.09,433,950,0,6139,61.23,71.63,4.01,42.81,28.02,80.0,0.688
2024,LGD046903172,40.54,23.74,42.43,81.2,54.99,8.67,21.22,715,234,0,8478,65.06,72.64,43.57,16.14,10.88,51.3,0.527
2020,LGD177464702,40.62,31.26,45.14,61.4,3.77,24.18,16.82,329,3972,0,7587,72.49,15.71,54.26,73.03,31.68,83.7,0.787
2021,LGD852475378,34.34,17.33,11.49,71.1,16.63,14.36,13.63,336,4379,1,8805,41.41,17.55,50.03,97.03,10.34,22.0,0.464
2023,LGD123695439,27.6,6.46,66.19,94.1,4.21,28.64,5.87,484,4943,0,3578,42.64,17.27,55.42,27.54,16.79,98.4,0.815
2022,LGD934957752,43.45,32.13,50.7,41.1,37.05,25.32,0.01,1058,3587,0,3868,4.44,41.55,59.21,19.07,5.67,61.5,0.779
2022,LGD703388734,59.9,22.98,65.74,29.6,57.54,13.62,6.3,1082,374,1,3057,11.46,72.62,55.63,66.72,11.79,39.1,0.301
2024,LGD758158199,55.17,15.58,18.24,19.7,43.15,7.48,16.81,566,3205,1,1868,47.26,56.76,54.11,23.55,23.58,25.2,0.627
2018,LGD073112250,70.75,46.29,40.35,51.3,24.47,1.53,9.34,326,1269,1,6982,48.89,57.0,17.12,94.65,1.96,62.4,0.012
2024,LGD128303020,47.03,35.48,84.27,3.2,32.26,19.76,23.58,991,1482,1,5046,34.52,59.22,26.04,89.07,32.45,83.1,0.012
2018,LGD725950854,48.96,5.5,18.58,18.8,6.41,6.65,3.05,378,1737,0,8324,36.95,71.7,47.11,65.6,18.56,77.9,0.14
2020,LGD697598167,58.41,14.37,37.52,85.8,24.3,23.47,8.12,582,1926,1,271,23.67,17.72,34.3,78.0,8.98,88.0,0.184
2025,LGD422248436,22.04,6.51,16.5,95.4,54.53,29.46,6.5,93,1741,0,2849,44.18,62.96,25.5,16.7,15.04,50.8,0.973
2021,LGD252189752,56.83,16.79,34.32,31.5,53.19,0.05,6.3,762,2392,0,402,6.65,42.63,25.8,49.79,24.34,83.2,0.73
2021,LGD807623346,80.03,22.0,63.62,70.3,16.73,24.87,14.23,1187,3251,0,7853,33.45,57.68,7.24,82.75,15.27,89.3,0.961
2018,LGD296311519,46.03,20.86,55.11,75.2,22.74,19.61,24.89,116,4164,0,2281,53.0,41.62,51.08,11.57,1.47,85.0,0.59
2019,LGD326932085,59.07,38.84,80.25,0.7,40.39,2.85,3.46,346,3088,0,2323,45.12,2.33,51.41,60.17,18.7,14.5,0.768
2018,LGD132721240,77.48,58.14,25.26,22.9,13.78,13.9,10.17,965,3574,0,2330,33.87,87.78,25.97,80.81,25.96,64.3,0.385
2019,LGD124494827,65.68,61.51,30.08,4.6,52.64,16.75,16.71,1196,3727,1,8773,9.53,59.25,0.93,63.23,9.02,55.7,0.98
2025,LGD819578178,28.3,5.1,55.7,47.0,23.69,17.51,3.07,828,4260,1,6849,28.11,59.93,33.41,75.47,9.78,5.9,0.623
2020,LGD492595918,90.06,50.92,45.38,67.5,13.38,30.87,2.7,30,4689,0,3763,54.82,33.27,4.81,61.99,31.85,85.1,0.512
2024,LGD683387512,23.87,14.02,51.96,35.6,48.6,4.25,13.37,471,161,0,635,64.86,24.13,57.58,40.39,33.78,41.1,0.992
2025,LGD986687400,54.81,28.59,6.23,41.7,29.17,27.78,2.45,963,4528,0,2413,69.01,46.98,0.98,13.04,15.97,10.5,0.298
2023,LGD343287213,44.43,22.68,37.92,90.0,9.38,1.58,2.56,877,1201,1,7121,27.92,86.33,39.0,85.82,30.25,9.5,0.155
2022,LGD623130524,73.76,45.34,42.25,20.8,40.14,15.29,1.16,837,1118,0,7296,22.8,84.19,9.65,64.35,26.04,1.6,0.748
2022,LGD328360732,72.73,25.24,71.39,65.3,16.81,23.83,24.78,275,2399,0,5786,18.31,83.9,0.64,68.95,13.68,30.4,0.603
2024,LGD013878879,17.02,5.12,51.35,74.5,20.4,32.07,6.51,1164,4238,0,2903,66.6,77.78,11.87,63.45,29.91,70.3,0.92
2024,LGD307087909,67.26,31.93,37.66,2.3,9.28,9.58,19.82,104,3070,0,119,29.26,25.29,1.04,23.81,27.56,10.0,0.732
2024,LGD714731371,47.78,47.58,61.89,79.9,57.33,7.79,7.57,191,3304,0,7644,69.5,58.54,33.71,61.22,10.75,21.7,0.362
2020,LGD647082594,70.87,38.74,47.52,72.4,26.69,1.23,13.22,880,2916,0,655,30.93,88.45,33.06,67.5,20.33,20.9,0.139
2025,LGD390161342,93.01,30.66,34.23,49.2,55.04,2.88,23.78,862,4469,0,2492,23.25,77.8,9.44,58.65,6.77,32.3,0.366
2022,LGD479859078,48.97,30.45,78.94,73.0,55.74,6.0,2.16,973,3927,0,995,10.99,23.58,49.01,70.26,12.05,33.9,0.62
2023,LGD702830934,73.48,13.54,7.75,8.0,53.97,16.56,5.36,257,2723,0,3677,56.3,73.18,48.19,67.51,28.7,73.0,0.613
2024,LGD430803000,76.91,34.66,14.82,79.4,0.99,16.25,3.54,355,1940,0,2079,51.61,2.28,13.39,95.81,11.85,8.1,0.282
2022,LGD013236184,93.44,59.46,43.53,33.7,53.65,32.21,5.36,509,3625,0,5696,74.59,38.44,37.11,25.89,17.46,86.4,0.107
2018,LGD211332382,42.52,37.01,15.29,61.2,22.54,8.24,10.96,859,2423,1,3633,65.02,9.28,52.43,32.74,6.71,45.9,0.118
2024,LGD617225687,85.68,27.98,19.75,81.1,57.27,7.54,12.78,662,1610,0,2472,31.42,3.04,23.37,83.66,20.33,3.0,0.76
2018,LGD357852942,62.99,5.14,81.49,50.3,32.77,3.47,17.31,830,896,0,1868,61.35,38.66,42.07,60.4,19.63,87.5,0.825
2019,LGD870331457,54.17,28.5,64.59,86.4,30.85,9.32,3.75,153,1632,1,7475,3.84,80.33,33.92,40.96,13.52,75.3,0.358
2025,LGD472081390,77.07,10.53,62.25,92.2,19.11,6.2,13.42,481,4999,0,3185,69.6,20.35,30.52,53.36,14.64,24.1,0.059
2025,LGD712576008,38.98,33.73,62.26,21.6,23.08,24.91,22.59,944,2010,0,2730,51.65,21.08,28.14,42.63,16.73,45.8,0.177
2019,LGD007727345,20.42,8.98,67.21,76.0,41.72,9.27,24.79,651,1509,0,2194,58.22,59.95,58.08,60.17,34.29,67.8,0.711
2021,LGD355568713,56.33,10.73,67.86,46.6,47.11,24.35,22.5,531,424,0,1249,21.95,71.63,50.02,62.63,22.58,93.8,0.369
2023,LGD831293382,67.54,63.38,78.13,12.9,24.54,1.79,13.2,10,461,0,5560,3.3,56.08,52.44,69.05,3.69,87.1,0.921
2020,LGD062532715,52.23,24.34,79.86,16.9,23.54,33.9,3.92,554,4667,0,768,65.98,69.49,33.57,57.01,14.1,31.4,0.222
2025,LGD683099794,66.25,6.87,2.23,17.6,54.83,25.03,5.46,1073,2376,0,3915,38.77,56.11,43.42,29.91,7.55,78.0,0.534
2022,LGD887430852,65.48,34.74,40.32,78.6,29.3,23.83,7.63,352,1047,0,2667,20.84,80.9,8.11,64.43,5.54,16.7,0.205
2018,LGD582882849,55.04,35.41,58.02,67.4,17.12,1.92,14.18,275,4020,0,965,57.85,30.67,17.22,18.68,15.71,87.8,0.877
2024,LGD898029663,18.9,16.6,54.27,12.8,40.36,23.78,8.13,1024,4774,0,5292,1.69,36.2,13.06,69.56,19.31,83.7,0.527
2021,LGD128999397,51.09,38.27,43.23,56.4,10.54,33.67,6.27,795,2579,0,4706,12.59,81.81,9.77,13.11,18.43,24.2,0.217
2018,LGD176167939,68.32,29.74,65.19,58.0,57.07,18.1,5.44,770,3340,0,2603,54.64,23.25,52.9,55.61,14.25,85.0,0.005
2023,LGD747866529,24.67,6.67,5.66,63.3,55.83,28.11,8.2,1056,2965,0,8099,54.93,73.88,10.09,52.42,1.18,62.7,0.738
2024,LGD800799347,54.97,33.3,56.18,11.3,32.63,20.56,3.49,323,250,0,2392,43.84,67.67,31.55,58.78,18.89,74.5,0.992
2025,LGD448498790,35.79,28.77,33.88,53.6,58.04,22.7,24.65,688,1100,0,5038,23.46,15.48,19.74,94.28,3.5,98.3,0.952
2025,LGD460302715,46.78,45.43,69.76,9.3,24.79,34.07,7.42,653,958,0,6318,58.23,11.61,24.86,22.08,12.42,61.8,0.112
2021,LGD312221356,78.18,24.68,35.46,58.9,5.98,10.66,11.66,730,1785,0,5187,49.69,55.81,18.13,73.3,27.89,23.4,0.13
2021,LGD220924083,94.05,84.52,12.09,97.4,53.22,12.73,8.56,524,2926,1,5080,12.0,13.95,24.1,89.58,25.84,0.1,0.863
2021,LGD733851235,32.19,30.54,69.51,87.8,37.74,31.87,16.59,818,4692,0,1985,20.49,61.29,50.76,51.27,34.32,67.3,0.589
2018,LGD887301554,26.04,23.6,40.88,20.3,50.98,14.75,2.06,697,4999,1,725,1.58,16.43,47.61,30.08,24.04,59.1,0.025
2023,LGD885258762,81.12,59.43,25.26,30.9,56.64,10.05,14.7,1158,4254,1,6256,69.46,87.86,28.03,31.78,22.32,41.1,0.843
2024,LGD618829608,59.81,56.57,36.1,85.1,13.06,9.58,18.49,309,4540,0,5374,47.0,89.62,9.16,51.03,30.09,38.3,0.949
2025,LGD579201745,61.2,12.08,71.96,88.1,21.39,9.91,5.03,635,2425,0,452,48.38,65.71,5.03,31.99,4.67,24.9,0.839
2018,LGD992036838,79.35,59.27,16.5,45.7,37.6,23.19,11.32,1018,245,0,6731,71.0,83.88,19.63,12.93,19.0,6.1,0.642
2020,LGD503090321,35.26,27.91,84.74,76.7,5.16,24.02,1.68,1048,4341,0,5860,14.76,68.26,32.98,55.92,34.88,49.9,0.861
2025,LGD049038612,42.39,30.6,2.0,73.7,50.51,1.77,19.99,157,1977,0,6145,36.73,58.27,41.32,88.43,16.79,80.2,0.304
2023,LGD160352885,90.28,39.35,63.21,28.1,38.54,8.27,21.16,391,847,0,2916,5.35,70.19,56.28,69.92,0.8,65.9,0.147
2024,LGD486706725,95.55,9.12,74.6,4.2,6.9,29.49,5.79,1156,2968,0,1760,67.11,56.2,58.74,17.64,10.63,19.4,0.168
2021,LGD941048913,69.98,14.51,26.17,99.9,51.6,21.78,23.52,1184,1363,0,886,68.76,10.83,6.41,97.36,0.54,10.9,0.294
2021,LGD064204293,56.11,24.56,47.72,93.7,1.99,25.35,1.21,59,3773,1,397,1.88,27.31,50.69,66.09,7.96,38.4,0.38
2022,LGD891375079,46.91,8.32,43.23,50.7,51.79,19.97,9.58,351,4713,0,335,22.28,71.28,13.76,72.45,15.52,72.6,0.057
2019,LGD434549891,51.48,7.01,14.44,11.8,38.91,6.6,16.57,703,1645,0,6765,4.16,42.42,20.82,47.3,5.2,86.4,0.177
2025,LGD369967735,15.55,7.97,27.78,7.3,42.75,5.77,19.63,276,1801,0,5261,48.02,75.96,29.12,76.9,16.02,1.3,0.984
2020,LGD676152678,22.15,12.44,76.3,49.9,24.91,25.25,15.53,1044,4578,0,3441,51.06,72.21,55.19,41.57,26.24,62.5,0.109
2020,LGD669664538,33.43,19.45,64.52,16.9,49.62,30.87,5.62,525,3346,0,1322,47.49,53.15,2.16,39.78,28.45,1.2,0.337
2018,LGD935425032,22.92,7.71,50.9,84.0,4.37,29.17,22.91,716,2228,0,4967,21.52,72.09,29.66,22.12,8.34,34.1,0.256
2022,LGD972581553,49.38,26.19,80.0,24.5,53.98,19.17,15.26,273,4703,0,8088,5.54,26.47,52.92,29.32,32.25,90.0,0.349
2025,LGD656992431,36.75,24.42,75.23,3.7,9.55,21.21,3.63,1153,4461,1,7046,63.42,52.58,25.21,59.33,30.29,54.2,0.088
2021,LGD506917504,89.22,20.82,28.67,42.8,11.56,19.75,13.59,254,3468,1,813,26.72,10.94,12.45,31.0,34.12,58.3,0.487
2021,LGD092168609,72.69,56.57,3.39,94.6,38.18,7.83,18.19,1164,3780,1,6582,14.94,57.95,61.56,76.44,16.11,31.3,0.102
2021,LGD946947854,18.98,11.15,37.15,41.9,37.98,8.95,11.48,657,1216,0,4137,61.43,74.92,40.82,81.22,30.69,8.9,0.565
2023,LGD033259231,93.9,54.89,62.52,9.0,39.02,32.91,6.66,178,4570,0,2944,50.81,72.16,53.4,51.45,8.48,17.4,0.528
2025,LGD821670140,71.54,36.95,78.51,53.6,46.79,32.24,12.07,389,2525,0,2239,51.26,4.27,27.38,53.35,23.84,46.6,0.384
2023,LGD236963212,67.33,13.75,70.63,51.8,15.58,33.61,15.42,992,3374,0,6114,55.03,21.94,20.29,34.47,18.82,70.2,0.713
2020,LGD064116670,57.13,39.57,55.87,96.9,11.12,16.71,1.6,979,483,0,5969,34.04,86.04,18.66,86.46,27.65,10.9,0.671
2019,LGD565837690,95.99,34.31,7.33,16.5,41.88,23.63,18.89,246,2725,0,5713,58.42,72.36,33.17,52.41,1.99,58.4,0.492
2022,LGD682898474,68.43,62.32,19.37,66.6,18.58,22.92,18.37,309,3655,0,6652,72.55,23.52,64.09,71.49,26.76,22.0,0.901
2021,LGD309667659,76.56,25.84,82.03,14.7,41.04,12.42,20.52,426,2831,0,5837,40.17,25.49,1.37,90.7,27.63,89.4,0.716
2025,LGD294253113,49.38,31.72,68.6,20.4,15.69,26.99,6.96,34,1981,0,8115,72.63,1.21,9.52,21.9,5.21,30.3,0.995
2021,LGD363659161,90.18,87.47,12.67,5.1,27.55,13.86,23.14,98,451,1,1639,28.78,61.16,5.19,79.04,23.97,73.5,0.651
2021,LGD479931103,30.46,7.05,34.4,82.7,31.77,14.58,3.97,561,3706,1,1066,17.49,71.07,35.9,85.23,4.91,21.5,0.988
2020,LGD258319232,62.98,19.11,66.54,29.1,0.8,21.05,9.48,525,931,0,6593,44.13,49.95,60.87,53.93,8.73,27.1,0.177
2018,LGD694291450,89.11,56.29,63.61,37.0,1.94,22.49,20.08,785,1145,0,4212,28.16,39.01,29.11,23.17,29.74,13.7,0.175
2022,LGD653509857,46.2,23.19,55.79,57.9,4.26,20.82,22.25,225,1608,0,7505,21.91,86.76,36.7,74.18,17.93,87.7,0.001
2019,LGD044276864,47.75,13.17,61.11,53.2,16.33,21.28,15.61,1180,1593,1,3505,6.89,46.8,50.18,21.61,14.42,86.7,0.26
2021,LGD510972083,58.69,42.64,56.06,45.2,31.49,30.97,16.65,615,3671,0,5090,5.36,78.29,31.3,85.46,30.05,75.0,0.082
2018,LGD776345569,29.37,23.7,36.81,34.4,36.34,19.07,13.54,321,3867,0,1307,74.24,83.43,48.11,56.16,15.76,98.9,0.436
2023,LGD685465753,73.21,53.06,72.55,38.3,36.12,10.19,15.03,465,2568,0,1400,3.75,64.25,2.23,28.2,22.01,49.1,0.32
2025,LGD568256992,34.61,31.82,61.7,18.9,21.53,6.04,15.92,211,501,0,1335,46.95,79.61,43.13,67.08,12.34,21.5,0.754
2021,LGD676870548,80.55,9.73,79.48,49.7,30.47,22.2,17.33,933,2857,0,1020,42.5,73.23,33.35,97.47,11.66,16.1,0.055
2025,LGD611713004,17.16,9.96,63.34,59.9,3.14,22.78,11.54,212,4767,0,8844,23.54,48.34,49.12,86.98,14.94,42.2,0.375
2022,LGD303937043,57.29,20.2,52.13,76.2,35.37,15.72,22.56,449,3145,0,2747,74.36,41.37,34.52,66.11,28.93,26.9,0.295
