soc_vuln_index_year,soc_vuln_community_geoid,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_social_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2019,GEO00000001553,37.05,0.6,5.23,42.46,33.59,10.55,4.21,11.758,19.76,12.29,0.51,339.74,4.85,13.74,0.2119,10.13,26.63,701
2015,GEO00000001554,28.72,25.66,20.84,2.01,10.63,1.36,10.07,12.792,37.68,5.38,11.28,1117.72,53.4,97.57,0.1597,85.14,68.03,1986
2019,GEO00000001555,38.91,30.88,51.14,6.36,37.31,28.86,25.57,1.988,51.61,1.38,12.8,1094.25,28.85,79.16,0.8203,35.56,23.69,1650
2017,GEO00000001556,26.2,29.46,72.46,28.16,37.02,39.77,27.82,6.849,57.18,3.71,39.36,210.06,9.64,7.72,0.7389,22.77,10.79,1441
2011,GEO00000001557,32.15,33.67,0.75,7.19,4.42,15.99,27.52,8.179,3.56,22.56,24.53,1122.17,75.32,44.89,0.0991,99.79,63.9,172
2010,GEO00000001558,17.35,14.71,65.37,19.64,14.79,36.32,27.59,7.519,55.59,19.85,12.48,1381.08,40.83,52.02,0.7578,14.07,86.84,1877
2022,GEO00000001559,47.66,20.49,61.74,49.48,8.02,32.8,22.77,15.605,31.05,10.01,25.61,1413.04,23.4,93.51,0.195,66.21,1.57,482
2021,GEO00000001560,26.03,28.61,21.48,27.61,1.63,25.52,14.58,10.857,20.11,19.21,13.31,1157.35,6.87,60.69,0.6183,85.81,58.91,1471
2020,GEO00000001561,48.56,19.23,17.33,42.14,37.24,36.67,20.12,19.293,7.32,20.34,28.05,1105.47,68.44,68.52,0.6379,35.2,98.49,1828
2007,GEO00000001562,47.43,23.36,47.54,23.97,6.99,8.97,37.87,0.037,45.72,14.98,4.69,1277.4,98.46,24.91,0.2875,9.9,36.65,1133
2019,GEO00000001563,50.91,27.13,8.17,0.07,36.69,9.22,8.61,1.02,17.68,27.16,28.53,7.4,38.78,89.77,0.0045,80.24,79.85,1801
2009,GEO00000001564,37.73,3.74,7.3,44.42,27.98,12.37,38.47,0.635,3.3,16.56,13.22,181.27,70.0,80.75,0.5689,2.41,22.54,20
2022,GEO00000001565,1.87,28.46,32.36,54.23,16.21,11.15,36.63,15.698,53.03,8.15,2.4,558.79,27.56,38.29,0.8904,60.76,55.51,964
2016,GEO00000001566,45.57,20.25,46.74,15.33,15.42,41.12,39.44,2.962,41.35,22.07,38.82,634.59,58.53,94.72,0.7578,63.83,72.76,1004
2016,GEO00000001567,7.3,26.95,0.88,22.06,14.18,5.51,20.18,15.44,27.45,11.5,12.75,1139.2,71.74,49.21,0.7958,24.57,36.22,398
2018,GEO00000001568,16.07,14.45,2.61,5.54,0.09,24.56,38.12,9.886,55.4,20.49,2.2,29.93,27.37,8.58,0.6748,76.45,57.21,925
2022,GEO00000001569,54.81,4.02,1.99,6.82,6.82,12.81,21.67,16.206,18.7,2.82,10.57,298.38,31.92,22.9,0.8752,93.49,65.56,1335
2016,GEO00000001570,4.39,23.51,47.52,39.51,12.89,17.11,24.09,12.796,38.5,0.83,36.38,706.54,85.61,61.37,0.9445,40.61,48.28,226
2021,GEO00000001571,25.25,22.37,24.43,4.3,0.68,43.61,31.36,8.955,4.51,15.48,16.88,834.34,77.04,16.35,0.3061,90.75,51.53,1461
2011,GEO00000001572,54.33,20.54,14.62,41.83,15.41,19.45,30.56,13.317,42.13,24.5,11.63,655.07,78.34,33.85,0.9935,67.17,52.59,1746
2015,GEO00000001573,53.2,14.57,15.21,24.49,35.58,41.08,35.01,14.214,30.61,21.08,4.83,80.65,33.05,1.07,0.325,70.96,53.3,704
2009,GEO00000001574,17.34,9.36,54.22,45.79,23.72,23.68,8.45,3.661,57.37,18.99,38.84,1122.52,5.81,87.3,0.0503,61.89,81.88,824
2015,GEO00000001575,30.92,33.68,10.67,17.41,9.98,43.16,18.95,5.67,20.66,1.29,5.92,1023.34,89.56,85.29,0.111,83.89,58.67,847
2017,GEO00000001576,36.02,3.73,53.51,4.53,15.91,6.92,11.32,10.874,36.93,3.39,35.11,1279.04,88.74,57.81,0.7749,94.85,51.99,726
2021,GEO00000001577,20.51,25.66,35.43,3.09,29.93,33.27,5.66,6.955,36.01,28.26,11.06,259.7,80.57,63.64,0.3316,36.28,63.13,961
2009,GEO00000001578,22.76,4.24,58.17,8.01,25.54,31.13,17.6,5.344,7.14,23.18,15.02,419.3,61.4,29.29,0.5726,59.05,25.21,1242
2025,GEO00000001579,37.98,15.83,31.74,54.32,21.31,38.75,2.42,18.541,42.52,24.16,10.83,1415.22,37.17,95.81,0.4235,83.79,74.84,46
2023,GEO00000001580,47.01,20.85,65.26,12.0,2.36,22.78,30.91,6.505,52.33,11.34,12.11,1009.74,41.41,72.47,0.5497,34.79,71.04,183
2020,GEO00000001581,13.68,11.25,65.28,43.93,11.06,20.13,32.97,1.31,41.81,16.7,10.43,479.07,60.9,40.32,0.2504,48.01,89.25,1558
2014,GEO00000001582,19.61,33.25,16.53,13.95,17.21,6.98,2.04,6.521,13.21,28.6,31.74,611.51,85.45,89.28,0.3003,89.7,42.12,1000
2019,GEO00000001583,27.86,27.56,72.34,33.43,4.15,15.33,26.18,18.832,49.84,26.55,17.64,576.71,54.32,49.46,0.5913,12.82,6.51,1189
2014,GEO00000001584,37.19,10.08,11.17,28.27,28.8,16.84,8.12,18.858,59.69,2.38,17.97,517.52,96.78,38.68,0.643,3.24,83.75,199
2007,GEO00000001585,29.85,14.2,41.51,33.81,16.26,1.34,18.93,17.15,12.2,25.71,11.94,1233.95,94.1,99.63,0.4886,11.94,13.8,1618
2019,GEO00000001586,32.64,20.29,18.07,12.33,20.94,29.75,0.58,1.804,23.41,6.96,12.93,763.48,99.17,59.09,0.4976,57.27,57.46,666
2021,GEO00000001587,14.28,23.19,33.9,13.32,11.26,20.48,9.97,6.001,48.49,19.25,7.19,1026.49,42.74,12.61,0.9009,74.52,94.49,306
2012,GEO00000001588,42.27,14.18,49.46,53.4,21.05,16.63,12.91,16.981,1.28,24.06,39.66,1037.99,55.58,94.53,0.8159,62.51,44.88,410
2010,GEO00000001589,5.31,22.91,63.44,8.25,5.29,30.77,34.13,12.188,9.43,29.95,10.71,349.59,0.55,85.3,0.3986,50.15,51.34,1159
2010,GEO00000001590,50.75,18.25,35.9,22.86,2.49,2.88,18.45,0.107,2.62,27.75,38.25,1168.26,92.67,7.83,0.3752,14.81,14.8,892
2013,GEO00000001591,29.09,30.79,34.48,22.55,37.22,2.36,26.49,14.649,50.46,15.4,29.81,1230.72,19.48,23.98,0.8997,85.82,27.9,1078
2017,GEO00000001592,17.63,7.48,41.21,32.66,35.89,44.3,19.74,18.128,50.75,6.19,19.54,365.07,17.63,50.46,0.8125,5.09,2.7,796
2019,GEO00000001593,14.01,30.08,58.96,52.97,28.81,42.02,35.42,18.467,47.16,2.83,2.16,227.33,20.89,29.42,0.126,0.43,78.33,1199
2023,GEO00000001594,52.2,9.53,19.36,42.62,2.01,10.11,24.32,3.105,39.77,13.94,8.31,997.62,90.96,11.7,0.3253,63.3,25.02,1886
2016,GEO00000001595,6.07,16.58,64.53,10.25,23.31,42.91,2.33,12.218,8.39,6.3,20.69,70.37,31.63,76.43,0.3788,52.24,40.22,1886
2014,GEO00000001596,10.65,28.57,9.44,39.48,4.29,2.38,9.15,11.214,35.02,14.02,11.75,723.09,38.73,49.75,0.0857,81.24,34.48,1787
2011,GEO00000001597,33.5,33.94,52.48,11.18,21.36,38.26,25.53,8.073,44.55,10.6,2.24,264.87,90.65,23.77,0.4028,27.66,51.32,85
2019,GEO00000001598,31.2,25.69,26.6,22.97,31.22,31.01,6.01,6.908,0.19,3.86,19.74,1434.6,36.38,39.28,0.9547,18.42,93.43,1382
2010,GEO00000001599,21.46,15.66,42.1,6.04,10.48,28.38,32.2,19.788,19.07,2.62,35.94,257.7,6.07,21.17,0.4607,24.2,5.95,300
2007,GEO00000001600,52.52,9.69,13.59,46.32,39.53,9.59,1.6,6.555,31.44,7.2,11.71,1371.42,35.25,99.13,0.7411,7.59,11.3,630
2013,GEO00000001601,35.69,17.31,3.45,12.48,28.1,2.78,1.95,0.944,51.56,7.35,29.86,1227.54,28.02,91.57,0.8044,59.75,2.67,404
2010,GEO00000001602,24.03,32.84,27.28,45.18,33.12,38.43,15.08,12.617,24.37,0.26,14.65,370.84,69.31,79.51,0.2835,91.33,19.29,901
2025,GEO00000001603,48.17,34.08,5.35,39.71,15.09,25.08,25.27,0.799,30.51,13.31,13.13,749.93,12.84,69.47,0.5683,2.17,41.64,1356
2018,GEO00000001604,13.36,21.27,57.73,44.04,19.69,41.2,17.76,16.467,53.78,28.06,21.44,700.15,78.88,89.71,0.5711,6.33,82.88,1213
2022,GEO00000001605,18.92,6.11,32.73,7.54,26.33,37.15,29.72,18.665,10.73,6.69,10.81,32.02,24.05,63.33,0.6993,42.11,77.14,894
2008,GEO00000001606,36.95,24.51,73.97,37.65,10.42,11.33,18.2,7.1,45.66,4.36,19.53,1144.83,36.87,13.37,0.3004,28.46,64.14,1619
2015,GEO00000001607,40.37,23.79,32.14,53.53,18.37,34.48,13.61,4.439,44.41,3.88,34.31,148.74,39.42,23.63,0.6744,86.97,89.32,904
2013,GEO00000001608,42.09,6.67,32.62,22.18,0.28,28.12,34.55,13.029,21.84,20.6,0.67,1009.27,71.39,69.6,0.9157,81.04,62.3,345
2014,GEO00000001609,9.08,9.21,8.8,46.13,31.61,25.76,3.09,18.962,21.01,0.23,12.2,246.78,64.89,66.72,0.8366,68.35,77.9,1521
2023,GEO00000001610,0.82,22.99,9.14,16.32,21.77,7.01,25.3,6.229,58.23,9.61,38.34,31.2,30.37,44.32,0.6195,90.09,87.12,635
2014,GEO00000001611,5.19,23.14,17.76,54.98,3.75,36.32,7.7,2.261,7.11,12.2,0.25,1483.27,14.22,52.32,0.0725,4.65,23.89,790
2008,GEO00000001612,14.27,34.08,2.67,28.03,35.6,16.46,37.93,9.516,46.06,10.14,7.48,463.0,2.31,18.63,0.6384,81.12,98.38,1532
2013,GEO00000001613,3.03,12.04,15.6,3.44,15.91,11.9,39.35,15.705,6.45,14.52,25.52,790.28,67.59,21.38,0.5131,26.12,64.28,1214
2007,GEO00000001614,44.19,4.51,72.15,49.03,1.02,8.24,10.01,17.776,46.22,11.86,1.71,808.85,59.51,72.83,0.1204,32.92,67.98,1763
2019,GEO00000001615,5.83,28.9,25.08,30.52,11.58,39.13,23.84,14.104,30.42,18.39,19.97,1168.06,95.8,45.55,0.3615,71.39,44.15,1370
2021,GEO00000001616,3.18,1.54,62.16,28.08,15.8,42.31,8.35,18.576,13.69,14.83,10.71,593.42,81.47,47.22,0.8114,29.89,9.5,1917
2019,GEO00000001617,22.07,15.59,53.43,50.47,29.31,42.36,17.5,13.791,20.55,21.5,21.53,408.28,95.34,54.53,0.9858,34.5,53.86,475
2022,GEO00000001618,4.0,9.08,61.66,40.15,32.67,2.82,6.31,4.417,53.6,23.2,16.98,712.0,93.97,99.15,0.554,79.8,82.69,1853
2010,GEO00000001619,40.09,34.76,49.51,45.59,12.12,26.94,7.53,1.23,46.42,3.32,30.37,1344.68,49.89,18.14,0.8926,42.13,93.16,411
2013,GEO00000001620,45.41,9.19,39.75,6.9,16.82,1.24,20.45,1.72,25.5,5.98,20.51,1239.04,66.19,58.61,0.2641,34.05,76.0,506
2015,GEO00000001621,12.83,5.71,58.63,5.84,7.38,40.95,4.32,19.163,40.34,24.27,5.06,925.56,25.14,28.1,0.9668,35.61,1.6,1508
2007,GEO00000001622,42.15,23.73,73.36,21.98,17.32,2.75,13.59,1.277,4.92,4.6,7.34,509.03,35.02,14.86,0.0821,94.9,17.44,635
2014,GEO00000001623,17.98,28.23,54.94,43.4,12.95,7.25,31.81,13.918,33.99,0.87,3.14,561.9,81.77,92.44,0.3814,98.59,59.99,1604
2007,GEO00000001624,0.97,24.31,12.31,40.41,38.6,4.97,20.85,17.808,32.05,13.46,37.77,1173.51,51.78,72.83,0.0868,11.98,71.8,1104
2017,GEO00000001625,38.73,17.66,45.05,31.59,25.19,16.49,26.59,17.915,23.38,15.11,34.77,1015.74,93.39,65.89,0.651,72.25,86.29,1003
2008,GEO00000001626,6.3,11.52,23.35,19.79,7.9,44.35,36.25,1.18,13.36,29.79,5.71,1124.74,60.33,59.37,0.7891,79.45,94.37,1131
2022,GEO00000001627,53.72,9.68,60.71,41.25,27.05,8.48,29.18,9.489,18.49,13.88,38.36,1007.1,7.33,52.1,0.8759,12.68,28.99,1496
2021,GEO00000001628,48.25,19.68,52.96,2.75,2.68,38.56,7.67,13.609,58.68,7.03,2.97,1009.09,88.41,55.91,0.1751,37.81,9.81,777
2012,GEO00000001629,26.63,20.45,59.76,28.75,29.66,23.79,7.84,15.216,33.26,25.11,22.07,761.22,69.46,39.95,0.7307,93.2,72.53,1814
2022,GEO00000001630,2.69,17.28,3.63,45.12,26.79,44.59,39.69,1.271,37.76,6.88,3.26,887.94,65.72,40.17,0.624,32.34,97.61,1476
2024,GEO00000001631,49.42,4.57,27.6,31.52,37.15,30.37,39.41,9.305,59.45,15.71,18.52,670.77,91.54,76.92,0.7374,17.51,41.18,585
2020,GEO00000001632,36.33,22.98,48.78,47.13,26.0,15.1,4.77,19.373,13.05,27.58,0.41,487.07,74.86,37.27,0.9411,99.8,60.0,649
2022,GEO00000001633,46.65,33.69,9.61,35.24,24.99,34.66,8.27,16.106,46.13,6.71,32.41,1169.73,40.68,37.18,0.2663,48.97,15.92,1100
2009,GEO00000001634,34.18,15.47,60.44,6.29,2.36,36.33,8.57,3.941,31.9,9.93,12.1,1484.39,66.66,58.9,0.5065,47.76,80.2,1117
2016,GEO00000001635,9.44,12.36,43.74,10.29,12.1,18.46,3.93,14.531,30.52,0.88,34.79,393.98,3.64,37.43,0.0003,91.15,81.57,583
2022,GEO00000001636,32.25,22.04,14.78,53.52,8.81,3.15,1.3,3.31,58.33,11.1,8.53,1461.67,86.04,1.66,0.9886,19.19,48.95,1047
2008,GEO00000001637,10.75,22.2,6.1,19.35,7.57,20.7,2.95,1.075,22.15,11.64,15.05,1184.88,91.63,53.23,0.4534,18.54,56.72,1914
2018,GEO00000001638,9.11,17.45,38.97,32.39,37.25,8.05,0.01,0.232,20.44,29.75,4.18,1318.27,80.61,29.37,0.0069,16.76,6.91,1867
2025,GEO00000001639,3.96,31.85,57.48,11.14,12.84,38.14,2.31,2.921,50.07,15.28,27.77,228.92,19.18,7.01,0.9861,11.64,98.0,680
2015,GEO00000001640,38.78,23.55,13.3,50.37,12.63,28.6,32.4,10.721,20.5,24.92,8.23,35.28,90.76,85.87,0.8962,54.73,96.66,1311
2009,GEO00000001641,11.3,21.43,8.37,20.91,38.26,32.66,16.72,7.783,4.87,13.3,30.76,1404.24,10.79,84.23,0.5349,71.76,19.7,13
2013,GEO00000001642,41.3,21.54,13.33,2.87,31.89,17.81,16.18,13.518,11.46,5.01,1.72,1391.03,25.19,2.0,0.8012,72.77,4.74,943
2019,GEO00000001643,20.38,13.43,66.52,41.19,6.08,42.78,23.05,16.845,10.98,7.84,34.42,386.64,59.53,31.39,0.0389,59.01,4.29,1176
2012,GEO00000001644,13.34,23.32,57.27,31.36,37.76,9.11,19.66,4.441,6.29,16.4,34.75,703.46,69.4,27.73,0.9959,34.02,38.35,859
2021,GEO00000001645,38.95,23.01,24.84,46.86,24.78,18.06,19.61,6.855,47.64,20.07,23.91,255.96,59.65,62.93,0.966,53.72,50.25,297
2023,GEO00000001646,36.82,18.95,18.23,7.67,39.56,16.05,20.94,9.957,20.52,1.82,4.77,1379.34,99.88,94.68,0.6932,0.74,4.9,1606
2013,GEO00000001647,34.92,6.77,23.47,29.97,12.63,9.14,5.64,9.343,41.74,5.02,3.68,1031.85,96.35,72.69,0.4062,56.81,32.29,33
2024,GEO00000001648,8.69,21.14,16.15,40.84,19.92,4.67,10.32,18.96,30.54,14.73,10.38,550.04,87.88,78.53,0.9207,93.15,29.6,1636
2013,GEO00000001649,50.48,22.58,44.84,29.16,38.97,22.52,28.09,7.611,36.24,7.65,6.36,44.7,25.68,35.27,0.6696,86.12,20.5,1653
2020,GEO00000001650,29.45,13.83,12.37,5.1,4.54,9.63,12.37,8.245,9.53,20.93,16.29,231.07,59.24,43.04,0.9675,93.54,83.4,926
2018,GEO00000001651,47.54,33.6,44.15,52.37,33.19,8.05,2.55,13.452,44.46,20.46,27.33,1497.16,1.43,88.38,0.4207,41.1,65.2,1412
2007,GEO00000001652,21.4,1.03,41.83,42.99,0.66,2.7,11.73,1.319,27.1,17.95,25.49,1232.86,78.23,21.14,0.6588,17.19,76.28,958
2022,GEO00000001653,22.83,29.85,50.44,27.97,21.17,30.91,15.24,2.595,19.81,26.4,38.08,449.56,32.85,1.95,0.2549,68.2,29.13,1686
2019,GEO00000001654,24.43,9.65,12.07,40.67,14.94,6.66,33.83,3.868,50.92,17.18,12.95,203.54,20.56,15.81,0.5916,71.95,38.13,1634
2014,GEO00000001655,18.47,19.7,65.82,22.42,11.55,42.76,7.18,1.959,50.75,28.05,7.6,185.18,62.28,4.42,0.0969,22.59,71.04,1189
2016,GEO00000001656,35.72,3.3,72.42,41.92,6.56,32.9,30.33,2.516,30.33,26.31,25.86,783.44,18.61,18.66,0.3235,92.26,31.08,546
2023,GEO00000001657,48.12,5.99,55.47,50.26,27.55,28.17,14.36,10.353,3.59,1.82,13.95,1423.21,43.66,94.08,0.8028,59.37,34.59,528
2024,GEO00000001658,17.79,8.25,17.05,4.63,9.1,2.36,38.92,11.855,25.91,1.82,4.33,1397.82,28.72,8.09,0.6459,20.81,67.87,742
2008,GEO00000001659,16.51,23.66,31.48,48.34,8.18,32.29,27.5,6.44,36.71,21.3,17.44,888.36,22.42,72.65,0.2961,39.67,9.34,15
2025,GEO00000001660,32.78,13.99,48.72,34.42,34.36,28.28,18.31,17.567,38.29,4.6,9.1,486.75,35.28,97.08,0.0632,53.05,34.91,1512
2017,GEO00000001661,28.48,29.57,46.45,35.66,35.53,3.06,11.1,4.394,4.66,1.83,33.25,254.5,67.2,37.42,0.7831,87.44,95.32,1953
2018,GEO00000001662,11.45,29.61,37.0,20.24,0.8,23.87,9.55,17.803,38.41,27.96,32.22,1329.16,40.84,10.62,0.1496,63.01,63.82,509
2007,GEO00000001663,46.43,19.94,66.62,31.53,30.66,32.82,18.5,1.008,51.67,29.58,26.1,714.14,15.95,22.46,0.1665,7.39,96.33,971
2008,GEO00000001664,43.49,24.31,53.87,23.15,10.9,4.77,18.65,9.358,52.94,11.85,14.51,1475.81,16.24,18.87,0.016,66.49,28.8,1159
2016,GEO00000001665,48.44,13.46,65.22,16.54,28.54,1.97,9.24,7.25,53.5,27.11,38.88,777.74,36.48,3.27,0.0648,28.04,47.74,271
2020,GEO00000001666,28.16,23.1,35.01,14.28,19.78,32.46,34.33,12.389,19.69,26.86,4.0,371.28,27.31,41.27,0.3739,78.58,31.43,1858
2022,GEO00000001667,17.0,14.42,16.31,1.88,38.77,31.69,38.04,14.811,55.71,2.51,27.09,1468.13,22.02,97.18,0.7374,47.77,45.75,662
2021,GEO00000001668,3.79,33.17,60.44,49.49,36.22,27.93,38.21,15.637,35.29,1.2,23.74,1237.71,24.29,49.38,0.6267,47.87,41.15,142
2016,GEO00000001669,16.06,12.91,44.89,35.34,32.08,17.11,7.21,12.394,24.66,17.8,21.8,1360.03,24.92,90.99,0.6199,90.47,45.37,1868
2018,GEO00000001670,39.26,22.34,48.17,41.06,38.84,43.2,18.77,7.57,56.53,13.49,10.23,357.49,72.25,38.54,0.4578,97.53,66.88,1266
2011,GEO00000001671,24.56,34.15,70.96,42.42,34.47,22.09,13.05,7.654,38.3,5.02,37.75,1388.03,49.0,39.15,0.7722,78.96,39.65,1784
2014,GEO00000001672,42.04,14.87,47.31,35.94,9.49,41.89,17.24,14.497,10.9,29.55,28.19,651.29,56.91,29.99,0.2384,53.72,15.24,1973
2007,GEO00000001673,54.86,20.91,24.79,4.71,36.89,36.55,13.74,12.347,54.78,13.57,12.97,1409.82,61.4,79.28,0.5723,56.81,89.69,160
2019,GEO00000001674,48.31,12.2,8.38,42.34,38.39,7.89,35.57,7.091,0.68,13.13,21.94,1330.28,63.47,81.0,0.8161,42.0,6.67,1499
2011,GEO00000001675,8.58,23.37,45.33,49.29,25.94,13.34,38.34,7.206,21.74,12.0,13.81,591.78,66.8,33.09,0.3297,46.51,28.41,647
2008,GEO00000001676,11.95,25.01,22.48,7.98,16.34,41.71,3.84,10.79,25.81,13.65,20.17,35.24,53.45,42.29,0.1613,95.28,62.18,146
2022,GEO00000001677,4.84,26.24,17.46,30.75,39.05,38.63,2.42,7.124,33.48,19.0,8.79,1199.83,94.9,0.79,0.0808,47.93,74.9,1656
2022,GEO00000001678,17.16,3.26,67.46,52.46,36.94,9.47,14.44,14.721,48.38,12.33,8.02,1254.33,35.75,90.42,0.1111,86.56,36.17,1016
2007,GEO00000001679,50.56,23.78,50.89,25.42,5.75,27.06,0.33,8.69,51.3,10.35,36.69,1334.16,95.0,12.89,0.5169,52.15,74.42,718
2008,GEO00000001680,18.0,8.15,45.34,38.61,23.1,1.72,23.66,0.517,1.38,3.69,0.89,1355.37,81.18,80.67,0.6762,13.68,36.28,1261
2008,GEO00000001681,12.16,24.79,31.24,42.83,21.3,12.04,8.97,14.135,18.08,4.15,1.99,1463.51,68.41,53.29,0.138,23.56,11.8,1111
2013,GEO00000001682,16.97,23.93,14.91,1.92,27.39,13.22,30.82,9.312,43.16,4.12,7.92,1430.51,77.84,33.52,0.5599,53.99,56.0,376
2024,GEO00000001683,53.55,31.89,42.66,7.43,22.31,20.07,16.08,12.144,33.03,18.79,8.35,26.81,67.54,53.57,0.0166,42.53,16.57,617
2016,GEO00000001684,13.65,28.2,63.48,53.86,11.6,34.39,31.95,3.689,3.86,2.96,36.42,361.29,89.19,6.6,0.6583,17.68,76.92,557
2008,GEO00000001685,50.14,24.36,49.78,53.38,5.87,7.06,4.52,17.183,6.59,23.06,26.29,936.52,44.39,92.35,0.8686,7.13,1.44,116
2013,GEO00000001686,25.17,26.13,0.87,25.11,33.84,19.27,5.36,9.751,26.85,8.95,17.42,510.73,23.35,8.46,0.3354,89.87,85.02,1287
2014,GEO00000001687,45.42,3.64,44.13,40.31,35.99,11.49,28.44,18.127,38.68,29.29,39.88,690.8,9.95,43.5,0.3996,25.1,73.2,808
2008,GEO00000001688,37.33,9.38,48.91,43.04,29.11,13.95,11.41,9.718,25.42,21.91,7.8,2.81,55.29,26.94,0.6169,18.52,24.21,1518
2022,GEO00000001689,13.81,32.53,20.98,46.8,31.79,6.76,10.79,18.108,11.15,1.7,1.17,719.84,81.47,29.09,0.1389,66.95,65.72,638
2018,GEO00000001690,48.95,3.85,12.35,0.56,15.61,17.62,3.61,8.66,14.62,6.79,33.13,667.4,48.11,36.85,0.979,88.63,57.29,1975
2010,GEO00000001691,6.29,5.39,21.5,31.46,38.49,18.77,33.14,6.898,31.27,19.42,37.92,333.86,55.12,10.31,0.8965,83.47,6.77,990
2011,GEO00000001692,30.15,15.29,45.8,51.78,39.49,35.15,30.87,2.306,34.48,14.14,25.81,639.11,92.05,70.85,0.5496,28.67,92.43,1915
2007,GEO00000001693,27.04,21.43,72.09,24.81,19.95,41.94,20.59,13.782,51.97,9.98,28.94,1439.84,36.98,63.25,0.256,79.45,97.45,400
2019,GEO00000001694,33.39,26.06,20.9,28.88,9.0,35.09,21.42,6.945,55.05,5.76,6.38,603.47,87.11,71.85,0.6755,87.76,26.1,440
2008,GEO00000001695,16.53,1.06,67.77,40.84,4.07,11.38,6.9,14.868,20.89,7.59,1.1,1047.86,45.31,17.19,0.5961,32.95,77.82,521
2025,GEO00000001696,36.42,31.75,54.7,24.76,9.43,13.74,35.24,0.574,55.28,23.48,20.38,1259.07,92.05,17.65,0.2143,34.43,64.86,637
2024,GEO00000001697,48.28,14.29,53.68,7.66,1.75,0.03,34.13,3.133,33.66,12.24,28.45,1239.93,26.63,98.67,0.3306,81.3,53.18,543
2010,GEO00000001698,2.76,2.48,73.34,42.31,20.86,8.16,12.64,17.429,1.58,3.13,15.23,461.05,62.2,38.09,0.1481,15.12,86.75,523
2015,GEO00000001699,29.49,6.39,31.02,42.21,33.83,13.33,2.92,11.216,6.45,0.26,13.14,112.34,3.8,34.19,0.8141,55.6,12.55,96
2012,GEO00000001700,17.35,20.08,49.07,24.73,29.16,35.46,36.09,17.296,46.84,7.82,21.89,1192.73,6.62,96.06,0.7006,43.42,54.24,720
2025,GEO00000001701,37.81,7.3,9.98,5.6,10.68,42.66,31.04,10.199,51.82,8.06,30.27,825.55,52.47,73.83,0.0697,98.99,32.23,912
2012,GEO00000001702,31.47,19.5,34.43,43.84,7.5,7.26,8.73,7.275,38.47,4.05,24.36,364.73,16.86,42.89,0.2105,14.97,98.83,1446
2007,GEO00000001703,42.61,26.07,24.9,39.14,0.99,3.31,11.16,4.084,6.84,26.69,19.65,1082.12,45.63,34.56,0.4854,28.42,41.52,264
2024,GEO00000001704,19.43,30.74,67.14,14.73,4.29,36.07,35.5,10.46,42.91,6.6,2.37,484.55,23.45,78.92,0.8206,57.35,48.63,1782
2019,GEO00000001705,52.28,34.71,61.73,6.23,37.17,27.92,38.27,4.349,58.64,21.9,18.9,254.66,27.97,70.84,0.5976,99.17,81.93,1936
2018,GEO00000001706,49.64,11.98,0.87,13.48,31.61,6.48,21.97,19.246,49.1,27.95,15.59,970.75,63.37,34.94,0.5602,97.03,92.03,1644
2012,GEO00000001707,49.24,7.79,66.9,53.14,8.63,21.27,10.82,1.215,44.89,5.88,7.76,1269.18,17.46,47.54,0.6571,50.5,94.23,1668
2019,GEO00000001708,4.36,24.85,67.08,4.34,31.64,26.58,35.6,8.769,50.16,1.04,36.27,970.35,29.37,29.53,0.2536,2.16,69.52,1086
2017,GEO00000001709,12.43,21.44,19.48,48.52,7.93,5.13,9.68,17.103,4.26,23.1,39.17,1305.18,24.08,7.06,0.9446,11.4,54.84,266
2024,GEO00000001710,38.03,12.88,58.69,36.35,36.31,25.47,5.33,11.206,25.75,29.45,39.24,1239.79,26.34,20.77,0.4187,84.13,46.79,202
2021,GEO00000001711,23.79,24.9,9.28,5.03,22.81,8.71,4.68,12.65,6.72,19.07,11.99,1119.49,33.29,94.13,0.4114,40.9,25.77,1779
2013,GEO00000001712,19.34,25.57,15.72,43.46,36.86,33.17,6.29,4.306,11.69,1.01,9.0,799.82,91.47,97.88,0.5755,72.38,30.97,93
2013,GEO00000001713,32.26,30.0,29.67,5.5,17.67,21.87,18.67,1.195,22.42,5.08,9.91,1086.42,32.76,51.5,0.8609,14.31,78.44,1620
2009,GEO00000001714,36.03,1.56,8.5,4.26,22.15,33.22,11.6,17.42,24.18,1.86,13.38,924.51,53.27,62.36,0.8453,29.61,36.76,581
2016,GEO00000001715,16.13,14.93,44.15,14.88,25.22,37.22,22.47,18.305,42.57,29.41,34.98,1118.0,42.75,97.36,0.3219,47.29,39.38,1739
2008,GEO00000001716,38.69,8.88,14.11,18.35,36.89,4.91,4.78,14.034,32.36,3.57,18.46,1047.45,93.32,87.3,0.9504,3.43,6.85,920
