tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2010,AGI_50K_75K,5726820,3758098929026.34,3178345941171.88,631820068450.89,16.812,574311572061.01,23818011932.66,176644147518.3,42002407780.35,95771167972.4,273043734027.01,557895567407.25,10820600818.93,12866650457.7,1.924,246106244706.98,171343850053.1,119
2005,AGI_0_25K,5468844,6418754713327.7,4759928262071.09,1294208639280.02,20.163,945353728971.65,79146648429.91,134232482638.9,99448828032.28,397219346414.24,360532028699.57,696357834897.67,10300690556.57,11298124238.08,1.929,295282230235.11,65231098713.35,58
2024,AGI_0_25K,2822490,6458192425773.64,4417564130395.37,890964241087.79,13.796,463496786886.03,80172144091.13,431159868529.37,45990924107.07,26428727105.7,568153258559.11,527619811166.93,9179437106.55,19470557905.81,1.729,170730060641.96,496966266738.15,105
2009,AGI_75K_100K,7001502,2691217575526.43,1357655208006.52,279697113264.54,10.393,159817942665.2,20333687695.67,36530682379.81,79548649956.56,200094202939.75,158194921224.48,80298233900.49,6814791984.12,20642094552.43,2.784,215782764185.69,355985802214.21,17
2018,AGI_100K_200K,5663857,55156966432.71,31563112609.78,2582389051.6,4.682,1304315898.1,149551640.24,2502095635.43,37865747.66,1674377297.39,2280642104.96,8543054834.61,4074613401.31,2163200479.55,2.495,73483749120.26,121603987392.94,32
2013,AGI_0_25K,2310463,8560537350745.85,7350619098562.39,1403376501824.32,16.394,1189584567049.7,112594071075.09,469400531490.81,136323161377.05,132785154404.1,551377077319.91,399617313512.42,368706701.55,17207805301.5,1.108,222110051050.24,364944411706.57,89
2005,AGI_100K_200K,2224113,1721358964387.87,895592065903.73,151086597639.24,8.777,137523193969.62,4049521726.67,883776798.18,16057254407.39,19905449959.52,100501446498.24,62230506367.23,1491040750.54,31586449702.62,0.842,168942537608.57,34543897685.73,13
2023,AGI_100K_200K,4882895,1338101606194.25,882528931603.17,148839694048.72,11.123,121314785916.76,26709407936.67,77066576167.14,20803886306.63,20667041632.39,109805741775.68,92431396730.6,9145529131.28,4650301237.3,0.841,226308134453.95,5172554313.05,15
2020,AGI_0_25K,1825098,8929117225094.38,7279495830731.75,514669862157.39,5.764,434491232313.4,177432759969.13,308835767359.57,211248332517.4,438312432188.27,118746748292.62,1151867069852.94,8992424394.68,15280838677.52,1.266,212175061803.94,247726500948.78,36
2012,AGI_200K_500K,6481981,5378511454853.72,4935819347067.2,673106500816.14,12.515,432458220371.95,83091201166.4,225281182217.72,98414698553.99,124421640377.52,784471842084.46,366380034512.17,10325494399.99,26266291530.43,1.824,178871352953.17,212477562126.98,99
2021,AGI_1M_PLUS,1430715,1392160757250.56,1132381569587.01,116099196573.2,8.339,79767922141.97,19895257856.18,51697083133.95,7172876332.58,47865439722.67,34422642751.98,81290683697.71,401771775.28,18738052019.03,2.628,234522178576.83,219815618133.38,41
2021,AGI_25K_50K,6220050,3679616238850.1,1682811753918.6,468834949488.08,12.741,238121212997.88,53631908662.08,58464667842.69,13332432204.59,235670946907.51,179273134002.48,250115320677.12,1490679603.41,17215427941.08,1.998,192953998617.03,328686155539.69,43
2011,AGI_50K_75K,1408591,3560556659063.89,2065631160378.81,354189102064.21,9.948,326636164284.38,29477884201.51,50474556208.93,69395916752.05,92254610706.53,233033907887.74,555938346569.75,4035228014.19,2227398312.01,2.15,250719851867.33,480065996081.85,26
2019,AGI_0_25K,2129732,1069953309050.34,882875255745.22,154144031592.58,14.407,124391271518.65,12259018087.78,1105378720.61,10954605282.53,46314254798.96,6748833592.02,151503216415.74,11910067540.9,13517112789.27,2.104,155962648579.4,453765588066.79,92
2024,AGI_500K_1M,7036244,4655195910458.51,2553658931643.74,705383488563.95,15.153,464034462467.22,57871316017.81,287870157314.85,15984704548.48,440686915124.45,177721193809.41,567060639847.19,9814001312.36,4862615541.84,2.173,41956765682.18,481890079707.75,67
2017,AGI_25K_50K,6455835,3674474057481.65,2164908290963.4,414418694023.46,11.278,324500035974.68,54032251699.68,267844930663.69,49438303719.5,311537412864.51,18669057089.62,586031714865.56,809942105.82,13652491681.47,2.477,387033182.86,90370314887.46,14
2013,AGI_75K_100K,6434904,7866501124673.62,6245434157795.92,977892846422.24,12.431,910253494474.98,20483064070.63,480730080869.34,114490311786.91,733841257927.67,312041886177.43,959484335586.3,9814069616.56,9590787999.8,0.859,171333457745.88,106836704324.18,59
2012,AGI_200K_500K,4186003,1147749684611.63,735160514221.12,200156258117.05,17.439,115200316253.06,17479002134.29,27109751453.97,24375989188.37,113516655024.35,128844336581.34,199638180813.48,748721251.76,3018881812.53,0.839,9040435572.25,27361346837.44,108
2021,AGI_25K_50K,6915185,6490856686981.27,4952918351838.11,789255665141.66,12.159,416768975544.51,28083444328.98,415264567139.86,31315135955.27,102122899985.58,47174218078.45,1142950499659.24,7163604614.91,6516521033.16,3.498,22044853420.04,396237809202.24,52
2025,AGI_100K_200K,6841530,8799124171809.51,5961309644664.82,1481203626197.52,16.834,1121838843912.13,57916391157.68,600167621540.62,45573995634.03,187723996474.05,557946527474.68,708549216060.03,6988981037.72,2170000188.12,1.237,198047115984.42,355039887624.32,92
2017,AGI_200K_500K,4061434,6302799308781.18,4749785398747.27,412125198497.85,6.539,311712124766.21,122577409708.09,344607382502.14,26836493713.4,246997535623.42,425047156984.65,951138132476.11,11524110480.53,12151356344.55,1.0,51871351178.87,362018575838.57,79
2023,AGI_200K_500K,6149748,7136923447665.97,3756934581627.81,779062242751.61,10.916,707550026167.34,140677491261.14,113940582109.98,35333626100.11,26694501518.69,318270087276.05,193575849111.37,8986871504.95,23387905168.59,0.745,177283194164.61,292801906769.72,68
2014,AGI_50K_75K,5020815,4043596644875.93,3310574004794.0,727379240410.79,17.988,640836799051.42,51149157430.75,121546800114.19,43023548791.97,119140085790.91,580103167525.75,817493600584.91,3750701012.19,27712629116.82,0.359,126054025478.84,362043821475.22,82
2023,AGI_100K_200K,3822096,688933279643.67,621115488863.95,170062272308.81,24.685,128112363726.16,8317025568.22,42609696901.43,14025939393.71,36246646662.99,45098834864.03,155159151548.29,8967667005.74,16950106493.72,1.804,109711461249.66,193674539830.2,24
2020,AGI_50K_75K,742358,188875821000.59,150076704918.58,20905094686.47,11.068,13802639483.4,1757910420.59,6184407760.53,2842065623.87,9745096733.12,5171335863.85,14671569010.4,6871971238.36,29787013803.31,2.732,128166563201.48,104956113963.18,54
2008,AGI_500K_1M,1119238,1516036991889.25,964204925421.2,112895294998.31,7.447,100635733711.81,15341903032.37,97640495204.75,44822206468.39,53640468466.81,88376766438.83,173394294956.56,3308959606.98,8585756244.65,2.086,40046934019.71,47854825854.06,17
2005,AGI_200K_500K,4642927,7498460798881.0,6255003312360.37,662647318602.7,8.837,468944790167.17,61732664845.33,372076371514.61,39390378412.97,155845861202.78,650103584789.83,1041811977061.73,3935316737.54,981632397.28,0.572,250221338592.7,131932392232.13,90
2021,AGI_200K_500K,450095,7563302369542.57,3650042670011.45,864604533618.98,11.432,677674916815.01,144600792057.09,449406307774.27,106865908503.44,64243481741.13,117968599385.41,933738511198.74,6653630586.76,34560221272.64,2.924,22147770391.9,116732633178.7,119
2017,AGI_200K_500K,728386,2617565851962.92,1779879573704.81,84524221876.98,3.229,53040169299.9,32729034742.7,204814594950.55,36700840041.8,5361558510.28,261315440334.36,354300769245.12,67387504.29,16661425557.39,0.371,96492717043.63,488523397501.74,12
2009,AGI_100K_200K,7219568,7904752155195.65,5717787208296.11,1584143002289.59,20.04,1206123442948.22,15636996854.65,30385382438.68,45680774819.33,746753356264.77,425229395175.33,1123277303526.68,1578324807.95,34087244910.49,1.196,243242090105.7,175272724176.86,21
2013,AGI_100K_200K,2090207,1960518617165.63,967063778481.35,182077114726.12,9.287,95691693046.38,7918883645.71,147619618829.36,48646070406.39,83654475827.46,123934767175.33,230223519518.43,8073163743.53,17145211360.43,2.331,86652321824.88,397881513826.01,83
2018,AGI_500K_1M,7022473,4611285801898.7,4061605883901.21,831950069144.24,18.042,317797269986.76,88553701203.38,366628415828.31,33123194850.8,183611504490.66,563669332737.91,927852308525.04,2698558671.25,11396984501.11,0.922,213761442564.9,249579601677.86,54
2015,AGI_0_25K,3022089,4331331478407.37,3571734087371.98,257477114833.94,5.945,206683159763.96,3626857408.03,262780425014.03,30211686056.14,174984815288.19,437212945844.69,786776057437.65,691228416.5,18604079486.07,2.201,81804272538.32,167397999199.68,117
2024,AGI_500K_1M,1936846,8489291685352.49,7618736751302.76,825144763843.19,9.72,553071187789.6,95646515764.04,433627051749.4,239577415616.51,408885536562.47,1033408716741.64,411065259524.91,5818284004.57,14842170489.94,2.363,71236312158.8,26922706969.56,79
2023,AGI_0_25K,4104362,8266674224553.96,4374820685164.21,867259626249.7,10.491,775663788192.83,122986124261.18,413209254962.3,111226324584.17,108677581751.21,593823135912.95,853151692928.32,2957926974.88,30055696021.26,2.604,197393660390.03,294868212863.86,39
2019,AGI_0_25K,5555710,267030616706.18,128093938640.98,13198028435.08,4.943,5846608065.0,4947999810.63,1952773673.68,4171544725.39,3895397409.48,6852133683.38,32839305408.24,7668932423.3,26268581579.68,1.919,77227660027.29,104238652307.16,82
2012,AGI_100K_200K,2903806,1957929607556.24,1514016757449.75,421764569619.64,21.541,396452679328.79,26270664521.36,39547004605.72,8445815122.05,103353994932.29,84337420317.63,329184318867.13,9657815935.77,10800144301.63,1.038,184377031416.58,16234910547.04,49
2011,AGI_50K_75K,5286786,8391431349749.23,7435188993749.82,1081379408182.57,12.887,873767278119.87,144042285720.83,612072300151.93,244123008715.07,707752926860.29,182182494631.16,1739316502393.6,7983188873.65,2554320783.65,3.001,255605738388.44,424378716523.67,107
2014,AGI_75K_100K,6956575,7931814817972.53,5977156220994.94,1606897548938.22,20.259,1103937954190.5,39675698742.79,567774604810.22,149054749039.74,39043793464.72,1072677060698.25,1527217352123.3,8868784880.96,29813523140.97,0.398,293482724617.02,93319599015.03,4
2019,AGI_200K_500K,6600414,1797876876429.14,1598697540347.58,438802557768.35,24.407,318310931056.69,31936754933.89,115255348944.62,44028902459.08,861122758.53,240211270958.62,445281057933.3,1032230913.65,2426799107.54,2.516,288687916538.83,302120557577.4,45
2005,AGI_100K_200K,3296973,3620851992109.17,1733864241356.17,100862892787.59,2.786,67555390311.94,33180190458.08,51203134401.21,45748745607.4,126238397219.53,161290494834.92,442807610458.49,2015307070.23,22191133695.95,2.938,32280211152.45,290654307226.69,26
2012,AGI_75K_100K,3029682,1335204808017.98,608609917925.02,131669943875.47,9.861,89278087558.62,18905976660.85,93283396706.36,5624118283.34,93045751001.71,18438864809.5,97591457947.0,9666893868.57,5768182570.03,0.145,88218914159.63,81560458035.2,106
2007,AGI_100K_200K,7267218,8828069731669.61,4444452292460.74,301398724489.73,3.414,281103547555.85,134078898675.61,668689171486.56,228376280308.28,882545340909.32,271660512267.21,1222495447340.51,8478341594.33,7846929866.32,2.88,268053682237.98,98731579794.65,22
2005,AGI_25K_50K,2246502,6880940290823.8,5554130778806.56,1514412788950.83,22.009,742527491729.32,75370325932.54,440655503426.41,13190257950.55,510275687144.5,22294471359.03,767010032374.76,1693682643.14,2576418524.04,0.095,71931733683.02,109592815365.82,97
2016,AGI_25K_50K,3766947,7857886944132.79,4219932331317.46,990071837971.47,12.6,413304833263.36,129717058883.84,164219367664.43,218416493867.57,232933432836.29,12129426614.97,1086932401222.94,2635066902.39,30921742252.28,3.396,108470718994.58,230749580198.39,4
2020,AGI_100K_200K,3125676,7584024476255.09,3895628986271.35,703296233520.29,9.273,507220324439.64,105335127190.4,341657435504.89,20931486180.58,46262386385.57,103800735596.47,786623913260.62,1987649632.71,12715536724.01,0.743,289726325060.59,377956972810.07,16
2023,AGI_100K_200K,3714329,1571714905693.46,718084018317.26,38717650847.24,2.463,25527584906.45,28076762175.79,62142101560.82,24040162725.81,10436837574.38,46474307288.21,143243857189.08,7043007222.3,33634249461.55,3.213,90277261842.64,445264877422.9,7
2019,AGI_0_25K,766146,4208000967081.07,3681464042981.92,247657783059.88,5.885,192790733416.05,13236950536.1,196661368135.03,90130533926.11,169698987861.5,293359295339.37,247887945072.08,9994698683.35,11738584889.62,0.57,20728342438.96,205519902770.79,104
2015,AGI_200K_500K,5811061,1372640082114.72,1057102422327.79,99397328965.7,7.241,90093327870.34,8248947104.73,35052072704.69,33572818313.73,75930904816.88,170620976971.87,191505567648.99,11865372940.52,29284369607.31,1.279,34990023353.82,441343606381.98,46
2007,AGI_75K_100K,5698686,5594400540839.42,4567609996485.54,1303058297865.57,23.292,918436104744.63,64628290069.15,142384906613.99,29504868769.62,35038111164.74,568329979591.81,878293291804.11,3498002773.58,23600606860.49,2.511,284962545473.2,292867875622.59,110
2009,AGI_200K_500K,1223055,7060438014893.24,5653498334198.04,1390961511584.77,19.701,642544069546.15,1804520532.77,518176499106.84,133461494166.04,249421107611.41,905021910578.79,520584346198.27,5939571189.94,1087877174.14,2.094,188109505705.1,312484389663.74,64
2006,AGI_50K_75K,13849,18292127461.99,11214383010.5,1007234408.52,5.506,668099415.47,14934834.76,668699623.47,121152446.58,666047743.96,1738065080.93,1365238669.85,8882552767.43,20024004631.11,1.744,263268043012.94,380504074512.58,104
2010,AGI_25K_50K,1337948,7007874639891.48,6229430565237.81,1383471205535.54,19.742,738439944399.03,113137046380.2,263700505672.03,91616022354.0,225160653476.92,321527795701.71,425074112995.39,11546282790.12,21959105277.9,2.084,218659814470.56,147093718346.19,76
2022,AGI_200K_500K,6633607,4017352460125.33,1843294621440.06,497640008196.0,12.387,347543733221.98,27571698134.89,40830978466.87,1051588342.67,195416221645.72,64089565457.99,479639393237.77,8336221858.29,24983535482.63,1.562,240996809740.94,91608753067.39,24
2005,AGI_500K_1M,3977434,4332289759479.66,3727083092119.33,663376212393.67,15.312,522114560184.31,80567385962.34,290528241192.34,85640310550.66,214655304102.79,463696313479.87,409828690303.34,9097693401.41,8761934579.77,2.04,161356125367.93,417657275603.44,103
2007,AGI_25K_50K,578756,8255252871374.76,5329823384592.36,828425911586.29,10.035,624789272157.61,64508592760.45,417500260235.12,11484159294.3,211971323031.22,35459837385.88,884241191578.76,38444083.56,45600678.91,2.637,54683258197.39,423749873291.09,60
2024,AGI_50K_75K,3787850,8233150170428.73,7052007255092.5,1767840821011.88,21.472,1624306373229.85,142880493804.62,265732845467.2,30011937540.43,731391690648.9,703068307469.78,1636586385938.85,6902944941.84,14025917019.17,3.049,3030603101.7,300789774301.91,115
2017,AGI_50K_75K,5657043,681197347299.39,580015502445.03,42878938423.39,6.295,22414038607.03,11974142939.9,37557217588.03,964863848.89,34706706973.91,93158605041.53,98571983392.28,9546822268.11,22115795948.35,1.054,250009554139.15,471434294339.94,30
2013,AGI_50K_75K,5550240,1373563540934.91,994632292362.28,140272831266.24,10.212,129815365964.58,19776189151.89,74935786899.51,11563029298.81,81651831186.91,18057750548.54,258452330448.87,8190760378.35,376681383.31,0.433,141458594462.82,291152002793.09,120
2009,AGI_100K_200K,7813698,3083174571782.28,1477508818874.64,245821158325.67,7.973,92120073684.99,28005586801.15,103943413157.29,87315227283.42,33487591990.17,225091529787.23,141346137484.64,10230428894.54,28538750550.87,1.146,272288702424.66,215997222034.52,116
2012,AGI_0_25K,7829134,4170960549193.33,1891245573517.32,336381690791.02,8.065,264094119349.4,40341782637.1,277245654444.01,74799270505.81,13664175751.72,283765768618.27,499218186148.37,5567809271.38,24615881830.23,0.022,55260253193.99,378604947963.21,94
2011,AGI_50K_75K,1154267,5187178016354.2,3961019400050.71,1111384507303.59,21.426,758355061657.67,51428207178.69,227854837177.08,83240033490.71,484111351057.93,48178973599.68,1062207062565.07,7625700272.49,5986191395.11,3.023,197216640184.87,415078591008.67,95
2009,AGI_25K_50K,5363552,5179709596296.68,2568902522220.97,570459352197.4,11.013,237479451475.7,3548036628.39,104076140042.1,6930803130.21,106292710849.12,66466734946.77,710762628238.68,4867847087.74,6939804959.6,0.05,214400189018.88,286416988109.14,53
2014,AGI_25K_50K,1520448,4343101982691.27,3308694779468.42,750617844146.42,17.283,704779357032.69,27162116760.3,279106616521.83,73040953141.82,360210797482.55,83603913640.47,558975874270.05,1703598614.19,29758123439.18,1.247,93307101389.22,433955534468.51,96
2021,AGI_100K_200K,469576,4839829085186.93,4093632199977.7,184191410957.93,3.806,107086647876.23,2671741527.61,109046428296.34,37387036338.04,183906716461.46,130051253018.19,1132701398071.22,9991248522.53,19362600190.11,3.222,90726505974.1,386153652999.32,66
2005,AGI_1M_PLUS,1660036,1633770464479.06,1326281261513.66,262366026546.33,16.059,216860267289.51,3340922280.03,54820868232.93,28378516252.65,5592044231.03,168255830323.74,121181708244.91,11007256798.65,6124474543.28,1.015,182004759260.52,475929562094.16,79
2016,AGI_50K_75K,6480298,6519332613479.04,5228135490308.02,763074677474.89,11.705,334682561218.59,2121286545.39,103194704415.6,79109498985.89,299674332886.02,91079402921.8,997158422976.21,4063818273.74,12503260520.57,0.877,6056365191.98,467151364645.3,114
2019,AGI_50K_75K,6107219,6456903850616.97,4805322142567.66,473759630815.73,7.337,413837299043.76,3621383615.85,193018874808.21,116914446050.03,39375114472.7,461678403861.81,858723321960.53,142913468.94,21457504284.59,1.832,119990988478.16,453627593268.13,106
2014,AGI_0_25K,6499724,5873376614461.45,4098378203583.75,802833924683.12,13.669,527536120835.6,13028051403.7,432567560535.79,139633958764.13,25212670553.74,240519187882.0,563908810377.75,1111546612.83,6222595844.42,1.163,167054110266.25,171562076502.06,87
2023,AGI_50K_75K,511849,8723114466042.93,4460475854246.66,524080887366.43,6.008,450345175158.24,139232117858.52,443248536518.85,194836290294.82,315298815473.01,545338819359.65,440968033881.13,3540763051.29,32956504601.22,1.197,3573622120.79,189826495157.78,57
2024,AGI_25K_50K,1786231,4526364528498.98,3149853773575.49,287655851821.26,6.355,247925403612.41,72675673139.72,334336576974.86,111848999771.55,378279463393.38,449230724909.26,633173693486.96,2476393602.53,6055468529.95,1.192,129560935896.89,346620436122.92,37
2023,AGI_100K_200K,2406247,3266337949421.84,2380718321098.88,662691677849.05,20.289,473369371898.66,20530476008.25,170126847253.45,3821384788.1,278087047419.28,206023084316.42,272102603597.28,5096630509.0,23287046901.73,1.451,50959389756.66,473642431597.94,35
2010,AGI_25K_50K,1347333,4681808834064.37,2800984903030.41,825989275569.64,17.643,709020044526.86,16669143677.64,49961384359.52,81268915370.53,59706580745.22,153257985314.99,411815420485.91,115601606.56,4658145198.57,2.772,141118914212.47,444360188112.95,23
2023,AGI_100K_200K,7424883,1030394159432.53,896125059676.1,112023035748.93,10.872,91944178039.09,7861198438.53,53624130813.1,3915951432.57,68746668272.76,73002498498.57,143471344335.63,6654712149.15,6041893215.34,1.749,20801120968.21,95517498853.19,70
2006,AGI_0_25K,3581531,1541083424816.02,934128732330.46,119915656729.69,7.781,66821878206.98,1180451969.8,73114236804.04,14198690252.63,67099773874.5,47683639597.79,119330102112.54,9495825622.5,18475704716.94,1.963,205636436192.14,326090433344.09,93
2016,AGI_200K_500K,4117844,5739840702266.61,5223398478671.38,923979218858.31,16.098,400483080189.71,105124962219.54,132705173913.72,114137766956.28,442475654541.49,678689928267.32,1273999108808.6,1950590312.88,23527448971.74,1.753,63814529766.3,37346485196.06,109
2018,AGI_25K_50K,3016652,1955025555297.88,1690983433727.42,450226994037.0,23.029,301233535164.63,24490969102.25,130904614339.44,1192930176.04,112658106263.98,201612060529.54,190265115790.21,5182904784.27,22240787691.64,0.479,210473996366.09,130988683358.0,64
2020,AGI_50K_75K,3428433,1305821005902.87,1200507766580.94,106849510759.7,8.183,78099575363.03,4599303850.6,74024349840.19,36827075156.98,11450713678.11,181323757424.76,203893558753.31,7421765923.03,1337538783.85,0.77,198345886218.95,366147559932.5,102
2023,AGI_200K_500K,3423496,8095186525049.2,6628678183077.49,1129867746557.66,13.957,819406205156.67,87313541798.32,274331657606.83,28683114697.67,772646734695.65,648308636789.97,1271995886140.06,735588709.55,16620159831.09,2.42,240953519719.08,149913457364.7,14
2017,AGI_100K_200K,3287349,7119852108702.4,6395745373322.47,616495813581.58,8.659,506212817219.2,99594123495.41,286729298679.13,129918423538.96,594616712534.87,535838748331.43,444020788448.61,8654046782.5,34269952580.31,0.761,195464455674.51,456698522468.54,90
2025,AGI_50K_75K,1220780,5336628023969.45,3860485595361.24,1150409123064.9,21.557,446849234303.19,99991932585.76,42164388676.72,97965640834.52,340934338133.02,569055307771.39,235485791909.88,8761223712.29,5698874244.24,2.777,12287204576.19,464600777612.51,113
2013,AGI_100K_200K,5089585,525444376228.96,469251182193.95,35651979396.06,6.785,26212415444.64,640539820.09,26748748227.06,13187684538.91,30220450246.8,82931239438.56,33351023903.08,7886123661.99,29414345178.05,0.365,82313986937.35,117175936468.22,23
2005,AGI_0_25K,1337728,7498300465448.26,5943138318041.15,969167789796.99,12.925,640469665027.88,145925638787.37,598592876980.38,146708731847.68,330363193503.24,1031839121190.49,525745460775.52,6235299795.9,17037423956.92,2.017,296166516583.99,455635217008.41,86
2018,AGI_50K_75K,91594,6909943628873.32,4937514587911.9,769002682189.1,11.129,625542693881.74,74400208038.52,392628859850.98,51276463536.8,544161806133.38,499959185939.45,1308450946674.09,4144548777.6,20889837404.13,2.278,260874424159.22,316506771023.59,14
2022,AGI_50K_75K,7107522,4904720021570.51,4022187008828.65,743063290838.94,15.15,500521918831.29,12754722924.29,15538830842.84,114865534959.81,115039048265.99,373755756656.14,499395105001.05,11078541710.98,2011292664.36,0.312,217505115769.78,13904969906.61,48
2013,AGI_100K_200K,1150557,529968675144.76,303219053832.13,32380918396.27,6.11,20932258097.68,4919792595.72,30682016891.13,9147161635.55,38873617171.32,14062584660.9,79101202047.68,4015776072.81,31777580989.49,0.185,188942727750.18,339318483644.57,93
2007,AGI_100K_200K,791460,7246986566369.72,4692961308984.06,1155175837053.67,15.94,782114687121.14,131468260662.46,205051822519.25,167815321299.77,325028381873.41,201664750955.7,638215980699.49,3830294967.21,11242740466.0,1.272,211008132930.85,126993750011.68,90
2019,AGI_75K_100K,3153189,624263360021.58,346573227254.95,84015003193.9,13.458,74138207662.53,4681087610.26,23275355657.95,10774904975.39,45072489045.52,5752932406.14,41750660754.88,6704207444.51,28902061657.39,0.038,274054634486.95,455609467202.4,45
2012,AGI_100K_200K,2788877,7745994236349.81,5042722366532.01,821015544262.64,10.599,443969421667.14,38303898603.31,330135267490.89,148361021380.91,457136451476.91,461003286296.68,1400612551146.56,2552197878.65,1206290104.28,0.403,19436247259.15,78334938642.98,115
2006,AGI_25K_50K,767763,39530374766.48,21209857636.34,6357421596.49,16.082,3349328185.24,449275266.59,1270523339.51,485524798.44,1111054112.73,2485893489.02,2769819600.93,2183159768.03,7591477278.52,1.857,177005471719.71,25898918487.77,43
2008,AGI_0_25K,6705675,7114562731799.64,5115927761281.76,760062450229.37,10.683,297492155049.19,46029112130.81,279056417303.44,113926425241.85,30328858103.46,761436035794.31,494618108199.26,246354261.75,3576892560.51,0.174,299580549338.5,185980726990.42,24
2011,AGI_25K_50K,1384966,1045608560058.97,733691444239.86,69924732766.01,6.687,65354048268.16,14365319272.68,73717898818.38,18154138092.85,3352160487.72,76171870563.41,144514445164.31,11296202965.05,10943327919.08,2.952,152529299473.26,251866754177.83,25
2007,AGI_100K_200K,7187276,4232565573316.05,2166573753137.7,343873803607.23,8.124,232338669367.21,56439928347.03,306140707495.16,16776855184.96,141145913291.52,351030851597.51,237891741505.51,3418976885.06,22142970563.0,2.455,230871562455.12,214303581016.73,74
2005,AGI_75K_100K,4711144,6123294237612.79,2795425718704.26,833299810164.07,13.609,718043407210.11,59905692212.68,264192159134.21,92401696210.9,50521110770.53,356972058639.32,776978002886.73,2262454008.71,5780261013.28,2.86,285505330568.99,119563328005.51,3
2014,AGI_0_25K,239032,1369479368208.04,1136756535397.25,94989162536.62,6.936,50279005442.67,3124620791.22,38870003669.92,33263518006.14,91139790922.12,147290464176.37,109847599766.42,11346662300.1,9184246474.48,3.395,32874359549.95,105869109156.55,60
2006,AGI_75K_100K,7629944,8524311916714.32,4767502249564.81,1078584908217.39,12.653,881510398155.89,76754985841.97,111716998210.86,75198580474.7,356175263877.2,286979639977.15,697038276823.03,1681349965.12,11151671154.53,2.903,155722631813.42,238774134887.71,69
2008,AGI_100K_200K,936168,7291411012491.96,4358320392513.7,1035118299915.69,14.196,487586657391.75,17761020107.92,330283609724.37,13868874503.98,470469481122.76,241803378000.07,1089372106815.14,3330551321.5,4568985693.42,0.034,79031756051.82,372130845074.78,118
2016,AGI_200K_500K,1255683,2389526466744.18,1513228643702.48,189574700719.24,7.934,86963319467.7,32116397526.4,140950438890.87,30602995347.13,155635901736.16,136307127316.46,266177195997.14,6792370636.91,4050583514.16,0.31,203343858177.12,124577994444.74,40
2006,AGI_25K_50K,3811119,7338065780716.09,5735381541140.82,1695816564499.16,23.11,752895663611.29,85314010805.68,443301525190.68,80936567761.43,45932950937.37,1030945015466.35,567422110362.36,7522411005.74,19479244016.77,0.672,146016748600.26,476286164025.04,17
2024,AGI_50K_75K,1909573,1418354742929.48,909341086745.55,143862059888.02,10.143,126114571345.67,2217871317.39,35709308681.05,23875189823.38,132368559482.02,126895796778.5,161167177045.15,9118672428.07,15467544986.04,2.58,24364262809.06,278677437525.06,25
2007,AGI_50K_75K,2541064,3612219395197.62,2084607591891.36,192759146670.85,5.336,88496147819.12,69450818667.06,179886089628.43,9250152397.1,320843516373.29,49549343005.83,397637671099.64,1039884507.02,21088053604.4,2.383,177015975288.23,143104201006.28,59
2014,AGI_100K_200K,7098708,6755139615486.39,5600738088392.5,300644881597.53,4.451,228099148848.25,37739102692.92,470305595956.27,139719117380.2,542373200998.01,419905444021.48,629753601017.05,1608630673.66,31300641545.86,0.341,18449994976.19,276477819953.31,20
2010,AGI_0_25K,4717687,8867385028774.1,5088063423213.81,580701504117.17,6.549,407856432762.27,35892510608.38,83944147635.96,116250103375.88,875958340829.73,493401402227.02,1419565909599.82,3888099952.36,15584669736.87,2.371,113857222618.42,981313298.66,59
2014,AGI_500K_1M,5549978,3250042363279.58,1924758931915.26,133544604845.32,4.109,60694899986.33,19679685723.44,193840888381.48,10469724486.95,198274783764.7,71784950287.95,428988592211.84,11868293791.84,20656067707.78,1.841,46990589108.36,71739259670.48,120
2018,AGI_0_25K,2088773,8741667942826.64,7090221676638.53,598504372970.04,6.847,383502476447.09,33615553202.28,161011671012.67,105597275062.11,655199011958.73,1074907922278.81,1581398312426.41,4623038248.87,29523929355.73,1.269,7796287236.58,49111984256.83,112
2014,AGI_0_25K,6803828,2857558188020.44,1608181189068.2,324346465281.52,11.35,241005545766.44,54867789844.22,163333602389.12,23653234759.15,182970284201.12,60912692405.68,358862999012.4,11522796022.64,8085116236.4,1.457,109787675266.25,4747735228.98,20
2025,AGI_0_25K,3722417,1853930617230.2,1177787480182.33,134464580590.72,7.253,84318505593.09,11868816675.28,7311096336.41,29514682875.98,138231440400.17,47350674078.67,216099828573.81,10023319073.78,29762420373.67,0.661,291746845364.28,54437074186.73,11
2022,AGI_200K_500K,6976568,7077705309081.32,5511076739789.88,1127679635266.11,15.933,830483854597.01,122995465068.55,307379683922.45,140917259049.89,181405536237.36,227225924608.32,736860946821.06,10590857286.27,19014624387.28,2.431,4752881530.87,228414230685.48,115
