care_util_claim_month,care_util_place_of_service_code,care_util_procedure_code,care_util_diagnosis_group_code,care_util_member_months,care_util_visit_count,care_util_admission_count,care_util_readmission_30day_rate,care_util_ed_visit_rate,care_util_preventive_visit_rate,care_util_telehealth_visit_rate,care_util_high_cost_claimant_share,care_util_generic_fill_rate,care_util_imaging_rate_per_1k,care_util_lab_rate_per_1k,care_util_post_acute_utilization_rate,care_util_home_health_utilization_rate,care_util_pmpm_cost_total,care_util_pmpm_cost_inpatient,care_util_pmpm_cost_outpatient
2021-03,DayCare,PROC-2003,DXG-912,655055,113366,64066,4.37,506.76,23.84,455.82,6.9,68.12,224.25,1036.1,31.3,20.55,4271.37,424.8,214.14
2021-10,DayCare,PROC-3533,DXG-509,1124057,3155,3373,2.62,180.76,105.73,649.62,0.91,71.38,263.68,23.82,11.74,30.3,3061.18,328.03,1405.51
2024-11,Tele,PROC-3960,DXG-47,1245189,356559,63931,12.82,73.83,249.16,323.8,0.05,85.99,141.96,1087.98,38.31,9.35,3116.14,558.12,16.6
2022-04,ER,PROC-7199,DXG-996,638240,390613,12916,26.93,83.72,750.45,562.27,3.95,91.57,266.41,1206.52,10.12,12.11,3491.59,447.42,1468.17
2024-05,DayCare,PROC-9406,DXG-721,585486,326306,74771,2.71,70.58,687.61,449.52,1.41,90.5,91.63,334.91,32.35,32.85,142.31,1605.74,1228.47
2020-03,ER,PROC-2689,DXG-904,224416,45482,51313,6.5,335.27,782.26,93.29,0.23,55.34,212.59,460.28,7.39,22.01,1437.88,2870.04,747.16
2022-01,ER,PROC-6087,DXG-102,85947,46235,10621,22.95,374.37,496.77,104.95,6.82,84.42,289.05,994.34,34.82,33.18,246.74,428.72,1619.55
2023-10,DayCare,PROC-6116,DXG-943,859614,285644,15437,18.49,72.22,168.12,77.52,3.54,91.26,100.22,1375.55,8.93,2.55,3264.53,620.05,460.97
2022-04,Tele,PROC-8158,DXG-680,269939,194565,35804,17.92,297.92,477.6,159.75,1.12,92.8,49.39,1585.16,30.24,17.35,1052.87,2731.07,677.34
2022-04,HomeHealth,PROC-9105,DXG-198,500471,237933,54385,6.34,290.8,93.54,48.75,8.1,89.13,342.14,780.95,16.16,18.61,3991.98,2406.71,175.81
2020-03,ER,PROC-1886,DXG-975,846160,147995,3100,12.97,392.4,711.95,392.21,5.31,50.18,5.65,991.11,9.7,20.34,4057.4,2156.67,1168.65
2023-03,OPD,PROC-9918,DXG-642,1774602,39417,14595,29.73,399.93,873.62,576.11,10.46,67.38,357.76,1236.12,18.42,0.18,2179.98,1661.05,318.24
2023-09,HomeHealth,PROC-2992,DXG-269,529550,43431,14179,12.87,217.85,221.6,585.58,8.08,51.41,238.35,1046.15,36.14,13.58,4300.07,2236.87,628.3
2020-10,Tele,PROC-7698,DXG-204,420191,206843,15331,6.19,574.89,327.27,534.29,10.18,79.29,55.84,623.9,15.27,30.35,409.04,1622.36,1433.36
2020-05,IPD,PROC-2804,DXG-73,959957,369717,57934,3.77,28.78,575.43,515.57,6.34,60.14,129.16,1590.79,5.08,25.57,2560.86,204.57,841.16
2020-01,HomeHealth,PROC-3973,DXG-687,1682408,399846,79630,22.04,386.61,781.46,482.66,0.58,77.22,162.74,895.6,9.87,15.89,783.38,418.18,1020.84
2020-05,DayCare,PROC-7862,DXG-45,1663699,121322,27047,0.57,166.76,400.12,115.12,7.09,72.56,391.37,325.04,7.76,6.72,1238.08,39.5,163.08
2023-06,ER,PROC-8552,DXG-784,1164705,2751,43517,5.33,430.64,43.15,359.5,10.32,94.42,271.54,20.14,6.91,11.35,1363.74,601.38,133.94
2023-09,HomeHealth,PROC-9837,DXG-34,1565037,72008,3450,16.25,167.06,46.51,66.32,11.81,89.74,412.97,772.71,26.01,20.9,3603.87,2088.93,646.0
2023-08,Tele,PROC-9156,DXG-271,1360585,115515,70759,29.8,483.12,664.66,17.97,3.74,70.57,159.29,83.79,17.0,24.32,4399.92,561.21,1936.24
2023-06,ER,PROC-8293,DXG-319,897077,382345,79291,1.36,45.9,24.1,188.22,6.23,95.11,379.48,1108.61,1.26,23.86,3297.36,708.9,1918.24
2022-06,ER,PROC-7904,DXG-10,1052447,399308,45296,24.23,473.72,65.7,169.72,11.88,85.15,324.53,1290.32,38.66,11.12,2139.26,1349.83,796.31
2024-03,PHC,PROC-7315,DXG-175,1789238,61971,38692,27.08,133.3,587.51,53.5,5.37,87.03,229.99,860.08,10.91,26.94,2383.34,2487.35,1688.66
2021-03,DayCare,PROC-8633,DXG-438,842869,254533,44166,24.64,136.11,795.68,124.96,3.93,82.18,273.51,357.83,13.62,3.95,3363.09,2731.69,958.38
2024-04,ER,PROC-9253,DXG-634,1446722,216719,64269,5.24,47.73,527.44,277.01,5.8,42.57,326.47,633.06,4.42,27.46,1140.61,2221.46,1076.33
2023-09,Tele,PROC-1743,DXG-957,1302303,10581,25158,15.19,327.9,500.36,201.38,6.51,75.53,117.33,214.75,13.12,32.26,4316.07,298.27,368.64
2024-04,PHC,PROC-6285,DXG-753,1768025,93833,51229,9.75,328.59,799.7,413.72,8.45,94.69,271.83,40.55,6.3,27.25,1673.68,1343.27,1960.5
2022-01,DayCare,PROC-4519,DXG-945,1701163,170342,60633,9.5,3.77,176.08,384.13,11.1,43.87,29.57,334.23,25.02,15.19,2152.81,2671.65,1866.79
2024-05,PHC,PROC-5535,DXG-627,1580057,204203,43744,31.46,126.85,125.69,116.82,0.91,79.06,205.61,1400.77,30.31,20.6,1364.9,458.15,789.44
2020-08,OPD,PROC-1462,DXG-143,1576511,91845,74845,27.41,171.62,93.62,147.45,1.35,96.81,23.79,859.55,33.92,11.5,4220.23,1927.29,406.65
2024-09,OPD,PROC-8340,DXG-79,800573,37526,46140,29.07,151.21,78.96,638.45,10.76,40.01,335.56,392.84,36.79,19.14,3413.81,52.26,991.23
2021-05,OPD,PROC-2067,DXG-725,613697,168685,77616,5.49,486.01,430.4,636.73,6.31,80.13,382.6,431.18,35.43,30.09,4179.2,1198.53,162.39
2022-05,DayCare,PROC-4380,DXG-499,149711,112817,28948,25.39,341.54,482.24,167.73,8.88,90.99,172.93,1388.4,8.56,23.4,3091.62,100.45,438.37
2020-10,IPD,PROC-1018,DXG-627,275242,206221,47527,4.98,118.05,163.97,110.37,8.83,92.1,414.01,696.66,23.64,11.25,3643.62,1386.05,563.19
2021-08,DayCare,PROC-9574,DXG-622,805062,203016,78274,32.4,560.0,416.35,74.26,6.02,77.2,296.82,418.21,30.84,18.82,315.15,1031.31,2305.9
2022-05,HomeHealth,PROC-2658,DXG-632,1581409,127833,48952,10.2,48.77,231.11,134.59,11.71,60.99,8.92,811.27,5.3,11.76,769.41,901.79,2193.04
2021-04,ER,PROC-7411,DXG-730,1813040,12784,9474,20.41,71.43,298.28,13.78,8.77,97.48,385.72,287.87,16.64,29.49,3884.04,738.23,324.12
2020-10,OPD,PROC-1516,DXG-554,1774339,291363,53684,21.19,180.4,429.39,109.24,1.8,90.33,267.58,628.75,23.73,7.62,3260.68,137.51,1151.83
2024-08,IPD,PROC-5948,DXG-496,1880388,18273,78769,16.33,337.91,303.28,511.34,7.31,80.21,238.48,1504.89,17.65,25.92,3868.86,598.55,1395.26
2021-01,PHC,PROC-8953,DXG-137,509434,283103,3181,17.83,93.1,866.03,53.76,9.08,40.66,146.21,693.92,37.35,7.45,580.17,2871.7,2136.86
2020-08,PHC,PROC-1086,DXG-504,1854407,198398,40613,13.18,492.32,478.27,165.73,4.59,63.92,78.09,255.2,28.57,20.0,3593.56,2937.96,1703.63
2022-03,DayCare,PROC-9821,DXG-964,455328,44539,38841,23.33,360.05,799.36,298.83,2.15,90.56,50.47,1020.06,32.81,0.95,1430.55,1857.01,529.38
2021-02,IPD,PROC-7759,DXG-775,526870,78521,43078,17.48,413.72,845.69,119.6,0.87,56.99,17.28,1530.55,36.68,24.84,1183.61,1778.93,554.96
2023-09,IPD,PROC-4651,DXG-790,170118,260805,54469,32.85,83.3,21.71,369.87,11.37,42.86,200.26,1423.63,14.68,33.81,1309.66,980.11,228.53
2020-08,PHC,PROC-5654,DXG-692,1128015,165873,15417,6.06,469.44,228.75,398.41,7.22,86.8,287.65,1536.52,28.39,3.84,2277.95,1234.67,2283.85
2021-08,Tele,PROC-1852,DXG-546,439506,115776,31031,19.36,330.17,288.77,151.31,6.42,57.54,236.76,993.19,0.01,10.92,3032.27,820.28,1398.6
2024-03,ER,PROC-7786,DXG-777,907331,302014,4456,18.38,21.41,509.06,624.91,11.6,90.41,143.15,138.21,24.33,17.61,4347.75,1756.46,985.29
2022-12,DayCare,PROC-8532,DXG-332,143527,69274,79192,23.66,225.36,503.39,88.3,2.49,95.73,336.24,1579.42,21.85,25.77,1425.25,2053.66,1386.6
2020-03,PHC,PROC-3249,DXG-58,232551,220970,63360,1.53,517.43,220.49,109.43,5.72,42.93,216.19,325.42,24.98,5.02,1961.94,1233.44,699.2
2022-08,IPD,PROC-8839,DXG-874,1271375,308595,30062,33.53,461.17,228.58,305.2,3.88,72.54,411.38,808.4,1.84,5.12,3760.35,1337.91,1803.98
2022-07,PHC,PROC-7070,DXG-795,965983,140040,5127,30.25,455.45,851.66,534.04,11.39,61.27,11.07,418.68,31.5,25.44,1159.58,1659.26,2334.81
2023-04,DayCare,PROC-7109,DXG-646,1510646,56912,6652,22.68,405.74,609.45,643.32,3.37,94.36,13.51,1091.24,32.59,23.31,2017.66,1880.38,2051.04
2024-03,OPD,PROC-2671,DXG-581,842643,253267,24308,19.94,8.11,35.05,78.8,5.55,50.95,67.94,278.12,18.13,9.94,1749.25,2281.7,2090.85
2025-07,ER,PROC-2054,DXG-67,693992,250778,63198,27.79,457.61,595.6,308.04,9.79,56.35,275.52,916.14,13.31,26.89,2182.25,923.39,106.12
2022-01,HomeHealth,PROC-7323,DXG-957,953286,124620,38567,5.14,446.35,513.84,318.9,6.89,90.22,73.72,149.84,8.35,17.4,3019.36,2016.22,2317.51
2022-08,ER,PROC-9210,DXG-775,1697520,139923,16564,27.25,13.6,775.66,599.02,5.79,56.01,12.5,229.65,38.23,19.79,3596.76,2210.42,407.14
2022-07,PHC,PROC-4872,DXG-536,1495665,369128,55251,11.0,99.86,797.08,609.04,8.71,98.0,123.86,1039.83,10.7,34.27,1621.05,479.99,2198.16
2020-09,PHC,PROC-7598,DXG-667,705428,296616,6973,34.5,496.78,394.6,325.25,3.96,81.32,68.88,1399.53,32.58,30.94,680.88,52.42,1910.49
2021-01,HomeHealth,PROC-3434,DXG-374,1138011,388577,8490,1.32,440.9,592.53,352.52,5.31,61.09,236.69,953.62,15.64,20.12,136.65,659.68,1058.01
2022-09,IPD,PROC-8742,DXG-809,482938,37485,43575,6.35,124.48,864.31,80.96,3.36,61.63,48.28,803.97,5.83,14.76,2829.19,3026.83,51.77
2021-06,PHC,PROC-1891,DXG-780,1767613,357505,1122,26.99,332.11,425.46,174.96,1.26,96.38,242.9,479.75,12.24,12.34,1989.36,206.97,225.33
2022-06,PHC,PROC-9116,DXG-87,1103457,142047,30187,7.88,506.86,507.24,542.63,9.32,74.66,407.26,1014.47,35.53,5.23,3634.39,1491.77,1927.15
2020-08,Tele,PROC-8928,DXG-243,1146714,195006,76591,7.92,202.25,303.77,276.34,4.86,59.71,26.59,1120.82,16.65,4.69,3265.98,1515.19,1861.82
2023-02,IPD,PROC-2044,DXG-848,21722,393082,63673,34.26,92.72,186.36,257.48,5.75,82.01,226.28,635.79,14.42,9.88,2345.04,1512.77,1928.04
2022-09,ER,PROC-8069,DXG-32,617517,358281,13932,0.03,226.47,55.83,79.37,11.55,74.39,132.17,346.41,16.93,12.52,110.97,3069.41,1619.99
2022-12,ER,PROC-9965,DXG-643,1962430,185653,27622,8.04,35.82,360.47,28.98,3.89,55.81,411.31,1517.33,30.77,15.49,2920.31,1547.64,1308.9
2023-06,IPD,PROC-5677,DXG-846,1193297,156761,31407,19.43,97.65,419.55,611.27,11.1,93.18,402.96,26.19,27.36,27.92,3882.29,2188.34,470.44
2024-03,PHC,PROC-4543,DXG-354,1068465,396089,75697,3.36,515.51,176.95,288.72,1.11,86.55,380.72,182.53,5.4,2.01,189.8,445.09,2138.34
2024-12,ER,PROC-7072,DXG-131,1167730,373039,25570,8.48,176.94,191.35,295.88,5.5,65.34,293.51,218.07,18.55,2.42,2169.47,2597.08,1204.03
2020-01,HomeHealth,PROC-3555,DXG-198,684277,340972,73915,22.45,579.47,316.15,301.71,1.42,90.48,136.85,681.18,37.09,8.39,3520.91,72.06,1423.95
2021-01,Tele,PROC-6413,DXG-194,1961164,321151,5725,32.7,577.17,258.47,293.34,11.33,61.33,327.12,397.07,5.79,24.35,2379.41,1409.03,1091.91
2021-11,ER,PROC-5216,DXG-802,813405,212988,37408,30.75,418.69,261.39,40.05,4.28,63.12,58.87,500.13,2.95,9.79,4072.5,1172.85,2131.83
2022-07,PHC,PROC-9439,DXG-144,126103,34003,71008,7.57,444.87,159.81,289.13,9.62,51.95,34.06,1061.93,11.59,4.11,2852.79,2111.21,388.65
2024-08,IPD,PROC-8344,DXG-910,753339,398910,22004,5.21,403.93,668.02,328.95,11.12,93.08,204.64,193.12,28.44,0.94,4081.22,2995.0,618.11
2020-03,ER,PROC-6099,DXG-393,1595331,390295,73644,4.18,333.02,188.96,436.34,4.62,55.58,320.42,1369.79,29.05,1.24,2352.63,232.57,350.76
2020-03,HomeHealth,PROC-8988,DXG-256,477416,53144,35464,1.37,464.89,451.3,163.53,5.25,63.14,239.16,1498.39,5.56,1.65,2237.92,2142.36,684.11
2024-12,HomeHealth,PROC-1628,DXG-437,1712695,165420,35703,30.68,87.13,697.58,199.82,6.8,52.66,292.07,1185.88,31.87,10.81,1497.2,193.9,2056.16
2020-08,DayCare,PROC-4074,DXG-137,1243636,349208,56500,3.66,236.96,653.77,143.87,1.56,47.69,82.67,92.35,21.63,11.3,4260.03,1763.07,1061.99
2020-03,OPD,PROC-4892,DXG-95,1173002,161449,38715,10.88,386.78,409.61,29.78,10.34,93.41,123.64,1061.08,2.84,9.35,3377.0,1521.14,1960.09
2025-05,HomeHealth,PROC-7397,DXG-447,397323,12309,5541,4.51,275.54,785.19,431.75,6.57,76.52,140.13,396.44,38.61,6.52,912.66,801.36,1164.61
2025-07,DayCare,PROC-8892,DXG-576,342668,349832,6731,34.0,315.24,378.62,605.29,11.11,61.79,142.32,877.65,15.69,33.66,404.46,2102.52,128.17
2020-07,PHC,PROC-9222,DXG-991,1924514,209681,10088,18.69,420.31,793.43,506.72,8.71,50.26,409.97,126.92,16.58,11.39,2278.67,3190.27,2270.47
2023-03,HomeHealth,PROC-3353,DXG-19,1948753,333055,39394,30.02,6.55,476.28,35.12,7.57,86.65,95.73,880.54,16.22,6.36,3129.33,2164.3,315.78
2021-05,IPD,PROC-8681,DXG-688,7089,366690,55007,20.9,140.35,324.56,529.16,11.59,43.18,374.59,482.92,22.1,18.32,905.82,3016.67,2280.63
2021-03,OPD,PROC-6832,DXG-75,1951658,162794,22982,29.11,447.91,7.88,493.55,6.2,69.15,17.66,890.27,20.64,21.27,378.08,3178.25,2326.0
2021-02,IPD,PROC-6821,DXG-573,375521,350516,25038,26.85,33.5,567.28,343.35,7.45,61.16,350.47,14.89,22.44,28.41,2660.21,2500.95,269.61
2024-10,Tele,PROC-9426,DXG-353,1109481,395389,30365,0.51,267.18,183.36,484.62,1.04,42.12,295.7,556.5,33.39,32.85,2070.97,1946.47,251.92
2020-03,Tele,PROC-4867,DXG-30,778393,356816,37325,4.18,19.56,485.81,82.24,7.04,80.08,365.21,410.59,8.08,9.03,1832.87,2502.49,2087.22
2025-11,PHC,PROC-7299,DXG-572,1123306,262270,63410,19.93,28.23,707.82,459.26,10.64,49.52,68.69,1365.87,3.92,24.07,4370.51,48.07,1919.27
2022-01,DayCare,PROC-4432,DXG-304,666573,173996,33550,23.53,577.71,410.33,221.39,9.71,77.68,244.59,17.16,38.91,16.36,3161.49,483.99,2322.43
2021-05,IPD,PROC-7612,DXG-973,1898793,133246,59793,33.76,567.81,532.57,226.77,5.45,82.91,41.12,563.23,27.08,17.48,1856.31,2820.87,1737.56
2020-03,ER,PROC-5583,DXG-547,582662,304876,63432,28.31,50.33,135.82,246.61,8.19,46.19,28.04,1107.15,0.54,29.73,1059.01,2219.08,720.15
2024-09,OPD,PROC-3513,DXG-509,1241766,323917,17332,8.32,258.16,842.38,358.21,10.82,72.49,134.98,1097.55,5.05,34.33,2979.3,2715.21,458.56
2023-02,HomeHealth,PROC-9340,DXG-447,1329520,303877,45297,3.14,151.2,715.65,401.4,2.65,66.94,219.3,84.44,3.74,30.2,3943.18,1167.02,1245.99
2025-02,Tele,PROC-2541,DXG-264,1687175,24785,72690,18.05,170.37,794.09,340.26,9.71,59.08,48.85,1271.89,1.93,31.05,295.88,878.82,682.26
2025-06,PHC,PROC-8098,DXG-333,1484941,97311,8409,31.37,200.87,652.14,324.93,11.52,96.62,306.6,853.3,28.96,28.15,1699.12,2315.98,602.96
2023-04,Tele,PROC-4652,DXG-564,1119933,62333,2606,7.02,408.6,93.17,55.05,5.72,80.97,147.07,946.75,35.48,26.12,347.98,276.97,672.12
2021-06,OPD,PROC-7034,DXG-296,140304,139420,5480,19.18,377.49,167.31,106.36,9.46,98.43,260.97,806.07,0.44,17.1,512.61,2751.56,394.25
2025-01,PHC,PROC-2724,DXG-852,1174229,124038,33050,20.93,423.96,311.11,13.63,10.13,87.43,17.83,817.59,24.4,6.04,3906.98,383.1,1369.72
2022-01,HomeHealth,PROC-7289,DXG-777,916738,182716,22305,7.76,408.56,339.45,618.42,10.44,85.65,62.46,775.22,7.79,14.22,2592.06,2810.01,2391.54
2023-11,PHC,PROC-2698,DXG-772,1093098,301937,12156,0.33,231.46,446.26,393.34,11.27,68.65,169.08,976.28,21.14,15.78,3363.58,1805.96,2038.32
2023-02,HomeHealth,PROC-8086,DXG-775,1958411,54742,30680,30.99,265.97,459.19,429.46,8.96,75.4,84.33,1065.14,17.16,29.29,4406.07,1361.3,422.98
2025-02,OPD,PROC-3027,DXG-97,786809,359732,7454,5.29,310.89,569.73,439.71,0.64,55.75,83.45,343.03,30.88,14.79,1928.66,377.38,1798.37
2024-09,OPD,PROC-2486,DXG-786,520308,125428,73132,22.75,453.59,84.93,167.06,1.37,85.67,61.91,1315.41,19.1,22.71,2898.42,689.72,1792.22
2021-07,DayCare,PROC-8830,DXG-287,1811472,284338,11322,11.73,78.01,653.59,497.1,4.34,75.72,234.93,221.26,11.12,6.97,2387.7,937.0,1376.53
2025-06,OPD,PROC-6056,DXG-729,1876994,87564,15716,17.17,218.17,139.9,548.66,10.59,46.83,310.5,400.4,25.49,34.8,1195.05,3080.34,927.47
2025-11,OPD,PROC-6398,DXG-665,1328247,156752,61136,8.42,290.21,305.4,75.69,8.26,52.9,245.69,448.82,0.94,13.2,2445.15,778.29,98.81
2020-12,DayCare,PROC-2836,DXG-611,576505,193585,31734,1.66,313.36,375.18,245.2,1.51,64.74,391.4,671.32,33.52,31.25,695.43,364.05,698.4
2024-08,DayCare,PROC-1312,DXG-894,1956654,306382,60497,33.71,55.22,255.94,625.57,3.43,92.01,317.09,283.4,11.4,1.29,3097.29,2917.26,1538.98
2023-02,ER,PROC-5584,DXG-496,1845822,179141,72108,10.1,98.68,50.07,20.76,11.6,44.73,102.28,18.63,11.43,21.37,1003.51,1302.0,1963.82
2023-01,PHC,PROC-7198,DXG-186,670748,370324,49301,10.96,79.68,656.24,0.86,11.7,44.78,313.73,1141.64,6.7,1.63,3281.3,1996.98,262.57
2023-04,ER,PROC-6917,DXG-349,414864,13713,1770,20.39,371.32,768.92,402.11,8.49,80.22,393.26,540.79,36.47,17.51,1652.46,622.41,2080.43
2020-01,IPD,PROC-2301,DXG-998,283646,336979,45568,22.84,194.85,453.53,62.09,10.08,40.38,72.77,363.7,38.83,15.01,839.36,2494.92,1257.69
2023-11,PHC,PROC-5122,DXG-675,97765,393985,73186,19.46,295.75,414.81,536.12,8.91,71.51,363.97,555.94,25.69,19.52,2125.95,412.23,2122.03
2024-04,ER,PROC-2029,DXG-168,878822,385261,41817,6.64,420.99,259.94,559.9,8.74,78.39,12.49,1340.45,26.16,4.97,2853.79,824.26,1061.81
2022-06,ER,PROC-4451,DXG-333,891163,146760,45747,33.08,566.72,824.42,157.26,7.55,74.17,397.93,1417.88,7.48,30.12,4189.74,768.77,1574.52
2020-04,OPD,PROC-7798,DXG-904,1969422,154343,25264,4.03,223.24,291.83,285.28,3.28,89.16,36.46,589.83,17.82,31.35,2710.35,1131.25,744.51
2020-03,IPD,PROC-5992,DXG-316,1506547,167800,28489,25.28,397.77,454.42,121.43,9.78,65.08,291.65,726.39,9.16,8.0,749.71,1711.32,1412.25
2022-08,Tele,PROC-6611,DXG-866,761056,387083,32460,34.35,588.34,707.86,484.0,8.65,73.53,229.5,499.72,29.68,11.67,2000.75,941.22,1281.48
2024-05,IPD,PROC-6510,DXG-279,77031,144684,27276,20.51,441.49,331.31,285.15,4.64,83.55,361.9,25.86,25.9,28.63,4010.63,344.14,2170.62
2021-07,OPD,PROC-5600,DXG-445,1908353,245934,61010,17.45,452.72,258.82,579.43,3.11,76.34,42.85,20.0,27.41,0.16,1583.18,578.1,1161.45
2022-01,HomeHealth,PROC-4438,DXG-783,88286,287098,53192,22.88,344.65,763.6,255.46,4.36,76.77,380.83,50.29,17.99,22.75,1975.61,1298.1,2294.05
2021-02,ER,PROC-4663,DXG-819,1321082,349683,50410,11.63,28.24,863.55,566.86,0.77,92.42,95.15,1211.46,31.97,26.87,3930.11,344.41,2363.62
2023-09,Tele,PROC-3579,DXG-437,960265,19761,30377,11.54,22.8,743.89,451.74,2.57,48.11,152.9,495.29,14.38,9.16,3170.07,2156.6,2191.08
2022-07,IPD,PROC-5617,DXG-36,616937,76816,75231,1.48,273.71,474.13,259.16,6.91,79.36,412.15,857.72,11.14,10.8,3142.83,1998.08,1767.58
2022-12,PHC,PROC-7298,DXG-410,572531,243981,24540,19.23,179.75,805.54,416.38,5.91,75.39,68.75,1003.14,16.07,24.26,4014.86,143.26,2187.82
2023-01,OPD,PROC-1432,DXG-621,337089,101047,1681,28.7,346.4,732.41,23.75,2.35,64.29,229.48,985.71,38.31,33.81,2672.52,2903.16,552.71
2024-09,DayCare,PROC-9720,DXG-930,842750,33146,67230,34.7,295.28,454.38,525.49,4.32,86.48,354.88,1005.27,12.85,18.02,1071.89,1887.94,1468.69
2020-09,ER,PROC-4233,DXG-898,550423,240641,29881,21.49,274.61,591.3,160.44,6.76,84.37,70.02,747.26,19.45,14.05,795.01,142.08,832.2
2025-10,HomeHealth,PROC-4060,DXG-577,275206,336106,47596,17.89,397.7,765.21,482.81,2.79,76.33,141.73,1355.79,11.13,22.24,3379.5,1546.02,541.52
2021-05,HomeHealth,PROC-2665,DXG-764,610441,162802,25635,12.4,125.86,93.8,177.39,10.58,71.46,124.61,1102.65,25.37,18.03,2072.12,2073.52,339.67
2024-04,ER,PROC-7238,DXG-882,1563013,14238,68497,28.74,407.63,121.6,277.45,4.47,71.94,171.2,1339.02,27.18,33.06,227.2,2601.93,1137.86
2024-04,IPD,PROC-7017,DXG-837,1375640,131834,40835,12.91,330.84,288.38,448.39,1.04,88.69,219.17,1155.94,10.22,11.11,794.91,3070.77,259.63
2022-10,IPD,PROC-9455,DXG-156,151843,141974,29797,18.62,387.37,235.14,282.06,6.07,70.35,55.27,1352.43,3.18,9.78,4130.93,2260.89,632.97
2023-07,IPD,PROC-7842,DXG-136,1282157,222029,70201,7.76,191.43,829.46,121.93,5.12,78.78,345.73,497.03,14.26,12.69,2117.18,2747.45,444.61
2022-11,IPD,PROC-1866,DXG-175,306721,47364,51324,6.99,423.84,276.58,575.9,4.98,40.35,235.71,190.13,28.61,13.53,4084.62,471.06,238.09
2025-06,ER,PROC-2018,DXG-856,123386,251955,55454,33.49,79.57,885.37,337.92,3.24,86.52,396.9,1530.52,9.42,31.58,889.43,1164.85,646.12
2022-02,OPD,PROC-1740,DXG-469,836063,192734,27408,32.98,142.5,171.45,411.9,0.36,81.19,40.0,1012.69,14.28,15.62,4341.71,731.21,1593.57
2022-01,PHC,PROC-9183,DXG-144,885773,146540,28105,7.45,553.45,317.5,541.86,2.05,47.12,308.3,1260.5,20.95,9.35,2565.42,973.45,486.51
2021-02,DayCare,PROC-3265,DXG-577,187466,137730,41195,1.21,26.51,82.47,646.29,4.26,70.08,96.9,414.54,10.73,29.5,3538.54,1167.09,1495.52
2024-01,IPD,PROC-8961,DXG-896,898209,278923,35514,6.36,363.52,827.21,432.77,5.94,40.62,391.65,1138.3,23.57,34.01,4433.39,3035.79,2101.34
2021-04,OPD,PROC-6154,DXG-175,1925921,343556,571,7.93,390.02,541.92,349.9,11.98,64.8,258.14,1284.17,35.11,31.52,3937.37,2322.39,1971.91
2020-01,ER,PROC-6942,DXG-754,1048694,390808,78079,20.62,573.02,476.08,28.79,2.64,80.83,389.57,35.37,29.44,27.83,251.53,2514.46,873.23
2024-12,Tele,PROC-5594,DXG-462,1126035,6200,33974,28.79,281.95,435.93,137.61,5.25,59.23,280.62,1342.33,30.44,3.17,3564.93,1663.69,387.91
2024-11,ER,PROC-6643,DXG-487,530808,200927,51560,1.3,406.55,351.68,286.9,7.83,76.6,112.44,1308.23,10.36,0.79,500.51,2164.14,1469.37
2024-04,DayCare,PROC-5729,DXG-530,117102,112751,63894,15.65,250.46,380.27,184.7,1.27,72.72,55.9,1549.81,11.43,27.85,1326.9,2366.9,1735.12
2023-10,OPD,PROC-1598,DXG-226,340337,2584,67524,25.63,471.68,559.53,28.4,6.76,54.17,139.75,378.54,14.83,29.79,358.64,2270.72,2220.89
2021-05,Tele,PROC-1148,DXG-157,1012332,3056,72250,29.79,63.44,706.86,137.82,8.62,98.62,169.14,907.71,20.84,18.3,580.87,2962.01,707.08
2021-09,OPD,PROC-8653,DXG-789,892884,352641,33665,5.95,384.71,310.65,425.22,0.86,44.17,16.45,1215.82,4.55,29.32,1068.3,2391.58,1787.81
2020-01,OPD,PROC-1063,DXG-149,884441,192462,8604,31.16,474.24,310.01,28.2,10.66,80.1,335.93,833.69,27.66,32.69,608.13,1398.55,1591.02
2023-01,DayCare,PROC-4035,DXG-946,1274452,153167,56601,14.64,372.15,102.54,177.1,0.68,40.34,258.75,222.31,3.05,16.0,1315.2,509.01,1044.85
2023-10,IPD,PROC-3429,DXG-568,1134749,211494,25456,9.87,386.59,636.22,629.61,4.65,64.94,320.04,297.13,29.33,1.99,636.0,2844.4,2189.63
2021-12,OPD,PROC-3522,DXG-769,404210,151890,30139,26.46,30.74,385.04,591.03,8.97,55.15,188.41,1524.17,31.51,7.09,1125.2,2282.47,1594.64
2022-11,OPD,PROC-7489,DXG-787,1763000,312554,58553,21.3,211.75,692.39,62.06,3.67,83.81,392.44,1129.76,38.12,6.91,541.98,1586.45,32.82
2023-10,OPD,PROC-6489,DXG-331,1041470,339144,45799,20.51,89.15,487.17,159.88,8.46,75.74,234.24,285.96,19.06,17.1,1162.96,3180.68,140.51
2020-09,PHC,PROC-3763,DXG-852,267342,170206,33301,12.26,190.44,330.97,371.5,2.05,96.47,404.84,169.97,4.7,22.96,3020.08,3149.24,1837.37
2022-11,Tele,PROC-7834,DXG-750,1951281,11205,74953,1.96,232.8,296.22,400.56,6.06,78.9,206.28,260.68,33.39,27.42,4041.83,1528.07,2329.7
2024-01,DayCare,PROC-9652,DXG-791,271361,158688,2609,32.71,149.04,1.18,476.46,6.18,66.35,207.02,1019.63,30.45,12.95,616.48,2136.16,1392.6
2020-01,IPD,PROC-6161,DXG-663,1144274,347350,68586,15.39,381.66,254.2,345.38,10.56,63.0,244.71,1005.2,1.61,33.6,2293.51,292.26,1879.64
