civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_inr,civic_ballot_campaign_spend_oppose_inr,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2025,BM2025-01634,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_OEJQ,133341,144384,QUALIFIED,59231567,13221781,4,9,293,61.58,23.78,249601,248388,1,2026-05-24,0
2020,BM2020-01635,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_XVLV,19679,17100,FAILED,73440712,57912801,8,4,279,53.56,26.15,354494,334808,1,2020-08-26,0
2022,BM2022-01636,STATE_POLICY,ENV,ENV_MEASURE_7XX1,22710,17684,FAILED,36161213,35756639,3,4,1503,69.48,24.75,175344,197585,0,2022-09-09,0
2017,BM2017-01637,STATE_POLICY,INFRA,INFRA_MEASURE_YA8P,49529,44959,FAILED,58344352,16127927,5,5,1249,36.03,31.56,177451,147340,1,2017-04-04,0
2022,BM2022-01638,INITIATIVE,HEALTH,HEALTH_MEASURE_KPOV,67886,72873,QUALIFIED,56169009,12557237,7,6,162,38.42,37.37,168580,229690,0,2024-12-31,0
2020,BM2020-01639,INITIATIVE,INFRA,INFRA_MEASURE_73YU,15805,14241,FAILED,56065757,17999396,4,6,1212,36.21,37.39,429524,421424,1,2020-08-22,0
2024,BM2024-01640,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_SS50,61992,52257,PENDING,19822939,45744550,4,8,975,60.51,22.28,547872,587803,0,2026-02-08,0
2019,BM2019-01641,REFERENDUM,ENV,ENV_MEASURE_LUMW,68009,81682,QUALIFIED,28932112,4684437,7,2,1187,32.78,42.35,38256,28447,1,2020-12-25,0
2016,BM2016-01642,INITIATIVE,ENV,ENV_MEASURE_RGN1,195072,241561,QUALIFIED,73452286,8683841,11,4,1457,66.24,31.97,434114,347508,1,2016-01-04,0
2018,BM2018-01643,INITIATIVE,TAX,TAX_MEASURE_32L0,148667,121987,FAILED,61573118,75910611,8,8,895,41.92,26.65,99589,102676,0,2018-08-19,1
2017,BM2017-01644,INITIATIVE,INFRA,INFRA_MEASURE_I8Z5,111303,108537,FAILED,10639043,47412134,7,7,40,59.25,27.98,100100,57015,1,2019-02-04,0
2016,BM2016-01645,INITIATIVE,INFRA,INFRA_MEASURE_80JG,68644,77399,QUALIFIED,21495553,32834925,6,3,1641,38.4,57.35,143764,72864,1,2017-03-23,0
2020,BM2020-01646,INITIATIVE,HEALTH,HEALTH_MEASURE_W59O,244032,232378,FAILED,43215749,4145215,5,4,922,46.53,20.18,236971,257083,0,2021-12-01,0
2017,BM2017-01647,REFERENDUM,EDU,EDU_MEASURE_M7K0,191132,147051,FAILED,43554389,3092203,5,6,718,45.2,44.92,269130,198644,1,2019-05-14,0
2015,BM2015-01648,STATE_POLICY,EDU,EDU_MEASURE_T95O,100640,108188,QUALIFIED,33596820,48004586,4,3,459,34.61,49.47,498531,410440,1,2015-07-15,1
2023,BM2023-01649,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_0Z87,127539,116368,FAILED,15036379,17593861,12,9,238,64.45,21.72,173420,274746,0,2025-12-23,0
2014,BM2014-01650,INITIATIVE,HEALTH,HEALTH_MEASURE_8V96,197298,143083,FAILED,3853138,80644040,3,6,771,37.91,57.76,66469,76998,0,2016-12-02,0
2022,BM2022-01651,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_71YW,217384,247826,QUALIFIED,66414459,5341335,8,3,1173,51.01,30.05,869230,245168,1,2022-10-23,0
2025,BM2025-01652,REFERENDUM,ENV,ENV_MEASURE_8WL2,92658,76653,FAILED,3593186,60206033,6,9,213,53.61,39.5,458610,299404,1,2025-04-29,0
2020,BM2020-01653,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_KBUT,223925,158728,FAILED,44962261,61607958,5,8,1121,36.41,30.83,733223,432182,1,2021-05-30,0
2021,BM2021-01654,INITIATIVE,EDU,EDU_MEASURE_TTEU,30447,35309,QUALIFIED,69991278,66488381,7,3,597,46.9,43.0,283176,296749,0,2022-06-05,0
2024,BM2024-01655,INITIATIVE,HEALTH,HEALTH_MEASURE_QV2X,180343,144107,PENDING,26985538,9917308,5,7,791,57.9,36.61,481910,209785,1,2025-06-16,0
2024,BM2024-01656,INITIATIVE,INFRA,INFRA_MEASURE_8V2W,14641,15918,QUALIFIED,17824903,85444738,8,11,235,50.81,44.77,313967,352326,0,2025-06-11,0
2015,BM2015-01657,REFERENDUM,EDU,EDU_MEASURE_15F2,123268,105835,FAILED,34500610,34888852,7,2,1008,46.54,33.45,213405,337619,0,2016-04-24,0
2016,BM2016-01658,REFERENDUM,INFRA,INFRA_MEASURE_HSNB,183186,224481,QUALIFIED,12797402,15858709,3,10,917,67.86,20.8,486019,322758,1,2018-08-08,0
2025,BM2025-01659,INITIATIVE,TAX,TAX_MEASURE_UNH7,175575,194639,QUALIFIED,20575001,10968756,7,8,1733,38.89,41.17,146187,84777,1,2025-08-10,0
2015,BM2015-01660,INITIATIVE,INFRA,INFRA_MEASURE_WYYK,195593,207676,QUALIFIED,42724764,38207649,7,7,1330,37.45,51.58,361109,435847,0,2016-04-10,0
2019,BM2019-01661,REFERENDUM,ENV,ENV_MEASURE_TCRG,64352,52430,FAILED,14203169,41783188,6,7,1191,60.51,37.91,90600,136410,0,2019-10-03,0
2017,BM2017-01662,REFERENDUM,ENV,ENV_MEASURE_VPG4,200608,195956,FAILED,58623819,64591839,3,10,819,49.41,35.47,427686,463677,0,2019-01-26,0
2021,BM2021-01663,INITIATIVE,ENV,ENV_MEASURE_MA4I,82237,76174,FAILED,47837092,57942310,6,4,241,46.73,23.07,70772,84431,0,2022-04-04,0
2018,BM2018-01664,STATE_POLICY,INFRA,INFRA_MEASURE_WOUY,73160,62465,FAILED,20736427,37706330,5,5,1415,40.25,45.72,470168,334891,1,2018-02-19,0
2021,BM2021-01665,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_ADU9,236837,242419,QUALIFIED,74478611,89923369,4,6,179,69.32,23.18,272282,196321,1,2023-05-26,0
2017,BM2017-01666,REFERENDUM,INFRA,INFRA_MEASURE_NM8H,183187,197702,QUALIFIED,18212172,71426818,12,10,1393,40.95,32.04,231918,226415,1,2018-10-07,0
2024,BM2024-01667,INITIATIVE,HEALTH,HEALTH_MEASURE_4TJH,30876,38137,QUALIFIED,45555315,11908422,11,13,1218,38.76,27.95,198663,134085,1,2025-07-10,0
2025,BM2025-01668,STATE_POLICY,EDU,EDU_MEASURE_NCKR,192608,239565,PENDING,57600236,66999748,9,4,1293,30.06,55.44,352665,180231,1,2025-10-17,0
2021,BM2021-01669,STATE_POLICY,ENV,ENV_MEASURE_EQW6,116680,135898,QUALIFIED,19005146,62138114,6,9,1232,69.87,24.05,120785,221729,0,2021-05-07,0
2015,BM2015-01670,STATE_POLICY,EDU,EDU_MEASURE_EF86,146061,124977,FAILED,61584123,51768213,7,6,924,55.38,41.89,292045,372066,0,2015-10-31,0
2026,BM2026-01671,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_BI9Z,49736,62069,QUALIFIED,807855,38935383,5,2,345,68.25,25.94,475990,498548,0,2026-10-07,0
2015,BM2015-01672,REFERENDUM,ENV,ENV_MEASURE_7HWU,122775,145755,QUALIFIED,46112335,29616515,10,8,239,55.34,24.71,144088,283572,0,2015-04-09,0
2020,BM2020-01673,REFERENDUM,TAX,TAX_MEASURE_4GNY,163245,154367,FAILED,51156218,39389884,7,11,522,57.48,28.58,238506,177250,1,2021-02-09,0
2018,BM2018-01674,REFERENDUM,HEALTH,HEALTH_MEASURE_55HJ,221710,237253,QUALIFIED,32787465,60276917,6,2,1747,64.32,25.72,54250,63640,0,2018-08-25,0
2022,BM2022-01675,REFERENDUM,ENV,ENV_MEASURE_IY1G,86539,85470,FAILED,9015653,61653974,12,7,1574,56.4,34.43,562358,615018,0,2024-12-27,0
2015,BM2015-01676,STATE_POLICY,INFRA,INFRA_MEASURE_FF55,38085,46427,QUALIFIED,34642794,61226105,6,1,1065,34.31,57.14,220923,176338,1,2017-01-26,0
2015,BM2015-01677,REFERENDUM,TAX,TAX_MEASURE_EPU0,40996,30627,FAILED,15575095,55472668,6,9,654,42.69,20.85,445937,284897,1,2016-04-05,0
2022,BM2022-01678,INITIATIVE,ENV,ENV_MEASURE_80GN,9075,8555,FAILED,25642226,68108160,8,3,570,46.95,21.53,541632,313230,1,2023-06-05,0
2026,BM2026-01679,REFERENDUM,EDU,EDU_MEASURE_0DQD,193437,199023,QUALIFIED,41811438,8222714,4,3,1237,60.1,26.81,309023,216358,1,2026-03-28,0
2020,BM2020-01680,STATE_POLICY,INFRA,INFRA_MEASURE_20OE,247721,253137,QUALIFIED,38230216,44209767,6,6,210,53.75,26.14,524017,642890,0,2021-11-19,0
2015,BM2015-01681,REFERENDUM,TAX,TAX_MEASURE_LLS5,163096,151170,FAILED,42349110,15780745,5,9,1125,48.79,22.13,299497,446718,0,2015-02-23,0
2016,BM2016-01682,INITIATIVE,INFRA,INFRA_MEASURE_P2GB,9595,9781,QUALIFIED,4092815,75461615,8,6,1438,56.64,29.23,248804,290339,0,2018-10-01,0
2023,BM2023-01683,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_R37H,138347,158744,QUALIFIED,58069324,85650752,5,11,212,69.67,28.24,157993,102146,1,2025-05-11,0
2024,BM2024-01684,REFERENDUM,HEALTH,HEALTH_MEASURE_8A2C,228173,233172,QUALIFIED,44683787,78507735,7,10,999,62.85,23.29,441402,493216,0,2026-09-14,0
2015,BM2015-01685,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_CMQ2,40992,42159,QUALIFIED,46252391,38502261,8,5,1370,59.37,31.17,673105,287436,1,2015-06-03,0
2016,BM2016-01686,REFERENDUM,ENV,ENV_MEASURE_JLTO,206268,160399,FAILED,74498253,80155592,8,7,1777,35.42,60.12,194532,97399,1,2016-10-18,0
2025,BM2025-01687,STATE_POLICY,INFRA,INFRA_MEASURE_C2SP,27757,21541,FAILED,3759936,31322533,4,4,1117,67.0,28.43,421103,457776,0,2026-09-23,0
2019,BM2019-01688,STATE_POLICY,EDU,EDU_MEASURE_0U09,127765,149030,QUALIFIED,53783187,43847754,9,8,1692,37.11,24.06,38157,45586,0,2019-07-10,0
2025,BM2025-01689,STATE_POLICY,INFRA,INFRA_MEASURE_JKB7,170184,132443,FAILED,4629178,85245218,3,2,1365,66.71,32.29,532959,539310,0,2026-03-05,0
2015,BM2015-01690,INITIATIVE,HEALTH,HEALTH_MEASURE_L6D6,30899,26831,FAILED,17510937,62886315,8,7,69,43.54,25.5,459407,431127,1,2017-11-05,0
2020,BM2020-01691,STATE_POLICY,TAX,TAX_MEASURE_QVP7,122963,88107,FAILED,38109621,40358397,4,4,1033,56.29,40.29,92136,106476,0,2021-10-03,0
2022,BM2022-01692,INITIATIVE,ENV,ENV_MEASURE_GA4T,197864,181571,FAILED,72100957,8455811,6,5,1697,55.94,23.31,378811,381613,0,2024-11-27,0
2025,BM2025-01693,INITIATIVE,TAX,TAX_MEASURE_AD1C,62326,47061,FAILED,65687593,47527855,9,6,1786,65.91,22.86,186137,180735,1,2025-01-15,0
2017,BM2017-01694,INITIATIVE,HEALTH,HEALTH_MEASURE_A64T,137077,136121,PENDING,27303303,74998871,5,6,212,31.72,60.47,607878,512928,1,2017-08-01,0
2014,BM2014-01695,REFERENDUM,ENV,ENV_MEASURE_VNGB,128599,154227,QUALIFIED,64074882,71791688,8,2,1506,69.42,26.98,53965,65663,0,2015-04-03,1
2026,BM2026-01696,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_CQZJ,138251,109610,FAILED,25913050,72184014,4,4,1615,59.86,36.09,333258,383556,0,2026-06-06,0
2019,BM2019-01697,STATE_POLICY,EDU,EDU_MEASURE_ZQYJ,58817,61666,QUALIFIED,44961736,52329126,6,5,1674,35.66,39.61,203948,150964,1,2019-02-20,0
2021,BM2021-01698,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_U6U8,154754,179064,QUALIFIED,42065197,77345859,7,12,156,59.34,35.29,431080,473943,0,2022-06-10,0
2019,BM2019-01699,REFERENDUM,TAX,TAX_MEASURE_62JC,35035,30141,FAILED,54869374,21893136,9,9,1235,67.2,31.13,235130,190551,1,2020-08-20,0
2015,BM2015-01700,REFERENDUM,HEALTH,HEALTH_MEASURE_WTCI,132102,147544,QUALIFIED,24029593,78461659,3,6,1785,65.32,22.21,286187,438948,0,2016-10-08,0
2019,BM2019-01701,REFERENDUM,ENV,ENV_MEASURE_CE98,204031,234148,QUALIFIED,40564850,6608642,8,2,508,31.17,39.32,545778,613994,0,2019-08-05,0
2021,BM2021-01702,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_ZRZQ,170338,183416,QUALIFIED,64120468,82859522,7,3,1641,69.5,23.03,318581,357561,0,2022-02-18,0
2015,BM2015-01703,STATE_POLICY,EDU,EDU_MEASURE_VMJO,194021,182419,FAILED,6907639,13918873,5,1,129,57.72,22.9,531002,424313,1,2017-10-29,0
2017,BM2017-01704,REFERENDUM,EDU,EDU_MEASURE_RU2Q,131980,145471,PENDING,62327001,48967850,7,5,793,62.17,33.34,636221,425823,1,2018-07-09,0
2017,BM2017-01705,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_C65Q,228808,212255,FAILED,49499699,25535532,7,6,1107,69.63,26.88,259299,244912,1,2017-08-31,0
2016,BM2016-01706,REFERENDUM,TAX,TAX_MEASURE_5XTJ,137399,128963,FAILED,48568641,49015271,9,5,949,60.58,26.35,375771,460713,0,2016-12-15,0
2018,BM2018-01707,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_KSFQ,59245,61909,QUALIFIED,71272034,36624498,4,9,1516,30.85,67.57,515902,488753,1,2020-12-31,0
2026,BM2026-01708,INITIATIVE,HEALTH,HEALTH_MEASURE_50C7,150441,118713,FAILED,29528407,73173245,7,5,144,36.27,34.21,387396,392714,0,2026-01-13,0
2022,BM2022-01709,INITIATIVE,ENV,ENV_MEASURE_JURI,5403,5882,QUALIFIED,61296724,7512617,7,8,1200,59.17,36.42,543891,228275,1,2023-04-19,0
2018,BM2018-01710,STATE_POLICY,TAX,TAX_MEASURE_98W5,53574,66328,PENDING,20892629,74045549,6,6,1749,57.75,25.31,356708,208793,1,2020-08-02,0
2022,BM2022-01711,INITIATIVE,TAX,TAX_MEASURE_WMRY,192534,210397,QUALIFIED,3959911,74733071,6,7,1059,49.78,27.09,518886,535324,0,2024-09-15,0
2021,BM2021-01712,REFERENDUM,TAX,TAX_MEASURE_ZJ6W,201243,231692,PENDING,51794002,60613908,3,7,233,55.61,26.67,113101,256723,0,2023-04-05,0
2014,BM2014-01713,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_PZ2L,216166,243009,QUALIFIED,42480665,89511884,3,4,1140,36.59,50.96,523020,286808,1,2014-02-14,0
2021,BM2021-01714,STATE_POLICY,HEALTH,HEALTH_MEASURE_TJYI,31131,31801,PENDING,64340951,30943676,10,3,696,31.27,38.23,445851,273557,1,2022-11-16,0
2018,BM2018-01715,INITIATIVE,HEALTH,HEALTH_MEASURE_0OYE,167051,206409,PENDING,9095875,67483028,6,7,886,48.81,38.39,539377,371532,1,2018-07-10,0
2025,BM2025-01716,INITIATIVE,ENV,ENV_MEASURE_C0OQ,213770,205565,FAILED,36753880,50788108,4,5,156,45.35,31.11,432657,450323,0,2025-10-09,0
2022,BM2022-01717,INITIATIVE,TAX,TAX_MEASURE_RM9I,213868,221464,QUALIFIED,66252215,28649738,7,5,478,56.16,40.2,616081,339846,1,2024-12-02,0
2022,BM2022-01718,INITIATIVE,HEALTH,HEALTH_MEASURE_67WC,77528,63123,FAILED,12567487,5742565,7,7,1434,33.55,53.54,527156,615105,0,2024-10-31,0
2014,BM2014-01719,REFERENDUM,INFRA,INFRA_MEASURE_PI2E,207057,192215,FAILED,19337676,34402725,4,8,1144,32.83,24.61,265568,263579,1,2014-03-12,0
2023,BM2023-01720,INITIATIVE,EDU,EDU_MEASURE_NYJY,216566,208336,FAILED,3545404,24558537,13,7,1575,53.9,36.1,124089,135706,0,2024-01-01,0
2023,BM2023-01721,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_9OO2,80773,61539,FAILED,8390597,14137929,8,5,1736,65.49,29.72,453391,656523,0,2025-11-07,0
2018,BM2018-01722,STATE_POLICY,TAX,TAX_MEASURE_5HQK,121495,106706,FAILED,29970932,57438326,8,7,331,65.15,23.72,35214,66175,0,2018-02-11,0
2016,BM2016-01723,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_NZ05,128754,130869,PENDING,64338525,30528685,7,7,236,50.0,47.23,476634,704649,0,2017-03-04,0
2025,BM2025-01724,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_JKFC,30090,24977,FAILED,41663625,22367304,4,5,1316,50.53,29.7,486810,476129,1,2026-04-08,0
2019,BM2019-01725,STATE_POLICY,HEALTH,HEALTH_MEASURE_JUKU,168033,184518,QUALIFIED,28858229,31419235,3,6,887,44.14,32.52,99826,105553,0,2020-11-15,0
2018,BM2018-01726,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_K1CT,71745,70910,FAILED,48394232,35454154,5,9,460,39.46,23.39,167239,173980,0,2018-09-09,0
2021,BM2021-01727,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_41NS,79941,65344,PENDING,64273609,10763210,5,10,1608,44.78,27.47,399098,368950,1,2022-11-26,1
2016,BM2016-01728,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_FE9O,118675,131625,PENDING,72708265,66549796,6,2,388,31.83,38.47,262512,196390,1,2018-08-31,0
2021,BM2021-01729,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_V6XK,146801,162814,QUALIFIED,66615037,64340985,7,7,333,50.13,20.05,131921,152988,0,2023-11-12,0
2014,BM2014-01730,STATE_POLICY,TAX,TAX_MEASURE_J0LX,100770,114253,QUALIFIED,27028470,82569789,9,10,1540,49.43,43.72,160345,165455,0,2016-02-08,1
2025,BM2025-01731,STATE_POLICY,HEALTH,HEALTH_MEASURE_1UEI,153473,117787,FAILED,19466363,62841483,11,6,1059,32.41,42.72,267581,549901,0,2026-04-19,0
2018,BM2018-01732,REFERENDUM,EDU,EDU_MEASURE_Q3J9,37957,28019,PENDING,33000057,39225274,8,4,588,35.65,32.59,521093,531405,0,2020-10-14,0
2026,BM2026-01733,REFERENDUM,ENV,ENV_MEASURE_HK5G,92238,97824,QUALIFIED,49874202,5672337,12,5,694,39.52,52.29,208792,234266,0,2026-06-17,0
2026,BM2026-01734,INITIATIVE,EDU,EDU_MEASURE_MQ5G,94231,96831,PENDING,52941364,46492529,8,4,27,68.9,29.73,445447,431618,1,2026-12-16,0
2019,BM2019-01735,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_HC0D,226915,273055,QUALIFIED,53666510,80684846,12,11,1576,43.25,54.3,225164,213325,1,2021-11-26,0
2017,BM2017-01736,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_96IR,135250,119345,FAILED,26643745,50154079,10,12,1569,32.33,28.97,64868,69647,0,2017-09-05,0
2024,BM2024-01737,STATE_POLICY,TAX,TAX_MEASURE_L09W,144049,164791,QUALIFIED,16584296,6875975,6,4,779,58.81,21.37,294936,392208,0,2026-04-29,1
2020,BM2020-01738,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_OP0V,63185,64569,QUALIFIED,59450888,74454685,10,1,851,36.29,40.77,825585,282405,1,2020-04-04,0
2018,BM2018-01739,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_A3VO,187806,202586,QUALIFIED,36924244,46406062,9,7,1485,65.11,21.94,444696,330559,1,2018-08-02,0
2016,BM2016-01740,STATE_POLICY,HEALTH,HEALTH_MEASURE_V5F4,224258,252395,PENDING,34111944,9061915,4,5,838,59.84,37.28,96674,130219,0,2016-11-07,0
2014,BM2014-01741,REFERENDUM,ENV,ENV_MEASURE_6VZB,50597,52252,QUALIFIED,37699332,72042780,4,4,124,61.97,32.43,382497,260681,1,2016-11-03,0
2022,BM2022-01742,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_P4JD,177326,147639,FAILED,44243430,45682084,10,5,1569,64.23,22.91,256097,211311,1,2022-02-10,0
2020,BM2020-01743,REFERENDUM,EDU,EDU_MEASURE_DFA0,246785,192907,FAILED,10422944,17598742,5,6,85,36.53,31.78,75469,75320,1,2020-09-24,0
2014,BM2014-01744,INITIATIVE,EDU,EDU_MEASURE_OAJB,14754,16629,QUALIFIED,41254437,24481184,7,5,625,44.84,46.76,595162,359426,1,2015-06-03,1
2025,BM2025-01745,STATE_POLICY,TAX,TAX_MEASURE_U3T2,46032,50064,QUALIFIED,54181550,70002150,6,2,878,59.92,39.26,220875,251963,0,2025-10-27,0
2022,BM2022-01746,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_E7CO,128133,118386,FAILED,23617798,60820300,4,11,377,38.46,51.3,377775,230602,1,2024-04-22,0
2026,BM2026-01747,REFERENDUM,HEALTH,HEALTH_MEASURE_0WKN,10504,10976,QUALIFIED,51136218,13316725,5,4,488,39.33,50.94,431629,252132,1,2026-09-25,0
2025,BM2025-01748,STATE_POLICY,ENV,ENV_MEASURE_ONVW,91140,93839,PENDING,18617575,79859676,7,8,583,61.87,29.53,368535,546617,0,2025-07-28,1
2020,BM2020-01749,STATE_POLICY,ENV,ENV_MEASURE_5F7X,33329,25690,PENDING,2930090,35982922,11,7,1216,33.4,36.94,18941,56822,0,2021-01-03,1
2016,BM2016-01750,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_KJJA,119027,87025,FAILED,15406331,20260334,8,4,517,33.44,22.74,226239,131092,1,2017-02-25,0
2021,BM2021-01751,STATE_POLICY,TAX,TAX_MEASURE_4GZT,117241,136903,QUALIFIED,28304030,45448128,6,5,918,55.03,31.69,96673,178740,0,2021-07-02,0
2015,BM2015-01752,STATE_POLICY,EDU,EDU_MEASURE_ZMNS,27522,31631,QUALIFIED,49545136,51044005,4,9,315,62.02,20.61,157469,199798,0,2017-06-01,0
2017,BM2017-01753,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_V5J9,217051,158773,FAILED,61284712,36621599,7,8,816,64.44,28.58,582916,525075,1,2017-01-05,0
2019,BM2019-01754,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_P66Z,154344,161926,QUALIFIED,49335133,12391708,4,5,325,62.06,22.74,373102,528368,0,2020-03-03,0
2026,BM2026-01755,INITIATIVE,ENV,ENV_MEASURE_IMRU,143205,160705,QUALIFIED,39788068,69056872,5,9,1729,62.74,23.05,472637,428522,1,2026-12-06,0
2023,BM2023-01756,INITIATIVE,INFRA,INFRA_MEASURE_PALW,143022,125067,FAILED,74064622,33908970,6,8,1516,59.55,39.41,28421,32528,0,2024-05-18,1
2023,BM2023-01757,REFERENDUM,HEALTH,HEALTH_MEASURE_VV0T,37824,32464,FAILED,65590284,45258950,8,4,514,63.48,20.15,198975,197734,1,2025-10-01,0
2025,BM2025-01758,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_13IC,214706,163384,FAILED,7490804,8117550,9,6,1081,68.74,24.28,526750,331730,1,2026-06-01,0
2024,BM2024-01759,INITIATIVE,HEALTH,HEALTH_MEASURE_9PAE,230095,213931,FAILED,6538199,85831829,13,3,1681,68.9,30.44,35333,17339,1,2024-06-15,0
2020,BM2020-01760,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_WW8P,27824,23714,FAILED,10055221,85555996,3,2,76,46.13,32.13,330328,364449,0,2020-10-01,0
2016,BM2016-01761,REFERENDUM,ENV,ENV_MEASURE_PMY6,9569,10537,QUALIFIED,58353123,61408225,6,7,1192,37.46,49.2,186107,283904,0,2017-04-28,0
2022,BM2022-01762,STATE_POLICY,EDU,EDU_MEASURE_6LCG,45213,50146,QUALIFIED,60984557,32573265,4,8,746,55.69,28.52,378576,483867,0,2023-03-28,0
2015,BM2015-01763,REFERENDUM,EDU,EDU_MEASURE_SEFE,14601,11216,FAILED,47857348,44708820,7,7,1458,39.13,42.68,410217,393440,1,2016-12-15,0
2017,BM2017-01764,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_KDA2,58808,65023,QUALIFIED,71210471,82376378,11,7,1451,68.88,27.19,287294,479989,0,2017-02-17,0
2023,BM2023-01765,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_UCM2,86139,63724,FAILED,6156493,31028821,8,9,1157,66.89,23.86,456455,532394,0,2024-01-14,0
2015,BM2015-01766,INITIATIVE,HEALTH,HEALTH_MEASURE_OIFJ,129904,131392,QUALIFIED,38852851,17795656,2,8,1598,49.22,48.24,304971,213331,1,2015-10-06,0
2026,BM2026-01767,INITIATIVE,INFRA,INFRA_MEASURE_118L,70479,85908,QUALIFIED,47910462,84390640,6,12,1352,46.42,49.68,488456,565778,0,2026-10-13,0
2024,BM2024-01768,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_6771,121310,143085,PENDING,15772774,4248775,6,4,1337,66.95,29.73,211549,215787,0,2024-09-07,0
2024,BM2024-01769,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_6R4U,43327,34415,FAILED,41054233,26432508,4,4,1164,66.24,20.06,205797,245254,0,2024-03-31,0
2020,BM2020-01770,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_7FCG,243549,207577,PENDING,72600214,25719990,5,5,1340,57.85,35.29,105680,124252,0,2022-10-07,0
2015,BM2015-01771,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_TKQV,45145,51972,QUALIFIED,33860006,50568638,4,6,359,46.89,22.73,348512,508852,0,2016-11-23,0
2015,BM2015-01772,REFERENDUM,EDU,EDU_MEASURE_X214,180604,149565,FAILED,11490475,87759174,9,3,856,45.55,46.8,640678,368492,1,2016-03-28,0
2024,BM2024-01773,STATE_POLICY,ENV,ENV_MEASURE_16WU,24287,25024,QUALIFIED,62765358,53823134,8,8,1584,49.38,47.53,465585,488935,0,2025-02-26,0
2014,BM2014-01774,STATE_POLICY,HEALTH,HEALTH_MEASURE_5HWR,108056,134387,QUALIFIED,56904894,29887850,4,6,1283,60.79,37.15,558691,407035,1,2014-08-11,1
2018,BM2018-01775,REFERENDUM,TAX,TAX_MEASURE_CISJ,7656,6526,FAILED,71810055,32221748,3,6,1371,56.5,30.51,41596,31489,1,2019-07-01,0
2020,BM2020-01776,STATE_POLICY,EDU,EDU_MEASURE_CJDU,160237,140502,FAILED,10625256,50646111,5,4,322,67.4,32.32,332516,341865,0,2021-09-24,0
2024,BM2024-01777,REFERENDUM,TAX,TAX_MEASURE_KO0Q,221024,194495,FAILED,64948916,23942190,5,6,1194,41.33,25.09,503878,471816,1,2025-03-13,0
2019,BM2019-01778,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_4TC9,122250,142687,QUALIFIED,57324226,11850475,12,3,745,44.36,27.95,55337,71537,0,2020-02-18,0
