gov_proc_notice_id,gov_proc_publication_date,gov_proc_country_iso2,gov_proc_contracting_authority_id,gov_proc_procedure_type_code,gov_proc_cpvs_main_code,gov_proc_lot_count,gov_proc_award_criteria_code,gov_proc_estimated_value_eur,gov_proc_awarded_value_eur,gov_proc_number_of_bidders,gov_proc_sme_winner_flag,gov_proc_cross_border_bid_flag,gov_proc_eea_coverage_flag,gov_proc_green_public_procurement_flag,gov_proc_social_clauses_flag,gov_proc_contract_duration_months,gov_proc_modification_count,gov_proc_data_source_ted_flag,gov_proc_data_extract_date
AT-TED-2021-001567,2021-07-20,AT,AT_AUTH_01567,OPEN,23775914,7,COST_EFFECTIVENESS,179680521.06,149779393.29,22,1,0,1,1,0,70,2,1,2025-02-10
CZ-TED-2025-001568,2025-04-07,CZ,CZ_AUTH_01568,RESTRICTED,71376849,8,MEAT,4654195.86,4006971.58,32,0,0,1,1,1,30,1,1,2025-03-22
DE-TED-2025-001569,2025-12-12,DE,DE_AUTH_01569,NEGOTIATED,87009197,9,LIFE_CYCLE_COST,66724552.56,63511335.48,36,1,0,1,1,0,68,3,1,2024-03-19
LV-TED-2024-001570,2024-01-04,LV,LV_AUTH_01570,COMPETITIVE_DIALOGUE,22647084,10,QUALITY,240657303.56,175903710.68,32,1,0,0,1,0,20,0,1,2024-08-21
PL-TED-2019-001571,2019-08-15,PL,PL_AUTH_01571,INNOVATION_PARTNERSHIP,39066529,1,LOWEST_PRICE,183243380.57,129387782.28,37,1,1,0,0,0,89,6,1,2024-07-10
ES-TED-2018-001572,2018-08-15,ES,ES_AUTH_01572,DESIGN_CONTEST,20308014,2,COST_EFFECTIVENESS,111822748.55,117135853.98,33,1,0,1,0,0,66,5,1,2025-01-16
HR-TED-2019-001573,2019-12-16,HR,HR_AUTH_01573,OPEN,34586949,3,MEAT,17887411.49,15537612.46,29,1,0,1,0,0,17,1,1,2025-12-11
FI-TED-2021-001574,2021-10-31,FI,FI_AUTH_01574,RESTRICTED,21284494,4,LIFE_CYCLE_COST,120404739.62,111803586.8,26,0,0,1,1,1,89,10,1,2025-08-26
IE-TED-2025-001575,2025-02-10,IE,IE_AUTH_01575,NEGOTIATED,54300327,5,QUALITY,81752641.14,82446001.02,34,0,0,1,0,0,48,0,1,2025-12-10
MT-TED-2024-001576,2024-04-11,MT,MT_AUTH_01576,COMPETITIVE_DIALOGUE,80006645,6,LOWEST_PRICE,247426397.49,170225606.1,27,1,0,1,0,0,38,4,1,2025-07-06
SK-TED-2018-001577,2018-12-17,SK,SK_AUTH_01577,INNOVATION_PARTNERSHIP,68140905,7,COST_EFFECTIVENESS,166934758.4,136120401.49,39,1,0,1,1,0,87,5,1,2026-02-15
BE-TED-2018-001578,2018-11-12,BE,BE_AUTH_01578,DESIGN_CONTEST,38054005,8,MEAT,291570137.47,277839187.86,37,1,0,1,0,1,32,10,1,2025-11-15
DK-TED-2018-001579,2018-12-21,DK,DK_AUTH_01579,OPEN,65451544,9,LIFE_CYCLE_COST,93816139.19,92534742.49,41,1,0,0,1,0,18,4,1,2024-02-27
GR-TED-2020-001580,2020-11-13,GR,GR_AUTH_01580,RESTRICTED,65878382,10,QUALITY,49744453.14,47743829.72,44,1,0,1,0,0,28,2,1,2024-11-09
LT-TED-2025-001581,2025-10-07,LT,LT_AUTH_01581,NEGOTIATED,92689600,1,LOWEST_PRICE,180871985.31,180459946.5,32,0,0,1,1,0,83,2,1,2024-09-06
PT-TED-2020-001582,2020-08-14,PT,PT_AUTH_01582,COMPETITIVE_DIALOGUE,36966622,2,COST_EFFECTIVENESS,200322070.97,160678384.98,37,0,0,0,0,0,9,6,1,2025-10-29
SE-TED-2019-001583,2019-12-16,SE,SE_AUTH_01583,INNOVATION_PARTNERSHIP,59187901,3,MEAT,111863112.71,87093044.69,37,1,1,0,0,1,18,2,1,2024-11-07
CY-TED-2020-001584,2020-07-05,CY,CY_AUTH_01584,DESIGN_CONTEST,84775866,4,LIFE_CYCLE_COST,15236698.69,15162841.88,53,1,0,1,0,0,51,3,1,2024-08-23
FR-TED-2019-001585,2019-05-09,FR,FR_AUTH_01585,OPEN,32748744,5,QUALITY,183496450.75,173813171.23,48,1,1,1,1,0,45,3,0,2024-08-13
IT-TED-2023-001586,2023-12-24,IT,IT_AUTH_01586,RESTRICTED,88458539,6,LOWEST_PRICE,114607772.84,102116807.73,42,0,1,1,0,0,43,1,1,2026-02-12
NL-TED-2021-001587,2021-07-03,NL,NL_AUTH_01587,NEGOTIATED,29879670,7,COST_EFFECTIVENESS,78810608.81,78949240.42,52,0,0,1,0,1,13,0,1,2025-02-16
SI-TED-2019-001588,2019-12-20,SI,SI_AUTH_01588,COMPETITIVE_DIALOGUE,44792506,8,MEAT,83711548.8,55283660.23,41,0,0,1,1,0,78,6,1,2025-08-29
BG-TED-2021-001589,2021-05-20,BG,BG_AUTH_01589,INNOVATION_PARTNERSHIP,49697921,9,LIFE_CYCLE_COST,153932322.67,154131471.78,46,1,0,0,1,0,86,2,1,2024-04-16
EE-TED-2023-001590,2023-08-19,EE,EE_AUTH_01590,DESIGN_CONTEST,60085841,10,QUALITY,171290325.4,133707159.13,51,1,1,1,0,1,78,0,1,2025-03-05
HU-TED-2024-001591,2024-03-15,HU,HU_AUTH_01591,OPEN,31650604,1,LOWEST_PRICE,150521251.22,98205469.79,50,0,1,1,1,1,72,10,1,2025-09-17
LU-TED-2021-001592,2021-07-07,LU,LU_AUTH_01592,RESTRICTED,70843959,2,COST_EFFECTIVENESS,96952648.61,97753220.92,59,0,0,0,1,1,73,7,1,2024-07-24
RO-TED-2020-001593,2020-06-04,RO,RO_AUTH_01593,NEGOTIATED,72062548,3,MEAT,205229583.59,198432251.99,49,1,0,1,1,0,51,0,1,2024-01-29
AT-TED-2021-001594,2021-10-08,AT,AT_AUTH_01594,COMPETITIVE_DIALOGUE,61304933,4,LIFE_CYCLE_COST,78555128.06,63536007.94,62,1,0,0,0,0,65,7,1,2024-10-19
CZ-TED-2022-001595,2022-06-28,CZ,CZ_AUTH_01595,INNOVATION_PARTNERSHIP,99997297,5,QUALITY,170053456.16,175790751.98,50,0,1,1,0,1,87,0,1,2025-02-14
DE-TED-2020-001596,2020-09-02,DE,DE_AUTH_01596,DESIGN_CONTEST,28915031,6,LOWEST_PRICE,155710802.76,113475581.92,50,1,0,0,1,0,16,8,1,2025-02-06
LV-TED-2019-001597,2019-01-06,LV,LV_AUTH_01597,OPEN,38227297,7,COST_EFFECTIVENESS,70523989.02,68390942.46,60,0,0,0,0,0,47,8,1,2025-09-12
PL-TED-2025-001598,2025-08-29,PL,PL_AUTH_01598,RESTRICTED,90673266,8,MEAT,322303370.17,217626322.69,65,0,0,1,0,0,40,6,1,2024-07-30
ES-TED-2023-001599,2023-12-27,ES,ES_AUTH_01599,NEGOTIATED,70335446,9,LIFE_CYCLE_COST,1801096.98,1213108.84,61,1,0,1,0,1,28,8,0,2025-06-28
HR-TED-2023-001600,2023-07-30,HR,HR_AUTH_01600,COMPETITIVE_DIALOGUE,96607307,10,QUALITY,38439607.33,39980439.11,60,1,0,1,1,1,50,8,1,2024-03-05
FI-TED-2025-001601,2025-08-16,FI,FI_AUTH_01601,INNOVATION_PARTNERSHIP,64376504,1,LOWEST_PRICE,252891081.93,221322475.94,11,1,0,1,0,0,28,5,0,2024-07-04
IE-TED-2020-001602,2020-05-30,IE,IE_AUTH_01602,DESIGN_CONTEST,96665585,2,COST_EFFECTIVENESS,93887849.78,96504737.55,20,1,0,1,0,1,29,2,1,2024-10-12
MT-TED-2024-001603,2024-10-01,MT,MT_AUTH_01603,OPEN,66351202,3,MEAT,251878422.56,233757234.96,10,1,0,1,0,1,26,6,1,2025-08-10
SK-TED-2023-001604,2023-10-23,SK,SK_AUTH_01604,RESTRICTED,31242939,4,LIFE_CYCLE_COST,128196151.67,104445262.07,19,1,0,1,1,0,18,6,1,2024-10-08
BE-TED-2024-001605,2024-01-04,BE,BE_AUTH_01605,NEGOTIATED,83009941,5,QUALITY,68477385.85,53096348.25,7,0,1,1,0,0,16,5,0,2025-07-20
DK-TED-2024-001606,2024-05-16,DK,DK_AUTH_01606,COMPETITIVE_DIALOGUE,45575370,6,LOWEST_PRICE,8444932.66,8374684.47,18,1,0,0,0,0,28,2,1,2024-11-11
GR-TED-2020-001607,2020-11-29,GR,GR_AUTH_01607,INNOVATION_PARTNERSHIP,49797362,7,COST_EFFECTIVENESS,183659862.85,188023302.35,24,1,0,1,1,0,71,8,1,2024-02-24
LT-TED-2022-001608,2022-06-06,LT,LT_AUTH_01608,DESIGN_CONTEST,72775974,8,MEAT,145131999.32,114341901.35,20,1,0,1,0,0,40,6,1,2026-01-22
PT-TED-2021-001609,2021-06-16,PT,PT_AUTH_01609,OPEN,44012144,9,LIFE_CYCLE_COST,117080592.08,110020480.88,17,1,0,1,1,0,87,6,0,2026-02-23
SE-TED-2022-001610,2022-01-06,SE,SE_AUTH_01610,RESTRICTED,31149126,10,QUALITY,27013598.02,27707392.99,15,0,0,1,1,0,9,3,1,2025-06-14
CY-TED-2019-001611,2019-03-15,CY,CY_AUTH_01611,NEGOTIATED,75765567,1,LOWEST_PRICE,86166782.01,63895648.8,13,0,0,0,0,0,31,2,1,2025-08-25
FR-TED-2022-001612,2022-11-10,FR,FR_AUTH_01612,COMPETITIVE_DIALOGUE,11377351,2,COST_EFFECTIVENESS,192739004.5,152903188.48,17,1,0,1,0,0,47,6,1,2024-11-30
IT-TED-2018-001613,2018-08-05,IT,IT_AUTH_01613,INNOVATION_PARTNERSHIP,15697272,3,MEAT,195723631.33,140863749.06,26,0,1,0,0,0,69,2,0,2024-05-05
NL-TED-2024-001614,2024-08-15,NL,NL_AUTH_01614,DESIGN_CONTEST,93816069,4,LIFE_CYCLE_COST,17884358.28,15153914.67,27,0,0,1,0,1,17,4,0,2025-02-13
SI-TED-2020-001615,2020-07-23,SI,SI_AUTH_01615,OPEN,84947299,5,QUALITY,198644191.13,196612347.49,15,0,1,1,0,0,34,7,1,2024-08-03
BG-TED-2018-001616,2018-10-29,BG,BG_AUTH_01616,RESTRICTED,78660783,6,LOWEST_PRICE,41319644.74,40572794.24,28,1,0,1,1,0,30,4,1,2024-12-26
EE-TED-2023-001617,2023-03-21,EE,EE_AUTH_01617,NEGOTIATED,46561248,7,COST_EFFECTIVENESS,226179594.83,195680841.58,31,0,0,0,1,0,59,0,1,2024-08-29
HU-TED-2018-001618,2018-07-25,HU,HU_AUTH_01618,COMPETITIVE_DIALOGUE,53371980,8,MEAT,265930681.61,237335177.75,32,1,1,0,1,1,62,1,1,2025-04-30
LU-TED-2023-001619,2023-12-29,LU,LU_AUTH_01619,INNOVATION_PARTNERSHIP,50189336,9,LIFE_CYCLE_COST,12364772.33,9883653.54,31,0,0,1,1,1,42,5,1,2024-04-25
RO-TED-2019-001620,2019-08-17,RO,RO_AUTH_01620,DESIGN_CONTEST,37294758,10,QUALITY,186693801.79,162283915.01,23,1,0,1,1,0,90,0,1,2025-01-18
AT-TED-2022-001621,2022-05-04,AT,AT_AUTH_01621,OPEN,64545093,1,LOWEST_PRICE,276231633.0,222721662.01,29,1,0,0,1,1,90,8,1,2025-08-11
CZ-TED-2021-001622,2021-03-10,CZ,CZ_AUTH_01622,RESTRICTED,86109793,2,COST_EFFECTIVENESS,195306088.28,157746314.26,22,1,0,1,0,0,70,2,1,2025-06-21
DE-TED-2020-001623,2020-03-02,DE,DE_AUTH_01623,NEGOTIATED,44162334,3,MEAT,197460150.02,132253673.98,33,0,0,0,1,0,67,6,1,2024-11-26
LV-TED-2020-001624,2020-05-06,LV,LV_AUTH_01624,COMPETITIVE_DIALOGUE,87502889,4,LIFE_CYCLE_COST,125325306.0,102514455.6,26,1,0,1,1,1,81,3,1,2024-05-30
PL-TED-2022-001625,2022-08-09,PL,PL_AUTH_01625,INNOVATION_PARTNERSHIP,22952064,5,QUALITY,185828577.82,138636920.2,26,1,1,1,1,0,73,6,1,2024-12-13
ES-TED-2018-001626,2018-01-25,ES,ES_AUTH_01626,DESIGN_CONTEST,64847119,6,LOWEST_PRICE,97583145.85,78803570.68,41,1,0,1,0,0,75,0,0,2025-10-27
HR-TED-2024-001627,2024-02-14,HR,HR_AUTH_01627,OPEN,41830270,7,COST_EFFECTIVENESS,203818081.86,157814545.84,36,1,1,0,1,0,49,2,1,2025-12-19
FI-TED-2020-001628,2020-01-14,FI,FI_AUTH_01628,RESTRICTED,21728210,8,MEAT,131148717.23,93109988.25,37,0,0,1,1,0,61,1,1,2024-05-21
IE-TED-2019-001629,2019-10-01,IE,IE_AUTH_01629,NEGOTIATED,47528238,9,LIFE_CYCLE_COST,66217913.18,58792957.8,40,0,0,1,0,1,26,5,1,2025-04-29
MT-TED-2020-001630,2020-02-10,MT,MT_AUTH_01630,COMPETITIVE_DIALOGUE,89833612,10,QUALITY,210321098.15,182447911.94,35,1,0,1,0,0,63,8,1,2025-10-28
SK-TED-2019-001631,2019-12-01,SK,SK_AUTH_01631,INNOVATION_PARTNERSHIP,45287324,1,LOWEST_PRICE,66425075.07,66754891.24,44,1,0,1,1,1,70,5,1,2025-04-17
BE-TED-2022-001632,2022-03-09,BE,BE_AUTH_01632,DESIGN_CONTEST,90607676,2,COST_EFFECTIVENESS,50385066.24,43451749.21,50,1,0,1,0,1,33,5,0,2025-05-10
DK-TED-2019-001633,2019-11-11,DK,DK_AUTH_01633,OPEN,17085701,3,MEAT,99752996.62,68113086.28,37,1,0,1,1,0,53,0,1,2025-04-01
GR-TED-2022-001634,2022-02-27,GR,GR_AUTH_01634,RESTRICTED,14403351,4,LIFE_CYCLE_COST,187754251.08,161945777.98,49,1,0,1,1,0,36,3,1,2025-10-07
LT-TED-2022-001635,2022-01-29,LT,LT_AUTH_01635,NEGOTIATED,48516254,5,QUALITY,21269565.39,18078565.82,53,0,0,1,1,0,59,8,0,2024-03-19
PT-TED-2021-001636,2021-12-04,PT,PT_AUTH_01636,COMPETITIVE_DIALOGUE,32400841,6,LOWEST_PRICE,116416728.24,77483956.49,44,1,0,1,0,1,19,2,1,2024-07-13
SE-TED-2023-001637,2023-06-29,SE,SE_AUTH_01637,INNOVATION_PARTNERSHIP,83743107,7,COST_EFFECTIVENESS,34500429.04,33955628.06,42,1,0,1,1,1,3,5,1,2024-06-28
CY-TED-2020-001638,2020-10-31,CY,CY_AUTH_01638,DESIGN_CONTEST,82398963,8,MEAT,134667636.26,139132865.79,38,0,0,1,1,1,14,2,1,2025-12-17
FR-TED-2026-001639,2026-01-02,FR,FR_AUTH_01639,OPEN,51965492,9,LIFE_CYCLE_COST,72458133.63,69994763.18,45,1,0,0,1,0,34,4,1,2024-03-14
IT-TED-2024-001640,2024-03-02,IT,IT_AUTH_01640,RESTRICTED,48147582,10,QUALITY,127671119.48,126412205.14,44,1,0,1,1,0,20,6,1,2024-05-05
NL-TED-2019-001641,2019-05-20,NL,NL_AUTH_01641,NEGOTIATED,65468783,1,LOWEST_PRICE,22120215.08,21820578.18,55,1,0,1,1,0,66,2,1,2024-08-02
SI-TED-2019-001642,2019-02-14,SI,SI_AUTH_01642,COMPETITIVE_DIALOGUE,45527920,2,COST_EFFECTIVENESS,15005122.45,10284917.83,58,1,0,1,0,1,74,0,1,2025-04-24
BG-TED-2024-001643,2024-06-02,BG,BG_AUTH_01643,INNOVATION_PARTNERSHIP,43118948,3,MEAT,106342692.48,71868274.03,59,0,0,0,0,0,52,7,0,2025-11-30
EE-TED-2023-001644,2023-06-22,EE,EE_AUTH_01644,DESIGN_CONTEST,12582286,4,LIFE_CYCLE_COST,50932443.99,33257651.23,50,1,0,0,0,1,93,8,1,2024-05-01
HU-TED-2020-001645,2020-03-29,HU,HU_AUTH_01645,OPEN,42497803,5,QUALITY,29231777.38,28895120.81,49,1,0,1,0,0,86,6,1,2025-12-11
LU-TED-2024-001646,2024-09-15,LU,LU_AUTH_01646,RESTRICTED,39222062,6,LOWEST_PRICE,148632498.7,136768195.81,60,1,0,1,0,1,79,2,0,2024-08-24
RO-TED-2020-001647,2020-08-30,RO,RO_AUTH_01647,NEGOTIATED,15435659,7,COST_EFFECTIVENESS,489553.58,417439.66,47,1,0,1,0,0,25,0,0,2024-11-12
AT-TED-2021-001648,2021-06-05,AT,AT_AUTH_01648,COMPETITIVE_DIALOGUE,72132943,8,MEAT,65456106.58,49166209.96,61,0,0,1,0,1,32,8,1,2025-12-09
CZ-TED-2020-001649,2020-02-23,CZ,CZ_AUTH_01649,INNOVATION_PARTNERSHIP,44638421,9,LIFE_CYCLE_COST,75298641.68,61604380.44,69,1,0,1,0,1,90,2,1,2024-11-27
DE-TED-2024-001650,2024-05-03,DE,DE_AUTH_01650,DESIGN_CONTEST,71022599,10,QUALITY,139532278.4,123314437.5,50,1,0,0,0,0,59,7,1,2026-01-01
LV-TED-2022-001651,2022-11-05,LV,LV_AUTH_01651,OPEN,33375342,1,LOWEST_PRICE,15570453.29,15420854.11,21,0,0,0,0,0,4,4,1,2025-06-26
PL-TED-2019-001652,2019-12-15,PL,PL_AUTH_01652,RESTRICTED,41319982,2,COST_EFFECTIVENESS,226343169.13,158681673.09,17,1,1,1,1,0,38,3,1,2024-11-23
ES-TED-2025-001653,2025-09-05,ES,ES_AUTH_01653,NEGOTIATED,58789336,3,MEAT,183453563.11,124626500.23,14,1,0,0,0,1,19,9,1,2024-05-22
HR-TED-2025-001654,2025-09-24,HR,HR_AUTH_01654,COMPETITIVE_DIALOGUE,10566579,4,LIFE_CYCLE_COST,81204153.06,64174411.89,4,0,0,1,0,0,34,7,1,2025-04-23
FI-TED-2019-001655,2019-07-06,FI,FI_AUTH_01655,INNOVATION_PARTNERSHIP,38846666,5,QUALITY,181945486.04,130505017.37,25,1,0,1,0,1,71,4,1,2025-04-22
IE-TED-2024-001656,2024-08-29,IE,IE_AUTH_01656,DESIGN_CONTEST,50811360,6,LOWEST_PRICE,174036683.47,132394511.63,10,0,0,1,1,1,36,0,0,2025-02-20
MT-TED-2022-001657,2022-10-04,MT,MT_AUTH_01657,OPEN,13936405,7,COST_EFFECTIVENESS,95378287.41,64501590.0,10,0,0,0,0,1,96,5,1,2025-08-14
SK-TED-2023-001658,2023-01-19,SK,SK_AUTH_01658,RESTRICTED,43930455,8,MEAT,182370204.74,119544078.31,12,0,0,1,1,0,27,6,1,2025-04-27
BE-TED-2022-001659,2022-09-15,BE,BE_AUTH_01659,NEGOTIATED,46029731,9,LIFE_CYCLE_COST,306234967.43,242363246.3,20,0,0,1,0,0,19,6,0,2025-08-12
DK-TED-2022-001660,2022-08-13,DK,DK_AUTH_01660,COMPETITIVE_DIALOGUE,11871542,10,QUALITY,240623362.22,251236623.96,12,1,0,1,0,0,91,3,1,2024-07-11
GR-TED-2025-001661,2025-10-03,GR,GR_AUTH_01661,INNOVATION_PARTNERSHIP,50893214,1,LOWEST_PRICE,130175950.65,92951774.93,20,0,1,1,0,0,27,1,1,2024-11-14
LT-TED-2023-001662,2023-04-13,LT,LT_AUTH_01662,DESIGN_CONTEST,60365022,2,COST_EFFECTIVENESS,99734272.03,66036314.88,20,0,0,1,0,0,31,7,1,2025-10-29
PT-TED-2024-001663,2024-12-09,PT,PT_AUTH_01663,OPEN,14294707,3,MEAT,106901822.2,72244427.57,23,0,0,1,1,0,30,5,1,2025-01-21
SE-TED-2019-001664,2019-04-28,SE,SE_AUTH_01664,RESTRICTED,31957157,4,LIFE_CYCLE_COST,261755782.8,240878243.26,19,0,0,1,0,0,43,5,1,2024-11-20
CY-TED-2020-001665,2020-10-19,CY,CY_AUTH_01665,NEGOTIATED,83586210,5,QUALITY,40542296.37,33081577.39,22,0,1,1,0,0,25,3,1,2025-03-28
FR-TED-2025-001666,2025-09-04,FR,FR_AUTH_01666,COMPETITIVE_DIALOGUE,63900300,6,LOWEST_PRICE,80706705.83,83417654.58,19,0,0,1,1,1,57,7,1,2024-05-06
IT-TED-2023-001667,2023-04-22,IT,IT_AUTH_01667,INNOVATION_PARTNERSHIP,11492244,7,COST_EFFECTIVENESS,63985853.4,45713697.31,18,0,0,1,0,0,18,1,0,2025-07-14
NL-TED-2020-001668,2020-11-25,NL,NL_AUTH_01668,DESIGN_CONTEST,89296426,8,MEAT,8446916.89,6783180.12,25,0,0,1,0,1,14,9,1,2024-05-15
SI-TED-2021-001669,2021-05-09,SI,SI_AUTH_01669,OPEN,83741548,9,LIFE_CYCLE_COST,90963868.99,63462985.69,36,0,1,0,0,0,43,7,1,2025-10-28
BG-TED-2019-001670,2019-08-03,BG,BG_AUTH_01670,RESTRICTED,83947014,10,QUALITY,245344280.1,230647019.34,40,0,0,1,1,0,44,7,0,2025-05-08
EE-TED-2019-001671,2019-01-09,EE,EE_AUTH_01671,NEGOTIATED,26041850,1,LOWEST_PRICE,134142515.12,114177568.5,25,0,0,1,1,1,4,8,0,2024-05-17
HU-TED-2019-001672,2019-05-08,HU,HU_AUTH_01672,COMPETITIVE_DIALOGUE,51822075,2,COST_EFFECTIVENESS,105760682.83,93113865.1,32,0,1,1,1,0,38,4,1,2025-08-05
LU-TED-2025-001673,2025-03-22,LU,LU_AUTH_01673,INNOVATION_PARTNERSHIP,12937792,3,MEAT,301731396.08,278549019.99,26,1,0,1,0,0,88,0,1,2024-06-17
RO-TED-2021-001674,2021-10-14,RO,RO_AUTH_01674,DESIGN_CONTEST,32581762,4,LIFE_CYCLE_COST,209117704.95,178206614.54,37,0,0,1,1,0,45,8,1,2024-05-12
AT-TED-2026-001675,2026-01-27,AT,AT_AUTH_01675,OPEN,85024539,5,QUALITY,215973706.62,188137085.1,35,1,0,1,0,0,69,2,1,2025-11-11
CZ-TED-2022-001676,2022-08-24,CZ,CZ_AUTH_01676,RESTRICTED,17971717,6,LOWEST_PRICE,212858222.11,191743273.46,41,1,0,0,0,1,15,8,1,2025-01-02
DE-TED-2018-001677,2018-10-19,DE,DE_AUTH_01677,NEGOTIATED,61465656,7,COST_EFFECTIVENESS,62559089.24,61971972.82,44,1,0,1,1,0,46,8,1,2024-12-14
LV-TED-2020-001678,2020-03-29,LV,LV_AUTH_01678,COMPETITIVE_DIALOGUE,15686302,8,MEAT,23556234.41,18657571.58,37,0,0,1,1,0,8,1,1,2024-12-03
PL-TED-2025-001679,2025-07-11,PL,PL_AUTH_01679,INNOVATION_PARTNERSHIP,28404522,9,LIFE_CYCLE_COST,83895050.74,71749272.28,34,0,0,1,0,0,69,2,1,2024-09-04
ES-TED-2022-001680,2022-01-19,ES,ES_AUTH_01680,DESIGN_CONTEST,69648790,10,QUALITY,41252804.43,26948010.02,48,0,1,1,0,1,76,0,0,2024-08-03
HR-TED-2018-001681,2018-08-19,HR,HR_AUTH_01681,OPEN,69691856,1,LOWEST_PRICE,155931645.03,152185117.13,43,0,0,1,0,1,81,5,1,2025-06-17
FI-TED-2024-001682,2024-05-21,FI,FI_AUTH_01682,RESTRICTED,12661285,2,COST_EFFECTIVENESS,115897216.68,114617107.58,52,1,0,1,1,0,70,1,1,2025-11-10
IE-TED-2019-001683,2019-11-29,IE,IE_AUTH_01683,NEGOTIATED,63730869,3,MEAT,219710512.71,144869398.5,40,0,0,1,1,1,16,7,1,2025-03-18
MT-TED-2020-001684,2020-09-25,MT,MT_AUTH_01684,COMPETITIVE_DIALOGUE,17885256,4,LIFE_CYCLE_COST,179396652.88,165901859.91,36,0,1,1,0,1,74,7,1,2024-08-22
SK-TED-2019-001685,2019-04-18,SK,SK_AUTH_01685,INNOVATION_PARTNERSHIP,67356009,5,QUALITY,3336352.29,2427808.51,44,1,0,0,0,0,41,7,1,2024-07-26
BE-TED-2022-001686,2022-10-13,BE,BE_AUTH_01686,DESIGN_CONTEST,10873329,6,LOWEST_PRICE,225306088.5,213701202.99,44,0,0,1,0,0,40,1,0,2024-03-26
DK-TED-2020-001687,2020-08-19,DK,DK_AUTH_01687,OPEN,23775914,7,COST_EFFECTIVENESS,5081859.27,4821276.42,42,1,0,0,1,0,91,2,1,2025-06-26
GR-TED-2019-001688,2019-07-22,GR,GR_AUTH_01688,RESTRICTED,71376849,8,MEAT,196495419.24,185850304.3,45,1,0,1,0,0,96,2,0,2025-05-13
LT-TED-2020-001689,2020-06-20,LT,LT_AUTH_01689,NEGOTIATED,87009197,9,LIFE_CYCLE_COST,224840185.77,164982302.11,45,0,0,1,0,1,78,2,1,2025-05-04
PT-TED-2022-001690,2022-08-20,PT,PT_AUTH_01690,COMPETITIVE_DIALOGUE,22647084,10,QUALITY,160338558.12,158129280.33,59,1,1,0,0,0,35,0,1,2025-09-04
SE-TED-2023-001691,2023-07-06,SE,SE_AUTH_01691,INNOVATION_PARTNERSHIP,39066529,1,LOWEST_PRICE,137513056.99,101210271.96,49,1,1,1,0,1,46,1,1,2024-08-08
CY-TED-2019-001692,2019-05-20,CY,CY_AUTH_01692,DESIGN_CONTEST,20308014,2,COST_EFFECTIVENESS,128924337.3,114609076.08,57,1,0,1,0,0,49,2,0,2025-03-31
FR-TED-2022-001693,2022-08-06,FR,FR_AUTH_01693,OPEN,34586949,3,MEAT,77264908.95,71289386.92,58,0,0,1,1,1,59,0,1,2026-02-13
IT-TED-2025-001694,2025-03-17,IT,IT_AUTH_01694,RESTRICTED,21284494,4,LIFE_CYCLE_COST,260784711.06,229194531.49,61,0,1,0,1,0,29,4,1,2024-08-02
NL-TED-2024-001695,2024-05-22,NL,NL_AUTH_01695,NEGOTIATED,54300327,5,QUALITY,70541825.65,69838718.72,58,0,0,1,0,0,14,5,1,2026-01-31
SI-TED-2023-001696,2023-01-03,SI,SI_AUTH_01696,COMPETITIVE_DIALOGUE,80006645,6,LOWEST_PRICE,106654330.07,107148474.51,54,1,0,1,0,0,31,2,1,2024-06-13
BG-TED-2018-001697,2018-08-21,BG,BG_AUTH_01697,INNOVATION_PARTNERSHIP,68140905,7,COST_EFFECTIVENESS,205698011.47,202096205.5,60,1,0,1,1,1,51,0,1,2024-10-05
EE-TED-2021-001698,2021-12-26,EE,EE_AUTH_01698,DESIGN_CONTEST,38054005,8,MEAT,60513904.71,43343586.39,55,1,1,1,0,1,27,5,0,2025-02-06
HU-TED-2025-001699,2025-05-30,HU,HU_AUTH_01699,OPEN,65451544,9,LIFE_CYCLE_COST,67845181.01,52984370.58,61,0,0,1,0,0,6,1,1,2025-02-13
LU-TED-2023-001700,2023-01-26,LU,LU_AUTH_01700,RESTRICTED,65878382,10,QUALITY,170507345.43,123284087.61,62,1,0,0,0,0,74,4,1,2025-01-22
RO-TED-2020-001701,2020-01-27,RO,RO_AUTH_01701,NEGOTIATED,92689600,1,LOWEST_PRICE,13770267.92,10051400.87,21,1,0,1,0,0,52,10,1,2024-04-05
AT-TED-2021-001702,2021-02-11,AT,AT_AUTH_01702,COMPETITIVE_DIALOGUE,36966622,2,COST_EFFECTIVENESS,62008039.74,42138719.51,17,1,0,0,0,0,81,1,1,2024-06-02
CZ-TED-2022-001703,2022-05-29,CZ,CZ_AUTH_01703,INNOVATION_PARTNERSHIP,59187901,3,MEAT,2358585.34,2037922.7,21,1,0,0,1,0,95,3,1,2025-04-02
DE-TED-2021-001704,2021-02-26,DE,DE_AUTH_01704,DESIGN_CONTEST,84775866,4,LIFE_CYCLE_COST,199519196.69,153415812.78,17,1,0,1,1,0,68,3,0,2024-12-28
LV-TED-2023-001705,2023-03-06,LV,LV_AUTH_01705,OPEN,32748744,5,QUALITY,127225035.05,109189857.46,20,0,0,1,0,0,96,4,1,2025-05-21
PL-TED-2023-001706,2023-09-15,PL,PL_AUTH_01706,RESTRICTED,88458539,6,LOWEST_PRICE,157364954.52,131510829.94,9,0,0,1,1,0,57,5,1,2025-01-27
