gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_inr,gov_grants_award_max_inr,gov_grants_award_median_inr,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_inr,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2016,GOVT90P2,0,GOVUQBQW,GOVY7JIX,15.14,347802,12705,90006,105155,218534,22868,GOVSW6FR,50.92,74.37,43.24,0,6.63,421194,PFMS
2016,GOVU6PDM,1,GOVTGCB4,GOVACFO8,94.75,285346,389031,152508,202905,428794,222184,GOVOAN96,99.92,68.63,28.9,0,10.55,59746,CPGRAMS
2024,GOV9R572,1,GOVMOTTE,GOVPAIRJ,42.97,196689,478778,174688,85699,346166,92646,GOVCJ195,63.66,55.12,83.31,0,31.41,464517,IFMIS
2024,GOV7IXQG,1,GOVK5UOL,GOV1C5DL,51.87,313387,255684,450423,499740,168357,413775,GOV6FJLO,22.42,70.72,22.56,0,67.9,404473,IFMIS
2014,GOV064F2,1,GOVWXB7Z,GOV461YV,95.35,171905,52130,130761,244590,176071,232130,GOVS6G60,24.76,28.69,58.5,0,43.35,220789,eProcure
2011,GOVVR19J,0,GOVUPIMA,GOVDT4BT,62.54,443943,171058,198746,205418,31591,428799,GOVYM7IW,60.53,75.43,84.27,0,19.5,311045,CAG
2025,GOV76UZQ,1,GOVR3JWH,GOVZ2R5Z,2.29,330890,251537,488262,483042,175265,256719,GOVGV76Z,50.78,4.23,27.02,0,11.89,152839,eProcure
2016,GOVZ1VQV,1,GOV8UP9N,GOVDB0MR,63.79,148815,102383,373349,105861,277766,293744,GOVM2MWC,55.68,71.0,95.1,0,79.58,227345,CAG
2016,GOVZPOPC,0,GOVOAVPH,GOV9K6XQ,39.52,84047,180584,261922,448446,150214,228838,GOVE1JQH,82.53,86.36,90.76,0,41.17,333057,CAG
2016,GOVCER8W,0,GOVCZITL,GOVV4TQN,31.01,342386,53645,261857,165179,396037,499024,GOVEFGYQ,86.01,28.37,34.98,1,97.26,277948,PFMS
2023,GOVSEKV0,1,GOVY7Y5U,GOV0BSNO,77.54,315191,380095,110379,62031,337058,117303,GOVBP1MC,87.19,27.69,47.53,0,57.77,114744,DBT
2018,GOVFZYA1,1,GOVR1BC2,GOV1ISXF,39.8,499540,32320,436765,310185,244097,253547,GOVDHR2X,72.9,87.95,86.16,0,64.25,219450,CAG
2011,GOVOJCEJ,0,GOVE3V5T,GOV3ANID,23.38,352039,145540,264057,256801,317219,295202,GOVZNSW4,65.44,49.22,4.44,0,12.94,194404,DBT
2015,GOVZAZC9,1,GOVDTP7H,GOVH29YX,11.01,117914,273258,335021,389992,18823,52728,GOVLHINZ,12.65,30.25,98.88,1,10.77,48472,GeM
2012,GOVE3F2B,0,GOVAY5H5,GOV2J9F2,53.21,70491,88720,396321,177833,218549,364021,GOVTSBOR,95.57,69.06,37.17,0,32.1,65391,IFMIS
2026,GOVRAZSP,1,GOVAM7IL,GOVVOOYN,49.91,194306,199240,488765,291222,209387,307027,GOVKQ5KC,72.55,23.93,30.38,1,90.77,81192,IFMIS
2023,GOVEMLQM,1,GOVL9T1P,GOVBYT1N,16.88,394263,293123,226246,199285,240664,427255,GOVWXSF4,96.57,79.84,24.57,1,33.16,456529,PFMS
2010,GOVGU1AH,0,GOVMFAWG,GOV9CB58,32.27,10796,374852,20342,166764,217744,194780,GOVGP2YL,58.13,17.53,59.13,1,18.43,202160,GeM
2015,GOVNGCU9,0,GOVXKSKN,GOVTL4KO,5.1,399437,27866,62564,292155,141138,252286,GOV4H2FG,72.26,43.07,47.22,1,99.28,20700,IFMIS
2020,GOVJJBMO,1,GOVH53GM,GOV46DOG,83.81,486903,359491,70735,256275,61996,46273,GOV1FMMP,33.18,32.69,56.48,0,91.37,348377,PFMS
2021,GOVTX7RG,0,GOVIO1G3,GOVJ64V0,6.09,68309,164208,498377,321521,204216,296880,GOVVEZA8,71.05,27.16,94.49,0,30.35,288775,CAG
2022,GOVRK6KX,1,GOV1AIRS,GOVVZS9Q,74.6,196505,160100,226792,430862,148203,489861,GOVU1HP6,9.93,34.27,75.9,0,81.59,244194,CPGRAMS
2012,GOV2UWRU,1,GOVNH7G7,GOV9A4VD,23.86,60479,271996,132129,138438,41849,91554,GOVPHDWI,23.35,62.03,23.77,0,25.21,429484,CPGRAMS
2014,GOVVDF23,1,GOVOSCXO,GOVWTTL9,15.15,26425,112517,270401,315737,77635,137800,GOV7GI84,49.91,80.1,89.47,0,37.17,257099,CAG
2013,GOV7S95U,0,GOVAQGZH,GOVNFRPZ,37.26,168400,128659,9028,418562,298510,163603,GOVBXTXC,47.19,47.78,44.44,1,54.93,336290,eProcure
2013,GOV5MPLF,1,GOVSB47J,GOV4455B,17.09,295995,308972,80794,97401,374058,263743,GOVYKAF5,59.59,85.0,99.75,0,76.88,144544,CAG
2024,GOVJK0RI,1,GOVYB7KX,GOV0U1B0,40.42,240887,134150,262195,90645,279148,145033,GOVDSJQO,19.66,41.92,95.37,0,20.57,477888,GeM
2025,GOV3ZL8K,0,GOVGK3AU,GOV0U256,58.76,236652,184989,134748,463865,169812,298200,GOV78JZO,11.97,0.28,53.37,1,94.69,276786,GeM
2026,GOVPDSJ4,0,GOVDPKF9,GOVVPBWC,90.55,295100,365896,227973,155079,489282,259986,GOVPV7DS,2.45,68.9,18.76,0,16.63,68723,IFMIS
2019,GOVZE9NY,0,GOVZ9U5K,GOVH0IB6,55.2,430391,220215,439470,204539,386585,36259,GOVKXR08,76.16,45.04,76.57,0,42.22,468436,DBT
2026,GOV9R90M,1,GOVIVWT9,GOVWLY0M,82.69,85203,391365,495184,369554,198220,60909,GOVUTUAS,13.79,5.72,78.38,0,24.42,395101,DBT
2019,GOVV5920,1,GOV12YSD,GOVDT2IZ,78.72,261515,25656,114836,78477,177057,162387,GOVA5TM7,97.23,65.57,52.48,0,86.9,84626,GeM
2020,GOVOJKE0,1,GOV68RI6,GOVIM3WA,62.16,221555,14405,106792,400,328627,262852,GOV70SVY,28.41,11.15,30.48,0,52.33,69561,eProcure
2019,GOVCL8D1,1,GOVNA46N,GOVZ3ORO,26.54,329981,478972,460107,304941,287795,356979,GOVTDEXA,1.02,21.58,55.16,0,91.24,151049,IFMIS
2011,GOVWX1JQ,0,GOVZEJC9,GOVWNVGJ,81.28,229597,472062,6559,17694,68707,214082,GOVFFGE6,22.02,5.02,78.7,1,62.1,348725,CAG
2018,GOVL2IE7,1,GOVVU2F2,GOVJ2JK9,94.3,111176,62388,42757,199508,226706,464019,GOVSAD97,14.73,72.67,41.83,1,90.33,243901,eProcure
2011,GOV465AP,0,GOV67UDY,GOVJRNP4,22.18,179026,40330,237696,271066,370098,262114,GOVNNOUW,53.66,16.47,48.68,0,24.57,305029,IFMIS
2019,GOVHR4X8,1,GOVRXE2J,GOV8A0UT,81.98,469214,176401,193437,206682,434733,296633,GOVB8NKS,45.57,67.46,33.87,0,46.96,477169,DBT
2025,GOVGQR8L,0,GOV8L6QM,GOV092AG,67.97,199984,49581,368485,207198,74319,467682,GOVAEPYP,47.89,35.96,34.89,0,7.3,199407,GeM
2013,GOVTDDYX,1,GOV7V860,GOV59RB8,29.88,170898,350889,137403,27550,203295,237256,GOV9IK9E,89.78,99.38,74.46,1,74.84,85516,eProcure
2026,GOVWRR42,0,GOVHCOXJ,GOV2OUCB,59.4,137785,341348,155077,431933,491824,280343,GOV077PE,39.18,6.71,73.52,1,13.83,245257,IFMIS
2025,GOVZ0HNY,0,GOVPQO1K,GOVEYVJ8,60.74,337339,424280,361379,122354,425497,77316,GOV8FKTT,65.35,87.18,34.14,1,27.13,349005,PFMS
2021,GOVUU1NO,1,GOVGUDIU,GOVIIT5H,0.77,161572,281513,368285,415884,22109,458592,GOVL3OV6,22.12,49.61,17.99,0,99.04,464927,CAG
2024,GOVEXK9L,1,GOVS13FM,GOVBH0ZP,12.86,180129,409092,404577,110364,205472,302924,GOVQU28U,88.25,73.67,39.6,1,43.53,482575,eProcure
2017,GOVVOZ87,0,GOVV6GAS,GOVZV266,49.0,213813,364659,165651,164161,156165,350270,GOVN5NUM,58.53,78.71,91.42,0,30.36,358898,eProcure
2012,GOVSH41D,1,GOVGBTEJ,GOVGOXEP,85.54,344038,71586,410049,160125,473203,455801,GOV1DQRA,46.36,32.25,90.62,1,4.19,443804,CPGRAMS
2013,GOVIA391,0,GOVPQDRA,GOVE2OTS,47.05,160229,300454,141890,269300,245872,476415,GOVGXZAT,82.74,28.12,59.03,1,2.85,288091,GeM
2011,GOVE2P61,1,GOVVG8X0,GOVS3HF0,11.84,192219,153404,499986,12018,101187,277249,GOVQ85P0,21.41,41.5,47.2,1,38.77,328463,DBT
2018,GOVGWVVO,1,GOVL6FJZ,GOV7F7A5,34.42,468873,11983,141750,355674,322238,429380,GOV29823,35.87,97.93,50.94,1,19.74,203754,eProcure
2022,GOVHO51T,1,GOV9SQRW,GOV1W93K,66.52,130862,128666,127616,294470,336712,269575,GOVCZ9KV,2.86,39.61,6.37,1,53.61,410024,CPGRAMS
2010,GOVKU2EP,0,GOVKZ46N,GOV31HHA,24.27,271785,63545,344892,262448,241818,228295,GOVFHML0,11.78,19.22,89.78,1,0.37,468440,PFMS
2021,GOVKA69W,0,GOV5AET5,GOVDZ5EC,86.21,267286,392646,329185,94483,161129,3429,GOV3UZYQ,13.74,38.49,54.71,1,72.53,158468,eProcure
2012,GOVJ9C04,0,GOVHFW9Z,GOVB020F,69.94,317022,164869,347887,492665,393122,292360,GOVVS01E,71.71,39.26,35.91,0,12.05,282648,GeM
2017,GOV2TTWU,0,GOVN5WV7,GOVRZHFO,58.68,331306,192429,340747,280491,178554,166756,GOVC9BVX,63.51,36.49,17.12,1,4.02,491161,IFMIS
2021,GOVJYRVF,0,GOV0WHZ6,GOVNKPQ7,72.69,233770,272972,459542,244516,58415,401066,GOV0AKNA,31.61,25.85,89.63,1,48.03,100778,CAG
2022,GOVM0IB0,1,GOVWW634,GOV8B05Q,9.57,83692,197387,132849,198035,400652,171448,GOVCAXP3,1.37,41.53,11.24,1,25.02,90387,IFMIS
2012,GOVC6CH9,1,GOVYBDWL,GOVK28P1,25.91,351455,470081,297693,99637,253061,207185,GOVAA73Q,41.25,2.22,87.94,0,18.54,316693,CPGRAMS
2016,GOV372O2,0,GOVM1KL3,GOV1TLOR,4.42,339311,456632,60598,425582,4151,460748,GOV2HLHJ,65.95,69.32,59.7,1,77.38,240134,DBT
2010,GOVZE8WE,0,GOVNO3PN,GOVKHOAC,1.31,290654,46857,279480,117497,126460,122930,GOVTP7UX,41.39,4.25,54.39,1,5.39,223696,eProcure
2016,GOVQUJCH,0,GOVLO7MW,GOVWGKXK,77.96,475535,357832,466684,316746,498165,317918,GOVYHDUD,59.69,74.84,21.03,0,55.35,428473,GeM
2019,GOVCGMFU,1,GOVDOFG3,GOV2N79I,51.54,148321,88199,115127,238639,158471,104403,GOVZD8ML,35.83,17.36,55.27,1,37.78,162829,DBT
2021,GOV7QX9P,0,GOV2ZJJ3,GOVWHYZ0,67.85,367545,70097,100275,318848,346968,475732,GOVUU0IQ,52.36,19.53,62.39,0,45.75,102694,GeM
2014,GOVKC5O0,0,GOVB9I7Q,GOVQLFEN,1.47,457067,102021,397039,133071,150116,46987,GOVUG56G,20.92,35.15,53.08,0,8.87,255679,GeM
2017,GOV2U9SY,0,GOVDCYZG,GOVSL4IO,87.95,363990,283768,176964,410485,27428,89238,GOVEQFJZ,18.9,2.3,68.73,0,34.94,87241,DBT
2023,GOVWZKEO,1,GOV30WK5,GOVVL55W,67.97,321468,208606,418788,336952,398140,334470,GOVBBJFE,59.26,62.45,78.18,0,70.15,300821,CPGRAMS
2016,GOVGQM81,1,GOVR4EFN,GOV1H3S9,93.33,457867,221361,316288,95550,303128,266478,GOV6QMGV,19.34,44.29,69.37,0,67.64,388454,PFMS
2014,GOVTOWX5,0,GOVRD9NI,GOV9GAE6,82.55,313357,253864,233180,386494,19153,235033,GOVZVZVV,35.62,0.57,64.56,0,28.78,284083,IFMIS
2012,GOVRIRWC,1,GOVGFW9G,GOVUZWBY,60.71,236189,372483,13035,195084,156822,497835,GOVLRLIB,33.58,8.53,16.96,1,62.22,379348,IFMIS
2018,GOVQFNQQ,1,GOVFJU4T,GOV88KGQ,73.04,287599,285744,275144,113896,110749,311172,GOVMXDJ5,40.86,75.14,48.12,1,46.57,328303,CPGRAMS
2010,GOV82RBR,0,GOVP1D1C,GOVPLDWN,91.12,403872,283077,312659,186428,219484,211220,GOV5QZ44,26.5,6.91,71.8,1,81.32,123423,eProcure
2015,GOVNC6W9,1,GOV5T502,GOVTKSDT,58.4,98104,27761,432740,459230,290993,304652,GOVC5ARB,1.84,4.22,86.75,0,36.96,50306,eProcure
2012,GOV7IDLL,0,GOVS91KE,GOV4ONW8,50.27,321995,406753,141965,260208,47914,447762,GOV1GFIC,23.1,58.15,23.48,1,75.95,132311,eProcure
2010,GOVQZ5HG,0,GOVTL0NJ,GOVBB57W,0.13,274345,291975,406055,236398,5281,244980,GOV7VZCH,52.31,55.09,24.55,1,15.83,404336,PFMS
2018,GOVD4LRC,0,GOV429VQ,GOVHX65R,63.84,319000,235293,162482,413064,379315,468442,GOVH1N57,18.14,26.1,78.11,1,88.71,169605,DBT
2018,GOVLAU4Q,0,GOV86R76,GOV53NPA,69.06,298562,338953,89748,473163,492271,215796,GOVPF0JT,80.1,44.65,15.56,1,78.02,495571,DBT
2011,GOVLMMWE,0,GOV35ZIN,GOV2EM8S,49.81,31813,293059,304417,110884,390469,444956,GOVGPVER,57.24,87.83,42.65,0,50.46,407988,IFMIS
2021,GOVO87WJ,1,GOVZSM6I,GOV0QRKF,88.96,77426,76589,408274,459519,415493,227931,GOVWLNIK,87.2,28.28,27.96,1,54.23,254025,CAG
2020,GOVR9DA3,0,GOV06R27,GOVF2XUO,12.71,128356,312131,417331,276676,491411,46860,GOVL9IDD,55.17,36.44,58.63,1,45.59,309769,PFMS
2021,GOV2BW65,0,GOVCSUPP,GOV2I455,57.2,268687,162871,248604,332545,64378,39725,GOVL3M5I,47.29,18.02,61.58,0,83.54,362213,eProcure
2010,GOVB43RG,0,GOV9FSDS,GOVXW7KR,4.51,137477,236446,489750,344913,432661,61011,GOVJ21NT,93.54,88.45,20.43,0,48.6,190277,IFMIS
2011,GOV5LM4P,0,GOVK4CMC,GOVN02JA,39.68,392723,273408,294892,62557,203254,178088,GOV6ICB8,14.41,30.48,4.03,0,28.15,380497,IFMIS
2014,GOV8NTC0,1,GOVC4DWC,GOVH61OD,51.61,484020,463333,410498,156100,260116,108368,GOV6P4WW,64.94,78.79,83.34,1,96.87,322399,CPGRAMS
2020,GOV526OE,1,GOVPX6XV,GOVA1ME7,45.96,274430,408780,89959,340176,310882,483115,GOVYM26N,95.9,15.06,15.46,0,53.51,81015,IFMIS
2015,GOVFFR12,1,GOVB954T,GOVONU49,19.33,144628,192736,38798,21870,250609,469297,GOV3HM3J,55.62,87.5,12.78,1,71.71,21604,GeM
2026,GOV6JCLT,1,GOVLSONO,GOVT1XEU,95.56,204193,397010,155863,19072,471793,440771,GOVYWVV5,36.56,77.34,96.89,0,40.2,177518,GeM
2025,GOV6BH6V,0,GOVJK359,GOV06U9J,55.98,433961,94350,454522,400857,189394,465049,GOVKHN8N,74.52,72.34,8.92,0,87.45,17183,CPGRAMS
2014,GOVANF87,1,GOV2UXGR,GOV777FU,87.3,125085,161947,41613,336478,71380,378270,GOVCMVE1,94.39,69.12,63.66,1,50.4,95691,PFMS
2025,GOVEKIBJ,1,GOVXDZT3,GOVP6EFV,45.99,241406,177781,15161,24896,271984,354084,GOVQ2Q2J,60.6,67.95,11.63,1,15.24,430504,CPGRAMS
2010,GOVCF2PL,1,GOVJ38W4,GOV4CUVO,76.19,188665,84087,105665,294968,87545,60681,GOVEV85D,97.62,0.38,67.53,0,30.88,101252,CAG
2023,GOVM949Z,1,GOVFSVBO,GOVLH8Y3,32.42,9213,121724,378350,243517,20660,92254,GOVZRWHC,73.27,7.88,98.47,0,19.97,219098,IFMIS
2019,GOV6OQI3,0,GOVI9HNZ,GOV99P8Y,62.43,142958,351531,279710,82914,267143,239973,GOVOXVWS,11.69,31.43,75.07,1,83.57,224257,eProcure
2021,GOVZ07A0,1,GOV8OYSX,GOVSQSM0,90.21,220679,281778,2008,164140,242004,151724,GOVKOQDZ,58.38,14.27,85.26,1,6.51,279781,CAG
2013,GOVSFPS3,1,GOVDQDPC,GOV3CW4K,44.34,261408,227500,61642,117726,246712,291682,GOVEI7XU,47.74,69.14,12.34,0,18.01,215205,GeM
2010,GOV9H9VC,1,GOVU9A1K,GOVO9P8A,77.58,34390,215540,394135,329209,480593,232256,GOVA5NC7,56.28,85.65,98.2,1,8.49,43604,CAG
2011,GOVLOOQZ,1,GOVU7FGZ,GOVN0305,15.15,414249,375449,203473,126801,498719,440589,GOVLG7VL,32.39,30.29,34.69,0,72.49,171209,DBT
2025,GOVK1VQL,1,GOV6PPCM,GOVIVVL8,57.27,299046,285984,302400,220288,331686,415889,GOV41WFN,52.24,74.56,18.53,0,97.8,197634,CPGRAMS
2017,GOVKHRBY,1,GOV6Z3HO,GOV9UBP6,50.24,404833,210559,409380,302388,217863,391590,GOVKYX45,98.39,35.16,47.85,1,79.89,218797,IFMIS
2023,GOV3QYE5,0,GOVL5Q4U,GOVS7KU8,90.62,86080,434195,388379,28482,377954,389777,GOVYI4PR,91.41,3.11,62.41,1,65.04,364959,GeM
2010,GOVI70Y5,1,GOVPC6D7,GOVMYKSU,48.32,414187,176453,115213,11337,138476,203832,GOVTHZTL,46.2,70.38,89.7,1,16.74,134489,PFMS
2023,GOV1HB2Y,0,GOVLPPG7,GOVK1HCN,97.91,220266,181690,106003,236607,378160,114854,GOVKSEUH,63.66,74.65,76.03,0,78.22,58022,CAG
2011,GOVA7G95,1,GOVN4ETE,GOVWSNI4,75.1,191149,137015,486623,48127,336244,55890,GOVBR611,97.22,67.69,92.43,0,24.18,70492,CPGRAMS
2022,GOVE11QC,1,GOVWKCA8,GOVALXBZ,72.06,224470,373085,31199,334239,383282,292983,GOVYBW5A,16.63,82.61,55.85,0,15.28,220687,DBT
2022,GOV5TZGF,1,GOV1VWJL,GOVDTC3V,28.75,448797,142367,185793,347695,455513,170637,GOVE5W9A,22.58,85.53,82.31,0,44.47,14270,GeM
2020,GOVTFST5,0,GOVJS440,GOVDMSA2,78.34,260378,259968,118301,168134,32125,175544,GOVMAUZS,12.22,41.59,52.23,0,62.79,308560,GeM
2013,GOVFEW4L,1,GOVYGH6T,GOVSYBWP,66.02,415168,38384,439371,248891,399497,69246,GOV75PQB,5.79,85.59,23.62,1,43.69,49578,PFMS
2021,GOV46DSV,0,GOVR6YWZ,GOVZVIFV,67.08,321792,143310,97276,347542,310597,339557,GOVSKL29,60.79,38.41,7.07,0,38.99,126230,GeM
2018,GOVWVA5U,1,GOVYFJKR,GOV1MMTI,37.16,326599,169678,371498,427111,355120,2052,GOV7IJY2,94.39,90.35,98.41,0,18.36,79491,DBT
2026,GOV4YUEJ,1,GOVZMOVE,GOVJTFJY,86.06,146570,275654,97487,48249,165486,279886,GOVSVQM7,28.87,42.62,67.07,0,28.63,5073,eProcure
2015,GOVKFM05,1,GOVQHW0F,GOVNU49L,19.83,330111,357270,230347,167335,461110,154737,GOV5PQXX,52.82,21.73,29.46,1,31.94,456345,CAG
2021,GOVBJMJC,0,GOVW6FHU,GOVTS8H4,25.37,468380,404135,127732,325954,53985,197659,GOVJ0985,38.74,60.59,97.53,0,98.28,146269,CPGRAMS
2011,GOVFS7IY,0,GOVF4CNM,GOV78EO4,99.0,283440,446767,354309,213801,197506,396632,GOVRJGXP,75.62,98.46,40.97,0,23.39,350145,CAG
2023,GOVOOTDQ,1,GOVBAYBB,GOVIWMAE,40.4,147925,149827,438485,382298,397842,439994,GOVZUTAM,45.53,39.17,89.07,0,54.85,7808,CAG
2026,GOV8Q985,0,GOVEVV7W,GOVRNO7U,97.36,173481,133909,177141,223157,432823,93015,GOVW5YCX,93.99,63.59,47.7,0,37.83,438565,GeM
2010,GOVMS5DT,0,GOV6WO0T,GOVE0IFX,52.15,76108,258798,384715,165850,223221,200285,GOVBZS1C,54.08,34.36,49.7,0,29.35,327641,eProcure
2018,GOVHO3ZU,0,GOVTT0YW,GOVLU46N,13.29,306529,421813,245031,328575,451419,477323,GOVPDKZS,73.86,87.93,49.36,0,24.03,350668,CAG
2015,GOV9HGS8,0,GOVR2D76,GOVQG8XA,40.83,82153,454483,73515,206793,483018,431465,GOVDGQR2,48.69,70.79,94.19,1,94.0,153214,DBT
2012,GOVWWZ8I,1,GOVM86XI,GOV4WN95,54.13,300134,363092,291165,78091,382050,284948,GOVSVY00,12.48,71.6,23.75,0,53.4,414541,PFMS
2014,GOVA7P6R,0,GOVDLQGG,GOVPP30J,21.52,494142,292791,33268,21812,11708,464377,GOV08I8D,92.18,93.53,71.82,1,54.57,45229,CPGRAMS
2016,GOV7WQ31,1,GOVAKK4T,GOV30OT7,52.83,435555,374001,462603,203010,115912,360373,GOVUKQC4,25.4,75.44,23.44,0,9.91,437666,PFMS
2010,GOV3CZUO,1,GOVP6S7X,GOVUEDF4,51.29,66594,360872,49930,119985,391314,217778,GOV49KME,83.11,62.07,86.77,1,25.72,10521,GeM
2017,GOVFK8BQ,0,GOV61ABT,GOVAH43X,89.0,364321,5226,294839,391289,44736,96190,GOV2T6DK,52.77,20.5,85.65,0,42.71,261269,PFMS
2021,GOV1L9MN,0,GOV3A2Q9,GOVF609N,93.34,76821,180026,143183,164088,347045,137578,GOV4ZM19,66.8,33.5,78.44,1,37.1,27890,DBT
2014,GOV3G7LM,1,GOVITAYM,GOVYLX3S,11.38,461640,177208,172520,301392,483615,473029,GOVQHP4B,6.84,65.81,66.03,1,86.89,30335,eProcure
2015,GOVVKY7B,0,GOVCJKFT,GOV86PNR,91.17,46893,242405,428285,307960,268716,121144,GOV0NTYI,8.15,90.12,59.78,0,68.8,174775,DBT
2019,GOVGO2LE,1,GOV14MEL,GOVEF6YO,6.31,99230,24366,49283,98468,254040,83022,GOVGAP9P,99.16,6.75,86.89,0,41.33,66383,IFMIS
2019,GOVXVF2Q,1,GOVI36WL,GOVRYU4A,27.28,302439,181776,74735,141400,18901,135289,GOVHMFSM,43.09,7.25,34.39,0,33.57,314949,CPGRAMS
2018,GOVJSZVE,0,GOVHQ05Q,GOVKALP5,68.67,408737,407444,297312,382843,234160,195638,GOV74INP,80.87,31.92,0.68,1,37.29,413318,GeM
2010,GOV7WMUV,0,GOVKH2J6,GOVQMJ6U,13.72,210935,355898,236345,329085,30722,222613,GOVJSO8X,62.6,14.88,49.73,1,81.31,48916,CAG
2021,GOVOQMSU,0,GOV7TR9X,GOVA92HS,27.79,264272,443328,387353,133797,336852,231105,GOVK5RAV,60.17,85.22,58.25,1,6.21,461897,CAG
2019,GOV01C0U,0,GOVFT0S8,GOVZKJUG,57.39,481085,52210,13404,158038,21209,427074,GOVVW9S0,18.22,31.94,79.29,1,73.33,388110,CPGRAMS
2012,GOVBVX05,1,GOVLLVU5,GOVLSMN2,68.56,206926,253596,52123,301243,333558,349602,GOVK4AEE,34.12,34.81,95.88,0,72.86,63192,GeM
2015,GOV8M4QF,1,GOVFESVX,GOV50L6H,1.47,12416,53948,23660,229073,212781,357191,GOVDVZVV,74.84,44.6,20.59,1,28.6,103563,DBT
2017,GOVCOR0M,1,GOVLZWEX,GOVFVXFP,34.41,45808,479759,479292,319091,96212,423368,GOVRIT9Q,40.67,83.46,33.93,1,39.7,179286,eProcure
2010,GOVG0ZE6,1,GOVJ0KYK,GOV8E5SS,75.67,11927,299974,201221,257775,158507,135186,GOVY2DSH,4.7,83.07,98.86,1,80.26,85786,eProcure
2016,GOV8TKK4,0,GOV74UA2,GOVKPI8U,97.97,441347,33353,154029,401033,28971,489833,GOVGW6H7,34.42,82.39,12.9,0,47.25,184111,GeM
2016,GOVCUK88,0,GOV1JEDC,GOV12HSM,47.93,358905,449547,410144,480659,492424,230347,GOVUDHEP,71.16,31.14,0.68,1,77.41,275203,CAG
2022,GOVLWLE8,0,GOVTD2RU,GOVVQJOP,60.74,234961,121673,479586,422334,232062,4578,GOV9SXV0,58.66,70.56,47.45,1,12.06,107778,PFMS
2026,GOVDTDM4,0,GOV7RLFO,GOVXB38X,43.75,427653,156523,58155,319943,478061,356561,GOVVU4F3,69.37,83.48,45.61,0,5.32,473507,PFMS
2016,GOVIKLNY,1,GOVB6J3T,GOVYJSDO,8.5,57270,377508,237838,486059,97359,155101,GOVIGYKR,76.57,54.95,95.54,0,82.91,205172,IFMIS
2013,GOV941JC,0,GOVCJVHJ,GOV24J0Z,80.98,490072,122070,215180,243757,307810,124882,GOVQZ37L,48.01,41.29,38.99,1,60.81,85190,eProcure
2011,GOVHJFOS,0,GOVZTZTU,GOVYQVVP,83.5,32622,470919,1851,91746,118141,224558,GOVF4S5T,83.86,56.44,57.48,1,75.68,341858,DBT
2011,GOVZDE4X,0,GOV4M3XB,GOVH68SM,20.05,480570,306559,268827,384193,84966,87458,GOVLFMBB,92.46,64.5,41.91,1,65.8,293866,IFMIS
2019,GOVSUDS9,0,GOVQOF1B,GOVTGW11,1.42,345829,95930,182448,173835,153130,70408,GOVXK6BQ,43.48,64.6,57.47,0,82.56,287851,PFMS
2011,GOV7BD2K,1,GOVEQ87H,GOV938MQ,99.91,323427,350832,276068,474828,273921,346936,GOVEJHPY,98.91,15.78,8.76,0,91.13,118584,CPGRAMS
2025,GOVPHUKH,0,GOVIK5DG,GOVFUZFI,74.33,349784,428916,391890,475863,123916,98779,GOVVG7BW,18.18,22.01,41.1,0,89.19,388909,eProcure
2023,GOVQW1HK,0,GOVAFW3H,GOVL6ZOT,50.22,247000,275340,238308,60464,389346,9110,GOVLWQYU,10.97,79.29,47.52,1,24.99,486883,CAG
2023,GOVKM3Y1,1,GOVJIY27,GOV8QVRP,59.73,499873,247012,251303,389517,467845,145168,GOVQV3V4,16.46,10.92,55.93,0,28.36,12335,DBT
2014,GOVFBPKL,0,GOVSRZWW,GOVJI10H,18.58,134225,239352,94148,350665,77343,316790,GOVHNGEC,14.16,72.19,2.35,0,81.31,180059,CPGRAMS
2022,GOVT98D7,1,GOVHX0NF,GOV95GA7,75.31,20323,219563,358527,319671,18891,211660,GOVM2BGM,44.82,92.1,3.15,0,45.06,82152,GeM
2012,GOVVA3ZR,1,GOVC7RPD,GOVK9YD7,0.85,452575,215548,399416,412635,422620,192738,GOVN1HNW,94.31,81.09,79.11,1,17.45,276862,eProcure
2017,GOV28AXJ,0,GOVLGQ5X,GOVT8YAP,57.44,101546,136302,83884,403109,164110,421724,GOVN5ZCI,53.85,28.72,95.2,1,94.82,229167,CPGRAMS
2011,GOV3WL2Y,0,GOVMQNNI,GOVLIM87,32.17,93115,114333,482116,115896,301976,292435,GOVHGEXL,70.85,9.08,9.08,1,36.13,27810,GeM
2021,GOV69916,1,GOVVUFMB,GOVAELUY,93.36,124375,16999,193884,465826,368991,338887,GOV5BLAB,95.04,41.99,1.56,0,21.02,445845,eProcure
2026,GOVA3555,1,GOVP2CT7,GOVU3NLB,42.82,252284,448436,7859,453849,413754,410962,GOVMG0SX,23.29,38.07,97.58,0,51.72,179579,DBT
