tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_inr,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2025,492630899557,RES,12335395,17758306,9.82,134458,1,0,0,0,NA,0.695,1.11,5.59,0,0,0.57,0.43,0
2021,978639146811,RES,13472213,21396664,18.29,257741,0,0,0,0,NA,0.63,1.046,3.72,0,0,0.58,0.42,0
2019,684785865150,RES,1941882,3103386,11.32,25170,0,1,0,0,NA,0.626,1.145,2.03,0,0,0.48,0.52,1
2020,303003017839,RES,17098204,20914274,6.88,111401,1,0,0,0,NA,0.818,0.947,5.58,0,1,0.39,0.61,1
2025,723969443261,RES,14430076,16870281,16.32,208181,0,0,0,0,NA,0.855,0.884,6.31,0,0,0.69,0.31,0
2019,994741041332,RES,17838239,26740985,15.79,262513,0,0,0,0,NA,0.667,0.932,3.51,0,0,0.42,0.58,0
2023,725245334895,RES,3012086,3209110,4.64,14479,0,0,0,0,NA,0.939,1.036,3.33,0,0,0.34,0.66,1
2024,656976193177,COM,23959449,26508395,14.34,378280,1,0,0,0,NA,0.904,1.101,2.98,1,0,0.65,0.35,0
2021,660963317986,RES,3984286,5810565,22.88,107843,0,0,0,0,NA,0.686,1.183,1.04,0,0,0.57,0.43,0
2023,757526312340,RES,17774625,29646033,10.68,173318,0,0,0,0,NA,0.6,0.913,7.35,0,1,0.34,0.66,0
2019,977231807036,RES,6924110,11192592,13.62,96193,0,0,0,0,NA,0.619,1.02,1.86,0,0,0.62,0.38,0
2018,101050661903,RES,10163612,11410048,5.47,64157,1,0,0,0,NA,0.891,1.154,2.17,0,0,0.34,0.66,0
2018,236775621690,RES,18678192,28668941,18.21,382306,1,0,0,0,NA,0.652,1.124,1.58,0,1,0.44,0.56,1
2025,716192623497,IND,19222000,28556341,5.98,124143,0,0,0,0,NA,0.673,1.08,7.09,0,0,0.73,0.27,0
2021,151167581300,MIX,19460281,27966769,15.97,279703,1,0,0,0,NA,0.696,0.9,4.14,0,0,0.3,0.7,0
2020,814314396629,COM,1275496,1659277,21.55,28751,1,1,0,0,NA,0.769,1.046,0.02,0,0,0.64,0.36,0
2021,336755802536,RES,6601733,7797294,12.2,75789,1,0,0,0,NA,0.847,0.941,2.02,0,0,0.43,0.57,0
2020,796869670085,RES,8762483,13565247,7.99,70082,1,0,0,0,NA,0.646,1.001,2.37,0,1,0.73,0.27,0
2019,885999133369,AGR,8575095,11670786,21.57,167393,0,0,0,0,NA,0.735,0.905,1.59,0,0,0.59,0.41,1
2025,286284583606,AGR,6961564,9600876,4.99,36024,0,0,0,1,INCREASED,0.725,1.037,3.75,0,0,0.38,0.62,0
2023,921917323226,AGR,17238277,28930192,8.86,156702,1,0,0,0,NA,0.596,1.026,7.98,0,0,0.6,0.4,1
2019,200099683192,MIX,1261558,1621385,2.14,2454,0,0,0,0,NA,0.778,0.909,0.06,0,0,0.65,0.35,0
2023,336913690277,AGR,11284922,18556766,11.45,110735,1,0,0,0,NA,0.608,0.857,1.4,0,0,0.45,0.55,0
2022,360248599031,RES,14716257,24857186,2.78,40870,0,0,0,0,NA,0.592,0.999,3.03,0,0,0.28,0.72,0
2020,425039477616,COM,4582404,4894892,9.31,40273,0,0,0,1,UPHELD,0.936,0.944,3.9,0,1,0.59,0.41,0
2019,740056966617,RES,5375317,7845516,16.37,85002,0,0,0,0,NA,0.685,0.966,1.6,0,1,0.43,0.57,0
2025,268446037448,RES,25362700,27936738,16.88,480353,0,0,0,1,INCREASED,0.908,1.122,4.48,0,0,0.67,0.33,0
2020,493763452170,COM,17087425,21907712,22.3,348279,0,0,1,0,NA,0.78,0.914,3.47,0,0,0.71,0.29,1
2024,886956543855,AGR,22580647,26150703,22.03,453178,0,0,0,0,NA,0.863,0.911,8.28,0,1,0.38,0.62,0
2018,132529766570,IND,3317955,3528471,19.64,66468,0,0,0,1,PENDING,0.94,1.02,0.21,0,0,0.4,0.6,1
2022,612971303247,RES,6567219,7428825,9.31,67989,1,0,0,0,NA,0.884,1.112,8.23,0,0,0.38,0.62,1
2024,652417950686,RES,21347991,28147150,1.78,39937,0,0,0,0,NA,0.758,1.051,6.44,0,1,0.53,0.47,0
2024,353970039816,RES,2633193,3013716,11.28,34663,1,0,0,0,NA,0.874,1.167,1.44,0,0,0.58,0.42,0
2022,817182073660,COM,22657659,25676959,11.23,282943,1,0,0,0,NA,0.882,1.112,4.34,0,0,0.43,0.57,0
2024,949223909652,RES,17195171,22524543,3.08,53014,1,0,0,0,NA,0.763,1.001,8.02,0,0,0.31,0.69,0
2022,410828767502,IND,18606113,27225920,1.29,23354,0,1,0,0,NA,0.683,0.973,2.08,0,0,0.49,0.51,0
2021,857688228271,RES,3995773,6172884,12.07,55946,0,0,0,0,NA,0.647,1.16,4.69,0,0,0.41,0.59,1
2021,318357588175,COM,18104363,21122145,22.73,491757,1,1,0,0,NA,0.857,1.195,7.7,0,0,0.6,0.4,1
2025,313853530349,MIX,25662551,27725657,14.07,386708,1,0,0,0,NA,0.926,1.071,0.89,0,0,0.57,0.43,0
2018,599367921487,RES,3942122,6013590,8.43,36422,1,0,0,0,NA,0.656,1.096,5.79,0,0,0.54,0.46,0
2023,578364896764,RES,25345442,27478091,9.57,243284,0,1,0,0,NA,0.922,1.003,1.62,0,0,0.74,0.26,0
2019,918470033986,IND,12061001,14925134,24.05,306891,0,0,0,1,PENDING,0.808,1.058,0.5,0,0,0.25,0.75,1
2018,506230970945,IND,2316143,3182001,24.89,62261,0,0,0,0,NA,0.728,1.08,7.18,0,0,0.35,0.65,0
2025,609419202913,RES,6185896,10853282,24.01,177931,0,0,0,0,NA,0.57,1.198,5.7,0,0,0.27,0.73,0
2021,410385628632,RES,10903643,18779825,23.8,253538,1,1,0,0,NA,0.581,0.977,7.75,0,0,0.74,0.26,0
2025,298416535126,RES,4077581,4903153,15.83,68163,0,0,0,0,NA,0.832,1.056,8.77,0,0,0.29,0.71,1
2024,737255320437,IND,962016,1459714,9.95,8203,0,0,0,1,PENDING,0.659,0.857,1.52,0,0,0.34,0.66,0
2022,156329082226,IND,9278162,10381724,5.88,63612,1,0,0,0,NA,0.894,1.166,2.26,0,0,0.27,0.73,0
2021,875568957872,RES,16141236,22183374,22.69,436930,1,0,0,0,NA,0.728,1.193,0.24,0,1,0.4,0.6,0
2024,923587169570,RES,19658127,27567134,13.62,282737,0,0,0,0,NA,0.713,1.056,5.36,0,0,0.62,0.38,0
2025,575237243138,RES,21227474,28624549,18.16,381636,0,0,0,0,NA,0.742,0.99,3.3,0,0,0.28,0.72,0
2025,168943538883,RES,17287763,22947899,11.71,229567,0,0,0,0,NA,0.753,1.134,1.09,0,0,0.73,0.27,1
2024,401489170369,RES,6626404,7056093,1.91,11036,0,0,0,0,NA,0.939,0.872,2.3,0,0,0.48,0.52,0
2018,153610152493,RES,9079918,16070626,18.61,179116,0,0,0,0,NA,0.565,1.06,5.64,0,0,0.51,0.49,0
2022,308547379328,RES,23597846,26651235,18.82,433009,0,0,0,0,NA,0.885,0.975,2.57,0,0,0.36,0.64,0
2021,685866918164,RES,8781881,10198852,21.74,175263,0,1,0,0,NA,0.861,0.918,3.41,0,0,0.3,0.7,1
2020,124452155849,COM,5304401,7242409,22.26,105914,0,1,0,0,NA,0.732,0.897,0.58,0,1,0.44,0.56,0
2024,326558983428,RES,13849989,15971107,5.24,80702,1,0,0,0,NA,0.867,1.112,1.8,0,0,0.25,0.75,0
2019,644824695572,RES,16683684,23797330,23.07,399134,0,1,0,0,NA,0.701,1.037,4.32,0,0,0.37,0.63,0
2025,840216264679,AGR,18558431,29749562,22.63,492633,1,0,0,0,NA,0.624,1.173,4.63,0,0,0.68,0.32,1
2025,722058410753,RES,8339246,15063696,15.57,135815,1,0,0,0,NA,0.554,1.046,2.16,0,0,0.58,0.42,0
2022,650631997630,AGR,4685558,6079207,2.32,9696,0,0,0,0,NA,0.771,0.892,7.58,0,0,0.68,0.32,0
2020,257337381648,RES,19729115,24615883,24.02,462994,0,0,0,0,NA,0.801,0.977,8.7,0,0,0.48,0.52,0
2021,802940272443,COM,4229597,6880596,18.12,74264,0,1,0,0,NA,0.615,0.969,6.91,0,0,0.31,0.69,1
2020,344668138477,RES,14589349,24892845,3.85,56787,1,0,0,0,NA,0.586,1.011,0.02,1,0,0.69,0.31,0
2022,779360170610,IND,23208125,24579297,19.75,457902,1,0,0,0,NA,0.944,0.999,4.18,0,0,0.73,0.27,0
2021,426078906172,RES,13030563,21702909,13.23,152052,0,0,0,0,NA,0.6,0.882,1.56,0,0,0.56,0.44,0
2021,500140609223,RES,9500206,15723006,22.22,215105,1,0,0,0,NA,0.604,1.019,6.34,0,1,0.57,0.43,0
2021,905673110493,AGR,8607196,13079681,4.7,43771,0,0,0,0,NA,0.658,1.082,0.83,0,1,0.74,0.26,0
2024,250543809793,AGR,14186073,18887702,13.32,161748,1,0,0,0,NA,0.751,0.856,1.3,0,0,0.67,0.33,0
2025,646305143591,IND,12328245,22298301,22.11,234417,0,1,0,0,NA,0.553,0.86,0.67,0,0,0.46,0.54,0
2022,815474307724,RES,7839923,13448378,16.37,136810,0,0,0,0,NA,0.583,1.066,4.74,0,1,0.55,0.45,0
2018,307810557345,RES,9243512,10577241,10.47,101715,1,1,0,0,NA,0.874,1.051,1.1,0,1,0.26,0.74,0
2025,460683146406,RES,1050861,1142201,7.17,8160,0,0,0,0,NA,0.92,1.083,6.17,0,0,0.38,0.62,1
2024,376441785413,IND,15956436,16969604,18.51,322231,1,0,0,0,NA,0.94,1.091,0.88,0,0,0.31,0.69,0
2021,779032359227,RES,3719832,5226860,10.43,44424,0,0,0,0,NA,0.712,1.145,3.47,0,1,0.38,0.62,0
2019,652801102766,COM,18575011,23168325,16.88,314487,1,1,0,0,NA,0.802,1.003,7.81,0,0,0.54,0.46,0
2022,534050200342,IND,10929860,19199839,10.62,128843,1,0,0,1,UPHELD,0.569,1.11,2.88,0,0,0.4,0.6,1
2021,868531586902,RES,2096542,2583299,12.59,23967,0,0,0,0,NA,0.812,0.908,4.82,0,1,0.48,0.52,0
2024,379688480844,COM,10295900,12419108,3.49,30579,1,0,0,0,NA,0.829,0.851,5.01,0,0,0.63,0.37,1
2024,287035377841,RES,9642269,12436233,21.83,191757,1,0,0,1,PENDING,0.775,0.911,5.34,0,0,0.57,0.43,0
2021,805932094253,RES,1422830,2123701,19.58,30756,0,0,0,0,NA,0.67,1.104,2.54,0,0,0.38,0.62,0
2024,392725688251,RES,21428653,24937177,24.33,606862,1,0,0,0,NA,0.859,1.164,1.59,0,0,0.49,0.51,0
2024,465302148821,COM,24371303,26756340,14.15,305196,0,0,0,0,NA,0.911,0.885,7.58,0,0,0.27,0.73,0
2025,596850961802,COM,2059475,3209276,18.7,38743,0,0,0,0,NA,0.642,1.006,8.6,0,0,0.64,0.36,0
2022,985446622917,RES,16430838,20410285,3.44,59348,0,0,0,1,REDUCED,0.805,1.05,8.26,0,0,0.62,0.38,1
2022,412231973190,RES,4075507,6249261,9.29,43957,0,0,1,0,NA,0.652,1.161,0.55,0,1,0.5,0.5,0
2018,673273966567,RES,17860071,26421864,5.77,95427,0,0,0,0,NA,0.676,0.926,1.89,0,0,0.47,0.53,0
2024,922520038417,RES,7582890,11356415,6.77,55443,0,0,0,0,NA,0.668,1.08,6.01,0,1,0.65,0.35,1
2022,349500536534,COM,12645793,17743510,5.1,73652,0,0,0,0,NA,0.713,1.142,1.52,0,0,0.73,0.27,1
2025,811594281323,RES,6679683,9851240,10.4,60646,0,0,0,0,NA,0.678,0.873,7.67,0,1,0.33,0.67,0
2022,763789506555,MIX,14500234,21731650,7.95,106746,1,0,0,0,NA,0.667,0.926,7.6,0,0,0.54,0.46,1
2021,798626841308,MIX,9461033,11930763,12.68,107609,0,0,0,0,NA,0.793,0.897,1.68,0,0,0.47,0.53,0
2018,831750114580,IND,16858674,18819917,22.06,408349,0,0,0,0,NA,0.896,1.098,6.69,0,0,0.26,0.74,0
2021,498721922761,RES,10379168,17983782,4.07,40173,0,1,0,1,PENDING,0.577,0.951,3.1,0,0,0.42,0.58,0
2019,221258943865,COM,2226954,3338107,6.53,12710,0,0,0,1,REDUCED,0.667,0.874,6.56,0,0,0.66,0.34,1
2023,565791986935,RES,10037131,14603007,17.6,155985,0,1,0,0,NA,0.687,0.883,5.55,0,0,0.74,0.26,0
2024,262036540604,IND,5153650,6539538,4.8,26964,0,0,0,0,NA,0.788,1.09,1.86,0,0,0.32,0.68,0
2024,231129821914,RES,12259305,20879651,8.66,111792,1,0,0,0,NA,0.587,1.053,6.26,0,0,0.32,0.68,0
2021,530267083777,RES,1273482,2232524,8.48,10432,0,0,0,0,NA,0.57,0.966,3.06,1,0,0.53,0.47,0
2020,340458084797,IND,2339255,3812845,24.32,66562,0,0,1,1,REDUCED,0.614,1.17,4.37,0,0,0.34,0.66,0
2025,453198403840,RES,11173420,16821117,10.13,97227,0,0,0,0,NA,0.664,0.859,2.43,0,0,0.71,0.29,1
2024,274008757429,IND,4959146,7419197,23.32,107783,1,0,0,0,NA,0.668,0.932,0.17,0,0,0.33,0.67,0
2022,866303840438,COM,8547170,12425011,7.59,67598,0,0,0,0,NA,0.688,1.042,3.66,0,0,0.71,0.29,0
2024,755771675134,COM,13250985,14148659,4.24,66410,0,0,0,0,NA,0.937,1.182,0.23,0,0,0.29,0.71,0
2023,669984022241,RES,4866683,7605848,15.1,85171,0,0,0,0,NA,0.64,1.159,1.76,0,0,0.33,0.67,1
2022,191697673073,IND,20371497,28328484,20.31,457188,0,0,0,0,NA,0.719,1.105,8.15,0,0,0.61,0.39,0
2025,383611341808,COM,11512899,14461469,15.54,182131,1,0,0,0,NA,0.796,1.018,7.91,0,0,0.61,0.39,0
2019,667307726457,IND,11941028,16867560,8.15,97611,1,0,0,0,NA,0.708,1.003,4.57,0,0,0.73,0.27,1
2022,282196892344,RES,7622905,10603373,20.62,172588,0,0,0,0,NA,0.719,1.098,4.99,0,0,0.68,0.32,0
2024,852279415445,RES,9699089,13511199,21.28,224353,1,0,0,0,NA,0.718,1.087,4.94,0,0,0.71,0.29,0
2022,887859371936,RES,27687942,29706957,12.29,336201,0,0,0,0,NA,0.932,0.988,7.26,0,0,0.33,0.67,0
2025,602520180169,RES,3303276,5562407,23.04,88056,0,0,0,0,NA,0.594,1.157,4.96,0,0,0.57,0.43,0
2023,219093185776,IND,16782309,24223679,23.14,440381,1,0,0,0,NA,0.693,1.134,5.08,0,1,0.33,0.67,0
2020,297456514900,COM,4490154,5256284,16.47,88374,0,0,0,0,NA,0.854,1.195,4.95,1,1,0.38,0.62,0
2022,118677426364,COM,27227244,29118827,6.91,185883,0,1,0,1,UPHELD,0.935,0.988,4.38,0,0,0.68,0.32,0
2019,356924995256,RES,8902738,13566829,19.77,162631,0,0,0,1,INCREASED,0.656,0.924,5.01,0,0,0.31,0.69,0
2025,829586114557,MIX,21714803,28185526,22.11,442185,0,1,0,0,NA,0.77,0.921,8.35,0,0,0.38,0.62,0
2025,371175286354,RES,2894270,4906560,8.77,27286,1,1,0,0,NA,0.59,1.075,2.74,0,0,0.74,0.26,1
2021,832840458399,RES,21203856,23690907,4.22,82322,0,0,1,0,NA,0.895,0.92,8.45,0,0,0.73,0.27,0
2018,875022477832,IND,3402465,5023779,11.64,43922,1,0,0,0,NA,0.677,1.109,4.99,0,0,0.57,0.43,0
2020,870859376675,RES,5885329,8326608,14.77,102747,0,0,0,0,NA,0.707,1.182,3.29,0,0,0.32,0.68,0
2025,848339405303,RES,2615085,4605240,12.71,28584,0,0,0,0,NA,0.568,0.86,1.09,0,0,0.26,0.74,0
2024,275922242632,RES,20412955,25300788,24.83,586430,0,0,0,0,NA,0.807,1.157,8.79,0,1,0.43,0.57,0
2021,651932297905,RES,6331126,10965731,20.59,121233,0,0,0,0,NA,0.577,0.93,4.02,0,0,0.74,0.26,1
2023,482296298017,COM,14126915,19249030,24.23,357014,1,0,0,0,NA,0.734,1.043,7.07,0,0,0.27,0.73,0
2023,302064193930,RES,11398805,13953525,5.38,57830,1,0,0,0,NA,0.817,0.943,5.77,0,0,0.55,0.45,1
2024,927879525761,RES,14179564,15953734,6.69,90782,1,0,0,0,NA,0.889,0.957,1.07,0,0,0.53,0.47,0
2020,967397995142,IND,13238262,15881918,1.43,21543,0,0,1,0,NA,0.834,1.138,1.35,0,0,0.4,0.6,1
2024,438679145748,IND,14104980,22461244,19.32,259428,0,0,0,0,NA,0.628,0.952,6.67,0,1,0.52,0.48,0
2020,857097814072,COM,14166456,19239190,17.9,289588,1,0,0,0,NA,0.736,1.142,4.88,0,1,0.55,0.45,0
2023,993875775807,MIX,11857713,18684738,10.19,116118,0,0,0,0,NA,0.635,0.961,2.83,0,0,0.67,0.33,0
2018,952467598923,RES,9692559,13224273,11.01,99352,1,0,0,0,NA,0.733,0.931,1.97,0,0,0.36,0.64,0
2021,332946508946,RES,10381518,17718986,10.72,124199,1,0,0,0,NA,0.586,1.116,8.14,0,0,0.62,0.38,0
2022,120158809455,IND,10189301,11141158,4.29,41701,0,0,0,0,NA,0.915,0.954,1.73,0,0,0.59,0.41,0
2023,269657837189,RES,16141398,18269891,12.13,168188,0,0,1,0,NA,0.883,0.859,8.34,0,0,0.33,0.67,0
2023,257918106429,MIX,15909831,21058658,20.27,300885,1,0,0,0,NA,0.756,0.933,6.26,0,0,0.57,0.43,0
2025,341620836640,RES,17797194,23110759,11.3,228057,0,0,0,0,NA,0.77,1.134,2.64,0,0,0.34,0.66,0
2019,438395467735,RES,9867180,12945414,7.94,83595,1,0,0,0,NA,0.762,1.067,5.3,0,0,0.51,0.49,0
2025,826991615194,RES,15726616,19262918,14.06,219126,1,0,0,0,NA,0.816,0.991,6.1,0,0,0.45,0.55,0
2024,412141146387,RES,19507366,23042319,6.85,138169,0,0,0,0,NA,0.847,1.034,3.18,0,0,0.44,0.56,0
2018,911355107130,COM,19301236,22167686,4.74,83803,1,0,0,0,NA,0.871,0.916,6.05,0,0,0.45,0.55,1
2019,713078397891,IND,8342405,12507385,13.81,108527,0,0,1,0,NA,0.667,0.942,4.11,0,0,0.27,0.73,1
2018,176471843294,RES,13936946,20046944,15.83,194147,1,0,0,0,NA,0.695,0.88,1.94,0,0,0.68,0.32,1
2020,986080184186,RES,8017373,9050660,3.18,24169,0,0,0,0,NA,0.886,0.948,8.0,0,0,0.65,0.35,0
2018,349815054373,COM,2675650,4473967,10.06,25329,0,0,0,0,NA,0.598,0.941,1.78,0,0,0.59,0.41,0
2018,733391365493,RES,19669985,26651943,19.11,377021,1,0,0,0,NA,0.738,1.003,6.69,0,1,0.46,0.54,0
2025,815670045523,RES,13020998,20225204,20.59,288478,0,0,0,0,NA,0.644,1.076,3.9,0,1,0.59,0.41,1
2024,437081724684,RES,7154005,10399401,8.16,61179,0,0,0,0,NA,0.688,1.048,3.18,0,1,0.57,0.43,0
2023,897104664909,AGR,21428711,29991302,17.66,422329,0,0,0,0,NA,0.714,1.116,0.95,0,0,0.52,0.48,0
2019,828829995488,RES,578888,692798,20.68,11301,0,0,0,0,NA,0.836,0.944,5.39,0,1,0.43,0.57,1
2020,793067978493,COM,4068007,6797768,14.74,54686,0,0,0,0,NA,0.598,0.912,5.46,0,1,0.32,0.68,0
2019,895754194442,RES,20692851,29738265,19.17,433177,1,0,0,0,NA,0.696,1.092,7.35,0,0,0.6,0.4,0
2025,411665737541,RES,12261842,15777270,4.39,47155,1,0,0,0,NA,0.777,0.876,8.82,0,0,0.57,0.43,0
2018,756575034936,RES,22344716,25574228,18.69,369596,0,0,0,0,NA,0.874,0.885,0.05,0,0,0.75,0.25,0
2018,541494799809,RES,10842057,13386683,18.97,228092,1,0,1,0,NA,0.81,1.109,5.72,0,0,0.62,0.38,0
2025,722761988391,RES,8404491,10926005,16.29,157035,0,0,0,0,NA,0.769,1.147,1.69,0,0,0.66,0.34,0
2023,764315295451,RES,9074679,13713850,8.85,69549,0,0,0,0,NA,0.662,0.866,6.76,0,1,0.63,0.37,0
2023,670996947716,AGR,3931681,4181079,14.11,52869,1,0,0,1,UPHELD,0.94,0.953,6.38,0,0,0.42,0.58,0
2020,861622360422,IND,19073692,22617500,5.42,102139,1,1,0,0,NA,0.843,0.988,0.48,0,0,0.69,0.31,0
2023,317035590852,RES,7161065,12078975,13.83,97552,0,0,0,0,NA,0.593,0.985,0.36,1,1,0.26,0.74,0
2020,126023630449,RES,4357245,6832611,20.94,106387,1,0,0,0,NA,0.638,1.166,8.72,0,0,0.28,0.72,0
2025,695874094281,RES,15475807,19226795,15.06,219082,1,0,0,0,NA,0.805,0.94,0.09,0,0,0.58,0.42,0
2021,158937469206,RES,21829578,28330726,7.51,196072,0,0,1,0,NA,0.771,1.196,2.58,0,0,0.55,0.45,1
2021,329349816689,RES,3847291,4928706,11.2,41280,1,0,0,0,NA,0.781,0.958,7.05,0,0,0.74,0.26,0
2021,256525779521,RES,10199693,14493496,14.37,127222,1,0,0,0,NA,0.704,0.868,4.7,0,0,0.26,0.74,0
2022,411762376622,MIX,10336033,11135155,15.51,155182,0,0,0,0,NA,0.928,0.968,2.16,0,0,0.28,0.72,0
2024,990759290410,MIX,14195926,22910181,14.27,206627,0,0,0,0,NA,0.62,1.02,8.86,0,0,0.65,0.35,1
2019,722917637721,RES,18901383,29967799,21.09,428527,0,0,1,0,NA,0.631,1.075,6.22,0,0,0.73,0.27,1
2022,132592180638,RES,4419234,6486334,2.43,11544,0,0,0,0,NA,0.681,1.075,3.92,0,0,0.6,0.4,0
2021,977588638393,AGR,9696933,11033797,15.56,143340,0,0,1,0,NA,0.879,0.95,7.83,0,0,0.39,0.61,0
2020,960563921865,IND,23687803,25708179,12.03,337968,0,1,0,0,NA,0.921,1.186,7.49,0,0,0.47,0.53,0
2023,742773487436,IND,19860481,29150469,4.61,79563,0,0,1,0,NA,0.681,0.869,4.41,0,0,0.63,0.37,0
2024,802915597857,COM,8354117,13159798,2.32,20486,1,0,0,1,UPHELD,0.635,1.057,6.65,0,0,0.27,0.73,0
2019,251780213076,RES,11708592,14015253,21.15,263485,1,0,0,0,NA,0.835,1.064,2.42,0,0,0.65,0.35,0
2025,582206118388,RES,11069738,12775293,23.29,249049,0,0,0,0,NA,0.866,0.966,1.1,0,0,0.34,0.66,1
2018,511856015874,AGR,10319167,12534744,14.93,172091,0,1,1,0,NA,0.823,1.117,2.04,0,1,0.6,0.4,0
2020,693686095203,AGR,3659562,6226389,24.89,86077,0,0,0,0,NA,0.588,0.945,7.58,0,0,0.74,0.26,0
2020,760717525349,RES,17223030,24153438,7.12,114289,0,0,0,0,NA,0.713,0.932,1.83,0,0,0.38,0.62,0
2022,331565259254,RES,20872057,25824857,2.77,62499,0,0,0,0,NA,0.808,1.081,0.3,0,0,0.31,0.69,0
2018,355582959025,RES,14478074,26113933,21.15,322134,0,0,0,0,NA,0.554,1.052,4.89,0,0,0.32,0.68,0
2019,886979413995,MIX,14721406,26627978,7.47,121956,1,0,1,1,PENDING,0.553,1.109,1.82,0,0,0.34,0.66,0
2024,348086938840,RES,17751822,24300990,14.27,260158,0,0,0,0,NA,0.73,1.027,3.86,0,1,0.32,0.68,0
2020,418368704968,AGR,11652117,20222271,8.64,86983,0,0,0,0,NA,0.576,0.864,8.46,0,0,0.65,0.35,1
2025,736145543975,COM,19294351,21360207,9.18,173934,1,0,0,0,NA,0.903,0.982,6.73,0,0,0.44,0.56,1
2019,744906255777,RES,14684873,20368811,22.43,339922,1,0,0,0,NA,0.721,1.032,1.03,0,0,0.34,0.66,0
2020,440886084157,COM,3508246,4274663,12.85,52790,0,0,0,0,NA,0.821,1.171,8.0,0,0,0.37,0.63,0
2019,975458570837,MIX,16563651,17499288,2.4,39474,0,0,0,1,INCREASED,0.947,0.993,0.24,0,1,0.62,0.38,0
2019,413378771544,IND,5044015,8466631,15.99,69362,0,0,0,0,NA,0.596,0.86,3.3,0,0,0.32,0.68,0
2021,335960075157,MIX,11628589,13184186,24.38,332268,1,0,0,0,NA,0.882,1.172,5.13,0,1,0.39,0.61,1
2023,170160782487,RES,17665589,29157424,6.6,134665,0,0,0,0,NA,0.606,1.155,5.85,0,1,0.62,0.38,0
2020,450724234625,RES,20409966,22003306,17.57,378685,1,0,0,0,NA,0.928,1.056,8.34,0,0,0.5,0.5,0
2024,661987332984,RES,1758738,2105620,11.32,21004,0,0,0,0,NA,0.835,1.055,3.86,0,0,0.7,0.3,1
2019,180532275561,RES,2643190,4077574,7.75,24315,0,0,0,0,NA,0.648,1.187,3.86,0,1,0.49,0.51,0
2023,100991216489,IND,3235554,5245400,23.03,67287,0,0,0,0,NA,0.617,0.903,5.81,0,1,0.51,0.49,0
2018,451179061651,RES,10966926,14049065,1.96,23645,0,0,0,0,NA,0.781,1.1,0.18,0,0,0.33,0.67,0
2022,538574180385,RES,10367570,15544238,23.43,221779,0,0,0,0,NA,0.667,0.913,6.07,0,0,0.74,0.26,0
2020,344771827229,AGR,23137447,24531328,3.02,60162,0,0,0,0,NA,0.943,0.861,3.41,0,0,0.5,0.5,0
2020,166278467158,AGR,2030875,2379778,18.0,32754,1,0,0,0,NA,0.853,0.896,1.85,0,0,0.35,0.65,0
2025,751661165383,RES,12980775,14429550,1.04,12069,1,0,0,0,NA,0.9,0.894,2.09,0,0,0.56,0.44,0
2023,399820260993,COM,2969459,5158176,22.11,56069,1,0,0,0,NA,0.576,0.854,0.98,0,0,0.58,0.42,0
2025,306608778980,RES,23467643,27313942,18.65,462619,0,0,0,0,NA,0.859,1.057,3.08,0,1,0.42,0.58,0
2023,453489773974,RES,7627251,13095632,2.01,16803,0,0,0,0,NA,0.582,1.096,5.91,0,1,0.33,0.67,0
2018,461338844769,RES,15255051,21109749,17.85,307157,0,1,0,0,NA,0.723,1.128,7.36,0,0,0.36,0.64,1
2019,397880081744,COM,4709890,6751839,17.5,76406,1,0,0,0,NA,0.698,0.927,2.57,0,0,0.34,0.66,0
2021,774436851418,AGR,8801419,9982324,12.0,104666,1,0,0,0,NA,0.882,0.991,4.45,0,0,0.25,0.75,1
2018,739670729754,COM,18939318,20306659,22.61,413230,0,0,0,1,UPHELD,0.933,0.965,5.25,0,0,0.63,0.37,0
2020,132350021450,AGR,11671435,15826015,22.94,265333,0,0,0,0,NA,0.737,0.991,4.62,0,0,0.28,0.72,0
2023,415980914237,RES,4248096,6524985,12.79,64548,0,0,0,0,NA,0.651,1.188,8.21,0,1,0.55,0.45,0
2018,613522749323,RES,13171360,16205953,1.01,13223,0,0,0,1,PENDING,0.813,0.994,5.57,1,0,0.29,0.71,0
2020,850132642543,AGR,22860788,29500894,18.16,417643,1,0,0,0,NA,0.775,1.006,8.41,0,0,0.3,0.7,1
2021,385744704198,RES,8425186,9699248,15.4,149080,1,0,0,0,NA,0.869,1.149,6.76,0,0,0.26,0.74,0
2018,124904052207,RES,15954867,24643740,13.9,228869,1,0,0,0,NA,0.647,1.032,1.27,0,0,0.26,0.74,0
2020,861962591372,AGR,16798047,21943032,12.36,207624,0,0,0,1,INCREASED,0.766,1.0,1.27,0,0,0.7,0.3,0
2018,744307356492,RES,9806882,13196396,10.89,96651,0,1,0,0,NA,0.743,0.905,7.18,0,0,0.3,0.7,0
2022,606374546249,COM,13958583,21755942,11.37,174739,1,0,0,1,UPHELD,0.642,1.101,7.96,0,1,0.56,0.44,0
