biz_demog_reference_year,biz_demog_country_iso2,biz_demog_region_nuts_code,biz_demog_nace_section,biz_demog_enterprise_size_class,biz_demog_enterprises_active_count,biz_demog_births_count,biz_demog_deaths_count,biz_demog_survival_rate_1y_pct,biz_demog_survival_rate_3y_pct,biz_demog_employment_total,biz_demog_turnover_total_eur,biz_demog_value_added_total_eur,biz_demog_high_growth_enterprise_count,biz_demog_scaleup_count,biz_demog_business_register_source,biz_demog_missing_data_flag,biz_demog_data_revision_round,biz_demog_eurostat_table_code,biz_demog_data_extract_date
2020,HR,HU11,A,SMALL,4391,365,558,55.06,22.2,55326,9743562062.08,4606065421.14,68,36,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-03-23
2021,DE,SI31,F,MICRO,3980,161,428,75.98,54.72,12985,3952215805.17,1149815523.16,59,14,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-02-13
2022,LU,NL9,K,LARGE,3981,501,383,60.04,50.25,29428,7701810790.11,3674201597.53,30,17,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-05-02
2023,SI,FI26,P,MEDIUM,4307,537,504,80.68,61.45,23274,3242725600.73,619425270.91,14,2,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-09-06
2024,CY,IE89,U,SMALL,3873,555,197,86.82,56.22,48891,10824681624.63,5106975680.75,31,16,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-04-20
2025,GR,SI6,E,MICRO,3891,150,186,92.95,77.75,66154,14225426126.46,2814772946.98,34,5,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-05-31
2026,MT,GR144,J,LARGE,3839,602,86,75.58,40.79,67106,10749267700.32,2204751459.25,28,12,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-04-23
2010,ES,MT5,O,MEDIUM,4217,217,220,83.36,67.51,43397,12907677933.24,5390612680.37,15,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2026-02-08
2011,CZ,DK29,T,SMALL,3889,143,183,57.06,22.18,48512,12909153278.48,3898517538.08,60,26,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-04-09
2012,HU,LT69,D,MICRO,4189,138,541,67.71,39.5,23287,3810133755.01,1642501568.57,29,15,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-08-08
2013,NL,GR1,I,LARGE,4409,645,442,58.7,39.78,61334,3297437014.45,1056335380.92,61,20,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-12-09
2014,SE,AT22,N,MEDIUM,3865,180,372,55.25,37.49,15578,4861498934.34,1991313262.32,74,25,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-11-06
2015,DK,FR8,S,SMALL,3949,145,169,89.04,64.78,19035,951800223.91,219341217.62,55,14,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-06-22
2016,IE,FR28,C,MICRO,3874,214,84,94.49,82.38,32815,3507449490.92,743019101.65,46,9,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-02-07
2017,PL,BG518,H,LARGE,4338,590,185,78.91,61.91,23955,7156151300.23,3718883949.76,74,35,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-10-29
2018,AT,GR437,M,MEDIUM,4171,323,582,58.92,28.09,49951,2483874943.38,1166998512.18,46,18,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-07-31
2019,EE,HU36,R,SMALL,4412,461,251,85.77,54.83,50232,15816233522.37,3543391385.84,68,21,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-16
2020,IT,CY85,B,MICRO,4104,523,474,72.01,48.69,10173,714358915.54,290598886.62,75,28,EU_BUSINESS_REGISTER_NETWORK,1,FLASH,bd_9bd_sz_cl_r2f,2025-10-21
2021,PT,FR876,G,LARGE,4258,468,169,67.86,37.09,18889,4063025620.68,1944481462.15,35,6,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-03-31
2022,BE,LT851,L,MEDIUM,4142,316,402,86.28,72.74,20682,4085318830.34,1883687749.84,21,7,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-12-07
2023,FI,BG374,Q,SMALL,4254,423,233,80.91,72.82,49876,6079425750.62,1721738811.93,10,4,SOCIAL_SECURITY_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2b,2024-02-20
2024,LV,EE59,A,MICRO,4347,586,363,64.2,35.1,37739,2258870615.78,1120443162.6,24,14,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-04-23
2025,RO,GR6,F,LARGE,4426,232,600,78.81,63.75,41567,7636428407.18,3673143724.01,23,12,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-03-07
2026,BG,IE28,K,MEDIUM,4079,315,218,67.56,33.24,48274,7559802869.59,3782249339.84,10,5,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-06-28
2010,FR,SE91,P,SMALL,4231,583,483,63.87,33.65,25657,8129425701.93,2674627969.25,52,16,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-08-20
2011,LT,AT68,U,MICRO,4106,591,184,59.19,37.83,41678,6660772108.05,2584542238.93,24,10,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-01-21
2012,SK,SI3,E,LARGE,4209,135,520,72.06,58.63,6425,588238400.09,200707032.38,49,16,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-07-20
2013,HR,SK401,J,MEDIUM,4119,196,327,86.03,76.88,12850,2517791506.59,683456835.15,54,31,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-01-01
2014,DE,LV32,O,SMALL,4452,160,263,92.83,60.83,26737,5232985315.3,2404983711.96,10,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2026-02-04
2015,LU,LV25,T,MICRO,4271,387,528,84.46,59.15,35531,4150207230.77,1976020845.01,34,15,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-06-20
2016,SI,HU962,D,LARGE,4345,416,298,92.82,62.23,40955,4999608617.43,1845932251.63,65,13,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-01-25
2017,CY,ES77,I,MEDIUM,4438,147,129,61.66,40.6,77383,16626423134.3,5469709553.41,58,15,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-07-21
2018,GR,LV607,N,SMALL,4094,595,97,55.82,22.32,52706,16061058398.98,5360705976.25,11,6,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-08-05
2019,MT,DE751,S,MICRO,4331,248,156,88.17,56.28,24277,4721380363.69,887544472.14,78,26,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-04-11
2020,ES,DE466,C,LARGE,4315,559,199,78.58,69.88,57021,10074899443.56,2849612364.31,29,12,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2026-01-21
2021,CZ,RO84,H,MEDIUM,4022,168,109,84.86,50.99,51457,11761052138.24,2383631105.25,18,3,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-05-05
2022,HU,CZ838,M,SMALL,3989,502,153,62.47,30.39,26445,1721164870.69,864600046.64,57,23,NATIONAL_BUSINESS_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2,2025-08-26
2023,NL,HU3,R,MICRO,4099,528,133,66.08,37.78,35253,3271662453.89,1089976864.79,60,34,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-06-06
2024,SE,FI665,B,LARGE,4266,546,362,63.22,39.56,13520,680465801.36,163593068.39,27,5,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-09-21
2025,DK,LV596,G,MEDIUM,4182,645,525,72.77,44.74,68976,4851213245.44,2085680392.75,36,21,MIXED_SOURCE,1,SECOND,bd_9bd_sz_cl_r2d,2025-08-09
2026,IE,BE71,L,SMALL,4366,446,609,70.92,43.05,72595,19003484749.55,5457320914.45,24,5,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-02-13
2010,PL,BE61,Q,MICRO,567,60,71,57.77,35.11,5591,1560278543.93,308486260.52,6,2,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-09-13
2011,AT,SI789,A,LARGE,570,76,41,69.14,45.78,9733,1242646045.48,617686167.49,4,0,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-10-04
2012,EE,LV330,F,MEDIUM,988,66,32,76.76,53.43,15028,1970945771.19,431921918.53,9,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-05-18
2013,IT,IE881,K,SMALL,550,20,17,90.61,79.14,2127,553766700.99,130123464.28,6,0,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-02-22
2014,PT,AT567,P,MICRO,953,109,53,55.93,45.98,10662,3409394974.22,636546157.48,7,3,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-05-14
2015,BE,IE441,U,LARGE,867,104,25,83.16,65.92,14353,3117560627.56,785446320.93,12,4,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-09-16
2016,FI,PL80,E,MEDIUM,1010,68,83,77.19,61.02,5062,1604664683.98,350010320.58,19,6,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-06-11
2017,LV,MT386,J,SMALL,839,73,86,84.52,52.94,1454,134779443.74,67923445.73,10,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-05-19
2018,RO,FI952,O,MICRO,1116,97,29,79.12,55.35,19687,2517507655.18,695175051.22,20,4,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-03-25
2019,BG,RO473,T,LARGE,1081,39,84,93.63,62.7,1710,478069343.81,224043361.62,14,5,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-10-23
2020,FR,PT666,D,MEDIUM,1076,119,69,86.53,65.74,6891,1522150436.96,684141690.52,9,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-04-14
2021,LT,IT642,I,SMALL,594,72,73,63.16,30.86,1987,477525408.02,201120265.22,8,1,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-11-09
2022,SK,LT158,N,MICRO,576,33,75,74.95,41.85,4580,1130543298.39,221358255.27,3,1,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-12-11
2023,HR,HU6,S,LARGE,966,125,91,72.3,60.2,17087,2657969119.31,1040919469.25,10,3,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-01-12
2024,DE,HU319,C,MEDIUM,861,91,20,82.56,56.06,14932,4119082885.69,1582373050.51,14,6,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-05-19
2025,LU,SK955,H,SMALL,536,70,67,62.31,45.0,7072,687305852.35,356279120.79,6,3,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-04-19
2026,SI,SE994,M,MICRO,619,33,41,67.5,34.31,7885,674916959.35,141087596.29,1,0,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-05-07
2010,CY,LT5,R,LARGE,812,31,74,65.98,56.41,10282,1980752617.82,849458641.04,12,5,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-03-16
2011,GR,BG257,B,MEDIUM,1011,35,72,82.05,60.21,13692,2159819288.99,1031032886.76,19,8,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-04-20
2012,MT,DK32,G,SMALL,842,46,70,57.69,25.24,14250,4241870690.69,1435135210.33,12,3,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-01-14
2013,ES,DE520,L,MICRO,1100,42,104,68.52,57.32,17683,1694908491.16,650106087.04,15,4,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-01-04
2014,CZ,EE72,Q,LARGE,779,54,77,85.87,54.94,11124,1159633929.24,407937741.88,2,1,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-02-19
2015,HU,LU29,A,MEDIUM,1069,68,94,59.17,42.08,6851,1437800292.4,557111298.66,15,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-08-27
2016,NL,PT5,F,SMALL,776,32,72,84.02,51.85,12627,2171201548.16,1027960022.75,2,0,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-06-13
2017,SE,FR99,K,MICRO,889,61,56,77.23,58.12,8467,1897279090.45,376728425.35,3,1,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-12-02
2018,DK,MT85,P,LARGE,694,60,70,64.18,53.06,6292,1140449397.19,577834850.49,2,0,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-11-05
2019,IE,DK964,U,MEDIUM,847,37,49,56.15,25.1,10476,3183737891.62,1270938847.39,4,1,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-03-24
2020,PL,AT215,E,SMALL,627,68,53,93.02,77.61,2999,490313214.64,228361520.93,7,2,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-12-18
2021,AT,RO41,J,MICRO,859,99,36,81.92,57.51,9113,1448048651.62,614311215.48,15,4,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-09-21
2022,EE,AT85,O,LARGE,881,90,84,64.78,31.02,12642,2612809884.36,782411263.11,5,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-05-13
2023,IT,MT1,T,MEDIUM,605,67,35,77.7,50.26,2507,417321043.19,75291086.96,10,1,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-05-21
2024,PT,SK36,D,SMALL,975,63,41,61.09,38.73,2872,701553375.12,175964594.5,16,7,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-04-06
2025,BE,GR84,I,MICRO,1115,147,29,78.45,54.35,12128,2765292839.66,1361115704.23,12,2,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-03-14
2026,FI,CY696,N,LARGE,658,101,61,74.3,58.54,3510,813116407.09,243585003.68,11,3,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-05-17
2010,LV,IE8,S,MEDIUM,968,120,28,75.9,44.55,4885,569439670.63,253076997.92,17,7,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-01-16
2011,RO,IE285,C,SMALL,698,87,40,64.45,31.71,8226,1204586077.32,501579956.94,5,2,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-06-02
2012,BG,SK1,H,MICRO,1102,134,104,87.2,52.67,10536,630068956.87,292057079.77,13,5,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-11-01
2013,FR,NL2,M,LARGE,1115,66,41,55.46,36.3,13927,4225618410.62,784003809.05,10,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-04-15
2014,LT,NL99,R,MEDIUM,1020,97,113,81.24,66.26,2218,592898870.58,209907941.75,13,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-08-28
2015,SK,CY40,B,SMALL,889,32,85,75.05,45.02,7815,2388464687.73,1089046296.31,2,0,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-02-02
2016,HR,LT3,G,MICRO,602,23,17,93.51,74.28,5159,421650533.53,91262976.57,7,3,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-09-08
2017,DE,LV673,L,LARGE,942,114,38,83.89,65.01,16942,2001722424.02,471907163.32,3,1,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-07-12
2018,LU,HR28,Q,MEDIUM,742,86,68,82.59,64.71,9413,1911718038.12,405429041.47,8,3,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-06-25
2019,SI,LU803,A,SMALL,1155,37,117,62.53,44.34,5480,1661884329.99,414075017.28,14,4,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-01-08
2020,CY,BG6,F,MICRO,716,71,60,72.19,49.75,6579,1107354513.5,443814890.96,8,4,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-11-14
2021,GR,ES264,K,LARGE,779,90,70,83.12,51.07,4187,917274124.96,468804622.72,4,1,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-04-25
2022,MT,DE9,P,MEDIUM,660,80,64,55.46,23.98,2553,296316798.42,125859094.34,8,4,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-10-17
2023,ES,IT788,U,SMALL,861,48,40,61.63,31.05,6656,1347432200.62,330617224.73,10,5,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-02-02
2024,CZ,LT235,E,MICRO,876,77,39,78.25,68.0,6079,1726192456.91,867179255.31,5,1,MIXED_SOURCE,1,FLASH,bd_9bd_sz_cl_r2d,2025-02-04
2025,HU,SE73,J,LARGE,924,142,97,87.1,52.14,4788,1044868055.98,368662834.49,10,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-09-18
2026,NL,RO80,O,MEDIUM,803,93,57,73.9,39.53,3769,736712064.33,283390514.48,12,3,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-05-13
2010,SE,BE173,T,SMALL,675,85,71,79.95,52.22,9918,793659682.44,169733262.46,2,0,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-02-23
2011,DK,PT4,D,MICRO,1092,156,117,77.92,60.28,10541,2642184064.48,1138345691.21,5,2,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-04-02
2012,IE,IT49,I,LARGE,843,64,21,70.65,38.91,7200,1117906337.61,346724242.72,2,0,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-04-10
2013,PL,IE858,N,MEDIUM,1184,76,48,57.04,28.96,3353,658843412.28,198465381.42,5,1,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-10-11
2014,AT,LU97,S,SMALL,629,35,70,83.69,56.11,9081,2799395091.18,1202175091.88,1,0,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-05-02
2015,EE,IT499,C,MICRO,1150,128,87,58.38,29.26,16553,1391466560.11,535942410.29,10,3,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-05-25
2016,IT,ES248,H,LARGE,967,115,33,94.09,83.06,10927,2215274994.08,907915052.32,14,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-12-12
2017,PT,DK8,M,MEDIUM,782,118,78,70.03,41.41,13521,1779563482.87,322587171.19,8,2,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-12-09
2018,BE,BG5,R,SMALL,1115,116,75,92.58,69.72,7105,1956085565.05,962196902.12,4,0,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-01-15
2019,FI,EE713,B,MICRO,907,134,116,73.84,55.58,5953,1548354929.82,492236270.46,11,3,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-03-31
2020,LV,SI84,G,LARGE,704,86,95,83.86,61.91,5152,727869186.84,292084688.8,6,1,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-02-07
2021,RO,EE246,L,MEDIUM,1059,169,71,91.01,82.05,5542,607536480.48,265389038.85,3,1,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-02-21
2022,BG,HR6,Q,SMALL,775,83,17,65.81,47.86,7271,704193884.13,228611623.23,10,3,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2026-02-01
2023,FR,CZ512,A,MICRO,748,33,99,87.14,74.41,6831,1976845883.02,828045929.32,5,2,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-06
2024,LT,BG47,F,LARGE,1078,103,33,81.67,49.85,9605,1171519141.59,478686613.21,10,2,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2026-02-25
2025,SK,PT9,K,MEDIUM,718,46,90,57.15,32.53,8081,746957790.5,373946295.76,13,5,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2026-02-11
2026,HR,SK11,P,SMALL,796,90,60,62.26,52.05,4521,221621584.88,103381914.47,5,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-12-12
2010,DE,HU17,U,MICRO,1082,48,62,58.92,50.45,10389,1395349294.76,455345521.22,7,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-01-08
2011,LU,SK110,E,LARGE,800,118,66,68.54,45.82,11670,3017306189.68,1054524494.84,3,0,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-04-29
2012,SI,FR86,J,MEDIUM,850,115,81,68.87,46.37,14689,1560919290.19,785622456.26,8,2,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-06-24
2013,CY,IT91,O,SMALL,1068,68,93,92.23,72.39,13111,2755945398.68,1186453721.03,3,0,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-10-22
2014,GR,LT781,T,MICRO,647,81,33,84.37,50.01,8502,406385022.92,162442946.3,10,5,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-09-04
2015,MT,EE74,D,LARGE,845,75,94,57.06,22.14,2071,514034303.5,222293563.42,7,1,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-04-07
2016,ES,SK816,I,MEDIUM,1082,131,64,61.74,37.76,10511,1567989671.84,551364456.12,7,1,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-12-03
2017,CZ,IT32,N,SMALL,695,63,67,83.99,75.06,9746,1670638915.24,593920435.89,2,0,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-04-23
2018,HU,AT8,S,MICRO,678,28,55,62.99,53.95,11599,2362439337.44,1160361268.27,12,3,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-08-23
2019,NL,CZ21,C,LARGE,713,37,63,81.61,52.02,7926,556402915.33,227988239.1,13,5,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-08-29
2020,SE,SK76,H,MEDIUM,1240,55,114,65.71,41.53,10029,2212528333.37,465457334.51,10,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-05-04
2021,DK,FI25,M,SMALL,1120,111,150,90.93,66.49,11050,1946404417.01,627870602.08,10,5,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-11-21
2022,IE,FI46,R,MICRO,843,54,76,63.44,43.74,13714,1476127905.49,686966753.15,10,5,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-07-26
2023,PL,PT103,B,LARGE,690,51,50,67.85,52.4,10842,3371190500.26,817062675.09,4,2,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-05-20
2024,AT,FI35,G,MEDIUM,1119,165,88,71.02,53.47,7665,2417458856.79,459513363.55,3,0,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-06-28
2025,EE,BE362,L,SMALL,668,58,85,81.14,56.42,2306,533383776.7,251466607.23,11,3,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-01-02
2026,IT,PT653,Q,MICRO,1231,56,36,66.15,48.75,4777,390708738.61,121954804.97,24,11,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-05-05
2010,PT,IT66,A,LARGE,921,36,92,88.28,62.99,16211,2323250095.82,563518319.99,6,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-03-09
2011,BE,LT81,F,MEDIUM,1239,130,62,57.49,44.81,5451,1329154326.06,602054041.87,11,5,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-05-20
2012,FI,CZ9,K,SMALL,1108,86,41,59.57,38.66,1976,293863684.29,64340029.1,20,4,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-12-23
2013,LV,FI520,P,MICRO,1174,80,152,69.4,58.17,19740,4447699781.24,1029805582.58,17,3,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-01-29
2014,RO,IT33,U,LARGE,756,69,69,88.14,79.33,6617,1582303016.46,764124996.14,11,4,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-11-13
2015,BG,LV220,E,MEDIUM,1199,178,81,93.1,75.65,9294,2685297414.03,1054213969.91,20,10,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-11-08
2016,FR,BE21,J,SMALL,906,42,126,67.71,52.72,9482,2354894089.13,456895703.27,6,2,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-09-21
2017,LT,EE282,O,MICRO,790,58,42,56.18,39.19,1839,342419285.08,172342632.64,4,1,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-12-17
2018,SK,FR6,T,LARGE,988,75,93,72.03,44.2,13611,4084301973.67,1796649208.11,14,2,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-01-14
2019,HR,LT60,D,MEDIUM,1047,156,74,60.15,38.48,1952,464617814.67,161473859.33,14,5,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-08-23
