edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2019-Q3,TP48629,LicensePrep,NSQF_7,1377,37638.79,2268,98.22,48.58,88626.43,64,822424,N,N,N,44.74,15,Y,Y,98.51
2023-Q3,TP71089,MicroCredential,NSQF_6,26,153191.09,471,54.26,46.46,136845.96,27,754369,N,N,Y,18.65,114,Y,Y,90.41
2022-Q1,TP29287,Apprenticeship,NSQF_1,904,72638.37,1488,97.45,72.16,20039.14,86,461817,Y,Y,N,38.52,111,Y,N,69.77
2018-Q2,TP61130,Diploma,NSQF_6,156,12824.69,2458,77.39,66.66,134367.97,43,513701,N,N,N,48.88,36,Y,N,32.98
2020-Q2,TP82023,SkillBadge,NSQF_5,87,207387.45,160,35.87,18.08,14411.5,63,748061,N,N,N,38.71,102,Y,Y,57.05
2016-Q4,TP44720,MicroCredential,NSQF_4,802,136055.42,235,27.01,70.24,51019.43,21,969365,Y,N,N,54.06,90,N,Y,26.99
2016-Q2,TP32969,Apprenticeship,NSQF_3,726,70966.85,89,43.63,23.85,45219.84,19,380517,N,N,Y,86.63,115,N,Y,51.72
2017-Q3,TP75045,Apprenticeship,NSQF_5,1252,234063.47,1220,63.57,2.57,76099.46,52,426259,N,Y,N,98.85,56,Y,Y,95.58
2021-Q1,TP69336,MicroCredential,NSQF_1,544,50976.97,250,26.85,26.69,58488.29,39,608022,N,Y,Y,48.22,65,N,Y,28.55
2021-Q2,TP56221,Diploma,NSQF_3,1354,6867.39,1769,82.51,31.02,22438.22,86,079905,Y,N,N,88.47,117,N,N,20.72
2025-Q1,TP72879,MicroCredential,NSQF_3,1397,196757.63,1002,94.26,86.31,77517.51,87,220675,N,N,Y,23.91,83,N,Y,49.04
2025-Q4,TP11373,Diploma,NSQF_7,1547,15469.9,1394,79.79,30.21,17230.26,97,848346,Y,Y,N,2.1,51,Y,N,29.93
2021-Q2,TP49303,SkillBadge,NSQF_6,701,172400.17,2219,81.34,78.95,53040.92,23,591969,Y,N,Y,67.63,106,Y,N,85.79
2022-Q1,TP72615,SkillBadge,NSQF_4,775,228184.94,44,6.92,32.5,70646.73,49,476908,Y,Y,Y,10.01,103,Y,N,34.92
2016-Q4,TP50312,SkillBadge,NSQF_7,1004,103109.9,2356,76.54,48.84,64888.46,63,644598,N,N,Y,42.5,108,Y,N,28.75
2016-Q4,TP81776,LicensePrep,NSQF_4,1456,159088.82,126,19.47,55.93,107369.69,92,457176,N,Y,N,87.58,101,Y,N,55.64
2016-Q4,TP81885,Apprenticeship,NSQF_7,240,151180.28,1809,92.48,6.74,90457.31,60,309893,N,N,N,33.51,53,Y,N,39.35
2016-Q3,TP63253,LicensePrep,NSQF_4,461,86729.74,392,60.96,16.45,70677.31,29,557469,N,N,N,83.44,24,N,N,2.8
2016-Q3,TP31412,SkillBadge,NSQF_4,1321,136242.29,896,56.93,90.97,39899.02,49,699357,Y,Y,Y,80.65,80,N,Y,59.44
2024-Q3,TP30147,SkillBadge,NSQF_6,997,216286.85,1240,82.34,75.75,118118.77,13,507761,N,Y,N,77.06,47,Y,N,82.91
2024-Q2,TP35892,Certificate,NSQF_3,1664,242363.11,1848,86.11,7.47,67898.32,69,263529,Y,N,N,53.97,23,Y,N,50.7
2024-Q2,TP85251,MicroCredential,NSQF_2,1427,39241.96,2033,97.46,34.08,46314.75,82,871550,Y,Y,Y,63.55,26,N,Y,67.63
2017-Q2,TP12314,LicensePrep,NSQF_3,619,201821.86,2327,79.77,87.09,93491.59,64,299029,N,Y,Y,39.78,26,N,Y,43.44
2024-Q4,TP14708,SkillBadge,NSQF_5,198,7151.91,866,98.63,38.56,19402.59,92,599878,Y,Y,Y,62.49,66,N,N,86.6
2016-Q3,TP35493,Apprenticeship,NSQF_4,104,223641.16,1992,75.43,58.72,73152.4,13,766008,N,Y,N,89.71,10,N,Y,62.75
2023-Q4,TP92575,Certificate,NSQF_1,1433,181831.04,870,60.25,23.64,67512.64,25,919209,N,N,N,58.59,38,Y,N,40.93
2016-Q1,TP42310,MicroCredential,NSQF_7,1416,154060.42,2291,96.87,15.59,45097.9,44,796332,N,N,N,40.38,106,Y,N,28.6
2017-Q4,TP21816,SkillBadge,NSQF_5,1757,248427.34,1092,64.88,77.06,15279.03,66,463094,Y,Y,Y,78.55,57,Y,N,73.5
2022-Q3,TP45995,Apprenticeship,NSQF_2,1533,130605.08,1576,67.04,38.59,58010.02,52,539309,N,Y,Y,37.08,38,N,Y,29.67
2023-Q4,TP83937,Diploma,NSQF_4,1476,127811.22,160,18.85,41.08,32958.9,27,492701,N,N,Y,96.72,83,N,Y,48.4
2020-Q4,TP48338,Certificate,NSQF_3,771,3752.95,80,19.95,38.62,72584.09,01,926881,N,Y,Y,96.19,77,Y,Y,16.88
2021-Q1,TP54965,LicensePrep,NSQF_7,1755,4328.68,2171,99.22,1.55,37377.0,46,787565,N,N,N,64.44,59,Y,N,19.47
2023-Q1,TP61262,Diploma,NSQF_2,959,141604.55,1035,86.47,42.85,48253.3,25,864811,N,Y,N,18.61,10,Y,Y,5.44
2024-Q1,TP12004,Certificate,NSQF_1,1363,163167.6,248,27.19,66.97,133353.23,02,559685,Y,Y,Y,22.89,33,Y,N,59.53
2017-Q2,TP23209,Diploma,NSQF_6,1067,93727.43,115,38.59,69.78,51366.19,58,282074,Y,N,N,3.89,111,Y,Y,20.41
2016-Q4,TP53122,Apprenticeship,NSQF_5,353,213227.08,1160,64.02,68.95,51033.29,23,868323,N,Y,N,9.6,24,Y,Y,98.58
2018-Q1,TP26108,Diploma,NSQF_4,410,36740.99,1817,96.34,86.96,135125.67,67,367528,Y,N,Y,32.58,60,N,Y,0.98
2025-Q2,TP64440,SkillBadge,NSQF_4,264,140315.05,721,55.55,14.9,58253.47,97,030767,Y,N,N,86.31,17,Y,Y,32.54
2024-Q1,TP31920,SkillBadge,NSQF_4,784,175592.29,1580,79.0,9.04,128439.67,74,366168,N,N,Y,73.56,105,Y,Y,45.91
2022-Q1,TP24980,Diploma,NSQF_3,1659,95663.22,117,45.0,39.62,50768.61,19,240315,N,Y,N,20.0,71,N,Y,7.25
2023-Q3,TP35133,Apprenticeship,NSQF_2,808,222613.19,1583,69.67,50.77,16518.86,84,877475,Y,Y,Y,40.25,41,N,Y,35.42
2016-Q4,TP91777,LicensePrep,NSQF_7,582,219907.6,2145,76.33,47.04,24323.62,98,097307,Y,N,Y,59.19,26,N,N,7.3
2017-Q3,TP17340,Certificate,NSQF_3,1667,151108.48,1114,75.47,8.76,12950.3,12,593131,Y,Y,Y,90.45,36,Y,N,29.87
2023-Q1,TP80607,Certificate,NSQF_6,943,45738.68,2137,88.09,48.42,68920.23,37,844282,N,N,N,15.42,89,Y,N,42.91
2022-Q3,TP62138,Certificate,NSQF_5,493,188339.2,1686,73.05,26.76,118237.58,26,373318,N,Y,N,93.35,116,Y,N,18.87
2025-Q1,TP36777,SkillBadge,NSQF_4,1780,195756.02,1869,96.09,70.33,80205.47,04,921408,N,Y,N,74.23,9,Y,Y,86.74
2017-Q3,TP40126,Diploma,NSQF_7,200,82467.83,1609,68.47,58.37,80078.17,01,502773,N,N,N,91.66,83,Y,Y,26.4
2025-Q1,TP80383,Certificate,NSQF_4,10,195640.22,355,70.02,90.93,13031.35,63,129517,Y,N,N,1.1,114,N,N,23.98
2018-Q3,TP23066,MicroCredential,NSQF_1,315,196051.7,2307,94.59,68.14,139439.25,62,402302,Y,N,N,86.71,90,Y,N,70.24
2017-Q2,TP84240,Apprenticeship,NSQF_6,1610,108212.8,2405,83.33,37.23,57779.76,22,027457,Y,Y,Y,79.1,76,Y,N,82.78
2021-Q4,TP71367,Apprenticeship,NSQF_3,804,36408.05,55,87.3,74.9,9444.76,41,574229,Y,N,N,0.37,61,Y,Y,80.62
2019-Q1,TP55246,Diploma,NSQF_7,635,181298.96,29,7.55,21.2,42653.95,74,423370,N,Y,Y,51.07,61,Y,N,94.65
2023-Q1,TP38749,LicensePrep,NSQF_4,1208,37039.82,1263,63.4,79.73,51644.57,17,193699,Y,N,N,35.27,120,Y,N,97.13
2020-Q2,TP94226,Diploma,NSQF_2,692,57436.1,172,28.29,59.2,89782.14,40,034248,Y,N,N,41.65,23,N,N,79.6
2023-Q1,TP45361,Diploma,NSQF_1,473,109380.79,538,45.32,52.05,115490.14,40,447013,N,Y,N,23.11,99,Y,Y,15.64
2018-Q2,TP14592,Apprenticeship,NSQF_1,1453,67558.77,821,78.41,23.75,48289.33,14,735010,Y,Y,N,21.57,39,Y,N,55.18
2021-Q4,TP98452,LicensePrep,NSQF_5,1288,33352.13,332,41.81,85.41,103152.81,59,688399,Y,Y,Y,20.72,87,Y,Y,62.22
2019-Q3,TP60378,Apprenticeship,NSQF_3,1253,93044.27,2210,93.33,18.87,62667.1,77,835409,Y,Y,N,12.34,36,Y,Y,58.73
2024-Q1,TP97689,LicensePrep,NSQF_6,1325,214822.4,899,99.23,20.86,112987.61,91,228038,N,N,Y,42.03,18,N,N,43.88
2025-Q3,TP25283,Certificate,NSQF_6,428,195324.61,2355,81.32,64.32,63037.94,07,426325,Y,N,N,78.05,72,Y,N,94.25
2022-Q1,TP56463,Apprenticeship,NSQF_6,471,67014.77,1302,66.02,89.04,92114.53,61,599527,Y,N,N,26.64,119,Y,Y,94.35
2024-Q2,TP92756,Diploma,NSQF_6,837,196664.14,373,57.3,28.86,62221.39,58,910597,Y,N,Y,85.93,86,Y,Y,60.87
2025-Q2,TP79095,LicensePrep,NSQF_1,218,202489.43,1687,74.81,58.39,43661.16,39,480873,Y,Y,Y,84.61,44,Y,Y,56.23
2016-Q1,TP27521,Apprenticeship,NSQF_4,1522,25307.69,1363,84.61,43.83,118582.3,74,277285,N,N,N,84.39,45,Y,N,14.09
2017-Q2,TP77510,MicroCredential,NSQF_4,381,134195.15,322,78.73,86.18,113274.69,51,685590,N,Y,Y,41.94,57,N,N,57.96
2019-Q2,TP29193,Certificate,NSQF_3,132,78665.36,1846,84.64,93.44,28594.67,88,225823,N,N,N,94.13,4,N,Y,62.69
2024-Q4,TP29586,MicroCredential,NSQF_2,305,2468.7,2275,97.14,91.27,73647.96,88,644832,N,N,N,61.8,118,N,N,85.06
2023-Q4,TP71070,MicroCredential,NSQF_5,1418,191961.51,1836,94.15,62.66,57735.8,78,735847,N,N,N,42.72,12,N,Y,47.04
2016-Q1,TP74570,LicensePrep,NSQF_4,496,41471.05,1072,90.31,31.31,93487.84,36,482430,Y,Y,Y,3.69,55,Y,Y,43.88
2023-Q1,TP89069,Apprenticeship,NSQF_1,1332,193988.5,1201,78.5,34.47,114238.77,68,623657,N,N,N,63.41,52,N,N,36.43
2021-Q4,TP40665,Apprenticeship,NSQF_1,41,198209.67,1524,77.83,46.86,57264.27,28,599423,N,N,N,88.81,112,N,N,54.12
2021-Q2,TP34570,Diploma,NSQF_5,1457,14840.72,1578,94.6,81.68,102548.71,55,550311,Y,N,N,69.02,64,Y,Y,30.85
2016-Q1,TP86108,SkillBadge,NSQF_3,1080,208289.31,2168,75.28,5.17,40834.13,06,872105,Y,Y,N,68.44,44,Y,N,40.38
2016-Q1,TP10928,Certificate,NSQF_6,550,238878.3,432,87.98,32.74,37893.71,72,826123,Y,Y,Y,10.37,120,Y,N,67.68
2024-Q4,TP12910,Diploma,NSQF_1,1651,203339.86,2113,80.59,71.59,33928.18,75,354662,N,Y,Y,10.55,102,N,Y,81.2
2016-Q3,TP42559,MicroCredential,NSQF_3,336,147217.58,2174,85.22,93.27,87490.14,64,068341,Y,Y,Y,89.19,74,Y,Y,70.0
2024-Q3,TP72130,LicensePrep,NSQF_7,1677,111147.87,2427,86.55,31.72,42090.9,03,119328,N,N,Y,84.79,66,Y,Y,71.82
2024-Q2,TP59961,LicensePrep,NSQF_2,334,13566.42,2468,79.2,64.41,28052.54,05,856983,N,N,N,32.36,9,Y,Y,77.46
2023-Q3,TP94248,MicroCredential,NSQF_1,649,248042.02,1808,97.41,7.1,133240.4,75,620836,N,Y,N,35.09,81,N,Y,57.72
2022-Q1,TP54690,Apprenticeship,NSQF_5,536,175855.83,2020,83.4,55.17,97491.93,77,672219,N,N,N,89.71,43,N,N,82.37
2021-Q1,TP93830,Diploma,NSQF_2,174,244863.64,2399,94.56,11.56,102795.3,28,546546,Y,Y,N,19.56,79,N,Y,62.45
2023-Q4,TP44154,LicensePrep,NSQF_2,1174,247231.39,2007,75.65,1.01,46071.97,57,909568,N,Y,Y,74.99,63,N,Y,82.44
2023-Q3,TP16019,LicensePrep,NSQF_5,1707,190080.88,2252,80.92,63.05,42488.84,54,465116,N,Y,Y,4.9,71,Y,N,76.43
2016-Q2,TP70665,SkillBadge,NSQF_6,24,77231.03,2324,95.09,67.35,59927.3,30,390853,N,N,N,90.08,97,Y,Y,75.72
2023-Q3,TP14988,MicroCredential,NSQF_5,641,170080.22,1081,76.61,59.1,73707.12,09,522977,N,N,Y,52.55,12,N,N,82.15
2024-Q1,TP22057,Diploma,NSQF_7,1217,73948.62,260,42.35,25.82,130976.89,55,078889,Y,Y,N,61.84,81,N,N,26.95
2023-Q3,TP58239,Certificate,NSQF_1,1491,205276.5,548,88.1,60.44,42036.57,60,055296,N,N,Y,61.86,58,N,Y,17.84
2024-Q4,TP28065,MicroCredential,NSQF_6,990,96.17,389,45.39,76.11,86134.93,03,602703,N,N,N,53.32,57,Y,N,36.65
2022-Q4,TP82435,Apprenticeship,NSQF_7,1469,88464.13,1183,88.02,47.84,136364.13,82,224299,N,N,N,45.24,87,Y,Y,49.28
2025-Q1,TP90923,Diploma,NSQF_2,340,201068.06,142,17.4,87.61,134010.83,46,644600,N,N,Y,87.68,79,Y,N,88.46
2018-Q1,TP90921,Diploma,NSQF_4,1311,20331.44,280,52.04,69.6,50886.87,70,164392,Y,N,Y,38.27,53,N,N,90.76
2018-Q4,TP98620,MicroCredential,NSQF_1,1193,242073.71,196,21.85,85.76,83684.74,42,109506,N,N,Y,50.3,84,Y,N,25.07
2019-Q2,TP80103,Diploma,NSQF_1,197,94230.81,2124,98.74,78.52,43595.4,82,587629,Y,Y,N,66.42,3,N,N,19.99
2016-Q2,TP26766,LicensePrep,NSQF_4,1732,98997.32,1845,86.17,49.05,106748.4,59,728574,N,N,Y,36.1,1,N,Y,12.33
2020-Q1,TP79875,SkillBadge,NSQF_6,1769,91642.66,893,55.16,92.93,14047.95,63,688085,Y,Y,Y,21.24,83,Y,Y,56.04
2019-Q2,TP75386,SkillBadge,NSQF_5,289,86809.73,1441,70.05,73.54,100126.42,47,028290,N,Y,N,50.6,86,N,N,95.64
2018-Q3,TP23437,SkillBadge,NSQF_3,1040,87074.03,1087,84.33,48.54,131069.65,54,134455,Y,Y,Y,35.54,103,N,N,29.66
2025-Q3,TP46155,Apprenticeship,NSQF_4,1065,29435.16,2142,73.71,89.07,68888.09,25,919269,Y,N,Y,27.46,73,Y,Y,96.81
2021-Q3,TP11332,SkillBadge,NSQF_7,989,211997.46,1030,62.2,34.14,13432.49,29,324847,N,N,N,14.39,66,N,Y,83.89
2024-Q3,TP48522,MicroCredential,NSQF_5,873,92752.79,1713,72.37,77.64,13008.84,21,187584,Y,N,Y,11.65,11,Y,Y,16.55
2020-Q2,TP21348,LicensePrep,NSQF_4,1488,36496.96,2286,90.79,26.92,55480.77,99,104175,N,Y,Y,5.64,14,Y,N,77.86
2017-Q3,TP11698,LicensePrep,NSQF_4,379,214348.43,247,36.48,62.28,75324.93,95,935115,N,N,Y,0.32,6,N,Y,22.09
2016-Q1,TP43480,Diploma,NSQF_6,1322,109466.86,2251,94.07,66.3,38317.95,60,506471,N,N,N,91.81,42,N,Y,46.34
2021-Q4,TP49941,Diploma,NSQF_7,550,217008.79,578,42.38,66.14,70189.86,06,262058,N,Y,N,67.98,17,N,N,69.39
2021-Q1,TP18051,SkillBadge,NSQF_3,243,27294.97,2451,82.11,82.18,97313.93,22,262276,Y,N,Y,27.38,62,N,Y,76.19
2022-Q1,TP12477,Diploma,NSQF_4,1281,48311.3,1981,88.91,72.25,105518.77,31,175814,N,Y,Y,84.54,27,Y,Y,18.58
2021-Q3,TP73574,LicensePrep,NSQF_5,1694,32505.98,2415,84.59,4.75,56834.89,98,515574,N,N,N,52.09,105,Y,N,18.92
2023-Q4,TP35495,MicroCredential,NSQF_5,958,95334.74,974,61.61,49.26,31000.88,89,471940,N,N,Y,64.32,17,N,Y,41.51
2016-Q3,TP96031,SkillBadge,NSQF_4,67,98674.89,858,63.0,23.95,114468.79,31,960430,N,Y,Y,71.48,47,N,N,10.33
2022-Q2,TP12638,Certificate,NSQF_7,458,66691.65,2344,81.9,83.14,53002.11,98,331641,N,N,Y,42.64,48,Y,N,90.93
2021-Q4,TP19229,Certificate,NSQF_3,208,160520.51,1813,82.37,70.03,32910.82,26,545135,N,Y,Y,23.07,14,Y,Y,83.11
2018-Q1,TP98000,Apprenticeship,NSQF_5,439,120572.99,1333,66.22,57.73,110171.92,48,809120,Y,N,Y,78.91,73,Y,N,5.07
2025-Q2,TP42261,SkillBadge,NSQF_7,531,47279.22,1811,74.5,28.35,68235.95,34,458375,N,N,Y,95.45,48,N,N,94.03
2023-Q3,TP88354,Diploma,NSQF_2,764,171493.9,801,78.61,28.19,139274.19,01,011107,N,Y,N,32.82,38,Y,N,5.74
2016-Q4,TP72557,Diploma,NSQF_2,1517,126342.96,1181,84.96,66.18,134405.48,39,327137,N,N,N,32.7,98,N,Y,82.75
2019-Q4,TP68979,Apprenticeship,NSQF_3,1308,151062.26,84,60.87,65.89,115260.29,16,518845,N,Y,Y,4.4,29,N,N,80.9
2018-Q4,TP99625,SkillBadge,NSQF_1,545,247556.81,183,26.64,74.7,54925.58,24,619203,N,Y,N,90.52,8,Y,Y,12.27
2020-Q2,TP64115,LicensePrep,NSQF_5,538,116817.07,567,48.75,61.36,7120.5,53,238313,Y,N,Y,37.61,11,Y,N,60.92
2020-Q4,TP29086,Certificate,NSQF_7,1103,223774.39,403,58.41,71.37,130411.66,17,869983,N,N,N,66.78,107,N,Y,49.33
2020-Q4,TP95212,Diploma,NSQF_2,646,21866.51,1236,98.96,83.39,105937.95,45,275427,N,Y,N,10.02,41,N,N,72.09
2019-Q1,TP59459,SkillBadge,NSQF_3,562,28789.08,2042,92.82,14.71,28216.19,02,667798,N,N,Y,7.91,83,Y,N,83.59
2024-Q3,TP91449,Diploma,NSQF_3,1359,88182.31,2218,98.75,62.4,66946.5,48,393714,Y,N,Y,80.54,103,N,Y,48.46
2023-Q2,TP74948,SkillBadge,NSQF_5,1677,240453.39,1635,75.42,93.14,69369.95,45,607647,Y,N,N,42.47,58,Y,Y,28.79
2020-Q3,TP30026,LicensePrep,NSQF_6,816,95613.84,1623,98.13,0.75,48068.09,59,965050,Y,Y,N,16.24,70,N,Y,30.96
2019-Q3,TP63830,Diploma,NSQF_6,446,230618.23,1264,64.69,36.27,13195.1,66,165686,N,Y,Y,0.06,110,Y,N,14.49
2016-Q4,TP38594,LicensePrep,NSQF_3,1148,88939.75,284,90.16,4.01,59096.3,11,518770,N,N,Y,96.91,50,Y,Y,48.87
2022-Q3,TP43936,MicroCredential,NSQF_1,249,35415.78,1880,81.63,72.91,74623.88,12,609085,Y,Y,N,76.8,27,N,N,16.23
2016-Q3,TP71858,MicroCredential,NSQF_4,1467,210542.67,595,73.55,75.39,62543.64,78,805403,N,Y,N,82.46,1,N,Y,4.58
2019-Q2,TP59106,SkillBadge,NSQF_1,1616,222053.96,2480,79.77,41.06,48116.81,33,262488,N,N,N,60.36,9,N,Y,81.06
2020-Q3,TP68555,Certificate,NSQF_4,1330,138208.61,2367,78.85,30.37,22896.04,11,247070,Y,Y,N,10.22,2,Y,Y,83.47
2024-Q3,TP97859,Apprenticeship,NSQF_4,1410,82913.33,436,94.37,34.6,25578.57,49,309495,Y,Y,Y,22.45,67,N,Y,91.17
2023-Q1,TP32432,MicroCredential,NSQF_4,815,109999.59,2071,72.79,18.5,72053.98,15,793668,N,Y,N,88.19,83,Y,Y,45.75
2020-Q1,TP64053,Diploma,NSQF_6,1231,220260.8,1572,77.13,64.16,49950.35,46,424706,N,N,Y,97.26,45,Y,Y,80.53
2020-Q2,TP24023,MicroCredential,NSQF_7,111,107589.3,1094,64.13,4.18,38115.91,11,286297,N,N,Y,17.24,11,Y,Y,55.74
2020-Q2,TP25253,MicroCredential,NSQF_5,1271,41166.24,1210,92.37,86.56,17295.79,93,668485,N,Y,N,49.23,52,Y,Y,53.24
2019-Q4,TP96466,MicroCredential,NSQF_3,954,202197.64,120,47.24,33.45,108638.94,11,091632,N,Y,Y,86.56,26,Y,Y,85.19
2016-Q2,TP44743,MicroCredential,NSQF_2,841,40973.38,1899,76.73,82.67,92676.43,21,051740,N,N,N,78.12,17,Y,N,92.44
2021-Q2,TP33105,MicroCredential,NSQF_7,627,121387.54,55,11.04,82.25,35017.13,89,140489,N,Y,Y,7.48,100,N,N,87.07
2025-Q1,TP36851,SkillBadge,NSQF_1,724,36834.83,181,27.01,69.94,100617.53,54,722691,N,Y,N,46.76,84,N,N,28.6
2022-Q1,TP80341,LicensePrep,NSQF_7,42,127607.8,739,48.68,94.89,39413.76,48,625973,Y,Y,Y,36.92,115,N,Y,36.53
2024-Q4,TP56120,MicroCredential,NSQF_7,152,169569.38,1882,91.36,82.06,71172.05,86,143518,N,N,Y,40.11,42,Y,N,90.46
2025-Q2,TP88398,Certificate,NSQF_7,1271,135836.56,317,32.82,70.87,128263.81,54,884933,N,Y,N,9.94,97,Y,N,41.54
2025-Q3,TP81023,Apprenticeship,NSQF_6,1493,35803.0,939,76.16,85.37,101642.96,97,651225,N,Y,Y,32.97,0,Y,N,80.86
2016-Q2,TP64100,Certificate,NSQF_3,965,199386.95,1839,77.3,23.33,104312.18,39,923437,N,Y,N,39.83,56,N,N,84.24
2021-Q4,TP59493,Certificate,NSQF_6,1700,105213.22,2250,78.75,51.33,39051.76,36,665238,Y,Y,Y,93.45,116,Y,Y,7.73
2020-Q2,TP24148,Apprenticeship,NSQF_4,955,123813.96,802,63.9,6.69,28135.9,46,949994,Y,N,Y,72.08,37,Y,Y,76.26
2023-Q1,TP23349,SkillBadge,NSQF_7,137,129333.6,2152,85.3,62.92,37269.75,37,954730,N,N,Y,56.39,109,N,N,86.08
2021-Q3,TP32714,Certificate,NSQF_3,1056,189247.16,470,87.04,93.35,96048.29,40,795162,Y,N,Y,23.54,106,N,N,13.14
2019-Q1,TP82104,Certificate,NSQF_4,1782,129350.75,487,66.8,90.75,16200.0,11,564501,N,N,N,59.59,106,N,N,85.49
2025-Q2,TP87823,Apprenticeship,NSQF_1,1533,150645.28,334,42.01,11.86,56147.01,61,822400,Y,N,N,68.87,108,Y,Y,46.61
2019-Q4,TP91563,LicensePrep,NSQF_7,170,31306.21,208,24.33,38.06,9374.75,24,358543,N,Y,Y,47.38,6,N,N,52.94
2020-Q3,TP34742,MicroCredential,NSQF_6,1716,140575.99,1103,60.91,60.52,78170.34,87,996592,Y,Y,Y,83.1,81,N,N,24.99
2021-Q4,TP89113,SkillBadge,NSQF_7,387,119469.87,420,56.22,19.74,92001.86,77,322210,N,N,Y,6.2,56,N,N,76.92
2020-Q3,TP35131,LicensePrep,NSQF_5,1682,163463.1,904,65.99,13.93,35925.43,29,742272,Y,Y,N,37.4,7,N,Y,37.43
2021-Q2,TP87012,SkillBadge,NSQF_7,1046,224933.72,1874,74.93,66.04,99357.0,78,007339,Y,Y,Y,78.22,42,Y,N,90.81
2016-Q2,TP77787,LicensePrep,NSQF_6,766,40246.16,2207,91.46,45.71,97832.17,12,661749,Y,N,Y,42.43,79,Y,N,22.09
2017-Q2,TP63456,LicensePrep,NSQF_2,116,22401.1,1429,87.61,58.66,137071.56,43,326895,Y,N,N,56.19,40,Y,N,1.99
2016-Q2,TP37388,Certificate,NSQF_2,1323,20502.5,776,55.07,54.64,99522.73,18,509593,N,N,Y,47.64,21,N,N,36.02
2018-Q1,TP65200,Apprenticeship,NSQF_2,1156,164895.81,1559,70.29,5.61,41603.65,84,594762,Y,Y,N,38.16,96,Y,N,37.12
2024-Q3,TP67251,Apprenticeship,NSQF_5,307,28813.4,1604,73.11,56.33,137287.46,79,351325,N,Y,N,51.0,82,N,Y,41.55
2024-Q1,TP41692,Diploma,NSQF_2,1091,200426.98,624,67.68,83.97,7147.07,84,921317,Y,N,Y,84.47,32,Y,Y,22.69
2016-Q3,TP34647,Apprenticeship,NSQF_4,76,74142.61,1829,90.5,20.01,115812.53,49,552732,N,Y,N,10.65,87,Y,Y,51.05
2021-Q4,TP39762,Certificate,NSQF_3,1377,162784.31,1314,85.94,57.2,54440.61,29,367460,N,N,Y,27.27,55,N,Y,17.61
2021-Q3,TP93464,MicroCredential,NSQF_1,937,62729.03,2176,82.93,52.57,19023.46,04,433027,Y,N,N,11.01,103,N,N,38.55
2017-Q3,TP99860,Diploma,NSQF_5,758,237116.23,604,43.42,29.13,10790.79,48,771368,N,Y,N,78.77,23,N,N,82.82
2017-Q3,TP88597,Diploma,NSQF_5,1187,67754.86,583,50.48,92.41,25026.95,13,446906,Y,Y,N,97.33,11,N,N,20.23
2016-Q3,TP97238,Apprenticeship,NSQF_7,1686,35643.84,1316,82.77,7.28,136199.36,59,340169,N,Y,N,76.23,20,N,N,14.31
2017-Q3,TP52549,Apprenticeship,NSQF_7,1627,225318.39,2150,79.51,84.57,64041.43,34,237894,Y,N,Y,73.51,27,N,Y,94.66
2021-Q3,TP98556,Apprenticeship,NSQF_5,580,224159.41,1916,96.33,35.15,55029.29,42,243026,Y,Y,Y,3.59,28,N,N,48.93
2017-Q1,TP39401,Certificate,NSQF_3,1561,7223.29,211,36.19,20.42,25484.26,46,722489,Y,N,Y,49.35,26,Y,N,41.51
2016-Q4,TP97491,Apprenticeship,NSQF_2,757,31856.0,1369,68.01,94.59,14608.84,55,612616,N,N,N,86.67,60,Y,N,91.77
2017-Q1,TP29805,SkillBadge,NSQF_3,1360,36470.14,333,87.17,94.66,108708.49,95,716211,Y,N,Y,0.31,25,N,Y,71.37
2021-Q4,TP24568,MicroCredential,NSQF_2,1749,68682.21,1595,93.77,50.38,33789.54,55,046565,N,Y,N,91.63,1,N,Y,76.97
2016-Q4,TP89835,LicensePrep,NSQF_7,721,159296.02,1547,81.21,13.87,97120.96,73,713134,N,Y,N,66.91,28,N,N,93.73
2021-Q2,TP59928,MicroCredential,NSQF_2,1235,73703.54,1808,94.96,71.62,103934.93,80,600502,Y,Y,N,46.95,78,Y,Y,5.1
2020-Q4,TP11054,MicroCredential,NSQF_6,1246,229487.92,183,36.31,32.52,31653.92,66,266081,Y,Y,Y,13.85,1,N,Y,70.04
2020-Q1,TP46002,Certificate,NSQF_3,1552,98178.84,1438,73.71,43.43,9957.1,55,549160,Y,N,Y,78.38,73,N,Y,88.82
2022-Q2,TP30258,Certificate,NSQF_3,200,164562.1,2081,73.74,94.75,111402.53,29,032198,N,Y,N,95.64,103,Y,Y,80.78
2017-Q2,TP89829,Diploma,NSQF_2,1412,214116.63,1713,85.61,44.68,93593.29,35,654745,N,Y,Y,23.55,38,N,Y,64.61
2024-Q3,TP22142,Certificate,NSQF_5,655,138795.55,1872,91.32,72.7,73099.08,35,623569,N,N,Y,59.38,84,Y,Y,94.57
