qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2021,SA6724,15.57,219,554.9,104,12.66,35,168810,55,79,825,59.02,1,337,59568,8.86,30.6,33.3,0.99
2018,SA9431,13.97,405,778.9,34,15.12,35,231415,60,74,16,66.83,11,514,56178,9.67,26.21,44.4,0.852
2021,SA1512,15.76,171,833.2,74,5.01,5,218874,134,62,862,56.41,63,253,35590,31.68,53.62,54.1,0.865
2024,SA6386,4.1,264,633.2,14,19.29,23,101959,115,92,126,34.15,66,62,95383,22.16,94.12,1.6,0.388
2026,SA5319,4.32,335,232.3,62,14.79,4,238914,236,51,336,60.84,3,332,239026,15.48,2.79,17.5,0.942
2024,SA2844,5.79,251,255.3,76,16.26,6,103304,148,29,484,47.4,46,317,6654,28.47,28.96,11.9,0.394
2018,SA6978,5.68,51,210.4,87,24.93,16,221945,16,74,656,72.89,70,289,225500,33.27,6.65,5.0,0.464
2019,SA1337,4.3,57,752.9,39,11.26,33,236880,14,83,358,7.94,69,337,232936,26.74,86.17,11.7,0.707
2021,SA4205,17.12,33,92.3,99,6.06,0,165879,28,80,81,32.29,15,354,217736,29.15,36.61,85.4,0.029
2023,SA8647,16.79,402,254.1,24,12.31,19,105878,123,62,441,49.3,7,434,249956,12.3,56.22,54.3,0.082
2025,SA6463,20.81,388,884.3,51,1.15,11,193637,150,119,307,19.78,62,75,148098,29.84,6.25,47.1,0.671
2020,SA9566,19.25,152,448.1,100,2.22,5,188088,28,28,220,79.56,8,543,35311,9.92,27.63,82.2,0.932
2019,SA4484,2.38,176,738.1,85,9.05,11,198434,112,101,771,38.69,73,243,86142,46.73,70.1,94.2,0.454
2022,SA6972,20.8,161,808.9,76,18.3,53,193067,224,91,140,71.05,7,483,15861,43.38,5.42,70.4,0.094
2026,SA6356,23.96,18,51.1,65,20.02,32,193260,165,6,732,25.88,8,396,248743,32.95,22.75,49.1,0.398
2018,SA2800,18.44,232,715.1,77,1.45,54,116471,234,51,454,3.66,26,370,42689,26.93,83.66,22.3,0.399
2025,SA4007,14.76,88,186.3,22,1.08,41,232195,128,64,678,20.31,56,314,248431,3.37,36.37,40.5,0.126
2023,SA4141,1.13,339,738.2,68,11.41,38,128459,160,98,873,16.17,45,485,670,22.4,83.76,70.9,0.422
2016,SA4731,14.88,379,515.3,43,13.02,26,114838,245,57,708,61.84,55,91,138852,29.27,98.97,75.3,0.497
2022,SA5606,13.65,29,416.3,66,5.75,53,183511,219,34,34,43.56,5,246,83036,28.89,10.75,13.7,0.379
2016,SA6355,19.45,198,168.0,18,23.77,43,142866,178,83,372,62.6,60,564,31431,54.4,8.64,82.1,0.097
2018,SA3627,12.49,437,55.5,96,8.75,18,182067,121,80,823,49.48,12,95,211262,29.04,53.46,98.1,0.438
2020,SA2816,4.72,13,622.6,51,13.7,7,159799,249,81,292,38.38,24,403,211734,18.21,78.45,80.3,0.104
2020,SA9000,4.09,123,690.9,111,15.25,2,197227,16,43,190,42.1,41,609,173712,11.87,71.35,79.2,0.688
2025,SA7573,21.97,253,168.9,12,21.94,36,36169,248,92,535,8.25,72,73,128139,54.69,22.39,32.5,0.835
2023,SA3467,20.95,356,130.0,91,1.01,13,201836,55,92,237,72.31,80,189,89024,50.13,63.51,27.6,0.083
2025,SA2183,23.42,371,377.0,109,21.12,31,216641,103,69,713,49.07,29,626,98723,30.43,78.3,67.6,0.506
2026,SA1914,10.25,49,322.4,52,18.71,37,237286,144,82,282,50.48,6,293,205008,6.12,11.59,79.5,0.381
2016,SA7922,19.93,236,843.1,19,19.96,15,171869,144,56,205,77.03,76,17,40774,10.36,3.8,29.5,0.795
2017,SA3868,14.41,256,383.4,101,24.97,25,43622,137,35,391,34.09,28,52,166881,49.49,89.32,2.5,0.03
2021,SA4146,5.28,83,699.1,13,8.14,10,117504,237,7,401,36.48,66,149,29829,41.79,38.66,34.9,0.418
2019,SA2241,4.66,175,842.4,86,11.38,26,158018,237,102,76,62.99,2,537,73156,16.9,97.36,56.8,0.589
2022,SA2425,10.06,108,241.7,63,19.23,40,101117,72,67,692,38.61,58,449,209647,49.71,96.11,90.7,0.192
2023,SA2721,2.84,439,366.4,83,3.8,18,8225,217,100,173,52.08,54,505,47288,34.36,98.87,83.4,0.683
2016,SA4757,11.92,270,877.4,64,17.4,42,159313,197,33,193,21.1,68,19,59021,45.69,2.36,97.2,0.614
2020,SA2149,15.88,312,17.8,14,13.56,17,27472,187,96,611,40.03,27,332,125215,54.42,4.07,5.3,0.191
2026,SA1501,6.7,391,212.8,32,9.16,14,150331,136,41,820,27.8,59,361,163725,13.41,1.54,58.1,0.397
2023,SA4872,6.47,242,39.9,94,17.64,19,192630,119,42,578,44.65,40,231,8767,51.66,94.28,14.7,0.686
2018,SA4606,9.38,213,584.5,102,16.63,51,122553,156,62,665,60.01,70,623,208664,37.87,13.84,97.6,0.759
2019,SA1772,14.91,378,760.1,19,15.06,20,5267,5,44,281,45.4,24,476,225283,17.14,97.83,16.5,0.056
2019,SA6986,5.19,161,315.2,16,21.84,55,154428,220,112,804,6.03,39,253,102758,7.6,34.79,6.4,0.739
2020,SA7941,14.24,37,154.0,26,17.76,14,99645,96,29,159,20.76,38,444,49935,8.07,78.45,52.7,0.741
2025,SA8165,9.5,209,279.8,86,6.82,10,4898,138,70,528,63.07,25,558,221693,32.62,39.23,24.7,0.839
2022,SA2967,7.93,40,619.7,18,20.77,33,13157,87,40,855,5.24,73,515,130445,0.08,69.17,23.6,0.166
2023,SA9223,11.01,232,154.6,2,19.88,50,39221,204,85,111,52.25,25,594,52445,9.85,11.87,45.4,0.127
2026,SA4215,24.99,336,832.2,75,0.81,28,134713,230,38,419,24.22,7,69,235062,48.89,93.41,86.9,0.122
2017,SA3666,19.85,283,111.7,66,12.64,21,205279,106,35,205,1.84,73,63,180587,50.75,14.76,91.7,0.419
2019,SA3312,13.91,70,301.5,78,10.12,14,46901,136,70,443,15.16,10,130,193228,54.48,9.9,34.4,0.59
2025,SA5008,8.28,135,656.7,12,10.75,44,183483,234,13,45,45.44,12,151,158095,29.69,47.08,25.8,0.912
2016,SA1582,16.56,439,158.6,111,7.74,58,58977,188,3,448,6.03,57,27,137888,16.18,34.93,33.6,0.127
2026,SA9748,9.38,415,166.0,60,22.82,14,241614,164,108,55,65.05,19,85,225939,10.32,12.8,92.5,0.643
2020,SA1910,13.41,170,776.8,60,22.04,43,118950,248,83,628,21.04,80,503,60680,5.64,92.74,4.3,0.098
2019,SA5495,17.89,351,196.4,102,19.34,37,17062,189,62,616,7.1,14,17,82691,25.97,11.85,43.5,0.766
2018,SA1308,23.46,443,69.9,34,0.05,33,33550,72,102,786,46.31,62,337,90905,37.54,82.1,93.2,0.712
2025,SA4178,13.33,98,36.1,47,13.44,44,115969,57,37,514,9.02,58,608,223422,28.01,24.68,1.8,0.524
2019,SA4924,5.52,65,387.1,49,8.3,1,202742,170,16,72,14.02,51,590,2329,26.22,90.06,70.3,0.055
2020,SA2519,6.82,411,170.3,23,23.77,38,139223,16,100,69,0.08,30,56,118163,1.07,74.09,41.9,0.659
2020,SA4569,0.77,144,709.3,89,5.56,41,185581,206,15,165,42.17,12,186,128666,11.27,46.43,78.6,0.205
2017,SA9495,0.64,242,360.5,106,10.23,41,193672,191,68,889,52.34,8,60,172882,25.99,29.54,52.8,0.119
2026,SA7119,17.78,39,181.6,92,23.61,60,8905,159,110,383,42.04,47,295,149804,38.0,11.4,61.6,0.304
2024,SA7993,3.72,353,637.7,53,5.16,1,159465,163,67,539,22.75,19,164,173626,17.47,15.61,8.1,0.457
2017,SA3460,2.67,318,106.8,97,10.99,30,144414,185,102,852,30.02,11,554,207356,7.2,8.26,63.9,0.498
2025,SA6587,23.85,366,68.1,29,5.26,12,34237,170,21,746,55.28,22,24,37620,30.98,43.4,55.0,0.422
2021,SA6840,4.69,57,490.3,16,20.54,52,11538,85,60,568,35.57,18,548,97276,8.8,49.89,93.2,0.439
2024,SA5317,8.37,192,269.2,74,1.36,21,161220,39,53,164,60.87,28,337,10100,38.23,78.05,76.2,0.302
2019,SA2947,18.5,312,397.4,113,19.4,31,208779,235,54,658,50.08,74,150,246222,2.73,20.11,1.9,0.255
2016,SA6080,13.09,428,631.4,107,11.42,37,217994,84,24,761,79.5,51,261,48429,25.12,29.55,55.0,0.224
2018,SA3593,19.77,101,106.3,65,22.39,11,114534,237,41,269,69.84,1,414,232886,27.09,71.14,96.5,0.333
2019,SA5441,10.3,209,237.0,80,15.62,40,100879,116,41,403,3.36,27,443,214312,45.81,36.79,77.4,0.752
2023,SA9254,4.68,269,508.1,43,20.32,53,248160,127,10,147,16.78,20,86,154440,0.81,39.5,6.2,0.799
2020,SA7317,7.54,96,357.6,35,9.09,48,214437,215,88,410,17.99,42,354,94533,45.83,77.12,77.1,0.059
2019,SA2825,23.87,60,154.7,110,13.58,27,99558,24,10,881,10.67,26,189,50759,8.08,81.05,16.0,0.891
2019,SA2460,6.77,213,734.6,69,1.64,17,167559,134,95,393,54.44,50,286,234121,4.48,84.44,67.8,0.67
2023,SA8137,4.14,95,300.2,94,14.61,30,154907,165,107,119,3.8,27,87,163188,47.66,40.15,1.5,0.628
2017,SA9589,21.52,357,394.5,2,11.35,7,5384,202,15,481,20.21,4,96,245753,5.34,80.79,8.3,0.339
2018,SA7702,16.68,19,585.4,100,19.36,48,40335,15,22,107,49.92,36,23,163644,14.01,68.26,88.1,0.878
2017,SA3667,7.01,265,712.3,50,11.38,37,28937,82,40,733,10.22,75,245,62724,5.1,7.84,77.7,0.032
2026,SA2141,20.43,446,844.2,74,19.22,6,82686,160,76,446,25.34,51,177,79628,46.06,62.02,26.1,0.006
2025,SA1166,21.59,328,188.6,104,3.77,26,64809,156,67,664,14.03,33,122,85228,29.0,93.44,92.6,0.062
2017,SA1969,14.26,275,793.2,59,23.41,53,228719,236,50,290,70.43,35,436,163703,22.99,34.63,53.3,0.388
2016,SA7825,3.0,146,879.0,56,20.5,15,165323,8,111,774,46.55,60,22,65832,17.16,62.06,36.2,0.084
2020,SA4213,7.8,443,257.6,3,15.47,6,12725,215,72,448,8.6,66,102,242323,26.46,11.11,76.9,0.781
2025,SA6341,19.59,31,495.3,41,7.52,25,204694,136,68,54,14.44,55,55,12451,35.01,8.41,2.2,0.294
2017,SA5290,15.77,308,204.8,38,7.32,33,165937,27,13,819,17.72,29,157,225400,41.75,70.88,70.8,0.297
2022,SA7198,24.41,161,595.9,44,23.85,22,150558,136,34,408,48.25,4,628,204294,49.45,12.78,74.2,0.99
2024,SA5625,6.14,89,808.1,1,20.7,21,209659,105,118,289,40.62,68,526,195878,18.71,32.95,11.4,0.214
2016,SA7419,15.33,244,752.5,17,6.76,50,224292,203,7,765,67.98,69,43,55360,38.66,83.73,1.1,0.735
2020,SA2477,3.64,208,761.2,78,14.62,29,47975,200,33,237,60.59,60,383,23714,6.55,72.18,5.5,0.357
2024,SA3515,13.4,267,670.9,60,21.49,22,20935,21,89,338,33.03,36,40,136404,49.91,42.68,77.0,0.4
2024,SA6027,1.48,278,682.6,45,20.27,55,214292,96,79,450,2.66,24,213,182378,4.99,16.95,5.4,0.417
2020,SA6214,22.64,124,220.0,0,1.81,10,173230,8,107,608,37.97,26,496,154752,20.24,41.98,6.3,0.121
2025,SA6798,20.95,435,184.9,102,12.36,38,193367,41,47,542,50.78,74,387,186072,42.38,11.41,14.6,0.72
2021,SA6652,3.18,285,203.0,37,0.64,58,20523,75,30,747,3.08,46,511,29382,14.01,54.25,80.8,0.321
2018,SA7805,10.39,378,84.7,31,12.16,21,79922,19,57,859,70.9,7,366,47124,37.73,3.54,53.3,0.664
2024,SA1061,9.74,250,816.0,2,21.87,9,49968,64,111,758,66.79,34,164,25778,39.72,27.93,77.4,0.071
2019,SA1956,1.66,233,677.5,37,19.75,38,147436,148,22,478,54.24,20,467,32603,43.11,82.05,46.8,0.432
2020,SA4536,2.94,93,520.6,65,2.48,28,150645,132,29,618,53.59,77,420,182026,39.94,50.14,0.6,0.319
2017,SA1135,4.87,133,149.8,102,19.46,8,164881,203,5,346,12.49,0,14,179853,7.17,87.28,8.2,0.083
2017,SA6125,14.45,295,632.8,103,18.87,60,94465,94,43,308,0.27,5,42,167676,7.68,81.44,75.1,0.545
2018,SA1766,22.37,163,256.3,22,15.41,49,3675,203,71,669,26.7,60,229,244461,36.59,58.56,63.9,0.642
2018,SA4499,17.94,12,844.5,55,9.02,37,11330,157,107,424,11.86,69,587,139215,29.8,6.43,42.7,0.433
2023,SA2695,9.57,194,533.1,100,3.35,40,109360,42,110,274,15.89,14,308,172260,17.3,59.71,31.9,0.241
2019,SA9815,15.2,179,525.9,68,18.42,43,64645,92,22,482,10.29,35,521,63898,47.13,61.12,81.0,0.176
2022,SA5343,1.65,112,562.7,98,4.61,38,44669,41,24,412,36.09,31,10,151707,22.38,6.88,78.5,0.493
2016,SA8790,4.08,10,238.8,29,18.23,16,129046,50,97,340,35.91,43,526,220673,29.77,79.66,33.1,0.375
2021,SA1340,19.19,121,606.3,37,24.78,35,68415,42,39,529,47.45,78,527,23000,27.28,5.19,75.6,0.002
2026,SA1613,22.6,247,679.6,65,7.7,50,165055,209,55,10,79.7,32,577,148471,31.9,24.44,81.8,0.097
2023,SA7229,15.25,299,856.3,1,20.47,16,221182,49,119,879,17.9,51,431,61273,40.93,39.67,30.0,0.194
2023,SA5007,20.32,36,126.2,116,22.56,54,156248,207,108,761,52.17,59,15,18645,1.15,0.8,22.6,0.993
2022,SA7758,21.89,421,526.1,30,23.69,11,32622,202,3,472,70.39,19,455,97303,25.48,6.77,58.0,0.559
2020,SA9008,1.03,367,711.2,87,6.38,44,213376,162,104,502,42.25,67,350,145028,6.66,57.74,2.7,0.845
2026,SA5501,18.35,314,717.9,105,23.23,57,216414,243,55,102,8.67,51,228,232143,20.04,8.7,9.7,0.615
2020,SA4755,7.45,128,349.4,115,7.05,0,114830,201,0,492,29.3,40,276,32704,6.05,7.26,91.3,0.162
2023,SA9802,3.86,257,244.5,65,16.45,39,21318,40,94,759,33.94,6,568,64172,40.68,11.85,53.3,0.854
2018,SA7467,6.76,338,881.6,10,7.08,37,53046,155,25,199,6.35,21,517,137694,1.06,40.64,28.8,0.101
2024,SA4698,1.33,247,837.8,93,23.49,50,60596,106,49,222,2.14,8,271,36261,41.99,9.19,11.6,0.705
2020,SA8803,14.7,216,214.5,48,9.39,23,134420,153,80,146,18.15,65,63,205164,15.3,32.58,92.4,0.851
2025,SA4696,23.62,342,716.1,75,10.46,34,52221,24,93,446,48.56,31,564,222488,42.48,53.52,35.5,0.446
2022,SA8903,3.96,263,123.3,76,24.28,53,29056,45,3,373,4.69,31,96,159615,35.22,45.24,51.5,0.846
2023,SA2917,17.3,1,840.3,94,17.3,14,241476,38,33,741,49.58,65,428,148832,35.18,53.47,66.4,0.834
2021,SA7824,23.8,96,312.1,60,4.85,12,70851,113,18,215,6.62,11,524,88599,32.96,70.27,19.1,0.131
2018,SA8057,24.83,206,71.6,23,8.39,9,60683,68,19,36,52.1,40,196,217416,20.55,85.95,62.4,0.623
2018,SA2851,8.8,385,60.3,116,24.26,46,184330,72,26,269,10.87,58,121,65887,13.3,25.5,14.8,0.987
2024,SA7346,16.52,361,185.6,61,14.6,0,51575,115,46,328,0.13,18,577,5319,28.73,12.47,42.6,0.935
2019,SA4153,7.63,419,861.0,8,7.39,17,193838,113,0,748,69.68,52,36,109587,46.09,77.71,3.3,0.406
2026,SA9078,21.81,418,107.4,20,8.99,43,27481,171,4,864,18.75,68,148,47623,14.15,17.53,93.1,0.377
2020,SA9410,7.12,273,655.5,68,4.83,53,200185,98,89,668,76.12,69,89,130361,48.3,4.76,21.8,0.318
2017,SA2142,1.2,11,661.9,84,17.78,24,208321,250,0,201,23.98,4,640,131533,28.99,93.87,27.4,0.319
2021,SA6160,6.42,322,783.4,37,16.76,9,158871,61,103,691,71.62,23,251,52273,41.59,24.01,36.8,0.248
2016,SA8184,10.08,230,428.5,52,23.36,29,233153,132,1,701,16.12,30,80,132798,26.17,72.26,64.4,0.233
2024,SA6986,19.65,317,682.8,61,7.3,20,228155,172,107,78,32.89,64,261,105042,25.29,94.68,37.8,0.49
2018,SA6682,14.98,422,302.2,57,13.49,22,240089,173,111,390,8.38,6,526,6268,33.77,25.73,22.2,0.491
2016,SA6880,12.41,373,243.8,118,15.4,50,227221,179,36,636,3.66,47,413,75360,45.47,61.09,61.9,0.139
2018,SA4297,2.74,372,761.6,86,10.45,48,171109,4,73,601,41.15,58,441,246166,28.43,4.8,47.4,0.992
2017,SA7637,7.33,352,179.7,16,4.79,36,121133,69,5,338,43.92,0,508,60104,7.65,99.97,34.6,0.805
2025,SA1516,22.04,269,626.4,79,20.9,31,207685,16,0,145,47.88,11,161,94799,23.7,68.62,27.4,0.744
2025,SA5488,5.14,353,519.1,28,8.01,47,93424,87,91,105,69.62,75,338,227589,20.13,29.72,85.3,0.49
2021,SA7823,4.19,54,838.2,110,19.55,41,218257,157,17,646,74.04,4,196,51616,17.15,3.73,66.2,0.604
2016,SA4295,13.16,107,705.0,88,19.98,0,102018,102,20,298,3.91,66,487,107228,48.68,20.93,43.9,0.61
2018,SA8961,5.7,336,321.8,27,15.91,42,37096,138,23,470,49.1,76,289,11637,41.58,88.04,76.1,0.491
2023,SA5683,20.4,178,519.2,104,13.33,31,84435,240,34,541,34.19,21,30,32818,12.33,50.1,36.1,0.91
2020,SA1984,6.13,330,724.4,82,4.89,40,124717,176,117,154,5.94,34,229,162282,12.19,73.98,84.9,0.093
2023,SA3611,11.97,391,263.0,79,22.44,33,92669,28,34,815,17.52,64,452,67010,12.84,16.68,20.8,0.215
2016,SA2873,12.31,404,359.8,44,12.47,19,109980,17,2,895,54.48,17,190,130004,3.09,58.59,20.2,0.008
2016,SA7111,10.84,98,369.7,87,22.89,48,10632,100,63,740,78.38,58,208,63503,32.09,12.41,53.2,0.581
2021,SA6439,4.96,220,577.4,24,5.01,28,60244,62,25,40,45.66,74,151,45904,31.0,67.47,9.8,0.956
2024,SA7335,13.21,45,452.6,91,12.71,5,39709,100,15,234,61.65,64,361,72508,41.42,1.2,18.4,0.856
2020,SA3731,4.45,207,302.8,55,22.46,60,151774,19,72,285,18.59,25,577,96828,8.83,79.78,81.6,0.306
2017,SA5239,9.97,73,576.9,80,14.4,20,110428,90,48,899,71.32,33,409,167067,28.12,46.43,35.1,0.678
2021,SA3057,9.49,257,278.1,4,14.61,4,217655,19,92,197,69.36,56,532,128016,25.77,32.56,33.6,0.598
2021,SA1370,0.22,196,241.6,97,8.61,55,109671,231,113,171,34.18,36,291,239607,50.68,20.16,79.4,0.067
2016,SA8017,16.54,370,828.0,98,4.41,51,8389,88,27,230,13.45,79,599,138190,11.2,41.65,46.5,0.549
2018,SA1322,21.58,367,190.0,113,21.27,21,161104,52,90,789,53.23,48,390,182317,35.85,80.16,93.4,0.796
2020,SA8458,10.79,361,46.6,37,17.28,33,81890,10,78,269,68.04,20,411,171626,49.68,50.91,26.0,0.824
2019,SA7504,6.21,69,490.4,34,15.24,9,80062,96,90,408,78.86,31,105,235575,49.19,20.07,80.2,0.242
2020,SA7842,17.83,136,409.5,16,13.84,56,148437,49,95,584,48.97,79,109,150240,2.1,28.02,13.8,0.523
2024,SA8676,5.48,215,625.4,25,22.46,12,193234,183,76,823,59.16,22,64,63980,47.62,59.31,97.4,0.646
2024,SA4202,11.7,340,874.4,11,6.48,41,19295,137,60,575,15.69,51,457,82819,43.46,82.35,74.3,0.897
2018,SA9279,13.25,413,26.7,75,12.58,42,127760,194,78,355,36.23,39,383,152789,53.43,82.65,50.3,0.229
2020,SA1006,1.58,389,362.4,80,12.71,37,230098,48,107,779,73.21,44,388,127040,26.14,82.35,85.0,0.749
2018,SA7567,1.07,246,689.9,12,18.51,16,94280,102,21,567,65.94,14,348,173431,40.81,9.39,41.2,0.063
2025,SA6528,10.87,182,812.6,49,12.88,32,20208,115,70,741,50.42,27,159,125527,8.45,70.13,3.8,0.614
2021,SA3524,3.77,172,378.2,82,10.98,24,202532,81,67,576,6.92,40,96,142094,51.6,99.56,5.1,0.358
2023,SA8451,4.64,268,755.7,28,21.45,29,220491,84,65,883,77.39,72,501,40592,50.57,58.85,59.7,0.816
2025,SA5259,5.4,376,848.1,87,11.67,10,94053,85,55,414,59.8,10,261,82866,42.85,31.83,22.2,0.81
2019,SA9102,16.33,348,380.4,76,13.27,24,231026,130,50,267,77.47,31,305,158787,40.28,30.1,37.3,0.348
2018,SA4747,10.88,230,330.6,45,22.04,17,9507,173,55,307,64.63,19,228,113152,27.87,63.58,47.5,0.773
2020,SA5485,8.74,128,565.8,62,4.24,22,162920,213,53,708,27.61,69,321,44809,24.72,39.41,84.3,0.622
2020,SA9105,11.44,39,136.9,10,13.94,47,85357,202,109,335,35.31,66,64,122891,1.46,70.72,20.7,0.723
2021,SA1166,7.95,104,312.9,91,18.85,48,144240,14,32,95,31.35,70,166,28613,27.16,75.21,7.3,0.941
2020,SA2100,19.69,140,92.4,90,7.43,36,180431,116,20,182,25.31,28,110,240010,43.5,84.56,5.9,0.326
2020,SA9321,23.89,145,495.1,28,15.49,55,104588,66,71,689,58.52,41,610,33355,21.08,23.03,65.9,0.808
2023,SA3849,13.02,6,71.4,18,21.3,19,76250,222,88,887,54.08,36,30,237806,39.48,2.42,18.0,0.544
2021,SA9670,1.84,373,526.2,75,16.74,15,218124,165,12,398,5.37,40,49,47209,41.7,86.49,80.3,0.327
2026,SA2344,13.93,418,229.9,21,9.52,24,42849,181,48,858,74.03,2,494,221507,1.88,52.75,33.0,0.151
2017,SA1877,18.57,126,577.8,71,16.21,13,119141,188,12,762,36.62,4,341,242530,44.67,44.21,58.9,0.944
2025,SA1151,9.61,236,146.3,84,22.47,30,48507,129,29,152,69.36,61,256,129892,36.39,89.54,11.8,0.723
2022,SA2321,21.13,233,324.1,113,20.52,25,78197,15,52,837,43.03,36,444,17080,32.48,44.82,74.8,0.278
2020,SA5009,9.73,235,300.6,39,12.1,57,138463,19,65,414,28.31,49,40,167422,2.86,38.76,6.0,0.984
2019,SA3397,18.8,278,375.6,99,24.1,59,65637,160,32,704,41.53,37,151,241096,54.13,1.63,74.9,0.042
2025,SA5448,15.89,143,56.0,32,13.03,46,10661,150,25,816,17.18,23,638,76394,1.61,84.84,63.0,0.187
2024,SA3188,5.75,374,724.7,64,24.9,14,79221,29,45,261,73.96,51,4,117461,54.6,46.57,43.5,0.484
2026,SA5246,15.36,177,301.4,109,23.25,9,62501,38,102,451,71.98,40,121,221275,10.75,38.44,63.1,0.039
2020,SA9284,0.33,296,393.2,111,21.27,28,216247,32,90,418,47.48,5,301,69193,47.11,16.77,59.5,0.822
2018,SA9430,0.25,293,837.1,103,0.06,45,29263,185,77,335,53.73,51,370,200474,48.97,74.73,53.0,0.99
2019,SA3047,5.61,315,473.9,69,5.61,34,86834,235,107,624,65.46,76,11,124687,30.17,42.49,92.5,0.766
2017,SA3322,17.27,28,876.2,55,24.02,39,196198,192,77,519,56.07,29,560,14068,30.15,50.87,80.1,0.147
2017,SA4100,8.97,133,621.6,5,3.01,30,4254,75,51,135,26.2,25,398,174540,4.84,14.69,71.7,0.426
2024,SA7487,13.91,11,96.6,57,20.14,58,200776,164,9,328,68.82,19,330,249576,28.07,72.68,19.3,0.941
2024,SA5149,4.3,82,307.3,116,0.87,17,113889,35,8,719,55.94,14,510,9279,27.84,73.02,66.4,0.864
2021,SA8537,15.22,388,141.8,6,2.52,5,191088,11,107,672,37.24,57,209,113613,0.29,2.61,79.4,0.213
2018,SA5580,16.4,317,385.0,14,15.72,26,35595,239,88,433,50.33,15,194,72693,22.5,70.58,83.4,0.831
2020,SA1948,9.02,181,612.7,52,21.63,15,133669,77,90,145,20.67,80,339,224453,36.89,13.38,12.5,0.354
2020,SA6941,24.25,8,443.0,12,24.84,0,70889,132,65,95,78.58,40,368,137222,47.85,94.18,81.9,0.091
2019,SA6577,9.07,40,427.6,24,23.77,28,44939,234,36,754,61.11,8,604,223869,16.01,46.82,67.0,0.706
2016,SA4725,10.33,449,487.7,54,18.07,48,87311,16,94,250,24.63,0,513,16734,7.39,0.59,3.0,0.868
2018,SA9295,2.84,430,485.2,100,7.04,35,36772,204,117,459,73.63,9,261,119368,29.5,95.52,70.8,0.279
2026,SA9131,12.7,74,388.2,77,5.85,32,56479,44,55,228,38.07,18,99,94625,32.16,11.48,56.3,0.964
2022,SA2841,10.67,29,380.2,118,13.01,58,176257,157,45,758,66.29,4,584,102611,33.31,81.02,98.3,0.083
2026,SA6872,4.91,102,449.6,20,17.18,55,23190,147,86,560,2.78,44,502,210123,22.96,19.07,82.2,0.683
2022,SA7095,24.73,439,344.8,99,24.82,26,168918,150,59,285,37.47,47,262,160854,23.04,82.22,70.8,0.915
2019,SA3552,7.87,377,476.6,90,5.18,53,162443,165,12,507,9.42,45,154,55705,48.36,10.75,91.7,0.819
2020,SA7323,19.44,38,100.3,70,17.55,23,180146,44,7,455,31.35,29,322,48556,33.51,30.87,32.2,0.162
2023,SA8517,3.78,11,287.5,111,11.74,7,81701,32,47,352,5.88,22,242,73074,44.6,3.11,45.5,0.395
2017,SA6165,20.26,231,885.2,55,9.88,13,119228,210,7,552,78.78,0,110,121854,46.68,53.95,54.8,0.934
2024,SA2321,16.11,409,653.4,24,6.21,17,40469,114,89,443,59.13,20,617,132231,26.4,49.39,59.6,0.472
2018,SA7996,2.23,182,789.0,10,5.93,28,91970,241,3,219,78.81,37,418,33198,35.89,82.9,28.8,0.012
2023,SA7409,15.96,413,872.9,54,11.52,7,164329,46,76,292,33.73,78,184,29282,54.4,94.7,64.1,0.914
2017,SA6878,14.38,2,193.3,70,20.95,37,52892,158,64,872,38.5,26,629,224220,28.71,45.31,52.0,0.298
2019,SA9002,22.43,336,811.6,67,23.8,5,183157,191,104,845,72.12,70,322,103268,27.79,39.36,50.4,0.049
2020,SA1936,16.97,68,78.3,113,21.69,27,234848,237,13,652,25.31,39,430,26736,40.9,22.51,19.0,0.247
2022,SA5544,12.07,241,412.0,22,13.77,21,2979,176,71,86,36.68,63,622,140426,16.6,64.44,77.0,0.332
2019,SA9273,5.86,17,834.5,68,17.79,4,81993,156,28,15,30.7,71,640,143865,3.35,5.88,61.3,0.48
2026,SA2062,4.76,120,527.5,6,19.08,16,10819,35,93,0,13.33,75,400,151119,11.14,27.9,80.1,0.192
2018,SA8677,9.86,171,158.7,82,3.27,43,222425,203,16,36,13.35,28,324,200293,3.45,62.71,81.8,0.834
2021,SA6928,9.33,158,357.1,103,4.65,31,201213,116,21,622,51.91,48,46,191588,14.62,80.9,93.8,0.996
2018,SA7437,8.32,195,890.0,95,18.07,44,12617,202,113,742,44.2,56,81,131384,8.37,22.15,20.2,0.221
2022,SA6815,19.45,158,168.1,17,7.44,8,8221,222,34,528,13.32,67,478,57085,50.75,23.05,73.9,0.415
2019,SA8358,13.52,4,826.6,76,3.53,49,184610,25,25,530,63.7,65,383,95262,12.01,14.35,30.4,0.3
2021,SA6599,14.69,175,439.6,35,20.46,42,92184,167,107,478,53.69,42,154,16872,11.0,29.08,71.4,0.989
2020,SA3382,24.58,23,850.4,116,22.62,59,187109,231,21,617,0.26,11,455,109671,40.32,85.92,96.3,0.352
