demo_household_survey_year,demo_household_household_id_sample,demo_household_country_iso2,demo_household_region_nuts_code,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_household_size,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly_eur,demo_household_sampling_stratum
2025,EUHH2025001470,SI,SI44,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,1,0,0,29.53,0.73,2,FIBER,EL,NONE,9,767.62,URBAN_HIGH_INCOME
2026,EUHH2026001471,SE,ES6,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,0,0,0,7.49,1.51,3,DSL,SL,SEVERE,65,0.0,URBAN_MIXED
2019,EUHH2019001472,BE,FI6,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,39.21,2.62,1,MOBILE,HU,SOME,43,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001473,HR,BG758,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,67.49,2.18,3,NONE,CY,NONE,25,224.33,RURAL_AGRI
2021,EUHH2021001474,CZ,RO49,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,15.07,0.73,2,CABLE,CS,SEVERE,59,88.77,INTERMEDIATE_TOWNS
2022,EUHH2022001475,EE,CY214,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,1,0,0,41.97,1.42,1,FIBER,EN,SOME,40,717.27,COASTAL_TOURISM
2023,EUHH2023001476,FR,DK942,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,3,0,0,56.32,1.65,4,DSL,PT,NONE,20,902.03,URBAN_HIGH_INCOME
2024,EUHH2024001477,GR,DE355,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,5,0,0,32.98,1.87,4,MOBILE,DE,SEVERE,68,1134.48,URBAN_MIXED
2025,EUHH2025001478,IE,IE5,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,6,0,0,63.29,2.55,0,NONE,BG,SOME,56,215.09,RURAL_LOW_DENSITY
2026,EUHH2026001479,LV,NL780,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,0,0,0,19.81,0.71,3,CABLE,FR,NONE,9,0.0,RURAL_AGRI
2019,EUHH2019001480,LU,PL723,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,36.8,1.45,3,FIBER,HR,SEVERE,23,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001481,NL,DK5,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,37.34,0.93,2,DSL,ES,SOME,10,56.79,COASTAL_TOURISM
2021,EUHH2021001482,PT,CY4,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,1,0,0,32.16,0.81,4,MOBILE,DA,NONE,26,19.89,URBAN_HIGH_INCOME
2022,EUHH2022001483,SK,SE82,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,1,0,0,6.22,2.33,4,NONE,IT,SEVERE,11,455.76,URBAN_MIXED
2023,EUHH2023001484,ES,CY63,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,1,0,0,59.42,1.12,2,CABLE,ET,SOME,8,1173.08,RURAL_LOW_DENSITY
2024,EUHH2024001485,AT,IT619,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,5,0,0,69.3,2.09,4,FIBER,PL,NONE,76,251.26,RURAL_AGRI
2025,EUHH2025001486,BG,BE72,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,0,0,0,20.03,1.11,3,DSL,LV,SEVERE,18,0.0,INTERMEDIATE_TOWNS
2026,EUHH2026001487,CY,IT34,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,4,0,0,35.67,1.0,3,MOBILE,RO,SOME,59,109.27,COASTAL_TOURISM
2019,EUHH2019001488,DK,FR18,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,7.65,0.91,1,NONE,LT,NONE,64,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001489,FI,PL8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,48.59,1.71,0,CABLE,NL,SEVERE,75,10.32,URBAN_MIXED
2021,EUHH2021001490,DE,ES853,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,66.0,2.39,3,FIBER,GA,SOME,78,640.35,RURAL_LOW_DENSITY
2022,EUHH2022001491,HU,SK828,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,1,0,0,61.95,2.22,4,DSL,SV,NONE,59,794.81,RURAL_AGRI
2023,EUHH2023001492,IT,HR333,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,2,1,0,20.98,2.73,4,MOBILE,MT,SEVERE,79,1480.76,INTERMEDIATE_TOWNS
2024,EUHH2024001493,LT,HR133,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,1,0,0,25.97,1.28,0,NONE,FI,SOME,28,183.81,COASTAL_TOURISM
2025,EUHH2025001494,MT,PL87,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,5,0,0,47.16,1.15,2,CABLE,SK,NONE,15,1192.73,URBAN_HIGH_INCOME
2026,EUHH2026001495,PL,HR2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,2,0,0,66.45,2.08,1,FIBER,EL,SEVERE,33,383.27,URBAN_MIXED
2019,EUHH2019001496,RO,CY16,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,29.25,1.82,4,DSL,SL,SOME,46,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001497,SI,ES26,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,26.53,0.74,4,MOBILE,HU,NONE,67,909.48,RURAL_AGRI
2021,EUHH2021001498,SE,AT5,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,58.02,1.58,0,NONE,CY,SEVERE,66,996.6,INTERMEDIATE_TOWNS
2022,EUHH2022001499,BE,IT851,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,2,0,0,20.82,1.35,4,CABLE,CS,SOME,55,431.13,COASTAL_TOURISM
2023,EUHH2023001500,HR,SI291,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,0,0,5.72,2.24,1,FIBER,EN,NONE,43,376.34,URBAN_HIGH_INCOME
2024,EUHH2024001501,CZ,CZ628,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,5,0,0,37.4,1.12,4,DSL,PT,SEVERE,70,177.49,URBAN_MIXED
2025,EUHH2025001502,EE,BG134,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,3,0,0,39.9,1.41,1,MOBILE,DE,SOME,35,707.36,RURAL_LOW_DENSITY
2026,EUHH2026001503,FR,SE271,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,0,0,0,51.57,0.63,0,NONE,BG,NONE,54,0.0,RURAL_AGRI
2019,EUHH2019001504,GR,PL323,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,12.42,1.94,4,CABLE,FR,SEVERE,61,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001505,IE,IE474,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,55.76,1.23,4,FIBER,HR,SOME,25,135.02,COASTAL_TOURISM
2021,EUHH2021001506,LV,BE743,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,50.01,2.37,2,DSL,ES,NONE,9,582.49,URBAN_HIGH_INCOME
2022,EUHH2022001507,LU,BG990,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,1,0,44.95,1.69,2,MOBILE,DA,SEVERE,35,511.79,URBAN_MIXED
2023,EUHH2023001508,NL,DK998,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,23.76,1.87,1,NONE,IT,SOME,30,1124.47,RURAL_LOW_DENSITY
2024,EUHH2024001509,PT,DK106,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,3,0,0,32.68,2.47,4,CABLE,ET,NONE,1,171.9,RURAL_AGRI
2025,EUHH2025001510,SK,NL142,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,5,0,0,38.64,2.73,2,FIBER,PL,SEVERE,20,1455.45,INTERMEDIATE_TOWNS
2026,EUHH2026001511,ES,GR341,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,1,0,0,31.59,2.62,3,DSL,LV,SOME,15,899.23,COASTAL_TOURISM
2019,EUHH2019001512,AT,RO64,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,29.88,2.61,2,MOBILE,RO,NONE,62,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001513,BG,EE7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,49.69,0.65,4,NONE,LT,SEVERE,61,529.05,URBAN_MIXED
2021,EUHH2021001514,CY,MT637,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,39.68,1.84,1,CABLE,NL,SOME,20,1088.81,RURAL_LOW_DENSITY
2022,EUHH2022001515,DK,FI118,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,1,0,0,44.16,2.58,2,FIBER,GA,NONE,14,353.58,RURAL_AGRI
2023,EUHH2023001516,FI,GR40,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,1,0,51.51,1.5,4,DSL,SV,SEVERE,47,1360.97,INTERMEDIATE_TOWNS
2024,EUHH2024001517,DE,EE6,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,1,1,0,16.92,1.51,1,MOBILE,MT,SOME,44,533.95,COASTAL_TOURISM
2025,EUHH2025001518,HU,SK2,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,3,0,0,40.86,2.34,3,NONE,FI,NONE,60,722.87,URBAN_HIGH_INCOME
2026,EUHH2026001519,IT,HU7,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,1,0,0,25.02,2.63,3,CABLE,SK,SEVERE,15,753.06,URBAN_MIXED
2019,EUHH2019001520,LT,HU4,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,49.14,0.91,0,FIBER,EL,SOME,48,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001521,MT,FR8,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,45.6,1.3,2,DSL,SL,NONE,45,539.06,RURAL_AGRI
2021,EUHH2021001522,PL,AT34,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,1,0,0,56.33,2.49,1,MOBILE,HU,SEVERE,66,391.24,INTERMEDIATE_TOWNS
2022,EUHH2022001523,RO,EE3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,1,0,22.31,1.55,4,NONE,CY,SOME,51,449.68,COASTAL_TOURISM
2023,EUHH2023001524,SI,DE2,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,0,0,65.47,1.27,3,CABLE,CS,NONE,50,776.63,URBAN_HIGH_INCOME
2024,EUHH2024001525,SE,LT75,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,4,0,0,24.49,1.35,1,FIBER,EN,SEVERE,65,283.23,URBAN_MIXED
2025,EUHH2025001526,BE,LT613,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,4,0,0,61.44,2.69,0,DSL,PT,SOME,9,147.06,RURAL_LOW_DENSITY
2026,EUHH2026001527,HR,NL89,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,5,0,0,36.81,0.85,1,MOBILE,DE,NONE,72,815.3,RURAL_AGRI
2019,EUHH2019001528,CZ,RO4,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,52.38,2.62,0,NONE,BG,SEVERE,3,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001529,EE,IE16,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,28.0,1.54,2,CABLE,FR,SOME,57,1329.27,COASTAL_TOURISM
2021,EUHH2021001530,FR,BE41,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,1,0,0,48.26,1.78,0,FIBER,HR,NONE,52,1100.49,URBAN_HIGH_INCOME
2022,EUHH2022001531,GR,PT290,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,0,0,0,32.93,1.88,1,DSL,ES,SEVERE,55,0.0,URBAN_MIXED
2023,EUHH2023001532,IE,LV37,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,4,0,0,8.85,1.51,2,MOBILE,DA,SOME,69,48.11,RURAL_LOW_DENSITY
2024,EUHH2024001533,LV,LT78,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,2,0,0,9.9,2.4,0,NONE,IT,NONE,37,966.11,RURAL_AGRI
2025,EUHH2025001534,LU,CY10,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,3,0,0,7.33,2.38,4,CABLE,ET,SEVERE,67,452.99,INTERMEDIATE_TOWNS
2026,EUHH2026001535,NL,ES486,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,3,0,0,9.16,1.09,1,FIBER,PL,SOME,67,469.13,COASTAL_TOURISM
2019,EUHH2019001536,PT,RO81,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,60.72,2.6,1,DSL,LV,NONE,54,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001537,SK,MT81,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,58.66,2.55,0,MOBILE,RO,SEVERE,23,334.6,URBAN_MIXED
2021,EUHH2021001538,ES,PL13,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,1,0,0,61.65,2.2,0,NONE,LT,SOME,63,945.96,RURAL_LOW_DENSITY
2022,EUHH2022001539,AT,LV8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,1,0,62.85,0.86,4,CABLE,NL,NONE,22,1436.76,RURAL_AGRI
2023,EUHH2023001540,BG,PT370,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,1,0,6.78,2.14,0,FIBER,GA,SEVERE,2,232.55,INTERMEDIATE_TOWNS
2024,EUHH2024001541,CY,AT6,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,0,0,0,27.86,2.01,0,DSL,SV,SOME,33,0.0,COASTAL_TOURISM
2025,EUHH2025001542,DK,FR921,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,3,0,0,45.64,1.52,0,MOBILE,MT,NONE,42,565.48,URBAN_HIGH_INCOME
2026,EUHH2026001543,FI,NL31,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,1,0,0,19.1,1.9,3,NONE,FI,SEVERE,73,1111.3,URBAN_MIXED
2019,EUHH2019001544,DE,BG14,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,67.82,1.49,4,CABLE,SK,SOME,67,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001545,HU,SE74,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,52.2,1.03,3,FIBER,EL,NONE,35,487.28,RURAL_AGRI
2021,EUHH2021001546,IT,FI3,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,1,0,0,44.68,1.17,1,DSL,SL,SEVERE,61,311.64,INTERMEDIATE_TOWNS
2022,EUHH2022001547,LT,FR10,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,1,0,0,7.72,2.2,2,MOBILE,HU,SOME,58,148.64,COASTAL_TOURISM
2023,EUHH2023001548,MT,DE76,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,62.3,1.12,1,NONE,CY,NONE,46,371.18,URBAN_HIGH_INCOME
2024,EUHH2024001549,PL,NL61,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,5,0,0,68.82,2.6,4,CABLE,CS,SEVERE,80,1205.63,URBAN_MIXED
2025,EUHH2025001550,RO,SK118,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,4,0,0,53.88,0.84,1,FIBER,EN,SOME,75,515.93,RURAL_LOW_DENSITY
2026,EUHH2026001551,SI,HR88,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,0,0,0,51.96,0.82,3,DSL,PT,NONE,37,0.0,RURAL_AGRI
2019,EUHH2019001552,SE,AT25,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,24.72,1.37,3,MOBILE,DE,SEVERE,30,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001553,BE,CZ879,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,7.89,0.68,2,NONE,BG,SOME,30,960.36,COASTAL_TOURISM
2021,EUHH2021001554,HR,PL6,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,17.68,2.64,2,CABLE,FR,NONE,10,382.85,URBAN_HIGH_INCOME
2022,EUHH2022001555,CZ,PT54,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,2,0,0,60.9,1.37,2,FIBER,HR,SEVERE,54,1110.72,URBAN_MIXED
2023,EUHH2023001556,EE,CY2,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,1,0,39.8,2.16,3,DSL,ES,SOME,51,580.51,RURAL_LOW_DENSITY
2024,EUHH2024001557,FR,ES45,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,0,0,24.95,2.6,4,MOBILE,DA,NONE,0,0.0,RURAL_AGRI
2025,EUHH2025001558,GR,IE7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,4,0,0,64.66,2.02,3,NONE,IT,SEVERE,13,909.71,INTERMEDIATE_TOWNS
2026,EUHH2026001559,IE,HR4,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,2,0,0,28.97,1.25,4,CABLE,ET,SOME,47,933.26,COASTAL_TOURISM
2019,EUHH2019001560,LV,EE295,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,8.69,1.28,4,FIBER,PL,NONE,77,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001561,LU,IE86,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,31.1,1.56,4,DSL,LV,SEVERE,32,579.95,URBAN_MIXED
2021,EUHH2021001562,NL,ES302,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,22.6,1.2,2,MOBILE,RO,SOME,48,1116.48,RURAL_LOW_DENSITY
2022,EUHH2022001563,PT,FR831,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,67.24,1.39,3,NONE,LT,NONE,8,240.66,RURAL_AGRI
2023,EUHH2023001564,SK,HU886,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,1,0,68.93,2.26,2,CABLE,NL,SEVERE,17,268.12,INTERMEDIATE_TOWNS
2024,EUHH2024001565,ES,PL91,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,0,0,0,6.65,0.8,0,FIBER,GA,SOME,61,0.0,COASTAL_TOURISM
2025,EUHH2025001566,AT,SK72,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,3,1,0,51.68,1.19,0,DSL,SV,NONE,12,221.69,URBAN_HIGH_INCOME
2026,EUHH2026001567,BG,SK75,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,0,0,0,55.51,0.69,2,MOBILE,MT,SEVERE,28,0.0,URBAN_MIXED
2019,EUHH2019001568,CY,BE3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,16.31,0.65,1,NONE,FI,SOME,38,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001569,DK,BE230,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,69.79,2.08,4,CABLE,SK,NONE,46,694.84,RURAL_AGRI
2021,EUHH2021001570,FI,LU44,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,38.28,1.06,0,FIBER,EL,SEVERE,30,1440.32,INTERMEDIATE_TOWNS
2022,EUHH2022001571,DE,EE401,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,1,1,0,51.64,1.61,2,DSL,SL,SOME,63,149.34,COASTAL_TOURISM
2023,EUHH2023001572,HU,SK10,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,1,0,0,9.47,1.58,2,MOBILE,HU,NONE,73,746.06,URBAN_HIGH_INCOME
2024,EUHH2024001573,IT,AT73,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,5,0,0,18.58,2.51,2,NONE,CY,SEVERE,20,481.41,URBAN_MIXED
2025,EUHH2025001574,LT,HR9,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,2,0,0,57.56,1.31,4,CABLE,CS,SOME,73,510.86,RURAL_LOW_DENSITY
2026,EUHH2026001575,MT,SI7,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,2,0,0,68.01,1.15,0,FIBER,EN,NONE,36,359.86,RURAL_AGRI
2019,EUHH2019001576,PL,DK206,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,13.27,1.23,0,DSL,PT,SEVERE,69,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001577,RO,MT368,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,24.12,2.26,0,MOBILE,DE,SOME,54,1276.66,COASTAL_TOURISM
2021,EUHH2021001578,SI,GR9,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,12.72,2.67,2,NONE,BG,NONE,19,544.19,URBAN_HIGH_INCOME
2022,EUHH2022001579,SE,GR70,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,8.24,2.51,3,CABLE,FR,SEVERE,74,288.16,URBAN_MIXED
2023,EUHH2023001580,BE,PL9,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,0,0,50.47,1.86,0,FIBER,HR,SOME,12,489.6,RURAL_LOW_DENSITY
2024,EUHH2024001581,HR,NL554,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,2,0,0,39.4,0.6,3,DSL,ES,NONE,25,859.22,RURAL_AGRI
2025,EUHH2025001582,CZ,RO840,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,4,0,0,22.65,0.61,2,MOBILE,DA,SEVERE,23,1453.48,INTERMEDIATE_TOWNS
2026,EUHH2026001583,EE,EE96,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,4,0,0,20.53,0.7,2,NONE,IT,SOME,60,616.37,COASTAL_TOURISM
2019,EUHH2019001584,FR,GR299,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,62.63,1.94,2,CABLE,ET,NONE,50,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001585,GR,DE757,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,20.3,1.29,2,FIBER,PL,SEVERE,12,1236.17,URBAN_MIXED
2021,EUHH2021001586,IE,PT34,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,1,0,0,22.97,2.8,1,DSL,LV,SOME,58,543.6,RURAL_LOW_DENSITY
2022,EUHH2022001587,LV,EE989,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,2,0,0,48.98,0.87,2,MOBILE,RO,NONE,22,1328.03,RURAL_AGRI
2023,EUHH2023001588,LU,FR2,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,20.62,1.04,4,NONE,LT,SEVERE,31,571.22,INTERMEDIATE_TOWNS
2024,EUHH2024001589,NL,ES925,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,1,0,0,15.05,0.83,0,CABLE,NL,SOME,34,518.74,COASTAL_TOURISM
2025,EUHH2025001590,PT,HU792,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,6,0,0,7.68,1.98,2,FIBER,GA,NONE,49,39.46,URBAN_HIGH_INCOME
2026,EUHH2026001591,SK,BE538,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,2,1,0,24.91,1.88,0,DSL,SV,SEVERE,79,634.48,URBAN_MIXED
2019,EUHH2019001592,ES,SI439,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,33.41,2.63,2,MOBILE,MT,SOME,77,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001593,AT,CY636,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,0,0,0,31.99,2.51,2,NONE,FI,NONE,41,0.0,RURAL_AGRI
2021,EUHH2021001594,BG,DE558,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,34.23,1.02,4,CABLE,SK,SEVERE,5,391.42,INTERMEDIATE_TOWNS
2022,EUHH2022001595,CY,IE210,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,2,0,0,17.48,2.8,1,FIBER,EL,SOME,24,120.93,COASTAL_TOURISM
2023,EUHH2023001596,DK,NL375,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,4,0,0,18.75,2.14,0,DSL,SL,NONE,5,832.97,URBAN_HIGH_INCOME
2024,EUHH2024001597,FI,DK740,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,0,0,69.9,1.08,3,MOBILE,HU,SEVERE,60,0.0,URBAN_MIXED
2025,EUHH2025001598,DE,LT586,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,1,0,0,67.84,2.61,0,NONE,CY,SOME,4,1420.73,RURAL_LOW_DENSITY
2026,EUHH2026001599,HU,HR120,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,5,0,0,67.19,1.92,4,CABLE,CS,NONE,12,1288.3,RURAL_AGRI
2019,EUHH2019001600,IT,PL1,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,31.19,2.3,3,FIBER,EN,SEVERE,1,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001601,LT,CY6,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,65.13,2.5,3,DSL,PT,SOME,65,991.21,COASTAL_TOURISM
2021,EUHH2021001602,MT,FI62,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,65.51,2.41,0,MOBILE,DE,NONE,55,480.66,URBAN_HIGH_INCOME
2022,EUHH2022001603,PL,HU824,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,19.64,1.77,1,NONE,BG,SEVERE,62,210.4,URBAN_MIXED
2023,EUHH2023001604,RO,SI61,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,0,0,7.9,2.46,2,CABLE,FR,SOME,6,539.9,RURAL_LOW_DENSITY
2024,EUHH2024001605,SI,EE217,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,1,0,0,19.96,1.43,4,FIBER,HR,NONE,66,901.99,RURAL_AGRI
