tax_sales_collection_month,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_tax_rate_pct,tax_sales_gross_taxable_sales_usd,tax_sales_tax_collected_usd,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_usd,tax_sales_interest_assessed_usd,tax_sales_exempt_sales_usd,tax_sales_ecommerce_sales_share_pct,tax_sales_marketplace_facilitator_flag,tax_sales_audit_assessment_total_usd,tax_sales_compliance_gap_estimate,tax_sales_seasonality_index,tax_sales_holiday_sales_event_flag,tax_sales_refunds_issued_usd,tax_sales_data_certification_level
2142-05,JUR0001565,SERVICES,9.865,215781794127.35,17788638994.13,352129,QUARTERLY,13.69,1468014710.51,836853214.19,1197187720.88,43.09,1,8263491057.73,0.0162,0.811,0,4840340099.27,AUDITED
2142-06,JUR0001566,LODGING,5.977,12450583369.49,686368553.74,32803,MONTHLY,5.84,1601041660.13,618124530.31,4096545130.37,3.89,1,10050587977.76,0.4025,1.4682,0,3291092605.76,AUDITED
2142-07,JUR0001567,ALCOHOL,4.535,947790442.99,30578479.38,326756,QUARTERLY,7.82,873843600.53,151602170.28,199639625.77,70.39,0,4210686314.91,0.0404,0.8436,1,1006291981.21,CERTIFIED
2142-08,JUR0001568,FUEL,6.013,159781062444.99,7459436882.44,44806,QUARTERLY,6.69,469188960.9,153141350.17,28110821253.26,32.25,0,3940647533.73,0.0043,0.7993,0,3682237895.72,UNCERTIFIED
2142-09,JUR0001569,GENERAL,4.023,73402795377.43,2511398608.06,340197,QUARTERLY,5.99,782491013.26,377369257.43,12341013453.98,25.61,0,8898824280.82,0.2435,0.8167,0,3273977156.27,PROVISIONAL
2142-10,JUR0001570,GROCERY,4.553,239697055465.41,8007915296.08,162008,MIXED,1.82,1136181396.21,50031035.26,43101402518.16,55.6,1,8351272454.37,0.8608,1.4647,0,4045602918.81,CERTIFIED
2142-11,JUR0001571,LODGING,7.736,13135608139.98,913887478.19,86963,MONTHLY,3.19,2195423738.2,600323893.9,578128453.85,84.57,1,8152471202.59,0.8554,0.772,0,7423903809.21,PROVISIONAL
2142-12,JUR0001572,DIGITAL_GOODS,7.813,234490432843.37,14345548187.5,279961,MONTHLY,3.68,1813358097.85,192037145.97,6902557593.6,34.3,1,11667688156.82,0.4871,1.1915,1,3732733412.94,CERTIFIED
2143-01,JUR0001573,GROCERY,3.659,98655811047.08,3122119155.74,411349,ANNUAL,6.87,843506963.68,477264224.1,14004814607.53,21.71,0,824211707.05,0.9083,0.656,0,3526575491.88,PROVISIONAL
2143-02,JUR0001574,RESTAURANT,4.526,182553407688.76,7365822848.53,248960,MONTHLY,17.75,1516208630.3,613749315.87,46481163565.59,68.27,1,4100953341.07,0.579,1.4612,0,215680749.58,PROVISIONAL
2143-03,JUR0001575,TOBACCO,10.764,201013831630.22,18309950893.71,285561,MONTHLY,4.64,279058776.63,503685944.01,64509135263.93,6.99,0,4168883930.35,0.6375,1.2541,0,1348898181.66,CERTIFIED
2143-04,JUR0001576,TOBACCO,10.133,237098940503.27,19230981964.25,283816,QUARTERLY,2.65,1163519032.46,321392071.51,42842311331.8,34.83,1,1311278631.8,0.3435,0.7575,0,6363756284.33,AUDITED
2143-05,JUR0001577,DIGITAL_GOODS,8.12,192574183037.39,14782969049.19,98960,QUARTERLY,1.28,221314831.8,136998386.95,37285100565.26,56.08,0,10223181971.48,0.8005,0.7238,0,1526674122.87,AUDITED
2143-06,JUR0001578,ALCOHOL,7.801,140671194271.2,10311639093.78,449625,QUARTERLY,1.63,78608915.0,163670476.46,20216115486.61,30.33,0,9587833457.7,0.7176,1.2523,0,4445733124.9,CERTIFIED
2143-07,JUR0001579,RESTAURANT,9.712,76116392472.86,7082447440.22,239885,MONTHLY,2.62,2138290923.47,71154187.25,24593896820.48,78.01,0,3790771121.45,0.2446,1.4455,0,5705038309.15,UNCERTIFIED
2143-08,JUR0001580,ALCOHOL,0.742,162595341805.24,1006190784.62,112539,QUARTERLY,7.91,771848785.08,226584138.19,12632616257.92,23.76,1,6273104884.42,0.5076,1.3224,1,5136383560.51,PROVISIONAL
2143-09,JUR0001581,FUEL,9.085,216480341445.81,14874634531.69,301136,MONTHLY,12.99,1344066918.04,424934178.02,17140770801.84,62.73,0,6596334539.68,0.3569,1.3389,1,2103457404.86,CERTIFIED
2143-10,JUR0001582,RESTAURANT,11.308,145098602248.6,12787014353.41,154231,MONTHLY,11.83,1269801737.6,700967130.49,32729779294.9,69.3,1,6975097609.83,0.603,0.6219,0,7444406247.34,CERTIFIED
2143-11,JUR0001583,DIGITAL_GOODS,1.656,199124201633.17,3172559927.82,282311,MONTHLY,4.94,2180391579.1,543685714.59,59699794399.6,74.33,1,9183040685.52,0.1788,1.3677,0,2702853810.25,CERTIFIED
2143-12,JUR0001584,DIGITAL_GOODS,0.375,227324993526.82,626108420.61,378631,MONTHLY,17.74,252715762.61,540412412.47,24783231817.24,58.94,0,5274774868.65,0.2158,1.1734,0,1772787738.39,CERTIFIED
2144-01,JUR0001585,LODGING,9.118,836830424.43,68843570.95,109292,MONTHLY,6.81,788898907.85,525885182.44,57627439.67,19.35,0,11019659616.09,0.1354,1.4747,0,1259557311.79,UNCERTIFIED
2144-02,JUR0001586,DIGITAL_GOODS,8.304,216428306278.51,12832269925.17,123800,MONTHLY,6.8,601229854.27,460847710.47,44394404249.36,61.76,1,10314299994.17,0.3507,0.7725,0,2294894270.03,PROVISIONAL
2144-03,JUR0001587,DIGITAL_GOODS,9.589,124632858745.97,10720276508.82,131608,QUARTERLY,16.47,1169154131.3,276089922.88,24939233508.68,32.52,1,8570471686.21,0.514,1.3061,0,2984388027.61,CERTIFIED
2144-04,JUR0001588,AUTO,7.442,225046137154.53,16338903057.93,445723,MONTHLY,14.15,1621637671.73,525864846.19,53935601539.29,39.31,0,348407105.28,0.0804,1.2671,1,2949275390.83,CERTIFIED
2144-05,JUR0001589,LODGING,4.897,36074936164.66,1439940558.83,260530,MONTHLY,10.33,2049078437.23,800773518.29,8928802875.28,74.55,1,7022584126.39,0.8154,0.6841,0,5654517638.01,CERTIFIED
2144-06,JUR0001590,FUEL,11.09,212235746932.76,20722950207.26,54079,QUARTERLY,13.77,1740073600.36,330243219.78,14005229013.94,55.08,0,8426043393.55,0.5028,1.409,0,5101664738.17,UNCERTIFIED
2144-07,JUR0001591,FUEL,5.694,191360244292.93,9863802202.03,19021,MONTHLY,6.37,970144266.57,588809862.16,59400120313.82,37.43,0,6475632263.24,0.3372,0.772,0,3148394766.97,PROVISIONAL
2144-08,JUR0001592,GROCERY,7.511,204845473552.28,13563573204.17,103816,MONTHLY,1.94,494034339.95,122221556.41,61438776724.92,67.66,0,8042111701.04,0.5476,1.291,0,6607717202.27,PROVISIONAL
2144-09,JUR0001593,TOBACCO,3.417,44773821001.92,1253998967.97,420986,MONTHLY,17.89,113312284.53,635551413.02,4008986958.3,31.28,0,8049671727.07,0.8899,1.3624,0,4458939806.94,CERTIFIED
2144-10,JUR0001594,GROCERY,10.866,143207881123.97,13289042982.92,369264,MONTHLY,7.2,2258593148.45,541357015.05,49622135436.74,30.84,0,3491432437.23,0.5092,0.8054,0,1384188820.22,CERTIFIED
2144-11,JUR0001595,GENERAL,7.909,202208872807.41,12360248274.21,428633,MIXED,1.15,1682585632.3,641737574.72,60584728865.3,54.67,1,1456372087.8,0.2748,0.9725,0,3685431782.8,UNCERTIFIED
2144-12,JUR0001596,ALCOHOL,10.057,61575074725.75,4663388365.81,370396,MONTHLY,8.58,837768426.98,59740452.16,13572806717.62,9.82,0,8913224725.45,0.0284,0.8697,1,1820229247.29,AUDITED
2145-01,JUR0001597,DIGITAL_GOODS,11.513,158619029073.96,14275173894.4,1086,MONTHLY,2.81,1405632520.73,834671791.51,30612835567.36,81.43,1,1814632372.63,0.9366,0.7641,0,896285187.88,PROVISIONAL
2145-02,JUR0001598,RESTAURANT,1.874,30679420534.18,449037008.89,25124,MIXED,0.79,1396962742.34,696445024.71,5344306904.52,16.45,1,4851535337.03,0.3287,0.744,1,8290185797.5,UNCERTIFIED
2145-03,JUR0001599,DIGITAL_GOODS,5.587,206088385783.06,11185793050.39,377936,MONTHLY,15.72,956714487.15,57036114.26,11497152673.81,72.83,1,2155075047.77,0.5671,1.0619,0,360767776.43,CERTIFIED
2145-04,JUR0001600,SERVICES,9.508,19641337293.61,1723522806.09,60905,MONTHLY,1.84,771871075.49,817472270.48,3168149475.34,72.38,0,8604108073.76,0.5243,1.0773,0,6208153956.76,CERTIFIED
2145-05,JUR0001601,AUTO,7.877,240373619884.0,14869714542.63,317820,MONTHLY,13.87,1993930367.85,837206800.43,18061167223.3,35.96,0,8987347853.85,0.4285,0.6061,0,5691199932.68,AUDITED
2145-06,JUR0001602,AUTO,6.489,80983753065.71,5080523834.47,377041,QUARTERLY,15.82,1595434642.66,67538588.9,28173158859.53,5.9,1,11036344950.0,0.7113,1.4039,0,8723320530.94,AUDITED
2145-07,JUR0001603,GROCERY,5.608,84094286417.59,4614806822.01,122240,QUARTERLY,10.73,2056652923.71,838763857.16,9267146432.15,46.81,0,1140790279.12,0.0664,0.7613,0,6564093341.08,AUDITED
2145-08,JUR0001604,GROCERY,1.38,52295154966.42,629322298.91,22652,MONTHLY,16.14,107681040.38,311656705.12,14746468503.36,6.02,0,1257770272.97,0.703,0.9459,0,146541086.53,CERTIFIED
2145-09,JUR0001605,FUEL,0.202,73921112528.42,106584332.55,245019,QUARTERLY,2.1,1737102344.99,582428123.01,23095524786.33,4.44,0,1097508327.44,0.7403,1.2515,0,4657807708.11,CERTIFIED
2145-10,JUR0001606,FUEL,4.266,224443710548.44,9171934433.6,48475,MONTHLY,0.73,995643712.66,656591332.16,23402667982.44,45.7,1,7330370263.23,0.4322,1.4919,0,505224391.46,PROVISIONAL
2145-11,JUR0001607,GENERAL,2.218,139583083720.95,2666286425.82,110281,QUARTERLY,10.98,263509923.94,418846761.44,18781843464.81,83.28,0,578140787.62,0.0354,1.185,0,3637954018.62,CERTIFIED
2145-12,JUR0001608,GENERAL,2.524,4744076673.89,86432882.5,270642,MIXED,8.59,1569377267.35,355335615.99,410624106.04,23.81,1,213662209.78,0.9398,0.787,0,4855691293.3,PROVISIONAL
2146-01,JUR0001609,GENERAL,5.954,52918903799.47,2220838572.49,244677,MONTHLY,13.76,818515206.24,360129987.0,6220937223.17,23.35,0,8926524555.7,0.5846,0.6277,0,2724199166.29,PROVISIONAL
2146-02,JUR0001610,DIGITAL_GOODS,8.032,223522085927.91,17102300419.47,290560,QUARTERLY,4.69,421427958.37,90057060.36,46654161696.33,35.39,1,9563453927.53,0.1289,0.9654,1,7305028868.99,AUDITED
2146-03,JUR0001611,FUEL,3.764,30440458512.21,928147136.39,344307,MONTHLY,4.1,1712136114.39,835902163.95,7478287624.69,36.4,0,8406982452.9,0.5224,1.0476,0,3578249566.36,AUDITED
2146-04,JUR0001612,GROCERY,5.445,94829166160.85,4750937571.01,23112,QUARTERLY,3.56,2232397287.75,174693210.32,19713466608.67,17.43,0,7045801345.35,0.2464,0.6543,1,8677504549.36,PROVISIONAL
2146-05,JUR0001613,GROCERY,9.123,215966449275.21,17167596792.8,72766,MONTHLY,4.53,86282071.2,648817012.1,50368151898.11,54.56,1,1818818875.83,0.854,1.0887,0,4942888938.37,CERTIFIED
2146-06,JUR0001614,DIGITAL_GOODS,0.658,194854781750.35,929706746.18,12610,MONTHLY,5.4,1856877146.88,834605844.33,36345954851.46,77.4,1,4844888730.26,0.6673,0.7425,0,8228595927.81,CERTIFIED
2146-07,JUR0001615,GROCERY,3.922,131443928252.84,4520020285.09,36548,QUARTERLY,17.09,2063622078.15,322882252.7,8513177460.07,2.83,1,8937292165.25,0.0309,0.7982,0,4396433208.05,AUDITED
2146-08,JUR0001616,GENERAL,2.107,137522788989.85,2816158097.87,42646,ANNUAL,3.71,1567135903.69,317568213.42,25139513354.33,61.25,0,6494788884.83,0.1315,0.9903,0,7714266739.07,AUDITED
2146-09,JUR0001617,AUTO,5.145,210058574715.14,7665235322.99,60788,QUARTERLY,2.71,1579036671.57,384475620.68,55083155358.78,38.07,1,696389534.22,0.7433,1.3714,0,8628485745.49,CERTIFIED
2146-10,JUR0001618,ALCOHOL,6.362,39513218430.65,2231011713.33,394357,MONTHLY,9.78,1864084346.93,422142228.51,3245575420.43,14.6,0,5981567339.93,0.4809,0.6292,0,5085835209.08,CERTIFIED
2146-11,JUR0001619,SERVICES,3.564,77125379427.08,2431137785.19,55619,MONTHLY,14.97,2448026193.61,751691220.04,4639968194.59,14.92,1,1562452785.02,0.0174,1.4011,1,2865286743.59,CERTIFIED
2146-12,JUR0001620,GENERAL,5.37,116309271835.68,5650061022.68,341245,MONTHLY,7.32,358909234.35,607560023.59,22107458179.67,44.98,1,443648173.64,0.7335,0.9468,0,6776655650.78,PROVISIONAL
2147-01,JUR0001621,AUTO,6.905,183124460542.95,12011901976.3,182081,MONTHLY,4.42,1115050522.26,61274009.9,50526841902.44,3.54,1,11112427143.71,0.8694,1.4528,0,7372697741.42,PROVISIONAL
2147-02,JUR0001622,LODGING,11.013,224193195743.91,21498010615.32,21966,MONTHLY,16.86,1081028148.24,343074927.04,5804171984.55,82.49,1,10922136860.26,0.0229,0.8049,0,2078831964.56,CERTIFIED
2147-03,JUR0001623,RESTAURANT,3.129,150812678661.59,4147026871.64,224710,MONTHLY,3.69,205284394.0,566485921.58,3176645108.21,79.42,0,8793112411.58,0.0144,0.6434,0,2752000619.04,AUDITED
2147-04,JUR0001624,TOBACCO,4.608,426963395.61,18101713.85,65224,MONTHLY,8.55,1913133746.1,527678923.23,75213414.91,7.09,1,6685666626.59,0.9422,1.1098,0,5018996660.13,PROVISIONAL
2147-05,JUR0001625,GENERAL,2.617,135982981228.99,2637338397.92,166184,MONTHLY,2.9,2417489220.56,618582071.07,43989388353.53,66.62,0,9740113929.14,0.5626,0.9422,0,1546473846.97,UNCERTIFIED
2147-06,JUR0001626,ALCOHOL,3.164,184019079994.62,5097555462.91,246478,QUARTERLY,17.57,1442309477.1,438467372.06,9620911097.32,5.62,0,6250114218.56,0.5562,1.2548,0,3778642123.51,UNCERTIFIED
2147-07,JUR0001627,GROCERY,6.992,41251456947.11,2181805644.07,214878,QUARTERLY,15.94,1875021092.41,712462560.01,2796014215.18,20.19,1,10537576694.64,0.5717,1.4214,0,5167689337.26,CERTIFIED
2147-08,JUR0001628,GROCERY,9.252,225660473769.0,17392864060.37,91650,MONTHLY,14.23,80797717.25,122122891.11,76456849538.12,75.48,1,7709527694.25,0.7886,1.3871,0,2278935575.55,CERTIFIED
2147-09,JUR0001629,LODGING,2.081,31613440304.76,513813062.23,154745,MONTHLY,9.36,79211559.67,462750434.93,9709991538.06,64.1,1,9381512854.78,0.36,1.4344,1,4059634264.17,UNCERTIFIED
2147-10,JUR0001630,DIGITAL_GOODS,10.158,130744540149.18,12877769928.77,9090,MONTHLY,12.67,1540809854.95,159501408.46,22569219726.66,2.87,0,11379180180.05,0.5956,0.7541,0,1464540743.83,PROVISIONAL
2147-11,JUR0001631,SERVICES,1.498,59420715175.24,625547930.29,243814,MONTHLY,13.23,172260023.04,539743121.25,18530988864.73,34.97,0,2888587357.19,0.148,0.702,0,3995601924.24,AUDITED
2147-12,JUR0001632,AUTO,8.518,55604921160.4,4215805835.11,137072,MONTHLY,2.96,2323271985.92,515865587.23,9669074137.98,51.29,0,272972542.76,0.6041,0.8358,0,7140486320.96,UNCERTIFIED
2148-01,JUR0001633,GENERAL,8.62,38566540810.64,2793801617.83,317384,QUARTERLY,11.07,2355513156.98,544562606.5,4692799505.45,61.72,1,7034908981.16,0.2212,1.3141,0,653551877.03,PROVISIONAL
2148-02,JUR0001634,LODGING,2.745,37244989462.91,935162912.57,231323,MONTHLY,16.11,1322084545.19,59530066.87,5391624930.07,12.19,0,1562018930.3,0.2449,0.7033,0,5711292864.65,CERTIFIED
2148-03,JUR0001635,LODGING,6.6,150712211730.5,8157074903.18,53906,MIXED,7.03,1855745695.33,387358203.01,14418112401.39,13.51,0,11664748475.74,0.408,0.7903,0,4404132486.51,CERTIFIED
2148-04,JUR0001636,LODGING,4.983,201338479014.61,9130009136.34,143735,MONTHLY,3.14,1606505206.02,404583491.26,44271198794.68,19.62,0,4623388904.05,0.7741,0.6254,0,8863969179.84,PROVISIONAL
2148-05,JUR0001637,DIGITAL_GOODS,9.549,246305107465.95,20923965057.33,86984,MONTHLY,13.73,76191311.6,20233822.18,1507345942.81,62.47,0,5164615813.55,0.9985,1.4585,0,3647347776.03,AUDITED
2148-06,JUR0001638,RESTAURANT,7.683,211457700900.52,14992412898.93,18195,QUARTERLY,2.76,792998182.03,305067265.76,40166768425.45,8.84,0,8399150015.0,0.9354,1.3583,0,2908686891.16,AUDITED
2148-07,JUR0001639,GENERAL,8.447,155277680733.88,12540231446.92,107274,MONTHLY,14.94,1686840444.26,152014606.4,8482611865.98,74.08,1,8495226259.27,0.824,0.7847,0,7875048098.58,CERTIFIED
2148-08,JUR0001640,LODGING,10.425,182294195942.73,15624126204.98,392797,MONTHLY,15.43,1785914509.81,85598155.95,32272321720.29,3.36,0,6593297092.77,0.2782,1.1621,0,7386197007.49,UNCERTIFIED
2148-09,JUR0001641,AUTO,3.653,147011777767.94,4441350104.2,269220,MONTHLY,7.12,284640883.37,511942449.62,13474467082.7,52.44,1,9651951656.58,0.4205,1.2192,0,5914102380.9,AUDITED
2148-10,JUR0001642,ALCOHOL,8.924,89675361960.12,7023893679.66,354824,QUARTERLY,5.45,1059142892.04,15317769.89,10085295961.16,51.25,0,9960428247.64,0.9125,0.7728,1,1746130879.92,CERTIFIED
2148-11,JUR0001643,FUEL,11.222,157048523859.2,12866944248.43,264772,QUARTERLY,9.22,283562277.75,475869591.41,21917037128.29,62.47,0,5021923020.12,0.8302,0.6226,0,3218106804.06,PROVISIONAL
2148-12,JUR0001644,AUTO,8.937,35480536175.24,2331923033.37,252030,MONTHLY,7.5,1183416775.26,281378384.69,6512438563.27,17.66,1,594381821.54,0.3367,1.0901,0,5664337176.1,AUDITED
2149-01,JUR0001645,GENERAL,8.87,59510092645.45,3919335679.03,105978,QUARTERLY,11.81,866398922.06,467384793.25,10595089123.39,67.49,1,323810901.81,0.0515,1.4173,0,5211570165.35,UNCERTIFIED
2149-02,JUR0001646,GENERAL,10.101,113511370974.94,10905733116.06,339095,MIXED,11.52,2207344565.82,796548330.59,35977433766.71,16.73,1,337969366.0,0.2857,0.6681,0,2436858881.93,CERTIFIED
2149-03,JUR0001647,SERVICES,8.187,173632797855.09,10778833793.02,76512,QUARTERLY,14.13,1703834070.22,104971066.77,46861160259.25,22.73,1,11772195722.01,0.2435,1.4476,0,4260387304.29,UNCERTIFIED
2149-04,JUR0001648,DIGITAL_GOODS,6.116,118079057840.22,5753647749.97,437653,QUARTERLY,14.69,2295339305.64,776966992.52,22396081104.17,41.94,1,8194670101.53,0.2876,1.4159,1,3608749913.27,CERTIFIED
2149-05,JUR0001649,GENERAL,9.981,240390419597.27,17331308738.41,449637,MIXED,3.23,1105387899.96,650362012.7,59396830731.36,45.68,1,329304710.0,0.1615,1.1229,0,8774038473.64,PROVISIONAL
2149-06,JUR0001650,GROCERY,4.549,28830510293.45,1105343264.11,145629,MONTHLY,1.7,244897906.69,828567805.73,5450616882.17,47.82,1,10960831201.69,0.4396,0.7611,0,8473037462.32,UNCERTIFIED
2149-07,JUR0001651,AUTO,10.169,200375808882.0,17985197281.47,200932,MONTHLY,2.56,247275311.04,289514879.84,12401010627.31,67.87,1,2126582399.89,0.0415,0.9914,0,2201833887.82,PROVISIONAL
2149-08,JUR0001652,DIGITAL_GOODS,3.914,157537307898.9,4926567614.79,184751,MONTHLY,9.63,1241795240.37,260812981.08,29855295267.31,2.54,1,9040300760.81,0.8961,1.4093,0,703530958.24,PROVISIONAL
2149-09,JUR0001653,DIGITAL_GOODS,11.837,103014593192.51,9510651042.54,170184,MONTHLY,6.51,1658424629.1,601180596.26,11628301287.47,47.42,1,5574208798.66,0.9926,1.3297,0,816900335.31,UNCERTIFIED
2149-10,JUR0001654,RESTAURANT,5.57,206940582028.5,8587609783.22,220070,ANNUAL,6.44,2047224995.9,387472171.25,39500299613.38,29.43,1,3901527568.42,0.8917,1.2305,0,7844024141.22,CERTIFIED
2149-11,JUR0001655,SERVICES,0.772,239255145841.8,1553880261.63,20328,MONTHLY,9.8,1972634981.6,110881696.03,18934771066.77,9.14,1,7891593840.5,0.1906,1.4338,1,2038497808.03,CERTIFIED
2149-12,JUR0001656,TOBACCO,5.898,69854196653.29,3473340489.7,329144,QUARTERLY,6.38,882062470.5,263785647.93,9062897438.58,63.94,1,2821106019.99,0.2369,0.7306,0,3537315925.35,CERTIFIED
2150-01,JUR0001657,TOBACCO,0.843,151887633319.25,1251884694.18,341783,MONTHLY,1.48,1509812771.85,228000410.86,26379651488.22,62.38,0,327933542.09,0.2394,1.2181,0,1685598174.22,PROVISIONAL
2150-02,JUR0001658,RESTAURANT,10.053,63346465882.51,4535217902.95,390231,MONTHLY,3.91,227596201.89,605069481.2,17685186313.07,33.86,1,9295221649.17,0.2214,0.7722,0,8517090159.47,AUDITED
2150-03,JUR0001659,GENERAL,7.051,40635430416.5,2217695210.32,254042,QUARTERLY,7.7,1328062457.56,546180040.61,8211358945.35,7.03,0,3203949764.74,0.0231,1.2106,0,1827600057.97,CERTIFIED
2150-04,JUR0001660,GENERAL,3.026,3314453126.27,90722903.47,69749,MONTHLY,13.03,2250339208.55,228267586.65,309005456.53,72.46,1,3911943000.82,0.1665,0.9773,0,3183261112.92,CERTIFIED
2150-05,JUR0001661,GENERAL,0.251,228928179470.25,421323069.39,375764,QUARTERLY,6.93,1520525773.16,687919693.28,65131462038.99,15.42,0,11815655266.52,0.4351,1.0054,0,1622866076.88,CERTIFIED
2150-06,JUR0001662,GROCERY,2.014,46717229685.25,875918396.32,283,MONTHLY,7.46,1819347831.48,519743875.33,10384069854.81,31.85,0,857673887.5,0.1356,1.2585,0,982408185.87,AUDITED
2150-07,JUR0001663,GENERAL,2.772,28617371677.02,705862125.49,48774,QUARTERLY,1.44,2454973302.07,652304322.26,1208395707.69,4.01,0,6774649986.23,0.4279,1.077,0,7829277038.58,PROVISIONAL
2150-08,JUR0001664,GENERAL,8.598,140638350736.6,10474843999.15,319095,MONTHLY,11.24,1888604079.45,618902847.78,36883539174.83,46.21,0,10608359405.8,0.5142,1.075,0,8957202057.8,UNCERTIFIED
2150-09,JUR0001665,SERVICES,7.077,86110572738.46,4409330193.82,273326,MONTHLY,17.02,1388733441.55,802873691.44,21850084200.01,68.68,0,10416061413.15,0.5818,0.8328,0,2516065401.67,UNCERTIFIED
2150-10,JUR0001666,AUTO,9.054,117493091345.23,8990269718.41,369425,QUARTERLY,15.67,338826512.54,75595211.38,162254998.36,9.04,1,8720511565.97,0.0446,0.8648,0,6466898729.05,PROVISIONAL
2150-11,JUR0001667,RESTAURANT,7.414,68121471584.76,3577877362.45,196599,MIXED,11.41,515341301.51,439406255.51,22728886004.65,83.42,0,6160970901.17,0.3284,1.3769,0,2280223859.42,CERTIFIED
2150-12,JUR0001668,ALCOHOL,5.148,228603470177.43,9807083211.71,160221,MONTHLY,1.43,821304779.48,370767098.6,14329246434.59,24.33,0,3377734067.02,0.1641,0.9682,1,8169769072.6,CERTIFIED
2151-01,JUR0001669,DIGITAL_GOODS,10.216,78613348600.36,5775793447.8,13359,MIXED,10.02,1146157411.66,442062747.14,17255297059.78,76.85,0,11547852881.37,0.4034,0.7315,0,5688888319.32,UNCERTIFIED
2151-02,JUR0001670,RESTAURANT,7.739,107045753988.78,6481828537.99,231087,MONTHLY,4.87,1165185343.95,683734200.82,8811659820.69,83.62,1,5486399838.7,0.3079,0.6802,0,5411418660.29,CERTIFIED
2151-03,JUR0001671,SERVICES,6.757,75016862027.08,4344170890.53,441644,MONTHLY,7.56,2349751642.39,686141483.38,19972744337.49,36.44,0,8561197697.12,0.5697,1.0645,0,2654400773.45,CERTIFIED
2151-04,JUR0001672,AUTO,5.982,108658554159.19,5595051445.81,343422,QUARTERLY,0.79,2324903635.27,60765137.06,11735470027.86,53.2,1,7564983430.24,0.4773,0.6722,0,4155618361.65,CERTIFIED
2151-05,JUR0001673,DIGITAL_GOODS,0.381,157425209628.04,452734320.21,139573,MONTHLY,5.5,280170050.38,190330825.34,16525022817.32,80.97,1,11683970149.54,0.022,1.0759,0,1465667853.91,AUDITED
2151-06,JUR0001674,TOBACCO,4.106,133126342847.66,4011738851.1,331627,MONTHLY,9.47,1459819920.35,778481404.14,11766658977.17,60.49,0,205532771.25,0.9343,0.8571,0,8064236296.19,CERTIFIED
2151-07,JUR0001675,TOBACCO,4.14,15865564412.48,522197946.91,217382,MONTHLY,13.23,1186965008.27,796355308.23,1474097644.73,25.33,0,4152375630.01,0.352,1.3432,0,7728495376.08,UNCERTIFIED
2151-08,JUR0001676,RESTAURANT,4.985,180971897401.55,7807673083.13,212825,MONTHLY,3.05,541768804.78,653896249.47,4747335313.67,32.95,1,7401835621.57,0.1925,1.2669,0,8785567547.57,PROVISIONAL
2151-09,JUR0001677,SERVICES,11.703,97298914560.71,8882832282.86,316071,MONTHLY,10.93,1171155358.48,455035636.93,25261113249.39,74.88,0,3497265605.92,0.6052,0.6207,0,5874961468.39,CERTIFIED
2151-10,JUR0001678,DIGITAL_GOODS,9.849,75062072458.88,7111041268.85,410041,MONTHLY,5.32,1407233481.07,34228669.76,16353670169.94,78.73,1,11161934741.28,0.9763,1.051,0,640059556.18,UNCERTIFIED
2151-11,JUR0001679,SERVICES,0.988,205533163513.84,1442985816.39,227674,MONTHLY,7.18,1149070890.68,102612435.79,68882979320.7,19.82,1,7638265523.43,0.5848,1.0568,0,5920462061.7,UNCERTIFIED
2151-12,JUR0001680,FUEL,3.033,220703357817.73,4996924964.62,357518,QUARTERLY,3.53,1523932225.74,718659718.89,35577616988.0,53.07,0,10785232499.59,0.7158,1.2582,0,8283050635.37,PROVISIONAL
2152-01,JUR0001681,RESTAURANT,9.025,185068347079.49,14572885643.22,250059,QUARTERLY,5.24,1256389392.46,806775290.27,49960192833.43,41.53,0,8127810793.29,0.437,1.1455,0,24585906.96,CERTIFIED
2152-02,JUR0001682,FUEL,3.102,129393213932.92,3301660910.87,106679,QUARTERLY,5.83,1606755376.04,176639380.9,21990085548.72,23.35,0,845884196.36,0.4418,1.3117,0,2024890370.08,PROVISIONAL
2152-03,JUR0001683,SERVICES,0.404,52787986309.55,179529441.02,427143,MONTHLY,16.04,2026888680.39,597629592.45,805330447.56,26.39,1,6104448612.64,0.1334,0.9893,0,8189600720.67,UNCERTIFIED
2152-04,JUR0001684,RESTAURANT,7.097,115137487980.82,6339285222.53,322251,MONTHLY,4.46,1794274466.75,242230970.85,16918252126.81,47.24,0,10406505561.26,0.5431,0.8588,0,6999724960.88,PROVISIONAL
2152-05,JUR0001685,ALCOHOL,5.684,171886756993.73,9361983813.97,387797,QUARTERLY,5.73,952446447.78,32896636.77,40567125362.77,40.92,0,2222399801.49,0.5974,1.2437,0,2256054390.31,CERTIFIED
2152-06,JUR0001686,FUEL,8.018,189893571867.4,14150857858.78,7580,MONTHLY,9.49,1494174036.95,136862036.18,8260484452.25,12.75,0,9433467230.26,0.0462,1.2859,1,4912567614.65,UNCERTIFIED
2152-07,JUR0001687,GROCERY,2.743,104750882803.43,2394505999.96,663,MONTHLY,5.92,1577990563.84,69353143.52,1060165695.81,77.52,1,1066575720.75,0.8996,0.6651,0,4431338312.03,PROVISIONAL
