agri_crops_harvest_year,agri_crops_country_iso2,agri_crops_region_nuts_code,agri_crops_crop_code,agri_crops_area_harvested_ha,agri_crops_production_tonnes,agri_crops_yield_t_per_ha,agri_crops_irrigated_area_ha,agri_crops_input_fertiliser_kg_per_ha,agri_crops_input_pesticide_kg_per_ha,agri_crops_seed_type_code,agri_crops_gmo_flag,agri_crops_extreme_weather_event_code,agri_crops_soil_moisture_index,agri_crops_market_price_eur_per_t,agri_crops_storage_capacity_tonnes,agri_crops_supply_chain_disruption_flag,agri_crops_eurostat_table_code,agri_crops_methodology_version,agri_crops_data_extract_date
2013,HU,AT669,OLIVES,407.88,680.34,1.668,163.3,59.46,4.424,CERTIFIED,0,DROUGHT,0.2442,974.7,1625.78,0,apro_cpshr,CROPS_2025D,2024-02-06
2014,NL,LV28,WHEAT,101.09,502.22,4.968,57.89,187.82,4.537,ORGANIC,0,STORM,0.4256,582.44,973.41,0,apro_cpnh1,CROPS_2024C,2025-02-10
2015,SE,PT28,SUGAR_BEET,886.38,32322.73,36.466,432.46,232.71,3.815,CONVENTIONAL,0,HEATWAVE,0.2912,553.61,69255.41,0,apro_cpsh1,CROPS_2023B,2025-03-22
2016,DK,LT813,SOY,623.49,1892.29,3.035,353.31,71.71,5.82,HYBRID,0,NONE,0.8093,687.62,2209.49,0,prc_hicp_midx,CROPS_2022A,2026-02-15
2017,IE,AT966,MAIZE,176.24,1476.19,8.376,56.45,231.37,3.297,DROUGHT_TOLERANT,0,HAIL,0.1365,144.15,701.99,0,aei_pr_gnb,CROPS_2025D,2024-04-15
2018,PL,DK8,TOMATO,258.99,18188.87,70.23,49.53,230.41,0.324,CERTIFIED,0,FLOOD,0.4476,272.4,17190.69,1,apro_cpshr,CROPS_2024C,2024-06-29
2019,AT,MT24,RYE,1434.76,5546.78,3.866,630.14,112.99,7.068,ORGANIC,0,WILDFIRE,0.5313,220.29,7905.97,0,apro_cpnh1,CROPS_2023B,2025-05-05
2020,EE,ES29,SUNFLOWER,160.52,191.02,1.19,22.96,118.49,3.565,CONVENTIONAL,0,FROST,0.6869,244.47,264.72,0,apro_cpsh1,CROPS_2022A,2024-02-24
2021,IT,SI62,GRAPES,826.16,5360.13,6.488,365.87,232.88,1.189,HYBRID,0,DROUGHT,0.1925,327.77,10064.62,0,prc_hicp_midx,CROPS_2025D,2024-03-09
2022,PT,IT46,BARLEY,125.46,635.2,5.063,67.14,117.97,4.639,DROUGHT_TOLERANT,0,STORM,0.6889,420.61,212.54,0,aei_pr_gnb,CROPS_2024C,2025-08-18
2023,BE,AT2,POTATO,439.88,12402.86,28.196,34.35,160.99,3.851,CERTIFIED,0,HEATWAVE,0.6321,917.0,7821.24,0,apro_cpshr,CROPS_2023B,2024-07-03
2024,FI,PT573,OATS,162.87,761.09,4.673,45.77,42.78,3.945,ORGANIC,0,NONE,0.5788,803.27,304.2,0,apro_cpnh1,CROPS_2022A,2024-09-04
2025,LV,LT393,RAPESEED,379.9,631.39,1.662,141.46,54.14,4.831,CONVENTIONAL,0,HAIL,0.639,931.18,197.22,0,apro_cpsh1,CROPS_2025D,2025-09-01
2026,RO,HR106,OLIVES,238.83,762.82,3.194,142.03,121.27,3.045,HYBRID,0,FLOOD,0.5366,976.19,1622.45,0,prc_hicp_midx,CROPS_2024C,2024-11-02
2010,BG,BE465,WHEAT,936.21,3316.99,3.543,176.93,160.81,5.15,DROUGHT_TOLERANT,0,WILDFIRE,0.5865,440.82,7252.36,0,aei_pr_gnb,CROPS_2023B,2026-02-24
2011,FR,DE80,SUGAR_BEET,599.71,22714.62,37.876,225.17,81.23,1.608,CERTIFIED,0,FROST,0.1552,943.08,52620.0,0,apro_cpshr,CROPS_2022A,2024-01-14
2012,LT,NL817,SOY,315.94,487.5,1.543,108.4,62.26,7.468,ORGANIC,0,DROUGHT,0.5311,441.38,232.05,0,apro_cpnh1,CROPS_2025D,2024-11-29
2013,SK,EE84,MAIZE,3753.24,24482.38,6.523,1319.99,195.24,1.863,CONVENTIONAL,0,STORM,0.8146,458.51,56797.59,1,apro_cpsh1,CROPS_2024C,2024-09-19
2014,HR,BG672,TOMATO,92.19,6966.15,75.563,20.09,46.5,3.248,HYBRID,0,HEATWAVE,0.1339,241.95,16030.43,0,prc_hicp_midx,CROPS_2023B,2024-05-06
2015,DE,GR486,RYE,609.32,2630.43,4.317,309.99,173.25,1.671,DROUGHT_TOLERANT,0,NONE,0.4842,772.07,2178.52,0,aei_pr_gnb,CROPS_2022A,2024-07-08
2016,LU,LV77,SUNFLOWER,557.58,1147.5,2.058,344.9,149.0,6.972,CERTIFIED,0,HAIL,0.5186,657.51,2241.27,0,apro_cpshr,CROPS_2025D,2024-09-20
2017,SI,EE39,GRAPES,943.62,5829.68,6.178,230.9,142.23,2.259,ORGANIC,0,FLOOD,0.7184,219.29,4171.23,0,apro_cpnh1,CROPS_2024C,2025-09-24
2018,CY,LU30,BARLEY,598.9,2828.01,4.722,75.74,125.02,2.446,CONVENTIONAL,0,WILDFIRE,0.8393,439.1,4290.19,0,apro_cpsh1,CROPS_2023B,2024-05-29
2019,GR,LT532,POTATO,1510.07,42497.9,28.143,701.33,168.85,3.806,HYBRID,0,FROST,0.3038,922.4,55688.72,0,prc_hicp_midx,CROPS_2022A,2025-11-15
2020,MT,SE146,OATS,723.59,2383.51,3.294,312.69,209.12,4.474,DROUGHT_TOLERANT,0,DROUGHT,0.8732,576.67,3115.13,0,aei_pr_gnb,CROPS_2025D,2024-06-15
2021,ES,HR8,RAPESEED,747.29,2748.53,3.678,109.68,158.38,3.673,CERTIFIED,0,STORM,0.4161,781.78,3858.82,0,apro_cpshr,CROPS_2024C,2025-08-30
2022,CZ,BG8,OLIVES,279.67,883.76,3.16,81.97,101.17,4.191,ORGANIC,0,HEATWAVE,0.1683,731.95,2013.19,0,apro_cpnh1,CROPS_2023B,2024-07-10
2023,HU,LV17,WHEAT,98.57,769.14,7.803,15.15,199.16,0.934,CONVENTIONAL,0,NONE,0.2234,564.35,1886.91,0,apro_cpsh1,CROPS_2022A,2025-03-25
2024,NL,BE626,SUGAR_BEET,361.54,10683.51,29.55,223.92,158.81,6.885,HYBRID,0,HAIL,0.3609,680.23,23365.51,0,prc_hicp_midx,CROPS_2025D,2024-08-27
2025,SE,FI739,SOY,212.01,452.01,2.132,34.23,227.95,0.788,DROUGHT_TOLERANT,0,FLOOD,0.8418,521.38,250.5,1,aei_pr_gnb,CROPS_2024C,2024-04-15
2026,DK,LV114,MAIZE,405.12,3304.56,8.157,39.83,95.15,2.383,CERTIFIED,0,WILDFIRE,0.5685,511.72,7120.87,0,apro_cpshr,CROPS_2023B,2024-08-26
2010,IE,NL824,TOMATO,383.92,27479.84,71.577,131.57,150.06,3.298,ORGANIC,0,FROST,0.8316,224.58,67907.34,0,apro_cpnh1,CROPS_2022A,2025-08-08
2011,PL,NL66,RYE,336.78,763.14,2.266,38.35,144.23,0.89,CONVENTIONAL,0,DROUGHT,0.462,286.26,1520.2,0,apro_cpsh1,CROPS_2025D,2024-06-17
2012,AT,SE6,SUNFLOWER,1443.53,1810.19,1.254,331.0,152.02,5.522,HYBRID,0,STORM,0.9227,729.82,2500.35,0,prc_hicp_midx,CROPS_2024C,2025-10-01
2013,EE,EE5,GRAPES,170.11,767.88,4.514,27.06,219.85,5.192,DROUGHT_TOLERANT,0,HEATWAVE,0.5205,571.42,1551.41,0,aei_pr_gnb,CROPS_2023B,2025-10-24
2014,IT,PT841,BARLEY,347.45,1669.15,4.804,26.12,216.42,5.972,CERTIFIED,0,NONE,0.0703,234.49,2628.64,0,apro_cpshr,CROPS_2022A,2025-11-25
2015,PT,PT6,POTATO,956.41,24312.9,25.421,280.97,170.4,4.815,ORGANIC,0,HAIL,0.7623,959.57,9036.35,0,apro_cpnh1,CROPS_2025D,2025-05-03
2016,BE,ES42,OATS,533.05,1104.48,2.072,224.39,127.05,7.035,CONVENTIONAL,0,FLOOD,0.1414,847.13,1742.35,0,apro_cpsh1,CROPS_2024C,2025-02-04
2017,FI,CY9,RAPESEED,1142.83,3263.92,2.856,298.24,154.17,6.465,HYBRID,0,WILDFIRE,0.8072,92.65,5323.04,0,prc_hicp_midx,CROPS_2023B,2024-07-02
2018,LV,DE5,OLIVES,300.24,735.59,2.45,139.97,125.92,2.346,DROUGHT_TOLERANT,0,FROST,0.2122,149.19,674.41,0,aei_pr_gnb,CROPS_2022A,2024-08-15
2019,RO,DE93,WHEAT,758.91,4281.01,5.641,236.13,94.41,0.736,CERTIFIED,0,DROUGHT,0.4316,187.85,7352.9,0,apro_cpshr,CROPS_2025D,2024-01-08
2020,BG,CZ90,SUGAR_BEET,1435.93,82146.68,57.208,144.8,128.25,6.587,ORGANIC,0,STORM,0.7276,702.57,97512.54,0,apro_cpnh1,CROPS_2024C,2025-06-09
2021,FR,DE440,SOY,348.82,964.14,2.764,137.81,108.14,2.49,CONVENTIONAL,0,HEATWAVE,0.3171,922.31,2386.05,0,apro_cpsh1,CROPS_2023B,2024-02-06
2022,LT,PT659,MAIZE,375.96,2840.75,7.556,152.55,79.66,4.578,HYBRID,0,NONE,0.3003,388.28,2133.13,0,prc_hicp_midx,CROPS_2022A,2026-01-09
2023,SK,PT24,TOMATO,114.33,7875.97,68.888,64.56,57.19,6.89,DROUGHT_TOLERANT,0,HAIL,0.8832,191.4,8424.0,0,aei_pr_gnb,CROPS_2025D,2024-08-11
2024,HR,EE97,RYE,462.64,1425.86,3.082,24.36,235.76,3.071,CERTIFIED,0,FLOOD,0.8096,679.45,1913.35,0,apro_cpshr,CROPS_2024C,2024-06-03
2025,DE,DK6,SUNFLOWER,61.65,57.27,0.929,17.05,131.35,4.875,ORGANIC,0,WILDFIRE,0.2594,338.0,94.42,0,apro_cpnh1,CROPS_2023B,2024-04-18
2026,LU,SI69,GRAPES,155.19,1322.53,8.522,75.41,130.03,1.966,CONVENTIONAL,0,FROST,0.8815,722.71,2178.82,1,apro_cpsh1,CROPS_2022A,2025-11-20
2010,SI,BE97,BARLEY,103.13,407.36,3.95,36.63,194.97,5.494,HYBRID,0,DROUGHT,0.1416,616.17,630.64,0,prc_hicp_midx,CROPS_2025D,2024-10-16
2011,CY,MT99,POTATO,859.15,41444.54,48.239,62.23,235.06,1.978,DROUGHT_TOLERANT,0,STORM,0.9317,531.38,40848.38,1,aei_pr_gnb,CROPS_2024C,2026-02-22
2012,GR,SI9,OATS,320.01,1406.76,4.396,41.39,179.39,0.286,CERTIFIED,0,HEATWAVE,0.3415,711.5,1008.01,0,apro_cpshr,CROPS_2023B,2024-05-09
2013,MT,FR26,RAPESEED,1064.45,2930.43,2.753,158.91,197.48,4.38,ORGANIC,0,NONE,0.4382,278.61,2031.18,0,apro_cpnh1,CROPS_2022A,2025-08-15
2014,ES,PL8,OLIVES,606.31,708.17,1.168,70.62,206.27,2.002,CONVENTIONAL,0,HAIL,0.4635,703.78,1500.93,1,apro_cpsh1,CROPS_2025D,2025-05-17
2015,CZ,PT9,WHEAT,2008.71,7990.65,3.978,422.81,39.47,2.688,HYBRID,0,FLOOD,0.0678,883.13,13361.44,0,prc_hicp_midx,CROPS_2024C,2025-07-04
2016,HU,RO123,SUGAR_BEET,1704.01,70055.26,41.112,1004.79,152.73,3.758,DROUGHT_TOLERANT,0,WILDFIRE,0.4056,251.15,21697.42,0,aei_pr_gnb,CROPS_2023B,2025-10-20
2017,NL,PT1,SOY,830.89,1643.5,1.978,268.16,217.03,0.636,CERTIFIED,0,FROST,0.5792,125.41,1393.11,0,apro_cpshr,CROPS_2022A,2025-03-13
2018,SE,AT18,MAIZE,540.06,2845.04,5.268,173.33,233.42,3.351,ORGANIC,1,DROUGHT,0.8741,170.74,5842.1,1,apro_cpnh1,CROPS_2025D,2025-06-16
2019,DK,FI3,TOMATO,259.94,17626.27,67.809,39.66,197.46,0.35,CONVENTIONAL,0,STORM,0.826,972.67,30231.75,0,apro_cpsh1,CROPS_2024C,2025-09-04
2020,IE,FI47,RYE,804.94,1695.2,2.106,411.96,178.55,2.164,HYBRID,0,HEATWAVE,0.1745,797.45,888.12,0,prc_hicp_midx,CROPS_2023B,2024-07-04
2021,PL,PT17,SUNFLOWER,583.78,1842.99,3.157,332.95,188.8,0.718,DROUGHT_TOLERANT,0,NONE,0.2923,120.64,2247.35,1,aei_pr_gnb,CROPS_2022A,2024-09-07
2022,AT,LV892,GRAPES,440.13,3892.95,8.845,212.24,45.75,3.967,CERTIFIED,0,HAIL,0.4293,332.34,4850.9,0,apro_cpshr,CROPS_2025D,2026-02-03
2023,EE,GR84,BARLEY,228.92,1277.14,5.579,57.33,32.06,2.789,ORGANIC,0,FLOOD,0.4307,869.13,1439.38,0,apro_cpnh1,CROPS_2024C,2024-06-14
2024,IT,LU87,POTATO,125.77,2272.16,18.066,45.49,203.45,7.354,CONVENTIONAL,0,WILDFIRE,0.9428,490.87,2122.9,0,apro_cpsh1,CROPS_2023B,2025-04-24
2025,PT,AT32,OATS,464.83,1637.6,3.523,208.25,106.16,6.954,HYBRID,0,FROST,0.9437,750.84,2385.94,0,prc_hicp_midx,CROPS_2022A,2025-04-11
2026,BE,DK813,RAPESEED,636.08,1884.71,2.963,32.9,40.36,0.853,DROUGHT_TOLERANT,0,DROUGHT,0.3197,91.78,3520.04,0,aei_pr_gnb,CROPS_2025D,2024-02-15
2010,FI,DE174,OLIVES,681.42,1415.31,2.077,423.45,216.65,1.031,CERTIFIED,0,STORM,0.4823,262.38,731.27,0,apro_cpshr,CROPS_2024C,2025-04-13
2011,LV,IE220,WHEAT,196.09,1229.68,6.271,117.28,206.13,6.594,ORGANIC,0,HEATWAVE,0.089,701.91,606.12,0,apro_cpnh1,CROPS_2023B,2025-09-16
2012,RO,SI146,SUGAR_BEET,537.6,33920.41,63.096,214.13,237.39,3.519,CONVENTIONAL,0,NONE,0.8633,484.56,80222.88,0,apro_cpsh1,CROPS_2022A,2026-02-23
2013,BG,DK7,SOY,186.15,304.91,1.638,56.89,69.93,1.25,HYBRID,1,HAIL,0.793,732.76,117.29,0,prc_hicp_midx,CROPS_2025D,2024-01-11
2014,FR,BG54,MAIZE,755.55,3651.57,4.833,436.27,239.51,0.295,DROUGHT_TOLERANT,0,FLOOD,0.7121,732.5,6605.95,0,aei_pr_gnb,CROPS_2024C,2024-04-21
2015,LT,IE911,TOMATO,780.68,63208.54,80.966,353.48,34.62,4.17,CERTIFIED,0,WILDFIRE,0.3586,271.6,139477.55,0,apro_cpshr,CROPS_2023B,2024-03-24
2016,SK,MT28,RYE,294.58,1008.05,3.422,127.19,38.31,6.238,ORGANIC,0,FROST,0.1659,726.69,2217.73,0,apro_cpnh1,CROPS_2022A,2025-02-26
2017,HR,GR4,SUNFLOWER,248.2,393.15,1.584,69.53,49.91,5.616,CONVENTIONAL,0,DROUGHT,0.6916,655.69,820.26,1,apro_cpsh1,CROPS_2025D,2024-02-22
2018,DE,ES206,GRAPES,708.87,2815.63,3.972,374.16,160.52,2.708,HYBRID,0,STORM,0.5533,751.37,2843.95,1,prc_hicp_midx,CROPS_2024C,2025-03-25
2019,LU,SI497,BARLEY,249.44,771.02,3.091,93.99,108.44,3.595,DROUGHT_TOLERANT,0,HEATWAVE,0.2483,800.7,785.31,0,aei_pr_gnb,CROPS_2023B,2024-07-11
2020,SI,GR598,POTATO,78.34,4156.09,53.052,42.26,139.7,2.047,CERTIFIED,0,NONE,0.3658,144.48,9358.54,0,apro_cpshr,CROPS_2022A,2024-08-25
2021,CY,BE213,OATS,217.17,326.19,1.502,13.28,98.82,3.71,ORGANIC,0,HAIL,0.3184,625.15,687.64,0,apro_cpnh1,CROPS_2025D,2025-06-10
2022,GR,PL22,RAPESEED,171.83,445.38,2.592,41.99,199.87,4.277,CONVENTIONAL,0,FLOOD,0.7717,483.08,877.32,0,apro_cpsh1,CROPS_2024C,2025-09-07
2023,MT,AT8,OLIVES,728.76,1429.1,1.961,160.16,120.01,3.076,HYBRID,0,WILDFIRE,0.3279,253.83,1068.95,1,prc_hicp_midx,CROPS_2023B,2024-01-25
2024,ES,PL441,WHEAT,483.07,2674.76,5.537,146.93,185.55,2.209,DROUGHT_TOLERANT,0,FROST,0.4547,877.92,1587.94,0,aei_pr_gnb,CROPS_2022A,2024-08-15
2025,CZ,LT50,SUGAR_BEET,213.51,12934.65,60.581,101.53,54.46,1.107,CERTIFIED,0,DROUGHT,0.4626,285.75,10540.67,0,apro_cpshr,CROPS_2025D,2024-10-03
2026,HU,DK847,SOY,317.21,821.57,2.59,17.35,153.38,1.03,ORGANIC,0,STORM,0.5944,454.3,786.88,0,apro_cpnh1,CROPS_2024C,2025-12-18
2010,NL,LV99,MAIZE,120.75,1008.87,8.355,35.63,238.25,3.434,CONVENTIONAL,0,HEATWAVE,0.0836,514.4,1668.21,0,apro_cpsh1,CROPS_2023B,2025-01-10
2011,SE,PL98,TOMATO,837.66,46248.05,55.211,109.09,73.82,4.423,HYBRID,0,NONE,0.9127,462.97,21273.1,0,prc_hicp_midx,CROPS_2022A,2024-03-03
2012,DK,ES56,RYE,460.99,808.58,1.754,251.02,52.62,6.985,DROUGHT_TOLERANT,0,HAIL,0.353,461.67,802.64,0,aei_pr_gnb,CROPS_2025D,2024-02-15
2013,IE,RO50,SUNFLOWER,487.91,963.13,1.974,299.82,130.35,2.502,CERTIFIED,0,FLOOD,0.7715,664.96,1846.05,0,apro_cpshr,CROPS_2024C,2026-01-22
2014,PL,PT75,GRAPES,108.53,689.49,6.353,39.72,158.69,5.591,ORGANIC,0,WILDFIRE,0.9412,392.53,1478.81,0,apro_cpnh1,CROPS_2023B,2026-01-24
2015,AT,LT97,BARLEY,209.16,967.37,4.625,32.46,74.11,2.902,CONVENTIONAL,0,FROST,0.6476,583.76,1199.88,0,apro_cpsh1,CROPS_2022A,2024-12-17
2016,EE,NL2,POTATO,186.23,5266.77,28.281,68.03,76.25,4.949,HYBRID,0,DROUGHT,0.3549,441.33,10040.81,0,prc_hicp_midx,CROPS_2025D,2024-09-02
2017,IT,AT684,OATS,169.32,497.8,2.94,104.17,184.16,2.02,DROUGHT_TOLERANT,0,STORM,0.1423,335.79,786.03,0,aei_pr_gnb,CROPS_2024C,2025-11-19
2018,PT,PL9,RAPESEED,229.61,683.32,2.976,111.28,188.29,3.723,CERTIFIED,0,HEATWAVE,0.6051,409.35,211.6,0,apro_cpshr,CROPS_2023B,2025-01-06
2019,BE,SK7,OLIVES,426.72,1661.65,3.894,179.39,188.02,0.292,ORGANIC,0,NONE,0.5277,198.72,3809.99,0,apro_cpnh1,CROPS_2022A,2024-07-13
2020,FI,IE5,WHEAT,226.45,1376.59,6.079,67.41,45.88,6.657,CONVENTIONAL,0,HAIL,0.1341,245.35,1250.69,1,apro_cpsh1,CROPS_2025D,2025-01-24
2021,LV,PT45,SUGAR_BEET,710.92,31901.82,44.874,349.82,155.23,3.635,HYBRID,0,FLOOD,0.1898,343.71,52832.0,0,prc_hicp_midx,CROPS_2024C,2024-03-30
2022,RO,BG153,SOY,511.83,1266.27,2.474,329.1,117.21,2.335,DROUGHT_TOLERANT,0,WILDFIRE,0.3351,286.23,474.45,1,aei_pr_gnb,CROPS_2023B,2026-01-05
2023,BG,PL332,MAIZE,596.44,1891.31,3.171,114.28,173.49,4.648,CERTIFIED,0,FROST,0.8309,849.48,774.04,0,apro_cpshr,CROPS_2022A,2025-07-20
2024,FR,FR31,TOMATO,2231.99,148815.7,66.674,348.67,148.29,3.975,ORGANIC,0,DROUGHT,0.7755,693.07,331048.47,0,apro_cpnh1,CROPS_2025D,2025-02-09
2025,LT,IE267,RYE,150.62,513.92,3.412,40.86,231.07,3.842,CONVENTIONAL,0,STORM,0.9203,210.68,174.71,0,apro_cpsh1,CROPS_2024C,2024-08-10
2026,SK,LU813,SUNFLOWER,430.05,993.85,2.311,237.63,90.86,0.353,HYBRID,0,HEATWAVE,0.2076,934.43,1561.47,0,prc_hicp_midx,CROPS_2023B,2024-12-07
2010,HR,LT2,GRAPES,1032.82,12307.08,11.916,304.78,161.05,6.444,DROUGHT_TOLERANT,0,NONE,0.5604,384.36,16858.57,0,aei_pr_gnb,CROPS_2022A,2024-06-03
2011,DE,SI108,BARLEY,165.1,605.75,3.669,53.82,142.62,1.87,CERTIFIED,0,HAIL,0.7168,447.83,286.45,0,apro_cpshr,CROPS_2025D,2024-08-31
2012,LU,IE261,POTATO,227.38,6132.44,26.97,74.85,150.72,0.915,ORGANIC,0,FLOOD,0.6293,257.67,4652.63,0,apro_cpnh1,CROPS_2024C,2024-08-02
2013,SI,FI6,OATS,783.2,2438.1,3.113,489.84,144.36,5.997,CONVENTIONAL,0,WILDFIRE,0.4678,131.78,795.12,0,apro_cpsh1,CROPS_2023B,2025-11-27
2014,CY,PL220,RAPESEED,325.96,883.68,2.711,131.3,80.01,1.138,HYBRID,0,FROST,0.8281,346.74,1929.96,0,prc_hicp_midx,CROPS_2022A,2025-02-17
2015,GR,CY20,OLIVES,160.6,523.4,3.259,66.38,130.66,0.76,DROUGHT_TOLERANT,0,DROUGHT,0.4391,825.36,212.07,0,aei_pr_gnb,CROPS_2025D,2025-05-12
2016,MT,LT6,WHEAT,297.76,984.39,3.306,102.54,230.68,6.715,CERTIFIED,0,STORM,0.6079,419.5,2045.42,0,apro_cpshr,CROPS_2024C,2024-07-21
2017,ES,LV36,SUGAR_BEET,2121.59,144053.84,67.899,142.3,122.99,3.845,ORGANIC,0,HEATWAVE,0.2365,139.28,243071.72,0,apro_cpnh1,CROPS_2023B,2025-12-24
2018,CZ,LV851,SOY,227.3,442.33,1.946,94.31,83.92,4.313,CONVENTIONAL,0,NONE,0.3179,784.9,941.04,0,apro_cpsh1,CROPS_2022A,2026-02-17
2019,HU,BE3,MAIZE,391.92,3328.18,8.492,93.93,187.29,5.987,HYBRID,1,HAIL,0.6434,387.48,1388.32,0,prc_hicp_midx,CROPS_2025D,2024-06-10
2020,NL,BG916,TOMATO,595.51,28074.13,47.143,199.18,63.6,3.524,DROUGHT_TOLERANT,0,FLOOD,0.4986,342.77,44505.31,0,aei_pr_gnb,CROPS_2024C,2024-05-12
2021,SE,IT9,RYE,367.33,1117.05,3.041,221.23,140.13,2.981,CERTIFIED,0,WILDFIRE,0.7425,265.08,1701.06,0,apro_cpshr,CROPS_2023B,2025-02-04
2022,DK,BG709,SUNFLOWER,571.9,1189.55,2.08,317.79,31.35,6.487,ORGANIC,0,FROST,0.7009,584.59,2343.06,0,apro_cpnh1,CROPS_2022A,2025-12-18
2023,IE,PL283,GRAPES,429.01,4257.5,9.924,76.87,228.75,6.026,CONVENTIONAL,0,DROUGHT,0.546,951.7,10599.3,0,apro_cpsh1,CROPS_2025D,2025-06-13
2024,PL,HR7,BARLEY,981.05,3871.22,3.946,286.01,79.31,2.268,HYBRID,0,STORM,0.7725,309.03,7155.67,0,prc_hicp_midx,CROPS_2024C,2025-06-24
2025,AT,EE540,POTATO,917.77,20008.3,21.801,542.54,98.37,3.535,DROUGHT_TOLERANT,0,HEATWAVE,0.4935,874.85,38046.09,0,aei_pr_gnb,CROPS_2023B,2025-03-06
2026,EE,SI5,OATS,290.73,1083.84,3.728,79.68,196.65,6.143,CERTIFIED,0,NONE,0.7242,474.03,2471.92,0,apro_cpshr,CROPS_2022A,2025-09-25
2010,IT,PT715,RAPESEED,307.78,730.67,2.374,82.19,67.71,2.24,ORGANIC,0,HAIL,0.5176,560.57,1740.82,0,apro_cpnh1,CROPS_2025D,2024-04-06
2011,PT,SI4,OLIVES,379.96,653.15,1.719,32.85,160.28,4.183,CONVENTIONAL,0,FLOOD,0.8481,438.49,724.5,0,apro_cpsh1,CROPS_2024C,2025-02-21
2012,BE,DE31,WHEAT,194.01,666.04,3.433,13.05,158.78,6.663,HYBRID,0,WILDFIRE,0.2724,408.54,1172.41,0,prc_hicp_midx,CROPS_2023B,2024-03-06
2013,FI,LU9,SUGAR_BEET,317.26,22402.68,70.613,106.81,47.76,6.013,DROUGHT_TOLERANT,0,FROST,0.6322,964.27,42476.03,0,aei_pr_gnb,CROPS_2022A,2025-04-11
2014,LV,CY62,SOY,844.37,1526.62,1.808,234.09,95.62,3.621,CERTIFIED,0,DROUGHT,0.8171,225.49,1872.36,0,apro_cpshr,CROPS_2025D,2025-11-12
2015,RO,LT966,MAIZE,1269.35,13029.88,10.265,540.03,57.8,1.727,ORGANIC,0,STORM,0.5385,421.37,9674.25,0,apro_cpnh1,CROPS_2024C,2024-08-30
2016,BG,CZ3,TOMATO,319.4,22831.99,71.484,95.06,26.67,1.749,CONVENTIONAL,0,HEATWAVE,0.3888,419.27,36254.31,0,apro_cpsh1,CROPS_2023B,2024-05-25
2017,FR,LV56,RYE,603.97,1238.74,2.051,116.56,143.03,5.506,HYBRID,0,NONE,0.0989,578.98,2277.69,1,prc_hicp_midx,CROPS_2022A,2026-01-25
2018,LT,LV4,SUNFLOWER,311.59,616.64,1.979,96.4,112.72,6.345,DROUGHT_TOLERANT,0,HAIL,0.4375,187.89,396.49,0,aei_pr_gnb,CROPS_2025D,2025-10-01
2019,SK,SK589,GRAPES,430.52,1544.28,3.587,66.47,143.57,5.522,CERTIFIED,0,FLOOD,0.5245,686.05,809.41,0,apro_cpshr,CROPS_2024C,2025-02-26
2020,HR,IE66,BARLEY,47.4,144.9,3.057,21.26,91.77,3.269,ORGANIC,0,WILDFIRE,0.4202,101.0,161.48,1,apro_cpnh1,CROPS_2023B,2024-03-28
2021,DE,CY67,POTATO,483.11,10023.08,20.747,100.12,180.62,4.363,CONVENTIONAL,0,FROST,0.3095,276.96,7186.09,0,apro_cpsh1,CROPS_2022A,2025-10-05
2022,LU,MT2,OATS,926.87,1779.59,1.92,197.26,49.32,3.261,HYBRID,0,DROUGHT,0.6428,413.17,3306.87,0,prc_hicp_midx,CROPS_2025D,2025-12-11
2023,SI,HR894,RAPESEED,489.11,1212.99,2.48,134.8,232.52,6.952,DROUGHT_TOLERANT,0,STORM,0.5741,376.0,1728.79,0,aei_pr_gnb,CROPS_2024C,2025-12-07
2024,CY,DE895,OLIVES,833.02,1850.14,2.221,224.29,225.6,6.117,CERTIFIED,0,HEATWAVE,0.3249,447.14,2441.25,0,apro_cpshr,CROPS_2023B,2024-02-19
2025,GR,BE36,WHEAT,923.49,7498.74,8.12,217.11,127.95,4.812,ORGANIC,0,NONE,0.4932,966.27,11631.09,0,apro_cpnh1,CROPS_2022A,2024-07-18
2026,MT,MT12,SUGAR_BEET,424.05,18230.76,42.992,243.22,178.76,0.246,CONVENTIONAL,0,HAIL,0.6734,491.65,20965.7,0,apro_cpsh1,CROPS_2025D,2024-08-18
2010,ES,IT4,SOY,342.28,677.71,1.98,23.37,200.38,2.393,HYBRID,0,FLOOD,0.9253,646.25,975.17,1,prc_hicp_midx,CROPS_2024C,2025-09-09
2011,CZ,PT4,MAIZE,227.22,763.0,3.358,24.5,26.55,1.235,DROUGHT_TOLERANT,0,WILDFIRE,0.0805,871.1,1422.52,1,aei_pr_gnb,CROPS_2023B,2024-04-10
2012,HU,PT3,TOMATO,456.47,17894.99,39.203,55.13,168.33,4.125,CERTIFIED,0,FROST,0.1665,222.39,15413.71,0,apro_cpshr,CROPS_2022A,2026-01-19
2013,NL,LV645,RYE,1199.47,4801.48,4.003,140.92,153.8,4.364,ORGANIC,0,DROUGHT,0.6681,132.96,5121.94,0,apro_cpnh1,CROPS_2025D,2024-08-10
2014,SE,CY7,SUNFLOWER,342.56,777.27,2.269,77.93,224.63,3.734,CONVENTIONAL,0,STORM,0.6866,975.29,815.53,0,apro_cpsh1,CROPS_2024C,2026-02-15
