house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_usd,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_usd,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2020-03-01,JUR0001522,NEW_COMM,52229022.02,103,154264,366.4,70,MASONRY,IECC_2009,0,0,0,MU,0,159892,85.65,226,LIC00001522,0
2020-03-02,JUR0001523,DEMOLITION,18879081.67,232,1977013,383.9,39,MIXED,IECC_2012,0,1,0,C1,0,191946,75.89,123,LIC00001523,0
2020-03-03,JUR0001524,NEW_COMM,66867383.03,182,1951467,236.2,32,WOOD,IECC_2009,0,0,0,PUD,0,44659,97.25,18,LIC00001524,0
2020-03-04,JUR0001525,ALTERATION,34612213.47,43,345911,439.2,40,WOOD,LOCAL,0,0,0,RM,0,6519,61.84,53,LIC00001525,0
2020-03-05,JUR0001526,DEMOLITION,78165900.26,8,1090633,409.7,23,MASONRY,IECC_2015,0,0,0,C1,0,123177,60.14,141,LIC00001526,0
2020-03-06,JUR0001527,DEMOLITION,20761430.15,344,1531657,191.4,36,CONCRETE,IECC_2009,0,0,0,C2,1,123703,85.46,230,LIC00001527,0
2020-03-07,JUR0001528,DEMOLITION,73426664.57,317,619246,71.2,17,MASONRY,IECC_2018,0,0,1,MU,0,192058,84.92,8,LIC00001528,0
2020-03-08,JUR0001529,DEMOLITION,53032147.53,383,1898518,246.4,8,CONCRETE,IECC_2015,1,0,0,C2,0,76500,59.59,217,LIC00001529,0
2020-03-09,JUR0001530,ADDITION,1824184.87,274,195492,105.2,59,MASONRY,IECC_2018,1,0,0,R1,0,186012,80.11,185,LIC00001530,0
2020-03-10,JUR0001531,NEW_COMM,44263293.26,80,122570,381.9,13,CONCRETE,IECC_2021,0,0,0,OVERLAY,0,187441,85.97,59,LIC00001531,0
2020-03-11,JUR0001532,DEMOLITION,31170521.66,198,36717,372.2,78,MIXED,LOCAL,1,0,1,MU,0,223521,94.15,57,LIC00001532,0
2020-03-12,JUR0001533,NEW_RES,63984587.94,281,120222,211.5,1,MODULAR,IECC_2018,0,0,0,PUD,0,230494,70.02,201,LIC00001533,0
2020-03-13,JUR0001534,NEW_COMM,61505504.7,231,764982,410.7,59,MODULAR,IECC_2021,0,0,0,C1,0,24256,82.37,48,LIC00001534,0
2020-03-14,JUR0001535,MEP,60737206.89,201,901855,167.7,74,MIXED,IECC_2009,1,1,0,C1,0,54168,69.67,5,LIC00001535,1
2020-03-15,JUR0001536,ADDITION,71533649.4,367,1262606,114.5,67,MODULAR,IECC_2018,0,0,0,C2,0,71569,56.41,138,LIC00001536,0
2020-03-16,JUR0001537,ADDITION,928171.99,29,1686473,249.2,29,CONCRETE,IECC_2009,0,0,0,I1,0,236288,92.49,39,LIC00001537,0
2020-03-17,JUR0001538,NEW_COMM,76786050.76,352,799265,359.8,34,CONCRETE,IECC_2009,1,0,0,OVERLAY,0,164920,57.37,194,LIC00001538,0
2020-03-18,JUR0001539,ADDITION,43736621.32,119,968181,183.8,55,WOOD,IECC_2015,1,0,1,I1,0,179955,96.65,108,LIC00001539,0
2020-03-19,JUR0001540,ALTERATION,29587039.41,372,1951857,104.6,62,MIXED,IECC_2009,1,0,0,R3,0,177284,64.3,165,LIC00001540,0
2020-03-20,JUR0001541,MEP,38657524.58,288,1591547,223.6,47,WOOD,IECC_2009,1,0,1,R2,0,82221,58.87,160,LIC00001541,0
2020-03-21,JUR0001542,ADDITION,65130864.78,218,1116923,113.9,9,WOOD,IECC_2012,0,0,1,OVERLAY,0,80976,94.76,91,LIC00001542,0
2020-03-22,JUR0001543,ADDITION,73483618.03,49,1590015,366.0,21,STEEL,IECC_2009,0,0,0,C2,0,92867,64.35,240,LIC00001543,0
2020-03-23,JUR0001544,NEW_RES,64688390.78,39,480280,351.1,8,WOOD,IECC_2015,0,0,1,RM,1,39166,76.95,99,LIC00001544,0
2020-03-24,JUR0001545,DEMOLITION,78645833.68,281,478727,177.4,81,STEEL,IECC_2015,0,0,0,R1,0,169206,57.19,105,LIC00001545,0
2020-03-25,JUR0001546,DEMOLITION,23056630.36,338,112465,176.6,55,WOOD,IECC_2018,0,0,1,OVERLAY,0,233469,61.4,18,LIC00001546,0
2020-03-26,JUR0001547,ADDITION,29365080.14,116,1211221,311.5,27,MIXED,IECC_2009,0,0,1,R1,0,95719,79.49,54,LIC00001547,0
2020-03-27,JUR0001548,NEW_RES,71988567.99,249,1771425,185.9,7,STEEL,IECC_2012,1,1,1,OVERLAY,0,82578,97.36,66,LIC00001548,0
2020-03-28,JUR0001549,ALTERATION,82645001.87,199,2119746,29.6,16,MODULAR,IECC_2015,1,0,0,R3,0,241238,64.97,7,LIC00001549,0
2020-03-29,JUR0001550,ALTERATION,50662840.14,124,180492,292.4,19,CONCRETE,IECC_2021,0,0,0,R2,0,191622,79.09,71,LIC00001550,0
2020-03-30,JUR0001551,MEP,84307399.2,317,1629,264.1,14,STEEL,IECC_2021,1,1,0,I1,0,175570,74.22,168,LIC00001551,0
2020-03-31,JUR0001552,ADDITION,28744011.05,311,2105860,146.7,25,WOOD,IECC_2021,1,0,1,MU,0,55041,69.22,160,LIC00001552,0
2020-04-01,JUR0001553,ALTERATION,40104319.27,323,1506780,111.7,32,MIXED,LOCAL,1,0,0,I1,0,125608,88.01,61,LIC00001553,0
2020-04-02,JUR0001554,ADDITION,57268424.4,356,737099,146.2,16,MODULAR,IECC_2021,0,1,0,C2,0,58149,57.85,84,LIC00001554,0
2020-04-03,JUR0001555,NEW_COMM,80064080.16,129,80139,320.0,29,STEEL,IECC_2012,1,0,0,RM,0,249613,60.42,209,LIC00001555,0
2020-04-04,JUR0001556,MEP,55486258.73,127,882855,176.3,76,MODULAR,IECC_2012,0,0,0,PUD,0,13319,90.64,9,LIC00001556,0
2020-04-05,JUR0001557,MEP,78383882.27,198,1737175,258.5,4,STEEL,LOCAL,1,0,0,PUD,0,75236,64.3,31,LIC00001557,0
2020-04-06,JUR0001558,MEP,14162355.78,114,730133,166.7,28,CONCRETE,IECC_2018,0,0,0,R2,0,153985,97.11,35,LIC00001558,0
2020-04-07,JUR0001559,NEW_COMM,56244490.25,195,574442,436.7,56,MODULAR,IECC_2018,1,0,0,RM,1,211073,80.53,172,LIC00001559,0
2020-04-08,JUR0001560,ADDITION,53586902.75,364,1158605,355.7,88,CONCRETE,IECC_2009,0,0,0,OVERLAY,0,70673,76.79,236,LIC00001560,0
2020-04-09,JUR0001561,ADDITION,66886846.16,208,1468259,51.1,14,WOOD,IECC_2021,0,0,0,MU,1,34303,65.67,32,LIC00001561,0
2020-04-10,JUR0001562,DEMOLITION,81313714.33,69,525141,231.4,26,STEEL,IECC_2012,0,0,1,PUD,0,246647,64.5,126,LIC00001562,0
2020-04-11,JUR0001563,NEW_COMM,55487780.93,293,1620080,356.0,40,WOOD,IECC_2012,0,0,1,R2,0,67416,90.53,34,LIC00001563,0
2020-04-12,JUR0001564,MEP,17011796.34,44,929098,394.4,82,MIXED,IECC_2015,0,0,0,R3,0,231476,65.17,175,LIC00001564,1
2020-04-13,JUR0001565,DEMOLITION,6325822.96,47,177417,81.3,41,MODULAR,LOCAL,1,0,0,PUD,0,67413,56.46,95,LIC00001565,0
2020-04-14,JUR0001566,NEW_COMM,7179836.08,52,352174,142.1,61,CONCRETE,IECC_2015,0,0,0,OVERLAY,0,126877,88.37,176,LIC00001566,0
2020-04-15,JUR0001567,NEW_COMM,61935788.93,316,2031096,324.0,47,WOOD,LOCAL,0,0,0,R1,0,201039,67.3,17,LIC00001567,0
2020-04-16,JUR0001568,NEW_COMM,53258890.51,329,1986640,391.8,41,WOOD,LOCAL,0,0,0,RM,1,158702,60.66,240,LIC00001568,0
2020-04-17,JUR0001569,DEMOLITION,42243.23,391,961102,177.4,31,WOOD,IECC_2012,0,0,1,I1,1,189522,70.94,198,LIC00001569,0
2020-04-18,JUR0001570,DEMOLITION,78300592.3,365,1797339,305.5,21,CONCRETE,LOCAL,1,0,0,C2,0,140611,95.48,106,LIC00001570,0
2020-04-19,JUR0001571,NEW_RES,44569277.03,299,480803,281.7,60,WOOD,IECC_2018,1,0,0,R3,1,188316,74.1,45,LIC00001571,0
2020-04-20,JUR0001572,NEW_RES,60649353.38,26,1537192,136.2,81,WOOD,IECC_2021,1,0,0,C1,0,131764,79.62,84,LIC00001572,0
2020-04-21,JUR0001573,DEMOLITION,54057954.54,448,1446353,228.8,65,STEEL,LOCAL,0,0,0,PUD,0,29675,87.5,147,LIC00001573,0
2020-04-22,JUR0001574,ALTERATION,56944741.99,61,833159,270.8,72,WOOD,IECC_2018,1,0,1,MU,0,3023,65.98,12,LIC00001574,0
2020-04-23,JUR0001575,ADDITION,77258483.48,20,501151,414.1,45,MODULAR,IECC_2018,0,0,1,OVERLAY,0,126793,72.54,58,LIC00001575,0
2020-04-24,JUR0001576,ALTERATION,83459343.38,370,465761,15.9,40,MASONRY,IECC_2009,1,0,0,C1,0,20675,65.42,56,LIC00001576,0
2020-04-25,JUR0001577,MEP,48309035.75,414,1645055,212.5,16,CONCRETE,LOCAL,0,0,0,PUD,0,189485,85.32,141,LIC00001577,0
2020-04-26,JUR0001578,NEW_RES,12601663.39,377,2162193,114.6,46,MASONRY,LOCAL,0,0,0,MU,0,99233,75.54,222,LIC00001578,0
2020-04-27,JUR0001579,ALTERATION,64721430.77,40,1828788,24.2,81,WOOD,IECC_2012,0,0,0,OVERLAY,1,224008,97.05,202,LIC00001579,0
2020-04-28,JUR0001580,DEMOLITION,33239928.74,293,1663993,322.8,84,MIXED,LOCAL,0,1,0,R1,0,71056,82.34,106,LIC00001580,0
2020-04-29,JUR0001581,DEMOLITION,82358346.98,367,860884,178.0,49,MIXED,IECC_2012,0,0,0,R2,1,16878,87.0,105,LIC00001581,0
2020-04-30,JUR0001582,NEW_COMM,15654049.56,426,905949,312.3,34,MIXED,IECC_2009,0,0,0,OVERLAY,0,239919,78.83,162,LIC00001582,0
2020-05-01,JUR0001583,NEW_COMM,20783718.71,53,1608384,387.3,36,WOOD,IECC_2021,0,1,0,C1,1,154824,97.55,76,LIC00001583,0
2020-05-02,JUR0001584,NEW_RES,78153264.93,445,1747169,11.5,5,CONCRETE,IECC_2012,0,0,0,MU,0,183391,88.71,202,LIC00001584,0
2020-05-03,JUR0001585,MEP,25844323.73,240,1541002,25.6,38,MASONRY,IECC_2021,1,0,0,RM,1,179323,87.27,53,LIC00001585,0
2020-05-04,JUR0001586,NEW_RES,27647808.75,256,972690,346.6,82,WOOD,LOCAL,0,0,0,C2,0,62624,86.69,50,LIC00001586,0
2020-05-05,JUR0001587,DEMOLITION,18099548.95,404,2060597,253.9,22,MODULAR,LOCAL,1,0,1,C1,0,249338,85.54,92,LIC00001587,0
2020-05-06,JUR0001588,ADDITION,17029112.2,145,1222196,320.6,58,WOOD,IECC_2012,1,0,0,MU,0,152346,94.1,157,LIC00001588,0
2020-05-07,JUR0001589,ADDITION,2289070.14,136,1867307,407.4,84,MASONRY,IECC_2012,1,0,0,R3,0,916,62.2,130,LIC00001589,0
2020-05-08,JUR0001590,NEW_COMM,63793058.29,382,725420,193.1,45,CONCRETE,IECC_2012,0,0,0,MU,0,161342,69.34,194,LIC00001590,1
2020-05-09,JUR0001591,DEMOLITION,7713196.94,122,1412156,19.9,20,CONCRETE,IECC_2021,0,0,0,R2,0,111046,76.16,51,LIC00001591,0
2020-05-10,JUR0001592,DEMOLITION,56186989.17,30,349623,138.4,56,STEEL,IECC_2021,0,0,0,I1,1,13240,88.32,7,LIC00001592,0
2020-05-11,JUR0001593,ALTERATION,39361655.7,333,1709502,152.4,31,MODULAR,IECC_2015,1,1,0,R2,0,184884,73.93,212,LIC00001593,0
2020-05-12,JUR0001594,NEW_RES,4658016.22,271,764165,99.4,68,CONCRETE,LOCAL,0,0,0,R3,0,50197,83.16,157,LIC00001594,0
2020-05-13,JUR0001595,ALTERATION,25041933.02,215,1318054,81.8,7,CONCRETE,LOCAL,0,0,0,I1,0,241583,56.55,147,LIC00001595,0
2020-05-14,JUR0001596,NEW_COMM,15586433.47,1,511532,279.5,80,STEEL,LOCAL,1,0,0,R1,1,182786,57.15,173,LIC00001596,0
2020-05-15,JUR0001597,NEW_RES,68096396.79,149,228323,398.3,73,MASONRY,IECC_2021,0,0,0,OVERLAY,0,158067,87.9,87,LIC00001597,0
2020-05-16,JUR0001598,DEMOLITION,16134696.55,429,567480,227.2,50,MODULAR,IECC_2009,0,0,0,RM,1,110738,78.97,158,LIC00001598,0
2020-05-17,JUR0001599,NEW_COMM,6633450.45,88,522600,204.5,77,WOOD,IECC_2009,0,0,0,RM,0,193402,77.73,143,LIC00001599,0
2020-05-18,JUR0001600,NEW_RES,76950370.04,282,2022491,388.1,72,MASONRY,IECC_2009,1,0,0,R3,0,240088,84.01,175,LIC00001600,1
2020-05-19,JUR0001601,NEW_COMM,61280016.91,10,1686244,168.4,81,MODULAR,IECC_2021,0,0,0,R2,0,168166,79.74,158,LIC00001601,0
2020-05-20,JUR0001602,NEW_RES,25130867.85,148,1683206,39.8,63,MODULAR,LOCAL,0,0,0,R2,0,82342,89.15,97,LIC00001602,0
2020-05-21,JUR0001603,DEMOLITION,54501981.33,130,804073,29.8,48,STEEL,LOCAL,0,0,0,C1,0,235757,74.7,225,LIC00001603,0
2020-05-22,JUR0001604,ALTERATION,1298503.93,98,1428153,152.3,66,STEEL,IECC_2018,1,0,0,I1,0,230972,89.92,156,LIC00001604,0
2020-05-23,JUR0001605,NEW_COMM,80852657.51,428,2145561,357.2,55,STEEL,IECC_2012,0,0,0,I1,0,166153,75.89,174,LIC00001605,0
2020-05-24,JUR0001606,DEMOLITION,71036114.88,63,207707,105.0,89,MODULAR,LOCAL,0,0,0,R1,0,114219,98.16,141,LIC00001606,1
2020-05-25,JUR0001607,NEW_RES,31103052.51,213,233092,215.7,71,MASONRY,LOCAL,0,0,0,R3,0,172802,62.18,226,LIC00001607,0
2020-05-26,JUR0001608,ADDITION,63611199.28,271,1767163,429.6,42,MIXED,IECC_2012,0,0,1,I1,0,128848,70.11,9,LIC00001608,0
2020-05-27,JUR0001609,NEW_RES,57704393.08,86,518881,200.9,50,STEEL,IECC_2012,0,1,0,MU,0,42157,81.72,17,LIC00001609,0
2020-05-28,JUR0001610,ADDITION,50531998.12,338,889004,252.8,79,STEEL,IECC_2015,0,0,0,R3,0,164762,57.55,222,LIC00001610,1
2020-05-29,JUR0001611,MEP,28894994.26,270,2050042,359.1,69,STEEL,IECC_2015,0,0,0,I1,0,4571,56.94,172,LIC00001611,0
2020-05-30,JUR0001612,NEW_RES,1698738.61,56,1585051,278.5,59,MASONRY,IECC_2012,0,0,0,R1,0,67125,81.87,134,LIC00001612,0
2020-05-31,JUR0001613,NEW_RES,60794987.63,35,459606,65.9,83,MASONRY,IECC_2009,1,0,0,MU,0,11258,57.38,110,LIC00001613,0
2020-06-01,JUR0001614,MEP,74778967.22,77,781919,182.5,82,WOOD,IECC_2012,0,0,0,PUD,0,186319,99.12,137,LIC00001614,1
2020-06-02,JUR0001615,ADDITION,64398696.02,388,66596,202.3,35,STEEL,LOCAL,0,0,0,R2,0,98875,77.26,199,LIC00001615,0
2020-06-03,JUR0001616,MEP,73359726.42,113,849921,19.7,42,MODULAR,IECC_2012,0,0,0,C1,0,167288,86.28,104,LIC00001616,0
2020-06-04,JUR0001617,ALTERATION,47703012.03,264,1438460,247.7,84,MIXED,IECC_2021,0,0,0,C2,0,85547,98.71,26,LIC00001617,0
2020-06-05,JUR0001618,NEW_RES,66101848.8,350,1814337,405.6,31,MASONRY,IECC_2015,0,0,0,I1,1,43677,73.06,75,LIC00001618,0
2020-06-06,JUR0001619,NEW_COMM,24499961.82,448,780651,88.5,5,STEEL,LOCAL,0,0,1,MU,0,220868,89.44,35,LIC00001619,0
2020-06-07,JUR0001620,ADDITION,18212678.2,377,1509311,124.4,63,WOOD,IECC_2018,1,0,0,R1,0,64341,60.16,103,LIC00001620,0
2020-06-08,JUR0001621,MEP,80205086.97,95,788563,127.3,51,STEEL,IECC_2018,1,0,0,C2,0,55789,87.7,105,LIC00001621,0
2020-06-09,JUR0001622,NEW_RES,2203063.5,34,1336318,188.0,14,MIXED,IECC_2015,0,0,0,R1,0,230618,76.68,123,LIC00001622,0
2020-06-10,JUR0001623,MEP,65919522.6,56,1084350,256.4,72,STEEL,IECC_2018,0,0,0,PUD,0,211346,69.82,22,LIC00001623,0
2020-06-11,JUR0001624,NEW_COMM,64657920.05,413,1541085,247.2,47,MASONRY,IECC_2012,0,0,0,MU,0,50472,98.77,25,LIC00001624,0
2020-06-12,JUR0001625,MEP,63951084.57,280,403081,403.5,48,WOOD,IECC_2012,0,1,0,C1,0,152217,61.51,97,LIC00001625,0
2020-06-13,JUR0001626,DEMOLITION,47082913.65,7,1431462,231.7,48,WOOD,IECC_2012,0,0,0,RM,0,198295,82.21,19,LIC00001626,0
2020-06-14,JUR0001627,NEW_RES,69687679.43,323,765323,309.3,8,STEEL,IECC_2012,1,0,0,R2,0,131069,88.48,235,LIC00001627,0
2020-06-15,JUR0001628,DEMOLITION,21568914.3,186,1000536,93.3,29,WOOD,LOCAL,1,1,0,I1,0,202132,89.96,205,LIC00001628,0
2020-06-16,JUR0001629,NEW_COMM,55123227.91,334,1169621,180.1,21,STEEL,IECC_2009,1,0,0,OVERLAY,0,11500,98.08,36,LIC00001629,0
2020-06-17,JUR0001630,ADDITION,45325673.69,81,1023041,264.0,29,WOOD,LOCAL,1,0,0,MU,0,117270,98.59,192,LIC00001630,0
2020-06-18,JUR0001631,DEMOLITION,49898901.6,259,1080342,338.0,35,WOOD,LOCAL,1,1,0,PUD,0,13146,82.98,57,LIC00001631,0
2020-06-19,JUR0001632,DEMOLITION,65217965.9,441,491880,443.2,29,STEEL,IECC_2012,1,0,0,R1,0,17762,82.42,48,LIC00001632,0
2020-06-20,JUR0001633,NEW_COMM,51371899.64,377,1792355,441.0,58,STEEL,IECC_2018,0,0,0,C2,0,246048,84.28,114,LIC00001633,0
2020-06-21,JUR0001634,ALTERATION,67839275.51,206,1928975,213.9,28,MODULAR,IECC_2018,1,0,0,R3,0,84300,81.38,38,LIC00001634,0
2020-06-22,JUR0001635,NEW_COMM,30907735.57,411,1177620,91.2,57,CONCRETE,IECC_2012,0,0,0,PUD,0,56156,87.21,97,LIC00001635,0
2020-06-23,JUR0001636,DEMOLITION,63920111.55,393,1225530,275.0,43,WOOD,IECC_2009,1,1,0,RM,0,158444,96.08,109,LIC00001636,0
2020-06-24,JUR0001637,MEP,74661712.29,282,1303173,84.8,28,STEEL,IECC_2021,0,0,1,MU,0,238168,72.95,79,LIC00001637,0
2020-06-25,JUR0001638,ADDITION,2178679.76,403,1472848,65.1,70,STEEL,IECC_2015,0,0,0,C2,0,213470,95.1,117,LIC00001638,0
2020-06-26,JUR0001639,NEW_RES,23841775.34,419,422658,246.0,48,MASONRY,IECC_2012,0,0,0,R2,0,151186,71.46,34,LIC00001639,1
2020-06-27,JUR0001640,ALTERATION,26643581.43,438,1566971,428.7,80,MIXED,IECC_2009,0,0,0,R1,0,127786,55.58,147,LIC00001640,1
2020-06-28,JUR0001641,NEW_COMM,2094016.91,91,401117,60.2,8,MASONRY,IECC_2018,0,0,0,I1,0,193628,57.97,85,LIC00001641,0
2020-06-29,JUR0001642,ALTERATION,3452382.1,2,1401444,140.3,35,MASONRY,IECC_2012,0,0,0,I1,0,208765,78.03,82,LIC00001642,0
2020-06-30,JUR0001643,ALTERATION,73291422.82,82,2096781,287.3,11,MODULAR,LOCAL,0,0,1,R2,0,160561,57.21,163,LIC00001643,0
2020-07-01,JUR0001644,DEMOLITION,50627322.87,269,798852,341.0,78,STEEL,IECC_2012,0,0,0,PUD,1,169432,98.11,196,LIC00001644,0
2020-07-02,JUR0001645,MEP,30884830.66,43,1884305,132.5,24,STEEL,IECC_2018,0,0,1,I1,0,30387,63.3,29,LIC00001645,0
2020-07-03,JUR0001646,ALTERATION,13078866.84,393,959786,103.0,87,MODULAR,LOCAL,1,1,1,R1,0,111991,86.18,164,LIC00001646,0
2020-07-04,JUR0001647,NEW_RES,12357452.78,232,697644,427.2,26,CONCRETE,IECC_2015,0,0,0,OVERLAY,0,73440,91.36,80,LIC00001647,0
2020-07-05,JUR0001648,MEP,67722534.4,277,1578542,33.3,6,MASONRY,LOCAL,1,0,0,I1,0,113326,57.91,236,LIC00001648,0
2020-07-06,JUR0001649,NEW_RES,51154078.27,341,533618,307.0,30,WOOD,LOCAL,0,0,0,PUD,1,226932,99.5,230,LIC00001649,0
2020-07-07,JUR0001650,DEMOLITION,23559261.54,51,284340,430.5,7,CONCRETE,IECC_2012,0,0,0,R3,0,128188,91.44,40,LIC00001650,0
2020-07-08,JUR0001651,NEW_COMM,31285106.72,208,184323,137.1,39,MASONRY,LOCAL,1,0,1,I1,0,158018,60.24,71,LIC00001651,0
2020-07-09,JUR0001652,MEP,64094747.52,385,1850973,136.0,88,CONCRETE,IECC_2015,0,0,1,OVERLAY,1,169141,67.42,197,LIC00001652,0
2020-07-10,JUR0001653,MEP,39066161.39,382,1509234,443.5,12,STEEL,IECC_2009,0,0,0,R1,0,10922,93.89,8,LIC00001653,0
2020-07-11,JUR0001654,NEW_COMM,44736298.15,110,425652,352.6,82,WOOD,IECC_2021,0,0,0,MU,1,238248,72.88,5,LIC00001654,0
2020-07-12,JUR0001655,ADDITION,8047849.81,243,1746179,16.3,14,CONCRETE,IECC_2015,1,0,0,R3,0,6074,97.53,76,LIC00001655,1
2020-07-13,JUR0001656,MEP,39011909.39,298,960883,441.2,31,CONCRETE,IECC_2015,0,0,0,R1,0,216645,97.46,41,LIC00001656,0
2020-07-14,JUR0001657,NEW_RES,72165973.04,402,1351484,75.8,83,MIXED,IECC_2009,0,0,0,RM,0,63749,95.57,75,LIC00001657,0
2020-07-15,JUR0001658,NEW_RES,42734477.8,89,1966169,302.6,75,MASONRY,IECC_2018,0,0,0,RM,1,77654,74.24,199,LIC00001658,0
2020-07-16,JUR0001659,MEP,77807678.18,96,923199,340.7,36,STEEL,IECC_2021,1,0,0,C1,0,207770,89.44,15,LIC00001659,0
2020-07-17,JUR0001660,NEW_COMM,31190543.64,326,1338761,157.9,78,WOOD,IECC_2009,0,0,0,C2,0,249081,62.42,215,LIC00001660,0
2020-07-18,JUR0001661,ADDITION,81752225.36,266,1040026,109.0,49,CONCRETE,IECC_2015,0,0,0,R2,0,176101,70.11,27,LIC00001661,0
2020-07-19,JUR0001662,MEP,28765200.43,415,790654,422.3,80,MASONRY,IECC_2009,1,0,1,OVERLAY,0,37408,70.68,227,LIC00001662,0
2020-07-20,JUR0001663,MEP,72960695.78,244,801144,126.0,43,WOOD,IECC_2015,0,0,0,I1,0,12896,56.74,66,LIC00001663,0
2020-07-21,JUR0001664,DEMOLITION,39058467.5,137,1467926,337.7,68,MIXED,IECC_2012,0,1,0,MU,0,205724,71.82,174,LIC00001664,0
2020-07-22,JUR0001665,ADDITION,27390172.64,267,3764,436.8,43,MIXED,IECC_2009,0,0,0,R1,1,153931,68.38,45,LIC00001665,0
2020-07-23,JUR0001666,DEMOLITION,40777065.31,298,1410819,277.5,78,STEEL,IECC_2012,0,0,0,C1,0,240046,76.74,108,LIC00001666,0
2020-07-24,JUR0001667,ALTERATION,72900498.92,414,1496855,271.8,28,WOOD,LOCAL,1,1,0,R2,0,194992,93.95,208,LIC00001667,0
2020-07-25,JUR0001668,ADDITION,1809076.67,129,668032,221.6,66,WOOD,IECC_2018,0,0,0,OVERLAY,0,158167,93.42,185,LIC00001668,0
2020-07-26,JUR0001669,NEW_RES,24646813.13,48,1061033,448.8,30,CONCRETE,IECC_2021,1,0,0,R2,0,216504,71.47,204,LIC00001669,0
2020-07-27,JUR0001670,ADDITION,83081511.99,230,1592646,230.6,39,STEEL,LOCAL,1,1,0,R1,0,102500,72.06,80,LIC00001670,0
2020-07-28,JUR0001671,DEMOLITION,5826143.13,20,1267159,133.0,87,CONCRETE,IECC_2021,1,0,0,R1,1,216243,94.11,213,LIC00001671,1
2020-07-29,JUR0001672,ALTERATION,26252328.32,90,78867,431.5,34,MIXED,IECC_2009,1,1,0,C1,0,220076,98.45,139,LIC00001672,0
2020-07-30,JUR0001673,ADDITION,16924436.34,376,572118,178.0,26,WOOD,IECC_2009,0,1,0,MU,0,143617,87.8,162,LIC00001673,0
2020-07-31,JUR0001674,ALTERATION,27953889.07,343,1607662,87.9,3,CONCRETE,IECC_2021,0,0,0,I1,0,106309,55.36,40,LIC00001674,0
2020-08-01,JUR0001675,NEW_COMM,78040808.82,430,1784817,64.7,6,WOOD,IECC_2018,0,0,1,MU,1,13281,57.72,143,LIC00001675,0
2020-08-02,JUR0001676,DEMOLITION,63230407.85,52,2034714,366.5,59,WOOD,IECC_2021,0,0,0,RM,0,107499,55.52,9,LIC00001676,0
2020-08-03,JUR0001677,DEMOLITION,44038067.76,176,254531,43.5,56,WOOD,IECC_2021,0,0,1,I1,0,99194,68.84,114,LIC00001677,0
2020-08-04,JUR0001678,NEW_RES,38224856.04,24,1544665,372.4,58,WOOD,IECC_2018,0,0,0,PUD,0,66753,95.24,51,LIC00001678,0
2020-08-05,JUR0001679,NEW_RES,64842544.77,135,1918160,172.3,47,WOOD,IECC_2015,0,0,0,RM,0,133702,61.7,35,LIC00001679,0
2020-08-06,JUR0001680,ALTERATION,73434014.92,131,2123372,49.9,42,MASONRY,IECC_2021,0,0,0,R1,1,115557,78.47,8,LIC00001680,0
2020-08-07,JUR0001681,NEW_RES,55605561.89,97,888175,69.9,5,CONCRETE,IECC_2015,1,0,0,PUD,0,77094,94.58,112,LIC00001681,0
2020-08-08,JUR0001682,DEMOLITION,14710670.48,330,882665,64.9,72,WOOD,IECC_2015,0,0,0,R1,1,133708,84.02,88,LIC00001682,0
2020-08-09,JUR0001683,NEW_COMM,18894332.97,3,1405898,273.1,21,CONCRETE,IECC_2021,0,1,0,MU,0,222274,73.7,156,LIC00001683,0
2020-08-10,JUR0001684,NEW_COMM,60191143.1,202,208585,80.1,36,WOOD,IECC_2015,0,1,0,R3,1,113534,94.16,216,LIC00001684,0
2020-08-11,JUR0001685,DEMOLITION,10810000.75,329,1129305,328.3,87,STEEL,IECC_2021,1,0,0,OVERLAY,0,42716,82.06,118,LIC00001685,0
2020-08-12,JUR0001686,NEW_COMM,76498152.04,273,2065878,269.8,12,STEEL,LOCAL,0,0,0,R1,0,34242,64.15,90,LIC00001686,0
2020-08-13,JUR0001687,NEW_COMM,78006404.73,3,1160797,447.3,67,MASONRY,IECC_2009,0,0,0,RM,0,118433,55.7,148,LIC00001687,0
2020-08-14,JUR0001688,NEW_RES,32377126.21,92,1591149,251.1,19,WOOD,IECC_2018,0,0,1,C1,0,2806,58.36,185,LIC00001688,0
2020-08-15,JUR0001689,MEP,49749152.66,275,783429,403.7,36,MASONRY,IECC_2018,1,1,0,MU,0,61397,68.97,119,LIC00001689,0
2020-08-16,JUR0001690,DEMOLITION,54164794.32,345,1064529,174.1,34,CONCRETE,IECC_2012,1,0,0,R1,0,87862,67.86,77,LIC00001690,0
2020-08-17,JUR0001691,ADDITION,6622857.41,317,2072476,313.3,86,WOOD,IECC_2012,0,0,0,RM,0,202261,70.81,76,LIC00001691,0
2020-08-18,JUR0001692,NEW_RES,79706284.5,33,448884,103.9,46,WOOD,IECC_2012,0,0,0,RM,0,88151,71.68,94,LIC00001692,0
