safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ipc_ncrb_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_inr,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2025-12-16 07:46:49,Robbery,IPC-379,P4,IN-ORI-3484,BLK-44208da2561ad3,ATM,Y,None,7,1,ClearedByArrest,Y,Y,Y,8365732,Y,1535,Rooftop,2023-03-21 20:48:07
2021-09-21 07:23:24,Kidnapping,IPC-420,P3,IN-ORI-9678,BLK-f9c39aabb6a8b0,Residence,Y,Severe,1,0,UnderInvestigation,Y,Y,N,8198062,N,6176,Rooftop,2020-08-22 00:12:37
2020-09-12 15:37:12,Arson,IPC-354,P2,IN-ORI-3332,BLK-bed87f2e4146f7,School,Y,None,6,3,ClearedByArrest,N,Y,Y,7492027,Y,5985,Ward,2025-10-25 20:16:28
2021-03-30 16:27:55,Robbery,IPC-379,P2,IN-ORI-4295,BLK-563d41fd7b8729,Office,Y,None,7,0,ExceptionallyCleared,Y,Y,N,203506,Y,640,Rooftop,2019-03-08 15:37:24
2019-08-23 19:14:08,Narcotics,IPC-379,P3,IN-ORI-9840,BLK-9c4346cc39e1e8,School,Y,None,6,1,UnderInvestigation,Y,Y,N,732350,Y,78,Rooftop,2024-10-14 21:04:24
2020-05-08 14:09:36,Arson,IPC-379,P3,IN-ORI-4476,BLK-d2ed5bf08255ab,Shop,Y,Moderate,3,3,Open,N,Y,Y,6180826,N,204,Rooftop,2024-10-09 07:24:49
2021-12-27 05:42:10,Narcotics,IPC-380,P2,IN-ORI-2637,BLK-c36fdf43f1abdd,Apartment,N,None,0,3,Unfounded,N,Y,N,5580563,N,3111,Parcel,2022-06-13 20:50:01
2025-04-14 06:05:56,Narcotics,IPC-380,P4,IN-ORI-9995,BLK-89590fd55b559c,Office,N,None,0,5,ClearedByArrest,N,N,Y,2749458,N,916,Parcel,2024-11-01 01:27:17
2024-10-17 20:54:24,Burglary,IPC-302,P4,IN-ORI-3610,BLK-763e8e795eb587,Shop,Y,Minor,4,4,UnderInvestigation,Y,N,Y,6598071,Y,6456,Unknown,2024-03-11 20:39:54
2022-05-09 14:23:53,CyberCrime,IPC-392,P4,IN-ORI-3572,BLK-9ee5852f5010cc,Office,N,Minor,6,1,ClearedByArrest,Y,Y,N,15266,N,1121,Neighborhood,2025-08-07 04:02:41
2020-03-22 19:08:37,CyberCrime,IPC-392,P3,IN-ORI-8949,BLK-d8f0bd0bf4dd49,Street,Y,None,4,2,ClearedByArrest,N,N,N,8452661,Y,3413,Ward,2023-12-10 14:09:07
2019-11-18 14:23:00,DomesticViolence,IPC-354,P3,IN-ORI-7563,BLK-1c5c61a8eec397,Warehouse,Y,Minor,5,2,UnderInvestigation,N,N,N,3931179,Y,3449,StreetSegment,2021-03-25 18:41:56
2022-11-06 22:00:35,Burglary,IT-66C,P1,IN-ORI-1258,BLK-77002d3b81b6e9,ATM,N,None,3,4,Unfounded,Y,Y,N,1720773,N,6491,StreetSegment,2022-12-18 01:46:38
2024-09-15 11:30:31,Kidnapping,IPC-420,P3,IN-ORI-5678,BLK-f1042ff595ded1,Market,N,Minor,1,3,Unfounded,Y,Y,N,3033454,N,6171,Parcel,2022-04-23 02:54:34
2024-05-01 09:54:21,Fraud,IPC-302,P3,IN-ORI-9099,BLK-5beba49816732b,Residence,N,Minor,1,3,Unfounded,Y,N,Y,1030700,Y,2431,Ward,2025-06-25 14:19:01
2018-12-17 03:30:19,Homicide,IPC-354,P1,IN-ORI-9466,BLK-db960501015f53,Apartment,Y,Moderate,5,5,Open,N,Y,N,360768,N,5948,Unknown,2021-02-25 19:12:46
2022-04-24 11:55:48,Narcotics,IPC-392,P3,IN-ORI-3679,BLK-dcac4d9c152dc1,Market,N,Moderate,3,5,Unfounded,N,N,Y,1642475,N,1464,Unknown,2022-12-05 17:35:24
2022-07-12 09:39:24,Fraud,IPC-380,P3,IN-ORI-6923,BLK-86af4d474f4da9,ATM,Y,Minor,0,2,UnderInvestigation,N,Y,Y,3847722,Y,2018,Unknown,2020-12-24 10:20:05
2025-09-26 13:43:14,Kidnapping,IPC-379,P2,IN-ORI-4527,BLK-ff06941b7991a1,Transit,Y,Moderate,3,5,Unfounded,N,N,N,7577664,N,2314,StreetSegment,2023-01-13 02:18:50
2018-06-09 19:13:37,Kidnapping,IPC-420,P2,IN-ORI-7250,BLK-9bf73a2d6a6d81,Hospital,N,Minor,3,0,UnderInvestigation,Y,Y,N,1883667,N,3358,StreetSegment,2020-07-14 19:53:19
2025-11-08 10:52:46,Kidnapping,IPC-436,P2,IN-ORI-3372,BLK-37f1b40d492f51,Residence,Y,None,2,1,UnderInvestigation,Y,Y,Y,2746618,N,216,Neighborhood,2025-09-02 18:39:12
2022-08-14 15:44:35,CyberCrime,IPC-380,P3,IN-ORI-5938,BLK-ea1213fbd00879,Warehouse,N,None,3,5,Open,Y,Y,Y,4498538,N,6438,StreetSegment,2021-11-25 05:49:13
2018-05-10 12:38:39,Burglary,IPC-379,P4,IN-ORI-4040,BLK-bd28f0d4103782,Residence,N,Moderate,5,1,Open,N,N,Y,1715972,N,3089,Neighborhood,2021-06-10 20:41:31
2021-10-13 11:02:28,Theft,IT-66C,P3,IN-ORI-4124,BLK-37738569fe885b,Apartment,N,Minor,5,4,ClearedByArrest,Y,Y,Y,3823371,Y,1230,Rooftop,2024-03-25 22:40:45
2024-06-27 04:12:25,Homicide,IT-66C,P2,IN-ORI-5815,BLK-7057b6b8bc4384,Market,N,None,3,0,Open,Y,N,N,4498555,N,4439,StreetSegment,2022-08-17 01:28:42
2024-11-05 22:58:22,Narcotics,IPC-363,P3,IN-ORI-5449,BLK-597c84ba95a754,Office,Y,None,6,5,ExceptionallyCleared,N,Y,Y,8369019,N,5577,Rooftop,2025-12-20 05:33:40
2022-10-06 07:33:18,Fraud,IPC-420,P3,IN-ORI-1824,BLK-845508747a33f6,Apartment,N,None,2,4,ExceptionallyCleared,Y,N,N,3180315,Y,204,StreetSegment,2020-02-26 08:21:53
2025-12-02 02:39:05,Arson,IPC-392,P2,IN-ORI-5204,BLK-86210fe57a4baa,Street,Y,None,0,0,Open,Y,Y,Y,6152891,N,1950,Ward,2020-11-16 20:50:45
2020-02-07 01:54:05,Vandalism,IPC-379,P3,IN-ORI-7223,BLK-8fb918d2881ec2,Market,Y,Minor,0,3,UnderInvestigation,N,Y,Y,4646150,N,2952,StreetSegment,2020-12-03 09:43:38
2022-01-24 14:10:10,Fraud,IPC-380,P2,IN-ORI-8824,BLK-fe012d8aea10d1,Market,Y,None,4,1,Open,N,N,N,2343155,Y,6027,Parcel,2025-09-16 16:25:24
2022-03-22 08:56:52,Assault,IT-66C,P2,IN-ORI-6185,BLK-85456068bb7893,Park,N,Minor,0,2,Open,Y,Y,N,6757371,N,3267,Unknown,2020-04-14 03:30:28
2022-08-19 03:31:58,Assault,NDPS-21,P3,IN-ORI-6597,BLK-d212ccca1369ba,Apartment,N,None,1,4,UnderInvestigation,Y,N,N,78046,Y,6705,Ward,2024-01-24 09:48:09
2020-07-09 08:29:55,Kidnapping,IPC-379,P2,IN-ORI-2692,BLK-db5a847ea16e92,Hospital,N,Minor,2,5,ClearedByArrest,N,Y,N,5956985,N,960,StreetSegment,2025-01-30 00:34:44
2021-06-11 15:15:34,Assault,IPC-354,P3,IN-ORI-1675,BLK-77b8ca3a21c75c,Transit,N,None,1,0,Open,Y,Y,N,3416656,Y,3439,StreetSegment,2022-11-02 18:51:39
2024-01-15 02:42:23,Homicide,IPC-498A,P3,IN-ORI-1521,BLK-f43b578703adb7,Apartment,N,None,7,2,Unfounded,Y,Y,N,2640578,N,6981,Unknown,2023-10-30 09:14:30
2025-10-11 05:36:52,Narcotics,IPC-354,P2,IN-ORI-8952,BLK-ba23de9f0492cb,ATM,N,None,4,2,Open,Y,Y,N,5937192,N,242,Rooftop,2020-12-16 07:37:07
2020-06-30 08:11:41,Kidnapping,IPC-354,P3,IN-ORI-2667,BLK-6f3d60cba2c423,Street,N,None,7,1,Open,Y,N,Y,7116732,N,6190,Neighborhood,2021-03-07 15:28:27
2020-07-12 19:06:55,CyberCrime,IPC-302,P3,IN-ORI-5536,BLK-4c0dd817cdae22,Warehouse,Y,Moderate,1,3,UnderInvestigation,Y,Y,Y,4806069,N,516,Parcel,2020-12-30 20:18:45
2020-01-20 23:40:35,DomesticViolence,IPC-363,P2,IN-ORI-1639,BLK-14633c682b43a2,Market,Y,Severe,5,5,Unfounded,N,Y,N,2649596,N,6425,Neighborhood,2020-03-06 02:46:39
2024-09-20 23:57:13,Homicide,IPC-498A,P4,IN-ORI-9590,BLK-e5f090a50a1454,Residence,Y,None,4,5,ClearedByArrest,Y,N,N,259704,Y,6687,StreetSegment,2024-05-22 01:55:53
2023-07-24 08:54:10,Kidnapping,IPC-380,P2,IN-ORI-1873,BLK-134c98aaafe344,Apartment,N,None,7,2,UnderInvestigation,N,N,Y,3397165,Y,1208,Unknown,2023-10-31 23:25:15
2021-02-26 16:05:03,Narcotics,IPC-363,P2,IN-ORI-8247,BLK-d27111306b53c3,ATM,N,Minor,0,3,Unfounded,Y,Y,Y,5931426,N,4932,Rooftop,2019-03-16 21:42:24
2020-07-04 17:41:04,CyberCrime,IPC-498A,P3,IN-ORI-4182,BLK-885da330e7038a,Warehouse,Y,Fatal,2,1,ExceptionallyCleared,Y,Y,N,4341889,N,161,Unknown,2025-10-23 18:20:56
2025-11-18 05:18:22,DomesticViolence,IPC-436,P3,IN-ORI-1557,BLK-385ba38ba96ec1,School,Y,None,6,1,Unfounded,N,N,Y,3887424,N,4434,Neighborhood,2021-06-20 19:00:20
2019-08-30 16:19:51,DomesticViolence,IPC-363,P3,IN-ORI-9273,BLK-13bbc4723d169c,Residence,N,Minor,4,2,ExceptionallyCleared,Y,Y,Y,5738202,N,1271,Neighborhood,2019-09-09 19:09:49
2020-03-02 12:11:17,Burglary,IPC-302,P1,IN-ORI-8008,BLK-947cc1af9c7944,Shop,Y,Moderate,7,1,ExceptionallyCleared,N,Y,N,2529146,N,2361,StreetSegment,2021-04-28 22:11:44
2024-04-10 22:03:22,Assault,IPC-392,P3,IN-ORI-8586,BLK-fb7c79c422adcf,Apartment,N,None,2,5,UnderInvestigation,Y,N,Y,7238469,N,4828,StreetSegment,2019-03-08 05:41:24
2019-06-15 13:58:18,Vandalism,IPC-420,P2,IN-ORI-6581,BLK-b4f1416f1acc23,Street,Y,None,7,2,UnderInvestigation,Y,N,Y,763158,N,6731,StreetSegment,2019-12-05 21:07:40
2023-05-19 22:40:16,Kidnapping,IPC-379,P2,IN-ORI-1088,BLK-1f2654ec90e80d,Office,Y,None,3,3,ExceptionallyCleared,Y,N,N,2469326,N,788,StreetSegment,2020-12-13 12:04:49
2023-03-27 02:16:51,Burglary,IPC-379,P2,IN-ORI-4180,BLK-bc739a74bc09f5,Street,N,None,4,1,ClearedByArrest,Y,Y,N,3455785,Y,4104,StreetSegment,2020-03-11 06:01:14
2022-09-12 11:02:35,Kidnapping,NDPS-21,P2,IN-ORI-8213,BLK-b9afeb12e10fa1,Street,Y,Moderate,5,2,ExceptionallyCleared,N,Y,Y,3835663,N,5452,Parcel,2024-09-29 22:20:11
2025-09-02 00:40:31,CyberCrime,IPC-363,P4,IN-ORI-6215,BLK-7c7bc90648e25c,Residence,N,Minor,0,1,ClearedByArrest,N,Y,N,6230610,N,2093,Rooftop,2019-08-01 14:26:46
2025-06-28 05:02:56,Vandalism,IPC-363,P2,IN-ORI-6742,BLK-60e0953a51c0da,Warehouse,N,None,3,2,ExceptionallyCleared,Y,Y,N,1985647,Y,2837,Parcel,2022-12-01 04:23:46
2023-01-07 10:52:23,CyberCrime,IT-66C,P3,IN-ORI-2748,BLK-c3b391a8c2e2e8,Apartment,N,None,4,3,Open,Y,N,N,5364245,N,206,Ward,2024-08-22 21:05:28
2025-07-08 04:42:21,Homicide,IPC-392,P3,IN-ORI-2069,BLK-304ae685a756c8,Warehouse,N,Minor,2,0,UnderInvestigation,Y,N,N,287501,N,1433,Rooftop,2024-08-01 11:35:59
2018-09-06 09:44:13,Fraud,IPC-420,P4,IN-ORI-1708,BLK-c7556652ddc9b9,Warehouse,N,Severe,4,2,Open,N,N,Y,236646,N,1242,Neighborhood,2020-12-01 06:29:11
2022-01-03 07:00:59,Homicide,IPC-302,P2,IN-ORI-6048,BLK-5f440530b08e10,School,Y,Severe,3,4,ExceptionallyCleared,Y,Y,N,8380281,N,4204,Ward,2022-12-09 05:54:31
2020-05-23 15:39:51,Homicide,IPC-302,P1,IN-ORI-8631,BLK-239877ca95e1a1,Office,N,Moderate,5,1,ClearedByArrest,N,N,Y,2440590,Y,1674,Unknown,2020-07-20 01:37:37
2025-06-11 05:29:18,CyberCrime,IPC-436,P3,IN-ORI-1843,BLK-6ae963d5406a58,Office,N,Minor,7,4,UnderInvestigation,Y,N,N,6589804,N,6815,Rooftop,2019-08-24 04:40:14
2019-12-24 04:15:56,Burglary,IPC-392,P4,IN-ORI-8651,BLK-b8a4ee8e56feba,Office,N,Moderate,6,1,Unfounded,Y,N,Y,5182583,N,2120,Unknown,2020-03-18 09:03:10
2022-11-25 02:54:26,Vandalism,IPC-420,P3,IN-ORI-4292,BLK-1aff7d48ac076e,Office,Y,None,4,0,Open,N,Y,N,3979784,N,481,Neighborhood,2019-01-26 04:52:19
2021-03-10 15:23:15,Fraud,IPC-379,P4,IN-ORI-2336,BLK-7cf09afe709007,Warehouse,N,Minor,4,2,Open,N,Y,N,1041546,Y,1275,Ward,2023-04-05 13:32:03
2018-11-29 21:29:33,Burglary,IPC-354,P2,IN-ORI-1983,BLK-8f88d32020ccec,Shop,Y,None,4,5,Open,Y,N,Y,5978083,Y,592,StreetSegment,2023-03-07 14:10:07
2022-08-30 04:14:40,Kidnapping,IPC-392,P3,IN-ORI-4366,BLK-c4ef7e15629885,Shop,Y,Severe,5,0,UnderInvestigation,Y,Y,Y,37071,Y,7126,Rooftop,2021-10-12 09:53:57
2019-03-22 14:52:46,Fraud,IPC-420,P4,IN-ORI-8482,BLK-7375d7de688fce,School,N,None,7,2,Unfounded,N,N,Y,253552,Y,6746,Ward,2020-06-01 13:04:49
2025-12-05 09:55:02,Arson,IPC-380,P2,IN-ORI-9832,BLK-e6fecd67ec1648,Market,Y,Minor,6,3,Unfounded,Y,Y,N,5201451,N,3563,Neighborhood,2020-05-26 13:19:04
2021-03-05 21:13:23,Robbery,IPC-302,P4,IN-ORI-5884,BLK-f034303791fbbe,Street,N,None,5,1,Open,N,N,Y,5431059,N,1839,StreetSegment,2021-06-19 06:24:04
2021-07-20 16:08:51,Theft,NDPS-20,P2,IN-ORI-1763,BLK-a5d9d2724612ec,ATM,N,Severe,2,5,Unfounded,N,Y,Y,628455,N,3663,Ward,2025-05-11 08:36:45
2023-12-21 07:25:57,Arson,IPC-380,P2,IN-ORI-1883,BLK-08f1965032dd88,School,Y,None,5,1,Unfounded,Y,N,Y,8449239,Y,4594,Neighborhood,2021-01-16 10:42:21
2025-01-15 07:21:20,Homicide,NDPS-20,P3,IN-ORI-3656,BLK-ba945c19a3d563,Apartment,Y,Minor,1,2,ExceptionallyCleared,Y,Y,Y,2009208,Y,6024,Ward,2020-12-26 18:28:14
2020-05-16 15:15:11,Robbery,IPC-302,P2,IN-ORI-9666,BLK-872ac72af8ef66,Shop,N,None,5,3,ExceptionallyCleared,N,Y,N,4768003,N,5842,Rooftop,2019-11-06 07:55:17
2021-09-12 02:58:38,Arson,NDPS-21,P2,IN-ORI-8429,BLK-d148eaffdc5786,Street,Y,None,0,0,ClearedByArrest,Y,N,N,5074674,N,201,StreetSegment,2022-02-18 14:01:34
2023-07-04 10:57:21,Narcotics,IPC-436,P2,IN-ORI-6619,BLK-9ee48015d26232,ATM,Y,Minor,4,0,Unfounded,Y,N,N,8318410,Y,2908,Neighborhood,2021-12-09 16:02:17
2024-12-19 11:56:21,Homicide,IPC-354,P3,IN-ORI-2197,BLK-92f2ba7f06a330,Park,Y,Moderate,3,5,Unfounded,N,Y,N,4943002,N,862,Rooftop,2021-03-24 18:12:22
2020-05-17 19:52:33,Narcotics,IPC-379,P1,IN-ORI-2672,BLK-c832fc78502a83,Street,N,Moderate,3,0,Unfounded,N,Y,Y,3563735,Y,847,StreetSegment,2024-11-08 18:01:59
2024-07-03 01:21:24,CyberCrime,NDPS-21,P2,IN-ORI-6634,BLK-4df217f4da0065,Hospital,Y,None,6,5,Unfounded,Y,N,Y,3629387,Y,3985,StreetSegment,2020-11-24 06:14:22
2021-02-07 05:44:56,Burglary,IPC-498A,P4,IN-ORI-7901,BLK-80fb23548c2baa,Park,Y,Minor,0,4,ClearedByArrest,Y,Y,N,5566778,N,1310,Parcel,2021-04-08 20:46:07
2018-09-29 03:27:14,DomesticViolence,IPC-379,P2,IN-ORI-4286,BLK-9cb80407fd8bf7,Residence,N,None,0,5,UnderInvestigation,Y,N,N,5785417,N,1181,Parcel,2022-02-22 06:53:46
2018-08-02 19:13:15,Fraud,IPC-392,P4,IN-ORI-2468,BLK-852611a7730508,Transit,N,Moderate,2,1,UnderInvestigation,N,Y,N,968540,N,1031,Neighborhood,2021-08-04 19:25:57
2025-12-15 08:26:10,Kidnapping,NDPS-20,P1,IN-ORI-3962,BLK-e4306750eae1ae,Office,N,None,5,3,ClearedByArrest,Y,Y,Y,6455494,N,292,Ward,2021-12-28 23:51:50
2018-07-10 04:48:19,Homicide,IPC-354,P1,IN-ORI-1314,BLK-4292f5cd331972,Residence,N,Minor,2,0,ExceptionallyCleared,N,Y,N,4251019,N,4152,Neighborhood,2023-02-12 07:09:23
2022-03-28 00:51:19,Assault,IPC-363,P3,IN-ORI-8974,BLK-15740d76e4d853,Hospital,Y,None,4,2,ExceptionallyCleared,Y,Y,Y,6598720,Y,1564,Neighborhood,2020-10-29 12:27:08
2018-06-18 09:55:54,DomesticViolence,NDPS-21,P2,IN-ORI-6998,BLK-111241aeeddfe8,Market,Y,Minor,6,3,Open,Y,N,Y,2287034,N,954,Neighborhood,2022-06-13 07:56:19
2024-07-23 02:02:28,Robbery,IPC-302,P2,IN-ORI-8430,BLK-ac38c12d1fef24,Park,N,None,3,4,Open,Y,N,N,7135538,Y,717,Ward,2019-05-23 06:54:06
2023-01-28 14:05:26,Theft,IPC-498A,P4,IN-ORI-6746,BLK-1a2fc47d247281,School,Y,Minor,2,5,Unfounded,N,Y,N,1976393,Y,5593,Rooftop,2019-10-27 20:05:11
2025-03-22 20:23:36,Narcotics,IPC-302,P2,IN-ORI-3675,BLK-33cc7d1a6b24b6,Market,Y,Minor,4,0,ExceptionallyCleared,N,N,Y,8191122,Y,636,Unknown,2021-10-09 19:59:16
2020-10-15 16:12:44,Kidnapping,IT-66C,P4,IN-ORI-2916,BLK-16d13dca45699c,Hospital,Y,None,6,3,UnderInvestigation,N,N,N,2123435,Y,5600,Parcel,2020-07-10 03:28:25
2022-09-15 00:09:34,Vandalism,IPC-392,P3,IN-ORI-7123,BLK-9addfa639ab97d,Shop,Y,None,5,3,Unfounded,N,Y,N,6692070,N,3796,Rooftop,2025-06-09 23:42:15
2018-10-21 13:11:27,Narcotics,IT-66C,P4,IN-ORI-7612,BLK-86b00a4dba5658,Hospital,N,None,7,2,ClearedByArrest,N,Y,Y,3483558,Y,4731,Unknown,2021-02-19 10:08:11
2020-04-11 13:11:45,DomesticViolence,NDPS-20,P2,IN-ORI-6445,BLK-80797c12635785,Office,Y,None,2,1,Open,N,Y,N,1385838,Y,3374,Ward,2021-05-21 12:03:50
2022-03-04 16:51:35,Homicide,IPC-302,P3,IN-ORI-6551,BLK-ef93ceb1fdf159,School,Y,None,5,1,Open,N,N,Y,25878,Y,3560,Unknown,2023-10-22 04:04:06
2020-09-08 01:40:11,Homicide,NDPS-21,P2,IN-ORI-2051,BLK-afe29190b795e5,Transit,Y,None,5,3,ExceptionallyCleared,N,N,N,342424,N,7086,Ward,2023-06-17 10:05:02
2021-01-26 06:06:06,Kidnapping,IPC-436,P3,IN-ORI-5083,BLK-1b993fe1c850bc,ATM,N,Moderate,7,5,ClearedByArrest,Y,N,N,2845521,N,1502,Ward,2021-04-19 06:34:09
2019-03-19 17:28:39,Kidnapping,IT-66C,P3,IN-ORI-5559,BLK-49b95c8daf6952,Hospital,N,None,0,2,ClearedByArrest,Y,Y,N,5800073,Y,6015,Neighborhood,2023-04-09 05:35:37
2024-03-13 13:15:24,Kidnapping,IPC-354,P2,IN-ORI-9351,BLK-c41d7937482811,School,N,Moderate,4,1,UnderInvestigation,Y,N,N,6692221,N,1258,Parcel,2024-08-13 09:51:12
2024-01-25 08:25:08,DomesticViolence,IPC-379,P3,IN-ORI-3670,BLK-7e527220df7a4e,Transit,N,Minor,4,3,Unfounded,N,N,Y,7561848,Y,2736,Parcel,2022-04-20 08:22:47
2019-06-20 15:33:17,Kidnapping,IPC-302,P3,IN-ORI-7457,BLK-204b0323f3e79a,Office,Y,None,0,2,Open,Y,N,N,3333071,Y,5913,Ward,2021-01-18 03:02:40
2022-06-07 21:03:21,Assault,IPC-392,P3,IN-ORI-3787,BLK-b6028fa85910fc,Warehouse,N,None,6,3,Unfounded,N,Y,N,1356700,N,3537,Rooftop,2021-12-06 19:37:47
2025-07-31 08:35:31,Arson,IT-66C,P4,IN-ORI-2071,BLK-6a1bf967fdfbf5,Warehouse,Y,None,7,4,Unfounded,N,N,N,8115724,Y,6566,Rooftop,2021-11-15 18:39:57
2020-11-07 18:03:55,Homicide,IT-66C,P2,IN-ORI-9831,BLK-2154270ec86f1a,Street,N,Severe,1,1,Unfounded,Y,N,Y,545907,Y,3746,Ward,2022-01-07 22:00:54
2020-06-07 20:49:57,Kidnapping,IPC-392,P4,IN-ORI-2978,BLK-d9a05a70904e26,Shop,N,Minor,7,0,ExceptionallyCleared,Y,N,N,5036764,Y,5097,Neighborhood,2020-11-17 19:52:36
2020-10-09 22:49:17,Robbery,NDPS-20,P4,IN-ORI-9105,BLK-9b4a3eb125da49,Market,N,None,1,4,Open,N,N,Y,3113370,N,4952,Neighborhood,2025-04-14 04:54:57
2022-07-22 02:22:19,Vandalism,IT-66C,P3,IN-ORI-9194,BLK-7b04aab91e3635,Shop,N,Severe,1,2,Unfounded,N,Y,N,8488094,N,6930,Rooftop,2020-07-27 23:09:45
2024-07-03 21:39:51,Fraud,IPC-420,P2,IN-ORI-5426,BLK-542b9a629c934f,Apartment,Y,None,7,2,UnderInvestigation,N,N,Y,6208813,N,2373,Rooftop,2023-10-24 06:18:10
2022-01-01 02:08:21,DomesticViolence,NDPS-20,P2,IN-ORI-8065,BLK-d17faa4f0f4a17,Park,Y,Minor,7,1,ExceptionallyCleared,N,N,N,7146890,Y,520,Ward,2024-08-31 22:25:18
2020-06-29 01:48:06,Theft,IPC-380,P3,IN-ORI-4270,BLK-1969312affb254,Street,Y,None,1,4,Unfounded,Y,N,N,6904170,N,634,Parcel,2025-11-26 01:18:11
2025-12-10 19:46:23,Narcotics,IPC-420,P3,IN-ORI-3201,BLK-1b7a9c41ea3a49,Hospital,Y,Minor,4,2,UnderInvestigation,Y,Y,N,4124418,Y,4147,Neighborhood,2020-06-06 20:10:38
2018-12-06 20:39:30,CyberCrime,IPC-436,P3,IN-ORI-2153,BLK-75026a878af3e7,School,N,Minor,0,3,ExceptionallyCleared,Y,Y,N,39070,N,5228,Neighborhood,2023-10-15 08:43:01
2024-12-12 12:36:10,CyberCrime,IPC-380,P2,IN-ORI-7212,BLK-27a46aedaab221,Market,Y,None,6,3,UnderInvestigation,N,N,Y,4845182,N,4422,Unknown,2025-09-25 20:36:55
2025-09-09 14:38:30,CyberCrime,IPC-392,P3,IN-ORI-5549,BLK-d0ffc1eff935a5,Residence,Y,Moderate,6,2,Unfounded,N,Y,N,5045191,N,1225,Rooftop,2020-03-29 22:22:04
2021-09-03 23:22:05,Narcotics,IPC-380,P4,IN-ORI-6012,BLK-588286149dfffd,Street,Y,None,5,3,ClearedByArrest,N,N,Y,6824416,Y,4452,Neighborhood,2025-08-28 16:12:41
2020-05-31 21:42:42,Arson,IPC-379,P3,IN-ORI-7398,BLK-f94d6611abf8f0,Park,N,None,3,5,ClearedByArrest,N,Y,Y,6298139,N,5645,Rooftop,2025-12-01 04:19:37
2025-04-01 07:26:49,DomesticViolence,NDPS-21,P1,IN-ORI-9656,BLK-162e5f9d4132ac,Warehouse,Y,Moderate,3,3,ClearedByArrest,N,Y,N,8481409,Y,2324,Parcel,2020-05-04 06:52:16
2023-03-24 21:13:26,Theft,IPC-363,P3,IN-ORI-4431,BLK-1ee598fe32102e,Apartment,N,None,5,3,ClearedByArrest,N,Y,Y,1678246,Y,2352,Ward,2024-03-10 17:45:26
2019-03-30 16:25:32,Assault,IPC-363,P3,IN-ORI-8473,BLK-bac5164052dd7a,Street,N,Severe,7,1,Open,Y,N,N,8351156,N,2095,Parcel,2020-03-18 07:10:13
2024-01-19 02:56:20,Burglary,IPC-380,P3,IN-ORI-8303,BLK-104d9a922497d2,Park,N,Moderate,1,4,UnderInvestigation,Y,N,Y,6984201,N,1715,Rooftop,2020-09-30 09:05:45
2021-10-04 16:00:00,CyberCrime,IT-66C,P4,IN-ORI-9021,BLK-a84ee22002806d,Street,N,Severe,5,4,Unfounded,Y,Y,N,4786289,Y,4645,Rooftop,2022-01-11 22:46:40
2023-07-08 07:33:33,CyberCrime,IPC-498A,P3,IN-ORI-6604,BLK-a3e9e5578c1391,Office,Y,None,3,0,UnderInvestigation,Y,Y,Y,5819569,Y,3759,Unknown,2019-06-26 05:56:00
2018-04-15 06:11:15,Burglary,IT-66C,P4,IN-ORI-6293,BLK-90c6774960aae1,Residence,N,None,1,5,ExceptionallyCleared,N,Y,Y,4427794,N,1916,Parcel,2019-08-04 05:42:40
2025-02-21 18:25:35,Theft,IPC-436,P2,IN-ORI-7422,BLK-7ec9417ba5ce54,Residence,N,None,4,4,Unfounded,N,Y,N,6339557,Y,2699,Parcel,2019-01-01 14:12:51
2018-01-02 15:28:20,Vandalism,IPC-363,P3,IN-ORI-1159,BLK-223532a49f4081,Apartment,Y,Minor,1,4,Open,N,N,N,5430953,Y,2779,Rooftop,2023-11-10 20:28:13
2019-11-26 07:53:37,Theft,NDPS-21,P2,IN-ORI-1452,BLK-ec1d604d7871a5,Shop,Y,None,5,4,UnderInvestigation,N,N,N,7327653,Y,1184,StreetSegment,2023-11-06 18:51:49
2023-01-28 07:40:37,Assault,IPC-420,P3,IN-ORI-4129,BLK-bfd33db2b8a4fa,Apartment,N,Moderate,3,2,UnderInvestigation,N,N,N,1125608,N,7002,Ward,2024-08-16 23:47:07
2024-03-17 10:16:03,Vandalism,IPC-436,P1,IN-ORI-5084,BLK-4c3414a7422fda,ATM,Y,Moderate,3,4,Unfounded,Y,Y,N,8342481,N,305,Parcel,2019-02-20 11:59:23
2023-03-19 17:44:53,Vandalism,NDPS-21,P4,IN-ORI-7401,BLK-2284e2f8617d6a,ATM,Y,None,2,4,UnderInvestigation,N,Y,Y,925114,Y,5075,Parcel,2020-04-11 09:17:38
2021-09-12 01:23:48,Robbery,IPC-498A,P3,IN-ORI-4069,BLK-1ac2c776174097,Street,Y,Minor,0,5,Open,N,Y,Y,4577147,N,4800,Rooftop,2023-11-10 06:41:53
