civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_polling_station_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
IN-2014-LOKSABHA-01653,CT2014001653,WARD_MEMBER,LD-02,FINAL,1384,1409,1795,29,13,42,386,8.41,6.73,0,0,1,0,2014-02-24,e248c104626e27165963c4b7
IN-2014-MUNICIPAL-01654,CT2014001654,MAYOR,MN-47,FINAL,502,6415,794,47,0,1,5621,72.9,0.7,0,0,1,0,2014-12-12,25424af16ca8ddca573a4ae1
IN-2024-PANCHAYAT-01655,CT2024001655,MP,UP-73,FINAL,5149,4306,709,18,7,17,843,8.29,-10.69,1,1,2,0,2024-10-23,e8e4ed85b5a3c37435aaa09c
IN-2015-MUNICIPAL-01656,CT2015001656,WARD_MEMBER,AS-75,FINAL,746,3945,6448,22,26,52,2503,22.47,-0.87,1,0,1,0,2015-09-05,093be5afff84b5b4f1668cb9
IN-2017-PANCHAYAT-01657,CT2017001657,MAYOR,RJ-05,FINAL,4619,3865,2470,37,24,76,754,6.88,-1.44,0,1,1,0,2017-06-17,a2e627112ec67a83bc8c7200
IN-2016-PANCHAYAT-01658,CT2016001658,MP,MP-19,FINAL,1817,1297,1839,22,21,61,22,0.44,-6.67,0,1,1,0,2016-08-07,e08f2b5c810419cd524ec67c
IN-2023-BYE-01659,CT2023001659,MP,AP-03,FINAL,2637,81,216,46,13,70,2421,82.52,-11.57,0,0,1,0,2023-09-07,b8a814ca5b12914a392de684
IN-2023-VIDHANSABHA-01660,CT2023001660,MP,AN-65,FINAL,2411,660,938,35,26,35,1473,36.74,7.44,0,1,1,0,2023-01-20,5cc1b1f2552f6ed704929855
IN-2023-VIDHANSABHA-01661,CT2023001661,MP,MH-67,FINAL,3044,1858,792,14,13,58,1186,20.83,8.14,0,0,1,0,2023-11-14,900a6a88f23c00ea2a51a97f
IN-2019-PANCHAYAT-01662,CT2019001662,MLA,GA-74,PARTIAL,638,567,771,29,3,61,133,6.73,0.5,0,0,1,0,2019-12-16,985d8cabc149e43724571c48
IN-2017-LOKSABHA-01663,CT2017001663,MLA,MP-62,FINAL,2324,1108,2910,8,11,23,586,9.24,4.01,0,0,1,0,2017-11-26,98a04d78a4cf5f927b224b58
IN-2024-BYE-01664,CT2024001664,MP,AS-16,FINAL,1267,1421,2536,46,25,26,1115,21.34,11.03,0,0,1,0,2024-04-26,ff7d3d0fbdcc0dd2ab10a7f2
IN-2018-MUNICIPAL-01665,CT2018001665,MP,DN-79,FINAL,2102,1732,861,25,14,12,370,7.88,1.59,1,0,1,0,2019-02-20,c2f0a1ee540a68e1445b24ef
IN-2014-LOKSABHA-01666,CT2014001666,MAYOR,BR-75,FINAL,110,736,1090,33,2,5,354,18.29,10.15,0,0,2,0,2014-03-18,166774a10abfd7ac5c2c539b
IN-2020-MUNICIPAL-01667,CT2020001667,MAYOR,MZ-12,FINAL,722,2725,1691,32,22,71,1034,20.12,-1.91,0,1,1,0,2020-07-22,654052393550373fff49f76c
IN-2020-MUNICIPAL-01668,CT2020001668,MLA,DD-58,FINAL,4008,1025,134,23,28,7,2983,57.73,7.64,0,1,1,0,2020-06-10,ae3a8aeda707dc5d057d4a9e
IN-2025-BYE-01669,CT2025001669,WARD_MEMBER,DN-22,FINAL,3258,2957,934,17,23,14,301,4.21,0.39,0,0,1,0,2025-11-14,751f0b659e9d55edbc3a6078
IN-2014-VIDHANSABHA-01670,CT2014001670,MAYOR,DL-26,FINAL,4366,2202,1192,33,20,75,2164,27.89,8.65,1,1,1,0,2015-01-13,79bcaa3f9b0ff6d8d5345b81
IN-2018-BYE-01671,CT2018001671,WARD_MEMBER,PY-28,FINAL,3401,3874,207,47,5,39,473,6.32,-3.75,0,0,1,0,2018-11-14,ccbe4280feefbcb0619121b8
IN-2015-LOKSABHA-01672,CT2015001672,SARPANCH,TR-74,FINAL,1774,3900,189,30,16,15,2126,36.26,5.82,1,0,1,0,2015-04-03,d81b33cc1a6831df0c20a29a
IN-2014-VIDHANSABHA-01673,CT2014001673,SARPANCH,SK-44,FINAL,2613,2155,1937,35,21,58,458,6.83,7.82,1,1,1,0,2015-01-24,a6da05eecdf6809e19db84e2
IN-2018-PANCHAYAT-01674,CT2018001674,MAYOR,MH-23,FINAL,2408,3212,3893,45,12,22,681,7.16,-1.53,0,0,1,0,2018-08-16,6c30066c1194fcf3c8bb221b
IN-2020-PANCHAYAT-01675,CT2020001675,MLA,CH-44,FINAL,2168,2304,689,49,28,47,136,2.64,5.83,0,0,1,0,2020-03-09,fa99d33a08b4f332e9246022
IN-2018-MUNICIPAL-01676,CT2018001676,MAYOR,CH-74,FINAL,5387,403,2818,6,22,44,2569,29.84,-6.11,0,1,1,0,2018-12-13,fe82cef5ea33430d1c54f89c
IN-2022-MUNICIPAL-01677,CT2022001677,SARPANCH,JK-12,FINAL,6706,1030,2742,10,21,3,3964,37.83,0.29,1,0,1,0,2022-10-05,49278ec61bfe95566756ebf2
IN-2014-VIDHANSABHA-01678,CT2014001678,MP,BR-25,FINAL,2031,5725,1414,6,17,56,3694,40.28,-8.32,1,0,1,0,2014-10-02,55554a2c83101eefb34f5f92
IN-2021-PANCHAYAT-01679,CT2021001679,MP,HP-04,PARTIAL,6843,2563,417,23,19,55,4280,43.57,0.22,1,1,1,0,2021-11-29,ec2cdcfe34a22f83b73809d5
IN-2019-LOKSABHA-01680,CT2019001680,MLA,RJ-57,FINAL,845,752,399,49,11,52,93,4.66,2.54,0,0,1,0,2019-11-23,d251fd98b3747539d640e720
IN-2025-PANCHAYAT-01681,CT2025001681,MLA,TN-57,FINAL,4226,3078,1713,41,27,77,1148,12.73,8.67,0,0,1,0,2025-08-15,5efd5f46f36aa84960c93de0
IN-2025-LOKSABHA-01682,CT2025001682,MAYOR,HP-49,FINAL,1081,1444,151,21,12,4,363,13.57,-6.36,1,0,1,0,2025-09-20,33bef67b5b49494bb8d9b255
IN-2016-BYE-01683,CT2016001683,SARPANCH,TS-45,FINAL,5015,423,2395,32,8,72,2620,33.45,7.61,0,0,1,0,2016-11-06,d913ad3aa9f206042e91744d
IN-2018-MUNICIPAL-01684,CT2018001684,MAYOR,RJ-05,FINAL,1614,2267,904,31,0,17,653,13.65,-2.87,1,1,1,0,2018-05-27,a2daad013888f74e4624c924
IN-2017-VIDHANSABHA-01685,CT2017001685,SARPANCH,CG-56,FINAL,2176,1079,1218,17,4,6,958,21.42,3.89,1,1,1,0,2017-12-01,40959ff3e6620c08cd06d9a8
IN-2015-VIDHANSABHA-01686,CT2015001686,MLA,MP-37,PARTIAL,1105,1328,3470,46,15,36,2142,36.29,11.53,1,0,1,0,2015-11-18,49c51c6d47ba72b522dba4a8
IN-2019-PANCHAYAT-01687,CT2019001687,WARD_MEMBER,TS-19,FINAL,3383,3603,348,49,5,4,220,3.0,9.83,1,0,1,0,2019-02-10,c1ef1605d4d212b611453c19
IN-2016-VIDHANSABHA-01688,CT2016001688,WARD_MEMBER,HR-22,FINAL,3492,1439,344,28,1,74,2053,38.92,-2.08,0,0,1,0,2016-07-18,75b4735eaca7c4948a106952
IN-2017-LOKSABHA-01689,CT2017001689,MAYOR,PB-41,FINAL,1114,2886,1147,44,4,1,1739,33.79,-0.38,0,0,1,0,2017-09-24,997fa49f62178443911cc49b
IN-2015-VIDHANSABHA-01690,CT2015001690,MAYOR,WB-75,FINAL,4822,1154,4211,31,24,46,611,6.0,10.77,0,0,1,0,2016-02-16,13877b91a53518e2bdf8cd1e
IN-2016-LOKSABHA-01691,CT2016001691,MLA,RJ-70,FINAL,1391,961,424,6,10,47,430,15.49,-0.49,0,1,1,0,2016-09-26,aa43ef1982169072123c515d
IN-2022-LOKSABHA-01692,CT2022001692,MP,JK-32,FINAL,865,3273,805,1,9,70,2408,48.72,-0.12,0,0,1,0,2022-05-29,ccbc06b7ec6cb284a8c1e54c
IN-2015-LOKSABHA-01693,CT2015001693,WARD_MEMBER,GJ-59,PARTIAL,318,1834,572,28,28,42,1262,46.33,-1.98,1,0,1,0,2015-10-14,471c3eac1ae8547d950a7fab
IN-2014-MUNICIPAL-01694,CT2014001694,MP,SK-63,FINAL,3784,847,1063,9,3,25,2721,47.79,-4.55,0,0,1,0,2014-10-18,f0f47d95c676e0ecd84f948d
IN-2022-BYE-01695,CT2022001695,WARD_MEMBER,MN-54,FINAL,2603,1306,970,23,19,76,1297,26.58,-6.42,0,0,1,0,2022-07-21,701fee3cb332c8d69a15f0ed
IN-2024-MUNICIPAL-01696,CT2024001696,MP,UP-65,FINAL,3329,4701,3589,14,9,23,1112,9.57,-10.65,0,1,1,0,2024-11-09,5bd8e90f2b559315a5a87fd9
IN-2017-LOKSABHA-01697,CT2017001697,MAYOR,PB-17,FINAL,1034,907,1292,9,2,48,258,7.98,6.91,0,0,1,0,2017-07-05,d1c70474cafa95ca455c5a09
IN-2023-VIDHANSABHA-01698,CT2023001698,MLA,NL-46,FINAL,708,813,805,2,23,63,8,0.34,-5.91,1,0,1,0,2024-01-11,c0d5d73713a3c10e3212efb6
IN-2015-BYE-01699,CT2015001699,WARD_MEMBER,TS-37,FINAL,420,330,479,41,13,40,59,4.8,3.2,1,0,1,0,2015-09-30,3f85cac9a7c830ee82f0550f
IN-2023-MUNICIPAL-01700,CT2023001700,MP,PY-70,PENDING,385,1565,4,21,4,9,1180,60.39,-0.93,1,0,1,0,2024-01-15,8f5d437ed916ccaaadf6c17d
IN-2023-MUNICIPAL-01701,CT2023001701,MAYOR,CG-41,FINAL,3783,1209,3645,42,6,39,138,1.6,2.91,0,0,1,0,2023-10-07,d908c04db90ff5fe9f2b2bd8
IN-2025-LOKSABHA-01702,CT2025001702,WARD_MEMBER,PB-17,FINAL,7401,105,3274,31,2,63,4127,38.28,-9.23,1,0,1,0,2025-09-17,7fff99ced7dcda06bd5a406b
IN-2017-VIDHANSABHA-01703,CT2017001703,MAYOR,HR-58,FINAL,1042,758,932,12,22,28,110,4.03,-2.47,0,0,1,0,2017-02-06,5ea725f5de331ee3d5ec7533
IN-2018-PANCHAYAT-01704,CT2018001704,MLA,KL-70,PARTIAL,4284,3018,2871,11,7,37,1266,12.44,-9.48,0,0,1,0,2018-02-21,d5785963ad7a960dc9c5be1d
IN-2016-BYE-01705,CT2016001705,SARPANCH,TN-02,PENDING,1567,1134,1452,20,24,77,115,2.77,9.75,0,0,1,0,2016-11-23,6d90d17490dbc9b1676f8896
IN-2018-BYE-01706,CT2018001706,WARD_MEMBER,CG-46,FINAL,3931,6249,912,23,9,59,2318,20.9,7.3,1,0,1,0,2018-07-13,72e947b5de0382f6450b0400
IN-2018-LOKSABHA-01707,CT2018001707,MLA,DN-44,FINAL,2637,2831,158,31,7,9,194,3.45,-5.37,0,1,1,0,2018-08-24,49d7c14ce913ca2ead31f8b4
IN-2019-VIDHANSABHA-01708,CT2019001708,MP,AS-67,PARTIAL,1480,365,384,18,25,25,1096,49.17,5.53,1,1,1,0,2019-06-12,ee59e6d7740d1de85796ef9d
IN-2024-LOKSABHA-01709,CT2024001709,SARPANCH,KL-03,FINAL,4487,587,251,23,28,68,3900,73.24,2.68,0,0,1,0,2024-07-14,838638b02a2a5c5b9a68e855
IN-2021-VIDHANSABHA-01710,CT2021001710,MP,UK-74,FINAL,3125,6923,1043,19,1,50,3798,34.24,9.16,0,0,1,0,2021-07-25,1a45ac93a87fda62960790c0
IN-2024-LOKSABHA-01711,CT2024001711,MAYOR,JH-13,FINAL,966,7895,2967,40,12,15,4928,41.66,-6.61,0,0,1,0,2024-03-13,82536dc6defd0e175cfea3d4
IN-2019-BYE-01712,CT2019001712,WARD_MEMBER,NL-66,FINAL,3826,3117,250,49,21,22,709,9.86,-0.61,1,0,1,0,2019-03-28,317e2790381a8dea16a1dccf
IN-2024-PANCHAYAT-01713,CT2024001713,MP,JH-01,FINAL,1395,1084,6292,23,20,7,4897,55.83,-9.34,1,1,1,0,2024-06-28,a43ca9d9fa66ac8f0a7f278f
IN-2015-MUNICIPAL-01714,CT2015001714,WARD_MEMBER,HP-76,FINAL,701,2132,2199,20,29,62,67,1.33,-5.61,0,0,1,0,2015-10-23,cd27866a5db531c8841d1851
IN-2016-VIDHANSABHA-01715,CT2016001715,MLA,MN-31,FINAL,3314,2328,1436,50,3,28,986,13.93,-10.36,1,0,1,0,2016-12-18,95d72b9c54a2a77728787eea
IN-2022-MUNICIPAL-01716,CT2022001716,SARPANCH,LA-68,PARTIAL,727,2571,2865,37,11,12,294,4.77,-5.21,1,0,1,0,2022-12-12,d60b1f88bb090b46b607c35c
IN-2017-LOKSABHA-01717,CT2017001717,MP,GJ-77,FINAL,2000,3870,2480,11,3,52,1390,16.65,8.27,1,0,1,0,2017-10-15,38f820fd2f9cb18a362c927f
IN-2016-BYE-01718,CT2016001718,SARPANCH,SK-11,FINAL,756,1610,226,24,8,27,854,32.95,-0.14,1,0,1,0,2016-11-18,c24aa5a2b1d0eb99afae3217
IN-2022-MUNICIPAL-01719,CT2022001719,MLA,GA-77,PARTIAL,3092,884,5710,32,12,5,2618,27.03,-2.85,0,1,1,0,2022-07-22,3d8c2e5af811f531d47a32bf
IN-2024-MUNICIPAL-01720,CT2024001720,MP,GA-43,FINAL,1847,1891,315,43,1,60,44,1.09,9.74,1,1,1,0,2024-10-22,e7d66e348c47def449031737
IN-2024-VIDHANSABHA-01721,CT2024001721,MAYOR,RJ-26,FINAL,2992,3883,97,16,23,26,891,12.78,10.11,1,1,1,1,2024-08-03,5685b49fc255537e91eb9288
IN-2024-VIDHANSABHA-01722,CT2024001722,MP,SK-47,FINAL,502,3835,1127,25,8,9,2708,49.56,6.6,0,0,1,0,2024-04-06,be342e039af5ccd6aacbbaab
IN-2016-PANCHAYAT-01723,CT2016001723,MAYOR,AP-01,PARTIAL,6853,1406,3350,45,5,31,3503,30.17,8.11,0,0,1,0,2016-05-02,d7c8805be3ad11f18c342f98
IN-2023-VIDHANSABHA-01724,CT2023001724,MAYOR,BR-60,FINAL,6621,528,4119,40,17,12,2502,22.2,0.19,1,0,1,0,2023-08-24,0429931760971abb1ed1a696
IN-2017-VIDHANSABHA-01725,CT2017001725,MP,MN-14,FINAL,515,671,212,22,28,30,156,11.16,10.46,1,0,1,0,2017-12-04,f05fc7397b6c9171299aae78
IN-2022-PANCHAYAT-01726,CT2022001726,SARPANCH,AN-45,FINAL,1370,1398,896,0,18,45,28,0.76,4.89,0,0,1,0,2022-09-12,be2eb9a50fd43ae668916d2d
IN-2017-PANCHAYAT-01727,CT2017001727,MLA,SK-28,FINAL,3791,601,444,1,17,39,3190,65.96,8.44,1,1,1,0,2017-10-05,4130e7040990a705470ad1ce
IN-2016-LOKSABHA-01728,CT2016001728,MP,AP-13,FINAL,4441,1280,760,15,20,51,3161,48.77,11.76,1,0,1,1,2016-06-28,53ccb63e2b842c8f4f522809
IN-2016-BYE-01729,CT2016001729,MAYOR,JH-22,FINAL,2221,4392,77,1,5,58,2171,32.45,-3.47,1,0,1,0,2016-12-18,176cb488e19990f375179082
IN-2016-BYE-01730,CT2016001730,SARPANCH,GA-04,FINAL,2398,1956,1006,13,3,3,442,8.25,-10.85,1,0,1,0,2016-05-26,2c9aabeb72f36dd69db32c55
IN-2015-VIDHANSABHA-01731,CT2015001731,MP,CG-73,FINAL,591,1277,205,5,14,78,686,33.09,-10.37,1,1,1,0,2015-07-01,650b058dfa6497c674129208
IN-2023-MUNICIPAL-01732,CT2023001732,MAYOR,PY-09,FINAL,4395,2924,2471,41,25,58,1471,15.03,-6.13,0,0,1,0,2023-04-14,082e893d4f298ed814ffb401
IN-2014-PANCHAYAT-01733,CT2014001733,MAYOR,UK-16,FINAL,1245,777,1521,32,5,50,276,7.79,0.18,0,0,1,0,2014-04-11,b733a1a88fed6ba4c2d7505e
IN-2016-MUNICIPAL-01734,CT2016001734,WARD_MEMBER,KA-66,FINAL,2804,3267,77,27,5,14,463,7.53,-0.88,1,1,1,0,2016-06-10,9123a2a52eca997761a3cf49
IN-2014-MUNICIPAL-01735,CT2014001735,WARD_MEMBER,AN-26,FINAL,6833,1431,224,8,10,58,5402,63.64,6.02,0,0,1,0,2014-11-27,ed280903794512dff1453cd8
IN-2017-MUNICIPAL-01736,CT2017001736,MAYOR,ML-17,FINAL,3170,1930,6068,27,29,39,2898,25.95,-6.53,0,0,1,0,2018-02-06,ea00a8bf182799233206cb86
IN-2016-BYE-01737,CT2016001737,SARPANCH,SK-60,PENDING,966,1394,457,15,7,73,428,15.19,-0.79,0,1,1,0,2016-10-23,0c6021c6a25685cea8c46e9a
IN-2020-LOKSABHA-01738,CT2020001738,MAYOR,TR-71,FINAL,1445,2626,4995,21,28,52,2369,26.13,11.28,0,0,1,0,2020-05-22,58f8385080b5adbb25c21167
IN-2022-LOKSABHA-01739,CT2022001739,MLA,OD-53,FINAL,660,2108,391,32,13,8,1448,45.84,6.66,0,0,1,0,2022-11-10,e1b6cd40898753668498e835
IN-2014-VIDHANSABHA-01740,CT2014001740,MLA,MN-64,FINAL,1871,2822,4083,39,12,23,1261,14.37,7.57,1,0,1,0,2014-03-09,fd4df65c5ce42c3b7b458acf
IN-2024-PANCHAYAT-01741,CT2024001741,MP,JK-61,FINAL,1087,1248,872,10,8,60,161,5.02,4.67,1,0,1,0,2024-03-15,87651b2118958e262325485f
IN-2015-BYE-01742,CT2015001742,WARD_MEMBER,MP-41,FINAL,4686,4531,1139,20,25,50,155,1.5,11.37,0,1,1,0,2015-08-14,2de279d9158b4bfbaf6ffc4b
IN-2022-VIDHANSABHA-01743,CT2022001743,MP,HR-55,FINAL,1013,7357,3520,41,13,36,3837,32.27,10.66,1,0,1,0,2023-01-04,a74214ea0885f1756d02953e
IN-2024-PANCHAYAT-01744,CT2024001744,MP,KL-23,FINAL,2550,994,2261,24,9,29,289,4.98,-0.18,0,0,1,0,2024-10-07,c300f608778a9e3e4786823d
IN-2014-BYE-01745,CT2014001745,WARD_MEMBER,TR-59,FINAL,1140,242,496,31,9,44,644,34.29,6.54,0,0,1,0,2014-11-11,bb5bd05cc9db88cdd496bb74
IN-2019-VIDHANSABHA-01746,CT2019001746,MAYOR,MN-69,PARTIAL,2678,3524,316,26,30,40,846,12.98,11.3,0,0,1,0,2019-05-18,a7b59f9dcb8750ce1a4aaa90
IN-2025-MUNICIPAL-01747,CT2025001747,WARD_MEMBER,OD-43,FINAL,859,1082,344,18,29,54,223,9.76,3.4,1,1,1,0,2025-11-10,5883d30cc48fdcd023c143f6
IN-2016-MUNICIPAL-01748,CT2016001748,MAYOR,HR-42,FINAL,1653,1360,2347,20,18,51,694,12.95,7.59,0,0,1,0,2016-06-13,582775365073dae6ab76116e
IN-2023-LOKSABHA-01749,CT2023001749,SARPANCH,TR-28,FINAL,774,4014,659,2,12,70,3240,59.48,0.32,0,0,1,0,2023-07-27,9df922d1fdf81948606b34aa
IN-2015-MUNICIPAL-01750,CT2015001750,SARPANCH,DN-47,FINAL,8681,2032,2,14,8,29,6649,62.05,-5.94,0,1,1,0,2015-12-03,01e155c610a322d8eb5bd9c8
IN-2020-PANCHAYAT-01751,CT2020001751,WARD_MEMBER,WB-69,PENDING,1515,3288,2730,31,28,67,558,7.41,2.56,1,0,1,0,2021-01-29,7652cbb4ca4d10e7e06272b5
IN-2018-MUNICIPAL-01752,CT2018001752,MAYOR,DN-70,FINAL,1845,700,3438,32,2,21,1593,26.63,10.57,0,1,1,0,2018-11-01,93820d1a1fb62ab776971956
IN-2021-LOKSABHA-01753,CT2021001753,WARD_MEMBER,DL-62,FINAL,6341,1440,184,4,4,65,4901,61.53,4.81,0,0,1,0,2021-07-31,770d96444200c5fd251e8584
IN-2024-PANCHAYAT-01754,CT2024001754,MLA,TR-14,FINAL,4035,300,229,37,19,72,3735,81.84,8.85,0,0,1,0,2024-11-16,8c59b38cb1fde72130aa063c
IN-2016-MUNICIPAL-01755,CT2016001755,SARPANCH,UP-59,FINAL,1998,3644,332,31,17,7,1646,27.55,9.07,1,0,1,0,2016-04-12,c8c455f122c9f83dc0328ced
IN-2023-VIDHANSABHA-01756,CT2023001756,MAYOR,TN-30,FINAL,4617,3795,1145,19,25,49,822,8.6,5.79,1,0,1,0,2023-08-06,2355c66ff2d802add349c896
IN-2014-MUNICIPAL-01757,CT2014001757,MP,LA-24,FINAL,4966,4249,917,43,11,47,717,7.08,0.36,0,0,1,0,2014-07-12,73c0ada376d7b365b07580f5
IN-2014-LOKSABHA-01758,CT2014001758,WARD_MEMBER,AR-31,FINAL,1926,1301,588,37,6,74,625,16.38,-3.15,0,0,1,0,2014-06-26,f2d1a05f5c3d97a2573c41be
IN-2022-VIDHANSABHA-01759,CT2022001759,MAYOR,DN-41,FINAL,2183,6832,2688,49,30,62,4144,35.41,-2.45,0,0,1,0,2022-01-28,ae800959b2801f8f7c2bb642
IN-2023-LOKSABHA-01760,CT2023001760,WARD_MEMBER,LD-06,FINAL,3080,1150,1797,43,3,76,1283,21.29,5.08,0,0,1,0,2023-05-09,3590cc4c1b1fc1f3d29726f6
IN-2017-LOKSABHA-01761,CT2017001761,WARD_MEMBER,MN-25,FINAL,1527,1109,1357,37,11,61,170,4.26,-5.57,1,0,1,0,2017-02-27,a5b64b64509f82124c250119
IN-2020-LOKSABHA-01762,CT2020001762,MP,KA-10,FINAL,2404,2200,847,0,9,61,204,3.74,4.2,1,0,1,0,2020-03-22,e3480d6d1a9f58082487629f
IN-2019-VIDHANSABHA-01763,CT2019001763,MAYOR,LA-19,PARTIAL,5986,1036,1559,33,7,37,4427,51.59,3.51,1,0,1,0,2019-01-27,3cc4384f3880013d3a5a308e
IN-2015-BYE-01764,CT2015001764,SARPANCH,DL-21,FINAL,2981,2927,1441,47,16,28,54,0.73,10.96,0,0,1,0,2015-09-28,94d3c1b0d894901b3ce5fe0a
IN-2015-LOKSABHA-01765,CT2015001765,MAYOR,DL-04,PARTIAL,4229,6520,381,26,3,53,2291,20.58,-0.75,0,1,2,0,2015-03-21,f5420dcd8adeaffd5897ea58
IN-2017-VIDHANSABHA-01766,CT2017001766,WARD_MEMBER,CH-15,FINAL,8651,708,1735,36,24,23,6916,62.34,-10.67,0,0,1,0,2018-01-08,2ac2f27773bb6510c62f721f
IN-2020-MUNICIPAL-01767,CT2020001767,MLA,AR-20,FINAL,2733,1287,587,32,1,6,1446,31.39,-7.84,1,0,1,0,2020-12-29,ea2bd2eefc8214f3a13b01e0
IN-2018-PANCHAYAT-01768,CT2018001768,MAYOR,JK-18,FINAL,2317,2463,3769,23,13,69,1306,15.28,9.29,1,0,1,0,2018-10-03,3b9c5977345ce15cb3a09b74
IN-2021-PANCHAYAT-01769,CT2021001769,WARD_MEMBER,NL-43,PARTIAL,3062,1620,1025,25,19,42,1442,25.27,3.85,0,0,1,1,2021-02-25,97773ccbc1e96ac9f27d7d52
IN-2014-LOKSABHA-01770,CT2014001770,MAYOR,LD-23,FINAL,8074,2495,904,29,30,77,5579,48.63,-2.86,0,1,1,0,2014-05-16,89ec7df91ab983015fca373f
IN-2015-BYE-01771,CT2015001771,MAYOR,GJ-34,FINAL,658,2001,1015,29,16,62,986,26.84,9.71,0,0,1,0,2015-04-23,e50d548fdb37ba304af8720e
IN-2020-BYE-01772,CT2020001772,WARD_MEMBER,MH-24,FINAL,6549,1938,212,42,12,72,4611,53.01,5.63,0,0,1,0,2020-06-08,764af14237e14e0e16016422
IN-2014-BYE-01773,CT2014001773,MLA,HR-54,FINAL,3135,1461,1281,7,27,56,1674,28.48,-0.52,0,0,1,0,2014-06-02,cd08b6cb73a96e896863bc02
IN-2014-MUNICIPAL-01774,CT2014001774,MLA,OD-77,PARTIAL,3006,5167,1749,48,28,58,2161,21.78,-0.55,0,1,1,0,2014-02-24,6046f03686ca1c1a824bbbbc
IN-2016-BYE-01775,CT2016001775,MLA,LD-64,FINAL,3144,4166,375,39,18,46,1022,13.3,-6.82,0,0,1,0,2016-12-24,457c73e11ccbfb2353df00ab
IN-2022-MUNICIPAL-01776,CT2022001776,MP,LD-14,FINAL,2009,3422,351,10,10,33,1413,24.44,-3.76,0,0,1,0,2022-07-30,10383aa932371a9cd92f2d67
IN-2022-BYE-01777,CT2022001777,WARD_MEMBER,UK-46,FINAL,861,3827,2084,8,22,31,1743,25.74,-4.0,1,0,1,0,2022-09-28,d58a435df80f156ef2fc0f50
IN-2016-VIDHANSABHA-01778,CT2016001778,WARD_MEMBER,PB-33,FINAL,2022,1212,1073,17,7,24,810,18.81,1.03,1,0,1,0,2016-11-08,1991d3e4bb723c1802de7e24
IN-2025-LOKSABHA-01779,CT2025001779,MLA,TR-41,FINAL,8927,2586,395,2,0,30,6341,53.25,-4.31,0,1,1,0,2025-07-25,679ed2d8cd5725aa7c57ba0e
IN-2014-PANCHAYAT-01780,CT2014001780,MAYOR,TS-48,FINAL,3394,1108,553,24,23,57,2286,45.22,-5.02,0,0,1,0,2014-11-08,fd812289813282108b4067b3
IN-2016-MUNICIPAL-01781,CT2016001781,WARD_MEMBER,MN-38,FINAL,1138,3008,1102,19,2,2,1870,35.63,3.14,0,0,1,0,2016-10-14,d27a775df877f468f57e21af
IN-2023-PANCHAYAT-01782,CT2023001782,WARD_MEMBER,OD-01,PARTIAL,7302,2153,458,0,25,30,5149,51.94,2.65,0,0,1,0,2023-07-04,4e51dd386842e9114b8e8a70
IN-2022-PANCHAYAT-01783,CT2022001783,WARD_MEMBER,AP-40,FINAL,2295,8050,426,49,22,79,5755,53.43,5.6,1,1,1,0,2023-01-17,caf77d6c1a9578f0552716b9
IN-2024-BYE-01784,CT2024001784,MP,OD-77,FINAL,2997,2743,265,39,5,74,254,4.23,-10.65,1,1,1,0,2024-09-08,81d6f61b13ccd35b24559f04
IN-2020-LOKSABHA-01785,CT2020001785,MLA,LD-53,FINAL,5119,3543,81,31,30,60,1576,18.03,-10.45,1,0,1,0,2020-12-28,6f7d4b2f9bb03256e3fc6d63
IN-2014-VIDHANSABHA-01786,CT2014001786,SARPANCH,TS-74,FINAL,4492,4271,700,11,12,26,221,2.34,0.63,0,1,1,0,2014-04-15,6101f70d7cc9a2e01d3ef2ec
IN-2024-MUNICIPAL-01787,CT2024001787,MLA,UK-07,FINAL,714,676,208,12,9,11,38,2.38,-4.48,0,0,1,0,2024-06-26,c6bfd8dc41af1a3f1a758ec0
IN-2017-BYE-01788,CT2017001788,MAYOR,AS-30,FINAL,2133,1087,521,6,20,32,1046,27.96,0.26,0,0,1,0,2017-09-06,d34695feebd59bf51b264389
IN-2023-PANCHAYAT-01789,CT2023001789,MLA,NL-76,FINAL,5507,2980,854,13,1,62,2527,27.05,0.39,0,0,1,0,2024-02-01,cbb9d777887fbe1ac9ac8f63
IN-2021-LOKSABHA-01790,CT2021001790,WARD_MEMBER,TR-44,PARTIAL,2871,3731,798,23,20,43,860,11.62,-7.15,0,1,1,0,2021-09-18,51d913052051dd24211d0b16
IN-2020-PANCHAYAT-01791,CT2020001791,MP,CH-08,FINAL,4645,1592,678,22,29,56,3053,44.15,-3.79,1,0,1,0,2020-04-21,afbed6df341dfc7c2a645e69
IN-2019-LOKSABHA-01792,CT2019001792,MAYOR,CG-47,FINAL,1910,1733,520,27,11,6,177,4.25,-1.23,1,0,1,0,2019-02-23,7587a3f0275022b1ff250ab0
