biz_sme_reference_year,biz_sme_country_iso2,biz_sme_region_nuts_code,biz_sme_sector_nace_section,biz_sme_sme_definition_code,biz_sme_micro_enterprises_count,biz_sme_small_enterprises_count,biz_sme_medium_enterprises_count,biz_sme_employment_sme_total,biz_sme_value_added_sme_eur,biz_sme_access_to_finance_index,biz_sme_venture_capital_investment_eur,biz_sme_interest_rate_on_loans_pct,biz_sme_digital_intensity_score,biz_sme_exporting_sme_share_pct,biz_sme_innovation_active_share_pct,biz_sme_sustainability_reporting_csrd_flag,biz_sme_late_payment_days_avg,biz_sme_eurostat_table_code,biz_sme_data_extract_date
2013,HR,SE8,R,MIXED,4142,895,196,27905,1015980192.67,59.56,65693733.01,1.067,78.45,26.49,12.4,0,13.0,bd_9bd_sz_cl_r2,2024-01-26
2014,DK,CZ5,H,EU_SME_2003_361_EC,4231,508,111,25393,2007839291.55,71.38,334069590.21,7.713,42.99,44.78,24.9,0,40.7,sbs_na_sca_r2,2024-11-07
2015,FR,CY5,S,NATIONAL_SME,4308,833,332,27789,1154497602.1,80.85,105019921.02,8.33,39.01,18.45,24.88,0,35.86,isoc_sme,2024-11-27
2016,HU,ES77,I,BANKING_SME,4759,801,184,32382,3888099392.73,41.96,70792652.5,3.038,47.94,7.57,53.19,1,52.67,sbs_sc_sca_r2,2024-07-25
2017,LV,CZ21,T,MIXED,4794,719,172,32456,1426689925.16,61.34,220102561.18,8.057,70.58,29.34,43.99,0,8.96,tin00145,2025-10-30
2018,MT,IT38,J,EU_SME_2003_361_EC,4593,835,170,38966,3516877578.24,67.85,145664882.33,3.313,19.21,57.56,18.14,0,17.46,bd_9bd_sz_cl_r2,2025-02-21
2019,PT,IT5,U,NATIONAL_SME,4742,572,138,23198,991198864.8,83.72,198731169.65,6.097,74.94,48.16,30.66,0,21.49,sbs_na_sca_r2,2025-01-27
2020,SI,FI698,K,BANKING_SME,4479,865,290,35152,3385210928.91,49.59,178956132.06,6.349,63.35,25.54,15.04,0,35.53,isoc_sme,2024-01-26
2021,AT,IE11,A,MIXED,4474,923,274,25604,1338643128.11,81.56,266751313.78,8.66,63.7,45.11,34.08,0,49.5,sbs_sc_sca_r2,2024-08-19
2022,HR,IT248,L,EU_SME_2003_361_EC,4578,574,200,25991,1710347671.43,70.0,123685384.52,3.941,60.3,12.12,38.43,0,46.21,tin00145,2024-12-15
2023,DK,RO920,B,NATIONAL_SME,4744,754,114,28515,931352406.38,70.24,66446574.16,3.967,67.69,50.5,27.79,0,59.71,bd_9bd_sz_cl_r2,2025-06-19
2024,FR,LU609,M,BANKING_SME,4256,761,217,27349,2132808160.1,44.16,114088194.96,5.931,50.59,6.22,56.22,0,35.27,sbs_na_sca_r2,2024-09-30
2025,HU,SE834,C,MIXED,4530,527,274,24787,1788095028.3,78.49,61110429.43,4.718,47.78,19.71,37.54,0,57.37,isoc_sme,2024-03-31
2026,LV,NL54,N,EU_SME_2003_361_EC,4726,698,210,23855,1567887302.55,63.12,29877978.9,3.294,85.66,43.93,20.52,1,59.1,sbs_sc_sca_r2,2025-06-01
2010,MT,FI665,D,NATIONAL_SME,4645,924,177,30481,1276654917.21,71.09,187883964.84,8.322,87.95,19.52,7.74,0,42.98,tin00145,2025-06-18
2011,PT,PT653,O,BANKING_SME,4363,928,124,31980,4332490833.89,39.51,74693648.56,2.597,51.03,14.27,12.43,0,14.06,bd_9bd_sz_cl_r2,2026-01-09
2012,SI,CY915,E,MIXED,4137,364,306,22046,1804271047.24,57.54,41389802.11,0.303,68.21,56.82,43.53,0,2.27,sbs_na_sca_r2,2025-12-17
2013,AT,PL89,P,EU_SME_2003_361_EC,4632,473,369,24367,1706778195.85,81.01,314061310.45,0.927,75.92,42.32,50.57,1,31.46,isoc_sme,2025-06-12
2014,HR,SI11,F,NATIONAL_SME,4745,980,240,35415,1752032770.2,87.25,20866403.08,0.966,37.78,19.19,33.8,1,27.48,sbs_sc_sca_r2,2024-01-22
2015,DK,HR983,Q,BANKING_SME,4857,428,232,17140,2068096981.22,54.81,25713773.76,6.774,16.39,53.3,19.93,0,26.17,tin00145,2025-07-04
2016,FR,HU42,G,MIXED,4435,633,130,27524,3198864998.48,30.33,7055857.59,1.486,27.89,21.26,52.01,0,8.19,bd_9bd_sz_cl_r2,2024-12-19
2017,HU,LV358,R,EU_SME_2003_361_EC,4067,473,150,25731,1531618926.81,64.6,37050485.75,9.061,86.67,10.24,34.69,1,65.59,sbs_na_sca_r2,2025-05-22
2018,LV,PL309,H,NATIONAL_SME,4596,491,315,39458,4252024860.62,42.17,37409678.5,1.378,66.12,7.62,7.63,0,59.74,isoc_sme,2024-05-04
2019,MT,GR831,S,BANKING_SME,4288,852,270,24920,2199227483.68,82.61,87583759.5,7.88,15.69,45.8,46.68,1,14.89,sbs_sc_sca_r2,2025-02-12
2020,PT,AT38,I,MIXED,4882,878,388,48141,5237858528.97,64.17,129252282.08,5.954,26.65,15.01,43.61,0,14.08,tin00145,2024-07-28
2021,SI,AT567,T,EU_SME_2003_361_EC,4780,809,381,43929,3276459935.47,59.52,35847150.92,3.734,24.36,45.01,10.16,0,62.34,bd_9bd_sz_cl_r2,2025-02-16
2022,AT,BE21,J,NATIONAL_SME,4126,560,146,26698,1998405463.18,66.6,220944775.25,7.293,15.37,15.19,18.87,0,67.21,sbs_na_sca_r2,2024-05-15
2023,HR,RO58,U,BANKING_SME,4550,464,241,34527,980627677.78,77.33,185375565.16,8.013,45.24,52.22,33.15,1,31.75,isoc_sme,2025-11-03
2024,DK,NL4,K,MIXED,4177,879,296,35765,2343694843.31,76.46,203386349.15,7.361,25.95,54.03,31.13,0,23.81,sbs_sc_sca_r2,2025-01-07
2025,FR,BE298,A,EU_SME_2003_361_EC,4101,668,319,37523,5237604679.9,41.41,77812403.49,8.515,73.82,18.49,49.08,0,41.5,tin00145,2025-03-26
2026,HU,SI67,L,NATIONAL_SME,4436,897,246,34393,2779530363.15,80.94,156854653.56,7.274,13.65,29.82,26.41,0,46.4,bd_9bd_sz_cl_r2,2024-11-29
2010,LV,RO7,B,BANKING_SME,4625,689,327,32420,3740177550.39,50.79,155839031.3,0.522,16.73,19.31,49.4,0,18.5,sbs_na_sca_r2,2026-01-17
2011,MT,BG199,M,MIXED,4690,843,115,23990,1725963304.29,57.58,157242493.05,4.236,18.15,31.04,38.53,0,22.45,isoc_sme,2024-06-10
2012,PT,FR15,C,EU_SME_2003_361_EC,4335,474,292,35707,1786357693.67,62.91,255298487.17,2.36,20.24,53.27,48.42,0,56.11,sbs_sc_sca_r2,2025-01-22
2013,SI,LT887,N,NATIONAL_SME,4537,430,206,24270,3263436974.29,80.75,189826865.57,7.841,87.76,29.77,30.91,0,43.39,tin00145,2024-02-22
2014,AT,IT971,D,BANKING_SME,4440,618,285,40707,5632814212.64,30.95,119018680.43,2.844,51.45,50.72,14.77,1,53.28,bd_9bd_sz_cl_r2,2025-08-28
2015,HR,IT642,O,MIXED,4612,969,315,22877,2591332762.08,31.51,35620411.54,7.204,46.73,12.94,44.19,1,8.33,sbs_na_sca_r2,2025-04-21
2016,DK,LU231,E,EU_SME_2003_361_EC,4530,953,188,33527,2076856931.14,33.91,78697999.54,3.382,73.48,58.62,23.49,0,2.5,isoc_sme,2024-12-14
2017,FR,CY247,P,NATIONAL_SME,4222,863,93,29723,3796236614.28,43.47,109812707.67,2.131,86.29,43.45,43.06,0,60.21,sbs_sc_sca_r2,2024-04-19
2018,HU,DK189,F,BANKING_SME,4327,442,156,21581,2093211047.98,60.17,126331223.24,6.763,53.49,51.39,32.16,0,5.37,tin00145,2026-01-21
2019,LV,GR40,Q,MIXED,4898,861,340,40317,1994120847.18,30.15,28227896.43,2.475,33.11,49.99,21.37,1,48.52,bd_9bd_sz_cl_r2,2024-12-18
2020,MT,DE39,G,EU_SME_2003_361_EC,4344,607,282,35006,1503347915.51,78.87,187315980.14,2.562,11.81,27.07,22.12,0,37.07,sbs_na_sca_r2,2024-03-26
2021,PT,DK441,R,NATIONAL_SME,4072,811,290,38520,1206496815.48,33.57,21114190.63,1.216,41.23,44.78,36.8,0,64.07,isoc_sme,2025-07-08
2022,SI,SK15,H,BANKING_SME,4675,523,372,27764,1319035287.99,80.4,311230078.25,3.295,66.07,9.24,49.27,0,18.29,sbs_sc_sca_r2,2025-03-02
2023,AT,SK64,S,MIXED,4241,511,86,17539,682840206.12,83.41,3934764.74,6.803,50.04,25.19,26.15,0,63.3,tin00145,2025-08-03
2024,HR,EE360,I,EU_SME_2003_361_EC,4797,854,242,27586,3816447857.62,44.83,35778838.87,4.002,85.75,58.07,15.96,0,9.81,bd_9bd_sz_cl_r2,2025-08-29
2025,DK,HR70,T,NATIONAL_SME,4545,794,222,25454,759601492.32,31.39,70949091.02,8.571,57.48,10.12,34.8,0,59.0,sbs_na_sca_r2,2024-02-22
2026,FR,BG257,J,BANKING_SME,4569,775,262,25828,2719877206.1,61.72,221905980.66,0.364,58.19,35.56,47.48,1,43.14,isoc_sme,2025-02-23
2010,HU,AT39,U,MIXED,4927,696,237,28638,1698501548.45,52.72,38985355.75,5.998,67.64,39.87,53.19,1,38.15,sbs_sc_sca_r2,2025-08-22
2011,LV,NL71,K,EU_SME_2003_361_EC,4932,927,246,41924,5552898865.22,63.47,185422533.08,8.988,94.49,44.64,56.55,1,54.56,tin00145,2025-11-21
2012,MT,MT19,A,NATIONAL_SME,4361,626,92,18759,1577308913.78,31.01,23501060.96,5.975,77.48,36.55,25.65,0,9.05,bd_9bd_sz_cl_r2,2024-08-31
2013,PT,DK14,L,BANKING_SME,4785,636,202,34533,3671695892.46,45.84,119071458.3,4.853,23.27,23.69,37.01,1,28.51,sbs_na_sca_r2,2024-08-23
2014,SI,SK210,B,MIXED,4611,496,304,40955,3787098808.27,80.15,58305312.94,5.463,42.5,56.22,24.31,1,36.62,isoc_sme,2025-09-16
2015,AT,LT128,M,EU_SME_2003_361_EC,4459,508,145,25400,3436190713.11,84.63,165368460.11,7.28,91.14,49.97,52.7,0,66.94,sbs_sc_sca_r2,2024-05-20
2016,HR,DE5,C,NATIONAL_SME,4044,770,252,34819,4673487156.12,66.53,31622335.2,3.386,55.04,58.97,39.98,0,29.78,tin00145,2025-08-15
2017,DK,BG10,N,BANKING_SME,4152,777,278,18881,934514042.97,72.16,212942949.14,3.767,34.02,52.46,23.2,0,52.42,bd_9bd_sz_cl_r2,2025-11-17
2018,FR,PT532,D,MIXED,4283,384,334,24764,2350438942.12,54.25,146386916.72,0.821,51.5,53.08,11.95,1,54.04,sbs_na_sca_r2,2025-01-30
2019,HU,CZ339,O,EU_SME_2003_361_EC,4908,897,360,52692,7221949731.38,69.75,149580576.64,6.083,58.0,58.85,46.35,1,4.8,isoc_sme,2024-02-25
2020,LV,MT85,E,NATIONAL_SME,4435,773,306,20370,2281117159.16,83.17,69488156.21,4.389,24.1,9.39,33.75,0,15.69,sbs_sc_sca_r2,2025-01-14
2021,MT,CZ658,P,BANKING_SME,4237,728,236,36192,4012893793.5,60.55,229598497.63,4.981,78.88,38.61,14.73,0,19.24,tin00145,2024-12-27
2022,PT,PL303,F,MIXED,4057,717,320,27320,1466634370.42,34.35,63606604.95,4.338,78.39,44.12,47.18,0,58.93,bd_9bd_sz_cl_r2,2025-05-17
2023,SI,GR88,Q,EU_SME_2003_361_EC,4877,613,362,41029,1937667324.9,69.82,87344566.58,0.694,68.11,43.77,46.9,0,39.84,sbs_na_sca_r2,2024-05-29
2024,AT,NL91,G,NATIONAL_SME,4205,886,165,27010,800737457.29,85.16,264151054.81,9.353,68.44,32.9,27.31,1,56.39,isoc_sme,2025-10-05
2025,HR,BE84,R,BANKING_SME,4923,671,125,21725,1621039855.58,48.03,6148056.26,0.466,32.64,41.95,43.65,1,41.44,sbs_sc_sca_r2,2025-04-21
2026,DK,AT54,H,MIXED,4323,731,336,24481,1546405100.27,68.54,84932825.62,8.482,48.86,54.28,42.05,0,36.1,tin00145,2026-01-06
2010,FR,SI44,S,EU_SME_2003_361_EC,4390,414,260,25215,2189173626.06,86.92,428076633.57,1.613,11.05,4.18,48.68,1,51.29,bd_9bd_sz_cl_r2,2024-01-12
2011,HU,PL579,I,NATIONAL_SME,4376,474,272,31737,3140732182.35,59.23,1873431.88,3.924,68.14,18.57,14.39,0,22.32,sbs_na_sca_r2,2025-05-06
2012,LV,LV65,T,BANKING_SME,4171,748,148,27655,2874211461.24,80.78,204730008.8,6.969,76.42,17.09,47.64,0,55.48,isoc_sme,2025-01-08
2013,MT,IE90,J,MIXED,4529,465,303,25719,3438665645.5,34.02,21142585.87,5.848,26.87,28.62,34.13,0,20.36,sbs_sc_sca_r2,2024-05-15
2014,PT,GR84,U,EU_SME_2003_361_EC,4640,659,229,21372,945203941.38,65.66,160043767.81,9.101,32.35,15.39,9.4,0,22.58,tin00145,2026-01-12
2015,SI,DK1,K,NATIONAL_SME,4594,635,125,22007,2997801938.42,50.06,139602581.44,4.109,60.76,11.32,36.21,1,40.04,bd_9bd_sz_cl_r2,2024-05-25
2016,AT,CY288,A,BANKING_SME,4469,699,237,39964,5516896401.29,46.85,118350374.23,4.99,40.69,9.75,28.45,0,10.7,sbs_na_sca_r2,2026-01-05
2017,HR,LV3,L,MIXED,4410,406,261,24147,1398066404.05,46.65,27588029.85,5.993,60.89,60.63,10.96,0,14.34,isoc_sme,2025-11-08
2018,DK,FR3,B,EU_SME_2003_361_EC,4083,432,95,18223,578175671.67,36.93,34725763.61,8.919,38.82,58.63,18.75,1,53.96,sbs_sc_sca_r2,2024-10-20
2019,FR,HU968,M,NATIONAL_SME,4904,817,331,42807,1314259173.63,32.68,95711085.18,8.338,81.58,45.44,50.3,0,64.3,tin00145,2024-12-03
2020,HU,NL882,C,BANKING_SME,4799,902,266,28242,1581917222.72,69.06,1872818.19,1.765,91.17,25.93,51.6,1,36.74,bd_9bd_sz_cl_r2,2025-11-13
2021,LV,PL4,N,MIXED,4857,389,235,37133,2100966440.77,39.06,16842367.19,8.487,55.46,55.73,12.97,1,45.47,sbs_na_sca_r2,2024-05-15
2022,MT,HU2,D,EU_SME_2003_361_EC,4123,634,249,28186,1897517239.11,78.46,68297901.5,4.943,30.82,16.09,45.16,0,56.85,isoc_sme,2024-03-19
2023,PT,ES356,O,NATIONAL_SME,4756,647,153,21328,2576700318.95,63.47,52768699.35,0.9,65.1,50.82,42.85,0,24.65,sbs_sc_sca_r2,2026-01-22
2024,SI,NL5,E,BANKING_SME,4922,804,106,28794,3128412602.99,53.62,190293267.28,7.638,48.59,17.17,48.52,0,39.01,tin00145,2024-01-01
2025,AT,CY40,P,MIXED,4236,721,233,38981,4025577387.93,50.25,99036188.49,1.305,27.47,6.32,16.74,0,34.88,bd_9bd_sz_cl_r2,2024-01-15
2026,HR,PT90,F,EU_SME_2003_361_EC,4204,769,95,26051,2814136396.16,72.08,215940049.67,5.755,70.01,19.73,6.64,1,31.73,sbs_na_sca_r2,2024-09-30
2010,DK,LV75,Q,NATIONAL_SME,4147,443,156,23274,2950766973.4,33.36,17295270.64,6.018,19.78,37.57,10.36,0,35.13,isoc_sme,2025-02-22
2011,FR,MT806,G,BANKING_SME,4914,1037,99,31809,1763345449.03,79.57,280958341.14,6.476,93.66,7.81,51.99,1,38.0,sbs_sc_sca_r2,2025-03-12
2012,HU,HU79,R,MIXED,4440,536,280,21625,1038854481.67,49.84,117733656.07,2.393,70.28,45.38,20.33,1,38.61,tin00145,2025-02-07
2013,LV,FI385,H,EU_SME_2003_361_EC,4596,680,133,26850,3536432233.54,66.45,129386596.35,6.321,69.54,32.94,51.22,0,16.31,bd_9bd_sz_cl_r2,2024-12-03
2014,MT,LT578,S,NATIONAL_SME,4333,490,241,18236,692096472.78,41.68,80630128.4,8.273,52.85,57.03,39.06,0,22.0,sbs_na_sca_r2,2025-06-18
2015,PT,SK6,I,BANKING_SME,4301,621,340,32709,2454620684.31,73.01,78096816.0,7.661,88.13,28.71,19.77,0,48.77,isoc_sme,2025-01-04
2016,SI,BG927,T,MIXED,4827,500,189,26803,2342035147.68,78.06,38466626.65,3.325,18.74,56.11,29.78,0,18.64,sbs_sc_sca_r2,2025-07-09
2017,AT,MT87,J,EU_SME_2003_361_EC,4977,1026,274,38069,3731970698.32,30.76,113392640.48,5.705,25.84,52.68,44.05,0,37.21,tin00145,2025-01-14
2018,HR,HU11,U,NATIONAL_SME,4917,824,179,31968,1380284987.6,42.3,49303584.39,8.656,71.27,55.17,56.99,0,23.8,bd_9bd_sz_cl_r2,2024-01-03
2019,DK,DE9,K,BANKING_SME,4802,860,190,39057,4660371953.04,34.23,72787599.62,9.213,85.16,11.5,45.71,0,49.04,sbs_na_sca_r2,2024-07-23
2020,FR,PL75,A,MIXED,4749,739,273,33536,2008534689.23,70.1,213702973.68,5.632,67.57,24.76,27.07,0,39.56,isoc_sme,2024-09-24
2021,HU,HU1,L,EU_SME_2003_361_EC,4681,1014,315,37746,2461745987.38,73.59,47561327.1,5.786,47.22,37.77,40.07,1,7.07,sbs_sc_sca_r2,2025-01-07
2022,LV,EE7,B,NATIONAL_SME,4912,529,192,23611,2851023295.52,64.01,80178390.48,1.097,75.93,27.87,51.7,1,49.39,tin00145,2024-10-23
2023,MT,ES691,M,BANKING_SME,4344,704,108,28436,2059836728.22,86.71,166793773.42,7.061,66.76,23.45,18.27,1,9.55,bd_9bd_sz_cl_r2,2025-02-06
2024,PT,SE83,C,MIXED,4577,954,264,47074,5278304756.56,70.59,158034.8,6.912,30.83,51.23,53.74,1,9.42,sbs_na_sca_r2,2024-07-19
2025,SI,MT9,N,EU_SME_2003_361_EC,4924,590,153,25050,2650757854.35,35.08,10577558.73,8.64,38.77,40.43,53.95,0,35.07,isoc_sme,2025-09-25
2026,AT,SI1,D,NATIONAL_SME,4523,861,179,27994,962066725.08,64.45,40094922.85,5.933,37.14,20.73,35.71,0,60.33,sbs_sc_sca_r2,2024-08-05
2010,HR,GR956,O,BANKING_SME,4387,396,279,37282,4537140432.15,74.42,236610764.91,2.388,58.81,24.83,57.46,1,28.89,tin00145,2026-02-22
2011,DK,BG12,E,MIXED,4496,795,136,15060,645213215.36,34.43,55932053.83,5.056,77.71,50.66,37.06,0,31.6,bd_9bd_sz_cl_r2,2025-03-10
2012,FR,MT5,P,EU_SME_2003_361_EC,4138,718,83,17875,2423541134.34,37.27,19302260.24,5.765,80.39,53.08,7.62,1,3.48,sbs_na_sca_r2,2025-01-25
2013,HU,IT49,F,NATIONAL_SME,4257,486,267,21968,1047113159.39,38.56,29565003.73,4.316,52.8,51.52,7.27,0,48.33,isoc_sme,2025-05-04
2014,LV,IE820,Q,BANKING_SME,4871,823,370,37553,4209736095.74,80.99,58215852.68,4.345,87.68,57.34,54.13,1,50.11,sbs_sc_sca_r2,2025-07-05
2015,MT,HR401,G,MIXED,4642,372,156,22930,2392481934.6,74.89,38033322.06,3.917,42.2,38.65,14.1,0,34.52,tin00145,2025-01-14
2016,PT,CZ455,R,EU_SME_2003_361_EC,4476,413,218,20068,921348702.06,73.21,89371492.14,9.15,12.16,58.46,32.02,1,12.69,bd_9bd_sz_cl_r2,2025-11-13
2017,SI,AT562,H,NATIONAL_SME,4633,946,100,32352,4350852044.79,63.52,119785310.4,0.359,50.48,14.78,37.47,0,64.64,sbs_na_sca_r2,2024-07-27
2018,AT,SK561,S,BANKING_SME,4437,506,294,37994,3571051304.25,30.58,111306011.61,6.761,66.15,17.1,26.52,1,49.98,isoc_sme,2025-06-11
2019,HR,CY217,I,MIXED,4553,644,326,31402,2719398317.17,61.51,175557546.51,3.376,12.88,8.51,9.52,0,51.2,sbs_sc_sca_r2,2026-02-08
2020,DK,HU30,T,EU_SME_2003_361_EC,4254,780,98,26645,2920058143.85,68.52,138592394.33,3.764,25.42,53.55,47.98,0,27.82,tin00145,2024-11-20
2021,FR,CZ80,J,NATIONAL_SME,4240,652,237,30513,3237276814.13,78.72,175783801.95,6.876,34.15,14.86,27.37,0,41.47,bd_9bd_sz_cl_r2,2024-02-07
2022,HU,PT6,U,BANKING_SME,4939,638,240,26752,925467683.98,86.84,107306400.46,3.019,47.2,22.97,14.46,0,19.04,sbs_na_sca_r2,2025-03-14
2023,LV,BG518,K,MIXED,4990,691,270,36286,3113746625.04,70.01,91297900.52,0.874,39.15,45.11,46.38,1,50.45,isoc_sme,2025-10-05
2024,MT,EE713,A,EU_SME_2003_361_EC,4990,467,381,25065,3355817087.8,66.04,193138714.79,5.934,93.31,17.0,36.86,0,50.27,sbs_sc_sca_r2,2025-12-05
2025,PT,FI30,L,NATIONAL_SME,4560,377,338,29991,1946424306.41,73.31,7855820.83,4.727,21.79,56.95,27.26,1,5.3,tin00145,2024-05-01
2026,SI,CZ311,B,BANKING_SME,4344,370,195,28539,2900339511.47,67.24,13352193.5,3.984,36.58,13.69,41.62,0,14.36,bd_9bd_sz_cl_r2,2026-01-05
2010,AT,FR833,M,MIXED,4638,773,272,30524,2989544146.55,62.51,126880942.75,4.732,39.18,47.69,35.75,0,15.54,sbs_na_sca_r2,2024-09-30
2011,HR,BG74,C,EU_SME_2003_361_EC,4376,606,203,25282,786824624.75,40.78,120640153.64,5.998,43.56,15.48,46.0,1,25.07,isoc_sme,2024-08-14
2012,DK,RO86,N,NATIONAL_SME,4587,878,364,41698,5319850350.96,42.49,79081874.12,2.863,70.58,42.87,29.75,0,67.9,sbs_sc_sca_r2,2024-10-18
2013,FR,PL753,D,BANKING_SME,4815,1054,247,38217,1224031243.46,82.15,350362814.8,6.294,30.8,37.31,23.52,1,38.55,tin00145,2024-01-23
2014,HU,GR112,O,MIXED,4267,380,165,16410,1110474964.87,32.44,37429631.22,5.151,90.88,19.86,6.86,0,8.74,bd_9bd_sz_cl_r2,2024-07-04
2015,LV,SK4,E,EU_SME_2003_361_EC,4266,848,116,26342,1155120921.11,75.87,157668893.73,2.869,92.36,28.7,8.03,0,48.19,sbs_na_sca_r2,2025-07-19
2016,MT,LT2,P,NATIONAL_SME,4817,556,235,26264,3106952353.33,70.64,124868823.92,8.673,51.32,28.45,9.45,1,59.61,isoc_sme,2025-06-03
2017,PT,EE59,F,BANKING_SME,4333,556,322,37308,1937544316.58,78.5,207212400.48,2.011,56.45,56.08,41.26,0,8.71,sbs_sc_sca_r2,2025-04-07
2018,SI,SK11,Q,MIXED,4826,885,213,26222,1884268702.95,48.11,8252155.34,3.748,19.87,29.58,49.78,0,45.46,tin00145,2024-05-20
2019,AT,AT99,G,EU_SME_2003_361_EC,4259,740,154,18804,2440752203.38,42.52,94531581.63,1.747,71.95,36.07,21.13,1,37.22,bd_9bd_sz_cl_r2,2024-09-25
2020,HR,HU93,R,NATIONAL_SME,4358,650,194,33195,4387671074.13,83.57,281472284.64,3.975,36.65,35.93,34.85,1,30.53,sbs_na_sca_r2,2025-05-16
2021,DK,BE4,H,BANKING_SME,4276,862,295,42023,1230503074.01,65.44,99646806.12,7.435,84.24,15.08,29.97,0,52.06,isoc_sme,2024-05-25
2022,FR,FR908,S,MIXED,4943,662,203,34435,3273132356.13,68.04,273402613.08,7.949,57.87,52.5,50.78,0,33.51,sbs_sc_sca_r2,2025-01-17
2023,HU,LT70,I,EU_SME_2003_361_EC,4950,552,371,44266,3052711036.44,42.18,90599289.02,3.296,38.22,36.56,29.94,1,46.27,tin00145,2025-12-20
2024,LV,LV1,T,NATIONAL_SME,4513,559,116,18073,1766956701.84,62.6,12692475.69,9.155,69.64,25.41,42.62,0,39.41,bd_9bd_sz_cl_r2,2025-04-28
2025,MT,SI29,J,BANKING_SME,4561,700,135,22909,2121558249.21,55.58,134241845.59,5.204,28.69,19.2,29.75,1,56.5,sbs_na_sca_r2,2025-04-04
2026,PT,CY312,U,MIXED,4351,529,259,33049,1820728127.95,39.54,80154769.42,0.615,28.79,14.58,34.64,0,24.72,isoc_sme,2024-09-04
2010,SI,AT2,K,EU_SME_2003_361_EC,4701,795,264,25041,2615656762.79,33.64,126077361.83,3.992,46.02,34.74,18.79,0,54.89,sbs_sc_sca_r2,2025-01-06
2011,AT,LV32,A,NATIONAL_SME,4913,909,145,22054,980929145.03,68.03,119049332.81,6.209,24.06,13.19,6.6,1,30.87,tin00145,2024-04-17
2012,HR,SK816,L,BANKING_SME,4861,813,232,29031,2400302299.61,46.72,66745431.07,4.344,32.98,46.11,30.22,1,39.79,bd_9bd_sz_cl_r2,2024-01-08
2013,DK,FI159,B,MIXED,4344,514,140,21028,2258610238.9,82.89,77165743.85,7.353,11.05,36.16,27.41,0,8.13,sbs_na_sca_r2,2024-05-07
2014,FR,FR67,M,EU_SME_2003_361_EC,4852,755,112,24659,2892311623.4,73.92,56312232.6,2.683,37.96,55.76,26.15,0,33.95,isoc_sme,2025-03-05
2015,HU,LV6,C,NATIONAL_SME,4511,529,304,32565,1004257777.95,61.02,14080333.86,5.685,51.4,41.32,21.31,1,48.7,sbs_sc_sca_r2,2024-05-13
2016,LV,LT149,N,BANKING_SME,4868,425,130,28243,851248852.98,66.04,103415008.85,5.088,48.23,49.26,7.79,0,9.75,tin00145,2025-02-24
2017,MT,SI42,D,MIXED,4605,396,172,27275,3280106209.62,36.95,108906872.15,2.08,75.77,48.01,20.05,1,17.32,bd_9bd_sz_cl_r2,2025-01-25
2018,PT,SE67,O,EU_SME_2003_361_EC,4808,859,247,29464,2197042758.9,32.09,115188105.42,9.045,81.39,44.23,46.96,0,62.6,sbs_na_sca_r2,2025-02-13
2019,SI,SK61,E,NATIONAL_SME,4550,913,143,27403,3325499926.83,73.31,280841593.66,7.026,46.99,16.26,23.71,0,32.61,isoc_sme,2024-03-31
2020,AT,LT821,P,BANKING_SME,4962,871,114,27889,2870798551.9,31.14,44273032.93,5.992,58.55,38.74,49.02,1,10.09,sbs_sc_sca_r2,2024-09-23
2021,HR,HU189,F,MIXED,5026,949,146,29643,2149700275.66,64.87,224171917.79,4.267,92.53,50.13,17.52,1,45.18,tin00145,2025-06-04
2022,DK,RO84,Q,EU_SME_2003_361_EC,4804,644,315,40629,2480387661.67,35.04,128293479.27,8.514,86.51,24.89,39.14,1,67.96,bd_9bd_sz_cl_r2,2024-03-08
2023,FR,PT103,G,NATIONAL_SME,4277,757,91,17829,454488396.4,41.67,141509849.91,0.783,30.96,24.77,39.89,0,56.87,sbs_na_sca_r2,2025-09-27
2024,HU,CZ211,R,BANKING_SME,5096,899,246,35138,2038234740.88,42.61,33787320.48,3.079,61.64,43.78,37.94,0,41.69,isoc_sme,2024-07-12
2025,LV,DE261,H,MIXED,4346,797,329,37349,2912364860.25,33.71,9078746.62,8.733,43.92,34.65,53.9,0,17.85,sbs_sc_sca_r2,2024-07-30
2026,MT,SE82,S,EU_SME_2003_361_EC,4339,863,205,25431,1913473627.09,87.68,92273464.39,0.923,23.85,5.28,50.41,1,63.72,tin00145,2026-02-24
2010,PT,GR3,I,NATIONAL_SME,4352,439,104,22673,1713585281.45,62.63,161192974.12,7.641,35.29,28.69,15.39,0,16.46,bd_9bd_sz_cl_r2,2024-04-15
2011,SI,BE674,T,BANKING_SME,5041,655,171,22712,1932126723.54,81.25,27379878.48,1.048,73.74,18.94,57.96,1,17.13,sbs_na_sca_r2,2025-01-07
2012,AT,DK841,J,MIXED,4530,408,285,25814,873946098.37,86.32,354593581.85,5.129,61.08,31.0,47.96,0,39.95,isoc_sme,2025-04-01
2013,HR,ES71,U,EU_SME_2003_361_EC,4498,861,184,31280,1842326863.37,80.5,192347063.12,1.268,12.59,13.05,13.9,0,11.02,sbs_sc_sca_r2,2024-05-22
2014,DK,BG455,K,NATIONAL_SME,4482,415,151,25999,1890204153.26,50.34,33223761.75,5.052,80.98,32.5,40.29,0,57.89,tin00145,2024-09-22
