econ_prices_pricing_month,econ_prices_country_iso2,econ_prices_region_nuts_code,econ_prices_hicp_coicop_code,econ_prices_hicp_index_level,econ_prices_hicp_monthly_change_pct,econ_prices_hicp_12mo_change_pct,econ_prices_core_hicp_index_level,econ_prices_ppi_nace_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_food_price_index,econ_prices_rent_index,econ_prices_wage_growth_pct,econ_prices_terms_of_trade_index,econ_prices_eurostat_table_code,econ_prices_reference_base_year,econ_prices_methodology_version,econ_prices_outlier_flag,econ_prices_data_extract_date
2023-12,LV,LV19,CP08,120.127,1.127,1.755,118.447,M69,95.844,113.692,196.582,142.386,7.369,129.552,prc_hicp_cow,2020,HICP_2024B,1,2024-02-04
2024-07,MT,PT9,CP07,120.478,-0.061,6.069,124.829,C20,96.223,116.927,199.914,142.414,2.376,129.439,prc_hicp_midx,2015,HICP_2023A,0,2025-10-10
2025-02,PT,CZ250,CP06,120.909,-0.333,5.742,122.371,C27,96.693,114.556,199.327,143.284,8.14,130.854,sts_inpp_m,2020,PPI_2025B,0,2024-01-30
2026-09,SI,LU48,CP05,121.198,-1.019,3.229,125.148,D35,97.017,118.298,200.512,143.675,8.396,131.108,prc_ppi_m,2015,PPI_2024A,0,2024-01-14
2018-04,AT,IT922,CP04,121.845,-0.169,8.033,119.637,F41,97.97,117.313,200.795,143.169,8.98,130.257,prc_hicp_manr,2020,HICP_2025C,0,2025-02-20
2019-11,HR,FI86,CP03,122.237,-0.163,4.008,123.926,J61,98.015,119.484,202.557,143.801,7.411,131.529,prc_hicp_cow,2015,HICP_2024B,0,2024-01-16
2020-06,DK,LU1,CP02,122.851,0.305,4.75,126.733,C10,98.832,120.335,201.679,144.365,5.151,131.997,prc_hicp_midx,2020,HICP_2023A,0,2025-06-08
2021-01,FR,CY125,CP01,122.646,1.581,9.389,124.951,C24,100.668,120.195,203.177,145.004,0.017,131.142,sts_inpp_m,2015,PPI_2025B,0,2024-05-09
2022-08,HU,BE6,CP12,123.561,0.531,7.167,121.196,C28,99.986,120.883,202.083,145.043,4.935,131.814,prc_ppi_m,2020,PPI_2024A,0,2024-07-12
2023-03,LV,LT86,CP11,124.651,0.577,3.108,124.564,E36,100.47,123.205,203.873,145.441,-0.842,132.902,prc_hicp_manr,2015,HICP_2025C,0,2024-10-18
2024-10,MT,SK661,CP10,124.345,-1.167,7.016,124.107,H49,101.843,123.145,204.979,145.099,5.597,133.257,prc_hicp_cow,2020,HICP_2024B,0,2025-07-06
2025-05,PT,ES18,CP09,124.861,-0.562,9.166,127.766,M69,102.486,122.091,73.966,146.479,8.761,132.657,prc_hicp_midx,2015,HICP_2023A,0,2025-10-12
2026-12,SI,DE74,CP08,125.608,-0.904,9.42,123.979,C20,101.906,124.396,74.687,146.179,-0.816,133.069,sts_inpp_m,2020,PPI_2025B,0,2025-03-31
2018-07,AT,EE606,CP07,126.18,-0.543,2.207,126.723,C27,102.914,124.286,77.448,146.631,9.085,132.914,prc_ppi_m,2015,PPI_2024A,0,2025-01-01
2019-02,HR,HU34,CP06,126.655,0.609,2.83,130.051,D35,103.948,127.298,76.874,146.724,2.789,133.898,prc_hicp_manr,2020,HICP_2025C,0,2026-01-17
2020-09,DK,NL59,CP05,126.359,1.37,10.823,130.768,F41,103.798,127.921,78.412,147.53,0.642,133.767,prc_hicp_cow,2015,HICP_2024B,0,2024-07-09
2021-04,FR,HR472,CP04,127.113,0.039,7.586,125.173,J61,104.719,127.998,78.795,147.96,1.585,134.504,prc_hicp_midx,2020,HICP_2023A,0,2025-02-19
2022-11,HU,SI2,CP03,128.147,-0.489,7.115,132.581,C10,105.74,128.51,78.704,148.367,5.64,135.362,sts_inpp_m,2015,PPI_2025B,0,2025-01-20
2023-06,LV,SE3,CP02,128.088,0.361,5.005,131.313,C24,106.311,130.678,80.471,148.603,1.701,134.781,prc_ppi_m,2020,PPI_2024A,0,2025-09-16
2024-01,MT,LT421,CP01,128.221,0.85,0.383,132.39,C28,105.537,129.235,79.463,148.598,7.024,134.761,prc_hicp_manr,2015,HICP_2025C,0,2024-04-12
2025-08,PT,DE867,CP12,129.146,-0.154,-2.4,127.249,E36,106.993,133.006,79.639,149.05,3.566,135.312,prc_hicp_cow,2020,HICP_2024B,0,2024-10-18
2026-03,SI,PT52,CP11,128.752,0.181,7.535,130.273,H49,106.941,134.803,81.139,149.914,3.494,136.686,prc_hicp_midx,2015,HICP_2023A,0,2025-01-12
2018-10,AT,FI495,CP10,128.917,0.445,1.056,132.535,M69,107.133,134.294,81.706,149.279,-0.729,136.082,sts_inpp_m,2020,PPI_2025B,0,2024-04-07
2019-05,HR,RO4,CP09,130.462,-0.872,4.959,132.296,C20,108.239,135.901,83.71,150.459,8.504,136.454,prc_ppi_m,2015,PPI_2024A,0,2024-04-26
2020-12,DK,PT34,CP08,129.525,0.132,3.005,128.154,C27,109.946,135.87,84.411,150.215,3.881,136.775,prc_hicp_manr,2020,HICP_2025C,0,2025-03-15
2021-07,FR,RO48,CP07,130.97,0.383,2.213,130.419,D35,109.152,135.523,84.797,150.473,0.784,137.104,prc_hicp_cow,2015,HICP_2024B,0,2025-01-29
2022-02,HU,AT520,CP06,130.825,-0.473,2.471,129.403,F41,111.095,135.572,83.436,151.401,1.27,136.852,prc_hicp_midx,2020,HICP_2023A,0,2025-09-18
2023-09,LV,FI70,CP05,131.12,0.022,5.071,134.328,J61,111.518,137.144,85.281,151.614,3.427,137.499,sts_inpp_m,2015,PPI_2025B,0,2025-02-13
2024-04,MT,BE1,CP04,131.271,1.2,10.971,129.857,C10,111.307,139.844,86.051,151.494,9.166,137.509,prc_ppi_m,2020,PPI_2024A,0,2026-02-08
2025-11,PT,AT75,CP03,131.8,-0.034,5.125,135.718,C24,112.583,140.911,88.164,152.379,2.374,137.78,prc_hicp_manr,2015,HICP_2025C,0,2024-09-01
2026-06,SI,EE80,CP02,131.897,0.856,7.241,134.193,C28,112.15,141.521,87.323,152.795,-0.851,138.558,prc_hicp_cow,2020,HICP_2024B,0,2024-04-16
2018-01,AT,BE26,CP01,133.379,0.414,2.474,132.955,E36,113.821,141.184,89.077,90.231,2.473,139.533,prc_hicp_midx,2015,HICP_2023A,0,2025-03-22
2019-08,HR,AT29,CP12,133.394,1.685,-2.35,138.221,H49,113.825,144.234,89.359,90.423,-0.343,138.704,sts_inpp_m,2020,PPI_2025B,0,2025-12-10
2020-03,DK,LV5,CP11,133.297,1.373,6.078,131.766,M69,114.205,144.337,89.641,90.786,8.476,139.414,prc_ppi_m,2015,PPI_2024A,1,2024-03-23
2021-10,FR,GR121,CP10,134.261,-1.072,7.518,131.767,C20,114.019,143.993,90.528,90.847,5.751,139.332,prc_hicp_manr,2020,HICP_2025C,0,2024-11-16
2022-05,HU,AT46,CP09,135.147,-0.185,4.627,133.365,C27,115.426,144.881,90.946,90.862,1.611,140.384,prc_hicp_cow,2015,HICP_2024B,0,2025-06-13
2023-12,LV,AT8,CP08,135.793,1.579,7.291,136.807,D35,116.117,146.887,92.486,91.332,6.189,140.063,prc_hicp_midx,2020,HICP_2023A,0,2024-10-08
2024-07,MT,GR216,CP07,134.795,0.564,9.441,134.966,F41,116.457,146.669,91.423,92.614,6.165,140.338,sts_inpp_m,2015,PPI_2025B,0,2025-07-06
2025-02,PT,PL361,CP06,136.069,1.605,4.696,138.702,J61,117.636,149.31,93.424,92.393,0.446,140.895,prc_ppi_m,2020,PPI_2024A,1,2024-07-14
2026-09,SI,CY681,CP05,135.954,-0.862,7.451,135.397,C10,116.61,150.057,92.584,92.544,4.368,140.948,prc_hicp_manr,2015,HICP_2025C,0,2025-09-30
2018-04,AT,ES3,CP04,137.213,-0.817,-0.502,135.658,C24,118.501,150.21,93.473,92.989,0.499,141.558,prc_hicp_cow,2020,HICP_2024B,0,2024-11-29
2019-11,HR,DE5,CP03,136.638,0.197,-1.982,133.917,C28,117.637,151.65,95.313,94.096,0.833,141.949,prc_hicp_midx,2015,HICP_2023A,0,2024-09-19
2020-06,DK,NL25,CP02,137.821,-1.031,10.839,137.022,E36,119.679,153.42,93.962,93.922,-0.186,142.276,sts_inpp_m,2020,PPI_2025B,0,2024-02-09
2021-01,FR,EE390,CP01,137.801,-0.96,4.989,141.449,H49,119.404,154.64,97.299,93.895,0.536,143.051,prc_ppi_m,2015,PPI_2024A,0,2026-01-23
2022-08,HU,SE7,CP12,137.461,0.144,1.172,136.245,M69,120.632,153.163,96.235,94.933,-0.352,143.347,prc_hicp_manr,2020,HICP_2025C,0,2024-03-12
2023-03,LV,DE7,CP11,139.071,-1.12,3.355,144.263,C20,120.172,154.241,97.322,95.231,9.037,143.711,prc_hicp_cow,2015,HICP_2024B,0,2024-05-22
2024-10,MT,FI12,CP10,139.52,-0.488,-0.464,144.37,C27,121.32,155.211,98.107,95.181,2.273,142.808,prc_hicp_midx,2020,HICP_2023A,0,2025-08-09
2025-05,PT,IT590,CP09,139.609,-0.401,4.647,141.852,D35,122.241,157.649,98.524,95.808,1.636,143.863,sts_inpp_m,2015,PPI_2025B,0,2024-06-16
2026-12,SI,BE92,CP08,140.217,-0.071,9.453,144.636,F41,121.582,159.258,99.313,96.497,2.051,143.511,prc_ppi_m,2020,PPI_2024A,0,2025-02-17
2018-07,AT,ES9,CP07,140.465,0.572,5.04,138.646,J61,123.544,158.024,99.876,96.458,0.533,144.54,prc_hicp_manr,2015,HICP_2025C,0,2025-09-12
2019-02,HR,EE2,CP06,140.247,0.626,9.741,143.408,C10,123.785,157.764,99.597,96.384,-0.85,144.264,prc_hicp_cow,2020,HICP_2024B,0,2025-07-10
2020-09,DK,LT6,CP05,140.43,-0.572,3.014,142.915,C24,123.282,160.947,101.956,97.015,1.566,145.459,prc_hicp_midx,2015,HICP_2023A,0,2026-01-22
2021-04,FR,BE37,CP04,141.705,0.37,3.865,144.309,C28,124.359,160.212,102.268,97.291,5.361,145.419,sts_inpp_m,2020,PPI_2025B,0,2025-08-06
2022-11,HU,BE9,CP03,141.852,1.583,-1.741,146.312,E36,125.651,163.317,101.442,97.717,4.376,145.884,prc_ppi_m,2015,PPI_2024A,0,2024-04-12
2023-06,LV,CZ6,CP02,142.637,0.504,6.205,147.379,H49,125.624,164.401,103.971,98.564,2.135,145.292,prc_hicp_manr,2020,HICP_2025C,0,2024-10-17
2024-01,MT,PT6,CP01,143.232,0.968,0.702,142.289,M69,126.677,164.336,102.824,98.634,2.795,146.53,prc_hicp_cow,2015,HICP_2024B,0,2024-05-16
2025-08,PT,SE1,CP12,142.771,0.924,9.791,140.513,C20,126.78,164.723,103.626,98.975,2.756,146.414,prc_hicp_midx,2020,HICP_2023A,0,2024-03-09
2026-03,SI,GR360,CP11,144.066,-0.407,6.468,143.207,C27,126.982,165.497,106.105,98.946,8.061,146.133,sts_inpp_m,2015,PPI_2025B,0,2025-07-07
2018-10,AT,DE29,CP10,143.189,0.372,9.018,143.683,D35,128.789,166.932,106.725,100.034,8.334,146.846,prc_ppi_m,2020,PPI_2024A,0,2024-10-28
2019-05,HR,AT12,CP09,143.528,0.38,0.935,143.822,F41,128.782,168.093,107.3,99.411,2.457,147.744,prc_hicp_manr,2015,HICP_2025C,0,2024-03-14
2020-12,DK,GR5,CP08,144.252,-0.662,-0.839,149.181,J61,129.399,166.611,107.87,100.635,4.238,148.047,prc_hicp_cow,2020,HICP_2024B,0,2025-04-08
2021-07,FR,SI75,CP07,144.783,-0.746,10.365,150.278,C10,129.066,167.209,107.027,100.677,2.041,147.808,prc_hicp_midx,2015,HICP_2023A,0,2024-07-07
2022-02,HU,AT7,CP06,145.25,1.547,4.793,149.754,C24,129.397,169.779,107.944,100.38,8.02,148.876,sts_inpp_m,2020,PPI_2025B,0,2025-11-12
2023-09,LV,BE22,CP05,145.925,0.84,10.733,144.358,C28,130.466,169.74,109.627,100.897,4.231,148.75,prc_ppi_m,2015,PPI_2024A,0,2024-12-01
2024-04,MT,BG2,CP04,146.878,1.562,6.52,150.096,E36,130.595,173.478,110.106,101.873,4.331,149.503,prc_hicp_manr,2020,HICP_2025C,0,2024-06-19
2025-11,PT,HU36,CP03,146.22,0.456,1.024,147.128,H49,131.701,173.755,108.814,101.625,6.854,149.628,prc_hicp_cow,2015,HICP_2024B,0,2024-11-26
2026-06,SI,CZ981,CP02,146.415,0.689,2.061,145.116,M69,132.323,171.577,112.171,102.411,-0.531,150.034,prc_hicp_midx,2020,HICP_2023A,0,2024-08-20
2018-01,AT,SE632,CP01,146.923,-0.536,7.214,151.342,C20,133.482,173.095,110.231,102.882,5.912,149.226,sts_inpp_m,2015,PPI_2025B,0,2026-01-02
2019-08,HR,HU9,CP12,147.158,0.535,1.762,144.848,C27,133.101,175.143,110.793,103.2,0.465,150.143,prc_ppi_m,2020,PPI_2024A,0,2024-06-25
2020-03,DK,PT33,CP11,147.88,-0.753,-0.143,151.652,D35,133.124,177.494,112.345,102.832,2.488,149.995,prc_hicp_manr,2015,HICP_2025C,0,2024-08-03
2021-10,FR,SI90,CP10,148.756,-1.015,2.661,145.892,F41,134.723,177.166,112.53,103.881,5.849,150.82,prc_hicp_cow,2020,HICP_2024B,0,2025-05-18
2022-05,HU,BE655,CP09,148.33,1.097,4.445,153.734,J61,134.128,177.12,112.534,103.848,2.786,151.576,prc_hicp_midx,2015,HICP_2023A,0,2024-10-27
2023-12,LV,GR345,CP08,148.749,1.17,-1.028,152.251,C10,136.464,179.542,115.128,104.849,3.453,151.443,sts_inpp_m,2020,PPI_2025B,0,2024-04-06
2024-07,MT,CZ45,CP07,149.428,-0.094,-2.26,148.233,C24,135.128,177.954,113.827,104.254,5.05,151.097,prc_ppi_m,2015,PPI_2024A,0,2024-02-07
2025-02,PT,GR4,CP06,150.691,-0.642,8.929,155.989,C28,137.201,178.732,115.355,105.164,7.442,151.344,prc_hicp_manr,2020,HICP_2025C,0,2024-08-20
2026-09,SI,LT75,CP05,149.957,-0.853,-1.664,150.509,E36,137.538,182.537,117.186,105.0,2.327,152.654,prc_hicp_cow,2015,HICP_2024B,0,2024-12-27
2018-04,AT,ES64,CP04,151.363,-0.898,-0.821,151.326,H49,137.127,181.295,115.908,105.474,9.075,152.605,prc_hicp_midx,2020,HICP_2023A,0,2025-01-18
2019-11,HR,LU5,CP03,151.035,-0.261,9.821,149.062,M69,138.392,182.82,117.661,106.59,7.822,152.237,sts_inpp_m,2015,PPI_2025B,0,2024-06-19
2020-06,DK,IT6,CP02,152.288,-1.017,1.286,155.672,C20,138.891,183.077,117.99,106.484,5.571,153.133,prc_ppi_m,2020,PPI_2024A,0,2025-07-24
2021-01,FR,SI38,CP01,152.437,-0.08,-0.588,153.792,C27,138.878,186.902,119.393,107.168,5.033,153.816,prc_hicp_manr,2015,HICP_2025C,0,2024-10-28
2022-08,HU,IT49,CP12,152.399,1.388,-0.92,151.686,D35,140.148,187.204,118.423,106.594,7.584,153.637,prc_hicp_cow,2020,HICP_2024B,0,2024-04-25
2023-03,LV,BE4,CP11,153.105,0.964,8.283,150.888,F41,140.324,187.169,121.884,107.588,4.479,153.57,prc_hicp_midx,2015,HICP_2023A,0,2024-09-05
2024-10,MT,SK19,CP10,153.104,-0.112,9.627,152.823,J61,141.916,188.831,121.069,107.343,4.083,153.882,sts_inpp_m,2020,PPI_2025B,0,2025-11-27
2025-05,PT,SK2,CP09,153.159,0.382,5.245,158.11,C10,142.339,190.209,121.521,108.694,2.248,155.16,prc_ppi_m,2015,PPI_2024A,0,2024-09-21
2026-12,SI,CY430,CP08,153.961,-0.335,10.018,153.082,C24,142.283,189.89,121.114,108.528,5.829,154.653,prc_hicp_manr,2020,HICP_2025C,0,2025-03-25
2018-07,AT,PL3,CP07,154.592,1.17,0.66,159.498,C28,142.705,189.248,123.374,109.305,0.117,154.667,prc_hicp_cow,2015,HICP_2024B,1,2024-02-27
2019-02,HR,AT657,CP06,155.75,0.974,6.287,154.987,E36,144.053,193.29,122.701,109.101,0.712,156.006,prc_hicp_midx,2020,HICP_2023A,0,2025-08-05
2020-09,DK,CZ66,CP05,155.102,-0.631,2.574,152.804,H49,143.634,193.478,125.427,109.474,0.509,156.001,sts_inpp_m,2015,PPI_2025B,0,2025-11-26
2021-04,FR,IT130,CP04,155.303,-0.714,8.659,155.605,M69,144.023,191.677,124.219,109.443,6.951,155.509,prc_ppi_m,2020,PPI_2024A,0,2025-03-03
2022-11,HU,BE74,CP03,155.512,-0.68,8.54,156.143,C20,144.008,192.42,125.52,109.723,7.661,155.955,prc_hicp_manr,2015,HICP_2025C,0,2025-01-30
2023-06,LV,NL1,CP02,157.165,1.213,10.326,160.743,C27,144.92,194.329,126.162,110.18,8.856,156.591,prc_hicp_cow,2020,HICP_2024B,0,2024-12-11
2024-01,MT,BG987,CP01,157.562,-0.122,5.1,160.212,D35,146.784,195.016,126.535,111.508,3.499,84.666,prc_hicp_midx,2015,HICP_2023A,0,2025-03-21
2025-08,PT,FI52,CP12,156.7,-0.029,9.763,161.074,F41,147.132,198.254,127.651,111.711,-0.264,84.763,sts_inpp_m,2020,PPI_2025B,0,2024-03-29
2026-03,SI,SK612,CP11,157.391,0.612,5.256,163.216,J61,146.329,197.621,129.149,111.416,1.087,86.003,prc_ppi_m,2015,PPI_2024A,0,2025-04-11
2018-10,AT,RO575,CP10,157.469,-0.092,0.984,155.763,C10,147.286,197.252,129.998,111.596,5.289,85.486,prc_hicp_manr,2020,HICP_2025C,0,2024-01-02
2019-05,HR,NL5,CP09,158.824,1.177,6.377,164.171,C24,147.92,198.611,130.434,112.967,1.118,86.626,prc_hicp_cow,2015,HICP_2024B,0,2025-02-07
2020-12,DK,BE65,CP08,159.368,1.185,6.97,161.106,C28,149.661,200.142,130.698,112.151,3.404,86.628,prc_hicp_midx,2020,HICP_2023A,0,2025-11-01
2021-07,FR,MT126,CP07,159.763,1.05,7.083,164.572,E36,150.254,200.625,130.531,113.092,1.476,86.777,sts_inpp_m,2015,PPI_2025B,0,2024-08-01
2022-02,HU,IT1,CP06,159.896,0.424,3.006,161.898,H49,150.064,203.461,130.849,113.485,1.804,86.605,prc_ppi_m,2020,PPI_2024A,0,2025-11-27
2023-09,LV,HR25,CP05,159.843,1.514,0.529,158.135,M69,150.058,202.84,131.504,114.326,2.601,86.756,prc_hicp_manr,2015,HICP_2025C,0,2026-01-22
2024-04,MT,GR23,CP04,160.415,1.376,0.068,166.182,C20,151.227,203.819,132.479,113.948,0.653,87.326,prc_hicp_cow,2020,HICP_2024B,0,2025-06-06
2025-11,PT,ES2,CP03,161.271,-0.215,3.403,163.903,C27,151.556,205.003,132.374,114.506,0.967,88.378,prc_hicp_midx,2015,HICP_2023A,0,2024-06-18
2026-06,SI,PL541,CP02,161.121,-1.185,9.572,165.42,D35,152.805,205.535,133.597,114.375,6.059,88.629,sts_inpp_m,2020,PPI_2025B,0,2025-08-16
2018-01,AT,DE52,CP01,161.211,-1.014,-0.728,159.084,F41,151.753,208.417,134.449,115.307,8.846,88.488,prc_ppi_m,2015,PPI_2024A,0,2025-02-05
2019-08,HR,LU181,CP12,161.724,-0.162,8.25,162.817,J61,153.256,208.463,134.387,115.708,-0.97,88.295,prc_hicp_manr,2020,HICP_2025C,0,2024-05-12
2020-03,DK,HR552,CP11,162.807,-0.563,5.26,166.579,C10,153.857,207.936,136.051,115.451,3.627,89.518,prc_hicp_cow,2015,HICP_2024B,0,2024-12-06
2021-10,FR,DK23,CP10,162.59,0.098,7.988,168.464,C24,153.82,208.138,136.956,115.99,7.908,89.256,prc_hicp_midx,2020,HICP_2023A,0,2026-02-17
2022-05,HU,FR137,CP09,162.875,-1.003,4.218,165.727,C28,154.704,212.14,138.559,116.246,5.44,90.064,sts_inpp_m,2015,PPI_2025B,1,2024-03-13
2023-12,LV,CZ988,CP08,164.426,0.669,-0.165,163.237,E36,154.596,210.833,137.931,116.569,8.125,90.221,prc_ppi_m,2020,PPI_2024A,0,2025-08-13
2024-07,MT,NL689,CP07,164.511,0.66,0.853,161.627,H49,155.104,212.351,137.779,117.04,5.356,90.617,prc_hicp_manr,2015,HICP_2025C,0,2025-07-11
2025-02,PT,SK31,CP06,164.291,1.639,-0.405,165.622,M69,156.996,213.56,140.762,117.47,-0.213,90.706,prc_hicp_cow,2020,HICP_2024B,0,2024-06-03
2026-09,SI,SE83,CP05,165.402,1.27,2.943,170.633,C20,157.296,212.338,139.761,117.799,6.597,91.174,prc_hicp_midx,2015,HICP_2023A,0,2024-03-13
2018-04,AT,MT1,CP04,165.12,0.544,-1.864,170.857,C27,158.47,215.975,139.483,118.675,6.362,91.651,sts_inpp_m,2020,PPI_2025B,0,2025-01-15
2019-11,HR,IE253,CP03,166.039,1.106,3.555,166.979,D35,158.293,215.676,141.901,119.205,6.324,91.19,prc_ppi_m,2015,PPI_2024A,0,2025-10-19
2020-06,DK,FR11,CP02,165.419,-0.427,-0.077,162.831,F41,159.337,217.328,141.13,118.569,4.64,92.585,prc_hicp_manr,2020,HICP_2025C,0,2024-02-27
2021-01,FR,CZ439,CP01,166.171,-1.099,4.987,172.369,J61,160.071,215.606,143.426,119.457,1.523,92.881,prc_hicp_cow,2015,HICP_2024B,0,2026-01-17
2022-08,HU,DE690,CP12,167.003,-0.795,9.372,171.129,C10,160.393,218.248,144.123,119.611,8.286,92.82,prc_hicp_midx,2020,HICP_2023A,0,2026-01-30
2023-03,LV,GR757,CP11,167.3,1.54,10.917,166.045,C24,159.357,219.996,143.736,120.572,7.697,93.047,sts_inpp_m,2015,PPI_2025B,0,2025-01-31
2024-10,MT,PT613,CP10,167.943,1.501,9.819,168.981,C28,161.797,221.892,143.644,119.956,9.13,93.463,prc_ppi_m,2020,PPI_2024A,0,2024-10-29
2025-05,PT,DE9,CP09,167.831,0.802,7.524,172.682,E36,162.218,220.15,143.703,121.308,6.394,93.8,prc_hicp_manr,2015,HICP_2025C,0,2024-09-15
2026-12,SI,HR28,CP08,167.801,-0.456,6.766,167.853,H49,161.378,224.084,146.67,120.817,0.115,93.106,prc_hicp_cow,2020,HICP_2024B,0,2025-04-27
2018-07,AT,AT43,CP07,168.659,0.542,-2.386,167.581,M69,163.013,223.791,145.538,121.685,5.727,93.583,prc_hicp_midx,2015,HICP_2023A,0,2025-08-14
2019-02,HR,HU62,CP06,168.629,1.305,3.6,173.24,C20,163.149,222.772,146.328,121.325,7.858,94.853,sts_inpp_m,2020,PPI_2025B,1,2024-02-22
2020-09,DK,IE77,CP05,169.183,-0.421,4.946,170.512,C27,164.418,225.37,148.706,122.264,4.965,94.145,prc_ppi_m,2015,PPI_2024A,0,2024-07-28
2021-04,FR,RO696,CP04,170.804,-0.072,7.224,175.573,D35,164.017,226.312,148.083,122.11,5.661,95.313,prc_hicp_manr,2020,HICP_2025C,0,2025-01-21
2022-11,HU,GR93,CP03,170.359,1.196,9.669,175.588,F41,164.26,225.078,149.784,122.749,5.66,95.167,prc_hicp_cow,2015,HICP_2024B,1,2024-01-18
2023-06,LV,EE803,CP02,170.89,-0.928,7.301,172.938,J61,165.249,228.322,150.287,123.478,6.963,95.664,prc_hicp_midx,2020,HICP_2023A,0,2024-11-21
2024-01,MT,DK562,CP01,170.694,0.487,8.691,167.803,C10,166.243,229.12,149.583,123.845,8.521,95.301,sts_inpp_m,2015,PPI_2025B,0,2025-05-10
2025-08,PT,FI93,CP12,171.314,-0.278,7.995,168.894,C24,166.945,230.278,150.202,123.838,6.972,96.759,prc_ppi_m,2020,PPI_2024A,0,2024-06-13
2026-03,SI,PT7,CP11,172.123,0.713,5.84,168.815,C28,167.482,229.233,150.254,124.069,3.325,96.619,prc_hicp_manr,2015,HICP_2025C,0,2025-02-09
2018-10,AT,BE95,CP10,171.931,-0.469,7.554,177.178,E36,168.013,231.987,153.356,124.675,0.904,96.487,prc_hicp_cow,2020,HICP_2024B,0,2025-08-16
2019-05,HR,AT88,CP09,173.465,-0.97,2.853,171.291,H49,168.392,233.11,152.401,124.904,1.371,97.209,prc_hicp_midx,2015,HICP_2023A,0,2025-06-29
2020-12,DK,AT351,CP08,172.663,-0.902,2.63,172.513,M69,168.281,233.625,152.67,124.828,-0.405,97.51,sts_inpp_m,2020,PPI_2025B,0,2024-09-10
2021-07,FR,SI36,CP07,173.47,-1.132,5.826,171.807,C20,168.54,232.109,155.744,125.207,6.913,97.236,prc_ppi_m,2015,PPI_2024A,0,2025-08-17
2022-02,HU,LV671,CP06,174.399,-0.761,7.278,179.906,C27,169.924,233.898,154.667,125.803,4.349,97.986,prc_hicp_manr,2020,HICP_2025C,0,2025-12-15
2023-09,LV,LT59,CP05,174.436,1.568,9.962,179.982,D35,169.928,233.974,156.155,126.21,6.746,98.233,prc_hicp_cow,2015,HICP_2024B,1,2025-06-29
2024-04,MT,LV21,CP04,174.291,-0.281,10.394,172.18,F41,171.098,235.594,157.068,126.5,0.249,98.942,prc_hicp_midx,2020,HICP_2023A,0,2025-11-04
2025-11,PT,BG774,CP03,174.612,-0.522,10.831,175.046,J61,170.862,235.986,156.494,127.319,0.382,98.347,sts_inpp_m,2015,PPI_2025B,0,2025-09-14
2026-06,SI,AT243,CP02,176.537,1.489,6.949,178.829,C10,171.163,239.088,158.957,127.895,7.768,98.508,prc_ppi_m,2020,PPI_2024A,0,2024-05-17
2018-01,AT,SK30,CP01,176.882,-1.09,-1.063,176.759,C24,171.761,238.964,158.165,128.02,4.272,98.762,prc_hicp_manr,2015,HICP_2025C,1,2025-02-18
2019-08,HR,IE72,CP12,176.823,1.22,-1.103,182.859,C28,172.617,238.708,159.219,128.011,4.089,99.972,prc_hicp_cow,2020,HICP_2024B,0,2024-10-15
2020-03,DK,HU54,CP11,176.707,1.518,6.826,178.558,E36,173.898,242.15,160.476,128.66,6.017,100.146,prc_hicp_midx,2015,HICP_2023A,0,2025-07-02
2021-10,FR,EE67,CP10,177.153,-0.377,4.206,174.407,H49,173.091,241.12,159.128,128.64,7.262,99.664,sts_inpp_m,2020,PPI_2025B,0,2024-10-18
2022-05,HU,SK624,CP09,177.63,-0.569,9.778,177.218,M69,174.612,243.553,162.197,128.847,3.097,100.722,prc_ppi_m,2015,PPI_2024A,0,2025-02-26
2023-12,LV,CZ493,CP08,178.57,0.736,1.757,183.206,C20,174.75,244.453,161.142,129.093,6.611,101.334,prc_hicp_manr,2020,HICP_2025C,0,2025-02-11
2024-07,MT,CY956,CP07,178.139,1.348,6.4,183.304,C27,176.264,245.475,161.472,130.047,6.607,100.51,prc_hicp_cow,2015,HICP_2024B,0,2024-12-19
2025-02,PT,BG362,CP06,178.794,0.013,8.843,177.928,D35,177.085,245.929,161.573,129.928,7.73,100.813,prc_hicp_midx,2020,HICP_2023A,0,2025-01-21
2026-09,SI,NL90,CP05,179.003,0.612,9.75,186.134,F41,176.868,244.872,161.957,130.111,2.716,101.733,sts_inpp_m,2015,PPI_2025B,0,2025-04-14
2018-04,AT,ES52,CP04,180.155,1.599,3.34,185.541,J61,178.262,245.54,163.498,130.351,0.637,102.415,prc_ppi_m,2020,PPI_2024A,1,2025-02-05
2019-11,HR,CY633,CP03,180.767,-0.236,2.095,181.003,C10,177.188,248.315,163.803,131.697,-0.245,102.135,prc_hicp_manr,2015,HICP_2025C,0,2024-07-13
2020-06,DK,RO71,CP02,180.04,1.581,3.074,182.14,C24,179.193,248.796,165.755,132.23,2.817,103.308,prc_hicp_cow,2020,HICP_2024B,1,2025-04-07
2021-01,FR,IT468,CP01,181.441,-0.131,0.292,182.943,C28,179.768,248.613,164.614,132.247,2.975,102.997,prc_hicp_midx,2015,HICP_2023A,0,2024-03-15
2022-08,HU,RO732,CP12,182.121,-1.135,-0.427,180.727,E36,178.994,250.915,165.789,132.152,5.32,103.933,sts_inpp_m,2020,PPI_2025B,0,2025-03-01
