house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_usd,house_rent_effective_rent_usd,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_usd,house_rent_application_fee_usd,house_rent_security_deposit_usd,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2137-11,BLDG0000001535,1,1302.3,1054.57,6,14.7,12,3.43,0.478,1,82,147,2316,6.45,0,80_AMI,663,0,41.82
2137-12,BLDG0000001536,4,1894.67,1588.6,10,3.28,12,4.3,0.284,0,573,38,2024,4.05,1,100_AMI,206,1,69.06
2138-01,BLDG0000001537,3,4821.68,4646.25,0,17.45,6,4.24,0.401,0,152,11,2321,2.85,0,120_AMI,5566,0,32.72
2138-02,BLDG0000001538,2,3856.16,3780.05,6,8.1,12,2.25,0.437,1,503,15,4149,0.36,0,120_AMI,149,0,79.75
2138-03,BLDG0000001539,2,4952.22,4646.84,7,4.21,15,3.89,0.453,0,490,74,194,1.56,1,50_AMI,2204,1,12.68
2138-04,BLDG0000001540,3,3968.29,3787.79,6,5.52,12,2.16,0.415,0,395,85,1156,8.62,0,60_AMI,5265,1,35.29
2138-05,BLDG0000001541,3,2542.25,2210.63,5,11.16,24,2.5,0.407,0,438,45,4573,8.67,1,100_AMI,3513,0,58.15
2138-06,BLDG0000001542,4,4729.64,4717.33,3,19.43,6,2.92,0.316,0,263,59,5222,5.91,0,30_AMI,6938,1,93.0
2138-07,BLDG0000001543,3,3592.11,3319.24,11,13.27,12,2.56,0.43,0,179,50,3005,6.85,0,50_AMI,4963,0,30.37
2138-08,BLDG0000001544,2,2044.08,1924.8,5,2.5,12,2.07,0.486,1,202,29,5343,5.96,0,MARKET,4092,0,75.96
2138-09,BLDG0000001545,2,4849.26,4558.8,1,6.09,12,3.39,0.319,0,220,69,2066,6.45,1,MARKET,344,0,14.71
2138-10,BLDG0000001546,0,4652.13,4387.84,6,14.93,12,4.24,0.346,0,643,8,211,8.05,0,30_AMI,4712,0,59.16
2138-11,BLDG0000001547,1,1957.09,1705.53,9,21.13,18,4.28,0.396,1,103,142,1760,0.31,1,80_AMI,275,0,72.76
2138-12,BLDG0000001548,1,3887.94,3887.11,6,15.33,12,3.11,0.432,1,364,97,2706,7.23,0,MARKET,4935,0,75.37
2139-01,BLDG0000001549,2,2694.35,2390.4,7,0.8,15,3.21,0.481,0,285,141,3687,1.42,1,30_AMI,7261,0,43.63
2139-02,BLDG0000001550,1,1935.91,1754.87,2,15.18,24,2.97,0.53,0,135,54,5287,2.15,0,100_AMI,4132,1,62.22
2139-03,BLDG0000001551,1,2821.11,2722.46,0,13.48,24,2.32,0.222,1,494,131,1827,0.59,0,50_AMI,4111,0,34.4
2139-04,BLDG0000001552,3,2757.6,2691.29,5,4.06,12,3.69,0.504,0,739,66,5988,1.28,0,50_AMI,5786,0,11.74
2139-05,BLDG0000001553,0,1734.78,1548.78,0,15.77,15,3.8,0.333,1,342,41,5522,4.91,0,MARKET,6740,1,78.47
2139-06,BLDG0000001554,2,3160.78,2916.39,11,19.41,15,2.63,0.365,0,344,25,4418,5.94,0,30_AMI,2516,0,40.79
2139-07,BLDG0000001555,0,2463.66,2331.37,2,4.0,15,4.14,0.328,1,129,64,566,7.08,1,MARKET,2682,0,66.59
2139-08,BLDG0000001556,1,2314.31,2069.07,3,17.29,12,3.56,0.485,1,288,139,2624,4.74,0,60_AMI,2688,0,89.26
2139-09,BLDG0000001557,3,832.25,542.29,10,2.1,18,2.1,0.499,1,323,117,1546,6.93,1,60_AMI,5034,0,42.93
2139-10,BLDG0000001558,3,3448.95,3429.87,0,12.07,12,4.43,0.472,0,219,9,4222,2.55,0,50_AMI,6228,0,56.58
2139-11,BLDG0000001559,0,3793.89,3774.3,0,8.71,15,2.01,0.431,0,116,29,36,3.14,1,100_AMI,1331,0,13.62
2139-12,BLDG0000001560,2,2630.64,2593.98,11,11.22,12,2.24,0.282,0,761,1,1529,4.99,0,MARKET,3080,0,30.16
2140-01,BLDG0000001561,1,3554.14,3282.77,5,15.58,6,3.17,0.337,0,89,150,4885,4.84,0,50_AMI,4675,1,70.03
2140-02,BLDG0000001562,2,5140.09,5133.51,10,13.21,24,2.55,0.311,1,109,31,4780,0.21,0,120_AMI,6491,0,36.4
2140-03,BLDG0000001563,2,2940.11,2886.82,1,21.73,15,2.13,0.361,0,324,116,5211,5.95,0,30_AMI,379,1,59.4
2140-04,BLDG0000001564,1,1844.54,1698.19,4,16.0,12,3.13,0.323,1,780,146,4856,1.45,0,MARKET,548,1,20.97
2140-05,BLDG0000001565,4,3855.93,3561.92,3,12.93,12,3.59,0.507,0,269,55,4371,0.96,0,80_AMI,4022,0,74.26
2140-06,BLDG0000001566,2,4616.69,4319.56,8,10.87,12,4.43,0.248,0,279,111,5765,5.76,1,120_AMI,7151,0,56.24
2140-07,BLDG0000001567,4,2334.85,2185.45,11,14.7,9,3.37,0.446,1,771,3,253,0.04,0,120_AMI,7842,1,41.65
2140-08,BLDG0000001568,1,1554.99,1241.98,2,16.5,15,2.09,0.298,1,562,28,854,8.47,1,100_AMI,4701,0,82.0
2140-09,BLDG0000001569,2,3056.26,2843.43,4,3.65,15,2.95,0.506,0,126,15,4767,4.6,0,100_AMI,480,0,10.94
2140-10,BLDG0000001570,2,1708.13,1455.26,4,9.53,15,3.64,0.25,1,510,102,517,0.89,0,60_AMI,3422,0,33.71
2140-11,BLDG0000001571,1,827.25,619.87,4,17.52,12,2.57,0.2,1,696,145,789,0.11,1,50_AMI,3947,0,93.01
2140-12,BLDG0000001572,3,1517.45,1180.05,2,0.15,12,3.55,0.491,0,15,119,4948,2.65,0,120_AMI,2871,0,10.37
2141-01,BLDG0000001573,1,2580.04,2259.22,12,6.66,15,2.45,0.521,1,431,53,2788,1.12,0,MARKET,5473,0,53.03
2141-02,BLDG0000001574,2,2996.89,2944.75,7,21.36,18,2.81,0.381,1,122,62,2343,8.52,0,MARKET,1083,0,81.23
2141-03,BLDG0000001575,2,2824.0,2811.25,1,7.53,12,4.07,0.448,0,85,146,3098,8.95,1,100_AMI,3774,1,13.61
2141-04,BLDG0000001576,1,2157.64,2067.25,2,9.29,15,3.5,0.523,0,259,10,3692,6.78,0,MARKET,832,1,77.93
2141-05,BLDG0000001577,1,1188.48,870.12,5,19.68,12,3.08,0.5,0,269,129,3813,5.63,0,50_AMI,5513,1,35.32
2141-06,BLDG0000001578,1,3705.43,3692.4,10,12.78,12,2.3,0.431,0,177,46,5714,7.73,0,80_AMI,6724,0,29.96
2141-07,BLDG0000001579,0,2647.27,2639.55,4,2.83,18,2.45,0.447,0,580,7,5314,6.36,0,80_AMI,6393,1,42.86
2141-08,BLDG0000001580,4,4942.44,4750.26,5,9.96,15,3.25,0.292,1,629,138,2294,3.2,0,120_AMI,3492,0,10.96
2141-09,BLDG0000001581,2,1419.71,1073.06,9,2.02,12,3.07,0.406,0,51,58,4819,0.46,0,50_AMI,49,0,33.5
2141-10,BLDG0000001582,1,3517.55,3177.94,0,9.92,12,3.06,0.39,0,382,4,2270,3.12,1,60_AMI,7281,1,17.66
2141-11,BLDG0000001583,3,4842.17,4600.86,7,6.96,12,2.82,0.471,0,344,70,5560,4.92,0,80_AMI,2098,0,72.35
2141-12,BLDG0000001584,4,914.6,593.07,11,18.44,12,3.95,0.529,0,343,50,973,1.16,0,100_AMI,5687,0,26.19
2142-01,BLDG0000001585,2,1006.64,701.06,6,1.35,9,2.4,0.51,0,487,7,4415,5.31,0,60_AMI,2209,0,62.01
2142-02,BLDG0000001586,4,4663.83,4374.89,2,8.42,15,2.25,0.32,0,469,64,5855,0.32,0,30_AMI,7557,0,79.28
2142-03,BLDG0000001587,3,3024.28,2794.55,0,15.57,12,3.76,0.244,1,611,16,3475,1.08,0,100_AMI,2406,0,46.49
2142-04,BLDG0000001588,4,1169.54,1163.48,11,3.01,12,2.84,0.269,0,771,1,1540,0.25,0,120_AMI,4618,1,56.35
2142-05,BLDG0000001589,3,1837.17,1522.66,9,1.86,12,3.22,0.25,0,145,2,2453,7.1,1,50_AMI,3073,0,94.07
2142-06,BLDG0000001590,1,3002.42,2724.08,0,0.88,12,4.16,0.313,0,209,96,3576,2.22,0,30_AMI,6996,1,89.53
2142-07,BLDG0000001591,2,4967.52,4823.93,0,11.73,12,2.61,0.279,1,491,63,5447,3.36,0,30_AMI,70,0,57.79
2142-08,BLDG0000001592,1,3083.86,2906.67,3,8.3,15,2.85,0.371,1,151,21,3532,5.06,0,60_AMI,5342,0,31.25
2142-09,BLDG0000001593,0,2494.68,2493.21,2,12.6,12,2.99,0.223,1,328,68,951,7.7,0,30_AMI,1523,1,73.54
2142-10,BLDG0000001594,1,4331.01,4096.13,12,19.92,6,3.93,0.296,1,793,88,2929,0.1,0,80_AMI,2019,1,70.25
2142-11,BLDG0000001595,3,2604.5,2350.53,1,13.18,12,3.77,0.457,1,23,79,9,1.11,0,120_AMI,4700,0,37.67
2142-12,BLDG0000001596,1,5056.19,4729.71,1,15.47,12,4.46,0.385,0,428,142,133,6.49,0,60_AMI,5483,0,66.61
2143-01,BLDG0000001597,1,4365.22,4363.87,8,11.94,12,3.46,0.494,1,665,73,5247,8.09,0,80_AMI,396,0,45.57
2143-02,BLDG0000001598,1,3729.15,3428.48,12,5.85,12,3.23,0.527,1,769,2,4748,7.97,0,50_AMI,637,0,60.6
2143-03,BLDG0000001599,1,2248.59,1976.9,3,8.6,12,2.36,0.391,0,10,45,269,3.99,1,80_AMI,5041,1,11.19
2143-04,BLDG0000001600,3,4704.4,4427.8,11,20.97,6,3.86,0.435,0,31,136,3793,1.57,0,30_AMI,5354,0,74.76
2143-05,BLDG0000001601,1,2109.69,1791.07,6,20.68,12,2.86,0.447,0,206,124,5988,5.05,0,100_AMI,7511,0,34.45
2143-06,BLDG0000001602,2,1300.62,1291.41,6,9.43,12,2.09,0.463,1,472,31,492,7.94,0,80_AMI,5437,1,67.45
2143-07,BLDG0000001603,4,5192.34,5004.34,0,12.0,12,2.24,0.188,0,106,28,3424,1.7,0,60_AMI,6032,0,12.03
2143-08,BLDG0000001604,3,2593.5,2571.46,5,6.41,9,3.92,0.365,0,680,97,3605,8.69,0,120_AMI,2594,1,51.2
2143-09,BLDG0000001605,2,4035.01,3939.64,11,6.39,12,3.6,0.517,1,759,83,1009,3.25,1,80_AMI,2087,1,10.97
2143-10,BLDG0000001606,4,1891.59,1797.02,3,14.65,12,2.79,0.506,1,628,121,2521,4.48,0,30_AMI,3227,0,83.21
2143-11,BLDG0000001607,1,3251.36,3021.94,10,16.45,12,2.69,0.485,0,417,143,3832,7.69,0,120_AMI,6034,1,43.52
2143-12,BLDG0000001608,3,982.81,977.77,5,10.27,12,2.46,0.226,0,752,40,5188,5.85,0,30_AMI,5883,0,18.92
2144-01,BLDG0000001609,1,3520.48,3465.26,3,8.74,12,2.48,0.547,1,546,12,1569,2.79,0,50_AMI,6519,0,57.58
2144-02,BLDG0000001610,2,1161.62,1023.5,10,13.04,12,4.26,0.361,0,655,4,4024,1.28,0,100_AMI,2741,0,69.57
2144-03,BLDG0000001611,1,756.47,608.34,4,18.1,15,3.72,0.361,1,336,101,2222,5.59,0,30_AMI,4989,0,93.29
2144-04,BLDG0000001612,3,782.91,598.07,6,21.78,12,3.09,0.398,0,45,4,195,6.6,0,MARKET,5391,1,90.2
2144-05,BLDG0000001613,1,3011.91,2751.48,5,5.45,15,2.58,0.474,1,78,86,684,0.03,0,MARKET,7385,0,87.8
2144-06,BLDG0000001614,2,2162.06,2028.15,5,17.3,6,3.49,0.373,1,129,141,4346,2.7,1,120_AMI,696,0,26.95
2144-07,BLDG0000001615,3,1091.11,965.66,4,21.94,18,3.04,0.545,1,224,127,2281,2.54,1,60_AMI,4424,0,71.59
2144-08,BLDG0000001616,1,3575.79,3467.49,1,9.97,15,3.01,0.239,1,795,72,1652,6.98,0,80_AMI,1682,0,38.87
2144-09,BLDG0000001617,1,3766.76,3686.98,1,18.25,12,2.15,0.216,0,639,43,67,6.08,0,120_AMI,3850,0,54.53
2144-10,BLDG0000001618,2,3824.12,3590.45,3,12.1,12,3.31,0.267,0,610,62,5577,2.44,0,80_AMI,1521,1,87.08
2144-11,BLDG0000001619,2,5005.96,4751.92,3,3.85,9,2.41,0.364,1,468,50,4341,3.58,0,100_AMI,5658,1,91.86
2144-12,BLDG0000001620,1,1651.17,1476.36,10,8.34,12,2.96,0.438,0,676,23,5281,6.55,0,MARKET,6498,0,18.45
2145-01,BLDG0000001621,2,3808.8,3497.53,6,2.99,12,3.89,0.359,1,692,89,4536,3.44,0,80_AMI,6637,0,11.14
2145-02,BLDG0000001622,2,4880.99,4843.46,10,16.51,6,3.57,0.349,0,522,33,3487,6.01,0,80_AMI,567,0,15.12
2145-03,BLDG0000001623,2,3614.7,3602.66,2,11.05,15,2.98,0.397,0,240,95,546,2.23,0,30_AMI,680,0,29.22
2145-04,BLDG0000001624,0,1533.62,1342.48,6,1.11,12,3.2,0.488,1,156,46,1869,0.49,0,120_AMI,2253,0,22.39
2145-05,BLDG0000001625,1,3926.58,3643.63,9,10.24,6,3.4,0.367,0,469,129,3255,6.0,1,30_AMI,297,1,46.32
2145-06,BLDG0000001626,0,3634.12,3462.54,6,14.0,9,2.11,0.342,1,674,45,1474,5.68,0,100_AMI,4052,0,41.02
2145-07,BLDG0000001627,3,4961.02,4773.26,3,0.87,12,2.9,0.199,0,124,5,2880,2.22,0,120_AMI,5034,1,70.44
2145-08,BLDG0000001628,1,5125.33,5114.09,2,3.34,6,4.32,0.484,0,797,71,988,6.45,1,60_AMI,1697,0,68.54
2145-09,BLDG0000001629,1,2285.67,2159.14,2,12.69,18,3.97,0.292,1,36,113,3829,8.8,1,100_AMI,5765,0,25.37
2145-10,BLDG0000001630,1,1616.61,1381.34,0,4.59,12,4.2,0.187,0,11,129,1173,0.52,1,60_AMI,5803,1,51.91
2145-11,BLDG0000001631,2,3351.77,3029.98,11,12.05,6,3.03,0.233,0,585,50,2956,8.89,0,120_AMI,3833,0,55.58
2145-12,BLDG0000001632,1,3081.67,2963.36,12,11.48,6,2.91,0.298,1,324,110,4496,2.23,0,60_AMI,7413,0,78.45
2146-01,BLDG0000001633,2,1045.19,819.38,9,18.59,12,4.29,0.218,0,732,62,2300,0.83,0,80_AMI,1274,0,94.59
2146-02,BLDG0000001634,1,3180.73,2994.66,10,12.01,12,2.81,0.421,0,522,88,4341,2.58,0,80_AMI,3658,1,46.48
2146-03,BLDG0000001635,2,3385.62,3272.79,12,16.08,12,4.46,0.483,1,365,12,2447,0.02,0,60_AMI,5921,1,41.44
2146-04,BLDG0000001636,3,2332.25,2235.2,1,18.93,12,3.06,0.519,0,385,130,793,7.45,1,30_AMI,6224,0,18.27
2146-05,BLDG0000001637,2,4325.65,4144.01,1,7.04,12,4.29,0.227,1,252,140,2764,6.78,0,120_AMI,1202,0,56.17
2146-06,BLDG0000001638,2,4437.54,4335.93,9,1.52,12,3.93,0.244,0,148,146,338,2.22,0,120_AMI,6648,0,84.04
2146-07,BLDG0000001639,2,3353.96,3229.47,9,11.65,18,2.9,0.453,1,93,2,3862,7.32,0,80_AMI,875,1,24.16
2146-08,BLDG0000001640,0,3651.95,3519.99,1,16.23,6,4.28,0.529,0,470,20,2046,0.6,0,100_AMI,4989,0,32.7
2146-09,BLDG0000001641,1,2861.82,2728.02,11,16.13,15,2.94,0.334,0,56,115,5059,5.93,0,30_AMI,7808,0,92.96
2146-10,BLDG0000001642,1,2892.52,2636.1,8,7.76,9,3.78,0.37,0,44,133,5505,7.19,0,60_AMI,2370,1,80.34
2146-11,BLDG0000001643,2,2423.66,2110.55,1,9.92,12,3.83,0.405,0,45,50,1773,7.52,0,MARKET,5304,0,26.84
2146-12,BLDG0000001644,1,2655.63,2389.78,11,11.82,24,2.6,0.267,1,174,27,5581,4.1,0,100_AMI,223,0,19.33
2147-01,BLDG0000001645,3,5126.81,4924.5,8,8.5,9,3.42,0.339,0,310,137,2076,5.92,0,60_AMI,891,0,29.26
2147-02,BLDG0000001646,2,1648.63,1579.05,2,10.06,12,2.15,0.195,0,124,62,3564,3.11,0,80_AMI,271,1,20.43
2147-03,BLDG0000001647,2,3713.07,3481.28,2,11.27,12,2.91,0.262,0,284,118,5468,2.16,0,80_AMI,101,1,36.09
2147-04,BLDG0000001648,1,3025.66,2904.67,9,20.16,15,3.18,0.194,0,361,41,523,0.17,0,80_AMI,3542,0,40.32
2147-05,BLDG0000001649,4,4247.61,3993.44,6,2.25,12,3.52,0.271,1,57,69,490,7.94,0,120_AMI,3684,1,55.67
2147-06,BLDG0000001650,1,2766.0,2653.92,3,13.53,24,2.55,0.225,0,779,130,3208,7.45,0,80_AMI,371,0,71.22
2147-07,BLDG0000001651,2,3091.67,2918.66,7,15.09,15,2.69,0.464,0,575,66,1283,2.25,1,60_AMI,4672,0,50.28
2147-08,BLDG0000001652,2,3323.4,2986.94,6,8.77,12,3.17,0.411,0,355,86,2856,6.29,0,80_AMI,4040,0,80.82
2147-09,BLDG0000001653,0,3689.1,3649.25,2,14.03,15,2.8,0.527,1,61,60,4357,8.53,0,50_AMI,4784,0,81.84
2147-10,BLDG0000001654,1,2184.78,1839.46,6,2.17,12,2.2,0.533,0,660,79,292,3.46,0,120_AMI,1167,1,66.08
2147-11,BLDG0000001655,2,1051.92,864.43,2,7.55,12,2.51,0.398,0,538,45,2832,4.37,0,120_AMI,4251,0,33.22
2147-12,BLDG0000001656,1,1162.7,909.36,4,16.05,12,3.52,0.296,1,55,59,2638,8.55,0,60_AMI,4454,0,29.85
2148-01,BLDG0000001657,2,3773.02,3761.12,8,2.03,12,4.17,0.294,0,157,141,1004,1.36,1,60_AMI,6079,0,34.53
2148-02,BLDG0000001658,2,1208.85,1157.24,5,1.29,6,4.32,0.203,0,640,89,1481,4.58,0,100_AMI,5696,0,27.78
2148-03,BLDG0000001659,3,2154.52,1818.71,5,7.82,24,2.63,0.275,0,396,96,792,3.48,1,80_AMI,1421,0,37.33
2148-04,BLDG0000001660,0,2748.13,2660.21,10,13.9,15,3.05,0.428,0,350,43,2970,3.11,0,50_AMI,2332,0,53.22
2148-05,BLDG0000001661,3,4252.64,3972.22,8,19.96,6,3.34,0.472,0,13,122,2250,3.88,1,50_AMI,2064,1,24.51
2148-06,BLDG0000001662,2,768.71,465.7,1,18.06,24,2.04,0.482,0,340,148,3696,4.17,1,100_AMI,7080,1,42.15
2148-07,BLDG0000001663,0,5143.14,4965.31,8,5.2,15,2.74,0.481,1,215,101,1665,8.54,0,MARKET,2921,0,77.59
2148-08,BLDG0000001664,2,3546.23,3520.53,7,9.7,12,3.01,0.324,0,621,93,2298,1.52,0,50_AMI,6178,1,49.28
2148-09,BLDG0000001665,2,2272.06,2054.09,8,2.32,24,2.91,0.387,0,712,17,5862,8.13,1,120_AMI,3478,0,15.73
2148-10,BLDG0000001666,2,1600.37,1410.95,1,10.11,12,4.21,0.283,0,69,132,614,7.25,0,60_AMI,2167,0,21.08
2148-11,BLDG0000001667,3,2775.37,2645.58,4,5.43,15,2.82,0.403,0,502,22,2252,5.17,0,50_AMI,3044,0,82.97
2148-12,BLDG0000001668,2,2599.76,2515.0,4,3.14,15,2.4,0.409,1,787,96,1678,5.64,0,100_AMI,5056,0,56.7
2149-01,BLDG0000001669,1,3133.33,2901.31,3,9.85,18,2.9,0.278,0,691,100,1642,2.29,0,50_AMI,1326,0,51.95
2149-02,BLDG0000001670,3,1248.24,901.33,3,14.63,12,4.05,0.429,1,495,113,3740,7.63,0,30_AMI,1900,0,67.46
2149-03,BLDG0000001671,1,4200.15,3926.85,1,15.38,18,3.33,0.217,0,139,145,4242,8.18,0,100_AMI,7407,0,43.91
2149-04,BLDG0000001672,2,937.45,819.25,2,18.39,12,2.51,0.359,1,452,124,1402,3.83,0,80_AMI,4866,0,23.48
2149-05,BLDG0000001673,3,1930.84,1678.85,3,13.55,24,2.76,0.49,1,340,39,2436,0.74,0,100_AMI,2366,1,27.62
2149-06,BLDG0000001674,0,4874.81,4866.66,5,5.35,12,2.17,0.289,1,631,119,1717,7.59,1,30_AMI,1542,1,55.51
2149-07,BLDG0000001675,2,3248.08,2902.13,11,14.44,12,2.62,0.472,0,558,67,5571,1.26,1,MARKET,4624,0,12.96
2149-08,BLDG0000001676,1,4769.71,4543.09,6,19.37,12,2.32,0.226,1,652,36,5396,5.47,0,60_AMI,2622,0,88.28
2149-09,BLDG0000001677,1,1230.46,1045.83,5,11.58,6,2.73,0.235,0,545,17,5675,7.48,0,MARKET,7519,0,57.78
2149-10,BLDG0000001678,2,1480.97,1227.26,8,12.05,12,4.26,0.227,1,246,69,3311,8.48,0,30_AMI,1816,0,17.01
2149-11,BLDG0000001679,1,4373.62,4204.75,2,6.58,12,4.21,0.201,0,8,60,3635,3.61,1,100_AMI,4035,0,15.8
2149-12,BLDG0000001680,2,4133.63,3946.41,3,6.84,15,4.48,0.366,0,242,116,244,3.74,0,100_AMI,1880,1,73.4
2150-01,BLDG0000001681,1,4204.6,4142.19,2,18.21,12,3.42,0.244,0,80,115,3994,5.25,0,80_AMI,5952,0,43.88
2150-02,BLDG0000001682,3,3468.79,3301.3,9,7.13,12,4.36,0.268,0,392,148,5302,1.56,0,80_AMI,704,0,72.88
2150-03,BLDG0000001683,2,1296.46,1145.04,6,15.04,12,4.04,0.242,1,460,130,5635,4.29,0,80_AMI,4553,1,64.97
2150-04,BLDG0000001684,2,4647.85,4298.44,0,11.52,12,2.83,0.481,1,630,118,1831,5.7,0,60_AMI,5543,0,51.1
2150-05,BLDG0000001685,1,3427.45,3325.29,10,3.79,24,2.24,0.409,1,765,111,920,0.6,0,50_AMI,1622,0,85.31
2150-06,BLDG0000001686,0,1788.15,1449.9,8,8.29,12,3.5,0.518,0,242,116,3797,4.72,0,100_AMI,6998,0,47.64
2150-07,BLDG0000001687,1,4141.24,3969.26,6,15.65,12,2.79,0.313,1,590,44,1456,3.39,0,50_AMI,7639,1,90.31
2150-08,BLDG0000001688,1,3940.37,3599.96,12,8.98,6,3.37,0.19,0,688,18,974,8.75,0,60_AMI,3351,0,44.75
2150-09,BLDG0000001689,1,3894.02,3840.88,12,17.91,12,2.47,0.428,1,16,100,443,8.88,1,100_AMI,1167,0,90.26
2150-10,BLDG0000001690,3,1513.35,1267.42,3,6.54,12,2.73,0.512,0,594,116,5894,8.16,0,60_AMI,2073,1,33.78
2150-11,BLDG0000001691,1,1607.91,1324.03,8,20.24,12,4.31,0.387,0,123,105,4682,4.47,0,80_AMI,4186,0,45.39
2150-12,BLDG0000001692,1,3557.42,3258.13,5,20.15,18,3.97,0.463,1,441,138,3000,3.37,0,30_AMI,285,1,72.36
2151-01,BLDG0000001693,2,1399.23,1268.29,5,2.55,12,2.12,0.388,0,339,146,5459,7.05,1,100_AMI,5272,0,17.36
2151-02,BLDG0000001694,1,4877.58,4698.62,7,1.29,9,3.28,0.337,1,258,102,1399,8.26,0,80_AMI,2268,0,63.69
2151-03,BLDG0000001695,3,1926.96,1829.19,7,6.62,18,2.74,0.232,1,73,80,5813,6.77,0,30_AMI,3229,1,16.69
2151-04,BLDG0000001696,1,1619.64,1348.69,0,2.5,12,3.7,0.456,0,690,70,366,3.26,0,80_AMI,5212,0,88.35
2151-05,BLDG0000001697,3,4182.11,3986.09,6,20.54,12,2.86,0.269,0,68,34,4839,1.22,0,80_AMI,3051,0,44.61
2151-06,BLDG0000001698,3,1164.34,876.07,3,8.41,12,4.31,0.462,0,607,30,5184,2.64,0,30_AMI,1735,0,36.36
2151-07,BLDG0000001699,1,2145.41,1989.01,6,8.12,12,2.24,0.354,1,155,73,1636,6.16,0,100_AMI,6930,1,16.82
2151-08,BLDG0000001700,2,1403.17,1192.38,6,13.07,12,3.76,0.531,1,713,16,2847,2.67,0,80_AMI,7694,1,82.16
2151-09,BLDG0000001701,0,3559.86,3328.58,7,15.25,12,2.89,0.492,0,516,0,3205,8.11,0,100_AMI,4434,1,14.95
2151-10,BLDG0000001702,2,3933.41,3913.83,5,6.03,18,4.12,0.396,1,329,62,5959,1.86,0,50_AMI,3524,1,94.47
2151-11,BLDG0000001703,1,2551.84,2478.99,7,14.94,24,2.24,0.534,0,307,120,1048,3.06,0,100_AMI,6027,0,62.41
2151-12,BLDG0000001704,0,2688.97,2381.86,4,9.51,12,3.13,0.201,0,169,150,1034,0.27,0,MARKET,5493,0,15.56
2152-01,BLDG0000001705,3,4195.44,4039.53,6,9.2,12,3.97,0.484,1,472,17,2453,1.67,0,50_AMI,2677,0,13.97
2152-02,BLDG0000001706,2,1504.06,1244.65,5,17.31,12,2.93,0.511,0,534,69,3446,3.69,0,30_AMI,5554,1,90.7
2152-03,BLDG0000001707,0,3417.25,3203.25,1,11.33,15,3.66,0.54,0,43,22,2297,6.48,0,60_AMI,1427,1,12.48
2152-04,BLDG0000001708,0,4925.87,4746.88,6,20.02,24,4.44,0.432,0,373,114,1904,6.14,0,100_AMI,7895,0,15.39
2152-05,BLDG0000001709,0,3697.29,3551.65,8,13.4,15,2.06,0.42,0,41,80,2777,2.37,0,80_AMI,7085,0,32.6
2152-06,BLDG0000001710,1,1527.33,1390.54,10,2.97,18,2.94,0.539,1,768,106,3984,6.4,1,50_AMI,7981,0,67.07
2152-07,BLDG0000001711,4,2155.44,2091.21,1,0.43,6,2.42,0.401,1,588,94,1623,2.98,0,120_AMI,2444,1,80.34
2152-08,BLDG0000001712,1,3048.98,2722.48,7,13.56,12,3.23,0.225,0,369,138,2752,2.78,0,80_AMI,5776,0,77.47
2152-09,BLDG0000001713,4,2212.46,1949.11,6,14.12,12,3.45,0.231,1,665,99,4561,0.36,1,100_AMI,95,1,92.73
2152-10,BLDG0000001714,2,2663.86,2405.36,0,19.54,6,2.55,0.484,0,682,142,5204,8.77,0,50_AMI,6836,1,54.54
2152-11,BLDG0000001715,4,3581.19,3262.18,1,21.15,15,3.91,0.281,1,215,26,132,2.09,1,80_AMI,813,1,23.66
2152-12,BLDG0000001716,2,1385.13,1098.24,8,4.69,15,2.2,0.526,1,346,56,5203,7.6,0,100_AMI,3575,1,55.4
2153-01,BLDG0000001717,3,4419.52,4244.76,11,7.88,12,3.31,0.449,1,6,119,3494,8.35,0,120_AMI,3098,0,43.34
2153-02,BLDG0000001718,1,2668.1,2607.44,1,8.5,12,4.4,0.502,0,565,2,1179,1.93,0,MARKET,5864,0,16.46
2153-03,BLDG0000001719,3,3870.59,3604.36,1,0.68,12,3.36,0.347,0,522,41,2804,4.11,1,50_AMI,19,0,47.58
2153-04,BLDG0000001720,0,3146.68,3120.33,4,10.55,12,4.08,0.377,0,188,35,1920,7.87,0,100_AMI,5226,0,38.19
2153-05,BLDG0000001721,4,1411.01,1205.78,11,17.61,12,3.15,0.534,1,568,89,4342,3.52,1,100_AMI,3829,0,69.19
2153-06,BLDG0000001722,1,2856.32,2526.97,10,5.02,12,3.35,0.364,0,584,139,1037,5.07,1,120_AMI,3472,0,34.53
2153-07,BLDG0000001723,2,3234.31,2938.68,1,20.89,24,2.87,0.367,1,147,28,2738,1.42,1,80_AMI,5495,0,67.53
2153-08,BLDG0000001724,1,1662.41,1401.29,1,11.4,12,4.23,0.372,1,382,52,4837,6.11,0,100_AMI,4435,0,83.63
2153-09,BLDG0000001725,1,2904.68,2711.57,4,7.87,12,3.36,0.269,0,693,4,5329,1.45,0,30_AMI,3019,0,74.94
