labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_nic,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2025-01,JobPortal,Operations_Lead_1546,NCO_619177,SCL4262,DataEntry,Excel,Docker,Y,8,Y,544637.14,1629801.98,Part_time,Rotational,22,9,66,0.7407,emb_v2
2024-11,JobPortal,Electrician_1547,NCO_047660,SCL2855,PowerBI,Security,React,Y,1,N,318467.98,1807498.95,Contract,Flexible,86,58,3633,0.8431,emb_v2
2023-02,GovExchange,Data_Analyst_1548,NCO_972020,SCL8034,DevOps,AWS,Prompting,Y,3,N,571650.72,2395102.42,Part_time,Flexible,19,53,1200,0.4489,emb_v1
2024-01,Social,Operations_Lead_1549,NCO_632007,SCL4143,SQL,Marketing,QA,N,0,Hybrid,588405.7,1022969.66,Part_time,Day,92,85,1934,0.4431,emb_v3
2025-04,Social,HR_Generalist_1550,NCO_360406,SCL6105,Excel,Python,ML,Y,6,N,399546.02,1641987.44,Contract,Flexible,34,19,2,0.6256,emb_v3
2024-06,CompanySite,Project_Manager_1551,NCO_211278,SCL8199,ML,AWS,CustomerSupport,Y,1,N,417361.33,2038642.47,Full_time,Night,51,35,185,0.854,emb_v1
2021-05,RecruiterFeed,Research_Assistant_1552,NCO_945378,SCL1224,Nursing,Security,Java,N,2,N,254035.9,1440362.97,Apprenticeship,Night,52,18,618,0.6356,emb_v1
2024-10,JobPortal,Research_Assistant_1553,NCO_575856,SCL4650,Sales,QA,Kubernetes,Y,11,Y,168665.81,1224745.47,Apprenticeship,Weekend,89,50,3383,0.4123,emb_v3
2021-01,CompanySite,Teacher_1554,NCO_146243,SCL9133,Java,DataEntry,Marketing,N,4,N,588737.97,678807.57,Contract,Rotational,46,60,243,0.9285,emb_v1
2020-10,JobPortal,Accountant_1555,NCO_621281,SCL3120,Nursing,SQL,NodeJS,Y,10,N,566826.3,2134682.79,Apprenticeship,Day,93,22,3826,0.6281,emb_v2
2022-05,CompanySite,Accountant_1556,NCO_944912,SCL9077,Nursing,Prompting,SAP,Y,0,Y,283392.48,2180284.6,Contract,Weekend,70,66,801,0.7809,emb_v1
2021-08,JobPortal,Software_Engineer_1557,NCO_793325,SCL6393,PowerBI,ML,PowerBI,N,0,N,185390.0,1578590.47,Full_time,Rotational,64,40,3678,0.8101,emb_v1
2024-04,JobPortal,Research_Assistant_1558,NCO_092148,SCL9273,Sales,Sales,AWS,N,8,N,523796.25,2396120.51,Apprenticeship,Rotational,39,79,4344,0.6588,emb_v2
2023-12,Social,Sales_Associate_1559,NCO_762607,SCL9535,Accounting,Java,Accounting,Y,9,Y,320151.67,1772019.24,Full_time,Weekend,36,34,323,0.071,emb_v2
2019-09,Social,Software_Engineer_1560,NCO_589719,SCL1580,React,Python,Nursing,N,2,Y,400379.69,1016673.34,Part_time,Rotational,38,53,4300,0.0659,emb_v3
2025-07,Social,Sales_Associate_1561,NCO_092352,SCL6877,DataEntry,ML,Security,N,4,Y,402142.35,1380598.77,Full_time,Flexible,91,12,4484,0.1415,emb_v3
2019-07,JobPortal,Designer_1562,NCO_151573,SCL5054,Excel,Docker,UIUX,Y,5,Hybrid,292690.23,1294501.04,Part_time,Rotational,93,71,330,0.0866,emb_v1
2021-05,JobPortal,Software_Engineer_1563,NCO_228294,SCL8825,React,Marketing,Sales,N,12,Y,181977.14,2314929.18,Part_time,Flexible,84,57,4707,0.9194,emb_v2
2020-01,RecruiterFeed,Data_Analyst_1564,NCO_631649,SCL5918,Docker,NodeJS,Prompting,Y,3,N,267879.7,1230136.29,Part_time,Rotational,87,42,23,0.0541,emb_v3
2022-08,RecruiterFeed,Chef_1565,NCO_221485,SCL4231,DevOps,GCP,DataEntry,N,0,N,582190.86,618554.9910005872,Contract,Night,58,39,4380,0.9582,emb_v2
2024-02,CompanySite,Security_Guard_1566,NCO_884045,SCL8012,AWS,Accounting,Security,N,7,Hybrid,287418.4,1272033.65,Apprenticeship,Rotational,70,87,2275,0.6458,emb_v2
2025-08,RecruiterFeed,Nurse_1567,NCO_095993,SCL5277,SQL,Kubernetes,Python,Y,2,Hybrid,599223.28,1028239.26,Contract,Night,03,32,4992,0.8724,emb_v1
2025-12,RecruiterFeed,Product_Manager_1568,NCO_128550,SCL9644,Tableau,UIUX,Security,Y,9,Hybrid,175132.17,1124364.59,Part_time,Weekend,23,15,1715,0.097,emb_v3
2023-03,CompanySite,Product_Manager_1569,NCO_292063,SCL8515,ETL,AWS,React,Y,10,Hybrid,263711.08,2356313.71,Full_time,Rotational,97,39,1814,0.2175,emb_v1
2023-05,JobPortal,Research_Assistant_1570,NCO_457093,SCL5637,Excel,Accounting,ETL,Y,6,Hybrid,520281.52,1316429.99,Part_time,Night,54,29,3656,0.4084,emb_v3
2021-11,CompanySite,Customer_Support_1571,NCO_277555,SCL2389,DataEntry,DevOps,Marketing,N,0,N,427074.72,1191977.4,Apprenticeship,Flexible,37,81,860,0.6704,emb_v2
2024-10,CompanySite,Sales_Associate_1572,NCO_169104,SCL4680,Accounting,Accounting,React,N,5,Hybrid,564300.13,1192776.55,Full_time,Day,81,40,4194,0.925,emb_v1
2021-10,Social,Mechanic_1573,NCO_752013,SCL6911,Kubernetes,Tableau,SAP,N,2,N,226838.59,1800269.74,Apprenticeship,Day,21,80,922,0.2912,emb_v3
2020-03,CompanySite,Data_Analyst_1574,NCO_749851,SCL3860,CustomerSupport,Azure,Accounting,Y,1,Hybrid,204009.86,1029723.26,Contract,Day,92,82,1022,0.387,emb_v3
2020-05,Social,Pharmacist_1575,NCO_709772,SCL2950,Kubernetes,ETL,UIUX,Y,3,Hybrid,356329.07,1441831.89,Part_time,Night,79,29,1080,0.2133,emb_v1
2020-06,GovExchange,Clerk_1576,NCO_281783,SCL9675,Accounting,PowerBI,GCP,N,1,Hybrid,259765.19,2169790.09,Internship,Weekend,89,52,1339,0.8272,emb_v3
2019-08,JobPortal,Mechanic_1577,NCO_932743,SCL2191,CustomerSupport,GCP,Python,N,5,N,174043.85,1250283.44,Contract,Day,01,65,224,0.209,emb_v2
2020-07,GovExchange,HR_Generalist_1578,NCO_602977,SCL4933,Java,Azure,Prompting,Y,10,Hybrid,122942.49,1756549.59,Full_time,Rotational,24,67,2517,0.7528,emb_v2
2024-05,GovExchange,Pharmacist_1579,NCO_916643,SCL1926,Tableau,Accounting,DevOps,N,3,Y,200309.3,1554311.72,Part_time,Night,45,14,1400,0.7496,emb_v2
2021-06,JobPortal,Sales_Associate_1580,NCO_400258,SCL3500,Python,Excel,SAP,Y,10,N,298823.72,2250951.65,Part_time,Rotational,19,7,779,0.569,emb_v2
2020-07,RecruiterFeed,Sales_Associate_1581,NCO_456629,SCL3714,Azure,Python,Docker,Y,0,Hybrid,458732.79,1611903.81,Full_time,Flexible,85,18,1903,0.5818,emb_v1
2021-08,GovExchange,Electrician_1582,NCO_499738,SCL3067,Accounting,UIUX,ML,Y,8,Hybrid,260676.54,351278.06,Part_time,Weekend,67,7,2860,0.6356,emb_v3
2025-07,CompanySite,Data_Analyst_1583,NCO_639157,SCL8160,Excel,SQL,NodeJS,Y,2,Y,221040.57,1851285.19,Full_time,Weekend,13,3,83,0.9932,emb_v3
2022-05,CompanySite,Teacher_1584,NCO_594826,SCL8279,QA,QA,Nursing,Y,7,N,284911.77,1119455.95,Internship,Night,55,76,1850,0.2206,emb_v3
2020-06,GovExchange,Sales_Associate_1585,NCO_285641,SCL9824,CustomerSupport,React,QA,N,1,Y,271996.83,429127.69,Part_time,Night,71,30,346,0.0437,emb_v2
2025-03,RecruiterFeed,Research_Assistant_1586,NCO_871569,SCL2957,CustomerSupport,DataEntry,Prompting,N,11,Y,599717.58,1418562.62,Apprenticeship,Night,82,11,4874,0.4088,emb_v2
2023-07,JobPortal,Product_Manager_1587,NCO_654426,SCL5016,Java,Security,CustomerSupport,N,12,Hybrid,337345.47,1610967.04,Internship,Rotational,96,13,4648,0.9189,emb_v1
2023-02,CompanySite,Research_Assistant_1588,NCO_207814,SCL4826,Security,React,ML,Y,4,Hybrid,547084.19,790822.8653285648,Internship,Rotational,32,23,2436,0.1505,emb_v2
2019-08,RecruiterFeed,Data_Analyst_1589,NCO_003884,SCL2990,DataEntry,SQL,Azure,N,3,Hybrid,357951.13,1381234.31,Apprenticeship,Weekend,22,5,397,0.3115,emb_v2
2020-06,JobPortal,Chef_1590,NCO_227463,SCL1166,UIUX,DevOps,DevOps,N,10,N,253154.75,1653197.2,Internship,Day,60,69,3401,0.1512,emb_v3
2023-11,Social,Software_Engineer_1591,NCO_390801,SCL8439,GCP,CustomerSupport,Python,N,0,Y,425792.47,1327822.41,Part_time,Day,40,76,4532,0.2242,emb_v3
2025-08,RecruiterFeed,Operations_Lead_1592,NCO_068754,SCL8741,DevOps,AWS,Excel,N,2,Hybrid,279719.69,1786494.78,Contract,Day,80,88,1085,0.8643,emb_v3
2019-03,CompanySite,Electrician_1593,NCO_277843,SCL7706,Prompting,AWS,ML,Y,9,Hybrid,455292.96,2351464.11,Contract,Rotational,93,84,1386,0.6529,emb_v2
2024-03,CompanySite,Designer_1594,NCO_682985,SCL6126,Azure,Excel,GCP,Y,7,N,194645.9,377075.32,Internship,Night,85,83,4528,0.592,emb_v3
2020-09,Social,Nurse_1595,NCO_331133,SCL8501,ML,Sales,Kubernetes,Y,6,Y,221404.6,2174463.82,Full_time,Rotational,83,45,2346,0.3858,emb_v1
2020-07,RecruiterFeed,Nurse_1596,NCO_526038,SCL5450,Accounting,UIUX,SAP,N,2,Hybrid,548361.79,867100.83,Apprenticeship,Rotational,23,54,4371,0.8241,emb_v1
2019-12,CompanySite,Research_Assistant_1597,NCO_397038,SCL3228,ETL,Sales,Marketing,Y,1,Y,236728.46,821362.07,Full_time,Night,94,11,4800,0.5812,emb_v1
2025-12,GovExchange,Mechanic_1598,NCO_695526,SCL5034,DevOps,ML,Docker,Y,3,Hybrid,179435.99,410141.36,Part_time,Night,61,79,2518,0.4474,emb_v2
2024-04,Social,Driver_1599,NCO_879022,SCL9555,DataEntry,Sales,GCP,N,8,N,195065.88,1672332.08,Internship,Flexible,02,22,1042,0.4618,emb_v3
2019-11,Social,Mechanic_1600,NCO_459835,SCL9362,Docker,CustomerSupport,Nursing,N,1,Hybrid,458653.68,1469485.8,Contract,Flexible,32,82,2667,0.41,emb_v1
2024-07,RecruiterFeed,Product_Manager_1601,NCO_939902,SCL7392,SQL,Docker,GCP,N,12,Y,388580.57,1969441.58,Part_time,Day,09,44,3907,0.071,emb_v1
2025-09,GovExchange,Driver_1602,NCO_774356,SCL3991,UIUX,ML,Excel,N,9,Hybrid,350905.56,1370748.7,Part_time,Night,42,78,1883,0.1292,emb_v2
2024-08,GovExchange,HR_Generalist_1603,NCO_622465,SCL9836,UIUX,Docker,Nursing,Y,10,Hybrid,553903.72,637408.84,Apprenticeship,Weekend,65,15,3093,0.3422,emb_v1
2025-11,JobPortal,Research_Assistant_1604,NCO_659610,SCL1828,HR,Python,Accounting,N,5,N,420485.25,462438.92480575835,Contract,Flexible,79,53,426,0.043,emb_v2
2025-03,JobPortal,Product_Manager_1605,NCO_088456,SCL6868,SQL,PowerBI,Azure,Y,7,Hybrid,146055.18,434193.91,Internship,Flexible,09,68,3664,0.4206,emb_v1
2020-08,RecruiterFeed,Nurse_1606,NCO_861578,SCL3030,UIUX,QA,Kubernetes,Y,4,Y,235770.32,1875226.69,Apprenticeship,Day,43,46,3849,0.0215,emb_v2
2021-03,RecruiterFeed,Data_Analyst_1607,NCO_636055,SCL8921,Tableau,React,Excel,Y,12,Hybrid,402783.12,677307.57,Full_time,Day,66,25,4559,0.1532,emb_v2
2019-08,Social,Electrician_1608,NCO_662776,SCL6992,SQL,Python,Prompting,N,9,Hybrid,494549.1,1820738.78,Contract,Day,92,82,1594,0.7316,emb_v1
2021-11,GovExchange,Project_Manager_1609,NCO_388876,SCL2750,Docker,SQL,SQL,N,8,Y,594333.54,1625279.33,Apprenticeship,Night,15,72,3666,0.5845,emb_v1
2021-01,CompanySite,Accountant_1610,NCO_897148,SCL6438,Prompting,ML,ETL,Y,7,Hybrid,567065.32,2367576.31,Contract,Flexible,37,31,959,0.6632,emb_v3
2022-05,CompanySite,HR_Generalist_1611,NCO_294019,SCL6734,Azure,SQL,SQL,Y,11,Hybrid,503168.95,1415590.41,Internship,Rotational,29,29,118,0.2206,emb_v1
2020-12,CompanySite,Teacher_1612,NCO_169251,SCL3286,Excel,HR,Tableau,N,1,Hybrid,303034.86,1122213.62,Apprenticeship,Flexible,61,32,2054,0.1848,emb_v2
2025-05,GovExchange,Teacher_1613,NCO_020856,SCL1451,Kubernetes,Kubernetes,Security,Y,9,N,324730.62,457301.6637093009,Internship,Rotational,86,55,3274,0.2806,emb_v2
2020-10,GovExchange,HR_Generalist_1614,NCO_722440,SCL6903,DevOps,Nursing,CustomerSupport,Y,5,Hybrid,236520.17,1817043.07,Internship,Rotational,65,14,4593,0.3048,emb_v2
2024-04,Social,Driver_1615,NCO_679665,SCL5547,Marketing,Python,Excel,N,12,N,470828.23,1645468.05,Part_time,Weekend,14,4,2168,0.864,emb_v3
2022-01,JobPortal,Clerk_1616,NCO_497948,SCL5225,NodeJS,Nursing,Python,Y,12,N,354782.2,1464118.4,Internship,Weekend,29,6,4613,0.6125,emb_v1
2022-01,Social,Software_Engineer_1617,NCO_019578,SCL2056,DataEntry,Nursing,PowerBI,Y,1,Hybrid,167977.33,514162.75,Part_time,Flexible,08,32,1870,0.7187,emb_v2
2024-08,RecruiterFeed,Accountant_1618,NCO_400076,SCL3905,DevOps,Sales,QA,N,3,Hybrid,182755.64,617939.94,Full_time,Flexible,73,59,4564,0.4808,emb_v3
2023-09,RecruiterFeed,Accountant_1619,NCO_828880,SCL1267,Prompting,Java,NodeJS,Y,7,Hybrid,490978.4,2118285.9,Internship,Flexible,75,77,1355,0.0877,emb_v2
2022-05,GovExchange,Sales_Associate_1620,NCO_726332,SCL2820,Python,Java,Docker,Y,0,N,403517.42,1159714.56,Part_time,Day,82,83,4171,0.8838,emb_v3
2021-02,JobPortal,Project_Manager_1621,NCO_596061,SCL3589,DevOps,Marketing,SQL,N,12,Hybrid,433243.3,1010257.78,Full_time,Flexible,67,33,2876,0.8348,emb_v2
2020-08,RecruiterFeed,Research_Assistant_1622,NCO_102922,SCL6012,SQL,Accounting,ETL,N,5,N,373860.95,1124157.19,Apprenticeship,Flexible,22,20,1674,0.9391,emb_v1
2019-12,CompanySite,Research_Assistant_1623,NCO_255463,SCL7409,DataEntry,AWS,Accounting,Y,9,Y,506164.39,717173.7067242763,Part_time,Night,44,44,2965,0.9276,emb_v3
2021-02,GovExchange,Sales_Associate_1624,NCO_884272,SCL9970,DevOps,Nursing,Python,Y,12,Y,155804.77,1198885.25,Internship,Weekend,14,90,3914,0.029,emb_v1
2022-09,Social,Product_Manager_1625,NCO_276073,SCL7302,Accounting,CustomerSupport,Sales,Y,8,Y,546318.05,2294299.59,Full_time,Flexible,68,50,3000,0.6914,emb_v1
2021-10,CompanySite,Teacher_1626,NCO_945397,SCL1847,UIUX,Tableau,Marketing,Y,6,Hybrid,536076.6,1402280.28,Apprenticeship,Day,36,17,1585,0.3797,emb_v3
2020-06,JobPortal,Security_Guard_1627,NCO_253398,SCL6363,DevOps,Tableau,DataEntry,N,12,N,288474.17,2079326.11,Internship,Weekend,43,38,2055,0.1447,emb_v1
2021-09,CompanySite,Sales_Associate_1628,NCO_539700,SCL5316,Marketing,Nursing,GCP,Y,11,Hybrid,155041.35,1370553.59,Contract,Rotational,10,51,2289,0.2069,emb_v1
2021-02,CompanySite,Security_Guard_1629,NCO_044991,SCL7060,CustomerSupport,HR,Nursing,Y,3,Y,161283.25,484233.58,Part_time,Weekend,06,90,2394,0.1384,emb_v1
2025-12,Social,Nurse_1630,NCO_383047,SCL2019,Kubernetes,Excel,Azure,N,9,N,443206.45,642119.3848127882,Internship,Flexible,44,61,2552,0.3012,emb_v3
2023-07,RecruiterFeed,Software_Engineer_1631,NCO_104900,SCL9869,Prompting,PowerBI,DataEntry,Y,7,Y,187614.35,706035.6,Contract,Rotational,45,5,3095,0.6602,emb_v2
2022-06,CompanySite,Teacher_1632,NCO_949421,SCL4790,Marketing,GCP,ML,N,4,Hybrid,490011.61,2079265.65,Apprenticeship,Rotational,12,68,1541,0.6544,emb_v3
2025-03,GovExchange,Driver_1633,NCO_599138,SCL2122,Accounting,DataEntry,Accounting,Y,6,Y,406675.31,2266452.27,Internship,Day,03,37,1003,0.9044,emb_v3
2025-06,RecruiterFeed,Software_Engineer_1634,NCO_426578,SCL5993,Docker,ML,SAP,Y,1,Y,491928.9,588408.2702697904,Internship,Weekend,83,37,1846,0.9405,emb_v2
2022-02,CompanySite,Project_Manager_1635,NCO_765573,SCL7366,React,SQL,ETL,N,7,Hybrid,274053.87,1507696.7,Apprenticeship,Night,81,51,4758,0.4449,emb_v3
2020-10,GovExchange,Teacher_1636,NCO_640860,SCL4811,ML,Prompting,React,Y,0,Y,459301.47,1846966.44,Apprenticeship,Flexible,22,35,1068,0.5207,emb_v1
2024-12,JobPortal,Clerk_1637,NCO_196271,SCL1178,Docker,Tableau,Sales,Y,3,Y,258648.3,2213369.54,Contract,Night,13,54,298,0.617,emb_v3
2021-05,Social,Customer_Support_1638,NCO_892765,SCL6740,Azure,HR,Excel,N,0,N,340117.62,1359781.84,Contract,Rotational,04,55,567,0.7082,emb_v2
2021-05,CompanySite,Project_Manager_1639,NCO_591050,SCL3587,Sales,Prompting,SQL,N,2,N,134396.19,1604551.9,Full_time,Rotational,31,11,1534,0.7009,emb_v1
2022-11,CompanySite,Accountant_1640,NCO_149711,SCL4800,Java,AWS,Accounting,Y,6,N,395444.38,1004601.87,Internship,Day,44,46,4934,0.2822,emb_v2
2024-05,JobPortal,Project_Manager_1641,NCO_158818,SCL3833,CustomerSupport,Python,Docker,Y,12,Hybrid,405905.5,1556049.93,Part_time,Flexible,97,90,3158,0.2847,emb_v2
2020-03,RecruiterFeed,Customer_Support_1642,NCO_339833,SCL1058,GCP,Python,Accounting,Y,7,Y,596733.32,863527.05,Full_time,Day,62,13,259,0.7257,emb_v3
2019-03,CompanySite,Accountant_1643,NCO_254732,SCL8940,QA,SQL,HR,Y,4,N,220104.79,650372.59,Internship,Flexible,51,12,2735,0.7292,emb_v3
2019-10,GovExchange,HR_Generalist_1644,NCO_686520,SCL9897,NodeJS,Python,React,Y,12,Hybrid,542681.72,1981947.53,Contract,Rotational,24,29,3815,0.471,emb_v1
2025-02,CompanySite,Software_Engineer_1645,NCO_263279,SCL6187,ETL,AWS,DevOps,Y,9,Y,353173.81,2011911.69,Apprenticeship,Day,88,39,1705,0.1663,emb_v1
2025-10,JobPortal,Nurse_1646,NCO_744931,SCL9310,SQL,React,DevOps,Y,10,Y,307076.09,2263040.58,Part_time,Weekend,39,15,977,0.3171,emb_v2
2022-02,CompanySite,Data_Analyst_1647,NCO_747325,SCL1298,React,UIUX,Excel,N,9,Y,363549.44,1812889.33,Internship,Rotational,58,33,1358,0.9366,emb_v2
2024-03,RecruiterFeed,Pharmacist_1648,NCO_876990,SCL4313,ML,Java,SQL,Y,1,Y,394747.89,2083903.37,Apprenticeship,Flexible,01,64,2468,0.2027,emb_v1
2021-10,CompanySite,Chef_1649,NCO_498200,SCL6529,AWS,CustomerSupport,Sales,N,11,Y,508000.96,969916.05,Internship,Day,18,22,4229,0.1099,emb_v3
2022-07,JobPortal,Clerk_1650,NCO_800529,SCL1581,Kubernetes,Java,DataEntry,Y,2,Hybrid,140374.32,2190947.24,Full_time,Rotational,21,45,16,0.1186,emb_v3
2023-04,Social,Research_Assistant_1651,NCO_217260,SCL2215,React,Accounting,Java,Y,9,Y,369613.65,1611228.95,Part_time,Weekend,89,87,2268,0.992,emb_v1
2022-09,CompanySite,Software_Engineer_1652,NCO_698744,SCL2283,Marketing,SQL,PowerBI,N,7,N,401727.54,1226319.62,Apprenticeship,Day,12,39,2002,0.3562,emb_v3
2020-12,RecruiterFeed,HR_Generalist_1653,NCO_352607,SCL7746,SQL,Excel,Java,Y,9,Hybrid,418170.05,487978.8582093227,Internship,Night,22,56,3424,0.1815,emb_v3
2021-09,JobPortal,Driver_1654,NCO_766149,SCL5852,Python,Docker,CustomerSupport,N,8,Hybrid,500795.91,1203355.16,Apprenticeship,Flexible,70,65,3648,0.6061,emb_v1
2020-05,CompanySite,Security_Guard_1655,NCO_858597,SCL3356,HR,Accounting,Docker,Y,4,Hybrid,276820.59,1302713.01,Apprenticeship,Night,43,30,2446,0.3801,emb_v3
2025-10,GovExchange,Designer_1656,NCO_748246,SCL4787,Marketing,DevOps,NodeJS,Y,12,Y,381470.45,976068.11,Apprenticeship,Night,63,40,2460,0.4161,emb_v2
2023-04,Social,Accountant_1657,NCO_553829,SCL8198,SAP,CustomerSupport,DataEntry,Y,8,N,390674.59,2149365.22,Full_time,Rotational,66,76,199,0.9857,emb_v1
2023-02,CompanySite,Pharmacist_1658,NCO_294057,SCL4130,GCP,Docker,Python,N,10,Hybrid,592360.41,1613624.12,Apprenticeship,Weekend,18,78,2959,0.4951,emb_v1
2024-10,RecruiterFeed,Product_Manager_1659,NCO_102874,SCL4303,Tableau,Azure,Prompting,Y,1,Hybrid,127780.81,929150.65,Contract,Night,53,30,3607,0.146,emb_v1
2020-08,JobPortal,Sales_Associate_1660,NCO_460511,SCL8251,HR,HR,NodeJS,Y,9,Hybrid,162874.83,1036300.15,Internship,Weekend,27,8,2604,0.273,emb_v1
2020-10,CompanySite,Customer_Support_1661,NCO_702388,SCL9965,Docker,Marketing,Excel,N,0,Y,501827.71,1171429.96,Part_time,Weekend,35,17,1197,0.1067,emb_v1
2023-11,GovExchange,Pharmacist_1662,NCO_563583,SCL6695,AWS,QA,Security,Y,9,Hybrid,481341.58,1322665.07,Apprenticeship,Day,76,46,3281,0.8466,emb_v2
2022-07,CompanySite,Security_Guard_1663,NCO_597909,SCL8722,Sales,ETL,Java,Y,2,N,394128.04,2236641.53,Full_time,Flexible,69,9,4927,0.6224,emb_v3
2024-08,GovExchange,Software_Engineer_1664,NCO_494474,SCL8803,HR,QA,PowerBI,Y,5,Y,432803.55,1242538.26,Apprenticeship,Day,34,12,478,0.1115,emb_v3
2025-10,Social,Teacher_1665,NCO_247920,SCL1420,Sales,Prompting,SAP,Y,1,Hybrid,196245.1,1759088.91,Full_time,Weekend,25,56,806,0.2117,emb_v2
2021-08,GovExchange,Mechanic_1666,NCO_005156,SCL4946,Accounting,Kubernetes,CustomerSupport,Y,7,N,520650.27,556643.5117548183,Full_time,Day,92,74,4069,0.0285,emb_v2
2020-10,CompanySite,Pharmacist_1667,NCO_650858,SCL9172,React,HR,Docker,N,10,Y,132893.31,1964455.24,Internship,Rotational,98,82,816,0.2552,emb_v1
2025-10,GovExchange,Product_Manager_1668,NCO_035169,SCL2785,Excel,PowerBI,ETL,N,11,Hybrid,591116.4,2297097.52,Full_time,Night,86,46,1517,0.4522,emb_v3
2019-05,CompanySite,Security_Guard_1669,NCO_784931,SCL3506,Nursing,Azure,Accounting,Y,11,Hybrid,536669.2,2023298.05,Full_time,Flexible,56,22,294,0.6861,emb_v1
2023-07,Social,Project_Manager_1670,NCO_919569,SCL9419,AWS,Tableau,NodeJS,N,8,N,265129.63,1444803.34,Contract,Night,09,86,2285,0.3226,emb_v1
2022-07,Social,Data_Analyst_1671,NCO_829994,SCL9960,Accounting,GCP,PowerBI,Y,10,N,345499.96,1198362.26,Part_time,Weekend,03,46,1157,0.6282,emb_v2
2024-11,GovExchange,Security_Guard_1672,NCO_872012,SCL2307,QA,Excel,Sales,N,0,Y,259940.02,1643748.87,Internship,Day,69,36,653,0.1895,emb_v3
2024-11,JobPortal,Chef_1673,NCO_034237,SCL3618,Java,HR,Sales,N,0,N,426959.57,1771946.42,Part_time,Flexible,65,89,3476,0.2441,emb_v2
2024-12,Social,Customer_Support_1674,NCO_781716,SCL7456,Prompting,SAP,Docker,Y,9,N,484965.74,598715.7295814131,Part_time,Night,85,48,397,0.5028,emb_v2
2023-11,RecruiterFeed,Designer_1675,NCO_696665,SCL4183,Tableau,PowerBI,ML,N,6,Y,295307.41,2326393.03,Part_time,Weekend,24,60,4480,0.8065,emb_v3
2024-07,JobPortal,Product_Manager_1676,NCO_039547,SCL7238,Python,Marketing,AWS,N,6,N,134753.45,723198.56,Internship,Weekend,33,89,2232,0.7826,emb_v2
2021-10,GovExchange,Product_Manager_1677,NCO_054932,SCL5977,PowerBI,DataEntry,ML,N,11,Hybrid,550705.42,1820357.47,Contract,Weekend,20,64,441,0.8909,emb_v3
2019-07,JobPortal,Product_Manager_1678,NCO_480314,SCL8593,DataEntry,Excel,Tableau,N,4,Hybrid,235589.97,1673497.04,Contract,Rotational,13,41,277,0.8581,emb_v3
2020-11,Social,Nurse_1679,NCO_363527,SCL1738,React,Tableau,Sales,Y,7,N,337965.98,1218678.98,Part_time,Night,03,33,1289,0.9889,emb_v3
2025-11,CompanySite,HR_Generalist_1680,NCO_755867,SCL2928,DataEntry,PowerBI,CustomerSupport,Y,3,Hybrid,579274.74,1527038.54,Internship,Rotational,18,6,4538,0.8616,emb_v1
2020-10,Social,Clerk_1681,NCO_642500,SCL2315,HR,NodeJS,Python,Y,5,Y,169373.46,1717644.67,Part_time,Night,34,88,4788,0.5561,emb_v3
2020-04,JobPortal,Pharmacist_1682,NCO_909981,SCL3384,DevOps,Prompting,Security,N,12,Hybrid,191297.88,839330.13,Contract,Weekend,33,90,972,0.8904,emb_v2
2021-11,CompanySite,Mechanic_1683,NCO_325928,SCL1076,React,Security,ETL,N,11,Hybrid,463581.24,779862.64,Part_time,Flexible,86,41,4866,0.1045,emb_v2
2020-09,JobPortal,HR_Generalist_1684,NCO_661673,SCL4681,Docker,Java,NodeJS,Y,5,Hybrid,136662.47,472046.81,Internship,Flexible,45,72,3875,0.1594,emb_v3
2023-10,GovExchange,Product_Manager_1685,NCO_983708,SCL5962,SQL,Marketing,SAP,N,9,Y,336809.48,1042848.53,Apprenticeship,Day,33,32,1385,0.4764,emb_v2
2025-11,GovExchange,Security_Guard_1686,NCO_570124,SCL4477,Java,Kubernetes,Tableau,N,4,N,395836.68,1699462.81,Full_time,Day,51,52,2321,0.3506,emb_v3
2022-05,GovExchange,Software_Engineer_1687,NCO_828045,SCL1962,Kubernetes,DevOps,Python,N,8,Y,287588.59,1504438.17,Internship,Rotational,87,8,3581,0.1271,emb_v2
2021-01,GovExchange,Customer_Support_1688,NCO_175813,SCL1838,Docker,SQL,SAP,Y,6,Hybrid,453619.42,884864.33,Contract,Rotational,15,38,2306,0.2844,emb_v1
2019-12,GovExchange,Operations_Lead_1689,NCO_113571,SCL8630,ETL,Docker,Docker,Y,2,Y,553014.79,2299630.99,Full_time,Day,90,30,1997,0.3283,emb_v2
2020-08,GovExchange,Sales_Associate_1690,NCO_205163,SCL5662,Excel,UIUX,QA,N,2,Hybrid,419228.48,1973124.62,Contract,Rotational,94,70,3372,0.8509,emb_v3
2024-07,RecruiterFeed,Electrician_1691,NCO_160649,SCL8970,HR,Accounting,Java,N,2,Y,599728.11,1673963.05,Contract,Day,17,13,4795,0.7789,emb_v1
