edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2014,GR,NL54,VET_GR_3032,09_HEALTH,34248,22886,3427,58.87,49.88,1.39,0,0,EQF_LINKED,828040958.58,0,1,CEDEFOP_EXPORT,2019-12-12,2025-04-20
2015,MT,FR6,VET_MT_3041,10_SERVICES,101302,17687,7443,63.13,47.62,12.06,0,0,NQF_ONLY,1850024524.44,0,1,NATIONAL_VET_AGENCY,2020-01-10,2025-03-13
2016,ES,GR39,VET_ES_3050,01_EDUCATION,86543,34057,3013,92.25,60.66,7.73,0,0,SECTORAL,672199394.33,0,1,PROVIDER_ADMIN_DATA,2020-02-08,2024-10-05
2017,CZ,PL43,VET_CZ_3059,02_ARTS,58775,12770,5312,91.76,97.8,13.02,1,0,NONE,1425921983.9,0,1,ESF_PLUS_MONITORING,2020-03-08,2025-02-15
2018,HU,LU3,VET_HU_3068,03_HUMANITIES,43025,24014,4978,88.23,92.21,2.46,0,0,EQF_LINKED,444921526.34,0,1,CEDEFOP_EXPORT,2020-04-06,2025-10-24
2019,NL,CY21,VET_NL_3077,04_BUSINESS,137667,76747,8799,89.14,91.54,9.43,1,0,NQF_ONLY,2033156209.75,0,1,NATIONAL_VET_AGENCY,2020-05-05,2024-01-26
2020,SE,IT910,VET_SE_3086,05_SCIENCE,67889,11799,3431,94.67,78.4,5.35,1,1,SECTORAL,1503899874.05,0,1,PROVIDER_ADMIN_DATA,2020-06-03,2026-02-23
2021,DK,GR87,VET_DK_3095,06_ICT,85133,30286,5455,82.01,51.25,13.45,0,1,NONE,128210529.72,0,1,ESF_PLUS_MONITORING,2020-07-02,2024-01-15
2022,IE,FR444,VET_IE_3104,07_ENGINEERING,41472,10971,5392,96.11,88.95,23.86,1,0,EQF_LINKED,841010341.2,1,0,CEDEFOP_EXPORT,2020-07-31,2024-10-31
2023,PL,BG985,VET_PL_3113,08_AGRI,88130,58886,70,53.22,58.24,6.71,0,0,NQF_ONLY,959510687.48,1,0,NATIONAL_VET_AGENCY,2020-08-29,2024-08-06
2024,AT,DE651,VET_AT_3122,09_HEALTH,32646,5438,3371,58.03,59.91,22.29,1,0,SECTORAL,3311027164.94,0,0,PROVIDER_ADMIN_DATA,2020-09-27,2024-07-26
2025,EE,HR288,VET_EE_3131,10_SERVICES,87766,48711,6006,77.38,98.87,1.7,0,0,NONE,2714594174.36,0,1,ESF_PLUS_MONITORING,2020-10-26,2026-01-11
2006,IT,IE84,VET_IT_3140,01_EDUCATION,38616,23525,7269,78.75,54.98,0.75,1,0,EQF_LINKED,314287223.79,0,0,CEDEFOP_EXPORT,2020-11-24,2026-01-07
2007,PT,LU2,VET_PT_3149,02_ARTS,13478,2471,739,70.24,53.11,9.0,1,0,NQF_ONLY,1890355030.14,0,0,NATIONAL_VET_AGENCY,2020-12-23,2025-08-25
2008,BE,BE8,VET_BE_3158,03_HUMANITIES,43986,13270,4598,66.54,58.61,1.87,0,0,SECTORAL,168950598.21,0,1,PROVIDER_ADMIN_DATA,2021-01-21,2025-08-23
2009,FI,IE647,VET_FI_3167,04_BUSINESS,53745,16151,3005,96.29,88.87,4.16,0,0,NONE,407260112.86,0,1,ESF_PLUS_MONITORING,2021-02-19,2025-09-07
2010,LV,PL22,VET_LV_3176,05_SCIENCE,6008,3543,5208,87.77,65.87,3.89,0,0,EQF_LINKED,1064696922.13,0,1,CEDEFOP_EXPORT,2021-03-20,2026-02-08
2011,RO,IT8,VET_RO_3185,06_ICT,98371,19523,830,88.73,92.46,18.64,0,0,NQF_ONLY,322271285.53,0,1,NATIONAL_VET_AGENCY,2021-04-18,2024-12-11
2012,BG,HR47,VET_BG_3194,07_ENGINEERING,42460,18541,4849,81.95,78.2,6.87,0,0,SECTORAL,1851455831.8,0,1,PROVIDER_ADMIN_DATA,2021-05-17,2025-01-18
2013,FR,FI2,VET_FR_3203,08_AGRI,35018,22646,3875,95.68,64.4,6.41,0,0,NONE,1486485162.4,0,1,ESF_PLUS_MONITORING,2021-06-15,2025-08-04
2014,LT,LT380,VET_LT_3212,09_HEALTH,99296,43502,878,75.37,79.13,16.76,0,0,EQF_LINKED,1463640496.87,0,1,CEDEFOP_EXPORT,2021-07-14,2024-04-30
2015,SK,LU4,VET_SK_3221,10_SERVICES,90216,26818,6130,83.06,54.94,8.24,1,0,NQF_ONLY,59661045.54,0,0,NATIONAL_VET_AGENCY,2021-08-12,2025-05-14
2016,HR,PL945,VET_HR_3230,01_EDUCATION,82782,18945,3350,64.91,58.23,12.61,0,0,SECTORAL,1874117501.57,0,1,PROVIDER_ADMIN_DATA,2021-09-10,2025-11-18
2017,DE,FR913,VET_DE_3239,02_ARTS,29466,15130,1696,66.82,63.87,6.26,1,0,NONE,1677734278.68,0,1,ESF_PLUS_MONITORING,2021-10-09,2025-08-23
2018,LU,SI38,VET_LU_3248,03_HUMANITIES,59629,41702,2675,77.69,66.48,11.43,0,0,EQF_LINKED,1391267142.6,0,1,CEDEFOP_EXPORT,2021-11-07,2025-07-21
2019,SI,SI34,VET_SI_3257,04_BUSINESS,32661,18581,2989,84.07,81.39,15.19,0,0,NQF_ONLY,2055652812.26,0,1,NATIONAL_VET_AGENCY,2021-12-06,2025-12-22
2020,CY,FR746,VET_CY_3266,05_SCIENCE,78889,14650,2594,91.68,90.76,5.53,0,0,SECTORAL,1005022406.71,0,1,PROVIDER_ADMIN_DATA,2022-01-04,2024-03-26
2021,GR,BG49,VET_GR_3275,06_ICT,32503,14585,6235,64.66,55.25,23.55,1,0,NONE,743879238.49,0,0,ESF_PLUS_MONITORING,2022-02-02,2025-08-04
2022,MT,FR4,VET_MT_3284,07_ENGINEERING,75304,36100,7494,62.92,44.97,19.32,0,1,EQF_LINKED,114638136.4,1,1,CEDEFOP_EXPORT,2022-03-03,2025-12-23
2023,ES,DK82,VET_ES_3293,08_AGRI,59772,22483,6750,86.9,59.58,15.38,0,1,NQF_ONLY,495786045.89,0,1,NATIONAL_VET_AGENCY,2022-04-01,2025-01-06
2024,CZ,IT9,VET_CZ_3302,09_HEALTH,93836,65597,6412,91.7,55.78,13.99,1,1,SECTORAL,159005390.17,0,0,PROVIDER_ADMIN_DATA,2022-04-30,2025-02-28
2025,HU,FR967,VET_HU_3311,10_SERVICES,87233,20956,8259,73.56,58.33,16.58,0,0,NONE,839505352.74,0,0,ESF_PLUS_MONITORING,2022-05-29,2025-08-03
2006,NL,IE281,VET_NL_3320,01_EDUCATION,24899,15019,4102,57.8,44.39,2.31,0,0,EQF_LINKED,1003071357.39,0,1,CEDEFOP_EXPORT,2022-06-27,2025-07-22
2007,SE,CY845,VET_SE_3329,02_ARTS,44262,28785,5668,77.81,84.91,2.07,1,0,NQF_ONLY,1239917039.34,0,1,NATIONAL_VET_AGENCY,2022-07-26,2025-01-03
2008,DK,ES666,VET_DK_3338,03_HUMANITIES,103874,27738,4144,87.37,53.5,10.8,1,0,SECTORAL,583236378.14,0,0,PROVIDER_ADMIN_DATA,2022-08-24,2024-02-24
2009,IE,LV5,VET_IE_3347,04_BUSINESS,93490,44293,988,84.13,88.43,6.08,0,1,NONE,830594524.03,0,0,ESF_PLUS_MONITORING,2022-09-22,2025-04-26
2010,PL,EE75,VET_PL_3356,05_SCIENCE,50052,35195,4336,67.33,42.93,5.62,0,0,EQF_LINKED,2039742781.58,0,0,CEDEFOP_EXPORT,2022-10-21,2024-07-26
2011,AT,DK66,VET_AT_3365,06_ICT,86035,63167,7737,90.72,80.86,6.08,1,0,NQF_ONLY,1115961853.4,0,1,NATIONAL_VET_AGENCY,2022-11-19,2024-01-22
2012,EE,PT8,VET_EE_3374,07_ENGINEERING,14516,12195,7199,92.86,59.4,13.9,0,0,SECTORAL,585990508.42,0,1,PROVIDER_ADMIN_DATA,2022-12-18,2024-06-14
2013,IT,SE642,VET_IT_3383,08_AGRI,12079,4995,5406,82.07,72.64,15.77,1,0,NONE,1766711965.43,0,1,ESF_PLUS_MONITORING,2023-01-16,2024-09-22
2014,PT,CZ653,VET_PT_3392,09_HEALTH,26299,13716,1651,64.53,73.77,11.66,0,0,EQF_LINKED,741292698.51,0,1,CEDEFOP_EXPORT,2023-02-14,2024-06-29
2015,BE,HR99,VET_BE_3401,10_SERVICES,86710,54218,4410,58.67,56.44,5.23,0,0,NQF_ONLY,1732539194.05,0,1,NATIONAL_VET_AGENCY,2023-03-15,2024-05-13
2016,FI,GR935,VET_FI_3410,01_EDUCATION,17436,10943,9297,62.28,63.03,18.37,0,0,SECTORAL,833511046.0,0,1,PROVIDER_ADMIN_DATA,2023-04-13,2024-09-28
2017,LV,CZ90,VET_LV_3419,02_ARTS,49662,16905,1378,83.47,93.34,15.92,0,0,NONE,726519795.33,0,1,ESF_PLUS_MONITORING,2023-05-12,2024-06-18
2018,RO,RO325,VET_RO_3428,03_HUMANITIES,49785,29998,2407,89.86,50.37,0.91,0,0,EQF_LINKED,1278391704.58,0,1,CEDEFOP_EXPORT,2023-06-10,2025-06-12
2019,BG,RO431,VET_BG_3437,04_BUSINESS,5755,1754,3905,87.31,52.54,17.49,0,0,NQF_ONLY,1547334581.43,0,1,NATIONAL_VET_AGENCY,2023-07-09,2024-04-08
2020,FR,SE136,VET_FR_3446,05_SCIENCE,64045,35856,1773,69.16,63.69,8.09,0,1,SECTORAL,1026794716.9,0,1,PROVIDER_ADMIN_DATA,2023-08-07,2025-01-27
2021,LT,CY261,VET_LT_3455,06_ICT,22619,15044,8017,87.45,90.18,5.69,0,1,NONE,3816414589.98,1,0,ESF_PLUS_MONITORING,2023-09-05,2024-01-26
2022,SK,PT82,VET_SK_3464,07_ENGINEERING,19948,13261,8358,59.0,75.05,14.0,0,1,EQF_LINKED,2548466128.64,1,1,CEDEFOP_EXPORT,2023-10-04,2024-09-08
2023,HR,IT64,VET_HR_3473,08_AGRI,86128,18418,5161,75.18,68.25,15.03,0,1,NQF_ONLY,3632231458.62,0,1,NATIONAL_VET_AGENCY,2023-11-02,2025-09-06
2024,DE,AT789,VET_DE_3482,09_HEALTH,59943,34418,2225,94.66,61.52,18.5,1,0,SECTORAL,295646842.49,1,1,PROVIDER_ADMIN_DATA,2023-12-01,2024-06-19
2025,LU,GR74,VET_LU_3491,10_SERVICES,79743,47544,7297,85.68,91.0,13.59,1,1,NONE,3149697339.61,1,1,ESF_PLUS_MONITORING,2023-12-30,2024-09-17
2006,SI,IE120,VET_SI_3500,01_EDUCATION,21352,9923,5124,94.17,90.44,17.3,1,0,EQF_LINKED,205029751.39,0,1,CEDEFOP_EXPORT,2024-01-28,2024-01-12
2007,CY,ES32,VET_CY_3509,02_ARTS,18868,10796,2957,67.42,73.81,9.2,0,0,NQF_ONLY,829508274.83,0,0,NATIONAL_VET_AGENCY,2024-02-26,2024-03-05
2008,GR,NL58,VET_GR_3518,03_HUMANITIES,38890,21626,1181,86.63,59.22,3.75,1,0,SECTORAL,1921171004.68,0,0,PROVIDER_ADMIN_DATA,2024-03-26,2024-03-28
2009,MT,HR567,VET_MT_3527,04_BUSINESS,14962,10595,7957,60.78,66.41,8.44,0,1,NONE,1687992463.12,0,1,ESF_PLUS_MONITORING,2024-04-24,2024-07-27
2010,ES,FR395,VET_ES_3536,05_SCIENCE,51816,10624,1338,67.04,77.09,5.67,1,0,EQF_LINKED,1991624576.89,0,1,CEDEFOP_EXPORT,2024-05-23,2025-03-02
2011,CZ,FR423,VET_CZ_3545,06_ICT,78417,56201,1221,61.98,51.43,15.84,0,0,NQF_ONLY,1015109390.01,0,1,NATIONAL_VET_AGENCY,2024-06-21,2024-03-03
2012,HU,IE251,VET_HU_3554,07_ENGINEERING,24996,19433,7257,82.11,69.31,16.69,0,0,SECTORAL,1674328543.37,0,1,PROVIDER_ADMIN_DATA,2024-07-20,2025-02-07
2013,NL,IT33,VET_NL_3563,08_AGRI,31780,4972,446,70.6,65.38,7.17,1,0,NONE,1273217730.83,0,0,ESF_PLUS_MONITORING,2024-08-18,2026-01-16
2014,SE,HU35,VET_SE_3572,09_HEALTH,69134,42617,4041,81.86,56.05,8.32,0,0,EQF_LINKED,1682842930.41,0,1,CEDEFOP_EXPORT,2024-09-16,2024-01-18
2015,DK,LU1,VET_DK_3581,10_SERVICES,119575,88271,7908,73.04,53.67,10.53,1,1,NQF_ONLY,184748105.54,0,1,NATIONAL_VET_AGENCY,2024-10-15,2024-07-28
2016,IE,BG252,VET_IE_3590,01_EDUCATION,98318,24775,5128,96.19,71.97,17.53,0,0,SECTORAL,355953980.18,0,1,PROVIDER_ADMIN_DATA,2024-11-13,2024-04-20
2017,PL,LU72,VET_PL_3599,02_ARTS,71522,33477,8104,93.37,98.71,1.32,0,0,NONE,140513178.47,0,1,ESF_PLUS_MONITORING,2024-12-12,2024-02-19
2018,AT,DE892,VET_AT_3608,03_HUMANITIES,65517,43232,5245,58.51,76.64,19.04,0,0,EQF_LINKED,2115409319.39,0,1,CEDEFOP_EXPORT,2025-01-10,2025-02-14
2019,EE,DE818,VET_EE_3617,04_BUSINESS,31038,16733,7811,63.73,54.97,10.37,0,0,NQF_ONLY,917446067.33,0,0,NATIONAL_VET_AGENCY,2025-02-08,2024-03-20
2020,IT,BE663,VET_IT_3626,05_SCIENCE,18576,3630,3440,71.99,82.41,3.79,0,0,SECTORAL,410603772.62,0,1,PROVIDER_ADMIN_DATA,2025-03-09,2025-12-14
2021,PT,CZ67,VET_PT_3635,06_ICT,85396,60226,4696,67.06,70.74,15.31,0,1,NONE,1577092281.82,0,1,ESF_PLUS_MONITORING,2025-04-07,2025-12-24
2022,BE,GR553,VET_BE_3644,07_ENGINEERING,69136,56737,4331,68.89,69.22,16.38,0,0,EQF_LINKED,2526685186.51,0,1,CEDEFOP_EXPORT,2025-05-06,2025-01-04
2023,FI,IT55,VET_FI_3653,08_AGRI,9334,4080,6306,94.2,72.83,19.34,0,1,NQF_ONLY,2570080875.98,1,1,NATIONAL_VET_AGENCY,2025-06-04,2025-03-12
2024,LV,ES494,VET_LV_3662,09_HEALTH,6052,3615,1301,68.31,80.19,19.85,0,1,SECTORAL,863759125.99,1,1,PROVIDER_ADMIN_DATA,2025-07-03,2024-07-26
2025,RO,EE399,VET_RO_3671,10_SERVICES,85904,58534,644,55.54,68.8,1.32,0,1,NONE,661962323.24,1,1,ESF_PLUS_MONITORING,2025-08-01,2025-01-23
2006,BG,PT975,VET_BG_3680,01_EDUCATION,86836,50166,5571,69.3,75.01,4.61,0,0,EQF_LINKED,582957392.34,0,1,CEDEFOP_EXPORT,2025-08-30,2025-06-28
2007,FR,ES716,VET_FR_3689,02_ARTS,78815,19683,5335,78.11,85.61,0.17,0,0,NQF_ONLY,222501989.12,0,1,NATIONAL_VET_AGENCY,2025-09-28,2026-02-14
2008,LT,IT1,VET_LT_3698,03_HUMANITIES,79746,16900,6679,63.61,81.05,2.33,0,0,SECTORAL,1813234715.98,0,1,PROVIDER_ADMIN_DATA,2025-10-27,2025-06-22
2009,SK,SE37,VET_SK_3707,04_BUSINESS,83866,44476,1129,73.63,43.33,15.68,1,0,NONE,1187420656.35,0,1,ESF_PLUS_MONITORING,2025-11-25,2024-07-17
2010,HR,LU18,VET_HR_3716,05_SCIENCE,5450,3400,4907,80.11,85.14,1.75,0,0,EQF_LINKED,936357084.14,0,1,CEDEFOP_EXPORT,2025-12-24,2025-08-11
2011,DE,DE749,VET_DE_3725,06_ICT,15043,9194,4856,63.38,42.21,21.85,1,0,NQF_ONLY,1718197443.2,0,1,NATIONAL_VET_AGENCY,2026-01-22,2025-11-19
2012,LU,GR54,VET_LU_3734,07_ENGINEERING,15811,8669,6125,74.8,54.48,9.08,0,0,SECTORAL,650601827.45,0,1,PROVIDER_ADMIN_DATA,2026-02-20,2024-11-02
2013,SI,EE84,VET_SI_3743,08_AGRI,45537,18615,2136,88.11,97.9,11.58,1,0,NONE,930330617.92,0,1,ESF_PLUS_MONITORING,2010-01-24,2025-05-12
2014,CY,CZ81,VET_CY_3752,09_HEALTH,46801,12978,995,75.33,66.93,12.05,0,0,EQF_LINKED,1971727817.79,0,0,CEDEFOP_EXPORT,2010-02-22,2025-06-30
2015,GR,LU6,VET_GR_3761,10_SERVICES,41542,34442,6142,87.67,58.31,2.76,0,0,NQF_ONLY,2037525728.11,0,0,NATIONAL_VET_AGENCY,2010-03-23,2026-01-27
2016,MT,FR3,VET_MT_3770,01_EDUCATION,40320,14095,8366,79.87,79.03,18.34,0,0,SECTORAL,1594347547.14,0,0,PROVIDER_ADMIN_DATA,2010-04-21,2025-01-17
2017,ES,LT317,VET_ES_3779,02_ARTS,63827,14351,7560,96.27,57.63,17.63,0,0,NONE,272078556.7,0,1,ESF_PLUS_MONITORING,2010-05-20,2024-12-08
2018,CZ,BG4,VET_CZ_3788,03_HUMANITIES,82581,55106,8821,91.64,86.84,13.82,0,0,EQF_LINKED,587108086.04,0,1,CEDEFOP_EXPORT,2010-06-18,2025-09-01
2019,HU,HU1,VET_HU_3797,04_BUSINESS,92642,35343,6269,78.49,55.54,2.77,0,0,NQF_ONLY,962382274.74,0,1,NATIONAL_VET_AGENCY,2010-07-17,2024-11-22
2020,NL,HU4,VET_NL_3806,05_SCIENCE,77531,44323,836,82.68,69.88,1.98,0,1,SECTORAL,613654226.39,0,0,PROVIDER_ADMIN_DATA,2010-08-15,2025-05-31
2021,SE,RO29,VET_SE_3815,06_ICT,45856,39171,1955,91.82,78.53,1.46,0,1,NONE,1477170739.62,0,1,ESF_PLUS_MONITORING,2010-09-13,2025-12-27
2022,DK,AT986,VET_DK_3824,07_ENGINEERING,100381,59208,6994,70.21,56.72,7.52,1,0,EQF_LINKED,1680742969.76,1,1,CEDEFOP_EXPORT,2010-10-12,2024-06-24
2023,IE,IT2,VET_IE_3833,08_AGRI,30968,20362,8873,93.79,80.89,12.98,0,0,NQF_ONLY,3105321023.03,1,0,NATIONAL_VET_AGENCY,2010-11-10,2026-01-10
2024,PL,AT569,VET_PL_3842,09_HEALTH,76509,42293,7947,67.88,80.15,13.62,0,0,SECTORAL,1742480507.44,1,0,PROVIDER_ADMIN_DATA,2010-12-09,2024-12-14
2025,AT,MT7,VET_AT_3851,10_SERVICES,4852,1957,4328,67.82,63.23,18.88,1,1,NONE,1586790732.66,1,1,ESF_PLUS_MONITORING,2011-01-07,2025-06-28
2006,EE,SE539,VET_EE_3860,01_EDUCATION,90236,16620,2918,70.37,80.62,4.36,0,0,EQF_LINKED,1759079526.08,0,1,CEDEFOP_EXPORT,2011-02-05,2025-09-20
2007,IT,SI69,VET_IT_3869,02_ARTS,32206,9801,3209,60.13,74.57,12.49,0,0,NQF_ONLY,1216469990.4,0,0,NATIONAL_VET_AGENCY,2011-03-06,2025-03-14
2008,PT,LT14,VET_PT_3878,03_HUMANITIES,49928,29514,6125,85.28,52.09,2.97,0,0,SECTORAL,1880324181.18,0,1,PROVIDER_ADMIN_DATA,2011-04-04,2024-10-02
2009,BE,FI82,VET_BE_3887,04_BUSINESS,47005,21864,7969,95.77,56.32,13.1,0,0,NONE,1181716304.35,0,1,ESF_PLUS_MONITORING,2011-05-03,2024-09-19
2010,FI,DE150,VET_FI_3896,05_SCIENCE,39485,17388,1734,73.68,50.56,0.44,0,0,EQF_LINKED,1158764732.89,0,1,CEDEFOP_EXPORT,2011-06-01,2024-09-22
2011,LV,CZ188,VET_LV_3905,06_ICT,91539,61566,9195,77.97,91.99,24.39,1,0,NQF_ONLY,1798496497.88,0,1,NATIONAL_VET_AGENCY,2011-06-30,2024-10-19
2012,RO,DK68,VET_RO_3914,07_ENGINEERING,55210,32470,1089,81.16,76.38,9.26,0,0,SECTORAL,2028641543.53,0,0,PROVIDER_ADMIN_DATA,2011-07-29,2025-11-15
2013,BG,SK31,VET_BG_3923,08_AGRI,85480,51178,7284,67.95,77.99,14.0,0,0,NONE,1861677245.27,0,1,ESF_PLUS_MONITORING,2011-08-27,2026-01-28
2014,FR,AT9,VET_FR_3932,09_HEALTH,22538,11309,9177,75.68,98.15,17.29,0,0,EQF_LINKED,2124789594.75,0,1,CEDEFOP_EXPORT,2011-09-25,2024-02-11
2015,LT,BE868,VET_LT_3941,10_SERVICES,91741,62785,6229,83.9,67.62,11.67,0,0,NQF_ONLY,1502807152.5,0,1,NATIONAL_VET_AGENCY,2011-10-24,2024-10-20
2016,SK,PL522,VET_SK_3950,01_EDUCATION,33785,9261,3006,59.24,46.33,13.41,1,0,SECTORAL,481301099.14,0,1,PROVIDER_ADMIN_DATA,2011-11-22,2025-07-24
2017,HR,RO8,VET_HR_3959,02_ARTS,64695,45212,6397,94.82,55.56,18.83,0,0,NONE,549379905.08,0,1,ESF_PLUS_MONITORING,2011-12-21,2026-02-11
2018,DE,SI794,VET_DE_3968,03_HUMANITIES,111601,49874,8252,78.17,77.34,16.11,0,0,EQF_LINKED,166616911.2,0,1,CEDEFOP_EXPORT,2012-01-19,2025-10-24
2019,LU,LT4,VET_LU_3977,04_BUSINESS,87909,20265,2745,72.25,42.2,3.21,0,0,NQF_ONLY,1293110490.03,0,1,NATIONAL_VET_AGENCY,2012-02-17,2024-03-31
2020,SI,LU691,VET_SI_3986,05_SCIENCE,43755,18070,1927,60.59,80.47,1.23,0,0,SECTORAL,1270662210.72,0,1,PROVIDER_ADMIN_DATA,2012-03-17,2025-05-21
2021,CY,ES17,VET_CY_3995,06_ICT,96872,73311,7570,81.51,73.14,22.09,0,0,NONE,1955447022.19,0,0,ESF_PLUS_MONITORING,2012-04-15,2024-05-31
2022,GR,PL4,VET_GR_4004,07_ENGINEERING,11812,9667,2942,71.98,46.96,22.88,0,0,EQF_LINKED,3231311890.42,1,1,CEDEFOP_EXPORT,2012-05-14,2024-03-21
2023,MT,NL71,VET_MT_4013,08_AGRI,28215,15644,9320,90.39,98.05,6.07,0,1,NQF_ONLY,2735846035.52,1,1,NATIONAL_VET_AGENCY,2012-06-12,2024-10-17
2024,ES,DK835,VET_ES_4022,09_HEALTH,22550,14641,8442,73.58,74.74,19.36,0,0,SECTORAL,2564280725.83,0,0,PROVIDER_ADMIN_DATA,2012-07-11,2026-02-10
2025,CZ,LV6,VET_CZ_4031,10_SERVICES,130514,79766,5178,95.0,68.73,10.58,1,1,NONE,2147106441.38,0,1,ESF_PLUS_MONITORING,2012-08-09,2025-09-05
2006,HU,PT218,VET_HU_4040,01_EDUCATION,83668,23875,2801,75.96,76.66,11.69,0,0,EQF_LINKED,836224133.88,0,1,CEDEFOP_EXPORT,2012-09-07,2025-04-09
2007,NL,RO731,VET_NL_4049,02_ARTS,10434,5501,5527,61.77,58.0,1.69,0,0,NQF_ONLY,1886818437.42,0,1,NATIONAL_VET_AGENCY,2012-10-06,2025-10-05
2008,SE,SI546,VET_SE_4058,03_HUMANITIES,72623,51143,7924,69.38,63.88,13.91,0,0,SECTORAL,2041793751.33,0,1,PROVIDER_ADMIN_DATA,2012-11-04,2024-03-18
2009,DK,LV250,VET_DK_4067,04_BUSINESS,113828,19292,2763,65.54,43.96,8.76,1,0,NONE,1419673843.68,0,1,ESF_PLUS_MONITORING,2012-12-03,2024-11-02
2010,IE,MT336,VET_IE_4076,05_SCIENCE,4475,2688,4089,60.26,68.83,2.83,0,0,EQF_LINKED,1336934425.38,0,1,CEDEFOP_EXPORT,2013-01-01,2026-01-22
2011,PL,SK22,VET_PL_4085,06_ICT,93155,46008,6591,83.29,58.35,24.71,0,0,NQF_ONLY,1056117854.48,0,0,NATIONAL_VET_AGENCY,2013-01-30,2026-02-16
2012,AT,BE34,VET_AT_4094,07_ENGINEERING,120275,99990,4954,68.22,74.24,13.32,0,0,SECTORAL,500160489.55,0,0,PROVIDER_ADMIN_DATA,2013-02-28,2024-03-04
2013,EE,SK194,VET_EE_4103,08_AGRI,58194,36251,1079,82.55,51.15,0.52,0,0,NONE,1645192567.09,0,1,ESF_PLUS_MONITORING,2013-03-29,2025-10-27
2014,IT,BE5,VET_IT_4112,09_HEALTH,37770,8569,1389,85.22,84.55,17.48,0,0,EQF_LINKED,1691125791.37,0,1,CEDEFOP_EXPORT,2013-04-27,2026-02-25
2015,PT,LV57,VET_PT_4121,10_SERVICES,53041,13594,5036,83.29,58.3,15.84,0,0,NQF_ONLY,2198331664.84,0,0,NATIONAL_VET_AGENCY,2013-05-26,2024-07-09
2016,BE,MT41,VET_BE_4130,01_EDUCATION,24534,17356,2221,91.39,57.28,19.14,0,0,SECTORAL,1653201019.84,0,1,PROVIDER_ADMIN_DATA,2013-06-24,2024-03-20
2017,FI,GR26,VET_FI_4139,02_ARTS,41553,18871,5179,92.1,67.65,0.28,1,0,NONE,1712693780.16,0,1,ESF_PLUS_MONITORING,2013-07-23,2025-11-17
2018,LV,ES81,VET_LV_4148,03_HUMANITIES,59742,11642,2358,70.62,53.61,3.72,0,0,EQF_LINKED,945925429.63,0,1,CEDEFOP_EXPORT,2013-08-21,2025-02-22
2019,RO,HU51,VET_RO_4157,04_BUSINESS,36918,7335,5889,60.96,56.94,6.3,0,0,NQF_ONLY,257380383.49,0,1,NATIONAL_VET_AGENCY,2013-09-19,2024-06-18
2020,BG,HU579,VET_BG_4166,05_SCIENCE,55258,29603,9256,88.17,53.6,8.18,0,1,SECTORAL,687224187.74,0,0,PROVIDER_ADMIN_DATA,2013-10-18,2024-08-25
2021,FR,LT118,VET_FR_4175,06_ICT,28233,9708,2132,89.21,63.2,20.94,0,0,NONE,1417983504.55,0,1,ESF_PLUS_MONITORING,2013-11-16,2024-04-10
2022,LT,HR985,VET_LT_4184,07_ENGINEERING,81121,42408,5888,72.99,58.02,10.91,0,0,EQF_LINKED,813854175.81,1,1,CEDEFOP_EXPORT,2013-12-15,2024-04-09
2023,SK,IT32,VET_SK_4193,08_AGRI,69877,48437,274,58.28,53.33,7.17,1,0,NQF_ONLY,1078342720.56,0,1,NATIONAL_VET_AGENCY,2014-01-13,2024-10-28
2024,HR,PT61,VET_HR_4202,09_HEALTH,97873,52085,4443,70.47,54.7,14.24,0,0,SECTORAL,1130217772.92,0,1,PROVIDER_ADMIN_DATA,2014-02-11,2026-01-10
2025,DE,HR87,VET_DE_4211,10_SERVICES,129993,96170,2743,60.44,80.73,5.77,1,0,NONE,1703116577.28,0,1,ESF_PLUS_MONITORING,2014-03-12,2024-04-07
2006,LU,IT144,VET_LU_4220,01_EDUCATION,7454,3525,3875,66.26,60.13,3.07,0,0,EQF_LINKED,400677654.15,0,1,CEDEFOP_EXPORT,2014-04-10,2025-02-13
2007,SI,GR4,VET_SI_4229,02_ARTS,100497,70767,1897,78.96,86.88,6.67,0,0,NQF_ONLY,2013634826.75,0,0,NATIONAL_VET_AGENCY,2014-05-09,2024-02-06
2008,CY,HU85,VET_CY_4238,03_HUMANITIES,84236,17972,6107,90.34,95.77,11.67,0,0,SECTORAL,517416796.34,0,1,PROVIDER_ADMIN_DATA,2014-06-07,2025-12-18
2009,GR,AT355,VET_GR_4247,04_BUSINESS,65343,17217,7706,62.76,48.18,3.3,0,0,NONE,1507248335.76,0,1,ESF_PLUS_MONITORING,2014-07-06,2025-09-12
2010,MT,DK157,VET_MT_4256,05_SCIENCE,66280,15092,3268,94.52,76.49,0.38,0,0,EQF_LINKED,1436958384.26,0,0,CEDEFOP_EXPORT,2014-08-04,2024-01-10
