labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2150-09,AGGREGATOR,Role_1617_Manager,OCCXW201617,SKC01617,GCP,Java,Accounting,1,7,1,108907,152970,PART_TIME,DAY,541,38,29,0.9143,emb_v3
2150-10,ATS_FEED,Role_1618_Technician,OCCXW201618,SKC01618,Kubernetes,PowerBI,AWS,0,7,0,146892,213159,CONTRACT,WEEKEND,423,64,32,0.3036,emb_v1
2150-11,JOB_BOARD,Role_1619_Specialist,OCCXW201619,SKC01619,GCP,Healthcare,React,0,9,1,143464,161485,TEMP,WEEKEND,811,20,37,0.4528,emb_v1
2150-12,STAFFING_FIRM,Role_1620_Analyst,OCCXW201620,SKC01620,NLP,SupplyChain,Excel,1,0,0,44509,117213,TEMP,FLEX,332,40,37,0.8302,emb_v4
2151-01,COMPANY_SITE,Role_1621_Engineer,OCCXW201621,SKC01621,Accounting,Statistics,React,0,9,0,53115,129110,TEMP,DAY,511,50,34,0.3204,emb_v4
2151-02,JOB_BOARD,Role_1622_Manager,OCCXW201622,SKC01622,SQL,Statistics,Kubernetes,0,10,0,90294,111786,CONTRACT,NIGHT,623,26,33,0.582,emb_v1
2151-03,JOB_BOARD,Role_1623_Technician,OCCXW201623,SKC01623,Tableau,SAP,Cybersecurity,0,8,0,54646,102912,TEMP,NIGHT,921,10,42,0.1067,emb_v4
2151-04,COMPANY_SITE,Role_1624_Specialist,OCCXW201624,SKC01624,AWS,Cybersecurity,Kubernetes,0,4,0,137104,170348,PART_TIME,FLEX,611,43,31,0.1273,emb_v1
2151-05,JOB_BOARD,Role_1625_Analyst,OCCXW201625,SKC01625,SAP,Healthcare,Healthcare,1,7,0,113787,161538,CONTRACT,NIGHT,541,74,39,0.8645,emb_v3
2151-06,AGGREGATOR,Role_1626_Engineer,OCCXW201626,SKC01626,CustomerSupport,ComputerVision,PowerBI,0,4,1,135798,205282,FULL_TIME,SHIFT,523,32,37,0.3575,emb_v3
2151-07,STAFFING_FIRM,Role_1627_Manager,OCCXW201627,SKC01627,Python,GCP,Excel,0,3,0,40907,61482,FULL_TIME,SHIFT,236,53,34,0.8116,emb_v1
2151-08,AGGREGATOR,Role_1628_Technician,OCCXW201628,SKC01628,JavaScript,SupplyChain,Azure,0,9,1,116257,132453,TEMP,DAY,518,81,39,0.16,emb_v2
2151-09,AGGREGATOR,Role_1629_Specialist,OCCXW201629,SKC01629,ComputerVision,PowerBI,Tableau,0,2,1,122997,203202,INTERN,DAY,921,4,46,0.734,emb_v1
2151-10,ATS_FEED,Role_1630_Analyst,OCCXW201630,SKC01630,Python,NLP,Airflow,1,1,1,104236,121064,TEMP,SHIFT,722,40,40,0.2218,emb_v4
2151-11,COMPANY_SITE,Role_1631_Engineer,OCCXW201631,SKC01631,SAP,Python,SAP,1,5,0,93699,151594,TEMP,WEEKEND,423,34,33,0.2394,emb_v1
2151-12,JOB_BOARD,Role_1632_Manager,OCCXW201632,SKC01632,SupplyChain,RetailOps,SQL,1,6,1,103114,135278,PART_TIME,NIGHT,561,52,29,0.4555,emb_v4
2152-01,STAFFING_FIRM,Role_1633_Technician,OCCXW201633,SKC01633,Communication,JavaScript,GCP,0,1,0,64169,83919,FULL_TIME,WEEKEND,511,81,34,0.5008,emb_v2
2152-02,COMPANY_SITE,Role_1634_Specialist,OCCXW201634,SKC01634,JavaScript,Docker,CustomerSupport,0,6,1,100853,113327,TEMP,DAY,561,80,29,0.0712,emb_v1
2152-03,STAFFING_FIRM,Role_1635_Analyst,OCCXW201635,SKC01635,GCP,CustomerSupport,Tableau,1,2,0,63886,108511,PART_TIME,DAY,445,31,26,0.4032,emb_v2
2152-04,JOB_BOARD,Role_1636_Engineer,OCCXW201636,SKC01636,Statistics,Azure,SQL,0,3,0,82686,142722,INTERN,DAY,518,58,29,0.5988,emb_v1
2152-05,ATS_FEED,Role_1637_Manager,OCCXW201637,SKC01637,Healthcare,SQL,SAP,0,9,0,146976,234616,PART_TIME,SHIFT,511,79,35,0.7719,emb_v2
2152-06,COMPANY_SITE,Role_1638_Technician,OCCXW201638,SKC01638,Linux,Kubernetes,AWS,0,8,1,147757,166928,INTERN,FLEX,611,21,29,0.0733,emb_v2
2152-07,AGGREGATOR,Role_1639_Specialist,OCCXW201639,SKC01639,React,GCP,Linux,0,8,0,152713,189088,INTERN,SHIFT,623,78,30,0.6761,emb_v3
2152-08,ATS_FEED,Role_1640_Analyst,OCCXW201640,SKC01640,Spark,Kubernetes,ProjectMgmt,0,10,0,113833,169978,TEMP,DAY,621,67,35,0.5648,emb_v1
2152-09,AGGREGATOR,Role_1641_Engineer,OCCXW201641,SKC01641,Kubernetes,Docker,SQL,1,4,0,125156,203556,INTERN,FLEX,524,41,36,0.4542,emb_v4
2152-10,ATS_FEED,Role_1642_Manager,OCCXW201642,SKC01642,Excel,Cybersecurity,Python,0,5,1,113108,152307,INTERN,SHIFT,611,14,39,0.6704,emb_v4
2152-11,STAFFING_FIRM,Role_1643_Technician,OCCXW201643,SKC01643,Spark,NLP,Azure,0,5,1,38492,88978,PART_TIME,SHIFT,711,13,33,0.1212,emb_v2
2152-12,ATS_FEED,Role_1644_Specialist,OCCXW201644,SKC01644,Healthcare,Healthcare,Python,0,9,1,128489,143880,TEMP,DAY,621,4,36,0.7933,emb_v4
2153-01,JOB_BOARD,Role_1645_Analyst,OCCXW201645,SKC01645,Azure,JavaScript,PowerBI,1,6,0,89569,152471,CONTRACT,SHIFT,522,37,34,0.5092,emb_v2
2153-02,AGGREGATOR,Role_1646_Engineer,OCCXW201646,SKC01646,Cybersecurity,ProjectMgmt,Kubernetes,0,7,1,45482,82109,TEMP,SHIFT,611,4,28,0.8337,emb_v1
2153-03,JOB_BOARD,Role_1647_Manager,OCCXW201647,SKC01647,Java,Kubernetes,AWS,0,5,0,141397,149330,FULL_TIME,SHIFT,921,48,39,0.5515,emb_v2
2153-04,JOB_BOARD,Role_1648_Technician,OCCXW201648,SKC01648,SAP,Salesforce,ComputerVision,1,1,1,72043,115846,FULL_TIME,WEEKEND,519,33,36,0.94,emb_v2
2153-05,STAFFING_FIRM,Role_1649_Specialist,OCCXW201649,SKC01649,Statistics,Docker,SupplyChain,0,5,1,121156,179455,CONTRACT,SHIFT,722,72,30,0.4314,emb_v4
2153-06,COMPANY_SITE,Role_1650_Analyst,OCCXW201650,SKC01650,ComputerVision,Python,Java,0,2,1,55335,109994,PART_TIME,WEEKEND,523,11,43,0.1256,emb_v2
2153-07,AGGREGATOR,Role_1651_Engineer,OCCXW201651,SKC01651,ComputerVision,Java,JavaScript,1,5,1,80038,156355,CONTRACT,SHIFT,531,33,48,0.0141,emb_v2
2153-08,AGGREGATOR,Role_1652_Manager,OCCXW201652,SKC01652,Python,ProjectMgmt,Communication,1,9,0,101183,140751,PART_TIME,SHIFT,611,57,31,0.8358,emb_v1
2153-09,JOB_BOARD,Role_1653_Technician,OCCXW201653,SKC01653,Statistics,ProjectMgmt,Linux,0,1,1,78703,106169,TEMP,WEEKEND,611,42,34,0.7766,emb_v2
2153-10,COMPANY_SITE,Role_1654_Specialist,OCCXW201654,SKC01654,Tableau,ProjectMgmt,Statistics,0,5,1,115744,150999,PART_TIME,NIGHT,611,24,41,0.594,emb_v3
2153-11,AGGREGATOR,Role_1655_Analyst,OCCXW201655,SKC01655,Statistics,AWS,Kubernetes,0,4,1,143813,184179,INTERN,WEEKEND,511,4,33,0.6601,emb_v4
2153-12,ATS_FEED,Role_1656_Engineer,OCCXW201656,SKC01656,CustomerSupport,CustomerSupport,Docker,1,10,1,68723,94365,PART_TIME,FLEX,524,53,41,0.6615,emb_v3
2154-01,AGGREGATOR,Role_1657_Manager,OCCXW201657,SKC01657,Linux,SupplyChain,ProjectMgmt,1,10,1,81565,142118,TEMP,SHIFT,523,58,38,0.2402,emb_v3
2154-02,ATS_FEED,Role_1658_Technician,OCCXW201658,SKC01658,Docker,Linux,Python,0,6,1,49326,82010,INTERN,NIGHT,423,53,34,0.6118,emb_v3
2154-03,JOB_BOARD,Role_1659_Specialist,OCCXW201659,SKC01659,NLP,RetailOps,Accounting,1,6,0,154413,162993,CONTRACT,FLEX,621,86,33,0.0987,emb_v3
2154-04,STAFFING_FIRM,Role_1660_Analyst,OCCXW201660,SKC01660,Healthcare,ProjectMgmt,Docker,0,0,1,54365,75074,INTERN,DAY,711,53,37,0.4541,emb_v2
2154-05,STAFFING_FIRM,Role_1661_Engineer,OCCXW201661,SKC01661,Statistics,JavaScript,GCP,0,10,0,112861,120986,PART_TIME,DAY,531,38,27,0.2922,emb_v3
2154-06,ATS_FEED,Role_1662_Manager,OCCXW201662,SKC01662,Airflow,Statistics,Accounting,0,8,0,113671,162671,TEMP,NIGHT,623,69,37,0.3205,emb_v2
2154-07,JOB_BOARD,Role_1663_Technician,OCCXW201663,SKC01663,Azure,Docker,Linux,1,2,0,104798,131506,INTERN,FLEX,711,28,32,0.1824,emb_v1
2154-08,COMPANY_SITE,Role_1664_Specialist,OCCXW201664,SKC01664,RetailOps,RetailOps,CustomerSupport,1,0,0,63443,137356,FULL_TIME,FLEX,332,60,38,0.3386,emb_v4
2154-09,ATS_FEED,Role_1665_Analyst,OCCXW201665,SKC01665,SAP,Docker,Airflow,0,10,0,65092,123090,INTERN,NIGHT,332,30,38,0.4086,emb_v4
2154-10,ATS_FEED,Role_1666_Engineer,OCCXW201666,SKC01666,NLP,SAP,SupplyChain,0,10,0,69892,117211,TEMP,DAY,611,22,36,0.4528,emb_v1
2154-11,STAFFING_FIRM,Role_1667_Manager,OCCXW201667,SKC01667,Kubernetes,Azure,Java,1,9,1,131207,147538,TEMP,FLEX,524,67,48,0.1115,emb_v1
2154-12,COMPANY_SITE,Role_1668_Technician,OCCXW201668,SKC01668,SAP,Healthcare,Salesforce,0,0,0,59443,71307,PART_TIME,SHIFT,541,90,34,0.6104,emb_v3
2155-01,AGGREGATOR,Role_1669_Specialist,OCCXW201669,SKC01669,Spark,SupplyChain,Statistics,1,6,1,89221,155482,INTERN,WEEKEND,621,80,25,0.0833,emb_v4
2155-02,COMPANY_SITE,Role_1670_Analyst,OCCXW201670,SKC01670,SQL,Statistics,Python,0,2,0,127065,214721,CONTRACT,SHIFT,423,71,38,0.0374,emb_v4
2155-03,ATS_FEED,Role_1671_Engineer,OCCXW201671,SKC01671,Statistics,Kubernetes,Airflow,0,10,1,45413,119174,INTERN,SHIFT,561,73,34,0.5284,emb_v3
2155-04,COMPANY_SITE,Role_1672_Manager,OCCXW201672,SKC01672,Statistics,ProjectMgmt,JavaScript,0,6,0,147537,191941,PART_TIME,NIGHT,519,62,33,0.4015,emb_v4
2155-05,COMPANY_SITE,Role_1673_Technician,OCCXW201673,SKC01673,PowerBI,Kubernetes,AWS,1,4,1,95183,150168,CONTRACT,WEEKEND,522,25,42,0.9718,emb_v2
2155-06,COMPANY_SITE,Role_1674_Specialist,OCCXW201674,SKC01674,Healthcare,Kubernetes,Docker,0,4,0,120779,192127,FULL_TIME,SHIFT,623,65,26,0.7064,emb_v2
2155-07,JOB_BOARD,Role_1675_Analyst,OCCXW201675,SKC01675,SAP,Excel,Java,0,10,0,72177,114061,TEMP,WEEKEND,236,71,33,0.967,emb_v3
2155-08,ATS_FEED,Role_1676_Engineer,OCCXW201676,SKC01676,Docker,NLP,Azure,0,9,0,91361,174576,PART_TIME,DAY,522,50,37,0.1367,emb_v3
2155-09,STAFFING_FIRM,Role_1677_Manager,OCCXW201677,SKC01677,Communication,GCP,Tableau,1,1,1,53026,75967,PART_TIME,DAY,445,67,31,0.5175,emb_v1
2155-10,ATS_FEED,Role_1678_Technician,OCCXW201678,SKC01678,Accounting,JavaScript,Linux,0,9,0,61460,139318,INTERN,SHIFT,711,32,29,0.3713,emb_v3
2155-11,AGGREGATOR,Role_1679_Specialist,OCCXW201679,SKC01679,NodeJS,CustomerSupport,Statistics,0,9,1,127736,141133,INTERN,SHIFT,518,26,42,0.0506,emb_v1
2155-12,JOB_BOARD,Role_1680_Analyst,OCCXW201680,SKC01680,SQL,Spark,ComputerVision,1,3,0,75106,119581,TEMP,NIGHT,621,12,42,0.9932,emb_v3
2156-01,JOB_BOARD,Role_1681_Engineer,OCCXW201681,SKC01681,Cybersecurity,Java,Kubernetes,0,1,0,116235,144573,PART_TIME,NIGHT,518,86,30,0.9468,emb_v4
2156-02,ATS_FEED,Role_1682_Manager,OCCXW201682,SKC01682,SAP,Salesforce,AWS,1,10,1,141831,184103,CONTRACT,WEEKEND,423,21,43,0.621,emb_v3
2156-03,AGGREGATOR,Role_1683_Technician,OCCXW201683,SKC01683,AWS,Azure,Linux,0,1,0,65694,81416,INTERN,NIGHT,541,87,30,0.2226,emb_v3
2156-04,COMPANY_SITE,Role_1684_Specialist,OCCXW201684,SKC01684,JavaScript,PowerBI,Excel,0,2,0,42247,64016,CONTRACT,DAY,541,7,37,0.9379,emb_v1
2156-05,COMPANY_SITE,Role_1685_Analyst,OCCXW201685,SKC01685,SQL,RetailOps,SQL,1,10,1,50156,125123,PART_TIME,DAY,611,48,40,0.8826,emb_v3
2156-06,STAFFING_FIRM,Role_1686_Engineer,OCCXW201686,SKC01686,Airflow,Cybersecurity,RetailOps,0,10,0,62387,68086,FULL_TIME,FLEX,621,74,39,0.3357,emb_v4
2156-07,STAFFING_FIRM,Role_1687_Manager,OCCXW201687,SKC01687,Tableau,Java,Azure,1,3,0,141486,148634,INTERN,FLEX,332,56,32,0.0361,emb_v2
2156-08,COMPANY_SITE,Role_1688_Technician,OCCXW201688,SKC01688,Airflow,Linux,JavaScript,0,10,0,38073,102480,PART_TIME,FLEX,523,64,33,0.5816,emb_v1
2156-09,AGGREGATOR,Role_1689_Specialist,OCCXW201689,SKC01689,Kubernetes,RetailOps,SQL,0,6,1,134362,201400,INTERN,FLEX,519,75,32,0.28,emb_v4
2156-10,JOB_BOARD,Role_1690_Analyst,OCCXW201690,SKC01690,PowerBI,SQL,Salesforce,0,9,0,62804,72138,TEMP,WEEKEND,541,13,38,0.1708,emb_v2
2156-11,STAFFING_FIRM,Role_1691_Engineer,OCCXW201691,SKC01691,Python,SupplyChain,PowerBI,0,3,1,71213,82135,INTERN,FLEX,711,8,36,0.5201,emb_v1
2156-12,STAFFING_FIRM,Role_1692_Manager,OCCXW201692,SKC01692,ComputerVision,Spark,Java,1,5,0,94401,134691,TEMP,SHIFT,561,24,39,0.1128,emb_v2
2157-01,ATS_FEED,Role_1693_Technician,OCCXW201693,SKC01693,ComputerVision,JavaScript,Communication,0,1,0,104065,177304,TEMP,FLEX,561,20,42,0.3328,emb_v3
2157-02,COMPANY_SITE,Role_1694_Specialist,OCCXW201694,SKC01694,ProjectMgmt,CustomerSupport,Accounting,0,9,1,142085,224056,INTERN,NIGHT,811,90,31,0.2436,emb_v4
2157-03,JOB_BOARD,Role_1695_Analyst,OCCXW201695,SKC01695,Tableau,Communication,Java,1,9,0,103810,190307,INTERN,DAY,622,72,31,0.8273,emb_v4
2157-04,COMPANY_SITE,Role_1696_Engineer,OCCXW201696,SKC01696,Salesforce,RetailOps,SAP,1,3,1,130563,212402,CONTRACT,SHIFT,611,75,30,0.1301,emb_v1
2157-05,STAFFING_FIRM,Role_1697_Manager,OCCXW201697,SKC01697,Excel,React,Cybersecurity,0,3,1,144125,162832,TEMP,SHIFT,531,89,38,0.4048,emb_v4
2157-06,JOB_BOARD,Role_1698_Technician,OCCXW201698,SKC01698,SQL,Azure,PowerBI,0,9,0,115225,195954,TEMP,DAY,811,61,37,0.1804,emb_v3
2157-07,AGGREGATOR,Role_1699_Specialist,OCCXW201699,SKC01699,PowerBI,Kubernetes,RetailOps,0,4,0,129364,204504,PART_TIME,SHIFT,541,31,41,0.806,emb_v3
2157-08,JOB_BOARD,Role_1700_Analyst,OCCXW201700,SKC01700,SupplyChain,Java,JavaScript,0,5,0,106337,131729,PART_TIME,NIGHT,523,55,32,0.3392,emb_v3
2157-09,COMPANY_SITE,Role_1701_Engineer,OCCXW201701,SKC01701,SAP,Communication,SupplyChain,0,9,0,101228,180559,TEMP,SHIFT,522,78,43,0.6736,emb_v4
2157-10,ATS_FEED,Role_1702_Manager,OCCXW201702,SKC01702,Tableau,Kubernetes,Python,1,0,0,112943,129707,INTERN,SHIFT,236,40,35,0.2702,emb_v4
2157-11,COMPANY_SITE,Role_1703_Technician,OCCXW201703,SKC01703,React,Docker,NodeJS,0,10,1,106931,150730,FULL_TIME,WEEKEND,523,11,34,0.919,emb_v2
2157-12,COMPANY_SITE,Role_1704_Specialist,OCCXW201704,SKC01704,Docker,Python,Kubernetes,0,8,1,142337,161537,CONTRACT,FLEX,531,51,23,0.4418,emb_v3
2158-01,COMPANY_SITE,Role_1705_Analyst,OCCXW201705,SKC01705,Healthcare,Accounting,GCP,1,0,1,79130,159923,FULL_TIME,DAY,623,15,39,0.6712,emb_v3
2158-02,JOB_BOARD,Role_1706_Engineer,OCCXW201706,SKC01706,Spark,ProjectMgmt,Linux,0,6,0,64246,84530,PART_TIME,DAY,611,11,35,0.423,emb_v1
2158-03,COMPANY_SITE,Role_1707_Manager,OCCXW201707,SKC01707,Linux,Tableau,PowerBI,1,3,0,60699,131110,TEMP,DAY,722,60,42,0.8177,emb_v3
2158-04,AGGREGATOR,Role_1708_Technician,OCCXW201708,SKC01708,NLP,Healthcare,Tableau,0,0,0,159722,245323,FULL_TIME,WEEKEND,622,7,33,0.2588,emb_v1
2158-05,AGGREGATOR,Role_1709_Specialist,OCCXW201709,SKC01709,Docker,RetailOps,Statistics,0,0,1,116759,166778,TEMP,FLEX,445,68,30,0.1201,emb_v3
2158-06,STAFFING_FIRM,Role_1710_Analyst,OCCXW201710,SKC01710,NLP,RetailOps,SAP,0,10,0,114958,187866,TEMP,NIGHT,423,75,36,0.5937,emb_v4
2158-07,AGGREGATOR,Role_1711_Engineer,OCCXW201711,SKC01711,RetailOps,ProjectMgmt,Spark,0,3,1,96244,152495,FULL_TIME,SHIFT,621,23,34,0.4132,emb_v3
2158-08,AGGREGATOR,Role_1712_Manager,OCCXW201712,SKC01712,Spark,React,GCP,1,1,0,116148,121467,CONTRACT,NIGHT,561,83,27,0.664,emb_v1
2158-09,STAFFING_FIRM,Role_1713_Technician,OCCXW201713,SKC01713,JavaScript,ProjectMgmt,Tableau,0,5,1,146516,229026,PART_TIME,WEEKEND,611,9,32,0.9771,emb_v3
2158-10,STAFFING_FIRM,Role_1714_Specialist,OCCXW201714,SKC01714,JavaScript,Docker,Communication,1,3,0,76235,117862,CONTRACT,DAY,623,70,37,0.8995,emb_v2
2158-11,COMPANY_SITE,Role_1715_Analyst,OCCXW201715,SKC01715,CustomerSupport,SAP,Python,0,0,0,86040,99773,PART_TIME,FLEX,517,51,32,0.7916,emb_v2
2158-12,COMPANY_SITE,Role_1716_Engineer,OCCXW201716,SKC01716,Accounting,RetailOps,Azure,1,10,0,159892,175522,INTERN,DAY,517,78,32,0.8154,emb_v2
2159-01,COMPANY_SITE,Role_1717_Manager,OCCXW201717,SKC01717,Python,NodeJS,JavaScript,1,2,0,37866,111679,CONTRACT,FLEX,623,15,34,0.0328,emb_v3
2159-02,ATS_FEED,Role_1718_Technician,OCCXW201718,SKC01718,ProjectMgmt,PowerBI,Kubernetes,1,1,0,59489,128836,INTERN,WEEKEND,517,16,35,0.2626,emb_v3
2159-03,COMPANY_SITE,Role_1719_Specialist,OCCXW201719,SKC01719,SAP,Spark,Docker,0,5,1,126695,177628,INTERN,FLEX,541,20,37,0.7032,emb_v2
2159-04,AGGREGATOR,Role_1720_Analyst,OCCXW201720,SKC01720,Airflow,GCP,Docker,0,8,1,153034,172186,TEMP,NIGHT,524,11,34,0.5797,emb_v1
2159-05,COMPANY_SITE,Role_1721_Engineer,OCCXW201721,SKC01721,Airflow,SupplyChain,Java,0,7,0,108691,134414,INTERN,DAY,611,60,42,0.7263,emb_v1
2159-06,ATS_FEED,Role_1722_Manager,OCCXW201722,SKC01722,Tableau,React,Salesforce,1,0,0,38407,54550,FULL_TIME,NIGHT,561,65,44,0.8024,emb_v1
2159-07,AGGREGATOR,Role_1723_Technician,OCCXW201723,SKC01723,Java,Azure,JavaScript,0,9,0,133198,192152,PART_TIME,SHIFT,522,62,34,0.8967,emb_v3
2159-08,JOB_BOARD,Role_1724_Specialist,OCCXW201724,SKC01724,Excel,Java,SQL,0,4,0,155450,220212,INTERN,SHIFT,711,5,32,0.6776,emb_v4
2159-09,ATS_FEED,Role_1725_Analyst,OCCXW201725,SKC01725,Azure,ProjectMgmt,Kubernetes,0,5,1,131348,167446,PART_TIME,DAY,517,78,23,0.3658,emb_v4
2159-10,ATS_FEED,Role_1726_Engineer,OCCXW201726,SKC01726,Tableau,NodeJS,SQL,1,9,0,86398,157890,INTERN,FLEX,722,30,34,0.9307,emb_v2
2159-11,COMPANY_SITE,Role_1727_Manager,OCCXW201727,SKC01727,CustomerSupport,PowerBI,Healthcare,0,0,1,69646,77294,INTERN,NIGHT,531,36,41,0.6312,emb_v3
2159-12,AGGREGATOR,Role_1728_Technician,OCCXW201728,SKC01728,SQL,React,Airflow,1,0,0,96832,105999,TEMP,NIGHT,811,57,40,0.1229,emb_v2
2160-01,COMPANY_SITE,Role_1729_Specialist,OCCXW201729,SKC01729,GCP,Statistics,SAP,1,10,0,54506,81309,INTERN,NIGHT,511,76,34,0.0427,emb_v4
2160-02,COMPANY_SITE,Role_1730_Analyst,OCCXW201730,SKC01730,Statistics,PowerBI,Accounting,1,3,0,92827,146509,INTERN,DAY,236,85,43,0.2734,emb_v2
2160-03,JOB_BOARD,Role_1731_Engineer,OCCXW201731,SKC01731,React,SQL,Healthcare,0,9,1,102322,117707,INTERN,DAY,921,42,48,0.9325,emb_v3
2160-04,JOB_BOARD,Role_1732_Manager,OCCXW201732,SKC01732,Azure,PowerBI,React,0,10,1,114403,192966,CONTRACT,SHIFT,523,85,29,0.6635,emb_v3
2160-05,COMPANY_SITE,Role_1733_Technician,OCCXW201733,SKC01733,Salesforce,Excel,Azure,0,10,1,68663,90640,TEMP,DAY,523,80,39,0.8056,emb_v4
2160-06,ATS_FEED,Role_1734_Specialist,OCCXW201734,SKC01734,Cybersecurity,RetailOps,PowerBI,0,2,0,125706,175826,FULL_TIME,SHIFT,811,61,27,0.5124,emb_v3
2160-07,COMPANY_SITE,Role_1735_Analyst,OCCXW201735,SKC01735,NLP,CustomerSupport,Healthcare,0,2,0,83537,116819,FULL_TIME,NIGHT,445,19,38,0.7252,emb_v3
2160-08,ATS_FEED,Role_1736_Engineer,OCCXW201736,SKC01736,ProjectMgmt,Salesforce,Azure,0,4,0,137009,223084,FULL_TIME,SHIFT,332,53,39,0.6146,emb_v3
2160-09,COMPANY_SITE,Role_1737_Manager,OCCXW201737,SKC01737,Salesforce,Java,RetailOps,0,4,0,121638,130791,CONTRACT,DAY,623,68,42,0.9784,emb_v1
2160-10,STAFFING_FIRM,Role_1738_Technician,OCCXW201738,SKC01738,Excel,Python,Airflow,0,9,0,111216,146653,PART_TIME,NIGHT,523,25,40,0.855,emb_v1
2160-11,JOB_BOARD,Role_1739_Specialist,OCCXW201739,SKC01739,GCP,Python,Spark,1,6,0,131876,153801,FULL_TIME,DAY,523,51,34,0.1367,emb_v3
2160-12,AGGREGATOR,Role_1740_Analyst,OCCXW201740,SKC01740,Java,AWS,Spark,1,1,1,119636,141129,CONTRACT,NIGHT,921,27,31,0.3743,emb_v1
2161-01,COMPANY_SITE,Role_1741_Engineer,OCCXW201741,SKC01741,Kubernetes,Docker,ProjectMgmt,0,1,0,126850,184801,TEMP,SHIFT,524,14,33,0.1761,emb_v1
2161-02,ATS_FEED,Role_1742_Manager,OCCXW201742,SKC01742,Linux,Java,SQL,0,9,1,141078,167551,FULL_TIME,SHIFT,518,3,39,0.9945,emb_v4
2161-03,ATS_FEED,Role_1743_Technician,OCCXW201743,SKC01743,Python,Spark,Healthcare,1,5,0,99291,147753,FULL_TIME,NIGHT,445,63,36,0.0172,emb_v2
2161-04,JOB_BOARD,Role_1744_Specialist,OCCXW201744,SKC01744,SQL,AWS,Statistics,0,5,1,87657,121725,INTERN,WEEKEND,622,46,43,0.6802,emb_v2
2161-05,COMPANY_SITE,Role_1745_Analyst,OCCXW201745,SKC01745,SQL,Salesforce,React,0,5,0,46519,121809,CONTRACT,DAY,621,29,32,0.3589,emb_v3
2161-06,AGGREGATOR,Role_1746_Engineer,OCCXW201746,SKC01746,Cybersecurity,Azure,ProjectMgmt,0,0,0,42649,73128,INTERN,FLEX,523,31,41,0.0687,emb_v3
2161-07,ATS_FEED,Role_1747_Manager,OCCXW201747,SKC01747,Cybersecurity,JavaScript,ProjectMgmt,0,9,1,49414,104642,PART_TIME,FLEX,445,57,33,0.6642,emb_v1
2161-08,AGGREGATOR,Role_1748_Technician,OCCXW201748,SKC01748,SupplyChain,RetailOps,Accounting,0,5,1,152708,200277,CONTRACT,SHIFT,523,63,35,0.7363,emb_v3
2161-09,STAFFING_FIRM,Role_1749_Specialist,OCCXW201749,SKC01749,Python,Kubernetes,Azure,1,1,0,37687,50375,PART_TIME,DAY,531,10,35,0.8676,emb_v2
2161-10,STAFFING_FIRM,Role_1750_Analyst,OCCXW201750,SKC01750,Linux,SQL,Linux,0,1,0,112415,152387,TEMP,FLEX,611,71,39,0.9985,emb_v2
2161-11,COMPANY_SITE,Role_1751_Engineer,OCCXW201751,SKC01751,Kubernetes,SAP,Linux,0,6,0,154176,186869,FULL_TIME,SHIFT,561,53,37,0.8471,emb_v2
2161-12,AGGREGATOR,Role_1752_Manager,OCCXW201752,SKC01752,GCP,Kubernetes,AWS,1,7,1,77912,136883,FULL_TIME,WEEKEND,531,75,36,0.56,emb_v2
2162-01,ATS_FEED,Role_1753_Technician,OCCXW201753,SKC01753,AWS,SupplyChain,SupplyChain,1,10,0,57170,68719,TEMP,FLEX,519,78,38,0.6575,emb_v4
2162-02,AGGREGATOR,Role_1754_Specialist,OCCXW201754,SKC01754,Communication,Statistics,Cybersecurity,0,3,1,55666,145126,TEMP,WEEKEND,811,90,38,0.4281,emb_v2
2162-03,STAFFING_FIRM,Role_1755_Analyst,OCCXW201755,SKC01755,ComputerVision,NLP,React,0,5,1,126149,203507,CONTRACT,WEEKEND,621,76,29,0.9576,emb_v2
2162-04,COMPANY_SITE,Role_1756_Engineer,OCCXW201756,SKC01756,SupplyChain,RetailOps,Docker,0,8,1,61183,130180,FULL_TIME,NIGHT,531,3,35,0.2454,emb_v1
2162-05,AGGREGATOR,Role_1757_Manager,OCCXW201757,SKC01757,Cybersecurity,Spark,Linux,0,7,1,73896,120765,INTERN,WEEKEND,332,11,34,0.2385,emb_v2
2162-06,AGGREGATOR,Role_1758_Technician,OCCXW201758,SKC01758,Spark,React,Salesforce,1,0,0,101117,176415,CONTRACT,SHIFT,921,63,32,0.803,emb_v1
2162-07,ATS_FEED,Role_1759_Specialist,OCCXW201759,SKC01759,Communication,Linux,Tableau,1,1,0,79436,166151,FULL_TIME,NIGHT,423,15,41,0.9372,emb_v1
2162-08,COMPANY_SITE,Role_1760_Analyst,OCCXW201760,SKC01760,Tableau,Azure,JavaScript,1,4,0,91732,134788,FULL_TIME,SHIFT,531,27,35,0.3472,emb_v4
