tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2017,CDI0000001503,52.62,33.21,10.26,51.5,6.8,2.01,6.26,1624,3368,0,16549,39.59,13.83,38.22,29.28,12.876,37.95,0.07
2016,CDI0000001504,97.43,72.9,27.29,12.05,44.28,33.01,17.91,4941,6948,0,1,70.93,53.11,19.77,82.14,11.767,70.21,0.3318
2020,CDI0000001505,62.55,39.74,19.68,60.67,56.53,19.66,10.15,2370,9510,0,19730,79.07,38.7,4.71,16.51,6.146,8.44,0.0464
2024,CDI0000001506,98.57,93.86,28.52,35.37,36.97,13.58,21.88,141,2107,0,5887,35.79,70.45,46.79,13.55,2.568,42.31,0.745
2010,CDI0000001507,50.78,45.84,14.94,54.96,32.44,2.72,28.16,3776,22803,0,1052,3.79,31.26,61.69,23.32,24.543,35.11,0.7763
2016,CDI0000001508,95.77,82.01,23.6,35.61,48.1,3.03,8.58,395,2405,0,15468,15.65,49.22,19.32,28.23,18.255,42.04,0.3267
2021,CDI0000001509,65.27,42.62,1.08,22.22,59.12,17.36,14.5,3916,24729,0,19767,68.85,0.27,74.6,65.82,11.628,9.74,0.6374
2023,CDI0000001510,82.03,71.5,37.13,50.34,33.34,34.58,9.11,4614,14254,1,19160,78.41,37.96,54.41,24.31,10.568,84.52,0.2257
2017,CDI0000001511,87.0,62.78,16.11,54.91,38.64,11.24,22.54,4578,18138,0,9816,43.12,42.18,69.32,3.05,23.141,38.7,0.4535
2018,CDI0000001512,41.13,31.41,6.21,13.29,38.61,34.62,23.6,3293,6839,1,5237,73.93,27.66,17.1,54.65,22.291,11.5,0.236
2016,CDI0000001513,90.86,74.73,49.74,88.91,6.71,11.63,15.18,2443,23619,1,17390,19.11,84.34,15.67,35.95,15.696,76.95,0.1081
2022,CDI0000001514,96.59,95.4,32.1,83.67,30.61,8.31,10.95,2593,6372,0,14637,67.25,10.71,64.92,84.16,8.047,39.73,0.8535
2011,CDI0000001515,64.78,42.61,47.34,50.51,19.1,27.18,22.06,2493,17694,0,24771,81.12,33.75,49.02,25.18,4.987,35.48,0.7048
2019,CDI0000001516,60.48,61.8,7.3,78.45,2.34,24.14,22.78,1959,1576,0,4721,43.03,29.98,13.18,62.49,2.892,62.99,0.4245
2012,CDI0000001517,99.25,100.0,33.49,81.99,0.24,24.03,19.59,3009,11876,1,23602,26.46,58.63,12.5,15.71,21.338,0.47,0.3649
2019,CDI0000001518,71.24,65.06,17.1,91.95,3.14,24.1,18.73,4581,17699,1,15894,75.17,69.08,24.11,6.28,21.05,64.48,0.3868
2024,CDI0000001519,38.47,25.09,51.45,95.18,10.43,5.29,22.02,665,21091,1,8552,16.45,68.18,66.19,4.78,9.246,66.92,0.7294
2023,CDI0000001520,67.22,42.44,16.32,46.26,41.68,16.71,34.47,4111,2269,0,22385,8.08,51.28,46.63,83.44,17.158,72.76,0.1428
2023,CDI0000001521,90.8,84.19,44.93,48.39,16.23,12.95,21.49,3872,15897,0,2441,55.77,79.01,63.71,37.57,5.642,92.99,0.0645
2014,CDI0000001522,48.27,47.25,26.9,41.8,0.2,16.86,31.5,4002,9720,0,20457,74.2,64.47,16.88,71.5,4.031,36.57,0.5011
2017,CDI0000001523,76.38,79.2,33.5,48.27,2.31,15.29,11.33,2485,24092,0,11355,75.93,58.18,44.92,0.99,10.199,20.17,0.1831
2024,CDI0000001524,79.85,71.41,50.19,1.29,30.31,29.42,10.08,3594,10216,1,6387,5.74,31.66,40.46,13.14,9.843,15.93,0.0074
2016,CDI0000001525,89.2,84.98,53.79,25.19,46.61,12.04,14.7,1176,16734,1,6664,29.68,33.88,76.34,0.5,11.438,28.96,0.12
2014,CDI0000001526,82.3,75.46,27.35,40.5,39.48,29.3,13.42,2931,4893,1,6485,70.62,3.4,78.61,73.81,9.404,93.37,0.815
2018,CDI0000001527,36.74,23.7,54.51,75.08,52.48,3.37,9.05,1961,14814,0,10840,78.71,21.16,23.13,87.09,22.624,31.98,0.7717
2011,CDI0000001528,51.85,41.35,5.05,56.86,5.8,24.14,31.65,3552,4983,0,7836,69.61,60.32,52.11,94.06,11.923,42.92,0.7794
2010,CDI0000001529,74.62,72.83,2.84,21.93,30.61,2.31,20.24,1935,12094,0,9535,50.11,84.0,59.79,60.48,17.113,73.88,0.31
2020,CDI0000001530,38.14,26.55,51.31,5.62,37.48,29.41,23.36,888,2729,0,4104,40.87,50.22,28.46,73.04,15.016,0.52,0.735
2010,CDI0000001531,57.84,59.12,33.59,14.91,47.8,31.28,12.58,297,10254,1,13680,1.58,71.95,9.23,28.7,19.233,38.5,0.8061
2016,CDI0000001532,62.73,43.98,36.75,86.78,17.9,33.21,9.31,284,4433,1,5716,68.12,80.36,60.29,23.62,13.331,76.7,0.539
2020,CDI0000001533,73.02,74.61,47.04,60.45,15.18,34.91,10.67,4578,19609,0,5083,50.25,45.89,48.24,21.42,9.638,18.35,0.7643
2019,CDI0000001534,86.79,87.69,34.93,27.52,54.08,2.1,14.06,662,6420,1,21236,70.68,1.28,28.16,28.31,17.614,83.44,0.9359
2021,CDI0000001535,46.44,29.64,11.28,68.36,29.01,27.47,22.4,2007,18519,1,22018,7.02,44.15,40.46,59.89,3.798,67.57,0.9821
2015,CDI0000001536,50.16,37.44,30.63,90.16,15.51,31.83,3.36,1068,10825,0,23483,32.82,37.96,51.94,67.11,13.742,85.97,0.2406
2017,CDI0000001537,63.87,51.81,19.21,95.51,4.96,9.38,15.65,2880,5164,1,19157,32.95,9.07,48.55,4.93,22.514,46.35,0.3869
2010,CDI0000001538,64.44,48.76,9.59,4.19,24.16,9.55,32.36,3002,4648,0,7531,57.7,22.89,31.32,51.81,24.285,44.11,0.0644
2025,CDI0000001539,50.42,34.78,37.46,70.86,38.52,15.38,32.68,4296,6147,1,21230,75.87,31.15,8.03,52.63,10.561,63.21,0.4112
2013,CDI0000001540,49.79,36.13,10.14,65.9,44.36,0.43,33.33,3238,10499,0,2173,80.92,72.84,79.41,77.17,9.888,84.18,0.5003
2015,CDI0000001541,54.79,51.58,3.34,18.26,36.52,32.91,15.77,2769,6970,0,412,13.82,65.08,47.42,58.74,12.478,2.66,0.3715
2014,CDI0000001542,46.24,35.54,22.62,19.48,16.26,23.54,22.58,1904,20465,0,110,14.08,30.18,52.11,71.62,8.784,84.0,0.1466
2021,CDI0000001543,69.5,51.74,33.48,23.58,37.39,7.29,33.96,1230,8488,0,4678,84.74,42.71,31.33,9.83,1.623,20.68,0.482
2012,CDI0000001544,78.45,77.56,39.25,45.22,47.39,3.74,11.43,868,3679,1,14586,59.32,68.45,11.15,15.73,4.107,73.2,0.9257
2011,CDI0000001545,50.2,52.32,44.31,54.43,43.51,23.68,23.76,1125,6732,1,15409,50.67,42.78,26.43,43.5,0.894,87.74,0.3032
2023,CDI0000001546,45.58,46.49,23.12,75.34,8.41,6.2,25.2,2027,21697,1,8565,49.11,14.37,25.68,37.83,17.412,27.07,0.6923
2014,CDI0000001547,46.15,41.34,15.66,95.6,26.63,2.04,20.6,1992,15698,0,16118,26.8,87.47,77.09,23.61,8.424,92.89,0.6607
2010,CDI0000001548,69.58,50.93,50.74,34.66,22.06,17.09,23.67,352,7546,1,9188,41.68,20.87,24.84,67.81,12.048,77.32,0.2314
2019,CDI0000001549,66.64,41.84,6.29,80.1,0.81,28.24,5.91,4326,2108,1,1581,68.39,80.79,42.62,44.19,2.506,40.74,0.3955
2017,CDI0000001550,57.55,50.39,13.56,57.16,2.69,28.29,4.82,4743,8324,0,2506,1.7,16.89,75.6,5.59,2.299,85.2,0.1751
2020,CDI0000001551,80.11,52.53,18.27,47.54,54.37,26.93,29.08,424,22907,0,9556,1.06,8.21,61.44,39.76,22.603,21.6,0.7063
2025,CDI0000001552,61.31,59.93,42.47,41.81,10.29,31.3,12.27,3270,4270,0,15896,61.72,51.08,53.98,26.81,9.041,14.49,0.7225
2021,CDI0000001553,40.81,41.58,14.46,55.05,36.2,29.15,32.13,1577,7403,0,20556,7.39,89.73,61.67,45.94,16.973,58.11,0.1579
2017,CDI0000001554,41.87,35.45,17.64,14.7,50.77,1.38,12.69,3666,1787,0,508,5.65,59.22,10.05,76.5,20.941,26.74,0.5171
2021,CDI0000001555,97.77,92.71,52.47,53.58,13.8,12.57,15.17,1305,11833,0,23172,5.49,17.76,28.97,87.55,13.371,62.64,0.1821
2025,CDI0000001556,86.07,72.42,51.84,16.26,42.28,4.09,15.83,4490,9420,1,8387,79.92,72.02,16.77,44.9,1.123,8.22,0.5779
2018,CDI0000001557,95.17,58.72,0.69,16.55,14.9,16.0,21.24,3136,16367,0,15702,22.73,17.16,47.53,34.87,17.341,93.25,0.8613
2023,CDI0000001558,50.18,42.87,30.83,9.77,5.04,11.22,25.42,3474,5242,1,4208,14.81,49.17,68.8,87.22,6.535,57.05,0.5681
2015,CDI0000001559,92.98,96.75,9.01,52.92,57.48,34.94,10.67,12,5386,1,9595,59.49,57.03,45.51,77.08,2.614,19.29,0.2302
2022,CDI0000001560,66.86,61.6,38.53,94.57,15.12,12.63,10.81,25,11174,0,5389,83.99,46.66,2.0,81.31,19.509,97.2,0.8286
2012,CDI0000001561,51.36,37.71,49.19,14.32,31.44,27.97,16.68,2565,17028,0,21309,67.39,52.22,53.09,53.75,11.297,43.27,0.8957
2010,CDI0000001562,59.54,40.27,48.74,21.33,42.2,28.15,32.92,2822,22318,1,5627,53.91,80.55,43.8,52.79,22.585,59.68,0.8424
2021,CDI0000001563,97.19,84.36,37.32,39.4,49.46,8.97,25.92,3212,15016,0,5072,61.66,35.99,22.15,21.01,8.92,29.73,0.9989
2016,CDI0000001564,38.28,38.79,16.33,13.9,50.95,15.75,26.08,1317,19389,1,12620,56.88,19.96,36.22,53.67,23.187,81.69,0.4917
2018,CDI0000001565,89.65,80.13,35.62,95.25,18.06,18.99,25.3,3958,12896,0,22610,51.36,19.69,53.93,9.89,1.539,9.57,0.6037
2023,CDI0000001566,65.38,55.62,53.95,83.59,51.66,4.26,17.0,1930,13028,0,928,55.52,62.62,15.9,2.36,17.124,11.32,0.7192
2022,CDI0000001567,91.42,91.86,32.05,17.47,5.28,19.78,20.79,34,5094,0,20128,66.85,1.73,46.35,69.19,24.044,56.36,0.0819
2010,CDI0000001568,62.4,57.49,40.03,73.61,1.94,16.98,0.83,4704,12733,0,7246,69.05,70.76,38.43,39.15,24.439,26.84,0.4793
2018,CDI0000001569,73.27,47.19,18.87,10.34,8.92,3.24,28.93,4468,15758,1,5229,59.64,13.48,14.55,63.8,15.19,88.96,0.6012
2016,CDI0000001570,98.53,84.63,16.37,88.41,46.86,7.53,21.25,3809,16824,1,17527,67.01,78.55,60.09,79.31,10.794,30.38,0.4683
2022,CDI0000001571,61.0,63.0,31.51,70.42,4.23,26.32,9.88,1879,1016,1,3651,80.25,51.82,27.29,67.89,4.375,93.68,0.4211
2016,CDI0000001572,53.31,45.58,27.46,24.14,5.5,32.37,32.48,4521,1864,1,10341,45.93,48.27,76.17,76.76,18.97,4.62,0.1914
2013,CDI0000001573,54.71,34.76,48.47,98.59,13.12,19.55,9.37,1257,1753,0,11684,52.09,62.01,46.99,45.21,2.72,17.31,0.3594
2016,CDI0000001574,79.72,71.06,24.46,80.29,22.6,11.59,27.4,354,5553,0,12194,71.88,87.0,54.71,9.7,4.854,35.58,0.333
2019,CDI0000001575,92.98,64.31,54.48,2.89,56.32,26.7,13.6,4639,17136,0,1056,66.77,0.8,76.61,12.14,9.728,58.67,0.3197
2010,CDI0000001576,74.52,72.8,45.21,30.81,20.08,7.41,26.76,2183,7011,0,18402,48.82,6.84,40.76,32.88,10.152,0.11,0.9062
2018,CDI0000001577,48.42,40.13,38.03,18.71,48.7,9.52,8.0,4350,10090,1,12640,22.34,89.96,23.34,79.73,1.38,58.79,0.7358
2024,CDI0000001578,54.07,48.4,40.86,69.26,35.71,10.3,32.19,368,14609,1,19862,14.26,50.65,22.65,22.33,0.544,55.94,0.5549
2022,CDI0000001579,84.65,80.8,35.5,52.58,1.64,15.0,31.39,655,22429,0,20596,26.29,11.15,50.76,59.17,15.193,31.34,0.5516
2010,CDI0000001580,93.78,74.35,3.25,85.13,13.27,14.01,24.58,3606,1472,1,21578,24.42,77.46,64.83,87.99,16.105,20.99,0.7537
2022,CDI0000001581,92.86,73.93,31.52,71.89,13.6,20.96,0.05,835,17992,1,10419,83.97,22.21,39.85,51.67,5.538,23.61,0.482
2014,CDI0000001582,37.12,35.73,37.94,86.49,14.44,28.75,16.82,827,12739,1,15404,24.19,57.17,19.73,46.39,24.234,65.94,0.5486
2012,CDI0000001583,80.86,67.85,20.29,73.14,33.21,9.83,2.59,1793,17018,0,21419,66.34,79.33,50.69,76.22,24.645,10.58,0.6729
2014,CDI0000001584,83.96,53.18,16.49,69.68,19.15,2.32,4.55,464,4311,0,15506,0.89,45.3,9.06,67.73,9.688,39.91,0.0307
2015,CDI0000001585,80.84,57.06,19.47,25.46,9.96,26.67,26.9,1181,16959,1,6352,78.53,55.34,50.21,45.14,3.883,38.89,0.0891
2018,CDI0000001586,68.81,71.69,33.92,11.87,47.24,33.08,7.93,1275,337,1,15914,38.28,82.3,7.31,81.51,19.365,78.76,0.8407
2024,CDI0000001587,53.71,38.11,2.6,37.32,20.16,25.83,4.96,3566,2761,0,1819,77.69,39.54,67.0,65.96,2.749,33.59,0.2899
2016,CDI0000001588,59.38,44.3,32.27,71.95,12.8,13.84,24.47,3843,16760,0,11347,73.58,20.1,21.39,88.42,19.57,51.06,0.1106
2018,CDI0000001589,48.47,31.54,10.73,26.68,23.51,28.64,10.09,2837,11247,0,7917,52.43,11.07,47.52,85.97,6.012,83.62,0.9978
2016,CDI0000001590,69.38,62.95,35.85,24.87,3.57,28.7,31.08,3566,15349,1,8625,51.48,41.22,1.58,6.61,20.172,9.97,0.0953
2017,CDI0000001591,50.28,47.99,46.08,7.74,24.88,34.42,33.0,3486,8823,0,11860,69.66,82.41,57.14,91.68,16.86,52.92,0.359
2011,CDI0000001592,93.98,98.67,17.86,33.43,28.43,1.99,9.21,322,13652,0,16368,36.0,43.87,18.11,40.12,4.997,44.01,0.4301
2015,CDI0000001593,67.41,61.6,47.89,99.63,10.19,29.92,8.22,2184,15334,0,17565,77.46,31.52,75.14,24.1,1.14,70.26,0.1119
2022,CDI0000001594,71.68,71.88,41.34,44.5,46.09,15.9,1.47,1130,19406,0,8379,22.65,84.86,39.19,33.45,11.088,32.74,0.7997
2015,CDI0000001595,89.27,75.89,23.32,98.35,0.87,25.36,12.66,1569,9770,0,14130,48.95,72.51,42.18,52.06,7.062,59.02,0.7939
2010,CDI0000001596,94.96,83.25,50.52,95.02,47.05,30.43,28.19,2472,19797,0,10979,56.79,33.2,31.72,15.56,18.939,22.72,0.6296
2016,CDI0000001597,98.67,90.71,24.78,64.77,5.74,4.75,5.61,3706,13718,0,11116,9.45,80.78,28.56,2.39,1.065,90.51,0.5442
2024,CDI0000001598,65.37,45.46,31.78,47.13,49.92,9.81,26.68,2455,20357,0,16587,40.56,73.56,18.53,52.64,2.202,55.14,0.9553
2023,CDI0000001599,71.15,68.66,42.83,59.33,36.79,14.11,31.41,120,18713,0,6903,59.26,16.05,67.23,32.19,12.865,28.76,0.2009
2024,CDI0000001600,70.99,57.93,38.09,74.97,40.2,16.6,6.69,3252,16747,0,1330,60.85,61.17,41.37,34.12,8.809,37.72,0.128
2013,CDI0000001601,54.03,39.07,10.32,61.37,22.28,31.69,10.82,4594,24998,1,20776,82.11,30.01,5.85,20.42,3.145,35.25,0.1321
2011,CDI0000001602,60.96,47.94,36.57,62.1,8.85,8.45,6.16,2082,10906,0,4858,3.07,6.2,68.63,73.36,7.839,25.36,0.1495
2014,CDI0000001603,97.51,77.55,7.05,45.04,59.91,30.07,23.12,2305,12839,0,11025,18.38,40.44,21.22,32.81,3.271,80.34,0.6612
2021,CDI0000001604,40.66,30.49,45.98,66.54,24.82,31.48,33.38,4006,24958,0,4538,81.11,74.52,67.62,46.0,8.767,45.25,0.8254
2019,CDI0000001605,76.81,67.67,20.25,22.89,31.76,32.58,14.89,1559,11605,0,16285,35.0,30.9,43.92,7.24,4.51,90.48,0.9407
2016,CDI0000001606,99.69,94.91,38.47,64.11,46.05,6.3,14.42,228,13173,0,19780,56.66,53.59,50.13,57.31,17.848,14.06,0.7421
2018,CDI0000001607,45.81,43.89,20.33,5.82,48.64,10.65,12.89,1208,18823,0,15859,49.36,23.99,17.56,93.07,18.399,52.51,0.2481
2010,CDI0000001608,39.68,38.05,18.88,66.83,48.48,16.53,18.86,4648,5235,0,8091,41.9,88.03,52.18,21.49,15.067,81.87,0.9512
2019,CDI0000001609,59.73,52.14,25.18,99.34,43.73,3.59,21.04,2402,12532,0,2300,68.23,30.03,22.22,78.84,24.254,59.08,0.8507
2021,CDI0000001610,73.02,75.47,35.25,87.13,2.57,30.3,4.96,2092,7418,0,24689,75.85,58.45,19.08,30.18,0.134,87.1,0.9868
2023,CDI0000001611,73.19,62.99,52.86,76.27,30.85,34.23,24.6,3264,22540,1,12744,67.63,17.17,16.3,74.46,1.63,24.64,0.6133
2018,CDI0000001612,50.43,36.81,44.8,49.27,10.76,10.17,28.02,378,22276,1,9599,40.84,42.86,30.23,80.34,16.866,52.05,0.2286
2018,CDI0000001613,69.95,71.48,7.52,16.54,32.59,19.73,25.93,800,2626,0,1642,20.32,34.23,25.98,78.74,24.985,46.5,0.8631
2017,CDI0000001614,64.16,47.49,53.62,9.87,0.47,0.14,32.35,4352,16387,1,18169,72.45,18.02,48.46,54.31,1.142,31.69,0.6495
2025,CDI0000001615,62.39,62.03,52.64,33.64,44.77,10.66,24.22,4624,18131,0,3317,46.14,41.78,2.1,1.8,5.273,84.91,0.2768
2017,CDI0000001616,73.65,46.79,20.11,92.77,58.86,23.67,6.14,4875,10299,0,20575,35.75,43.85,61.68,68.25,16.064,74.0,0.3343
2024,CDI0000001617,73.13,60.49,21.0,50.62,4.07,17.15,21.02,3429,8334,0,3059,42.48,56.55,61.82,27.7,18.173,47.18,0.957
2010,CDI0000001618,72.25,53.37,30.12,24.91,40.43,10.79,8.26,1447,13872,0,22474,19.63,33.01,78.45,92.58,22.963,84.83,0.3334
2013,CDI0000001619,90.54,59.57,32.64,62.47,18.63,10.79,26.23,913,13409,0,1291,8.65,11.93,56.26,2.16,1.413,43.46,0.1746
2013,CDI0000001620,40.44,40.88,12.83,76.76,24.19,0.79,17.28,4494,14429,1,2417,40.11,21.63,47.01,51.33,23.064,7.92,0.5921
2019,CDI0000001621,55.16,42.09,38.48,56.54,36.03,12.56,27.15,114,14461,0,18375,19.5,14.18,36.98,77.47,0.926,35.81,0.9404
2023,CDI0000001622,95.95,78.62,25.2,12.02,39.69,11.66,14.58,1198,678,1,16029,77.97,38.64,19.38,90.82,3.424,14.63,0.7646
2011,CDI0000001623,93.24,73.13,38.98,18.52,30.34,32.1,11.96,2205,23689,1,3048,49.27,2.65,75.1,36.05,17.96,1.95,0.9461
2013,CDI0000001624,35.12,21.47,3.68,55.92,9.7,31.34,4.28,447,6738,0,5176,45.56,33.15,13.8,65.73,16.791,73.88,0.178
2025,CDI0000001625,53.03,38.78,23.18,25.54,19.53,6.38,15.35,2919,4743,0,21468,4.44,24.83,27.42,33.67,16.228,5.42,0.6449
2017,CDI0000001626,55.96,53.33,54.01,53.8,25.86,10.04,33.37,265,2083,0,21838,60.19,68.29,76.3,24.62,11.199,27.18,0.2845
2025,CDI0000001627,77.34,49.25,19.98,58.51,22.74,7.61,10.36,2229,9446,0,18499,5.95,21.83,14.1,37.15,15.604,7.82,0.4841
2010,CDI0000001628,68.89,49.63,13.1,1.54,5.23,1.23,33.28,4849,24162,0,4666,13.52,41.45,75.24,75.04,22.478,34.24,0.8098
2012,CDI0000001629,59.38,39.54,2.72,16.94,54.3,5.23,7.61,4442,9666,1,8636,14.87,17.67,45.04,63.11,9.727,80.29,0.3438
2018,CDI0000001630,38.6,29.57,21.97,1.79,24.36,0.35,30.67,4142,10268,0,16141,59.95,25.7,7.22,34.41,4.618,51.28,0.5833
2019,CDI0000001631,99.46,69.61,20.36,5.9,6.53,8.45,20.68,579,6048,0,12318,20.77,86.32,78.57,79.4,19.819,58.65,0.1627
2023,CDI0000001632,97.58,73.93,51.5,60.43,8.76,18.05,5.33,700,19921,0,11849,50.76,16.35,1.41,13.64,13.517,85.7,0.4022
2017,CDI0000001633,99.38,69.83,9.9,97.53,58.4,0.45,2.75,777,22262,1,17555,19.99,31.55,72.94,90.58,5.918,4.27,0.0848
2012,CDI0000001634,47.12,43.19,37.67,70.18,57.81,14.06,12.63,3125,7353,1,21158,43.13,25.69,54.38,78.48,13.403,61.93,0.5993
2010,CDI0000001635,36.34,25.2,43.65,16.02,20.22,14.66,5.54,3015,18355,1,16632,65.94,80.97,8.04,84.16,0.443,65.19,0.697
2019,CDI0000001636,64.4,43.19,39.96,46.43,40.36,11.93,20.9,447,14878,1,13376,12.68,70.88,36.89,88.07,22.782,39.34,0.19
2015,CDI0000001637,57.86,57.2,47.03,39.7,33.11,25.99,8.35,3893,7157,1,3232,7.29,78.71,30.71,2.08,21.686,47.62,0.377
2025,CDI0000001638,86.07,81.85,50.05,23.92,56.92,11.56,22.48,4021,7572,0,14370,18.32,40.94,36.8,90.52,24.455,81.31,0.9245
2011,CDI0000001639,46.96,42.53,9.1,1.38,59.34,18.72,15.16,188,6082,0,1177,34.45,85.74,74.0,12.01,20.296,41.64,0.8436
2011,CDI0000001640,46.8,46.89,37.7,17.26,38.46,22.3,31.38,1522,8709,1,19847,26.61,22.51,59.45,39.71,23.682,87.26,0.3857
2022,CDI0000001641,60.38,54.73,15.65,84.39,36.8,28.51,16.5,1975,12949,0,22672,2.15,23.8,73.59,66.91,9.974,88.62,0.4785
2022,CDI0000001642,78.4,54.59,1.44,42.92,44.22,34.27,2.15,1859,22690,1,22189,13.66,58.4,26.89,22.01,21.435,32.54,0.2104
2011,CDI0000001643,55.9,58.65,43.57,31.65,9.13,17.04,3.38,26,13673,0,18150,15.01,31.09,9.64,21.82,0.431,31.44,0.4399
2015,CDI0000001644,45.15,40.82,50.4,99.0,21.07,11.77,1.21,866,19770,0,18144,77.74,5.07,67.22,82.59,7.168,89.86,0.9919
2019,CDI0000001645,40.92,37.37,35.95,93.69,57.07,9.36,21.43,2946,23178,0,14802,5.32,7.94,60.28,60.14,14.719,93.44,0.9793
2013,CDI0000001646,84.67,56.39,51.44,77.03,25.44,20.11,32.24,3737,24838,0,22577,71.81,75.66,7.11,63.49,19.96,55.3,0.3996
2015,CDI0000001647,69.91,58.28,44.44,49.65,6.43,17.43,10.86,4781,14767,0,2149,37.69,76.59,15.33,20.49,15.247,63.0,0.2879
2020,CDI0000001648,90.48,57.83,30.89,98.17,40.85,15.46,33.65,1373,15784,0,20923,65.25,32.26,11.52,6.32,16.527,12.48,0.3419
2023,CDI0000001649,92.71,73.59,5.26,4.7,47.98,2.03,11.55,2030,16415,0,11226,44.88,11.19,2.16,6.69,14.043,34.83,0.9346
2011,CDI0000001650,41.38,31.68,43.61,84.8,50.78,30.81,10.53,4399,16089,1,11430,5.69,19.7,52.58,31.11,19.783,90.67,0.4508
2010,CDI0000001651,40.73,39.19,6.99,13.07,36.69,32.01,15.28,4638,15220,1,17308,24.39,88.05,45.94,73.51,12.751,96.3,0.2009
2011,CDI0000001652,78.7,70.62,0.28,61.97,23.22,5.37,34.01,3155,19419,1,20540,0.53,69.48,79.06,4.32,2.544,11.15,0.6059
2021,CDI0000001653,87.3,63.62,7.15,86.32,0.15,27.74,6.56,548,11964,1,20329,65.37,38.08,40.22,48.78,4.371,73.13,0.7461
2019,CDI0000001654,38.95,24.39,41.6,2.8,15.08,20.05,9.67,529,16065,1,621,40.33,48.48,61.84,20.89,11.071,77.99,0.2072
2024,CDI0000001655,76.79,57.7,27.64,98.96,45.18,34.79,5.58,4421,1147,0,21175,64.04,12.84,59.27,30.75,22.861,15.16,0.6207
2019,CDI0000001656,91.05,62.2,35.75,3.75,12.01,4.57,18.21,2933,10973,1,24362,45.47,35.28,64.18,77.08,12.02,25.37,0.5417
2016,CDI0000001657,45.79,32.4,12.15,93.58,8.38,9.77,17.55,2958,6440,1,20304,38.35,3.8,18.35,73.82,21.198,32.61,0.733
2021,CDI0000001658,86.46,84.52,2.97,2.25,17.29,24.5,29.4,2532,18847,0,19845,74.33,21.85,31.65,41.78,10.596,91.35,0.7982
2025,CDI0000001659,77.28,77.68,23.67,33.8,32.92,27.83,20.97,3774,16232,1,2458,58.78,87.73,33.79,68.92,6.926,33.86,0.0143
2012,CDI0000001660,62.32,49.55,13.59,88.74,11.5,30.98,2.21,4421,2552,1,5087,75.32,1.63,2.42,90.95,5.438,8.48,0.9523
2020,CDI0000001661,88.02,78.57,26.38,69.47,45.4,30.55,14.63,1541,13237,0,12219,22.65,76.44,45.33,64.83,19.502,37.27,0.5762
2024,CDI0000001662,88.41,80.02,34.7,84.5,55.73,5.81,9.58,1026,7064,1,1314,16.62,22.86,44.44,72.22,21.243,63.18,0.7219
2024,CDI0000001663,86.89,61.71,33.59,66.55,18.29,30.03,5.34,848,19585,1,10583,40.1,65.78,23.05,34.87,16.568,0.74,0.7477
2015,CDI0000001664,84.86,68.73,47.91,3.07,18.2,22.17,14.32,595,11734,1,18122,42.66,77.15,75.66,73.17,22.243,40.71,0.4674
2023,CDI0000001665,36.02,21.92,46.48,10.09,27.9,33.59,15.62,337,9375,0,1671,27.97,19.45,69.13,29.89,0.191,55.94,0.0054
2010,CDI0000001666,44.38,36.01,9.7,12.99,7.56,19.48,0.03,2815,24912,0,21530,54.38,19.06,19.84,6.78,1.391,20.19,0.1021
2025,CDI0000001667,75.5,52.45,16.17,36.52,0.87,4.53,5.3,1635,2289,0,8868,5.48,19.21,65.58,34.78,11.091,99.7,0.2735
2016,CDI0000001668,50.16,52.1,18.7,62.13,27.45,26.16,23.42,1044,20350,1,24185,69.98,63.19,66.28,72.03,5.234,0.03,0.8015
2013,CDI0000001669,92.99,78.06,54.72,59.98,20.41,16.9,0.05,4091,511,1,630,73.49,65.18,2.27,11.38,11.553,85.64,0.4022
2025,CDI0000001670,41.86,37.97,4.21,42.75,23.04,14.75,27.54,4720,7417,0,17824,51.62,75.48,7.72,93.39,21.553,70.31,0.1823
2012,CDI0000001671,54.91,39.82,7.92,68.03,57.21,27.9,33.27,2966,24156,0,8668,5.46,43.97,63.9,11.36,21.452,94.13,0.6236
2024,CDI0000001672,47.22,33.16,37.41,85.7,1.37,23.18,20.62,3028,15095,0,1772,27.45,38.38,10.28,94.17,23.808,70.54,0.65
2020,CDI0000001673,63.65,39.21,51.16,59.02,41.81,5.34,30.14,2592,10342,1,7986,11.81,30.23,32.98,53.22,18.197,22.59,0.3971
2021,CDI0000001674,57.05,37.49,5.77,54.57,2.97,33.25,22.12,4349,65,0,17465,65.34,49.04,65.85,41.07,21.065,97.81,0.5509
2013,CDI0000001675,76.96,80.09,24.46,10.56,54.67,8.79,4.07,888,555,1,3415,52.9,45.11,44.65,90.58,4.799,13.32,0.6373
