labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2022-07-31,LAUIN101555,595587,575874,19713,3.31,9.17,16882,230350,28352,2.31,1.84,5.02,4.16,8115,MOVING_AVG,N,RC2021_08,ESIC,2021-07-07
2024-06-02,LAUIN101556,3405864,3200831,205033,6.02,0.31,114414,196392,9794,7.86,4.87,5.94,0.28,18751,NONE,N,RC2022_09,EPFO,2021-04-16
2021-07-04,LAUIN101557,2688992,2311727,377265,14.03,5.75,75171,20805,35277,6.25,6.28,0.44,0.36,11195,NONE,Y,RC2023_10,LabourBureau,2023-09-03
2018-12-30,LAUIN101558,337809,279774,58035,17.18,5.71,69800,119946,1094,3.03,0.08,0.48,5.63,12441,TRAMO_SEATS,N,RC2024_11,State_Lab_Department,2025-12-21
2018-07-01,LAUIN101559,5347915,4697609,650306,12.16,5.9,63269,187448,21903,0.96,7.8,1.73,0.84,7716,NONE,N,RC2025_12,MOSPI,2025-01-30
2018-05-13,LAUIN101560,946201,894634,51567,5.45,0.36,27344,343226,33517,6.02,7.64,3.85,5.36,17259,NONE,N,RC2020_01,LabourBureau,2020-05-04
2022-02-27,LAUIN101561,1617449,1445515,171934,10.63,0.43,112740,110196,43759,0.57,4.54,1.48,1.9,10124,NONE,N,RC2021_02,EPFO,2019-08-07
2024-02-04,LAUIN101562,5048976,4144705,904271,17.91,7.75,86124,234653,8684,3.65,7.33,1.07,5.0,8921,X13,Y,RC2022_03,MOSPI,2022-12-09
2018-09-09,LAUIN101563,5278240,5138367,139873,2.65,6.33,24496,68650,23153,6.25,2.21,4.65,4.19,4315,NONE,N,RC2023_04,State_Lab_Department,2023-07-27
2019-04-07,LAUIN101564,3455768,3348985,106783,3.09,0.55,73670,178498,24407,4.91,7.13,1.46,6.55,7685,TRAMO_SEATS,Y,RC2024_05,LabourBureau,2021-07-24
2024-07-07,LAUIN101565,4690176,4360926,329250,7.02,0.41,91288,170895,48515,7.25,8.17,3.86,2.53,6893,MOVING_AVG,N,RC2025_06,CMIE,2021-08-16
2022-07-31,LAUIN101566,88519,72197,16322,18.44,9.43,90857,112375,1984,4.83,1.96,3.72,6.28,9688,X13,N,RC2020_07,CMIE,2023-09-21
2020-01-12,LAUIN101567,5691995,4633284,1058711,18.6,7.28,27905,167225,9688,1.71,2.75,1.15,5.12,6183,TRAMO_SEATS,Y,RC2021_08,MOSPI,2024-04-28
2020-02-02,LAUIN101568,504171,414681,89490,17.75,5.05,68434,271742,35788,2.08,8.47,5.95,4.78,19271,MOVING_AVG,N,RC2022_09,EPFO,2019-11-12
2024-12-01,LAUIN101569,1697387,1460263,237124,13.97,5.21,45509,12600,43772,7.98,2.58,3.67,3.79,3773,TRAMO_SEATS,Y,RC2023_10,LabourBureau,2021-04-18
2018-05-20,LAUIN101570,1069089,944006,125083,11.7,3.96,18520,74583,25376,3.39,4.77,1.06,6.13,3147,X13,Y,RC2024_11,EPFO,2020-10-27
2024-02-25,LAUIN101571,1233943,1153984,79959,6.48,7.28,54973,54950,918,3.16,8.34,2.7,4.9,1085,X13,N,RC2025_12,MOSPI,2022-09-24
2022-07-31,LAUIN101572,1090557,949658,140899,12.92,3.23,86137,229948,22552,5.09,2.9,0.17,1.96,14106,X13,N,RC2020_01,CMIE,2019-04-25
2019-03-03,LAUIN101573,5039097,4341183,697914,13.85,8.0,56528,257507,2558,4.51,9.64,1.69,2.64,14323,TRAMO_SEATS,Y,RC2021_02,ESIC,2020-10-27
2023-12-03,LAUIN101574,2673249,2442281,230968,8.64,5.76,112184,272243,13563,6.36,4.71,4.32,5.91,11530,X13,Y,RC2022_03,MOSPI,2019-07-28
2022-04-10,LAUIN101575,3949469,3397729,551740,13.97,8.27,20594,66535,44219,1.2,0.9,1.27,6.67,6783,NONE,Y,RC2023_04,EPFO,2025-07-30
2021-02-07,LAUIN101576,3328655,3253095,75560,2.27,8.31,112219,348442,48733,2.98,5.18,3.45,0.03,4273,NONE,Y,RC2024_05,LabourBureau,2021-11-03
2021-09-05,LAUIN101577,5200635,4872475,328160,6.31,2.46,61506,87772,19338,4.02,3.68,1.55,2.92,4271,X13,Y,RC2025_06,CMIE,2020-08-24
2019-01-13,LAUIN101578,1791485,1540498,250987,14.01,2.64,28897,238996,35743,5.76,8.9,0.56,1.84,11478,NONE,Y,RC2020_07,CMIE,2021-06-18
2022-06-19,LAUIN101579,2014474,1627293,387181,19.22,7.29,94606,324265,36395,0.43,2.35,4.64,3.05,19257,X13,N,RC2021_08,LabourBureau,2020-10-02
2020-09-20,LAUIN101580,5922261,5546198,376063,6.35,8.19,53820,81466,49507,4.72,7.74,1.3,1.99,8069,MOVING_AVG,Y,RC2022_09,EPFO,2020-04-20
2022-06-26,LAUIN101581,2974085,2693629,280456,9.43,2.48,113828,254761,37736,3.17,2.64,1.55,4.44,6728,TRAMO_SEATS,Y,RC2023_10,State_Lab_Department,2023-09-13
2023-07-16,LAUIN101582,3175110,2885858,289252,9.11,4.4,93855,223580,38965,3.41,8.46,2.53,2.47,11814,X13,N,RC2024_11,EPFO,2023-12-01
2019-06-23,LAUIN101583,2168937,1742308,426629,19.67,1.48,57020,114146,24795,3.8,6.35,2.13,4.09,7575,TRAMO_SEATS,N,RC2025_12,EPFO,2024-03-22
2024-06-16,LAUIN101584,264923,252154,12769,4.82,1.23,116152,86422,33893,1.6,7.89,4.84,1.33,7179,MOVING_AVG,Y,RC2020_01,ESIC,2022-11-06
2018-01-14,LAUIN101585,5223069,4746203,476866,9.13,5.75,8766,242032,27791,5.13,1.09,0.18,1.03,2491,MOVING_AVG,Y,RC2021_02,LabourBureau,2025-08-16
2018-12-09,LAUIN101586,4469691,3731299,738392,16.52,8.72,84032,162632,41960,3.97,5.69,5.39,4.38,4280,TRAMO_SEATS,N,RC2022_03,EPFO,2019-12-19
2019-03-10,LAUIN101587,4922731,4136079,786652,15.98,9.79,61028,134843,7585,4.11,9.76,2.91,1.03,16240,TRAMO_SEATS,N,RC2023_04,CMIE,2025-04-01
2024-04-14,LAUIN101588,3476237,2912392,563845,16.22,2.26,68584,185941,32923,6.51,0.3,2.39,3.2,3050,X13,Y,RC2024_05,ESIC,2021-03-07
2020-03-01,LAUIN101589,548812,449423,99389,18.11,8.71,52046,268740,11882,0.33,8.23,0.37,3.44,16248,MOVING_AVG,N,RC2025_06,State_Lab_Department,2021-05-09
2018-10-07,LAUIN101590,138183,111003,27180,19.67,6.04,7517,78231,4958,0.3,1.07,1.41,1.96,2110,MOVING_AVG,Y,RC2020_07,ESIC,2019-03-10
2018-04-22,LAUIN101591,2908751,2837487,71264,2.45,3.54,92988,289630,31229,7.85,9.16,1.64,2.7,15863,MOVING_AVG,N,RC2021_08,EPFO,2020-06-07
2020-03-08,LAUIN101592,4432076,4108092,323984,7.31,3.19,98372,103517,205,7.98,5.28,3.21,3.42,18599,NONE,N,RC2022_09,EPFO,2025-09-06
2024-12-29,LAUIN101593,4858219,4181470,676749,13.93,7.71,41790,172370,20414,2.75,8.08,5.43,2.99,12546,MOVING_AVG,N,RC2023_10,CMIE,2024-09-12
2024-04-07,LAUIN101594,3378921,3347498,31423,0.93,1.8,73322,278649,35685,0.33,4.0,0.06,5.62,8046,MOVING_AVG,N,RC2024_11,LabourBureau,2025-01-02
2024-05-05,LAUIN101595,4133655,3499966,633689,15.33,8.59,81137,91689,10385,7.97,9.59,5.94,2.19,13784,X13,Y,RC2025_12,MOSPI,2022-07-13
2019-12-22,LAUIN101596,2402677,2267647,135030,5.62,3.21,107062,94072,8233,5.93,8.66,2.84,2.38,9138,TRAMO_SEATS,N,RC2020_01,EPFO,2019-01-15
2018-02-04,LAUIN101597,4548988,3864366,684622,15.05,6.46,14595,178566,6198,6.65,0.61,0.33,1.35,17706,X13,N,RC2021_02,ESIC,2024-11-20
2019-04-28,LAUIN101598,4539211,3844258,694953,15.31,5.33,9968,325107,22531,4.04,3.27,2.4,5.61,11181,MOVING_AVG,Y,RC2022_03,MOSPI,2022-11-25
2019-05-26,LAUIN101599,503796,491453,12343,2.45,6.19,39495,182721,20061,3.28,8.56,5.45,0.68,10683,NONE,Y,RC2023_04,MOSPI,2019-01-01
2018-08-26,LAUIN101600,1817843,1517536,300307,16.52,5.08,58941,72148,23872,6.43,3.47,3.92,0.69,5081,NONE,N,RC2024_05,ESIC,2024-02-01
2019-04-28,LAUIN101601,5918637,5848798,69839,1.18,3.0,113333,39953,36549,2.31,2.08,4.05,6.76,9254,MOVING_AVG,Y,RC2025_06,CMIE,2021-02-25
2019-02-10,LAUIN101602,557701,551623,6078,1.09,9.6,84910,272917,40393,4.0,3.21,2.25,5.32,19048,MOVING_AVG,Y,RC2020_07,ESIC,2019-09-05
2021-08-15,LAUIN101603,4284601,3734459,550142,12.84,8.9,110654,253678,6986,3.05,6.7,1.58,4.71,8173,X13,Y,RC2021_08,State_Lab_Department,2023-04-28
2018-11-25,LAUIN101604,102931,95747,7184,6.98,4.82,100601,145041,36584,6.82,9.85,5.96,0.49,16929,NONE,Y,RC2022_09,ESIC,2023-06-15
2020-09-13,LAUIN101605,2463904,2352782,111122,4.51,8.52,12181,340059,23804,0.76,3.13,4.03,0.13,7815,MOVING_AVG,Y,RC2023_10,EPFO,2025-07-22
2022-06-05,LAUIN101606,1654249,1454251,199998,12.09,6.42,89872,233041,14113,0.88,0.89,4.88,6.69,19191,X13,Y,RC2024_11,MOSPI,2023-07-11
2021-04-25,LAUIN101607,2964944,2710849,254095,8.57,3.28,3518,276632,910,3.24,4.73,1.41,1.33,3209,MOVING_AVG,N,RC2025_12,MOSPI,2021-04-19
2021-07-25,LAUIN101608,4233599,3481712,751887,17.76,2.68,102521,199317,10303,2.03,7.4,4.59,3.71,12258,X13,Y,RC2020_01,MOSPI,2025-03-29
2024-09-22,LAUIN101609,2936734,2665380,271354,9.24,0.34,43617,16725,44025,6.1,0.83,4.64,0.84,4386,TRAMO_SEATS,Y,RC2021_02,ESIC,2023-05-07
2022-04-10,LAUIN101610,5131908,5081616,50292,0.98,6.29,70993,207386,28328,7.69,5.74,3.02,5.36,8066,NONE,N,RC2022_03,MOSPI,2020-10-07
2023-06-11,LAUIN101611,2101414,1912077,189337,9.01,3.84,70760,318026,11251,1.11,6.07,1.45,0.41,17928,MOVING_AVG,N,RC2023_04,State_Lab_Department,2020-12-25
2024-05-12,LAUIN101612,2785540,2311163,474377,17.03,4.24,69597,169391,10510,3.5,9.94,1.46,1.32,10716,X13,Y,RC2024_05,MOSPI,2022-02-12
2023-05-28,LAUIN101613,5670594,5385364,285230,5.03,9.85,27680,90476,16214,5.87,1.3,0.66,6.67,7948,TRAMO_SEATS,N,RC2025_06,CMIE,2019-11-10
2019-01-20,LAUIN101614,2424552,2245136,179416,7.4,7.28,46062,66093,19141,2.76,4.14,1.6,5.01,7217,NONE,N,RC2020_07,LabourBureau,2022-06-11
2023-12-03,LAUIN101615,710294,610072,100222,14.11,9.25,65654,344247,28628,5.06,6.97,5.28,2.87,10468,MOVING_AVG,N,RC2021_08,MOSPI,2023-08-26
2022-12-25,LAUIN101616,5734312,5268686,465626,8.12,0.31,110832,129495,4336,4.62,9.49,4.83,1.68,11985,MOVING_AVG,N,RC2022_09,LabourBureau,2020-09-10
2023-03-26,LAUIN101617,1559040,1394406,164634,10.56,2.87,73956,17844,34763,1.76,4.93,4.62,2.94,15860,TRAMO_SEATS,Y,RC2023_10,ESIC,2025-08-07
2022-11-06,LAUIN101618,3035566,2473683,561883,18.51,5.16,55721,37872,42675,3.68,2.42,1.47,5.09,8255,MOVING_AVG,N,RC2024_11,ESIC,2025-07-11
2019-06-09,LAUIN101619,5618442,4961085,657357,11.7,0.84,66946,13489,9575,1.84,7.85,2.78,4.42,6614,TRAMO_SEATS,Y,RC2025_12,State_Lab_Department,2022-11-26
2023-12-17,LAUIN101620,426569,373803,52766,12.37,2.52,15099,315224,32926,2.9,8.06,1.75,0.48,2450,X13,Y,RC2020_01,State_Lab_Department,2024-08-09
2022-11-06,LAUIN101621,2403192,2278467,124725,5.19,5.98,110006,163064,16433,0.92,8.22,2.58,4.97,11109,MOVING_AVG,N,RC2021_02,State_Lab_Department,2025-10-17
2024-01-14,LAUIN101622,4403112,3823663,579449,13.16,8.94,99159,136270,5818,6.35,1.24,0.6,6.27,811,MOVING_AVG,N,RC2022_03,CMIE,2024-03-02
2022-02-06,LAUIN101623,4146028,3641042,504986,12.18,9.36,43578,244279,1188,7.14,4.54,2.42,3.86,15938,X13,Y,RC2023_04,MOSPI,2024-02-12
2020-02-16,LAUIN101624,4189538,3609287,580251,13.85,1.44,101248,268871,1182,0.21,8.8,4.53,6.11,7075,TRAMO_SEATS,N,RC2024_05,MOSPI,2022-11-25
2020-10-04,LAUIN101625,3337507,2721404,616103,18.46,3.28,18102,325822,37396,2.42,1.95,5.39,2.74,1447,X13,Y,RC2025_06,LabourBureau,2019-12-03
2023-01-15,LAUIN101626,3053956,2765663,288293,9.44,4.06,857,215445,49135,1.66,6.32,1.85,2.47,2142,MOVING_AVG,Y,RC2020_07,MOSPI,2021-11-02
2020-06-07,LAUIN101627,4034566,3914740,119826,2.97,8.83,46351,113801,8578,4.89,0.38,5.72,1.99,5068,X13,N,RC2021_08,MOSPI,2023-09-17
2020-07-26,LAUIN101628,4106399,3523291,583108,14.2,3.42,1536,343569,41797,3.09,4.38,3.3,0.42,15777,MOVING_AVG,N,RC2022_09,CMIE,2024-10-16
2018-02-11,LAUIN101629,2021446,1660618,360828,17.85,1.68,27381,255637,25730,2.6,7.88,3.71,2.77,19327,MOVING_AVG,N,RC2023_10,EPFO,2020-04-29
2018-07-01,LAUIN101630,5358949,4678363,680586,12.7,1.55,86484,321138,2139,3.88,1.11,1.46,6.98,19676,X13,Y,RC2024_11,MOSPI,2022-02-20
2022-04-10,LAUIN101631,5706497,5075930,630567,11.05,0.23,59052,5831,33431,7.55,0.84,0.42,0.13,11664,MOVING_AVG,N,RC2025_12,LabourBureau,2024-03-03
2018-09-16,LAUIN101632,395310,362381,32929,8.33,0.32,77502,347415,28808,6.73,4.55,2.95,4.17,19321,X13,Y,RC2020_01,CMIE,2019-12-19
2019-01-27,LAUIN101633,5284029,5044135,239894,4.54,3.55,21572,219180,25307,1.83,8.68,5.81,6.82,10141,NONE,N,RC2021_02,LabourBureau,2025-09-18
2022-11-06,LAUIN101634,1268217,1185783,82434,6.5,7.18,75979,7762,46019,6.11,2.32,2.19,1.61,2196,MOVING_AVG,Y,RC2022_03,MOSPI,2022-07-06
2023-05-28,LAUIN101635,5072699,4494919,577780,11.39,6.4,22522,8753,45571,5.36,0.81,2.08,1.08,4447,NONE,Y,RC2023_04,MOSPI,2019-04-24
2021-01-31,LAUIN101636,510140,440098,70042,13.73,9.97,93307,33307,9355,2.96,2.11,1.83,0.05,17330,X13,N,RC2024_05,ESIC,2025-05-10
2021-10-24,LAUIN101637,2690996,2379648,311348,11.57,1.25,93205,177194,8351,0.39,7.18,5.51,4.55,12501,MOVING_AVG,N,RC2025_06,EPFO,2022-01-05
2019-12-01,LAUIN101638,3045163,2742170,302993,9.95,0.28,6863,336277,18753,7.4,2.55,2.77,3.97,18910,X13,Y,RC2020_07,CMIE,2021-11-11
2024-07-21,LAUIN101639,3226134,2884164,341970,10.6,1.54,76258,323139,24516,7.08,6.28,4.48,4.23,13127,NONE,N,RC2021_08,State_Lab_Department,2021-06-09
2021-05-23,LAUIN101640,3247085,3188963,58122,1.79,8.62,19034,111666,39916,7.72,2.99,3.3,0.63,9205,TRAMO_SEATS,Y,RC2022_09,EPFO,2024-01-26
2024-09-08,LAUIN101641,4531932,3951392,580540,12.81,2.9,43137,199883,14381,4.0,2.47,5.94,0.33,15293,X13,Y,RC2023_10,State_Lab_Department,2025-10-22
2024-09-29,LAUIN101642,5965498,4944802,1020696,17.11,2.02,8695,79468,28662,5.51,9.85,0.82,6.35,18287,NONE,N,RC2024_11,LabourBureau,2020-04-08
2024-05-12,LAUIN101643,1408671,1229770,178901,12.7,0.77,30157,104665,32123,7.6,1.6,5.76,2.03,13277,X13,N,RC2025_12,EPFO,2021-08-24
2018-08-26,LAUIN101644,5420,4709,711,13.12,0.72,19021,281777,24396,3.97,2.32,1.6,3.56,8304,TRAMO_SEATS,N,RC2020_01,LabourBureau,2022-02-14
2023-01-08,LAUIN101645,2677682,2306824,370858,13.85,9.04,117376,166209,36633,2.55,9.53,5.23,0.87,5580,MOVING_AVG,N,RC2021_02,EPFO,2022-01-03
2018-06-10,LAUIN101646,4012916,3347575,665341,16.58,2.86,10436,3239,10183,2.06,1.21,4.65,0.6,2894,MOVING_AVG,Y,RC2022_03,ESIC,2025-05-07
2019-03-03,LAUIN101647,5641264,5508695,132569,2.35,7.44,46706,97208,28518,3.83,4.71,5.02,5.6,9595,NONE,Y,RC2023_04,State_Lab_Department,2022-11-04
2021-09-05,LAUIN101648,5658534,4769579,888955,15.71,3.21,119133,200018,11497,7.58,1.55,0.3,0.13,16074,TRAMO_SEATS,Y,RC2024_05,MOSPI,2023-09-25
2024-11-03,LAUIN101649,346200,326432,19768,5.71,7.11,46278,282292,33229,5.96,1.45,1.49,4.19,7800,TRAMO_SEATS,N,RC2025_06,ESIC,2019-05-01
2020-01-19,LAUIN101650,4743040,4545256,197784,4.17,8.31,38009,143775,48851,2.43,3.85,0.42,2.88,9607,X13,N,RC2020_07,LabourBureau,2022-04-19
2022-08-28,LAUIN101651,4260356,3906747,353609,8.3,6.3,103183,118109,33120,4.32,3.49,0.87,2.17,17144,TRAMO_SEATS,Y,RC2021_08,ESIC,2021-06-03
2018-07-29,LAUIN101652,246173,243638,2535,1.03,6.08,22239,163225,205,4.31,3.64,3.77,3.42,542,NONE,N,RC2022_09,LabourBureau,2025-09-16
2021-06-27,LAUIN101653,199145,166087,33058,16.6,6.95,39705,5238,49260,3.89,0.28,3.66,5.58,14747,NONE,N,RC2023_10,LabourBureau,2024-05-06
2023-03-12,LAUIN101654,1383132,1343160,39972,2.89,4.44,51580,42914,308,4.16,5.18,4.38,1.36,19591,X13,N,RC2024_11,MOSPI,2022-01-07
2020-03-29,LAUIN101655,669989,546444,123545,18.44,7.72,78385,224954,36433,1.23,7.32,2.12,5.73,6122,TRAMO_SEATS,Y,RC2025_12,ESIC,2024-03-13
2023-10-15,LAUIN101656,4533198,4307899,225299,4.97,9.69,20912,40711,44851,5.57,7.76,4.52,1.61,19931,MOVING_AVG,Y,RC2020_01,LabourBureau,2024-11-19
2020-05-10,LAUIN101657,3527364,2885384,641980,18.2,5.79,45523,265439,27564,7.9,4.81,0.52,2.68,7088,MOVING_AVG,Y,RC2021_02,State_Lab_Department,2022-10-13
2019-03-24,LAUIN101658,1113489,1032984,80505,7.23,2.72,81484,40403,23671,1.51,7.65,4.1,6.34,12171,TRAMO_SEATS,N,RC2022_03,ESIC,2020-07-21
2021-01-17,LAUIN101659,5979483,4932476,1047007,17.51,2.81,35959,44379,3110,5.67,2.97,5.25,5.14,6504,MOVING_AVG,Y,RC2023_04,CMIE,2024-01-26
2022-10-16,LAUIN101660,5441453,4890234,551219,10.13,3.3,22806,114358,5432,7.59,2.11,5.6,4.97,7051,X13,Y,RC2024_05,CMIE,2021-05-20
2019-03-10,LAUIN101661,3664059,3456674,207385,5.66,0.31,88702,133488,30629,7.71,5.99,3.17,2.69,7263,NONE,Y,RC2025_06,LabourBureau,2024-02-13
2024-10-27,LAUIN101662,2927114,2514977,412137,14.08,6.16,62881,77601,18708,3.8,0.49,1.12,2.6,15443,MOVING_AVG,Y,RC2020_07,State_Lab_Department,2019-09-20
2018-08-05,LAUIN101663,2284717,2056246,228471,10.0,6.33,2881,296268,13987,2.19,5.7,3.32,1.04,5981,TRAMO_SEATS,Y,RC2021_08,CMIE,2022-09-04
2022-01-09,LAUIN101664,4239971,3981333,258638,6.1,3.54,11483,65815,43889,0.51,7.0,1.58,5.47,7646,NONE,Y,RC2022_09,LabourBureau,2025-07-16
2024-03-31,LAUIN101665,4477708,4024564,453144,10.12,8.78,55808,247026,39577,4.97,3.94,3.35,2.38,12122,TRAMO_SEATS,N,RC2023_10,MOSPI,2024-01-26
2023-03-26,LAUIN101666,3322798,3042354,280444,8.44,6.86,59205,273256,2947,7.72,1.3,3.92,0.24,19274,NONE,N,RC2024_11,EPFO,2021-08-02
2022-01-30,LAUIN101667,3599919,3580120,19799,0.55,5.95,43504,22885,49756,3.58,0.62,2.44,4.39,16707,NONE,Y,RC2025_12,State_Lab_Department,2019-02-11
2020-10-04,LAUIN101668,4934690,4428885,505805,10.25,7.74,118450,299394,27729,3.33,8.91,0.51,5.22,10403,NONE,Y,RC2020_01,State_Lab_Department,2022-09-13
2021-12-12,LAUIN101669,121062,104889,16173,13.36,4.4,104001,90676,27825,2.69,7.84,3.11,0.8,3233,TRAMO_SEATS,N,RC2021_02,MOSPI,2024-07-10
2021-02-14,LAUIN101670,3364598,3196369,168229,5.0,2.82,61794,67322,25513,6.88,3.1,4.83,0.74,3392,X13,N,RC2022_03,LabourBureau,2021-03-22
2021-10-03,LAUIN101671,395527,342843,52684,13.32,8.49,27276,347298,3194,4.62,1.04,5.33,1.48,14831,X13,N,RC2023_04,State_Lab_Department,2023-10-10
2018-03-11,LAUIN101672,4826120,4371017,455103,9.43,7.47,79957,287169,39724,4.17,9.59,1.47,2.54,766,TRAMO_SEATS,Y,RC2024_05,CMIE,2020-04-17
2019-04-14,LAUIN101673,2864658,2521759,342899,11.97,9.61,59320,172825,4754,5.45,4.29,2.15,4.54,8694,TRAMO_SEATS,Y,RC2025_06,State_Lab_Department,2025-01-16
2021-03-28,LAUIN101674,5889434,5801682,87752,1.49,4.35,99841,324926,33755,0.06,4.1,1.61,2.25,5113,NONE,Y,RC2020_07,CMIE,2025-10-19
2021-10-17,LAUIN101675,658632,605942,52690,8.0,0.95,51684,145296,7747,0.96,6.53,0.33,2.33,6977,MOVING_AVG,Y,RC2021_08,State_Lab_Department,2023-08-02
2021-06-20,LAUIN101676,4677315,4457482,219833,4.7,1.07,106236,310683,47162,4.98,4.99,5.0,5.93,14378,X13,N,RC2022_09,State_Lab_Department,2023-06-10
2022-07-24,LAUIN101677,4908334,4698749,209585,4.27,4.86,102455,198219,15609,0.86,6.62,2.14,5.38,2735,NONE,N,RC2023_10,State_Lab_Department,2025-12-01
2018-02-04,LAUIN101678,4200081,3516308,683773,16.28,7.36,94221,243340,30278,5.81,3.43,5.23,0.42,1881,TRAMO_SEATS,N,RC2024_11,EPFO,2024-05-24
2019-04-07,LAUIN101679,3076769,2463262,613507,19.94,7.91,42082,267198,7830,2.93,1.78,0.47,3.19,11790,TRAMO_SEATS,N,RC2025_12,MOSPI,2020-08-28
2019-09-15,LAUIN101680,2235406,2009183,226223,10.12,2.82,50807,304296,3035,4.44,3.33,5.58,1.87,16349,X13,N,RC2020_01,EPFO,2024-04-08
2024-06-09,LAUIN101681,917638,878822,38816,4.23,1.11,49045,199051,6257,5.5,2.51,1.2,5.93,5234,X13,N,RC2021_02,LabourBureau,2025-04-26
2024-07-14,LAUIN101682,4529689,4424148,105541,2.33,7.64,2586,246260,43227,4.26,0.31,5.35,1.9,1212,TRAMO_SEATS,Y,RC2022_03,State_Lab_Department,2022-10-03
2023-11-05,LAUIN101683,1072970,950330,122640,11.43,1.98,7436,283846,35475,6.22,9.5,2.9,1.54,7048,MOVING_AVG,Y,RC2023_04,CMIE,2022-01-18
2021-01-03,LAUIN101684,5301724,4960824,340900,6.43,3.82,2481,37495,11165,7.57,6.24,3.6,4.13,2587,NONE,N,RC2024_05,MOSPI,2022-09-13
2021-08-08,LAUIN101685,1362856,1115226,247630,18.17,8.11,103985,83846,10416,7.13,4.76,1.74,4.97,10734,TRAMO_SEATS,N,RC2025_06,LabourBureau,2022-04-17
2018-11-11,LAUIN101686,4147032,3563130,583902,14.08,6.44,83636,165088,21314,6.03,5.46,5.96,6.75,12229,X13,Y,RC2020_07,ESIC,2020-03-23
2021-12-26,LAUIN101687,3404814,2960486,444328,13.05,5.68,61029,169313,23050,0.5,7.0,1.29,5.55,14371,MOVING_AVG,Y,RC2021_08,State_Lab_Department,2025-07-13
2024-08-25,LAUIN101688,3474168,3296291,177877,5.12,0.05,31772,223847,36395,1.01,2.86,4.04,0.33,780,NONE,N,RC2022_09,MOSPI,2022-08-24
2021-03-21,LAUIN101689,3958884,3890000,68884,1.74,5.56,101653,328388,16996,3.85,9.19,3.67,6.88,15793,MOVING_AVG,N,RC2023_10,CMIE,2024-01-10
2020-04-19,LAUIN101690,614810,587083,27727,4.51,7.32,81028,88621,26591,4.27,8.83,2.79,5.33,939,X13,N,RC2024_11,ESIC,2023-05-22
2022-07-03,LAUIN101691,2701536,2454886,246650,9.13,8.25,32198,195831,26093,7.2,5.23,5.89,6.27,9384,X13,Y,RC2025_12,EPFO,2019-12-08
2022-12-25,LAUIN101692,2595269,2562569,32700,1.26,9.72,48587,235267,19976,0.69,3.85,5.59,6.64,2326,TRAMO_SEATS,Y,RC2020_01,MOSPI,2023-04-14
2021-03-28,LAUIN101693,1666009,1408278,257731,15.47,7.0,37434,226835,46050,2.58,8.03,4.73,6.25,6476,TRAMO_SEATS,Y,RC2021_02,LabourBureau,2019-01-04
2018-02-04,LAUIN101694,2373371,2348688,24683,1.04,2.03,58587,319044,33376,2.68,5.7,1.8,2.56,5434,MOVING_AVG,N,RC2022_03,CMIE,2019-12-14
2024-01-28,LAUIN101695,1721275,1445011,276264,16.05,5.26,52022,128267,29131,4.67,9.58,2.12,2.1,3647,X13,Y,RC2023_04,LabourBureau,2020-11-18
2021-11-28,LAUIN101696,5002690,4567957,434733,8.69,2.24,43360,1014,30371,6.44,8.86,5.4,2.78,17626,X13,N,RC2024_05,EPFO,2021-10-25
2020-05-17,LAUIN101697,3963818,3524627,439191,11.08,8.75,76979,125528,22729,1.32,0.02,3.86,6.7,13482,MOVING_AVG,N,RC2025_06,State_Lab_Department,2025-07-08
2021-07-11,LAUIN101698,4970728,4520381,450347,9.06,7.11,17797,325455,36399,1.04,8.77,5.28,0.81,11942,NONE,Y,RC2020_07,MOSPI,2025-12-08
2020-07-26,LAUIN101699,5468207,4419952,1048255,19.17,7.54,85222,1542,5799,5.83,9.95,3.89,0.06,7652,TRAMO_SEATS,Y,RC2021_08,EPFO,2024-05-27
2022-08-28,LAUIN101700,5143899,4810060,333839,6.49,8.56,26299,205050,19931,4.32,0.74,2.99,2.05,13734,NONE,Y,RC2022_09,EPFO,2024-07-22
2022-12-04,LAUIN101701,5405237,5103085,302152,5.59,3.83,71392,25847,13486,5.26,8.76,2.78,6.41,967,TRAMO_SEATS,Y,RC2023_10,MOSPI,2020-01-08
2020-08-23,LAUIN101702,3744558,3030846,713712,19.06,6.52,68674,322555,2757,2.99,2.94,1.47,2.93,18113,NONE,N,RC2024_11,EPFO,2023-10-15
2019-10-06,LAUIN101703,4427798,4267955,159843,3.61,5.16,2905,69472,21857,6.63,6.86,5.65,6.33,11558,X13,Y,RC2025_12,LabourBureau,2024-10-08
2020-11-22,LAUIN101704,1647733,1372727,275006,16.69,3.09,9191,167157,40419,3.17,6.55,2.78,5.05,827,X13,Y,RC2020_01,CMIE,2024-10-01
