edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2019,LEA101440,873919212,5767668968,206539203,4467673235,2290819654,1388520542,252858428,96172,159109,2144718437,0.989,121,2601,19.09,17.36,829526739,930153405,8
2023,LEA101441,2966673871,2753405541,1399630530,1353352476,3150419359,280197433,387765748,46174,135883,1828903659,0.933,846,817,24.4,17.3,808555280,1859215092,10
2020,LEA101442,2752913091,2347399059,469498661,3725844875,2001478856,569862501,361865786,82948,70581,2144529060,0.257,1953,957,22.87,17.9,634407875,331621875,8
2021,LEA101443,2139961947,2057922877,1341414301,231476256,897019341,218474930,532553276,80319,118685,1403742811,0.854,1060,1228,25.75,12.26,806349634,2356177371,13
2013,LEA101444,823602368,2556579571,297998458,2564485595,1318992676,1725547025,657834728,92927,150330,710428354,0.827,753,1891,14.21,6.43,762030663,1547745743,3
2024,LEA101445,197668347,1417483928,1390235762,3271376796,2910626444,421349137,373078539,53717,73400,569071289,0.649,1939,2794,14.2,10.96,33584590,2761908021,5
2016,LEA101446,2400203353,2137786352,387925643,1951372010,1516019829,1630962331,865751142,53316,82410,2097112092,0.732,434,473,7.8,16.33,457745681,2650649639,1
2010,LEA101447,2190026712,5586629514,1318978830,2666685054,3074822358,658412439,129213616,100621,96847,705625908,0.618,1468,833,13.79,14.42,438004272,1260268701,8
2016,LEA101448,1725659988,3203848657,1085909927,1458763696,493947212,844871291,71509651,101670,108571,849918672,0.569,781,302,14.65,7.9,817921862,2661633417,9
2010,LEA101449,640997025,239172603,650296526,2943460305,2924282797,1465041614,106256768,44627,96108,556807024,0.231,2184,1213,14.88,17.15,1061201345,1263266669,3
2012,LEA101450,2613638636,3860710083,535264593,5877466778,1365325709,779864845,501972412,96326,73023,1408357002,0.609,1354,1305,8.61,3.79,-34789323,1058995536,10
2015,LEA101451,2822540792,5751991166,108992510,2431720354,2716235302,1204210960,503932405,81447,95668,1808283304,0.502,1273,308,13.05,13.58,-16551765,2052861334,6
2015,LEA101452,2386614522,4824531018,501862767,2477583598,1827707287,1004037056,272711717,65310,174543,805572752,0.709,1710,2423,10.92,0.96,391469418,1323464468,0
2020,LEA101453,1288344575,3327376379,341597951,4762497337,23703309,1014754567,49179980,101294,117966,859882485,0.938,910,6,13.74,12.2,647002636,678817069,7
2012,LEA101454,1901079922,4116217328,731407941,4233615152,975116632,1403214781,231280147,98163,164717,7512766,0.739,1837,940,13.56,4.94,3749074,953965457,7
2008,LEA101455,517484980,4101484455,1100896201,336476792,1603896582,1441667489,619716903,75553,66127,1125835177,0.322,509,2682,18.8,11.58,1059941657,330027197,2
2019,LEA101456,1584639393,5383635909,413808001,123170168,1425779767,107260695,579182715,39162,98964,173439415,0.931,136,1856,18.44,15.65,771463987,2179816256,4
2014,LEA101457,1292111496,4126590305,1302176242,3165690914,528916730,184547345,799132065,64682,126169,261065050,0.595,1753,586,27.28,14.08,917095885,3076059289,8
2017,LEA101458,2524848770,3341143392,468022997,3640192727,1399728122,1064499971,397994857,67645,140043,1997968610,0.634,1566,791,23.42,4.93,831989046,828034360,9
2020,LEA101459,1920974013,577774858,451613931,3750796843,1751633216,50765403,13316344,67106,157919,1722717217,0.899,55,2309,23.71,16.86,1116557202,80677950,2
2023,LEA101460,2202989921,4944889371,724860235,1263679322,425524382,1584118041,627685486,58918,61532,1084362478,0.42,1674,2031,21.49,15.27,975069470,897041509,10
2014,LEA101461,2134378130,520291010,1234315937,5618597543,1613122545,1225050749,120355425,87299,112695,2224417209,0.739,1700,2702,26.32,5.86,530369368,2767420539,3
2009,LEA101462,2680068150,3114069903,234974435,5815148464,1512487698,426642984,802389657,87311,66561,407707981,0.363,1393,907,13.61,7.14,26392532,1856058852,12
2016,LEA101463,1267862554,353685217,1120324191,4140914138,2332108042,1122859843,292659659,77233,115583,2398184816,0.669,384,171,25.15,4.56,1052981426,3391467274,5
2023,LEA101464,1302568736,5785299902,1272281808,471490694,2954623970,555779497,380667248,82033,101619,1646168713,0.475,1409,1215,24.57,9.63,292510728,2105364279,4
2021,LEA101465,1932159465,2346110130,37968686,5511376023,2835793836,1655306604,671323916,99582,128416,642500046,0.461,286,1361,25.35,14.94,345615471,2414787570,4
2008,LEA101466,976721135,1807591977,1085372467,4876970377,2933259058,652182914,658659813,82391,176092,1347053943,0.862,1950,350,7.66,1.49,682230113,3122809230,0
2021,LEA101467,1885536403,3169955399,221573069,955025561,934317970,590270089,568410728,78653,129874,793009514,0.288,356,1558,7.0,17.14,1035277411,1542590343,6
2008,LEA101468,1114179346,3776839357,1245273031,1733762344,2861203611,1389294681,211150192,80627,106504,767948475,0.222,172,1219,7.85,15.6,792766697,521137131,7
2023,LEA101469,395110185,5442638626,975307802,3303060913,2779747421,761939373,86315376,42398,160511,13192312,0.222,2016,282,19.16,12.48,111776490,393158698,9
2013,LEA101470,301337834,2262698721,1156256439,5200259366,139841863,1010407392,524154306,85294,73283,1255997423,0.302,958,277,13.33,7.59,688959457,1813788421,2
2015,LEA101471,58809696,5019487048,199714107,5214016731,17599592,506883589,699661982,88053,154270,144465046,0.414,1759,2640,18.6,9.89,743482081,442205969,10
2018,LEA101472,429445688,5051790249,1111437826,3117069863,501616643,150557377,665055049,91795,161678,1953221803,0.506,627,513,10.88,7.89,508911698,2018705239,8
2008,LEA101473,1408456652,5153336289,959851348,5438092188,97871916,584068643,121772520,73424,66130,1327840686,0.412,101,1811,22.43,0.28,563099550,1694340195,9
2010,LEA101474,2009870307,5205859576,42829533,953975542,1323341468,95044498,883176282,43201,79559,197719040,0.764,436,1498,16.2,3.96,222815751,1411617815,4
2018,LEA101475,2345330794,897392349,632967679,458867013,546189332,387532397,884823726,52291,85961,2386020903,0.408,145,1049,17.98,3.7,52056247,104714798,8
2025,LEA101476,639480485,2487081909,30475681,2685140033,840144090,1433078289,491074731,57303,168561,1216728240,0.523,296,6,12.67,8.53,876249473,1886600072,5
2017,LEA101477,2676576334,4544855637,482153862,1500214651,1202526227,26708403,330817714,72828,120455,312177455,0.264,1151,68,12.06,7.66,721657922,2464996563,7
2009,LEA101478,3095405729,1488439589,173497147,3350184905,1650097152,674810463,849830143,55158,83203,1472856298,0.225,227,2085,8.0,3.09,1180775128,1684463376,13
2008,LEA101479,688202483,720506630,884676035,2041839266,2933784489,149052361,267914699,56887,177111,535067868,0.482,1970,1276,27.92,2.78,-28587353,2722497963,13
2022,LEA101480,933218856,5577688809,1465073625,5600602497,94691098,1030169029,79569093,83227,165337,1024017410,0.592,519,1583,8.81,1.17,493287501,1251081882,6
2008,LEA101481,2400013269,1818035092,874872058,5627085389,1070208665,100609487,827278943,45840,144894,389396135,0.577,527,407,18.54,6.12,235628440,396897366,9
2015,LEA101482,131185602,730259035,1147444963,2692108958,1067265755,416161429,649751564,67344,179061,1316508336,0.216,2149,1004,10.66,12.52,390856875,3127385026,8
2024,LEA101483,2725946845,1969067802,719545383,2690126395,1844030927,1042422373,127840425,80608,57327,2079379281,0.589,997,10,25.75,10.83,212960073,1894710017,10
2009,LEA101484,1590772186,1873769688,87505901,6006737166,2140326699,1006064991,556589887,55447,78924,975308726,0.537,1002,1757,27.04,5.63,926429483,2346870117,13
2021,LEA101485,2436910760,3881270773,1304100824,3146184748,350149906,1098425898,678950739,57127,72362,875450803,0.849,512,2781,27.72,13.24,1005426023,63820067,9
2021,LEA101486,2413188588,2125224824,1040928622,5532910265,1878787760,831658446,375309453,81718,169236,198200171,0.361,1118,2701,10.42,15.29,162706209,1188058739,13
2015,LEA101487,1851589341,2232301088,265755324,3908440367,2602441735,319283660,496122553,89976,108049,1106776317,0.327,688,746,14.85,3.69,601904117,2251058845,10
2018,LEA101488,1905564910,3852714775,127360575,2569373509,480605094,1391673171,103848090,87556,140803,2077144575,0.814,324,908,25.78,4.58,503646808,256194419,2
2020,LEA101489,3111140044,1130417487,939289135,3033443969,1664437516,496867658,495670528,68690,106346,350305349,0.852,344,421,9.6,1.85,428304820,339203799,1
2009,LEA101490,632462078,3645008610,1477794328,6008575980,335093667,643537089,357269903,82776,87585,1226491931,0.677,1848,1439,16.95,14.41,151888068,147525866,9
2009,LEA101491,1331656359,2251185838,47618440,4378324958,1016449683,59716114,327736836,45153,76599,2346643597,0.473,1119,2214,14.4,14.97,44846912,1322479491,0
2013,LEA101492,669554605,1520683646,194153292,426391890,1853654334,969396159,883783282,79014,148259,1273044350,0.862,1228,2643,8.82,12.13,971596774,1352408765,13
2024,LEA101493,448062244,6061130,431619269,2274866353,168016186,879727685,785666565,62425,120750,1639768749,0.782,1420,217,27.67,1.14,1054521204,510326175,8
2014,LEA101494,679033072,1925704188,1054568245,5657272540,853959875,1169867923,830802561,84179,163123,1697620085,0.691,2134,1237,24.63,8.47,478670560,130999151,7
2020,LEA101495,2029064501,3318721915,521909055,2297761695,1457358140,16278625,521591518,74268,124115,1583718664,0.835,808,2282,9.54,16.97,464959484,259129520,6
2023,LEA101496,2137174797,4011781182,1298339682,1663862718,337224657,351066715,37396023,50345,157126,1673678823,0.737,1009,136,26.53,10.27,958542737,312918584,6
2018,LEA101497,2655404583,1589341877,943097180,5556247381,985109487,65045635,833684414,70966,178322,1704045905,0.566,1198,1564,26.33,12.6,289826720,1616520051,2
2025,LEA101498,2836619924,2057149027,1306121564,4408129778,2205576478,1613105455,379834982,49124,95474,259004716,0.264,746,350,27.65,10.75,1115331660,708944353,3
2014,LEA101499,2181314729,1021751413,331071272,2073728702,2927472618,1335973958,138481185,73505,94630,1654586004,0.819,279,1547,25.33,4.24,677941103,1341247260,10
2019,LEA101500,2859089811,1686388122,864576081,1274716691,2457416824,1502739577,627617557,97018,76713,1534516585,0.907,406,496,22.94,5.33,289912611,2151949305,10
2014,LEA101501,643402224,5638431938,308892178,2321731869,212439872,1355888542,556604205,86799,86624,261737806,0.476,1205,1188,18.77,9.5,700946313,1062418162,4
2013,LEA101502,1448251006,286222998,182847569,5021644901,858284916,964309019,634579372,77524,156585,1802551150,0.401,555,779,7.89,8.96,833178716,1223641840,5
2009,LEA101503,2906553266,4350059712,404107420,4229910416,591958393,1439912857,497771041,87586,182488,1523203420,0.402,323,1580,26.24,2.51,-45597481,2942443980,0
2008,LEA101504,2325226928,769936023,443845533,2719105718,1003660680,1541666757,148165013,90810,117822,1131394109,0.4,287,2038,24.22,17.43,990436274,1813314356,4
2017,LEA101505,2303203649,821129176,1168199715,5518379810,532998885,635937172,745194874,52531,166659,462732444,0.268,650,258,9.27,5.6,538942818,955673004,3
2011,LEA101506,87453461,4955472842,233488882,2831329407,3092784255,1357027121,141397103,74293,88400,1008100665,0.425,345,1190,14.73,0.54,853895857,765540988,5
2025,LEA101507,2702920575,3909923011,1306435122,2465014599,618500292,1085669084,625267000,85771,100539,2372512593,0.717,2155,1399,26.41,14.45,1170136995,1664667207,2
2014,LEA101508,305922262,4386188240,231583304,3566991549,691264629,1405259055,176977433,40916,135222,1380627579,0.723,838,855,18.33,0.46,1056260829,3082869066,5
2025,LEA101509,740666683,4569836347,1402375914,2832199416,667934019,80982413,332041590,99176,107120,189721280,0.63,2172,1367,20.35,14.45,295621169,1728513686,2
2010,LEA101510,679689013,416887077,1130417348,1433958412,2452723226,768311520,800625440,38154,65400,2150361035,0.357,68,281,17.39,16.69,949226348,1777802197,5
2013,LEA101511,2538114946,3142841419,34870817,531567138,2650503412,859076086,129039928,94156,148201,452596193,0.44,736,721,10.97,1.26,402253062,2148721177,4
2019,LEA101512,2596164815,1468646850,639114759,5077140266,1246770765,1148390757,280681978,96397,109132,1558201016,0.691,2132,697,13.0,9.86,382709941,1564717459,11
2023,LEA101513,1409671869,3989223946,880564134,5221928194,2470094364,1404215071,51790209,97331,131159,993990087,0.655,1873,1846,10.41,6.77,-4461899,781995763,1
2018,LEA101514,1289070227,4232437463,1332707993,6195323670,655552795,1204553925,871217664,39219,94864,448527105,0.793,1123,2409,17.31,4.57,230885781,556003144,2
2022,LEA101515,1939229966,1586378367,913946000,6034669282,319553917,542430725,702278516,48697,82517,1997287953,0.452,93,2053,8.99,17.1,1141717231,53849886,3
2021,LEA101516,49355790,1168577503,177390959,843062336,1061270859,983455460,695183157,96129,173768,136096093,0.71,681,1031,8.13,16.89,570321543,2949319112,8
2018,LEA101517,2969841431,1040555162,1383354826,122816055,3062652053,890025282,559375518,55886,138247,1048258263,0.95,2064,2734,17.64,1.44,993773004,2916421058,1
2011,LEA101518,2535194511,3740250852,335553783,1034133856,1793525393,724577510,166545222,86606,63720,883850449,0.323,1315,2357,10.51,4.49,1025329362,2253064047,9
2011,LEA101519,2640291752,2185818105,1361239615,1737916891,1631863764,477570648,436894916,69464,159575,341319405,0.49,1900,2525,19.04,8.38,1027197524,1914443450,3
2017,LEA101520,389882287,2801005412,295885746,3126626592,329770132,662490827,897168960,86690,155659,1217398318,0.933,619,134,18.49,13.27,705084513,553444188,9
2009,LEA101521,1357074043,1266742666,110078500,166824524,161836679,18785983,340836513,83668,59672,403173734,0.217,481,71,25.09,14.88,968597258,3388273650,11
2019,LEA101522,661679246,5007735726,930145937,148976164,2329726015,1001505312,169718875,80277,167662,1499279164,0.667,928,1015,16.26,1.04,130617472,2075483422,11
2020,LEA101523,1893887782,2522818841,1439730934,4333452862,1426009414,472751529,615423769,51248,133370,452078627,0.512,362,1123,23.52,2.28,474419296,1801029189,3
2021,LEA101524,1027440172,3238489967,303665901,4311581204,2252984528,1205090589,209565608,93775,157114,74633941,0.67,682,883,27.31,13.34,165939790,1836889686,13
2022,LEA101525,274915771,4193821716,557746708,1537023925,2443919212,442151453,865181713,99386,130215,2290315676,0.387,859,1965,13.56,11.63,895801823,2179138511,2
2019,LEA101526,1193585933,2776787137,550759382,2139101110,2926814337,620751085,807411392,66987,165431,1264317776,0.559,1785,284,8.77,14.65,266464408,2171328379,13
2022,LEA101527,1910996996,4658176239,962328901,882865789,2769484391,1676433241,230470425,38677,82847,728810364,0.535,1938,1357,7.03,11.02,904620035,1657845219,8
2020,LEA101528,2951750535,3910724216,1416066132,2922669480,2595733599,1758718583,31142312,55854,67545,138819382,0.463,1399,1634,21.65,17.62,816522849,2781531380,9
2014,LEA101529,1579067572,2334591049,1386165376,622080294,161023626,1588261810,173353472,55492,136719,2340754592,0.934,303,2708,15.99,3.93,775108400,1908399708,6
2021,LEA101530,2425824626,1002913010,681301765,814699907,1202861475,1616607253,143470716,64927,125554,11261566,0.677,949,2422,19.26,8.48,639200461,1771143420,13
2023,LEA101531,2832875147,5392786583,757077166,4189322724,2018875771,1376776724,731364737,66802,169651,2043803807,0.768,1161,971,11.4,0.31,371990261,1626530016,13
2014,LEA101532,834725833,3597676360,617271893,4907431697,1433584811,1038926493,388246694,87519,72326,1566947033,0.218,932,122,19.94,15.15,1119926572,773263883,0
2025,LEA101533,127769308,4180803404,1294438944,4024429627,1374824372,439111430,304442509,64839,147986,2219912241,0.615,1099,1425,17.88,15.58,650788966,817601361,7
2021,LEA101534,1542729316,4300821323,899542157,1246226784,531050836,1441538423,509415492,80551,179778,1262035754,0.407,229,732,13.81,16.43,1197587678,1987773956,9
2022,LEA101535,1763908465,4616380350,1337333351,2332632177,1327597192,1598154358,45941627,40376,59486,1949336030,0.555,130,1039,22.14,16.64,-28687075,1890013789,2
2017,LEA101536,168647905,1496702230,523277265,1089944002,369824569,1642559343,670766679,42013,99668,366631751,0.769,1985,2710,20.58,6.38,-41913,1641175915,2
2021,LEA101537,523551974,4080959838,890083914,4128128839,163242966,607505650,676774803,73840,119126,1487656271,0.395,1094,832,27.73,14.47,662681857,898625139,3
2025,LEA101538,248348836,3046044062,1254278059,974329896,436667861,693121254,810679206,39012,151903,280624558,0.342,664,1778,15.68,12.49,913285600,177692124,10
2018,LEA101539,1948283329,2216981863,692020214,1125608427,2382014315,350674016,880882672,63693,60810,811248637,0.435,1553,2214,25.74,12.56,1116164113,885715109,1
2009,LEA101540,200730430,2898195967,1291626802,2133068597,1949595160,138436660,456559544,86463,106830,632945245,0.616,326,2006,19.29,11.49,1003260939,544003820,13
2017,LEA101541,1441986376,1404032856,1102227984,2471939359,2211937130,289465804,125506556,65791,183780,1815105546,0.226,1575,814,8.87,9.98,-32318113,3308161103,12
2023,LEA101542,909572806,2830765119,1036140472,3372906501,1708126179,244382956,71401258,90874,138862,2324164383,0.893,1563,662,8.55,17.71,623697293,2591970102,5
2011,LEA101543,2435101054,5040277773,165504762,1055881117,365127107,1300354164,268905535,90300,155616,1890979430,0.974,1317,208,11.0,9.22,-8135258,2764850474,3
2012,LEA101544,471010195,1967539080,1402772763,4667395121,2181973887,728970736,306376611,42620,166115,1828976270,0.982,749,2167,27.5,9.67,527479855,3061636435,4
2020,LEA101545,881054763,621897064,774827906,1918495580,1851304078,1487080326,146241218,84066,70732,482341980,0.597,1827,1693,10.35,15.74,1035276790,646820753,13
2013,LEA101546,3146700912,5070730160,258584903,4485410050,1775788083,1632216947,489898605,74749,85151,359818478,0.466,1424,308,22.9,11.27,582811628,1746174005,0
2023,LEA101547,2412663604,4120282891,759328704,3486613142,2933665414,575373833,94679151,95646,144582,2379071475,0.828,1368,1394,21.18,7.29,824838724,2346963895,7
2009,LEA101548,1747003209,2259103664,1147137571,901461616,3041562094,113371173,517293657,71396,114486,1350825585,0.938,2161,1024,26.55,18.0,150833639,292098640,0
2020,LEA101549,820256210,5300330856,419992956,732710817,104461898,57763261,859799376,44733,68681,1342547505,0.901,1133,822,10.1,17.37,883270811,2560424944,2
2017,LEA101550,691432971,4758066738,352676471,4497221050,2743821707,325361640,500354537,72219,76340,341897661,0.727,1290,1888,15.99,17.36,243157919,1607537265,2
2020,LEA101551,198345827,1757761179,926365265,3256717841,277215780,270443295,295598247,39539,103680,455795316,0.484,1440,2466,18.49,6.17,710305993,1210524670,4
2011,LEA101552,1456119730,4767656490,348697140,4825042031,76583776,879927715,743033049,83767,88637,1066818940,0.569,244,1273,25.39,11.78,1193380576,3499948700,4
2024,LEA101553,2235659655,3379598505,390047724,3327020432,307070957,1642876412,124669786,55041,136271,142579334,0.241,828,764,22.18,1.57,50987897,1460217465,3
2021,LEA101554,2907182775,682559116,789575930,5103037818,2534108339,975704600,177006127,72697,63814,879852412,0.236,258,2644,11.45,5.56,789388364,2424916328,8
2021,LEA101555,1379282916,5730215248,1420245485,982264659,650687276,1002827402,101453450,78360,167602,1597527208,0.21,770,1791,10.7,7.24,422800006,2941304549,0
2022,LEA101556,1505777738,5291678947,844423530,4587190635,1723409111,519659824,501096250,57182,93619,1246696495,0.294,1541,2363,21.89,6.22,151952594,757504445,9
2009,LEA101557,1227963780,706614527,110111616,3045712800,3004418641,687530981,520873624,57665,92374,204064504,0.914,1700,1539,22.46,17.08,917168605,2258591450,2
2016,LEA101558,1262560893,4363332809,253729985,2716249010,1150388075,227103381,752685903,66743,103890,954872055,0.511,215,2715,11.43,4.68,559956199,1703206419,6
2023,LEA101559,957831021,2765151232,81828309,6084466493,600732491,548328630,475501692,66328,137854,902629878,0.636,1279,1187,21.31,11.1,238220097,1304804612,9
2023,LEA101560,2245806916,2363940574,825173111,4980520107,683539460,181409992,531371873,94252,174177,1313442112,0.958,379,467,19.11,1.38,340073910,1324159847,5
2014,LEA101561,2718109663,3134543172,126928369,313892782,670320858,994088442,495283914,45506,167826,701047516,0.587,1214,2084,20.36,0.2,1193753873,29810252,4
2011,LEA101562,963596769,800399285,1469185198,4119934271,966956035,742294711,788842855,41976,129940,1166387064,0.745,2031,1227,13.75,15.2,770476907,476667319,5
2015,LEA101563,2443357984,2110666151,928625337,4379395817,2190537090,45753852,897348567,50336,157383,477623404,0.297,993,13,9.19,15.58,529767757,2963184206,11
2011,LEA101564,1196477437,713450410,764183592,3669700906,1870127895,531505478,58331787,90459,122019,457097465,0.606,1419,1995,11.47,15.69,600517863,1322713655,7
2017,LEA101565,1745742379,4589483800,298598484,4870946423,546912996,1588230613,762942185,60778,144627,1118578848,0.248,1380,2368,21.17,16.01,344161340,1544097343,7
2020,LEA101566,440541199,112589931,1023953646,1852164300,21727969,390762331,809750634,56948,85468,2198074391,0.624,1609,1114,22.4,13.55,171161506,573771037,2
2020,LEA101567,1872727753,2781754132,891334345,120748230,559874917,1548359735,778609322,89768,150670,1853296132,0.773,867,2062,8.73,15.25,539017708,319449460,9
2018,LEA101568,870168180,1911328423,1128604837,5000823713,1916097975,214601327,206270754,63763,117994,2011149272,0.428,1204,2117,7.91,3.89,879090283,1868546249,11
2010,LEA101569,1404044886,77611019,959297987,5048503189,218649137,1225560959,361099657,38925,151838,53726558,0.965,596,1943,15.24,4.34,324611107,612286019,9
2023,LEA101570,1313443924,1615512454,23198261,1759455549,2901271050,1324155153,742573229,61432,71818,398307678,0.937,695,699,10.96,2.01,819435059,888110054,13
2012,LEA101571,1582490781,4607365532,344164365,653385500,356695822,196561127,769772307,80681,115480,1765731723,0.842,1528,2671,7.57,10.28,489933223,1149055794,3
2011,LEA101572,1747934584,5076043835,1154811530,2575072239,1512620050,874528145,871471241,46303,174116,1918931296,0.63,861,2585,20.15,1.72,814294620,300822193,6
2008,LEA101573,2589023331,5567843703,46451923,1880425035,688293072,401402924,850014762,72566,92039,891759506,0.456,1149,473,9.4,17.67,698521877,1375407382,12
2008,LEA101574,1791738950,4260938777,648625520,3536233572,1064137305,1006031161,736151221,91189,56873,408417401,0.804,1582,172,17.83,9.24,1176933334,1933218818,0
2018,LEA101575,904187856,2655224778,687824096,5023064374,1223233845,717846737,362789996,85193,102496,2185049280,0.528,811,2517,11.58,16.71,1095637830,2884535838,7
2015,LEA101576,1231926577,5362186014,504777198,5728825571,1598081317,1642883352,251336362,91281,69815,2059035803,0.605,1431,2036,18.18,2.01,410712797,2848665579,8
2019,LEA101577,2648888224,4808559182,1097965929,4705745151,2084438578,1467392848,309324551,89031,115030,403898852,0.582,1919,640,13.02,12.99,794820609,2155996176,13
2024,LEA101578,1416839686,368260060,745053979,4383998331,2386836402,988040659,100085606,66556,114040,2262812692,0.449,1875,2780,27.02,8.57,928351873,2384068418,8
2023,LEA101579,2810220077,4236433017,955935948,2907385716,213438764,1135162198,489526487,78959,124154,2268324647,0.506,658,72,7.74,15.01,41068726,225035962,10
2011,LEA101580,205506629,5144234822,1086849750,362262907,2762471146,875236692,879393822,86929,154948,1022051006,0.7,1048,879,20.72,14.5,169275037,2403236356,11
2020,LEA101581,180521881,5349868545,192841013,358564666,917374798,843898780,831910,88531,160034,1416296023,0.332,2088,2680,8.1,10.42,-25837771,2445904899,11
2011,LEA101582,3136762184,790981311,520665405,1321438168,2033256072,669568690,485411603,48525,119511,2306623292,0.974,877,936,7.29,12.57,322426562,754232547,4
2013,LEA101583,2795911470,4227466764,234954012,4702940205,2091279128,904561373,824469779,79330,155278,2226140544,0.544,2097,1911,26.29,4.94,76989377,1994943662,5
2010,LEA101584,874435061,1287603794,466810433,380026259,247551797,718485508,187039211,98626,124770,88700300,0.624,1643,837,11.34,10.33,327278591,1375708744,3
2018,LEA101585,2008040481,2370595681,1461063366,2334084866,1251866009,1047122863,254332360,46006,173609,2130286490,0.976,1526,1011,9.55,15.45,540522776,1527009951,12
2011,LEA101586,324734655,4278727595,249591622,1243594813,1912848293,108636101,242187107,88212,102822,2072632066,0.48,392,128,16.97,9.52,332870445,2178426643,6
2022,LEA101587,1360415180,4626577738,310838752,3407213814,706625787,341754682,893169312,85226,115862,2210013582,0.511,293,2393,24.94,12.61,987558476,853292842,9
2010,LEA101588,1909396630,5582205403,966862373,3653008236,306665746,1711482957,458689406,92146,57234,1011107222,0.374,405,1615,7.83,12.79,1086489573,2440938515,11
2021,LEA101589,1324879918,1176475229,810620436,4312362181,2387960954,256226911,129307071,41637,179050,964168090,0.833,192,1041,10.37,3.41,765386443,2109917650,4
2009,LEA101590,3162140052,1146477932,26838060,6025284924,388799155,1623694104,623121922,99887,129335,6561417,0.79,1005,1570,8.88,6.8,267194328,1701900603,11
2009,LEA101591,1242742939,3876253813,994422972,3225204549,1280673698,900434971,532699427,48200,117273,1043680386,0.436,222,339,8.34,9.09,257249241,1909836807,6
2010,LEA101592,2282431259,993326125,1398625746,2280756847,1432691884,885765104,572964158,76997,121843,1003343004,0.216,1069,616,24.22,11.64,977107492,1951335434,10
2013,LEA101593,2906292051,1611605980,880300116,3473850967,95418102,1396467765,377393441,45761,75427,1921470257,0.336,1974,2188,10.44,1.6,838920153,3403329473,13
2017,LEA101594,1885373421,966738703,184019706,3248945282,2123116448,1132646853,865744552,66294,123248,808243655,0.797,535,16,11.81,17.48,700401692,3067423891,1
2022,LEA101595,1056728831,2186156235,1073618812,2315392790,837059274,681180719,16908430,61666,161232,1364275609,0.438,1122,2212,21.92,7.1,708922409,1015211,6
2024,LEA101596,2318569866,3267558140,399794116,5333796362,2334976459,393292818,744037381,75376,142110,1648326010,0.91,1623,2260,21.25,1.99,1171495520,1606622500,2
2025,LEA101597,1896160523,1716964107,746185417,1448573107,2401685440,1025840068,369088656,94797,115460,1826925517,0.688,1827,224,7.37,2.42,995831038,1617658505,7
2023,LEA101598,2770381860,1452976431,210116679,5926998136,77574476,1085684441,336110619,98857,133876,930460231,0.624,320,2178,12.16,13.29,530653350,3116871289,4
2015,LEA101599,2884908733,156480850,492840024,511239478,1431114972,1613835944,710695427,57840,141280,1261481587,0.533,372,1948,27.36,2.64,386144321,1603299067,11
2024,LEA101600,326607442,4235129524,452827546,3515562938,201235879,605916362,56792736,85594,92882,1091429073,0.962,1107,1899,24.22,0.99,1196120692,393367821,2
2021,LEA101601,3110784972,5598071155,1346225374,5135275678,265897418,1030327233,680483498,100443,82129,1007131797,0.736,914,386,26.18,2.86,762632676,3093848743,11
2018,LEA101602,2549779590,3770604705,1449737226,3302023815,170558411,727115145,896152820,97658,147820,1692929547,0.674,1870,2672,14.93,8.57,288291084,2264895038,7
2018,LEA101603,980109153,1158891304,576740039,3805641041,373123739,1591187068,346722639,56277,103115,183999146,0.426,1282,2621,18.81,16.23,794193132,23361926,12
2010,LEA101604,567126211,3733587731,928342616,2110536354,861162935,539148101,18836926,66681,151791,1050560687,0.245,205,299,23.2,10.9,136291444,3044323671,0
2017,LEA101605,1998214607,759440132,1306544983,2474916208,801115929,1099109287,670874111,96721,180503,1304228098,0.545,1557,425,13.89,10.92,1120042997,1141944105,4
2019,LEA101606,2648655407,1464779886,463901154,4220884225,1247189100,1219833291,575062646,67863,102876,1873673809,0.843,743,1687,7.33,5.48,-10249648,1791821805,12
2011,LEA101607,732318398,2654342267,761471339,3634253484,1151555851,769917282,421319485,40680,104038,333424511,0.809,1204,781,20.54,12.06,889120321,802097408,5
2016,LEA101608,1894144899,937547426,1064743295,3088467911,2186541869,1788002762,501233346,76353,73371,727769069,0.681,1705,1644,12.02,2.72,30670269,3424020036,11
2020,LEA101609,2950411045,3284500710,1084812659,2888057597,1215104856,1710428020,21498101,89970,147068,1747746378,0.789,183,14,10.32,13.02,205235344,346717392,7
2024,LEA101610,2131355361,5431129964,806620081,3005609649,123166220,160066177,762133685,64578,83782,1437547431,0.573,861,79,8.35,13.62,865121360,3368585050,0
2024,LEA101611,2391008697,5461750212,1368716199,143941414,1604381431,1063410208,265653338,45766,103514,509257934,0.2,1482,918,8.17,14.94,1069774561,3055355146,9
