food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2019,NBH_001503,0.05,1.297,1,713,560,ADEQUATE_ACCESS,79.24,4310.59,0.0,1.711,77.52,43,100.0,41.48,15.07,0,47.19,49.12
2018,NBH_001504,1.111,0.309,0,1687,214,ADEQUATE_ACCESS,58.85,10184.67,1.277,1.78,22.24,75,37.29,49.55,34.38,0,50.5,60.09
2019,NBH_001505,1.453,1.044,1,1773,161,RURAL_LOW_ACCESS,59.92,10671.94,3.059,0.899,19.96,0,48.83,63.21,21.3,1,55.03,41.01
2026,NBH_001506,1.912,2.862,0,744,42,LOW_ACCESS,72.02,4672.17,0.0,2.337,47.48,57,45.77,65.27,6.73,0,62.16,27.45
2016,NBH_001507,2.333,0.206,1,1573,487,RURAL_LOW_ACCESS,39.6,4161.86,7.432,1.98,64.64,42,54.86,65.51,19.39,1,75.52,57.07
2014,NBH_001508,1.19,2.976,0,916,297,ADEQUATE_ACCESS,63.92,935.37,4.884,2.155,77.84,61,15.08,21.8,9.7,0,33.85,57.38
2025,NBH_001509,3.807,0.902,1,622,366,ADEQUATE_ACCESS,100.0,1037.17,4.11,3.579,71.43,44,30.74,39.51,31.13,0,51.42,50.24
2019,NBH_001510,3.026,1.18,1,1789,175,LOW_ACCESS,46.86,4441.28,1.593,0.577,38.6,0,29.96,60.05,11.02,0,60.9,62.08
2025,NBH_001511,3.556,2.719,0,1010,191,LOW_ACCESS,63.13,3824.82,0.727,4.084,72.32,11,48.17,30.29,25.74,0,66.94,41.6
2024,NBH_001512,0.05,2.412,0,1572,278,LOW_ACCESS,59.12,7546.14,5.651,1.723,9.36,23,59.28,22.0,7.4,0,67.78,70.69
2016,NBH_001513,1.761,0.978,0,219,248,ADEQUATE_ACCESS,72.3,5523.51,4.294,3.627,84.76,58,61.23,44.35,19.09,1,62.37,57.97
2013,NBH_001514,2.375,1.873,0,1572,449,URBAN_LOW_ACCESS,54.78,5124.3,2.041,2.384,26.69,39,60.5,56.0,1.7,0,92.88,40.4
2025,NBH_001515,3.689,1.322,1,928,644,ADEQUATE_ACCESS,57.03,1147.17,5.599,2.771,68.89,89,51.49,55.5,10.1,0,88.36,41.32
2024,NBH_001516,3.674,3.494,0,323,550,URBAN_LOW_ACCESS,69.08,6365.48,2.5,2.157,86.37,7,42.96,44.03,23.98,0,40.02,46.29
2020,NBH_001517,1.59,1.449,0,1319,536,RURAL_LOW_ACCESS,62.48,7958.88,10.074,3.413,62.56,5,79.44,42.18,16.37,1,78.52,55.56
2019,NBH_001518,0.715,2.376,1,234,535,ADEQUATE_ACCESS,54.93,1366.12,3.647,2.592,78.31,29,64.76,49.03,11.71,1,29.46,43.34
2023,NBH_001519,2.97,1.962,0,1500,506,RURAL_LOW_ACCESS,36.39,8970.97,4.155,0.927,71.24,15,90.69,55.29,16.97,0,82.45,75.75
2012,NBH_001520,1.685,0.205,0,512,363,LOW_INCOME_LOW_ACCESS,53.75,1297.28,3.086,2.145,43.86,46,10.83,62.89,33.92,1,85.56,35.61
2012,NBH_001521,2.781,0.0,1,1059,604,ADEQUATE_ACCESS,52.68,7820.44,5.295,0.446,57.39,9,65.73,37.21,14.98,0,50.15,55.17
2026,NBH_001522,1.818,1.437,0,813,303,ADEQUATE_ACCESS,55.24,8516.39,3.689,2.159,54.8,5,59.14,59.3,18.68,0,49.35,43.3
2019,NBH_001523,1.636,0.681,0,1433,548,LOW_INCOME_LOW_ACCESS,72.34,10336.94,5.726,2.47,58.61,85,47.32,55.6,22.61,0,63.82,31.62
2011,NBH_001524,0.476,1.829,0,1211,583,URBAN_LOW_ACCESS,66.03,6654.57,2.289,0.0,36.23,23,24.54,59.68,16.4,0,47.65,74.68
2013,NBH_001525,2.116,0.967,1,935,521,URBAN_LOW_ACCESS,40.61,1522.9,0.0,3.494,44.82,47,72.62,65.18,22.7,0,56.73,20.25
2015,NBH_001526,4.425,2.208,0,968,517,RURAL_LOW_ACCESS,65.5,9215.06,3.576,0.0,43.28,23,54.63,55.35,14.36,1,54.54,60.51
2020,NBH_001527,1.211,2.431,1,1568,628,ADEQUATE_ACCESS,61.83,7924.3,7.371,1.835,39.23,77,42.29,26.91,27.6,0,51.69,51.83
2016,NBH_001528,4.224,1.728,0,107,3,LOW_INCOME_LOW_ACCESS,70.12,6250.17,5.709,1.714,60.99,50,79.07,32.18,0.0,0,46.33,81.57
2021,NBH_001529,2.562,0.681,0,509,239,ADEQUATE_ACCESS,58.73,1098.31,4.208,2.065,45.79,77,66.46,23.28,26.57,0,62.91,44.57
2019,NBH_001530,2.936,1.888,0,952,582,RURAL_LOW_ACCESS,75.47,9030.62,4.366,0.21,56.49,79,50.16,45.63,12.09,0,70.04,17.56
2025,NBH_001531,0.05,2.159,0,774,70,RURAL_LOW_ACCESS,61.71,1700.33,0.286,2.792,63.73,18,92.96,69.21,27.27,0,56.98,17.39
2026,NBH_001532,1.928,2.122,0,1583,641,ADEQUATE_ACCESS,59.82,8591.87,0.676,0.385,31.8,59,55.1,36.58,26.73,0,59.47,58.41
2017,NBH_001533,0.05,0.773,0,172,442,RURAL_LOW_ACCESS,65.45,7256.61,4.761,2.697,80.77,47,70.33,73.61,24.15,0,44.35,36.21
2025,NBH_001534,2.897,0.351,1,1188,151,ADEQUATE_ACCESS,59.11,11991.4,7.589,3.528,39.66,39,27.15,38.45,30.63,1,75.0,58.44
2015,NBH_001535,0.05,1.883,0,634,472,LOW_ACCESS,55.14,8154.03,3.144,1.111,33.46,65,27.64,78.71,16.81,0,71.24,69.99
2023,NBH_001536,0.05,2.14,0,837,468,LOW_ACCESS,46.79,11540.33,6.343,1.722,43.74,88,57.75,36.84,17.55,0,60.58,58.63
2017,NBH_001537,0.05,1.764,1,113,373,URBAN_LOW_ACCESS,74.94,1719.11,1.151,2.812,51.22,20,46.71,58.79,30.1,1,92.31,46.75
2021,NBH_001538,3.277,0.783,0,1647,42,RURAL_LOW_ACCESS,50.0,9245.24,7.376,0.879,61.12,14,27.47,52.65,14.63,0,66.64,33.06
2023,NBH_001539,0.406,2.66,0,1069,508,LOW_ACCESS,80.07,2708.19,5.865,0.936,34.55,71,50.54,54.67,32.45,0,87.42,16.01
2026,NBH_001540,2.344,1.389,0,1407,290,LOW_INCOME_LOW_ACCESS,56.39,11108.21,3.437,3.206,49.53,40,94.92,69.35,16.19,0,48.81,71.42
2017,NBH_001541,1.717,1.146,0,1699,137,LOW_ACCESS,79.22,7295.54,4.332,3.854,54.9,38,53.83,28.54,0.0,0,65.14,73.41
2014,NBH_001542,2.95,3.832,1,1650,175,ADEQUATE_ACCESS,76.88,11432.13,3.623,0.0,43.04,69,59.06,77.79,19.03,0,69.36,41.03
2016,NBH_001543,1.904,1.521,0,1436,493,ADEQUATE_ACCESS,72.23,5592.64,2.263,4.221,38.65,88,61.79,67.3,14.26,0,50.29,62.41
2015,NBH_001544,1.193,0.484,0,1737,488,ADEQUATE_ACCESS,35.5,3280.21,3.005,2.951,45.45,3,57.58,9.96,15.7,0,49.26,40.81
2022,NBH_001545,0.847,1.645,0,616,402,LOW_INCOME_LOW_ACCESS,58.67,7380.19,2.914,2.211,48.98,40,68.88,49.25,14.73,1,54.38,85.41
2023,NBH_001546,1.89,0.777,1,538,120,LOW_ACCESS,64.08,2738.7,4.271,0.551,46.56,54,0.0,19.65,10.88,0,75.31,50.87
2014,NBH_001547,1.663,1.896,1,492,293,LOW_ACCESS,65.99,9884.88,3.799,1.774,57.73,51,12.7,21.44,20.87,1,52.09,73.12
2026,NBH_001548,0.619,2.655,0,788,133,LOW_INCOME_LOW_ACCESS,50.83,5919.82,0.558,1.843,60.16,64,82.91,57.3,19.72,0,12.39,25.69
2016,NBH_001549,3.524,1.014,0,1427,225,LOW_INCOME_LOW_ACCESS,63.84,10272.31,3.641,0.584,72.46,27,63.75,70.81,9.97,0,42.18,66.06
2012,NBH_001550,1.883,1.187,0,1585,335,RURAL_LOW_ACCESS,75.42,10393.59,6.371,2.86,79.67,72,44.43,44.38,15.19,0,100.0,60.63
2017,NBH_001551,1.488,1.755,0,312,24,URBAN_LOW_ACCESS,82.05,2506.83,6.381,2.881,56.29,67,67.74,62.95,12.16,0,45.23,28.35
2014,NBH_001552,3.392,0.819,1,1325,479,LOW_INCOME_LOW_ACCESS,77.33,7664.98,5.912,1.844,45.18,59,58.34,6.11,10.96,0,57.07,53.79
2015,NBH_001553,3.136,0.68,0,411,500,RURAL_LOW_ACCESS,47.28,7777.83,4.73,1.802,46.16,41,55.63,24.15,24.24,1,39.3,51.21
2012,NBH_001554,1.227,0.391,0,548,103,LOW_INCOME_LOW_ACCESS,60.55,8584.99,0.0,0.015,22.1,10,67.59,46.92,18.37,1,63.18,50.77
2014,NBH_001555,0.168,0.728,0,600,549,LOW_ACCESS,53.59,8041.85,6.323,0.0,26.6,7,90.81,56.63,16.76,1,56.98,48.54
2022,NBH_001556,3.553,0.779,1,77,307,ADEQUATE_ACCESS,69.04,2932.02,2.257,4.937,45.04,44,49.61,32.31,23.08,1,47.32,57.64
2014,NBH_001557,4.055,1.135,0,1653,612,LOW_INCOME_LOW_ACCESS,40.91,1546.02,0.0,1.399,51.13,65,61.54,71.08,16.14,1,69.99,35.24
2014,NBH_001558,1.292,1.932,1,164,515,ADEQUATE_ACCESS,52.95,7657.74,4.02,2.898,42.35,0,15.09,63.73,21.41,0,78.81,45.82
2017,NBH_001559,0.472,1.726,0,1431,411,ADEQUATE_ACCESS,64.44,10860.83,4.717,2.15,66.28,54,77.15,41.5,25.05,1,51.75,36.47
2012,NBH_001560,2.581,1.753,0,143,4,RURAL_LOW_ACCESS,48.22,6597.34,1.896,0.0,56.29,50,54.98,66.2,9.23,1,23.22,60.57
2017,NBH_001561,0.877,1.508,0,1133,208,ADEQUATE_ACCESS,66.03,3495.51,6.063,0.0,58.47,59,60.57,69.93,21.6,0,80.53,24.62
2020,NBH_001562,2.266,0.054,1,301,531,URBAN_LOW_ACCESS,38.44,1372.67,3.826,2.497,43.83,68,73.53,45.28,1.58,0,26.28,74.68
2026,NBH_001563,3.74,1.548,1,1667,14,URBAN_LOW_ACCESS,65.34,11331.56,4.557,1.897,29.44,75,55.03,40.27,8.3,1,76.63,52.58
2024,NBH_001564,3.654,2.466,1,621,87,RURAL_LOW_ACCESS,78.7,9374.72,0.0,0.435,40.08,70,57.21,60.22,32.46,1,51.8,61.14
2026,NBH_001565,3.705,1.264,0,1310,179,RURAL_LOW_ACCESS,44.35,1856.64,2.129,1.747,49.38,21,56.73,43.94,18.55,0,58.74,60.58
2023,NBH_001566,1.87,1.365,0,1373,368,LOW_ACCESS,62.23,5923.24,8.156,3.055,79.37,20,36.9,64.42,20.88,1,36.57,51.05
2022,NBH_001567,1.522,0.043,0,799,34,LOW_INCOME_LOW_ACCESS,72.56,2482.6,6.214,3.504,53.68,70,41.48,63.79,23.32,1,39.64,89.66
2017,NBH_001568,2.289,0.467,0,518,160,ADEQUATE_ACCESS,84.5,7969.62,3.044,2.276,33.49,82,86.65,56.35,0.0,1,73.63,24.45
2021,NBH_001569,0.05,1.941,0,1044,317,URBAN_LOW_ACCESS,70.72,5076.93,4.161,2.151,96.04,69,21.52,12.14,18.6,0,43.31,74.07
2025,NBH_001570,2.709,1.348,0,74,311,LOW_ACCESS,69.1,5397.7,3.056,2.067,97.46,32,54.69,36.89,24.69,1,53.16,87.62
2024,NBH_001571,2.579,1.598,0,1291,69,LOW_INCOME_LOW_ACCESS,50.05,6564.13,2.833,1.402,53.32,2,60.49,52.92,6.4,0,35.94,65.51
2023,NBH_001572,4.288,2.656,1,1153,278,URBAN_LOW_ACCESS,68.75,11184.08,5.428,3.659,24.49,79,77.53,53.35,30.03,0,81.95,67.83
2016,NBH_001573,2.027,0.864,0,1663,164,URBAN_LOW_ACCESS,38.56,5005.61,7.074,2.335,71.41,28,44.71,66.88,5.69,1,64.32,29.9
2022,NBH_001574,1.829,1.77,0,25,272,ADEQUATE_ACCESS,78.37,2326.16,0.0,1.492,76.45,90,41.98,13.86,24.07,1,62.97,56.42
2011,NBH_001575,2.062,0.0,1,1431,147,RURAL_LOW_ACCESS,44.89,1869.76,3.455,3.475,11.16,4,34.56,47.49,29.48,1,66.59,32.39
2018,NBH_001576,2.727,1.636,0,1526,588,LOW_ACCESS,54.67,1097.56,3.963,2.167,92.59,55,43.57,19.13,12.21,0,68.14,44.12
2026,NBH_001577,3.584,2.405,0,652,585,URBAN_LOW_ACCESS,67.41,2072.16,3.017,2.283,36.97,70,43.17,60.41,14.01,0,86.28,33.79
2025,NBH_001578,3.382,0.671,0,197,402,ADEQUATE_ACCESS,70.73,4972.28,2.782,0.542,87.57,88,74.24,41.02,3.38,1,84.56,45.8
2018,NBH_001579,0.448,1.933,1,65,605,URBAN_LOW_ACCESS,48.61,8197.93,0.288,0.128,28.12,87,94.5,74.03,16.83,0,76.64,58.48
2017,NBH_001580,3.319,1.756,1,854,101,RURAL_LOW_ACCESS,34.73,1546.63,2.286,0.972,81.51,77,94.78,49.24,15.75,0,33.8,69.0
2016,NBH_001581,1.188,0.0,0,401,259,LOW_INCOME_LOW_ACCESS,50.04,8624.17,3.361,1.712,53.4,18,19.97,81.57,14.21,1,79.26,68.65
2015,NBH_001582,2.321,2.112,0,575,333,RURAL_LOW_ACCESS,73.76,5559.1,5.44,2.108,94.48,78,37.76,41.7,13.87,0,79.79,41.72
2020,NBH_001583,3.848,1.635,1,206,5,URBAN_LOW_ACCESS,56.85,2800.83,4.052,1.012,40.81,42,48.4,52.47,15.05,0,61.19,44.05
2016,NBH_001584,1.81,1.128,0,880,303,URBAN_LOW_ACCESS,88.63,6517.29,3.728,2.16,50.39,39,70.57,34.12,23.56,0,47.69,73.47
2023,NBH_001585,0.618,0.922,0,326,373,LOW_ACCESS,72.28,7968.15,3.637,0.0,47.18,42,69.27,41.89,17.11,0,65.16,49.82
2025,NBH_001586,3.601,1.635,0,19,174,LOW_INCOME_LOW_ACCESS,92.98,1538.3,2.376,1.388,48.14,1,43.33,61.27,5.87,1,40.38,48.98
2017,NBH_001587,2.949,0.814,0,57,233,ADEQUATE_ACCESS,58.33,4169.26,5.347,2.105,62.86,76,71.11,61.02,20.93,1,65.56,63.51
2024,NBH_001588,0.433,0.91,1,65,157,RURAL_LOW_ACCESS,59.36,5227.1,1.232,2.632,69.84,64,71.63,31.11,14.64,0,49.83,46.05
2017,NBH_001589,1.376,3.113,1,1485,450,LOW_INCOME_LOW_ACCESS,21.63,10670.91,4.117,4.957,43.88,20,100.0,72.58,16.98,1,56.7,80.72
2020,NBH_001590,1.975,2.052,0,1193,353,LOW_ACCESS,60.92,8148.77,2.22,0.0,30.8,0,55.6,52.03,18.56,0,55.74,36.22
2014,NBH_001591,2.238,1.947,1,380,576,URBAN_LOW_ACCESS,44.82,7574.2,6.428,1.621,47.7,52,58.95,71.78,22.0,1,66.44,31.89
2013,NBH_001592,0.067,1.542,0,1030,591,URBAN_LOW_ACCESS,70.71,8224.98,6.777,1.146,29.21,10,54.21,61.76,9.66,0,42.28,66.16
2019,NBH_001593,1.564,0.572,1,184,509,ADEQUATE_ACCESS,46.55,4872.49,4.243,2.164,41.4,37,35.33,52.54,11.5,1,54.34,40.76
2016,NBH_001594,2.426,0.947,0,444,344,URBAN_LOW_ACCESS,57.7,9632.09,3.03,0.0,20.42,88,65.27,22.03,36.1,1,52.02,87.97
2022,NBH_001595,2.21,0.0,0,384,435,ADEQUATE_ACCESS,48.09,1761.57,1.685,1.233,43.29,90,73.2,17.98,10.81,1,74.12,42.63
2023,NBH_001596,2.498,2.042,0,29,594,LOW_ACCESS,47.42,1184.35,3.581,1.906,59.43,87,67.98,60.49,0.0,1,77.58,55.09
2011,NBH_001597,1.692,0.86,1,385,339,URBAN_LOW_ACCESS,67.61,1830.11,0.357,1.23,67.44,3,46.62,65.18,26.27,0,51.77,35.75
2012,NBH_001598,3.278,2.445,1,148,127,URBAN_LOW_ACCESS,28.97,1133.61,0.967,1.646,51.35,38,77.42,48.02,20.45,0,69.58,49.48
2026,NBH_001599,1.121,1.988,0,1681,625,RURAL_LOW_ACCESS,45.16,6275.21,0.358,1.66,40.92,24,58.27,53.3,19.56,1,62.97,48.87
2016,NBH_001600,1.721,1.412,0,1086,82,RURAL_LOW_ACCESS,72.05,2664.49,4.226,2.891,49.04,43,58.85,50.89,12.51,1,48.75,58.39
2017,NBH_001601,0.8,0.364,1,957,556,URBAN_LOW_ACCESS,61.36,11763.5,4.109,2.405,28.87,14,80.66,58.2,11.36,1,68.12,57.12
2013,NBH_001602,1.746,2.359,0,1645,14,URBAN_LOW_ACCESS,58.97,1040.28,5.975,0.0,49.78,55,62.34,63.94,18.84,0,35.89,24.37
2024,NBH_001603,0.906,0.96,0,948,404,LOW_INCOME_LOW_ACCESS,62.39,11644.09,3.251,3.624,80.07,26,54.11,15.7,35.59,0,44.49,38.49
2011,NBH_001604,0.05,1.411,1,1026,102,LOW_ACCESS,89.12,5787.11,2.656,1.101,76.77,32,52.52,49.29,17.19,0,49.35,67.25
2011,NBH_001605,0.47,0.0,1,1554,419,RURAL_LOW_ACCESS,41.43,8068.09,6.221,2.156,32.64,34,57.95,41.45,17.43,1,50.88,57.57
2012,NBH_001606,2.356,1.357,0,872,180,RURAL_LOW_ACCESS,73.35,5402.03,3.615,1.994,26.53,38,80.13,66.09,34.17,0,44.88,32.63
2019,NBH_001607,2.517,0.678,1,682,4,LOW_INCOME_LOW_ACCESS,81.92,10805.89,2.325,2.754,80.49,21,90.94,36.89,0.62,1,59.54,65.22
2016,NBH_001608,2.007,0.0,1,1564,471,LOW_INCOME_LOW_ACCESS,64.67,5167.73,2.425,3.069,51.47,61,44.1,55.8,6.22,0,34.42,60.21
2023,NBH_001609,2.789,1.755,0,725,373,URBAN_LOW_ACCESS,59.62,1355.48,2.961,1.35,45.56,76,31.1,66.04,28.83,0,39.8,65.82
2013,NBH_001610,2.654,1.931,0,712,634,URBAN_LOW_ACCESS,66.71,4170.66,4.448,2.427,62.48,79,50.64,51.31,14.52,0,49.46,65.86
2020,NBH_001611,2.546,2.562,1,1307,602,RURAL_LOW_ACCESS,55.3,4580.71,6.462,3.043,42.38,41,42.68,59.14,28.46,1,71.42,65.46
2014,NBH_001612,1.516,2.997,1,560,448,RURAL_LOW_ACCESS,25.57,11120.86,7.442,1.278,54.57,50,74.35,50.25,0.0,0,46.28,30.88
2015,NBH_001613,1.974,0.972,1,5,143,RURAL_LOW_ACCESS,62.67,1257.01,4.395,2.012,64.84,20,43.05,61.56,33.34,1,65.95,58.69
2023,NBH_001614,2.069,3.158,1,341,606,LOW_INCOME_LOW_ACCESS,59.51,11091.25,4.846,0.847,96.99,30,57.26,44.9,23.54,0,60.11,50.61
2025,NBH_001615,1.464,2.131,0,299,585,ADEQUATE_ACCESS,87.8,9557.4,5.883,2.16,45.83,45,31.22,59.11,12.79,1,44.93,57.01
2025,NBH_001616,0.914,1.816,0,1420,353,ADEQUATE_ACCESS,52.32,10704.26,1.757,1.659,58.99,46,42.21,92.59,11.64,0,44.95,46.03
2021,NBH_001617,1.198,1.983,0,319,585,LOW_INCOME_LOW_ACCESS,54.93,7524.31,4.64,2.658,31.03,7,60.76,39.3,20.07,1,90.49,85.48
2016,NBH_001618,1.941,1.786,0,348,72,LOW_INCOME_LOW_ACCESS,44.94,5896.61,5.968,1.154,55.94,87,53.81,39.06,17.17,1,94.31,75.9
2017,NBH_001619,1.088,1.839,0,1625,129,ADEQUATE_ACCESS,47.48,8813.76,1.211,0.0,56.86,74,89.49,57.64,26.78,0,59.61,34.18
2024,NBH_001620,1.35,0.0,0,1355,91,ADEQUATE_ACCESS,75.41,5326.57,3.648,4.663,44.99,67,62.45,34.42,19.32,1,38.81,30.0
2026,NBH_001621,0.969,2.411,1,1285,10,ADEQUATE_ACCESS,72.53,4582.37,1.199,1.605,69.17,86,57.31,29.66,10.97,1,91.52,83.07
2026,NBH_001622,0.558,0.507,1,217,402,URBAN_LOW_ACCESS,50.79,1621.9,1.867,2.519,55.26,53,100.0,93.42,32.25,0,65.21,38.97
2019,NBH_001623,0.05,0.227,0,162,399,ADEQUATE_ACCESS,30.09,7168.58,3.287,3.59,53.6,3,86.08,45.54,0.0,1,63.94,49.27
2019,NBH_001624,2.684,1.221,0,718,563,LOW_INCOME_LOW_ACCESS,67.54,11078.58,0.0,0.481,63.56,79,9.65,100.0,31.02,1,61.26,59.05
2011,NBH_001625,1.799,1.852,0,1704,111,RURAL_LOW_ACCESS,63.11,8598.51,6.2,2.257,70.61,53,42.02,54.58,8.47,0,53.64,53.17
2015,NBH_001626,0.879,0.0,0,833,429,ADEQUATE_ACCESS,65.6,4702.0,4.94,1.748,66.69,60,26.03,19.83,10.32,0,69.33,25.02
2025,NBH_001627,0.766,2.764,1,1759,364,URBAN_LOW_ACCESS,65.22,6497.06,3.432,0.0,66.77,27,48.62,68.24,0.0,0,70.18,53.02
2022,NBH_001628,3.667,1.987,0,376,637,ADEQUATE_ACCESS,65.49,5127.72,0.921,1.912,49.77,22,49.37,69.52,12.07,0,80.8,62.54
2013,NBH_001629,0.48,1.667,0,954,337,LOW_INCOME_LOW_ACCESS,53.39,8335.26,3.023,1.733,37.94,5,40.92,20.29,23.0,1,62.19,37.12
2020,NBH_001630,1.601,2.483,0,996,161,LOW_ACCESS,67.94,7028.63,7.87,0.0,46.7,36,57.48,80.01,16.61,1,58.96,66.51
2016,NBH_001631,1.723,1.849,0,1449,206,ADEQUATE_ACCESS,49.53,3491.5,3.71,2.045,61.48,75,63.66,57.37,16.0,0,71.66,45.08
2022,NBH_001632,0.05,2.367,1,1536,398,URBAN_LOW_ACCESS,61.01,1094.67,5.515,1.745,60.37,32,40.37,29.72,25.26,0,59.21,33.02
2013,NBH_001633,0.092,1.536,0,266,116,LOW_ACCESS,53.38,9791.99,5.058,2.69,26.92,45,37.9,53.1,16.07,0,37.88,67.36
2021,NBH_001634,1.803,1.476,0,288,288,URBAN_LOW_ACCESS,82.47,1562.57,3.797,1.555,42.45,19,87.24,13.07,19.11,0,69.13,57.37
2021,NBH_001635,3.806,1.536,0,487,484,RURAL_LOW_ACCESS,59.76,2236.68,6.0,2.468,51.07,16,96.91,41.06,10.17,0,70.83,71.68
2018,NBH_001636,1.764,0.332,0,1792,154,LOW_INCOME_LOW_ACCESS,66.84,4205.41,4.848,0.681,29.13,9,75.82,33.18,34.16,0,59.85,65.2
2022,NBH_001637,3.011,1.582,0,608,61,URBAN_LOW_ACCESS,79.65,2079.66,5.625,0.801,56.21,4,52.83,49.3,0.0,0,69.2,88.96
2025,NBH_001638,2.161,1.952,1,994,443,URBAN_LOW_ACCESS,69.71,7325.65,2.967,0.0,48.75,61,70.35,35.37,25.9,0,51.87,63.91
2012,NBH_001639,1.735,2.852,1,909,621,LOW_ACCESS,65.15,7447.92,2.173,0.91,87.65,18,56.91,19.7,17.46,0,65.95,27.89
2025,NBH_001640,0.05,1.6,1,1607,180,LOW_ACCESS,51.01,1328.27,3.275,0.838,46.88,6,73.1,57.5,24.22,1,51.6,97.77
2014,NBH_001641,2.056,1.854,0,1677,627,RURAL_LOW_ACCESS,75.05,4957.34,4.772,1.19,22.06,78,69.76,29.86,19.32,1,53.86,34.65
2018,NBH_001642,1.227,1.272,1,1631,529,URBAN_LOW_ACCESS,58.84,4094.0,5.658,3.475,56.67,67,71.64,45.25,29.73,0,39.5,66.64
2015,NBH_001643,2.239,1.912,0,689,394,RURAL_LOW_ACCESS,60.28,1060.89,2.199,1.344,54.76,55,35.5,60.75,15.61,1,63.22,41.19
2020,NBH_001644,1.061,1.893,0,1611,560,URBAN_LOW_ACCESS,35.46,8075.14,6.456,2.701,61.69,46,35.17,49.79,0.0,0,63.17,66.7
2019,NBH_001645,1.629,1.607,1,453,228,ADEQUATE_ACCESS,80.61,8089.69,3.214,0.0,20.25,49,43.22,52.33,8.93,0,58.56,10.51
2012,NBH_001646,0.77,0.685,0,294,611,LOW_INCOME_LOW_ACCESS,64.66,1539.87,2.99,3.04,26.1,22,73.08,36.78,25.65,1,74.36,47.01
2013,NBH_001647,0.946,0.862,1,388,141,LOW_INCOME_LOW_ACCESS,65.03,5928.27,3.035,2.27,15.48,82,36.88,56.3,18.51,1,53.85,78.12
2012,NBH_001648,3.029,0.878,0,682,298,URBAN_LOW_ACCESS,60.53,3614.68,9.072,3.629,37.86,32,72.1,36.72,25.9,1,54.15,51.08
2020,NBH_001649,0.176,1.15,1,1570,318,LOW_ACCESS,76.0,6923.57,4.703,0.931,78.19,62,32.7,38.86,30.52,0,37.34,8.06
2013,NBH_001650,2.912,1.707,0,454,415,LOW_ACCESS,47.66,8797.6,3.6,1.293,54.57,15,34.91,80.84,12.34,1,64.13,77.57
2024,NBH_001651,1.994,1.925,0,675,277,ADEQUATE_ACCESS,62.93,9932.83,0.406,2.741,31.2,66,68.09,44.35,29.44,0,29.42,68.48
2012,NBH_001652,2.86,1.68,0,860,206,LOW_INCOME_LOW_ACCESS,60.76,6281.42,2.454,3.632,74.94,59,80.23,75.62,0.0,0,79.05,54.03
2020,NBH_001653,2.708,0.146,0,703,281,LOW_ACCESS,84.02,4679.79,7.895,2.66,45.8,75,99.68,51.4,22.29,1,46.91,58.13
2011,NBH_001654,0.05,2.258,0,1683,73,URBAN_LOW_ACCESS,43.81,5818.2,5.738,0.623,59.02,40,88.62,62.95,17.03,0,54.55,30.71
2018,NBH_001655,0.479,2.604,0,428,129,ADEQUATE_ACCESS,34.63,6446.23,2.973,0.107,37.4,49,54.64,34.69,12.9,0,46.5,56.1
2020,NBH_001656,3.065,2.927,0,1332,392,URBAN_LOW_ACCESS,81.97,6026.79,7.729,0.771,44.64,33,45.2,48.11,18.32,0,54.85,55.66
2023,NBH_001657,2.91,0.577,0,1180,169,LOW_INCOME_LOW_ACCESS,58.0,6511.7,2.938,1.611,66.37,78,35.22,55.46,16.89,0,30.53,56.11
2016,NBH_001658,1.928,1.703,0,244,382,LOW_INCOME_LOW_ACCESS,59.61,1898.88,5.782,1.335,68.75,10,88.41,47.15,15.53,0,78.76,12.08
2016,NBH_001659,1.707,1.637,0,933,37,LOW_ACCESS,62.88,7607.08,7.45,1.806,45.56,35,66.9,40.73,18.32,1,57.22,34.81
2021,NBH_001660,2.602,2.885,0,173,616,RURAL_LOW_ACCESS,57.38,7319.47,2.485,0.326,48.69,9,76.71,38.5,14.59,0,52.23,73.42
2024,NBH_001661,2.823,1.451,0,158,245,LOW_ACCESS,85.94,8045.72,5.551,1.369,99.0,68,54.32,71.28,10.24,0,70.08,90.49
2023,NBH_001662,2.904,1.586,0,786,634,RURAL_LOW_ACCESS,61.58,11828.4,1.958,1.86,54.65,10,63.43,18.82,20.34,1,47.53,49.92
2024,NBH_001663,2.124,0.647,0,125,336,LOW_INCOME_LOW_ACCESS,57.41,7277.83,4.263,2.316,52.78,38,79.58,61.13,22.59,1,73.74,53.32
2012,NBH_001664,2.327,0.983,0,1584,576,LOW_INCOME_LOW_ACCESS,67.33,3496.96,4.181,2.357,92.02,3,65.19,37.04,20.13,0,66.94,49.1
