qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_ncoial_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2021,REG276,5.15,3.93,6.52,1.78,9.2,8.68,6.45,7.89,7.09,4.74,15.56,32.42,88.45,66.59,8.65,8.78,5.27,43.65
2026,REG682,4.44,9.46,1.5,1.52,3.87,8.02,8.52,8.25,5.82,8.58,19.28,59.86,32.85,27.31,1.0,3.65,0.35,35.24
2020,REG424,3.58,7.71,2.81,0.75,1.99,8.2,6.36,5.77,5.39,7.49,19.63,20.97,13.02,33.93,2.74,9.15,0.12,47.41
2025,REG669,9.07,9.66,0.69,1.95,9.99,3.13,0.56,9.34,4.03,2.91,15.06,42.52,36.78,92.41,2.12,0.86,2.76,54.61
2023,REG973,3.12,3.98,8.72,6.63,5.27,4.03,0.7,8.85,1.28,1.86,45.01,14.02,64.01,49.43,4.98,9.67,6.74,73.2
2023,REG657,5.61,4.47,1.23,8.6,4.97,4.54,4.17,7.38,0.52,2.15,90.23,4.02,61.07,24.13,5.4,5.31,6.56,17.18
2024,REG326,7.82,1.76,7.89,1.22,2.63,3.62,3.11,7.34,2.69,7.51,5.71,31.86,91.28,38.55,4.7,7.53,0.54,70.06
2025,REG592,7.75,4.59,5.07,0.75,0.54,7.4,4.82,0.9,2.41,6.77,50.48,79.43,39.34,11.51,2.68,1.1,4.8,47.42
2023,REG407,1.91,9.7,9.83,3.43,1.45,1.88,0.81,0.85,1.93,4.7,71.29,15.8,41.69,8.55,6.22,4.31,7.99,88.18
2017,REG772,5.87,6.62,3.51,9.49,0.67,8.91,2.61,8.05,0.49,2.44,19.78,97.83,20.98,37.11,2.98,9.86,6.16,35.97
2020,REG767,0.7,3.76,8.12,9.71,4.45,9.14,7.22,1.18,3.45,7.44,44.72,65.6,75.96,98.1,9.18,3.44,8.03,37.25
2024,REG755,0.62,7.84,9.91,5.39,9.33,8.73,0.12,0.9,4.36,2.65,40.24,51.06,47.76,16.23,1.48,4.14,6.91,59.13
2026,REG823,4.25,1.24,9.55,3.37,1.03,3.36,6.97,2.51,1.83,2.64,55.17,87.46,13.21,14.38,4.28,1.25,9.79,87.86
2024,REG437,9.07,2.84,3.23,3.38,0.7,7.79,1.83,2.08,7.69,0.6,33.6,56.11,11.58,42.54,3.54,3.22,2.7,33.91
2026,REG297,1.28,2.08,9.1,9.45,9.93,4.79,1.36,6.84,9.37,0.31,2.2,61.25,3.94,39.16,3.77,0.99,7.46,10.89
2022,REG617,7.27,6.18,4.73,0.49,7.63,8.25,1.02,9.86,3.47,4.24,41.45,63.29,57.32,56.08,7.81,9.28,8.22,72.09
2020,REG739,1.05,8.55,6.52,0.34,7.23,3.37,5.43,5.8,1.62,3.99,42.65,61.49,88.96,61.52,6.84,6.65,0.84,29.98
2017,REG543,8.42,5.25,8.16,9.07,6.96,1.13,2.01,8.28,5.64,5.16,96.88,36.79,4.09,25.52,2.85,5.12,0.07,98.83
2024,REG505,2.95,2.65,8.4,4.95,9.32,6.83,0.62,1.07,8.7,2.11,16.8,88.76,95.45,65.23,1.02,0.22,5.99,5.9
2026,REG969,0.33,9.54,0.09,3.54,8.06,9.74,0.45,9.51,3.36,1.58,82.36,64.26,9.93,61.83,8.17,5.49,3.43,21.38
2017,REG360,3.99,8.32,7.64,7.52,7.94,5.56,7.8,8.79,3.01,2.52,45.88,55.28,2.81,18.18,0.22,5.62,7.71,82.65
2019,REG776,0.41,5.91,3.99,8.49,4.07,7.18,1.95,9.23,2.95,0.06,8.16,22.94,16.55,19.05,5.79,4.73,7.12,79.03
2020,REG225,7.76,0.9,4.34,5.28,5.98,5.42,3.51,2.88,4.41,0.67,47.12,96.57,5.39,15.29,6.3,7.07,4.75,91.68
2022,REG830,1.09,4.79,5.15,4.29,9.15,4.79,6.92,5.09,7.27,1.09,94.49,61.18,30.78,23.33,7.38,2.67,4.49,61.67
2024,REG409,8.29,6.67,2.65,1.62,5.45,8.82,4.08,7.37,8.32,2.63,96.43,25.5,58.94,66.8,5.53,6.22,2.11,14.43
2019,REG333,6.09,9.24,6.81,6.51,5.33,6.18,7.23,1.51,7.3,1.55,29.44,33.93,28.56,52.46,5.55,8.2,5.77,99.65
2021,REG538,7.3,9.98,2.34,6.47,8.88,9.68,4.47,4.31,0.95,9.04,93.68,88.45,22.54,30.17,9.48,6.14,6.32,41.7
2023,REG805,6.79,0.82,9.95,4.71,6.86,0.48,4.3,2.4,1.05,6.73,97.68,30.51,92.86,0.31,6.63,5.31,3.69,41.75
2017,REG434,5.58,5.08,9.83,7.69,1.78,9.17,4.92,0.14,7.86,3.53,99.89,54.38,27.04,75.2,2.78,0.25,0.96,65.72
2025,REG707,1.49,2.56,7.6,5.14,2.16,2.48,3.78,9.96,1.74,8.03,86.57,95.53,60.48,10.01,0.23,4.43,3.51,86.23
2022,REG303,8.43,5.7,2.27,2.0,3.95,0.29,4.97,2.73,0.46,4.75,64.1,10.07,60.86,94.29,3.77,9.82,7.82,0.96
2025,REG984,6.01,6.09,3.91,4.44,5.19,9.66,2.18,9.15,9.76,4.25,24.72,46.18,10.16,82.14,3.15,3.04,6.73,56.13
2018,REG835,3.88,0.55,0.67,2.21,3.51,6.93,0.17,3.15,3.58,3.1,14.23,86.09,32.12,84.45,1.9,7.23,2.01,34.23
2019,REG611,2.34,6.4,6.68,2.97,0.94,7.98,6.36,6.04,5.98,7.19,22.84,40.68,22.15,7.11,9.07,0.47,0.46,32.2
2017,REG444,0.4,7.67,1.17,0.88,0.87,6.44,1.69,5.78,2.01,8.37,18.71,42.98,55.24,88.02,2.15,6.2,0.31,77.53
2023,REG204,9.45,7.75,4.01,4.16,0.06,8.38,8.05,5.69,3.75,8.05,61.03,18.98,24.23,60.57,6.78,1.13,8.4,50.34
2023,REG356,3.27,6.6,2.85,7.58,5.19,2.49,5.57,0.34,4.39,3.26,41.85,61.13,42.38,55.44,1.11,3.1,4.23,5.37
2019,REG845,9.06,3.33,6.27,4.74,5.63,1.22,5.43,2.54,6.11,7.68,90.2,3.36,52.37,40.81,2.25,2.64,8.23,73.75
2024,REG965,7.85,0.57,1.12,6.79,6.59,8.92,5.27,5.76,5.22,6.79,39.52,61.37,49.08,94.59,4.19,1.28,8.22,50.41
2019,REG893,9.28,1.22,0.68,2.68,6.55,1.12,9.68,5.35,5.74,9.5,46.77,69.61,3.61,3.69,7.43,9.37,7.23,15.45
2017,REG626,5.92,0.65,3.87,7.74,2.06,8.23,5.75,4.51,0.02,2.6,81.88,10.68,50.89,3.1,2.6,1.65,4.17,59.55
2017,REG638,8.21,1.7,6.19,8.59,6.0,4.5,7.37,0.92,9.65,3.38,20.05,95.9,0.51,78.78,4.19,8.11,8.59,31.5
2024,REG130,1.77,3.5,2.93,7.41,4.88,7.77,0.92,3.16,2.98,4.58,40.3,26.1,81.79,90.67,7.75,7.01,5.89,33.57
2019,REG580,8.89,4.53,4.12,0.77,3.37,3.86,4.94,4.75,9.18,5.07,84.53,12.84,57.21,53.79,1.56,2.45,5.0,52.13
2026,REG526,6.59,8.49,0.88,4.77,2.81,4.89,1.27,1.11,1.1,0.92,48.76,11.95,83.93,28.68,9.58,5.67,6.33,62.26
2020,REG751,8.7,9.93,1.62,4.92,5.03,7.82,4.3,6.77,3.59,0.62,45.97,75.47,64.75,52.63,9.14,4.82,3.62,39.62
2021,REG758,3.86,5.76,2.3,1.99,5.4,2.68,0.98,2.64,3.95,3.19,60.8,35.76,19.17,91.03,5.78,2.28,3.32,56.98
2020,REG254,1.86,3.65,4.36,5.5,0.23,6.93,9.12,3.02,1.04,9.02,42.66,68.79,61.38,85.52,4.87,7.02,0.47,0.99
2018,REG602,7.7,1.53,6.17,3.35,1.96,9.38,9.34,6.75,9.94,1.77,82.82,56.1,18.16,62.45,9.92,2.22,4.68,9.83
2022,REG908,2.96,5.74,0.67,8.84,9.6,6.8,6.7,3.0,8.93,8.2,11.83,71.65,12.57,23.67,8.21,4.76,4.53,25.39
2017,REG394,1.41,7.97,5.33,8.45,4.94,2.93,0.12,4.12,9.46,8.36,99.84,15.66,63.77,13.37,9.05,3.48,8.94,20.31
2024,REG808,1.79,7.8,8.63,0.4,1.49,0.03,0.61,0.9,2.95,2.13,66.21,99.75,66.09,0.06,1.3,1.09,4.18,27.81
2022,REG757,1.43,7.87,0.3,3.95,2.8,6.41,7.65,3.45,8.37,5.52,75.3,72.51,13.84,73.15,8.26,0.35,1.62,52.04
2020,REG740,5.71,4.93,5.98,1.79,3.96,2.95,7.77,7.83,9.94,9.98,9.68,46.41,74.82,67.1,4.85,0.99,4.69,95.63
2023,REG910,0.28,4.01,4.68,7.39,2.28,5.82,1.73,6.16,5.22,8.59,46.23,28.55,53.1,55.95,0.92,5.7,6.94,88.45
2019,REG179,8.53,6.55,5.47,8.96,6.64,2.51,4.68,6.72,8.21,2.83,72.65,68.28,14.72,15.29,5.02,4.11,1.34,8.77
2019,REG837,2.12,3.16,2.18,9.89,6.12,6.74,6.38,0.29,7.18,7.79,34.06,58.66,2.76,21.24,1.92,2.56,3.82,21.84
2025,REG775,9.56,2.53,5.67,6.42,3.1,0.68,4.74,9.89,2.85,0.04,79.68,25.14,85.06,25.55,8.72,9.14,5.81,83.39
2025,REG365,3.5,6.58,6.05,4.29,7.57,4.72,2.67,2.77,0.01,0.75,14.12,70.88,11.69,21.97,4.76,3.35,7.82,10.15
2025,REG569,4.98,1.27,0.96,1.59,1.8,7.54,9.72,7.56,7.68,9.47,9.8,9.93,89.59,55.14,2.48,2.0,6.07,63.68
2018,REG330,6.46,7.21,7.14,0.52,7.11,1.59,5.01,2.52,6.81,3.01,91.24,4.79,47.22,42.75,1.91,0.7,2.26,12.96
2017,REG255,8.59,7.25,1.42,9.01,8.87,2.52,0.48,6.93,5.83,3.75,4.8,13.0,60.12,67.15,2.06,4.48,8.75,24.03
2024,REG294,2.89,8.58,5.78,7.54,3.4,1.39,1.49,1.65,2.01,8.83,48.95,22.07,62.76,8.35,1.84,5.54,4.85,22.25
2019,REG600,6.02,8.86,7.69,2.01,6.97,2.31,7.65,7.56,2.21,0.2,52.28,63.11,27.35,41.82,4.59,7.28,1.95,9.22
2018,REG405,4.98,1.39,2.29,4.96,7.21,0.27,5.71,3.84,5.62,6.41,3.7,53.84,94.52,42.26,9.13,9.71,6.2,51.72
2020,REG219,7.89,6.24,0.0,6.53,8.81,0.68,2.99,8.57,6.25,1.14,59.67,61.81,10.96,17.19,5.83,4.13,2.31,62.71
2026,REG884,1.13,0.1,6.54,9.31,0.21,4.02,1.75,6.46,4.47,5.9,84.02,56.89,53.59,14.36,4.62,6.28,7.06,8.2
2026,REG540,1.96,6.61,2.8,5.91,1.55,9.6,7.01,2.55,8.32,9.57,54.3,34.9,18.91,61.78,2.5,8.87,2.72,10.61
2018,REG674,3.88,6.56,2.66,2.5,4.3,8.48,5.64,5.24,3.85,2.47,76.11,1.56,93.76,76.99,3.2,8.38,3.4,31.77
2024,REG450,4.02,8.27,2.6,6.19,1.65,9.89,2.23,8.32,2.35,4.47,26.0,73.86,66.29,11.76,8.02,8.99,0.66,9.77
2023,REG908,9.32,0.5,7.57,2.85,7.8,0.15,2.21,0.8,7.52,1.94,92.76,41.1,71.93,82.49,9.53,4.62,6.71,36.43
2026,REG521,4.44,5.47,6.44,0.09,7.67,3.01,3.59,7.49,9.83,5.45,10.63,63.28,99.99,0.28,0.51,4.44,0.14,32.9
2020,REG840,0.48,0.24,8.52,2.82,3.51,4.49,0.42,9.62,1.03,9.68,70.79,94.31,5.23,44.74,9.53,6.46,5.47,67.16
2026,REG886,2.76,2.82,5.97,0.21,0.54,0.16,7.67,0.27,0.96,6.07,47.49,36.6,35.56,85.95,0.78,9.26,2.36,48.77
2024,REG954,6.39,2.51,9.82,8.15,3.14,5.99,5.56,6.17,1.22,6.45,21.41,31.93,54.54,21.3,8.92,4.18,1.65,6.08
2018,REG125,8.28,0.8,5.43,6.53,9.08,0.48,3.48,1.19,4.29,3.72,59.53,67.51,96.45,16.29,7.99,8.46,5.65,78.78
2024,REG677,0.35,1.51,1.67,8.75,9.58,4.03,6.56,3.03,4.46,6.21,85.62,42.68,69.9,24.87,3.29,2.19,8.65,11.85
2019,REG280,9.22,6.05,6.03,8.11,8.62,0.05,7.55,3.89,3.28,7.45,43.02,98.62,84.29,19.17,5.13,7.04,3.33,16.78
2021,REG525,1.24,2.36,7.2,4.05,4.39,6.29,3.81,4.46,7.54,5.24,83.59,66.0,46.32,91.13,4.16,9.56,8.84,31.11
2024,REG340,2.83,4.62,8.98,2.01,9.56,9.81,4.75,1.46,7.59,3.49,33.0,10.02,97.62,89.4,2.95,0.64,4.86,17.51
2023,REG827,7.76,3.74,5.77,5.49,4.02,9.68,3.41,0.34,8.46,9.31,48.56,8.2,8.88,56.81,1.19,1.96,7.81,22.19
2021,REG894,3.72,4.4,4.2,5.22,5.31,2.24,1.5,1.86,2.04,8.21,93.01,73.9,4.16,59.94,7.81,5.22,0.8,51.2
2018,REG348,5.7,7.22,2.67,6.98,3.33,7.13,4.88,7.83,5.03,2.88,98.98,24.21,40.26,77.52,5.18,6.83,4.88,61.05
2020,REG985,9.92,2.07,8.92,4.65,0.25,9.78,8.69,0.74,3.84,8.64,50.66,92.39,59.62,80.97,4.5,0.93,2.27,13.56
2021,REG512,6.66,8.29,5.21,5.05,9.85,9.95,6.09,3.71,3.72,6.72,22.44,98.02,71.3,16.11,3.64,2.24,0.86,64.48
2022,REG615,3.96,6.7,1.61,8.84,1.85,6.11,9.24,0.95,1.05,1.26,35.75,67.16,53.86,29.82,6.18,4.46,3.53,38.24
2019,REG287,4.28,5.4,7.95,4.3,3.86,6.66,2.71,0.28,1.34,2.75,80.93,21.05,62.07,30.93,0.59,8.32,9.34,16.63
2025,REG806,1.43,9.79,8.79,5.72,5.28,2.55,2.12,2.35,7.3,6.34,50.18,83.36,5.93,3.62,8.21,4.16,6.66,40.42
2025,REG556,0.23,5.3,0.35,3.51,1.37,2.18,9.07,9.69,0.33,9.14,85.12,51.62,48.37,38.7,6.53,1.82,0.74,97.98
2025,REG436,3.8,0.66,9.57,0.51,0.03,2.89,7.45,8.45,5.85,4.6,1.49,34.8,8.38,21.94,0.69,8.97,7.08,45.43
2020,REG524,7.91,9.0,5.35,3.21,6.45,1.42,5.09,7.59,2.63,3.92,65.43,95.97,7.94,15.56,1.28,2.21,0.61,36.21
2020,REG725,4.63,1.58,5.99,8.69,0.34,2.84,9.46,2.7,3.98,3.28,26.05,39.21,85.18,32.99,7.03,2.46,1.81,80.7
2021,REG742,7.73,6.36,5.36,4.61,5.35,1.25,2.47,0.19,6.99,7.98,68.96,70.87,86.35,70.21,3.5,2.39,4.1,46.32
2017,REG989,1.71,1.09,8.49,9.78,4.08,9.05,7.71,2.9,1.57,1.95,52.61,39.73,95.86,41.53,0.97,1.19,9.06,51.81
2020,REG805,9.63,9.22,8.88,6.21,9.52,7.96,6.81,8.94,8.09,3.81,27.98,15.08,95.06,8.58,7.7,3.86,4.66,12.12
2025,REG808,5.22,1.15,6.08,5.67,9.13,8.72,0.21,9.85,5.65,9.16,14.92,69.64,45.84,13.41,0.23,2.16,0.17,59.78
2017,REG307,6.71,7.89,9.84,3.32,2.58,4.5,6.38,1.07,0.52,1.38,16.7,3.93,59.23,58.04,4.79,1.31,9.47,70.54
2017,REG138,5.77,0.4,4.05,8.08,5.31,0.96,8.47,0.74,4.87,5.14,77.36,98.56,39.89,64.08,5.2,0.8,7.97,52.27
2026,REG545,9.15,6.87,3.57,4.97,3.06,6.39,8.09,3.43,8.18,9.27,39.5,23.11,94.35,5.48,4.83,7.79,0.46,64.04
2025,REG528,6.37,5.63,9.23,4.83,4.67,4.21,6.52,3.23,6.68,7.04,21.15,59.5,72.68,96.12,9.39,2.05,5.77,46.94
2025,REG645,3.42,9.71,0.37,8.53,4.53,5.67,7.39,4.56,9.87,8.68,21.34,67.04,47.54,36.11,3.52,1.63,4.58,59.57
2020,REG287,2.89,7.74,5.54,2.58,7.87,6.03,9.55,2.88,9.73,5.56,45.48,87.49,15.79,46.2,1.25,6.13,0.42,98.02
2019,REG933,9.32,6.44,8.23,3.58,2.44,1.73,5.31,2.67,8.8,0.3,8.46,21.58,8.23,82.8,0.04,6.52,4.55,77.27
2021,REG332,7.26,6.38,7.85,7.32,3.68,1.21,9.03,0.1,2.04,5.5,78.76,21.36,63.48,37.8,0.03,7.15,6.25,5.55
2026,REG573,1.7,8.04,4.02,2.18,5.85,4.51,9.0,6.44,8.2,0.42,47.54,32.54,15.98,97.42,6.9,3.09,4.31,51.61
2026,REG646,2.42,0.67,2.22,6.39,2.96,8.42,6.16,0.5,0.88,2.81,57.36,93.69,10.32,83.07,5.73,3.64,6.43,78.5
2022,REG925,8.35,5.26,6.2,7.29,3.32,3.1,8.29,1.89,2.36,5.92,39.74,13.12,98.39,47.33,9.99,4.51,7.85,70.39
2019,REG643,0.83,1.52,0.38,6.57,0.66,2.96,1.15,5.84,7.02,4.46,95.79,26.9,99.22,58.51,8.6,1.2,9.84,75.51
2019,REG607,5.48,4.27,5.23,6.8,2.96,7.39,4.17,0.22,8.47,2.82,86.02,74.46,40.67,65.03,9.92,3.08,4.5,14.85
2019,REG315,5.53,1.02,5.98,4.68,3.07,0.19,2.16,2.06,7.15,2.59,97.86,18.4,89.31,36.53,9.99,8.04,6.04,83.06
2020,REG597,9.99,2.28,2.17,1.48,2.93,4.96,0.05,2.41,8.59,1.24,83.8,56.0,26.52,45.6,1.71,5.96,0.82,61.1
2026,REG460,0.01,9.29,0.3,8.52,2.55,9.82,10.0,2.33,2.52,8.48,14.06,0.34,62.99,27.19,3.69,4.48,2.66,11.87
2019,REG341,4.93,7.69,9.07,2.26,8.95,9.57,2.98,8.54,2.73,8.37,90.72,96.79,57.36,54.7,1.01,5.39,8.39,0.91
2018,REG987,0.12,1.13,7.52,0.55,6.06,6.01,9.93,6.78,6.99,0.9,87.63,32.0,31.25,46.57,7.08,2.94,7.78,24.56
2020,REG839,7.14,5.62,1.31,4.95,7.47,0.7,8.52,5.11,5.28,5.64,24.36,38.08,66.89,39.5,9.38,9.06,1.76,19.86
2020,REG174,8.98,2.94,2.4,9.27,10.0,5.94,9.35,7.68,1.88,6.84,79.01,74.3,53.0,51.52,8.22,6.89,7.93,20.74
2018,REG338,3.18,6.71,0.09,6.98,6.97,1.38,4.47,6.83,5.31,9.25,21.09,96.51,49.3,99.98,4.26,8.69,8.36,53.89
2023,REG579,7.43,1.33,7.34,7.27,4.3,1.54,4.51,7.47,8.8,3.69,33.81,19.68,36.68,23.89,3.37,5.41,5.68,74.16
2022,REG371,0.9,2.36,4.1,9.68,2.81,8.77,4.06,9.59,0.36,2.42,3.9,75.17,65.19,23.2,0.55,7.92,7.6,91.94
2025,REG396,0.89,2.9,5.07,7.71,3.44,4.97,4.96,9.27,8.45,8.58,16.66,90.08,39.37,54.47,6.14,4.3,3.43,24.8
2017,REG979,4.53,3.7,6.31,5.0,2.88,1.48,1.01,2.37,8.7,1.1,81.52,86.82,82.51,86.36,2.15,9.95,5.43,81.06
2017,REG226,1.91,8.46,4.91,9.72,8.11,7.5,7.19,6.09,8.97,6.21,99.6,52.24,8.18,75.74,0.44,3.86,4.49,88.79
2018,REG245,4.23,9.23,6.53,1.21,8.25,6.3,0.16,9.19,0.47,6.1,60.08,60.88,84.83,12.36,5.35,5.74,3.98,52.81
2019,REG500,7.59,1.46,0.3,9.31,3.14,7.92,3.2,0.04,2.16,1.05,82.27,17.08,99.37,61.27,3.23,5.05,9.62,63.61
2021,REG691,6.41,7.65,1.34,5.42,5.21,5.15,4.13,8.5,0.63,3.85,59.18,90.89,63.01,13.11,6.81,3.4,5.87,57.11
2024,REG299,4.34,3.18,4.69,5.23,9.43,4.72,8.57,8.51,8.87,5.38,28.62,78.63,32.27,89.58,1.05,6.78,4.81,60.71
2025,REG546,9.71,7.14,2.85,8.89,4.53,1.86,4.31,3.19,7.08,0.21,88.02,43.23,11.29,76.79,9.88,9.03,1.65,21.66
2025,REG645,2.03,3.02,6.23,2.91,3.81,7.41,5.93,8.1,7.75,7.99,17.78,25.69,18.26,12.26,8.5,0.04,6.28,87.29
2023,REG767,0.29,9.27,8.78,9.87,4.17,4.61,7.05,1.1,2.44,4.42,71.77,49.65,22.96,29.18,7.5,8.06,4.36,19.33
2017,REG975,6.39,8.25,5.28,9.02,3.69,4.81,5.71,7.19,5.29,8.11,69.66,35.0,63.99,31.67,7.17,6.53,1.77,70.05
2023,REG165,0.92,6.43,3.33,1.61,9.87,8.7,1.77,9.44,6.06,5.2,35.68,32.14,10.3,18.14,2.69,7.36,9.6,46.55
2020,REG293,8.59,6.81,2.45,5.38,8.83,6.6,3.73,4.28,8.99,7.08,51.0,67.81,68.54,56.73,6.28,3.53,3.5,33.92
2022,REG556,8.28,1.57,0.94,4.23,4.79,2.63,9.57,1.67,5.74,6.11,65.55,79.39,86.5,29.17,9.86,4.14,7.84,4.09
2024,REG529,8.3,1.08,3.06,4.48,7.64,5.3,6.31,3.69,8.7,3.66,47.43,44.21,78.56,82.1,9.06,2.3,9.11,28.98
2023,REG252,7.88,9.43,4.08,1.35,9.2,9.57,4.09,6.48,0.9,0.46,9.44,77.45,45.9,65.54,5.55,1.94,8.14,21.42
2018,REG308,4.85,3.93,1.06,7.22,2.47,3.13,0.12,6.59,7.59,0.94,13.7,82.3,73.47,12.38,4.23,3.12,1.64,43.84
2026,REG513,0.2,1.43,8.42,7.44,7.6,4.06,0.27,3.18,4.55,3.58,50.13,61.23,11.81,90.79,5.6,8.56,4.74,73.13
2021,REG962,6.01,4.09,5.76,1.67,7.02,0.37,4.52,5.46,4.03,4.83,17.57,7.82,44.32,93.38,1.8,2.83,8.79,26.75
2020,REG568,6.6,1.49,5.59,4.3,0.94,4.29,2.48,8.58,2.63,6.99,68.47,19.32,55.57,84.14,1.0,6.11,1.7,24.08
2026,REG327,6.38,6.65,5.43,7.84,6.48,2.13,1.01,0.1,0.07,1.06,43.42,0.59,38.27,77.73,1.29,7.88,1.9,22.81
2021,REG301,3.24,5.01,6.81,7.76,0.22,1.45,7.48,7.72,9.44,2.91,22.54,57.38,7.88,72.52,4.78,7.1,1.59,46.48
2020,REG870,4.15,8.03,2.38,2.8,2.66,5.47,6.56,0.93,1.47,1.18,65.14,62.54,83.01,28.65,7.33,2.85,7.52,60.8
2021,REG981,8.45,2.22,6.15,9.93,7.97,2.99,7.85,4.95,7.81,0.98,85.53,99.44,44.18,51.25,1.87,6.84,0.78,56.66
2024,REG134,6.99,2.34,5.65,9.09,2.24,8.14,7.93,3.83,0.38,1.67,47.4,47.06,10.58,28.68,3.78,8.17,8.98,60.35
2018,REG848,9.2,7.55,2.69,8.13,4.1,1.44,3.09,8.22,3.71,3.8,97.64,51.63,49.68,72.99,9.62,9.89,7.8,87.15
2024,REG656,5.64,2.5,7.29,5.02,9.17,0.01,9.2,9.5,2.19,8.79,59.02,29.34,67.55,79.75,4.22,6.21,2.02,3.26
2018,REG437,8.4,0.04,5.23,3.42,8.44,4.83,3.82,1.48,2.83,9.94,85.67,30.65,61.8,99.79,6.89,3.39,0.41,79.93
2018,REG779,1.44,1.15,1.07,1.14,5.16,7.64,8.93,6.86,0.96,9.47,0.57,75.23,98.24,89.43,7.16,5.25,10.0,62.52
2026,REG428,1.82,6.4,0.13,8.08,4.13,2.58,2.59,9.8,8.66,7.89,50.53,39.91,59.09,54.53,8.87,9.73,9.31,76.8
2024,REG180,7.61,7.8,1.7,8.19,9.12,7.51,6.81,2.18,6.38,6.31,37.51,11.28,43.4,92.08,7.81,3.54,1.96,46.06
2026,REG251,9.63,5.52,5.1,8.91,6.36,5.22,3.84,6.59,0.53,2.48,10.08,50.56,9.64,81.13,2.91,6.22,3.34,69.94
2018,REG949,3.79,4.8,3.24,1.71,4.37,6.64,3.26,8.1,8.21,2.09,26.99,0.23,35.27,91.28,7.82,9.6,2.14,57.23
2018,REG462,8.36,3.11,6.66,5.0,6.57,0.53,1.97,8.93,4.18,5.65,45.71,91.08,19.95,83.89,0.6,8.57,9.03,78.98
2017,REG563,1.14,5.01,6.66,8.19,5.06,5.47,9.36,0.48,3.19,4.38,63.95,9.5,87.49,31.64,1.85,5.92,1.41,33.01
2018,REG362,6.59,0.92,9.92,0.63,6.03,2.91,8.22,6.3,6.07,7.49,11.81,31.17,50.59,32.0,1.1,3.1,4.58,14.78
2025,REG758,8.92,3.63,3.59,2.1,4.82,8.32,5.87,8.1,9.69,6.25,16.87,30.28,66.14,78.2,6.55,5.79,9.27,49.65
2025,REG545,3.12,3.89,2.34,8.0,1.99,2.32,1.07,7.35,0.76,0.6,62.53,37.55,92.71,87.71,4.97,0.82,5.5,99.43
2026,REG516,7.94,4.04,0.74,9.4,3.3,1.51,1.55,1.36,4.3,8.6,14.72,75.54,7.25,12.05,1.16,5.16,8.8,74.41
2021,REG382,9.38,4.87,7.08,1.58,5.4,7.77,5.98,3.8,6.15,9.96,68.27,50.31,85.54,47.09,4.52,5.57,3.2,7.15
2024,REG577,4.88,8.55,1.82,2.22,6.44,8.18,6.96,4.44,8.83,6.75,83.48,90.39,52.99,58.83,6.67,9.72,8.06,3.49
2017,REG249,4.33,2.37,0.09,2.87,1.03,5.01,3.81,2.51,1.29,8.06,98.48,86.15,78.68,53.12,8.36,5.34,3.22,22.62
2019,REG797,3.74,4.09,0.79,6.74,5.12,0.66,6.29,2.1,1.38,9.77,7.91,72.99,69.7,52.17,0.85,2.92,1.61,98.35
2026,REG467,0.13,2.19,7.85,8.44,7.02,4.33,7.91,6.77,9.94,4.39,18.77,6.64,62.41,93.46,7.86,7.32,5.18,18.03
2025,REG662,2.82,6.65,8.56,1.37,0.33,5.11,8.98,9.61,4.78,2.5,76.69,16.93,82.4,86.92,3.11,1.83,1.11,60.99
2024,REG859,4.47,2.64,8.28,7.13,0.74,2.61,3.73,2.17,8.83,1.87,79.31,74.14,1.21,27.91,5.11,2.19,8.18,13.45
2023,REG119,5.88,0.24,9.93,5.3,6.52,2.53,9.55,3.34,1.28,4.55,12.73,96.22,50.5,60.02,4.84,2.33,1.7,96.55
2021,REG922,9.71,3.26,9.37,6.2,4.81,3.32,5.09,6.54,7.11,0.76,64.03,89.24,42.69,25.05,6.99,1.14,9.33,51.3
2019,REG745,3.52,4.3,5.77,9.87,7.02,9.35,9.55,7.81,0.41,2.7,80.68,1.37,48.55,76.63,9.31,4.41,8.29,45.65
2024,REG172,8.91,0.61,3.99,8.09,5.11,8.14,1.66,2.52,3.99,8.59,95.72,5.68,94.04,69.82,4.84,2.44,2.84,66.42
2018,REG917,0.31,9.66,6.66,7.89,6.43,7.14,0.39,3.89,9.35,9.57,91.95,99.88,7.05,6.37,9.33,0.3,8.85,87.58
2023,REG352,8.8,6.88,1.72,8.44,4.01,2.17,9.77,6.85,1.85,8.71,82.47,10.31,12.67,22.37,9.0,7.25,9.02,84.48
2020,REG484,0.51,7.21,6.17,2.32,9.24,6.87,8.02,7.76,1.27,2.8,76.14,58.36,12.49,42.34,2.39,7.47,1.38,61.32
2018,REG678,7.26,2.25,9.73,8.75,0.16,6.74,3.37,6.85,1.77,2.73,4.63,36.86,60.33,86.77,2.11,8.78,8.03,64.8
