energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2004,BE,SI525,COMMERCIAL_OFFICE,A:15.82;B:4.33;C:43.21;D:9.09;E:9.81;F:10.15;G:7.60,2.76,25.72,61.82,93604,45.32,15.05,16245,0,1.033,0.29,SOCIAL_HOUSING_FUND,4255171529.77,60755532.8,BUILDING_STOCK_OBSERVATORY,2024-04-02
2005,FI,FR71,RESIDENTIAL_MFH,A:12.98;B:4.81;C:14.17;D:0.69;E:11.69;F:28.20;G:27.46,2.91,9.99,68.76,165570,23.61,24.37,432,0,13.467,0.2076,ON_BILL_FINANCING,11939652222.14,83076352.64,NATIONAL_EPC_REGISTRY,2024-07-21
2006,LV,FI396,COMMERCIAL_RETAIL,A:5.34;B:22.88;C:20.73;D:5.97;E:13.29;F:31.70;G:0.09,0.94,7.92,109.13,811,0.08,60.28,3800,1,2.976,0.6877,EIB_LOAN,7413816829.06,342461023.0,EPBD_REPORTING,2024-02-17
2007,RO,SE34,PUBLIC_SCHOOLS,A:4.74;B:1.04;C:12.30;D:32.67;E:27.36;F:4.11;G:17.77,3.28,19.28,153.17,335313,13.9,72.2,21987,1,7.411,0.6283,TAX_REBATE,3348998370.37,165524240.72,SURVEY_ESTIMATE,2024-01-18
2008,BG,EE5,INDUSTRIAL_LIGHT,A:10.18;B:4.11;C:40.92;D:4.11;E:21.11;F:15.85;G:3.73,1.49,18.22,383.99,86450,30.3,84.5,11022,0,10.628,0.3665,PUBLIC_GRANT,7762512615.84,342575236.51,BUILDING_STOCK_OBSERVATORY,2024-01-06
2009,FR,DE95,PUBLIC_HOSPITALS,A:1.29;B:0.41;C:51.55;D:28.21;E:2.24;F:1.19;G:15.10,3.07,21.49,405.28,96018,14.93,22.96,25489,0,12.762,0.3515,GREEN_MORTGAGE,5445623137.6,237133133.01,NATIONAL_EPC_REGISTRY,2026-02-23
2010,LT,LT44,RESIDENTIAL_SFH,A:0.91;B:14.16;C:22.87;D:14.24;E:28.43;F:10.94;G:8.46,0.67,43.86,225.23,74091,1.17,78.95,16913,0,3.983,0.2838,ESCO_CONTRACT,17634095789.45,120578690.84,EPBD_REPORTING,2024-03-19
2011,SK,LT89,COMMERCIAL_OFFICE,A:41.28;B:18.44;C:6.24;D:9.74;E:9.81;F:9.23;G:5.27,5.36,43.84,295.17,311475,6.59,76.31,12133,0,10.6,0.6717,SOCIAL_HOUSING_FUND,13996866947.12,221623365.7,SURVEY_ESTIMATE,2025-02-06
2012,HR,IT2,RESIDENTIAL_MFH,A:30.05;B:3.43;C:9.39;D:12.43;E:2.01;F:41.50;G:1.19,1.44,21.58,126.35,265080,32.95,44.5,2159,0,11.773,0.8498,ON_BILL_FINANCING,23833546583.32,119031766.5,BUILDING_STOCK_OBSERVATORY,2024-06-02
2013,DE,AT97,COMMERCIAL_RETAIL,A:2.56;B:9.10;C:10.31;D:24.55;E:27.38;F:8.78;G:17.31,5.1,9.07,168.86,136791,54.6,37.53,3622,0,5.132,0.4163,EIB_LOAN,19710899039.06,77197086.24,NATIONAL_EPC_REGISTRY,2024-03-02
2014,LU,DE970,PUBLIC_SCHOOLS,A:44.38;B:1.14;C:14.32;D:24.10;E:0.19;F:2.80;G:13.07,3.9,35.31,112.18,317820,1.15,10.76,15590,0,4.276,0.3725,TAX_REBATE,5730549094.56,108091113.65,EPBD_REPORTING,2025-09-04
2015,SI,SK22,INDUSTRIAL_LIGHT,A:20.94;B:18.32;C:7.71;D:17.76;E:25.27;F:8.80;G:1.21,3.69,41.79,372.75,56724,7.77,53.03,450,0,0.598,0.354,PUBLIC_GRANT,14497814281.86,390513961.02,SURVEY_ESTIMATE,2024-10-25
2016,CY,IT9,PUBLIC_HOSPITALS,A:58.12;B:4.21;C:7.24;D:4.14;E:5.48;F:16.06;G:4.74,3.12,26.59,207.97,231335,4.44,83.99,26127,0,0.098,0.1517,GREEN_MORTGAGE,3941607447.85,383180132.45,BUILDING_STOCK_OBSERVATORY,2025-05-16
2017,GR,MT738,RESIDENTIAL_SFH,A:9.34;B:0.96;C:32.65;D:1.69;E:10.41;F:44.03;G:0.92,2.47,5.61,158.29,155247,42.74,16.92,16169,0,4.671,0.4517,ESCO_CONTRACT,16551126313.8,148327376.88,NATIONAL_EPC_REGISTRY,2025-06-16
2018,MT,PL95,COMMERCIAL_OFFICE,A:30.23;B:4.15;C:5.90;D:30.92;E:11.73;F:0.41;G:16.67,2.06,18.43,374.13,342070,8.38,8.08,2300,0,7.815,0.2689,SOCIAL_HOUSING_FUND,24842153518.36,370667815.45,EPBD_REPORTING,2026-02-20
2019,ES,NL41,RESIDENTIAL_MFH,A:5.08;B:12.04;C:39.58;D:16.28;E:4.16;F:7.61;G:15.25,0.67,14.27,88.11,15352,20.02,45.22,3107,0,5.049,0.5424,ON_BILL_FINANCING,6647422066.31,224984591.78,SURVEY_ESTIMATE,2025-10-26
2020,CZ,CY37,COMMERCIAL_RETAIL,A:7.73;B:22.40;C:7.11;D:21.49;E:15.38;F:17.57;G:8.31,1.99,20.31,152.0,181730,43.08,27.38,11885,1,12.334,0.3467,EIB_LOAN,17679855308.35,169385969.87,BUILDING_STOCK_OBSERVATORY,2024-03-30
2021,HU,ES76,PUBLIC_SCHOOLS,A:9.49;B:32.03;C:2.68;D:3.08;E:19.21;F:18.55;G:14.97,5.12,41.55,129.75,273587,7.13,39.97,33408,0,0.44,0.5417,TAX_REBATE,14845328635.12,1660841165.13,NATIONAL_EPC_REGISTRY,2024-09-09
2022,NL,HU73,INDUSTRIAL_LIGHT,A:0.29;B:17.66;C:6.90;D:17.39;E:26.35;F:3.55;G:27.86,4.2,26.26,391.51,658309,17.89,69.58,15531,1,5.886,0.5851,PUBLIC_GRANT,6583900797.28,258387134.46,EPBD_REPORTING,2024-10-12
2023,SE,SI200,PUBLIC_HOSPITALS,A:12.20;B:1.28;C:8.09;D:3.93;E:42.31;F:0.71;G:31.48,0.35,10.2,122.45,609666,19.58,85.28,25009,1,9.278,0.7011,GREEN_MORTGAGE,5327939267.24,799120113.39,SURVEY_ESTIMATE,2025-04-28
2024,DK,AT46,RESIDENTIAL_SFH,A:2.71;B:15.71;C:10.93;D:0.31;E:23.09;F:28.46;G:18.80,0.32,30.7,303.15,197279,23.28,68.33,13469,1,10.826,0.6144,ESCO_CONTRACT,11713796.45,1175052988.73,BUILDING_STOCK_OBSERVATORY,2024-10-04
2025,IE,GR24,COMMERCIAL_OFFICE,A:16.90;B:9.92;C:23.27;D:1.92;E:4.66;F:36.72;G:6.62,2.46,31.05,333.94,382579,12.9,62.69,5902,0,4.781,0.2881,SOCIAL_HOUSING_FUND,16235245522.15,1071511797.11,NATIONAL_EPC_REGISTRY,2024-09-11
2004,PL,DE6,RESIDENTIAL_MFH,A:4.43;B:0.83;C:18.31;D:8.21;E:27.11;F:21.56;G:19.55,1.25,39.88,242.63,350974,31.83,54.87,49,0,2.094,0.4741,ON_BILL_FINANCING,14676560120.73,29121938.73,EPBD_REPORTING,2025-01-12
2005,AT,IE672,COMMERCIAL_RETAIL,A:12.59;B:24.97;C:30.35;D:10.50;E:1.11;F:17.08;G:3.40,2.36,22.42,114.38,148957,17.47,70.26,18630,0,17.317,0.0933,EIB_LOAN,3812996520.49,187092378.76,SURVEY_ESTIMATE,2025-05-24
2006,EE,ES147,PUBLIC_SCHOOLS,A:51.88;B:0.57;C:3.21;D:2.96;E:8.17;F:19.26;G:13.94,1.66,4.39,399.12,139263,8.86,16.86,169,0,7.08,0.5641,TAX_REBATE,282437055.79,490412782.61,BUILDING_STOCK_OBSERVATORY,2025-01-14
2007,IT,LV398,INDUSTRIAL_LIGHT,A:0.12;B:25.53;C:6.41;D:11.28;E:16.53;F:14.80;G:25.33,0.6,38.63,81.5,7763,41.69,45.56,11148,0,11.638,0.3728,PUBLIC_GRANT,2849677125.59,164620873.68,NATIONAL_EPC_REGISTRY,2025-06-20
2008,PT,DK53,PUBLIC_HOSPITALS,A:28.24;B:2.98;C:16.56;D:2.32;E:24.89;F:5.26;G:19.76,3.42,18.19,38.88,259310,48.26,86.83,33755,0,12.082,0.2688,GREEN_MORTGAGE,7398386444.32,245256800.61,EPBD_REPORTING,2025-10-09
2009,BE,LT64,RESIDENTIAL_SFH,A:3.95;B:9.81;C:1.31;D:38.82;E:5.44;F:37.29;G:3.39,1.74,13.62,171.64,132988,28.09,67.64,12122,0,1.528,0.5982,ESCO_CONTRACT,11961782059.13,368074052.18,SURVEY_ESTIMATE,2024-03-08
2010,FI,LV51,COMMERCIAL_OFFICE,A:24.67;B:24.23;C:5.90;D:13.04;E:9.21;F:15.54;G:7.41,1.56,5.88,246.66,257508,27.83,28.0,5402,0,3.573,0.548,SOCIAL_HOUSING_FUND,2443641219.36,116434535.47,BUILDING_STOCK_OBSERVATORY,2024-07-10
2011,LV,PT640,RESIDENTIAL_MFH,A:2.27;B:1.76;C:8.11;D:43.80;E:33.84;F:7.05;G:3.18,3.84,20.02,289.07,202206,35.13,87.66,2110,1,10.802,0.6526,ON_BILL_FINANCING,9783425010.95,422867269.47,NATIONAL_EPC_REGISTRY,2024-11-17
2012,RO,BE324,COMMERCIAL_RETAIL,A:44.17;B:5.88;C:0.36;D:29.65;E:5.55;F:6.55;G:7.84,1.57,25.96,163.06,8102,31.48,27.12,11814,1,14.631,0.0503,EIB_LOAN,20642894859.81,195791927.74,EPBD_REPORTING,2024-09-07
2013,BG,EE777,PUBLIC_SCHOOLS,A:20.27;B:28.36;C:3.97;D:1.35;E:36.14;F:3.62;G:6.29,1.53,8.89,137.88,97911,26.57,22.43,17506,1,2.784,0.2435,TAX_REBATE,11585665146.77,414391812.49,SURVEY_ESTIMATE,2024-12-13
2014,FR,HR534,INDUSTRIAL_LIGHT,A:7.00;B:6.92;C:11.36;D:1.43;E:16.84;F:40.61;G:15.84,0.54,16.54,284.24,308060,46.96,36.88,19187,0,12.122,0.3733,PUBLIC_GRANT,3183831680.81,360557899.46,BUILDING_STOCK_OBSERVATORY,2024-08-01
2015,LT,DK94,PUBLIC_HOSPITALS,A:6.54;B:4.93;C:3.42;D:2.36;E:4.56;F:8.39;G:69.79,2.78,23.92,127.12,270794,19.74,7.22,33466,0,16.171,0.7337,GREEN_MORTGAGE,8198079071.45,186216252.36,NATIONAL_EPC_REGISTRY,2024-05-01
2016,SK,RO13,RESIDENTIAL_SFH,A:35.43;B:11.55;C:6.43;D:4.28;E:0.23;F:8.87;G:33.21,0.51,29.21,246.26,61977,41.69,30.8,424,0,14.433,0.8405,ESCO_CONTRACT,6395852415.32,103082108.36,EPBD_REPORTING,2024-03-21
2017,HR,ES36,COMMERCIAL_OFFICE,A:10.95;B:40.83;C:16.21;D:1.50;E:7.40;F:8.21;G:14.89,0.76,34.07,198.12,300245,34.11,85.65,674,0,6.642,0.7392,SOCIAL_HOUSING_FUND,15744564045.46,232345584.96,SURVEY_ESTIMATE,2024-12-16
2018,DE,DE323,RESIDENTIAL_MFH,A:19.70;B:1.21;C:19.20;D:32.31;E:1.81;F:9.87;G:15.90,1.4,11.9,325.25,103198,49.81,74.59,14675,1,7.724,0.5233,ON_BILL_FINANCING,11522615352.63,94576018.76,BUILDING_STOCK_OBSERVATORY,2025-01-20
2019,LU,LV54,COMMERCIAL_RETAIL,A:9.14;B:11.88;C:42.46;D:1.23;E:14.24;F:0.19;G:20.86,4.12,9.45,212.07,184644,7.86,79.61,17283,0,3.305,0.6762,EIB_LOAN,8171206246.1,302768824.4,NATIONAL_EPC_REGISTRY,2026-02-10
2020,SI,CZ685,PUBLIC_SCHOOLS,A:4.09;B:18.09;C:0.23;D:6.56;E:61.79;F:2.71;G:6.54,5.21,27.26,381.38,697099,23.47,53.81,5266,1,12.069,0.2292,TAX_REBATE,7088032160.74,115729425.71,EPBD_REPORTING,2025-02-27
2021,CY,IT8,INDUSTRIAL_LIGHT,A:1.27;B:31.07;C:22.68;D:32.81;E:1.30;F:1.52;G:9.36,5.46,28.69,204.14,474705,36.9,6.84,13589,1,15.33,0.7543,PUBLIC_GRANT,12931177648.12,1469725953.09,SURVEY_ESTIMATE,2025-10-26
2022,GR,FR458,PUBLIC_HOSPITALS,A:19.47;B:36.25;C:12.21;D:0.02;E:8.33;F:6.10;G:17.62,2.4,13.7,67.62,671847,47.78,83.89,9737,0,15.204,0.0906,GREEN_MORTGAGE,8586323787.81,438143435.28,BUILDING_STOCK_OBSERVATORY,2025-02-15
2023,MT,MT575,RESIDENTIAL_SFH,A:8.56;B:17.24;C:7.87;D:33.56;E:0.94;F:12.57;G:19.26,3.58,5.65,265.8,223700,17.12,56.19,6461,1,10.965,0.683,ESCO_CONTRACT,16725445314.76,506978030.11,NATIONAL_EPC_REGISTRY,2025-09-27
2024,ES,FR245,COMMERCIAL_OFFICE,A:10.35;B:5.01;C:32.02;D:19.95;E:5.48;F:2.13;G:25.06,0.21,6.38,217.48,98907,42.56,49.13,13063,1,17.562,0.152,SOCIAL_HOUSING_FUND,6403299289.29,92255423.28,EPBD_REPORTING,2024-04-12
2025,CZ,RO80,RESIDENTIAL_MFH,A:2.45;B:21.90;C:22.93;D:41.60;E:2.81;F:1.44;G:6.86,0.27,34.0,259.98,79339,12.56,31.7,12171,1,10.008,0.5176,ON_BILL_FINANCING,13828615125.03,132757821.21,SURVEY_ESTIMATE,2025-11-27
2004,HU,FR44,COMMERCIAL_RETAIL,A:0.86;B:22.52;C:3.92;D:40.24;E:1.81;F:1.72;G:28.92,2.67,8.81,244.59,229557,8.35,81.49,12979,1,4.774,0.102,EIB_LOAN,6717951701.71,259974615.28,BUILDING_STOCK_OBSERVATORY,2024-06-07
2005,NL,FR9,PUBLIC_SCHOOLS,A:28.34;B:0.48;C:5.89;D:6.51;E:2.13;F:46.93;G:9.72,2.0,6.17,135.97,309333,28.28,25.53,14362,0,3.328,0.4599,TAX_REBATE,11982162289.05,373309674.48,NATIONAL_EPC_REGISTRY,2024-09-25
2006,SE,IT990,INDUSTRIAL_LIGHT,A:21.58;B:4.34;C:24.66;D:18.48;E:5.27;F:10.29;G:15.38,2.0,31.54,292.92,160448,35.43,83.09,513,0,9.959,0.6316,PUBLIC_GRANT,5555301912.78,339449007.61,EPBD_REPORTING,2025-07-02
2007,DK,FI871,PUBLIC_HOSPITALS,A:10.61;B:4.80;C:9.32;D:37.87;E:24.32;F:0.43;G:12.64,2.33,8.42,133.92,234000,13.06,18.36,34428,0,7.372,0.2544,GREEN_MORTGAGE,16226419520.8,127066617.47,SURVEY_ESTIMATE,2024-12-06
2008,IE,MT38,RESIDENTIAL_SFH,A:0.02;B:29.87;C:3.67;D:31.25;E:17.50;F:15.46;G:2.23,1.19,18.72,119.9,330564,2.25,24.87,11020,0,16.348,0.1621,ESCO_CONTRACT,3432517053.51,282001104.34,BUILDING_STOCK_OBSERVATORY,2024-03-29
2009,PL,DK886,COMMERCIAL_OFFICE,A:9.78;B:7.28;C:27.50;D:20.73;E:6.44;F:2.17;G:26.11,1.03,9.15,416.77,197216,13.87,17.7,9236,0,17.271,0.4757,SOCIAL_HOUSING_FUND,16646743671.84,244552265.62,NATIONAL_EPC_REGISTRY,2024-05-08
2010,AT,BE534,RESIDENTIAL_MFH,A:0.75;B:15.72;C:29.37;D:2.33;E:18.17;F:4.59;G:29.07,1.12,34.35,37.78,28634,48.67,16.86,11749,1,12.41,0.1376,ON_BILL_FINANCING,12687009176.91,97192128.26,EPBD_REPORTING,2026-02-05
2011,EE,BG60,COMMERCIAL_RETAIL,A:9.97;B:29.12;C:15.54;D:6.93;E:2.08;F:7.02;G:29.35,3.63,34.39,192.96,271093,19.77,18.33,5216,0,16.16,0.2582,EIB_LOAN,14831177917.48,121821137.54,SURVEY_ESTIMATE,2025-05-25
2012,IT,MT119,PUBLIC_SCHOOLS,A:14.63;B:21.28;C:1.87;D:7.64;E:1.18;F:50.31;G:3.09,1.01,8.38,325.88,307527,48.35,56.41,11097,0,13.659,0.4923,TAX_REBATE,7933429701.02,183418310.21,BUILDING_STOCK_OBSERVATORY,2025-08-11
2013,PT,IT381,INDUSTRIAL_LIGHT,A:30.55;B:5.63;C:21.09;D:4.92;E:27.50;F:5.01;G:5.30,2.79,3.02,123.86,209680,13.99,73.49,5350,0,2.037,0.0921,PUBLIC_GRANT,20145564985.0,317300195.92,NATIONAL_EPC_REGISTRY,2025-09-11
2014,BE,SI265,PUBLIC_HOSPITALS,A:5.56;B:1.14;C:21.01;D:17.20;E:30.65;F:18.51;G:5.94,4.72,19.73,294.72,109953,7.71,83.26,21030,0,1.529,0.4122,GREEN_MORTGAGE,25951286937.02,284264153.36,EPBD_REPORTING,2025-02-01
2015,FI,BE988,RESIDENTIAL_SFH,A:55.35;B:4.23;C:12.43;D:2.75;E:2.88;F:20.95;G:1.41,3.52,42.5,221.33,327606,20.78,8.43,16994,0,5.475,0.6071,ESCO_CONTRACT,8982483342.11,362666735.93,SURVEY_ESTIMATE,2024-11-23
2016,LV,DK327,COMMERCIAL_OFFICE,A:9.06;B:2.13;C:5.24;D:12.78;E:29.11;F:20.62;G:21.06,4.74,6.03,382.25,242313,18.09,49.34,10008,0,13.463,0.5548,SOCIAL_HOUSING_FUND,17596891367.77,129300435.08,BUILDING_STOCK_OBSERVATORY,2024-10-16
2017,RO,ES268,RESIDENTIAL_MFH,A:18.54;B:2.80;C:0.10;D:15.16;E:2.31;F:21.93;G:39.16,2.58,21.89,253.44,2116,10.06,11.08,11832,0,11.308,0.5315,ON_BILL_FINANCING,14882014427.97,83904224.12,NATIONAL_EPC_REGISTRY,2024-03-13
2018,BG,ES8,COMMERCIAL_RETAIL,A:24.79;B:17.30;C:30.69;D:3.75;E:5.41;F:5.84;G:12.22,4.5,6.62,302.34,328901,28.23,81.44,7291,0,2.965,0.6938,EIB_LOAN,12242269802.17,195248817.39,EPBD_REPORTING,2024-12-07
2019,FR,LT899,PUBLIC_SCHOOLS,A:12.15;B:3.85;C:7.02;D:44.25;E:16.37;F:5.94;G:10.41,5.11,21.05,204.68,137325,51.3,28.34,21116,0,17.183,0.1009,TAX_REBATE,10249081758.53,361865825.73,SURVEY_ESTIMATE,2024-01-01
2020,LT,SK928,INDUSTRIAL_LIGHT,A:34.50;B:0.36;C:28.85;D:1.08;E:10.30;F:24.03;G:0.88,4.03,8.75,353.61,462117,31.19,44.16,16492,0,6.835,0.2611,PUBLIC_GRANT,27788152881.87,260464053.22,BUILDING_STOCK_OBSERVATORY,2025-06-29
2021,SK,FR18,PUBLIC_HOSPITALS,A:23.87;B:9.88;C:2.88;D:10.33;E:27.19;F:20.09;G:5.76,1.01,38.11,295.15,367413,7.74,44.09,25835,0,7.562,0.5154,GREEN_MORTGAGE,19101753950.07,1197529087.3,NATIONAL_EPC_REGISTRY,2024-06-24
2022,HR,HU547,RESIDENTIAL_SFH,A:17.09;B:3.14;C:5.48;D:49.35;E:7.43;F:0.68;G:16.83,1.26,40.87,82.41,637051,2.74,22.4,6145,1,11.253,0.3539,ESCO_CONTRACT,5670552576.02,1732247131.8,EPBD_REPORTING,2025-10-19
2023,DE,MT695,COMMERCIAL_OFFICE,A:38.05;B:2.45;C:7.55;D:8.94;E:32.21;F:5.51;G:5.29,3.45,36.98,246.12,104617,48.06,47.57,15244,0,0.564,0.6063,SOCIAL_HOUSING_FUND,1387090681.7,604737604.41,SURVEY_ESTIMATE,2024-06-28
2024,LU,HR460,RESIDENTIAL_MFH,A:1.17;B:11.08;C:1.91;D:30.83;E:5.05;F:47.84;G:2.11,1.24,21.55,163.95,671428,12.17,44.79,16532,0,8.425,0.1897,ON_BILL_FINANCING,9243227380.92,1039696028.53,BUILDING_STOCK_OBSERVATORY,2025-10-14
2025,SI,LV87,COMMERCIAL_RETAIL,A:11.65;B:45.65;C:0.10;D:21.08;E:10.46;F:1.17;G:9.89,1.91,40.94,149.11,204267,42.53,30.74,1994,0,6.666,0.6458,EIB_LOAN,4930841298.62,1350941686.22,NATIONAL_EPC_REGISTRY,2025-01-05
2004,CY,LT58,PUBLIC_SCHOOLS,A:16.73;B:10.29;C:31.14;D:10.91;E:6.67;F:22.99;G:1.28,1.59,40.8,156.69,158609,12.6,40.27,33896,0,14.787,0.2511,TAX_REBATE,13578500252.09,390009213.45,EPBD_REPORTING,2024-12-03
2005,GR,NL30,INDUSTRIAL_LIGHT,A:4.69;B:18.43;C:12.04;D:2.14;E:23.66;F:32.49;G:6.55,0.79,21.82,404.2,289526,15.59,8.76,1486,0,13.156,0.5933,PUBLIC_GRANT,12462172587.39,345219339.43,SURVEY_ESTIMATE,2024-02-24
2006,MT,HU234,PUBLIC_HOSPITALS,A:6.85;B:23.75;C:1.12;D:21.44;E:6.01;F:17.32;G:23.51,3.32,31.15,238.64,279975,52.47,65.14,16280,0,2.218,0.415,GREEN_MORTGAGE,11178882416.02,25874927.62,BUILDING_STOCK_OBSERVATORY,2024-05-31
2007,ES,GR72,RESIDENTIAL_SFH,A:3.73;B:3.39;C:41.65;D:22.16;E:13.96;F:10.99;G:4.12,3.08,3.56,74.29,300864,9.07,25.33,2854,0,14.068,0.3031,ESCO_CONTRACT,3258584497.14,389071248.26,NATIONAL_EPC_REGISTRY,2024-10-19
2008,CZ,LU47,COMMERCIAL_OFFICE,A:1.79;B:21.82;C:52.86;D:6.86;E:13.28;F:2.99;G:0.40,4.82,20.83,50.25,129618,40.72,25.85,11017,1,12.949,0.4857,SOCIAL_HOUSING_FUND,13862864201.61,281273320.1,EPBD_REPORTING,2024-12-19
2009,HU,BG603,RESIDENTIAL_MFH,A:4.14;B:3.44;C:13.02;D:2.28;E:47.07;F:1.45;G:28.61,4.76,34.54,381.89,273434,7.55,54.4,10356,1,9.406,0.625,ON_BILL_FINANCING,4321085746.92,23399378.19,SURVEY_ESTIMATE,2024-02-02
2010,NL,DE686,COMMERCIAL_RETAIL,A:11.00;B:36.87;C:12.15;D:0.85;E:11.30;F:12.93;G:14.91,1.29,4.74,336.14,286241,13.53,57.36,11141,0,0.15,0.4293,EIB_LOAN,26550799982.99,72261208.61,BUILDING_STOCK_OBSERVATORY,2024-05-12
2011,SE,PL807,PUBLIC_SCHOOLS,A:13.43;B:5.48;C:3.19;D:46.03;E:4.06;F:21.37;G:6.42,3.64,27.4,245.75,331178,9.04,40.1,41039,0,7.713,0.4938,TAX_REBATE,15964504176.11,487126631.68,NATIONAL_EPC_REGISTRY,2025-03-17
2012,DK,IE652,INDUSTRIAL_LIGHT,A:4.96;B:18.02;C:17.16;D:4.39;E:27.38;F:5.85;G:22.24,0.79,10.23,128.22,340993,50.65,33.83,18843,0,11.585,0.5041,PUBLIC_GRANT,13680120670.58,107984725.03,EPBD_REPORTING,2024-10-06
2013,IE,BE4,PUBLIC_HOSPITALS,A:17.89;B:11.17;C:1.41;D:24.28;E:3.76;F:41.46;G:0.04,3.54,16.1,238.54,219241,38.93,91.51,30375,0,11.169,0.2956,GREEN_MORTGAGE,12778204771.19,183759636.53,SURVEY_ESTIMATE,2024-11-17
2014,PL,FI15,RESIDENTIAL_SFH,A:4.66;B:32.13;C:25.90;D:0.15;E:0.90;F:11.38;G:24.89,2.35,29.33,400.28,320792,0.38,16.54,16802,0,17.389,0.6385,ESCO_CONTRACT,4586263544.62,107298605.5,BUILDING_STOCK_OBSERVATORY,2025-12-14
2015,AT,SI837,COMMERCIAL_OFFICE,A:5.10;B:10.69;C:6.31;D:19.08;E:28.78;F:27.26;G:2.79,1.06,39.19,401.47,103122,4.82,19.89,4470,0,16.365,0.6278,SOCIAL_HOUSING_FUND,5406837000.48,311193339.51,NATIONAL_EPC_REGISTRY,2025-09-23
2016,EE,LT288,RESIDENTIAL_MFH,A:13.16;B:25.33;C:3.24;D:1.97;E:28.53;F:22.66;G:5.11,2.6,38.81,256.02,295377,2.23,85.2,10056,0,14.661,0.6354,ON_BILL_FINANCING,16729508522.56,149308130.2,EPBD_REPORTING,2024-10-20
2017,IT,EE98,COMMERCIAL_RETAIL,A:18.83;B:19.25;C:3.86;D:10.06;E:20.59;F:13.33;G:14.06,4.95,16.2,74.71,317027,5.2,62.74,16340,0,4.813,0.7252,EIB_LOAN,8642487207.89,196928912.66,SURVEY_ESTIMATE,2025-01-08
2018,PT,BG17,PUBLIC_SCHOOLS,A:31.58;B:13.97;C:4.84;D:7.50;E:34.27;F:7.48;G:0.35,1.52,14.14,324.8,62934,37.57,83.23,23699,0,16.321,0.0691,TAX_REBATE,20064495186.38,15527760.38,BUILDING_STOCK_OBSERVATORY,2024-04-04
2019,BE,HU515,INDUSTRIAL_LIGHT,A:1.06;B:21.69;C:10.62;D:31.87;E:17.50;F:2.71;G:14.55,4.06,41.29,111.19,107613,21.86,7.95,11634,0,4.751,0.3823,PUBLIC_GRANT,13444127435.76,323728273.75,NATIONAL_EPC_REGISTRY,2024-08-19
2020,FI,EE986,PUBLIC_HOSPITALS,A:25.58;B:1.86;C:19.29;D:12.80;E:7.96;F:7.14;G:25.38,1.01,31.7,247.88,537638,46.84,91.36,11666,1,16.519,0.8408,GREEN_MORTGAGE,16624656973.97,92959424.25,EPBD_REPORTING,2024-04-02
2021,LV,GR9,RESIDENTIAL_SFH,A:0.57;B:15.40;C:40.89;D:8.01;E:17.62;F:12.32;G:5.19,1.88,6.49,64.43,79367,19.9,58.79,11957,1,5.431,0.3984,ESCO_CONTRACT,363107070.78,1549179138.97,SURVEY_ESTIMATE,2024-02-03
2022,RO,FR32,COMMERCIAL_OFFICE,A:22.47;B:4.00;C:7.09;D:50.67;E:0.28;F:6.62;G:8.88,0.69,21.73,303.79,708861,27.28,55.84,5724,0,7.633,0.738,SOCIAL_HOUSING_FUND,16484613930.31,824852337.59,BUILDING_STOCK_OBSERVATORY,2024-01-18
2023,BG,EE9,RESIDENTIAL_MFH,A:16.05;B:0.79;C:10.53;D:7.78;E:31.96;F:18.63;G:14.26,4.0,40.1,201.79,532069,52.88,12.83,3386,1,7.399,0.2517,ON_BILL_FINANCING,3296350566.3,1047250307.23,NATIONAL_EPC_REGISTRY,2024-04-18
2024,FR,PL145,COMMERCIAL_RETAIL,A:3.34;B:7.91;C:11.35;D:16.78;E:32.77;F:9.69;G:18.16,1.93,28.39,189.68,475452,38.95,61.03,7584,1,10.498,0.0655,EIB_LOAN,1105886438.55,862343499.92,EPBD_REPORTING,2025-04-28
2025,LT,CY5,PUBLIC_SCHOOLS,A:5.24;B:27.28;C:6.26;D:7.03;E:3.72;F:38.67;G:11.81,4.16,19.21,99.24,625546,17.46,8.71,38363,1,9.875,0.6206,TAX_REBATE,979241921.41,1782442488.92,SURVEY_ESTIMATE,2025-07-30
2004,SK,CZ533,INDUSTRIAL_LIGHT,A:9.05;B:5.02;C:24.64;D:25.69;E:31.60;F:3.06;G:0.95,4.17,25.93,249.46,250067,5.6,54.23,9798,0,3.325,0.6335,PUBLIC_GRANT,14060930299.18,380180074.31,BUILDING_STOCK_OBSERVATORY,2024-08-31
2005,HR,ES341,PUBLIC_HOSPITALS,A:4.23;B:10.85;C:44.47;D:4.92;E:22.94;F:4.19;G:8.41,1.54,17.29,404.38,83887,16.01,29.31,24607,0,16.688,0.2352,GREEN_MORTGAGE,21533364295.9,484329047.44,NATIONAL_EPC_REGISTRY,2025-11-24
