house_change_analysis_period_start,house_change_analysis_period_end,house_change_ward_lgd_code,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2021-05-23,2023-03-09,LGD-W-7570338,18.17,3.15,12.81,4.21,76.78,31.37,28.83,21.373,12.16,3.11,5.709,2.523,-21.91,73,N,67.82,Emerging
2023-05-16,2025-04-02,LGD-W-1863252,5.7,19.21,-16.18,0.34,38.16,27.81,31.69,16.925,42.31,11.59,-0.207,5.775,30.59,56,N,30.74,Accelerating
2020-11-06,2021-12-09,LGD-W-2586117,3.61,3.52,-13.46,19.54,53.47,4.09,34.02,20.599,-1.53,27.1,4.164,-0.007,31.08,67,N,54.43,Stabilizing
2022-01-30,2023-10-18,LGD-W-8146462,-19.08,61.44,10.96,-2.22,57.9,1.82,34.42,3.187,7.9,7.39,8.493,-1.989,29.2,42,Y,5.44,Stabilizing
2021-11-09,2023-07-31,LGD-W-7710240,47.71,56.35,28.92,15.94,77.56,27.35,35.47,6.716,-2.02,-4.85,10.213,2.89,-34.69,4,N,54.4,Accelerating
2024-11-18,2025-05-20,LGD-W-9275644,50.88,-0.01,-5.98,-0.66,28.17,57.71,16.62,17.595,21.98,-14.86,4.604,6.277,-18.45,200,Y,83.28,EarlySignals
2022-07-11,2023-12-20,LGD-W-3566085,-23.67,73.73,6.97,19.53,15.14,19.61,1.37,16.795,15.78,20.87,0.858,-1.115,-13.21,35,Y,57.57,Accelerating
2018-01-20,2018-06-13,LGD-W-3461157,22.71,37.75,11.22,-11.29,85.9,49.99,20.69,4.887,50.16,-13.82,-4.421,1.489,-21.25,205,N,41.21,LateStage
2020-06-17,2021-11-06,LGD-W-7892483,-18.87,77.2,-3.04,-1.35,4.23,51.02,11.12,12.392,42.47,5.06,9.519,-2.878,-21.63,93,Y,98.83,AtRisk
2020-02-28,2020-06-21,LGD-W-6624440,46.94,44.07,-8.85,27.02,48.37,25.0,5.77,20.734,44.18,30.91,9.635,6.739,27.35,109,Y,58.97,Accelerating
2022-08-21,2024-07-24,LGD-W-5308058,14.5,-2.0,5.02,23.93,0.5,32.07,10.77,5.335,35.25,23.12,7.748,5.279,2.22,204,Y,63.1,AtRisk
2019-01-24,2020-05-27,LGD-W-4254409,21.19,45.37,22.94,13.91,30.35,42.88,31.6,8.516,5.05,24.05,3.459,4.866,-14.41,218,N,42.71,AtRisk
2018-08-18,2020-07-16,LGD-W-2458917,-22.24,16.83,-2.03,25.55,95.62,9.56,17.62,0.483,38.24,24.56,11.896,1.313,-15.99,93,N,46.18,Accelerating
2019-11-26,2021-02-05,LGD-W-9455913,-19.73,37.26,41.43,16.97,25.14,57.72,40.1,7.464,15.67,28.35,-4.23,3.825,14.49,94,Y,22.13,EarlySignals
2021-10-25,2023-04-24,LGD-W-7688427,46.69,-22.69,25.8,11.71,36.97,42.44,40.02,14.841,-0.23,-0.95,8.324,0.904,-14.65,184,Y,32.26,Stabilizing
2024-06-11,2026-04-22,LGD-W-6451649,34.65,77.3,25.29,13.16,72.96,12.56,42.79,17.288,17.83,15.66,-2.275,2.501,-30.87,120,N,73.71,LateStage
2022-01-12,2023-08-23,LGD-W-2230493,-23.5,56.03,20.04,19.9,48.45,28.57,0.1,8.805,23.66,-10.89,8.299,1.379,7.85,215,Y,12.96,EarlySignals
2024-06-01,2025-02-20,LGD-W-3079473,29.88,68.46,-1.68,-7.27,98.0,37.64,32.84,0.761,36.36,33.36,5.521,1.479,19.81,11,N,67.87,Accelerating
2018-12-11,2019-08-07,LGD-W-6420980,14.49,-7.85,-5.17,-11.36,25.09,17.84,6.05,0.123,28.49,-1.56,-5.88,2.464,4.28,31,N,84.9,Emerging
2023-11-12,2024-11-13,LGD-W-7616105,44.41,14.18,-14.4,21.42,20.73,14.17,44.49,17.533,6.16,32.72,1.306,5.881,-28.68,80,Y,80.77,Emerging
2021-08-05,2022-08-23,LGD-W-8323463,-11.92,3.86,34.87,7.3,54.72,7.17,36.96,5.008,34.01,-2.0,8.019,6.19,9.38,9,Y,91.63,EarlySignals
2018-01-27,2018-07-10,LGD-W-2181828,46.5,53.0,-14.17,21.92,61.16,45.8,11.23,12.812,20.55,24.9,6.534,2.478,19.71,10,N,97.36,Stabilizing
2022-04-03,2024-02-03,LGD-W-2019883,21.3,62.9,-11.26,12.21,62.04,41.52,8.48,20.777,25.56,13.2,-0.004,-2.247,3.1,119,Y,3.62,Accelerating
2022-04-17,2023-04-19,LGD-W-9351731,30.75,81.23,34.9,22.42,65.99,47.92,39.2,17.584,26.81,-8.52,10.003,-1.688,26.59,173,Y,69.96,Emerging
2024-07-19,2025-04-04,LGD-W-1306496,9.0,54.89,23.79,1.82,31.12,48.42,12.79,20.724,6.47,22.67,11.625,2.539,-13.77,149,N,76.12,LateStage
2021-09-22,2023-08-07,LGD-W-4389211,47.32,24.89,-17.53,13.44,85.92,24.86,28.39,11.482,47.39,32.94,3.04,-1.558,11.93,107,Y,23.85,Emerging
2019-05-30,2020-04-08,LGD-W-9674351,-6.73,4.76,1.45,1.45,80.05,10.68,11.69,19.638,-3.87,33.82,-1.814,-0.693,2.11,69,Y,95.47,EarlySignals
2018-09-06,2019-01-21,LGD-W-8173012,15.69,29.82,16.6,26.27,20.73,36.11,33.45,12.188,4.78,-4.96,1.567,3.602,-5.98,170,N,48.72,Stabilizing
2018-10-15,2019-06-27,LGD-W-5534303,7.15,79.45,6.73,-1.25,47.76,58.26,13.3,19.307,2.82,0.82,-0.666,0.081,-4.87,5,Y,25.62,Accelerating
2022-12-14,2024-10-12,LGD-W-7960865,8.39,83.85,7.5,8.54,88.3,44.12,5.04,1.096,-4.48,7.39,4.305,1.035,-31.19,28,N,3.04,Emerging
2020-09-03,2021-02-20,LGD-W-7173907,33.81,-2.27,9.92,21.51,28.48,49.71,14.35,21.528,14.2,-7.52,5.885,4.478,-7.89,139,N,44.26,AtRisk
2022-02-22,2022-10-21,LGD-W-2825649,-0.45,12.78,44.55,15.61,89.93,2.16,36.72,2.844,36.42,-6.67,9.848,6.304,-27.79,80,Y,81.64,Emerging
2021-02-28,2021-06-08,LGD-W-2549924,51.63,16.99,37.21,20.94,56.39,32.06,31.14,20.749,59.09,26.41,-5.659,-2.715,-4.23,96,N,48.34,Accelerating
2021-03-19,2021-07-30,LGD-W-9156387,-4.24,-21.21,26.12,13.36,32.28,31.29,3.58,4.386,4.89,22.46,-3.353,0.772,8.72,199,Y,32.54,Stabilizing
2023-04-27,2023-11-09,LGD-W-6641861,-10.54,57.6,23.24,-2.51,60.69,30.08,17.03,20.5,61.07,-10.27,6.217,3.277,18.12,89,Y,91.18,LateStage
2022-03-08,2024-01-08,LGD-W-6373981,-6.48,71.35,42.05,-2.54,38.62,19.31,38.66,4.043,-3.72,21.4,4.954,5.853,-20.59,153,Y,18.78,EarlySignals
2018-02-24,2019-02-01,LGD-W-1119757,-3.44,71.61,25.93,6.98,60.38,47.27,6.67,19.954,37.86,12.73,-3.403,-2.958,34.2,96,N,53.45,LateStage
2019-08-07,2021-02-14,LGD-W-8301980,38.32,67.18,-0.46,17.64,7.82,38.05,25.47,18.219,32.66,5.79,6.153,-0.089,-27.98,130,N,68.86,Stabilizing
2022-01-14,2022-12-02,LGD-W-3906729,-2.14,1.93,32.27,-6.41,70.85,29.28,38.44,9.266,13.61,32.03,-4.749,0.371,29.62,158,N,13.68,Accelerating
2023-09-22,2024-09-10,LGD-W-1486741,38.02,21.39,24.12,17.89,70.75,47.79,28.51,4.922,27.49,1.23,6.106,0.181,34.85,73,N,27.79,Accelerating
2020-06-27,2021-09-24,LGD-W-2221797,10.58,30.62,20.33,0.47,16.57,12.7,32.54,0.33,2.56,7.66,-0.867,5.087,27.54,11,N,76.68,Stabilizing
2022-11-24,2023-05-24,LGD-W-2541157,12.12,-13.21,12.41,17.63,12.18,42.38,4.79,16.972,4.49,6.34,8.957,0.382,23.92,83,N,50.26,Stabilizing
2019-03-11,2019-12-20,LGD-W-1574147,8.86,45.21,6.7,21.5,63.35,51.12,25.79,5.722,11.53,7.29,-1.406,-2.135,32.3,68,N,30.07,EarlySignals
2018-01-07,2019-10-08,LGD-W-5110432,16.45,75.91,13.4,19.42,9.75,45.17,43.61,15.483,33.28,23.7,4.523,2.709,-21.45,140,Y,63.74,LateStage
2018-01-17,2018-09-29,LGD-W-5084342,19.57,81.07,5.92,-0.87,51.48,43.86,43.09,7.245,5.24,-2.12,-3.019,-2.615,-29.65,137,N,19.46,LateStage
2024-01-28,2025-03-15,LGD-W-9615457,-15.29,-10.79,-12.99,20.21,56.25,32.12,32.65,11.931,41.77,-7.73,9.24,3.021,-31.78,160,N,55.77,LateStage
2019-05-19,2020-06-09,LGD-W-1772005,46.02,-26.43,12.47,15.47,9.75,25.73,30.09,2.938,13.89,17.11,-4.837,-2.354,23.65,33,N,61.68,Accelerating
2022-02-10,2023-12-13,LGD-W-2141220,-1.73,63.99,18.5,19.39,54.6,34.84,31.8,0.793,35.62,-14.39,2.567,2.338,-32.71,133,N,10.43,Stabilizing
2024-01-15,2024-11-29,LGD-W-6835292,43.8,45.6,-13.75,-5.52,92.26,2.9,43.47,3.235,49.74,26.28,10.766,5.367,8.15,148,N,4.38,LateStage
2023-01-15,2024-07-22,LGD-W-2704838,11.87,73.47,-8.43,8.7,40.83,32.38,18.35,12.581,51.31,18.15,8.393,4.358,15.68,98,N,80.26,AtRisk
2024-10-07,2025-10-26,LGD-W-5495521,12.41,52.01,22.67,-2.05,2.96,55.24,37.52,13.15,55.46,31.08,3.945,0.666,-27.48,155,N,42.27,LateStage
2021-07-07,2022-07-18,LGD-W-5643440,36.0,-8.8,17.09,11.11,43.93,16.14,18.71,2.756,11.31,18.02,8.891,0.734,-20.27,184,N,95.92,Emerging
2023-12-23,2025-02-12,LGD-W-2473700,30.32,6.6,9.33,-6.45,2.31,14.78,32.28,0.422,-0.32,17.13,11.246,2.447,-21.53,22,N,84.7,Emerging
2018-03-02,2019-04-13,LGD-W-3659159,40.81,43.0,-16.2,-6.52,66.45,19.15,4.7,14.076,-4.73,19.6,7.699,-0.802,-31.16,207,Y,21.12,EarlySignals
2018-05-02,2018-08-14,LGD-W-3985716,26.08,60.12,-14.52,-8.51,9.63,33.61,22.72,15.08,-4.43,6.01,1.772,-2.343,-13.62,126,N,13.9,AtRisk
2021-06-16,2023-03-03,LGD-W-5697810,14.68,53.07,-16.35,10.65,47.6,36.08,22.21,4.118,42.85,-10.25,4.681,0.696,16.18,146,Y,70.52,Stabilizing
2023-06-13,2024-01-19,LGD-W-7623441,46.99,-9.17,18.4,-9.12,61.19,17.9,4.06,8.058,3.87,16.47,-3.954,6.568,1.15,120,Y,62.67,EarlySignals
2019-04-09,2020-05-06,LGD-W-1576138,3.91,6.17,-3.64,19.66,27.49,37.18,15.74,6.537,11.11,23.57,2.161,4.77,17.8,130,N,47.66,Emerging
2019-05-25,2020-09-14,LGD-W-5673600,2.55,-23.9,-7.62,-6.09,93.6,20.19,14.02,14.066,47.32,30.54,5.957,2.441,15.39,50,N,82.44,AtRisk
2018-06-02,2019-04-03,LGD-W-2554823,22.55,-20.06,11.92,22.67,15.72,20.91,13.76,0.067,56.19,1.63,-3.397,1.532,4.06,5,Y,42.85,Emerging
2020-12-12,2021-09-25,LGD-W-2780255,37.24,42.45,-5.88,-10.96,42.46,5.23,34.31,5.062,45.18,34.8,-1.943,-1.861,-20.79,33,Y,32.79,LateStage
2018-11-25,2019-06-07,LGD-W-3120680,8.11,-21.01,-12.7,23.42,76.59,42.17,0.44,11.856,59.06,6.95,-1.891,3.457,-22.49,50,Y,87.97,Emerging
2020-06-27,2021-06-27,LGD-W-8847952,-10.33,28.0,25.62,0.55,86.79,34.24,3.46,11.256,46.52,7.11,7.064,-0.03,-29.13,86,Y,92.31,AtRisk
2020-11-29,2022-08-27,LGD-W-4194595,28.99,29.11,41.63,23.86,42.82,45.37,36.37,1.985,15.02,9.28,-2.004,5.171,14.55,88,N,61.71,LateStage
2021-07-26,2023-03-07,LGD-W-2913129,15.61,1.2,34.59,-2.7,24.22,45.98,25.86,4.663,4.15,15.3,5.021,1.165,24.57,42,N,89.21,Emerging
2020-11-29,2022-04-08,LGD-W-3098808,-23.96,0.56,30.02,9.96,11.52,46.59,12.01,7.344,-4.76,6.18,-4.294,5.944,-8.52,170,N,86.31,Accelerating
2019-02-12,2019-08-23,LGD-W-6733193,45.94,55.17,36.78,4.73,92.45,16.24,39.11,19.549,11.56,-0.28,-3.811,1.597,-22.01,124,Y,18.66,EarlySignals
2023-05-20,2023-09-27,LGD-W-2425675,22.52,-25.79,-15.38,-7.77,8.36,51.39,43.14,5.028,5.77,-11.63,9.802,-0.797,-6.02,58,Y,44.13,Accelerating
2019-11-09,2021-05-18,LGD-W-1760470,37.62,39.54,-17.58,-8.33,55.21,32.12,23.98,13.161,63.84,-11.15,8.281,-0.383,-25.67,82,Y,12.57,AtRisk
2021-01-26,2022-01-04,LGD-W-3749557,-21.96,16.76,-16.49,0.88,74.17,21.71,35.79,2.056,39.56,23.46,9.783,1.648,-7.0,105,N,1.0,Accelerating
2020-09-20,2021-12-02,LGD-W-7899072,53.49,42.5,27.47,-8.85,17.04,55.39,16.42,9.917,2.48,-11.24,-2.48,-2.537,-29.84,59,N,71.35,AtRisk
2024-02-02,2024-10-17,LGD-W-1091320,36.14,40.12,-9.74,22.43,84.43,37.37,35.07,0.531,61.67,31.96,10.582,6.587,0.72,146,N,6.37,AtRisk
2019-12-24,2021-12-19,LGD-W-6516845,-15.28,7.9,24.72,-8.11,48.37,11.65,26.88,9.554,8.15,28.34,4.194,4.873,25.02,54,N,30.25,Accelerating
2021-10-06,2022-06-29,LGD-W-5291716,-6.27,34.83,40.46,20.73,7.17,14.42,23.87,17.965,15.25,0.52,7.981,6.58,14.6,44,Y,81.47,LateStage
2020-09-22,2021-03-27,LGD-W-9176088,41.22,-18.16,7.21,20.92,54.99,54.15,40.13,15.662,47.41,1.92,0.502,0.237,22.91,28,N,94.88,EarlySignals
2023-02-27,2024-05-15,LGD-W-4515299,-8.57,22.98,-14.9,19.31,59.75,9.93,1.24,8.712,42.16,24.55,10.491,5.471,-0.66,50,N,74.22,Accelerating
2021-05-20,2022-11-05,LGD-W-1379591,36.65,19.35,7.3,-10.52,73.71,12.9,37.5,16.488,45.88,19.67,-3.586,4.799,-8.89,211,Y,36.22,Accelerating
2019-09-09,2019-12-30,LGD-W-7392560,-3.23,-8.41,38.73,9.64,17.49,36.47,43.21,10.438,26.31,16.69,7.512,6.464,28.03,64,Y,57.48,Emerging
2020-11-08,2021-10-18,LGD-W-6582522,54.26,-12.46,43.45,27.73,23.32,49.59,27.56,14.323,2.46,8.87,10.211,5.563,-27.04,208,N,24.15,LateStage
2018-10-12,2019-01-19,LGD-W-3731899,48.01,-7.33,11.44,-0.47,62.1,31.6,9.01,11.642,48.08,-0.93,1.052,-2.23,-7.89,5,Y,66.18,Accelerating
2019-04-28,2019-09-09,LGD-W-2832927,10.02,39.05,19.91,-11.13,1.56,39.99,24.33,18.224,27.0,7.84,-3.609,0.491,3.67,37,N,40.29,Stabilizing
2024-08-07,2025-01-05,LGD-W-7278784,21.48,-2.03,-7.23,-8.93,54.04,58.55,31.98,15.271,51.44,24.96,11.883,4.522,-2.56,186,Y,93.32,Emerging
2019-12-07,2021-06-08,LGD-W-7951086,40.95,37.95,17.42,-11.61,99.28,13.54,44.96,9.493,17.16,9.51,8.74,5.725,-14.94,29,N,68.35,AtRisk
2019-09-23,2020-03-26,LGD-W-5740415,0.74,-14.57,30.5,-4.17,32.37,52.48,1.26,8.289,23.82,-11.84,5.773,5.862,0.17,12,Y,93.86,Stabilizing
2023-06-25,2024-02-10,LGD-W-3725369,24.07,55.65,12.16,15.54,85.83,4.11,17.22,8.275,15.11,14.11,8.257,3.303,28.84,141,N,34.75,AtRisk
2022-03-25,2022-07-24,LGD-W-2060819,2.16,-29.43,7.45,13.37,98.67,5.45,25.16,5.768,15.83,2.69,-4.246,5.077,-18.65,5,Y,65.7,Emerging
2023-11-06,2024-04-12,LGD-W-2212629,32.58,36.63,0.03,23.29,99.5,18.47,44.03,9.941,36.8,10.79,8.125,-0.358,-10.73,152,N,19.67,Emerging
2021-09-17,2022-09-10,LGD-W-1165186,-4.93,26.7,2.68,3.42,19.97,32.28,16.94,19.757,10.31,12.02,-3.941,1.897,6.27,15,N,26.81,Stabilizing
2020-10-12,2022-02-17,LGD-W-5900347,-1.5,57.45,-0.11,-9.97,27.92,47.36,12.02,17.414,61.66,21.57,2.126,-1.347,-32.52,66,N,86.66,AtRisk
2023-11-18,2025-09-13,LGD-W-3524203,30.19,41.44,11.88,-8.81,76.59,13.34,17.82,11.205,57.18,34.95,6.666,3.343,-23.93,121,Y,11.16,AtRisk
2022-06-08,2023-07-30,LGD-W-4508300,-24.04,2.03,-16.66,3.47,41.72,58.6,18.88,16.314,35.9,31.67,-1.439,-1.631,21.16,2,Y,68.62,LateStage
2020-06-27,2021-09-04,LGD-W-3002864,4.33,66.07,-3.42,17.64,35.9,3.06,18.19,7.76,21.27,11.01,9.261,5.459,-17.24,162,Y,50.8,Stabilizing
2019-11-07,2021-10-23,LGD-W-4687191,-2.09,25.62,-14.29,22.23,47.87,40.42,12.12,9.508,6.18,-7.77,9.403,-2.739,-30.4,32,Y,5.86,Emerging
2022-03-16,2023-03-27,LGD-W-2640231,-9.6,64.37,15.18,-8.93,94.23,48.4,44.7,6.834,29.29,16.85,6.148,6.753,18.99,199,N,5.04,Emerging
2021-08-22,2022-01-10,LGD-W-9450655,-3.59,4.91,32.92,10.04,34.04,54.14,0.42,0.963,63.79,27.56,6.573,6.317,-15.27,133,N,39.4,AtRisk
2021-02-28,2021-06-03,LGD-W-6462600,22.68,13.05,4.47,13.05,43.41,2.61,40.05,19.027,33.62,15.95,-5.89,2.496,-8.96,98,Y,14.95,EarlySignals
2021-09-23,2023-05-05,LGD-W-6896866,24.09,45.21,41.9,12.95,8.12,5.96,17.92,16.881,5.39,-7.24,-1.904,4.853,-12.29,216,Y,88.33,Stabilizing
2024-05-03,2024-12-13,LGD-W-2359467,-1.68,-16.17,33.91,-10.73,88.2,2.65,40.55,2.985,62.85,7.28,2.051,0.039,-12.51,175,Y,73.61,Emerging
2020-08-11,2021-12-04,LGD-W-8528148,3.01,22.62,31.35,-1.44,81.71,11.57,24.84,0.637,17.4,20.24,1.69,-2.794,-2.88,121,N,16.5,Accelerating
2024-03-08,2024-11-13,LGD-W-9213065,18.46,62.16,24.37,19.83,3.2,44.13,0.28,16.218,15.88,-9.05,5.218,-2.189,-11.43,180,Y,41.39,Stabilizing
2021-06-06,2022-03-28,LGD-W-1727493,-24.14,20.96,32.65,-9.32,35.37,42.03,34.9,20.025,-3.43,-3.09,5.482,2.513,-8.62,204,N,88.47,EarlySignals
2021-03-15,2021-11-04,LGD-W-7144327,29.35,65.95,-8.06,15.48,88.0,15.43,13.24,17.103,56.58,-8.1,10.489,5.202,20.7,140,Y,57.54,Emerging
2024-09-19,2026-01-17,LGD-W-7653817,23.79,48.25,8.63,17.13,63.86,19.16,41.68,18.251,27.48,4.58,-2.936,1.214,10.37,158,Y,7.96,EarlySignals
2022-11-23,2024-05-26,LGD-W-6531369,-16.4,12.79,2.2,18.24,90.69,5.08,36.65,5.258,29.71,-14.05,0.345,3.277,11.51,26,Y,21.37,LateStage
2022-06-29,2022-10-05,LGD-W-5435365,25.96,-13.73,27.39,20.92,95.72,11.63,27.51,13.894,-0.78,24.68,4.321,-1.388,-28.12,12,Y,76.95,LateStage
2021-07-02,2021-10-11,LGD-W-9092735,35.27,-27.26,25.53,14.67,20.36,34.21,44.43,8.558,16.59,10.14,8.055,5.938,-10.82,92,Y,31.84,Stabilizing
2019-06-12,2021-02-08,LGD-W-5580661,2.97,43.92,21.26,4.45,65.84,49.36,33.21,1.791,35.1,25.2,-1.594,0.038,-15.18,35,Y,33.17,LateStage
2019-09-21,2020-06-20,LGD-W-8548655,53.39,7.56,34.8,24.84,62.76,24.99,6.54,18.071,31.26,12.76,8.827,0.227,20.42,201,N,30.28,EarlySignals
2022-08-04,2023-05-04,LGD-W-8265569,9.46,-20.67,-2.59,-3.46,80.67,37.48,11.79,18.301,64.26,18.73,2.07,1.387,34.89,74,Y,53.04,LateStage
2022-05-31,2024-04-15,LGD-W-8805157,-16.43,81.25,24.69,20.63,68.71,7.0,10.16,8.689,-3.93,30.59,11.951,-2.431,6.44,160,N,75.31,Emerging
2021-01-14,2022-01-12,LGD-W-2259078,18.56,-6.31,-8.5,6.86,41.31,6.07,30.4,17.919,62.02,-4.68,6.084,0.481,-22.9,154,Y,3.36,Emerging
2024-05-20,2025-05-15,LGD-W-8640027,3.25,35.12,3.87,4.27,65.17,55.62,27.17,4.463,7.08,-7.89,7.618,5.629,17.73,187,N,11.08,LateStage
2022-12-08,2024-10-16,LGD-W-2856362,-24.9,55.46,23.68,-4.46,23.63,4.74,21.28,7.972,-4.8,14.9,-5.448,3.943,30.94,200,Y,29.12,Emerging
2021-08-15,2021-12-31,LGD-W-4185731,38.67,-1.47,21.37,15.0,88.66,37.44,33.51,12.575,19.87,-7.85,5.051,5.814,-3.84,175,Y,14.76,LateStage
2021-04-06,2021-08-01,LGD-W-5286245,-22.58,77.23,1.45,2.96,22.82,59.48,8.66,2.895,32.87,14.0,10.984,0.431,-25.28,130,Y,37.97,EarlySignals
2021-04-08,2021-10-07,LGD-W-6762730,-20.69,71.43,-11.79,-9.55,45.99,9.51,22.73,6.134,27.2,8.87,-2.655,3.982,20.15,88,N,14.91,LateStage
2024-04-04,2024-07-10,LGD-W-7000273,49.75,74.25,35.84,24.15,52.02,36.5,16.46,2.263,-4.12,29.18,3.119,1.156,-30.66,5,N,8.42,Accelerating
2021-07-30,2022-02-04,LGD-W-8697756,26.63,40.96,1.6,-10.47,81.39,51.07,36.62,20.645,32.52,9.68,-0.962,0.579,-4.71,170,N,55.36,AtRisk
2018-09-25,2019-04-28,LGD-W-4402642,13.37,7.92,-2.14,7.59,27.23,49.21,39.19,2.593,47.53,25.46,-1.736,1.153,4.52,197,Y,4.75,LateStage
2021-07-05,2021-12-31,LGD-W-2028716,-8.55,67.61,34.65,0.78,75.83,13.19,32.76,7.681,1.91,-2.27,0.25,-0.503,-22.09,82,Y,54.41,Stabilizing
2018-04-06,2019-03-02,LGD-W-1782823,-18.39,56.44,34.61,-0.95,25.37,46.5,10.93,8.117,3.01,2.15,5.245,-1.776,12.62,90,N,23.35,Stabilizing
2023-02-07,2023-11-05,LGD-W-1921882,-0.61,80.73,-3.54,1.25,17.38,40.97,26.29,21.41,-3.22,-14.43,9.933,-1.998,-28.3,187,Y,50.77,Accelerating
2024-02-28,2025-11-27,LGD-W-2529029,3.03,-20.44,12.11,-3.94,35.85,14.68,21.33,18.965,3.68,31.89,-1.604,-1.25,16.45,158,Y,53.65,Stabilizing
2019-09-10,2021-02-24,LGD-W-7192668,-23.95,5.69,42.73,-10.75,3.84,17.43,3.26,5.95,56.01,20.26,4.45,5.363,16.98,151,Y,26.71,Stabilizing
2020-03-19,2021-09-10,LGD-W-3244283,46.62,77.55,4.09,-3.72,14.88,9.19,33.81,8.04,12.08,0.58,-5.932,6.257,-30.51,123,Y,49.04,Stabilizing
2023-12-16,2025-12-10,LGD-W-2825925,-16.08,22.87,-11.67,-9.58,0.02,0.54,8.85,21.301,39.55,32.08,-0.001,6.973,-17.09,67,Y,44.53,LateStage
2019-01-27,2020-04-15,LGD-W-2422759,-21.5,30.02,3.34,7.32,72.01,43.07,5.48,5.506,6.02,-9.25,-2.475,4.447,-33.71,138,Y,87.82,Emerging
2020-09-12,2021-10-29,LGD-W-3523000,24.07,70.9,37.12,0.53,71.36,36.09,36.42,14.55,55.2,25.11,-1.698,0.228,6.59,217,Y,50.85,AtRisk
2024-08-10,2025-10-31,LGD-W-5563735,32.19,26.79,-4.06,11.12,3.57,27.51,18.19,3.472,60.56,30.78,-3.869,4.082,-5.97,46,N,68.73,AtRisk
2018-07-12,2018-11-15,LGD-W-1928043,34.93,40.19,8.78,-11.61,29.06,7.77,21.54,17.655,60.43,8.76,8.309,4.876,3.82,131,Y,19.8,Emerging
2019-12-23,2021-11-20,LGD-W-9557305,-18.33,61.05,37.26,1.91,9.6,16.97,32.22,7.134,26.9,33.03,-0.571,-2.364,15.85,118,N,57.07,Stabilizing
2021-06-16,2023-04-30,LGD-W-5278034,9.48,69.09,-11.98,6.68,28.69,4.12,8.76,17.333,34.24,1.79,3.715,0.791,-23.67,218,N,68.12,LateStage
2020-10-30,2021-03-22,LGD-W-7960985,-23.0,27.94,35.74,6.29,87.54,3.9,22.8,12.403,47.01,-0.17,-4.655,3.977,5.6,15,Y,71.19,Accelerating
2020-12-18,2021-09-17,LGD-W-5332175,-22.59,24.7,-4.41,-6.36,82.72,33.55,26.56,0.151,26.87,15.57,2.944,2.15,22.17,139,Y,72.61,EarlySignals
2020-06-14,2021-09-27,LGD-W-3903534,-2.28,-13.64,32.11,21.38,32.51,18.78,27.96,16.246,64.24,-5.48,6.878,4.633,32.9,95,Y,96.5,Accelerating
2019-08-23,2020-04-06,LGD-W-5827884,-16.57,-28.92,43.02,27.77,56.01,52.08,14.99,20.829,43.04,11.68,-1.807,3.699,28.79,12,N,82.31,AtRisk
2023-04-03,2025-03-03,LGD-W-6565860,30.14,63.79,-9.01,-9.78,9.25,47.48,24.78,3.648,-4.27,28.56,4.66,1.343,-18.92,103,Y,6.17,EarlySignals
2019-08-19,2020-03-24,LGD-W-1787639,26.35,-10.53,15.13,14.66,26.68,9.65,1.92,4.948,31.0,-12.96,1.864,-2.648,1.86,183,N,18.2,LateStage
2019-11-22,2021-01-09,LGD-W-5310138,-12.01,72.15,-2.74,12.84,44.64,28.22,6.92,0.118,54.05,-7.4,2.854,-0.571,19.41,196,N,90.34,Accelerating
2019-09-05,2021-04-09,LGD-W-8527346,23.39,77.16,-15.08,4.3,60.72,43.74,43.05,5.836,4.02,-3.46,2.612,6.885,28.62,35,N,80.56,AtRisk
2019-07-20,2020-10-06,LGD-W-3846741,-8.38,-20.48,-9.22,4.13,25.61,54.92,36.52,10.034,6.17,16.22,4.487,3.581,-18.78,92,N,95.24,AtRisk
2022-01-31,2023-03-24,LGD-W-1546757,40.85,-7.1,10.44,13.07,91.57,22.25,29.82,3.988,61.44,32.58,7.838,5.177,-15.25,185,Y,84.42,Emerging
2019-05-26,2019-12-18,LGD-W-8976755,30.44,13.79,-1.97,-11.82,69.06,10.4,35.95,12.543,57.71,13.48,2.347,1.522,21.9,102,N,96.49,Accelerating
2018-12-31,2019-06-11,LGD-W-2020433,-7.9,-28.65,20.47,20.07,38.69,18.07,6.2,11.186,5.65,9.5,8.97,-2.416,-0.23,85,Y,89.75,LateStage
2018-07-12,2018-12-13,LGD-W-4277094,15.46,-5.03,38.41,-5.37,78.05,53.5,21.1,21.25,25.72,21.76,-5.214,1.318,-21.1,124,Y,98.56,Emerging
2022-11-21,2023-06-10,LGD-W-3083324,43.33,68.71,41.56,-2.41,87.89,22.05,0.54,1.255,8.36,-7.8,-5.645,1.051,-23.37,178,N,85.14,Stabilizing
2024-04-17,2025-04-11,LGD-W-7072904,-20.19,-26.15,40.66,26.68,52.31,26.23,19.58,20.059,28.64,24.97,-0.748,4.726,11.07,108,N,1.97,EarlySignals
