food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_usd,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2011,NBH0000001616,22.11,8.5649,1,825,386,RURAL_LOW_ACCESS,3.55,179.34,22.9401,4.9871,97.65,117,98.33,12.36,14.28,0,21.93,52.25
2016,NBH0000001617,18.395,10.9627,0,1753,426,NO_DESERT,70.37,161.24,22.3085,22.5108,78.62,421,94.28,32.84,9.18,0,91.33,27.19
2012,NBH0000001618,0.109,6.3818,0,2803,306,NO_DESERT,48.03,180.82,10.832,13.0262,53.63,121,12.47,41.61,14.54,0,32.24,85.89
2016,NBH0000001619,23.65,1.1114,1,2960,676,NO_DESERT,30.17,164.42,25.7597,10.2346,90.01,349,21.84,29.51,35.46,0,16.87,77.85
2013,NBH0000001620,14.074,3.6853,1,4232,232,URBAN_LOW_ACCESS,43.29,178.04,11.6499,8.1536,66.77,248,15.59,23.06,3.29,0,44.63,1.55
2020,NBH0000001621,8.103,4.1394,1,1960,336,NO_DESERT,60.59,125.55,20.1837,2.3358,66.43,436,3.63,68.67,8.55,1,13.95,92.62
2009,NBH0000001622,4.953,3.1275,1,4487,1706,URBAN_LOW_ACCESS,56.23,49.2,4.2999,23.2086,2.83,305,27.64,29.69,0.08,0,73.17,7.0
2021,NBH0000001623,20.314,5.1172,0,1202,1089,LOW_INCOME_LOW_ACCESS,77.13,229.99,19.7463,15.7028,1.64,349,1.49,1.75,18.28,0,37.21,4.49
2020,NBH0000001624,3.61,1.8553,0,2183,1736,LOW_INCOME_LOW_ACCESS,2.53,287.23,24.225,23.9157,36.08,313,3.52,52.41,10.17,0,29.02,36.28
2019,NBH0000001625,1.587,2.1817,0,3678,743,LOW_INCOME_LOW_ACCESS,2.42,260.25,12.4277,18.9822,24.82,118,29.61,96.1,39.7,0,88.44,58.65
2017,NBH0000001626,23.719,7.6432,0,1395,1145,LOW_ACCESS,56.28,52.27,26.5817,18.8974,73.81,339,12.05,7.67,42.67,1,59.52,76.21
2011,NBH0000001627,21.971,10.1589,0,2957,221,LOW_ACCESS,87.09,335.14,20.5117,23.3356,46.68,291,33.59,80.97,26.22,1,35.52,7.84
2015,NBH0000001628,21.556,11.9394,0,3301,248,NO_DESERT,84.14,313.39,24.2609,8.3052,40.04,71,76.02,84.17,20.77,0,85.21,28.65
2024,NBH0000001629,21.11,2.4459,0,299,930,LOW_ACCESS,67.89,64.82,28.2551,0.9345,17.58,431,54.42,91.41,40.31,0,57.52,66.56
2017,NBH0000001630,0.797,0.3486,1,290,1557,URBAN_LOW_ACCESS,61.15,52.24,20.7998,18.5567,76.6,143,39.46,30.02,37.24,1,68.1,53.25
2011,NBH0000001631,18.293,6.3756,0,1947,320,LOW_INCOME_LOW_ACCESS,60.64,19.48,26.4399,13.8877,48.71,223,42.18,83.03,9.12,0,50.03,79.53
2011,NBH0000001632,12.284,9.5709,0,2693,331,LOW_ACCESS,46.67,269.18,26.0604,7.1483,87.38,422,28.18,71.58,11.48,0,50.82,55.63
2019,NBH0000001633,16.937,6.9143,1,1279,1088,NO_DESERT,99.75,222.91,7.9621,0.53,96.13,17,88.21,99.88,9.59,0,50.92,16.57
2008,NBH0000001634,2.227,11.1844,0,4287,494,NO_DESERT,91.92,266.36,24.0208,7.484,42.33,196,68.27,8.94,42.96,0,51.51,87.88
2020,NBH0000001635,14.433,0.5268,1,3212,579,NO_DESERT,97.88,113.47,15.3184,8.4063,11.59,233,33.73,66.81,33.98,0,17.12,60.82
2024,NBH0000001636,2.992,5.2329,1,2834,529,NO_DESERT,65.29,308.44,27.6021,22.1998,45.5,426,5.38,3.02,2.0,1,0.77,18.14
2010,NBH0000001637,1.742,4.5863,1,1002,1440,LOW_INCOME_LOW_ACCESS,44.14,241.86,13.2859,11.3642,12.41,135,84.84,3.77,17.44,0,25.22,16.01
2020,NBH0000001638,20.554,2.5188,0,1909,767,NO_DESERT,44.1,328.01,6.1565,16.045,51.82,162,84.97,86.36,22.53,1,22.77,82.41
2016,NBH0000001639,1.562,9.2649,0,3113,62,NO_DESERT,80.35,30.19,28.3008,17.6371,62.98,475,43.14,65.63,20.03,0,79.1,53.17
2024,NBH0000001640,7.212,6.9431,1,1541,1527,RURAL_LOW_ACCESS,48.37,175.41,29.879,9.4329,74.5,425,72.03,44.55,13.79,0,48.75,71.2
2022,NBH0000001641,23.012,3.3752,0,4190,333,NO_DESERT,66.39,284.17,22.649,16.5508,51.1,236,67.45,61.21,37.98,1,26.63,58.92
2011,NBH0000001642,19.209,3.592,0,4199,721,URBAN_LOW_ACCESS,57.59,22.97,10.4401,22.5945,38.88,442,23.26,11.5,37.4,0,94.05,72.43
2010,NBH0000001643,5.487,3.4151,1,3405,1310,NO_DESERT,46.16,273.96,3.5973,21.0725,20.65,390,81.23,73.27,11.5,0,25.58,24.76
2022,NBH0000001644,23.202,9.7269,1,1580,1588,RURAL_LOW_ACCESS,7.82,153.89,24.6385,24.1331,41.78,184,61.76,71.92,0.76,1,92.71,97.3
2018,NBH0000001645,9.11,5.3444,0,4305,7,NO_DESERT,38.13,96.14,8.9791,20.9538,86.35,45,79.05,88.36,36.01,0,80.6,43.87
2013,NBH0000001646,11.543,7.1718,1,3359,1658,NO_DESERT,17.83,118.36,9.4748,15.8898,80.15,21,34.05,7.12,14.42,0,61.67,87.72
2021,NBH0000001647,24.683,1.2191,1,2642,1394,NO_DESERT,64.73,321.01,22.1122,7.8024,54.8,214,50.42,14.97,27.03,1,17.44,44.4
2013,NBH0000001648,22.058,10.7687,1,4174,697,RURAL_LOW_ACCESS,16.39,56.89,4.331,10.0771,87.57,137,73.58,23.06,9.78,1,49.16,62.66
2009,NBH0000001649,14.913,9.1339,1,107,957,RURAL_LOW_ACCESS,64.39,336.07,4.2228,4.7804,89.29,438,52.38,97.63,21.19,0,70.35,14.57
2025,NBH0000001650,7.782,0.0295,1,3135,1520,LOW_INCOME_LOW_ACCESS,37.38,39.66,17.8311,15.0017,10.7,397,44.62,61.1,27.55,0,85.55,13.9
2025,NBH0000001651,1.311,2.3527,0,2537,884,NO_DESERT,94.3,197.54,22.0218,21.9873,10.76,238,64.04,24.76,2.28,1,96.15,33.19
2021,NBH0000001652,3.572,4.1332,1,2070,1747,LOW_ACCESS,12.16,289.99,8.7347,20.8381,50.99,32,37.53,51.3,5.98,0,13.31,54.9
2013,NBH0000001653,15.22,6.5704,1,3669,1585,NO_DESERT,91.25,343.91,22.7442,3.4461,42.58,205,68.75,97.47,0.18,0,24.51,15.9
2025,NBH0000001654,6.51,8.9979,0,610,505,URBAN_LOW_ACCESS,65.96,162.19,26.0129,10.5626,69.08,152,88.3,79.47,15.91,1,11.97,40.78
2024,NBH0000001655,10.548,2.686,0,4494,619,NO_DESERT,72.56,220.7,22.4015,20.2196,61.34,248,72.77,7.43,34.46,0,31.33,86.97
2017,NBH0000001656,4.439,3.7051,0,170,1294,RURAL_LOW_ACCESS,83.17,122.58,2.853,20.7864,9.74,203,51.86,45.87,7.85,0,21.09,0.12
2016,NBH0000001657,22.509,4.1327,0,3960,916,NO_DESERT,92.43,61.24,14.2635,3.7154,90.2,336,52.08,74.44,26.76,0,94.76,20.07
2009,NBH0000001658,20.811,10.6771,0,3303,1598,NO_DESERT,66.98,207.22,8.0875,20.533,95.88,230,84.18,81.92,36.41,0,72.85,49.7
2023,NBH0000001659,10.618,4.8541,0,1690,901,LOW_INCOME_LOW_ACCESS,82.73,243.16,25.294,3.7399,94.61,65,15.17,32.86,39.09,1,5.2,3.74
2023,NBH0000001660,13.729,4.7847,0,558,1294,LOW_INCOME_LOW_ACCESS,95.81,272.54,13.4664,9.1408,16.75,420,9.39,35.83,0.03,1,35.41,20.27
2024,NBH0000001661,21.725,8.6326,1,2527,723,NO_DESERT,38.57,40.82,9.7672,15.9784,25.39,17,73.38,51.51,31.27,0,81.17,53.03
2019,NBH0000001662,0.545,5.4939,1,3556,736,RURAL_LOW_ACCESS,78.5,135.72,9.9609,17.3902,40.24,329,19.02,80.74,17.59,0,52.36,32.89
2010,NBH0000001663,24.771,6.4479,1,2993,1638,NO_DESERT,11.99,197.97,5.3495,8.5033,95.89,152,10.11,87.53,38.32,0,45.06,36.17
2014,NBH0000001664,23.98,10.9722,1,3286,113,NO_DESERT,24.48,41.84,10.8915,4.7885,56.02,51,79.24,69.65,33.5,1,56.78,46.27
2008,NBH0000001665,15.407,5.0168,0,4467,1697,NO_DESERT,33.95,41.8,14.9887,5.5779,57.97,444,15.85,62.9,38.64,1,42.77,87.98
2017,NBH0000001666,16.884,6.1008,1,536,772,LOW_ACCESS,29.52,209.48,19.2391,8.1267,50.75,275,33.89,9.2,31.13,1,68.65,58.96
2014,NBH0000001667,5.513,6.5297,1,2746,1445,URBAN_LOW_ACCESS,80.11,314.43,4.0658,4.2967,13.32,417,46.17,33.82,10.14,1,53.33,74.8
2011,NBH0000001668,13.541,7.3611,1,2005,1552,LOW_ACCESS,5.31,124.9,1.2167,8.1879,61.05,185,52.11,70.66,17.22,0,86.68,13.67
2009,NBH0000001669,22.758,1.0904,1,660,1745,URBAN_LOW_ACCESS,17.05,256.82,21.6171,8.25,29.6,29,97.77,7.9,22.98,0,88.13,86.15
2021,NBH0000001670,19.189,0.6805,0,817,126,NO_DESERT,49.41,160.35,3.8582,18.4019,71.54,407,91.09,29.33,15.48,0,89.09,3.95
2009,NBH0000001671,11.985,1.0958,0,1832,780,URBAN_LOW_ACCESS,6.77,177.52,3.8074,0.2043,9.17,227,30.55,31.38,15.21,0,20.69,1.65
2012,NBH0000001672,15.194,1.5417,0,1940,1397,LOW_INCOME_LOW_ACCESS,27.86,251.52,28.2889,23.4509,77.89,48,59.12,83.1,5.93,1,11.24,63.97
2021,NBH0000001673,2.791,2.4757,1,3042,0,LOW_INCOME_LOW_ACCESS,28.61,173.43,3.4401,22.2886,35.22,444,51.27,34.01,30.36,1,36.6,65.78
2025,NBH0000001674,1.164,4.2315,1,1438,1787,LOW_ACCESS,88.53,125.47,27.0026,10.0242,59.7,316,87.27,78.19,15.72,1,40.45,31.68
2024,NBH0000001675,0.632,8.3793,0,1959,615,RURAL_LOW_ACCESS,60.22,306.59,28.367,13.8202,41.84,232,75.69,63.01,11.02,1,84.66,80.79
2014,NBH0000001676,18.227,5.9971,1,120,1633,LOW_ACCESS,33.52,41.58,20.0394,22.834,58.33,212,72.0,73.06,18.54,1,33.15,63.72
2011,NBH0000001677,15.496,0.6851,0,4268,1280,NO_DESERT,50.07,169.54,17.0764,1.5448,82.1,426,88.68,39.02,33.56,0,60.02,18.18
2017,NBH0000001678,19.405,5.603,0,236,1612,NO_DESERT,46.21,235.54,9.7088,19.9854,36.42,429,7.23,24.77,31.5,0,77.72,44.27
2021,NBH0000001679,5.6,2.0723,0,4154,736,RURAL_LOW_ACCESS,68.1,16.53,26.0332,16.0974,73.18,250,18.84,31.28,10.69,0,68.89,86.91
2020,NBH0000001680,16.677,9.5574,1,3259,1062,NO_DESERT,37.89,195.78,10.1195,4.0249,47.53,483,95.18,98.9,21.57,1,76.5,31.92
2018,NBH0000001681,19.476,9.9632,1,3219,1675,URBAN_LOW_ACCESS,21.75,281.87,27.4873,13.3869,89.4,312,90.01,86.62,16.99,0,1.08,67.71
2024,NBH0000001682,4.643,9.3045,1,516,160,LOW_ACCESS,6.99,25.0,26.7011,14.63,38.56,90,13.47,65.29,17.94,0,9.7,28.43
2021,NBH0000001683,7.069,5.3539,0,850,1548,RURAL_LOW_ACCESS,6.43,234.27,2.9856,7.961,64.98,46,9.76,67.46,9.17,0,16.38,40.29
2022,NBH0000001684,16.973,5.4575,0,2783,584,NO_DESERT,55.55,154.35,7.4542,7.288,3.79,387,11.31,38.7,27.37,0,6.4,81.18
2019,NBH0000001685,22.247,10.8554,0,768,50,RURAL_LOW_ACCESS,9.72,173.34,14.7206,18.9548,87.44,267,53.26,22.14,4.5,0,44.41,24.1
2009,NBH0000001686,10.124,8.0571,0,2100,929,LOW_ACCESS,4.14,66.16,21.2147,4.0992,88.71,246,17.0,21.73,13.81,1,20.7,92.34
2011,NBH0000001687,22.069,6.3618,0,1370,1729,RURAL_LOW_ACCESS,56.8,241.12,5.1687,10.8211,67.26,442,61.87,61.35,7.71,0,61.04,21.88
2017,NBH0000001688,14.621,5.0962,1,2009,754,URBAN_LOW_ACCESS,95.62,196.27,29.3835,12.0456,64.02,468,56.76,41.21,41.26,0,59.96,81.91
2022,NBH0000001689,12.316,3.7453,1,2875,1152,NO_DESERT,55.0,196.49,22.5201,7.3751,96.76,428,35.55,38.77,34.79,0,10.73,23.51
2022,NBH0000001690,5.058,9.3771,1,509,128,LOW_ACCESS,75.73,157.77,12.8731,13.2156,9.96,191,1.18,89.8,23.76,0,21.72,79.59
2023,NBH0000001691,24.035,11.4486,0,3200,1495,NO_DESERT,43.62,259.36,26.886,17.0234,79.75,276,54.22,53.22,4.06,0,92.01,42.92
2018,NBH0000001692,24.022,3.9176,0,3899,911,RURAL_LOW_ACCESS,89.77,149.29,5.382,6.5152,5.05,138,29.66,0.76,13.32,0,34.54,31.81
2019,NBH0000001693,12.365,8.2091,0,3232,736,LOW_INCOME_LOW_ACCESS,25.05,291.82,29.6863,2.0114,83.26,273,46.28,7.05,21.4,0,85.42,40.9
2020,NBH0000001694,8.481,5.0473,0,3796,1398,URBAN_LOW_ACCESS,43.68,289.56,19.8974,19.1475,5.39,229,67.28,88.91,15.07,0,50.51,3.71
2016,NBH0000001695,3.763,6.4396,1,534,1790,NO_DESERT,48.25,57.88,29.5023,11.5432,93.64,154,54.14,82.02,8.68,0,54.35,50.49
2017,NBH0000001696,22.685,5.5816,0,2802,294,NO_DESERT,92.73,349.96,23.2131,8.2701,55.05,395,17.12,3.54,15.28,0,9.17,95.23
2008,NBH0000001697,17.959,11.5869,1,3736,1040,NO_DESERT,95.88,99.25,28.5062,15.657,7.53,263,18.16,12.2,32.14,1,74.08,14.5
2020,NBH0000001698,1.241,10.5669,0,1075,548,LOW_ACCESS,16.11,334.3,15.7055,11.8564,35.52,30,25.45,12.35,25.27,1,60.01,36.23
2017,NBH0000001699,15.426,0.51,0,1041,1464,URBAN_LOW_ACCESS,66.36,191.29,28.3411,13.8814,87.35,148,29.94,43.35,44.9,1,67.79,57.44
2023,NBH0000001700,17.251,5.4042,0,33,1077,LOW_INCOME_LOW_ACCESS,39.47,92.76,22.9028,20.2791,85.66,201,0.52,85.35,14.96,0,50.25,16.32
2016,NBH0000001701,23.943,11.0081,1,2571,1420,NO_DESERT,97.07,117.52,2.462,24.1787,97.4,16,55.66,74.21,13.32,0,70.51,95.74
2022,NBH0000001702,14.452,7.1744,0,445,1290,RURAL_LOW_ACCESS,1.44,246.54,2.9492,19.476,20.4,103,17.41,63.85,26.11,0,16.22,58.57
2009,NBH0000001703,21.301,10.9842,1,2159,1642,LOW_ACCESS,53.99,297.46,11.465,20.4154,84.9,481,40.98,62.12,3.29,0,75.94,68.83
2022,NBH0000001704,15.651,0.8803,1,1069,102,LOW_ACCESS,17.78,189.32,23.738,1.1378,38.12,383,64.22,20.24,2.32,0,56.04,17.62
2014,NBH0000001705,23.812,2.6718,1,703,660,NO_DESERT,25.85,133.96,23.3326,23.2258,24.46,230,41.89,65.91,35.09,1,64.84,75.67
2008,NBH0000001706,6.322,10.4378,0,1056,698,RURAL_LOW_ACCESS,89.41,341.71,23.6946,17.5836,81.34,91,64.51,8.24,13.21,1,59.26,27.63
2009,NBH0000001707,3.488,0.5158,0,1141,1412,LOW_ACCESS,22.78,206.99,8.3943,16.8824,30.43,161,89.18,81.69,3.99,1,92.56,59.25
2021,NBH0000001708,23.458,1.8784,0,400,348,RURAL_LOW_ACCESS,74.91,32.33,15.4454,16.1265,27.37,491,89.59,71.16,30.19,0,48.36,97.67
2014,NBH0000001709,8.544,7.3476,1,1181,1729,RURAL_LOW_ACCESS,46.87,236.96,14.1505,6.8496,28.12,438,48.06,97.83,23.08,1,86.98,72.42
2019,NBH0000001710,21.909,3.446,0,2144,542,RURAL_LOW_ACCESS,4.61,116.01,11.0195,2.2045,76.4,483,73.8,82.32,31.07,0,87.66,82.47
2025,NBH0000001711,2.6,3.9276,0,2999,1481,RURAL_LOW_ACCESS,6.06,243.9,23.8077,14.7845,74.26,324,30.03,38.56,28.99,0,46.28,85.43
2024,NBH0000001712,11.041,9.9264,0,288,1289,NO_DESERT,20.15,16.06,1.2913,14.741,95.23,130,72.36,15.06,44.19,0,63.32,62.37
2021,NBH0000001713,9.924,11.8784,1,1572,797,NO_DESERT,98.24,231.64,17.3995,19.1265,21.71,401,43.23,25.06,42.32,0,53.78,62.63
2016,NBH0000001714,13.803,11.6256,1,4214,189,LOW_ACCESS,5.02,166.06,6.6674,10.7081,85.81,212,56.98,60.76,10.36,1,88.16,98.47
2020,NBH0000001715,22.073,6.6957,1,807,498,NO_DESERT,13.68,312.56,12.4617,0.2003,61.52,341,84.05,38.85,21.88,0,82.73,28.99
2018,NBH0000001716,23.862,4.9779,0,3332,1345,LOW_INCOME_LOW_ACCESS,81.85,69.57,8.4806,13.4449,77.02,203,39.71,35.23,19.0,1,64.39,26.53
2008,NBH0000001717,2.555,5.5782,0,4204,20,LOW_ACCESS,96.51,214.14,16.102,15.1429,23.26,473,68.91,18.56,6.24,1,34.73,44.81
2008,NBH0000001718,19.865,1.6938,0,856,1792,LOW_ACCESS,56.49,191.94,2.4176,23.9589,59.21,425,18.61,90.3,41.85,1,21.83,31.19
2014,NBH0000001719,7.327,10.4445,1,2380,1223,NO_DESERT,4.3,199.15,9.7114,19.1642,80.28,114,19.85,3.97,1.92,1,79.16,21.27
2011,NBH0000001720,18.218,10.5551,0,3275,717,RURAL_LOW_ACCESS,2.56,195.63,11.1068,15.1555,69.76,439,4.16,64.24,5.1,1,91.62,29.03
2023,NBH0000001721,19.411,6.8517,1,4343,688,NO_DESERT,1.49,311.59,8.8455,1.3527,84.28,364,25.03,0.11,8.78,0,89.43,31.4
2010,NBH0000001722,1.454,4.5913,0,119,868,RURAL_LOW_ACCESS,79.36,214.11,4.6935,6.5259,75.44,271,36.42,99.54,11.97,0,3.4,62.15
2025,NBH0000001723,8.229,5.0699,0,2247,1281,NO_DESERT,8.03,72.01,13.3027,10.653,6.02,111,36.73,91.3,43.35,0,38.5,57.65
2010,NBH0000001724,8.93,7.3091,0,2841,1543,URBAN_LOW_ACCESS,3.3,188.28,24.6985,24.0063,59.16,307,56.08,68.75,7.52,0,29.64,51.69
2013,NBH0000001725,10.527,4.3709,1,3728,23,LOW_INCOME_LOW_ACCESS,91.9,230.78,7.3232,11.9918,94.2,364,35.74,24.85,6.18,0,89.06,15.66
2019,NBH0000001726,11.867,9.867,1,780,839,NO_DESERT,15.08,169.39,13.3041,9.319,51.61,440,51.33,62.33,19.92,1,24.53,67.61
2014,NBH0000001727,0.724,1.3128,1,4406,1437,LOW_ACCESS,91.65,38.16,28.2739,21.2428,63.77,135,67.86,82.4,17.23,1,39.85,38.73
2012,NBH0000001728,9.952,3.5657,0,1664,925,LOW_ACCESS,65.86,343.23,11.9187,0.5559,67.22,143,53.75,8.86,39.03,1,93.27,64.07
2010,NBH0000001729,1.245,4.0387,0,1557,251,NO_DESERT,93.74,55.2,1.0331,8.8701,63.39,392,21.23,27.7,19.93,1,32.61,90.47
2016,NBH0000001730,22.598,10.3378,1,1276,106,NO_DESERT,68.84,237.24,4.1553,13.513,27.25,411,99.72,8.09,30.52,1,57.98,22.81
2020,NBH0000001731,18.636,3.7062,1,2947,1179,URBAN_LOW_ACCESS,32.21,206.64,27.2254,2.1988,38.47,332,90.51,2.41,23.72,1,12.61,57.7
2021,NBH0000001732,18.927,5.1508,0,101,243,LOW_INCOME_LOW_ACCESS,10.78,112.32,0.908,21.7921,51.02,238,42.84,67.31,2.51,0,99.85,75.14
2013,NBH0000001733,17.776,11.2764,0,1279,1760,NO_DESERT,68.41,321.21,0.8037,22.2126,36.59,437,13.05,18.16,25.22,0,54.35,7.3
2018,NBH0000001734,8.078,10.4258,0,1185,828,NO_DESERT,23.2,322.54,3.8748,2.8611,16.61,142,24.29,61.69,8.4,0,95.01,22.63
2021,NBH0000001735,8.655,9.2246,0,603,1297,NO_DESERT,23.69,64.18,5.6273,24.0067,70.38,98,7.9,46.6,0.17,0,36.94,74.28
2011,NBH0000001736,1.756,10.1938,0,2504,755,URBAN_LOW_ACCESS,90.86,74.19,21.448,21.1195,35.84,450,34.42,16.22,44.23,1,92.99,6.64
2019,NBH0000001737,17.822,6.7514,0,195,1763,LOW_INCOME_LOW_ACCESS,41.27,104.71,27.5662,3.8372,46.83,39,93.57,0.52,8.47,1,87.35,59.84
2022,NBH0000001738,15.104,11.0088,0,183,1790,NO_DESERT,41.41,177.46,19.9617,20.1469,34.22,303,93.76,57.34,27.98,1,9.9,36.94
2011,NBH0000001739,22.052,0.0388,0,662,642,NO_DESERT,68.49,23.71,20.3006,22.2595,92.07,104,76.99,12.33,33.59,0,55.07,99.9
2025,NBH0000001740,14.194,9.0425,1,659,1444,NO_DESERT,0.95,296.9,22.3465,6.1514,93.76,232,67.94,9.81,30.53,1,4.65,0.43
2021,NBH0000001741,6.729,6.3929,0,2055,196,LOW_INCOME_LOW_ACCESS,27.06,242.37,0.7251,21.5743,67.33,499,61.85,31.27,9.47,0,11.9,67.98
2015,NBH0000001742,17.243,1.1995,0,3371,151,URBAN_LOW_ACCESS,35.85,32.7,19.0503,5.402,2.95,445,83.83,19.89,12.7,1,43.77,54.42
2014,NBH0000001743,23.476,9.3235,1,3675,117,NO_DESERT,15.4,114.55,14.2797,19.6301,52.13,279,98.86,33.91,16.35,0,32.93,40.14
2025,NBH0000001744,3.045,2.1931,1,457,1015,NO_DESERT,77.41,224.92,29.8133,9.3225,89.25,491,22.21,56.05,12.23,0,54.77,97.25
2017,NBH0000001745,24.175,2.6592,1,812,968,URBAN_LOW_ACCESS,71.21,264.78,26.68,4.3654,85.72,152,23.27,71.88,11.81,0,72.76,74.6
2017,NBH0000001746,2.855,4.3378,0,294,725,NO_DESERT,17.17,48.2,9.0829,21.1665,38.97,413,41.32,97.66,39.06,0,76.27,70.74
2013,NBH0000001747,11.243,4.3332,0,4025,1580,LOW_ACCESS,94.81,47.69,6.4232,7.9951,30.06,398,41.39,19.71,37.46,0,64.93,88.09
2009,NBH0000001748,19.977,11.931,1,3161,1179,URBAN_LOW_ACCESS,68.91,200.39,22.5252,13.3901,37.48,47,47.15,22.15,44.29,0,57.95,14.96
2020,NBH0000001749,0.381,6.2293,0,2511,983,URBAN_LOW_ACCESS,0.07,158.71,14.5409,12.3159,96.45,228,34.39,72.53,21.71,1,94.64,4.29
2018,NBH0000001750,5.615,5.4874,0,2388,1709,LOW_ACCESS,35.24,313.7,2.3047,12.0362,87.1,23,72.83,39.59,17.68,0,32.0,41.99
2020,NBH0000001751,7.667,0.1201,0,1439,685,LOW_INCOME_LOW_ACCESS,1.37,332.63,9.3125,20.4417,66.63,169,70.88,97.27,40.42,1,76.14,41.74
2008,NBH0000001752,1.182,6.9453,1,278,599,NO_DESERT,81.69,17.99,19.8089,4.2239,51.25,450,63.45,51.88,24.85,0,61.4,16.16
2009,NBH0000001753,0.884,4.4468,1,3752,698,LOW_ACCESS,67.31,130.92,25.2414,21.8934,80.39,251,62.63,24.98,3.25,0,54.1,8.74
2010,NBH0000001754,1.409,0.2569,0,2731,1197,NO_DESERT,52.58,76.49,27.5422,16.4383,77.26,396,39.64,13.95,28.89,0,59.59,33.37
2024,NBH0000001755,8.978,4.4824,0,2060,1344,RURAL_LOW_ACCESS,60.08,90.66,16.0645,23.4282,80.79,498,38.24,85.18,3.41,0,65.44,3.11
2020,NBH0000001756,21.447,0.3541,0,3790,864,NO_DESERT,2.15,104.64,15.947,13.1745,11.06,422,7.33,89.81,22.93,0,27.33,20.13
2013,NBH0000001757,12.413,5.7014,1,3788,305,NO_DESERT,50.75,175.55,21.7978,18.8018,59.85,394,58.19,45.05,44.68,1,4.15,71.37
2011,NBH0000001758,7.654,7.7816,0,1826,459,NO_DESERT,48.21,37.08,27.3496,3.3153,75.48,256,34.64,63.52,18.05,0,78.69,62.27
2023,NBH0000001759,14.215,8.5998,1,1933,1724,RURAL_LOW_ACCESS,88.48,92.6,10.2911,16.5466,0.57,139,65.8,69.77,42.47,1,31.09,40.81
2022,NBH0000001760,13.906,6.4589,0,2390,512,RURAL_LOW_ACCESS,29.07,294.59,12.1876,12.2355,11.95,70,71.67,87.82,20.89,0,89.37,14.58
2011,NBH0000001761,2.977,8.7232,0,162,125,URBAN_LOW_ACCESS,82.6,39.37,18.4568,7.0956,87.72,194,68.04,2.28,22.04,1,84.65,84.39
2024,NBH0000001762,24.127,10.0241,0,112,1562,URBAN_LOW_ACCESS,54.56,186.35,7.3053,0.8768,43.25,425,86.85,22.28,39.84,0,99.02,76.53
2019,NBH0000001763,8.664,4.365,0,1196,1120,NO_DESERT,17.37,244.24,12.3502,10.5482,87.0,135,36.67,28.33,25.73,1,38.16,33.34
2015,NBH0000001764,10.774,9.4906,0,891,262,NO_DESERT,42.25,321.98,16.5855,18.632,98.9,458,36.91,61.9,9.4,1,6.96,60.97
2011,NBH0000001765,6.477,6.1079,0,665,1116,LOW_ACCESS,54.25,324.05,12.0599,12.7378,55.13,213,22.57,46.49,25.65,0,56.51,51.23
2017,NBH0000001766,18.256,7.5086,0,2015,1426,URBAN_LOW_ACCESS,39.74,114.09,8.3672,22.2463,77.57,329,0.49,83.24,17.22,1,78.99,62.05
2010,NBH0000001767,6.359,3.1125,1,1937,844,RURAL_LOW_ACCESS,17.8,70.43,24.1743,16.2611,57.05,428,16.98,3.13,6.51,0,99.84,1.7
2012,NBH0000001768,24.28,9.542,1,1116,613,LOW_ACCESS,57.34,175.72,8.4939,8.5717,75.14,488,96.75,9.24,14.07,1,95.61,73.08
2015,NBH0000001769,24.836,5.9633,0,626,1035,LOW_ACCESS,29.19,135.96,15.116,12.3008,97.4,402,35.24,33.07,39.81,0,56.5,37.66
2014,NBH0000001770,12.712,10.5897,1,1150,1785,RURAL_LOW_ACCESS,65.04,255.36,19.8815,17.7688,52.0,386,98.51,77.72,22.76,0,34.25,53.35
2020,NBH0000001771,10.622,4.1958,0,640,166,NO_DESERT,97.68,288.76,11.5795,24.9225,68.2,348,78.2,92.49,22.83,0,30.01,4.0
2017,NBH0000001772,12.114,11.8595,1,2914,1427,URBAN_LOW_ACCESS,84.39,329.13,7.2835,2.8866,53.22,165,26.19,98.19,6.51,0,57.83,4.63
2011,NBH0000001773,22.663,10.462,0,1,1240,URBAN_LOW_ACCESS,63.24,300.84,29.0466,18.7368,3.89,338,46.23,13.76,38.99,0,2.53,49.77
2015,NBH0000001774,1.968,1.8658,0,1180,1626,URBAN_LOW_ACCESS,77.27,156.8,22.9004,20.1847,86.98,287,28.26,72.67,6.51,0,22.61,84.01
2009,NBH0000001775,3.715,9.7268,0,1402,1374,LOW_ACCESS,18.82,238.06,21.4396,19.4362,19.23,115,46.17,97.38,30.61,0,3.03,35.29
2015,NBH0000001776,12.301,8.5319,1,390,1420,LOW_ACCESS,76.89,327.86,16.7383,5.5061,82.57,319,93.08,9.58,40.58,0,43.51,7.04
