tech_platforms_reference_year,tech_platforms_platform_id_hash,tech_platforms_platform_type_code,tech_platforms_vlop_vlose_flag,tech_platforms_member_state_digital_coordinator_iso2,tech_platforms_dsa_risk_assessment_submitted_flag,tech_platforms_content_moderation_actions_count,tech_platforms_notice_and_action_processing_time_hours_median,tech_platforms_illegal_content_removal_rate_pct,tech_platforms_ad_transparency_repository_flag,tech_platforms_recommender_system_optout_flag,tech_platforms_dark_pattern_finding_flag,tech_platforms_dma_gatekeeper_flag,tech_platforms_interoperability_obligation_flag,tech_platforms_data_portability_support_flag,tech_platforms_user_complaints_count,tech_platforms_sanctions_amount_eur,tech_platforms_audit_report_published_flag,tech_platforms_source_regulator_dataset,tech_platforms_data_extract_date
2026,49ac3a99ff2824a3d3228abc,AD_TECH,0,IE,1,5404,68.88,46.45,1,1,0,0,0,1,1888,30062663.91,0,NATIONAL_DSC_REPORTING,2025-10-06
2021,d085459ec598dd69227b78a0,CLOUD_PLATFORM,0,MT,1,7754,59.64,77.64,1,0,0,0,0,1,1659,150892398.09,0,COMMISSION_ENFORCEMENT,2025-07-29
2022,b63a79ae4a3d89947bb087ba,MESSAGING,0,SK,1,6637,28.5,84.42,0,0,0,0,0,1,1963,146966842.63,1,REGULATOR_AUDIT_PORTAL,2025-08-12
2023,0c3c1239a256cc81ddae7365,APP_STORE,0,BE,1,6553,27.99,98.68,0,0,1,0,0,1,1639,480451012.15,0,PLATFORM_SELF_REPORT,2025-07-28
2024,a87e6fcff4c175e47cc43b4f,SEARCH_ENGINE,0,DK,0,7502,92.29,39.41,1,0,0,1,0,1,2007,367914686.34,0,DSA_TRANSPARENCY_DB,2024-05-25
2025,f52967f0e8e5f6ed8071cfae,ONLINE_MARKETPLACE,0,GR,1,6642,36.54,74.32,1,1,0,0,0,1,2001,97625389.16,1,NATIONAL_DSC_REPORTING,2024-02-26
2026,ce2e15cc4115a8a3d2be7413,VIDEO_SHARING,1,LT,1,5754,48.38,38.06,0,1,0,0,0,0,1728,129372774.26,0,COMMISSION_ENFORCEMENT,2024-04-23
2021,e1c4a72437c89572b8f55f7e,SOCIAL_NETWORK,1,PT,1,5895,22.0,91.66,1,0,0,0,0,1,2026,379017.41,0,REGULATOR_AUDIT_PORTAL,2024-03-23
2022,39142d2e6ebff4f83b35b42b,AD_TECH,0,SE,0,7086,55.09,49.32,1,1,1,0,1,1,1644,230324415.26,1,PLATFORM_SELF_REPORT,2024-10-21
2023,4caa3422b32702165349f194,CLOUD_PLATFORM,0,CY,1,5720,30.67,38.91,1,0,0,0,0,1,1944,409175516.67,1,DSA_TRANSPARENCY_DB,2024-02-04
2024,c1a0317804ce6f671faaa655,MESSAGING,0,FR,0,6585,61.08,82.03,1,1,0,0,0,1,1906,57333157.73,1,NATIONAL_DSC_REPORTING,2024-01-06
2025,9c50c9cbb5fd5d4b34c98179,APP_STORE,0,IT,0,7643,72.29,56.67,0,1,0,0,1,1,1942,9034434.47,1,COMMISSION_ENFORCEMENT,2024-03-19
2026,7c3bac1452e4a394813a9562,SEARCH_ENGINE,1,NL,1,7328,94.61,79.02,1,1,1,1,0,1,1742,193354983.57,0,REGULATOR_AUDIT_PORTAL,2026-01-14
2021,0c1e412384bd50276e8fa2e3,ONLINE_MARKETPLACE,1,SI,1,7375,88.8,97.01,1,0,0,1,0,1,1727,25472681.5,0,PLATFORM_SELF_REPORT,2025-10-08
2022,7e1823395022684fc579b573,VIDEO_SHARING,1,BG,1,6809,67.36,95.19,0,1,0,0,1,1,2032,141945673.52,1,DSA_TRANSPARENCY_DB,2025-02-09
2023,45cc38f42eeafb62105d3de2,SOCIAL_NETWORK,0,EE,0,6650,44.78,50.85,1,0,0,0,0,0,1761,146301726.04,1,NATIONAL_DSC_REPORTING,2024-04-18
2024,c4e1d322d154af1cb155410e,AD_TECH,0,HU,1,6342,13.96,44.24,1,1,0,0,1,1,1663,427585830.01,0,COMMISSION_ENFORCEMENT,2024-12-06
2025,5eaa27d765346e787748000c,CLOUD_PLATFORM,1,LU,1,7814,42.69,86.52,1,1,0,0,0,1,1858,34953127.81,1,REGULATOR_AUDIT_PORTAL,2026-02-21
2026,bb6ca5d9f4ccb668336c30f5,MESSAGING,0,RO,1,6144,73.69,56.31,0,0,1,0,0,1,1708,388929701.57,1,PLATFORM_SELF_REPORT,2024-07-29
2021,047a8227635687e24e65e910,APP_STORE,0,AT,0,7299,65.71,43.39,0,1,1,0,0,1,1891,435687120.97,1,DSA_TRANSPARENCY_DB,2024-06-27
2022,8e744702cb7bc35ed9ac7801,SEARCH_ENGINE,0,CZ,1,6609,63.63,48.69,0,1,0,0,0,1,1834,374585151.35,0,NATIONAL_DSC_REPORTING,2024-05-14
2023,0b6a879c929d645c443c5467,ONLINE_MARKETPLACE,0,DE,1,6147,28.33,43.15,1,0,0,0,0,1,1986,368922382.63,1,COMMISSION_ENFORCEMENT,2025-03-11
2024,81bfe231b6351af95503a81f,VIDEO_SHARING,0,LV,1,7665,72.78,77.63,1,1,0,0,0,1,1807,145802701.7,1,REGULATOR_AUDIT_PORTAL,2026-02-19
2025,cf9a279e05287d3f3267d89d,SOCIAL_NETWORK,0,PL,1,6770,35.39,76.62,1,1,0,0,0,1,1948,78433827.96,0,PLATFORM_SELF_REPORT,2024-09-10
2026,2dabc7004b12cb456747598e,AD_TECH,0,ES,1,7053,69.61,74.66,1,1,0,1,0,1,1845,36023605.55,1,DSA_TRANSPARENCY_DB,2024-10-15
2021,9daf78a904d12ac2233e270d,CLOUD_PLATFORM,0,HR,1,6051,68.52,66.94,0,0,1,0,0,1,1898,215642487.51,0,NATIONAL_DSC_REPORTING,2025-11-05
2022,d247fbdd2d989cef5b9a0697,MESSAGING,0,FI,1,5440,15.96,47.31,0,1,0,0,0,1,1854,468626776.16,0,COMMISSION_ENFORCEMENT,2024-05-03
2023,b6dd5b23ebb50328d41dc630,APP_STORE,0,IE,1,6050,61.19,45.89,1,1,0,0,0,1,1877,399103494.94,1,REGULATOR_AUDIT_PORTAL,2025-02-26
2024,c006249e272b081ab373e285,SEARCH_ENGINE,0,MT,1,5883,28.73,80.04,1,1,1,1,0,1,1978,134408750.23,0,PLATFORM_SELF_REPORT,2024-01-26
2025,67ba71d206d609744c31ba82,ONLINE_MARKETPLACE,1,SK,0,6657,56.71,38.12,1,1,1,0,0,1,1751,233279021.43,1,DSA_TRANSPARENCY_DB,2025-03-19
2026,0ed4217f19e36a6a05193d14,VIDEO_SHARING,0,BE,1,6004,45.47,48.29,1,0,0,0,0,1,2040,43510866.86,1,NATIONAL_DSC_REPORTING,2025-10-13
2021,9648076499bc5179c46f8831,SOCIAL_NETWORK,0,DK,1,7633,38.68,36.02,1,1,0,0,0,0,1747,186525016.49,1,COMMISSION_ENFORCEMENT,2024-06-08
2022,1fa077e157220f0301150ea5,AD_TECH,0,GR,1,7532,40.58,56.67,1,1,0,1,0,1,1888,473351949.19,0,REGULATOR_AUDIT_PORTAL,2025-09-21
2023,3d2c3dfe2e39e1b67cff1bbe,CLOUD_PLATFORM,0,LT,1,6339,29.99,52.55,1,1,0,0,0,0,1858,8720078.0,0,PLATFORM_SELF_REPORT,2024-10-15
2024,82eeafd9a04827c84b171e0a,MESSAGING,0,PT,1,6249,54.44,87.63,1,1,0,0,0,0,2001,94474725.64,1,DSA_TRANSPARENCY_DB,2024-12-15
2025,4c0d119aaf67b5654186b1e4,APP_STORE,0,SE,1,5654,53.67,70.67,0,1,0,1,0,1,1752,154442369.16,0,NATIONAL_DSC_REPORTING,2025-02-12
2026,6db143a381aefdf21748fee7,SEARCH_ENGINE,0,CY,1,6723,41.03,79.86,1,1,0,0,1,0,1871,27639714.08,0,COMMISSION_ENFORCEMENT,2024-12-29
2021,ef38182c31b7d5e428fc79a8,ONLINE_MARKETPLACE,1,FR,1,7747,1.46,95.87,0,1,1,0,0,1,1994,154388949.82,1,REGULATOR_AUDIT_PORTAL,2025-09-23
2022,7bbba0dc5079e3c7b4ef760e,VIDEO_SHARING,1,IT,1,6267,32.51,58.85,1,1,0,0,0,1,1890,170251592.73,1,PLATFORM_SELF_REPORT,2024-03-29
2023,e0b952d3237df6c5b1ab93a5,SOCIAL_NETWORK,1,NL,1,6251,16.51,51.53,0,0,0,0,0,1,1740,45925204.04,0,DSA_TRANSPARENCY_DB,2024-12-07
2024,f8213411e044f15fa76bf769,AD_TECH,0,SI,0,6081,74.06,90.71,1,1,0,0,0,1,1846,14051250.47,0,NATIONAL_DSC_REPORTING,2024-02-01
2025,a3c65046806761dda4dd45ef,CLOUD_PLATFORM,0,BG,1,5771,24.09,54.29,0,1,0,0,0,1,1866,106257640.45,1,COMMISSION_ENFORCEMENT,2025-10-07
2026,505537a98ec1114ba2cde7c2,MESSAGING,0,EE,1,6545,9.44,60.28,1,1,0,0,0,0,1857,119520501.6,1,REGULATOR_AUDIT_PORTAL,2024-09-09
2021,83e75de1144fff75ba1d8c47,APP_STORE,0,HU,1,6687,43.03,44.21,1,0,0,0,0,0,1885,281322541.92,1,PLATFORM_SELF_REPORT,2024-08-15
2022,744958c532caeacf7fed9c1e,SEARCH_ENGINE,0,LU,1,6764,39.77,89.42,0,1,0,1,0,1,1816,113540370.23,1,DSA_TRANSPARENCY_DB,2025-06-11
2023,563c0c8cd60227ffb4b85b9a,ONLINE_MARKETPLACE,1,RO,1,5676,46.26,71.46,0,1,1,0,0,1,1813,224978457.91,1,NATIONAL_DSC_REPORTING,2025-05-26
2024,bbb34d8853af84b5bd8596e2,VIDEO_SHARING,1,AT,1,7630,2.25,58.99,1,1,0,0,1,1,1977,388580932.54,0,COMMISSION_ENFORCEMENT,2025-02-22
2025,0c7fc67fe4d9523859a70055,SOCIAL_NETWORK,0,CZ,0,6595,80.95,80.64,1,1,0,0,0,1,1831,95193568.8,1,REGULATOR_AUDIT_PORTAL,2025-09-08
2026,a15ccce87bf371f831266b66,AD_TECH,0,DE,1,6005,52.85,48.81,0,0,0,0,0,0,1786,246693901.47,1,PLATFORM_SELF_REPORT,2024-06-26
2021,c6178d7dccb92d2e18813ff8,CLOUD_PLATFORM,0,LV,1,7638,12.73,72.08,0,1,1,0,0,1,1954,347441239.37,1,DSA_TRANSPARENCY_DB,2024-02-11
2022,854c41f769617c385e99eaf0,MESSAGING,0,PL,1,7666,26.19,36.12,0,0,0,0,0,1,1980,154068037.22,0,NATIONAL_DSC_REPORTING,2024-09-10
2023,30631867c20c41b9e239269e,APP_STORE,0,ES,0,6754,86.3,82.43,1,1,0,0,0,1,1997,146171025.16,1,COMMISSION_ENFORCEMENT,2025-09-02
2024,5c4946f92d621f0b6d975701,SEARCH_ENGINE,0,HR,1,7407,55.91,35.79,0,1,0,0,0,1,1805,21015585.67,1,REGULATOR_AUDIT_PORTAL,2025-03-01
2025,f7d8f725b361d3ccc55fc383,ONLINE_MARKETPLACE,0,FI,1,6442,61.91,71.68,1,1,0,0,0,1,1884,74855997.38,1,PLATFORM_SELF_REPORT,2025-09-27
2026,31b531ab756594a60625291e,VIDEO_SHARING,1,IE,0,7509,17.18,60.85,0,1,1,0,0,1,1966,353956833.33,0,DSA_TRANSPARENCY_DB,2024-12-08
2021,c4a892d985d3fc2a97b52456,SOCIAL_NETWORK,1,MT,0,7027,30.02,94.58,0,0,0,0,0,1,1684,96849712.44,0,NATIONAL_DSC_REPORTING,2026-01-29
2022,142b3e1e00966b1c67def44c,AD_TECH,0,SK,0,5683,39.86,60.62,1,0,0,1,0,1,1885,9651635.48,1,COMMISSION_ENFORCEMENT,2024-11-09
2023,cb8c63bdffed2ba5690d7ae2,CLOUD_PLATFORM,0,BE,1,7320,20.86,59.56,1,1,0,0,0,0,1931,192223664.86,1,REGULATOR_AUDIT_PORTAL,2024-10-02
2024,4b513c571c0af01d1854dde4,MESSAGING,1,DK,0,5999,26.62,73.93,0,0,0,0,0,1,1912,115443885.61,1,PLATFORM_SELF_REPORT,2025-06-06
2025,63405a6129de38a8a0bd0a7e,APP_STORE,1,GR,1,6467,32.94,91.07,0,1,0,0,0,0,1824,41746972.41,1,DSA_TRANSPARENCY_DB,2025-10-25
2026,19e82a233c4bc86a633de3aa,SEARCH_ENGINE,1,LT,1,6189,90.35,95.29,0,1,1,1,0,0,1966,329036817.57,1,NATIONAL_DSC_REPORTING,2025-11-08
2021,f087a88f13cbb4982a216676,ONLINE_MARKETPLACE,0,PT,1,6076,58.51,92.48,1,1,0,0,0,1,1974,26826682.63,1,COMMISSION_ENFORCEMENT,2025-01-09
2022,9f161284b5e4c849a4d35a5e,VIDEO_SHARING,1,SE,1,6352,13.72,37.35,1,0,0,0,0,0,2009,298794238.51,0,REGULATOR_AUDIT_PORTAL,2025-11-24
2023,1dc5e1744f92a6ee2f95d852,SOCIAL_NETWORK,0,CY,1,7857,18.53,65.48,1,1,0,0,1,1,1988,142391480.73,1,PLATFORM_SELF_REPORT,2024-04-30
2024,5fb15abc283a1faa3e5cc897,AD_TECH,0,FR,1,6173,78.54,60.09,0,0,1,1,0,1,1776,398017742.49,0,DSA_TRANSPARENCY_DB,2024-01-02
2025,53178aba89b38683e4e72307,CLOUD_PLATFORM,0,IT,1,6204,60.69,44.95,0,0,1,0,0,1,2042,461868756.28,0,NATIONAL_DSC_REPORTING,2024-08-14
2026,a95cb1e1cc023641f88d76c3,MESSAGING,0,NL,1,6951,65.26,80.2,1,0,1,1,1,0,1883,89909061.61,1,COMMISSION_ENFORCEMENT,2024-08-25
2021,227708c642762520645d97cd,APP_STORE,0,SI,1,6374,68.96,94.46,1,1,0,0,0,1,1802,104611997.94,1,REGULATOR_AUDIT_PORTAL,2024-05-25
2022,3e2fe9e391ee16754ad5af98,SEARCH_ENGINE,1,BG,0,7629,56.95,58.8,1,1,1,1,0,1,1808,29081500.25,1,PLATFORM_SELF_REPORT,2024-10-21
2023,a7deccaf9bdd0fad7a337324,ONLINE_MARKETPLACE,0,EE,1,7354,65.25,83.28,1,0,0,1,0,0,1899,69849251.86,0,DSA_TRANSPARENCY_DB,2025-01-23
2024,657f79e671d9316291d690a1,VIDEO_SHARING,0,HU,1,5824,7.06,50.7,1,1,1,0,1,1,1987,367774358.41,1,NATIONAL_DSC_REPORTING,2024-04-16
2025,c096b4bc4ed2cfefaddaa578,SOCIAL_NETWORK,1,LU,0,5957,89.3,95.7,0,1,0,0,0,1,1699,41483656.49,1,COMMISSION_ENFORCEMENT,2024-10-19
2026,db6bf9c32389feb4ae50846a,AD_TECH,0,RO,1,7898,38.36,58.38,1,1,1,1,0,1,1933,307872907.8,0,REGULATOR_AUDIT_PORTAL,2024-02-18
2021,b6d42303f6599a167c16a923,CLOUD_PLATFORM,0,AT,1,7973,51.26,49.57,1,1,0,0,0,1,1770,225313586.62,1,PLATFORM_SELF_REPORT,2024-09-17
2022,68981fbee95f8c6dea1f430e,MESSAGING,0,CZ,1,6518,51.84,90.38,1,1,0,0,1,1,1949,124665969.4,1,DSA_TRANSPARENCY_DB,2024-12-07
2023,c09607d2fb3ebef5f47989e5,APP_STORE,0,DE,0,7368,89.22,81.74,1,0,1,1,0,0,1910,26840641.96,0,NATIONAL_DSC_REPORTING,2026-01-03
2024,f6b58b94b76f0874bf653fe2,SEARCH_ENGINE,1,LV,1,7229,33.02,50.42,1,0,0,1,0,1,1949,100823393.58,1,COMMISSION_ENFORCEMENT,2024-12-31
2025,969bb202c72302937717982a,ONLINE_MARKETPLACE,1,PL,1,6540,41.99,69.02,0,1,0,0,0,1,1862,2976467.46,1,REGULATOR_AUDIT_PORTAL,2025-11-18
2026,d144842b50a8aebe436f622c,VIDEO_SHARING,1,ES,1,5916,31.97,51.92,1,1,0,0,0,1,1850,340369995.47,0,PLATFORM_SELF_REPORT,2026-01-30
2021,6abc12a845614b95faa0c5b5,SOCIAL_NETWORK,0,HR,0,6525,89.29,41.34,1,0,0,0,0,0,1844,20273880.84,0,DSA_TRANSPARENCY_DB,2024-08-07
2022,de12b5dc86a1fc8b48fd504e,AD_TECH,0,FI,1,7100,6.31,87.98,0,1,0,1,0,0,1913,28330876.78,0,NATIONAL_DSC_REPORTING,2025-07-18
2023,df43f74da39b357c5c5d7844,CLOUD_PLATFORM,0,IE,0,6886,72.75,98.52,1,0,0,0,0,1,1925,39085446.01,1,COMMISSION_ENFORCEMENT,2025-08-03
2024,516883d0ea7d235f465601f7,MESSAGING,0,MT,1,6644,40.1,43.63,1,1,1,0,0,1,1759,164712781.42,1,REGULATOR_AUDIT_PORTAL,2025-10-01
2025,d7d388a931a9226c1b64fc01,APP_STORE,1,SK,1,7195,16.02,95.58,1,1,0,1,0,0,1832,32506484.29,1,PLATFORM_SELF_REPORT,2024-04-14
2026,ffbb8f92deaeae789c6bdffc,SEARCH_ENGINE,0,BE,0,6822,84.76,52.54,0,0,0,1,0,1,1778,41220044.58,1,DSA_TRANSPARENCY_DB,2025-11-05
2021,2e26070f61ca274262d8eef1,ONLINE_MARKETPLACE,1,DK,1,7838,35.3,87.24,1,0,0,0,0,1,2028,91204045.27,1,NATIONAL_DSC_REPORTING,2024-10-27
2022,985b65388ffdeca9f0cabf19,VIDEO_SHARING,0,GR,0,6565,42.41,51.8,1,1,0,0,0,1,1757,16507467.82,1,COMMISSION_ENFORCEMENT,2025-03-06
2023,d3402fea5b0045cf27054ea5,SOCIAL_NETWORK,1,LT,1,7566,29.5,37.45,1,1,0,0,0,1,1810,287669040.89,1,REGULATOR_AUDIT_PORTAL,2024-08-20
2024,bd1181af4f1f0fd1424a6422,AD_TECH,0,PT,1,7547,34.79,48.77,1,1,0,1,0,1,2099,45596339.78,1,PLATFORM_SELF_REPORT,2024-03-31
2025,df1b14aaadbad88ca25de736,CLOUD_PLATFORM,0,SE,0,6926,56.73,72.86,1,1,1,0,0,1,1833,403267256.13,1,DSA_TRANSPARENCY_DB,2024-09-30
2026,6c350a997c4f02773aa1f06a,MESSAGING,0,CY,0,7972,94.29,91.33,1,1,1,0,0,1,2109,535181405.36,1,NATIONAL_DSC_REPORTING,2024-04-14
2021,2998ffa0f583df9f8b0ead6e,APP_STORE,0,FR,1,6532,95.37,47.91,1,0,0,0,0,1,2094,485653680.8,0,COMMISSION_ENFORCEMENT,2024-07-01
2022,c813bb2ceb5abfa39edbba2b,SEARCH_ENGINE,1,IT,1,7783,49.6,89.13,0,1,0,1,0,1,1717,146891270.42,1,REGULATOR_AUDIT_PORTAL,2024-09-25
2023,bc392801561531c73c4a00a9,ONLINE_MARKETPLACE,1,NL,0,7524,3.49,67.17,1,0,0,0,0,1,1835,137618326.47,1,PLATFORM_SELF_REPORT,2025-02-04
2024,f7d962dd1effcb0c89fb0c5d,VIDEO_SHARING,1,SI,1,6121,17.92,57.9,0,0,0,0,0,1,2092,501518110.69,0,DSA_TRANSPARENCY_DB,2024-09-25
2025,ef7a4cd2329993543c0fdb69,SOCIAL_NETWORK,0,BG,1,6398,22.95,63.99,1,1,0,0,0,0,1852,108109345.62,1,NATIONAL_DSC_REPORTING,2026-01-27
2026,e62ad3e199cc5a177637f74f,AD_TECH,0,EE,1,7474,61.14,49.11,1,0,0,1,0,0,1724,485350727.54,1,COMMISSION_ENFORCEMENT,2025-09-06
2021,89c0c33807a7e115ad1403ac,CLOUD_PLATFORM,0,HU,1,7137,2.41,57.35,1,1,0,0,0,1,2056,446454353.26,1,REGULATOR_AUDIT_PORTAL,2026-02-21
2022,1480a43b02da6eb1c2cebb04,MESSAGING,0,LU,1,6970,50.7,81.96,1,1,0,0,0,1,2100,21222631.31,1,PLATFORM_SELF_REPORT,2024-08-03
2023,17f299a6cbeaf3a146e21aa1,APP_STORE,0,RO,0,6562,61.93,82.92,1,0,0,0,0,1,2003,148415439.09,0,DSA_TRANSPARENCY_DB,2024-10-06
2024,3bac5edd5083ae00a9ad93f2,SEARCH_ENGINE,0,AT,1,7877,89.6,83.01,0,1,0,0,1,1,1758,61074966.74,1,NATIONAL_DSC_REPORTING,2024-11-14
2025,372661e6d3cf039c1f2d3066,ONLINE_MARKETPLACE,1,CZ,0,6663,50.75,98.33,1,1,1,1,0,1,1877,72692833.46,1,COMMISSION_ENFORCEMENT,2025-01-31
2026,7ec74db6a39f419139cd3168,VIDEO_SHARING,1,DE,0,6710,80.74,64.23,0,0,0,0,0,1,1915,38319983.42,1,REGULATOR_AUDIT_PORTAL,2025-02-08
2021,ed0cd146205956191d469f35,SOCIAL_NETWORK,1,LV,1,6745,50.14,91.08,1,1,0,0,0,0,1864,142997680.08,1,PLATFORM_SELF_REPORT,2024-09-22
2022,ee6b82373f91df82ced111f0,AD_TECH,0,PL,0,6384,48.84,39.8,1,0,0,1,0,0,1962,416184938.58,1,DSA_TRANSPARENCY_DB,2025-03-19
2023,7d74db690848abd43bf7b8f9,CLOUD_PLATFORM,0,ES,0,6022,85.42,76.33,1,1,0,0,0,0,1953,80253153.37,1,NATIONAL_DSC_REPORTING,2025-04-23
2024,76a592fe68da5847b9da3c0c,MESSAGING,0,HR,1,7386,57.71,74.76,0,1,0,0,0,1,1785,102766595.32,1,COMMISSION_ENFORCEMENT,2025-11-14
2025,1b94023ec6401d316ee1a1ee,APP_STORE,0,FI,0,6868,5.3,51.09,0,0,0,1,0,0,1904,108188691.2,1,REGULATOR_AUDIT_PORTAL,2024-09-07
2026,d5cc59f1cf4b86f826bc5a3e,SEARCH_ENGINE,0,IE,0,7528,66.67,79.82,1,1,0,1,0,1,1944,148655901.42,1,PLATFORM_SELF_REPORT,2025-11-11
2021,0dcc341fed9a61026b284bb8,ONLINE_MARKETPLACE,0,MT,1,6661,78.93,63.04,1,1,0,1,0,1,1864,112737881.18,1,DSA_TRANSPARENCY_DB,2024-03-14
2022,025361e3caa182eab3f6b4d7,VIDEO_SHARING,0,SK,1,5782,34.89,39.32,1,0,0,0,0,0,1978,101833626.36,1,NATIONAL_DSC_REPORTING,2024-03-25
2023,9f988121a4892e812b3d293c,SOCIAL_NETWORK,1,BE,0,5789,32.47,75.31,1,0,0,0,0,1,2123,138511817.61,0,COMMISSION_ENFORCEMENT,2025-07-05
2024,a05bf5bf7323a13e26ee5b4e,AD_TECH,0,DK,1,7649,76.57,36.5,1,1,0,1,0,0,2076,3614326.27,1,REGULATOR_AUDIT_PORTAL,2025-09-20
2025,7bf1a1e3ce5ed05e831bf107,CLOUD_PLATFORM,1,GR,1,6566,4.81,85.16,1,1,0,0,0,1,1941,89775450.05,1,PLATFORM_SELF_REPORT,2025-01-08
2026,d3ed2f801630802f3949c882,MESSAGING,0,LT,1,7558,38.45,50.51,1,1,1,0,0,1,1994,484815759.31,0,DSA_TRANSPARENCY_DB,2025-03-01
2021,896f243cc762645d234ec8ca,APP_STORE,0,PT,1,6272,27.63,97.14,0,1,0,0,0,1,1939,128680853.87,1,NATIONAL_DSC_REPORTING,2025-07-05
2022,5324a9bbad86ff98f3fef78a,SEARCH_ENGINE,1,SE,0,7348,23.34,70.18,1,0,0,0,0,1,1879,45987527.66,1,COMMISSION_ENFORCEMENT,2025-08-27
2023,b81471e06c9ccaa8bc920e09,ONLINE_MARKETPLACE,1,CY,1,5695,22.46,62.7,1,1,0,0,1,1,1753,79299878.19,1,REGULATOR_AUDIT_PORTAL,2025-02-01
2024,d831f56f74ced47d34bf385e,VIDEO_SHARING,1,FR,1,6615,83.16,89.58,1,1,1,0,1,0,2112,509731809.81,1,PLATFORM_SELF_REPORT,2025-05-21
2025,b52a03c217ae3e922f4a85a5,SOCIAL_NETWORK,1,IT,0,7719,63.68,68.38,1,1,0,0,0,1,2060,73631099.6,1,DSA_TRANSPARENCY_DB,2024-03-20
2026,8449ce3f322cb81934866bea,AD_TECH,0,NL,1,6094,94.42,64.57,1,1,1,1,1,1,1796,69893820.47,1,NATIONAL_DSC_REPORTING,2024-03-18
2021,7cf135066aeedcdc69147704,CLOUD_PLATFORM,0,SI,1,6555,89.17,69.95,1,0,0,1,0,0,1988,157407112.16,1,COMMISSION_ENFORCEMENT,2025-09-24
2022,d2187aed28617d185b9f976a,MESSAGING,0,BG,1,7976,24.94,48.99,0,0,0,0,0,1,2141,472544239.99,1,REGULATOR_AUDIT_PORTAL,2025-01-30
2023,34e46a116f3a5d525ec59821,APP_STORE,0,EE,0,8020,40.05,50.88,0,1,0,1,0,1,1768,226855211.36,1,PLATFORM_SELF_REPORT,2024-07-12
2024,d0297e4f8dcbd4190e9e643b,SEARCH_ENGINE,0,HU,1,7367,64.65,58.72,1,0,0,0,0,0,1794,244996639.1,0,DSA_TRANSPARENCY_DB,2025-12-27
2025,b1df0f0356a9bfd70ed615fb,ONLINE_MARKETPLACE,0,LU,0,7686,29.98,50.56,1,1,1,0,0,1,1942,60687107.38,1,NATIONAL_DSC_REPORTING,2024-09-07
2026,9bc35911a20899aad5646016,VIDEO_SHARING,0,RO,1,6205,30.98,49.68,1,1,1,0,0,1,1771,55698365.53,0,COMMISSION_ENFORCEMENT,2024-02-25
2021,f3301a30e2f91fa4f4f36483,SOCIAL_NETWORK,1,AT,0,6557,77.27,51.31,0,1,0,0,0,1,2015,360973864.87,1,REGULATOR_AUDIT_PORTAL,2025-03-27
2022,e89e77b30e8e1baced2b35e1,AD_TECH,0,CZ,1,6563,46.14,38.01,1,0,0,0,1,1,1749,54715330.93,1,PLATFORM_SELF_REPORT,2025-04-17
2023,7d32b5831d366db00f95fce9,CLOUD_PLATFORM,0,DE,1,7468,1.88,50.57,0,0,0,0,0,1,2128,122627440.1,0,DSA_TRANSPARENCY_DB,2026-01-27
2024,58b219a97b1888bdbf93da17,MESSAGING,0,LV,0,6650,79.99,91.14,0,1,1,0,0,1,1771,24033692.99,1,NATIONAL_DSC_REPORTING,2025-10-12
2025,301ae937b66fd0d0cb4b0032,APP_STORE,0,PL,1,7160,6.64,94.27,1,0,1,0,0,0,1957,174693766.57,0,COMMISSION_ENFORCEMENT,2024-12-13
2026,4fbdb2110e9c8e0443fc2f5f,SEARCH_ENGINE,1,ES,1,5770,17.8,50.59,1,1,1,1,0,1,1815,91969514.76,0,REGULATOR_AUDIT_PORTAL,2025-03-29
2021,e769da843b8383646fd148b7,ONLINE_MARKETPLACE,1,HR,1,8169,84.15,73.07,1,1,0,0,0,0,1814,70139914.04,0,PLATFORM_SELF_REPORT,2025-02-27
2022,a8315caeb9375f5c642fea39,VIDEO_SHARING,1,FI,1,6670,29.29,89.59,0,1,0,0,0,1,2014,51655482.81,0,DSA_TRANSPARENCY_DB,2024-08-12
2023,1e0d735bf8d606a243c598b3,SOCIAL_NETWORK,1,IE,1,6526,47.26,59.21,1,0,0,0,1,1,1946,80853101.82,1,NATIONAL_DSC_REPORTING,2024-09-14
2024,7856eb3f38ce84a6657abdeb,AD_TECH,0,MT,0,7417,13.09,59.34,1,0,1,0,0,1,1996,216196880.76,1,COMMISSION_ENFORCEMENT,2025-10-21
2025,1f0b56067d0fb81f968ac5f4,CLOUD_PLATFORM,0,SK,1,5759,54.24,63.43,1,1,0,0,0,0,2086,70039361.47,1,REGULATOR_AUDIT_PORTAL,2025-12-07
2026,c355d2f4082a0352d8321e2a,MESSAGING,0,BE,0,6696,43.76,50.74,1,1,0,0,0,0,1893,219260471.34,1,PLATFORM_SELF_REPORT,2024-03-17
2021,1d46f7f6135a6bbbbe57dee6,APP_STORE,0,DK,1,5765,39.05,61.95,1,0,0,0,0,1,1984,146883922.99,1,DSA_TRANSPARENCY_DB,2024-10-14
2022,d4491a53217b292bb3f98202,SEARCH_ENGINE,0,GR,0,7480,33.94,48.78,0,0,0,0,0,1,1940,220825180.0,1,NATIONAL_DSC_REPORTING,2024-09-24
2023,e955392ee0561d18ee717063,ONLINE_MARKETPLACE,1,LT,1,7137,43.93,50.96,1,1,0,0,0,1,2100,67388066.67,0,COMMISSION_ENFORCEMENT,2025-07-30
