health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2016,BHR001579,2.34,5.03,16.25,4.49,31.26,18.35,6.52,4.24,51.2,0,10.22,110402,9.16,175.3,66.51,LOW,9.05,6.34
2021,BHR001580,4.61,11.14,11.07,6.56,12.81,22.16,4.16,4.04,21.92,0,64.6,132208,6.15,30.57,84.86,MODERATE,4.25,17.65
2018,BHR001581,3.61,17.11,13.96,3.34,18.22,49.99,2.08,5.78,64.77,1,28.4,229505,3.87,168.98,27.16,MODERATE,22.8,12.84
2019,BHR001582,6.63,13.86,16.55,2.67,31.72,16.13,6.71,8.76,62.44,0,44.41,115242,3.79,47.94,42.46,HIGH,26.56,29.0
2025,BHR001583,5.65,12.6,21.78,1.48,26.47,6.35,5.12,3.41,64.31,1,55.9,146748,6.51,50.76,36.74,MODERATE,15.34,15.75
2013,BHR001584,8.65,16.55,7.66,3.12,15.6,26.65,7.75,3.87,10.58,1,55.81,169045,13.56,193.82,36.83,UNKNOWN,21.76,17.72
2011,BHR001585,4.45,14.62,18.13,4.83,20.15,55.86,8.75,4.69,45.59,0,44.48,130174,10.16,48.78,60.52,MODERATE,2.79,23.8
2020,BHR001586,4.35,15.24,18.76,7.07,30.24,51.38,11.2,4.99,48.0,1,9.96,76538,6.48,22.09,74.2,UNKNOWN,12.71,26.71
2023,BHR001587,9.19,15.06,11.8,7.76,21.85,25.64,7.6,1.19,45.21,0,49.03,129397,12.08,243.85,2.94,HIGH,4.03,5.36
2017,BHR001588,3.1,13.3,13.48,4.23,23.58,63.5,7.83,6.16,22.22,1,26.86,65980,5.84,212.73,27.41,LOW,16.39,6.85
2022,BHR001589,7.11,7.83,19.72,5.01,24.05,43.77,6.49,3.98,24.38,0,44.17,41760,4.12,107.35,43.67,HIGH,7.27,19.91
2020,BHR001590,6.04,9.91,14.88,5.06,10.21,4.25,3.82,2.6,25.25,0,13.2,88908,16.39,220.52,19.21,MODERATE,4.44,16.25
2011,BHR001591,4.76,7.22,21.76,1.67,27.7,73.45,2.11,8.83,55.12,1,16.87,32381,4.58,55.0,29.7,MODERATE,8.73,11.48
2014,BHR001592,3.71,12.56,8.37,7.56,20.97,46.4,11.54,1.52,61.32,0,0.75,6014,14.92,36.26,35.56,MODERATE,14.17,2.98
2016,BHR001593,4.28,10.59,14.62,1.01,16.59,11.1,4.72,3.02,64.83,1,1.27,35118,14.43,176.14,8.49,MODERATE,26.96,7.69
2023,BHR001594,4.52,12.04,17.89,5.44,12.89,43.51,10.33,7.6,48.36,0,3.16,242122,1.76,198.77,33.42,LOW,31.9,17.98
2019,BHR001595,6.66,10.81,10.48,1.34,28.82,14.17,4.85,6.82,53.05,0,22.51,102922,1.16,169.79,82.01,UNKNOWN,3.65,20.58
2015,BHR001596,5.78,6.54,19.84,2.38,26.96,30.17,2.16,5.45,60.2,1,49.96,232661,17.02,231.58,4.38,LOW,21.02,6.01
2023,BHR001597,7.24,10.49,12.74,2.26,31.2,73.8,10.75,8.34,26.5,0,10.84,137641,16.64,81.33,19.12,UNKNOWN,7.93,27.69
2015,BHR001598,6.83,14.4,7.5,5.03,9.86,3.41,5.71,4.55,46.42,0,24.99,194627,15.06,86.31,0.08,LOW,13.22,25.57
2022,BHR001599,4.47,5.74,18.61,1.93,30.26,16.79,5.34,1.32,62.81,1,11.9,195971,5.18,98.71,33.8,HIGH,23.28,10.25
2017,BHR001600,6.05,8.25,18.03,5.03,27.62,59.73,3.58,5.57,40.92,1,17.8,33664,7.11,98.37,33.65,MODERATE,4.41,5.88
2022,BHR001601,8.4,7.51,21.06,5.66,25.39,67.41,8.01,5.73,39.89,0,11.22,212655,9.58,123.54,69.48,MODERATE,27.49,7.47
2016,BHR001602,6.6,5.92,14.67,3.33,7.38,3.65,4.63,1.89,64.54,1,63.23,148769,9.42,209.39,76.79,HIGH,21.82,15.31
2019,BHR001603,6.34,10.54,9.66,3.37,28.11,35.2,9.23,5.1,44.98,0,18.89,176187,13.46,46.73,70.46,LOW,2.52,12.82
2014,BHR001604,7.7,17.93,6.52,7.98,20.5,35.21,8.26,3.09,33.31,0,6.26,183772,9.84,225.77,19.13,MODERATE,32.94,17.52
2020,BHR001605,3.84,12.47,14.37,5.38,23.84,17.0,4.8,6.7,18.84,1,54.57,220694,1.22,96.62,8.71,MODERATE,27.11,15.03
2020,BHR001606,2.8,5.67,12.24,4.52,20.08,2.07,10.27,1.59,42.77,0,2.56,16617,11.2,140.4,27.77,HIGH,16.91,23.54
2023,BHR001607,2.56,13.67,14.08,1.01,9.0,65.48,9.84,7.57,49.61,1,23.44,210734,5.15,207.09,56.74,MODERATE,1.23,20.71
2014,BHR001608,2.92,11.36,7.03,6.47,21.85,32.11,10.4,8.24,24.63,1,63.68,139561,13.79,21.27,68.85,LOW,4.66,16.45
2015,BHR001609,8.49,13.1,14.17,7.33,27.22,52.78,11.04,2.34,38.8,1,26.39,81524,7.51,95.29,79.93,MODERATE,8.97,6.09
2011,BHR001610,6.25,12.97,9.36,4.05,6.21,68.37,10.76,8.43,32.97,1,33.5,80119,12.57,84.37,53.47,MODERATE,30.09,10.77
2023,BHR001611,3.36,11.61,13.1,3.25,12.55,54.04,6.3,4.82,15.56,0,63.72,42400,9.39,165.69,9.88,UNKNOWN,25.83,18.93
2012,BHR001612,9.12,14.14,17.66,7.65,26.59,64.18,2.8,6.72,44.02,0,3.16,125809,8.43,61.06,59.53,LOW,8.32,12.62
2019,BHR001613,3.97,5.6,16.07,2.33,15.91,9.26,10.24,5.71,18.72,1,2.49,61569,9.05,150.23,65.84,LOW,28.33,26.88
2023,BHR001614,4.86,11.64,6.74,3.96,26.83,41.65,6.71,6.2,45.05,0,41.95,66963,17.34,227.79,34.15,MODERATE,21.5,11.5
2021,BHR001615,5.0,9.47,20.14,7.93,24.7,40.11,7.27,0.91,54.71,0,23.53,53408,7.19,99.38,29.59,UNKNOWN,24.97,23.26
2013,BHR001616,5.23,13.4,8.74,7.34,28.79,51.29,10.0,3.55,38.87,0,18.5,32370,4.78,197.56,78.55,HIGH,33.27,1.32
2018,BHR001617,2.53,11.62,19.59,2.79,6.45,24.39,10.64,1.96,28.4,1,0.4,138775,6.68,121.86,36.28,LOW,33.17,5.25
2024,BHR001618,8.88,9.77,16.83,2.34,14.44,53.99,3.4,0.9,52.87,0,4.7,97582,16.63,62.55,6.47,LOW,27.14,24.85
2015,BHR001619,7.28,12.1,15.25,5.97,31.89,5.92,2.12,7.32,55.39,0,55.36,25113,3.2,182.99,33.4,LOW,2.71,11.57
2014,BHR001620,6.55,11.55,16.27,1.05,26.24,50.35,7.85,3.04,23.99,0,16.67,140348,6.0,164.34,66.69,MODERATE,8.14,8.5
2023,BHR001621,8.99,9.55,16.25,3.16,18.1,46.16,6.62,0.77,50.92,0,40.83,116614,16.93,85.24,4.29,HIGH,21.94,20.79
2014,BHR001622,9.24,13.24,16.22,3.79,11.14,25.82,9.71,6.52,53.92,1,25.06,112929,4.01,20.48,59.21,UNKNOWN,25.53,19.0
2022,BHR001623,4.48,16.17,12.0,7.13,25.52,68.17,8.63,7.74,33.35,0,40.46,133783,1.35,86.5,45.8,HIGH,18.73,7.88
2019,BHR001624,6.77,15.37,15.02,4.1,16.72,56.42,6.88,6.27,30.54,1,23.48,16155,6.28,71.5,68.27,UNKNOWN,10.95,17.68
2012,BHR001625,7.76,8.2,15.47,3.05,24.78,74.52,2.45,4.58,62.08,0,51.8,143756,10.71,17.55,15.2,MODERATE,16.46,27.1
2025,BHR001626,5.86,7.8,9.27,5.51,30.5,54.83,4.5,8.28,59.36,1,49.42,55651,12.51,102.17,0.63,HIGH,31.53,23.38
2025,BHR001627,7.84,8.61,21.97,6.67,9.06,2.64,7.29,4.99,45.52,0,53.27,246927,14.92,20.72,9.87,LOW,19.75,23.89
2022,BHR001628,2.76,13.56,12.43,6.82,6.06,2.25,11.72,5.5,44.79,1,29.93,21906,14.15,107.75,9.1,UNKNOWN,12.26,17.05
2019,BHR001629,3.02,10.97,12.37,7.38,18.86,38.64,11.44,4.63,23.37,1,36.06,122499,10.51,70.27,64.77,HIGH,16.38,8.23
2014,BHR001630,9.2,13.02,19.38,1.76,19.74,38.76,11.28,3.02,15.36,0,27.14,33312,9.12,129.14,8.16,HIGH,17.19,24.07
2022,BHR001631,7.96,17.65,13.61,7.3,17.0,34.75,5.63,1.83,34.71,0,42.54,28727,6.33,81.31,50.55,MODERATE,33.55,17.82
2024,BHR001632,8.63,9.32,9.16,5.87,22.85,16.09,2.44,4.02,15.99,0,26.42,18928,13.01,14.87,66.32,MODERATE,19.79,8.15
2011,BHR001633,2.3,9.84,11.05,3.8,23.28,44.96,10.8,6.76,47.92,1,6.98,212241,9.68,81.13,12.33,HIGH,3.39,17.35
2023,BHR001634,8.5,12.32,19.19,3.21,10.81,5.39,10.68,6.46,20.38,1,34.28,237533,12.02,30.28,27.57,MODERATE,5.78,27.62
2012,BHR001635,5.3,5.73,10.15,6.43,25.62,32.92,7.41,7.82,56.09,0,28.24,225615,15.48,111.09,35.41,MODERATE,34.08,10.07
2015,BHR001636,5.77,17.17,20.71,3.98,26.9,57.17,7.74,0.69,26.09,0,46.56,56127,9.66,156.67,61.73,LOW,34.82,4.75
2024,BHR001637,4.81,14.12,11.85,4.94,27.95,68.12,4.37,7.71,18.6,0,25.96,245488,12.08,220.41,78.92,LOW,2.05,16.66
2022,BHR001638,8.67,12.93,8.43,6.54,29.56,44.6,2.22,3.95,10.65,1,60.98,41564,0.75,191.13,11.1,LOW,13.31,20.46
2024,BHR001639,6.55,15.12,10.05,6.71,27.14,13.77,5.04,6.83,63.79,1,1.48,101269,3.07,184.32,66.49,MODERATE,28.02,26.32
2019,BHR001640,4.37,10.36,20.23,2.37,9.99,28.05,3.93,4.22,42.11,0,48.59,126903,9.31,160.88,17.43,HIGH,2.88,29.54
2020,BHR001641,2.59,5.62,15.31,1.93,7.79,48.5,7.41,4.68,30.71,0,38.92,126577,3.69,209.94,76.07,MODERATE,15.41,23.1
2013,BHR001642,6.0,13.73,9.48,5.81,24.0,16.39,7.84,1.68,24.55,1,3.33,27601,4.8,111.87,47.65,MODERATE,33.91,6.8
2020,BHR001643,5.45,14.63,14.01,4.24,6.89,3.69,8.06,6.04,54.25,1,25.82,142249,5.0,121.47,2.98,LOW,1.52,22.72
2020,BHR001644,7.53,14.68,10.26,5.51,28.32,54.57,11.28,2.76,33.85,0,49.01,21983,16.52,72.85,4.66,HIGH,15.49,3.75
2019,BHR001645,6.23,6.68,14.48,1.67,21.62,41.38,10.5,1.45,20.54,0,17.52,154137,11.33,191.65,13.27,LOW,15.33,22.5
2023,BHR001646,6.33,11.7,19.34,2.75,12.91,26.62,3.72,5.02,14.21,1,21.47,217645,3.21,167.54,6.77,LOW,33.16,25.01
2013,BHR001647,3.85,7.53,9.49,5.06,23.25,60.52,4.0,8.83,49.34,0,7.81,10244,3.12,215.66,17.77,MODERATE,33.53,15.64
2013,BHR001648,6.2,10.39,18.55,2.92,26.78,8.05,6.16,5.53,31.8,1,5.61,114621,4.99,128.4,24.19,HIGH,16.7,12.65
2015,BHR001649,8.43,8.7,9.33,7.11,7.87,58.05,4.89,7.43,62.92,0,7.71,72907,0.76,170.45,21.5,UNKNOWN,11.7,9.12
2014,BHR001650,2.55,11.32,7.48,3.3,25.99,24.92,11.08,6.37,57.6,1,52.11,214025,17.95,199.2,65.57,MODERATE,29.84,17.99
2011,BHR001651,6.69,14.37,17.06,7.16,21.18,33.99,5.35,2.15,12.8,1,59.99,77896,14.16,95.29,48.54,MODERATE,17.12,20.81
2015,BHR001652,7.7,9.3,17.06,5.48,14.65,60.41,11.66,7.87,61.84,0,18.05,233682,11.02,184.86,69.57,MODERATE,11.42,8.41
2024,BHR001653,3.41,9.91,14.49,1.36,19.15,14.84,9.0,3.13,57.88,0,6.11,148409,6.63,60.75,7.83,UNKNOWN,6.48,17.76
2020,BHR001654,9.32,15.7,8.26,5.45,27.09,17.43,8.4,3.55,56.49,0,30.54,123320,4.33,84.38,74.18,HIGH,32.3,6.01
2018,BHR001655,5.49,5.22,20.15,3.26,13.55,5.96,9.33,5.66,13.09,0,17.18,93747,10.67,115.97,55.07,LOW,29.86,9.58
2018,BHR001656,3.3,13.49,13.71,7.56,23.73,44.21,8.92,6.35,22.68,0,34.26,197304,2.49,181.67,60.69,MODERATE,33.39,18.41
2023,BHR001657,4.69,10.79,11.57,6.95,9.48,5.32,10.21,8.06,56.71,1,40.48,202526,2.59,66.99,20.56,MODERATE,17.42,12.32
2024,BHR001658,3.65,15.36,7.33,5.2,25.3,38.76,10.87,8.08,22.98,1,60.25,225301,4.25,23.93,21.99,MODERATE,22.84,9.75
2021,BHR001659,7.04,6.02,9.06,6.41,9.84,9.85,4.18,3.51,45.13,0,37.4,83405,10.73,56.34,15.67,LOW,16.26,4.39
2016,BHR001660,3.95,11.53,21.61,1.5,21.56,3.05,10.32,4.18,60.09,0,5.23,231336,3.32,157.08,20.93,MODERATE,22.66,28.78
2023,BHR001661,9.06,15.54,10.05,5.78,15.96,71.38,3.08,7.15,54.04,1,20.41,159212,17.62,131.73,7.67,LOW,4.48,4.11
2020,BHR001662,3.97,17.99,8.75,4.22,20.98,71.26,11.51,2.77,31.14,1,19.2,246256,5.16,171.99,3.08,UNKNOWN,9.8,14.41
2019,BHR001663,5.31,10.73,10.9,6.31,8.49,13.03,7.0,3.32,26.21,0,4.84,170637,15.67,144.03,70.02,HIGH,1.04,27.4
2016,BHR001664,4.29,16.4,12.07,4.4,21.72,46.18,10.9,7.72,26.88,0,40.59,215313,9.59,141.4,84.26,MODERATE,23.24,14.57
2020,BHR001665,5.88,7.57,14.96,5.65,30.91,42.01,6.21,1.22,54.7,1,48.75,169931,14.62,104.38,80.55,MODERATE,31.12,17.37
2023,BHR001666,7.45,14.85,12.04,2.12,25.04,54.67,3.97,0.76,26.29,0,35.07,244160,12.65,61.57,41.55,LOW,3.16,22.52
2024,BHR001667,7.72,16.24,9.26,7.44,15.06,43.48,6.41,7.61,61.96,0,23.32,221428,12.05,140.09,83.94,MODERATE,17.37,1.6
2022,BHR001668,4.36,7.37,13.97,7.2,6.22,6.65,4.0,8.97,62.35,0,26.43,199063,1.95,215.23,3.49,LOW,1.77,8.12
2024,BHR001669,4.38,7.82,6.14,1.58,6.21,61.91,6.34,7.36,43.68,1,60.25,63045,17.8,92.61,49.19,MODERATE,7.5,20.67
2015,BHR001670,7.66,10.76,8.91,5.37,21.88,61.94,5.06,1.47,20.38,1,24.15,19375,8.31,204.52,3.86,HIGH,15.8,27.85
2012,BHR001671,7.75,10.15,9.01,7.61,13.51,20.91,9.54,5.87,60.62,0,10.79,38433,15.31,8.39,72.85,MODERATE,23.44,15.12
2023,BHR001672,5.07,16.52,8.03,5.57,14.62,46.83,4.46,4.43,46.08,0,12.74,31137,6.59,98.31,75.61,HIGH,13.48,14.9
2022,BHR001673,7.31,6.35,8.86,6.87,14.98,15.46,9.21,5.51,10.36,1,54.14,50775,8.48,227.53,17.55,LOW,3.74,16.2
2016,BHR001674,9.09,10.76,10.12,7.83,15.21,13.48,4.8,4.62,60.47,0,19.99,188718,2.58,185.56,24.98,UNKNOWN,7.68,24.26
2012,BHR001675,2.34,14.03,9.41,5.57,6.55,31.1,10.82,3.75,28.12,1,19.0,229674,17.24,60.31,35.08,UNKNOWN,23.5,8.19
2021,BHR001676,5.7,12.68,8.71,1.06,20.9,52.0,5.75,4.16,23.16,1,43.73,180067,11.08,196.81,46.85,UNKNOWN,24.86,11.14
2022,BHR001677,5.88,14.6,14.65,6.52,13.78,50.53,6.0,0.94,64.54,1,44.06,112556,6.03,68.03,9.36,LOW,1.48,3.83
2025,BHR001678,5.37,17.04,8.29,4.95,16.02,54.3,3.25,2.34,24.5,1,35.89,95811,10.92,222.87,46.67,LOW,12.23,6.64
2011,BHR001679,3.84,16.5,20.81,2.56,17.13,22.55,11.37,5.39,22.82,0,59.43,154488,15.76,66.72,74.27,UNKNOWN,7.29,11.62
2013,BHR001680,8.16,5.94,21.62,7.67,15.84,5.6,4.33,8.28,21.98,1,8.82,140388,14.5,139.66,72.97,LOW,28.97,11.49
2013,BHR001681,7.89,9.83,19.46,1.79,23.83,31.98,5.66,3.28,17.61,0,52.77,3668,1.39,108.47,81.55,LOW,11.03,0.61
2016,BHR001682,5.33,16.23,19.14,2.81,21.94,11.96,6.24,1.53,14.83,0,41.23,7841,10.81,57.21,54.89,UNKNOWN,13.45,6.07
2011,BHR001683,8.31,5.97,10.33,3.31,10.47,29.4,4.61,7.95,27.35,1,12.48,224208,4.33,10.25,71.34,UNKNOWN,19.31,19.03
2019,BHR001684,6.03,17.12,7.58,3.07,24.94,9.32,3.32,6.7,10.31,1,63.83,87472,10.45,161.69,50.7,UNKNOWN,22.68,15.96
2018,BHR001685,4.48,15.23,7.81,5.47,24.41,11.02,10.25,0.7,42.24,0,21.22,164965,0.82,24.68,66.62,LOW,24.37,23.94
2018,BHR001686,5.05,11.18,6.86,5.09,19.65,16.96,5.79,6.42,32.38,1,4.92,75697,3.08,202.45,2.59,HIGH,32.61,11.96
2015,BHR001687,4.44,13.42,11.7,4.34,27.0,43.02,11.96,2.73,14.84,0,20.02,146829,17.03,159.72,41.43,UNKNOWN,7.43,9.5
2012,BHR001688,7.46,14.88,19.62,6.81,23.99,2.2,8.73,4.05,31.46,0,2.07,215055,5.54,116.22,61.79,MODERATE,9.54,13.21
2024,BHR001689,2.7,17.38,21.48,5.2,30.98,51.24,6.43,8.18,49.39,0,30.35,205693,2.96,20.02,47.25,LOW,26.61,15.54
2019,BHR001690,2.38,9.83,8.23,2.1,18.21,36.8,7.09,1.28,57.52,1,58.25,156126,17.86,33.61,53.5,LOW,13.27,10.19
2025,BHR001691,3.63,13.19,13.56,6.74,14.62,27.99,11.81,8.82,56.04,0,58.69,184852,17.48,23.43,31.79,MODERATE,4.29,21.22
2011,BHR001692,2.22,12.45,18.25,8.0,20.44,45.36,11.5,4.15,12.77,0,14.09,75098,5.06,38.1,4.89,LOW,27.71,14.47
2021,BHR001693,5.01,10.72,20.79,3.94,15.77,44.84,2.25,5.23,23.88,1,31.4,20952,15.13,100.61,5.6,HIGH,24.58,27.23
2011,BHR001694,4.59,10.86,15.48,7.78,24.31,43.39,9.19,4.15,49.58,1,14.54,84781,14.39,62.91,28.61,MODERATE,20.13,12.87
2013,BHR001695,7.74,7.3,10.35,2.1,19.77,8.68,8.81,4.44,20.09,0,62.96,16301,8.34,49.07,29.2,MODERATE,3.3,8.42
2023,BHR001696,5.04,14.09,17.63,3.74,21.79,73.67,3.76,8.89,62.82,0,13.87,154375,15.75,35.88,35.9,LOW,22.73,0.95
2013,BHR001697,8.74,14.15,16.1,5.35,18.05,50.42,4.16,8.08,29.37,0,5.0,41366,2.68,131.21,43.35,LOW,21.78,9.42
2020,BHR001698,8.32,14.12,9.04,3.05,22.56,71.19,11.62,6.67,33.34,1,49.55,179514,8.87,202.87,54.57,UNKNOWN,25.03,12.1
2024,BHR001699,2.49,7.91,12.54,2.37,10.56,33.82,5.27,3.8,46.61,1,27.68,28219,14.08,53.06,28.52,HIGH,14.04,19.14
2021,BHR001700,5.34,5.78,9.3,7.83,14.94,21.32,9.57,8.65,56.59,0,27.32,121157,3.01,124.14,53.52,HIGH,23.41,23.09
2014,BHR001701,7.22,7.17,21.07,2.16,7.91,33.97,5.78,1.58,33.93,1,28.25,167287,14.26,203.68,20.17,LOW,17.43,0.54
2024,BHR001702,7.82,8.77,7.94,2.5,25.65,45.21,3.76,1.76,30.4,0,14.16,208362,2.38,11.11,25.85,HIGH,23.39,1.17
2025,BHR001703,9.35,17.69,12.73,2.7,31.88,25.63,4.03,1.65,15.61,1,7.1,237555,4.02,137.14,24.21,LOW,33.71,2.66
2025,BHR001704,2.41,9.33,7.01,4.79,29.03,3.93,4.37,2.58,30.97,1,43.83,191972,17.2,165.72,48.16,MODERATE,29.87,24.34
2020,BHR001705,3.98,5.89,14.39,7.62,9.73,19.5,9.85,2.17,61.11,1,42.37,19862,15.06,114.45,82.86,LOW,3.82,29.06
2017,BHR001706,4.69,12.53,13.94,6.28,29.05,13.38,3.6,0.81,36.64,1,1.67,244543,6.42,111.53,9.5,MODERATE,20.18,19.57
2011,BHR001707,2.56,14.21,21.9,3.2,10.5,61.68,11.18,0.91,60.34,0,49.26,190818,14.07,145.5,81.83,LOW,13.02,24.0
2025,BHR001708,8.06,7.26,10.02,2.53,7.1,20.04,8.96,8.63,56.22,0,20.22,233658,7.18,83.68,1.67,HIGH,13.61,1.48
2015,BHR001709,5.47,13.09,15.4,1.29,21.2,22.89,2.19,1.15,43.97,0,40.09,228350,4.56,22.88,61.91,LOW,14.13,8.92
2015,BHR001710,6.27,14.81,16.81,1.14,24.54,27.42,3.28,1.56,33.91,1,43.62,52038,11.45,64.21,72.05,LOW,15.01,23.69
2022,BHR001711,8.94,9.6,20.9,2.14,20.55,67.29,5.91,6.62,40.3,1,21.77,187332,5.09,61.85,31.78,LOW,8.53,14.35
2018,BHR001712,8.26,15.14,20.32,3.38,15.02,45.26,9.95,3.54,40.05,1,32.48,30142,6.14,217.35,15.19,MODERATE,2.41,18.54
2017,BHR001713,8.42,11.03,18.97,7.98,16.78,48.9,8.08,6.2,51.42,1,34.18,141442,15.3,185.71,61.98,UNKNOWN,19.77,2.91
2022,BHR001714,6.08,6.73,21.27,2.9,16.9,13.83,4.96,3.28,14.48,1,9.46,139309,14.9,97.06,47.61,LOW,20.13,20.29
2022,BHR001715,2.62,9.77,14.66,6.43,31.22,13.98,11.49,8.42,13.67,0,58.39,158389,9.65,101.21,52.61,MODERATE,6.69,10.95
2019,BHR001716,2.85,6.92,14.79,5.76,12.42,61.34,5.33,5.19,41.8,1,1.64,60678,4.73,127.29,33.4,MODERATE,27.52,7.69
2016,BHR001717,3.81,17.35,15.55,1.76,31.37,27.96,4.82,4.11,10.67,0,10.15,165040,8.47,42.75,54.62,HIGH,21.18,29.74
2015,BHR001718,5.19,16.4,10.63,5.08,30.06,13.06,2.62,3.98,53.26,0,34.82,171701,16.07,40.34,37.07,HIGH,6.49,10.65
2018,BHR001719,5.98,6.52,7.35,4.43,18.35,48.02,5.94,3.69,36.41,1,13.43,140366,12.72,55.75,81.74,HIGH,31.72,19.23
2020,BHR001720,4.65,12.15,18.87,6.92,29.7,51.59,5.54,0.69,11.27,0,42.56,138004,10.11,78.52,49.72,LOW,22.44,28.28
2017,BHR001721,4.65,10.74,19.64,1.82,30.97,41.49,10.75,5.98,46.81,0,28.5,219668,16.52,146.72,12.54,MODERATE,28.72,2.0
2020,BHR001722,8.74,5.24,20.97,2.68,25.22,68.66,3.24,4.06,42.03,0,36.83,75331,17.03,199.21,18.48,MODERATE,18.59,13.66
2015,BHR001723,6.79,10.33,9.66,2.16,16.86,38.3,3.58,3.1,17.51,0,14.29,137183,8.98,86.03,75.77,HIGH,30.19,6.98
2025,BHR001724,6.37,10.27,8.83,2.69,28.78,62.01,7.86,8.78,12.22,0,20.99,38218,13.88,149.81,33.42,LOW,29.67,3.9
2013,BHR001725,4.41,17.8,12.82,4.25,9.57,55.59,11.93,3.7,57.38,1,34.65,182559,7.14,131.15,30.33,UNKNOWN,2.07,8.98
2025,BHR001726,6.78,12.61,19.05,1.68,18.33,73.03,2.44,6.67,34.97,1,37.16,10518,1.64,60.93,53.86,LOW,30.94,8.46
2015,BHR001727,4.03,10.75,16.36,6.14,23.33,28.7,11.87,8.58,50.54,0,46.18,237047,3.28,49.48,22.72,LOW,14.15,16.13
2013,BHR001728,6.86,17.84,21.87,1.76,14.59,15.32,6.99,1.87,63.31,1,21.76,191553,16.18,227.47,56.34,UNKNOWN,27.65,26.78
2012,BHR001729,2.63,10.31,19.36,7.81,23.23,56.66,6.48,8.19,14.02,0,12.13,99796,14.43,57.04,68.05,HIGH,10.33,24.24
2021,BHR001730,6.34,13.83,9.28,3.14,30.72,7.6,2.34,7.88,24.0,1,13.09,148929,7.27,89.87,82.86,MODERATE,33.0,14.82
2023,BHR001731,2.65,14.34,14.3,1.06,20.19,74.06,2.63,3.08,38.03,0,35.15,1331,10.32,244.98,58.98,LOW,6.46,12.11
2014,BHR001732,3.88,14.43,19.01,4.57,30.82,56.92,9.66,7.74,44.36,0,12.86,106007,6.72,150.05,63.27,HIGH,26.71,15.43
2016,BHR001733,2.72,17.58,18.12,2.45,13.53,72.55,4.11,6.23,39.05,0,40.59,46909,15.33,232.48,41.51,HIGH,4.96,27.73
2022,BHR001734,2.3,7.34,12.89,7.42,22.05,46.67,7.84,8.62,23.57,1,19.94,137833,7.78,229.49,2.6,HIGH,20.56,19.96
2018,BHR001735,8.85,12.86,17.27,5.52,14.21,5.27,10.16,2.72,21.38,0,28.47,151412,13.65,95.3,76.26,UNKNOWN,14.14,26.94
2022,BHR001736,4.71,15.48,10.69,3.09,25.19,20.0,2.12,8.56,10.21,0,48.15,3654,6.95,188.19,42.29,MODERATE,4.33,15.95
2018,BHR001737,9.13,14.18,15.97,2.49,9.09,22.76,11.77,0.99,49.51,0,9.68,100185,15.84,198.08,6.96,LOW,9.31,24.07
2016,BHR001738,6.4,11.07,8.74,4.61,28.27,19.38,2.36,5.97,61.63,0,48.95,199118,5.47,173.56,52.58,MODERATE,22.11,13.38
2012,BHR001739,8.81,16.09,6.01,4.73,9.17,16.45,3.49,4.11,11.83,1,47.05,241896,9.16,221.86,44.2,LOW,2.6,12.07
2013,BHR001740,8.71,11.17,18.08,7.02,18.95,31.91,2.51,4.11,36.24,0,24.54,39943,17.46,104.36,4.87,HIGH,10.77,17.19
2024,BHR001741,8.0,13.49,6.68,5.64,31.97,59.66,6.35,5.8,10.81,1,32.86,39456,2.77,167.27,32.51,LOW,28.93,2.33
2013,BHR001742,5.83,7.56,11.02,1.27,13.52,10.41,3.14,5.5,59.07,1,24.98,86752,17.27,131.52,6.99,UNKNOWN,1.58,14.98
2019,BHR001743,9.25,9.95,13.14,3.62,12.92,26.82,7.11,8.78,47.96,1,58.18,14982,8.95,36.43,75.19,LOW,15.16,11.88
2013,BHR001744,8.72,14.36,6.7,3.47,24.35,68.43,8.79,6.14,43.09,0,62.93,147251,1.91,171.46,73.35,UNKNOWN,34.55,10.06
2018,BHR001745,4.96,17.34,21.96,4.07,19.65,4.96,8.26,8.31,62.63,0,21.16,108495,6.04,57.22,15.36,UNKNOWN,28.53,19.93
2023,BHR001746,7.87,9.43,13.4,6.36,17.95,49.39,4.52,6.72,26.38,0,25.25,34646,4.31,205.65,12.38,MODERATE,7.68,20.27
2014,BHR001747,9.24,13.45,6.02,2.42,11.66,30.08,3.16,0.82,29.36,0,39.85,44046,16.02,248.32,12.89,MODERATE,18.9,26.51
2018,BHR001748,5.66,5.16,13.52,7.98,10.99,60.13,10.57,4.37,18.36,0,55.5,41312,5.21,127.78,12.39,LOW,24.62,11.55
2011,BHR001749,3.96,5.46,10.23,3.79,27.1,23.25,4.59,2.98,23.01,1,63.72,214803,16.74,14.05,76.94,MODERATE,29.52,25.24
