edu_k12out_school_year,edu_k12out_district_id_udise,edu_k12out_school_id_udise,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2020-21,UDISE-D76912,UDISE-S5248278,Grade_9,Math,588.0,Basic,19,93.31,12.63,2019,75.0,1.3,13.73,10.94,0.97,5.13,22.83,74480.68,D
2020-21,UDISE-D16501,UDISE-S5694951,Grade_7,Math,265.3,Proficient,69,99.29,28.23,2017,83.17,14.62,17.18,5.17,11.09,10.79,19.3,65482.79,C
2019-20,UDISE-D85856,UDISE-S9387245,Grade_7,Hindi,229.1,Advanced,35,76.06,2.73,2021,96.95,2.38,90.57,5.09,28.17,2.76,39.6,55651.12,D
2019-20,UDISE-D93228,UDISE-S9076004,Grade_8,Science,814.1,Below_Basic,52,77.2,3.75,2020,74.02,16.41,25.56,8.61,16.5,0.43,27.41,74846.62,C
2025-26,UDISE-D12625,UDISE-S2110433,Grade_1,Reading,450.9,Advanced,74,92.27,40.78,2023,47.97,12.07,93.01,5.81,33.09,11.52,25.45,176488.12,A
2019-20,UDISE-D98271,UDISE-S1496819,Grade_7,Hindi,566.7,Advanced,61,99.24,2.95,2016,62.86,14.17,45.6,11.08,16.37,6.96,48.19,14684.41,D
2022-23,UDISE-D30718,UDISE-S9959773,Grade_4,English,603.1,Advanced,67,83.91,23.87,2018,83.9,3.04,28.0,11.07,34.66,4.31,39.7,52820.49,E
2020-21,UDISE-D20743,UDISE-S3033246,Grade_9,English,520.9,Advanced,83,93.74,23.7,2016,73.42,1.32,101.2,13.52,9.81,2.56,54.98,112047.89,E
2025-26,UDISE-D90593,UDISE-S5749882,Grade_10,Reading,544.7,Advanced,79,89.69,24.36,2021,56.78,3.98,74.86,8.62,34.82,2.92,34.43,50488.09,A
2023-24,UDISE-D35208,UDISE-S4050101,Grade_10,English,494.5,Advanced,92,77.08,40.88,2023,87.77,1.46,81.55,10.81,34.0,0.57,21.8,99114.19,A
2021-22,UDISE-D60413,UDISE-S5950200,Grade_6,SocialStudies,461.5,Below_Basic,33,85.49,38.97,2020,61.37,15.48,29.98,8.34,31.15,11.95,39.28,70384.79,B
2025-26,UDISE-D54366,UDISE-S1630594,Grade_12,Reading,722.9,Basic,46,77.07,41.23,2021,46.04,6.41,73.15,10.84,29.13,9.97,11.66,138926.39,C
2018-19,UDISE-D16589,UDISE-S5673696,Grade_4,Reading,262.0,Proficient,10,89.33,44.58,2020,62.06,11.1,27.62,4.07,9.91,5.93,31.2,22381.94,B
2019-20,UDISE-D41941,UDISE-S6649708,Grade_12,RegionalLanguage,717.6,Proficient,91,62.05,7.72,2018,98.12,17.34,51.26,8.09,18.59,8.74,43.28,106656.51,C
2025-26,UDISE-D93596,UDISE-S3404191,Grade_2,English,372.0,Basic,29,78.35,37.92,2026,69.16,1.53,76.11,8.3,6.12,2.67,11.57,115267.73,C
2021-22,UDISE-D32590,UDISE-S6764079,Grade_7,Science,319.7,Below_Basic,45,75.19,30.06,2018,68.05,1.07,28.46,8.95,4.43,4.31,35.07,87640.96,C
2023-24,UDISE-D47146,UDISE-S8602316,Grade_8,RegionalLanguage,413.6,Proficient,20,85.93,28.21,2026,80.88,16.58,61.87,4.51,9.72,2.01,37.65,136858.95,D
2025-26,UDISE-D45707,UDISE-S1448170,Grade_4,Science,416.4,Proficient,66,99.7,12.09,2024,91.63,8.38,18.35,9.4,32.34,9.28,32.46,98667.23,E
2016-17,UDISE-D76140,UDISE-S5456258,Grade_8,RegionalLanguage,810.1,Advanced,6,62.5,36.71,2022,41.13,11.34,69.97,10.91,33.14,1.57,27.94,62138.83,NA
2019-20,UDISE-D90507,UDISE-S4297956,Grade_1,English,580.4,Proficient,86,91.79,5.0,2016,40.39,2.14,56.4,7.72,11.76,4.38,39.42,63536.72,E
2018-19,UDISE-D18426,UDISE-S5442228,Grade_11,SocialStudies,542.3,Basic,6,74.03,12.12,2016,64.89,3.2,37.88,6.46,21.18,6.09,22.87,72004.21,NA
2024-25,UDISE-D45778,UDISE-S7436566,Grade_10,Hindi,775.6,Advanced,73,70.92,32.62,2019,45.56,6.3,53.27,3.75,13.25,1.84,32.1,155921.95,E
2020-21,UDISE-D85919,UDISE-S1158999,Grade_1,Math,838.9,Advanced,60,81.96,38.93,2025,50.8,9.2,114.24,2.2,0.5,9.92,22.06,131254.02,D
2024-25,UDISE-D64696,UDISE-S8425593,Grade_5,Science,372.0,Basic,7,91.22,24.85,2019,79.86,17.69,75.4,3.22,2.57,9.68,38.21,75347.99,A
2018-19,UDISE-D78141,UDISE-S8456287,Grade_11,Math,177.8,Below_Basic,29,71.94,37.08,2024,57.18,11.24,60.27,12.29,6.72,5.65,43.38,44599.56,B
2017-18,UDISE-D37645,UDISE-S3430688,Grade_2,Reading,381.0,Advanced,90,71.7,14.32,2017,49.19,11.58,39.61,3.47,8.93,3.01,36.86,148930.14,NA
2018-19,UDISE-D50770,UDISE-S5038106,Grade_4,Science,308.6,Advanced,83,68.02,4.91,2017,54.42,11.86,40.67,7.21,10.45,7.14,49.21,161430.35,A
2023-24,UDISE-D52888,UDISE-S6081429,Grade_7,Science,246.9,Below_Basic,14,93.25,35.04,2021,70.64,14.28,110.03,2.98,21.17,0.71,34.67,21076.51,NA
2025-26,UDISE-D25438,UDISE-S9247258,Grade_9,Science,704.8,Basic,90,92.92,2.41,2021,92.92,15.54,25.93,2.1,27.31,5.58,37.48,69622.51,D
2021-22,UDISE-D42232,UDISE-S2971698,Grade_2,Hindi,780.0,Below_Basic,34,60.93,32.17,2016,77.64,0.93,25.89,11.41,18.92,4.85,13.71,108419.25,A
2025-26,UDISE-D26335,UDISE-S1033447,Grade_3,English,495.0,Advanced,98,93.71,33.58,2020,50.44,6.35,6.6,1.61,0.32,7.39,24.56,137705.65,E
2017-18,UDISE-D57879,UDISE-S5216965,Grade_5,SocialStudies,658.7,Below_Basic,41,78.07,37.09,2017,56.78,5.32,65.37,8.97,33.76,2.97,19.24,36045.22,D
2024-25,UDISE-D28431,UDISE-S7255853,Grade_2,Math,245.5,Advanced,53,92.55,26.7,2021,46.44,11.45,49.77,12.06,22.58,7.2,41.61,172384.89,NA
2021-22,UDISE-D66801,UDISE-S1334865,Grade_2,SocialStudies,135.1,Basic,23,85.73,25.38,2020,93.11,11.3,98.71,8.3,30.5,11.1,24.66,78924.53,D
2018-19,UDISE-D65376,UDISE-S8739811,Grade_5,SocialStudies,252.8,Advanced,1,66.97,25.77,2023,96.25,0.04,62.95,6.08,15.49,11.01,24.24,65548.54,C
2020-21,UDISE-D14882,UDISE-S7349246,Grade_5,Hindi,825.8,Below_Basic,57,94.03,41.63,2017,87.37,12.89,62.92,0.09,24.72,3.57,14.93,42995.29,NA
2017-18,UDISE-D85792,UDISE-S3193805,Grade_1,Reading,895.0,Advanced,47,94.27,16.28,2024,69.71,9.75,71.74,6.77,16.89,7.92,43.45,164186.78,D
2022-23,UDISE-D55642,UDISE-S4990608,Grade_11,RegionalLanguage,434.4,Proficient,26,99.72,42.2,2020,59.42,4.06,33.88,13.83,28.99,7.74,48.65,160673.26,B
2021-22,UDISE-D71261,UDISE-S7224447,Grade_6,English,831.2,Advanced,82,63.7,26.6,2020,69.39,1.4,33.46,5.94,20.53,3.29,15.16,67994.35,NA
2023-24,UDISE-D37654,UDISE-S8258152,Grade_7,Science,301.9,Basic,11,95.71,26.58,2025,97.18,10.5,70.64,2.68,3.99,0.25,34.79,150472.82,NA
2024-25,UDISE-D95985,UDISE-S3715317,Grade_3,Math,172.4,Proficient,14,69.26,8.34,2019,56.2,5.55,56.77,7.65,14.45,4.28,34.7,32591.35,NA
2025-26,UDISE-D36982,UDISE-S8835310,Grade_1,RegionalLanguage,112.9,Basic,78,82.75,35.03,2018,87.95,16.47,40.59,2.5,31.58,1.66,23.01,101456.57,NA
2019-20,UDISE-D88161,UDISE-S4564869,Grade_6,SocialStudies,578.1,Advanced,87,95.05,4.54,2025,70.65,13.21,79.7,8.49,15.93,5.02,10.16,175564.18,D
2016-17,UDISE-D12480,UDISE-S7488998,Grade_11,RegionalLanguage,757.3,Basic,12,64.57,42.89,2019,68.69,13.57,16.16,10.45,15.15,0.64,12.18,100254.71,D
2025-26,UDISE-D71182,UDISE-S1236492,Grade_7,English,488.4,Basic,90,74.96,2.8,2020,74.46,4.63,3.71,13.59,22.21,5.74,38.63,150613.34,A
2020-21,UDISE-D96887,UDISE-S4189334,Grade_8,English,691.5,Proficient,40,83.52,26.17,2025,92.49,16.35,23.78,8.4,7.47,5.57,28.94,53544.16,A
2023-24,UDISE-D65892,UDISE-S1414540,Grade_1,SocialStudies,578.3,Below_Basic,9,97.25,34.64,2019,68.14,2.49,5.0,9.79,32.71,0.55,17.17,160064.2,A
2023-24,UDISE-D57989,UDISE-S7750837,Grade_7,SocialStudies,601.4,Advanced,72,64.68,9.8,2026,98.09,14.73,20.19,12.12,0.27,7.95,30.29,165422.84,E
2018-19,UDISE-D39268,UDISE-S6612158,Grade_5,SocialStudies,646.8,Below_Basic,14,77.13,20.73,2021,93.37,4.26,67.26,0.51,6.43,1.91,20.45,43506.23,A
2016-17,UDISE-D29564,UDISE-S7244594,Grade_1,Math,546.1,Below_Basic,15,73.43,32.67,2017,91.4,14.03,66.95,12.13,7.28,0.32,10.03,158517.42,NA
2024-25,UDISE-D68866,UDISE-S7778963,Grade_11,English,403.8,Proficient,98,79.65,10.46,2018,67.03,13.8,113.66,3.28,8.68,6.88,31.63,179495.71,A
2025-26,UDISE-D77279,UDISE-S9438431,Grade_8,RegionalLanguage,470.1,Proficient,44,87.11,0.54,2016,74.84,10.77,117.86,5.57,31.05,0.79,18.67,50534.53,D
2017-18,UDISE-D92653,UDISE-S2282857,Grade_2,Hindi,341.2,Below_Basic,78,65.47,0.88,2023,43.9,11.72,114.49,0.81,21.39,9.61,51.35,88794.66,C
2022-23,UDISE-D72679,UDISE-S5265884,Grade_1,Science,796.6,Basic,83,73.39,36.01,2019,66.65,16.64,88.53,14.47,10.39,11.2,21.08,177658.82,A
2020-21,UDISE-D45421,UDISE-S6449553,Grade_5,Math,370.8,Proficient,80,74.88,17.25,2021,40.21,13.84,28.86,1.82,28.63,4.62,54.97,149761.3,C
2016-17,UDISE-D18914,UDISE-S2370545,Grade_7,Science,284.2,Basic,55,75.28,4.72,2022,45.29,9.0,66.19,7.54,19.39,11.12,45.41,47287.2,C
2018-19,UDISE-D85393,UDISE-S4289095,Grade_10,Math,595.3,Advanced,82,62.49,32.75,2021,65.58,13.84,106.23,8.57,19.01,0.83,30.53,143689.27,D
2021-22,UDISE-D54792,UDISE-S3248599,Grade_6,English,120.9,Advanced,31,63.55,11.61,2021,84.11,16.03,69.48,1.74,33.9,3.09,19.74,123606.16,B
2016-17,UDISE-D90575,UDISE-S6772744,Grade_6,English,421.0,Proficient,15,84.01,22.47,2023,43.29,15.75,109.91,5.41,10.93,2.11,53.43,20044.97,B
2024-25,UDISE-D92251,UDISE-S6646478,Grade_1,Math,290.5,Below_Basic,29,82.99,10.25,2021,44.28,10.82,26.92,10.04,30.06,4.62,31.7,166894.84,A
2017-18,UDISE-D89737,UDISE-S1755820,Grade_7,RegionalLanguage,709.7,Advanced,11,76.56,33.01,2022,76.01,11.94,98.91,0.93,5.77,2.77,25.77,162470.35,B
2021-22,UDISE-D58560,UDISE-S3245565,Grade_4,SocialStudies,709.2,Below_Basic,88,65.19,41.39,2022,55.01,7.8,16.15,5.64,24.9,4.37,31.52,122913.45,NA
2024-25,UDISE-D81352,UDISE-S6183885,Grade_7,RegionalLanguage,854.0,Basic,49,61.91,26.42,2024,62.81,13.99,50.48,11.18,19.64,6.52,53.99,76242.07,A
2021-22,UDISE-D17871,UDISE-S9393062,Grade_3,Hindi,163.6,Below_Basic,80,96.51,24.18,2022,79.27,11.75,76.33,3.84,29.54,11.08,38.22,22035.17,A
2016-17,UDISE-D70721,UDISE-S8960899,Grade_7,Science,487.2,Basic,15,62.23,19.49,2016,81.79,8.05,18.7,10.62,23.37,11.97,49.26,39076.58,B
2024-25,UDISE-D61895,UDISE-S7356870,Grade_1,RegionalLanguage,116.2,Proficient,3,88.04,35.43,2018,76.06,10.11,12.1,3.06,31.39,6.22,29.98,52108.6,E
2023-24,UDISE-D46128,UDISE-S4328191,Grade_1,Reading,354.2,Basic,44,67.03,33.72,2022,44.83,10.53,75.05,4.98,21.42,0.84,27.66,63626.9,A
2017-18,UDISE-D92494,UDISE-S3234411,Grade_11,RegionalLanguage,601.9,Below_Basic,1,77.19,31.0,2019,49.64,11.41,8.44,1.33,4.7,8.43,15.73,101584.62,A
2021-22,UDISE-D59976,UDISE-S3780613,Grade_10,Science,471.9,Below_Basic,59,77.72,23.43,2021,49.72,8.62,15.39,12.94,7.83,5.28,21.97,162362.68,C
2016-17,UDISE-D30472,UDISE-S9594086,Grade_5,Hindi,324.2,Advanced,94,63.39,26.18,2016,68.64,12.15,66.49,11.57,24.12,8.94,28.82,58245.99,E
2017-18,UDISE-D72901,UDISE-S1352439,Grade_8,Science,226.5,Basic,83,68.0,4.65,2019,92.56,13.19,30.85,3.16,11.32,1.46,26.09,111398.0,A
2017-18,UDISE-D18283,UDISE-S6320484,Grade_5,Science,201.8,Basic,10,96.87,40.55,2020,82.97,3.63,80.73,11.9,6.49,11.11,43.03,89144.86,B
2017-18,UDISE-D46728,UDISE-S9965896,Grade_10,SocialStudies,268.3,Basic,2,63.58,2.68,2019,81.78,8.94,116.14,5.05,9.69,11.67,15.59,10253.58,E
2023-24,UDISE-D50711,UDISE-S9373595,Grade_11,Hindi,506.0,Proficient,8,62.42,39.08,2016,97.14,2.96,52.08,0.27,14.92,3.98,34.63,97959.24,C
2021-22,UDISE-D64937,UDISE-S1889340,Grade_11,Math,544.5,Basic,8,88.59,3.69,2018,43.87,9.58,38.24,13.3,3.33,6.27,17.2,132678.44,D
2017-18,UDISE-D58796,UDISE-S3898838,Grade_12,English,573.0,Proficient,19,78.73,25.51,2018,51.06,16.98,86.59,3.87,9.46,1.24,13.81,113652.67,E
2019-20,UDISE-D87570,UDISE-S9074220,Grade_3,Reading,640.8,Below_Basic,43,95.85,43.0,2021,94.14,7.37,80.05,11.71,7.83,8.33,32.63,38827.74,NA
2022-23,UDISE-D11394,UDISE-S8377729,Grade_6,Reading,285.7,Below_Basic,2,93.25,32.24,2025,87.0,11.29,70.34,0.6,1.61,10.86,24.78,165397.65,A
2022-23,UDISE-D37644,UDISE-S5481203,Grade_3,English,729.0,Below_Basic,8,83.21,18.17,2021,67.74,7.0,83.67,2.07,14.31,10.27,36.32,37084.44,E
2023-24,UDISE-D91740,UDISE-S2342250,Grade_11,English,880.6,Basic,66,64.57,10.29,2019,54.56,13.24,31.43,14.02,19.45,5.92,11.67,177791.13,D
2022-23,UDISE-D88945,UDISE-S8766232,Grade_5,RegionalLanguage,591.6,Proficient,42,65.64,23.85,2016,72.52,9.86,14.87,9.86,29.25,11.32,10.41,115411.74,NA
2025-26,UDISE-D17759,UDISE-S9831432,Grade_10,English,426.4,Advanced,67,88.58,26.25,2026,86.78,12.44,11.93,8.37,20.08,1.88,16.28,40147.64,A
2025-26,UDISE-D80788,UDISE-S7730076,Grade_8,Science,386.9,Proficient,60,72.06,10.15,2025,98.49,14.46,95.31,6.84,4.87,1.76,22.97,137910.39,NA
2023-24,UDISE-D64767,UDISE-S7497197,Grade_2,English,762.6,Proficient,37,71.19,42.59,2026,68.84,11.0,83.48,9.85,28.3,2.1,41.62,69745.24,B
2022-23,UDISE-D37551,UDISE-S9455651,Grade_8,Hindi,514.6,Proficient,77,75.88,16.57,2022,77.35,11.47,56.84,1.14,27.36,10.36,37.07,168806.99,NA
2023-24,UDISE-D73863,UDISE-S9723013,Grade_5,Science,320.7,Proficient,86,71.42,34.51,2017,97.51,10.62,44.77,14.24,20.2,7.75,54.61,144687.66,E
2020-21,UDISE-D90558,UDISE-S3456063,Grade_7,Hindi,552.6,Below_Basic,57,80.63,33.19,2024,42.87,0.2,41.06,6.24,15.27,9.81,31.57,158381.1,D
2024-25,UDISE-D66712,UDISE-S7740612,Grade_9,SocialStudies,457.0,Basic,92,62.03,35.79,2026,69.45,1.98,17.64,13.47,4.54,11.59,31.49,144279.58,E
2021-22,UDISE-D40374,UDISE-S7206301,Grade_12,English,775.2,Below_Basic,40,66.58,33.22,2025,82.85,16.45,96.96,8.56,28.82,0.27,35.1,88351.19,E
2017-18,UDISE-D58485,UDISE-S7185844,Grade_6,SocialStudies,806.2,Basic,48,64.35,22.66,2023,82.47,11.97,115.38,13.73,7.51,4.28,40.62,101965.38,E
2016-17,UDISE-D24971,UDISE-S1889392,Grade_1,English,164.1,Below_Basic,8,83.87,28.49,2024,88.52,11.1,77.11,8.81,19.08,7.86,33.56,40024.65,D
2023-24,UDISE-D55319,UDISE-S9191426,Grade_10,Hindi,191.8,Basic,49,60.26,3.75,2024,74.01,12.8,58.58,7.29,25.16,10.38,35.72,87189.33,A
2016-17,UDISE-D76087,UDISE-S1979081,Grade_2,Math,268.7,Proficient,86,76.8,25.81,2016,95.45,8.48,70.28,4.45,18.49,4.92,52.93,156486.07,NA
2025-26,UDISE-D24385,UDISE-S4696146,Grade_4,SocialStudies,486.6,Basic,8,77.03,15.06,2022,98.26,5.39,100.49,8.94,31.49,4.73,39.25,66513.71,E
2022-23,UDISE-D27285,UDISE-S2026936,Grade_10,Math,333.4,Proficient,37,87.71,27.49,2025,63.95,13.65,45.92,5.61,31.42,11.99,40.09,140805.79,A
2018-19,UDISE-D10205,UDISE-S4790318,Grade_9,Science,372.3,Advanced,44,81.71,14.87,2019,95.98,11.32,27.89,13.92,26.58,8.41,38.93,76895.07,NA
2020-21,UDISE-D72120,UDISE-S1909817,Grade_1,English,748.3,Advanced,23,69.35,28.28,2025,45.99,13.97,10.08,6.16,17.63,7.02,50.89,159962.91,D
2024-25,UDISE-D22631,UDISE-S3978427,Grade_8,Hindi,501.5,Advanced,1,89.09,8.65,2023,87.07,10.29,30.65,7.76,6.5,8.15,26.91,20045.88,C
2017-18,UDISE-D38744,UDISE-S9897307,Grade_8,Reading,236.7,Below_Basic,54,71.43,1.5,2019,76.28,3.43,71.1,7.33,15.39,6.12,21.48,125515.65,C
2025-26,UDISE-D74680,UDISE-S2541681,Grade_2,Science,371.8,Proficient,92,81.05,1.81,2025,56.46,7.49,42.75,12.11,1.18,0.24,47.25,102119.87,E
2020-21,UDISE-D38597,UDISE-S5550170,Grade_2,RegionalLanguage,785.5,Below_Basic,45,78.79,37.23,2018,80.32,4.36,43.1,6.54,15.63,6.12,44.87,31945.59,E
2017-18,UDISE-D27893,UDISE-S7967082,Grade_7,Reading,555.9,Below_Basic,62,83.47,29.76,2026,40.85,15.08,99.48,3.65,15.78,2.41,22.36,165167.25,B
2017-18,UDISE-D68783,UDISE-S3452848,Grade_11,Math,149.1,Advanced,63,99.5,34.67,2022,86.41,0.27,52.55,14.64,12.84,11.72,17.76,134704.36,B
2020-21,UDISE-D35533,UDISE-S3829485,Grade_2,Reading,400.6,Basic,37,72.85,10.95,2017,98.46,11.43,40.53,11.24,11.77,6.63,21.25,105839.43,C
2020-21,UDISE-D22924,UDISE-S6602368,Grade_2,SocialStudies,689.2,Advanced,33,79.2,38.01,2025,60.86,11.42,35.2,0.34,25.76,11.15,53.63,119556.64,A
2025-26,UDISE-D15392,UDISE-S1293435,Grade_11,Science,322.5,Below_Basic,61,84.99,39.79,2023,49.51,9.96,97.68,11.13,25.52,4.35,33.06,45529.42,B
2024-25,UDISE-D13710,UDISE-S4330057,Grade_9,RegionalLanguage,143.2,Basic,59,83.68,11.18,2018,96.79,15.71,59.71,2.76,5.26,9.62,42.64,86423.57,D
2018-19,UDISE-D96947,UDISE-S1754398,Grade_1,Science,101.9,Advanced,53,67.86,15.05,2025,45.26,4.03,1.05,7.16,23.69,11.3,13.19,125527.5,A
2018-19,UDISE-D25284,UDISE-S5333060,Grade_2,Reading,313.4,Advanced,95,82.81,15.74,2020,65.94,12.07,76.15,2.16,9.3,11.34,28.99,16327.44,A
2020-21,UDISE-D36998,UDISE-S9837895,Grade_7,Math,276.1,Proficient,95,77.28,0.49,2019,95.39,1.94,38.77,11.52,2.79,8.97,24.79,68302.93,B
2021-22,UDISE-D78143,UDISE-S4902093,Grade_1,Reading,264.5,Advanced,79,83.71,37.74,2017,46.8,12.92,60.21,14.94,10.07,6.43,45.96,104869.75,E
2022-23,UDISE-D55766,UDISE-S4043301,Grade_11,English,407.7,Below_Basic,10,78.65,21.21,2018,82.29,11.4,40.21,6.13,27.02,6.73,28.07,153242.7,NA
2024-25,UDISE-D77232,UDISE-S3754852,Grade_7,Math,321.1,Below_Basic,1,72.29,36.75,2024,82.51,2.2,24.1,6.63,17.81,9.73,53.9,65145.67,B
2022-23,UDISE-D66069,UDISE-S1508702,Grade_4,Hindi,168.9,Proficient,31,86.8,38.41,2016,51.65,7.31,17.6,6.91,28.08,11.86,28.05,100577.12,D
2020-21,UDISE-D85295,UDISE-S7169184,Grade_2,SocialStudies,407.8,Advanced,43,93.53,44.14,2025,57.6,10.34,54.78,2.19,28.29,3.79,30.23,88260.64,NA
2022-23,UDISE-D95350,UDISE-S3894803,Grade_5,Science,759.9,Below_Basic,71,82.63,34.56,2025,55.07,5.54,16.16,7.12,0.13,2.71,40.22,54877.45,B
2020-21,UDISE-D97314,UDISE-S7352615,Grade_7,RegionalLanguage,673.4,Advanced,30,64.09,9.14,2022,80.03,11.4,27.72,1.49,9.46,1.82,40.11,156607.64,B
2020-21,UDISE-D90850,UDISE-S5512774,Grade_4,SocialStudies,247.4,Below_Basic,95,83.63,36.15,2016,94.38,0.74,53.32,5.36,28.15,11.49,34.51,132952.85,A
2020-21,UDISE-D53053,UDISE-S9602460,Grade_11,Science,206.0,Below_Basic,41,90.63,18.68,2022,85.71,1.58,84.9,13.98,2.97,0.53,19.65,137306.9,E
2024-25,UDISE-D40780,UDISE-S7785882,Grade_7,SocialStudies,638.0,Below_Basic,90,98.17,36.15,2020,81.69,11.56,11.42,10.3,30.63,0.54,14.5,155280.8,E
2023-24,UDISE-D38112,UDISE-S3811740,Grade_8,English,437.4,Basic,55,61.49,39.76,2016,97.54,11.76,57.12,7.59,17.72,10.57,54.52,131966.55,B
2021-22,UDISE-D44293,UDISE-S7522081,Grade_6,Reading,857.0,Below_Basic,61,85.41,13.76,2024,83.41,3.24,23.82,10.62,32.08,6.37,27.51,163810.69,NA
2021-22,UDISE-D75321,UDISE-S8628667,Grade_10,Science,191.8,Advanced,20,81.6,7.32,2024,59.37,5.07,19.96,9.7,16.37,2.34,24.63,83814.3,B
2025-26,UDISE-D73555,UDISE-S4020828,Grade_7,English,235.5,Advanced,31,72.24,22.76,2017,51.24,13.63,107.57,2.01,1.03,4.67,25.99,52151.91,A
2023-24,UDISE-D91358,UDISE-S1147887,Grade_6,Reading,769.7,Proficient,61,77.92,13.99,2023,88.98,1.96,63.19,8.01,1.29,7.39,37.47,154569.37,A
2018-19,UDISE-D86157,UDISE-S8229721,Grade_9,English,771.9,Basic,50,60.86,11.38,2020,93.02,16.23,86.72,4.01,10.38,10.82,43.16,146807.02,A
2025-26,UDISE-D32035,UDISE-S7764440,Grade_4,Science,242.6,Proficient,10,63.59,2.02,2022,89.34,14.18,104.84,1.01,17.41,4.38,13.66,26027.43,A
2025-26,UDISE-D51003,UDISE-S5311333,Grade_8,English,183.7,Proficient,12,89.46,27.86,2019,47.54,15.93,94.95,13.53,25.85,11.34,27.51,110500.1,B
2016-17,UDISE-D79665,UDISE-S8911238,Grade_7,RegionalLanguage,794.3,Below_Basic,74,96.08,12.28,2020,79.82,16.02,62.1,8.36,3.46,5.65,11.69,79045.33,NA
2023-24,UDISE-D41329,UDISE-S8071412,Grade_4,Reading,421.3,Proficient,56,86.8,29.9,2016,80.05,4.24,45.26,9.75,34.67,8.63,48.07,133241.91,A
2023-24,UDISE-D30662,UDISE-S6999848,Grade_1,SocialStudies,358.2,Below_Basic,63,64.52,16.34,2020,72.17,7.61,95.41,14.84,2.02,11.71,16.06,59371.82,E
2024-25,UDISE-D75222,UDISE-S1391955,Grade_1,SocialStudies,875.6,Proficient,47,79.7,4.13,2024,79.34,12.81,95.84,12.6,24.6,4.54,50.4,42925.13,B
2022-23,UDISE-D80157,UDISE-S8006873,Grade_1,RegionalLanguage,614.7,Proficient,58,99.78,22.29,2023,44.99,12.07,85.88,13.41,9.43,6.99,52.37,151429.15,A
2024-25,UDISE-D94384,UDISE-S4009030,Grade_10,Reading,846.8,Basic,60,73.77,12.64,2026,64.11,10.9,53.7,3.79,17.89,6.72,16.94,71817.48,B
2016-17,UDISE-D32518,UDISE-S9084266,Grade_3,SocialStudies,556.0,Basic,2,64.59,6.75,2024,78.89,9.68,16.94,7.29,7.02,3.68,26.27,162915.91,C
2022-23,UDISE-D71169,UDISE-S4536161,Grade_4,Hindi,565.6,Below_Basic,80,85.7,27.72,2026,73.17,11.96,67.27,2.2,0.4,1.65,11.29,81383.08,A
2024-25,UDISE-D57902,UDISE-S8299382,Grade_1,SocialStudies,405.0,Basic,11,80.48,44.6,2021,73.49,2.85,10.71,7.87,26.93,7.77,42.98,115759.57,NA
2023-24,UDISE-D46086,UDISE-S8597650,Grade_4,Hindi,824.0,Proficient,71,92.06,31.78,2018,71.33,14.89,118.65,13.97,15.86,11.2,11.8,34594.34,NA
2021-22,UDISE-D50580,UDISE-S1212868,Grade_9,Reading,300.4,Advanced,74,98.42,31.48,2017,55.82,7.65,24.39,6.92,9.83,8.09,22.7,28183.99,A
2023-24,UDISE-D81480,UDISE-S7124806,Grade_8,Science,192.1,Basic,28,87.42,16.11,2017,98.77,16.65,97.82,1.17,24.9,5.75,34.06,15949.66,B
2021-22,UDISE-D29991,UDISE-S1976349,Grade_8,Reading,274.5,Proficient,8,67.47,20.8,2016,57.51,3.35,33.93,3.25,16.72,10.54,29.46,100563.24,B
2020-21,UDISE-D23912,UDISE-S8393845,Grade_4,English,807.2,Basic,66,82.78,11.36,2016,75.61,10.83,91.51,1.65,6.35,0.29,27.91,103748.63,D
2016-17,UDISE-D15253,UDISE-S4149270,Grade_12,Science,164.7,Advanced,73,71.73,43.6,2020,57.56,6.0,31.91,9.25,24.83,10.63,18.76,53302.04,D
2017-18,UDISE-D92256,UDISE-S3015629,Grade_7,Hindi,329.8,Below_Basic,57,91.43,7.64,2021,48.3,16.83,24.28,2.83,1.71,5.65,48.87,98741.74,B
2019-20,UDISE-D54007,UDISE-S9491292,Grade_8,Math,283.8,Below_Basic,3,99.12,37.08,2017,75.23,1.74,99.2,6.38,24.8,3.55,23.49,28842.82,A
2023-24,UDISE-D23464,UDISE-S3292559,Grade_9,RegionalLanguage,566.7,Advanced,46,74.08,16.68,2018,80.28,2.89,57.1,11.44,6.13,6.15,53.68,28312.37,A
2020-21,UDISE-D24925,UDISE-S1438137,Grade_2,RegionalLanguage,154.9,Below_Basic,91,87.14,29.99,2021,84.83,4.53,68.99,9.69,28.83,2.51,12.77,173201.27,E
2016-17,UDISE-D50474,UDISE-S7086407,Grade_3,Hindi,309.0,Advanced,30,85.05,16.1,2017,48.3,3.43,27.6,2.43,26.55,9.02,14.04,114923.83,A
