civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2007,AREA000001507,45.2,39.11,28.97,5.16,34.58,2.3,MONTHLY,54.26,36.33,21.22,19.17,44.52,12.12,31.37,60.55,24.2638,61.16,13.45
2009,AREA000001508,45.75,33.05,6.98,27.18,12.73,1.53,MONTHLY,10.67,33.37,18.24,45.68,73.56,29.65,46.11,44.55,11.5715,79.21,1.59
2014,AREA000001509,8.8,61.61,14.79,19.43,49.56,1.1,WEEKLY,59.38,64.25,28.34,23.43,7.74,48.7,18.0,40.37,3.0907,95.14,66.11
2021,AREA000001510,40.11,72.59,11.51,10.17,33.3,13.68,RARELY,70.35,48.88,4.99,15.63,26.25,67.48,47.37,28.5,6.5137,64.97,9.06
2020,AREA000001511,25.09,55.12,37.64,0.17,48.31,13.26,SEVERAL_WEEK,13.48,36.04,5.43,13.73,74.27,13.08,48.38,86.41,12.3116,91.66,4.03
2025,AREA000001512,21.76,14.56,6.57,2.33,6.26,8.43,WEEKLY,17.43,44.69,30.85,3.21,12.54,58.65,24.9,65.23,7.1055,46.48,33.55
2017,AREA000001513,42.14,63.18,41.69,31.32,17.05,17.85,WEEKLY,90.32,32.59,11.82,27.56,80.57,7.76,64.6,94.12,22.5757,66.97,32.99
2014,AREA000001514,48.21,4.29,17.38,20.15,12.36,5.64,WEEKLY,85.82,56.74,4.91,39.74,57.72,15.52,4.37,33.19,4.9965,58.28,45.41
2011,AREA000001515,35.06,26.11,5.78,6.22,45.57,14.32,DAILY,78.77,3.22,10.6,41.41,94.18,49.24,41.29,39.17,6.7967,90.47,27.03
2021,AREA000001516,15.06,45.97,33.88,9.29,28.49,3.44,WEEKLY,70.72,51.0,26.32,22.27,36.1,4.57,31.26,66.38,22.5023,77.68,35.81
2005,AREA000001517,45.29,35.88,40.15,31.05,32.51,9.29,DAILY,61.14,79.54,26.48,22.47,85.47,38.13,24.52,22.9,4.6505,79.9,34.0
2012,AREA000001518,54.52,23.44,14.72,17.59,20.45,15.9,MONTHLY,87.06,35.7,8.62,27.91,75.71,38.63,22.21,50.38,20.4087,55.4,54.5
2022,AREA000001519,6.11,32.28,6.35,20.02,6.91,20.5,MONTHLY,74.38,46.69,34.63,37.26,57.55,68.12,70.56,95.67,7.7641,51.7,27.78
2020,AREA000001520,45.19,56.65,0.22,31.86,54.68,7.52,SEVERAL_WEEK,74.61,74.98,38.76,40.79,19.33,88.86,5.81,31.35,11.6618,67.41,18.48
2015,AREA000001521,46.17,59.28,22.92,26.02,22.05,15.13,SEVERAL_WEEK,88.96,9.68,2.22,48.82,64.17,1.46,26.9,84.22,8.6572,77.41,4.34
2005,AREA000001522,16.63,15.35,23.98,1.96,33.2,0.06,SEVERAL_WEEK,77.92,25.16,39.59,44.5,55.16,56.63,80.32,28.05,13.8549,91.66,8.37
2025,AREA000001523,27.37,62.96,44.49,34.37,24.57,2.24,DAILY,30.91,48.26,20.37,43.44,88.68,80.86,51.09,92.64,21.8079,35.5,65.16
2012,AREA000001524,33.93,71.26,23.06,13.34,13.32,23.54,MONTHLY,88.63,19.36,1.91,47.15,78.74,4.52,36.85,89.6,3.2428,82.77,48.45
2008,AREA000001525,55.42,45.57,26.31,4.29,3.6,4.27,WEEKLY,75.16,7.9,8.82,0.55,70.06,18.89,44.88,16.29,10.2343,40.41,13.51
2025,AREA000001526,58.74,30.31,15.74,18.52,13.7,23.04,SEVERAL_WEEK,56.87,33.67,29.12,3.73,56.49,36.86,89.65,67.6,4.2829,30.01,13.86
2013,AREA000001527,33.48,78.97,22.51,16.66,22.11,14.53,WEEKLY,52.78,74.35,36.53,13.09,35.57,32.8,97.87,85.93,16.1452,76.45,33.35
2010,AREA000001528,31.27,77.29,35.74,26.55,7.13,20.82,DAILY,51.64,1.12,30.87,40.22,28.81,90.48,98.17,72.79,2.2848,31.53,23.83
2012,AREA000001529,45.23,57.89,3.1,18.03,28.0,19.32,RARELY,92.36,35.3,17.35,45.73,50.04,84.87,85.59,67.52,11.0903,70.9,45.26
2022,AREA000001530,58.53,13.6,16.1,31.57,7.18,11.76,SEVERAL_WEEK,85.99,57.94,16.98,32.96,18.14,89.76,68.05,30.95,14.11,49.96,12.09
2005,AREA000001531,59.75,58.19,40.22,8.73,50.63,19.97,DAILY,53.75,83.39,1.85,33.27,90.44,68.66,4.69,3.28,3.7309,96.87,45.64
2016,AREA000001532,37.03,75.56,38.61,19.48,20.65,24.26,MONTHLY,27.26,39.61,31.93,20.05,31.8,68.84,75.63,10.31,20.1732,72.03,65.89
2025,AREA000001533,53.23,11.66,11.64,32.58,39.15,9.91,SEVERAL_WEEK,33.81,53.04,30.0,15.74,70.57,52.34,60.88,25.09,20.853,61.16,27.03
2007,AREA000001534,16.21,2.6,12.0,4.59,15.39,13.12,SEVERAL_WEEK,20.58,52.94,6.49,16.19,78.99,62.34,60.74,93.46,17.3753,38.38,22.2
2017,AREA000001535,27.24,10.89,10.39,27.88,43.1,17.54,DAILY,37.06,44.76,2.04,26.25,77.94,11.79,39.68,56.04,11.6657,51.38,18.27
2017,AREA000001536,57.07,54.45,28.18,22.23,3.51,14.45,WEEKLY,74.56,87.62,19.18,14.08,38.79,28.91,58.55,3.43,10.3703,79.21,53.34
2008,AREA000001537,34.79,58.22,21.96,4.18,17.11,22.46,DAILY,47.26,34.33,36.41,37.14,23.54,34.52,84.05,84.79,24.7171,63.87,2.75
2006,AREA000001538,37.72,35.54,9.99,28.91,40.9,21.63,SEVERAL_WEEK,50.82,70.99,20.98,14.88,19.84,90.77,65.16,87.84,10.3989,95.08,51.3
2023,AREA000001539,17.03,45.55,27.34,22.08,45.55,4.68,MONTHLY,56.2,66.8,30.94,53.85,85.01,39.99,31.9,61.8,0.5676,84.84,53.38
2005,AREA000001540,20.81,38.28,8.98,2.57,33.28,12.11,SEVERAL_WEEK,13.78,75.36,31.14,22.52,9.34,47.93,88.94,62.9,17.6904,79.38,62.8
2009,AREA000001541,2.6,27.28,8.93,4.31,34.27,9.13,DAILY,35.2,8.17,27.91,16.0,56.35,57.98,82.21,14.76,1.8876,32.59,63.33
2024,AREA000001542,28.62,54.1,3.17,7.51,41.45,20.13,SEVERAL_WEEK,52.31,63.31,30.92,28.35,10.32,23.48,64.99,3.61,8.3934,86.62,50.33
2018,AREA000001543,15.39,8.53,32.13,23.19,48.24,13.51,WEEKLY,13.74,65.94,19.42,52.85,19.05,80.0,11.79,17.15,6.3597,37.5,30.54
2020,AREA000001544,28.64,32.99,17.98,3.22,28.05,6.18,DAILY,77.2,76.51,25.06,51.6,60.55,80.47,40.12,39.24,23.5297,31.31,64.35
2015,AREA000001545,23.05,8.48,21.61,11.43,48.24,12.53,SEVERAL_WEEK,70.19,22.78,36.23,38.81,34.98,37.6,33.77,26.5,22.4671,32.47,26.13
2007,AREA000001546,5.17,53.19,37.21,27.17,51.4,1.74,WEEKLY,73.23,38.58,13.63,29.86,67.75,95.33,22.91,14.03,9.919,71.82,4.2
2020,AREA000001547,24.99,3.67,21.45,26.9,42.31,17.46,SEVERAL_WEEK,52.03,67.22,31.26,32.29,56.14,3.71,89.14,58.45,16.3929,84.31,7.3
2025,AREA000001548,41.35,57.47,44.55,26.42,42.29,1.27,DAILY,84.98,56.41,14.92,3.82,86.14,82.72,72.95,20.59,19.4455,41.39,41.61
2007,AREA000001549,60.38,33.71,3.71,12.83,13.39,3.19,WEEKLY,62.3,61.43,21.0,24.48,87.81,6.86,19.81,12.08,17.733,71.6,46.37
2006,AREA000001550,4.59,74.7,26.82,10.03,12.75,16.14,SEVERAL_WEEK,19.57,79.94,1.51,20.85,57.56,75.12,85.47,5.75,23.9746,77.83,35.18
2022,AREA000001551,28.49,32.36,29.99,17.72,30.7,15.82,DAILY,82.07,16.42,6.28,48.34,67.39,12.98,78.29,90.65,15.0727,72.98,0.49
2018,AREA000001552,34.42,24.72,34.88,8.91,30.9,2.01,WEEKLY,36.4,13.95,38.71,49.22,37.59,4.6,3.78,73.41,11.6322,40.23,56.99
2006,AREA000001553,4.03,25.01,27.48,6.59,45.93,20.57,WEEKLY,46.56,81.51,36.58,51.54,66.79,0.32,45.0,9.09,19.2064,78.94,48.14
2007,AREA000001554,18.97,61.57,38.22,30.1,23.42,17.63,RARELY,98.81,43.36,0.48,47.49,51.19,2.73,89.42,49.63,6.1142,92.48,8.8
2010,AREA000001555,30.77,62.05,2.67,18.3,26.51,6.65,WEEKLY,38.4,71.51,2.9,34.2,5.37,14.12,2.94,4.76,23.6705,57.91,51.17
2014,AREA000001556,46.43,4.06,44.01,7.64,0.73,19.3,SEVERAL_WEEK,27.18,22.87,10.24,18.9,4.1,30.49,64.51,94.82,24.5127,79.94,60.57
2012,AREA000001557,48.06,49.83,27.59,31.05,26.11,6.63,SEVERAL_WEEK,87.58,59.63,16.85,48.21,66.25,5.85,22.26,86.46,17.9112,46.14,36.05
2010,AREA000001558,17.65,61.93,43.51,17.28,28.89,1.97,DAILY,92.95,35.83,7.99,41.47,11.34,34.18,77.78,68.47,23.2005,59.81,16.66
2025,AREA000001559,33.0,49.68,5.17,2.25,45.83,22.24,DAILY,49.11,51.32,1.44,38.46,69.52,8.68,31.86,86.89,16.5384,87.1,59.81
2012,AREA000001560,51.13,7.07,8.59,6.67,2.33,14.04,WEEKLY,32.21,65.93,1.89,41.97,57.01,1.52,64.06,65.7,2.3784,60.69,11.71
2006,AREA000001561,45.6,62.69,22.12,9.5,12.01,4.81,WEEKLY,94.11,73.37,38.88,14.62,9.17,57.88,49.93,86.36,24.1282,87.78,16.17
2010,AREA000001562,23.7,28.69,25.21,34.79,50.45,3.81,WEEKLY,67.06,75.91,28.69,1.9,55.44,58.64,36.48,96.82,24.4728,41.2,37.3
2011,AREA000001563,9.03,78.86,12.71,27.1,22.08,5.0,SEVERAL_WEEK,12.68,66.06,30.29,39.84,28.17,38.21,97.05,33.04,6.0163,42.49,53.54
2008,AREA000001564,15.59,55.99,33.15,22.85,30.99,5.29,SEVERAL_WEEK,56.85,17.82,28.75,14.66,77.87,87.17,32.91,15.9,12.8366,77.53,6.23
2024,AREA000001565,51.73,30.59,37.28,12.27,10.45,16.76,DAILY,91.93,78.74,35.76,35.84,20.1,90.58,96.93,91.84,0.5792,71.13,22.0
2014,AREA000001566,35.76,27.06,10.46,15.19,41.72,9.29,DAILY,12.92,45.42,18.85,11.44,84.49,39.58,92.01,19.59,21.847,98.29,40.6
2015,AREA000001567,36.24,52.91,33.17,29.41,0.59,5.0,WEEKLY,81.05,76.34,15.93,6.38,83.54,29.85,10.21,74.11,6.4954,93.91,17.18
2022,AREA000001568,52.67,10.84,26.65,9.47,2.93,22.25,WEEKLY,32.2,48.03,28.72,29.72,81.19,6.66,85.68,81.69,0.5931,61.45,27.26
2025,AREA000001569,33.98,31.06,23.09,17.9,13.6,22.56,SEVERAL_WEEK,92.3,47.9,2.9,24.14,29.24,97.17,94.94,73.55,21.2436,94.76,65.49
2013,AREA000001570,2.16,71.47,39.48,15.54,39.21,6.65,RARELY,70.46,44.04,14.77,29.37,96.69,92.37,78.01,55.14,13.7109,99.71,24.38
2014,AREA000001571,7.66,9.87,31.64,4.32,49.53,18.47,RARELY,71.87,36.83,32.4,25.6,7.47,82.74,10.58,74.64,20.986,58.99,46.68
2015,AREA000001572,7.88,53.19,41.25,15.7,44.75,16.41,DAILY,80.21,34.98,39.62,24.21,68.74,22.54,83.65,7.05,9.0478,63.33,8.64
2012,AREA000001573,12.18,57.73,24.27,13.58,44.33,6.7,MONTHLY,8.19,57.52,12.81,23.89,98.1,21.47,41.73,44.56,1.0041,40.73,47.58
2017,AREA000001574,17.02,52.68,39.37,33.83,23.84,13.5,DAILY,19.24,19.23,10.31,10.91,2.03,42.03,60.0,9.46,17.3319,66.7,9.15
2007,AREA000001575,54.33,46.52,38.35,10.63,40.53,11.86,SEVERAL_WEEK,26.62,35.39,13.62,45.77,86.09,21.74,50.64,66.15,8.6052,90.96,46.69
2022,AREA000001576,51.52,48.38,35.39,29.25,15.7,15.46,WEEKLY,47.65,84.85,35.9,35.94,2.56,86.93,75.96,39.03,22.7171,38.53,14.24
2021,AREA000001577,43.34,16.49,29.12,4.39,45.21,17.22,SEVERAL_WEEK,0.16,61.42,16.6,44.44,57.51,87.48,3.56,14.14,18.7106,41.05,3.09
2007,AREA000001578,57.93,59.57,40.04,29.77,34.54,6.03,WEEKLY,93.35,63.73,32.89,7.89,98.72,17.91,80.35,65.11,11.5129,63.24,25.78
2007,AREA000001579,30.04,62.87,41.86,10.64,11.67,1.52,SEVERAL_WEEK,84.61,31.29,21.04,1.31,23.39,16.8,49.08,50.03,16.5106,79.06,25.91
2023,AREA000001580,45.31,40.76,42.66,33.5,11.87,20.93,SEVERAL_WEEK,56.15,57.99,38.91,13.3,93.49,25.66,94.4,24.77,13.1805,40.44,19.33
2020,AREA000001581,38.89,24.1,13.39,3.07,32.02,12.16,RARELY,25.24,16.44,12.75,1.68,5.82,6.79,1.81,3.7,16.5422,70.37,56.85
2013,AREA000001582,3.07,12.2,2.69,3.51,0.21,3.75,MONTHLY,64.59,15.67,29.87,49.12,97.06,30.12,47.59,99.62,24.392,71.81,47.65
2016,AREA000001583,19.23,67.15,32.47,21.59,42.5,6.56,RARELY,71.35,8.79,33.1,29.49,22.47,26.61,14.68,40.19,0.6066,47.6,16.36
2009,AREA000001584,20.84,32.03,13.36,8.6,36.54,5.25,SEVERAL_WEEK,96.31,4.39,23.57,37.67,82.34,58.27,96.37,0.22,11.0696,85.29,24.59
2006,AREA000001585,12.4,53.23,11.17,20.41,43.27,9.74,DAILY,18.12,79.67,13.43,10.15,38.68,16.3,25.41,47.27,1.6591,52.84,66.99
2005,AREA000001586,4.97,75.89,5.12,4.06,21.04,21.79,WEEKLY,20.77,24.3,39.7,53.33,87.97,44.61,45.58,97.24,2.4609,41.2,29.29
2006,AREA000001587,53.8,11.06,17.45,17.22,32.6,0.74,MONTHLY,81.45,9.34,16.97,40.49,17.94,41.45,79.0,10.64,2.4599,44.22,13.18
2018,AREA000001588,44.2,61.47,17.71,10.2,10.14,21.05,WEEKLY,52.28,14.42,7.99,7.72,25.6,47.62,21.08,57.22,18.2485,37.51,57.41
2011,AREA000001589,43.62,54.58,23.76,1.07,18.9,13.77,SEVERAL_WEEK,53.8,40.56,32.62,3.51,89.99,3.13,13.5,92.01,4.0656,86.75,26.54
2006,AREA000001590,29.93,45.04,31.25,15.08,26.68,4.49,DAILY,48.35,77.72,30.34,1.25,25.79,23.33,72.79,72.82,23.5184,70.24,42.97
2016,AREA000001591,37.76,53.69,36.47,28.7,25.47,13.26,DAILY,20.49,49.13,1.67,45.22,86.52,84.68,55.13,93.54,23.7489,66.2,41.22
2007,AREA000001592,55.09,28.65,5.37,17.48,53.29,20.92,DAILY,84.06,68.35,33.87,35.32,56.82,68.71,10.84,94.89,15.1138,34.07,46.61
2011,AREA000001593,20.29,51.07,21.89,34.61,21.41,18.64,WEEKLY,43.9,88.97,29.21,17.37,2.94,18.95,12.28,4.95,8.6785,42.29,58.85
2008,AREA000001594,27.06,72.58,10.8,2.87,54.27,15.26,SEVERAL_WEEK,63.19,68.44,11.33,47.86,9.28,57.69,23.71,70.74,12.7221,50.69,43.89
2022,AREA000001595,9.9,22.91,1.44,32.95,29.48,15.51,SEVERAL_WEEK,19.41,34.84,16.5,36.6,43.88,2.39,82.31,83.43,20.9077,78.02,11.68
2019,AREA000001596,37.7,53.72,4.59,9.68,19.49,13.63,DAILY,90.27,26.58,11.83,8.8,67.79,24.33,45.28,6.56,12.4578,48.23,43.87
2023,AREA000001597,58.42,6.77,5.69,34.79,30.57,6.92,WEEKLY,20.82,88.34,21.58,38.04,67.93,30.37,76.83,68.39,24.2356,71.96,33.7
2021,AREA000001598,64.44,1.18,0.59,7.77,16.46,6.12,DAILY,49.15,59.68,25.99,27.01,50.46,46.84,42.06,52.59,0.6535,79.01,25.48
2011,AREA000001599,14.69,38.8,24.24,1.88,4.1,3.62,WEEKLY,34.57,35.56,6.78,28.78,25.6,42.99,65.28,60.29,10.3239,49.48,17.57
2007,AREA000001600,26.65,64.31,27.84,0.7,46.09,0.17,SEVERAL_WEEK,90.36,70.71,18.73,50.63,38.65,45.18,80.67,66.59,7.2082,69.9,44.92
2023,AREA000001601,33.6,8.43,14.17,31.46,52.85,10.54,DAILY,97.96,24.13,7.69,43.99,67.88,56.69,36.71,9.0,21.2474,36.61,21.29
2018,AREA000001602,50.49,64.79,40.14,15.8,53.24,18.47,MONTHLY,22.87,88.18,21.04,46.47,16.17,10.28,91.78,93.92,9.3254,51.49,4.11
2018,AREA000001603,7.33,37.64,35.36,6.36,3.33,11.42,SEVERAL_WEEK,96.8,89.73,13.34,28.34,17.52,7.74,9.04,38.7,14.2096,63.14,52.87
2024,AREA000001604,35.8,14.1,19.71,4.89,42.02,13.94,MONTHLY,63.17,20.73,38.54,37.84,2.39,42.67,97.87,96.51,14.3264,91.88,40.65
2020,AREA000001605,58.86,42.15,10.99,11.15,10.21,9.92,SEVERAL_WEEK,16.33,88.64,10.33,1.58,47.9,75.1,49.52,73.9,5.9944,49.98,12.86
2016,AREA000001606,5.35,55.24,40.15,10.26,11.01,2.75,WEEKLY,15.47,23.19,27.51,34.11,3.47,6.7,2.13,13.56,24.8192,37.43,33.53
2020,AREA000001607,39.92,1.97,1.97,10.93,18.34,8.17,DAILY,23.35,62.66,3.7,6.65,35.66,65.44,9.68,60.46,15.7346,79.44,5.6
2006,AREA000001608,64.69,52.62,27.78,29.63,40.08,7.99,MONTHLY,54.98,7.23,4.05,5.59,46.2,84.62,76.71,99.1,4.4294,77.2,15.13
2021,AREA000001609,5.92,38.71,33.77,24.06,38.19,22.17,DAILY,31.29,69.51,22.75,10.8,38.08,17.27,52.3,68.42,19.5552,99.93,55.29
2014,AREA000001610,33.42,69.98,6.42,21.43,42.79,12.2,SEVERAL_WEEK,63.13,9.35,13.48,37.98,40.25,20.66,2.42,60.93,16.4207,79.18,51.27
2010,AREA000001611,50.6,19.44,25.84,12.85,24.3,24.9,DAILY,52.34,29.31,4.78,32.08,54.71,64.72,64.97,60.37,23.9181,57.74,14.09
2019,AREA000001612,34.42,16.21,7.96,27.03,46.7,2.33,WEEKLY,92.19,53.45,36.18,46.56,10.47,7.36,97.62,48.76,0.8817,66.37,69.99
2013,AREA000001613,59.32,62.01,13.43,32.71,8.32,0.28,MONTHLY,61.34,4.34,25.56,15.52,61.0,57.84,5.86,17.63,18.7358,46.16,58.04
2022,AREA000001614,17.75,14.37,12.15,11.31,26.88,1.19,WEEKLY,50.1,6.66,12.0,31.24,62.85,96.37,55.4,12.45,7.1366,73.14,41.96
2008,AREA000001615,2.67,38.82,6.88,9.47,16.81,0.76,SEVERAL_WEEK,81.05,45.53,30.75,36.45,54.79,13.45,5.08,52.27,16.7705,80.24,26.05
2021,AREA000001616,11.28,43.57,33.03,2.33,33.52,2.86,SEVERAL_WEEK,91.89,16.04,11.27,26.91,55.69,31.02,34.24,31.72,3.0961,69.29,15.8
2014,AREA000001617,56.3,63.74,6.47,24.44,44.27,9.94,MONTHLY,87.04,15.78,11.12,4.24,24.05,74.6,25.25,22.09,19.1651,86.43,50.14
2013,AREA000001618,41.15,74.68,40.72,16.35,8.62,0.72,DAILY,1.47,36.02,24.55,54.94,99.51,88.35,53.33,8.39,20.3638,98.18,16.6
2008,AREA000001619,16.52,12.05,32.33,1.68,22.24,22.75,SEVERAL_WEEK,60.83,62.97,4.45,11.69,69.77,69.18,40.9,44.02,4.733,44.46,55.92
2023,AREA000001620,8.57,27.46,3.45,17.49,35.24,18.75,WEEKLY,99.39,39.88,10.51,49.18,29.51,72.23,37.4,62.83,24.6733,58.17,11.68
2019,AREA000001621,63.5,58.15,31.47,33.94,48.94,6.07,WEEKLY,41.17,52.52,18.8,10.57,81.38,20.49,35.51,2.04,20.3933,87.58,6.23
2024,AREA000001622,14.67,42.87,37.46,29.45,27.96,21.41,WEEKLY,98.53,76.33,22.89,26.46,32.4,30.86,95.02,36.11,22.3185,53.95,32.41
2025,AREA000001623,64.8,50.4,41.45,10.73,51.62,20.09,WEEKLY,66.34,87.82,9.13,38.38,88.96,89.48,80.98,45.24,5.6164,67.1,41.33
2022,AREA000001624,46.16,1.06,27.92,9.02,20.0,14.36,WEEKLY,90.43,46.61,26.91,36.85,32.73,99.48,31.83,63.85,20.8957,68.96,31.61
2018,AREA000001625,48.14,31.34,21.23,20.68,5.18,13.79,SEVERAL_WEEK,13.42,64.51,31.14,3.09,19.65,8.4,25.3,21.18,15.2485,90.56,46.18
2012,AREA000001626,32.71,6.49,7.54,19.66,11.0,11.58,DAILY,83.02,61.17,38.01,46.17,46.04,11.71,54.48,41.74,18.124,43.72,39.44
2006,AREA000001627,43.84,28.85,37.87,15.63,21.81,3.77,WEEKLY,2.98,57.9,10.34,54.85,67.11,48.29,14.83,89.27,19.5573,90.01,36.36
2018,AREA000001628,60.7,72.47,8.96,2.91,18.02,14.01,DAILY,73.58,6.86,9.38,48.68,25.4,82.81,95.93,19.95,22.5867,94.24,55.72
2011,AREA000001629,47.52,1.93,13.29,26.99,24.18,18.64,WEEKLY,59.89,3.3,31.38,10.68,54.74,52.21,73.52,21.4,21.4981,89.42,29.95
2024,AREA000001630,55.27,9.83,9.14,33.33,54.45,4.02,WEEKLY,54.18,37.81,31.07,26.66,17.52,23.78,74.06,32.47,4.1872,41.13,44.61
2025,AREA000001631,62.59,70.15,30.22,9.96,23.29,10.2,SEVERAL_WEEK,4.22,8.21,19.45,46.72,14.79,15.09,39.07,33.54,24.1293,53.53,34.14
2024,AREA000001632,56.97,66.31,7.22,29.93,26.05,6.37,WEEKLY,98.59,79.76,9.61,4.98,49.38,17.68,77.06,96.83,4.8055,44.38,61.31
2007,AREA000001633,15.15,30.16,33.27,14.35,49.92,8.88,WEEKLY,59.2,59.54,30.55,26.21,63.68,39.5,36.54,48.19,22.7673,82.84,58.88
2021,AREA000001634,27.38,1.81,23.65,9.32,33.23,2.6,DAILY,59.86,54.15,11.66,6.57,39.82,84.52,50.39,9.77,19.2555,43.15,58.12
2007,AREA000001635,36.84,45.02,43.47,8.26,38.35,23.71,MONTHLY,91.94,5.75,28.9,4.72,78.8,16.76,38.75,93.54,5.5561,44.71,16.18
2005,AREA000001636,35.18,30.51,9.11,26.09,11.53,16.05,MONTHLY,88.45,69.18,24.9,1.38,36.87,42.65,77.71,34.58,5.481,78.32,11.37
2015,AREA000001637,18.83,37.95,15.61,14.44,25.9,15.62,RARELY,24.5,17.72,37.77,1.38,89.83,11.1,67.75,44.27,1.1679,48.77,39.02
2025,AREA000001638,26.51,69.31,8.19,31.67,38.48,2.71,SEVERAL_WEEK,98.75,14.93,5.6,4.35,2.69,78.49,27.78,89.68,2.8635,97.29,44.34
2014,AREA000001639,13.54,65.88,21.03,1.17,20.19,7.67,SEVERAL_WEEK,97.33,72.18,4.12,39.01,11.53,68.44,96.95,2.7,15.5489,30.27,5.32
2008,AREA000001640,43.97,69.79,5.24,14.93,23.11,19.61,DAILY,57.04,24.25,16.69,35.96,95.6,73.64,90.68,56.58,22.2169,74.12,35.45
2005,AREA000001641,53.63,37.87,17.41,7.94,53.27,11.11,SEVERAL_WEEK,70.58,26.36,5.09,40.32,19.07,98.26,25.81,55.72,14.9559,86.24,3.38
2025,AREA000001642,22.34,6.46,5.21,12.79,35.63,5.08,DAILY,82.34,9.67,24.59,52.68,29.21,0.04,56.51,44.73,13.1531,66.93,60.58
2007,AREA000001643,44.96,59.58,2.68,15.84,18.88,12.73,SEVERAL_WEEK,0.28,51.4,18.14,54.36,19.2,8.02,75.1,78.79,13.4619,42.95,25.09
2005,AREA000001644,41.62,34.13,15.68,33.3,29.17,3.89,DAILY,33.27,16.6,17.04,49.04,59.17,86.76,51.75,50.59,23.2952,63.67,30.82
2020,AREA000001645,33.5,1.21,11.08,30.48,16.53,17.39,DAILY,45.56,18.36,16.35,48.26,65.39,52.49,91.83,54.97,4.5995,46.79,8.63
2020,AREA000001646,61.54,52.39,32.95,7.65,32.22,0.34,DAILY,41.09,46.0,39.52,35.35,2.98,36.36,38.6,14.6,24.9767,87.38,23.33
2022,AREA000001647,52.1,29.78,44.36,29.39,14.48,22.94,DAILY,21.52,70.66,4.95,15.64,39.92,91.67,68.88,74.34,5.485,83.09,60.89
2007,AREA000001648,18.71,66.12,3.28,20.66,30.45,1.55,SEVERAL_WEEK,10.03,49.62,8.43,54.66,95.93,51.79,8.84,76.84,5.3425,75.78,6.41
2015,AREA000001649,48.98,52.4,2.28,34.75,1.04,15.92,RARELY,17.52,61.11,9.27,39.07,48.27,74.28,68.92,93.75,23.03,76.56,54.31
2005,AREA000001650,30.24,18.4,42.62,16.24,43.14,13.89,DAILY,64.74,19.45,20.65,23.78,42.15,11.57,57.33,94.01,12.2389,37.62,29.62
2017,AREA000001651,61.66,23.2,17.0,31.87,0.25,10.91,SEVERAL_WEEK,22.97,86.96,10.83,6.96,97.08,75.08,40.89,65.12,7.9534,35.38,28.96
2022,AREA000001652,43.36,40.19,5.36,7.65,14.5,8.03,RARELY,92.35,20.52,26.31,35.65,26.62,57.87,38.55,90.52,24.9768,80.59,24.32
2016,AREA000001653,46.12,30.69,21.14,33.15,35.97,23.98,SEVERAL_WEEK,59.58,18.28,4.1,28.58,65.78,85.67,84.54,10.92,16.434,59.85,55.2
2009,AREA000001654,26.58,14.92,18.23,23.81,34.57,16.79,DAILY,60.94,11.62,17.89,53.78,88.25,55.08,72.07,46.9,6.355,36.13,8.15
2016,AREA000001655,18.12,19.16,20.75,33.68,30.21,2.48,SEVERAL_WEEK,5.65,35.61,24.79,48.95,45.96,25.09,83.72,22.34,5.9233,53.02,66.64
2022,AREA000001656,38.51,7.65,41.95,26.47,0.89,23.09,WEEKLY,98.75,49.45,19.79,42.59,64.09,77.99,59.91,64.35,3.2388,72.86,0.35
2014,AREA000001657,37.89,10.55,23.92,28.31,11.6,24.08,DAILY,0.17,54.77,18.15,25.9,96.28,52.08,65.37,25.22,21.1023,93.77,49.05
2009,AREA000001658,39.58,48.75,16.5,22.18,18.13,3.82,SEVERAL_WEEK,75.43,69.48,0.67,1.4,74.18,82.03,98.91,65.54,17.3256,73.9,52.71
2019,AREA000001659,25.18,64.38,42.18,9.02,33.3,7.03,WEEKLY,39.78,39.51,21.39,14.93,95.73,95.72,98.48,63.99,9.5929,58.64,62.46
2017,AREA000001660,61.82,34.0,27.47,20.97,42.34,18.44,WEEKLY,84.53,11.07,33.91,0.72,85.81,95.44,48.96,10.22,23.6826,82.83,3.41
2008,AREA000001661,57.44,24.78,7.44,2.73,18.08,21.24,WEEKLY,57.85,17.93,9.62,50.76,3.48,85.57,57.5,50.48,13.5451,76.62,33.38
2025,AREA000001662,23.8,25.95,9.71,18.85,48.92,22.02,DAILY,21.03,49.46,15.64,43.67,2.29,48.22,33.07,69.75,22.3374,51.41,32.12
2007,AREA000001663,16.45,26.21,39.06,15.02,7.21,0.56,SEVERAL_WEEK,90.57,60.56,28.13,10.35,57.55,2.14,62.14,95.27,2.2014,45.6,48.67
