qol_cost_reference_month,qol_cost_country_iso2,qol_cost_city_id,qol_cost_hicp_overall_index,qol_cost_food_index,qol_cost_energy_index,qol_cost_transport_index,qol_cost_rent_index,qol_cost_housing_cost_overburden_rate_pct,qol_cost_energy_poverty_rate_pct,qol_cost_median_net_income_eur,qol_cost_real_income_change_pct,qol_cost_consumer_confidence_index,qol_cost_price_level_index_pps,qol_cost_student_budget_eur_month,qol_cost_family_budget_eur_month,qol_cost_tourism_pressure_index,qol_cost_data_source,qol_cost_methodology_version,qol_cost_data_extract_date
2016-07,DK,CITY_DK_4830,121.73,118.37,217.99,137.17,157.04,22.49,7.69,2676.33,-4.09,-14.06,138.71,1865.74,5817.29,51.35,URBAN_COST_SURVEY,COST_V1,2025-08-17
2016-08,IE,CITY_IE_4867,100.97,111.68,202.44,106.03,117.21,9.05,10.42,3967.45,4.61,-30.99,91.35,1393.77,4377.73,32.72,NATIONAL_PRICE_OBS,COST_V2,2025-06-07
2016-09,PL,CITY_PL_4904,106.3,111.74,118.21,115.84,108.62,13.77,6.52,1233.18,-0.19,-2.67,71.73,1043.67,2725.51,47.05,HICP_CITY_MODEL,COST_V3,2024-02-12
2016-10,AT,CITY_AT_4941,120.99,138.4,120.46,138.44,139.35,14.47,3.94,2022.19,-1.74,-22.7,89.36,1231.98,2139.19,23.71,EUROSTAT_HICP,COST_V1,2024-07-11
2016-11,EE,CITY_EE_4978,118.79,128.81,226.34,114.35,113.87,8.63,7.64,936.73,-6.82,-28.61,97.17,799.54,2293.89,22.72,URBAN_COST_SURVEY,COST_V2,2024-10-08
2016-12,IT,CITY_IT_5015,97.74,101.38,133.04,92.96,95.78,10.34,4.72,3379.0,-2.81,-2.75,82.15,594.2,2232.47,77.78,NATIONAL_PRICE_OBS,COST_V3,2024-09-03
2017-01,PT,CITY_PT_5052,90.71,91.53,156.24,89.73,103.06,11.66,7.61,1288.58,2.4,-31.83,79.3,908.85,2154.83,14.61,HICP_CITY_MODEL,COST_V1,2025-10-18
2017-02,BE,CITY_BE_5089,125.25,120.7,123.7,135.04,152.71,15.32,13.65,4560.62,3.64,-11.15,137.96,1799.81,5977.37,44.15,EUROSTAT_HICP,COST_V2,2026-02-10
2017-03,FI,CITY_FI_5126,103.13,98.41,128.68,122.31,121.2,24.06,9.69,4711.39,-4.11,-27.83,158.73,1533.65,3681.5,46.31,URBAN_COST_SURVEY,COST_V3,2024-11-05
2017-04,LV,CITY_LV_5163,85.57,87.63,105.11,99.12,90.37,20.27,4.63,3818.82,2.32,3.46,114.54,764.63,2632.4,56.84,NATIONAL_PRICE_OBS,COST_V1,2024-08-24
2017-05,RO,CITY_RO_5200,114.96,129.39,210.46,121.86,132.97,18.93,5.1,1134.98,0.5,-10.34,124.08,1376.23,2080.05,34.36,HICP_CITY_MODEL,COST_V2,2024-12-14
2017-06,BG,CITY_BG_5237,104.85,108.44,170.03,98.15,97.32,20.63,13.71,1286.14,-0.66,-7.75,92.0,585.54,4648.54,42.38,EUROSTAT_HICP,COST_V3,2024-06-23
2017-07,FR,CITY_FR_5274,93.26,92.33,190.0,104.5,134.38,8.22,10.81,3305.78,-2.99,-15.88,156.41,1528.01,3027.04,19.25,URBAN_COST_SURVEY,COST_V1,2024-07-27
2017-08,LT,CITY_LT_5311,85.9,86.97,87.38,91.73,95.73,10.79,11.38,2162.68,1.65,-27.09,107.0,670.35,3837.84,22.88,NATIONAL_PRICE_OBS,COST_V2,2025-01-05
2017-09,SK,CITY_SK_5348,100.13,95.67,184.68,115.12,104.65,6.45,3.36,3696.08,4.63,-25.74,91.07,632.37,2841.67,22.47,HICP_CITY_MODEL,COST_V3,2025-07-09
2017-10,HR,CITY_HR_5385,96.44,99.91,148.04,114.69,90.78,13.46,6.25,1086.45,2.34,-9.31,122.17,608.99,4564.81,51.87,EUROSTAT_HICP,COST_V1,2024-03-23
2017-11,DE,CITY_DE_5422,112.4,109.39,228.86,108.14,156.78,10.53,9.02,2329.62,-5.69,-11.16,148.21,1737.95,5887.55,34.57,URBAN_COST_SURVEY,COST_V2,2025-10-27
2017-12,LU,CITY_LU_5459,96.23,101.56,120.38,96.17,140.21,18.41,10.37,2859.7,3.73,-17.72,95.76,656.94,3233.46,44.66,NATIONAL_PRICE_OBS,COST_V3,2025-02-04
2018-01,SI,CITY_SI_5496,109.39,116.17,155.1,122.05,105.59,21.0,8.92,1536.48,-2.63,1.52,75.88,1279.57,2064.99,53.86,HICP_CITY_MODEL,COST_V1,2024-09-11
2018-02,CY,CITY_CY_5533,105.77,114.76,181.03,104.64,124.75,6.44,4.93,3305.02,-4.93,-36.16,118.43,1560.88,4935.68,83.93,EUROSTAT_HICP,COST_V2,2025-04-25
2018-03,GR,CITY_GR_5570,91.08,97.06,102.29,104.1,101.87,6.44,15.34,2773.01,-3.01,-17.57,100.84,754.33,2250.23,26.36,URBAN_COST_SURVEY,COST_V3,2024-02-09
2018-04,MT,CITY_MT_5607,113.2,120.4,108.18,124.9,134.98,13.66,8.39,2488.56,-2.78,-17.04,103.92,1443.81,3214.22,57.98,NATIONAL_PRICE_OBS,COST_V1,2024-07-16
2018-05,ES,CITY_ES_5644,121.21,127.68,205.66,112.6,133.92,19.59,7.53,2732.87,-5.24,-8.19,118.54,1434.53,4716.58,21.45,HICP_CITY_MODEL,COST_V2,2025-04-03
2018-06,CZ,CITY_CZ_5681,102.69,107.74,146.29,99.45,108.0,11.28,10.41,1787.6,4.2,-0.23,73.36,514.77,1899.85,16.65,EUROSTAT_HICP,COST_V3,2024-08-30
2018-07,HU,CITY_HU_5718,91.59,105.25,143.83,104.75,110.88,12.92,15.14,2855.83,-3.97,-14.77,83.41,1379.82,1346.61,31.45,URBAN_COST_SURVEY,COST_V1,2024-08-04
2018-08,NL,CITY_NL_5755,116.49,126.65,164.87,126.28,169.86,14.77,17.35,4372.68,1.82,-33.62,108.53,1707.1,4415.49,13.63,NATIONAL_PRICE_OBS,COST_V2,2024-09-16
2018-09,SE,CITY_SE_5792,114.01,130.43,224.9,105.12,132.49,11.2,11.44,4469.43,-2.06,-14.5,99.43,1382.73,6276.07,33.67,HICP_CITY_MODEL,COST_V3,2025-10-24
2018-10,DK,CITY_DK_5829,128.06,122.42,185.7,145.86,183.96,13.1,10.45,2407.53,-3.92,-12.45,130.58,1171.89,1928.9,55.5,EUROSTAT_HICP,COST_V1,2025-07-18
2018-11,IE,CITY_IE_5866,104.12,116.23,197.43,121.08,116.78,21.53,12.47,2563.25,-6.09,-27.34,116.19,1287.64,2396.33,45.82,URBAN_COST_SURVEY,COST_V2,2024-11-12
2018-12,PL,CITY_PL_5903,117.13,125.4,221.01,132.45,126.31,6.83,5.64,1010.55,-4.22,-5.61,99.26,1450.12,2894.25,49.64,NATIONAL_PRICE_OBS,COST_V3,2024-11-11
2019-01,AT,CITY_AT_5940,91.05,86.66,121.92,107.79,109.51,9.96,12.41,2455.23,0.4,-26.76,123.19,1194.0,5262.41,13.67,HICP_CITY_MODEL,COST_V1,2024-11-22
2019-02,EE,CITY_EE_5977,97.52,94.04,122.4,105.7,92.36,12.74,5.77,1054.12,0.94,0.64,82.24,872.03,1545.4,17.61,EUROSTAT_HICP,COST_V2,2025-05-29
2019-03,IT,CITY_IT_0014,91.33,89.38,83.69,96.13,97.46,12.64,1.91,1874.25,-4.84,3.3,122.37,512.47,3226.1,74.99,URBAN_COST_SURVEY,COST_V3,2025-09-15
2019-04,PT,CITY_PT_0051,121.94,118.04,141.87,117.46,120.16,12.14,4.05,1810.54,-0.57,0.76,91.47,957.44,4967.63,51.47,NATIONAL_PRICE_OBS,COST_V1,2024-04-30
2019-05,BE,CITY_BE_0088,128.45,143.44,180.31,127.19,181.4,18.63,16.76,4476.22,-2.26,-0.66,138.97,1755.86,2558.36,47.62,HICP_CITY_MODEL,COST_V2,2025-03-04
2019-06,FI,CITY_FI_0125,103.47,100.89,200.89,100.3,134.99,19.11,4.31,4041.91,-3.55,-21.83,151.91,817.75,2261.56,25.78,EUROSTAT_HICP,COST_V3,2025-04-05
2019-07,LV,CITY_LV_0162,112.85,119.69,137.45,130.79,105.91,10.0,11.41,2781.82,3.69,-30.16,102.6,548.22,4342.78,17.72,URBAN_COST_SURVEY,COST_V1,2024-09-11
2019-08,RO,CITY_RO_0199,96.96,99.85,105.94,105.09,106.46,20.4,9.04,2692.34,2.86,-0.56,69.9,578.94,3491.52,56.94,NATIONAL_PRICE_OBS,COST_V2,2025-03-27
2019-09,BG,CITY_BG_0236,94.4,91.73,140.01,112.06,89.06,13.64,18.31,2358.08,2.18,-25.49,119.92,1170.48,3746.61,26.19,HICP_CITY_MODEL,COST_V3,2024-08-19
2019-10,FR,CITY_FR_0273,127.52,143.33,126.4,127.21,171.74,11.5,4.91,3715.74,-4.48,-12.7,133.1,1330.96,4732.57,53.11,EUROSTAT_HICP,COST_V1,2024-01-28
2019-11,LT,CITY_LT_0310,113.15,126.66,118.37,121.76,103.69,16.95,12.45,3710.31,-6.33,-23.5,90.92,765.84,1521.32,38.94,URBAN_COST_SURVEY,COST_V2,2025-12-30
2019-12,SK,CITY_SK_0347,89.21,88.87,171.13,87.75,82.78,20.3,15.14,1208.2,-2.96,-26.05,125.12,1138.08,2089.92,51.26,NATIONAL_PRICE_OBS,COST_V3,2024-10-23
2020-01,HR,CITY_HR_0384,117.67,127.27,136.13,140.78,106.78,7.64,4.79,2702.87,-1.98,-18.07,112.02,1256.32,3440.62,49.19,HICP_CITY_MODEL,COST_V1,2025-12-31
2020-02,DE,CITY_DE_0421,94.87,98.0,123.68,98.51,125.47,11.46,4.97,4137.3,3.76,-16.77,111.36,1580.78,3964.62,43.99,EUROSTAT_HICP,COST_V2,2025-03-16
2020-03,LU,CITY_LU_0458,124.64,126.66,161.88,147.13,139.51,10.15,7.54,2391.8,3.94,-9.86,163.57,1730.86,1883.25,20.82,URBAN_COST_SURVEY,COST_V3,2024-08-08
2020-04,SI,CITY_SI_0495,94.99,98.21,198.68,111.43,107.41,17.95,14.98,3663.8,5.04,-24.85,103.63,1263.51,1319.82,54.8,NATIONAL_PRICE_OBS,COST_V1,2025-03-05
2020-05,CY,CITY_CY_0532,107.94,117.44,214.18,106.05,120.49,16.41,5.08,2668.09,2.22,-21.28,79.59,1105.53,1632.47,13.69,HICP_CITY_MODEL,COST_V2,2024-07-09
2020-06,GR,CITY_GR_0569,84.84,87.42,151.97,83.08,92.69,9.84,17.98,2421.14,6.19,-21.32,120.2,734.64,3797.7,67.48,EUROSTAT_HICP,COST_V3,2024-02-23
2020-07,MT,CITY_MT_0606,95.05,98.37,104.72,106.16,95.41,20.77,7.09,2509.74,4.73,4.54,108.15,1514.4,2330.14,58.57,URBAN_COST_SURVEY,COST_V1,2024-10-25
2020-08,ES,CITY_ES_0643,100.9,98.76,124.91,114.77,110.71,18.63,6.91,2770.11,0.66,-2.28,73.52,1609.14,3165.1,42.48,NATIONAL_PRICE_OBS,COST_V2,2025-03-13
2020-09,CZ,CITY_CZ_0680,97.73,99.49,190.37,108.48,110.7,21.24,5.71,3411.25,-3.3,-26.93,110.99,1333.83,3616.92,9.27,HICP_CITY_MODEL,COST_V3,2025-07-16
2020-10,HU,CITY_HU_0717,85.07,87.81,116.35,97.59,86.25,21.28,2.27,3125.0,-2.72,-15.36,128.32,1182.75,1292.23,29.52,EUROSTAT_HICP,COST_V1,2024-03-20
2020-11,NL,CITY_NL_0754,116.2,115.22,147.66,122.81,142.39,18.79,13.76,1969.3,2.47,-4.24,164.16,860.05,1847.05,21.05,URBAN_COST_SURVEY,COST_V2,2025-10-10
2020-12,SE,CITY_SE_0791,92.51,90.84,145.92,100.33,119.72,5.64,11.68,1823.02,3.12,-1.64,147.1,605.98,2153.25,41.23,NATIONAL_PRICE_OBS,COST_V3,2024-09-12
2021-01,DK,CITY_DK_0828,104.49,118.41,206.32,119.15,119.75,13.04,5.9,2351.82,-4.84,-23.7,152.43,1266.83,4933.63,56.88,HICP_CITY_MODEL,COST_V1,2025-12-07
2021-02,IE,CITY_IE_0865,128.1,139.25,160.05,133.16,187.13,23.19,13.53,4711.93,-3.06,-1.01,137.79,1868.67,5426.96,28.71,EUROSTAT_HICP,COST_V2,2026-02-03
2021-03,PL,CITY_PL_0902,94.77,97.16,187.59,94.08,88.06,11.79,5.13,2729.84,3.88,-16.6,93.52,1139.57,1928.81,27.22,URBAN_COST_SURVEY,COST_V3,2025-12-24
2021-04,AT,CITY_AT_0939,115.73,128.97,114.71,138.35,163.28,12.25,3.33,3314.04,-0.29,1.17,126.43,1234.19,1876.99,22.67,NATIONAL_PRICE_OBS,COST_V1,2024-10-17
2021-05,EE,CITY_EE_0976,119.39,126.1,122.14,134.41,113.41,16.03,2.04,2289.63,-3.24,-24.48,83.84,984.56,2963.98,50.5,HICP_CITY_MODEL,COST_V2,2024-08-15
2021-06,IT,CITY_IT_1013,112.2,112.66,184.16,130.56,117.67,22.82,10.44,2639.74,0.36,-17.0,112.62,1368.18,4148.1,79.61,EUROSTAT_HICP,COST_V3,2025-08-11
2021-07,PT,CITY_PT_1050,91.32,89.75,175.05,94.05,105.27,16.41,9.24,1804.87,-3.64,-4.2,92.7,868.3,1881.61,35.05,URBAN_COST_SURVEY,COST_V1,2025-06-06
2021-08,BE,CITY_BE_1087,99.42,104.98,114.82,106.31,116.65,9.22,12.11,1869.57,0.42,-20.46,91.25,1061.84,5560.33,57.27,NATIONAL_PRICE_OBS,COST_V2,2025-06-18
2021-09,FI,CITY_FI_1124,124.67,120.66,246.25,129.62,140.02,23.3,14.83,1650.4,-1.64,-40.87,132.58,1531.57,3392.47,36.53,HICP_CITY_MODEL,COST_V3,2025-11-20
2021-10,LV,CITY_LV_1161,119.32,133.38,215.24,130.21,138.41,24.72,11.75,3455.86,-2.04,-26.02,71.71,1364.95,2928.04,42.07,EUROSTAT_HICP,COST_V1,2025-05-06
2021-11,RO,CITY_RO_1198,95.86,96.58,111.32,89.34,95.04,17.66,13.87,2337.39,5.65,-29.86,82.22,756.92,3802.31,22.9,URBAN_COST_SURVEY,COST_V2,2025-01-14
2021-12,BG,CITY_BG_1235,125.59,139.8,128.03,136.45,139.19,6.31,11.86,1950.2,-6.3,-26.61,99.65,1497.45,2687.49,15.87,NATIONAL_PRICE_OBS,COST_V3,2025-04-01
2022-01,FR,CITY_FR_1272,116.88,129.82,264.19,139.13,137.83,20.12,8.08,1751.3,-4.52,-13.1,111.41,1147.32,3357.57,18.35,HICP_CITY_MODEL,COST_V1,2024-02-01
2022-02,LT,CITY_LT_1309,131.37,133.02,320.0,126.45,143.08,17.36,10.08,2389.15,3.35,-17.79,107.79,1024.52,2001.41,22.07,EUROSTAT_HICP,COST_V2,2024-05-25
2022-03,SK,CITY_SK_1346,94.27,104.1,230.53,95.6,111.09,14.23,7.91,3443.94,4.13,-30.28,70.66,595.47,1817.4,48.81,URBAN_COST_SURVEY,COST_V3,2024-08-14
2022-04,HR,CITY_HR_1383,95.41,91.72,143.38,102.5,100.4,14.16,7.7,1339.03,5.47,-12.47,75.26,1321.68,2643.14,12.54,NATIONAL_PRICE_OBS,COST_V1,2024-01-15
2022-05,DE,CITY_DE_1420,104.92,106.47,268.25,104.32,134.2,10.38,10.0,3783.9,-5.69,-22.68,110.16,821.22,2519.06,46.43,HICP_CITY_MODEL,COST_V2,2024-09-18
2022-06,LU,CITY_LU_1457,116.8,116.52,220.39,130.31,139.04,19.3,11.15,3198.44,-0.08,-39.3,119.51,1135.81,4097.77,5.76,EUROSTAT_HICP,COST_V3,2024-04-12
2022-07,SI,CITY_SI_1494,132.34,126.41,230.74,150.6,148.27,15.35,2.45,1142.07,-0.68,-29.55,121.64,1221.86,2291.85,12.51,URBAN_COST_SURVEY,COST_V1,2024-05-22
2022-08,CY,CITY_CY_1531,127.42,144.75,248.95,118.56,152.03,12.83,16.6,3149.58,1.05,-22.85,122.77,830.37,3193.74,20.93,NATIONAL_PRICE_OBS,COST_V2,2026-01-28
2022-09,GR,CITY_GR_1568,100.23,101.77,209.28,98.95,119.96,12.05,4.9,1942.43,5.62,-33.61,84.4,1177.68,2406.54,22.64,HICP_CITY_MODEL,COST_V3,2024-07-11
2022-10,MT,CITY_MT_1605,113.82,113.4,281.47,132.48,103.98,19.88,4.71,2628.08,0.18,-15.24,110.69,1119.92,2880.84,83.95,EUROSTAT_HICP,COST_V1,2024-08-16
2022-11,ES,CITY_ES_1642,128.04,126.57,182.35,134.06,139.43,20.51,2.21,3449.52,2.43,-31.58,124.36,1491.61,1506.66,52.04,URBAN_COST_SURVEY,COST_V2,2025-02-09
2022-12,CZ,CITY_CZ_1679,135.12,154.39,227.53,137.86,163.33,18.19,3.89,2226.61,-0.96,-37.28,82.02,797.14,4566.46,9.08,NATIONAL_PRICE_OBS,COST_V3,2024-09-22
2023-01,HU,CITY_HU_1716,113.18,117.21,234.3,110.57,134.49,9.31,18.47,2440.72,4.79,-21.41,122.94,1379.69,1688.41,23.67,HICP_CITY_MODEL,COST_V1,2024-12-14
2023-02,NL,CITY_NL_1753,109.68,107.41,113.44,103.74,152.48,15.65,2.9,1678.4,2.94,-13.69,124.32,1378.04,2262.56,57.88,EUROSTAT_HICP,COST_V2,2025-09-27
2023-03,SE,CITY_SE_1790,116.54,115.99,203.99,129.06,155.99,13.28,15.34,1917.58,1.67,-33.93,156.59,1065.89,3661.61,21.92,URBAN_COST_SURVEY,COST_V3,2024-09-05
2023-04,DK,CITY_DK_1827,113.69,114.82,132.67,108.96,131.21,16.01,2.48,3296.03,5.13,-28.15,106.77,1903.66,2664.66,55.52,NATIONAL_PRICE_OBS,COST_V1,2026-01-26
2023-05,IE,CITY_IE_1864,126.21,125.38,140.56,148.46,161.57,22.61,9.03,3598.87,-4.15,-22.53,139.11,1203.64,4201.81,15.66,HICP_CITY_MODEL,COST_V2,2025-04-30
2023-06,PL,CITY_PL_1901,104.9,120.24,96.53,123.17,102.35,10.98,12.67,2154.57,0.04,2.07,76.74,586.19,2468.18,9.42,EUROSTAT_HICP,COST_V3,2024-06-27
2023-07,AT,CITY_AT_1938,129.24,138.87,252.35,141.34,155.89,23.79,9.71,1340.08,-4.64,-21.94,96.62,1879.88,5952.47,55.23,URBAN_COST_SURVEY,COST_V1,2025-12-21
2023-08,EE,CITY_EE_1975,121.39,123.58,245.11,119.49,130.57,24.64,3.87,2445.72,-1.46,-11.08,83.29,1410.07,1514.82,49.17,NATIONAL_PRICE_OBS,COST_V2,2024-06-15
2023-09,IT,CITY_IT_2012,97.44,93.94,130.3,102.76,106.86,15.76,11.41,3208.5,-1.28,-22.04,78.15,918.14,1541.07,58.64,HICP_CITY_MODEL,COST_V3,2024-05-02
2023-10,PT,CITY_PT_2049,97.76,96.57,148.9,111.78,99.69,13.16,8.1,2946.61,-3.93,-9.09,90.27,1060.17,4516.26,36.3,EUROSTAT_HICP,COST_V1,2024-10-12
2023-11,BE,CITY_BE_2086,104.52,117.73,158.63,109.64,138.81,22.55,15.0,4342.49,-1.62,-4.18,98.39,1821.39,5624.68,47.37,URBAN_COST_SURVEY,COST_V2,2026-01-08
2023-12,FI,CITY_FI_2123,128.22,124.09,223.11,138.9,178.51,19.92,9.49,1192.66,-7.51,-31.69,113.97,1266.35,3374.95,4.65,NATIONAL_PRICE_OBS,COST_V3,2025-03-23
2024-01,LV,CITY_LV_2160,106.5,102.81,98.5,112.93,117.77,7.89,4.78,1705.33,-3.19,-4.95,100.01,689.64,1778.47,8.21,HICP_CITY_MODEL,COST_V1,2024-02-14
2024-02,RO,CITY_RO_2197,120.45,121.35,159.33,121.33,143.55,14.88,8.67,2492.66,3.06,-34.48,108.72,1109.79,3005.19,27.6,EUROSTAT_HICP,COST_V2,2024-06-16
2024-03,BG,CITY_BG_2234,98.49,100.52,189.87,98.31,111.17,9.22,4.78,2531.95,-3.41,-37.0,97.21,976.85,1677.66,37.61,URBAN_COST_SURVEY,COST_V3,2025-03-20
2024-04,FR,CITY_FR_2271,98.29,111.25,205.1,92.51,123.86,13.0,16.18,3778.08,4.24,-26.31,142.06,660.92,4661.52,9.84,NATIONAL_PRICE_OBS,COST_V1,2026-02-17
2024-05,LT,CITY_LT_2308,117.15,133.75,159.95,114.01,120.34,19.19,12.3,3007.39,-5.97,-20.85,122.71,1581.18,3683.93,25.52,HICP_CITY_MODEL,COST_V2,2024-10-04
2024-06,SK,CITY_SK_2345,118.01,120.29,241.27,115.32,124.52,13.5,8.58,2267.54,-0.95,-26.76,74.39,1227.86,4300.02,54.05,EUROSTAT_HICP,COST_V3,2024-03-31
2024-07,HR,CITY_HR_2382,94.38,100.8,140.77,109.39,99.85,13.82,14.97,1346.97,3.13,-24.89,110.14,1437.38,4660.02,56.87,URBAN_COST_SURVEY,COST_V1,2024-09-27
2024-08,DE,CITY_DE_2419,108.08,112.41,187.58,101.3,142.9,6.82,8.24,2147.48,3.73,-31.47,159.8,1031.95,4712.6,46.88,NATIONAL_PRICE_OBS,COST_V2,2024-01-11
2024-09,LU,CITY_LU_2456,126.15,124.63,163.9,130.42,183.29,13.47,9.79,4192.06,2.82,-8.87,109.41,1554.9,5239.59,45.72,HICP_CITY_MODEL,COST_V3,2024-10-06
2024-10,SI,CITY_SI_2493,111.33,122.24,119.39,113.11,132.58,15.68,9.39,2716.07,0.17,-30.06,125.47,919.47,3353.48,51.38,EUROSTAT_HICP,COST_V1,2025-01-23
2024-11,CY,CITY_CY_2530,114.3,124.97,150.08,114.82,113.82,19.57,14.13,2388.82,-6.78,-12.31,94.64,943.83,2069.7,82.84,URBAN_COST_SURVEY,COST_V2,2025-12-23
2024-12,GR,CITY_GR_2567,88.47,99.06,110.54,101.48,104.59,10.03,6.97,2058.91,-2.03,1.04,125.43,658.05,3804.95,66.33,NATIONAL_PRICE_OBS,COST_V3,2024-01-14
2025-01,MT,CITY_MT_2604,108.04,119.46,209.34,128.52,126.07,14.54,7.26,1865.88,4.77,-19.33,78.96,1415.55,2822.56,56.07,HICP_CITY_MODEL,COST_V1,2025-03-21
2025-02,ES,CITY_ES_2641,118.37,116.59,179.7,137.58,110.16,22.11,13.03,2614.77,2.37,-27.1,86.66,1355.92,3062.34,54.15,EUROSTAT_HICP,COST_V2,2025-09-21
2025-03,CZ,CITY_CZ_2678,86.3,93.19,121.44,92.48,83.17,13.53,13.41,3528.47,1.63,-20.05,104.92,895.02,2102.91,21.85,URBAN_COST_SURVEY,COST_V3,2026-02-03
2025-04,HU,CITY_HU_2715,100.21,95.93,183.93,109.64,111.41,11.88,19.65,2360.51,5.78,-9.1,83.79,954.5,1771.19,51.3,NATIONAL_PRICE_OBS,COST_V1,2024-10-23
2025-05,NL,CITY_NL_2752,103.58,116.0,110.8,95.87,148.71,16.44,13.6,4448.44,-2.64,-23.51,110.79,868.45,2586.62,27.23,HICP_CITY_MODEL,COST_V2,2024-02-12
2025-06,SE,CITY_SE_2789,106.37,112.72,98.6,120.75,129.25,6.35,8.53,3541.97,0.79,-27.48,88.77,1300.73,3308.45,46.79,EUROSTAT_HICP,COST_V3,2024-03-07
2025-07,DK,CITY_DK_2826,105.77,112.42,182.43,105.61,151.54,24.81,17.46,1889.04,-1.88,-28.72,100.77,894.3,5576.63,47.05,URBAN_COST_SURVEY,COST_V1,2025-11-08
2025-08,IE,CITY_IE_2863,109.24,104.65,177.24,118.02,149.1,14.94,16.63,3993.3,0.23,-34.81,145.37,1381.08,1996.17,49.42,NATIONAL_PRICE_OBS,COST_V2,2024-11-14
2025-09,PL,CITY_PL_2900,110.78,122.1,139.17,121.2,115.17,19.58,7.42,1314.51,-4.3,-16.38,117.76,1352.83,2797.03,25.71,HICP_CITY_MODEL,COST_V3,2025-12-26
2025-10,AT,CITY_AT_2937,119.3,122.89,137.51,139.13,150.53,10.78,3.28,2272.23,-4.11,-15.68,135.62,1704.4,4966.65,8.99,EUROSTAT_HICP,COST_V1,2025-09-24
2025-11,EE,CITY_EE_2974,84.36,80.29,154.42,101.07,95.31,20.51,13.43,1502.2,-4.0,-11.0,69.78,693.74,3321.57,51.61,URBAN_COST_SURVEY,COST_V2,2025-04-21
2025-12,IT,CITY_IT_3011,112.84,126.55,116.69,109.68,119.34,17.04,5.41,1862.54,-0.5,-9.95,69.25,569.55,3763.63,14.13,NATIONAL_PRICE_OBS,COST_V3,2025-11-21
2026-01,PT,CITY_PT_3048,108.36,115.82,179.85,115.95,110.71,19.89,14.41,3473.63,-4.76,-6.21,88.79,1002.59,3821.71,11.6,HICP_CITY_MODEL,COST_V1,2025-01-24
2026-02,BE,CITY_BE_3085,128.37,134.86,247.07,144.88,177.24,15.49,13.92,4591.65,-0.26,-27.1,130.69,961.16,4911.1,51.58,EUROSTAT_HICP,COST_V2,2026-02-17
2026-03,FI,CITY_FI_3122,113.75,122.07,151.38,118.64,129.68,8.12,3.44,3845.16,3.28,-18.16,140.02,1228.03,5236.08,14.95,URBAN_COST_SURVEY,COST_V3,2024-04-18
2026-04,LV,CITY_LV_3159,89.05,98.39,100.03,104.92,105.6,16.37,2.2,3043.91,3.64,-29.97,90.56,803.82,1875.72,4.28,NATIONAL_PRICE_OBS,COST_V1,2024-02-20
2026-05,RO,CITY_RO_3196,95.81,104.44,165.6,90.83,94.17,15.65,19.14,2268.58,-5.73,-19.8,86.02,658.28,1847.72,22.52,HICP_CITY_MODEL,COST_V2,2024-09-24
2026-06,BG,CITY_BG_3233,92.74,102.7,115.41,101.38,87.68,19.99,6.16,2462.57,1.68,-4.02,69.77,1076.35,3479.89,29.06,EUROSTAT_HICP,COST_V3,2025-08-29
2026-07,FR,CITY_FR_3270,122.93,131.82,144.74,125.87,157.33,24.38,10.43,2922.86,-5.33,-7.21,147.1,1176.05,1943.43,80.3,URBAN_COST_SURVEY,COST_V1,2024-01-30
2026-08,LT,CITY_LT_3307,115.7,114.01,143.44,108.89,122.85,17.38,11.92,2662.32,0.19,-1.18,77.45,1191.31,3888.62,39.16,NATIONAL_PRICE_OBS,COST_V2,2024-11-05
2026-09,SK,CITY_SK_3344,111.97,126.39,143.76,112.06,115.74,11.78,7.09,2420.24,-6.45,-5.21,92.37,1543.05,1786.79,24.13,HICP_CITY_MODEL,COST_V3,2024-12-01
2026-10,HR,CITY_HR_3381,121.71,125.4,154.67,135.49,144.4,14.72,4.64,3829.18,-0.88,-19.52,108.01,1029.92,1746.31,41.07,EUROSTAT_HICP,COST_V1,2024-03-30
2026-11,DE,CITY_DE_3418,101.47,102.72,120.73,112.2,113.03,5.93,7.54,1267.56,-3.47,3.39,131.48,1061.89,2073.93,25.94,URBAN_COST_SURVEY,COST_V2,2024-07-07
2026-12,LU,CITY_LU_3455,126.29,126.23,150.3,151.47,167.81,16.85,12.07,4360.61,-5.64,-31.65,160.0,608.45,5505.5,49.12,NATIONAL_PRICE_OBS,COST_V3,2025-11-24
2016-01,SI,CITY_SI_3492,95.61,109.9,173.63,100.86,112.81,21.21,2.55,3423.17,2.88,-35.45,108.31,1325.42,3203.33,17.76,HICP_CITY_MODEL,COST_V1,2024-06-02
2016-02,CY,CITY_CY_3529,99.94,105.37,149.81,98.43,108.64,21.57,11.67,3576.98,-1.51,-23.2,118.31,1403.92,1995.2,43.12,EUROSTAT_HICP,COST_V2,2024-12-04
2016-03,GR,CITY_GR_3566,90.68,86.26,148.95,102.76,106.56,14.08,11.33,3120.49,6.3,-27.58,117.1,1572.26,4518.47,43.54,URBAN_COST_SURVEY,COST_V3,2025-12-23
2016-04,MT,CITY_MT_3603,89.45,95.78,119.07,83.05,99.44,18.59,8.82,3541.99,6.61,1.79,107.37,730.9,3117.7,71.59,NATIONAL_PRICE_OBS,COST_V1,2024-06-04
