agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2016,HR,EE611,31fe0ab28b889120ed0fa3d8,16.75,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,3206.73,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-01-20
2017,FI,PL2,27c8124b8c73298fe0374b40,20.52,ORCHARD,MIXED,RISK_MANAGEMENT,8580.92,CO_FINANCED,0,1,0,0,0,0,0,1,RRF_COFIN,2025-08-18
2018,IE,PL129,14a5b28d387515cf72458581,24.86,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,7612.07,ANNUAL,1,1,0,0,0,0,0,1,EAFRD,2024-10-03
2019,MT,DK847,93add46d92e42f6c3cdf9694,11.14,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,4638.05,TOP_UP,0,0,0,0,1,1,0,0,EAGF,2026-01-25
2020,SK,BG45,0e9db9e030b7f46398956dff,18.07,OTHER,MIXED,INVESTMENT_AID,3979.73,RESULT_BASED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-06-29
2021,BE,GR28,0ac1f5104fc18e18b6112c04,55.47,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,12319.05,LUMP_SUM,0,0,0,1,0,0,0,1,RRF_COFIN,2025-12-31
2022,DK,MT53,e4e8939b74f21fd6b8fc6add,24.02,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,6692.62,CO_FINANCED,0,1,1,0,0,1,0,1,EAFRD,2024-09-25
2023,GR,LV9,34ff66c61fd21443ddf86ee9,29.42,ARABLE,MIXED,LESS_FAVOURED_AREA,11417.38,ANNUAL,1,1,0,0,0,0,1,1,EAGF,2024-11-08
2024,LT,RO5,408b348bfbae2173e9429da3,31.22,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,7987.63,TOP_UP,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-10-20
2025,PT,NL472,af2c4330cc99b9ec58a1340e,14.82,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5798.24,RESULT_BASED,1,0,0,1,0,0,0,1,RRF_COFIN,2024-05-27
2026,SE,LU6,4066fa8cf94b471fc0b693d3,83.24,DAIRY,MIXED,AECM,30578.45,LUMP_SUM,1,1,0,0,0,0,1,1,EAFRD,2025-06-09
2014,CY,HU4,9a16dd5c01cf1538329b5083,46.5,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,15381.51,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2025-05-27
2015,FR,PT28,8559e8f90779a362ae66322e,27.68,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,3137.87,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2026-01-03
2016,IT,SE9,af74fdee5a09e504b4491e0c,18.19,MIXED,MIXED,ECO_SCHEME,5978.41,TOP_UP,1,1,0,0,1,0,0,1,RRF_COFIN,2025-05-27
2017,NL,PL9,279a631c5fd2c253eb42ad9d,48.05,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,23157.46,RESULT_BASED,0,0,1,0,0,1,0,1,EAFRD,2024-07-22
2018,SI,CY8,05fcd026991c5aa1066493b1,9.5,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4215.44,LUMP_SUM,0,0,0,0,0,0,0,1,EAGF,2025-01-20
2019,BG,DE907,088ce55a788aab536e3ccf5e,20.83,HORTICULTURE,MIXED,CRISS,8035.48,CO_FINANCED,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2025-09-05
2020,EE,RO34,fcd1079876a34c883e9c5101,30.94,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7076.9,ANNUAL,0,1,0,0,0,0,0,1,RRF_COFIN,2024-10-26
2021,HU,BE91,228921819558d6e9254c9881,15.46,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,3002.64,TOP_UP,1,1,0,0,0,0,1,1,EAFRD,2026-01-21
2022,LU,HU566,d4a540c73feceac2fc76556b,56.23,VINEYARD,MIXED,BISS,18445.64,RESULT_BASED,0,0,0,1,0,0,0,0,EAGF,2024-07-08
2023,RO,FI11,7a659218d0f35ed7562fa430,34.19,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,5819.25,LUMP_SUM,1,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-04-06
2024,AT,HR66,20dbf141fadd450608e97a1b,33.29,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,3342.94,CO_FINANCED,1,1,0,1,0,0,0,1,RRF_COFIN,2024-03-22
2025,CZ,CY36,b8bccb6cd7572d959bc9fd0a,12.49,OLIVE,MIXED,YOUNG_FARMERS,2636.38,ANNUAL,0,0,0,0,0,1,0,1,EAFRD,2025-08-28
2026,DE,PT573,e7ae8804a915d741ce21cde0,34.39,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,9957.25,TOP_UP,0,1,0,1,0,1,0,0,EAGF,2024-07-27
2014,LV,AT589,e1e2eefd7d213ac2f246b597,17.02,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,5183.54,RESULT_BASED,0,0,0,0,0,0,1,0,NATIONAL_TOPUP,2025-08-02
2015,PL,LT2,1294238d0c009b9aca2d222d,12.71,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,6808.29,LUMP_SUM,0,0,0,0,0,0,0,1,RRF_COFIN,2024-06-02
2016,ES,FR38,b29f29ab88d7fbcbf1016804,71.88,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,26110.17,CO_FINANCED,0,0,0,0,0,0,1,0,EAFRD,2024-09-29
2017,HR,AT283,396637010eba8424c1536c04,28.59,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,7339.05,ANNUAL,1,0,0,1,0,0,0,1,EAGF,2025-11-05
2018,FI,HR288,ff48fee3ec4b8353c5efdaa5,23.36,PIGS_POULTRY,MIXED,INVESTMENT_AID,12202.53,TOP_UP,0,0,0,0,0,1,0,0,NATIONAL_TOPUP,2024-11-06
2019,IE,NL36,81e87fe111211e53412fbf86,8.12,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3646.56,RESULT_BASED,0,0,0,0,0,0,0,1,RRF_COFIN,2024-04-09
2020,MT,AT31,4e344ef13bacc841660de431,23.35,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3048.93,LUMP_SUM,0,0,0,0,0,1,1,1,EAFRD,2024-08-02
2021,SK,SE143,e676edbc68fa9e108a5fc6d5,121.7,ORCHARD,MIXED,LESS_FAVOURED_AREA,45894.92,CO_FINANCED,0,0,0,0,0,0,1,1,EAGF,2025-10-14
2022,BE,AT71,88bb40f50070453426d29f9c,16.87,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,4555.58,ANNUAL,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2025-04-28
2023,DK,NL98,9323bd4dd2395fbd1e78c66e,12.58,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,5612.79,TOP_UP,0,0,0,0,1,0,0,1,RRF_COFIN,2025-05-18
2024,GR,LV77,587c85cb92e4070a7368b1b4,47.56,OTHER,MIXED,AECM,16023.89,RESULT_BASED,1,1,0,0,0,0,1,0,EAFRD,2025-11-28
2025,LT,HR377,ec05054ec8b7e5f97eb8df86,9.07,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,3052.77,LUMP_SUM,0,0,0,0,0,0,1,1,EAGF,2024-12-14
2026,PT,BE3,64646b09dce857868becd006,22.57,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,7892.63,CO_FINANCED,0,1,1,1,0,0,0,0,NATIONAL_TOPUP,2024-12-07
2014,SE,GR7,142941eb016dfbdd65fdc07e,58.27,ARABLE,MIXED,ECO_SCHEME,17819.53,ANNUAL,0,1,0,0,1,0,0,1,RRF_COFIN,2024-01-26
2015,CY,NL15,43a0941caf2e021948ead526,23.63,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,10201.5,TOP_UP,1,1,0,0,0,1,0,0,EAFRD,2024-03-16
2016,FR,BE42,8020281659f92ed7f8cb1a45,22.7,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,3925.64,RESULT_BASED,0,1,0,0,0,0,0,1,EAGF,2025-02-07
2017,IT,MT215,99391574a2b1e5dcf0d1f177,20.73,DAIRY,MIXED,CRISS,5336.38,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-07-21
2018,NL,MT7,682b5353cf35af111c70f3c0,16.93,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,5829.2,CO_FINANCED,0,0,1,1,0,0,0,1,RRF_COFIN,2024-03-30
2019,SI,SK781,6becf7fe958284a2ed579490,26.37,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,10167.15,ANNUAL,0,0,0,0,0,0,1,1,EAFRD,2024-05-03
2020,BG,DE3,57fbd24cda04b84caf704ace,22.47,MIXED,MIXED,BISS,6023.5,TOP_UP,0,1,0,0,0,0,0,1,EAGF,2024-08-11
2021,EE,HR76,7f64b8a5df95c7bcf984f8d3,50.36,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,22092.66,RESULT_BASED,0,1,1,1,0,0,0,0,NATIONAL_TOPUP,2024-07-17
2022,HU,FI739,1f2addcac2adcbddf5d09a81,43.3,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,8819.06,LUMP_SUM,1,1,0,0,0,1,0,1,RRF_COFIN,2024-04-28
2023,LU,LV157,11d32cdb79d85a5293b55ae4,5.23,HORTICULTURE,MIXED,YOUNG_FARMERS,1215.07,CO_FINANCED,0,0,0,0,0,1,0,1,EAFRD,2026-01-05
2024,RO,SI4,4d2dbc26c6803e21aacfd483,21.27,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,4656.1,ANNUAL,0,0,0,0,0,0,1,1,EAGF,2024-11-08
2025,AT,SK2,e377ebc5183b679689d5758b,10.54,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,2413.48,TOP_UP,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-08-16
2026,CZ,LV449,8b3ad62add32df3d41643a1d,21.32,VINEYARD,MIXED,RISK_MANAGEMENT,4671.46,RESULT_BASED,0,1,0,0,0,0,0,1,RRF_COFIN,2025-07-13
2014,DE,FR9,f2c26bb3ae9a2b0d6174affe,15.51,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,2077.31,LUMP_SUM,0,0,0,0,0,0,0,1,EAFRD,2026-01-14
2015,LV,CY2,a70c3fc30ce54b5a3a77a911,27.0,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,3611.1,CO_FINANCED,1,1,0,0,0,0,0,1,EAGF,2024-09-02
2016,PL,MT41,585efd490613effb22027cd0,20.84,OLIVE,MIXED,INVESTMENT_AID,6439.39,ANNUAL,0,0,0,0,1,0,1,0,NATIONAL_TOPUP,2024-08-01
2017,ES,HU79,5984612d87996fdd60b1e293,11.56,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,1769.78,TOP_UP,0,0,0,0,0,0,1,1,RRF_COFIN,2026-02-11
2018,HR,FR85,434f8e354b0d4e91ccf808de,25.43,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,12343.39,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2025-03-09
2019,FI,SE365,509687821efe65b7abca199a,17.17,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,7234.92,LUMP_SUM,0,0,1,0,0,0,1,1,EAGF,2025-09-21
2020,IE,CY9,22db7dcb5110fdc013e843a1,16.87,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,6605.08,CO_FINANCED,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-11-22
2021,MT,AT42,95ef65690c50215c61cc5b17,21.76,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,7344.28,ANNUAL,0,1,0,1,0,0,0,1,RRF_COFIN,2024-09-09
2022,SK,IE66,cb9a835f5f5e70ac418c3dca,19.8,PIGS_POULTRY,MIXED,AECM,10378.84,TOP_UP,0,1,0,0,0,0,1,1,EAFRD,2025-03-20
2023,BE,PT302,155368477593f0fb0fbe64d3,22.04,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,4472.58,RESULT_BASED,0,0,0,0,0,1,0,0,EAGF,2025-07-06
2024,DK,DK4,8a300e1dc40eb6f618b362d4,13.66,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,2887.32,LUMP_SUM,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-09-19
2025,GR,CZ5,932dacdc350cc1271a56d81c,43.33,ORCHARD,MIXED,ECO_SCHEME,3787.2,CO_FINANCED,0,0,0,0,0,0,1,1,RRF_COFIN,2024-07-09
2026,LT,HU269,ffa9d00ec7cc0f09bb9fe28d,57.58,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,10515.99,ANNUAL,0,1,0,0,0,1,0,0,EAFRD,2025-06-10
2014,PT,SI689,6560afbb7338d7b1943f58ce,30.23,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,10022.7,TOP_UP,1,0,0,0,0,0,1,0,EAGF,2024-09-13
2015,SE,FI67,4d858c3b9039398e85fb11a5,39.15,OTHER,MIXED,CRISS,6705.11,RESULT_BASED,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-02-06
2016,CY,AT9,04fc14827e67b3ff91d92dec,31.24,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,13562.33,LUMP_SUM,0,1,0,0,1,0,1,1,RRF_COFIN,2024-09-12
2017,FR,SI800,77ede6674393f2ddb102c56d,21.29,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,9367.34,CO_FINANCED,0,0,0,0,0,0,1,0,EAFRD,2025-07-29
2018,IT,SI69,85af4729282c255ee377e807,7.42,ARABLE,MIXED,BISS,3165.08,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2024-09-07
2019,NL,NL165,b21f448b868e6ca14cf97e98,23.38,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,7039.67,TOP_UP,0,0,0,0,0,1,0,0,NATIONAL_TOPUP,2025-12-31
2020,SI,PT3,256fa44404d7e7f7b798a30f,11.71,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,3450.99,RESULT_BASED,1,1,0,1,0,0,0,1,RRF_COFIN,2024-07-27
2021,BG,LU816,60c7676a1058123b70397b87,21.76,DAIRY,MIXED,YOUNG_FARMERS,7869.38,LUMP_SUM,0,0,0,0,0,1,0,1,EAFRD,2024-10-02
2022,EE,SE91,211853b766a17626eb78f0fb,83.82,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,13851.91,CO_FINANCED,0,0,0,0,0,0,1,1,EAGF,2025-05-10
2023,HU,AT3,e68dd294408f92716cf810e4,7.24,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,2772.71,ANNUAL,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-11-26
2024,LU,LV2,d27e485cd8a0276ba9137cc1,35.86,MIXED,MIXED,RISK_MANAGEMENT,4965.62,TOP_UP,0,0,0,0,0,0,0,1,RRF_COFIN,2025-08-03
2025,RO,RO145,a43c57263dfe4c2864086fd4,38.73,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,18995.41,RESULT_BASED,1,0,0,0,0,0,1,1,EAFRD,2026-02-02
2026,AT,LV6,4418406e9742581d4e0a4095,75.25,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,28282.68,LUMP_SUM,0,1,1,0,0,0,0,1,EAGF,2024-11-07
2014,CZ,ES633,7a4ae9e7e46d52715654ba3a,37.16,HORTICULTURE,MIXED,INVESTMENT_AID,14607.48,CO_FINANCED,0,1,0,0,0,0,1,1,NATIONAL_TOPUP,2025-02-20
2015,DE,GR33,de3f37bb53bba5e75dda67d5,20.66,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3362.55,ANNUAL,1,1,0,0,0,0,0,1,RRF_COFIN,2024-10-30
2016,LV,AT18,408d08614c68e47bcbf7ea1b,25.73,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,4331.6,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-04-26
2017,PL,LU3,8fad460bd57f0b5b43af75e5,39.34,VINEYARD,MIXED,LESS_FAVOURED_AREA,16287.96,RESULT_BASED,1,1,0,1,0,0,1,1,EAGF,2025-05-29
2018,ES,BG957,d76c1e69813f5025d90e97db,13.41,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,4487.13,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-01-02
2019,HR,DE67,6b693ca1494963c310ee3beb,93.28,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,14518.24,CO_FINANCED,0,0,0,0,0,1,0,1,RRF_COFIN,2024-05-27
2020,FI,LU924,6296ee6be42e7a999001ce9a,47.51,OLIVE,MIXED,AECM,15996.29,ANNUAL,1,1,0,1,0,0,0,0,EAFRD,2026-02-17
2021,IE,HR9,cb46d2bcca9b179121c00f8e,25.42,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,4958.81,TOP_UP,0,0,0,0,1,0,0,1,EAGF,2024-01-22
2022,MT,GR16,b01cd1be8775de4d439e6678,15.21,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,6640.15,RESULT_BASED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2024-02-08
2023,SK,FI7,04c743cfdce3557b847cedc2,87.66,SHEEP_GOAT,MIXED,ECO_SCHEME,12158.93,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2024-07-11
2024,BE,LV65,902a1473f79fa550794082ee,42.77,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,10180.99,CO_FINANCED,0,0,0,1,0,1,1,0,EAFRD,2025-11-30
2025,DK,GR555,1ef4e700436e66a4687aa3d2,9.04,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,1957.57,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2025-03-07
2026,GR,DE28,22c684affcee71768885a49b,15.87,PIGS_POULTRY,MIXED,CRISS,3891.95,TOP_UP,0,1,0,1,0,0,0,0,NATIONAL_TOPUP,2024-08-15
2014,LT,DE174,ea70335de98979468cc3a883,9.25,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,1956.85,RESULT_BASED,0,0,0,0,0,1,0,1,RRF_COFIN,2025-02-06
2015,PT,PL19,919c689de228a79dcf77d8c9,28.86,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,6050.99,LUMP_SUM,0,1,0,1,0,1,0,1,EAFRD,2025-04-03
2016,SE,NL7,c6e27cc9792afdb3c8d284dd,17.22,ORCHARD,MIXED,BISS,3062.11,CO_FINANCED,0,0,0,0,1,0,0,1,EAGF,2024-10-14
2017,CY,BE389,f3e4df8d428a1288c54c1241,9.47,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,1296.41,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-09-24
2018,FR,FR11,1a65fd3351ec17058004072a,33.05,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,8185.21,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2024-05-20
2019,IT,HU96,20e41611da07cb06e72a2396,14.12,OTHER,MIXED,YOUNG_FARMERS,1820.77,RESULT_BASED,0,0,0,0,0,1,0,1,EAFRD,2026-01-15
2020,NL,PL260,43ba8690630ae9f8ff504f87,47.8,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,15017.67,LUMP_SUM,1,1,0,0,1,0,0,1,EAGF,2024-02-28
2021,SI,FR49,69d8de051dbe6a3f1f353446,30.85,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,6402.75,CO_FINANCED,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2024-04-29
2022,BG,FI5,f74e972515bbe068cf561e7a,19.72,ARABLE,MIXED,RISK_MANAGEMENT,4340.41,ANNUAL,0,1,0,0,0,0,1,0,RRF_COFIN,2025-12-30
2023,EE,LU118,93d27a8e3e79a87ba00743f3,63.82,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,31718.85,TOP_UP,1,1,0,0,0,0,1,1,EAFRD,2024-03-28
2024,HU,LU29,8f7227a9ab165de433757516,22.46,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,6465.38,RESULT_BASED,0,1,0,0,0,0,0,0,EAGF,2025-12-17
2025,LU,SI497,df48b6b74d72c0b0e0a39140,6.91,DAIRY,MIXED,INVESTMENT_AID,1558.23,LUMP_SUM,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2024-07-11
2026,RO,SE51,591d16359cdc13a2de9abb75,49.63,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,8900.09,CO_FINANCED,1,1,0,0,0,0,0,1,RRF_COFIN,2025-06-28
2014,AT,LT475,b2bd5b5b7e83702ae96e724b,26.91,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,10738.55,ANNUAL,0,1,0,0,1,1,1,1,EAFRD,2026-02-13
2015,CZ,RO63,608b43a97823d60b894d4e44,16.72,MIXED,MIXED,LESS_FAVOURED_AREA,2038.41,TOP_UP,0,1,0,0,0,0,1,0,EAGF,2024-07-16
2016,DE,ES8,6c3fbc64d24ccc49749d5984,34.72,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,9775.14,RESULT_BASED,0,1,0,0,0,1,0,0,NATIONAL_TOPUP,2024-03-27
2017,LV,IE303,fc2a97d8368d170a2b4ea107,39.23,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,20141.83,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2024-06-28
2018,PL,PT326,834d967d188d80441ae4cb0b,64.27,HORTICULTURE,MIXED,AECM,18953.68,CO_FINANCED,0,0,0,1,0,0,1,0,EAFRD,2025-07-21
2019,ES,BE29,acebcc7720b2dba6669d3637,58.36,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,31221.73,ANNUAL,1,0,0,0,0,0,0,1,EAGF,2025-04-14
2020,HR,CY260,e38b8ca9060e88e994b797fb,54.15,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,6860.53,TOP_UP,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-06-06
2021,FI,SK58,d07080b97889c7723a2858a0,30.63,VINEYARD,MIXED,ECO_SCHEME,6490.65,RESULT_BASED,1,1,0,1,0,0,1,0,RRF_COFIN,2025-12-11
2022,IE,EE76,c8cddb9b937c7247d6357a0a,18.64,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,6298.99,LUMP_SUM,0,1,0,0,1,1,0,1,EAFRD,2026-02-12
2023,MT,PL98,44cfbeb26599cc5e1fcd395e,25.44,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,8628.35,CO_FINANCED,0,0,0,0,0,0,1,1,EAGF,2024-04-30
2024,SK,EE420,5a9a1f3495ce6a4bb9d84cbc,42.29,OLIVE,MIXED,CRISS,12723.94,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-03-21
2025,BE,SE3,7a5fa4fa6bb0dbcfc75c34ff,28.61,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,14741.09,TOP_UP,0,0,0,0,1,1,0,1,RRF_COFIN,2026-02-16
2026,DK,FR92,5ad0c57867b9b044438ceeac,28.32,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,3059.38,RESULT_BASED,1,1,0,1,1,0,0,1,EAFRD,2025-11-25
2014,GR,HU114,6a6a9d25f399d5f6a03bf4d4,13.95,SHEEP_GOAT,MIXED,BISS,7130.33,LUMP_SUM,1,1,0,0,0,0,0,1,EAGF,2024-08-13
2015,LT,BG169,a670418ee71d8aded5e8d627,15.17,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,4720.97,CO_FINANCED,0,1,0,0,0,0,1,1,NATIONAL_TOPUP,2025-01-26
2016,PT,AT52,dc9014bb154e9159235a7f02,23.02,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,2912.31,ANNUAL,1,1,0,0,0,0,0,0,RRF_COFIN,2024-05-06
2017,SE,CY750,1aa3487777258a802de57cb8,9.99,PIGS_POULTRY,MIXED,YOUNG_FARMERS,2935.14,TOP_UP,0,0,0,0,0,1,0,1,EAFRD,2024-08-05
2018,CY,PL94,dcb678ec233571bb3ef798dc,22.53,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,11240.87,RESULT_BASED,0,1,0,0,0,0,1,1,EAGF,2025-09-18
2019,FR,AT966,c7e3c8805619c5d0ca237105,29.41,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,5414.19,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-03-15
2020,IT,PL97,53533f58f3c0d04ba139edd4,49.51,ORCHARD,MIXED,RISK_MANAGEMENT,8134.58,CO_FINANCED,0,1,0,0,0,1,1,1,RRF_COFIN,2025-03-27
2021,NL,IE5,9e98c1df29de17b2e82b0b8b,25.83,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,6661.21,ANNUAL,1,1,0,0,0,0,0,1,EAFRD,2024-04-27
2022,SI,LV49,4a88555ae8c4c77573b77e6c,23.66,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,4737.41,TOP_UP,0,1,0,0,0,0,0,1,EAGF,2024-10-30
2023,BG,BE168,5d4e19fd3318bfc4967769b6,9.72,OTHER,MIXED,INVESTMENT_AID,2259.02,RESULT_BASED,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-10-29
2024,EE,IT321,c7b0a3ba615d05a5707d1e98,40.45,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,7732.99,LUMP_SUM,1,0,0,0,0,0,0,1,RRF_COFIN,2024-12-21
2025,HU,EE63,5429c9839e86c9f15caefc80,27.16,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,6333.44,CO_FINANCED,0,0,1,0,0,1,0,0,EAFRD,2025-05-13
