soc_vuln_index_year,soc_vuln_community_lgd_code,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_ncoial_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2025,753633,49.67,14.9,28.15,16.85,5.0,4.16,46.2,4.27,2.01,34.52,21.48,3.76,0.434,0.059,0.478,82.0,11.1,35
2020,532195,31.04,9.66,18.59,12.49,0.58,0.03,52.66,7.74,6.5,30.26,12.86,5.17,0.067,0.119,0.114,68.9,32.1,279
2018,449187,28.21,1.88,44.98,9.16,4.34,2.01,3.8,13.05,26.33,9.64,29.9,3.57,0.392,0.962,0.678,15.2,77.3,671
2019,704850,39.1,17.1,33.25,14.9,5.78,1.69,60.19,7.14,12.26,2.91,7.35,5.12,0.311,0.562,0.904,81.6,88.1,448
2018,334131,54.71,14.81,20.75,5.08,11.71,1.45,53.74,1.27,18.19,31.43,3.15,8.61,0.604,0.24,0.451,5.5,41.0,61
2023,181634,31.32,5.62,41.29,12.5,7.43,3.53,7.66,5.45,12.23,18.93,7.66,7.37,0.885,0.27,0.404,58.3,84.6,466
2022,479145,16.67,13.22,14.57,14.25,11.1,6.15,6.24,10.51,9.61,24.25,32.86,1.29,0.285,0.996,0.177,16.3,81.2,659
2023,368064,27.6,17.44,24.32,19.45,0.53,3.8,7.4,0.81,1.09,6.6,34.14,3.6,0.588,0.527,0.271,29.7,16.8,384
2024,437795,11.7,4.23,21.01,10.59,5.15,6.64,58.33,11.59,27.95,35.92,14.18,0.36,0.965,0.118,0.915,84.7,23.1,799
2023,545144,21.23,16.7,43.97,12.42,11.83,2.27,41.01,15.73,36.76,23.18,34.47,5.83,0.476,0.207,0.951,13.5,73.9,629
2024,150877,17.93,4.2,41.89,13.58,6.84,2.81,5.49,5.7,9.82,29.34,4.97,4.14,0.4,0.762,0.781,23.1,1.3,777
2020,327721,35.06,5.05,42.55,3.23,2.36,6.58,60.73,11.87,7.88,6.05,29.17,8.87,0.553,0.671,0.31,32.6,54.4,228
2021,298336,34.8,8.69,7.98,18.49,6.05,5.83,44.44,9.98,36.97,6.72,6.05,0.25,0.907,0.469,0.326,52.2,30.1,580
2019,688553,43.79,1.22,37.38,14.3,2.74,0.3,22.33,10.67,30.12,12.38,4.74,2.67,0.065,0.313,0.465,28.9,22.3,779
2019,165935,39.13,9.41,16.72,9.14,6.27,3.97,45.68,10.86,11.04,8.29,35.33,2.11,0.556,0.724,0.663,70.9,47.5,872
2020,465097,47.84,6.3,53.18,2.6,5.47,0.42,61.61,9.48,31.97,13.66,24.66,2.24,0.274,0.237,0.636,38.0,85.2,787
2017,585274,4.22,2.13,31.94,9.93,10.72,6.19,7.98,12.14,6.35,19.96,29.51,9.48,0.902,0.37,0.529,49.3,51.4,883
2017,860384,26.58,9.23,49.5,14.12,6.74,3.81,55.19,10.73,9.35,9.73,14.87,4.41,0.184,0.896,0.057,11.4,95.6,23
2023,785789,8.04,9.88,34.12,7.3,6.27,5.16,37.8,9.77,32.62,33.85,31.29,4.39,0.359,0.288,0.197,61.6,92.6,313
2021,686220,12.96,14.96,20.61,12.47,4.06,3.16,23.89,4.36,9.61,30.08,26.91,6.85,0.188,0.499,0.969,77.9,20.8,884
2022,556104,34.89,17.94,50.05,5.45,4.13,0.26,41.72,16.4,1.96,23.54,3.56,1.48,0.267,0.167,0.913,9.0,45.1,767
2016,481419,46.46,16.44,28.79,3.26,11.07,1.2,47.55,4.27,1.1,35.74,35.64,3.88,0.958,0.012,0.851,64.8,41.0,965
2022,617507,18.64,4.08,5.28,17.96,5.18,1.84,57.89,2.41,11.54,21.25,3.42,4.63,0.085,0.417,0.304,68.7,10.6,344
2019,563195,4.88,15.63,24.12,4.94,10.72,0.36,31.51,13.04,25.07,21.6,30.83,5.03,0.565,0.155,0.549,43.6,18.6,538
2017,872639,17.94,13.64,52.51,13.0,5.34,2.56,50.83,2.71,38.53,9.05,34.58,4.07,0.006,0.782,0.587,18.0,53.6,904
2024,491744,13.45,14.98,6.49,13.31,8.57,2.44,44.64,4.41,31.93,23.39,28.27,1.05,0.44,0.113,0.523,31.0,67.4,401
2021,772512,26.43,5.38,13.15,17.05,11.07,6.27,6.56,15.7,32.76,5.91,14.25,2.4,0.216,0.899,0.093,46.1,56.6,185
2022,472818,4.49,13.43,11.41,8.23,10.62,2.23,45.43,8.34,23.22,31.65,23.61,9.3,0.87,0.682,0.76,82.0,41.8,359
2024,768990,13.9,12.62,35.59,6.18,7.71,7.08,41.53,12.08,7.09,44.7,6.56,6.96,0.174,0.058,0.643,11.3,81.2,933
2025,985607,21.55,9.57,45.3,2.73,6.94,2.06,24.23,7.29,22.72,37.57,17.9,0.67,0.421,0.301,0.805,20.1,84.7,395
2023,650961,38.16,15.16,5.39,16.02,0.65,3.12,3.3,11.8,8.27,31.61,12.93,0.94,0.902,0.22,0.196,65.9,67.3,157
2016,119636,5.94,5.72,46.34,18.5,10.56,1.63,22.16,15.17,26.57,36.13,11.39,0.78,0.453,0.996,0.343,1.2,20.8,721
2020,478738,6.83,7.82,12.13,8.58,2.13,5.59,52.2,9.5,23.13,36.01,30.04,1.83,0.747,0.378,0.804,56.4,34.2,876
2022,655744,6.97,7.8,23.36,6.53,4.48,1.69,52.45,11.23,17.37,27.52,20.04,2.47,0.255,0.104,0.031,27.1,70.9,205
2023,146648,18.1,10.69,41.99,6.01,8.89,2.48,29.66,1.76,26.6,42.3,33.01,8.21,0.767,0.78,0.316,91.3,14.7,347
2024,650684,3.87,1.51,51.55,18.31,6.3,6.09,58.09,4.55,29.41,41.9,32.74,7.49,0.626,0.262,0.684,11.8,3.2,967
2020,955568,54.96,9.02,53.22,8.47,0.77,4.54,52.05,11.46,1.96,22.56,15.16,5.72,0.519,0.224,0.093,24.9,70.7,197
2024,159970,18.67,2.59,16.88,14.9,1.76,3.35,40.92,1.24,37.9,32.39,7.47,0.32,0.451,0.115,0.817,92.0,90.2,104
2022,594185,18.32,2.76,54.52,12.8,9.01,7.51,54.49,9.77,9.28,34.19,16.01,9.1,0.714,0.846,0.787,54.6,14.5,422
2021,708557,32.14,14.02,45.57,10.29,6.47,3.02,42.2,14.01,11.45,7.47,8.88,6.53,0.09,0.399,0.081,78.9,7.9,37
2023,195591,28.76,6.57,29.61,6.36,7.29,5.37,37.3,16.66,30.19,37.34,34.37,5.18,0.28,0.984,0.519,13.3,54.2,404
2022,519673,39.97,3.95,36.54,14.83,1.59,5.89,27.38,12.31,17.24,24.61,12.11,6.33,0.282,0.315,0.766,84.3,93.4,294
2024,199380,26.65,14.38,36.12,9.31,2.23,7.25,19.62,16.95,27.58,15.88,35.95,8.77,0.344,0.112,0.683,46.7,85.4,176
2017,161348,10.03,3.82,49.46,3.56,4.32,2.92,9.92,16.4,26.85,22.58,5.83,0.22,0.852,0.258,0.653,59.8,4.1,309
2018,735459,31.49,7.53,24.86,9.5,1.22,2.69,38.92,7.86,24.21,40.67,11.83,1.68,0.659,0.153,0.055,13.8,10.1,648
2019,474709,49.83,13.65,47.37,18.04,7.55,0.56,28.82,13.0,24.61,20.58,13.9,2.92,0.969,0.327,0.913,94.2,60.8,168
2023,164947,3.22,17.67,44.34,10.34,0.68,1.39,24.06,6.96,0.6,37.03,6.87,9.07,0.265,0.769,0.512,24.3,38.2,986
2021,575835,6.75,13.06,12.37,17.0,8.27,2.62,18.42,2.2,38.71,19.3,30.08,7.56,0.946,0.819,0.752,86.8,12.7,308
2018,147341,53.12,12.69,28.98,9.16,2.98,2.5,44.64,4.83,6.93,14.11,4.1,0.57,0.306,0.681,0.671,35.4,38.3,10
2020,973921,38.15,4.99,46.61,1.46,6.81,0.51,60.95,11.49,19.79,2.29,36.14,7.56,0.262,0.789,0.092,14.7,13.6,4
2021,669228,37.77,12.52,53.49,10.1,3.85,0.84,20.42,7.85,26.69,4.48,8.0,2.06,0.42,0.447,0.882,21.6,10.9,860
2025,180543,3.39,17.29,9.14,1.5,2.5,2.22,14.59,9.93,5.63,13.17,6.81,0.31,0.262,0.203,0.994,56.2,78.9,138
2021,685055,20.61,1.92,53.78,5.08,10.01,2.44,30.7,7.02,19.36,14.54,27.68,4.72,0.655,0.342,0.084,98.0,33.7,262
2025,380863,31.41,7.05,48.74,4.51,5.43,0.24,27.52,6.28,0.85,12.8,5.98,0.2,0.378,0.624,0.181,86.8,12.4,117
2025,576488,11.93,5.03,39.17,5.52,8.35,4.78,49.29,2.38,3.84,13.15,25.44,3.7,0.74,0.925,0.364,74.2,58.0,652
2023,437986,8.43,3.11,23.64,5.51,4.93,1.93,5.15,4.81,16.64,20.3,21.04,4.74,0.436,0.198,0.506,96.9,74.1,519
2018,628026,40.91,6.41,49.51,17.35,1.04,3.37,35.58,8.65,34.63,26.44,12.35,9.29,0.848,0.658,0.619,33.9,23.6,655
2019,477976,12.5,11.04,18.55,8.21,11.2,5.82,60.45,3.1,31.85,30.51,29.49,1.15,0.633,0.943,0.677,62.0,56.0,772
2019,868930,49.27,7.27,10.42,16.03,6.97,1.87,63.89,11.75,5.72,5.56,30.34,2.75,0.088,0.184,0.56,46.2,0.1,2
2024,816510,29.66,12.88,5.28,2.02,1.3,5.42,25.76,10.45,31.07,33.5,2.36,2.74,0.036,0.052,0.113,34.1,39.1,148
2021,363013,9.03,11.24,25.34,2.92,11.08,6.7,2.05,5.64,0.52,5.17,18.6,8.56,0.334,0.425,0.581,91.6,86.0,146
2024,398147,32.25,3.0,35.23,4.26,9.59,7.78,47.91,13.07,4.6,17.3,34.69,5.42,0.106,0.078,0.389,1.2,82.5,409
2016,235521,21.97,3.82,16.06,6.8,8.53,4.5,17.43,3.64,30.44,20.67,17.66,2.88,0.857,0.565,0.044,11.0,64.5,78
2018,140954,45.92,3.76,7.52,1.5,7.76,3.12,41.8,1.92,35.5,5.99,27.02,9.34,0.677,0.599,0.188,38.4,94.4,748
2016,821924,48.13,10.89,6.45,1.46,5.78,2.8,31.77,14.05,17.05,4.85,19.44,2.05,0.329,0.883,0.399,13.2,49.4,642
2020,299957,11.87,17.2,41.4,13.43,11.11,2.87,40.93,11.75,8.65,18.25,8.22,7.14,0.669,0.186,0.25,47.0,38.2,965
2025,403248,22.6,10.24,24.31,19.77,5.1,2.27,23.99,2.73,6.85,17.84,24.47,5.23,0.877,0.818,0.792,45.6,33.3,582
2022,117062,9.03,14.59,36.75,12.27,8.97,4.35,6.92,8.06,11.75,35.72,5.4,0.77,0.352,0.262,0.515,21.3,58.3,286
2017,228331,31.34,9.96,20.93,12.02,10.43,1.71,62.14,3.83,10.8,32.35,37.46,3.42,0.754,0.777,0.26,73.8,1.6,450
2023,825063,41.93,9.45,12.64,1.87,7.38,1.45,57.03,9.11,39.25,12.91,15.41,4.77,0.232,0.332,0.281,58.8,50.7,885
2022,799218,52.18,15.13,9.27,14.42,5.93,0.61,48.13,3.11,21.25,21.84,7.39,0.47,0.541,0.992,0.524,97.2,29.4,694
2024,941527,47.1,5.28,5.05,14.69,2.1,5.73,15.52,17.65,15.47,38.8,24.37,5.72,0.372,0.691,0.364,82.9,26.1,366
2021,667144,23.9,3.53,27.69,8.84,8.24,4.46,59.1,8.17,30.25,25.3,26.51,7.06,0.52,0.981,0.647,90.5,54.4,699
2018,751099,42.22,2.8,10.29,15.86,4.42,5.09,13.18,1.6,31.15,31.33,36.05,5.45,0.084,0.823,0.707,83.5,11.1,594
2022,848761,45.8,11.51,52.6,10.9,11.87,6.65,25.52,14.82,7.38,13.27,19.78,4.46,0.9,0.694,0.339,50.9,36.0,283
2025,343771,32.89,4.74,23.68,1.64,11.29,5.86,60.26,17.32,16.99,21.51,4.99,8.9,0.855,0.853,0.632,7.2,59.5,949
2020,533487,26.27,2.66,49.3,1.11,3.62,3.7,24.16,13.22,15.8,3.03,8.19,6.37,0.498,0.552,0.771,16.0,67.4,362
2019,132093,38.26,16.38,9.03,2.44,7.06,1.58,4.25,1.9,5.37,25.03,10.91,7.98,0.194,0.285,0.087,75.8,34.2,515
2024,586888,12.6,1.12,10.8,3.34,2.91,0.5,43.47,17.34,5.63,26.29,11.47,7.81,0.051,0.628,0.575,57.0,38.9,790
2021,767985,18.42,12.58,29.82,15.99,8.14,4.15,50.78,8.35,38.58,29.79,5.41,9.13,0.626,0.125,0.8,7.3,86.2,848
2016,582772,4.69,14.08,45.4,18.9,11.65,1.37,29.66,15.18,6.91,26.13,5.92,5.16,0.52,0.369,0.735,78.3,61.6,572
2017,553253,53.25,10.72,42.23,2.31,1.32,4.97,49.55,7.18,25.58,32.43,8.37,1.47,0.141,0.87,0.945,30.0,84.3,431
2023,975189,20.77,17.26,16.37,13.95,3.79,3.3,44.27,2.13,26.73,20.39,5.49,8.89,0.274,0.591,0.214,1.1,42.1,294
2020,367328,16.7,15.95,24.72,12.18,7.52,1.81,20.59,6.39,18.83,39.74,33.09,5.71,0.426,0.833,0.457,25.0,31.9,748
2018,412273,42.88,15.72,34.86,2.88,1.53,4.96,15.05,17.89,11.87,42.9,27.33,4.18,0.759,0.911,0.52,87.9,74.3,496
2017,322456,3.67,15.99,20.12,8.4,7.62,5.61,34.81,1.25,35.55,21.01,25.06,4.22,0.048,0.1,0.153,75.3,74.8,362
2021,163916,10.69,12.21,13.06,12.26,9.84,3.12,21.0,10.53,13.91,25.78,23.78,7.17,0.553,0.405,0.201,20.2,95.5,438
2023,123513,8.8,2.78,27.23,2.82,6.01,2.96,39.44,13.92,7.54,37.67,13.02,0.5,0.414,0.325,0.712,87.2,38.8,80
2017,221199,35.84,5.93,28.4,4.66,2.18,2.65,64.15,4.63,31.73,28.48,10.58,4.46,0.957,0.683,0.823,90.2,73.3,938
2025,102510,30.99,14.94,16.02,7.87,4.56,0.93,13.19,7.78,25.59,7.09,14.75,4.66,0.246,0.339,0.102,18.1,74.2,470
2016,256289,54.29,11.01,23.5,1.28,2.38,6.53,38.03,15.46,7.87,22.8,12.46,3.02,0.634,0.566,0.236,62.8,24.4,608
2025,290061,5.86,4.53,13.29,13.45,10.68,1.66,13.36,6.22,29.58,8.28,5.34,8.95,0.123,0.808,0.72,81.2,26.5,776
2021,120951,50.04,15.69,30.75,6.45,6.95,1.93,2.38,9.51,7.36,19.69,27.07,3.93,0.829,0.564,0.029,58.7,1.7,901
2024,829421,21.09,11.84,45.85,2.36,8.87,1.4,63.95,15.95,15.89,41.82,9.2,2.61,0.103,0.452,0.321,34.6,20.1,841
2017,135557,25.84,4.38,16.53,2.9,6.9,6.31,50.37,10.05,38.49,11.98,16.48,4.31,0.874,0.182,0.835,83.0,99.0,210
2023,824370,19.06,14.02,50.73,5.28,11.67,3.68,14.52,9.65,4.71,11.62,17.29,3.47,0.275,0.689,0.768,75.5,76.5,240
2018,195672,48.59,3.57,10.97,8.1,11.6,0.02,15.98,6.99,31.29,7.75,34.08,5.9,0.445,0.271,0.39,25.9,2.2,842
2024,356969,32.95,7.43,53.12,12.81,6.02,1.8,4.95,12.85,14.87,8.19,20.99,0.29,0.172,0.621,0.192,1.5,61.5,977
2017,862145,13.92,10.0,53.0,17.71,1.6,2.11,38.34,17.43,38.35,5.27,33.88,8.6,0.346,0.5,0.57,46.6,14.7,140
2018,937725,11.46,8.14,32.97,18.97,8.94,1.41,61.35,5.81,27.69,42.63,18.08,8.29,0.332,0.952,0.308,47.1,48.9,377
2023,313525,47.97,16.56,38.94,14.09,8.34,3.34,19.9,6.9,10.92,11.15,28.76,2.9,0.474,0.098,0.542,96.3,34.7,541
2017,858634,37.32,3.58,44.12,12.39,6.27,7.09,29.64,4.79,27.95,39.97,16.73,5.47,0.295,0.289,0.15,67.1,96.4,407
2023,873915,28.38,10.52,14.84,1.6,2.41,0.06,15.97,5.96,31.77,20.35,17.56,2.45,0.138,0.45,0.194,36.1,53.8,842
2017,856379,32.02,5.06,21.59,1.31,10.03,1.24,60.6,2.86,16.25,4.0,28.34,4.31,0.456,0.528,0.68,18.0,65.3,564
2018,240873,47.7,5.34,21.39,3.74,1.7,2.69,63.22,4.72,2.87,8.21,8.57,1.73,0.029,0.183,0.588,89.1,73.5,945
2024,967128,16.56,16.11,20.15,2.72,3.28,3.47,30.96,17.53,27.11,25.85,8.32,2.16,0.012,0.435,0.414,39.8,92.9,184
2023,938623,18.62,10.36,19.82,9.83,7.45,1.43,13.23,16.64,14.87,31.73,8.13,6.78,0.696,0.923,0.908,4.4,62.0,101
2016,270716,16.9,6.59,38.34,9.77,5.91,3.98,50.82,13.57,33.3,19.92,12.4,0.33,0.607,0.843,0.444,48.8,47.8,328
2021,914656,25.76,13.71,24.08,19.91,10.13,3.08,46.32,8.74,37.14,44.8,4.21,2.2,0.354,0.206,0.184,91.7,98.2,548
2023,499164,53.18,15.66,19.74,18.56,10.16,7.36,10.01,16.65,11.06,5.06,4.03,8.25,0.465,0.275,0.838,94.3,22.0,297
2018,910576,54.8,12.23,41.45,3.73,2.08,0.19,59.38,7.25,12.06,38.47,34.65,9.4,0.552,0.089,0.95,12.4,98.4,256
2016,337492,30.15,1.45,45.33,18.57,6.98,7.32,61.47,4.68,11.12,37.48,26.36,1.19,0.211,0.079,0.86,96.1,89.9,99
2024,634946,46.1,8.52,11.91,17.0,1.21,5.72,7.07,15.15,22.37,4.22,25.39,5.6,0.844,0.242,0.764,86.9,26.7,772
2019,813798,29.69,12.56,28.85,14.74,9.37,1.28,6.53,1.27,26.57,18.04,35.72,6.36,0.608,0.181,0.934,1.7,19.9,216
2021,401515,9.14,13.58,20.18,10.17,4.08,3.86,57.22,13.06,14.36,12.01,29.03,0.53,0.533,0.747,0.278,20.1,78.3,748
2022,782046,9.89,17.94,34.09,18.76,9.66,7.13,17.16,2.54,5.28,26.23,15.66,3.31,0.445,0.85,0.153,78.1,30.6,263
2019,683481,24.66,2.54,26.65,4.66,7.23,1.85,31.46,10.53,19.83,23.96,8.55,8.84,0.055,0.731,0.745,79.1,42.0,973
2016,335024,23.27,13.49,34.09,2.18,7.68,4.17,31.59,13.78,13.08,38.65,24.59,3.71,0.861,0.443,0.846,37.6,8.2,250
2021,306382,7.55,10.74,44.17,15.72,10.53,6.85,15.24,8.1,28.33,41.82,20.52,8.6,0.369,0.598,0.988,15.1,99.6,10
2023,477714,15.26,1.79,25.48,10.19,2.67,0.79,35.43,3.08,26.06,23.42,26.75,3.81,0.73,0.973,0.436,9.2,73.6,285
2023,200610,29.12,3.35,29.91,9.91,6.74,5.14,14.28,8.33,23.73,32.48,3.07,7.73,0.774,0.441,0.345,39.1,58.7,688
2021,684082,17.28,14.43,20.35,8.34,0.91,1.44,62.25,8.94,39.02,32.18,34.01,4.05,0.224,0.243,0.675,34.0,50.8,155
2017,872834,5.99,2.54,9.47,19.93,9.14,0.44,3.74,10.77,0.8,43.41,12.67,2.31,0.632,0.027,0.174,84.4,46.6,121
2023,888641,18.53,11.9,16.98,8.84,4.84,6.38,43.92,4.65,8.65,2.59,6.53,4.27,0.119,0.365,0.003,90.2,49.8,569
2016,229851,5.51,7.69,16.6,5.27,2.08,5.06,60.43,7.25,1.79,8.36,16.4,7.78,0.231,0.074,0.523,62.3,28.7,884
2025,766222,29.36,16.79,29.44,9.34,3.99,6.89,35.56,7.83,39.49,21.16,7.24,8.48,0.595,0.277,0.635,23.6,65.7,517
2016,347418,36.44,10.32,38.1,12.29,10.66,7.79,59.25,3.82,3.94,44.78,8.88,3.37,0.733,0.938,0.504,83.1,84.1,403
2016,223782,8.13,14.69,25.55,1.86,2.07,1.35,54.58,9.84,7.88,2.58,15.62,3.79,0.217,0.705,0.191,44.4,22.5,445
2017,880193,40.64,5.94,27.64,8.11,0.65,2.01,13.02,4.96,2.12,28.58,35.28,8.98,0.198,0.381,0.635,54.8,25.7,239
2017,593742,44.84,2.9,31.75,7.45,7.95,0.21,9.93,17.26,12.16,21.51,13.1,2.6,0.863,0.189,0.242,90.5,32.6,794
2025,833158,17.38,14.36,19.86,11.99,6.51,4.76,29.42,12.32,30.05,2.17,3.78,3.72,0.69,0.364,0.41,94.2,92.3,939
2022,208860,20.0,16.55,45.19,12.42,6.45,2.94,28.5,10.27,3.05,18.01,6.69,1.13,0.407,0.984,0.305,34.2,67.0,613
2023,659569,51.41,7.48,28.62,8.66,0.54,0.97,62.77,11.84,38.71,42.89,6.04,7.49,0.63,0.972,0.137,90.8,47.2,97
2019,979585,46.63,14.94,27.91,16.0,6.43,2.05,34.06,2.87,18.96,4.94,35.26,4.62,0.935,0.426,0.844,88.3,41.8,951
2022,417415,34.98,1.99,32.64,14.29,6.77,5.01,49.76,4.25,21.2,25.61,35.28,8.39,0.956,0.779,0.608,96.3,12.8,989
2016,865078,10.7,6.87,23.27,18.98,4.68,2.29,4.27,5.16,9.49,29.79,34.23,6.8,0.172,0.139,0.648,63.3,74.0,985
2021,146939,22.02,1.86,9.98,14.33,10.37,3.03,47.86,8.51,4.29,40.66,33.37,2.21,0.342,0.576,0.963,26.5,75.0,658
2021,324935,5.79,3.42,26.91,17.93,0.58,0.51,55.2,17.39,15.36,13.31,28.44,5.21,0.481,0.218,0.047,92.6,28.1,362
2019,821704,22.97,12.26,45.28,7.01,11.94,1.6,26.14,10.47,0.62,28.34,32.67,2.52,0.871,0.041,0.226,40.5,92.0,393
2021,237732,5.59,10.74,54.41,18.63,5.16,3.84,32.02,12.94,9.99,27.3,11.86,5.42,0.22,0.62,0.207,73.6,57.1,971
2017,191012,46.89,17.24,46.3,14.9,1.7,4.11,35.36,6.52,34.54,38.15,26.37,2.06,0.451,0.416,0.843,70.8,83.3,94
2021,161554,25.91,8.28,18.0,7.04,5.42,1.92,15.08,9.97,26.53,34.47,19.62,0.52,0.067,0.798,0.629,60.2,90.3,788
2016,502158,44.22,11.5,16.06,12.22,5.44,6.73,26.22,2.25,34.8,26.52,7.78,0.53,0.332,0.415,0.393,49.3,74.5,319
2017,759573,11.31,15.78,47.92,18.75,3.1,7.73,31.7,8.77,19.02,32.64,28.11,9.37,0.769,0.002,0.185,69.9,91.0,325
2022,985010,28.29,5.76,38.49,15.18,8.38,6.14,13.65,2.93,5.12,39.86,25.21,6.13,0.882,0.304,0.841,91.5,42.5,805
2025,701736,35.3,14.8,40.41,13.65,8.81,0.02,64.18,13.47,35.39,3.21,8.86,6.61,0.229,0.834,0.848,11.2,84.0,970
2019,653909,47.61,12.52,16.6,16.93,10.84,3.72,23.12,3.07,38.78,12.8,35.1,8.78,0.445,0.612,0.489,16.4,78.5,417
2019,215112,7.67,16.29,17.7,5.78,10.16,1.38,31.94,5.58,25.18,11.55,4.88,8.55,0.512,0.348,0.918,61.5,79.7,29
2023,129587,13.15,15.03,30.01,19.92,10.57,5.64,13.22,17.08,25.62,30.08,29.34,2.68,0.02,0.265,0.574,65.8,9.2,236
2016,896266,37.3,11.37,21.4,1.24,6.54,0.74,61.91,16.88,39.12,19.78,23.17,6.51,0.636,0.633,0.539,74.7,60.5,898
2022,106559,31.3,15.37,23.53,18.77,2.78,1.15,48.8,11.48,34.02,17.89,14.79,6.91,0.239,0.23,0.227,23.0,4.5,109
2019,275898,38.97,8.44,54.64,10.48,6.15,0.6,6.65,12.97,17.41,31.15,9.34,2.38,0.576,0.746,0.078,16.6,34.2,665
2025,794611,19.02,4.49,23.86,19.25,1.04,4.21,34.54,17.1,23.83,32.96,30.68,0.57,0.713,0.037,0.469,13.5,16.8,118
2021,757878,34.03,4.42,47.95,3.37,11.23,0.98,27.67,17.11,1.39,29.85,35.81,0.22,0.537,0.901,0.542,70.7,37.7,89
2017,468205,7.66,8.36,45.56,17.95,7.51,5.48,52.17,1.04,10.99,43.19,8.8,5.28,0.159,0.004,0.557,90.4,61.0,884
2020,766275,22.82,9.35,30.08,13.12,10.68,0.78,10.66,0.59,5.0,34.03,17.48,7.61,0.042,0.469,0.77,23.0,32.0,507
2025,375693,36.07,16.24,52.29,18.95,2.46,3.08,19.08,14.75,10.93,35.22,31.03,5.35,0.361,0.715,0.531,85.7,43.2,93
2016,862005,9.26,15.78,24.62,1.2,2.22,6.94,49.4,3.57,23.49,15.81,18.96,2.47,0.211,0.691,0.862,98.8,32.5,989
2020,562899,20.76,9.01,26.51,12.48,0.66,2.56,8.38,10.21,12.59,42.97,5.23,8.23,0.206,0.346,0.162,6.7,11.0,610
2021,669144,4.37,2.15,14.19,14.71,6.41,4.28,53.12,16.76,19.04,14.32,34.15,7.66,0.863,0.549,0.716,42.5,87.2,78
2023,404318,30.88,10.92,36.25,14.38,9.14,4.45,55.36,1.63,30.68,37.55,7.0,5.36,0.594,0.494,0.496,35.9,57.3,629
2022,175594,42.38,12.1,19.26,18.99,10.85,4.75,21.94,2.21,26.09,25.82,32.26,9.48,0.444,0.863,0.9,55.9,2.8,988
2016,777910,29.63,12.01,27.23,4.43,5.31,2.26,52.51,5.86,10.67,19.49,10.8,1.25,0.608,0.043,0.444,77.5,78.7,235
2019,460890,35.11,6.01,47.84,10.8,7.06,1.41,15.06,3.34,19.38,10.46,7.04,5.26,0.379,0.759,0.741,20.5,70.3,714
2023,713942,24.66,10.79,44.38,14.05,3.07,6.74,36.85,1.37,1.83,18.06,16.67,0.33,0.402,0.382,0.437,77.3,41.7,493
2024,812385,13.39,16.48,10.34,9.42,3.49,7.64,11.93,4.08,31.09,17.52,30.93,2.51,0.173,0.694,0.836,6.8,47.7,228
2019,364441,43.25,10.1,42.64,6.67,6.17,7.34,25.73,8.61,29.6,36.35,34.35,3.09,0.622,0.895,0.738,98.8,55.8,522
2025,706510,21.73,12.09,37.01,10.14,11.31,0.49,12.92,17.77,20.38,33.64,6.17,4.85,0.326,0.967,0.709,46.8,4.9,153
2017,946133,17.18,2.29,42.27,12.2,3.71,1.68,48.63,2.43,17.61,7.87,4.69,9.24,0.126,0.257,0.416,96.1,21.7,241
2025,122682,28.18,9.11,6.72,16.69,0.61,5.35,36.89,16.7,32.46,39.78,10.45,6.46,0.192,0.014,0.019,72.0,6.4,381
2020,978365,24.48,9.68,34.37,7.17,6.3,1.35,4.73,10.18,38.44,40.17,26.59,3.64,0.56,0.027,0.833,20.2,50.1,165
2025,237543,11.25,4.06,10.4,9.6,6.56,6.82,57.6,17.97,6.83,9.46,16.7,3.63,0.504,0.593,0.618,91.3,11.3,805
2019,613641,34.96,16.67,39.7,4.79,1.69,6.75,45.53,12.34,23.37,38.51,32.83,8.45,0.094,0.441,0.603,55.6,10.8,412
2021,809679,17.97,4.13,8.46,12.52,4.71,1.5,3.03,12.17,17.6,16.89,21.25,4.26,0.465,0.781,0.226,89.5,51.5,966
2022,343834,6.35,13.26,10.56,11.93,2.94,5.95,53.86,4.16,1.01,22.37,6.15,4.42,0.41,0.866,0.301,68.1,31.7,320
2017,241629,54.3,12.85,12.94,12.09,7.35,2.75,21.26,7.79,14.27,35.13,7.56,6.64,0.886,0.176,0.86,75.7,6.6,567
2018,585860,49.27,11.67,34.94,3.63,10.48,5.84,6.2,4.73,33.03,39.44,30.19,2.11,0.758,0.098,0.978,40.1,59.5,289
2019,505675,49.4,2.7,29.12,11.57,8.33,4.94,10.41,5.8,39.36,19.13,28.67,8.92,0.327,0.801,0.312,54.5,77.3,593
2022,761881,25.27,10.2,35.59,15.6,9.32,1.65,62.03,8.74,5.86,16.19,6.69,7.84,0.042,0.82,0.964,77.9,79.5,589
