edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2024-05-04,UDCAMP838311,3734,Primary(1-5):633,115,67,27.78,3211,4639,33.92,43,55.14,1080,42.87,65.4,92.98,None,36,1971,FAIL
2024-08-23,UDCAMP155789,404,HigherSecondary(11-12):1591,130,206,8.24,314,1751,57.86,70,41.1,1721,48.22,33.72,37.93,Moderate,12,1599,FAIL
2022-06-26,UDCAMP800650,543,Primary(1-5):2291,92,169,14.06,415,885,18.47,14,91.38,1235,78.22,12.56,2.32,Mild,6,1538,OK
2024-06-30,UDCAMP977027,4490,Primary(1-5):456,62,175,25.41,3153,5630,46.8,70,42.35,2945,76.04,26.46,61.86,None,21,1511,FAIL
2020-08-01,UDCAMP895904,2354,UpperPrimary(6-8):2485,108,72,19.97,2159,3157,58.59,39,37.61,1014,10.77,73.13,34.06,Severe,30,1346,FAIL
2024-04-24,UDCAMP240755,2797,Primary(1-5):341,83,195,21.52,2445,2937,23.04,105,2.19,215,11.03,52.42,34.55,Moderate,6,1527,WARN
2024-09-21,UDCAMP262887,3876,UpperPrimary(6-8):1237,88,247,11.38,3544,4121,39.73,111,5.69,3498,81.27,10.16,57.22,None,26,1264,WARN
2026-10-27,UDCAMP435511,4113,Secondary(9-10):649,110,4,13.39,2495,5058,17.64,113,31.73,127,6.85,47.11,63.6,Mild,36,2347,OK
2025-06-26,UDCAMP408725,674,HigherSecondary(11-12):951,170,141,5.76,489,1078,28.98,30,73.44,1929,54.65,54.89,46.7,Mild,29,1578,WARN
2025-12-03,UDCAMP341957,2598,HigherSecondary(11-12):320,125,184,14.05,2159,4026,21.91,90,64.52,359,31.25,42.94,72.18,Moderate,4,1993,OK
2026-12-13,UDCAMP612108,1262,Primary(1-5):37,137,2,1.56,760,1278,24.66,76,43.19,3399,17.62,44.45,22.55,Severe,16,913,WARN
2025-10-19,UDCAMP602883,1413,HigherSecondary(11-12):1470,225,2,21.25,945,2806,22.03,97,19.26,132,9.15,21.04,53.21,Moderate,17,2127,FAIL
2024-02-05,UDCAMP533440,1976,HigherSecondary(11-12):2114,61,174,2.48,1502,2339,35.86,117,24.28,1199,15.94,62.09,40.11,Mild,0,1569,FAIL
2019-03-20,UDCAMP677542,274,UpperPrimary(6-8):422,184,39,26.52,232,357,29.76,67,96.18,1314,54.27,46.14,61.82,Severe,17,2260,FAIL
2020-03-04,UDCAMP660325,2805,UpperPrimary(6-8):488,85,54,3.14,2557,3364,55.3,28,59.9,2117,28.9,74.93,35.46,Severe,12,1944,WARN
2020-03-22,UDCAMP208172,430,HigherSecondary(11-12):2108,158,221,26.04,309,1752,25.66,110,31.74,1663,83.8,61.25,62.29,Mild,16,1176,WARN
2020-10-07,UDCAMP816674,4032,Primary(1-5):2207,22,48,2.57,2668,4212,38.87,92,9.85,947,33.45,25.9,94.97,Mild,20,937,FAIL
2022-09-07,UDCAMP816647,1316,Secondary(9-10):2153,108,83,5.85,812,2295,59.72,103,66.66,876,65.0,31.03,46.99,Mild,36,1782,WARN
2025-07-09,UDCAMP549923,2132,Secondary(9-10):2219,144,154,31.47,1928,2371,58.95,66,98.8,1938,99.75,12.96,0.0,Unknown,30,1077,WARN
2025-11-21,UDCAMP678925,416,HigherSecondary(11-12):626,191,74,30.6,288,1065,28.56,95,1.78,1563,9.33,61.34,92.2,Moderate,3,1548,OK
2019-09-26,UDCAMP889458,2613,Secondary(9-10):456,7,163,20.0,1693,4053,26.69,91,9.22,2938,65.31,16.27,7.91,Unknown,35,1299,OK
2021-05-26,UDCAMP832410,296,Primary(1-5):165,69,45,6.52,227,324,37.09,49,35.86,2070,53.79,24.11,39.8,None,17,1868,FAIL
2025-07-20,UDCAMP898079,2097,Secondary(9-10):1319,188,230,16.73,1486,2100,56.96,56,0.88,300,3.8,43.58,34.07,None,28,2200,WARN
2025-07-14,UDCAMP819417,4153,HigherSecondary(11-12):1623,194,64,22.61,2938,4193,56.15,6,82.65,434,64.75,69.6,38.77,None,2,1889,WARN
2021-01-04,UDCAMP457531,1469,UpperPrimary(6-8):2329,189,59,1.55,1043,1483,33.01,38,72.33,2415,40.91,46.56,83.05,Moderate,35,1535,FAIL
2023-04-10,UDCAMP243026,1862,HigherSecondary(11-12):2172,66,115,17.63,1702,2568,54.06,38,4.87,1485,41.56,18.21,58.28,Moderate,18,2340,OK
2023-10-21,UDCAMP580218,2818,Primary(1-5):458,206,201,16.02,2673,3981,44.37,18,60.37,33,10.25,32.51,22.97,Severe,32,2034,FAIL
2024-09-18,UDCAMP795051,579,HigherSecondary(11-12):1925,209,97,16.49,439,652,35.86,118,99.38,1293,8.35,34.19,56.34,None,30,1444,FAIL
2022-01-05,UDCAMP858593,1922,HigherSecondary(11-12):945,227,86,9.28,1765,2552,57.24,101,5.56,1598,40.72,1.17,29.78,None,13,1983,WARN
2026-05-17,UDCAMP763275,1247,Primary(1-5):1517,154,110,25.36,951,1681,21.72,66,7.63,3285,20.24,35.3,91.69,Unknown,21,2281,WARN
2023-08-22,UDCAMP178501,4407,Primary(1-5):88,212,243,16.26,3009,4442,58.2,58,44.7,345,7.91,16.8,33.63,None,32,2262,OK
2022-12-24,UDCAMP274423,840,Primary(1-5):2263,31,122,4.33,774,1198,59.63,89,74.48,1041,63.79,24.66,31.32,Unknown,6,1957,WARN
2020-05-24,UDCAMP525849,560,Secondary(9-10):1833,155,132,24.52,378,1677,21.74,81,63.11,293,93.5,63.84,86.22,Mild,39,2382,WARN
2021-04-18,UDCAMP185745,1162,HigherSecondary(11-12):205,189,177,5.59,1062,1910,26.8,115,58.73,2940,19.55,28.72,5.4,Severe,39,2166,WARN
2019-03-26,UDCAMP771224,395,Primary(1-5):1293,42,111,21.33,367,867,58.14,33,84.43,129,88.38,15.13,32.01,Unknown,10,2056,OK
2023-06-21,UDCAMP595323,3318,Secondary(9-10):1468,186,34,18.02,2766,4376,54.16,22,8.41,1697,30.55,38.63,46.4,Mild,6,2018,WARN
2026-12-01,UDCAMP687164,3220,HigherSecondary(11-12):2113,172,120,7.9,2945,4125,47.49,14,53.15,504,35.26,59.78,85.78,Unknown,0,2322,FAIL
2021-09-07,UDCAMP405828,3334,Primary(1-5):752,152,124,4.73,2584,3472,29.63,5,36.9,3102,11.8,26.29,70.89,Moderate,30,1113,FAIL
2022-08-12,UDCAMP372921,722,HigherSecondary(11-12):2463,30,30,28.83,648,1043,32.76,86,94.65,2363,46.78,7.38,57.83,Mild,1,1527,WARN
2024-01-30,UDCAMP768900,1834,Secondary(9-10):1251,211,178,17.68,1335,2655,35.79,85,77.17,1052,38.59,72.28,3.53,Moderate,12,1500,FAIL
2022-01-05,UDCAMP483449,3093,HigherSecondary(11-12):1957,40,249,12.6,2651,4136,31.45,48,58.9,1306,28.39,78.53,81.7,Severe,4,2190,FAIL
2026-03-06,UDCAMP388799,2902,UpperPrimary(6-8):2044,127,154,9.06,2343,3232,50.41,49,41.91,2020,98.64,32.5,46.22,Unknown,9,1268,OK
2024-11-07,UDCAMP629512,3713,UpperPrimary(6-8):2274,70,184,28.08,3088,4959,34.87,39,53.93,2028,98.52,52.83,98.28,Unknown,9,2215,OK
2023-06-23,UDCAMP371403,1342,UpperPrimary(6-8):568,75,75,15.53,1235,2147,33.86,1,25.12,922,32.68,41.14,30.53,None,21,1238,FAIL
2020-10-23,UDCAMP604457,3306,Primary(1-5):501,140,88,9.7,2786,4485,50.3,52,38.89,1137,2.88,66.75,17.37,None,8,1589,FAIL
2025-04-17,UDCAMP720917,208,UpperPrimary(6-8):2243,159,206,34.13,160,673,50.63,112,17.08,203,24.13,40.5,84.39,None,26,1007,FAIL
2019-05-13,UDCAMP921042,802,UpperPrimary(6-8):2420,246,114,22.22,609,828,19.81,32,57.35,1051,5.17,63.92,2.16,Unknown,1,1432,FAIL
2023-08-10,UDCAMP178577,2610,HigherSecondary(11-12):1473,92,169,31.69,2329,2817,56.49,107,77.07,3210,72.47,15.31,36.95,Severe,5,2390,OK
2023-03-01,UDCAMP763759,3802,UpperPrimary(6-8):748,56,91,5.57,2334,4593,50.72,118,68.51,3179,99.16,61.05,1.85,Mild,21,1902,OK
2025-12-12,UDCAMP342844,1371,Primary(1-5):2183,186,73,12.93,1039,2580,28.06,114,67.52,1586,49.24,5.35,81.02,Severe,36,1901,OK
2020-02-16,UDCAMP169639,3623,HigherSecondary(11-12):344,131,60,17.38,3359,5006,43.62,100,38.39,2123,15.09,15.34,55.89,Severe,24,1605,OK
2025-05-07,UDCAMP864543,1394,UpperPrimary(6-8):736,172,135,25.54,899,1438,57.11,36,67.57,189,51.77,21.72,30.25,Moderate,26,2296,OK
2020-05-13,UDCAMP357478,4218,HigherSecondary(11-12):1982,104,120,16.61,3845,4875,15.92,61,11.93,2295,9.93,44.39,82.89,Severe,6,1154,OK
2020-02-17,UDCAMP210569,3958,Primary(1-5):1922,208,73,8.45,3276,5175,39.42,20,89.97,1860,6.23,39.21,41.33,Severe,24,2367,WARN
2025-03-26,UDCAMP809125,4067,HigherSecondary(11-12):1154,79,157,19.67,2834,4173,49.19,62,2.8,858,7.83,57.9,22.44,None,33,1868,OK
2025-06-19,UDCAMP618090,703,Secondary(9-10):207,107,180,11.48,615,1482,41.45,115,29.14,1970,34.03,56.85,63.85,Severe,21,1699,OK
2025-12-23,UDCAMP190828,172,UpperPrimary(6-8):1098,203,249,34.95,167,1128,23.01,28,24.08,1807,41.86,10.09,80.9,Moderate,2,1705,FAIL
2019-03-21,UDCAMP981676,2399,HigherSecondary(11-12):2253,201,14,33.96,2159,3847,23.94,54,52.28,2615,2.96,29.1,55.15,Severe,30,1879,WARN
2024-09-20,UDCAMP370993,608,UpperPrimary(6-8):2350,18,144,2.78,527,979,19.74,118,97.0,525,72.48,48.66,66.23,Moderate,29,1772,WARN
2026-06-19,UDCAMP376870,3324,HigherSecondary(11-12):2419,129,226,9.51,2917,3395,39.2,78,28.38,3075,32.03,50.29,43.66,Mild,15,2189,FAIL
2023-08-01,UDCAMP377097,1575,UpperPrimary(6-8):1485,188,214,25.54,1456,2937,36.46,0,76.68,300,25.54,77.81,77.47,None,0,920,WARN
2023-11-06,UDCAMP251716,283,UpperPrimary(6-8):1445,212,224,7.61,170,861,43.2,119,27.62,3457,31.61,10.05,1.27,Severe,17,1622,FAIL
2021-02-14,UDCAMP235111,687,Secondary(9-10):2417,125,151,27.29,436,877,59.01,88,34.52,3248,99.98,63.64,55.71,None,23,1730,FAIL
2021-12-23,UDCAMP907744,590,UpperPrimary(6-8):298,195,218,16.32,508,1690,33.98,12,62.95,373,23.52,31.43,10.97,Mild,5,1909,OK
2026-05-19,UDCAMP503521,3347,UpperPrimary(6-8):1189,246,216,17.24,2721,4239,23.45,103,73.42,1889,18.13,64.24,59.08,Severe,14,978,WARN
2024-10-01,UDCAMP266235,1987,HigherSecondary(11-12):1365,219,115,19.36,1624,2127,46.97,73,62.93,2269,67.85,34.83,15.39,Severe,19,1678,OK
2020-08-28,UDCAMP371028,673,UpperPrimary(6-8):1869,128,37,5.29,448,1843,37.41,56,1.91,2183,96.53,8.63,49.31,Mild,14,1835,WARN
2025-05-03,UDCAMP412537,248,HigherSecondary(11-12):1168,116,62,7.29,203,398,29.67,96,80.15,1065,45.75,56.21,78.8,Unknown,8,2175,OK
2020-11-22,UDCAMP502725,2692,UpperPrimary(6-8):1868,176,130,5.77,1919,3230,52.76,17,23.5,2932,93.98,78.28,78.41,Severe,34,977,FAIL
2023-04-30,UDCAMP564782,4435,Primary(1-5):2048,12,36,1.59,2774,5761,18.95,33,55.34,142,93.05,56.37,67.72,Mild,0,1564,FAIL
2019-11-07,UDCAMP666604,1129,UpperPrimary(6-8):1803,190,28,25.49,764,1745,56.9,41,36.45,1909,73.55,13.33,40.65,Severe,35,1270,WARN
2020-07-22,UDCAMP674503,687,Primary(1-5):419,103,213,6.73,483,1013,32.31,78,1.55,302,18.81,25.69,70.22,Severe,26,1877,OK
2023-07-23,UDCAMP805204,1630,Primary(1-5):1413,81,73,33.33,1000,1858,31.34,1,17.66,253,89.2,45.21,74.56,None,23,1631,OK
2022-01-31,UDCAMP906782,3597,HigherSecondary(11-12):2023,31,180,21.84,3210,4192,58.13,11,51.03,1506,67.67,27.78,26.77,Mild,0,1110,WARN
2021-08-30,UDCAMP627034,3748,UpperPrimary(6-8):1808,149,21,11.19,3628,4752,46.33,60,82.63,3353,98.7,25.49,54.23,Moderate,9,1102,FAIL
2019-03-24,UDCAMP298255,637,Secondary(9-10):2095,239,116,31.0,566,2048,16.94,69,83.15,640,0.23,5.6,57.06,Unknown,31,1254,FAIL
2022-08-16,UDCAMP710221,282,Secondary(9-10):2151,1,106,8.81,232,547,18.66,110,44.75,1637,87.41,26.25,5.13,Severe,34,1991,WARN
2025-05-17,UDCAMP694185,4494,Secondary(9-10):579,10,71,26.62,3165,5223,21.92,5,3.88,1935,73.94,13.64,14.08,Mild,34,1365,OK
2021-04-25,UDCAMP999400,2571,HigherSecondary(11-12):255,39,227,11.37,2436,2590,29.61,1,36.33,2524,90.33,71.34,75.75,Severe,13,1906,OK
2021-03-30,UDCAMP479805,3599,Primary(1-5):1420,102,136,18.01,3172,4116,56.66,40,67.59,503,0.78,73.34,28.67,Moderate,27,1084,OK
2026-12-26,UDCAMP805020,1031,Secondary(9-10):1900,242,40,32.23,743,1255,37.13,86,43.64,3352,89.51,5.54,62.11,Mild,22,1318,WARN
2022-06-04,UDCAMP206268,1890,UpperPrimary(6-8):65,211,178,12.23,1775,3142,45.32,30,9.69,3119,67.82,62.27,26.27,None,17,1462,FAIL
2019-08-16,UDCAMP457328,1592,Primary(1-5):644,103,8,30.24,1302,2245,16.53,104,46.9,2482,60.79,27.92,70.03,Unknown,28,2079,OK
2021-07-01,UDCAMP404339,4020,UpperPrimary(6-8):808,193,201,23.86,2737,5148,50.68,81,9.16,242,53.09,26.8,83.55,Mild,5,1730,WARN
2025-08-25,UDCAMP903751,2050,Secondary(9-10):1441,131,14,33.49,2004,2917,46.43,23,13.03,3472,79.17,74.68,89.57,Mild,11,1731,WARN
2019-01-09,UDCAMP915252,980,Primary(1-5):1423,97,5,14.27,756,1859,44.88,76,25.61,1654,65.9,74.35,98.68,Unknown,0,2216,OK
2023-02-08,UDCAMP488347,597,HigherSecondary(11-12):1114,112,25,22.85,497,734,19.95,78,98.58,444,55.48,11.56,17.21,Unknown,30,1415,WARN
2020-05-30,UDCAMP457943,1656,Primary(1-5):935,79,189,20.26,1088,2065,18.49,72,59.43,283,97.49,24.81,80.85,Severe,5,2311,WARN
2023-08-11,UDCAMP821092,2724,Primary(1-5):1017,129,167,15.73,1637,3292,43.95,62,82.24,1070,47.8,53.55,2.41,Mild,0,2281,FAIL
2025-05-21,UDCAMP923418,2178,Secondary(9-10):2143,106,89,10.3,1943,2762,49.52,34,13.86,212,84.03,68.12,31.52,Mild,16,1834,OK
2021-12-15,UDCAMP870102,279,Secondary(9-10):1359,48,23,13.25,271,1580,47.48,118,89.62,2542,53.77,27.91,12.74,Unknown,7,2021,WARN
2026-08-05,UDCAMP834703,139,Secondary(9-10):654,74,134,5.38,131,856,47.5,80,78.31,2197,84.76,43.99,84.59,None,27,903,FAIL
2022-08-19,UDCAMP818066,3714,Primary(1-5):1555,176,223,17.52,3538,3985,38.42,11,49.05,1705,62.96,6.35,83.69,Moderate,8,2137,WARN
2024-08-12,UDCAMP249808,2071,UpperPrimary(6-8):2473,163,240,10.0,1801,2610,25.96,59,69.27,3005,77.51,53.29,98.56,None,23,1997,WARN
2019-01-17,UDCAMP362856,1142,UpperPrimary(6-8):1065,188,27,32.63,931,1146,27.4,70,78.63,1488,16.34,68.16,37.04,Moderate,15,1968,OK
2023-12-24,UDCAMP279557,4052,UpperPrimary(6-8):1847,170,41,3.89,3738,4874,44.05,111,49.02,324,5.06,55.31,16.6,Moderate,11,1397,OK
2019-06-06,UDCAMP124976,1586,UpperPrimary(6-8):1060,223,238,33.31,977,2058,29.21,115,78.39,225,11.78,41.29,49.76,Moderate,14,2117,FAIL
2020-09-08,UDCAMP806742,1423,Secondary(9-10):69,60,24,7.05,1105,2735,53.18,53,41.59,2576,40.83,56.41,89.08,Moderate,8,1821,FAIL
2026-03-30,UDCAMP803725,4455,UpperPrimary(6-8):1746,29,120,33.23,3748,4763,43.49,68,53.33,168,21.45,17.74,11.63,Mild,29,1656,OK
2026-07-22,UDCAMP590388,4255,Secondary(9-10):2019,37,184,33.17,2714,4460,27.43,66,8.36,2611,82.95,2.3,79.3,Mild,1,1795,FAIL
2022-01-12,UDCAMP147170,3042,Secondary(9-10):755,7,151,14.14,2761,3310,29.38,94,33.14,535,14.96,38.98,67.7,Severe,32,1338,FAIL
2020-04-07,UDCAMP842308,939,Primary(1-5):1724,132,220,28.03,660,1151,19.36,79,47.45,2011,39.28,48.64,72.45,None,27,1582,OK
2025-07-13,UDCAMP630277,2009,Secondary(9-10):123,106,231,25.15,1340,2142,26.12,14,77.64,753,33.07,33.35,87.71,Moderate,15,1082,FAIL
2021-03-11,UDCAMP430327,2812,Primary(1-5):1111,52,105,12.9,1952,3429,51.81,86,46.3,660,50.39,63.96,12.97,Moderate,17,1282,WARN
2025-12-12,UDCAMP211152,4188,Primary(1-5):1574,40,98,7.57,3632,4698,38.87,99,95.42,2310,55.12,66.28,19.79,Moderate,34,1745,OK
2026-10-31,UDCAMP568511,3835,HigherSecondary(11-12):1905,145,232,6.94,3002,4099,25.07,10,65.17,255,61.63,7.74,12.61,Moderate,20,1479,FAIL
2019-08-14,UDCAMP651524,4156,UpperPrimary(6-8):1570,100,183,15.03,2644,5446,32.82,103,34.4,1158,17.48,67.84,19.35,Severe,14,1886,WARN
2022-06-02,UDCAMP669517,2028,Secondary(9-10):753,163,170,30.81,1690,3364,45.54,103,63.7,1592,83.57,15.97,97.17,None,34,1828,OK
2020-12-18,UDCAMP410032,1345,UpperPrimary(6-8):605,77,90,30.47,832,2293,36.93,33,99.99,1860,22.73,49.17,67.69,Moderate,23,1767,OK
2025-02-17,UDCAMP718217,3831,HigherSecondary(11-12):2224,106,2,33.88,2573,4222,53.76,91,79.24,2284,52.76,42.67,43.67,Severe,8,1519,OK
2023-07-06,UDCAMP612216,50,Primary(1-5):2065,218,50,31.09,41,622,39.36,51,89.85,883,22.8,37.23,8.26,Mild,3,1524,WARN
2020-09-17,UDCAMP242261,3222,Secondary(9-10):1030,167,19,13.76,3056,3943,39.06,85,96.55,1676,40.83,67.59,29.75,None,19,943,OK
2026-08-15,UDCAMP195503,2462,Primary(1-5):159,50,165,15.38,1875,3213,24.06,50,92.63,2019,18.46,62.9,58.12,Mild,6,1661,OK
2024-03-26,UDCAMP243649,3776,HigherSecondary(11-12):1176,228,23,18.54,2531,4569,47.5,98,83.44,98,15.84,41.15,95.88,Mild,4,1335,FAIL
2023-05-05,UDCAMP258781,2878,Secondary(9-10):2206,84,85,24.83,1821,4195,38.28,83,51.59,710,80.43,20.91,64.25,Moderate,3,2235,FAIL
2024-08-31,UDCAMP228526,3054,Secondary(9-10):1961,157,68,29.84,1838,3242,32.79,68,39.59,1789,33.87,4.77,80.68,None,21,1254,WARN
2026-10-09,UDCAMP185466,2969,Primary(1-5):954,128,225,31.88,2165,2998,40.39,29,35.9,859,47.95,79.79,12.64,Unknown,10,1594,FAIL
2023-05-07,UDCAMP645749,1172,UpperPrimary(6-8):974,183,61,17.96,859,2314,18.58,102,31.15,181,95.24,10.5,2.87,Mild,21,1788,FAIL
2023-06-11,UDCAMP753256,2852,Secondary(9-10):596,137,160,2.87,2783,3388,46.31,57,51.59,3372,76.61,76.27,58.98,None,35,1345,OK
2021-03-09,UDCAMP458405,1158,Secondary(9-10):2282,30,127,29.92,757,1461,24.02,115,0.14,366,42.07,4.95,92.57,Severe,11,2081,WARN
2021-02-21,UDCAMP228224,3107,Secondary(9-10):817,175,145,21.33,3042,3266,25.55,90,56.05,1258,30.16,41.17,93.62,Unknown,37,2274,OK
2025-06-11,UDCAMP489331,1007,Secondary(9-10):2482,61,203,32.17,877,1325,53.18,33,59.43,721,38.99,6.32,67.16,Mild,21,1252,FAIL
2022-04-24,UDCAMP527988,3674,Primary(1-5):1584,116,33,17.99,2607,4382,30.33,29,76.87,3067,8.8,30.18,91.9,Mild,26,1170,OK
2020-07-14,UDCAMP336289,3671,Secondary(9-10):1705,76,95,8.96,2858,5127,28.5,118,5.41,1617,73.4,1.26,4.61,Moderate,17,1013,FAIL
2019-01-22,UDCAMP701969,4292,Secondary(9-10):1512,92,37,23.98,3267,4317,59.84,84,37.66,2393,42.61,62.81,49.97,Unknown,28,1152,OK
2021-02-07,UDCAMP975288,453,HigherSecondary(11-12):654,122,100,14.98,328,549,58.53,85,72.87,1596,3.93,61.41,8.15,None,12,1838,WARN
2019-09-14,UDCAMP540116,3820,HigherSecondary(11-12):508,102,57,29.89,3112,5054,55.25,60,62.11,1475,29.4,36.89,15.81,Mild,25,2029,WARN
2021-12-30,UDCAMP845295,641,HigherSecondary(11-12):277,141,117,11.34,459,1127,22.42,97,42.06,2363,82.04,77.48,61.48,Mild,32,1281,FAIL
2025-09-11,UDCAMP543219,2063,Primary(1-5):1414,104,29,3.98,1760,2875,28.25,59,4.01,584,29.01,64.34,75.62,None,3,1425,WARN
2024-01-28,UDCAMP308324,4130,UpperPrimary(6-8):2274,1,221,6.9,3344,4396,50.36,87,12.39,2718,33.11,48.53,42.52,Unknown,12,1948,WARN
2023-02-26,UDCAMP379794,205,HigherSecondary(11-12):1154,130,35,6.16,126,1454,25.85,85,45.82,1688,45.7,10.19,80.03,Mild,15,1501,OK
2022-11-10,UDCAMP695979,2156,UpperPrimary(6-8):168,230,44,20.35,1884,2532,21.32,37,19.6,2798,80.2,23.8,91.83,Moderate,20,2390,FAIL
2026-12-13,UDCAMP567062,412,Primary(1-5):497,100,12,18.68,335,1873,23.93,116,2.45,3235,33.26,68.96,58.18,None,3,1627,WARN
2025-12-07,UDCAMP923126,609,UpperPrimary(6-8):665,106,14,26.02,539,1082,23.6,32,69.97,2068,31.33,56.93,56.82,None,19,1505,FAIL
2022-04-22,UDCAMP694338,733,UpperPrimary(6-8):451,158,7,8.22,617,1627,27.06,71,24.61,383,1.95,36.41,5.46,Severe,5,1782,WARN
2025-03-10,UDCAMP278905,3942,HigherSecondary(11-12):1770,0,111,10.19,3745,4530,57.41,28,85.65,1095,46.74,69.28,21.54,Mild,20,2360,FAIL
2021-05-22,UDCAMP877939,2414,Primary(1-5):915,13,221,34.13,1906,3103,43.45,61,31.77,2957,38.52,70.01,40.76,None,30,2015,OK
2023-02-11,UDCAMP974974,842,HigherSecondary(11-12):2421,224,138,1.97,673,1779,18.32,10,89.18,3335,48.89,54.72,70.23,None,13,1997,WARN
2019-12-28,UDCAMP503677,3937,Secondary(9-10):1524,225,66,4.41,2756,4911,16.28,1,84.57,2007,57.2,66.1,39.38,Moderate,18,1065,OK
2023-05-17,UDCAMP988846,721,Secondary(9-10):895,1,139,1.91,505,2207,51.22,98,34.62,1413,19.27,43.83,14.9,Unknown,37,1881,WARN
2026-09-26,UDCAMP362184,2384,Primary(1-5):842,216,170,17.71,1804,3842,31.12,112,59.78,1279,39.49,2.39,74.66,Unknown,20,2107,WARN
2022-02-26,UDCAMP168582,1531,Secondary(9-10):2393,117,156,31.25,1422,1719,26.96,85,35.99,3254,26.21,48.77,67.67,Severe,11,2082,FAIL
2022-11-18,UDCAMP994978,2153,Secondary(9-10):1198,22,230,7.99,1910,2332,18.6,64,73.89,1496,86.67,8.92,8.85,Mild,1,1049,WARN
2021-11-07,UDCAMP881126,3360,Secondary(9-10):663,75,153,4.86,2743,3590,35.43,78,41.16,518,43.89,64.52,86.78,Unknown,3,1377,FAIL
2023-03-13,UDCAMP502107,2846,UpperPrimary(6-8):2488,239,76,19.73,1807,3734,59.77,77,78.7,2932,92.68,23.76,73.89,None,30,1076,OK
2021-01-06,UDCAMP281476,2657,Primary(1-5):2401,242,212,6.18,2542,2798,35.27,6,19.61,634,65.2,10.9,60.17,Unknown,15,1634,WARN
2022-02-08,UDCAMP679872,1637,UpperPrimary(6-8):1515,9,176,25.59,1541,2386,55.09,74,85.74,1151,2.82,25.84,46.75,Unknown,29,2126,WARN
2023-04-11,UDCAMP493256,3382,Primary(1-5):1844,133,174,4.64,2581,4460,43.43,39,33.3,2839,88.4,28.58,56.73,Severe,9,1130,WARN
2022-07-13,UDCAMP421422,524,Primary(1-5):138,29,14,10.47,323,1304,46.28,7,86.42,286,22.24,48.65,49.88,None,6,1704,FAIL
2020-08-10,UDCAMP399138,2071,UpperPrimary(6-8):668,123,215,8.5,1787,2751,59.81,113,83.03,2653,5.56,17.22,12.4,Unknown,1,2309,WARN
2022-01-02,UDCAMP758182,989,Secondary(9-10):194,93,173,23.52,616,2250,33.55,32,24.84,3318,32.37,49.16,30.54,None,18,2392,FAIL
2024-10-27,UDCAMP513137,1374,Primary(1-5):1558,114,196,22.34,863,2157,46.14,31,87.12,1113,60.39,10.9,46.15,Moderate,6,1248,OK
2021-01-09,UDCAMP807172,348,UpperPrimary(6-8):867,128,57,26.73,307,378,59.38,72,37.95,3051,43.63,16.41,52.62,Moderate,7,1681,FAIL
2019-03-31,UDCAMP839586,2788,HigherSecondary(11-12):1044,131,199,21.78,2467,3688,19.46,100,64.45,2101,79.2,35.92,55.18,Moderate,6,2298,FAIL
2026-10-10,UDCAMP471991,3557,UpperPrimary(6-8):2331,163,85,8.72,3122,4326,40.89,97,6.91,3445,68.86,22.03,43.32,Mild,32,2065,WARN
2024-03-08,UDCAMP602734,4035,Secondary(9-10):881,25,190,17.24,2582,4206,35.31,43,8.02,159,56.0,17.49,84.83,None,8,1841,WARN
2023-01-31,UDCAMP562814,851,UpperPrimary(6-8):989,215,80,26.1,535,2300,42.31,22,87.92,2347,65.39,67.23,57.77,Moderate,21,1560,OK
2023-02-10,UDCAMP146584,1405,HigherSecondary(11-12):1762,64,50,27.49,1089,2445,36.25,53,82.01,2538,60.87,35.97,63.49,Severe,21,1939,WARN
2026-11-01,UDCAMP281433,875,UpperPrimary(6-8):2009,11,152,27.02,772,1061,31.45,64,28.01,2091,28.42,13.87,64.32,None,19,1624,OK
2024-09-25,UDCAMP445912,558,HigherSecondary(11-12):1846,210,168,8.55,426,1802,29.63,11,74.46,2443,91.13,64.06,12.7,Mild,4,960,WARN
2025-12-10,UDCAMP158523,2030,UpperPrimary(6-8):2302,143,214,0.25,1775,2779,28.43,112,66.95,1699,50.5,68.15,68.49,Mild,14,1646,FAIL
2023-08-11,UDCAMP192168,2361,HigherSecondary(11-12):810,25,204,0.45,1765,2749,47.27,43,13.02,3108,88.6,72.73,95.64,None,37,1143,WARN
2025-11-01,UDCAMP910797,1573,Secondary(9-10):890,139,237,25.05,1301,1730,33.36,73,9.1,2588,39.36,1.62,96.14,Unknown,5,2365,WARN
2019-09-04,UDCAMP946204,1166,Secondary(9-10):84,24,214,3.66,907,1607,42.43,12,28.81,3478,49.06,26.83,93.44,Unknown,39,1873,WARN
2021-05-23,UDCAMP469637,132,Primary(1-5):561,52,207,12.51,105,1291,24.01,102,65.77,2377,12.73,49.44,15.48,Mild,4,1858,OK
