tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_inr,tech_price_promo_price_inr,tech_price_promo_duration_months,tech_price_equipment_fee_inr,tech_price_installation_fee_inr,tech_price_early_termination_fee_inr,tech_price_contract_length_months,tech_price_auto_pay_discount_inr,tech_price_bundling_discount_inr,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_inr,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2024-02-05,PLANLBEUECY36M,SPECTRA,PB-9822,322,200,6,0,499,999,6,150,200,0,CSR_CONNECT,1.668,364,7,14.25,TRAI28746309
2022-08-29,PLANR2V4R4KJ3G,BSNL,UP-8470,4725,4653,3,999,999,0,12,100,300,0,NONE,18.75,78,30,1.43,TRAI94469090
2024-05-27,PLAN2CQD4MBMPN,BSNL,UT-0167,3549,3113,24,0,1499,0,24,150,100,0,STATE_SUBSIDY,7.127,200,30,1.93,TRAI37600680
2024-12-01,PLAN4EKXVTVO8S,SPECTRA,TR-9214,1668,1400,0,199,499,0,0,25,100,0,NONE,5.101,171,0,16.65,TRAI59484504
2023-11-11,PLANLF3AKVZS9K,VI,DN-6680,3995,3854,24,499,999,1999,12,150,0,0,PM_WANI,13.406,20,14,2.86,TRAI23551262
2021-06-29,PLANBCK952DCIJ,TIKONA,HP-5735,4560,3794,1,299,999,999,6,100,200,0,STATE_SUBSIDY,120.0,452,0,22.24,TRAI54973445
2024-12-26,PLAN1DUJXP8ZBG,AIRTEL,ML-8881,4920,4159,0,0,999,499,12,0,200,0,PM_WANI,12.178,58,14,20.44,TRAI77858443
2023-01-15,PLANN6U5PWVIDJ,VI,MN-7411,706,482,12,199,199,499,3,25,50,0,STATE_SUBSIDY,22.774,11,30,15.47,TRAI10169221
2021-03-21,PLANH1EFG58B2L,BSNL,PB-8671,2908,2844,1,299,999,1999,0,25,50,1,STATE_SUBSIDY,38.263,41,7,8.8,TRAI15360301
2025-03-03,PLANN0KNK4OK69,RAILTEL,MP-5824,3817,3297,0,0,0,0,3,25,0,1,CSR_CONNECT,13.117,442,14,9.17,TRAI15460778
2021-04-20,PLANWC8AB41238,SPECTRA,SK-6926,848,99,24,499,499,999,3,50,300,0,NONE,1.968,380,0,3.02,TRAI48773686
2024-04-25,PLANW9U3K5TIBA,MTNL,GJ-8960,3815,3339,0,299,1499,499,3,50,200,0,PM_WANI,21.313,215,30,12.25,TRAI77111183
2021-08-26,PLANVVWKC2IHT8,AIRTEL,BR-9366,4300,4018,3,0,499,1999,12,50,200,0,STATE_SUBSIDY,22.28,90,14,3.56,TRAI88783327
2022-12-08,PLANFUG9YTSY89,ACT,PY-0835,2307,1602,12,199,199,499,24,100,300,1,CSR_CONNECT,8.513,110,0,22.62,TRAI28717454
2022-09-27,PLANS6K591MB0J,RAILTEL,OD-9587,3074,2178,0,499,1499,0,0,100,0,0,CSR_CONNECT,19.58,493,14,16.42,TRAI79767394
2022-02-27,PLANKX54U9HHQC,HATHWAY,MN-0352,2952,2155,6,499,499,2999,3,25,50,0,CSR_CONNECT,101.793,338,7,7.78,TRAI29566696
2022-04-22,PLANCH7II66QQ3,VI,UT-1655,3600,3536,6,199,0,999,0,25,200,0,PM_WANI,10.112,19,30,21.94,TRAI30833624
2025-09-19,PLAN582K8Q64HI,MTNL,JH-9437,4775,4578,6,499,499,0,0,25,0,0,CSR_CONNECT,122.436,454,30,14.35,TRAI45905507
2021-07-15,PLANWSHTUHTCE7,MTNL,DL-1824,4210,3632,0,999,199,999,3,25,50,0,CSR_CONNECT,19.581,272,0,16.94,TRAI97029871
2021-01-05,PLAN9A5D7Z095F,SPECTRA,PB-5504,854,190,1,999,999,2999,6,50,300,0,STATE_SUBSIDY,6.014,328,14,19.33,TRAI86045467
2024-04-16,PLANGPCCFTWLCB,VI,AN-5817,3524,2634,1,0,499,999,3,25,50,0,STATE_SUBSIDY,7.326,28,60,5.33,TRAI29385707
2025-05-05,PLANWIVRFMOOIN,RAILTEL,GJ-4569,1250,284,6,499,1499,1999,0,100,200,1,CSR_CONNECT,3.369,367,7,11.43,TRAI59982942
2021-10-27,PLANLRORFD8108,AIRTEL,GA-5058,2525,1603,1,0,999,0,12,25,100,0,PM_WANI,5.26,162,14,13.98,TRAI37649660
2025-08-28,PLANRIRI12A4ME,VI,AP-1124,3718,3698,6,199,999,1999,0,150,300,0,STATE_SUBSIDY,8.226,429,60,22.38,TRAI01950618
2026-01-10,PLAN56OKM1D1ZT,VI,JH-5559,2566,1812,1,199,0,2999,6,0,50,0,BSNL_SOCIAL,35.639,451,30,5.86,TRAI38955121
2021-09-26,PLANC90GW2F91P,RAILTEL,AP-8657,685,99,3,499,0,999,3,0,50,0,PM_WANI,2.33,157,14,0.17,TRAI17165270
2021-02-23,PLANBVIHDUTDC5,AIRTEL,MZ-6192,998,559,12,499,1499,1999,12,25,200,0,PM_WANI,4.495,173,60,19.71,TRAI23782933
2023-09-19,PLANOK7GUOZ4FY,RAILTEL,JH-8829,3246,2589,0,999,499,2999,12,25,200,0,PM_WANI,6.558,288,30,14.91,TRAI28905359
2024-07-22,PLAN2770J1BHWU,AIRTEL,HR-8231,3031,2135,6,199,0,2999,0,0,100,0,BSNL_SOCIAL,30.616,94,14,14.47,TRAI75565351
2023-02-16,PLANZN0S2E0I7Q,VI,AP-7971,4631,4113,0,0,0,2999,0,150,100,0,PM_WANI,22.481,256,0,19.07,TRAI65040346
2022-06-03,PLAN8115B2TEMJ,ACT,AS-7611,3466,3393,6,499,999,0,6,25,200,0,NONE,14.442,326,30,21.13,TRAI08207993
2023-10-25,PLAN6IOUC6VW8L,ACT,AN-4531,555,99,3,499,199,2999,12,100,100,0,BSNL_SOCIAL,50.455,57,7,8.72,TRAI07566244
2023-08-07,PLANSAJRR66R6F,ACT,LA-4147,281,99,12,0,499,1999,24,100,200,0,PM_WANI,0.841,321,7,15.26,TRAI62463660
2025-04-13,PLANVHHQZQC6WV,TIKONA,AP-3679,989,334,3,499,999,1999,6,0,0,1,CSR_CONNECT,20.604,315,0,0.21,TRAI65214563
2025-02-22,PLANVY39ME6UZO,VI,NL-3041,2285,2024,0,199,999,0,12,150,200,0,STATE_SUBSIDY,51.932,277,14,21.21,TRAI76392288
2021-07-04,PLANY47OAHG0LP,AIRTEL,WB-2713,456,99,24,199,499,0,3,150,100,0,NONE,4.903,282,14,4.53,TRAI36140287
2024-11-01,PLANR5G41I5KBQ,TIKONA,AN-6121,380,99,6,999,1499,1999,6,150,300,0,STATE_SUBSIDY,1.271,226,14,8.98,TRAI92797058
2025-06-30,PLANN7F3B43SL4,TIKONA,MH-5839,3656,3046,3,499,1499,499,6,150,0,0,PM_WANI,11.012,300,60,4.9,TRAI02609108
2025-05-02,PLAN4EKF60DUC9,HATHWAY,CH-2861,3967,3750,3,499,999,1999,6,0,300,1,PM_WANI,26.986,54,30,8.04,TRAI20694326
2023-11-23,PLANZF3DC95XTC,BSNL,DL-3095,4939,4403,6,499,499,999,0,150,200,0,STATE_SUBSIDY,224.5,369,60,16.07,TRAI30539757
2023-09-30,PLANXRZ2SU8ZSB,MTNL,DL-7435,826,795,6,299,0,999,24,25,0,0,PM_WANI,3.878,441,30,10.96,TRAI83169352
2023-01-25,PLAN8D6QHY5IYE,RAILTEL,MN-8792,2731,2032,12,999,999,1999,24,0,200,1,NONE,6.985,163,0,16.32,TRAI36803899
2025-06-04,PLANPQ52I21YLK,HATHWAY,MP-4061,2715,2664,0,499,499,1999,12,0,0,1,BSNL_SOCIAL,15.426,2,60,21.46,TRAI80192280
2022-09-28,PLANX7Y92U5KMA,VI,UT-8768,711,436,6,199,0,499,24,150,100,0,BSNL_SOCIAL,2.243,264,60,18.01,TRAI34915377
2022-10-12,PLANX0J7STC9VS,SPECTRA,DD-4347,4411,3468,24,499,199,499,3,50,50,0,NONE,16.645,94,60,23.91,TRAI50176351
2025-08-04,PLANPUWH1OQVL7,AIRTEL,JK-2349,1421,712,12,199,999,499,24,0,0,0,CSR_CONNECT,5.322,290,0,21.17,TRAI31564710
2024-10-29,PLAN4VA0EZUFNM,RAILTEL,UT-1636,2738,2158,1,999,199,2999,3,25,300,0,NONE,21.904,80,60,16.09,TRAI13891456
2022-02-25,PLAN3M3346M4T6,BSNL,MP-7355,2066,1456,6,299,0,2999,6,150,0,1,STATE_SUBSIDY,6.094,255,14,16.08,TRAI35859587
2024-07-30,PLAN9EOFY877C1,AIRTEL,MP-9168,208,172,24,499,499,1999,3,0,100,0,BSNL_SOCIAL,0.501,239,30,0.15,TRAI02416366
2025-02-11,PLANWWNETWB2UU,ACT,MH-7246,250,99,3,999,499,0,6,0,50,1,BSNL_SOCIAL,1.497,74,0,0.02,TRAI66053726
2023-07-02,PLANDAX4HEUW37,RAILTEL,HP-3344,974,919,1,999,199,999,12,50,200,0,STATE_SUBSIDY,3.162,275,14,13.77,TRAI77161054
2023-12-02,PLANGWS5I540HE,ACT,HP-3643,779,296,3,299,499,0,6,50,300,1,STATE_SUBSIDY,3.206,330,60,8.38,TRAI83284517
2023-10-27,PLANMHJQ57N1LY,AIRTEL,MP-5712,3943,3036,1,299,499,499,0,50,100,0,STATE_SUBSIDY,16.094,296,14,24.76,TRAI73148231
2021-03-12,PLANUZVUU8UCLZ,JIO,UT-8676,1808,1479,6,0,0,0,24,25,100,1,BSNL_SOCIAL,12.643,453,60,15.4,TRAI36135873
2022-07-14,PLANG3847AGY51,JIO,TR-1499,4892,4244,12,499,499,499,0,25,0,0,CSR_CONNECT,24.338,424,30,2.34,TRAI95094968
2021-12-12,PLAN0B3MCJJC8J,BSNL,GJ-8948,3284,2507,6,999,999,0,0,50,300,0,BSNL_SOCIAL,9.022,35,7,9.54,TRAI87473850
2025-10-07,PLANRPPG4DGHTG,TIKONA,BR-9031,4793,4085,1,999,199,999,0,150,100,1,BSNL_SOCIAL,61.449,309,7,3.42,TRAI12569678
2025-06-05,PLAN87RG8EXW77,JIO,MZ-4754,2914,2620,0,999,0,999,12,100,100,1,PM_WANI,11.894,452,0,10.22,TRAI59903385
2021-08-30,PLANL5ZP24HZTH,ACT,PY-0181,4150,3496,0,999,1499,999,6,0,50,0,NONE,11.857,385,60,4.81,TRAI01242313
2022-11-17,PLANXHRTXKSTV0,TIKONA,MH-2048,2595,1806,0,199,1499,1999,12,100,50,0,CSR_CONNECT,6.637,431,0,15.23,TRAI01696818
2022-09-09,PLANIG4OA01U28,VI,CH-8872,3280,3183,6,0,1499,2999,3,150,0,0,BSNL_SOCIAL,6.994,167,30,14.01,TRAI33565815
2025-09-19,PLANGU7SG6321S,SPECTRA,BR-9478,3287,2604,6,299,199,1999,0,100,300,0,NONE,9.754,308,14,17.75,TRAI57574556
2022-03-06,PLANYJCUX5ELF2,SPECTRA,PB-3132,2328,1721,24,299,0,499,3,50,100,0,NONE,22.385,264,7,22.95,TRAI77786860
2025-03-30,PLANHZMD128EGR,HATHWAY,MP-6613,3896,3206,12,199,0,2999,24,50,100,0,BSNL_SOCIAL,25.464,491,7,6.45,TRAI03120869
2023-07-28,PLANXKICWB21H3,BSNL,NL-3114,1536,1380,0,299,1499,0,0,0,0,0,STATE_SUBSIDY,4.327,381,14,14.02,TRAI17308289
2024-12-31,PLANI5AZQCD50X,BSNL,HR-0929,4814,4453,3,299,1499,999,12,0,300,0,PM_WANI,25.073,63,60,21.44,TRAI45745559
2021-12-22,PLANJXJYSVCU8X,TIKONA,KL-5386,334,99,24,0,999,2999,3,50,200,0,NONE,0.752,241,60,9.26,TRAI50980528
2025-05-27,PLANAH16IJYLIL,MTNL,AS-0743,320,99,0,999,499,2999,24,0,100,1,PM_WANI,1.151,430,14,10.88,TRAI20382428
2024-01-01,PLANJXD2NLYJE3,BSNL,AN-1168,4709,3933,24,299,499,0,24,100,300,1,CSR_CONNECT,47.09,371,30,6.6,TRAI64651728
2023-04-05,PLAN04M724OCH3,MTNL,UT-7305,3213,2869,6,999,199,0,6,100,0,0,BSNL_SOCIAL,7.78,278,60,24.62,TRAI62991631
2023-09-26,PLANFF9KUQBKL6,SPECTRA,JK-8396,3015,2437,0,0,1499,2999,6,50,0,0,CSR_CONNECT,7.372,153,30,9.85,TRAI86448740
2021-09-03,PLAN5RDKU8WECM,JIO,DD-6162,1346,966,24,0,0,2999,24,150,200,0,PM_WANI,7.084,427,0,16.43,TRAI43806348
2024-08-31,PLANREWH0CY9N7,MTNL,CH-6029,4681,4094,0,199,199,1999,6,25,50,0,STATE_SUBSIDY,17.935,422,30,15.32,TRAI67170194
2021-11-24,PLAN2UDN7TFA9D,HATHWAY,GA-9784,3844,3411,3,499,499,2999,12,50,300,0,CSR_CONNECT,226.118,280,7,10.57,TRAI56605830
2022-11-07,PLANLGM78X5ZOA,MTNL,HR-9024,3860,3228,12,999,1499,1999,3,0,200,0,PM_WANI,13.265,194,30,16.62,TRAI25507203
2024-12-03,PLANGSXVCBJ2TB,AIRTEL,LD-6301,1890,1509,24,0,199,499,0,100,200,0,CSR_CONNECT,7.621,153,0,6.67,TRAI11890101
2023-03-18,PLANRVYSEX5XEI,AIRTEL,LD-6262,4363,3436,12,199,999,499,12,0,300,0,BSNL_SOCIAL,27.79,166,7,4.74,TRAI62400003
2023-08-25,PLANTGKJ38RW65,HATHWAY,HP-0492,704,99,0,0,999,1999,3,0,0,1,CSR_CONNECT,3.667,76,0,20.22,TRAI25848955
2021-07-11,PLANT3Q0ZK97YL,TIKONA,GJ-8235,3326,3320,24,0,1499,2999,6,0,100,0,CSR_CONNECT,17.233,363,30,20.5,TRAI11098716
2026-01-18,PLAN6YF33SWEN1,JIO,TR-1621,1753,1582,3,499,0,1999,12,50,300,1,STATE_SUBSIDY,134.846,40,7,20.26,TRAI16514562
2022-06-11,PLANZ0BWGPUW5Z,JIO,CH-6045,2506,1519,12,299,499,499,6,50,0,0,CSR_CONNECT,18.029,267,0,4.51,TRAI47766743
2023-06-21,PLANRL7HZZK1BH,HATHWAY,JK-8132,3164,2574,0,499,199,499,24,0,100,1,CSR_CONNECT,54.552,47,14,5.03,TRAI71844699
2021-01-16,PLANX4TK1QYBQI,MTNL,PB-1442,4032,3349,6,299,0,2999,12,25,100,0,STATE_SUBSIDY,9.834,400,30,3.71,TRAI17967315
2024-09-07,PLANIW1DMJQ3J5,JIO,WB-7851,1610,685,0,499,1499,2999,6,100,0,0,BSNL_SOCIAL,3.246,70,7,11.84,TRAI71867662
2026-01-27,PLANQ3MRWSYESB,HATHWAY,MP-7586,648,99,0,299,1499,2999,12,0,50,0,PM_WANI,1.322,314,7,14.67,TRAI34074678
2025-04-29,PLANO2PVY3LCT7,JIO,RJ-6734,4408,3813,12,199,1499,2999,6,25,50,0,PM_WANI,11.42,471,7,16.66,TRAI42204905
2023-09-09,PLANT3NJKCA7OA,SPECTRA,KA-4642,2509,2188,24,0,1499,999,24,50,300,0,STATE_SUBSIDY,5.373,151,7,0.48,TRAI72391757
2025-03-05,PLAN4FEIJSMH70,JIO,JH-9354,3350,2589,24,499,199,1999,3,0,0,1,PM_WANI,11.242,192,30,3.13,TRAI46176305
2022-01-26,PLAN59FXH6GIZE,SPECTRA,UT-1697,471,99,0,299,499,0,3,50,0,0,PM_WANI,1.14,278,14,19.46,TRAI85182388
2024-12-26,PLANNTJ9KC9XL9,AIRTEL,UT-6459,2296,2173,24,0,1499,0,0,150,0,0,NONE,5.454,403,14,22.01,TRAI56605235
2023-09-12,PLANFXYRWCZ2UN,AIRTEL,LA-1156,2874,2282,3,299,1499,2999,6,100,50,0,CSR_CONNECT,47.9,360,30,0.44,TRAI60997770
2022-03-07,PLANZIZO08E0JS,MTNL,TN-5348,1807,870,3,199,199,2999,0,50,0,0,BSNL_SOCIAL,6.023,300,60,22.26,TRAI73505310
2025-08-19,PLANSPC58HYO0L,RAILTEL,AP-7505,4717,4482,6,299,199,1999,24,50,0,0,PM_WANI,85.764,299,0,5.56,TRAI02709143
2022-04-16,PLAN14I4Q8FORM,BSNL,MP-0968,1595,613,0,0,999,499,12,100,0,1,PM_WANI,3.753,148,7,0.64,TRAI65347400
2026-01-23,PLAN5Q61O1CGYG,RAILTEL,SK-3481,2765,2526,24,199,499,499,3,0,50,0,PM_WANI,9.247,317,0,11.09,TRAI28883539
2023-10-23,PLANIIMEV9WEML,MTNL,RJ-2796,849,174,24,999,499,0,24,25,100,0,STATE_SUBSIDY,2.264,435,7,24.82,TRAI38136162
2025-05-22,PLANZYUVWG2OSD,TIKONA,JH-6075,518,99,1,0,0,0,0,0,200,1,NONE,3.924,188,60,0.77,TRAI10507339
2025-09-30,PLAN9RN7KNNWDQ,BSNL,ML-3418,3745,3491,0,299,1499,1999,3,100,0,0,STATE_SUBSIDY,11.851,4,7,1.33,TRAI73100475
2021-03-13,PLANKF88M9G32C,RAILTEL,CT-8777,1638,719,24,499,999,1999,3,0,300,1,CSR_CONNECT,6.686,401,0,21.47,TRAI90254296
2024-02-21,PLAN1BDWSOLT6W,BSNL,CT-1723,1015,308,24,0,0,0,0,0,200,0,PM_WANI,2.271,412,30,4.64,TRAI16850414
2023-06-06,PLAN6694YEXHLH,HATHWAY,AS-9535,1614,1180,3,299,199,499,0,100,300,0,BSNL_SOCIAL,3.294,446,14,6.85,TRAI22274813
2023-03-05,PLANJW07PKGO6P,VI,PY-4917,603,105,0,199,499,499,0,25,50,0,PM_WANI,1.337,283,30,1.45,TRAI35652773
2025-02-20,PLANW9T5CDDSI6,TIKONA,MH-2389,208,99,12,0,999,499,24,50,0,0,BSNL_SOCIAL,0.517,377,0,1.67,TRAI17177909
2022-07-03,PLANT81H8IF2BI,MTNL,DN-3209,3763,3602,1,199,999,0,0,50,200,0,PM_WANI,38.398,270,30,20.33,TRAI77112286
2024-09-13,PLANSFSLU8VPYD,JIO,RJ-6940,2164,1172,3,199,199,1999,0,50,100,1,BSNL_SOCIAL,8.553,21,0,2.21,TRAI88238067
2022-06-08,PLANEY02KVWI47,MTNL,MN-3491,1897,916,1,499,499,499,6,25,300,0,STATE_SUBSIDY,94.85,314,7,10.2,TRAI04235528
2024-01-07,PLANC1E74M89PV,ACT,KA-7435,2361,2318,1,199,499,2999,12,25,0,0,PM_WANI,12.492,244,30,19.96,TRAI40170043
2024-12-14,PLAN37ZY75YYUL,AIRTEL,DN-2868,4780,3920,24,199,499,0,24,50,50,0,CSR_CONNECT,177.037,217,0,0.55,TRAI91435306
2022-01-23,PLAN8BW4VNJ6IZ,BSNL,AN-1456,278,192,3,199,499,0,6,25,200,0,BSNL_SOCIAL,0.959,6,60,19.99,TRAI80824101
2026-01-22,PLANHPEBK3X9S2,VI,MZ-0240,4667,3883,3,199,199,1999,3,100,0,0,NONE,23.69,250,60,21.62,TRAI61335490
2023-09-11,PLANJSOKG9FMS9,HATHWAY,UT-7304,4446,4131,1,999,1499,2999,6,50,0,1,CSR_CONNECT,44.909,167,14,13.91,TRAI87018663
2024-01-02,PLAN7YMOWSJGYJ,BSNL,OD-2262,4405,4135,3,199,199,1999,24,150,300,0,NONE,9.576,433,7,14.27,TRAI59048082
2026-02-20,PLANTZNZXR0MUN,JIO,TN-7145,2887,2176,6,999,199,999,24,50,300,0,PM_WANI,9.591,218,14,4.4,TRAI85019169
2022-01-22,PLAN264U9K81LA,TIKONA,HR-2654,3521,3314,12,299,499,999,12,150,100,0,CSR_CONNECT,14.857,23,14,20.74,TRAI94202437
2025-07-01,PLANGS6RT2PA6A,HATHWAY,OD-5770,2495,1977,6,199,1499,999,12,100,200,0,NONE,8.603,137,30,9.44,TRAI47845181
2024-09-20,PLANFKZR228ZPD,MTNL,MN-3412,905,258,1,199,1499,999,24,150,300,0,CSR_CONNECT,2.202,448,30,19.88,TRAI72576430
2021-01-21,PLANPFZUTMLSKC,RAILTEL,AS-4602,825,99,3,499,199,1999,12,150,0,0,BSNL_SOCIAL,1.969,238,7,0.23,TRAI73433873
2025-12-03,PLANOFQG2Y4UHR,VI,ML-4824,1930,1401,1,0,999,1999,24,0,100,0,STATE_SUBSIDY,5.848,326,60,18.04,TRAI61507105
2022-09-27,PLANMOR7LHR3GI,RAILTEL,LD-9399,2927,2695,24,0,199,499,6,0,200,1,STATE_SUBSIDY,7.975,261,14,8.56,TRAI09165989
2024-02-17,PLAN5KL2J0J1UW,BSNL,MZ-5990,3761,3339,24,499,0,999,0,25,50,0,STATE_SUBSIDY,14.925,11,30,0.74,TRAI89714108
2024-10-14,PLANT9D7C8WX2I,VI,ML-2295,3642,3426,1,499,199,2999,6,150,300,1,PM_WANI,14.926,354,60,9.28,TRAI16965578
2025-07-04,PLANW0K298CLGO,BSNL,MZ-5453,3156,2518,0,499,999,1999,6,0,300,0,PM_WANI,7.239,245,7,8.18,TRAI73408211
2022-03-02,PLANX3A9RM4BMH,SPECTRA,LA-5564,4389,4288,24,499,199,2999,6,0,50,0,PM_WANI,29.26,429,7,20.7,TRAI89243116
2022-08-02,PLAN0PH6EW788Z,ACT,GJ-1239,4485,3536,6,299,199,2999,24,150,200,0,STATE_SUBSIDY,37.689,241,14,5.38,TRAI03587367
2022-01-08,PLAN11T63XTVNS,BSNL,MP-3131,3304,3228,1,299,199,999,3,150,200,0,CSR_CONNECT,91.778,379,60,11.05,TRAI58533196
2025-04-15,PLANGH1T57309A,RAILTEL,WB-8363,4311,4104,12,199,199,1999,6,150,200,0,PM_WANI,18.825,215,0,6.67,TRAI60206044
2021-01-21,PLAN4VOS701OZQ,MTNL,OD-6989,1745,928,1,299,0,499,0,100,50,0,NONE,5.087,150,14,20.09,TRAI23411521
2021-11-22,PLAN3CWPBFMJ2G,ACT,DN-4319,220,99,12,0,199,2999,0,0,300,0,STATE_SUBSIDY,0.675,266,30,11.48,TRAI34650798
2025-08-23,PLANGFRG8EV87N,SPECTRA,AN-9825,1727,1251,6,499,1499,499,3,25,50,0,CSR_CONNECT,5.035,420,0,11.45,TRAI16570730
2023-12-30,PLAN0E1IFW0JO9,MTNL,MZ-9912,1121,518,24,199,499,0,6,25,200,0,PM_WANI,13.84,138,7,9.0,TRAI62233302
2023-05-09,PLANOXAU5GW7UU,BSNL,OD-3040,4758,4588,6,499,499,499,24,0,50,0,BSNL_SOCIAL,10.389,19,7,16.14,TRAI75696350
2023-09-25,PLANNTZ9QX4LB7,ACT,PY-7750,3771,3535,1,499,199,2999,12,100,300,0,CSR_CONNECT,23.278,320,14,4.89,TRAI62087113
2023-10-12,PLANGZW05D97BH,ACT,UP-8410,1260,908,1,999,1499,499,6,150,100,0,BSNL_SOCIAL,22.105,2,30,19.69,TRAI77910197
2021-02-27,PLAN2W5KJBZT3D,ACT,UT-1078,2130,1804,12,499,1499,1999,3,100,50,1,CSR_CONNECT,4.522,337,7,19.97,TRAI60207661
2022-08-17,PLANJVHB688C7K,SPECTRA,GJ-8080,1188,492,24,0,999,499,0,100,100,1,CSR_CONNECT,47.52,81,60,4.76,TRAI22650489
2024-06-16,PLAN25LVKS1T8E,SPECTRA,BR-0329,272,99,0,0,1499,1999,3,50,0,1,NONE,15.111,300,14,12.27,TRAI27876439
2023-08-01,PLANXU8ESYU52R,BSNL,WB-2618,812,99,6,299,499,1999,12,150,50,1,PM_WANI,11.123,42,60,14.72,TRAI43140417
2022-02-04,PLAN0SR0OF7OPJ,RAILTEL,LA-9275,1313,1310,6,499,499,1999,0,150,0,0,PM_WANI,2.977,236,0,9.97,TRAI42157119
2024-05-05,PLAN71RHBBDSN9,ACT,CH-8623,4743,4606,24,0,999,499,12,25,50,1,BSNL_SOCIAL,30.404,283,0,9.2,TRAI01022501
2021-09-12,PLANU5CP51DLBD,ACT,AS-7652,389,99,12,499,999,2999,0,150,300,0,BSNL_SOCIAL,1.399,17,60,22.84,TRAI49962942
2023-11-26,PLAN3IZ1WYZRV3,VI,TR-4204,3202,2688,3,199,999,499,0,25,0,0,PM_WANI,9.674,103,14,10.83,TRAI44377671
2021-01-07,PLANZCRV21OMAP,SPECTRA,BR-4595,809,748,1,199,199,2999,0,50,200,0,STATE_SUBSIDY,4.703,398,60,23.64,TRAI91720230
2022-11-20,PLANDRWCA4X7Y4,VI,WB-5212,1995,1593,3,199,0,2999,0,50,100,0,CSR_CONNECT,6.293,351,30,21.97,TRAI20360693
2025-11-27,PLAN153G5IX49K,MTNL,BR-3084,3684,2913,12,0,499,1999,6,50,100,0,PM_WANI,9.903,350,30,6.82,TRAI11001371
2024-05-28,PLANHNRFOHZOXE,ACT,HP-1420,760,456,6,0,199,499,6,100,100,0,BSNL_SOCIAL,3.819,59,0,16.94,TRAI86697696
2024-06-05,PLANHF8H8HQIJ3,AIRTEL,GA-4329,2089,1874,3,999,199,1999,0,50,200,0,BSNL_SOCIAL,22.707,450,14,17.28,TRAI71817964
2024-07-10,PLAN9RS6JES2YV,AIRTEL,RJ-7896,1062,372,3,499,499,2999,12,0,200,0,NONE,2.124,76,7,20.7,TRAI98865965
2024-07-22,PLANF32BED1D1Q,RAILTEL,TR-3555,4239,3309,6,499,199,2999,24,0,0,0,BSNL_SOCIAL,13.543,406,7,17.27,TRAI48807586
2024-09-13,PLANEXD21MXJDC,RAILTEL,PY-6644,734,99,6,299,499,1999,6,0,200,0,BSNL_SOCIAL,4.17,276,30,9.63,TRAI06953828
2023-06-25,PLAN2N3BMWL9SE,AIRTEL,PB-2164,3537,3168,6,299,499,999,3,100,200,0,NONE,7.174,413,30,10.05,TRAI05899058
2023-06-10,PLANFO4BTMWCJ9,AIRTEL,RJ-8406,4268,3495,24,0,1499,999,3,150,100,0,CSR_CONNECT,40.264,418,14,1.41,TRAI46354737
2026-02-10,PLAN6FNK5C4LKN,ACT,AN-0832,2113,1867,0,199,999,999,0,100,100,0,NONE,10.257,31,0,23.29,TRAI83444155
2024-08-13,PLANMXY7GMWRJA,BSNL,SK-1980,2510,1627,24,0,499,499,3,0,0,0,PM_WANI,9.436,176,0,4.02,TRAI09279748
2021-08-12,PLANL2QQLWAEO6,SPECTRA,TG-2436,1978,1704,24,499,0,999,12,0,50,0,CSR_CONNECT,4.579,92,7,4.4,TRAI22713259
2021-06-11,PLAN0PDL4WKMXW,JIO,ML-9599,1818,1062,12,0,999,0,24,50,0,1,STATE_SUBSIDY,9.09,178,7,12.73,TRAI26232164
2024-12-11,PLANJI98F7D3V1,ACT,MH-8941,3123,2251,24,199,499,0,6,25,50,1,PM_WANI,8.723,227,14,13.21,TRAI05459022
2025-10-30,PLANAUNRWAI41Q,BSNL,SK-1680,3726,3628,0,499,0,2999,0,50,0,0,STATE_SUBSIDY,15.722,454,7,11.51,TRAI59880841
2023-01-21,PLAN7PTQ5AIH24,MTNL,DN-1230,2793,1963,1,299,999,1999,24,25,0,0,NONE,5.855,272,7,22.1,TRAI24154272
2021-03-06,PLANIURJBI78BZ,JIO,AP-7741,2101,1861,0,199,199,0,3,100,300,0,NONE,4.323,415,7,8.3,TRAI30126700
2022-02-12,PLANC0E99ZWB7D,RAILTEL,CT-4143,3977,3786,12,299,1499,1999,24,50,100,0,PM_WANI,31.315,449,30,13.09,TRAI16629271
2021-05-16,PLANBPCW0A9ELZ,HATHWAY,HP-2264,2213,1583,0,499,999,0,12,0,0,0,STATE_SUBSIDY,6.014,255,0,16.73,TRAI55359888
2025-05-21,PLANWNVODW0Q89,JIO,TG-8955,2532,2293,12,0,199,1999,6,0,50,0,NONE,230.182,310,30,6.85,TRAI70136244
2023-02-20,PLANP5LWSHYC1V,ACT,JH-3668,2416,1572,1,999,199,499,0,150,100,0,STATE_SUBSIDY,26.844,312,7,14.74,TRAI93240608
2021-06-12,PLANHD9G0KATCP,SPECTRA,UT-1901,3369,2478,1,999,1499,0,3,150,50,0,STATE_SUBSIDY,49.544,74,7,13.4,TRAI79783405
