demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2025,15943975,28768269,INTRASTATE,73,1,Employment,Informal,Employer,1884,85,3L_6L,3L_6L,Primary,Indian_Citizen,N,114,153,3.369,W4
2016,93180519,70934935,INTRASTATE,81,9,Education,Employer,Employer,2978,-20,3L_6L,1L_3L,No_schooling,OCI,N,1938,1936,0.432,W1
2024,51837081,84272770,INTERSTATE,47,3,Other,Other,Employer,2139,161,gt_10L,3L_6L,No_schooling,Indian_Citizen,Y,715,4802,2.326,W2
2016,87853780,22356622,INTRASTATE,56,7,Climate,Owned,Rented,872,117,gt_10L,6L_10L,Primary,OCI,Y,652,3021,4.175,W2
2018,83650308,69262903,INTRASTATE,64,4,Marriage,Other,Informal,2535,16,gt_10L,6L_10L,No_schooling,OCI,N,1085,474,3.892,W1
2016,14832181,35110700,INTRASTATE,18,10,Climate,Owned,Rented,1288,83,gt_10L,3L_6L,Primary,Other,N,2721,3244,0.818,W2
2017,60930478,49094311,INTRASTATE,42,2,Housing,Other,Owned,1834,-27,lt_1L,3L_6L,Secondary,Other,Y,3554,4746,1.277,W1
2020,55614345,38596393,INTRASTATE,46,6,Housing,Rented,Employer,438,61,3L_6L,3L_6L,Secondary,OCI,Y,4665,2399,1.16,W2
2021,53792596,47495485,INTERSTATE,51,1,Other,Rented,Informal,2348,147,gt_10L,6L_10L,Primary,Other,N,769,153,0.413,W1
2020,50460398,78179528,INTRASTATE,13,5,Housing,Other,Owned,2359,-50,3L_6L,1L_3L,Primary,Indian_Citizen,N,3127,1890,0.679,W3
2016,75274539,16727623,INTRASTATE,17,6,Climate,Informal,Informal,740,171,6L_10L,gt_10L,Graduate,Foreign_National,Y,3089,992,0.177,W3
2022,74985350,68479421,INTERSTATE,69,3,Housing,Owned,Informal,2872,92,gt_10L,6L_10L,Secondary,Indian_Citizen,N,2035,2228,4.515,W1
2019,42692261,64173682,INTRASTATE,64,6,Employment,Rented,Other,1361,-57,6L_10L,6L_10L,Primary,Foreign_National,Y,4196,1773,4.197,W3
2023,49189078,51213567,INTRASTATE,64,4,Climate,Rented,Owned,280,94,6L_10L,6L_10L,Postgraduate,OCI,Y,690,2829,0.79,W5
2018,43835074,48727994,INTERNATIONAL,34,10,Marriage,Owned,Informal,332,-60,lt_1L,3L_6L,Higher_secondary,OCI,N,813,3562,3.898,W5
2016,62826312,94719106,INTERSTATE,32,1,Climate,Employer,Informal,207,21,gt_10L,lt_1L,Postgraduate,Indian_Citizen,Y,1414,3952,2.711,W2
2023,86102260,84537898,INTERSTATE,19,3,Employment,Informal,Other,1383,38,6L_10L,gt_10L,Postgraduate,Foreign_National,Y,2631,2713,4.441,W2
2020,88274402,92204114,INTERNATIONAL,86,2,Other,Informal,Rented,183,104,gt_10L,3L_6L,Secondary,Indian_Citizen,Y,711,4989,4.047,W4
2019,33681602,45488055,INTERSTATE,20,3,Employment,Other,Informal,2760,137,lt_1L,1L_3L,Graduate,Other,N,86,4017,0.476,W3
2019,71417681,14620181,INTRASTATE,85,3,Education,Owned,Employer,875,14,gt_10L,1L_3L,Postgraduate,OCI,Y,2448,152,3.003,W2
2020,59366423,97387429,INTERSTATE,84,8,Family,Other,Informal,1376,68,6L_10L,6L_10L,Higher_secondary,Foreign_National,Y,1076,2,0.782,W2
2021,94723375,29559101,INTERSTATE,55,1,Education,Owned,Owned,408,19,1L_3L,gt_10L,Primary,OCI,Y,2475,1849,3.273,W1
2023,50417752,29738757,INTERNATIONAL,26,6,Housing,Rented,Owned,1860,-18,1L_3L,6L_10L,Postgraduate,Other,N,1570,2125,0.457,W2
2025,71145395,26327141,INTRASTATE,80,1,Family,Rented,Informal,540,-16,1L_3L,lt_1L,Higher_secondary,Indian_Citizen,Y,1971,4629,1.462,W5
2021,14313246,16349324,INTRASTATE,87,6,Climate,Informal,Owned,2447,64,6L_10L,6L_10L,Postgraduate,Other,N,1608,749,0.594,W1
2020,81387408,74387697,INTERNATIONAL,90,4,Other,Informal,Informal,258,50,3L_6L,6L_10L,Secondary,Other,N,1125,1804,0.842,W4
2017,27450120,11093904,INTRASTATE,14,4,Other,Owned,Employer,1566,92,gt_10L,lt_1L,Primary,Other,Y,4753,3332,1.365,W5
2021,20511334,15931000,INTERNATIONAL,51,9,Education,Owned,Informal,1968,-25,gt_10L,6L_10L,Secondary,Foreign_National,Y,1991,2621,2.556,W5
2016,72789578,85265338,INTERNATIONAL,3,5,Housing,Informal,Rented,2940,49,6L_10L,3L_6L,Higher_secondary,Indian_Citizen,Y,3398,4734,1.928,W3
2024,77539184,22632219,INTERSTATE,49,7,Education,Rented,Employer,2726,-55,1L_3L,gt_10L,Secondary,OCI,Y,1112,1398,2.434,W1
2017,67174031,23017502,INTRASTATE,69,6,Family,Owned,Employer,2378,16,gt_10L,1L_3L,Postgraduate,OCI,N,1301,2541,1.9,W4
2021,24166373,25417632,INTERSTATE,41,1,Other,Other,Informal,2190,150,1L_3L,gt_10L,Graduate,OCI,Y,4963,4032,1.374,W3
2025,29137872,42081470,INTERNATIONAL,70,7,Housing,Employer,Employer,921,47,1L_3L,lt_1L,Primary,OCI,N,2208,2270,1.351,W1
2025,19211759,62376820,INTERSTATE,18,1,Climate,Informal,Other,2044,34,1L_3L,lt_1L,No_schooling,Foreign_National,Y,2961,4146,1.902,W5
2023,31950730,26973302,INTERNATIONAL,1,6,Other,Other,Employer,687,16,1L_3L,1L_3L,No_schooling,Indian_Citizen,N,447,3431,3.291,W1
2019,11923472,95315401,INTERSTATE,47,1,Education,Informal,Rented,2546,44,6L_10L,6L_10L,Postgraduate,Indian_Citizen,Y,4958,3980,0.255,W2
2017,75831795,20493147,INTERNATIONAL,10,9,Employment,Owned,Other,388,19,6L_10L,gt_10L,Graduate,OCI,Y,399,3677,3.087,W5
2020,40699330,72166952,INTERSTATE,5,9,Marriage,Rented,Informal,1994,69,3L_6L,1L_3L,Postgraduate,Indian_Citizen,N,1956,2992,2.228,W1
2020,94485711,41438040,INTERSTATE,25,3,Other,Other,Other,2039,130,3L_6L,1L_3L,Higher_secondary,Foreign_National,N,1317,4987,0.138,W3
2019,22100198,49872877,INTERSTATE,49,7,Other,Rented,Other,594,44,lt_1L,6L_10L,Graduate,Other,N,578,4421,2.246,W2
2019,75964081,74810206,INTRASTATE,3,3,Marriage,Owned,Other,2374,155,lt_1L,1L_3L,Higher_secondary,Other,Y,3314,2474,2.421,W1
2023,49729568,36225357,INTERNATIONAL,20,3,Climate,Informal,Informal,2090,87,1L_3L,1L_3L,Higher_secondary,Indian_Citizen,N,4716,4539,4.647,W2
2019,23532346,95164964,INTERSTATE,47,1,Family,Owned,Employer,1778,171,gt_10L,gt_10L,Postgraduate,Other,N,2561,3529,2.651,W5
2019,19266798,77331453,INTERSTATE,73,4,Housing,Other,Informal,1227,19,6L_10L,3L_6L,Graduate,Foreign_National,Y,2823,3112,4.485,W5
2024,17274469,75269600,INTERNATIONAL,32,4,Family,Employer,Informal,727,7,lt_1L,gt_10L,Postgraduate,OCI,N,2846,3569,2.941,W3
2022,69980928,87242499,INTRASTATE,56,10,Climate,Employer,Other,2203,74,lt_1L,3L_6L,Higher_secondary,Other,Y,2676,2175,0.967,W1
2021,57673072,67823119,INTRASTATE,18,10,Housing,Owned,Rented,750,35,6L_10L,1L_3L,Higher_secondary,Other,Y,1397,589,4.394,W2
2024,74578182,24330862,INTRASTATE,70,1,Family,Informal,Rented,1377,-54,lt_1L,1L_3L,Postgraduate,OCI,N,4276,3873,0.892,W5
2025,76531822,43271684,INTERSTATE,73,5,Other,Employer,Informal,1295,-34,lt_1L,6L_10L,No_schooling,OCI,Y,643,2019,0.769,W2
2018,23849993,99515400,INTERNATIONAL,11,9,Employment,Employer,Employer,255,-50,1L_3L,1L_3L,Graduate,OCI,Y,4326,2260,1.486,W2
2018,60432307,51446856,INTRASTATE,10,1,Education,Other,Informal,2812,14,6L_10L,gt_10L,Graduate,Other,Y,2513,4339,2.579,W4
2022,90046972,70430120,INTRASTATE,25,2,Climate,Employer,Rented,2487,-6,1L_3L,3L_6L,Graduate,Other,Y,2891,3993,1.081,W3
2024,95394797,48922268,INTERSTATE,78,3,Education,Rented,Rented,1680,26,3L_6L,3L_6L,Secondary,Indian_Citizen,Y,809,583,2.834,W3
2017,17179038,17438875,INTERSTATE,40,3,Employment,Rented,Employer,2211,69,lt_1L,lt_1L,Graduate,Indian_Citizen,Y,3224,3906,2.778,W3
2018,85642122,22905739,INTERNATIONAL,19,2,Housing,Owned,Owned,1439,-50,3L_6L,gt_10L,Postgraduate,Other,N,4452,186,0.635,W5
2024,46520950,66695834,INTERSTATE,48,4,Housing,Other,Owned,1794,137,gt_10L,3L_6L,Postgraduate,Indian_Citizen,N,4338,634,1.758,W3
2025,65694345,65190436,INTERSTATE,38,9,Other,Owned,Other,1514,123,1L_3L,gt_10L,Secondary,Indian_Citizen,N,2441,3671,1.323,W3
2023,65652933,95004281,INTERSTATE,84,9,Family,Owned,Informal,798,43,6L_10L,6L_10L,Secondary,Indian_Citizen,N,1000,2392,3.617,W5
2020,93596715,19121159,INTERNATIONAL,3,4,Marriage,Other,Other,354,-38,6L_10L,gt_10L,No_schooling,Foreign_National,Y,3523,4943,0.857,W5
2016,29708090,45377519,INTERNATIONAL,35,1,Other,Informal,Rented,2745,106,lt_1L,3L_6L,Graduate,Foreign_National,N,1146,1892,3.975,W4
2017,51886870,11629893,INTERNATIONAL,43,1,Family,Rented,Informal,1898,169,6L_10L,gt_10L,No_schooling,Other,Y,635,995,3.999,W1
2016,10995381,74985601,INTERNATIONAL,19,9,Other,Employer,Informal,431,173,6L_10L,1L_3L,Primary,Indian_Citizen,N,2239,2953,0.113,W3
2017,85363096,60714053,INTERSTATE,56,4,Climate,Employer,Informal,1023,150,1L_3L,lt_1L,Graduate,Foreign_National,N,1343,3026,3.929,W5
2023,28072874,68102029,INTERSTATE,50,10,Family,Informal,Employer,640,130,6L_10L,1L_3L,No_schooling,Foreign_National,N,4455,2397,0.942,W2
2020,40855292,96325552,INTRASTATE,33,6,Marriage,Other,Employer,1669,133,1L_3L,gt_10L,Secondary,Other,Y,3112,1415,0.285,W4
2023,35002583,60967378,INTERSTATE,4,10,Housing,Employer,Employer,2280,108,3L_6L,1L_3L,Graduate,Indian_Citizen,N,2705,2871,3.351,W4
2023,54237945,40197149,INTERNATIONAL,69,7,Family,Informal,Informal,1528,76,1L_3L,gt_10L,Postgraduate,Indian_Citizen,N,887,3095,2.764,W2
2025,63114028,80810344,INTERSTATE,26,3,Education,Other,Informal,2354,78,lt_1L,6L_10L,Primary,Foreign_National,Y,1725,1452,2.471,W4
2024,66347787,74261958,INTERSTATE,21,2,Family,Rented,Employer,1142,24,1L_3L,lt_1L,No_schooling,Indian_Citizen,N,4521,3555,3.675,W1
2016,78685294,28768269,INTERNATIONAL,26,9,Employment,Informal,Employer,17,65,6L_10L,1L_3L,Postgraduate,Other,Y,2625,4985,4.01,W3
2017,49564371,30602534,INTERSTATE,72,6,Housing,Informal,Owned,1188,-23,gt_10L,6L_10L,Graduate,Foreign_National,N,478,2258,1.896,W2
2021,86249430,48320088,INTERNATIONAL,58,10,Family,Informal,Informal,2350,-49,1L_3L,6L_10L,Higher_secondary,Indian_Citizen,N,4524,4988,1.826,W1
2016,72042133,55559377,INTERSTATE,66,1,Other,Other,Other,1543,33,3L_6L,1L_3L,Primary,Foreign_National,N,3508,4824,3.37,W4
2025,89704290,71194479,INTRASTATE,18,9,Employment,Owned,Other,2247,169,1L_3L,3L_6L,Postgraduate,Other,Y,4284,3722,2.148,W3
2023,94003138,58914320,INTERNATIONAL,71,9,Marriage,Informal,Owned,1503,129,gt_10L,3L_6L,Primary,Foreign_National,Y,3620,4547,0.929,W5
2021,54565357,46347069,INTERSTATE,2,4,Housing,Employer,Informal,602,43,1L_3L,1L_3L,Higher_secondary,Indian_Citizen,N,4826,294,2.788,W3
2021,57685127,28341565,INTRASTATE,40,9,Education,Informal,Informal,1169,15,3L_6L,6L_10L,No_schooling,Foreign_National,N,2143,3870,4.808,W3
2017,65795611,66764380,INTERNATIONAL,23,10,Employment,Employer,Employer,2287,-55,6L_10L,1L_3L,Primary,Indian_Citizen,Y,4937,1512,4.819,W3
2025,72953919,33843135,INTERSTATE,25,2,Other,Owned,Employer,1541,134,3L_6L,6L_10L,Postgraduate,Other,Y,2865,2921,2.365,W1
2018,22226954,28869787,INTERNATIONAL,2,1,Climate,Rented,Rented,1901,122,6L_10L,gt_10L,Primary,Foreign_National,Y,4762,2123,2.23,W5
2022,15130798,46049226,INTERNATIONAL,63,1,Housing,Owned,Rented,375,21,lt_1L,gt_10L,Secondary,OCI,Y,206,4678,4.969,W3
2024,78966532,68380853,INTRASTATE,49,1,Employment,Informal,Employer,2240,96,1L_3L,3L_6L,Higher_secondary,Other,N,85,2771,2.435,W5
2022,31145199,70430120,INTERNATIONAL,49,5,Marriage,Other,Rented,879,-37,gt_10L,gt_10L,Primary,OCI,N,3533,1754,0.479,W3
2021,74507123,62376820,INTERSTATE,6,4,Family,Employer,Employer,637,24,gt_10L,6L_10L,No_schooling,Indian_Citizen,N,704,2172,2.563,W3
2023,80805082,23976939,INTRASTATE,17,6,Education,Other,Other,2397,-8,6L_10L,1L_3L,Secondary,OCI,N,4910,4523,4.909,W5
2025,79825423,76270636,INTRASTATE,57,10,Employment,Rented,Owned,2089,38,1L_3L,gt_10L,Secondary,Foreign_National,Y,3980,2700,0.717,W4
2020,10602359,24464658,INTRASTATE,24,6,Climate,Other,Informal,23,152,lt_1L,3L_6L,No_schooling,Other,N,4022,3448,1.892,W2
2018,25547272,28737904,INTERNATIONAL,3,10,Housing,Rented,Rented,517,152,6L_10L,3L_6L,Secondary,Indian_Citizen,Y,3627,309,1.125,W3
2017,47888751,87689432,INTERNATIONAL,8,4,Other,Employer,Informal,637,167,gt_10L,1L_3L,No_schooling,Indian_Citizen,N,4914,2310,0.62,W4
2024,32127490,65979611,INTRASTATE,50,4,Family,Owned,Informal,1579,58,lt_1L,1L_3L,Primary,Other,Y,4837,4733,2.402,W2
2019,99039517,73634117,INTERSTATE,68,10,Other,Employer,Other,2950,92,3L_6L,lt_1L,Graduate,Other,N,4573,710,4.904,W5
2021,68802655,24415726,INTERNATIONAL,12,4,Marriage,Employer,Employer,470,-47,lt_1L,1L_3L,Primary,Foreign_National,Y,2305,421,0.566,W5
2016,48097285,21113577,INTERSTATE,49,4,Employment,Other,Employer,2166,-31,3L_6L,3L_6L,No_schooling,Other,N,3062,2011,3.272,W3
2019,22608520,75578600,INTRASTATE,52,8,Other,Employer,Rented,401,106,3L_6L,1L_3L,Primary,Other,N,4611,4834,1.444,W4
2021,15393949,58256210,INTRASTATE,30,5,Education,Informal,Other,378,139,gt_10L,lt_1L,Higher_secondary,Indian_Citizen,Y,51,2582,1.562,W3
2024,67479020,30378602,INTERSTATE,20,10,Climate,Employer,Rented,1800,120,1L_3L,6L_10L,Postgraduate,OCI,N,1348,3012,4.798,W5
2025,69567192,18421356,INTERSTATE,26,4,Other,Employer,Owned,135,128,1L_3L,1L_3L,Secondary,Foreign_National,Y,1546,2061,4.236,W3
2016,66935973,38529636,INTERSTATE,86,6,Family,Employer,Rented,1175,-27,gt_10L,3L_6L,Graduate,OCI,Y,426,1273,2.811,W2
2017,66389077,50755223,INTERNATIONAL,47,3,Climate,Owned,Informal,23,112,lt_1L,6L_10L,Primary,Other,N,2339,2491,4.349,W5
2016,87620591,42339164,INTERNATIONAL,10,2,Other,Other,Employer,404,26,6L_10L,gt_10L,Secondary,OCI,Y,1935,448,4.888,W4
2024,32683375,51953290,INTERNATIONAL,14,10,Marriage,Informal,Informal,570,116,3L_6L,6L_10L,Higher_secondary,Indian_Citizen,Y,1020,1470,0.855,W3
2018,82535846,59696135,INTERSTATE,21,1,Education,Other,Informal,357,138,gt_10L,1L_3L,Secondary,Foreign_National,Y,1289,4345,1.464,W4
2023,52803058,89082135,INTERSTATE,13,1,Education,Other,Owned,2972,3,6L_10L,gt_10L,Postgraduate,OCI,N,4642,3149,4.205,W5
2016,15599086,89836227,INTRASTATE,47,10,Marriage,Other,Employer,740,64,3L_6L,lt_1L,No_schooling,Foreign_National,Y,4835,25,2.976,W3
2019,57881893,59661829,INTERSTATE,55,7,Other,Owned,Informal,2625,146,gt_10L,3L_6L,Graduate,OCI,N,41,3480,3.931,W3
2024,19974487,54355681,INTERSTATE,56,7,Family,Rented,Informal,2200,65,1L_3L,gt_10L,Higher_secondary,OCI,N,2010,3676,2.506,W4
2025,95302608,76137517,INTERNATIONAL,4,8,Marriage,Owned,Rented,414,3,3L_6L,lt_1L,Primary,Indian_Citizen,Y,2633,1180,2.377,W5
2019,54718533,68346714,INTERNATIONAL,22,3,Education,Informal,Employer,307,-45,6L_10L,gt_10L,Secondary,OCI,N,2346,2499,3.356,W2
2021,74547485,32106793,INTERNATIONAL,63,3,Climate,Employer,Rented,1056,69,1L_3L,1L_3L,Secondary,Foreign_National,N,2180,4409,4.525,W3
2025,86768059,74840319,INTERNATIONAL,9,8,Employment,Other,Rented,682,-6,lt_1L,lt_1L,Secondary,OCI,N,2843,18,3.032,W3
2019,62386717,63389860,INTERSTATE,17,7,Climate,Employer,Rented,2350,84,gt_10L,6L_10L,No_schooling,Indian_Citizen,Y,3249,2548,1.745,W2
2018,54118870,56635778,INTERSTATE,42,4,Marriage,Other,Informal,1751,84,6L_10L,lt_1L,Postgraduate,Other,N,343,2489,2.071,W3
2025,65813120,63187219,INTERSTATE,54,1,Employment,Informal,Rented,910,-54,gt_10L,1L_3L,Graduate,Foreign_National,Y,1402,1756,2.911,W1
2021,46933966,85880052,INTRASTATE,45,8,Employment,Employer,Employer,1967,138,gt_10L,lt_1L,Higher_secondary,Other,N,2564,1211,1.153,W4
2024,73032523,64305343,INTERSTATE,59,7,Employment,Other,Other,124,-56,gt_10L,1L_3L,Postgraduate,Indian_Citizen,Y,1267,3338,1.199,W2
2023,91925628,51969875,INTERSTATE,29,9,Family,Other,Owned,565,168,3L_6L,3L_6L,Graduate,Other,Y,2727,4182,4.357,W2
2019,78727679,88538126,INTERNATIONAL,85,6,Housing,Other,Owned,1548,128,6L_10L,3L_6L,Graduate,Other,Y,3191,1551,4.966,W3
2022,19931374,34420373,INTRASTATE,37,8,Housing,Informal,Informal,959,10,3L_6L,gt_10L,Secondary,Foreign_National,N,1266,840,3.414,W4
2022,11329294,65462836,INTERSTATE,74,10,Marriage,Owned,Employer,37,176,3L_6L,1L_3L,Primary,Indian_Citizen,Y,2460,2137,1.051,W1
2019,15681993,86637519,INTRASTATE,16,1,Other,Employer,Employer,328,105,gt_10L,gt_10L,No_schooling,OCI,N,4000,3253,1.515,W4
2023,85591116,25861995,INTRASTATE,58,4,Family,Informal,Employer,224,118,gt_10L,1L_3L,Postgraduate,OCI,N,3988,2882,4.163,W5
2021,23997300,30492659,INTERNATIONAL,1,10,Housing,Owned,Employer,718,90,1L_3L,3L_6L,Higher_secondary,Indian_Citizen,Y,2675,2835,3.872,W5
2023,77419110,84449980,INTRASTATE,27,6,Climate,Other,Employer,2722,149,gt_10L,gt_10L,Primary,Other,N,3573,3422,3.631,W2
2022,19766618,78783810,INTERNATIONAL,31,3,Marriage,Owned,Rented,1459,2,6L_10L,lt_1L,Higher_secondary,Indian_Citizen,N,3675,3903,2.019,W2
2020,90601825,38968515,INTERNATIONAL,11,6,Other,Employer,Owned,1988,-57,lt_1L,gt_10L,Higher_secondary,Foreign_National,N,3341,3516,1.905,W2
2023,28452259,62623496,INTERSTATE,36,7,Housing,Employer,Rented,784,107,6L_10L,6L_10L,Higher_secondary,OCI,Y,555,3341,1.72,W2
2023,94187945,47233648,INTERSTATE,19,10,Housing,Owned,Owned,2086,-54,1L_3L,gt_10L,Higher_secondary,OCI,N,2019,2379,2.106,W3
2020,45172500,58765914,INTERSTATE,22,5,Employment,Employer,Rented,765,172,6L_10L,1L_3L,Secondary,Other,N,3272,3843,0.613,W2
2025,46343309,11588238,INTERSTATE,87,7,Education,Informal,Other,1437,35,6L_10L,1L_3L,Graduate,Foreign_National,Y,2283,3516,3.014,W1
2017,26544400,14679517,INTERNATIONAL,66,10,Education,Owned,Informal,2746,115,6L_10L,6L_10L,Graduate,OCI,Y,2530,1004,1.647,W4
2020,60963905,96280197,INTRASTATE,90,5,Other,Rented,Owned,1809,101,3L_6L,gt_10L,Postgraduate,OCI,Y,4439,1881,0.629,W4
2017,49282227,26327141,INTERSTATE,23,5,Family,Other,Informal,1061,-1,3L_6L,gt_10L,Graduate,OCI,Y,1796,1890,3.264,W3
2021,89909985,78093379,INTRASTATE,49,10,Climate,Other,Owned,2743,126,6L_10L,6L_10L,Higher_secondary,Other,Y,684,4602,0.569,W3
2025,51297626,93422311,INTRASTATE,81,4,Family,Employer,Other,1551,84,1L_3L,lt_1L,Higher_secondary,OCI,N,1960,4176,2.51,W2
2017,65481880,56372061,INTRASTATE,50,3,Education,Informal,Rented,2364,-53,gt_10L,gt_10L,Secondary,Foreign_National,N,4843,2157,0.977,W3
2021,33786995,68583415,INTRASTATE,50,3,Housing,Other,Rented,2395,19,6L_10L,1L_3L,Graduate,Indian_Citizen,Y,4885,4895,3.756,W4
2020,82246164,39976979,INTRASTATE,86,3,Employment,Other,Other,2365,-7,1L_3L,lt_1L,Postgraduate,Foreign_National,N,61,4189,2.873,W5
2018,81837023,59150393,INTRASTATE,37,8,Education,Informal,Owned,329,16,lt_1L,3L_6L,No_schooling,OCI,Y,542,1168,1.595,W2
2016,98997343,50491142,INTERNATIONAL,59,1,Housing,Rented,Other,2392,39,3L_6L,6L_10L,Secondary,Other,N,3546,539,0.269,W5
2025,62146348,91968194,INTERNATIONAL,44,9,Family,Informal,Owned,2778,-10,6L_10L,3L_6L,Postgraduate,Indian_Citizen,N,470,3359,0.533,W3
2017,12319114,64082766,INTRASTATE,59,5,Climate,Rented,Owned,2301,-53,lt_1L,6L_10L,Secondary,Indian_Citizen,N,3973,1413,4.795,W1
2018,94483280,13309970,INTERSTATE,23,6,Housing,Rented,Employer,1611,124,1L_3L,gt_10L,Graduate,OCI,N,4102,4328,1.979,W5
2017,75480083,77245621,INTRASTATE,38,6,Marriage,Informal,Owned,1966,168,6L_10L,1L_3L,Graduate,Indian_Citizen,Y,3296,2026,2.249,W3
2025,55240035,71691514,INTRASTATE,70,4,Employment,Employer,Other,938,103,3L_6L,3L_6L,Primary,Indian_Citizen,N,2507,4563,3.055,W4
2016,81264245,38019747,INTRASTATE,44,8,Education,Other,Employer,789,163,lt_1L,3L_6L,Secondary,Indian_Citizen,Y,249,748,3.603,W3
2025,94289551,39813232,INTERSTATE,58,1,Education,Rented,Owned,1577,157,3L_6L,lt_1L,Higher_secondary,Other,N,1898,3448,3.214,W1
2021,57482133,58627649,INTRASTATE,58,10,Other,Rented,Informal,2690,165,1L_3L,1L_3L,Graduate,Foreign_National,N,4809,4478,0.806,W3
2025,17256269,14028308,INTERNATIONAL,88,6,Climate,Rented,Other,1259,47,1L_3L,6L_10L,Higher_secondary,Other,Y,2885,835,4.752,W1
2022,69115681,33322034,INTERSTATE,15,7,Other,Rented,Rented,1574,76,gt_10L,1L_3L,No_schooling,Foreign_National,Y,3098,3838,3.466,W5
2020,69443074,57749506,INTRASTATE,37,2,Housing,Owned,Owned,2163,126,3L_6L,3L_6L,Graduate,Foreign_National,Y,1737,608,1.731,W5
2023,21130094,38596393,INTRASTATE,54,4,Other,Rented,Informal,2197,67,lt_1L,gt_10L,Primary,Foreign_National,Y,1426,3188,4.212,W2
2018,68917622,95489733,INTERSTATE,27,4,Housing,Other,Other,2676,57,3L_6L,1L_3L,Postgraduate,Other,N,3161,1849,2.484,W1
2023,12930262,16184416,INTRASTATE,34,1,Other,Other,Informal,1402,88,3L_6L,lt_1L,Graduate,Indian_Citizen,N,4009,3366,2.356,W4
2016,87725073,60630225,INTERNATIONAL,27,1,Housing,Owned,Other,2151,110,3L_6L,1L_3L,Graduate,OCI,Y,2240,4606,1.111,W3
2023,30011086,48823395,INTERSTATE,31,2,Climate,Employer,Informal,2319,-50,1L_3L,gt_10L,Graduate,OCI,N,707,4427,4.307,W4
2019,81366352,49535309,INTERNATIONAL,38,8,Education,Rented,Other,625,-54,1L_3L,gt_10L,Primary,Indian_Citizen,Y,2300,4798,4.85,W1
2024,75923079,50312788,INTRASTATE,3,9,Employment,Other,Informal,1590,78,1L_3L,lt_1L,Graduate,OCI,N,4285,1553,4.752,W3
2025,63614980,32664840,INTERSTATE,62,6,Employment,Informal,Employer,1506,-46,gt_10L,gt_10L,Higher_secondary,Other,N,3606,4016,2.729,W4
2023,16822517,22915936,INTERNATIONAL,21,3,Marriage,Rented,Owned,1075,112,lt_1L,lt_1L,Primary,Indian_Citizen,Y,4184,4378,3.855,W5
2023,83489085,67288316,INTRASTATE,41,2,Family,Informal,Informal,2314,-7,lt_1L,1L_3L,No_schooling,OCI,Y,4206,1023,3.209,W3
2016,99156464,57329010,INTERSTATE,75,9,Education,Informal,Informal,2056,132,3L_6L,3L_6L,No_schooling,Foreign_National,Y,1017,1514,0.255,W5
2025,68330099,97892738,INTRASTATE,19,8,Employment,Employer,Rented,1426,45,lt_1L,lt_1L,Secondary,Indian_Citizen,Y,4158,418,3.031,W3
2018,49623159,96067386,INTRASTATE,43,9,Housing,Other,Other,1242,113,1L_3L,gt_10L,Secondary,Foreign_National,N,430,2553,2.559,W4
2022,64602122,45143639,INTERNATIONAL,70,2,Other,Informal,Other,540,-18,lt_1L,lt_1L,Primary,Other,Y,3799,4764,0.593,W2
2022,55849173,13624357,INTERSTATE,23,1,Employment,Informal,Employer,1614,-33,lt_1L,lt_1L,Primary,OCI,Y,727,855,0.54,W1
2022,90381910,12137258,INTRASTATE,68,8,Housing,Owned,Owned,2016,15,lt_1L,lt_1L,Postgraduate,Indian_Citizen,Y,4689,4266,2.212,W5
2019,62845594,26426987,INTRASTATE,63,4,Education,Employer,Employer,2804,-21,gt_10L,gt_10L,Postgraduate,OCI,N,901,3364,1.805,W5
2022,13389723,58047985,INTERSTATE,51,4,Marriage,Other,Other,1507,-58,lt_1L,6L_10L,Secondary,OCI,N,2301,709,0.522,W5
2016,77485374,76144156,INTRASTATE,84,8,Family,Rented,Rented,2825,65,gt_10L,6L_10L,Graduate,Other,N,4748,4990,2.864,W1
2021,33484083,50226407,INTRASTATE,47,2,Marriage,Other,Informal,2958,85,gt_10L,1L_3L,Secondary,Foreign_National,Y,3845,4417,2.733,W4
2016,56433379,52963919,INTERNATIONAL,19,9,Marriage,Rented,Owned,1445,113,lt_1L,lt_1L,Primary,Indian_Citizen,Y,4211,4707,2.339,W3
2018,37181461,63881945,INTERSTATE,64,3,Climate,Informal,Other,684,-31,1L_3L,lt_1L,Graduate,Other,Y,1873,796,4.003,W2
2018,65189296,90728364,INTERNATIONAL,58,5,Other,Informal,Employer,1022,-14,gt_10L,gt_10L,Primary,Other,Y,1251,1378,1.443,W5
2016,45996489,51951231,INTERSTATE,26,2,Housing,Informal,Rented,607,16,gt_10L,lt_1L,Secondary,Indian_Citizen,Y,2377,544,2.993,W4
