health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_socioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2010,SA0001613,CANCER,20.45,781.25,1062.61,638.78,5.98,23.9,39.67,6.48,37.99,15.8,53.28,60.9,704.15,0.3135,0.9027,2000_US_STD,2.78
2013,SA0001614,DEMENTIA,6.48,436.92,696.07,298.96,0.65,26.31,37.09,10.03,72.5,13.7,72.23,74.19,893.62,0.5487,0.1481,2000_US_STD,3.136
2025,SA0001615,DM2,25.55,1692.43,533.85,752.16,5.09,4.81,12.64,13.01,35.48,16.3,49.18,25.69,891.92,0.9359,0.4893,2000_US_STD,1.688
2019,SA0001616,ASTHMA,27.93,1687.66,671.25,894.85,1.02,15.34,27.1,8.45,35.84,61.7,56.67,34.42,184.34,0.3331,0.912,2000_US_STD,5.169
2011,SA0001617,CKD,31.36,1395.77,164.82,393.3,2.24,27.59,44.51,11.96,74.49,76.1,48.63,21.21,778.09,0.6966,0.7403,2010_US_STD,2.32
2012,SA0001618,CKD,18.62,1506.19,297.88,816.04,0.18,12.48,24.41,3.38,32.95,60.4,73.98,82.67,190.95,0.6746,0.9466,WHO_STD,2.853
2013,SA0001619,CANCER,12.09,352.35,1145.79,374.82,7.5,16.42,24.16,10.54,70.2,80.2,73.55,37.13,569.68,0.4375,0.0848,WHO_STD,5.184
2024,SA0001620,ASTHMA,9.62,860.58,1017.19,781.99,0.95,13.82,12.71,13.05,53.86,61.1,83.98,41.07,606.62,0.2382,0.704,2010_US_STD,3.908
2012,SA0001621,DEMENTIA,26.07,681.68,250.94,668.09,6.43,15.83,39.34,14.25,58.7,6.7,73.51,66.15,739.51,0.2786,0.8994,2000_US_STD,0.783
2024,SA0001622,CAD,40.43,730.05,268.33,501.22,7.52,23.71,18.33,7.97,71.82,4.9,57.47,47.24,683.08,0.3689,0.3142,2000_US_STD,5.272
2016,SA0001623,HTN,6.45,1245.12,866.03,137.22,2.68,20.47,31.23,10.81,48.23,74.8,94.9,23.07,261.82,0.9568,0.1071,2010_US_STD,3.74
2025,SA0001624,COPD,10.5,525.7,612.98,307.09,5.5,17.06,37.44,7.01,68.86,81.8,70.88,26.7,541.79,0.2869,0.1043,2000_US_STD,5.551
2024,SA0001625,DEMENTIA,26.1,424.17,459.31,313.56,1.75,21.52,14.53,11.51,54.64,32.3,87.64,53.26,276.71,0.0367,0.9975,WHO_STD,2.215
2013,SA0001626,CAD,32.86,979.31,561.96,844.23,0.09,16.97,26.24,15.03,74.56,60.1,48.28,60.87,62.08,0.0864,0.308,2000_US_STD,2.218
2013,SA0001627,ARTHRITIS,9.51,280.49,692.29,724.71,1.38,23.33,46.89,7.73,63.06,34.6,90.12,73.09,757.72,0.7553,0.6604,WHO_STD,0.346
2010,SA0001628,STROKE,3.45,605.41,62.53,793.05,3.28,16.79,24.34,8.21,71.89,56.6,63.66,51.35,187.91,0.4818,0.5734,WHO_STD,5.462
2025,SA0001629,ASTHMA,38.03,285.06,587.08,889.33,5.58,17.89,42.83,11.73,36.61,43.2,64.71,80.73,166.53,0.6458,0.0434,2000_US_STD,0.245
2015,SA0001630,ARTHRITIS,21.17,259.59,242.23,784.13,1.52,4.9,12.87,14.51,46.25,98.5,75.51,66.31,871.8,0.0214,0.5491,WHO_STD,5.753
2019,SA0001631,CANCER,27.88,799.68,181.57,46.99,4.28,13.27,29.6,6.49,36.77,91.6,60.96,37.85,466.56,0.8502,0.8691,2000_US_STD,2.434
2018,SA0001632,ARTHRITIS,21.04,774.42,745.32,322.64,0.27,7.57,43.2,11.7,62.43,65.5,62.13,71.09,176.05,0.9305,0.2866,2000_US_STD,3.015
2018,SA0001633,DEMENTIA,30.58,1100.06,1084.01,429.63,5.43,8.61,23.04,10.52,50.82,94.4,50.11,29.37,831.48,0.3264,0.7954,2010_US_STD,3.174
2020,SA0001634,ASTHMA,34.1,1329.9,768.37,584.03,6.57,9.35,34.98,14.5,30.37,57.1,59.5,22.68,55.62,0.1671,0.399,2000_US_STD,2.786
2021,SA0001635,ASTHMA,43.33,236.5,704.32,809.27,2.64,19.0,23.45,5.85,44.06,81.0,69.48,30.85,790.15,0.4599,0.5101,2000_US_STD,0.819
2021,SA0001636,HTN,42.3,1376.67,32.7,19.66,1.53,26.45,20.71,6.5,62.44,54.2,66.47,62.45,244.28,0.4968,0.6498,2010_US_STD,4.518
2021,SA0001637,HTN,43.23,1425.99,169.03,488.1,3.04,19.88,21.86,8.21,63.47,26.3,78.77,56.94,226.44,0.5072,0.2652,2010_US_STD,3.568
2022,SA0001638,DM2,37.47,104.93,398.65,737.32,4.14,23.39,38.6,9.18,48.2,44.6,71.01,65.48,630.66,0.2623,0.8374,2010_US_STD,5.836
2015,SA0001639,CAD,29.77,614.4,604.68,574.99,2.01,23.28,39.89,5.05,36.54,93.0,78.53,74.75,233.44,0.4802,0.2151,2010_US_STD,5.844
2010,SA0001640,DEMENTIA,22.88,801.15,5.14,859.59,3.42,10.77,17.47,17.3,55.46,95.7,62.59,27.73,814.51,0.7683,0.4148,2000_US_STD,3.382
2020,SA0001641,STROKE,44.69,749.93,901.81,825.69,3.59,17.35,21.65,17.42,46.49,87.1,61.62,77.85,869.32,0.6276,0.5052,WHO_STD,5.106
2015,SA0001642,ARTHRITIS,30.05,1462.12,1058.0,554.24,1.15,19.29,47.11,13.53,62.81,52.1,54.42,60.84,151.97,0.9361,0.5903,2000_US_STD,1.189
2025,SA0001643,COPD,14.98,535.49,116.32,452.01,5.97,3.18,19.06,10.93,62.3,85.0,65.38,63.18,143.54,0.755,0.552,2010_US_STD,3.472
2012,SA0001644,CANCER,13.27,1115.96,222.86,464.95,6.18,26.83,28.76,6.1,35.78,60.7,46.76,69.59,696.92,0.7454,0.0557,2000_US_STD,0.912
2024,SA0001645,ARTHRITIS,2.19,1533.92,400.68,556.44,7.56,6.98,44.59,13.61,42.49,17.7,86.83,85.49,493.82,0.3533,0.9041,2000_US_STD,3.238
2020,SA0001646,CAD,2.71,949.87,1119.58,184.9,5.15,21.95,21.35,16.93,47.25,52.4,67.14,50.66,281.74,0.0418,0.263,2000_US_STD,5.159
2023,SA0001647,STROKE,17.63,1729.6,91.46,520.37,2.9,23.62,26.16,13.03,31.1,54.4,81.31,22.6,505.51,0.6891,0.337,2010_US_STD,1.718
2018,SA0001648,ASTHMA,30.32,635.59,246.72,64.19,4.07,11.44,30.02,9.47,31.69,74.8,75.94,88.63,570.98,0.979,0.6384,WHO_STD,0.251
2011,SA0001649,CKD,12.56,540.78,192.36,219.18,4.98,14.4,45.62,10.89,60.54,74.7,83.35,53.26,739.65,0.1507,0.9737,2010_US_STD,1.827
2010,SA0001650,ASTHMA,11.69,782.91,1078.94,825.21,3.46,26.51,38.8,4.21,72.92,46.4,45.58,34.47,692.38,0.0684,0.5097,2010_US_STD,4.836
2011,SA0001651,CANCER,4.34,439.66,122.18,742.63,0.35,25.88,36.48,2.57,65.03,24.8,81.67,89.15,73.91,0.732,0.6156,WHO_STD,3.666
2014,SA0001652,CKD,14.44,1107.29,1146.71,575.32,6.27,13.6,47.51,2.83,51.46,67.7,81.36,77.55,427.89,0.8335,0.6696,2000_US_STD,5.716
2021,SA0001653,CANCER,29.2,1104.59,456.79,693.37,1.42,26.58,26.35,5.59,50.38,25.5,70.36,34.44,698.98,0.01,0.5063,WHO_STD,2.756
2013,SA0001654,ASTHMA,15.42,1465.71,309.62,242.39,7.83,8.74,20.75,6.93,69.21,28.3,56.31,39.09,682.75,0.8546,0.8097,WHO_STD,3.544
2010,SA0001655,DM2,10.13,1439.72,29.98,464.36,2.27,21.07,25.47,7.16,63.83,38.0,47.49,68.98,581.21,0.5017,0.8951,2000_US_STD,5.836
2013,SA0001656,DM2,2.42,587.61,1101.89,556.43,2.43,5.44,29.37,10.17,74.15,12.7,61.61,55.54,235.42,0.1292,0.2401,2010_US_STD,4.465
2014,SA0001657,COPD,37.79,479.77,1182.06,322.57,2.85,18.83,29.55,3.93,72.64,80.4,57.36,86.22,839.8,0.0968,0.8439,2010_US_STD,3.638
2011,SA0001658,ARTHRITIS,25.47,1148.59,265.91,576.56,3.19,8.28,14.36,13.1,60.11,73.9,61.17,85.67,124.0,0.0712,0.1419,WHO_STD,2.686
2020,SA0001659,DEMENTIA,36.11,1149.0,449.99,456.96,4.61,5.71,32.0,17.53,48.85,89.3,88.22,56.82,406.6,0.994,0.1061,WHO_STD,2.223
2020,SA0001660,ASTHMA,39.17,164.52,530.37,272.94,1.56,3.87,32.71,13.71,49.45,54.9,62.45,66.27,501.4,0.8366,0.442,WHO_STD,1.296
2012,SA0001661,ARTHRITIS,42.16,975.53,1137.34,218.86,0.63,20.28,12.03,6.44,51.68,79.0,89.64,85.06,832.71,0.6099,0.9474,2000_US_STD,5.324
2011,SA0001662,DEMENTIA,40.91,1420.96,1078.96,278.17,0.03,23.09,16.52,13.48,39.8,87.7,45.88,55.28,107.17,0.3734,0.1928,2010_US_STD,1.723
2025,SA0001663,DEMENTIA,36.58,1487.5,73.63,501.7,5.28,21.71,24.5,3.9,34.31,83.4,67.22,80.91,825.03,0.601,0.3516,2000_US_STD,2.623
2010,SA0001664,COPD,31.55,507.48,766.53,491.37,0.82,21.06,36.48,12.21,49.97,91.7,65.01,25.66,568.09,0.1264,0.2351,2010_US_STD,2.828
2022,SA0001665,ASTHMA,5.17,1649.4,290.72,649.24,1.01,7.03,33.84,7.47,48.29,5.3,89.98,72.34,793.9,0.9734,0.2162,2010_US_STD,3.714
2014,SA0001666,CAD,14.12,127.15,559.8,668.49,6.65,9.94,26.36,5.15,45.06,84.3,48.84,31.71,512.36,0.7484,0.9725,WHO_STD,2.18
2013,SA0001667,DM2,18.85,713.61,472.43,778.67,1.9,10.67,15.03,11.87,73.01,92.9,52.05,88.49,240.28,0.988,0.0855,2010_US_STD,2.927
2018,SA0001668,CAD,36.95,1059.56,1072.73,91.73,1.92,12.67,39.71,9.15,60.56,66.8,64.19,33.59,252.92,0.7538,0.7811,2010_US_STD,5.367
2010,SA0001669,STROKE,41.18,55.02,254.54,822.85,1.84,26.34,39.12,17.15,39.6,58.4,87.68,38.85,43.77,0.9256,0.3146,WHO_STD,3.782
2023,SA0001670,CANCER,5.62,1291.86,562.05,252.43,4.2,23.5,30.08,10.84,62.24,97.2,93.58,83.98,596.39,0.6145,0.9882,2010_US_STD,2.212
2018,SA0001671,DEMENTIA,35.18,1215.63,218.38,694.03,0.34,9.53,21.93,12.03,51.14,17.4,71.59,31.12,356.83,0.87,0.6926,2010_US_STD,2.128
2020,SA0001672,CAD,12.72,844.41,253.26,103.18,6.23,17.44,45.62,9.65,34.58,78.9,57.98,20.2,840.72,0.6942,0.7331,2010_US_STD,2.431
2011,SA0001673,CANCER,1.11,1037.31,78.63,625.84,3.58,7.36,16.97,14.18,47.96,43.6,73.89,54.2,499.94,0.4272,0.5346,2010_US_STD,2.313
2011,SA0001674,CAD,9.64,288.43,407.72,821.59,3.49,16.89,37.58,17.62,71.37,99.9,61.61,59.48,552.44,0.9584,0.1584,2000_US_STD,5.967
2023,SA0001675,CANCER,19.31,1106.3,745.74,689.71,7.08,9.01,30.58,6.11,74.39,5.1,65.06,47.77,409.47,0.7412,0.0793,2010_US_STD,1.743
2018,SA0001676,STROKE,17.05,909.72,979.85,819.86,4.25,11.34,36.1,6.05,49.08,77.4,80.23,59.71,398.98,0.882,0.2571,2000_US_STD,2.471
2023,SA0001677,DEMENTIA,15.43,926.61,201.77,779.13,1.12,4.28,38.33,17.98,48.12,24.4,78.72,32.12,477.3,0.8932,0.814,2000_US_STD,5.129
2010,SA0001678,CAD,10.44,674.04,636.38,577.56,1.91,19.75,24.88,4.88,72.02,13.9,48.06,89.85,722.56,0.0297,0.3347,2000_US_STD,1.011
2017,SA0001679,DM2,33.9,897.02,215.1,623.59,1.11,5.16,42.34,17.69,45.92,10.2,84.58,66.86,452.76,0.8106,0.3112,2010_US_STD,3.0
2015,SA0001680,ASTHMA,40.46,130.12,457.09,590.22,2.21,6.41,47.67,14.2,52.37,32.2,51.72,63.0,91.17,0.6564,0.1737,WHO_STD,3.428
2018,SA0001681,HTN,26.71,414.94,898.5,247.06,6.5,12.38,40.04,3.27,36.17,59.2,91.81,39.36,181.25,0.8024,0.5021,2010_US_STD,5.003
2017,SA0001682,CKD,41.61,1334.26,1057.52,725.7,7.3,23.55,38.77,3.63,77.26,71.0,74.18,41.06,202.62,0.0153,0.2437,2010_US_STD,2.303
2014,SA0001683,DEMENTIA,29.97,1734.03,570.04,399.59,6.81,20.81,37.06,7.8,35.41,79.5,81.05,42.24,97.48,0.5192,0.1523,2010_US_STD,3.405
2019,SA0001684,ASTHMA,29.4,928.89,411.09,96.37,5.65,7.8,32.22,7.44,52.36,30.1,66.86,39.05,594.91,0.5336,0.9896,WHO_STD,4.072
2025,SA0001685,ASTHMA,25.63,1130.28,1058.57,121.76,7.25,24.49,26.64,6.84,74.64,77.3,87.42,63.3,301.34,0.4117,0.4109,2000_US_STD,2.31
2018,SA0001686,ARTHRITIS,39.7,960.26,37.79,526.93,4.34,25.31,27.65,16.1,46.9,72.9,49.81,28.84,44.96,0.1437,0.7132,2010_US_STD,0.652
2021,SA0001687,CKD,19.89,207.3,935.09,680.7,4.99,5.14,35.36,17.12,42.94,19.4,58.62,79.18,333.58,0.2392,0.3808,2010_US_STD,0.777
2016,SA0001688,ARTHRITIS,20.81,927.54,959.18,512.8,5.7,14.08,15.97,9.78,36.91,3.3,74.67,66.28,574.7,0.7384,0.1129,2010_US_STD,0.145
2022,SA0001689,ARTHRITIS,14.21,1693.89,468.05,68.49,0.55,24.36,46.99,2.19,77.31,41.9,86.3,29.44,693.03,0.6296,0.6006,2000_US_STD,2.854
2018,SA0001690,DEMENTIA,35.74,996.62,305.69,229.5,2.82,26.87,44.63,11.35,57.54,37.3,50.41,51.6,794.33,0.0664,0.3982,2000_US_STD,3.774
2010,SA0001691,ARTHRITIS,14.92,665.63,346.7,190.44,2.36,26.68,40.2,7.31,35.56,65.0,52.59,46.38,703.83,0.9829,0.6397,2000_US_STD,1.146
2024,SA0001692,CANCER,27.39,252.14,828.41,441.48,7.68,4.11,30.01,9.85,44.1,6.3,52.49,37.03,142.24,0.8376,0.2465,WHO_STD,4.748
2012,SA0001693,DEMENTIA,21.53,1538.84,665.34,515.17,3.22,25.0,25.37,5.47,33.5,78.2,67.29,44.76,724.34,0.4329,0.3829,WHO_STD,0.803
2019,SA0001694,CAD,39.37,534.92,143.95,487.86,0.92,17.85,34.11,6.51,57.18,42.3,60.18,89.85,541.56,0.2432,0.1492,WHO_STD,0.979
2019,SA0001695,COPD,13.9,791.29,1139.46,793.64,4.48,9.41,39.57,14.35,54.5,99.1,90.65,52.55,126.02,0.6276,0.653,WHO_STD,4.034
2019,SA0001696,ASTHMA,1.1,116.75,323.44,630.72,7.99,6.68,22.38,13.6,65.47,43.2,86.71,82.22,392.46,0.9725,0.3769,2000_US_STD,0.337
2016,SA0001697,DEMENTIA,35.47,1028.49,235.44,899.8,7.53,12.72,16.87,9.81,72.48,42.5,61.45,24.22,796.93,0.9574,0.176,WHO_STD,2.48
2014,SA0001698,COPD,28.9,1133.45,268.59,609.61,4.12,3.35,42.16,11.21,49.05,43.0,90.96,56.19,864.59,0.4067,0.0952,2010_US_STD,2.82
2013,SA0001699,CAD,26.74,615.95,1098.19,853.14,1.65,7.66,27.01,9.29,48.81,81.9,68.56,37.45,706.33,0.8219,0.3112,2000_US_STD,1.161
2023,SA0001700,CKD,36.89,662.2,294.65,368.73,4.37,12.38,13.18,17.74,59.65,18.1,82.46,68.99,582.69,0.8415,0.8303,2000_US_STD,3.065
2021,SA0001701,DM2,23.6,1528.39,51.66,172.99,6.16,27.89,21.1,15.74,67.61,14.1,67.69,44.46,692.32,0.2458,0.8096,2000_US_STD,2.963
2021,SA0001702,ASTHMA,29.13,1287.78,234.38,40.5,0.37,15.79,29.22,6.4,67.31,15.7,69.88,29.68,291.48,0.3947,0.6835,WHO_STD,2.526
2025,SA0001703,ARTHRITIS,42.3,1729.07,822.89,820.18,0.59,10.19,39.07,10.77,74.0,24.4,91.99,67.28,543.75,0.0024,0.3202,WHO_STD,0.829
2014,SA0001704,CANCER,28.46,1237.5,499.26,637.37,6.24,9.66,34.52,17.27,34.81,19.9,56.3,48.17,183.36,0.4863,0.0549,2000_US_STD,5.341
2020,SA0001705,ARTHRITIS,17.09,744.89,1046.74,637.52,3.03,23.82,22.55,17.39,69.14,40.8,86.91,26.85,618.09,0.2694,0.9482,WHO_STD,0.627
2020,SA0001706,DEMENTIA,43.18,1677.34,945.17,770.29,3.69,20.32,44.81,9.19,72.91,56.9,67.18,24.31,183.29,0.7504,0.6972,2010_US_STD,1.404
2014,SA0001707,COPD,33.69,684.16,862.54,492.35,7.3,15.97,43.32,6.37,47.28,20.3,83.66,64.69,896.08,0.3952,0.2292,2000_US_STD,2.453
2019,SA0001708,DEMENTIA,1.18,1047.72,520.32,802.85,7.68,18.28,32.6,8.1,48.41,30.0,50.58,20.84,810.23,0.6444,0.2306,2010_US_STD,0.055
2022,SA0001709,COPD,28.57,1143.22,561.11,71.48,2.84,26.31,37.83,17.3,52.87,100.0,50.44,27.38,853.46,0.6783,0.2037,2000_US_STD,3.818
2021,SA0001710,COPD,20.87,1787.29,204.05,357.03,6.86,7.62,31.89,10.63,61.11,30.7,53.26,34.34,342.04,0.6665,0.3597,WHO_STD,4.261
2010,SA0001711,STROKE,38.95,302.67,939.78,806.89,7.61,13.56,16.81,6.64,52.39,37.8,91.44,71.76,62.91,0.8087,0.046,WHO_STD,3.217
2017,SA0001712,ASTHMA,41.17,450.37,183.13,432.69,2.09,14.47,33.19,17.89,75.62,28.8,52.68,58.6,692.78,0.7404,0.8549,WHO_STD,1.989
2015,SA0001713,CKD,2.17,1154.02,321.89,98.81,5.04,26.34,16.4,8.18,66.97,62.3,94.25,53.33,386.28,0.9611,0.7749,WHO_STD,4.02
2012,SA0001714,DEMENTIA,38.46,544.85,389.5,71.42,1.79,3.05,38.03,16.52,36.08,75.0,69.63,74.76,412.97,0.903,0.8647,2010_US_STD,1.248
2024,SA0001715,ASTHMA,40.41,1598.79,190.48,295.47,3.54,20.52,43.62,8.9,69.85,8.0,79.96,41.07,729.73,0.7325,0.103,WHO_STD,4.224
2011,SA0001716,ARTHRITIS,4.31,314.35,197.08,489.02,7.65,15.88,37.96,6.35,58.98,9.9,82.55,89.31,769.63,0.9446,0.262,2000_US_STD,5.752
2019,SA0001717,COPD,22.41,758.14,122.0,156.58,6.63,27.5,39.96,16.31,61.1,7.0,87.45,69.1,817.11,0.869,0.0116,WHO_STD,3.85
2013,SA0001718,CKD,20.31,1456.07,869.37,831.27,6.59,3.99,19.29,10.27,33.16,62.9,79.59,67.45,613.87,0.4743,0.7398,2000_US_STD,2.241
2010,SA0001719,HTN,32.18,1430.01,130.81,672.33,2.4,9.89,13.73,4.01,37.52,16.5,45.74,68.3,405.64,0.6361,0.4834,2010_US_STD,0.795
2018,SA0001720,DM2,30.09,852.8,118.09,309.03,5.67,21.0,47.89,3.91,70.18,60.8,75.21,38.51,692.05,0.4734,0.3303,WHO_STD,2.891
2016,SA0001721,HTN,7.66,1489.92,77.63,387.86,2.77,18.83,30.89,6.97,46.79,32.8,45.76,43.38,214.77,0.3613,0.7679,WHO_STD,3.93
2017,SA0001722,STROKE,43.6,575.02,916.75,718.95,4.12,5.09,40.96,7.15,37.8,81.4,93.23,87.0,141.87,0.3122,0.6548,2010_US_STD,5.785
2016,SA0001723,DEMENTIA,2.77,1294.41,606.31,72.76,6.45,21.91,43.39,13.82,59.85,76.4,61.23,38.97,676.5,0.404,0.7214,WHO_STD,1.024
2012,SA0001724,STROKE,6.07,1729.34,661.8,741.1,1.11,21.84,26.99,10.03,71.77,97.5,92.49,80.52,82.18,0.5443,0.1458,2000_US_STD,2.904
2011,SA0001725,ARTHRITIS,39.07,1262.95,895.11,227.85,4.96,12.94,28.18,10.13,50.04,77.8,67.7,56.35,726.24,0.503,0.0109,2010_US_STD,0.461
2021,SA0001726,COPD,43.35,243.28,378.44,505.17,6.12,3.96,46.08,13.91,70.23,31.3,75.53,81.75,302.51,0.2672,0.344,2010_US_STD,4.672
2019,SA0001727,CKD,11.25,1241.15,294.37,223.48,5.2,24.56,32.15,4.72,46.0,65.8,80.92,32.0,342.54,0.0064,0.1766,2000_US_STD,1.518
2023,SA0001728,ARTHRITIS,16.97,595.65,882.33,76.73,8.0,24.86,37.69,4.31,76.76,90.6,66.73,35.23,238.9,0.5042,0.9435,2000_US_STD,1.294
2010,SA0001729,STROKE,6.39,604.92,443.19,503.98,5.67,23.97,44.14,2.07,35.09,84.2,53.28,29.72,139.74,0.4882,0.7854,2010_US_STD,0.812
2017,SA0001730,CANCER,26.55,588.91,813.79,666.96,3.74,8.21,45.07,4.05,67.9,76.5,79.9,69.27,235.83,0.6381,0.8313,2000_US_STD,0.996
2025,SA0001731,CANCER,12.39,517.53,424.67,115.25,5.51,23.23,12.97,3.9,59.12,78.9,45.95,39.73,810.8,0.1837,0.9963,2000_US_STD,0.355
2013,SA0001732,STROKE,27.66,960.24,1100.29,178.29,5.35,17.29,15.55,4.66,72.5,81.9,71.09,82.86,424.49,0.6249,0.9816,2010_US_STD,0.557
2015,SA0001733,CANCER,44.67,365.19,720.61,213.61,2.3,3.05,15.63,8.67,46.4,64.2,87.96,73.22,703.08,0.1698,0.8703,2010_US_STD,4.565
2013,SA0001734,DM2,33.47,319.23,313.79,885.21,5.85,22.29,32.34,11.91,74.75,12.5,47.16,53.18,50.5,0.3386,0.5557,WHO_STD,3.192
2010,SA0001735,ARTHRITIS,17.75,1557.62,238.47,335.32,7.76,6.58,23.85,15.89,75.79,94.6,45.72,49.21,359.96,0.002,0.7951,WHO_STD,3.186
2022,SA0001736,COPD,39.1,732.7,795.52,844.45,5.56,26.66,42.18,15.38,72.81,72.6,87.74,44.13,847.87,0.5304,0.3939,WHO_STD,4.394
2013,SA0001737,ASTHMA,8.24,1420.57,88.35,873.56,7.44,19.56,39.89,8.99,69.78,32.3,45.71,39.37,185.45,0.9746,0.1973,WHO_STD,1.217
2014,SA0001738,COPD,40.93,747.5,1099.79,616.74,1.14,21.88,12.67,6.18,77.35,75.4,79.99,31.06,396.47,0.5441,0.4976,2000_US_STD,0.292
2024,SA0001739,COPD,23.23,1533.67,592.34,418.83,7.25,12.46,17.43,15.51,49.85,72.8,75.42,74.95,167.28,0.6108,0.2744,2000_US_STD,3.58
2013,SA0001740,DEMENTIA,11.53,1351.14,128.8,146.99,1.39,5.45,21.09,2.09,49.29,99.4,87.12,50.29,386.61,0.1948,0.8127,2000_US_STD,4.166
2019,SA0001741,DM2,22.9,742.66,841.55,10.18,5.6,8.61,23.08,16.63,67.62,97.1,70.25,31.63,793.96,0.0418,0.1364,WHO_STD,0.147
2016,SA0001742,COPD,32.34,718.82,132.6,614.43,5.99,16.49,40.22,14.67,40.17,72.7,64.35,56.3,282.42,0.3261,0.7293,2000_US_STD,0.922
2011,SA0001743,ARTHRITIS,42.52,376.76,151.32,878.39,4.6,13.64,31.93,13.44,51.59,69.9,91.49,82.43,266.09,0.583,0.5422,2000_US_STD,3.833
2016,SA0001744,ASTHMA,15.03,1570.46,1085.39,805.13,2.97,25.44,34.0,11.71,46.6,92.3,56.51,41.25,578.65,0.5185,0.1118,2010_US_STD,4.733
2022,SA0001745,CKD,28.5,965.36,28.65,736.93,1.72,19.86,41.03,15.84,35.54,38.1,88.29,70.09,667.1,0.0735,0.0744,2010_US_STD,0.356
2014,SA0001746,CAD,9.92,1103.52,89.92,309.89,7.04,3.15,15.04,8.06,74.26,67.4,52.67,27.51,481.03,0.4991,0.5052,WHO_STD,3.724
2015,SA0001747,DEMENTIA,34.87,328.38,171.38,895.2,5.25,14.7,29.13,9.69,50.62,1.2,65.76,75.7,596.95,0.7016,0.5306,2000_US_STD,1.184
2013,SA0001748,HTN,39.03,328.42,291.03,344.68,1.01,8.4,12.01,6.75,69.86,28.6,81.15,33.87,510.75,0.8282,0.896,2000_US_STD,5.768
2020,SA0001749,ASTHMA,20.57,617.42,17.75,793.75,5.48,15.57,44.21,10.29,64.32,94.1,73.11,49.62,533.38,0.1831,0.9785,WHO_STD,0.629
2014,SA0001750,DEMENTIA,24.05,393.55,655.24,546.54,4.11,10.42,34.03,16.49,38.66,98.1,54.61,38.92,898.09,0.7045,0.4806,2000_US_STD,3.606
2012,SA0001751,CKD,30.48,973.41,336.55,20.69,1.63,8.78,32.3,5.76,75.46,72.6,92.71,83.64,302.76,0.624,0.6996,WHO_STD,2.3
2019,SA0001752,HTN,11.65,1231.6,959.75,131.08,0.78,4.85,41.6,6.5,46.54,76.3,80.06,23.63,767.35,0.5675,0.9781,2000_US_STD,0.696
2010,SA0001753,STROKE,34.71,849.31,298.64,799.5,6.62,18.87,26.12,13.37,66.39,74.9,62.29,76.18,108.84,0.8782,0.4238,2000_US_STD,2.583
2016,SA0001754,COPD,3.18,1539.91,121.43,126.7,6.6,14.03,47.0,6.97,53.03,47.2,51.2,56.95,145.98,0.2318,0.3732,WHO_STD,4.256
2012,SA0001755,ARTHRITIS,23.76,1571.73,1100.03,817.42,6.12,20.09,41.83,7.47,66.9,87.2,80.18,88.45,835.01,0.4216,0.4185,2010_US_STD,2.97
2021,SA0001756,HTN,8.33,1390.34,369.16,333.13,5.16,25.47,18.84,13.75,61.25,61.2,64.56,73.79,44.9,0.189,0.2405,2010_US_STD,3.064
2010,SA0001757,CAD,33.44,1304.16,846.35,671.2,0.59,5.02,22.11,4.61,66.51,39.0,77.63,48.18,755.14,0.9713,0.2389,WHO_STD,3.266
2011,SA0001758,HTN,27.57,513.55,470.82,842.07,1.02,14.63,14.63,10.98,70.35,12.9,85.58,78.05,99.37,0.9732,0.561,2000_US_STD,3.806
2023,SA0001759,CANCER,31.22,307.55,632.74,462.91,3.35,3.87,13.2,12.55,38.43,90.3,51.71,69.76,272.81,0.2051,0.7703,2000_US_STD,3.803
2020,SA0001760,CKD,31.0,263.16,928.42,364.02,7.27,17.95,44.35,15.4,50.47,75.9,66.2,58.32,585.46,0.9855,0.4555,WHO_STD,2.994
2020,SA0001761,DEMENTIA,15.22,1697.52,986.67,436.96,1.64,11.82,21.66,8.45,61.0,99.1,66.49,29.02,781.42,0.8703,0.1572,WHO_STD,0.926
2014,SA0001762,CANCER,3.91,667.8,442.17,413.43,2.88,5.81,39.48,15.19,47.76,43.6,78.45,89.82,148.09,0.1744,0.5074,WHO_STD,5.4
2012,SA0001763,STROKE,42.54,321.13,277.15,458.02,1.47,12.63,33.97,4.34,44.22,88.0,90.92,42.14,488.7,0.744,0.0001,2010_US_STD,2.952
2022,SA0001764,DM2,10.15,174.9,613.26,48.81,2.86,24.89,39.11,9.73,43.98,64.1,62.22,36.57,284.01,0.1014,0.8064,WHO_STD,4.888
2021,SA0001765,ARTHRITIS,3.65,1503.67,783.5,83.14,6.41,16.92,19.51,14.71,71.95,57.1,73.53,49.46,606.3,0.4592,0.9693,WHO_STD,1.99
