biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2009,6f8d2d62fdc894ac,D06,14,CORPORATE,0,1,13,1.5864,53,22,0,7,125411662.65,0,0,0,TTO0001510,73.65,PILOT
1998,b6cd8716ea608f44,A01,18,CORPORATE,0,0,10,2.0855,33,18,1,100,27599577.31,1,0,1,TTO0001511,4.88,IDEA
1999,e5da3cf0908de7f9,C07,7,CORPORATE,0,1,4,2.3653,68,1,1,97,197391753.83,0,0,0,TTO0001512,19.78,PILOT
2018,7e8975162c3290b0,E21,18,INDIVIDUAL,0,0,5,4.507,64,8,1,120,212671774.73,0,0,0,TTO0001513,75.27,PROTOTYPE
2016,c726715acd61239b,B29,12,CORPORATE,0,0,10,1.1917,91,7,0,96,132601992.04,0,0,0,TTO0001514,31.25,EARLY_MARKET
2022,86232fc71190a2d0,G06,19,INDIVIDUAL,0,1,9,0.8578,7,5,0,91,61197722.86,0,1,0,TTO0001515,90.38,PROTOTYPE
2005,9a4798341c3b7856,G06,20,CORPORATE,0,0,10,0.7601,41,12,1,34,74069617.08,0,0,0,TTO0001516,97.49,EARLY_MARKET
1998,3d3bbf47f9ed7e9b,G06,3,OTHER,0,1,8,5.9605,51,15,0,106,245637937.09,1,0,0,TTO0001517,54.22,IDEA
2009,f38f36989a9e274e,B29,16,CORPORATE,0,0,10,3.9684,91,22,0,71,149847321.07,0,0,1,TTO0001518,37.46,SCALE
1999,2482e2e0e8bba281,G06,16,CORPORATE,0,0,2,1.2173,66,15,0,75,150202883.41,1,0,0,TTO0001519,89.28,SCALE
2005,c3d2a320ad66e20c,E21,11,CORPORATE,0,0,9,4.589,28,17,0,47,185422025.68,0,0,0,TTO0001520,93.37,EARLY_MARKET
2010,f37b57475047bd2f,G06,2,CORPORATE,0,0,5,3.8149,76,10,0,116,92963797.99,0,0,0,TTO0001521,12.56,PILOT
2016,8e4dd00d8b14140f,G06,9,CORPORATE,1,1,8,2.3488,38,26,1,22,187129052.59,0,0,0,TTO0001522,60.21,PILOT
2010,22792bfccf10d46b,B29,19,INDIVIDUAL,0,0,17,4.144,45,24,1,89,162226892.08,0,1,0,TTO0001523,39.43,EARLY_MARKET
2001,5fe5e2de5c58def7,H04,3,GOV_LAB,0,0,10,3.1285,23,9,1,109,238587659.38,0,0,0,TTO0001524,55.76,IDEA
2012,591c43306d7c245f,G06,19,CORPORATE,0,0,4,3.8223,61,20,0,38,180284083.84,0,0,0,TTO0001525,2.02,SCALE
2017,53ba718f04317ed1,H04,12,INDIVIDUAL,0,1,10,5.6651,28,24,1,11,4778075.31,1,0,0,TTO0001526,29.65,PROTOTYPE
2000,f1dee7d2f54115a2,C07,12,CORPORATE,0,1,9,2.1887,25,1,1,36,219591835.76,0,0,0,TTO0001527,50.47,SCALE
2016,7383838368d31ef8,H04,11,CORPORATE,0,0,1,3.1816,62,13,0,94,230139225.26,0,0,0,TTO0001528,59.69,PILOT
2006,dc503921c67be00f,D06,4,CORPORATE,0,1,5,5.4702,6,4,0,55,34392358.11,0,1,0,TTO0001529,78.65,PILOT
2009,96519cfd1432641d,H04,17,CORPORATE,0,0,9,1.5368,80,10,1,72,230097411.38,0,0,0,TTO0001530,13.16,EARLY_MARKET
2024,1ec08e27584ce9f9,G06,4,NONPROFIT,0,0,10,0.9263,40,3,1,51,114942529.62,0,0,0,TTO0001531,3.65,SCALE
1998,b7573a7e347f5cf3,D06,20,UNIVERSITY,1,0,8,5.0729,83,15,0,73,210340827.76,0,0,0,TTO0001532,93.61,PILOT
2009,0c9bafa70efe6c50,C07,3,CORPORATE,0,0,15,1.3919,70,21,1,45,129829588.41,0,0,0,TTO0001533,38.76,PROTOTYPE
2014,392102d667621071,G06,6,CORPORATE,0,0,5,4.0802,87,30,1,48,195301076.48,1,1,0,TTO0001534,9.6,EARLY_MARKET
2013,57246c2e8bca4be1,H04,11,CORPORATE,0,0,8,1.8811,72,26,0,24,49650383.33,0,0,0,TTO0001535,42.27,EARLY_MARKET
2025,b1ed2d53e2c21c2d,C07,19,CORPORATE,0,1,11,0.1223,44,4,1,81,247648720.67,1,0,1,TTO0001536,23.49,PILOT
2022,13f5de7fb29effea,G06,2,INDIVIDUAL,1,0,10,3.1505,90,13,0,117,209830494.12,0,0,1,TTO0001537,97.12,SCALE
2012,b2b8f3628ea0b9d3,A01,17,NONPROFIT,0,0,7,4.0322,32,21,0,102,81273630.79,1,0,0,TTO0001538,80.84,SCALE
2005,1c557790b43988b0,D06,5,CORPORATE,0,0,6,3.4837,44,29,1,75,132707629.26,0,0,0,TTO0001539,61.93,PROTOTYPE
2025,cc093f7c78659848,F16,10,CORPORATE,0,0,6,3.3103,100,25,0,116,68194139.45,0,0,0,TTO0001540,18.06,SCALE
2021,7888ff23b8e8d35c,G06,15,CORPORATE,0,1,6,1.6418,70,8,1,4,98576204.25,1,0,0,TTO0001541,11.53,PILOT
2022,d1bad905043c2716,F16,8,OTHER,0,0,6,1.1825,7,24,0,119,65545542.04,0,1,0,TTO0001542,20.2,PROTOTYPE
2015,b7e66baaa73727cf,B29,1,CORPORATE,0,1,10,2.1071,57,22,0,108,183839710.51,0,0,0,TTO0001543,18.32,PROTOTYPE
2021,b15845eca3db7258,D06,18,INDIVIDUAL,0,1,8,1.4319,44,1,1,26,121897589.82,1,0,0,TTO0001544,36.0,IDEA
2012,9cf61131559cd7cc,G06,9,CORPORATE,0,1,9,4.8722,45,5,1,3,121451447.84,1,0,1,TTO0001545,82.03,EARLY_MARKET
2015,2382ff053beb5554,H04,17,INDIVIDUAL,0,0,6,4.6595,5,22,0,86,127006744.67,0,0,0,TTO0001546,75.69,EARLY_MARKET
2024,37dd927f7413a56d,H04,4,UNIVERSITY,1,0,6,4.2034,98,3,0,82,244496328.01,0,0,0,TTO0001547,55.3,EARLY_MARKET
2010,81702425ab0b4531,B29,7,GOV_LAB,0,0,6,4.5266,6,5,1,103,142520352.87,1,0,0,TTO0001548,32.9,EARLY_MARKET
2011,4ff8bf0aad5075f8,F16,8,CORPORATE,0,1,7,4.4119,14,21,0,7,212084606.6,0,1,0,TTO0001549,41.24,EARLY_MARKET
2001,96dd692f15fa8122,H04,20,INDIVIDUAL,0,0,8,0.2626,53,4,1,51,185229375.63,0,0,0,TTO0001550,5.39,EARLY_MARKET
2021,1364098d10b3e273,G06,14,CORPORATE,0,1,7,4.186,72,20,1,37,243616886.67,0,0,1,TTO0001551,94.15,SCALE
1999,fb3ff9a10215f253,F16,14,CORPORATE,0,0,7,5.8293,38,25,0,63,151543762.84,0,0,0,TTO0001552,54.24,SCALE
2011,d4d15cf614808562,D06,11,CORPORATE,0,0,4,0.4801,50,20,1,59,47537486.59,1,0,0,TTO0001553,96.21,SCALE
2013,563b0cac9a9a1d8b,H04,13,CORPORATE,0,1,8,3.2043,49,23,0,91,194760133.95,0,0,1,TTO0001554,9.93,EARLY_MARKET
2004,3f63437401bcf961,B29,2,OTHER,0,0,7,5.7287,2,6,1,68,234757006.34,0,0,0,TTO0001555,64.55,EARLY_MARKET
2014,684d21ad164935d9,Y02,12,CORPORATE,0,1,10,4.5008,16,10,0,40,77825953.81,0,1,0,TTO0001556,57.52,MATURE
2015,de886a98a6c8ea74,Y02,1,UNIVERSITY,1,0,5,2.9177,86,30,0,50,103787853.08,0,0,1,TTO0001557,46.59,IDEA
2004,b07c0d3d5051d2da,C07,4,INDIVIDUAL,0,0,7,5.6996,17,27,0,44,88564658.63,0,0,0,TTO0001558,23.05,PILOT
2021,1603ddae831c36c4,C07,3,CORPORATE,0,1,8,1.02,12,7,1,55,69203430.16,0,0,0,TTO0001559,51.48,IDEA
2010,ca9486773b5cb8b1,E21,18,CORPORATE,0,1,9,1.6736,11,28,0,113,39226628.54,0,0,0,TTO0001560,82.27,MATURE
2008,5682917d259ad068,G06,12,UNIVERSITY,1,0,4,3.4617,62,21,0,67,176928699.07,1,1,0,TTO0001561,37.82,PILOT
2018,e1a02e6978e61828,E21,4,GOV_LAB,0,0,7,5.4271,30,26,1,115,30647573.18,0,0,0,TTO0001562,11.57,PILOT
2018,d2b230774a2dc66b,G06,2,GOV_LAB,0,0,9,3.7418,40,11,1,31,185189038.97,0,0,0,TTO0001563,54.55,PROTOTYPE
2013,e897c3241a874ed4,C07,7,UNIVERSITY,1,0,11,0.2662,6,17,0,79,202914861.11,0,0,0,TTO0001564,20.36,PROTOTYPE
2024,14c9f6c4520aec25,A01,8,GOV_LAB,0,1,6,3.6172,64,20,0,71,186937004.51,1,0,0,TTO0001565,77.56,PROTOTYPE
2008,8d5c265e0e239775,G06,10,CORPORATE,0,1,7,0.2979,22,25,1,90,169292992.42,0,0,0,TTO0001566,15.0,PILOT
2017,985a8371bbd1bbc1,C07,19,CORPORATE,0,0,5,4.4218,80,1,0,27,41738401.39,0,0,0,TTO0001567,83.19,PROTOTYPE
2006,54960f3ea9d0ba87,G06,2,UNIVERSITY,1,0,8,1.5106,21,7,1,65,166285596.28,0,0,0,TTO0001568,34.7,EARLY_MARKET
2014,7108470acced9e4c,H04,17,CORPORATE,0,0,8,5.7205,55,21,0,71,214605615.02,0,0,0,TTO0001569,17.76,PILOT
1998,97100c98f94a6d65,G06,13,CORPORATE,0,0,7,4.9169,42,21,0,54,88496369.04,1,0,0,TTO0001570,66.16,IDEA
2015,9b935d2acf584822,G06,9,CORPORATE,0,0,6,1.7934,8,19,1,97,121415767.62,1,1,0,TTO0001571,10.65,IDEA
2023,f6f5bece8c49fe98,C07,9,INDIVIDUAL,0,1,11,4.8543,28,26,1,115,128482099.68,0,0,0,TTO0001572,36.51,EARLY_MARKET
2007,559151623472cf99,A01,3,NONPROFIT,0,0,6,3.0352,62,29,1,91,111230520.03,0,0,0,TTO0001573,17.14,MATURE
2023,26369ecbd787d54b,D06,4,CORPORATE,0,0,12,5.9538,75,20,0,93,176840175.05,0,0,0,TTO0001574,63.31,PILOT
2002,b3988e079ea2de9a,A01,12,INDIVIDUAL,0,0,6,1.8014,97,11,1,78,247444480.5,0,0,0,TTO0001575,45.63,IDEA
2001,e2a106465c6947d5,G06,14,INDIVIDUAL,0,0,8,1.1192,11,11,0,62,19334356.93,0,1,0,TTO0001576,49.76,EARLY_MARKET
2001,9eb99e43a9828498,B29,19,INDIVIDUAL,0,1,13,0.3275,83,28,1,18,63536688.8,0,0,0,TTO0001577,64.69,EARLY_MARKET
2016,17381c93f25eb0ec,H04,9,CORPORATE,0,1,9,0.4094,30,13,1,61,94335962.53,0,0,0,TTO0001578,60.92,EARLY_MARKET
2005,d8c6ec512e8bab8c,H04,10,INDIVIDUAL,0,1,6,2.1084,42,21,0,77,243413456.31,1,0,0,TTO0001579,29.82,EARLY_MARKET
2022,99ee2f17100a805b,C07,10,UNIVERSITY,1,0,6,3.2232,61,27,0,28,77558739.65,0,0,0,TTO0001580,56.58,EARLY_MARKET
1999,44d4141cb639c2d4,H04,14,INDIVIDUAL,0,1,9,0.5778,23,8,1,31,36201978.59,0,0,0,TTO0001581,70.29,EARLY_MARKET
2021,5bf7350010accf58,C07,16,INDIVIDUAL,0,1,9,5.9377,83,5,0,118,221323895.88,0,0,0,TTO0001582,70.52,EARLY_MARKET
2000,8e08191491d0d2a9,F16,13,CORPORATE,0,0,9,0.0795,35,5,0,13,85717064.54,1,0,0,TTO0001583,45.79,EARLY_MARKET
2002,84be75f3f937cb66,A01,2,CORPORATE,1,1,3,2.4173,92,1,1,86,45666702.91,0,0,0,TTO0001584,96.41,PILOT
2010,b798220d100bc895,G06,12,CORPORATE,0,0,2,2.0662,10,8,1,112,23037593.57,0,0,0,TTO0001585,35.76,SCALE
2008,e3d142dcd8e55d41,H04,4,CORPORATE,0,0,11,4.9412,21,9,1,9,12776015.64,0,1,0,TTO0001586,93.96,EARLY_MARKET
2023,740eb9656a137061,A01,12,CORPORATE,0,0,19,1.887,13,7,1,12,246956026.49,0,0,0,TTO0001587,66.79,SCALE
2003,51c297ac750ffe01,H04,18,CORPORATE,0,1,9,2.1343,85,27,1,59,184621604.45,1,1,1,TTO0001588,52.61,PILOT
2025,5a79b6a3fff49de3,D06,10,CORPORATE,0,0,12,1.6108,83,24,0,12,57063355.5,0,0,0,TTO0001589,76.54,SCALE
2016,2a75508af1878339,H04,1,CORPORATE,0,1,12,1.8372,47,3,0,108,94771879.17,0,0,0,TTO0001590,96.61,PROTOTYPE
1999,f5d27c51bc7ef344,H04,8,INDIVIDUAL,0,0,8,3.1736,37,6,0,93,238012349.88,1,0,0,TTO0001591,53.85,PILOT
2005,027e3b7fdeb85ad9,D06,15,CORPORATE,0,0,7,5.3138,5,25,1,79,59952379.07,0,0,0,TTO0001592,37.06,PROTOTYPE
2011,17919406655ad57b,E21,13,INDIVIDUAL,1,0,8,4.2644,63,19,0,24,221349201.77,0,0,0,TTO0001593,92.32,PILOT
2011,379762124cb34834,D06,4,CORPORATE,0,0,10,5.9819,57,19,0,26,219850014.83,0,1,0,TTO0001594,96.22,SCALE
2006,00e449dc3643e907,G06,8,CORPORATE,0,0,8,4.8245,78,16,1,3,104375275.24,1,0,0,TTO0001595,31.64,SCALE
2013,52dd2fef14fd2250,E21,15,UNIVERSITY,1,0,9,3.5982,34,20,0,38,168826052.37,0,0,0,TTO0001596,60.69,EARLY_MARKET
2013,a2bcc8f4b08d01f6,C07,2,CORPORATE,0,1,6,3.8272,18,3,0,103,210179809.77,1,0,1,TTO0001597,39.1,SCALE
2013,8f47b803ad473230,C07,12,OTHER,0,1,8,1.7211,28,20,0,72,29637862.2,0,0,0,TTO0001598,43.85,IDEA
2011,48e811b6d5bd4ab3,G06,3,INDIVIDUAL,0,0,9,2.4153,16,16,0,62,127534572.41,0,0,0,TTO0001599,16.5,MATURE
1999,9fe276fc18e0f1ef,D06,15,NONPROFIT,0,1,10,2.6766,2,17,0,33,83178991.2,1,0,0,TTO0001600,81.15,PROTOTYPE
2005,b1d522b10d93250b,G06,3,CORPORATE,0,1,6,1.7699,71,26,0,90,41299798.56,0,0,1,TTO0001601,97.4,IDEA
1999,ce84140d8560a728,H04,15,CORPORATE,0,0,8,4.0746,82,1,0,46,184443830.63,0,1,0,TTO0001602,66.8,EARLY_MARKET
1999,2b0786a06212d675,A01,1,CORPORATE,0,0,11,2.6255,32,16,0,86,22796482.74,1,0,0,TTO0001603,64.41,EARLY_MARKET
2020,13921649795ed0cf,G06,11,CORPORATE,0,1,3,2.7608,56,28,0,33,171052281.19,1,0,0,TTO0001604,47.49,PROTOTYPE
2016,62adb7e139c1bfab,B29,15,INDIVIDUAL,0,1,9,3.9765,39,24,1,24,249407519.87,0,0,0,TTO0001605,57.77,PILOT
2014,04d1c9e0edda4ff5,F16,16,GOV_LAB,0,1,6,4.9487,6,2,1,110,218621260.85,0,0,0,TTO0001606,63.2,PILOT
2007,d55b5c0803f20743,D06,10,CORPORATE,0,0,12,4.6672,11,26,1,16,90502962.09,0,0,0,TTO0001607,84.52,PILOT
2014,b7cec3e1cfeeba7d,A01,17,INDIVIDUAL,0,1,12,1.9736,2,17,1,72,219862647.33,1,0,0,TTO0001608,44.22,PILOT
2004,020b654355c8bd39,F16,20,CORPORATE,0,1,4,1.3936,95,13,1,77,230195382.44,1,0,0,TTO0001609,68.35,PROTOTYPE
2011,80adaca8817af588,G06,11,INDIVIDUAL,0,0,8,0.7387,61,22,0,49,38303127.14,0,0,1,TTO0001610,10.44,SCALE
2011,d2373dc88a851aa2,G06,7,CORPORATE,0,1,13,3.9225,13,24,1,58,164386402.96,0,1,1,TTO0001611,55.81,PROTOTYPE
2014,7f6c953bf97ce83c,A01,20,OTHER,0,0,6,1.0316,62,14,0,58,176026501.41,0,0,0,TTO0001612,31.42,EARLY_MARKET
2016,94863c316d030df7,C07,17,CORPORATE,0,0,10,5.8935,57,19,0,54,72035495.22,0,0,0,TTO0001613,49.21,SCALE
2007,5f2147946e6dbef8,H04,18,CORPORATE,0,1,8,4.2299,22,13,0,68,107368989.57,0,1,0,TTO0001614,47.01,PILOT
2013,1158786cbf254bfa,G06,7,CORPORATE,0,0,3,0.2964,58,16,1,99,15071173.47,0,1,0,TTO0001615,27.54,PROTOTYPE
1999,4d4f007276566536,H04,18,CORPORATE,1,0,15,2.9493,14,10,1,24,164062548.91,0,1,0,TTO0001616,47.5,PROTOTYPE
2018,f99b2d701f62bd34,B29,1,NONPROFIT,0,1,9,1.157,98,27,0,119,61076990.97,1,0,1,TTO0001617,66.23,MATURE
2009,bb094f17beb5f4fe,H04,6,GOV_LAB,0,0,12,1.9348,33,28,1,28,119943193.25,0,0,0,TTO0001618,70.42,SCALE
2025,4d2159be7740f972,F16,3,CORPORATE,0,0,5,3.8303,43,22,0,33,41414136.53,0,0,0,TTO0001619,49.84,PROTOTYPE
2010,44e4f3916ce02813,H04,8,CORPORATE,0,1,5,3.2063,50,19,0,94,231597775.72,0,0,1,TTO0001620,33.77,IDEA
2024,451c2201cd722a08,H04,10,CORPORATE,0,0,13,0.884,15,19,0,75,147677425.05,0,1,0,TTO0001621,48.01,MATURE
1999,010f2e87785e8c1f,G06,15,INDIVIDUAL,0,0,15,2.2297,82,28,0,5,99850864.69,0,0,0,TTO0001622,39.11,SCALE
2014,6c7b9f9d3d7ab362,H04,19,CORPORATE,0,0,12,4.4803,41,24,0,7,41751182.66,1,1,0,TTO0001623,0.74,PILOT
2011,7307a9fa1d94f1f2,D06,11,CORPORATE,0,1,6,0.5596,53,10,1,105,101234462.13,1,0,0,TTO0001624,52.3,SCALE
2002,f7d15f574bc104de,E21,4,CORPORATE,1,0,5,4.3473,86,10,1,120,10860788.7,0,1,0,TTO0001625,80.85,IDEA
2002,b5acfc7f27e68eef,H04,3,CORPORATE,0,0,10,3.7849,79,26,0,32,155900548.38,0,1,0,TTO0001626,4.4,EARLY_MARKET
2013,c8d1698f3b565b74,B29,11,INDIVIDUAL,0,0,7,3.1836,18,26,1,81,35120578.49,0,0,0,TTO0001627,85.88,EARLY_MARKET
2015,43c2a1b57eeeea82,C07,8,CORPORATE,0,0,7,1.6679,63,7,0,91,234501842.55,0,0,0,TTO0001628,71.73,PILOT
2017,509bafae5af470f7,H04,9,CORPORATE,0,1,8,2.2748,65,20,0,26,208114328.04,0,0,1,TTO0001629,48.97,PROTOTYPE
2014,032e7c4959a3ded0,G06,19,CORPORATE,0,1,8,5.9216,23,27,1,93,64625297.35,0,0,0,TTO0001630,88.26,EARLY_MARKET
2005,83b17c35fd6e964a,H04,8,CORPORATE,0,0,12,3.8517,56,8,0,111,173416354.94,1,0,0,TTO0001631,22.35,SCALE
2004,fc5b3fe91a22d25d,H04,1,CORPORATE,0,0,9,3.789,75,28,1,118,88566389.73,0,1,0,TTO0001632,88.66,PROTOTYPE
2018,238fc806a9c6f040,H04,20,UNIVERSITY,1,0,2,3.1117,27,27,0,85,163786635.57,1,0,1,TTO0001633,19.48,PILOT
2015,3628c1ef497a1b77,G06,7,CORPORATE,0,0,6,1.2166,10,17,1,48,124293195.39,0,1,0,TTO0001634,44.32,SCALE
2021,34bb75807df8dcad,H04,14,INDIVIDUAL,0,1,5,4.8073,78,20,1,63,124735064.56,0,0,0,TTO0001635,31.7,PILOT
2020,c0810739649c20c6,F16,1,INDIVIDUAL,0,0,6,1.5702,20,26,1,8,5475639.72,1,0,1,TTO0001636,98.14,MATURE
2008,cfff97889fe25c7d,G06,7,CORPORATE,0,0,7,1.3528,56,11,1,84,122046108.62,0,1,0,TTO0001637,23.76,SCALE
2002,fc932950138535dc,F16,12,NONPROFIT,0,0,6,0.3026,42,13,0,71,249511084.68,0,1,0,TTO0001638,95.44,EARLY_MARKET
2002,1125612b4a09d1fd,B29,3,UNIVERSITY,1,1,10,5.3941,64,21,1,118,66549612.91,0,0,0,TTO0001639,18.45,EARLY_MARKET
2025,9214ea7ea9dee53f,G06,6,CORPORATE,0,0,9,3.4741,74,7,0,100,102768811.02,0,0,0,TTO0001640,93.39,PILOT
2008,cb2d1d745f709f92,G06,17,CORPORATE,0,1,2,5.0572,72,5,0,28,150057072.18,1,0,0,TTO0001641,13.48,PILOT
2006,1df3b6ded888dc9e,F16,15,CORPORATE,0,1,10,5.3567,63,12,1,67,173715661.38,0,0,0,TTO0001642,27.22,SCALE
2020,c82bedd7c6498b29,G06,7,INDIVIDUAL,0,0,9,1.8697,81,3,0,13,2995765.18,0,0,0,TTO0001643,12.06,SCALE
2006,1068c226c17ebb8a,C07,20,INDIVIDUAL,0,0,7,4.9837,28,29,0,94,91237111.19,1,0,0,TTO0001644,25.91,PROTOTYPE
2008,b8d131941f866625,C07,11,INDIVIDUAL,0,0,6,4.2898,39,3,1,49,129066692.65,0,1,0,TTO0001645,97.14,PILOT
2018,97048c6c814347cf,A01,5,CORPORATE,0,0,12,0.4515,90,11,0,104,98749576.76,0,0,0,TTO0001646,56.9,EARLY_MARKET
2018,ab15cc21cd785e8c,G06,10,CORPORATE,0,0,7,0.9376,88,6,0,22,185974347.55,0,0,1,TTO0001647,17.85,IDEA
2023,05f8d83a9b5b44d3,G06,5,CORPORATE,0,1,9,5.8592,37,2,1,74,159564948.9,0,0,0,TTO0001648,42.75,EARLY_MARKET
2020,61e2cdff9e273566,E21,8,CORPORATE,0,0,5,4.2651,22,20,0,81,49445896.88,1,0,0,TTO0001649,77.76,PILOT
2012,aa5b3fbfcd4ad413,A01,16,CORPORATE,0,0,11,2.8839,22,4,1,92,166900140.64,1,0,0,TTO0001650,15.75,IDEA
2007,355522bdd3860b32,H04,6,CORPORATE,0,0,10,1.5963,19,10,1,20,234943816.89,1,1,0,TTO0001651,15.22,EARLY_MARKET
2022,1523106356d1906a,H04,10,OTHER,0,1,5,5.5248,92,17,0,33,217004054.43,0,0,0,TTO0001652,13.71,IDEA
2005,c45ec5ecc54c69fb,E21,7,CORPORATE,0,0,11,4.6412,63,2,1,84,62806604.63,0,0,0,TTO0001653,54.14,PROTOTYPE
2008,8f3b24b3e0a8b35a,F16,6,CORPORATE,0,0,5,3.7351,47,14,0,113,215196408.9,0,0,0,TTO0001654,9.83,PILOT
2019,a7d6f0ea148811b0,H04,17,CORPORATE,1,0,6,0.7497,95,30,0,20,87389711.84,0,0,0,TTO0001655,83.97,PROTOTYPE
2013,077debb34c276625,D06,10,CORPORATE,0,0,13,4.0123,48,18,1,118,160626927.38,1,0,0,TTO0001656,10.27,PROTOTYPE
2020,d4ded1f0ca23d502,E21,5,CORPORATE,0,1,10,2.2162,32,10,0,26,29020007.03,0,0,0,TTO0001657,3.84,PILOT
2024,da4bd23546bcbf98,C07,10,CORPORATE,0,0,8,0.0915,72,17,0,82,223418346.41,0,0,0,TTO0001658,36.93,PROTOTYPE
2016,fba8aabf0d4384da,A01,8,CORPORATE,0,1,6,2.6749,66,25,0,8,50233744.14,1,0,0,TTO0001659,26.77,PROTOTYPE
2024,52fd56dae82c7833,E21,13,UNIVERSITY,1,0,4,0.6306,91,15,0,52,56956590.39,0,0,0,TTO0001660,43.46,EARLY_MARKET
2020,3e01e5848ef37ecb,B29,20,CORPORATE,0,0,4,5.9867,65,18,0,15,184785155.44,0,0,0,TTO0001661,81.79,PROTOTYPE
2024,8891070372df7994,G06,17,CORPORATE,0,0,16,0.1635,22,18,0,118,161829776.81,0,1,0,TTO0001662,21.97,PROTOTYPE
2012,dd4bf2132f9c27ff,A01,4,CORPORATE,0,1,13,2.0151,3,6,0,107,52407220.37,1,0,0,TTO0001663,70.09,PROTOTYPE
1999,3a5569ed6d952d7d,A01,18,INDIVIDUAL,0,0,11,3.7223,81,15,1,58,196830043.57,1,0,0,TTO0001664,86.48,EARLY_MARKET
2009,4cc72317996b27eb,A01,4,GOV_LAB,0,0,8,1.6791,95,19,0,48,243881305.83,0,0,0,TTO0001665,53.13,EARLY_MARKET
2010,9bfbc9fb45b53876,G06,3,CORPORATE,0,1,7,0.4078,33,14,0,51,18490061.54,0,1,0,TTO0001666,69.72,MATURE
1999,1a710e2ce45391bc,G06,5,CORPORATE,0,0,7,2.8227,64,19,0,116,197361185.99,0,0,0,TTO0001667,40.31,SCALE
2014,9faa2c77e361d63f,B29,19,CORPORATE,0,0,11,3.3062,10,24,0,38,225633439.27,0,0,0,TTO0001668,52.69,PROTOTYPE
2016,87de3238853e5977,G06,19,INDIVIDUAL,0,0,11,3.171,36,6,1,114,243316267.81,1,0,0,TTO0001669,5.36,PROTOTYPE
2006,039866c7f210e63f,G06,19,CORPORATE,1,0,14,0.8128,93,19,0,7,247628729.53,1,0,0,TTO0001670,69.32,IDEA
2013,74e9cb3ba4ffaa29,E21,5,CORPORATE,0,0,8,4.1583,100,28,1,26,196075595.14,1,0,0,TTO0001671,91.02,EARLY_MARKET
2023,f8bf38d2e5f3f56d,E21,7,CORPORATE,0,1,8,4.0084,71,3,1,20,62802230.26,1,0,0,TTO0001672,15.5,PROTOTYPE
2004,033d35d763bb95df,G06,4,INDIVIDUAL,0,1,7,5.883,13,2,0,98,172496035.93,1,0,0,TTO0001673,88.66,EARLY_MARKET
2022,8f648cdb2c6db959,A01,2,OTHER,0,0,6,4.2923,42,17,0,107,10196881.7,0,1,0,TTO0001674,87.66,PILOT
2020,c387ada5bd00218c,G06,13,CORPORATE,0,1,10,4.6183,42,13,1,35,202967390.58,1,1,0,TTO0001675,75.77,MATURE
2022,2f0b1a1764290be6,E21,3,GOV_LAB,0,0,10,5.9596,51,9,0,52,213057468.49,0,0,0,TTO0001676,23.44,EARLY_MARKET
2005,13c2e6191334abc5,H04,3,CORPORATE,0,1,12,0.4111,78,28,0,78,36625462.94,1,0,0,TTO0001677,31.45,PILOT
2014,a4ab243c963deb71,A01,18,UNIVERSITY,1,1,8,1.272,50,28,0,24,196619412.22,1,0,0,TTO0001678,88.1,EARLY_MARKET
2023,2597bd536ec0e960,C07,17,CORPORATE,0,0,9,1.5991,54,6,1,89,180944643.71,1,0,0,TTO0001679,69.77,PILOT
2012,e639661813b3e9c0,A01,6,INDIVIDUAL,0,0,10,2.3863,87,2,1,106,225623359.84,0,0,0,TTO0001680,14.69,PROTOTYPE
2017,807ab04593ff033c,H04,5,CORPORATE,0,0,11,3.2634,73,28,1,31,52622366.96,1,0,0,TTO0001681,31.85,PILOT
2025,e1131e49a411f5db,H04,3,INDIVIDUAL,0,1,3,3.8842,67,27,0,59,141043165.82,0,0,0,TTO0001682,43.27,SCALE
2020,a613722605053947,E21,15,GOV_LAB,0,0,8,1.497,64,21,1,75,191557370.45,1,1,0,TTO0001683,61.37,SCALE
2006,44fa5ca8e23518aa,F16,15,CORPORATE,0,1,5,2.1559,24,5,1,111,40992607.57,0,0,0,TTO0001684,81.77,PROTOTYPE
1999,74a41cdd78b966a9,B29,9,CORPORATE,0,0,7,2.5426,74,5,0,94,95969782.53,0,1,0,TTO0001685,81.17,SCALE
2012,507f90b2e99080be,G06,15,UNIVERSITY,1,0,6,5.3467,65,24,1,91,101772446.11,1,0,0,TTO0001686,21.75,MATURE
2017,20f6f5973b49177a,E21,13,UNIVERSITY,1,0,8,3.15,96,30,1,65,27336323.36,0,0,0,TTO0001687,60.0,PROTOTYPE
2024,0328f36efe99e180,G06,3,CORPORATE,0,1,10,3.1115,55,16,0,74,17760888.76,0,0,0,TTO0001688,51.67,IDEA
