safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_kmph,safe_traffic_estimated_travel_speed_kmph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2022-11-22,12:05:01,SEG-9a1a7575ad33ca,N,3,N,N,Y,Haze,Dusk,90,44.5,N,Y,N,None,Y,0,Impairment,192
2023-08-15,03:32:30,SEG-31d327b38297f8,N,1,N,N,Y,Clear,Unknown,60,58.4,Y,N,Y,Minor,N,1,Impairment,141
2021-01-07,04:01:18,SEG-f3302f3bb5d6ae,Y,5,Y,Y,N,Clear,DarkUnlit,90,76.4,N,N,Y,None,Y,0,RoadCondition,7
2025-12-01,08:36:15,SEG-baa6ec0e49e692,Y,5,Y,Y,N,Dust,Dusk,100,96.4,Y,N,N,Minor,Y,0,Mechanical,156
2019-05-19,22:07:31,SEG-3020d4614d2dd2,Y,3,N,N,Y,Storm,Dusk,120,89.2,Y,Y,N,None,N,1,RoadCondition,90
2020-02-12,16:55:45,SEG-9930e9d66268bf,Y,2,N,N,N,Clear,Daylight,40,50.4,N,N,Y,Minor,N,0,Speeding,35
2018-11-12,04:54:27,SEG-a089060266e925,Y,8,Y,N,Y,Unknown,Dusk,90,20.7,Y,N,N,Minor,Y,1,Speeding,20
2023-02-05,11:26:13,SEG-eab6e6e3a40f94,N,1,N,N,Y,Rain,Unknown,30,95.5,N,Y,Y,None,Y,1,Distracted,200
2018-04-12,17:41:16,SEG-8f2f3e3c41b21a,Y,6,Y,N,Y,Fog,Dusk,40,118.3,Y,N,N,None,N,0,RoadCondition,125
2023-01-31,12:26:50,SEG-6f7dba1f68f10a,Y,8,N,N,Y,Dust,DarkUnlit,90,14.4,N,Y,N,Minor,Y,0,Weather,47
2023-04-26,02:24:39,SEG-1c97fbfa7d4204,N,8,Y,N,Y,Haze,DarkLit,60,41.9,N,N,N,None,N,0,Distracted,216
2022-08-12,22:16:18,SEG-b283b18a02daaa,N,8,Y,N,Y,Dust,DarkUnlit,30,48.7,N,Y,Y,Minor,Y,0,Speeding,103
2023-02-18,09:30:53,SEG-fe305d039d9c2c,Y,7,Y,N,N,Rain,Daylight,80,68.4,Y,Y,N,None,Y,0,Weather,2
2019-12-11,02:59:58,SEG-32a900fb0f569d,N,8,N,N,Y,Storm,DarkUnlit,100,8.7,N,N,N,Minor,N,0,RoadCondition,152
2021-03-02,07:37:39,SEG-549cda79da6ee6,N,2,N,N,N,Clear,Unknown,20,43.3,Y,N,Y,Minor,N,0,Speeding,53
2023-12-17,16:47:34,SEG-57d3e8d56f3def,N,6,Y,Y,N,Unknown,Dawn,120,81.8,Y,N,N,Fatal,N,0,Speeding,118
2019-11-19,01:50:11,SEG-151f49f866b8ea,N,7,Y,Y,Y,Fog,Unknown,60,15.7,Y,Y,Y,Minor,N,0,Weather,207
2022-10-12,07:44:32,SEG-38db6d976a888b,Y,8,Y,N,Y,Unknown,Unknown,30,6.4,Y,Y,N,None,N,0,Unknown,50
2022-07-18,09:48:10,SEG-245b37d590fcec,Y,3,Y,N,Y,Fog,DarkLit,80,56.3,Y,Y,Y,None,N,0,PedestrianError,186
2021-04-07,01:25:52,SEG-7461a42c14fd8e,Y,2,N,N,N,Unknown,DarkUnlit,30,19.8,Y,N,Y,None,Y,0,PedestrianError,115
2018-07-19,12:38:37,SEG-d4c92eac34d390,N,2,Y,Y,N,Haze,DarkUnlit,120,82.8,Y,Y,N,Minor,Y,0,Mechanical,224
2020-06-06,18:33:20,SEG-e4bbcab0b380f8,Y,7,Y,Y,N,Haze,Unknown,50,94.4,Y,N,Y,None,N,0,SignalViolation,113
2020-02-02,07:04:49,SEG-b037221af0ae4c,N,2,N,N,Y,Fog,Dawn,20,112.8,N,Y,Y,None,Y,0,RoadCondition,135
2018-05-06,15:30:45,SEG-3f6b2908ed69b5,Y,8,N,Y,N,Dust,Unknown,50,13.7,N,N,N,None,N,0,RoadCondition,193
2021-06-09,18:25:20,SEG-e2e41d177942a6,Y,8,Y,N,N,Storm,Dusk,30,53.6,Y,N,Y,None,N,0,RoadCondition,15
2021-08-14,05:24:32,SEG-b2a904658a17a7,N,1,N,N,Y,Storm,Daylight,120,88.5,N,N,Y,Minor,N,0,Mechanical,157
2019-12-28,12:37:03,SEG-a3b9916ff19d73,Y,5,N,N,Y,Rain,DarkUnlit,40,5.1,N,Y,Y,Serious,Y,0,Weather,51
2023-02-19,10:16:53,SEG-f26eaf6c6b6591,Y,4,Y,N,N,Rain,Dusk,100,89.7,Y,N,Y,Minor,Y,0,Speeding,29
2020-06-12,07:30:19,SEG-a5684d56944eb9,N,6,N,Y,Y,Storm,Daylight,60,46.3,Y,Y,Y,None,N,0,RoadCondition,121
2020-10-28,19:49:40,SEG-3b1432d06d5942,N,8,Y,N,N,Dust,DarkUnlit,90,66.1,N,N,Y,Minor,Y,0,Unknown,44
2025-03-01,03:02:59,SEG-8c4d6d13b18067,N,5,Y,N,Y,Fog,Unknown,60,113.7,Y,Y,N,Minor,Y,0,Distracted,8
2022-03-08,04:38:44,SEG-a50fe06994a170,Y,8,N,N,N,Haze,DarkUnlit,50,118.6,N,Y,N,None,N,0,Distracted,1
2025-03-17,14:08:18,SEG-87fcc935779bc6,N,3,N,Y,Y,Rain,Daylight,80,7.4,Y,N,N,None,N,0,Unknown,81
2019-02-11,17:30:57,SEG-5759e67b08b717,Y,4,Y,N,N,Dust,DarkUnlit,90,16.0,N,N,Y,Minor,N,0,RoadCondition,179
2023-05-24,23:52:04,SEG-89e66987f7b0a1,Y,7,Y,N,Y,Rain,Dusk,60,115.3,N,Y,Y,None,Y,0,Mechanical,157
2025-05-10,22:18:45,SEG-463e459681ce38,N,2,Y,N,N,Storm,Dawn,70,31.6,N,N,N,None,Y,0,Weather,128
2022-05-09,22:09:39,SEG-f61ea4a1211159,N,1,N,Y,N,Rain,DarkUnlit,100,9.9,N,N,Y,None,N,0,Mechanical,211
2022-11-02,11:33:24,SEG-ac8167688bd1df,N,2,N,N,N,Storm,Daylight,100,23.3,Y,N,Y,Minor,Y,0,SignalViolation,69
2023-10-04,12:49:21,SEG-ee0c5bea7aca6b,N,4,N,N,N,Dust,Dusk,60,44.4,Y,N,N,Serious,Y,0,Impairment,139
2018-10-17,22:00:10,SEG-a96edafd2e5fe9,N,8,N,Y,Y,Fog,Dawn,70,71.3,N,Y,N,None,Y,1,Unknown,239
2020-06-21,06:04:05,SEG-8ddea931738b35,Y,6,N,N,Y,Clear,Dawn,120,7.1,Y,Y,Y,Serious,N,0,Distracted,66
2021-05-23,17:59:47,SEG-0c43486d4038ce,N,1,Y,N,Y,Fog,DarkUnlit,120,48.1,Y,Y,Y,None,N,0,Unknown,90
2022-07-06,00:05:38,SEG-51113ae1dda801,Y,1,N,N,N,Clear,Dusk,30,118.3,N,N,N,None,N,0,PedestrianError,189
2024-05-10,17:38:14,SEG-ced8583156f10f,Y,3,Y,Y,Y,Fog,Dawn,60,44.1,Y,Y,Y,None,N,0,Mechanical,25
2019-05-07,00:46:01,SEG-86227a746f6648,Y,4,N,N,Y,Clear,Daylight,50,82.6,N,N,N,None,Y,0,Unknown,97
2020-07-25,10:38:51,SEG-defc502436050f,N,3,Y,Y,Y,Storm,Dawn,90,13.7,Y,Y,Y,Serious,Y,0,PedestrianError,95
2020-11-22,05:56:10,SEG-a11ae8a04097f3,Y,7,N,N,Y,Rain,Daylight,70,79.4,N,Y,Y,None,Y,0,Impairment,162
2025-07-13,18:25:53,SEG-efe0fdea8814d0,N,6,Y,N,N,Dust,DarkLit,80,107.0,N,Y,Y,Minor,N,0,Distracted,130
2021-01-30,14:31:48,SEG-95fe6f3b08b7f3,Y,4,Y,N,Y,Rain,Unknown,120,40.1,N,N,N,Minor,N,0,Speeding,96
2023-11-28,14:59:27,SEG-cc5e646510b9d1,N,3,N,N,Y,Storm,Dawn,60,79.5,Y,Y,Y,None,N,0,Mechanical,43
2022-08-17,17:55:11,SEG-716ff08a0f2d9c,N,4,Y,N,Y,Unknown,Dawn,90,98.1,N,Y,N,None,N,0,Weather,128
2022-01-02,01:48:59,SEG-952ab8d32c54d5,Y,8,Y,Y,N,Rain,Unknown,50,40.6,N,Y,N,Minor,Y,0,Weather,217
2023-04-20,00:28:19,SEG-1b1738a4027470,N,5,N,Y,Y,Clear,Unknown,20,14.4,N,Y,N,Minor,Y,0,RoadCondition,217
2018-04-25,20:41:13,SEG-2be701a42cfaf6,N,6,Y,N,N,Dust,DarkLit,120,101.3,Y,N,Y,Minor,Y,0,Speeding,80
2019-02-26,03:02:42,SEG-5fb325e182693f,Y,3,N,Y,N,Haze,DarkLit,70,59.7,Y,N,Y,Minor,Y,0,Impairment,204
2024-02-29,12:11:44,SEG-a6388876e811ec,N,7,Y,Y,Y,Haze,Dusk,60,11.7,Y,N,Y,None,N,2,Distracted,195
2020-10-19,11:01:34,SEG-787a22ee881dae,Y,3,N,Y,Y,Dust,DarkUnlit,70,7.7,Y,Y,N,None,N,0,Speeding,30
2018-01-05,15:34:24,SEG-0898974af06abd,Y,4,N,N,Y,Haze,DarkLit,70,61.6,N,Y,Y,Serious,Y,0,Unknown,4
2022-06-02,17:10:25,SEG-40dedb16c92b3b,Y,5,N,Y,N,Clear,Unknown,90,27.5,Y,N,Y,None,N,0,RoadCondition,30
2025-01-29,16:30:38,SEG-067b0fbebea50d,Y,1,Y,N,N,Haze,Dawn,100,76.8,N,Y,Y,Minor,Y,0,Impairment,18
2023-02-25,06:30:31,SEG-78b02b699fe08e,Y,8,Y,N,N,Clear,Dawn,60,7.3,Y,N,Y,Minor,Y,0,Speeding,211
2024-08-24,22:32:07,SEG-e69b09d15a5f7b,N,3,Y,N,Y,Clear,Daylight,100,58.2,N,Y,N,None,N,0,Weather,3
2018-05-20,18:47:14,SEG-c66afc6f7ed089,N,2,Y,N,N,Dust,Unknown,90,113.9,Y,N,Y,None,Y,0,PedestrianError,80
2020-08-08,09:01:12,SEG-1c74b7e2cb8dde,N,8,Y,N,Y,Storm,DarkUnlit,100,69.3,Y,N,Y,None,Y,1,PedestrianError,100
2020-06-11,13:36:39,SEG-0bb911a25a14c6,N,3,N,N,N,Clear,DarkLit,100,123.9,N,N,N,Minor,Y,1,Distracted,33
2021-10-03,20:40:44,SEG-191876fde2191c,N,7,N,Y,N,Rain,Daylight,70,63.8,N,N,Y,None,N,0,Impairment,22
2023-04-19,06:50:28,SEG-050dc980650c7f,N,4,Y,Y,N,Unknown,DarkLit,60,16.9,Y,N,Y,Minor,N,0,Impairment,233
2021-02-10,22:51:59,SEG-20e72e593e19c5,Y,1,Y,N,N,Unknown,Unknown,70,69.7,N,N,Y,None,N,0,Distracted,4
2018-01-14,10:53:34,SEG-838bb300296270,N,8,N,N,N,Rain,DarkLit,100,91.5,Y,Y,Y,None,N,0,RoadCondition,49
2019-01-25,19:06:44,SEG-9b687e5576a1d1,N,5,N,N,Y,Clear,Dusk,120,10.7,N,Y,Y,Minor,N,0,SignalViolation,146
2025-10-03,04:23:00,SEG-bb81fc21b037d6,Y,1,N,Y,Y,Haze,DarkLit,50,119.8,Y,Y,Y,Fatal,N,0,Speeding,20
2025-12-15,06:27:19,SEG-ed1739f6045dd3,N,4,Y,Y,Y,Storm,DarkLit,80,35.0,N,N,Y,Minor,N,0,SignalViolation,221
2018-07-02,06:17:05,SEG-980cb082dde0bb,N,7,Y,Y,Y,Haze,DarkUnlit,100,5.1,Y,Y,Y,None,N,0,Mechanical,15
2020-02-28,16:44:42,SEG-1222e58ec11002,Y,5,N,Y,N,Dust,Unknown,100,29.0,N,Y,N,Minor,N,0,Speeding,129
2018-08-04,03:38:43,SEG-f310bf46d0a5d5,Y,4,N,Y,Y,Fog,DarkLit,50,47.2,N,Y,N,Minor,Y,0,Impairment,16
2024-04-30,21:00:55,SEG-3d2daba68b473e,N,1,Y,N,N,Rain,Daylight,60,121.0,Y,Y,N,Minor,Y,0,Weather,131
2021-03-12,18:59:06,SEG-0dedaa87e23c10,Y,2,Y,Y,Y,Fog,Dawn,60,105.3,N,Y,Y,None,N,3,RoadCondition,3
2023-02-23,11:26:41,SEG-5c1dc2fdb582c2,Y,5,N,Y,Y,Dust,DarkLit,120,48.1,N,N,N,Minor,N,0,Mechanical,9
2021-05-06,18:07:06,SEG-149db8f4f93506,N,6,N,Y,Y,Fog,Dawn,30,110.5,N,N,Y,None,Y,0,Speeding,148
2020-09-27,20:28:10,SEG-4826cd42253c7b,N,2,N,N,N,Storm,Dusk,20,19.6,Y,N,Y,None,Y,0,Impairment,107
2021-09-23,19:30:12,SEG-033415d77a114c,Y,1,N,N,N,Rain,Dusk,40,72.6,Y,N,Y,Minor,Y,0,Distracted,236
2024-02-17,13:01:24,SEG-03f0794b0f5b69,Y,1,N,Y,N,Clear,DarkLit,20,107.0,N,N,N,Fatal,Y,0,Impairment,33
2021-09-09,12:06:15,SEG-1cffcb4edabf97,Y,2,Y,N,Y,Rain,Unknown,50,116.2,N,Y,Y,Minor,N,0,Weather,222
2018-01-28,16:47:15,SEG-95f3f270dd13b6,Y,8,Y,Y,Y,Unknown,DarkLit,120,76.5,Y,Y,N,Minor,N,0,Weather,202
2018-05-24,21:11:38,SEG-c4b6b4eaed380d,N,1,Y,Y,N,Unknown,Unknown,30,81.9,N,N,Y,Minor,N,0,Impairment,159
2023-04-07,07:57:57,SEG-a7dbcd6b03d4cf,N,2,Y,N,N,Clear,Unknown,120,34.5,N,N,Y,None,N,0,Impairment,212
2023-03-25,12:09:55,SEG-6fea60508f709c,Y,3,Y,N,N,Dust,Unknown,40,16.4,Y,N,N,Serious,N,0,Distracted,97
2024-10-13,23:58:12,SEG-ea35a3f5d0c266,Y,5,Y,Y,N,Dust,DarkLit,50,58.9,N,Y,Y,Minor,Y,0,PedestrianError,173
2019-03-06,02:14:17,SEG-ab33aa06b527c1,N,2,N,N,Y,Haze,Dusk,100,19.8,Y,Y,Y,Minor,Y,0,Impairment,96
2024-09-17,18:45:44,SEG-c551c04fde0ebe,N,8,Y,Y,Y,Fog,Daylight,70,121.8,Y,Y,N,Minor,N,0,PedestrianError,170
2021-12-27,21:37:53,SEG-70533a9bfc7ff7,N,6,N,N,N,Unknown,Daylight,70,17.9,Y,N,N,Serious,Y,2,RoadCondition,143
2019-01-21,09:37:51,SEG-0947949bd95472,Y,6,N,Y,N,Unknown,DarkLit,80,42.4,Y,Y,N,None,N,0,SignalViolation,32
2024-08-17,22:06:14,SEG-b045c70b38acd0,Y,3,Y,N,Y,Unknown,Daylight,90,41.1,Y,Y,N,Minor,N,0,PedestrianError,139
2024-10-02,18:47:18,SEG-1ad3518da2901d,Y,5,N,N,Y,Storm,DarkUnlit,30,17.0,N,Y,Y,Minor,N,0,PedestrianError,185
2024-09-16,20:08:32,SEG-6a3419779ae73b,N,2,Y,N,Y,Clear,Daylight,40,50.4,N,N,Y,None,N,0,RoadCondition,139
2018-05-18,07:38:49,SEG-4c00cdc89a7c60,N,1,N,Y,N,Rain,DarkUnlit,20,72.2,N,Y,Y,Serious,N,1,SignalViolation,191
2024-04-19,22:03:43,SEG-9c7c312bb9ada2,N,5,N,N,N,Fog,Daylight,90,15.4,Y,N,Y,Minor,Y,0,Speeding,157
2023-04-23,22:01:23,SEG-9689d447a7c6d0,Y,3,N,N,N,Haze,Dawn,20,66.1,Y,Y,Y,None,Y,0,Impairment,154
2025-07-27,00:27:42,SEG-5c1e7b93016d89,Y,2,Y,Y,Y,Rain,Daylight,100,85.9,N,N,N,Minor,Y,0,Impairment,182
2018-02-01,07:27:50,SEG-a853c63016c115,N,3,N,N,Y,Dust,Daylight,120,32.4,Y,N,N,Minor,Y,0,Weather,30
2023-03-19,08:58:57,SEG-322f4603371e10,N,4,N,Y,Y,Dust,Unknown,60,84.9,Y,N,N,None,Y,1,Speeding,99
2022-04-02,18:41:50,SEG-f9f97fe1b5f7a9,N,8,Y,Y,N,Rain,Daylight,90,116.2,Y,N,N,None,Y,0,RoadCondition,204
2020-06-01,17:11:55,SEG-c0fc7952c7645b,Y,8,N,N,Y,Dust,Dusk,100,69.9,Y,N,N,Minor,N,0,Impairment,115
2021-04-21,17:20:54,SEG-eb04d40e916ac1,N,4,Y,N,Y,Clear,DarkUnlit,100,38.4,Y,Y,Y,Minor,Y,0,Speeding,130
2021-08-31,19:38:44,SEG-5d0e6a4e65560c,N,2,Y,N,N,Clear,Dusk,60,39.3,N,Y,N,None,N,0,Distracted,61
2022-04-18,23:05:42,SEG-f3406de94d0422,N,5,Y,N,Y,Haze,Daylight,20,113.8,N,N,N,Minor,Y,0,Weather,148
2018-04-07,05:19:34,SEG-fb92b3db595c44,Y,3,Y,N,Y,Storm,Daylight,20,62.2,Y,Y,Y,Minor,N,0,Weather,230
2021-12-31,14:41:48,SEG-5fc595d5056572,N,7,N,N,Y,Storm,Unknown,80,55.1,Y,Y,Y,None,Y,0,Unknown,55
2024-10-30,10:19:00,SEG-cd2745becaa297,N,2,Y,Y,Y,Haze,Dawn,60,84.3,Y,N,Y,None,Y,0,SignalViolation,161
2021-12-01,21:07:31,SEG-0d4047af0a9c50,N,3,N,Y,Y,Fog,Unknown,80,120.5,N,Y,Y,Minor,N,0,PedestrianError,224
2019-01-15,19:49:59,SEG-cead6f058f5ee6,N,4,N,N,Y,Rain,Dawn,70,108.3,N,N,Y,Minor,Y,0,Weather,204
2025-04-11,23:42:01,SEG-c05d08b449c2b4,Y,4,Y,N,N,Dust,DarkUnlit,100,46.1,Y,N,Y,None,Y,0,Impairment,132
2021-12-21,14:39:23,SEG-f6eb5b2e8f0d23,Y,3,N,Y,N,Dust,DarkLit,40,110.7,Y,N,Y,Serious,N,0,Speeding,62
2018-02-18,14:42:00,SEG-a34d4514579f93,Y,3,N,Y,Y,Storm,Dusk,70,108.9,Y,Y,Y,None,Y,0,RoadCondition,22
2019-03-31,08:21:24,SEG-7262ff399eec8d,Y,4,Y,Y,Y,Fog,Unknown,70,72.7,Y,Y,N,None,N,0,Impairment,28
2018-12-08,03:36:20,SEG-fad95662871ded,Y,3,Y,Y,N,Rain,Daylight,90,99.8,Y,N,Y,None,N,0,PedestrianError,196
2024-12-13,05:57:42,SEG-4efc47ab31a508,N,2,Y,N,N,Haze,Unknown,40,44.2,N,N,Y,Minor,N,0,Speeding,179
2021-07-25,07:01:35,SEG-799eec7846cc46,Y,7,N,N,N,Unknown,Daylight,90,6.7,Y,Y,N,Serious,Y,0,SignalViolation,139
2025-02-22,17:31:50,SEG-39f3a9412f2238,Y,3,N,Y,Y,Dust,Dusk,70,107.2,Y,Y,Y,None,Y,0,Weather,4
2020-01-15,20:53:37,SEG-b3a3ad639eba2b,Y,5,Y,Y,Y,Haze,DarkUnlit,90,66.7,Y,N,Y,Minor,N,0,Distracted,160
2024-02-07,05:27:54,SEG-b996124eddd879,N,2,N,N,N,Unknown,Daylight,80,47.1,Y,Y,N,None,Y,0,PedestrianError,86
2020-03-12,19:35:28,SEG-0d3e618a571680,Y,2,Y,N,Y,Haze,Dawn,30,71.2,Y,N,N,Fatal,N,0,Unknown,198
2019-06-25,05:27:11,SEG-9e352d9f5635e1,Y,4,N,Y,Y,Rain,Unknown,40,106.8,Y,Y,N,Minor,N,0,Unknown,154
2020-10-15,15:12:36,SEG-a6c9e5b6a463bc,N,5,N,Y,Y,Clear,Unknown,120,45.0,Y,N,Y,Minor,N,0,RoadCondition,218
2020-03-24,18:16:17,SEG-e35b0539402b49,N,1,N,N,N,Unknown,DarkLit,50,62.5,N,Y,N,None,N,0,Speeding,119
2025-09-24,03:45:32,SEG-b4e298b50bdd3d,N,8,Y,N,Y,Unknown,Dawn,60,50.2,N,Y,N,Minor,N,0,Speeding,40
2025-04-22,04:11:54,SEG-30df495b36074e,N,3,Y,N,Y,Haze,DarkUnlit,40,26.7,Y,Y,N,Minor,Y,0,RoadCondition,151
2019-07-01,14:00:21,SEG-e225823210d662,N,8,N,Y,N,Dust,Dusk,90,5.4,N,N,N,Serious,Y,0,Weather,11
2023-03-17,04:04:27,SEG-1b39d2158d79f7,N,6,Y,N,Y,Unknown,Dawn,80,39.4,Y,Y,N,None,Y,0,Unknown,128
2021-02-05,13:38:06,SEG-85fb66051961eb,N,4,N,Y,Y,Storm,Unknown,60,85.5,Y,N,Y,Minor,N,0,Speeding,229
2022-05-28,13:23:25,SEG-d145b82e9b90f5,N,7,Y,Y,Y,Fog,Daylight,60,23.5,Y,Y,N,Serious,Y,0,Weather,94
2018-10-30,15:06:58,SEG-bb5adde356f9fb,N,7,Y,Y,N,Fog,Unknown,100,62.1,Y,Y,N,Minor,Y,0,SignalViolation,136
2025-09-14,17:47:13,SEG-3256cd045eaa73,N,3,N,Y,Y,Clear,Dawn,60,99.0,N,N,Y,Minor,N,1,Mechanical,25
2018-02-08,16:44:39,SEG-89ff0ecd0eed70,Y,3,N,Y,Y,Fog,Dusk,20,13.1,Y,N,Y,None,N,0,Impairment,11
2022-08-03,20:34:13,SEG-5e0fc725488fb3,N,3,N,N,Y,Haze,Daylight,120,55.3,Y,N,Y,None,Y,0,PedestrianError,106
2023-03-25,02:56:53,SEG-3996b03a6e7a13,Y,1,Y,N,Y,Unknown,Dusk,80,102.0,N,Y,N,Minor,Y,0,Unknown,38
2021-02-02,23:57:10,SEG-d6565feda4c932,N,2,N,N,Y,Dust,Dusk,80,19.8,Y,N,Y,Minor,N,0,SignalViolation,189
2024-09-10,08:35:52,SEG-7901a42f9dfa82,Y,1,Y,Y,Y,Unknown,DarkUnlit,50,23.8,Y,Y,Y,Minor,N,0,Impairment,10
2019-11-27,07:14:10,SEG-cedfa9afa8a174,N,4,Y,Y,N,Unknown,DarkLit,40,71.0,Y,N,N,None,N,0,Unknown,186
2021-07-29,13:11:01,SEG-62eabdee12e560,Y,1,N,Y,N,Unknown,Dawn,20,109.6,Y,Y,N,Minor,Y,0,Mechanical,92
2023-06-08,07:41:34,SEG-e986b797516d0d,N,3,N,N,N,Unknown,Unknown,60,94.6,Y,N,N,Minor,N,0,Unknown,99
2019-05-14,02:40:59,SEG-9da81c357ac000,N,1,N,N,Y,Haze,Dawn,40,67.9,N,N,N,Fatal,N,0,PedestrianError,56
2024-09-19,13:36:03,SEG-fe4256e39de346,Y,6,N,N,N,Rain,Dusk,120,28.0,N,N,Y,Minor,N,0,Mechanical,74
2022-08-25,17:57:06,SEG-0cfff7c0a4e861,N,7,Y,Y,N,Unknown,Daylight,20,92.6,N,Y,Y,Minor,N,0,Impairment,68
2025-06-08,19:16:14,SEG-d617c0cd889c39,Y,7,N,Y,Y,Rain,Dawn,60,24.1,Y,N,N,None,N,0,PedestrianError,176
2020-11-05,20:35:42,SEG-276d0ee153cefb,Y,4,N,Y,Y,Rain,Dusk,60,76.8,Y,N,Y,Minor,Y,0,RoadCondition,119
2023-12-20,19:49:16,SEG-22958da38d183f,Y,4,Y,Y,Y,Fog,Dawn,20,111.9,N,Y,N,None,Y,0,Impairment,162
2022-08-21,20:26:25,SEG-eed5b6643eb9ed,N,6,N,Y,Y,Dust,DarkLit,40,14.5,N,Y,N,Minor,Y,0,Distracted,84
2021-05-18,01:52:26,SEG-a4e1a112599aab,Y,7,N,Y,Y,Storm,Dawn,60,123.9,Y,Y,N,None,N,0,PedestrianError,205
2018-12-12,09:25:34,SEG-0a23ecf6ae2af6,N,1,Y,N,N,Dust,Daylight,80,83.7,N,Y,N,None,Y,1,Unknown,94
2025-03-07,02:52:55,SEG-cf186109d409be,Y,3,N,Y,Y,Unknown,Daylight,90,33.0,N,Y,Y,None,Y,0,Speeding,177
2018-07-29,16:54:26,SEG-d4fc58d4c4bac2,N,4,Y,N,Y,Haze,Daylight,20,102.3,Y,N,Y,Minor,N,0,Unknown,135
2022-12-12,07:43:07,SEG-9ffb32fa400801,N,7,Y,Y,Y,Storm,DarkLit,90,106.8,N,N,N,Minor,N,0,Speeding,115
2025-11-15,04:29:19,SEG-dead945cad0616,N,7,Y,N,Y,Dust,Dawn,90,38.0,N,Y,N,Minor,Y,0,Speeding,34
2020-06-08,19:33:47,SEG-925f1dad2ad1e3,N,8,Y,N,Y,Storm,Dusk,50,14.1,N,N,N,None,Y,0,Mechanical,47
2018-12-27,09:01:26,SEG-4e0306ed24fb89,N,2,N,N,Y,Dust,Dusk,60,50.5,N,Y,Y,Minor,Y,0,Mechanical,135
2018-06-21,11:08:53,SEG-58bd3e461f7735,N,2,N,N,N,Storm,DarkUnlit,100,16.9,N,N,N,None,N,0,Impairment,32
2023-07-03,00:11:28,SEG-88346207759a7b,Y,7,N,N,Y,Fog,Dusk,60,59.8,N,N,N,None,N,0,Impairment,150
2022-12-15,23:46:40,SEG-74820896293d37,N,2,Y,N,N,Unknown,DarkLit,50,108.7,Y,Y,Y,Serious,N,0,Unknown,172
2024-06-25,08:55:26,SEG-40a60f27a9a5f6,N,4,N,N,N,Fog,Dawn,80,57.9,Y,N,N,None,N,0,Speeding,126
2024-01-17,19:55:47,SEG-f5447347c6fc84,N,2,N,Y,N,Unknown,DarkUnlit,120,74.0,Y,Y,N,Serious,Y,0,Unknown,62
2023-08-25,04:06:29,SEG-08e997577f7ba6,N,4,N,N,N,Dust,DarkUnlit,90,71.6,Y,Y,Y,None,N,0,RoadCondition,220
2020-11-23,10:33:20,SEG-7476348c2b1115,Y,7,Y,N,N,Haze,DarkLit,120,54.0,Y,Y,N,Minor,Y,0,Mechanical,166
2021-07-13,20:42:59,SEG-5277b42a3a9eab,N,3,N,N,N,Clear,Daylight,70,16.0,Y,N,N,Serious,N,0,Mechanical,113
2024-01-17,15:28:59,SEG-56ca29f126ff00,N,4,Y,N,Y,Fog,DarkLit,40,27.4,N,Y,Y,None,N,0,Distracted,63
2020-12-29,22:24:46,SEG-85f2883922dcf5,N,5,Y,Y,N,Clear,Dawn,50,75.3,N,N,N,Minor,N,0,Weather,69
2020-08-07,05:16:59,SEG-67399d44f34941,N,3,Y,N,Y,Haze,Unknown,20,73.9,N,N,Y,None,N,0,SignalViolation,175
2025-04-28,05:05:46,SEG-a908368ebf2b13,Y,7,N,Y,N,Fog,Daylight,100,29.1,N,N,N,Serious,Y,0,Impairment,152
2024-04-10,07:16:18,SEG-36494298bfe042,N,2,N,Y,Y,Fog,DarkUnlit,80,15.5,Y,N,N,None,N,0,Mechanical,214
2020-11-19,04:43:54,SEG-ba820ba6104a19,N,5,N,Y,Y,Dust,DarkLit,50,48.8,N,Y,N,None,N,0,RoadCondition,93
2024-02-23,07:41:01,SEG-be4c1b6f970b6f,Y,8,N,Y,Y,Storm,Dawn,70,58.4,N,N,Y,Minor,N,0,Speeding,198
2020-02-04,12:07:24,SEG-07b5cd8ad98abe,Y,3,Y,Y,N,Haze,Dawn,30,102.8,Y,N,Y,Minor,N,0,Unknown,71
2018-08-22,09:12:37,SEG-d4d64fd45ed3be,N,5,N,N,Y,Rain,Daylight,90,25.1,Y,Y,Y,Minor,N,0,Weather,18
2023-10-20,09:10:39,SEG-9d1f4107f5b3b7,Y,1,Y,N,Y,Dust,Dusk,20,93.7,N,N,N,Minor,Y,0,Distracted,101
2019-07-24,20:02:39,SEG-6d1564f9722130,N,3,Y,N,N,Haze,DarkLit,80,93.1,Y,N,Y,None,N,0,SignalViolation,220
