health_pharma_reference_year,health_pharma_country_iso2,health_pharma_atc_code,health_pharma_medicine_type_code,health_pharma_authorisation_type_code,health_pharma_price_eur_pack_median,health_pharma_reimbursement_rate_pct,health_pharma_volume_units_sold,health_pharma_generic_share_pct,health_pharma_biosimilar_share_pct,health_pharma_shortage_reports_count,health_pharma_shortage_duration_days_median,health_pharma_htA_decision_code,health_pharma_time_to_market_days_median,health_pharma_parallel_trade_flag,health_pharma_joint_procurement_flag,health_pharma_clinical_trials_count,health_pharma_data_source_ema_flag,health_pharma_revision_round,health_pharma_data_extract_date
2024,RO,C66SA46,OTC,MUTUAL_RECOGNITION,7.07,74.3,30637383,52.55,12.85,396,110.25,CONDITIONAL,509.57,0,0,210,0,SECOND,2025-03-13
2025,AT,D73DN63,VACCINE,DECENTRALISED,22.49,53.87,13572646,12.37,9.2,575,88.04,PENDING,51.31,0,0,543,0,FIRST,2024-07-07
2006,CZ,E80OA80,BIOSIMILAR,CENTRALISED_EMA,126.21,54.83,8733364,19.58,25.98,32,60.35,POSITIVE,440.15,1,0,6,1,FLASH,2025-04-23
2007,DE,F87ZN97,GENERIC,NATIONAL_MA,258.64,39.7,13243175,19.35,13.54,285,188.81,NEGATIVE,130.8,1,0,108,0,BENCHMARK,2025-07-11
2008,LV,G94KA14,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,497.6,35.96,734599,72.59,6.7,89,123.82,NOT_REQUIRED,318.26,0,1,80,0,SECOND,2024-01-04
2009,PL,H01VN31,ORPHAN,DECENTRALISED,29.93,25.24,17986347,38.1,9.22,151,141.59,CONDITIONAL,255.57,1,0,343,0,FIRST,2024-06-29
2010,ES,J08GA48,OTC,CENTRALISED_EMA,136.52,52.36,40469750,10.48,19.08,122,127.37,PENDING,795.38,0,1,30,1,FLASH,2025-10-26
2011,HR,L15RN65,VACCINE,NATIONAL_MA,281.13,63.79,5595007,83.36,4.58,424,28.61,POSITIVE,136.69,1,0,417,0,BENCHMARK,2025-02-01
2012,FI,M22CA82,BIOSIMILAR,MUTUAL_RECOGNITION,50.95,97.61,405379,64.87,18.87,155,90.2,NEGATIVE,727.29,0,0,41,0,SECOND,2026-01-08
2013,IE,N29NN99,GENERIC,DECENTRALISED,232.99,38.05,3500788,23.8,15.84,451,87.91,NOT_REQUIRED,647.98,0,0,183,0,FIRST,2024-12-06
2014,MT,P36YA16,BRANDED_ORIGINATOR,CENTRALISED_EMA,132.01,31.85,21736526,48.87,6.34,128,9.95,CONDITIONAL,57.13,0,0,517,1,FLASH,2025-07-18
2015,SK,R43JN33,ORPHAN,NATIONAL_MA,23.42,69.13,17447271,71.02,14.89,27,28.42,PENDING,416.81,1,0,542,0,BENCHMARK,2026-02-21
2016,BE,S50UA50,OTC,MUTUAL_RECOGNITION,219.47,24.85,38938407,87.77,11.67,314,28.97,POSITIVE,605.11,0,0,209,0,SECOND,2025-03-27
2017,DK,V57FN67,VACCINE,DECENTRALISED,67.14,103.97,1180281,21.08,10.58,195,40.85,NEGATIVE,683.86,0,0,499,0,FIRST,2026-01-31
2018,GR,A64QA84,BIOSIMILAR,CENTRALISED_EMA,256.85,43.97,5983057,51.78,33.03,2,61.09,NOT_REQUIRED,582.05,0,0,263,1,FLASH,2024-08-07
2019,LT,B71BN01,GENERIC,NATIONAL_MA,65.1,77.21,6375510,42.51,9.98,271,52.54,CONDITIONAL,121.87,1,0,284,0,BENCHMARK,2025-07-27
2020,PT,C78MA18,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,335.74,15.91,10281799,23.79,16.36,256,32.39,PENDING,314.25,0,0,419,0,SECOND,2024-12-02
2021,SE,D85XN35,ORPHAN,DECENTRALISED,282.87,18.26,22079417,62.04,6.97,476,188.91,POSITIVE,140.43,0,0,422,0,FIRST,2025-06-22
2022,CY,E92IA52,OTC,CENTRALISED_EMA,122.65,60.07,42249760,58.12,19.75,683,189.6,NEGATIVE,31.46,0,0,71,1,FLASH,2026-02-10
2023,FR,F99TN69,VACCINE,NATIONAL_MA,167.62,42.81,24639941,51.36,10.5,532,98.17,NOT_REQUIRED,774.53,1,0,468,0,BENCHMARK,2024-01-23
2024,IT,G06EA86,BIOSIMILAR,MUTUAL_RECOGNITION,99.43,94.08,15252271,70.84,15.83,24,51.76,CONDITIONAL,132.89,1,0,156,0,SECOND,2025-03-25
2025,NL,H13PN03,GENERIC,DECENTRALISED,181.56,48.73,2215333,81.91,12.52,643,95.3,PENDING,97.54,0,0,44,0,FIRST,2024-01-06
2006,SI,J20AA20,BRANDED_ORIGINATOR,CENTRALISED_EMA,109.1,32.37,6161955,51.42,6.21,419,47.62,POSITIVE,309.59,1,1,527,1,FLASH,2024-02-28
2007,BG,L27LN37,ORPHAN,NATIONAL_MA,271.88,77.98,21065749,79.81,17.85,68,125.96,NEGATIVE,601.03,0,1,187,0,BENCHMARK,2024-12-11
2008,EE,M34WA54,OTC,MUTUAL_RECOGNITION,170.26,88.91,46321220,79.23,5.31,326,40.6,NOT_REQUIRED,489.66,0,0,120,0,SECOND,2024-07-31
2009,HU,N41HN71,VACCINE,DECENTRALISED,60.09,72.65,27016249,53.1,22.44,72,56.68,CONDITIONAL,728.66,0,0,566,0,FIRST,2024-09-15
2010,LU,P48SA88,BIOSIMILAR,CENTRALISED_EMA,265.91,49.27,867534,13.1,43.58,388,88.11,PENDING,466.43,0,0,217,1,FLASH,2026-02-05
2011,RO,R55DN05,GENERIC,NATIONAL_MA,203.02,49.77,17330280,5.05,14.56,384,173.35,POSITIVE,231.22,0,0,189,0,BENCHMARK,2025-11-08
2012,AT,S62OA22,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,478.19,71.98,19880580,28.14,1.08,195,45.86,NEGATIVE,120.83,0,0,594,0,SECOND,2024-03-05
2013,CZ,V69ZN39,ORPHAN,DECENTRALISED,343.26,56.45,8303749,20.73,21.86,216,51.06,NOT_REQUIRED,367.47,0,0,216,0,FIRST,2025-10-27
2014,DE,A76KA56,OTC,CENTRALISED_EMA,68.6,59.12,17224279,8.0,20.35,192,99.34,CONDITIONAL,620.99,1,0,42,1,FLASH,2025-10-23
2015,LV,B83VN73,VACCINE,NATIONAL_MA,124.83,96.23,24032781,86.3,7.74,302,37.63,PENDING,232.36,0,0,632,0,BENCHMARK,2025-05-02
2016,PL,C90GA90,BIOSIMILAR,MUTUAL_RECOGNITION,48.22,53.47,15410045,46.46,40.84,379,105.19,POSITIVE,719.79,0,0,10,0,SECOND,2025-06-23
2017,ES,D97RN07,GENERIC,DECENTRALISED,208.38,26.41,5321489,36.56,11.83,334,33.38,NEGATIVE,689.62,1,0,62,0,FIRST,2025-02-03
2018,HR,E04CA24,BRANDED_ORIGINATOR,CENTRALISED_EMA,11.77,90.19,26694153,55.48,14.49,93,15.38,NOT_REQUIRED,624.11,0,0,606,1,FLASH,2025-08-09
2019,FI,F11NN41,ORPHAN,NATIONAL_MA,34.3,22.98,6530502,24.28,1.2,66,140.12,CONDITIONAL,519.73,1,0,403,0,BENCHMARK,2024-04-07
2020,IE,G18YA58,OTC,MUTUAL_RECOGNITION,124.52,66.4,19348645,7.76,8.62,653,10.59,PENDING,226.38,1,1,28,0,SECOND,2025-12-21
2021,MT,H25JN75,VACCINE,DECENTRALISED,157.42,78.25,11656964,14.43,18.09,701,57.0,POSITIVE,685.19,0,1,333,0,FIRST,2025-08-05
2022,SK,J32UA92,BIOSIMILAR,CENTRALISED_EMA,63.48,92.4,13847449,39.25,46.0,401,3.81,NEGATIVE,843.91,0,0,260,1,FLASH,2026-02-12
2023,BE,L39FN09,GENERIC,NATIONAL_MA,158.0,26.84,27857180,6.73,9.02,732,143.09,NOT_REQUIRED,702.35,0,0,281,0,BENCHMARK,2025-09-26
2024,DK,M46QA26,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,326.42,17.62,21428598,19.72,7.04,139,9.75,CONDITIONAL,79.98,0,0,46,0,SECOND,2025-10-03
2025,GR,N53BN43,ORPHAN,DECENTRALISED,203.1,36.95,24794039,77.75,22.95,6,76.59,PENDING,380.68,0,0,207,0,FIRST,2025-09-12
2006,LT,P60MA60,OTC,CENTRALISED_EMA,186.32,28.4,24532385,61.17,7.78,21,59.51,POSITIVE,937.84,0,0,279,1,FLASH,2025-09-01
2007,PT,R67XN77,VACCINE,NATIONAL_MA,59.92,20.19,17305410,47.14,8.04,193,170.78,NEGATIVE,362.87,1,0,16,0,BENCHMARK,2024-01-04
2008,SE,S74IA94,BIOSIMILAR,MUTUAL_RECOGNITION,19.95,16.91,7257145,83.24,5.93,281,14.22,NOT_REQUIRED,95.08,0,1,190,0,SECOND,2024-05-25
2009,CY,V81TN11,GENERIC,DECENTRALISED,21.78,61.12,13184433,48.64,10.1,280,109.69,CONDITIONAL,115.73,0,0,239,0,FIRST,2024-12-04
2010,FR,A88EA28,BRANDED_ORIGINATOR,CENTRALISED_EMA,96.13,44.93,11484317,39.12,22.08,110,120.71,PENDING,482.88,0,0,391,1,FLASH,2025-02-07
2011,IT,B95PN45,ORPHAN,NATIONAL_MA,108.1,36.9,16670858,17.28,18.81,59,98.78,POSITIVE,349.83,0,0,438,0,BENCHMARK,2024-09-23
2012,NL,C02AA62,OTC,MUTUAL_RECOGNITION,73.44,25.5,32367514,7.05,1.5,112,52.46,NEGATIVE,801.38,1,0,13,0,SECOND,2025-04-28
2013,SI,D09LN79,VACCINE,DECENTRALISED,37.83,98.7,26587559,11.28,9.26,233,101.73,NOT_REQUIRED,561.09,1,0,30,0,FIRST,2025-05-07
2014,BG,E16WA96,BIOSIMILAR,CENTRALISED_EMA,26.2,75.04,9057692,77.06,13.36,264,161.54,CONDITIONAL,805.4,1,0,183,1,FLASH,2025-11-13
2015,EE,F23HN13,GENERIC,NATIONAL_MA,258.37,97.77,1562831,44.87,8.15,23,116.67,PENDING,213.75,0,0,169,0,BENCHMARK,2024-02-06
2016,HU,G30SA30,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,45.94,17.14,924409,61.52,3.74,370,83.97,POSITIVE,352.0,0,0,237,0,SECOND,2025-08-23
2017,LU,H37DN47,ORPHAN,DECENTRALISED,123.76,23.33,18521142,54.14,9.67,52,74.32,NEGATIVE,43.12,0,0,402,0,FIRST,2025-04-13
2018,RO,J44OA64,OTC,CENTRALISED_EMA,87.37,30.69,25712409,14.72,15.68,214,100.72,NOT_REQUIRED,697.11,1,0,176,1,FLASH,2024-01-09
2019,AT,L51ZN81,VACCINE,NATIONAL_MA,80.83,102.5,17408727,46.73,20.42,346,20.51,CONDITIONAL,761.72,0,0,254,0,BENCHMARK,2025-02-14
2020,CZ,M58KA98,BIOSIMILAR,MUTUAL_RECOGNITION,28.7,93.01,17491607,21.29,5.06,294,138.51,PENDING,463.85,0,0,119,0,SECOND,2024-06-04
2021,DE,N65VN15,GENERIC,DECENTRALISED,283.04,51.81,46283161,34.28,21.48,730,51.42,POSITIVE,105.06,1,0,73,0,FIRST,2025-02-05
2022,LV,P72GA32,BRANDED_ORIGINATOR,CENTRALISED_EMA,101.3,66.4,4103789,75.97,0.86,408,39.63,NEGATIVE,751.58,0,0,9,1,FLASH,2025-11-21
2023,PL,R79RN49,ORPHAN,NATIONAL_MA,203.71,19.18,5010038,8.27,22.18,490,133.96,NOT_REQUIRED,314.1,1,0,99,0,BENCHMARK,2024-08-09
2024,ES,S86CA66,OTC,MUTUAL_RECOGNITION,114.42,65.89,34443841,44.64,21.36,566,171.93,CONDITIONAL,112.01,0,0,222,0,SECOND,2024-04-07
2025,HR,V93NN83,VACCINE,DECENTRALISED,295.18,22.95,13501849,14.68,17.75,722,63.02,PENDING,385.72,0,1,608,0,FIRST,2025-01-29
2006,FI,A00YA00,BIOSIMILAR,CENTRALISED_EMA,199.31,38.77,19651869,65.38,8.82,228,86.17,POSITIVE,295.75,0,0,153,1,FLASH,2025-12-30
2007,IE,B07JN17,GENERIC,NATIONAL_MA,3.47,64.54,4386298,57.79,3.14,50,35.04,NEGATIVE,605.46,0,0,212,0,BENCHMARK,2024-06-06
2008,MT,C14UA34,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,251.37,47.61,7215642,16.9,21.47,432,18.07,NOT_REQUIRED,475.25,1,0,67,0,SECOND,2024-07-11
2009,SK,D21FN51,ORPHAN,DECENTRALISED,264.47,22.09,15951064,8.44,8.31,444,174.66,CONDITIONAL,656.36,0,0,186,0,FIRST,2024-11-07
2010,BE,E28QA68,OTC,CENTRALISED_EMA,61.3,42.31,23900491,78.17,20.92,330,174.85,PENDING,340.7,1,0,71,1,FLASH,2024-11-11
2011,DK,F35BN85,VACCINE,NATIONAL_MA,43.61,19.84,22047977,83.65,21.46,143,157.27,POSITIVE,581.79,0,0,377,0,BENCHMARK,2025-02-08
2012,GR,G42MA02,BIOSIMILAR,MUTUAL_RECOGNITION,158.02,52.26,24902321,29.31,37.47,366,154.18,NEGATIVE,192.15,1,0,215,0,SECOND,2026-01-21
2013,LT,H49XN19,GENERIC,DECENTRALISED,216.05,77.62,7003205,14.82,12.82,411,40.24,NOT_REQUIRED,52.99,0,0,252,0,FIRST,2026-01-31
2014,PT,J56IA36,BRANDED_ORIGINATOR,CENTRALISED_EMA,324.19,90.41,25081169,18.47,11.05,381,142.86,CONDITIONAL,657.34,0,0,284,1,FLASH,2024-01-22
2015,SE,L63TN53,ORPHAN,NATIONAL_MA,163.61,54.48,502914,47.06,0.36,232,195.44,PENDING,731.04,0,0,364,0,BENCHMARK,2024-06-29
2016,CY,M70EA70,OTC,MUTUAL_RECOGNITION,164.86,93.03,36522620,35.1,9.6,411,47.56,POSITIVE,163.33,0,1,175,0,SECOND,2024-08-24
2017,FR,N77PN87,VACCINE,DECENTRALISED,124.54,66.44,15952236,78.67,2.57,60,146.99,NEGATIVE,429.85,0,0,636,0,FIRST,2025-12-10
2018,IT,P84AA04,BIOSIMILAR,CENTRALISED_EMA,10.19,47.11,21803254,21.98,12.39,35,108.01,NOT_REQUIRED,1013.01,1,0,48,1,FLASH,2025-10-31
2019,NL,R91LN21,GENERIC,NATIONAL_MA,185.2,49.29,40819469,48.21,10.59,97,129.45,CONDITIONAL,671.88,0,0,180,0,BENCHMARK,2024-04-24
2020,SI,S98WA38,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,52.03,66.5,13457411,78.88,10.0,728,72.36,PENDING,611.35,1,0,160,0,SECOND,2024-06-10
2021,BG,V05HN55,ORPHAN,DECENTRALISED,472.7,38.97,10500730,69.18,19.53,282,99.3,POSITIVE,94.08,1,0,638,0,FIRST,2024-02-25
2022,EE,A12SA72,OTC,CENTRALISED_EMA,199.12,91.76,38569577,29.11,3.29,553,122.83,NEGATIVE,677.35,0,0,269,1,FLASH,2025-10-12
2023,HU,B19DN89,VACCINE,NATIONAL_MA,65.48,62.11,26903077,69.86,20.67,110,126.47,NOT_REQUIRED,369.52,0,1,547,0,BENCHMARK,2024-12-14
2024,LU,C26OA06,BIOSIMILAR,MUTUAL_RECOGNITION,129.73,50.12,22525820,15.37,0.14,191,70.88,CONDITIONAL,66.51,1,0,10,0,SECOND,2025-06-19
2025,RO,D33ZN23,GENERIC,DECENTRALISED,244.1,75.39,44601233,54.28,17.65,694,36.05,PENDING,42.86,0,0,85,0,FIRST,2025-03-16
2006,AT,E40KA40,BRANDED_ORIGINATOR,CENTRALISED_EMA,246.78,64.91,22346743,37.22,22.4,313,60.99,POSITIVE,346.39,0,0,537,1,FLASH,2024-07-25
2007,CZ,F47VN57,ORPHAN,NATIONAL_MA,52.25,45.97,7212279,20.53,19.53,33,95.33,NEGATIVE,775.59,0,0,595,0,BENCHMARK,2025-08-07
2008,DE,G54GA74,OTC,MUTUAL_RECOGNITION,150.87,72.01,38958950,48.4,13.03,134,122.92,NOT_REQUIRED,73.91,0,0,171,0,SECOND,2025-03-22
2009,LV,H61RN91,VACCINE,DECENTRALISED,135.52,44.29,18151516,57.15,21.04,293,21.86,CONDITIONAL,788.24,0,0,487,0,FIRST,2024-07-20
2010,PL,J68CA08,BIOSIMILAR,CENTRALISED_EMA,182.73,90.75,12915122,23.04,14.71,379,85.84,PENDING,946.04,0,0,281,1,FLASH,2025-11-20
2011,ES,L75NN25,GENERIC,NATIONAL_MA,66.9,80.4,32659298,87.05,16.88,88,76.3,POSITIVE,655.53,0,0,267,0,BENCHMARK,2024-12-17
2012,HR,M82YA42,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,405.98,41.18,24270408,75.39,0.73,225,36.7,NEGATIVE,431.51,0,0,405,0,SECOND,2025-02-01
2013,FI,N89JN59,ORPHAN,DECENTRALISED,360.55,25.26,21004164,23.64,11.16,438,55.41,NOT_REQUIRED,108.43,0,0,228,0,FIRST,2024-01-16
2014,IE,P96UA76,OTC,CENTRALISED_EMA,120.48,24.12,41210796,20.52,6.97,446,191.3,CONDITIONAL,528.21,0,0,22,1,FLASH,2024-10-20
2015,MT,R03FN93,VACCINE,NATIONAL_MA,31.98,89.36,7306038,27.01,14.31,73,107.47,PENDING,334.34,0,0,560,0,BENCHMARK,2025-12-16
2016,SK,S10QA10,BIOSIMILAR,MUTUAL_RECOGNITION,80.43,62.72,21856225,62.64,44.08,196,138.56,POSITIVE,519.94,0,0,1,0,SECOND,2025-06-11
2017,BE,V17BN27,GENERIC,DECENTRALISED,187.34,75.76,34333310,16.0,22.74,427,5.56,NEGATIVE,748.45,1,0,207,0,FIRST,2025-12-23
2018,DK,A24MA44,BRANDED_ORIGINATOR,CENTRALISED_EMA,49.22,46.76,26798912,58.34,8.71,49,38.2,NOT_REQUIRED,141.05,0,0,115,1,FLASH,2024-11-08
2019,GR,B31XN61,ORPHAN,NATIONAL_MA,87.56,50.13,16442615,12.71,5.18,57,76.97,CONDITIONAL,485.61,0,0,89,0,BENCHMARK,2025-01-02
2020,LT,C38IA78,OTC,MUTUAL_RECOGNITION,75.05,71.59,8012731,61.75,1.03,213,21.05,PENDING,120.58,1,0,200,0,SECOND,2025-05-06
2021,PT,D45TN95,VACCINE,DECENTRALISED,47.88,47.89,17569856,41.25,9.85,258,100.02,POSITIVE,429.74,0,1,435,0,FIRST,2024-04-06
2022,SE,E52EA12,BIOSIMILAR,CENTRALISED_EMA,92.07,90.05,1324499,69.84,27.78,525,94.81,NEGATIVE,788.71,1,0,22,1,FLASH,2024-01-26
2023,CY,F59PN29,GENERIC,NATIONAL_MA,99.75,93.19,22093235,33.27,0.9,136,41.29,NOT_REQUIRED,586.96,1,0,155,0,BENCHMARK,2025-01-23
2024,FR,G66AA46,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,174.3,47.49,10757081,62.43,18.96,763,109.22,CONDITIONAL,118.66,1,0,120,0,SECOND,2026-01-02
2025,IT,H73LN63,ORPHAN,DECENTRALISED,139.69,82.88,23907711,27.08,18.63,248,51.23,PENDING,688.91,0,0,42,0,FIRST,2026-02-01
2006,NL,J80WA80,OTC,CENTRALISED_EMA,316.83,23.72,29502253,15.39,20.94,109,132.33,POSITIVE,853.0,0,0,63,1,FLASH,2026-02-07
2007,SI,L87HN97,VACCINE,NATIONAL_MA,48.44,28.57,872728,82.76,7.08,64,128.82,NEGATIVE,330.28,0,0,392,0,BENCHMARK,2025-01-14
2008,BG,M94SA14,BIOSIMILAR,MUTUAL_RECOGNITION,16.34,32.7,14689502,8.58,40.39,23,83.39,NOT_REQUIRED,772.58,0,0,269,0,SECOND,2025-06-21
2009,EE,N01DN31,GENERIC,DECENTRALISED,161.62,39.81,12380248,34.29,3.07,297,29.1,CONDITIONAL,683.83,0,0,168,0,FIRST,2025-12-04
2010,HU,P08OA48,BRANDED_ORIGINATOR,CENTRALISED_EMA,436.97,39.07,16448388,64.09,9.85,134,101.88,PENDING,718.58,1,0,60,1,FLASH,2024-10-10
2011,LU,R15ZN65,ORPHAN,NATIONAL_MA,12.52,81.87,9160590,21.41,20.3,176,14.0,POSITIVE,184.28,0,0,4,0,BENCHMARK,2026-02-22
2012,RO,S22KA82,OTC,MUTUAL_RECOGNITION,176.15,72.77,1105418,45.82,22.08,286,103.38,NEGATIVE,469.0,0,0,100,0,SECOND,2025-01-08
2013,AT,V29VN99,VACCINE,DECENTRALISED,100.31,70.66,10430360,48.54,2.81,413,198.99,NOT_REQUIRED,363.41,0,0,507,0,FIRST,2025-06-02
2014,CZ,A36GA16,BIOSIMILAR,CENTRALISED_EMA,205.11,54.67,12069422,73.06,11.28,249,57.5,CONDITIONAL,353.28,0,0,12,1,FLASH,2024-06-27
2015,DE,B43RN33,GENERIC,NATIONAL_MA,212.79,65.09,7611087,12.72,10.21,331,69.47,PENDING,805.68,0,0,38,0,BENCHMARK,2025-11-16
2016,LV,C50CA50,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,237.45,50.93,24473520,16.08,17.15,343,27.11,POSITIVE,34.23,1,0,348,0,SECOND,2024-12-11
2017,PL,D57NN67,ORPHAN,DECENTRALISED,105.93,66.01,16986125,71.49,17.91,68,15.96,NEGATIVE,350.28,0,0,463,0,FIRST,2025-04-26
2018,ES,E64YA84,OTC,CENTRALISED_EMA,144.56,78.9,28757715,82.24,18.39,288,33.71,NOT_REQUIRED,60.29,0,1,156,1,FLASH,2024-06-08
2019,HR,F71JN01,VACCINE,NATIONAL_MA,121.8,100.22,22812926,14.57,16.8,121,178.89,CONDITIONAL,137.26,1,0,634,0,BENCHMARK,2024-05-12
2020,FI,G78UA18,BIOSIMILAR,MUTUAL_RECOGNITION,268.77,37.07,11021866,35.25,0.75,384,193.44,PENDING,425.94,0,0,39,0,SECOND,2025-06-18
2021,IE,H85FN35,GENERIC,DECENTRALISED,305.77,65.95,34800100,66.57,9.71,219,203.14,POSITIVE,195.29,0,0,158,0,FIRST,2025-02-12
2022,MT,J92QA52,BRANDED_ORIGINATOR,CENTRALISED_EMA,63.52,24.74,16596913,13.6,20.28,435,80.27,NEGATIVE,825.45,0,1,172,1,FLASH,2025-05-20
2023,SK,L99BN69,ORPHAN,NATIONAL_MA,245.27,35.51,5285856,60.11,22.67,375,191.32,NOT_REQUIRED,167.25,1,0,409,0,BENCHMARK,2025-02-26
2024,BE,M06MA86,OTC,MUTUAL_RECOGNITION,87.9,29.61,31424655,36.46,11.41,141,120.85,CONDITIONAL,421.06,0,0,214,0,SECOND,2025-05-12
2025,DK,N13XN03,VACCINE,DECENTRALISED,197.42,51.2,5722921,29.08,4.69,397,37.02,PENDING,772.19,1,1,614,0,FIRST,2024-10-16
2006,GR,P20IA20,BIOSIMILAR,CENTRALISED_EMA,153.69,40.89,15400696,47.54,33.7,46,113.96,POSITIVE,118.42,0,0,194,1,FLASH,2025-09-18
2007,LT,R27TN37,GENERIC,NATIONAL_MA,160.59,34.99,47021105,54.75,11.93,236,48.89,NEGATIVE,794.15,1,1,130,0,BENCHMARK,2025-01-09
2008,PT,S34EA54,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,51.22,32.69,16826189,69.8,16.68,100,81.78,NOT_REQUIRED,166.97,0,0,586,0,SECOND,2025-04-22
2009,SE,V41PN71,ORPHAN,DECENTRALISED,172.04,40.21,3588641,40.32,0.24,69,56.09,CONDITIONAL,393.95,1,0,643,0,FIRST,2026-02-15
2010,CY,A48AA88,OTC,CENTRALISED_EMA,87.76,26.84,23919282,58.58,4.68,364,23.67,PENDING,693.22,0,0,61,1,FLASH,2025-09-29
2011,FR,B55LN05,VACCINE,NATIONAL_MA,206.57,34.23,15146359,65.02,13.17,328,41.62,POSITIVE,611.3,0,0,165,0,BENCHMARK,2024-02-03
2012,IT,C62WA22,BIOSIMILAR,MUTUAL_RECOGNITION,150.4,17.0,19504422,60.59,38.79,434,30.48,NEGATIVE,318.97,0,0,210,0,SECOND,2024-06-06
2013,NL,D69HN39,GENERIC,DECENTRALISED,114.26,102.41,13948013,65.25,21.3,42,96.13,NOT_REQUIRED,510.08,0,0,3,0,FIRST,2026-02-12
2014,SI,E76SA56,BRANDED_ORIGINATOR,CENTRALISED_EMA,100.23,85.28,18727211,5.68,22.89,374,71.79,CONDITIONAL,912.01,0,0,447,1,FLASH,2024-07-20
2015,BG,F83DN73,ORPHAN,NATIONAL_MA,171.95,20.49,23091602,59.03,2.27,274,59.08,PENDING,260.2,0,0,591,0,BENCHMARK,2024-02-04
2016,EE,G90OA90,OTC,MUTUAL_RECOGNITION,30.28,25.3,15646592,61.62,6.66,297,184.22,POSITIVE,563.95,0,0,138,0,SECOND,2024-10-07
2017,HU,H97ZN07,VACCINE,DECENTRALISED,124.3,96.58,26325552,58.63,17.14,92,45.87,NEGATIVE,372.28,0,0,100,0,FIRST,2024-08-29
2018,LU,J04KA24,BIOSIMILAR,CENTRALISED_EMA,36.24,62.36,4315137,82.39,14.54,245,144.17,NOT_REQUIRED,77.11,0,0,169,1,FLASH,2025-01-06
2019,RO,L11VN41,GENERIC,NATIONAL_MA,139.42,46.65,43706268,80.51,22.64,371,182.73,CONDITIONAL,720.19,0,0,93,0,BENCHMARK,2026-01-17
2020,AT,M18GA58,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,337.13,74.54,21276172,8.39,13.37,666,123.3,PENDING,473.69,1,0,203,0,SECOND,2025-01-21
2021,CZ,N25RN75,ORPHAN,DECENTRALISED,166.42,16.44,12077986,29.23,20.44,164,96.28,POSITIVE,750.94,0,1,101,0,FIRST,2024-02-01
2022,DE,P32CA92,OTC,CENTRALISED_EMA,6.3,92.49,13284073,45.37,2.86,147,148.26,NEGATIVE,262.94,0,0,120,1,FLASH,2024-03-04
2023,LV,R39NN09,VACCINE,NATIONAL_MA,287.42,20.6,9202190,14.06,2.78,123,35.44,NOT_REQUIRED,260.51,0,0,21,0,BENCHMARK,2025-10-17
2024,PL,S46YA26,BIOSIMILAR,MUTUAL_RECOGNITION,306.61,43.42,25999550,47.85,43.31,664,88.59,CONDITIONAL,635.6,0,0,74,0,SECOND,2025-07-21
2025,ES,V53JN43,GENERIC,DECENTRALISED,33.91,75.36,31495764,84.23,13.27,271,22.57,PENDING,426.84,0,0,170,0,FIRST,2024-04-17
2006,HR,A60UA60,BRANDED_ORIGINATOR,CENTRALISED_EMA,233.96,89.59,19817712,27.93,6.57,354,142.79,POSITIVE,286.12,0,0,317,1,FLASH,2024-05-19
2007,FI,B67FN77,ORPHAN,NATIONAL_MA,155.71,80.07,21932265,86.84,11.24,262,117.35,NEGATIVE,91.57,0,0,316,0,BENCHMARK,2024-07-28
2008,IE,C74QA94,OTC,MUTUAL_RECOGNITION,173.1,27.85,12648627,29.0,16.4,342,158.05,NOT_REQUIRED,393.2,0,1,59,0,SECOND,2024-04-28
2009,MT,D81BN11,VACCINE,DECENTRALISED,20.07,77.61,12820396,70.15,8.61,137,146.25,CONDITIONAL,524.03,0,0,500,0,FIRST,2024-06-05
2010,SK,E88MA28,BIOSIMILAR,CENTRALISED_EMA,282.85,73.07,27094371,50.26,24.0,108,34.57,PENDING,648.51,0,0,218,1,FLASH,2024-03-09
2011,BE,F95XN45,GENERIC,NATIONAL_MA,46.58,59.95,17910591,47.55,21.42,186,170.64,POSITIVE,387.32,0,0,171,0,BENCHMARK,2024-06-06
2012,DK,G02IA62,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,125.54,49.51,2901604,37.97,7.69,300,63.31,NEGATIVE,438.72,1,0,536,0,SECOND,2024-12-22
2013,GR,H09TN79,ORPHAN,DECENTRALISED,54.76,60.71,26224118,25.72,14.94,102,44.47,NOT_REQUIRED,466.8,0,0,315,0,FIRST,2025-11-28
2014,LT,J16EA96,OTC,CENTRALISED_EMA,173.38,22.25,6746362,70.59,21.26,345,155.64,CONDITIONAL,645.23,0,0,141,1,FLASH,2025-07-05
