biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_inr,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2023-11,INBZA,671497,import,621610882.42,119634.39,USA,air,0,104.79,124.25,6.75,7.02,0,32.86,88.39,0.994,0,0,v2025_12
2019-01,INIZM,588623,export,322808152.48,2812.29,MYS,rail,0,95.69,22.42,5.23,0.0,0,34.34,49.18,1.416,0,0,v2025_06
2019-04,INNSL,772853,export,69956138.21,1457.45,KOR,rail,1,91.37,40.66,18.69,9.7,0,23.29,65.7,1.016,0,0,v2025_06
2021-03,INBRO,505218,reexport,321181887.06,40867.94,ZAF,air,0,96.22,14.34,8.4,15.71,0,1.99,81.14,0.905,0,0,v2025_12
2018-04,INSBP,201928,reexport,263966553.07,76133.61,DEU,sea,1,153.8,88.94,4.76,15.32,0,20.24,56.88,1.272,0,0,v2026_02
2022-09,INUVD,548123,export,108125292.34,13311.59,CHN,road,1,141.61,14.5,8.77,3.07,0,38.64,55.78,1.086,0,0,v2025_12
2026-04,INXXP,860207,reexport,3272791377.7,7668.57,VNM,sea,0,152.16,59.2,10.4,13.63,0,44.59,47.89,1.165,0,0,v2025_12
2026-07,INHIQ,127091,import,651027931.06,26013.31,JPN,air,1,125.85,33.68,17.11,16.63,0,36.1,38.88,0.654,0,0,v2024_12
2023-01,INDOB,266865,import,568932353.26,29826.05,BGD,sea,1,90.06,12.88,2.88,6.77,0,30.03,31.18,0.842,0,0,v2024_12
2018-09,INKUO,216672,export,242589097.58,6798.88,MYS,air,1,130.47,54.84,8.04,3.84,0,50.02,69.87,1.035,0,0,v2025_06
2018-09,INEPK,403604,import,107167030.83,26865.16,BGD,sea,1,99.95,58.9,21.84,14.92,0,25.73,66.27,0.81,0,0,v2025_06
2020-12,INTUB,730357,import,25241305.53,26976.66,ARE,air,1,81.89,76.61,9.61,12.12,0,29.83,100.0,1.238,0,0,v2024_12
2020-07,INNTC,188264,export,453033499.05,4683.42,FRA,sea,0,153.57,19.74,8.86,12.67,0,35.36,58.78,1.006,0,0,v2025_12
2023-05,INVGA,973342,reexport,256873883.49,6488.73,SGP,rail,1,135.2,39.24,9.3,12.02,0,57.39,44.05,1.027,0,0,v2026_02
2022-09,INIQW,453844,reexport,99519729.51,23979.09,IDN,rail,1,168.3,58.39,0.0,12.52,0,66.5,63.11,0.823,0,1,v2025_12
2023-05,INWZD,558221,import,1582209395.42,35506.83,ARE,sea,0,141.17,8.64,12.04,15.32,0,34.34,61.75,1.17,0,0,v2025_12
2021-09,INDRD,612322,export,260386561.06,8387.2,THA,sea,1,112.9,20.92,11.88,12.75,0,11.33,22.16,0.828,0,0,v2026_02
2023-12,INKOH,493385,export,628519541.8,43824.33,FRA,air,0,61.69,68.13,2.76,11.18,0,20.67,65.9,0.974,0,0,v2024_12
2025-12,INMYL,116751,import,270537148.35,435202.99,RUS,air,1,80.15,37.68,2.61,6.88,0,26.61,61.22,1.162,0,1,v2026_02
2022-05,INQWO,598173,export,201065737.15,3705.95,BGD,rail,1,114.68,16.68,10.99,0.0,0,35.62,37.13,0.888,0,0,v2025_06
2024-09,INJXP,207303,export,614251878.46,21514.11,VNM,road,1,129.48,79.06,14.14,23.82,1,51.57,77.08,0.905,0,0,v2026_02
2023-08,INJYL,230869,reexport,82884667.88,43919.97,RUS,road,1,109.11,240.0,9.18,3.8,0,67.18,38.88,1.37,0,0,v2026_02
2018-02,INKPX,818160,reexport,2404249605.43,45031.6,FRA,sea,1,175.25,40.67,0.0,9.62,0,5.8,72.75,1.185,0,0,v2026_02
2021-11,INIHV,971623,reexport,721683252.48,3792.66,SGP,air,1,131.3,51.73,0.0,20.36,0,48.62,46.58,1.213,0,0,v2025_12
2025-05,INDAB,140802,reexport,2101291353.18,6780.9,DEU,sea,1,129.79,34.36,9.42,0.2,0,40.45,44.14,0.969,0,0,v2025_06
2019-09,INCAM,925180,reexport,28408963.82,1817.27,ZAF,air,0,110.25,35.32,13.74,18.48,0,1.79,45.15,1.537,0,0,v2025_06
2021-01,INNKZ,518758,import,1737339380.45,33435.01,JPN,air,1,157.03,41.39,12.61,0.0,0,5.68,56.5,0.818,0,0,v2024_12
2021-08,INFRH,932748,export,28537150.65,80540.39,CHN,sea,1,204.35,82.47,1.79,14.34,0,35.19,63.41,0.992,0,0,v2025_12
2019-10,INNGM,410903,import,359103868.27,20367.71,NPL,road,1,191.64,81.07,5.23,20.4,0,66.7,43.48,0.718,1,0,v2025_06
2022-05,INIVC,675128,import,667638803.29,251621.38,FRA,rail,1,86.64,31.14,9.62,7.11,0,13.87,72.82,0.927,0,0,v2024_12
2019-12,INSRJ,345033,import,254589437.88,88328.41,IDN,rail,1,156.57,30.3,0.0,6.22,0,65.11,28.24,0.88,0,0,v2025_06
2018-04,INCOK,621323,export,106286852.23,19215.13,MYS,road,1,132.75,50.45,7.49,12.14,0,55.9,81.39,0.937,0,0,v2024_12
2019-11,INKVY,261490,reexport,65963539.06,31818.49,DEU,air,1,107.34,38.92,11.03,11.39,0,55.5,56.51,1.033,1,0,v2024_12
2022-04,INBWJ,658931,reexport,46053698.15,4015.97,THA,sea,1,114.97,14.35,5.24,5.75,0,43.96,75.68,0.977,0,0,v2024_12
2021-06,INDJL,474815,import,228848365.25,5850.24,ZAF,rail,1,134.78,23.03,11.26,5.31,0,54.6,72.17,1.064,1,0,v2026_02
2024-07,INHFF,950786,import,129665365.54,32257.55,DEU,sea,0,61.86,51.76,15.73,6.29,1,70.41,65.89,1.365,0,0,v2024_12
2020-08,INNGO,556035,import,122686604.75,2874.26,SAU,air,0,114.02,47.61,7.49,14.06,0,48.91,39.38,1.085,0,0,v2025_06
2023-04,INLCG,656404,reexport,11525269.14,6995.82,AUS,air,1,207.14,64.41,6.72,1.64,1,26.58,68.97,0.957,0,0,v2026_02
2026-05,INJDI,788263,import,157863621.08,996.2,ARE,sea,1,147.4,49.68,0.0,11.08,0,32.27,60.16,1.007,0,0,v2025_12
2022-04,INPBX,102874,reexport,327277386.77,94147.38,USA,road,0,134.53,50.96,0.11,17.73,0,16.73,62.19,1.036,0,0,v2025_06
2025-10,INCHW,539264,export,499937600.62,18590.85,KOR,air,1,107.36,13.16,21.72,14.42,0,26.09,60.04,0.651,0,0,v2024_12
2024-01,INOQB,260665,export,1171307163.84,11085.6,THA,air,1,110.37,20.89,3.03,5.15,0,30.75,51.9,1.122,0,0,v2026_02
2025-02,INUED,837419,reexport,355260632.35,5378.34,DEU,sea,0,83.22,54.4,17.27,9.23,0,52.77,61.17,1.201,1,0,v2024_12
2026-05,INRCF,981814,export,240851528.09,132254.76,RUS,rail,0,103.96,37.32,0.0,8.47,0,18.28,41.29,1.123,0,0,v2025_06
2021-07,INMFY,616013,export,164505960.51,1973.64,ZAF,air,1,140.86,14.1,0.0,6.28,0,60.46,67.17,0.816,0,0,v2025_06
2022-12,INGZM,343961,import,91075294.25,40385.75,THA,air,1,61.02,82.96,12.86,17.09,0,54.52,57.0,1.119,0,0,v2026_02
2021-11,INQCG,153471,reexport,523056230.71,93151.8,JPN,air,1,80.46,29.63,13.22,12.72,0,42.04,30.72,0.712,0,1,v2026_02
2019-03,INUGF,169381,export,140370444.47,8592.06,CHN,road,1,57.59,35.15,5.73,2.81,0,24.04,69.07,1.152,0,1,v2024_12
2025-06,INTSV,628465,reexport,592519842.23,19425.58,THA,rail,0,168.07,45.07,11.34,11.51,0,55.91,73.93,0.795,0,0,v2025_06
2021-02,INCMU,728365,export,1035096151.61,13188.33,BRA,sea,0,173.82,108.61,11.85,8.02,0,3.78,76.04,1.003,0,1,v2025_06
2025-02,INITT,300426,export,87862419.34,39271.1,THA,road,1,158.33,34.4,2.56,11.9,0,39.32,33.37,0.998,0,0,v2024_12
2024-04,INXIH,443707,import,1275359321.28,47851.41,CHN,air,0,139.36,80.66,7.63,33.17,0,15.51,68.78,1.136,0,1,v2025_06
2024-02,INRQR,430642,reexport,78409671.69,7707.33,VNM,air,0,51.29,10.76,1.21,7.2,0,53.55,50.65,1.226,0,0,v2025_06
2022-04,INEKT,743684,import,118093885.91,10515.23,NPL,air,0,93.64,16.4,13.25,6.65,0,31.5,53.27,0.992,0,0,v2024_12
2025-12,INMZU,265683,reexport,303587348.55,56604.08,THA,air,1,241.0,8.17,5.33,6.17,0,38.82,54.49,0.874,0,0,v2025_12
2018-09,INMMI,734389,import,94758450.9,18310.53,BRA,sea,0,94.79,14.01,1.08,7.49,0,58.05,76.15,0.863,0,0,v2026_02
2018-07,INRHE,445696,export,37067916.42,72781.9,IND,rail,0,58.41,23.52,26.16,5.98,0,18.95,60.18,1.266,0,0,v2026_02
2021-10,INPKX,258050,export,415402386.19,40961.6,RUS,sea,1,136.83,145.84,11.69,5.08,0,41.45,41.48,0.94,0,0,v2024_12
2019-01,INJVJ,399801,export,640670732.17,16456.71,BGD,road,1,118.28,27.17,9.63,19.34,0,38.9,96.16,0.802,0,1,v2025_06
2026-08,INZNL,761182,import,1482292060.56,29820.28,BGD,sea,1,128.96,30.74,10.13,17.78,0,38.32,39.59,1.304,0,0,v2025_12
2025-10,INXWP,287452,import,91671756.09,48702.46,CHN,air,1,138.62,21.79,10.94,11.18,1,31.25,38.82,0.797,0,0,v2026_02
2021-12,INYDA,145723,reexport,401353502.42,67004.87,BRA,rail,1,94.1,51.43,12.19,14.73,0,76.19,53.39,0.818,0,0,v2024_12
2020-09,INSAW,883875,export,898913860.62,14485.0,VNM,sea,0,187.22,42.27,12.81,10.4,0,72.1,63.8,1.394,1,0,v2025_12
2020-04,INLOQ,335980,reexport,248974882.21,59840.32,ZAF,air,1,109.74,15.66,14.67,23.34,0,80.66,32.05,0.896,0,1,v2025_12
2023-04,INHDP,848700,export,381400371.98,11074.89,IDN,air,0,154.7,70.4,5.49,12.58,0,19.03,59.25,0.833,0,1,v2024_12
2021-07,INMVI,143263,reexport,183146660.48,187485.26,SGP,rail,1,142.55,42.9,12.48,10.78,0,57.64,72.53,0.978,0,0,v2026_02
2019-06,INLFV,275201,export,189358616.16,44363.1,RUS,rail,1,105.59,66.62,14.47,3.1,0,35.23,68.66,0.876,0,0,v2025_06
2018-02,INRGP,871321,reexport,176247767.23,13316.15,SAU,sea,1,157.61,38.0,12.26,12.27,0,30.99,38.21,0.885,0,0,v2025_06
2023-11,INRTE,782925,export,577491047.57,11927.16,BRA,air,1,130.53,25.27,6.3,11.11,0,26.11,24.82,1.004,0,0,v2025_12
2024-06,INCCT,405617,reexport,876648296.24,393550.43,VNM,air,0,177.38,56.06,8.43,18.27,0,43.33,67.62,0.968,0,0,v2025_12
2025-05,INJNZ,660667,export,136174260.47,11930.18,KOR,road,1,148.04,28.81,25.3,15.4,0,27.31,6.85,1.157,1,0,v2026_02
2026-08,INPLW,379911,reexport,59741649.37,49548.2,BGD,sea,1,158.46,19.3,0.0,10.89,0,40.68,30.13,0.97,0,0,v2026_02
2018-01,INBCN,465553,reexport,532148670.34,20763.14,FRA,air,1,175.69,36.81,14.75,2.04,0,6.29,39.67,0.739,0,0,v2024_12
2021-03,INPJV,407869,export,90929143.04,6718.71,GBR,rail,1,134.58,26.83,8.83,0.0,0,37.91,96.32,0.969,0,0,v2025_06
2020-07,INWQP,832726,reexport,714648609.49,266694.22,ZAF,rail,1,50.0,49.07,16.38,4.85,0,9.32,65.51,1.027,0,0,v2025_12
2023-04,INHUV,110924,import,128066867.09,14678.2,BRA,rail,1,134.49,17.62,2.0,23.91,0,32.49,57.5,0.996,0,0,v2026_02
2023-06,INTYB,197172,import,305544783.35,126939.79,THA,sea,1,112.31,46.74,7.1,8.2,0,38.27,81.09,0.91,0,1,v2026_02
2023-08,INDDN,216960,export,151531193.67,25484.56,IDN,road,1,130.12,39.66,4.03,30.87,0,52.73,47.31,0.986,0,0,v2025_12
2024-04,INTNS,908927,reexport,125337243.42,49316.9,NPL,road,1,132.44,37.35,9.73,0.0,0,15.83,67.71,1.241,0,0,v2026_02
2022-09,INTMT,671677,export,53404711.08,9183.99,CHN,air,1,133.77,80.88,5.34,11.23,0,25.75,26.43,0.883,0,0,v2025_12
2023-12,INOPY,544718,import,1536837840.63,20269.41,ZAF,rail,1,138.31,24.71,9.36,9.54,0,40.86,47.4,1.063,0,0,v2025_06
2023-11,INIUV,627489,export,105091024.64,6502.61,BRA,road,1,172.76,9.77,5.79,9.65,0,59.34,63.69,1.302,0,0,v2025_06
2018-12,INDZY,177903,export,485908791.77,35451.13,MYS,sea,1,90.97,14.32,11.26,21.41,0,52.11,42.09,0.678,0,0,v2026_02
2019-09,INMOG,199200,export,1567096661.4,10027.93,MYS,sea,1,154.17,17.58,8.22,10.05,0,36.44,37.18,0.769,0,0,v2025_12
2018-08,INMLV,912092,export,66391748.12,50228.08,AUS,sea,1,50.0,46.35,6.15,0.33,0,35.9,71.05,1.212,0,0,v2025_06
2019-08,INJID,820222,reexport,204416766.67,76818.21,BGD,rail,1,142.6,21.36,1.52,5.25,0,44.69,74.61,0.921,0,0,v2024_12
2026-01,INLRO,177533,export,71862204.99,89552.72,DEU,sea,1,160.35,14.86,3.09,3.7,0,38.36,65.87,0.892,0,0,v2024_12
2024-04,INPUH,623610,import,469735630.23,82363.36,RUS,air,1,160.51,26.77,17.87,9.9,0,36.03,64.52,0.955,0,0,v2026_02
2025-07,INPCR,527662,import,1008138337.61,33347.06,RUS,rail,0,126.98,57.37,12.3,17.33,0,55.73,63.12,1.179,0,0,v2025_12
2021-05,INGKS,419760,reexport,296974099.32,7617.97,NPL,sea,0,151.54,46.91,15.75,15.79,1,44.79,54.51,0.77,1,0,v2024_12
2025-07,INGFG,688117,reexport,469856646.4,12944.43,DEU,road,0,147.75,52.97,8.04,10.83,0,46.41,42.59,1.099,0,0,v2025_12
2024-05,INDBK,806974,export,131136455.84,21734.79,VNM,sea,1,81.84,17.55,3.54,6.64,0,67.73,52.02,1.077,0,0,v2025_06
2019-12,INBBT,539036,import,1882934193.57,10827.33,THA,air,1,124.89,25.43,12.66,7.75,0,40.86,30.84,0.869,0,0,v2024_12
2018-05,INOPE,970957,export,96366267.13,7671.61,IDN,road,0,109.02,24.04,8.8,0.0,0,41.02,73.16,0.988,0,0,v2025_06
2020-05,INZWX,951278,reexport,562654296.19,46591.88,NPL,rail,1,155.8,34.51,3.94,12.81,0,30.55,39.17,0.836,0,0,v2025_12
2024-06,INOSL,155063,reexport,139230122.15,36716.95,ARE,road,1,141.27,74.17,5.84,15.36,0,44.1,47.58,0.968,0,0,v2026_02
2019-07,INDPL,132584,import,578810087.37,51249.43,IND,air,1,125.04,42.83,21.44,7.01,0,79.31,26.27,0.911,0,0,v2026_02
2024-03,INCJQ,670273,export,128598761.78,482525.57,IND,sea,1,96.55,35.97,6.5,5.59,1,51.8,61.71,1.042,0,0,v2024_12
2020-06,INGZY,392200,import,131141375.21,15810.67,USA,road,1,112.65,134.4,7.54,5.24,0,55.16,50.01,1.014,0,0,v2026_02
2019-09,INKET,972442,reexport,74067187.68,49399.69,RUS,sea,1,130.58,30.67,7.08,0.0,0,54.83,43.69,0.953,0,0,v2025_12
2021-08,INKBC,314849,reexport,526131433.21,179998.66,JPN,sea,0,126.8,79.24,10.25,13.08,0,13.98,77.17,1.196,0,0,v2025_12
2021-02,INCDY,881080,export,341472518.13,107990.84,FRA,sea,1,163.42,22.69,0.0,20.06,0,33.03,55.12,1.051,0,0,v2025_12
2026-10,INKDD,191567,reexport,172773300.25,28188.27,JPN,rail,1,124.84,13.7,5.28,7.35,0,39.12,55.75,0.834,0,0,v2025_12
2018-12,INYSG,681236,export,1255695849.71,41810.32,BRA,sea,0,140.08,16.23,17.5,12.6,1,0.0,68.55,0.787,0,0,v2026_02
2021-05,INBEH,853519,reexport,248119051.75,15303.29,IND,sea,0,82.11,16.1,9.12,1.69,0,30.06,58.18,1.146,1,0,v2026_02
2021-02,INPKF,319824,import,314559014.13,53562.99,ZAF,sea,1,152.29,24.94,7.21,0.0,0,27.27,94.39,0.876,0,0,v2024_12
2020-03,INGVJ,804674,import,32785563.1,8115.92,BGD,air,0,164.16,26.66,0.0,1.91,0,42.12,70.42,1.046,0,0,v2026_02
2020-09,INOAL,142171,export,419215906.58,58172.16,ARE,sea,1,115.35,28.65,3.61,9.51,0,38.43,42.57,0.911,0,0,v2025_06
2022-04,INJJG,531729,export,1681069536.74,134424.42,FRA,road,0,80.5,21.75,7.6,8.59,0,36.06,33.15,1.199,0,0,v2025_12
2026-12,INTCR,131091,import,359401623.81,76182.15,NPL,sea,0,164.03,37.11,7.76,15.31,1,11.2,53.12,1.093,0,0,v2026_02
2019-05,INARG,594317,export,116086961.02,24819.63,GBR,road,0,153.26,13.43,21.57,19.32,0,31.27,63.31,1.023,0,1,v2026_02
2024-05,INZHS,563565,reexport,1414371104.51,30274.99,RUS,road,0,120.35,68.56,0.0,2.47,0,25.02,77.1,0.661,0,0,v2025_06
2025-04,INFUM,791583,export,575201574.48,20480.24,USA,rail,1,123.17,52.91,18.09,10.69,0,28.98,52.13,0.907,0,0,v2025_06
2019-09,INHZH,265877,import,276581090.44,110182.0,ARE,road,1,125.01,17.18,8.2,2.26,0,40.1,66.23,1.101,0,0,v2025_12
2025-12,INXJJ,353806,reexport,85650951.32,16034.25,NPL,rail,1,97.22,26.21,2.15,2.96,0,44.19,58.98,1.194,0,0,v2026_02
2023-07,INVNF,609896,import,86164399.51,65448.05,AUS,rail,1,69.19,8.62,0.7,20.88,0,68.55,65.58,0.99,0,0,v2025_06
2023-04,INIIU,884758,import,2006959673.36,40325.84,DEU,sea,0,119.41,62.02,0.0,0.0,0,47.08,67.87,1.093,1,0,v2024_12
2026-08,INNTG,968526,export,177564717.4,32182.23,KOR,air,1,103.8,68.85,4.59,0.0,0,0.0,49.68,1.087,0,0,v2025_12
2022-07,INAIY,489718,export,500736142.49,18258.62,IND,road,0,109.77,20.28,20.08,1.66,0,22.53,18.92,0.686,0,0,v2026_02
2020-01,INIRQ,286990,export,286188475.77,20964.89,IDN,rail,1,114.37,16.39,0.0,15.97,0,38.66,50.69,0.941,0,0,v2025_12
2022-08,INTYW,713488,reexport,251041260.89,26996.13,FRA,road,1,102.44,66.74,7.59,24.37,0,30.37,58.94,0.976,0,0,v2025_12
2025-01,INUOR,149807,reexport,340231377.57,87771.12,KOR,rail,1,168.28,24.65,25.45,3.43,1,67.65,70.28,0.998,0,0,v2025_12
2020-11,INWCZ,503561,import,307363526.16,14981.1,ARE,air,1,102.58,63.15,1.67,2.3,0,49.24,54.58,1.284,0,0,v2025_06
2026-11,INUUD,524640,export,1795178204.86,16112.84,IND,rail,1,167.73,20.02,11.85,8.36,0,51.99,44.59,1.158,0,0,v2024_12
2021-03,INKPG,647378,import,869309298.85,20514.8,FRA,road,0,87.02,70.93,14.01,10.84,0,39.85,76.63,0.864,0,0,v2025_12
2024-07,INAOO,910840,import,663578202.72,75628.58,ARE,air,1,189.88,25.54,4.68,0.0,1,0.0,52.93,0.925,0,0,v2024_12
2018-03,INYHS,894504,import,686091404.06,107846.83,KOR,rail,0,151.44,44.0,11.02,12.74,0,16.14,50.46,0.948,0,0,v2025_06
2023-09,INMSV,798500,reexport,623963017.6,47483.47,DEU,sea,1,127.63,13.3,16.64,6.17,0,28.9,77.96,0.936,0,0,v2024_12
2018-05,INSKV,622402,reexport,938874378.58,32226.26,IDN,air,1,140.52,28.58,10.31,17.28,0,66.36,54.37,0.886,0,0,v2025_06
2022-09,INCZE,614351,reexport,160283104.83,174250.9,BRA,rail,1,137.02,63.26,11.72,0.0,0,41.22,53.7,1.071,1,0,v2025_06
2026-09,INPMF,191407,export,104437804.18,87902.51,GBR,air,1,142.7,20.88,6.36,9.58,0,44.18,66.35,0.816,0,0,v2025_12
2024-07,INDDR,341917,reexport,77551801.49,66035.03,AUS,road,1,78.62,15.88,0.0,8.36,0,64.55,50.28,0.996,0,0,v2025_12
2026-01,INTCF,863749,import,82619889.66,29969.84,DEU,road,1,106.86,55.56,11.61,3.88,0,15.42,57.37,0.708,0,0,v2025_06
2020-03,INXBM,380377,reexport,178335739.46,3542.44,SAU,air,1,110.1,13.64,8.25,3.25,0,28.26,52.64,1.056,0,0,v2025_12
2026-10,INGDK,741269,import,263596429.47,23881.97,RUS,sea,0,114.09,32.54,1.54,2.61,0,10.67,89.81,1.066,0,0,v2025_12
2026-12,INFHD,159925,export,870785720.9,37973.93,SAU,sea,1,140.01,22.77,10.39,9.4,0,56.0,76.56,1.436,0,0,v2026_02
2021-11,INJXA,327221,import,346611914.3,47981.11,USA,road,0,134.02,18.15,0.0,14.28,0,30.44,50.91,0.971,0,0,v2024_12
2020-11,INPDU,660980,reexport,107121503.1,33195.61,BGD,sea,1,212.91,26.89,13.47,15.53,0,51.0,43.27,0.969,0,0,v2025_12
2020-12,INVTI,838877,export,1139252768.95,894387.72,NPL,sea,1,173.92,56.24,13.66,0.0,0,45.41,56.87,0.693,0,0,v2025_12
2018-08,INMZK,657998,export,65195346.2,25526.52,BRA,road,1,148.85,111.74,6.79,8.6,0,43.35,48.83,0.95,0,0,v2025_12
2020-12,INJTU,741967,export,811147355.74,34754.86,KOR,road,1,120.26,32.39,20.5,0.0,0,32.65,35.27,0.99,0,0,v2025_06
2025-05,INWCZ,202433,export,38904419.77,13324.76,SGP,road,0,168.78,23.04,7.65,15.75,0,18.16,29.08,1.087,0,0,v2026_02
2019-05,INUHP,429727,reexport,379005216.67,46466.57,FRA,sea,1,90.0,97.67,6.11,7.46,0,36.12,87.97,0.904,0,1,v2026_02
2023-01,INBWS,835808,import,314394411.12,114838.17,SAU,road,0,169.78,63.61,14.53,13.55,0,29.0,42.53,0.92,0,0,v2026_02
2022-08,INWHU,603721,import,702798365.04,58498.22,GBR,road,0,84.96,59.9,0.0,21.58,0,6.32,58.86,0.911,0,0,v2025_06
2025-01,INDVJ,148026,import,145014298.18,14605.21,AUS,air,0,120.77,10.01,0.0,10.93,0,11.16,53.76,0.866,0,0,v2026_02
2020-08,INCFR,532099,reexport,230063034.84,58662.39,THA,sea,1,179.52,34.07,16.08,3.23,0,61.84,59.26,1.07,0,1,v2025_06
2025-07,INYIB,355228,import,2259057260.15,53718.12,ARE,air,1,164.12,193.36,2.73,8.88,0,72.04,69.98,1.293,0,0,v2026_02
2023-06,INYPL,884700,import,149695571.89,265690.75,CHN,air,1,93.12,35.48,10.83,14.12,0,66.25,36.22,1.276,0,0,v2025_06
2020-12,INPLJ,216982,reexport,452962758.3,26853.1,VNM,air,1,134.72,13.49,7.67,0.0,0,8.69,60.34,0.859,0,1,v2026_02
2022-02,INCPS,199387,import,321072913.8,121856.4,VNM,rail,0,81.06,21.3,16.65,17.95,0,20.65,55.02,0.887,1,1,v2025_06
2020-12,INHYD,470686,reexport,182962476.04,28150.76,CHN,road,0,148.53,21.33,1.26,15.1,0,58.28,38.56,0.744,0,1,v2025_06
2019-01,INAVO,341938,export,137491449.84,5227.26,THA,rail,0,154.64,24.38,9.49,5.98,0,85.43,43.45,0.896,0,0,v2025_06
2019-01,INXON,919871,import,214430970.56,73650.93,FRA,rail,0,151.44,29.64,9.79,16.72,0,16.05,89.84,1.033,0,0,v2025_06
2021-12,INZMO,180788,export,160999199.45,6420.14,CHN,road,1,132.83,13.38,10.81,3.36,0,13.46,51.11,1.037,0,0,v2025_06
2024-08,INSMY,458232,import,1572623177.28,32070.62,BRA,road,0,148.84,15.78,12.51,0.0,0,50.76,48.1,1.323,0,0,v2026_02
2025-08,INAYC,798233,export,93264408.25,7898.93,JPN,road,1,112.79,23.45,4.33,1.86,0,41.88,61.11,0.939,0,0,v2025_06
2018-08,INCAV,869346,export,249500153.66,140492.75,VNM,sea,1,96.18,32.8,12.86,7.0,1,30.34,74.82,1.209,0,0,v2024_12
2019-05,INCTG,722029,reexport,199738521.47,3466.85,MYS,sea,1,92.46,48.52,17.02,7.9,1,43.78,34.12,0.935,0,1,v2025_12
2026-04,INSWA,808618,export,904582584.83,12134.68,IDN,air,0,135.91,40.61,7.86,0.05,0,45.86,45.12,1.119,0,0,v2025_12
2025-01,INNJQ,615436,export,640329187.68,19823.85,RUS,rail,1,96.46,20.6,1.61,2.17,0,25.32,57.35,0.813,0,0,v2024_12
2020-04,INVRX,734697,reexport,643744147.43,114055.89,IDN,rail,0,168.51,24.98,1.64,0.0,0,23.53,26.28,0.907,0,0,v2026_02
2021-02,INJYQ,372681,import,208829307.58,19048.9,MYS,rail,1,145.13,123.76,3.64,13.5,0,45.25,54.07,0.946,0,0,v2024_12
2020-12,INTBU,629037,export,59191131.01,234364.02,KOR,air,1,108.89,4.93,4.28,1.82,0,54.72,90.49,1.227,0,0,v2026_02
2023-01,INMJB,491657,import,759401576.52,42577.4,MYS,road,1,121.63,148.07,2.25,10.03,0,35.83,69.64,1.217,0,0,v2026_02
2021-01,INEER,525551,reexport,1105560662.21,77312.44,ZAF,road,1,155.96,26.63,12.31,16.41,0,56.04,56.19,0.937,0,0,v2025_12
2025-05,INCKI,549387,import,205402737.51,19010.88,NPL,sea,1,199.13,20.06,10.22,10.59,0,35.3,29.21,1.07,0,0,v2024_12
2023-10,INUPJ,461422,import,1519050745.69,65658.07,USA,road,1,122.51,29.4,1.27,8.35,0,60.17,43.35,0.772,0,0,v2026_02
2018-02,INITN,256223,import,664027275.62,4554.38,MYS,sea,0,131.18,39.86,13.92,4.03,0,46.19,31.26,0.992,0,0,v2025_06
2021-03,INAHC,200100,reexport,128550366.74,41708.99,AUS,air,0,134.65,6.33,16.85,7.98,0,26.21,35.72,1.229,0,0,v2024_12
2018-10,INNLS,152241,reexport,650821830.17,23150.09,CHN,rail,0,82.75,23.15,12.47,3.12,0,36.6,56.13,0.968,0,0,v2025_12
2020-10,INNBO,995509,export,212328960.99,2770.96,DEU,road,0,161.84,44.45,3.95,16.38,0,42.35,58.22,1.171,0,0,v2026_02
2024-04,INLDI,288341,export,514487848.41,11085.21,VNM,road,0,146.61,10.86,8.29,0.0,0,35.63,50.35,0.908,0,0,v2026_02
2025-10,INNIS,607524,reexport,999585544.14,9219.32,SAU,rail,1,126.48,31.12,11.05,15.02,0,49.25,63.2,1.066,0,0,v2025_06
2022-06,INSMI,158109,reexport,168750912.0,10037.19,SAU,rail,1,190.65,103.02,8.71,18.29,0,23.12,60.5,0.98,0,0,v2025_12
2022-01,INYDR,790882,reexport,1034614652.53,7660.74,MYS,road,0,123.99,31.63,10.89,13.33,0,0.0,43.18,0.968,0,0,v2025_06
2021-10,INLHQ,848975,reexport,1651868327.0,184508.18,ARE,sea,0,139.62,83.9,4.36,12.13,0,50.83,90.37,1.004,0,1,v2025_06
2019-03,INEPY,515604,import,232902660.01,18076.86,CHN,rail,1,119.86,139.09,0.0,9.86,0,29.52,58.71,0.79,0,0,v2026_02
2019-02,INWEW,435879,reexport,1376575828.56,4125.43,THA,sea,1,146.39,37.38,13.75,8.45,0,26.21,68.1,1.216,0,0,v2025_06
2020-02,INNHD,106417,export,1287355058.44,174328.63,VNM,air,0,83.35,46.6,6.1,10.04,0,51.77,45.94,1.032,0,0,v2026_02
2026-03,INYZV,880159,import,220198139.16,33411.44,BRA,sea,0,114.55,28.65,0.31,21.74,0,44.45,49.48,0.858,0,0,v2025_12
2026-03,INFVH,601927,reexport,128110422.62,8044.16,VNM,road,1,119.28,91.59,18.47,0.0,0,25.42,40.22,1.199,0,0,v2025_12
