energy_prices_reference_month,energy_prices_country_iso2,energy_prices_consumer_type_code,energy_prices_band_consumption_code,energy_prices_price_eur_kwh,energy_prices_energy_component_eur_kwh,energy_prices_network_component_eur_kwh,energy_prices_tax_levy_component_eur_kwh,energy_prices_vat_rate_pct,energy_prices_retail_market_concentration_hhi,energy_prices_supplier_switching_rate_pct,energy_prices_price_cap_regulation_flag,energy_prices_renewable_levy_flag,energy_prices_energy_poverty_rate_pct,energy_prices_bill_arrears_rate_pct,energy_prices_smart_meter_penetration_pct,energy_prices_time_of_use_tariff_flag,energy_prices_eurostat_table_code,energy_prices_methodology_version,energy_prices_data_extract_date
2026-06,BE,SME,BAND_4_VERY_HIGH,0.1275,0.0907,0.0303,0.0065,22.79,2345,13.58,1,1,11.46,0.48,95.38,1,nrg_pc_206,EUROSTAT_METH_V2,2024-06-05
2026-07,DK,HOUSEHOLD,BAND_3_HIGH,0.3312,0.2343,0.1002,0.0,24.8,2190,4.93,0,0,21.05,10.8,92.99,0,nrg_pc_204,EUROSTAT_METH_V1,2025-08-01
2026-08,GR,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3662,0.237,0.097,0.0322,26.63,3625,16.33,0,0,12.38,10.77,68.38,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-28
2026-09,LT,SME,BAND_1_LOW,0.2707,0.1974,0.071,0.0023,22.3,3717,12.77,0,0,7.24,3.56,54.65,1,nrg_pc_206,EUROSTAT_METH_V2,2024-09-17
2026-10,PT,HOUSEHOLD,BAND_4_VERY_HIGH,0.3655,0.1645,0.0861,0.1149,5.96,1795,7.46,0,1,10.1,9.45,54.15,0,nrg_pc_204,EUROSTAT_METH_V1,2025-09-24
2026-11,SE,NON_HOUSEHOLD,BAND_3_HIGH,0.1613,0.1082,0.051,0.0021,12.78,5131,3.79,0,1,11.05,3.35,71.2,1,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-17
2026-12,CY,SME,BAND_2_MEDIUM,0.1914,0.1433,0.0465,0.0016,6.51,4469,9.66,0,1,4.08,11.1,12.4,0,nrg_pc_206,EUROSTAT_METH_V2,2024-03-19
2016-01,FR,HOUSEHOLD,BAND_1_LOW,0.1525,0.077,0.0341,0.0414,16.2,1427,10.27,1,1,5.26,4.35,81.48,0,nrg_pc_204,EUROSTAT_METH_V1,2024-09-30
2016-02,IT,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.184,0.1333,0.0494,0.0013,13.64,4791,16.48,0,1,6.65,6.06,81.67,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-21
2016-03,NL,SME,BAND_3_HIGH,0.2261,0.1035,0.0682,0.0544,21.43,2396,5.4,0,1,15.73,14.65,41.86,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-15
2016-04,SI,HOUSEHOLD,BAND_2_MEDIUM,0.3391,0.1993,0.0815,0.0583,10.97,853,12.3,1,1,14.32,10.48,67.18,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-28
2016-05,BG,NON_HOUSEHOLD,BAND_1_LOW,0.2071,0.1465,0.0643,0.0,6.68,3650,0.71,0,0,3.06,0.21,12.36,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-04
2016-06,EE,SME,BAND_4_VERY_HIGH,0.2372,0.1643,0.077,0.0,8.47,3160,5.92,0,1,19.91,5.58,84.42,1,nrg_pc_206,EUROSTAT_METH_V2,2025-07-06
2016-07,HU,HOUSEHOLD,BAND_3_HIGH,0.1617,0.12,0.0245,0.0172,23.49,4109,12.45,0,1,16.07,15.25,36.41,0,nrg_pc_204,EUROSTAT_METH_V1,2024-12-10
2016-08,LU,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3824,0.1781,0.1003,0.104,14.18,1593,7.27,0,1,20.97,0.92,66.49,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-09
2016-09,RO,SME,BAND_1_LOW,0.3222,0.1771,0.0901,0.055,7.89,2638,9.81,1,1,18.3,10.13,28.13,0,nrg_pc_206,EUROSTAT_METH_V2,2025-03-22
2016-10,AT,HOUSEHOLD,BAND_4_VERY_HIGH,0.3614,0.2158,0.1253,0.0203,13.2,3213,0.78,0,1,11.48,11.51,61.84,0,nrg_pc_204,EUROSTAT_METH_V1,2026-01-06
2016-11,CZ,NON_HOUSEHOLD,BAND_3_HIGH,0.3199,0.1748,0.0624,0.0827,20.47,3481,17.32,0,1,18.85,9.08,58.78,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-07
2016-12,DE,SME,BAND_2_MEDIUM,0.2637,0.1289,0.0857,0.0491,17.44,3758,15.08,1,0,1.17,8.29,18.19,0,nrg_pc_206,EUROSTAT_METH_V2,2025-05-19
2017-01,LV,HOUSEHOLD,BAND_1_LOW,0.259,0.192,0.0785,0.0,26.89,1219,7.95,0,1,11.11,2.23,21.24,0,nrg_pc_204,EUROSTAT_METH_V1,2024-11-22
2017-02,PL,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3693,0.2721,0.0503,0.0469,24.74,3228,6.91,0,1,7.38,8.81,45.26,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-09
2017-03,ES,SME,BAND_3_HIGH,0.2361,0.1211,0.0616,0.0534,18.29,3083,10.36,0,1,19.77,1.58,94.04,1,nrg_pc_206,EUROSTAT_METH_V2,2025-11-12
2017-04,HR,HOUSEHOLD,BAND_2_MEDIUM,0.2003,0.0995,0.0651,0.0357,18.13,4984,13.04,0,0,19.82,6.64,53.38,0,nrg_pc_204,EUROSTAT_METH_V1,2025-09-23
2017-05,FI,NON_HOUSEHOLD,BAND_1_LOW,0.2575,0.1918,0.063,0.0027,9.91,2232,9.0,1,1,10.02,11.57,59.44,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-21
2017-06,IE,SME,BAND_4_VERY_HIGH,0.3303,0.2379,0.0515,0.0409,6.06,4804,17.87,0,1,9.75,2.24,49.51,1,nrg_pc_206,EUROSTAT_METH_V2,2024-03-10
2017-07,MT,HOUSEHOLD,BAND_3_HIGH,0.2194,0.1164,0.0389,0.0641,21.72,2438,7.46,0,1,6.45,3.57,85.25,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-14
2017-08,SK,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1665,0.0855,0.0228,0.0582,9.96,913,0.36,1,0,4.01,14.6,38.03,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-03
2017-09,BE,SME,BAND_1_LOW,0.2976,0.1521,0.0505,0.095,14.24,915,13.87,0,1,5.12,14.2,70.33,0,nrg_pc_206,EUROSTAT_METH_V2,2024-10-17
2017-10,DK,HOUSEHOLD,BAND_4_VERY_HIGH,0.1057,0.0758,0.0152,0.0147,17.01,1183,8.6,0,1,18.67,5.69,39.99,0,nrg_pc_204,EUROSTAT_METH_V1,2025-01-16
2017-11,GR,NON_HOUSEHOLD,BAND_3_HIGH,0.2776,0.1724,0.0374,0.0678,12.15,4153,15.6,1,1,4.89,13.48,66.8,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-06
2017-12,LT,SME,BAND_2_MEDIUM,0.2561,0.1493,0.0449,0.0619,26.75,901,17.05,0,1,21.67,15.51,49.89,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-30
2018-01,PT,HOUSEHOLD,BAND_1_LOW,0.3392,0.206,0.093,0.0402,15.9,4025,2.49,1,0,10.83,12.7,41.77,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-01
2018-02,SE,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2735,0.1943,0.0728,0.0064,9.81,1837,1.92,0,0,19.69,10.12,86.65,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-04
2018-03,CY,SME,BAND_3_HIGH,0.1698,0.1268,0.0277,0.0153,14.59,3289,1.47,0,1,9.37,5.68,51.4,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-09
2018-04,FR,HOUSEHOLD,BAND_2_MEDIUM,0.3069,0.1829,0.0393,0.0847,10.15,4720,3.21,1,1,11.77,15.65,69.54,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-11
2018-05,IT,NON_HOUSEHOLD,BAND_1_LOW,0.2868,0.1452,0.0418,0.0998,18.39,4237,17.13,0,1,11.1,9.69,42.12,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-11-07
2018-06,NL,SME,BAND_4_VERY_HIGH,0.1115,0.0786,0.035,0.0,8.68,3034,2.48,0,0,21.82,5.15,58.03,1,nrg_pc_206,EUROSTAT_METH_V2,2024-07-28
2018-07,SI,HOUSEHOLD,BAND_3_HIGH,0.1652,0.1009,0.0434,0.0209,19.42,3472,0.68,0,1,1.15,2.49,90.56,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-21
2018-08,BG,NON_HOUSEHOLD,BAND_2_MEDIUM,0.369,0.2304,0.1015,0.0371,23.1,3799,0.95,1,1,4.33,11.03,45.23,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-10
2018-09,EE,SME,BAND_1_LOW,0.1344,0.0901,0.0242,0.0201,17.21,2185,17.59,0,1,6.12,4.57,19.95,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-23
2018-10,HU,HOUSEHOLD,BAND_4_VERY_HIGH,0.1085,0.0566,0.0229,0.029,6.64,4752,8.12,0,0,17.87,5.95,79.95,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-05
2018-11,LU,NON_HOUSEHOLD,BAND_3_HIGH,0.1397,0.0811,0.0337,0.0249,6.32,2117,0.53,1,1,8.4,14.55,29.16,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-18
2018-12,RO,SME,BAND_2_MEDIUM,0.1345,0.0921,0.0193,0.0231,13.49,3565,1.59,0,1,19.76,14.14,41.18,1,nrg_pc_206,EUROSTAT_METH_V2,2024-11-11
2019-01,AT,HOUSEHOLD,BAND_1_LOW,0.1814,0.0853,0.0487,0.0474,19.98,864,12.06,0,0,4.95,11.06,41.82,1,nrg_pc_204,EUROSTAT_METH_V1,2024-12-28
2019-02,CZ,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1182,0.0722,0.0397,0.0063,25.31,1611,0.7,1,1,11.29,8.44,24.32,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-22
2019-03,DE,SME,BAND_3_HIGH,0.2786,0.1531,0.0388,0.0867,12.81,958,9.62,0,0,8.43,10.87,68.07,0,nrg_pc_206,EUROSTAT_METH_V2,2024-10-14
2019-04,LV,HOUSEHOLD,BAND_2_MEDIUM,0.2822,0.1517,0.0571,0.0734,20.93,2811,16.58,0,1,6.5,13.21,16.22,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-31
2019-05,PL,NON_HOUSEHOLD,BAND_1_LOW,0.2933,0.1905,0.0399,0.0629,16.03,2900,1.97,1,0,3.58,5.23,45.67,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-11-08
2019-06,ES,SME,BAND_4_VERY_HIGH,0.203,0.101,0.0708,0.0312,25.13,3126,10.57,1,0,2.61,13.18,20.2,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-10
2019-07,HR,HOUSEHOLD,BAND_3_HIGH,0.3526,0.2496,0.0544,0.0486,17.0,2949,3.26,0,1,5.93,6.48,39.67,0,nrg_pc_204,EUROSTAT_METH_V1,2024-05-13
2019-08,FI,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1642,0.0922,0.0432,0.0288,12.82,3284,16.21,0,0,6.79,1.8,61.78,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-10
2019-09,IE,SME,BAND_1_LOW,0.2547,0.1621,0.0561,0.0365,6.03,4340,15.73,1,0,12.6,10.82,89.54,1,nrg_pc_206,EUROSTAT_METH_V2,2024-02-10
2019-10,MT,HOUSEHOLD,BAND_4_VERY_HIGH,0.1893,0.1258,0.0417,0.0218,24.49,4453,2.9,0,0,16.97,12.09,30.81,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-24
2019-11,SK,NON_HOUSEHOLD,BAND_3_HIGH,0.1973,0.1043,0.0403,0.0527,6.99,2678,0.23,0,1,12.89,5.14,82.87,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-15
2019-12,BE,SME,BAND_2_MEDIUM,0.2661,0.1765,0.0646,0.025,7.6,1618,8.9,0,1,11.89,0.37,83.31,0,nrg_pc_206,EUROSTAT_METH_V2,2025-12-11
2020-01,DK,HOUSEHOLD,BAND_1_LOW,0.1438,0.0801,0.0304,0.0333,11.43,2202,5.48,1,1,11.68,3.83,16.42,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-23
2020-02,GR,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.315,0.1746,0.0513,0.0891,13.57,2671,5.51,1,1,15.2,4.81,86.32,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-15
2020-03,LT,SME,BAND_3_HIGH,0.3595,0.2154,0.0841,0.06,14.87,4917,2.32,0,1,17.33,12.78,28.56,0,nrg_pc_206,EUROSTAT_METH_V2,2026-01-09
2020-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.368,0.2274,0.0576,0.083,14.96,903,10.0,0,1,8.82,15.3,73.89,1,nrg_pc_204,EUROSTAT_METH_V1,2024-09-20
2020-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.3173,0.15,0.0393,0.128,17.0,4430,12.13,0,1,17.72,5.19,97.81,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-26
2020-06,CY,SME,BAND_4_VERY_HIGH,0.2707,0.1511,0.0944,0.0252,9.5,3281,9.43,1,1,17.24,10.41,48.03,1,nrg_pc_206,EUROSTAT_METH_V2,2025-09-05
2020-07,FR,HOUSEHOLD,BAND_3_HIGH,0.2659,0.1909,0.038,0.037,6.79,5022,0.96,1,0,2.86,4.73,25.19,0,nrg_pc_204,EUROSTAT_METH_V1,2025-08-19
2020-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3576,0.2071,0.0576,0.0929,16.01,4526,13.13,0,1,11.36,5.61,23.41,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-01
2020-09,NL,SME,BAND_1_LOW,0.1956,0.1016,0.0652,0.0288,8.0,1746,16.51,0,0,17.51,13.22,39.28,0,nrg_pc_206,EUROSTAT_METH_V2,2025-04-30
2020-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.324,0.2187,0.1122,0.0,8.84,1922,6.27,0,1,6.98,2.29,44.37,1,nrg_pc_204,EUROSTAT_METH_V1,2024-04-03
2020-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.3257,0.1568,0.0427,0.1262,6.5,1506,11.65,0,1,21.8,13.49,80.26,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-18
2020-12,EE,SME,BAND_2_MEDIUM,0.1047,0.0688,0.0208,0.0151,25.81,2492,14.11,1,1,14.99,1.79,55.96,0,nrg_pc_206,EUROSTAT_METH_V2,2025-05-08
2021-01,HU,HOUSEHOLD,BAND_1_LOW,0.1489,0.0951,0.0254,0.0284,7.06,2584,5.26,0,0,1.73,9.37,58.23,1,nrg_pc_204,EUROSTAT_METH_V1,2024-01-14
2021-02,LU,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.36,0.2626,0.0785,0.0189,12.72,886,13.29,0,0,1.55,3.67,74.25,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-27
2021-03,RO,SME,BAND_3_HIGH,0.3359,0.1718,0.1132,0.0509,8.91,2968,17.63,1,1,3.03,5.09,78.9,1,nrg_pc_206,EUROSTAT_METH_V2,2025-03-26
2021-04,AT,HOUSEHOLD,BAND_2_MEDIUM,0.4665,0.3223,0.0579,0.0863,22.55,2371,11.99,1,0,6.11,6.58,59.77,1,nrg_pc_204,EUROSTAT_METH_V1,2024-01-25
2021-05,CZ,NON_HOUSEHOLD,BAND_1_LOW,0.3115,0.1596,0.1045,0.0474,13.14,4101,2.98,0,0,18.61,11.92,87.87,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-19
2021-06,DE,SME,BAND_4_VERY_HIGH,0.2165,0.1496,0.0288,0.0381,20.54,1998,11.41,0,0,8.77,9.6,21.58,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-25
2021-07,LV,HOUSEHOLD,BAND_3_HIGH,0.4194,0.2257,0.077,0.1167,11.13,1770,13.5,0,1,1.69,1.39,32.25,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-06
2021-08,PL,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1849,0.1104,0.0464,0.0281,22.11,2853,3.54,0,0,9.25,9.96,48.84,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-10-18
2021-09,ES,SME,BAND_1_LOW,0.355,0.2274,0.0587,0.0689,16.95,2867,13.83,0,1,9.95,2.29,71.21,1,nrg_pc_206,EUROSTAT_METH_V2,2024-08-07
2021-10,HR,HOUSEHOLD,BAND_4_VERY_HIGH,0.1783,0.1054,0.0571,0.0158,25.84,4095,4.08,0,0,15.74,15.13,61.4,0,nrg_pc_204,EUROSTAT_METH_V1,2024-10-10
2021-11,FI,NON_HOUSEHOLD,BAND_3_HIGH,0.3906,0.1911,0.1256,0.0739,18.42,2140,0.48,0,1,21.03,8.2,29.94,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-11-30
2021-12,IE,SME,BAND_2_MEDIUM,0.4696,0.3022,0.1003,0.0671,15.68,2841,10.73,0,1,1.1,11.41,77.63,1,nrg_pc_206,EUROSTAT_METH_V2,2026-01-25
2022-01,MT,HOUSEHOLD,BAND_1_LOW,0.2216,0.1562,0.0543,0.0111,26.58,4551,17.77,0,1,10.45,9.54,39.24,0,nrg_pc_204,EUROSTAT_METH_V1,2024-01-07
2022-02,SK,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.61,0.3187,0.1496,0.1417,11.92,4156,3.43,1,1,12.57,11.39,92.17,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-27
2022-03,BE,SME,BAND_3_HIGH,0.3407,0.2209,0.0766,0.0432,25.64,2561,16.24,0,0,6.92,9.74,64.34,0,nrg_pc_206,EUROSTAT_METH_V2,2025-11-21
2022-04,DK,HOUSEHOLD,BAND_2_MEDIUM,0.4425,0.3076,0.1081,0.0268,13.31,1816,9.4,1,1,10.81,8.92,86.77,1,nrg_pc_204,EUROSTAT_METH_V1,2026-02-11
2022-05,GR,NON_HOUSEHOLD,BAND_1_LOW,0.448,0.2199,0.0837,0.1444,9.01,1122,15.11,1,1,4.74,9.87,89.36,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-28
2022-06,LT,SME,BAND_4_VERY_HIGH,0.1727,0.1271,0.0257,0.0199,17.16,4384,2.96,1,1,3.0,12.74,90.27,0,nrg_pc_206,EUROSTAT_METH_V2,2024-11-28
2022-07,PT,HOUSEHOLD,BAND_3_HIGH,0.5505,0.3698,0.1084,0.0723,10.07,3413,6.88,0,0,18.58,4.51,12.24,0,nrg_pc_204,EUROSTAT_METH_V1,2024-02-19
2022-08,SE,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2872,0.1505,0.0406,0.0961,9.77,5093,11.49,0,0,6.9,13.29,77.59,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-29
2022-09,CY,SME,BAND_1_LOW,0.3316,0.2428,0.042,0.0468,9.69,3998,9.11,1,1,7.65,2.89,71.44,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-15
2022-10,FR,HOUSEHOLD,BAND_4_VERY_HIGH,0.3478,0.2603,0.0688,0.0187,5.95,4660,14.43,0,0,9.25,14.78,54.02,1,nrg_pc_204,EUROSTAT_METH_V1,2024-09-09
2022-11,IT,NON_HOUSEHOLD,BAND_3_HIGH,0.2266,0.1092,0.0719,0.0455,26.58,4000,5.83,1,1,19.4,4.18,75.18,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-04-27
2022-12,NL,SME,BAND_2_MEDIUM,0.1498,0.0715,0.0372,0.0411,21.5,1852,3.47,0,0,9.91,8.98,50.23,0,nrg_pc_206,EUROSTAT_METH_V2,2025-05-22
2023-01,SI,HOUSEHOLD,BAND_1_LOW,0.3061,0.1642,0.0702,0.0717,25.26,932,6.75,1,0,18.1,6.97,81.26,0,nrg_pc_204,EUROSTAT_METH_V1,2025-10-02
2023-02,BG,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3621,0.2473,0.0902,0.0246,13.69,4864,14.4,0,0,11.71,11.13,13.77,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-20
2023-03,EE,SME,BAND_3_HIGH,0.3161,0.1672,0.0435,0.1054,7.36,2181,1.27,0,1,2.97,3.74,20.93,0,nrg_pc_206,EUROSTAT_METH_V2,2026-01-29
2023-04,HU,HOUSEHOLD,BAND_2_MEDIUM,0.1509,0.0714,0.052,0.0275,11.3,2843,6.75,0,0,7.96,15.42,79.25,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-06
2023-05,LU,NON_HOUSEHOLD,BAND_1_LOW,0.3545,0.1647,0.1151,0.0747,26.18,1906,16.28,1,1,15.8,7.42,15.27,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-18
2023-06,RO,SME,BAND_4_VERY_HIGH,0.42,0.2298,0.0921,0.0981,12.8,3612,5.84,0,0,15.25,5.21,66.84,1,nrg_pc_206,EUROSTAT_METH_V2,2024-05-15
2023-07,AT,HOUSEHOLD,BAND_3_HIGH,0.4365,0.297,0.0644,0.0751,13.54,1886,17.09,1,1,12.62,8.31,84.59,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-23
2023-08,CZ,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2672,0.1603,0.0753,0.0316,19.97,2533,8.56,0,1,10.44,11.58,59.09,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-29
2023-09,DE,SME,BAND_1_LOW,0.1562,0.092,0.0247,0.0395,20.71,2077,5.32,0,1,18.6,9.6,80.54,1,nrg_pc_206,EUROSTAT_METH_V2,2024-11-02
2023-10,LV,HOUSEHOLD,BAND_4_VERY_HIGH,0.2553,0.1766,0.0404,0.0383,21.19,2313,3.24,0,0,11.56,13.77,37.7,0,nrg_pc_204,EUROSTAT_METH_V1,2024-10-10
2023-11,PL,NON_HOUSEHOLD,BAND_3_HIGH,0.2335,0.1667,0.0579,0.0089,15.88,5084,17.95,0,1,5.79,5.82,28.43,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-02-17
2023-12,ES,SME,BAND_2_MEDIUM,0.2182,0.1534,0.0663,0.0,14.9,2708,1.25,0,0,7.77,5.82,50.5,1,nrg_pc_206,EUROSTAT_METH_V2,2024-09-10
2024-01,HR,HOUSEHOLD,BAND_1_LOW,0.2816,0.1523,0.0393,0.09,11.82,1088,1.51,1,0,1.7,2.83,18.14,0,nrg_pc_204,EUROSTAT_METH_V1,2024-01-14
2024-02,FI,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.4484,0.2912,0.1074,0.0498,25.85,4748,0.22,0,1,2.7,7.1,79.47,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-29
2024-03,IE,SME,BAND_3_HIGH,0.3252,0.194,0.0797,0.0515,8.6,3638,2.78,0,0,7.12,13.11,73.65,0,nrg_pc_206,EUROSTAT_METH_V2,2024-11-25
2024-04,MT,HOUSEHOLD,BAND_2_MEDIUM,0.2178,0.1281,0.0755,0.0142,8.26,2398,10.91,0,1,8.16,9.11,97.51,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-05
2024-05,SK,NON_HOUSEHOLD,BAND_1_LOW,0.3564,0.2503,0.1199,0.0,18.32,3430,16.92,0,0,4.08,15.86,25.19,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-05
2024-06,BE,SME,BAND_4_VERY_HIGH,0.157,0.1071,0.0206,0.0293,7.86,4525,17.1,1,1,21.43,0.29,11.23,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-06
2024-07,DK,HOUSEHOLD,BAND_3_HIGH,0.2054,0.1142,0.0572,0.034,6.64,2518,17.39,0,1,19.31,12.64,12.7,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-27
2024-08,GR,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3009,0.2106,0.0842,0.0061,6.87,2722,14.12,0,0,13.78,9.41,63.09,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-07
2024-09,LT,SME,BAND_1_LOW,0.5139,0.3086,0.1227,0.0826,10.22,5153,5.58,0,1,10.44,4.46,75.6,0,nrg_pc_206,EUROSTAT_METH_V2,2024-08-15
2024-10,PT,HOUSEHOLD,BAND_4_VERY_HIGH,0.3051,0.2263,0.0698,0.009,10.09,3982,8.15,0,0,16.33,3.71,76.93,0,nrg_pc_204,EUROSTAT_METH_V1,2024-06-15
2024-11,SE,NON_HOUSEHOLD,BAND_3_HIGH,0.1932,0.1351,0.0634,0.0,6.96,1286,13.2,0,1,15.52,8.19,72.63,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-16
2024-12,CY,SME,BAND_2_MEDIUM,0.2042,0.1483,0.0558,0.0001,6.33,1445,15.09,0,1,19.86,10.76,24.38,0,nrg_pc_206,EUROSTAT_METH_V2,2024-07-11
2025-01,FR,HOUSEHOLD,BAND_1_LOW,0.3842,0.2524,0.0885,0.0433,16.55,902,11.51,1,1,10.26,12.02,15.32,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-03
2025-02,IT,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1811,0.1123,0.0484,0.0204,9.27,2044,1.78,1,1,8.71,4.65,78.95,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-13
2025-03,NL,SME,BAND_3_HIGH,0.4723,0.2188,0.0854,0.1681,6.23,3864,4.84,0,0,13.77,2.09,14.51,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-07
2025-04,SI,HOUSEHOLD,BAND_2_MEDIUM,0.3421,0.1899,0.0553,0.0969,21.1,2506,0.76,0,1,7.11,13.12,79.54,1,nrg_pc_204,EUROSTAT_METH_V1,2025-10-21
2025-05,BG,NON_HOUSEHOLD,BAND_1_LOW,0.2785,0.1743,0.0874,0.0168,21.28,3417,8.81,0,0,1.3,1.48,67.17,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-06
2025-06,EE,SME,BAND_4_VERY_HIGH,0.3834,0.2233,0.0466,0.1135,7.67,3620,10.42,0,1,7.56,6.19,24.69,0,nrg_pc_206,EUROSTAT_METH_V2,2025-12-22
2025-07,HU,HOUSEHOLD,BAND_3_HIGH,0.3657,0.2427,0.1049,0.0181,21.4,1467,6.47,1,1,20.66,5.06,78.43,0,nrg_pc_204,EUROSTAT_METH_V1,2024-05-12
2025-08,LU,NON_HOUSEHOLD,BAND_2_MEDIUM,0.5206,0.3785,0.1062,0.0359,6.57,3727,17.3,1,1,19.22,0.95,10.57,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-29
2025-09,RO,SME,BAND_1_LOW,0.2545,0.1506,0.0705,0.0334,14.14,2640,8.17,0,1,4.94,12.45,55.74,0,nrg_pc_206,EUROSTAT_METH_V2,2024-05-07
2025-10,AT,HOUSEHOLD,BAND_4_VERY_HIGH,0.2354,0.1627,0.0822,0.0,21.24,3858,11.8,0,0,15.08,5.3,14.1,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-01
2025-11,CZ,NON_HOUSEHOLD,BAND_3_HIGH,0.1612,0.0827,0.0508,0.0277,8.26,4172,11.86,0,1,15.11,4.56,83.76,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-05
