biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_nic_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2014,13ce0cc6217e3a95,942891b18b6f2444,21,100-249,312533,4,2,28,20,70,42,11.8,80.32,39.64,0,0,government,484737.93,0
2019,9e249800273bae75,75bf7c3df99ff406,38,10-19,956503,4,2,32,6,156,36,24.58,83.29,30.51,0,0,llp,778394.41,0
2022,a360793a6044d78c,1bfa845b27ec62c4,8,1-4,234182,4,1,68,8,60,18,31.41,74.87,51.71,0,0,producer_company,539229.55,0
2012,191d9984cd60f3a7,adeab087537435dc,78,250-499,113880,6,9,36,144,130,48,7.81,81.62,16.02,0,0,pvt_ltd,1679327.34,0
2022,23c28aea2dd68d58,b92be9817265fc15,3,100-249,243865,6,9,102,72,10,10,27.27,92.2,56.82,0,0,pvt_ltd,1242623.02,0
2021,8f55343121001c0c,bbb1e59cf32bed8e,74,250-499,543129,6,5,96,60,121,72,11.56,73.8,36.81,0,0,cooperative,384134.24,0
2010,21b73d1d66ba5cfe,366d5670db75e3f1,15,50-99,165331,8,3,104,39,77,45,13.35,70.08,44.25,0,1,partnership,1211057.81,0
2021,b909b481c3daa605,69301dd4bb60fd30,44,100-249,585643,11,5,99,50,48,13,20.84,66.88,72.76,0,0,partnership,411285.29,0
2023,32fb2b9495c02afb,ce5f555acbe40ef5,39,1000+,464381,4,4,44,68,14,12,9.96,84.95,59.72,0,0,sole_prop,197540.05,0
2012,9c1c2b8648aa9023,ca3e9e2406d94f91,9,10-19,615312,7,5,98,70,44,9,24.72,76.9,42.51,0,0,pvt_ltd,577762.92,0
2015,43fe65f9217c5170,3278ac2ba270ddaf,14,1000+,940952,10,6,170,36,143,110,24.19,76.85,37.16,0,0,sole_prop,879889.89,0
2018,b6cef898efa15945,d61a5183e05652d7,46,250-499,360476,5,3,80,33,238,8,8.13,79.89,22.71,0,0,partnership,291195.11,0
2025,9cf7bd86c8dc3a0a,58c906762ed60b72,56,500-999,941963,4,3,12,51,88,24,16.93,80.54,45.78,0,0,public_ltd,829505.51,0
2015,cbe56cc2c6700e4b,7f1b44d1984b323e,42,50-99,557189,6,1,12,8,24,70,0.0,85.81,43.24,0,0,cooperative,939875.88,0
2013,c44cd3a345409a5d,50d448c63904a2c0,50,5-9,514531,6,3,96,33,100,48,15.27,74.63,62.38,1,1,producer_company,199702.91,0
2021,fa0653450af2c3fc,e712b71730e28d1b,9,500-999,490439,1,1,14,7,112,7,17.55,73.22,44.49,0,0,sole_prop,1312869.19,0
2024,fdf3847ce085b31a,1a7e5aee29243cd8,29,100-249,403388,3,5,30,65,6,45,20.95,86.98,50.91,0,0,pvt_ltd,910587.92,0
2023,7c868f9b683f8f4a,8c3d46a4175ac507,58,50-99,476990,9,6,45,96,98,63,12.35,66.56,39.86,0,0,public_ltd,761644.4,0
2016,1caf377bdff99f82,46905b4e92773993,25,20-49,990422,8,6,40,96,110,150,16.44,72.98,31.43,0,0,opc,586922.38,0
2020,da48f0f61e1ce3c3,124e7596367981f3,72,100-249,856777,4,3,44,18,36,24,15.15,81.74,48.17,1,0,opc,442947.01,0
2013,c026cc5e870fac22,2a81bd9cf504131c,61,20-49,409249,3,7,30,77,30,17,28.12,77.73,43.13,0,0,producer_company,556618.03,0
2021,06b37a22af3a66ae,fe99b636722b6957,10,20-49,840383,6,2,60,10,49,42,16.31,75.71,31.47,0,0,llp,883780.14,0
2014,62499ccb2e42f494,5955d39cea5a7692,7,1-4,422630,9,8,54,104,45,70,3.38,70.78,6.91,0,0,government,116217.22,0
2020,f3da6db90dc39837,98a281c936682b99,61,1-4,311878,4,2,48,22,99,80,7.42,72.64,52.27,0,0,pvt_ltd,566666.79,0
2018,d5870306ef1d20b4,adad820cca6f96ac,39,1000+,226793,6,7,54,98,12,26,19.51,74.3,55.76,0,0,cooperative,599378.02,0
2024,f1378a74eeff1035,e163b8519fa4f211,63,1-4,946579,2,2,26,8,30,72,15.11,95.33,27.68,0,1,cooperative,421840.58,0
2021,b07ef7c87950f42f,76f40cb3e6e883ab,11,1-4,937132,5,6,60,78,132,88,19.22,60.93,32.64,0,0,government,569968.02,0
2016,82871bbb2a7a5bfc,7b8e459e55b4d707,13,50-99,673460,6,6,30,66,42,48,10.93,78.16,27.62,0,0,partnership,708068.9,0
2020,96a4bc146b139698,73ac090fa1bf9fd6,4,20-49,709700,7,3,28,48,60,70,13.62,82.35,22.03,0,0,producer_company,2145422.48,0
2017,c00c6cf1671487b4,32900fa7c01011c1,80,20-49,781704,3,4,18,44,39,40,21.47,77.66,46.55,0,0,government,461211.86,0
2010,91d3d34b30d105c1,013517f8f50ce831,66,500-999,813416,8,7,128,56,168,42,7.18,83.13,45.28,0,0,sole_prop,938902.23,1
2015,7e6333cb3295b1be,86cc3834193b633b,22,10-19,956012,2,6,16,36,16,135,13.8,92.0,52.17,0,0,public_ltd,1052251.45,0
2013,007bfe273c94dc2a,32eaa84634d0a6e7,37,5-9,753153,3,4,21,68,20,16,35.03,65.91,52.14,0,1,sole_prop,289799.85,0
2017,a5fe52daa3bd7273,0bcece2274901df6,5,20-49,587252,6,2,42,12,66,28,18.87,77.67,47.38,0,0,producer_company,213710.02,0
2018,ea838e786a02447a,604d157b460fbf3b,55,250-499,281656,7,3,98,42,98,7,8.02,74.54,54.2,0,0,cooperative,764849.04,0
2013,dacfa5016e102dad,736faf90d1a3f556,26,500-999,542953,7,1,56,15,104,44,24.08,72.38,61.76,0,1,partnership,213374.87,0
2023,1a82ebe2dc2b47cc,59d161593c91c36e,70,5-9,793516,6,4,48,36,108,99,35.03,72.89,39.24,0,0,producer_company,396643.12,0
2011,18ebb497b1aa00ec,3cf0c0517be93b3c,75,10-19,533274,7,4,84,24,72,35,21.5,100.0,35.63,0,0,government,1180575.23,0
2018,5bb600b20088fdff,7214351dc052adf4,8,5-9,909404,7,4,105,24,8,44,24.77,74.11,66.53,0,0,sole_prop,1727992.22,1
2019,e7298fb235964c94,34087f337cb4c4e3,25,250-499,428569,2,3,26,51,60,14,18.26,78.09,47.46,0,0,llp,1682879.72,0
2010,c114a56e921906a6,0da208202ebf0527,7,20-49,751424,5,3,20,9,39,20,13.67,86.06,65.33,0,0,public_ltd,1012070.74,0
2014,66d7b6342b0cc6b9,e56dc29b97332150,5,50-99,950243,1,1,4,12,102,84,16.21,57.87,26.6,0,0,cooperative,809214.23,0
2021,f3446bc7ec8cae49,efd5906d5445d23a,72,250-499,864300,5,4,70,48,98,3,25.1,72.67,54.46,0,1,cooperative,1343203.49,0
2024,39620f5d48b24f2a,b6807c734e0ce6b2,55,100-249,633963,3,2,30,26,64,11,6.48,93.89,21.88,0,0,opc,1066420.87,1
2022,efc59a48b6c46fea,133d7dff892c4630,43,50-99,276914,6,4,18,60,88,40,10.86,79.03,53.72,0,0,pvt_ltd,425291.77,0
2017,2104755e48a5de89,252738c2db41b8bf,60,5-9,728123,11,3,22,51,156,90,27.19,68.14,73.33,0,0,pvt_ltd,1485608.73,1
2025,80da9b55a485ca72,4d03f7fa73759604,53,10-19,374602,7,6,98,42,156,45,18.41,92.91,48.13,0,0,partnership,579915.05,0
2012,9f3b3d882df7e929,68d5451ef2996c11,55,10-19,970094,8,1,80,8,90,42,24.98,71.18,47.04,0,0,partnership,267570.24,0
2020,2c1d92e0e7177d17,90e7c0e5c5113f31,58,10-19,915972,10,5,100,65,50,26,0.0,63.09,51.54,0,0,opc,593007.03,0
2022,4473ad46603e2047,7c1917d0ce452592,4,500-999,992528,7,2,56,22,78,56,27.07,81.07,37.09,0,1,cooperative,860135.22,0
2017,86d8216aff07cbf9,bc0d96ffa8a20981,48,250-499,674911,5,1,45,16,56,72,0.62,70.7,25.28,0,0,partnership,694116.88,0
2011,5e074a37443a66df,e92cf3dc4c06e0d0,35,1000+,869712,4,5,60,25,54,20,14.63,79.98,59.48,0,0,cooperative,1253723.09,0
2018,55f880982d2f4e4e,0c8860f941105d7e,21,20-49,760731,3,6,45,48,135,72,18.97,77.63,21.63,0,0,opc,306859.72,0
2014,a43dfea0d016b13c,f7bf6c9a1d64fb81,76,50-99,387047,5,1,30,9,40,40,19.19,68.02,43.75,0,0,opc,227528.01,0
2010,74e01035d2ab5087,ea9608fab6c8284e,74,50-99,413449,9,6,45,36,90,42,24.19,72.03,43.57,0,0,partnership,520830.0,0
2017,6a07d39ec6340369,a42ae1425c97272a,34,5-9,330873,5,4,10,40,55,64,25.6,83.93,50.39,0,0,llp,645161.35,1
2015,593e65e4862766a2,711014094306b2bb,22,50-99,327665,3,3,42,33,143,80,17.02,64.88,34.65,0,0,sole_prop,182602.02,0
2021,0c6d43475dda91ee,66a9841ef9550ca9,39,20-49,489684,6,0,30,0,54,16,12.19,86.14,20.99,0,0,cooperative,941941.54,0
2020,675848bf9ba327f6,745c184450e94f4b,22,10-19,725335,10,7,170,112,96,12,13.01,89.91,67.01,0,0,partnership,418241.81,0
2011,965bce6601ab67a8,e5af01644f25c6ce,32,20-49,762608,4,3,64,45,130,15,20.54,81.62,48.65,0,1,cooperative,401512.95,0
2025,2e3b6792377c61df,f90e8709beb41a1a,68,250-499,721473,7,1,98,3,143,16,22.45,91.18,56.66,1,0,producer_company,503660.52,0
2020,7ff3798d60d0145b,13a2db73270ca5f1,43,1-4,925402,8,4,104,48,56,56,30.34,95.73,36.46,0,0,public_ltd,371273.69,0
2018,30026a7bee4abc0d,9643c812fee9dcbd,62,50-99,826531,4,5,28,55,12,21,18.19,58.14,72.26,0,0,llp,1546259.77,0
2021,3e9c42bc3533b15b,3852d422e74d94ff,76,1-4,624524,5,7,20,98,126,8,19.66,95.48,40.7,1,0,government,309735.23,0
2010,16bf3edf6ea5cf57,13f09945aaa51b45,70,500-999,520852,6,4,42,32,48,15,14.83,77.72,40.73,0,0,producer_company,409425.79,0
2024,4169d870421fe7eb,60021d13f687ae8f,57,1000+,596336,2,5,6,30,168,63,19.8,66.19,37.07,0,0,pvt_ltd,509477.25,0
2010,5e99fe69f8518e35,7f8081c8afe2862a,59,5-9,662025,3,3,51,39,192,88,18.22,80.2,31.35,0,0,opc,268152.85,0
2020,638f2c8e24282189,7654e3f2ad19d4be,71,5-9,303623,2,4,28,40,117,6,18.74,67.38,58.39,1,0,llp,423832.02,0
2022,9846a0456d4aca6b,71c623bffc378291,27,5-9,980827,6,2,54,28,132,77,23.81,95.31,33.77,0,0,sole_prop,759969.05,0
2024,5667ebb724f4203a,66688ffd4ca8ae64,10,1-4,657527,4,5,28,80,143,36,16.41,96.3,41.09,0,0,pvt_ltd,527012.75,0
2019,bc96ce14e3a0069f,7629257e55dc4129,56,10-19,247488,5,6,80,42,44,54,19.06,73.1,29.62,0,0,pvt_ltd,2494808.7,0
2025,4739fec938239feb,31ec7a008ccda8b8,61,250-499,561025,10,2,40,32,20,45,13.71,69.95,35.36,0,1,cooperative,139568.8,0
2011,72da1169518e10b3,98627db29833b40c,26,5-9,758307,15,2,90,4,14,36,20.97,72.71,62.26,0,1,public_ltd,711621.41,0
2011,a7f66244854d7f42,227b644f22a99176,32,5-9,131236,2,6,32,30,130,77,16.78,83.62,68.54,0,1,sole_prop,701555.74,1
2013,75d933f343947ded,f84df7be9bbb4ffa,18,5-9,602148,5,2,50,20,56,14,21.74,67.98,40.18,1,0,pvt_ltd,548050.11,0
2012,3183c5ade03f847f,cb192d402f54b2ae,12,500-999,643182,7,2,84,18,28,36,28.43,76.48,47.48,0,1,llp,260463.93,0
2011,06d2596170674e0c,dc59656e3218ad85,14,5-9,728161,9,2,117,34,42,20,20.84,79.85,63.58,0,0,cooperative,586399.31,0
2020,f8b4e6d26dc0aac3,31f137de56dcf756,3,5-9,606498,7,1,112,5,72,99,30.02,72.18,34.75,0,0,sole_prop,1240544.62,0
2025,76f958c44337e4b5,6c6afa2448246be1,28,500-999,301171,6,3,78,15,10,66,12.36,85.57,39.16,0,0,sole_prop,353157.06,0
2017,741882f8615e79e1,7c877076412d5377,37,10-19,581206,6,4,102,20,80,70,30.29,69.2,35.49,0,0,government,640417.52,0
2020,dec642310ba42e60,759c092335b6d153,53,250-499,425062,5,6,25,30,12,88,20.7,100.0,39.88,0,0,opc,579702.34,0
2025,61bb4772662fd1fc,ec67b5a74394a6d9,64,1-4,677152,7,4,63,8,49,35,20.3,76.34,42.4,0,0,government,389270.59,0
2012,853fe0180b0b4ff0,c20c8d458a77e3d7,66,250-499,606092,5,6,70,66,50,160,17.35,84.9,42.79,1,0,llp,215190.13,0
2016,dc5bdefa950d7f1e,83f0726954259bd2,15,100-249,257465,3,7,15,28,126,36,12.51,84.72,41.5,0,1,pvt_ltd,196110.89,0
2024,c2a4047b517eecf7,b5a794adf7290736,70,10-19,425623,7,2,77,28,24,63,22.65,80.85,36.02,0,0,public_ltd,442628.96,0
2019,b247b5cf4f853aaa,9f5064562cc6c21f,28,50-99,360282,3,6,24,90,96,8,4.19,73.97,26.44,0,0,opc,383946.82,0
2022,c2265c5645177a5d,bd92b4d1c62bc062,53,10-19,247473,9,4,108,40,66,2,18.01,78.19,56.31,0,1,sole_prop,649593.15,0
2021,8ad349d7c0067700,0a44b2364dedc06e,79,20-49,721355,10,2,70,18,56,27,13.04,73.5,56.6,0,0,public_ltd,1577486.64,0
2023,64184d09d670035c,8b7c0d7dfc9417ca,70,500-999,781500,8,3,128,27,99,42,18.69,81.17,44.34,0,0,government,832439.17,0
2024,11dcdfe1189085d2,30bc5e2caf91c316,4,1000+,549664,4,3,52,21,60,54,11.41,74.1,35.59,0,0,opc,2223854.57,0
2013,bca1b3a1a639c661,b34d321741e72cec,24,1-4,623523,5,1,35,10,88,24,3.47,83.82,55.41,0,0,partnership,425910.24,0
2024,2a3bc0cfb7176e95,4648c9d80c97ac95,1,50-99,950619,5,5,60,40,49,8,30.04,74.1,23.81,0,0,government,316804.88,0
2022,58f59c5f4973266d,2a94f0f0246afec1,49,10-19,670159,5,3,25,27,70,60,28.58,90.57,26.09,0,1,government,348738.76,0
2023,304a5095ca249d13,6bbacaba94f3a146,64,20-49,817420,8,6,96,30,12,5,19.18,83.75,68.65,0,0,producer_company,785866.07,0
2021,8dcbea6b9a0f9166,a300d3407280dd20,49,20-49,163456,5,5,40,65,60,110,19.92,95.11,62.43,0,0,producer_company,226598.83,0
2020,3268e52e8cf739fc,efd1944958da7576,32,1-4,595467,8,5,112,35,22,40,20.72,78.61,56.27,0,0,government,517184.56,1
2010,4fe02240303e0e6e,7fea9f6b3555b8ed,75,100-249,248112,13,7,117,119,28,70,31.81,75.8,40.77,0,0,opc,266424.35,0
2016,691a2d48a56b014b,fb7b1678ca926fbc,11,1000+,330338,3,7,33,56,140,25,13.62,71.15,45.17,0,1,opc,661989.66,0
2020,468e4741aadaf061,cdc2e0ccd9bc3b37,0,100-249,765596,8,9,128,72,100,120,21.48,56.29,67.26,0,1,producer_company,952875.72,0
2020,2ff98d9cd61d8133,7b268743bc41009d,68,100-249,695793,5,4,35,16,18,49,16.76,69.67,38.05,0,1,government,588861.72,0
2017,e9dfcb7efcc6dc39,caa28283d5e0aa60,78,50-99,508240,4,6,40,42,77,50,8.39,97.59,40.65,1,0,llp,959799.86,0
2014,998d307e2813fc9f,7a6814a062c4fef8,15,1-4,815475,7,3,56,6,22,40,20.74,71.55,56.28,0,1,cooperative,309286.19,0
2012,33fbb131fd798967,4345820736a673e5,17,20-49,441958,3,6,51,84,50,60,19.5,68.31,48.72,0,0,sole_prop,1183873.78,0
2011,e4207e50843f1f3a,67240223c098c40b,36,50-99,426042,4,6,32,42,132,54,39.14,83.31,17.28,0,1,sole_prop,198702.99,0
2010,bda855f0e7862edd,6eff8ac7c1ea342c,66,500-999,454563,7,5,91,60,72,18,8.28,75.45,40.77,1,0,producer_company,288715.63,0
2015,1398a3ee85e1447e,a2ec8e17ef816d1b,61,100-249,551905,6,7,48,98,80,36,17.34,84.63,35.69,0,0,pvt_ltd,1117533.43,0
2025,3fed5fe55e72f3f0,bf30d7412a031b34,33,10-19,190848,3,4,15,12,33,70,12.02,87.15,38.47,1,0,partnership,143590.22,0
2015,a400b4c82992ec54,be4b2ea652ac0c9a,78,20-49,659949,5,4,10,48,13,40,20.1,75.56,32.36,0,0,pvt_ltd,1433618.92,0
2022,8ee3e0da968e7598,1aa86de4ce33298a,63,50-99,328545,9,6,63,66,140,45,26.59,64.4,76.18,0,0,producer_company,184355.68,0
2024,ef21176c13d35cce,a39bab0d0ba13242,52,1-4,438860,8,1,112,12,266,21,13.78,83.86,43.64,0,0,pvt_ltd,874714.33,0
2018,397791696157c357,9ae512077e6e38d9,51,250-499,540794,2,5,16,50,88,110,12.05,72.99,52.77,0,0,cooperative,290616.48,1
2014,850f45d278557e8d,3310249abe8d48bb,1,10-19,927113,10,2,30,28,49,40,39.98,85.17,50.44,0,0,llp,2178534.54,0
2025,ed90596a7f6ae4bb,c2d0d3cb804e8ce3,3,20-49,321697,7,3,42,9,12,40,27.22,62.41,38.47,0,1,cooperative,597099.6,0
2010,2ef7d8f55f6d6a35,02f20bdaa2e40f44,56,100-249,275035,1,6,8,90,33,132,27.34,86.91,36.03,1,0,sole_prop,772343.2,0
2013,5dd842d01c3437c8,8fd31dd5dc66c437,55,100-249,492109,8,5,96,20,6,40,24.69,69.06,49.39,0,1,llp,2879964.88,1
2016,d0ac65224f629e6c,7cc733772a6fde24,1,20-49,822893,3,4,33,16,65,18,29.64,82.8,41.88,0,0,opc,408989.43,0
2019,f012710f5103353e,2a60c0729cb03ba8,14,1000+,755052,4,4,48,40,110,72,28.33,69.43,58.62,0,0,public_ltd,537582.95,0
2014,f58cda0f223d49da,3b3b574809da3dc4,60,10-19,187714,1,1,16,12,32,88,23.07,71.29,41.83,0,1,opc,467549.39,0
2024,df76f4751e20fcc4,3ae64aa8f69e293f,16,1-4,112151,5,5,45,80,70,36,20.79,74.69,72.87,0,0,partnership,1000596.94,0
2020,ae7ae062e86bddbe,c0145d6b2d852e9d,15,1-4,538579,7,5,35,15,180,40,23.77,80.53,34.45,0,0,pvt_ltd,1326836.78,0
2023,7bce5f42c46b974b,71bdb6a6ec0d30f3,44,20-49,579718,5,2,20,6,112,0,14.42,92.69,48.67,1,0,sole_prop,1597770.49,0
2023,91fd797ad874ee13,8aa07715a6f8aa9c,43,1000+,574397,5,6,35,54,99,36,21.1,95.44,52.04,0,0,opc,693885.02,0
2016,4b1f36586f45dff8,7b2c84f2a1bd52e0,44,1-4,573711,3,3,9,18,80,120,23.19,78.98,60.3,0,0,cooperative,1900310.18,0
2017,82be3ef16a42b9a1,23d0838c70daac97,73,20-49,536012,5,5,80,10,20,70,13.25,78.28,55.16,0,0,llp,2069504.66,0
2011,7decc9958c97d3f6,74bdef3b2a805367,41,100-249,580510,7,4,28,48,22,36,19.67,77.53,47.33,1,0,llp,870139.39,0
2015,e2e49363407448eb,f9ba85973709a4fb,63,100-249,951347,10,4,30,40,117,22,6.87,81.51,55.69,0,0,sole_prop,988095.11,0
2012,73ad0cabcebcdf80,847ca90ca1f4e921,5,1-4,135007,4,3,68,51,54,26,29.12,71.57,56.17,0,0,llp,303145.98,0
2016,b8006ac3daa314da,374a9fa55893a6a3,40,10-19,969606,9,5,36,75,112,56,12.59,81.44,57.34,1,0,partnership,248843.5,0
2017,fb2396d482ebd9b5,1e8a33a460909ef3,6,1000+,218439,6,2,102,22,105,40,13.91,83.89,67.9,1,0,cooperative,865323.77,0
2019,6f247b8bff5f9516,e796b2ef34e3fcb6,52,5-9,234717,5,5,20,25,154,40,30.34,73.18,36.48,0,0,cooperative,1419413.43,0
2023,ed78960ca138f651,b068aab4f2684025,26,250-499,536753,8,3,16,9,90,72,21.97,85.92,39.99,0,0,partnership,796493.72,0
2021,33e7f006ff8c1c25,21d7eb233064c080,36,100-249,530732,7,7,70,91,96,44,6.35,65.09,64.56,1,0,public_ltd,448122.34,0
2017,59250461bc6fe166,5b9f701c66772260,16,100-249,521532,6,3,12,27,96,10,17.51,96.09,56.18,0,0,llp,571184.34,0
2017,9157e0cd1c3bc3f3,82f72180cc3c6c4a,10,10-19,352970,7,3,119,36,22,50,6.45,65.83,76.1,0,0,government,266596.89,0
2014,3ca8f86a7c1d21b0,d86c67edf9e604af,61,500-999,294272,5,6,50,78,52,21,27.26,87.33,39.1,0,0,cooperative,636246.66,0
2019,f208dd9b6234417a,e20836774931781b,9,10-19,878658,10,4,170,56,9,49,24.51,77.56,56.82,0,0,producer_company,127455.38,0
2024,d11aa0641f2a085f,957e51cef11546fa,4,100-249,702217,5,3,45,48,70,32,19.71,86.47,28.67,0,0,pvt_ltd,227087.11,0
2014,044cbb009c0a8165,bb6870c09214e3cd,21,10-19,752099,5,0,30,0,132,56,2.28,77.0,34.73,0,0,government,908790.34,0
2022,186e7e6453481990,3f663fb7e750074b,32,50-99,351803,5,7,35,49,24,16,15.27,75.48,41.78,0,0,public_ltd,396869.68,0
2010,b8a0d717bb76b6fd,cd23cfb843294f78,80,10-19,883970,6,3,54,24,91,81,32.04,81.4,66.36,0,0,llp,585946.27,0
2016,df00566a723a5f78,80cd1a5edc00fbee,77,1-4,704662,4,4,8,64,56,88,12.44,87.46,35.85,0,0,government,1180624.78,0
2010,c2744d6a7f348407,928cce142f448b04,48,1-4,585974,5,6,80,42,77,64,22.1,64.84,22.79,1,0,llp,128784.39,0
2013,0c14e11d2f24816f,a137b73796edae2f,26,100-249,533527,7,6,14,84,24,42,18.47,75.18,57.17,0,0,pvt_ltd,303797.49,0
2025,eba58aea6c062a3d,38b6c01221694e36,51,5-9,391232,4,4,32,64,99,20,14.36,76.56,51.57,1,0,opc,586626.3,0
2024,bade8186ca5c0c2d,a0cf1a763c403d48,62,10-19,106619,6,4,48,24,98,40,20.23,77.48,45.04,0,0,cooperative,484463.49,0
2025,8d51da4ca8dd5254,af518d752e79ecc4,22,5-9,820381,8,5,40,35,88,54,17.74,89.59,61.15,0,1,pvt_ltd,1045465.32,1
2018,84bef1a737c74153,921aeab63905e977,12,100-249,361490,5,3,10,42,143,24,26.16,90.3,52.47,0,0,cooperative,478831.64,0
2021,fbc460d7872290a3,c71b2307b4aa8a2d,77,10-19,510744,6,5,24,20,96,40,8.92,72.9,24.61,0,0,partnership,488312.16,0
2017,51077b27f086fb59,2170401841c48e0e,74,100-249,660349,5,3,75,45,156,77,8.48,88.36,19.7,1,0,opc,624483.05,0
2013,de2916de7e3eb1ab,b307b28b941e38d8,14,1-4,841038,8,2,80,34,99,48,17.55,62.34,25.47,0,1,public_ltd,775648.63,1
2010,ac64d5fd5719f460,e6d69ef875078b5e,75,20-49,197984,2,3,20,51,16,132,19.43,71.66,60.48,0,0,pvt_ltd,532481.26,0
2012,6155de9d0786024f,65f5e3a376af8fa1,31,5-9,348460,4,1,16,10,99,66,10.27,73.63,17.73,0,1,cooperative,178940.52,0
2015,842f0e3037be0158,a143e6d7cc2a3c95,5,50-99,511067,6,1,102,16,48,63,23.13,91.29,62.62,0,0,partnership,517772.85,0
2024,8b01789889f5401f,985461e67c3bd761,29,1-4,924505,5,9,10,81,98,15,22.46,85.65,39.11,0,0,sole_prop,608861.01,0
2017,f39a363232a29126,752284ffd3059510,53,250-499,720646,8,2,88,18,154,14,15.4,77.16,74.43,0,1,opc,1563665.25,0
2012,726ed891766b9cfa,ff8a65fc5e685267,14,250-499,139202,6,5,36,55,48,27,22.52,80.51,32.56,0,0,llp,598810.76,0
2021,3e1088b0aa60681d,d1d1528dc9808d2a,59,250-499,143709,7,4,35,8,91,49,14.11,84.39,26.62,0,0,opc,1042788.71,0
2023,82f1b3b5763a9452,165d417a7b0edd62,67,250-499,933346,12,11,144,187,56,99,15.22,58.49,23.0,0,0,cooperative,306738.98,0
2015,cfd8aa469bc40063,bbeb40e94fc00120,9,1000+,123846,10,5,50,80,63,32,26.66,72.65,41.07,1,0,government,503995.37,0
2019,a851aa61c2ffcb33,908bfa43781cb8c3,48,5-9,206930,7,1,28,6,60,44,15.95,72.08,24.42,1,0,opc,363313.84,0
2019,de10aafeca41223c,2ccc6fd518cbba25,77,20-49,795782,10,2,80,32,99,72,6.87,98.15,51.54,0,0,llp,325622.61,0
2016,910a262c7beaab37,690923be23234221,21,500-999,315340,3,4,27,24,110,88,6.34,79.75,27.16,1,0,partnership,414301.64,0
2020,abab01be49ff2a07,34ec121380a18987,32,1-4,620684,9,3,126,15,56,40,9.85,78.33,56.52,0,0,public_ltd,415993.5,0
2019,14149d6d804c251d,5bd10a2f420311e6,21,1-4,611166,5,5,65,50,18,63,27.75,68.89,45.61,0,0,cooperative,355625.41,0
2024,eb41fd3cbea31bf2,e0d71d7a3712ae62,31,50-99,415607,7,2,98,14,32,40,13.05,75.72,54.88,0,0,partnership,416141.43,0
2012,943c68670c305577,dc678eab9453b4e2,12,5-9,854575,6,3,78,36,99,90,35.71,67.48,41.57,0,0,cooperative,263233.99,0
2021,cc87c7346123594e,fcf6f718be64db23,27,10-19,823200,9,4,81,16,195,80,23.1,69.6,61.08,0,0,government,244073.91,0
2011,36d3da75c90e6eea,6cc4b0aeb103afe5,22,10-19,193173,5,6,35,42,35,60,15.37,81.02,44.46,0,0,partnership,1104027.62,0
2022,4d40f54fdc644e96,403d180d7d155f7b,53,1000+,645226,7,2,49,28,50,48,23.81,67.05,36.45,0,0,partnership,1053253.36,0
2010,5c454afc437b6973,17c090054b208f3b,53,100-249,467002,8,5,72,60,48,25,14.73,80.37,35.42,0,0,opc,616066.1,0
2014,525c965c228be798,738d64b2b9958417,30,1-4,530092,7,2,119,20,11,24,25.62,81.77,42.32,0,0,government,136421.41,1
2019,fa8151acbff8c669,bfd06a27fc0d61a3,73,10-19,935357,12,3,84,51,204,104,28.59,79.55,43.45,0,0,government,637803.04,0
2012,40e8667ce021f982,ec8a7012a133379f,17,10-19,536246,9,7,45,119,91,72,27.9,86.82,14.25,0,0,sole_prop,356556.58,0
2022,c3e64acb1d3f1918,86fe1ca2b530b7f1,64,5-9,798682,7,7,56,21,40,110,11.72,73.15,41.24,0,0,cooperative,494102.86,0
2022,1e19b72b224fcbd8,0a2266f672d4f964,65,20-49,991137,5,1,50,15,48,30,25.39,70.16,61.75,0,0,pvt_ltd,1802372.33,0
2018,b62e45b053c79a7b,158af4cbe7aa29de,60,250-499,305575,5,5,55,65,80,42,10.59,72.55,40.28,0,0,producer_company,779740.45,0
2010,907ac643a36c6131,c775e1ae4996bcbd,26,1000+,824061,3,2,33,34,30,72,15.25,87.96,50.88,0,1,public_ltd,403955.66,0
2010,5c68e123fff7e267,e7a98d29507502d3,47,50-99,538828,9,4,126,12,24,56,19.99,67.57,40.11,0,0,public_ltd,3994716.78,0
2017,e5d917fad006247f,c7e66f672c5dfcaf,1,20-49,883437,5,2,40,32,132,18,7.65,80.39,18.54,0,0,partnership,515695.85,0
2017,101ceefc03b919d9,5d52f0e76ea89587,53,1-4,307728,8,4,72,20,72,70,16.31,66.73,54.99,1,0,government,2817460.45,0
2014,56cd3287af9332f2,33ccfdd7275b9cd8,71,1000+,291805,5,8,30,56,132,63,16.71,64.25,42.84,0,0,opc,1383175.99,0
2024,85b3fdd9e94cb170,ee4b52d0aa113059,41,10-19,232068,9,2,126,4,56,12,32.68,50.71,4.65,0,0,sole_prop,1021862.55,0
