tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2024-12-10,PLAN0000001440,BRAND_A,AREA000001440,195.82,124.85,3,13.74,142.95,304.79,0,18.68,15.82,1,NONE,0.5757,3.21,40,23.752,DOCKET0000001440
2024-12-11,PLAN0000001441,BRAND_F,AREA000001441,89.42,30.1,0,7.21,187.92,177.24,24,11.55,13.52,0,ACP,0.0486,4.32,26,21.797,DOCKET0000001441
2024-12-12,PLAN0000001442,BRAND_E,AREA000001442,55.65,18.05,12,17.88,209.86,16.62,24,9.76,12.41,0,ACP,0.0342,9.02,102,4.255,DOCKET0000001442
2024-12-13,PLAN0000001443,BRAND_A,AREA000001443,173.29,79.31,12,3.66,141.79,60.68,24,7.57,2.4,0,ACP,0.0989,5.22,45,16.114,DOCKET0000001443
2024-12-14,PLAN0000001444,BRAND_A,AREA000001444,208.81,73.67,12,4.07,13.5,316.94,24,14.2,20.69,0,NONE,0.1396,19.37,84,13.092,DOCKET0000001444
2024-12-15,PLAN0000001445,BRAND_B,AREA000001445,210.54,74.46,0,16.88,157.87,237.74,0,0.42,26.53,1,NONE,0.1465,20.63,62,0.735,DOCKET0000001445
2024-12-16,PLAN0000001446,BRAND_B,AREA000001446,98.83,71.94,12,5.27,191.83,441.57,24,5.1,23.02,0,NONE,0.0937,28.19,22,25.975,DOCKET0000001446
2024-12-17,PLAN0000001447,BRAND_A,AREA000001447,82.98,42.03,12,22.06,64.18,309.07,24,12.76,4.16,0,NONE,0.0655,22.82,120,15.184,DOCKET0000001447
2024-12-18,PLAN0000001448,BRAND_B,AREA000001448,31.19,25.62,0,6.01,87.11,21.71,24,10.02,25.71,0,NONE,0.018,21.58,108,33.71,DOCKET0000001448
2024-12-19,PLAN0000001449,BRAND_B,AREA000001449,156.23,77.07,12,24.52,143.7,323.87,0,17.99,6.68,1,NONE,0.3611,34.34,7,10.267,DOCKET0000001449
2024-12-20,PLAN0000001450,BRAND_D,AREA000001450,124.4,71.42,18,23.26,146.22,170.75,24,6.71,17.53,0,ACP,0.1998,3.86,75,33.954,DOCKET0000001450
2024-12-21,PLAN0000001451,BRAND_F,AREA000001451,126.96,49.03,18,11.4,29.1,20.88,0,0.35,17.88,0,NONE,0.1725,23.64,10,30.794,DOCKET0000001451
2024-12-22,PLAN0000001452,BRAND_A,AREA000001452,66.66,31.4,24,18.36,122.8,151.4,0,19.18,9.41,1,NONE,0.0579,5.83,98,33.592,DOCKET0000001452
2024-12-23,PLAN0000001453,BRAND_A,AREA000001453,90.61,56.07,0,23.1,172.36,15.29,12,4.36,3.2,1,LOCAL_VOUCHER,0.0469,4.81,61,7.693,DOCKET0000001453
2024-12-24,PLAN0000001454,BRAND_D,AREA000001454,80.82,71.82,12,6.32,1.5,232.32,12,8.32,4.92,0,NONE,0.06,4.12,24,21.425,DOCKET0000001454
2024-12-25,PLAN0000001455,BRAND_D,AREA000001455,163.74,137.56,9,1.85,161.14,324.78,12,17.66,32.57,0,TRIBAL,0.0836,8.32,30,18.468,DOCKET0000001455
2024-12-26,PLAN0000001456,BRAND_E,AREA000001456,60.48,38.03,6,3.71,235.97,125.07,24,11.35,7.0,1,ACP,0.0436,25.42,79,30.086,DOCKET0000001456
2024-12-27,PLAN0000001457,BRAND_D,AREA000001457,119.24,99.35,3,16.09,23.86,213.1,36,2.45,16.51,1,LOCAL_VOUCHER,0.0953,1.11,3,6.519,DOCKET0000001457
2024-12-28,PLAN0000001458,BRAND_E,AREA000001458,58.93,22.25,3,13.53,0.05,291.63,24,19.39,20.01,0,TRIBAL,0.0364,7.22,15,32.377,DOCKET0000001458
2024-12-29,PLAN0000001459,BRAND_C,AREA000001459,71.53,23.26,24,17.62,83.54,9.56,12,8.57,12.22,1,ACP,0.0425,10.11,91,5.819,DOCKET0000001459
2024-12-30,PLAN0000001460,BRAND_A,AREA000001460,205.79,183.62,3,24.05,160.53,209.05,24,3.5,34.29,1,NONE,0.594,9.12,16,18.488,DOCKET0000001460
2024-12-31,PLAN0000001461,BRAND_B,AREA000001461,18.13,8.64,24,23.58,48.4,212.84,0,6.45,27.4,0,LOCAL_VOUCHER,0.1307,7.85,78,20.297,DOCKET0000001461
2025-01-01,PLAN0000001462,BRAND_D,AREA000001462,161.21,63.4,3,21.27,114.64,348.16,12,12.39,1.69,0,LOCAL_VOUCHER,0.3108,8.79,78,14.643,DOCKET0000001462
2025-01-02,PLAN0000001463,BRAND_E,AREA000001463,187.08,84.17,12,17.6,180.49,206.51,24,10.59,15.17,1,TRIBAL,0.1192,9.45,81,10.793,DOCKET0000001463
2025-01-03,PLAN0000001464,BRAND_F,AREA000001464,112.72,76.91,12,22.49,119.09,291.33,24,18.66,24.28,0,NONE,0.3918,14.87,90,4.183,DOCKET0000001464
2025-01-04,PLAN0000001465,BRAND_C,AREA000001465,133.32,55.26,0,12.12,62.45,103.98,1,14.6,24.0,0,NONE,0.5669,14.1,33,9.185,DOCKET0000001465
2025-01-05,PLAN0000001466,BRAND_A,AREA000001466,97.44,71.85,12,20.74,78.49,162.38,24,5.8,8.05,0,NONE,0.7358,18.23,34,7.69,DOCKET0000001466
2025-01-06,PLAN0000001467,BRAND_E,AREA000001467,206.06,115.49,0,8.08,115.79,91.85,12,4.08,5.78,0,NONE,0.134,13.61,84,22.877,DOCKET0000001467
2025-01-07,PLAN0000001468,BRAND_B,AREA000001468,98.52,49.65,6,1.29,16.85,198.22,24,10.37,29.86,0,NONE,0.0504,6.91,69,7.428,DOCKET0000001468
2025-01-08,PLAN0000001469,BRAND_C,AREA000001469,59.17,23.7,12,12.37,75.16,251.99,24,15.58,4.47,1,NONE,0.0408,4.36,25,6.113,DOCKET0000001469
2025-01-09,PLAN0000001470,BRAND_B,AREA000001470,131.35,63.27,0,7.59,75.41,315.39,24,19.8,20.91,0,NONE,0.1963,28.85,43,25.663,DOCKET0000001470
2025-01-10,PLAN0000001471,BRAND_A,AREA000001471,208.55,170.83,24,3.37,115.9,326.96,24,17.66,28.85,0,LOCAL_VOUCHER,0.1446,15.89,32,33.561,DOCKET0000001471
2025-01-11,PLAN0000001472,BRAND_A,AREA000001472,205.38,147.31,0,16.93,181.49,412.93,24,2.28,6.25,0,NONE,1.6838,17.58,1,19.944,DOCKET0000001472
2025-01-12,PLAN0000001473,BRAND_A,AREA000001473,193.21,113.86,0,0.37,41.41,70.73,12,7.27,15.74,1,NONE,0.4913,1.48,1,0.601,DOCKET0000001473
2025-01-13,PLAN0000001474,BRAND_C,AREA000001474,199.49,161.08,9,23.33,122.8,269.58,24,4.05,14.22,0,NONE,0.1003,8.3,87,32.711,DOCKET0000001474
2025-01-14,PLAN0000001475,BRAND_B,AREA000001475,148.66,96.0,12,14.14,243.1,246.48,12,2.25,11.28,0,ACP,0.0877,1.52,15,34.675,DOCKET0000001475
2025-01-15,PLAN0000001476,BRAND_F,AREA000001476,58.81,46.52,18,12.66,20.68,319.17,12,10.95,22.07,0,NONE,0.2326,33.57,35,12.504,DOCKET0000001476
2025-01-16,PLAN0000001477,BRAND_B,AREA000001477,192.36,164.46,18,4.38,209.3,426.08,12,17.26,34.54,0,NONE,0.2365,19.0,90,19.976,DOCKET0000001477
2025-01-17,PLAN0000001478,BRAND_A,AREA000001478,54.31,29.47,18,1.53,109.89,154.98,0,2.09,15.29,0,NONE,0.3071,30.91,52,27.084,DOCKET0000001478
2025-01-18,PLAN0000001479,BRAND_E,AREA000001479,209.13,84.64,0,4.67,11.86,214.19,12,15.59,31.49,0,NONE,0.1504,26.29,33,2.066,DOCKET0000001479
2025-01-19,PLAN0000001480,BRAND_D,AREA000001480,80.75,42.37,9,15.5,182.06,22.04,0,18.58,4.7,1,ACP,0.0785,17.45,71,17.731,DOCKET0000001480
2025-01-20,PLAN0000001481,BRAND_A,AREA000001481,31.27,9.9,12,8.35,156.58,199.68,36,11.85,21.59,1,NONE,0.0365,16.73,85,33.638,DOCKET0000001481
2025-01-21,PLAN0000001482,BRAND_F,AREA000001482,189.24,113.76,3,22.04,221.29,145.34,12,11.63,9.39,0,LIFELINE,0.223,26.1,83,16.338,DOCKET0000001482
2025-01-22,PLAN0000001483,BRAND_D,AREA000001483,147.82,69.53,6,5.11,220.85,399.02,24,15.8,25.79,1,LOCAL_VOUCHER,0.1762,20.99,107,19.259,DOCKET0000001483
2025-01-23,PLAN0000001484,BRAND_A,AREA000001484,197.01,125.55,12,15.09,175.51,57.07,12,11.61,0.84,0,NONE,0.1851,12.06,17,15.177,DOCKET0000001484
2025-01-24,PLAN0000001485,BRAND_D,AREA000001485,99.54,61.58,18,17.03,119.72,263.56,0,10.05,27.15,0,LIFELINE,0.0863,31.44,90,34.406,DOCKET0000001485
2025-01-25,PLAN0000001486,BRAND_C,AREA000001486,84.05,59.3,3,0.88,84.94,406.51,12,10.01,19.56,0,TRIBAL,0.1547,0.15,104,34.635,DOCKET0000001486
2025-01-26,PLAN0000001487,BRAND_C,AREA000001487,109.29,90.19,24,22.65,210.07,348.86,1,8.5,9.75,0,NONE,0.0762,22.78,31,25.522,DOCKET0000001487
2025-01-27,PLAN0000001488,BRAND_C,AREA000001488,149.23,54.15,6,19.7,86.08,213.94,24,8.35,4.05,0,ACP,0.2295,10.28,59,12.753,DOCKET0000001488
2025-01-28,PLAN0000001489,BRAND_E,AREA000001489,90.32,84.25,3,6.43,42.29,101.78,12,6.46,3.67,1,NONE,0.0463,0.88,53,13.295,DOCKET0000001489
2025-01-29,PLAN0000001490,BRAND_D,AREA000001490,118.65,77.07,24,4.5,190.6,222.29,24,12.6,11.48,0,ACP,0.0683,1.69,19,27.035,DOCKET0000001490
2025-01-30,PLAN0000001491,BRAND_C,AREA000001491,171.74,127.27,9,18.19,178.97,58.27,0,14.8,7.76,0,ACP,0.1248,5.49,78,31.827,DOCKET0000001491
2025-01-31,PLAN0000001492,BRAND_D,AREA000001492,129.32,57.44,12,18.79,9.32,206.92,12,5.76,34.8,1,ACP,0.0948,29.13,19,22.581,DOCKET0000001492
2025-02-01,PLAN0000001493,BRAND_A,AREA000001493,38.33,34.44,18,9.55,75.97,274.88,0,9.19,13.43,0,NONE,0.0397,20.61,5,16.868,DOCKET0000001493
2025-02-02,PLAN0000001494,BRAND_D,AREA000001494,213.83,148.17,18,14.53,133.07,113.74,36,17.87,28.39,0,NONE,0.1093,12.22,116,21.254,DOCKET0000001494
2025-02-03,PLAN0000001495,BRAND_D,AREA000001495,174.05,116.83,0,15.51,64.82,226.57,24,8.64,20.68,0,NONE,0.0942,26.0,45,4.397,DOCKET0000001495
2025-02-04,PLAN0000001496,BRAND_A,AREA000001496,166.22,133.09,12,15.07,13.06,204.07,1,9.57,2.15,0,ACP,0.121,3.87,93,1.951,DOCKET0000001496
2025-02-05,PLAN0000001497,BRAND_F,AREA000001497,167.19,86.12,0,9.17,55.06,13.27,12,12.83,25.2,0,LOCAL_VOUCHER,0.1685,5.17,112,3.612,DOCKET0000001497
2025-02-06,PLAN0000001498,BRAND_D,AREA000001498,146.93,81.7,0,22.3,15.6,366.09,24,6.23,12.7,0,LOCAL_VOUCHER,0.0937,20.51,51,12.765,DOCKET0000001498
2025-02-07,PLAN0000001499,BRAND_F,AREA000001499,55.58,35.39,18,11.39,142.44,114.15,0,15.03,13.71,0,NONE,0.0413,4.07,93,5.0,DOCKET0000001499
2025-02-08,PLAN0000001500,BRAND_C,AREA000001500,71.67,67.65,12,23.09,203.04,184.66,12,16.12,4.35,1,NONE,0.0527,6.3,75,16.903,DOCKET0000001500
2025-02-09,PLAN0000001501,BRAND_F,AREA000001501,61.68,46.42,0,4.21,52.51,73.35,0,0.3,22.07,1,ACP,0.1899,5.68,92,33.682,DOCKET0000001501
2025-02-10,PLAN0000001502,BRAND_E,AREA000001502,147.21,67.07,0,0.31,242.25,173.31,24,1.82,32.12,1,NONE,0.3222,24.23,28,34.546,DOCKET0000001502
2025-02-11,PLAN0000001503,BRAND_D,AREA000001503,24.39,11.3,12,20.93,43.44,133.3,12,2.62,9.79,0,LOCAL_VOUCHER,0.0167,0.28,34,7.277,DOCKET0000001503
2025-02-12,PLAN0000001504,BRAND_C,AREA000001504,121.58,66.47,18,14.66,88.8,142.65,12,19.53,24.23,1,ACP,0.0759,32.91,69,31.785,DOCKET0000001504
2025-02-13,PLAN0000001505,BRAND_B,AREA000001505,36.99,27.2,18,24.46,240.58,160.56,12,7.81,20.7,0,ACP,0.0925,3.57,85,16.104,DOCKET0000001505
2025-02-14,PLAN0000001506,BRAND_C,AREA000001506,215.57,185.47,18,7.29,99.78,390.71,24,5.87,34.83,0,ACP,0.1107,28.7,100,2.594,DOCKET0000001506
2025-02-15,PLAN0000001507,BRAND_B,AREA000001507,200.94,167.84,12,16.54,234.69,237.7,12,17.49,32.6,0,TRIBAL,0.4543,18.5,2,1.191,DOCKET0000001507
2025-02-16,PLAN0000001508,BRAND_E,AREA000001508,33.12,24.03,18,4.7,178.64,37.55,12,14.49,29.52,1,ACP,0.0365,23.2,95,1.506,DOCKET0000001508
2025-02-17,PLAN0000001509,BRAND_B,AREA000001509,63.33,32.66,6,4.22,137.8,234.2,12,8.53,22.71,0,LOCAL_VOUCHER,0.1368,5.98,62,17.395,DOCKET0000001509
2025-02-18,PLAN0000001510,BRAND_A,AREA000001510,116.16,87.85,24,1.78,123.73,325.94,0,9.19,22.2,0,NONE,0.1527,31.27,54,15.26,DOCKET0000001510
2025-02-19,PLAN0000001511,BRAND_C,AREA000001511,70.55,45.03,9,20.43,235.01,374.01,24,15.0,0.17,1,NONE,0.0466,20.3,99,13.394,DOCKET0000001511
2025-02-20,PLAN0000001512,BRAND_E,AREA000001512,114.43,95.68,6,4.91,29.16,36.9,24,10.13,12.32,0,ACP,0.1412,25.47,16,11.757,DOCKET0000001512
2025-02-21,PLAN0000001513,BRAND_A,AREA000001513,120.16,111.64,0,0.76,47.52,110.98,12,9.69,12.29,0,NONE,0.0858,31.33,53,12.328,DOCKET0000001513
2025-02-22,PLAN0000001514,BRAND_D,AREA000001514,180.9,151.23,12,23.29,42.33,393.44,0,17.4,15.02,0,LIFELINE,0.2412,8.65,27,7.027,DOCKET0000001514
2025-02-23,PLAN0000001515,BRAND_A,AREA000001515,18.99,13.92,18,24.35,39.63,268.47,24,12.99,20.59,0,ACP,0.0295,20.64,67,29.063,DOCKET0000001515
2025-02-24,PLAN0000001516,BRAND_A,AREA000001516,144.89,101.21,6,20.85,125.66,104.26,1,12.98,22.46,0,NONE,0.1254,16.71,120,16.517,DOCKET0000001516
2025-02-25,PLAN0000001517,BRAND_D,AREA000001517,158.75,69.39,0,8.82,92.59,297.98,12,16.91,20.93,0,LIFELINE,0.1023,34.97,28,15.016,DOCKET0000001517
2025-02-26,PLAN0000001518,BRAND_A,AREA000001518,37.77,33.02,6,8.53,210.57,362.35,12,19.59,32.41,0,LOCAL_VOUCHER,0.0226,10.46,7,6.177,DOCKET0000001518
2025-02-27,PLAN0000001519,BRAND_D,AREA000001519,114.06,54.16,3,14.07,190.98,14.49,0,17.2,26.23,0,LIFELINE,0.0599,24.36,101,13.435,DOCKET0000001519
2025-02-28,PLAN0000001520,BRAND_B,AREA000001520,87.79,55.79,3,20.67,41.04,193.63,36,4.47,20.76,1,ACP,0.0937,19.28,79,28.806,DOCKET0000001520
2025-03-01,PLAN0000001521,BRAND_D,AREA000001521,88.16,28.08,12,9.56,74.63,382.91,36,9.12,30.98,0,LIFELINE,0.2083,31.24,11,2.807,DOCKET0000001521
2025-03-02,PLAN0000001522,BRAND_F,AREA000001522,143.09,123.4,18,2.75,94.76,368.28,12,14.63,31.3,0,LIFELINE,0.0854,5.31,65,23.401,DOCKET0000001522
2025-03-03,PLAN0000001523,BRAND_D,AREA000001523,100.17,60.61,12,20.55,245.45,301.49,24,3.24,26.74,0,NONE,0.0983,0.41,16,34.616,DOCKET0000001523
2025-03-04,PLAN0000001524,BRAND_E,AREA000001524,88.28,43.57,0,23.79,0.67,181.62,0,12.05,25.93,1,ACP,0.0873,9.77,27,14.662,DOCKET0000001524
2025-03-05,PLAN0000001525,BRAND_F,AREA000001525,75.49,38.88,18,12.59,144.29,88.49,24,15.84,17.25,0,TRIBAL,0.0887,31.76,62,25.235,DOCKET0000001525
2025-03-06,PLAN0000001526,BRAND_E,AREA000001526,183.19,86.09,12,23.51,169.81,427.25,12,0.37,3.44,0,ACP,2.0684,9.15,39,19.102,DOCKET0000001526
2025-03-07,PLAN0000001527,BRAND_E,AREA000001527,102.35,36.34,12,20.95,209.95,54.23,12,16.96,20.46,0,LOCAL_VOUCHER,1.6113,2.0,84,30.046,DOCKET0000001527
2025-03-08,PLAN0000001528,BRAND_F,AREA000001528,62.67,29.32,0,22.87,180.14,377.01,24,14.11,20.61,0,LOCAL_VOUCHER,0.1276,34.21,42,2.128,DOCKET0000001528
2025-03-09,PLAN0000001529,BRAND_A,AREA000001529,166.57,54.96,0,21.56,94.1,99.95,12,5.67,8.55,0,NONE,0.2287,1.73,8,2.786,DOCKET0000001529
2025-03-10,PLAN0000001530,BRAND_F,AREA000001530,167.81,72.86,12,17.42,59.25,402.4,24,14.94,5.91,0,NONE,0.142,9.57,111,14.592,DOCKET0000001530
2025-03-11,PLAN0000001531,BRAND_C,AREA000001531,82.31,73.08,9,14.19,244.0,406.46,12,18.8,6.92,0,ACP,0.1796,4.83,86,16.242,DOCKET0000001531
2025-03-12,PLAN0000001532,BRAND_E,AREA000001532,189.36,132.35,12,10.69,109.85,117.81,12,11.02,34.49,1,NONE,0.1458,31.04,31,17.143,DOCKET0000001532
2025-03-13,PLAN0000001533,BRAND_D,AREA000001533,39.0,21.97,12,10.91,36.74,303.41,24,5.53,25.95,0,NONE,0.0593,25.08,39,20.013,DOCKET0000001533
2025-03-14,PLAN0000001534,BRAND_C,AREA000001534,186.54,110.62,9,9.42,110.29,169.48,12,6.22,19.14,0,NONE,0.2078,31.67,80,30.749,DOCKET0000001534
2025-03-15,PLAN0000001535,BRAND_E,AREA000001535,90.87,71.84,9,23.29,222.47,271.13,12,4.38,10.9,1,LIFELINE,0.1069,22.41,100,20.165,DOCKET0000001535
2025-03-16,PLAN0000001536,BRAND_F,AREA000001536,158.76,142.37,9,6.99,236.0,183.0,12,18.36,31.18,0,NONE,0.1097,12.39,38,24.156,DOCKET0000001536
2025-03-17,PLAN0000001537,BRAND_E,AREA000001537,37.82,19.99,12,14.44,62.73,226.41,12,6.92,11.34,0,NONE,0.1489,8.7,34,15.657,DOCKET0000001537
2025-03-18,PLAN0000001538,BRAND_C,AREA000001538,167.3,92.51,9,0.42,101.4,242.0,12,19.02,13.42,0,ACP,0.093,30.42,31,19.586,DOCKET0000001538
2025-03-19,PLAN0000001539,BRAND_E,AREA000001539,78.97,67.13,12,3.64,227.12,40.68,24,17.28,22.27,1,LOCAL_VOUCHER,0.05,28.65,68,24.497,DOCKET0000001539
2025-03-20,PLAN0000001540,BRAND_F,AREA000001540,28.26,19.19,12,3.79,46.44,234.91,12,16.56,15.17,0,NONE,0.0321,28.56,25,22.59,DOCKET0000001540
2025-03-21,PLAN0000001541,BRAND_D,AREA000001541,130.34,85.24,6,7.73,89.18,209.27,1,12.78,6.81,1,NONE,0.617,16.27,111,11.458,DOCKET0000001541
2025-03-22,PLAN0000001542,BRAND_D,AREA000001542,169.47,59.05,12,11.28,27.2,22.03,12,13.05,32.32,0,ACP,0.2065,13.13,50,34.764,DOCKET0000001542
2025-03-23,PLAN0000001543,BRAND_C,AREA000001543,213.02,71.12,9,8.77,180.2,341.12,12,9.17,7.72,0,LOCAL_VOUCHER,0.3528,28.89,107,25.937,DOCKET0000001543
2025-03-24,PLAN0000001544,BRAND_B,AREA000001544,128.79,62.23,0,6.33,63.12,133.8,1,9.47,5.47,0,ACP,0.0755,4.9,8,12.333,DOCKET0000001544
2025-03-25,PLAN0000001545,BRAND_A,AREA000001545,66.0,52.57,6,20.46,98.53,189.76,24,17.17,13.09,0,TRIBAL,0.0502,5.0,87,25.486,DOCKET0000001545
2025-03-26,PLAN0000001546,BRAND_C,AREA000001546,160.66,118.29,12,21.39,189.9,261.67,12,6.75,1.96,0,ACP,0.2047,21.38,72,20.868,DOCKET0000001546
2025-03-27,PLAN0000001547,BRAND_A,AREA000001547,166.0,137.28,12,6.88,91.06,307.61,12,11.49,5.85,0,ACP,0.1321,25.0,31,6.558,DOCKET0000001547
2025-03-28,PLAN0000001548,BRAND_B,AREA000001548,196.68,163.24,18,9.0,44.46,380.17,12,8.04,29.31,0,NONE,0.1145,20.42,96,2.747,DOCKET0000001548
2025-03-29,PLAN0000001549,BRAND_F,AREA000001549,106.73,34.15,24,22.32,242.36,303.59,1,1.81,28.83,0,NONE,0.1068,26.18,15,5.639,DOCKET0000001549
2025-03-30,PLAN0000001550,BRAND_B,AREA000001550,202.33,69.95,3,12.54,194.88,25.87,24,5.16,12.4,0,LOCAL_VOUCHER,0.3379,15.14,70,22.993,DOCKET0000001550
2025-03-31,PLAN0000001551,BRAND_A,AREA000001551,56.92,51.46,3,13.47,99.0,441.56,24,13.11,4.61,1,NONE,0.2032,8.87,12,5.565,DOCKET0000001551
2025-04-01,PLAN0000001552,BRAND_F,AREA000001552,70.57,56.14,18,6.84,6.17,223.27,24,12.64,0.82,0,NONE,0.0821,7.13,82,21.068,DOCKET0000001552
2025-04-02,PLAN0000001553,BRAND_B,AREA000001553,172.12,104.24,6,17.51,145.15,107.86,1,12.9,27.18,0,NONE,0.9118,0.55,83,34.486,DOCKET0000001553
2025-04-03,PLAN0000001554,BRAND_E,AREA000001554,138.47,68.78,0,5.45,182.85,174.83,12,14.57,13.75,0,LIFELINE,0.2214,23.99,70,22.523,DOCKET0000001554
2025-04-04,PLAN0000001555,BRAND_E,AREA000001555,66.63,56.45,9,2.38,167.22,384.52,12,4.39,19.16,0,NONE,0.0383,13.23,22,18.375,DOCKET0000001555
2025-04-05,PLAN0000001556,BRAND_A,AREA000001556,52.19,22.55,6,14.16,92.61,119.19,12,15.26,15.57,0,LOCAL_VOUCHER,0.0263,22.57,104,7.16,DOCKET0000001556
2025-04-06,PLAN0000001557,BRAND_E,AREA000001557,48.29,15.1,9,14.36,165.59,367.07,12,17.05,4.13,0,LIFELINE,0.0288,34.04,97,1.356,DOCKET0000001557
2025-04-07,PLAN0000001558,BRAND_A,AREA000001558,208.74,150.06,6,22.3,87.78,194.18,12,18.63,34.71,0,LIFELINE,0.3541,1.59,7,26.938,DOCKET0000001558
2025-04-08,PLAN0000001559,BRAND_B,AREA000001559,190.75,145.2,6,0.92,55.96,447.38,12,0.4,30.45,0,LOCAL_VOUCHER,0.1263,32.47,94,19.288,DOCKET0000001559
2025-04-09,PLAN0000001560,BRAND_F,AREA000001560,16.23,13.65,6,12.81,143.04,247.64,12,14.35,1.47,1,NONE,0.0116,32.98,21,5.685,DOCKET0000001560
2025-04-10,PLAN0000001561,BRAND_A,AREA000001561,39.38,36.06,9,22.15,11.92,284.49,24,2.58,16.44,0,NONE,0.0369,10.92,67,15.012,DOCKET0000001561
2025-04-11,PLAN0000001562,BRAND_E,AREA000001562,170.84,73.65,12,3.68,65.21,344.48,12,18.52,23.89,0,ACP,0.086,22.81,20,30.702,DOCKET0000001562
2025-04-12,PLAN0000001563,BRAND_D,AREA000001563,149.63,96.56,12,20.69,203.3,412.21,12,17.39,21.02,0,NONE,0.9174,14.12,107,8.493,DOCKET0000001563
2025-04-13,PLAN0000001564,BRAND_B,AREA000001564,184.57,174.94,12,24.44,133.97,147.73,0,6.24,18.84,0,LIFELINE,0.135,24.07,16,7.117,DOCKET0000001564
2025-04-14,PLAN0000001565,BRAND_A,AREA000001565,77.33,43.61,12,13.91,242.58,357.47,24,17.29,1.78,1,ACP,0.0869,18.44,7,22.358,DOCKET0000001565
2025-04-15,PLAN0000001566,BRAND_E,AREA000001566,17.72,14.97,9,24.05,157.66,393.44,12,3.72,8.48,1,NONE,0.0239,15.64,102,23.567,DOCKET0000001566
2025-04-16,PLAN0000001567,BRAND_A,AREA000001567,91.01,73.54,18,7.31,165.19,251.12,24,10.6,23.2,1,LIFELINE,0.7009,2.0,51,7.042,DOCKET0000001567
2025-04-17,PLAN0000001568,BRAND_C,AREA000001568,119.44,106.39,9,14.07,105.18,229.88,24,16.42,10.42,0,ACP,0.0761,2.67,88,24.767,DOCKET0000001568
2025-04-18,PLAN0000001569,BRAND_E,AREA000001569,198.35,180.89,12,3.97,70.58,79.97,12,17.22,20.77,0,ACP,0.204,19.58,10,22.283,DOCKET0000001569
2025-04-19,PLAN0000001570,BRAND_B,AREA000001570,93.13,68.83,12,15.82,6.12,197.83,24,4.67,9.54,0,NONE,0.1516,13.03,114,14.488,DOCKET0000001570
2025-04-20,PLAN0000001571,BRAND_D,AREA000001571,79.62,42.1,18,23.26,235.13,117.82,12,6.06,23.9,1,LOCAL_VOUCHER,0.0688,26.45,84,13.041,DOCKET0000001571
2025-04-21,PLAN0000001572,BRAND_E,AREA000001572,173.8,91.57,0,8.41,77.66,420.63,12,6.54,32.25,1,NONE,0.1682,20.78,14,27.022,DOCKET0000001572
2025-04-22,PLAN0000001573,BRAND_A,AREA000001573,193.61,114.77,9,11.76,146.77,337.96,12,1.14,19.57,0,NONE,0.121,18.56,59,27.22,DOCKET0000001573
2025-04-23,PLAN0000001574,BRAND_A,AREA000001574,155.93,51.17,0,0.65,153.03,220.92,12,5.27,11.8,0,TRIBAL,0.1031,27.5,70,2.697,DOCKET0000001574
2025-04-24,PLAN0000001575,BRAND_D,AREA000001575,188.88,103.26,12,9.65,73.42,136.88,12,3.23,28.48,0,NONE,0.3077,28.75,81,8.341,DOCKET0000001575
2025-04-25,PLAN0000001576,BRAND_C,AREA000001576,66.35,28.75,9,6.25,75.2,221.24,12,10.14,34.51,0,NONE,0.11,13.38,59,31.705,DOCKET0000001576
2025-04-26,PLAN0000001577,BRAND_D,AREA000001577,56.89,20.43,9,12.08,106.69,142.07,12,12.41,14.28,1,NONE,0.0378,1.03,49,18.591,DOCKET0000001577
2025-04-27,PLAN0000001578,BRAND_F,AREA000001578,15.67,7.95,9,10.17,11.23,413.52,12,8.96,20.48,0,TRIBAL,0.0111,28.88,57,4.314,DOCKET0000001578
2025-04-28,PLAN0000001579,BRAND_A,AREA000001579,28.85,17.59,18,11.12,110.01,388.36,12,4.23,5.57,0,LIFELINE,0.0687,21.11,118,28.541,DOCKET0000001579
2025-04-29,PLAN0000001580,BRAND_A,AREA000001580,54.2,27.07,18,6.67,142.28,12.53,24,16.44,23.51,0,ACP,0.04,15.69,24,0.867,DOCKET0000001580
2025-04-30,PLAN0000001581,BRAND_F,AREA000001581,82.39,45.04,3,4.86,37.14,341.65,12,15.47,0.45,1,NONE,1.512,15.46,81,28.696,DOCKET0000001581
2025-05-01,PLAN0000001582,BRAND_A,AREA000001582,103.18,61.22,0,12.85,71.19,308.15,24,1.43,19.62,0,TRIBAL,2.8515,27.32,42,30.019,DOCKET0000001582
2025-05-02,PLAN0000001583,BRAND_A,AREA000001583,120.91,75.33,12,19.05,143.43,239.88,12,7.46,28.0,0,NONE,1.1923,4.31,13,8.112,DOCKET0000001583
