env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_fema_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_usd,env_hazard_crop_damage_usd,env_hazard_insured_loss_usd,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_mph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2012-06-29,2012-07-17,LANDSLIDE,7668,POLY000001522,1,0,441,1037492093.88,779149855.87,615630565.05,0,5885201,219481,7.72,108.5,-4.792,95.8,23.74,NARR_B
2012-07-02,2012-07-03,HURRICANE,2249,POLY000001523,0,0,728,1120259065.13,2247227526.49,537005155.75,0,7531821,12194,10.8,51.2,-3.348,77.6,60.29,NARR_D
2012-07-05,2012-07-05,WILDFIRE,8941,POLY000001524,0,0,916,7042245641.28,2030845231.45,1177483146.49,0,5962960,185701,18.19,142.4,-3.031,71.3,28.98,NARR_F
2012-07-08,2012-07-24,DROUGHT,5234,POLY000001525,0,0,443,11999686033.78,461970200.17,4763820629.42,0,9062272,214913,20.87,152.5,0.533,129.7,71.73,NARR_B
2012-07-11,2012-07-17,HURRICANE,6806,POLY000001526,4,0,184,10133071161.15,2207425143.29,2414639196.47,0,6526530,8832,12.56,56.4,0.35,129.1,45.98,NARR_C
2012-07-14,2012-07-25,WINTER_STORM,1433,POLY000001527,4,0,668,2428220548.62,1404621990.65,896292111.02,0,4578221,214769,17.86,5.0,0.215,51.1,37.57,NARR_B
2012-07-17,2012-08-04,DROUGHT,7107,POLY000001528,0,0,44,241032504.96,847344238.93,46063426.08,0,6093473,15524,3.37,11.4,-4.791,119.5,34.14,NARR_C
2012-07-20,2012-07-25,FLOOD,8506,POLY000001529,0,0,803,8575083820.23,997892379.69,2953593359.48,0,633673,60778,20.71,23.9,2.185,113.5,68.73,NARR_F
2012-07-23,2012-07-29,LANDSLIDE,3192,POLY000001530,4,0,10,5847856624.2,228120117.43,1113639564.85,0,291036,183666,22.01,140.0,-3.264,124.8,63.97,NARR_C
2012-07-26,2012-08-12,HURRICANE,9594,POLY000001531,0,0,1056,2854996197.18,630109524.14,1892329100.75,1,4938120,235569,17.04,107.4,-2.027,62.6,26.02,NARR_B
2012-07-29,2012-08-18,HURRICANE,8774,POLY000001532,0,0,1092,1137710027.21,257823188.7,379095422.18,0,4374445,64009,3.02,94.1,1.577,54.5,2.53,NARR_E
2012-08-01,2012-08-13,TORNADO,6051,POLY000001533,0,0,208,1537132688.13,2408296990.88,631488915.52,0,10055378,181971,27.98,130.0,2.602,118.7,3.46,NARR_B
2012-08-04,2012-08-13,SEVERE_STORM,6508,POLY000001534,0,0,319,1818985790.35,2000715216.08,1164004545.11,0,5571695,142379,21.65,129.2,-2.495,132.3,39.5,NARR_A
2012-08-07,2012-08-19,WINTER_STORM,2187,POLY000001535,3,0,357,6964294612.75,1910591621.91,3490063370.27,0,10934556,213634,7.43,77.3,-2.566,91.0,6.94,NARR_C
2012-08-10,2012-08-27,HURRICANE,4861,POLY000001536,0,0,897,11150701913.9,1300630619.53,4784291689.68,0,3940031,175244,10.62,5.2,1.82,62.7,37.46,NARR_F
2012-08-13,2012-08-15,HEAT,8487,POLY000001537,0,0,773,9090364498.73,175963130.99,1450648772.36,0,3246446,224364,16.4,142.0,-1.483,89.9,33.69,NARR_F
2012-08-16,2012-09-05,WILDFIRE,4553,POLY000001538,0,0,1192,8615127897.68,1539312356.44,2528599185.39,0,2296995,145380,4.94,156.7,-4.674,118.0,30.27,NARR_F
2012-08-19,2012-09-08,WILDFIRE,4508,POLY000001539,1,0,450,1659939963.6,1618022104.94,276668744.43,0,700372,159858,13.35,120.6,-1.633,85.9,68.23,NARR_B
2012-08-22,2012-09-01,HURRICANE,9113,POLY000001540,0,0,1170,9402720376.58,1063225946.09,5080491034.99,0,10616591,118473,23.83,156.3,1.22,129.0,55.31,NARR_A
2012-08-25,2012-09-09,WILDFIRE,1033,POLY000001541,2,0,120,6407026057.03,749052224.0,2704908892.5,0,10122238,21668,16.03,150.9,2.806,53.3,49.48,NARR_F
2012-08-28,2012-08-29,HEAT,8208,POLY000001542,0,0,523,4838596294.34,690274303.98,913132665.77,0,1925699,35576,21.66,102.3,2.889,99.6,2.85,NARR_G
2012-08-31,2012-09-09,HEAT,6792,POLY000001543,0,0,683,8035740950.99,2846798108.64,2790108039.51,0,8823392,46629,14.69,24.7,-1.342,115.0,74.95,NARR_D
2012-09-03,2012-09-09,WINTER_STORM,1825,POLY000001544,1,0,610,5154912045.23,955188962.76,2703175858.56,0,420892,105619,14.06,67.3,-2.792,109.8,15.86,NARR_B
2012-09-06,2012-09-24,FLOOD,7380,POLY000001545,1,0,1072,9128106372.02,59512285.9,6958257457.17,0,4360008,166940,2.75,27.3,-1.583,111.0,57.09,NARR_E
2012-09-09,2012-09-15,SEVERE_STORM,4217,POLY000001546,10,0,550,8092420065.13,664704824.59,6756704767.94,0,852428,136051,1.91,127.3,2.428,129.0,28.79,NARR_G
2012-09-12,2012-09-27,TORNADO,7159,POLY000001547,0,0,595,11251935803.91,2911576977.77,1967701910.75,1,4847881,28391,26.3,0.7,-3.436,107.9,75.96,NARR_B
2012-09-15,2012-09-17,FLOOD,8637,POLY000001548,0,0,492,7350103020.46,53516751.72,4539666936.31,1,11497731,26742,6.38,150.6,-3.956,65.1,61.92,NARR_E
2012-09-18,2012-10-03,SEVERE_STORM,9305,POLY000001549,0,0,938,6331823132.77,2633077601.78,5140639249.46,1,3268523,137650,27.94,15.8,-1.922,106.1,57.13,NARR_A
2012-09-21,2012-10-08,FLOOD,7423,POLY000001550,0,0,807,11684588826.99,1050444602.59,7344415649.06,0,3248821,50796,14.97,107.2,4.269,77.2,4.25,NARR_E
2012-09-24,2012-10-13,WILDFIRE,1499,POLY000001551,0,0,656,136796543.2,2491058449.94,33762393.65,0,9877437,136064,9.9,129.8,3.202,80.9,0.71,NARR_G
2012-09-27,2012-09-29,HURRICANE,1200,POLY000001552,1,0,624,7670332847.81,1515867949.92,5687488402.78,0,7586396,220398,15.23,108.3,-0.485,93.2,64.88,NARR_C
2012-09-30,2012-10-12,WINTER_STORM,5538,POLY000001553,0,0,715,2814062403.73,2755764995.7,2357015302.67,0,8484354,213346,21.16,3.1,-4.282,99.9,15.14,NARR_A
2012-10-03,2012-10-17,WINTER_STORM,8780,POLY000001554,0,0,487,4810496792.79,817666059.41,2732561778.58,0,7711907,3199,13.08,82.1,3.16,61.1,13.67,NARR_C
2012-10-06,2012-10-20,HURRICANE,4950,POLY000001555,0,0,359,7271012572.34,1468481253.82,4613258095.01,0,1257733,210130,13.96,18.3,-1.693,99.4,15.07,NARR_D
2012-10-09,2012-10-28,TORNADO,8805,POLY000001556,0,0,371,5535760454.61,259328467.26,3457333401.08,0,8616440,140162,25.22,14.4,-2.223,126.1,36.97,NARR_C
2012-10-12,2012-10-19,HURRICANE,1324,POLY000001557,2,0,1139,9318315349.91,992250310.23,3553470285.95,0,3492434,227909,4.52,27.3,2.663,117.4,46.59,NARR_B
2012-10-15,2012-11-01,TORNADO,7373,POLY000001558,1,0,760,9119448253.39,1974631396.53,2660734033.77,0,6600812,238954,13.98,81.1,-4.091,90.1,5.73,NARR_D
2012-10-18,2012-10-19,SEVERE_STORM,2313,POLY000001559,0,0,1119,3062650498.18,2526231332.48,1473095110.39,1,740648,90672,20.48,74.8,3.768,58.3,61.09,NARR_G
2012-10-21,2012-10-24,TORNADO,6315,POLY000001560,0,1,1038,9628335428.91,1639394072.54,7835257298.45,0,6986044,203544,23.0,140.3,4.853,103.6,32.73,NARR_F
2012-10-24,2012-11-03,DROUGHT,7888,POLY000001561,0,0,655,8873385372.28,599280534.61,3903144293.45,0,4256633,73442,16.08,20.9,-3.1,126.6,6.72,NARR_A
2012-10-27,2012-11-16,FLOOD,4132,POLY000001562,1,0,268,9615245476.92,1194437744.19,7079312698.55,1,4354600,35669,23.19,132.2,2.099,64.7,56.18,NARR_E
2012-10-30,2012-11-03,DROUGHT,8426,POLY000001563,0,0,156,5706692963.5,251542653.36,942523448.75,0,5536305,229712,24.47,141.5,-4.132,80.1,75.11,NARR_E
2012-11-02,2012-11-20,HURRICANE,7461,POLY000001564,0,0,976,4878561116.9,2207144417.34,1649622167.82,1,5490886,200944,1.36,68.4,-4.062,134.5,77.94,NARR_D
2012-11-05,2012-11-19,LANDSLIDE,7174,POLY000001565,0,0,163,2643322974.4,1513204609.26,1146281976.5,0,344953,186521,27.35,33.6,1.766,62.3,71.65,NARR_B
2012-11-08,2012-11-28,DROUGHT,9928,POLY000001566,0,0,348,1492391987.89,1186135341.25,288104234.91,0,10062195,66581,9.14,33.2,-3.441,65.9,42.12,NARR_C
2012-11-11,2012-11-19,TORNADO,6138,POLY000001567,1,0,738,9773319568.18,868527272.69,4855871097.77,1,9847451,91108,3.97,38.2,0.873,111.3,25.55,NARR_A
2012-11-14,2012-11-28,DROUGHT,7490,POLY000001568,1,0,405,8040286337.61,626008024.15,3132793589.38,0,356026,151315,9.42,8.6,3.069,60.7,42.08,NARR_G
2012-11-17,2012-12-05,HEAT,6019,POLY000001569,0,0,851,9607716567.51,1398381280.54,3000455138.9,0,5395590,20365,22.42,54.6,-1.524,71.5,37.44,NARR_D
2012-11-20,2012-11-22,LANDSLIDE,4552,POLY000001570,0,2,692,5497437019.33,679278918.23,2709262819.82,0,1528615,137668,9.86,113.9,3.636,55.6,50.61,NARR_A
2012-11-23,2012-12-11,DROUGHT,5073,POLY000001571,1,0,679,931747327.99,1104785378.8,367983563.13,0,8285134,100823,14.03,102.2,1.717,102.5,36.7,NARR_B
2012-11-26,2012-11-28,WILDFIRE,5526,POLY000001572,0,2,260,2990199834.0,2662565540.45,2375089665.81,0,4298440,48480,25.18,64.0,3.224,69.6,39.85,NARR_G
2012-11-29,2012-12-06,DROUGHT,5257,POLY000001573,0,1,937,8908915309.89,2870106211.8,4463085669.45,0,5543436,35612,5.12,16.4,3.586,124.0,7.86,NARR_E
2012-12-02,2012-12-12,HURRICANE,3665,POLY000001574,0,4,407,11634053163.67,2344171450.35,8935941717.93,0,2112771,90131,20.86,144.0,-3.761,112.6,24.95,NARR_C
2012-12-05,2012-12-18,WINTER_STORM,1533,POLY000001575,0,1,836,5058609405.89,1514903913.35,3851751542.57,0,5226431,104519,26.1,119.3,1.626,69.6,29.13,NARR_A
2012-12-08,2012-12-15,LANDSLIDE,6943,POLY000001576,0,0,791,2653477237.49,584647987.97,1932138204.45,0,3791439,150929,19.2,30.2,-1.792,50.8,31.56,NARR_A
2012-12-11,2012-12-31,HEAT,3284,POLY000001577,0,2,257,6118894817.08,1339101897.34,2170119375.24,1,1192819,81394,14.09,20.6,2.988,100.3,20.42,NARR_C
2012-12-14,2012-12-26,TORNADO,5215,POLY000001578,0,1,1014,11708000756.67,2187403409.48,2796619527.68,1,1931689,203360,27.96,107.6,-2.979,91.1,22.01,NARR_E
2012-12-17,2012-12-25,LANDSLIDE,6814,POLY000001579,2,0,74,5264237815.34,2351854157.66,3786359241.11,0,10061618,142966,1.67,54.3,4.893,72.0,19.56,NARR_A
2012-12-20,2013-01-06,WINTER_STORM,4022,POLY000001580,3,0,1061,10044271920.44,1417402448.97,3290657874.71,0,6071106,88539,20.54,27.2,3.544,117.7,52.41,NARR_G
2012-12-23,2013-01-09,DROUGHT,2190,POLY000001581,0,0,1194,11282072833.26,2139106620.62,5140670512.44,0,10735330,26347,22.19,75.8,-1.393,55.3,28.89,NARR_B
2012-12-26,2012-12-28,HURRICANE,2943,POLY000001582,3,0,679,10386065749.18,320305885.86,1718146279.46,0,5006628,178767,23.89,99.9,1.896,95.8,34.82,NARR_C
2012-12-29,2012-12-31,SEVERE_STORM,6024,POLY000001583,1,0,687,4016074758.94,2226533215.47,3105595072.98,0,5856676,118708,22.24,74.0,2.785,120.5,14.51,NARR_F
2013-01-01,2013-01-02,DROUGHT,6996,POLY000001584,0,0,821,8063688577.12,2353154162.82,4912121214.8,0,10192611,49755,14.49,52.1,-4.821,65.9,26.43,NARR_F
2013-01-04,2013-01-14,WINTER_STORM,7482,POLY000001585,1,0,909,2451538724.25,2829122259.53,1776009715.77,1,5947835,136969,19.97,28.1,4.589,65.7,10.03,NARR_D
2013-01-07,2013-01-19,FLOOD,3816,POLY000001586,0,0,540,458081518.45,535717518.35,221528912.76,0,7734146,149506,4.05,58.6,4.871,83.1,75.17,NARR_A
2013-01-10,2013-01-30,WILDFIRE,7645,POLY000001587,0,0,1011,7379506204.61,1879589115.36,4964888658.98,0,1474973,216117,17.47,53.2,2.274,81.6,27.9,NARR_F
2013-01-13,2013-02-02,WILDFIRE,8922,POLY000001588,0,0,330,2941535108.63,2387254397.87,854641980.48,0,9320868,185830,25.38,158.0,1.2,109.9,72.32,NARR_D
2013-01-16,2013-02-03,WINTER_STORM,9749,POLY000001589,0,0,342,1610388964.56,179286936.66,746941687.79,0,443881,39378,14.93,84.6,-1.426,125.4,66.57,NARR_A
2013-01-19,2013-02-07,WINTER_STORM,5232,POLY000001590,0,0,936,4663733106.65,2369776441.2,1707983424.25,0,11527003,105316,21.66,151.9,-4.839,132.7,73.55,NARR_C
2013-01-22,2013-02-10,TORNADO,7003,POLY000001591,1,0,837,1503489987.78,416476.29,1027206833.48,1,355965,118530,13.97,105.6,2.791,112.9,67.28,NARR_G
2013-01-25,2013-02-03,HURRICANE,7905,POLY000001592,3,3,1140,3214424994.18,1915057621.1,600617179.32,0,4994523,175371,6.82,163.8,-0.856,73.6,18.55,NARR_B
2013-01-28,2013-01-28,FLOOD,6175,POLY000001593,0,0,986,6266670875.21,1403490850.97,3819939890.31,0,8849852,112963,18.01,162.6,0.047,120.6,55.05,NARR_D
2013-01-31,2013-02-11,WILDFIRE,9011,POLY000001594,0,0,462,398144219.64,175828565.85,286549559.34,0,2853697,228106,6.55,52.2,3.726,82.8,32.52,NARR_G
2013-02-03,2013-02-10,LANDSLIDE,2534,POLY000001595,0,0,597,2107982644.78,1780714309.61,335964235.72,0,4878031,235118,3.44,111.7,4.763,93.0,3.87,NARR_E
2013-02-06,2013-02-14,HEAT,6791,POLY000001596,3,0,590,2810127353.78,304937373.37,1855023260.33,0,798308,7043,27.51,134.5,0.158,101.9,22.17,NARR_G
2013-02-09,2013-02-28,HURRICANE,3649,POLY000001597,0,0,925,8119357814.05,875538932.73,6625779163.7,1,8957386,173196,22.76,84.1,-2.942,76.2,55.34,NARR_F
2013-02-12,2013-02-16,TORNADO,3317,POLY000001598,0,0,1047,6155146706.1,457172410.01,3358615486.38,0,5861971,149685,22.91,86.4,2.103,89.4,74.31,NARR_A
2013-02-15,2013-03-04,SEVERE_STORM,5130,POLY000001599,0,0,1103,8620334737.14,59687777.99,7288954852.8,0,3535994,22119,4.83,10.2,0.845,125.3,72.48,NARR_E
2013-02-18,2013-02-25,WINTER_STORM,8389,POLY000001600,3,0,269,11874348588.94,2248683015.05,6591982939.79,0,8754914,73955,11.19,40.7,-4.554,98.2,52.49,NARR_A
2013-02-21,2013-02-26,LANDSLIDE,1313,POLY000001601,4,0,895,223107345.11,2167223793.69,175626943.89,0,652552,61679,4.12,93.5,-4.813,55.9,73.07,NARR_B
2013-02-24,2013-03-13,SEVERE_STORM,2721,POLY000001602,0,2,268,4961843947.26,2830444785.32,2026337500.96,0,7905674,139207,13.3,14.5,-3.937,113.2,26.41,NARR_C
2013-02-27,2013-03-12,SEVERE_STORM,7130,POLY000001603,0,0,500,7546476096.73,1345615683.8,4076971348.4,0,10106695,162521,0.99,146.7,-3.32,52.8,71.22,NARR_D
2013-03-02,2013-03-21,LANDSLIDE,7940,POLY000001604,2,0,1166,7311580823.97,1382866396.11,5501146464.05,1,1147447,105795,22.25,103.8,2.792,72.4,44.68,NARR_C
2013-03-05,2013-03-15,FLOOD,5425,POLY000001605,0,0,525,4739490141.6,2047297857.96,3664078365.97,0,4233529,168118,15.77,114.1,-2.515,127.6,21.38,NARR_D
2013-03-08,2013-03-17,TORNADO,6755,POLY000001606,0,0,617,5097446369.72,938375401.59,2547788708.45,1,10161242,46747,23.63,97.2,1.923,123.1,39.02,NARR_F
2013-03-11,2013-03-23,TORNADO,8178,POLY000001607,0,0,155,1400968203.84,602191424.0,600789365.53,1,1076037,144818,9.13,158.5,1.48,94.2,77.76,NARR_A
2013-03-14,2013-03-30,FLOOD,7401,POLY000001608,0,0,345,9962377275.39,2142337032.8,5217377154.09,0,11064614,240811,26.63,124.6,2.507,98.7,78.41,NARR_G
2013-03-17,2013-03-22,SEVERE_STORM,9506,POLY000001609,0,0,757,10158287014.02,1150041032.35,4575500354.69,1,3258761,90862,1.75,24.3,0.289,61.0,37.11,NARR_F
2013-03-20,2013-03-23,WILDFIRE,4738,POLY000001610,1,0,663,6048149274.89,226338782.13,5077323782.02,1,9629043,193185,24.23,151.4,-2.835,131.7,74.3,NARR_D
2013-03-23,2013-04-09,HEAT,8507,POLY000001611,0,0,15,10614342674.94,1960110644.87,6880938254.59,0,2600265,17934,25.68,40.5,1.933,54.6,70.15,NARR_E
2013-03-26,2013-04-11,WILDFIRE,9143,POLY000001612,0,0,969,7992549261.7,1383765200.01,4736754847.62,0,2054315,244252,15.52,45.0,1.138,89.7,34.82,NARR_F
2013-03-29,2013-04-16,TORNADO,4419,POLY000001613,1,0,590,6399019237.92,2243001972.3,3921441446.33,0,9870275,162754,14.33,22.7,-2.407,131.2,40.8,NARR_G
2013-04-01,2013-04-13,SEVERE_STORM,2411,POLY000001614,0,3,315,987279184.73,1215788514.32,356718691.14,0,4299007,187228,7.42,19.5,-4.063,83.8,14.46,NARR_A
2013-04-04,2013-04-21,WILDFIRE,3011,POLY000001615,0,0,313,4442159559.89,390986360.31,3303407819.88,0,6566185,164851,24.16,84.2,2.241,65.7,22.21,NARR_D
2013-04-07,2013-04-19,LANDSLIDE,8428,POLY000001616,3,0,451,3706740015.95,1971524079.1,2523525041.83,0,3232511,6594,4.92,14.9,-1.896,80.9,16.95,NARR_F
2013-04-10,2013-04-19,TORNADO,1195,POLY000001617,4,0,667,3818643978.86,1904676309.12,2332023256.66,1,361777,92390,11.16,107.7,0.201,57.0,5.85,NARR_F
2013-04-13,2013-04-15,HURRICANE,4527,POLY000001618,1,0,259,4286799471.67,674225462.98,3303564401.59,0,10316405,58414,21.11,81.1,2.471,67.9,37.98,NARR_D
2013-04-16,2013-04-23,FLOOD,7843,POLY000001619,0,0,409,5936151856.45,611803817.46,4839041682.35,0,5688522,200690,14.49,27.5,-2.124,87.9,22.76,NARR_B
2013-04-19,2013-05-06,SEVERE_STORM,1417,POLY000001620,0,0,597,9519010258.37,102046047.0,1668187856.42,1,931460,1195,8.48,9.0,3.726,66.6,67.58,NARR_C
2013-04-22,2013-05-05,WINTER_STORM,3437,POLY000001621,0,0,1079,3038685934.06,2667771493.79,2422018477.54,0,8827573,149221,26.05,95.0,0.86,57.2,59.41,NARR_A
2013-04-25,2013-04-29,DROUGHT,9686,POLY000001622,2,1,490,3624438739.94,2724220505.51,1260986429.7,0,6781274,22501,15.57,34.9,2.156,83.8,0.62,NARR_C
2013-04-28,2013-05-02,HURRICANE,4158,POLY000001623,1,0,308,7324032903.16,2170741785.75,1929625583.26,0,1413567,170536,24.46,105.1,-1.297,85.9,18.03,NARR_D
2013-05-01,2013-05-06,HEAT,6742,POLY000001624,0,0,249,7207504604.93,1976645123.99,3566311521.16,1,9923051,158835,16.07,45.6,1.378,55.3,23.53,NARR_A
2013-05-04,2013-05-09,HEAT,1437,POLY000001625,0,0,33,7220471278.19,617404684.32,1875623607.77,1,10261682,233718,23.84,149.9,-4.974,122.7,7.71,NARR_C
2013-05-07,2013-05-07,FLOOD,1473,POLY000001626,0,0,272,2145742231.12,1318100394.22,403290944.77,0,10492924,203611,7.16,155.7,-0.015,79.1,55.85,NARR_B
2013-05-10,2013-05-16,DROUGHT,9294,POLY000001627,0,1,154,4447216426.85,882279228.38,1214210466.62,0,7345993,215465,2.09,104.1,-1.203,90.9,20.29,NARR_B
2013-05-13,2013-05-17,WILDFIRE,7816,POLY000001628,0,0,1069,10457834893.83,2759834740.66,4202759011.69,1,1946904,80113,2.3,149.7,2.428,65.2,62.64,NARR_C
2013-05-16,2013-05-21,WILDFIRE,7214,POLY000001629,0,3,370,5624346805.08,2323273317.63,2053576776.46,0,7493689,207966,2.26,152.3,-2.846,112.0,11.64,NARR_F
2013-05-19,2013-05-26,WILDFIRE,6289,POLY000001630,0,0,148,2382813551.22,1171582983.13,486093268.9,0,337346,159165,25.76,151.6,0.764,119.2,74.92,NARR_C
2013-05-22,2013-05-29,DROUGHT,4415,POLY000001631,0,4,728,1795306144.22,2687530130.61,1489835652.05,1,4466820,246081,16.99,158.5,2.683,67.7,35.67,NARR_B
2013-05-25,2013-06-02,SEVERE_STORM,6894,POLY000001632,0,0,1006,3963057916.65,313188753.24,3266747040.99,0,5168533,86745,7.51,74.4,-3.452,89.8,75.46,NARR_E
2013-05-28,2013-06-13,TORNADO,5985,POLY000001633,0,1,697,909193939.95,2421365386.77,423592397.84,1,619838,31856,18.13,141.8,0.404,51.0,45.77,NARR_A
2013-05-31,2013-06-17,WILDFIRE,8187,POLY000001634,0,0,615,2859360584.39,1295129601.24,2093107768.59,0,7720249,28490,18.51,63.1,3.889,66.2,31.74,NARR_E
2013-06-03,2013-06-03,TORNADO,2780,POLY000001635,0,0,860,2102166755.02,2220668337.17,1132101788.24,1,7392725,188628,20.52,107.0,0.776,106.3,40.75,NARR_C
2013-06-06,2013-06-18,FLOOD,3403,POLY000001636,1,0,181,3623543672.95,2333856764.43,2551031841.89,0,6977211,28175,22.21,112.0,3.833,81.2,56.82,NARR_E
2013-06-09,2013-06-24,DROUGHT,8010,POLY000001637,0,0,176,9448225124.79,199693252.4,5328818669.79,0,11189412,167813,23.68,80.9,2.453,123.9,22.75,NARR_F
2013-06-12,2013-06-26,DROUGHT,7187,POLY000001638,0,0,709,3107651805.11,2644333127.95,1161149517.74,1,3254009,21932,25.08,21.9,3.681,70.6,40.27,NARR_E
2013-06-15,2013-07-05,TORNADO,8411,POLY000001639,0,0,712,4476342053.6,2563792596.78,3196004956.85,0,1046128,249988,1.59,65.9,-0.127,107.4,29.61,NARR_E
2013-06-18,2013-06-29,FLOOD,6045,POLY000001640,0,0,560,6820268128.76,1643049925.2,3515830094.17,0,10829688,43179,10.7,101.5,-4.029,118.1,64.42,NARR_B
2013-06-21,2013-07-04,HEAT,7318,POLY000001641,0,0,463,829646611.33,1027292969.96,645984797.24,0,8657377,63488,11.91,31.0,-2.448,68.4,39.84,NARR_G
2013-06-24,2013-06-27,DROUGHT,1339,POLY000001642,0,0,1042,3815059732.48,2086603485.5,2237561346.03,1,8290693,225967,0.5,142.4,-3.677,89.2,44.38,NARR_B
2013-06-27,2013-06-27,LANDSLIDE,1357,POLY000001643,0,0,478,4224805220.93,2013459270.91,3302248866.58,0,11700803,63265,24.06,119.7,-0.058,85.6,32.61,NARR_C
2013-06-30,2013-07-05,SEVERE_STORM,7910,POLY000001644,0,0,842,10220615532.04,2393101959.72,2864609349.79,0,6248405,142830,22.47,143.2,-0.922,54.5,67.25,NARR_F
2013-07-03,2013-07-05,HURRICANE,3296,POLY000001645,0,0,131,6480473708.88,1811197625.21,5268675033.9,0,6318354,246634,5.29,30.5,1.829,50.7,6.97,NARR_B
2013-07-06,2013-07-24,SEVERE_STORM,3713,POLY000001646,0,0,1136,2418232871.91,2301114739.73,634074034.15,0,7343671,217734,13.67,30.0,2.815,135.0,26.53,NARR_C
2013-07-09,2013-07-22,SEVERE_STORM,4521,POLY000001647,0,0,176,2070084811.75,1854313970.52,648007369.46,0,2976534,1617,15.2,145.9,-2.655,56.4,7.48,NARR_C
2013-07-12,2013-07-20,LANDSLIDE,5691,POLY000001648,0,0,231,5118977968.82,1100453336.26,1285320668.45,0,7192476,11513,25.37,9.2,-2.203,126.4,38.72,NARR_A
2013-07-15,2013-08-03,HURRICANE,9357,POLY000001649,2,0,1181,11176525069.2,1650294086.29,4141206402.36,0,1761714,61493,11.94,17.3,3.049,101.5,25.57,NARR_D
2013-07-18,2013-07-18,WILDFIRE,2750,POLY000001650,0,0,564,8268493819.47,1663307443.23,2813591676.39,0,8628052,147268,17.15,45.3,2.923,117.8,55.02,NARR_C
2013-07-21,2013-07-30,WINTER_STORM,4659,POLY000001651,1,0,509,6667000542.04,483245698.18,4811485769.78,0,3717486,168288,2.69,83.0,3.262,76.4,76.94,NARR_A
2013-07-24,2013-07-26,DROUGHT,8488,POLY000001652,0,0,202,425271146.03,1296337722.03,100505296.36,0,9587375,162758,15.16,65.8,3.613,98.5,60.81,NARR_A
2013-07-27,2013-08-05,HEAT,9867,POLY000001653,0,0,1182,9250545678.51,2698012642.73,5536670129.92,0,4081424,33254,2.31,86.0,3.357,81.9,70.35,NARR_C
2013-07-30,2013-08-06,LANDSLIDE,2718,POLY000001654,5,0,356,11530448396.75,1343445848.27,2447012873.42,0,2523582,58879,20.54,84.8,0.801,75.7,4.8,NARR_G
2013-08-02,2013-08-22,DROUGHT,1095,POLY000001655,0,0,472,116928963.5,149061615.31,90657177.07,0,10881460,154061,6.37,66.9,-2.872,107.4,43.97,NARR_E
2013-08-05,2013-08-05,HEAT,5225,POLY000001656,0,1,4,675520795.21,142911431.74,252785197.72,0,5636086,193968,11.98,151.1,-4.556,120.5,66.5,NARR_C
2013-08-08,2013-08-17,HEAT,2668,POLY000001657,0,0,910,685024280.97,244141534.98,554816714.74,0,3318251,32354,24.18,99.8,-4.434,84.2,35.5,NARR_B
2013-08-11,2013-08-19,WILDFIRE,5299,POLY000001658,0,0,1200,10426458624.22,169101071.77,6784412302.96,0,7366755,164327,11.36,33.8,-2.418,128.2,4.05,NARR_E
2013-08-14,2013-08-26,WILDFIRE,6417,POLY000001659,0,0,424,5291519048.02,2335455619.48,4220784248.68,0,11403577,25556,16.43,69.0,4.162,124.5,75.19,NARR_E
2013-08-17,2013-08-26,TORNADO,3256,POLY000001660,0,0,375,871356450.6,1344299900.7,654943840.76,0,3595814,5391,19.28,87.2,1.633,123.3,34.64,NARR_G
2013-08-20,2013-09-09,DROUGHT,1775,POLY000001661,7,3,376,5032390040.22,1402497845.35,2165907417.59,0,11247437,113039,14.14,134.6,1.992,97.3,1.44,NARR_C
2013-08-23,2013-09-07,SEVERE_STORM,9557,POLY000001662,2,0,299,11128472379.02,1601112407.92,7666110934.69,0,10653902,242995,25.3,40.3,2.489,56.5,66.03,NARR_A
2013-08-26,2013-08-27,TORNADO,6733,POLY000001663,2,0,1175,11576741409.99,2810328235.32,2270935712.48,0,11144477,194197,6.48,152.3,3.831,128.8,63.99,NARR_C
2013-08-29,2013-09-06,HEAT,6907,POLY000001664,0,0,249,5621008978.31,101370851.24,3021237594.14,0,6514033,105071,20.28,48.6,-4.306,75.1,38.63,NARR_D
2013-09-01,2013-09-02,FLOOD,3321,POLY000001665,0,0,680,2085119406.53,2155575452.05,1709547931.93,1,9886811,139844,7.22,92.0,1.619,121.3,40.24,NARR_F
2013-09-04,2013-09-19,FLOOD,2448,POLY000001666,4,0,956,4156034519.37,1523551233.7,1265728129.2,0,10540049,26824,3.89,47.3,4.231,91.0,30.72,NARR_E
2013-09-07,2013-09-13,WILDFIRE,7474,POLY000001667,0,0,690,8967094548.87,2300909942.52,2752868339.23,0,9376350,36019,18.72,82.1,4.826,134.3,3.07,NARR_G
